molecula|SddssS|n9FaHRing|n9FaRing|NaasN|nAHRing|nARing|SaasN|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|GATS1pe|FNSA3|FPSA3|PNSA3|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
IN1233_a59|0.0|0|0|0|0|0|0.0|2|0.163548857|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|-0.004071701|0.268927191|0.003282792|2|0.809917509|0.74801464|-0.090732503|0.778639593|-0.092761756|0.010831674|-61.73167061|7.208329477|0.238675351|-0.035929742|-42.16752524|4.79704394|83.1557517|-41.08157616|72.32484741|-23.91074854|0.483639625|506.6510632|-1267.269673|0.1892041019999999|8.011984402000001|15.51626497|0.936631949|6206.818668|-843.3505049|29.49046561|0.0134658889999999|-413.6607749|712.1606951|1.0|1.0|1.0|2.0|2.76|0.08|5.54|2.0|125.07|5.0|-5.59|4.0|-6.13|0.0|0.0|-5.16|2.54e-06|3.85|0.0|0.0|9.93e-11|-0.05605|5.2194|-1352.351584|-1352.326849|1204.16|350.69|237.54|0.51285|0.6953699999999999|0.2011|-0.14684|5.4004|0.02473496|-1352.135303|34.0|7.4685|7.4685
12a_a50|0.0|1|1|2|1|1|4.075037557|1|-0.111689174|-0.126263256|0.01164808|0.014596049|10.94501645|-0.122912558|2|0.011790103|-0.193999688|-0.291865836|1|0.699597776|0.795582575|-0.2018898489999999|0.660148928|-0.05075501|0.021013336|-25.57033815|10.58650394|0.095880311|-0.02383238|-16.85074424|5.333473207|69.83817338|-12.88231829|47.2792242|-12.00673599|0.469674946|455.4948605000001|-468.2627037|0.4247810279999999|5.116970861|9.648744341|0.885635975|4665.239724|-235.9104193|20.873331|0.027455156|-75.79052945|388.171611|0.0|1.0|1.0|0.0|2.21|0.11|2.59|0.0|94.69|2.0|-3.16|3.0|-6.44|0.0|1.0|-3.84|0.000685|2.5|0.0|0.0|3.22e-06|-0.03366|4.0783|-1006.659456|-1006.632973|908.22|304.01|304.01|0.65267|0.65267|0.1807|-0.16806|5.7662|0.02648238|-1006.546706|75.0|7.1249|7.1249
12be_a36|0.0|0|0|0|2|2|0.0|2|0.118420241|-0.580823835|0.000482522|-0.08981965|10.95957887|0.00430921|1|0.002872872|0.19405344|-0.289604649|1|0.884226781|0.812921349|0.00734728|0.8350231859999999|-0.0780531429999999|0.033763464|-54.15309606|23.42501577|0.201984123|-0.031937334|-52.44976141|16.25222352|0.0|-37.57129686|99.62604537|-22.15805062|0.4564615729999999|553.6616295|-1285.166936|0.433925602|8.773114043|16.14074295|0.839796323|6592.168374|-891.645944|39.14335412|0.034632557|-91.68453892|766.4854363|0.0|1.0|1.0|2.0|0.0|0.21|2.83|1.0|136.74|7.0|-4.11|6.0|-7.13|0.0|0.0|-4.15|7.75e-05|2.62|1.0|0.0|1.6100000000000005e-07|-0.0518799999999999|5.2184|-1462.0007349999998|-1461.968283|1256.67|370.25|237.59|0.40844|0.70465|0.0018|-0.13781|7.7861|0.03245204|-1461.747501|44.0|7.3565|7.3565
17g_a50|0.0|1|1|2|2|2|4.377239517|2|-0.05611228|-0.13328325|0.012079|-0.022378911|10.94501702|-0.1155555559999999|2|0.01245647|-0.090386911|-0.323333765|1|0.754575205|0.738521694|-0.2126789369999999|0.7276268779999999|-0.048170917|0.014550016|-32.14758511|9.710172008|0.079336825|-0.025918901|-31.48270383|6.48022912|85.51402581|-21.45417373|56.28102287|-17.29736764|0.467997084|614.4183967|-1037.842058|0.250051612|8.130878433|15.28352231|0.879688945|6102.424958|-692.6194843|23.06474408|0.013645282|-333.6136209|829.3813984|1.0|1.0|1.0|0.0|3.66|0.35|3.71|2.0|133.03|6.0|-4.46|4.0|-6.28|0.0|1.0|-4.86|3.4899999999999995e-05|3.68|0.0|0.0|1.1e-07|-0.0323|4.0458|-1335.976491|-1335.946919|1259.05|306.45|306.45|0.6623600000000001|0.6623600000000001|0.1795|-0.16699|7.0584|0.02957267|-1335.693266|246.0|6.6091|6.6091
16h_a32|0.0|1|1|0|0|0|0.0|0|-0.069213021|-0.7828009570000001|-0.0048042729999999|0.061727488|10.31100268|-0.022634676|3|-0.002310082|-0.1234671109999999|-0.219947482|0|0.804503712|0.832040698|-0.03617945|0.7619492790000001|-0.081151869|0.02096013|-51.56009529|13.31708433|0.200808492|-0.038765425|-49.03221545|8.461051377999999|35.90298920000001|-32.75886858|90.15529448|-24.62973479|0.459750275|507.7688359|-1157.597535|0.2640948939999999|6.710057805|12.42028916|0.850995852|6151.056721|-735.4832318|33.46862873|0.020432929|-299.7661014|573.3529948|1.0|1.0|1.0|2.0|3.45|0.26|5.86|2.0|111.95|7.0|-6.48|5.0|-6.22|1.0|0.0|-4.75|3.28e-07|3.66|0.0|0.0|9.89e-08|-0.05028|3.6182|-1955.99895|-1955.970762|1130.4|342.67|342.67|0.70219|0.70219|0.2914|-0.14972|3516.0|0.02818755|-1955.832545|9.0|8.0655|8.0655
17e_a50|0.0|1|1|2|2|2|4.3906140030000005|2|-0.011278897|-0.141076059|0.012036705|-0.086639125|10.94500663|-0.114420412|2|0.012372059|-0.017965698|-0.310566368|1|0.7596299459999999|0.7409645029999999|-0.202197068|0.736221185|-0.046347299|0.012865274|-32.24487658|8.950665784|0.069891795|-0.02665495|-35.33972521|6.227183052000001|86.98647608|-22.43349867|57.93079973|-18.5444588|0.489797496|647.0975667|-1168.300905|0.196328886|8.52101688|16.70124474|0.960006062|6301.28046|-812.8136797000001|23.07468625|0.010255676|-422.5418889|904.3172644|1.0|1.0|1.0|0.0|4.23|0.37|4.23|2.0|138.0|6.0|-4.87|4.0|-6.08|0.0|1.0|-5.18|1.34e-05|4.08|0.0|0.0|4.63e-08|-0.03156|4.2373|-1375.295877|-1375.268259|1312.91|307.67|292.6|0.6322800000000001|0.66478|0.1785|-0.16649|6.7175|0.02761851|-1374.992422|155.0|6.8097|6.8097
13f_a6|0.0|0|0|0|0|0|0.0|2|0.04505613|-0.381170169|-0.003356527|-0.071478789|10.95053349|-0.049928822|1|-0.001446486|0.079490516|-0.223618825|2|0.841211811|0.77199166|-0.088948538|0.790249345|-0.073352505|0.018554018|-49.2635105|12.46087045|0.136777507|-0.032802223|-41.92004677|8.368715213|0.0|-33.08535238|75.61173794|-22.02995852|0.401838426|579.7398537|-1123.527884|0.279288145|9.050440345|15.13042752|0.6717890999999999|6128.208571|-754.5608419|30.56694343|0.0196449239999999|-296.4599736|676.2770877|1.0|1.0|1.0|2.0|2.21|0.08|5.01|1.0|123.82|5.0|-5.11|5.0|-6.52|0.0|0.0|-4.78|7.74e-06|3.27|0.0|0.0|6.59e-11|-0.07786|4.8413|-1347.301285|-1347.266914|1202.78|394.98|256.1|0.49643|0.70541|0.0048|-0.12805|10.8469|0.03437105|-1347.0794119999998|42.0|7.3768|7.3768
3d_a12|0.0|0|0|0|1|1|0.0|3|-0.166233441|-0.360215148|-0.00259095|-0.002185753|10.95472859|-0.058191686|0|-0.000643935|-0.282667477|-0.237203828|2|0.91670178|0.7697403429999999|-0.108208213|0.8605417409999999|-0.066850425|0.011128076|-34.34601551|5.717316796|0.145275317|-0.035063929|-25.2986621|2.9374091630000003|0.0|-17.64609244|57.52228251|-18.01493787|0.472404561|439.1353855|-738.6124526000001|0.22571647|5.786006004|10.96674758|0.89539167|4509.417998|-379.4799315|23.26659057|0.01611886|-281.8395348|410.9162081|1.0|0.0|1.0|1.0|2.71|0.11|3.37|0.0|100.28|3.0|-3.52|4.0|-6.22|0.0|1.0|-3.91|0.000302|2.81|0.0|0.0|3.08e-08|-0.06842|4.2114|-1006.727999|-1006.704001|918.3|328.71|294.4|0.53114|0.6572100000000001|0.1583|-0.15387|2.2068|0.02399772|-1006.606666|25.0|7.6021|7.6021
14ae_a23|0.0|1|1|2|0|0|3.338149829|2|0.026913008|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|0.0289586779999999|2|0.009675528|0.047563299|-0.253318853|2|0.7763406840000001|0.7830067820000001|0.0469453379999999|0.7317531540000001|-0.065169397|0.03467374|-46.69131269|24.84237243|0.127637949|-0.0269140239999999|-44.69687612|17.79858399|110.5716332|-33.45249142|87.09501229|-19.28284095|0.479058976|625.0131414|-1060.556252|0.46959234|8.123993885|15.59484379|0.919603093|7308.981869|-759.846894|36.35475577|0.034488074|-43.57178809|770.8206617000001|1.0|1.0|1.0|1.0|3.76|0.12|3.48|2.0|133.27|7.0|-5.8|6.0|-6.68|0.0|0.0|-5.08|1.6e-06|3.52|0.0|0.0|2.49e-08|-0.07122|3.6036|-1858.967022|-1858.952529|1285.52|344.06|344.06|0.58144|0.58144|0.3205|-0.14537|7.0211|0.01449323|-1858.7404850000005|2.0|8.6038|8.6038
14u_a23|0.0|1|1|2|0|0|3.357982471|2|0.050530143|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|0.010508236|0.091604179|-0.199540201|2|0.756252127|0.787538583|-0.094773814|0.71381683|-0.055259924|0.0254134689999999|-36.90928915|16.97420126|0.090245088|-0.033908155|-38.57404134|11.3374334|50.47632596|-24.65250654|73.50348823|-22.64798452|0.47648509|607.6448353|-1155.04721|0.297131017|7.392527755|14.12094979|0.910165272|6913.009783|-771.4808267999999|32.2221994|0.023582305|-271.0010972|683.7405759|1.0|1.0|1.0|1.0|3.68|0.09|3.42|2.0|126.78|6.0|-5.63|5.0|-6.47|0.0|0.0|-5.02|2.32e-06|3.55|0.0|0.0|3.11e-08|-0.0618299999999999|4.0409|-1744.446261|-1744.422541|1214.4|389.66|306.82|0.4523|0.6703100000000001|0.0008|-0.1543|5.9743|0.0237199999999999|-1744.2405670000005|6.0|8.2449|8.2449
8b_a32|0.0|1|1|0|0|0|0.0|0|-0.008128765|-0.458752924|-0.003484915|-0.024375676|10.31100269|-0.0684566009999999|3|-0.001662219|-0.014634534|-0.1534110109999999|0|0.788133615|0.845443342|-0.1152380009999999|0.7507116140000001|-0.0850068559999999|0.016711528|-53.36442734|10.49093175|0.211781902|-0.03079624|-42.94454179|6.585851946|68.21751748|-33.50038167|81.73293254|-19.33283713|0.458155153|494.8166492|-889.3105078|0.330850796|8.10555784|14.95918599|0.845546757|5619.400983|-558.2790432999999|28.89166873|0.021225152|-212.3722924|557.1050635|1.0|1.0|1.0|2.0|3.04|0.26|6.49|1.0|110.47|7.0|-5.83|4.0|-6.44|1.0|0.0|-4.39|1.47e-06|3.22|0.0|0.0|2.23e-08|-0.05404|3.5442|-1880.77142|-1880.735397|1114.24|349.82|349.82|0.70285|0.70285|0.2943|-0.14717|846.0|0.03602276|-1880.602014|12.0|7.9208|7.9208
4p_a46|0.0|0|0|1|1|1|2.102855253|0|-0.164311513|-0.233901882|0.005152176|-0.205494852|10.93681929|-0.120823841|1|0.004453195|-0.251219946|0.101602982|0|0.7471162309999999|0.747019097|-0.1623103719999999|0.751334374|-0.0997229069999999|0.007398064|-56.55658053|4.195717966|0.094033511|-0.029978645|-26.78464688|2.379548177|0.0|-32.07534663|51.05047787|-17.00200781|0.423511708|513.8073925|-850.1003902999998|0.12579435|5.828038618|10.10955243|0.734640605|5167.091582|-482.1236438|19.44852199|0.006740305|-424.4519674|585.8536976|1.0|1.0|0.0|1.0|3.2|0.3|4.85|2.0|107.89|2.0|-5.8|3.0|-5.09|0.0|1.0|-5.4|1.59e-06|4.77|0.0|0.0|8.95e-08|-0.0393|5.4796|-1129.65844|-1129.618646|1058.54|310.28|226.26|0.43709|0.70138|0.0763|-0.16819|3.6961|0.03979459|-1129.4459470000002|341.0|6.4672|6.4672
13_a1|0.0|0|0|0|1|1|0.0|1|0.1129747169999999|-0.597786194|-0.008672236|-0.0594321759999999|10.94989555|-0.084271845|1|-0.005924486|0.1769162319999999|-0.120034915|1|0.87703849|0.76714213|-0.150485437|0.833702788|-0.111667908|0.033737733|-64.94184903|19.62059449|0.320539533|-0.040302516|-36.08180773|11.41059871|528.3795274|-37.76773325|77.55889436|-23.43842502|0.477212829|395.1486144|-1054.729126|0.291737016|7.493979856|14.33466671|0.912824292|5456.353212|-613.3907313999999|33.09282789|0.026679865|-242.2358135|505.2124255|1.0|1.0|1.0|2.0|2.83|0.09|4.75|1.0|104.88|4.0|-4.29|5.0|-6.48|0.0|0.0|-4.34|5.16e-05|2.94|0.0|0.0|1.14e-08|-0.04962|4.0783|-1238.395767|-1238.367298|1035.04|359.55|304.01|0.65363|0.69782|0.3535|-0.13921|2.7595|0.0284695999999999|-1238.22919|0.26|6585.0|6585.0
12h_a36|0.0|0|0|0|2|2|0.0|2|0.059920602|-0.503153567|0.00127667|-0.003014954|10.96020037|-0.051080247|1|0.003077071|0.100530266|-0.239932418|1|0.8913597320000001|0.820041835|-0.089459459|0.84179881|-0.073572836|0.027905055|-48.17643878|18.27258858|0.180385475|-0.035734517|-45.96672487|11.96512593|1.413982241|-31.5465515|87.85958486|-23.39942087|0.464544951|536.6941285|-1263.568727|0.3347454589999999|7.428908584|13.87400978|0.8675704009999999|6159.17335|-827.4010477|35.1736357|0.026971557|-216.42159590000003|679.7230552999999|0.0|1.0|0.0|2.0|0.0|0.17|2.77|1.0|130.24|6.0|-3.95|5.0|-6.93|0.0|0.0|-4.07|0.000113|2.65|1.0|0.0|2.03e-07|-0.05013|5.1998|-1347.481013|-1347.451759|1177.89|358.81|238.44|0.34589|0.7014600000000001|0.0056|-0.14247|6754.0|0.02925492|-1347.260478|14.0|7.8539|7.8539
17f_a50|0.0|1|1|2|1|1|4.305828452|1|-0.167275895|-0.125733326|0.012475826|-0.028989535|10.94501702|-0.132773563|2|0.0129274519999999|-0.275290802|-0.407467272|1|0.758335704|0.7851209440000001|-0.2257632789999999|0.7241275009999999|-0.047333916|0.016414675|-29.10566644|10.09339793|0.088541266|-0.026836447|-28.30463221|6.206439227000001|82.90209608|-17.89709978|55.9791334|-16.50175503|0.472769049|560.4567739|-874.5930167000001|0.278877895|7.200480876|13.65716648|0.896702|5579.97966|-537.7880119|22.88344084|0.01617809|-271.9363523|652.6793116|1.0|1.0|1.0|0.0|2.97|0.26|2.87|1.0|116.81|6.0|-3.58|4.0|-6.64|0.0|1.0|-4.12|0.000266|2.83|0.0|0.0|4.15e-07|-0.0336399999999999|4.0664|-1219.2481369999998|-1219.220465|1146.22|304.9|304.9|0.6573899999999999|0.6573899999999999|0.1708|-0.16784|6.1931|0.0276719|-1219.02507|398.0|6.4001|6.4001
12ac_a36|0.0|0|0|0|2|2|0.0|2|0.03586247|-0.450737917|0.000584134|-0.046730704|10.95345846|-0.0121300989999999|1|0.0018565629999999|0.060445359|-0.166354116|1|0.8058720979999999|0.811459853|-0.020272679|0.770400825|-0.080202334|0.021508835|-55.68500110000001|14.93372351|0.220326632|-0.036062573|-50.32319912|10.36858115|20.70356046|-38.66245764|86.51036063|-25.03847816|0.44477577|541.3322795|-1377.116299|0.268353853|8.126831024|14.63702516|0.801074136|6378.288017|-956.1407834|34.22211444|0.020208014|-321.66684580000003|716.9974499|0.0|1.0|0.0|2.0|0.0|0.17|3.16|1.0|133.95|6.0|-3.81|5.0|-7.21|0.0|0.0|-3.95|0.000154|2.36|0.0|0.0|1.29e-07|-0.0527399999999999|3.8843|-1385.606133|-1385.566143|1200.61|321.25|319.2|0.56186|0.56357|0.0249|-0.15675|4.0208|0.03998989|-1385.382927|13.0|7.8861|7.8861
12i_a36|0.0|0|0|0|2|2|0.0|2|0.048138468|-0.929568494|-0.011700732|0.128325344|10.96020192|-0.009876543|1|-0.007897954|0.135587069|-0.3344729369999999|1|0.647732719|0.820041835|-0.01509434|0.624142499|-0.0850745409999999|0.01973953|-54.81607619|12.71877085|0.169035768|-0.045665229|-48.75024044|8.195085212|0.52902639|-35.3196406|90.11282843|-29.42347522|0.460246812|535.4151566|-1588.867662|0.230870141|7.549683919|13.98728916|0.8526986440000001|7707.634338|-1023.755049|38.2555363|0.022430221|-346.8168661|672.4630346|1.0|1.0|0.0|2.0|0.0|0.17|3.31|2.0|130.43|7.0|-5.2|8.0|-6.4|0.0|0.0|-5.07|6.26e-06|3.86|0.0|0.0|7.24e-08|-0.05065|5.2297|-1645.2030949999998|-1645.171438|1172.5|330.66|237.08|0.34255|0.70134|0.1516|-0.1541|5.1836|0.03165678|-1645.017702|12.0|7.9208|7.9208
3c_a49|0.0|0|0|1|1|1|2.108416128|2|-0.04696024|-0.248722888|0.006218639|-0.05815918|10.92976555|0.0127926339999999|1|0.006470561|-0.0780996759999999|-0.101919761|2|0.666785606|0.802792677|0.0211518929999999|0.64702083|-0.071786669|0.0148240689999999|-41.0524769|8.477406111|0.203663616|-0.0252377479999999|-24.24485565|4.8479546860000005|77.29181095|-23.47658531|54.85343388|-14.4326528|0.4791465279999999|455.3990518|-678.3346816000001|0.362777444|6.567311051|12.60874968|0.919925763|5544.351498|-387.9176903|22.64931248|0.021783913|-156.9462939|542.7276591|1.0|1.0|1.0|1.0|2.67|0.18|3.63|1.0|109.43|4.0|-3.45|4.0|-6.93|0.0|1.0|-3.86|0.0003509999999999|2.29|0.0|0.0|2.89e-08|-0.0606|5.1584|-1198.668772|-1198.634822|1046.53|322.71|240.36|0.32539|0.6692100000000001|0.0729|-0.15853|3.6122|0.03394942|-1198.484646|87.0|7.0605|7.0605
14b_a23|0.0|1|1|2|0|0|3.2475997860000003|2|0.0519489729999999|-0.318684138|0.007671236|-0.0644978|10.31321824|-0.047410593|2|0.0075222369999999|0.121308009|-0.17267308|2|0.616699629|0.793551289|-0.077808321|0.5935522360000001|-0.063267638|0.020454632|-41.01458464|13.26014776|0.153740341|-0.03508139|-34.64639496|8.596171261|84.36242964|-26.58857202|64.97993029|-22.74225338|0.450973737|548.6057241000001|-1068.885909|0.225640295|7.833620016|14.26820636|0.821406493|6622.129837|-692.9278992000001|29.36910744|0.01779446|-355.71896410000005|599.5697147999999|1.0|1.0|1.0|1.0|3.44|0.05|3.78|2.0|120.24|5.0|-5.58|5.0|-6.31|0.0|0.0|-5.11|2.66e-06|3.68|0.0|0.0|2.14e-08|-0.07803|3706.0|-1729.161608|-1729.139722|1142.37|334.55|334.55|0.58097|0.58097|0.3603|-0.15064|6.8752|0.02188578|-1728.9893510000002|4.0|8.3536|8.3536
8b_a12|0.0|0|0|0|1|1|0.0|2|0.028584223|-0.618894925|-0.010117477|-0.036536396|10.95438057|-0.1090955359999999|0|-0.007926474|0.047425677|0.006468729|1|0.89481633|0.7407532059999999|-0.183648492|0.856390139|-0.1053827859999999|0.011257065|-60.97837482|6.513753986|0.259073691|-0.045608374|-39.02494133|3.769098814|76.80174559999999|-35.28434152|72.85978933|-26.39069094|0.480938153|428.7273481000001|-1213.971783|0.111063646|6.373278096|12.27845608|0.926552694|5217.318476|-702.4489440000001|29.68794201|0.009361504|-450.1059006|510.3677388|1.0|1.0|1.0|2.0|2.57|0.1|3.11|1.0|110.58|4.0|-4.1|4.0|-6.51|0.0|0.0|-4.01|7.890000000000001e-05|2.76|0.0|0.0|3.56e-08|-0.0589|4.2263|-1159.405202|-1159.365835|1020.47|331.1|293.37|0.53425|0.57773|127.0|-0.15294|4.2554|0.03936706|-1159.2425119999998|263.0|6.58|6.58
7_a3|0.0|0|0|0|0|0|0.0|2|-0.047419994|-0.327648836|-0.007540435|0.054347129|10.3116226|0.030246987|1|-0.006696449|-0.084462575|0.036673175|2|0.881253042|0.790667152|0.0507482109999999|0.773152968|-0.1034274319999999|0.009708941|-51.18177092|4.804535747|0.217705402|-0.036877402|-23.61864737|2.377557323|76.07607751|-25.32764885|55.15105143|-18.2490344|0.3987206729999999|387.1238241|-620.4671695000001|0.2007853889999999|5.198046584|8.644978051|0.663120542|5055.700186|-307.0424158|22.83370969|0.0149999089999999|-296.13678660000005|353.7528308|1.0|1.0|1.0|1.0|2.61|0.0|4.96|1.0|95.5|2.0|-5.44|3.0|-5.68|0.0|0.0|-4.87|3.67e-06|3.79|0.0|0.0|3.28e-08|-0.0640299999999999|5.8849|-1731.7341420000002|-1731.703107|883.88|360.06|210.68|0.3456|0.69224|0.1262|-0.14816|3.1299|0.03103579|-1731.651178|1023.0|5.9901|5.9901
12s_a30|0.0|0|0|0|2|2|0.0|2|-0.0601024909999999|-0.403952011|-0.002544958|-0.035768573|10.31162892|-0.04950715|1|-0.001131023|-0.1597740919999999|-0.145315868|1|0.609043558|0.83236194|-0.080971844|0.591758164|-0.090733404|0.019324097|-58.75255278|12.51292194|0.2932862089999999|-0.040189672|-43.45862792|8.102485674|0.0|-38.04400919|78.38074776|-26.02399668|0.467381416|457.6180044|-1275.175837|0.209518167|8.066744794|15.14544373|0.877516163|6639.7334200000005|-825.7139305|32.92168852|0.017398791|-376.1910929|616.2856203|1.0|1.0|0.0|1.0|0.0|0.14|4.67|2.0|127.19|5.0|-5.49|6.0|-6.06|0.0|0.0|-5.17|3.24e-06|4.07|0.0|0.0|6.900000000000002e-08|-0.0551|5.0438|-1774.236634|-1774.202623|1140.1|350.75|245.81|0.43338|0.68458|0.1576|-0.14985|3.0335|0.03401064|-1774.072418|7.0|8129.0|8129.0
28_a47|0.0|1|1|1|0|0|1.408016295|2|0.023813594|-0.436042548|-0.013020816|-0.00496711|10.95058275|0.0467853809999999|1|-0.010153352|0.06536499|-0.126992366|2|0.635684951|0.832144916|0.074217097|0.614975047|-0.1132830309999999|0.026080156|-67.33744077|15.50250691|0.394650655|-0.038135461|-37.72858603|9.214964819|83.61576722|-40.02656804|82.27079846|-22.66839387|0.472690874|359.8303775|-952.0725426|0.34774073|7.864990866|14.91533234|0.8964208090000001|5633.990508|-565.9287905|34.75365534|0.031626405|-181.0112167|428.5826478|1.0|1.0|1.0|2.0|2.03|0.05|2.49|1.0|99.2|5.0|-3.67|6.0|-7.22|0.0|0.0|-3.66|0.000214|1.97|0.0|0.0|1.2099999999999998e-07|-0.05471|3675.0|-1335.759232|-1335.722248|995.5|337.37|337.37|0.69002|0.69002|0.2996|-0.15049|6.0847|0.03698465|-1335.6279869999998|25.0|7.6|7.6
11a_a5|0.0|0|0|0|0|1|0.0|2|-0.052944925|-0.185262487|0.007993132|-0.1301505359999999|10.94877942|-0.02394636|1|0.007955512|-0.081506|0.006120569|2|0.7505403709999999|0.73344478|-0.0489811909999999|0.7410766209999999|-0.064565402|0.011860803|-46.13206353|8.474559367000001|0.10656566|-0.026223112|-36.51058972|6.055083705|14.47576249|-32.96141947|61.4470419|-18.73644762|0.466436596|638.3599998999999|-1124.186857|0.259134725|9.740948724|18.25640338|0.874191508|5756.783268|-803.2329738|25.28995251|0.014482324|-344.1971057|835.912531|0.0|1.0|1.0|1.0|3.68|0.3|6.38|2.0|128.51|7.0|-7.25|4.0|-4.54|1.0|0.0|-6.4|5.63e-08|6.13|0.0|0.0|1.18e-10|-0.03694|4.4033|-1339.8362619999998|-1339.802852|1272.7|302.86|281.57|0.6735|0.65363|0.1838|-0.16735|2.8611|0.03340977|-1339.555805|81.0|7.0915|7.0915
16_a47|0.0|1|1|0|0|0|0.0|2|-0.08282926|-0.23280014|-0.005688938|0.001426202|10.95023129|0.0506476009999999|1|-0.004153659|-0.236994128|-0.0574194159999999|2|0.591929006|0.812131575|0.081171071|0.57616624|-0.093207587|0.0186711289999999|-48.30620628|9.676588112|0.308139547|-0.034261359|-24.97833451|5.0150344780000005|0.0|-25.03540372|60.36423869|-17.75645434|0.473257697|358.566882|-674.7452647999999|0.302070079|6.855429069|13.01476838|0.898461533|4952.972679|-349.69668310000003|25.44160067|0.0234786339999999|-205.1602001|357.35851410000004|0.0|1.0|1.0|2.0|1.95|0.06|4.47|0.0|91.55|3.0|-4.34|5.0|-6.04|0.0|0.0|-4.42|4.56e-05|3.27|0.0|0.0|6.8099999999999994e-09|-0.05717|4.4393|-1167.046301|-1167.0124560000002|894.43|303.84|279.29|0.59209|0.6743899999999999|0.0909|-0.16851|2.3795|0.03384512|-1166.951551|1.0|9.0|9.0
13_a4|0.0|0|0|1|1|1|2.050136054|1|-0.059300584|-0.04158572|0.012994083|-0.14818661|10.94205723|-0.0963182119999999|1|0.012019888|-0.094404255|-0.025714912|1|0.645708528|0.744134785|-0.157188841|0.6490618429999999|-0.050017793|0.008746805|-24.48959182|4.282589756|0.029972995|-0.0279998139999999|-16.36114989|2.096831328|54.71349575|-11.99053523|37.12083496|-13.70920202|0.4289448289999999|474.9422962|-534.6588788|0.137460473|5.663493161|9.917593683|0.751144285|3983.972795|-261.7783983|15.89399858|0.007566425|-355.01146810000006|373.9073307|0.0|1.0|0.0|0.0|2.87|0.16|4.18|1.0|90.06|2.0|-4.09|2.0|-5.39|0.0|1.0|-4.42|8.18e-05|3.75|0.0|0.0|6.28e-07|-0.03168|4.4811|-898.3562912999998|-898.3381672|893.0|297.09|276.68|0.53815|0.59537|0.1282|-0.17204|2471.0|0.018124154|-898.2503529999999|4.0|5.3979|5.3979
13l_a6|0.0|0|0|0|1|1|0.0|1|0.090187973|-0.858070925|-0.009326562|-0.037558466|10.95129637|-0.086595185|1|-0.006280295|0.144180269|-0.073210645|1|0.8694295409999999|0.7908110340000001|-0.1470289659999999|0.827754203|-0.118071236|0.030012523|-82.24617981|20.90615311|0.3569010139999999|-0.0451862259999999|-61.3913735|14.56282911|118.3485042|-57.29112645|100.8610837|-31.47586631|0.4257335779999999|447.9705372|-1762.648513|0.206328863|8.810095892|15.34147837|0.7413520309999999|6462.086665999999|-1227.82747|39.65857501|0.018273048|-409.1314702|741.5222707|1.0|1.0|1.0|3.0|2.22|0.16|4.55|1.0|124.98|7.0|-5.49|5.0|-6.59|0.0|0.0|-4.77|3.26e-06|3.39|0.0|0.0|1.29e-09|-0.04885|3.6675|-1465.865882|-1465.834958|1249.13|349.26|338.07|0.7002|0.70515|0.0165|-0.14562|7.2582|0.03092407|-1465.624566|385.0|6.4145|6.4145
