molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|nAHRing|BCUTs-1|MATS2c|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|FNSA5|PBF|FPSA3|PNSA5|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|WNSA3|PNSA4|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
8_a4|0.0|0|0|0|1|1|1.304250488|-0.208165266|0.03148225|2|0.038726287|1.987684188|-0.056197036|0.010647563|10.9295757|1|1|0.009595591|-0.1193184819999999|-0.048133994|-0.078942941|-0.150276481|2|0.619844116|0.813333185|-0.07377839|1|-0.065595042|0.546157592|0.0103751219999999|-33.90618946|0.074867554|38.69916707|-0.024598141|2.772101712|37.17889653|-14.42275611|-12.71482105|2297.5526170000003|1737.932042|-6.572312789|5.695730546|9.972991122|0.750959081|5162.482272|141.55141369999998|-262.8925116|-233.7988862|1.0|1.0|1.0|0.0|2.99|21.0|-7.78|4.63|4.76|43.6|1.0|0.0|100.13|2.0|25.0|3.0|0.0|1.0|3.85|4.49e-05|0.00506|3.74|0.0|0.0|5.72e-06|-0.05864|5.3544|3.29|3.9863|391.01|0.57675|-1450.071352|0.0642|-0.16821|-0.22685|-1450.121028|5.7488|54.0|7.2676
12bi_a36|0.0|1|0|0|0|2|1.297042566|-0.088734077|-0.043740597|2|0.043854875|0.0|-0.559678363|0.000482522|10.95958518|1|1|0.002872872|0.056936052|-0.176729938|-0.289604649|-0.37220074|1|0.884226781|0.812921349|0.0997949019999999|0|-0.107613368|0.382000949|0.034602166|-75.1419557|0.214998882|150.12481100000002|-0.027831043|16.87080604|0.0|-40.42611289999999|-19.43326441|3044.149713|2660.0547690000003|-13.56944331|8.454426643|15.71382803|0.85865094|6572.410403|349.3664649|-787.0277122|0.474365004|0.0|0.0|1.0|2.0|4.97|17.0|-6.79|2.83|1.9|87.66|1.0|0.0|136.74|7.0|33.0|6.0|0.0|0.0|1.75|7.75e-05|0.0315|2.62|0.0|0.0|7.11e-05|-0.0510199999999999|3.8855|2.68|3.6851|603.92|0.69207|-1461.69263|0.0252|-0.15078|-0.2018|-1461.75632|8.8903|14.0|7.8539
3_a3|0.0|0|0|0|0|0|0.605000514|0.159413311|-0.114647585|1|0.034259259|2.063441043|-0.3413621639999999|-0.007818326|10.31154314|2|2|-0.006362643|-0.030486489|0.041786524|0.081380229|-0.599804962|1|0.913546349|0.8083172479999999|-0.082619043|1|-0.098797066|0.583866845|0.012617742|-45.05306124|0.246193521|112.2682304|-0.035057023|2.623868963|75.88125246|-22.30683222|-15.98657012|2092.406045|1349.6286710000002|-7.290134722999999|5.025797436|8.592908408|0.709760196|4677.617255|136.8031103|-225.9941764|-182.4099648|1.0|1.0|1.0|1.0|3.11|20.0|-6.15|5.0|4.07|121.17|0.0|0.0|88.36|2.0|21.0|3.0|0.0|1.0|3.23|3.32e-06|0.0126|3.26|0.0|0.0|0.000218|-0.0637|5.8458|1.92|3.3475|316.65|0.69206|-1592.792349|0.0851|-0.14599|-0.20969|-1592.839065|2.8045|1175.0|5.93
8d_a32|0.0|1|1|1|0|0|0.609420756|0.143684876|-0.089662873|0|0.0388738739999999|2.146260246|-0.519620595|-0.006974711|10.31100269|3|3|-0.005162219|0.113030335|0.001558357|0.002805572|-0.629535754|0|0.825020753|0.825978584|-0.054095278|1|-0.109968322|0.261692269|0.01593079|-69.11005922|0.2892958439999999|181.8092016|-0.03346862|6.291941176|89.20994250000001|-43.2918338|-21.03349629|2556.198518|2371.595484|-13.21859008|8.106843676|15.29958432|0.887243042|5523.492436|183.1522214|-608.0551435|-262.14980440000005|0.0|1.0|1.0|2.0|3.5|19.0|-7.26|6.42|4.32|154.03|1.0|0.0|110.38|7.0|27.0|4.0|1.0|1.0|3.57|8.41e-07|0.0173|3.17|0.0|0.0|2.19e-05|-0.0535|3.5588|4.26|3.5588|540.98|0.7026100000000001|-1880.540067|0.3018|-0.14765|-0.20115|-1880.602038|1873.0|8.0|8.0809
12bg_a36|0.0|1|0|0|0|2|1.29692796|-0.040957653|-0.044573523|2|0.044197531|0.0|-0.414822602|-0.001012333|10.95885259|1|1|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|-0.4459167329999999|1|0.884841888|0.836170906|-0.023460562|0|-0.102664465|0.543472602|0.019606406|-70.42534258|0.159389648|109.3374477|-0.036959207|9.22604612|14.85588272|-35.49918495|-25.35312333|2925.402039|2915.548359|-17.39163005|7.549463377|14.04434294|0.860310096|6753.439903|172.9566471|-869.5815023|-340.0625449|0.0|1.0|0.0|2.0|4.75|17.0|-7.76|3.99|3.19|69.2|2.0|0.0|133.77|5.0|31.0|4.0|0.0|1.0|2.82|8.27e-06|0.00295|3.93|0.0|0.0|7.83e-06|-0.0542299999999999|3.8944|4.42|3.8944|554.7|0.69395|-2151.914954|0.4409|-0.15743|-0.21166|-2151.975577|9.3601|15.0|7.8239
12f_a40|0.0|0|0|0|1|0|0.604990261|-0.03356339|-0.015621373|0|0.040501792|0.807254372|-0.235838511|0.008525796|10.31197207|2|2|0.006841832|0.115814835|-0.033224348|-0.054891771|-0.397377446|0|0.679527138|0.777316288|-0.160218113|1|-0.082198664|3.43e-05|0.021549915|-45.41519509|0.090006088|49.72883796|-0.032879466|6.57837176|61.55859085|-20.45387851|-18.16607804|2383.68369|628.5604981|-10.03685385|8.404802652999999|16.49362536|0.962404834|5326.217734000001|148.3785764|-351.2898849|-255.7481174|0.0|1.0|0.0|0.0|3.24|20.0|-7.32|5.35|5.44|67.66|2.0|0.0|98.25|3.0|24.0|3.0|0.0|1.0|4.76|2.66e-07|0.0003819999999999|5.4|0.0|0.0|1.8100000000000003e-05|-0.07761|4.3313|4.77|2.8374|487.85|0.7029|-2212.222254|0.3858|-0.11765|-0.19526|-2212.275094|4.8562|0.38|6.4202
8g_a12|0.0|1|1|1|0|1|1.28383574|0.10205033|-0.029907264|2|0.038347953|1.714060666|-0.40429396|0.005898773|10.95472263|1|1|0.005405355|-0.068810076|0.068559367|0.122649613|-0.532504083|1|0.804158158|0.7475224290000001|-0.04981165|1|-0.1045061519999999|0.274352085|0.008910823|-57.6443411|0.142374631|78.53214058|-0.042752517|2.7111119089999995|0.0|-23.38345638|-23.58177591|2506.427441|1356.883205|-13.00742505|6.882798206|12.83559677|0.864880588|5327.736626|54.23932676|-572.326702|-443.109365|1.0|1.0|1.0|2.0|4.07|21.0|-8.0|3.31|2.07|78.85|1.0|0.0|109.93|3.0|27.0|5.0|0.0|0.0|2.77|4.15e-05|0.0163|3.06|0.0|0.0|3.53e-06|-0.06432|4.2057|3.68|3731.0|418.41|0.55027|-1154.121362|0.1601|-0.1520099999999999|-0.21633|-1154.173831|4.2131|3715.0|5.43
14p_a23|0.0|0|1|1|2|0|1.197963748|0.044380583|0.006191846|2|0.045165485|0.733042138|-0.310730878|0.009895793|10.31321773|2|2|0.009266617|0.080581604|-0.0686282459999999|-0.131709531|-0.4510651779999999|2|0.708395022|0.799506006|0.099883916|1|-0.080784473|0.223758613|0.0221104079999999|-54.50240143|0.076544251|51.64167457|-0.033660197|10.06403753|84.65359899|-28.69113861|-22.70933393|3010.721939|2170.5738260000003|-15.32117727|9.014073839|16.84664803|0.868927227|6696.264498|167.5607773|-735.4165088|-339.5427625|0.0|1.0|1.0|1.0|3.48|26.0|-7.47|3.4|3.89|128.81|1.0|1.0|125.0|5.0|32.0|5.0|0.0|0.0|3.25|2.09e-06|0.00554|3.3|0.0|0.0|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|573.24|0.6816|-1721.933314|0.3802|-0.14774|-0.2382|-1721.994023|9986.0|3.0|8.5302
14a_a5|0.0|1|0|0|0|1|1.226142247|-0.056730193|-0.005002101|3|0.027375887|0.0|-0.316624785|0.002956745|10.9488747|1|1|0.003668464|-0.213526163|-0.010147323|-0.016337128|-0.36152442|2|0.7333482170000001|0.79661948|0.144729708|0|-0.078681402|0.4398855029999999|0.0173669719999999|-53.20786056|0.209074444|141.38542919999998|-0.0271808479999999|7.942029745|55.04914434|-36.98479273|-18.38089729|2836.468636|1315.573182|-12.42997952|8.424031251|15.89694877|0.88709518|6177.303329|250.3569601|-683.6488737000001|-175.53051609999997|1.0|1.0|1.0|2.0|3.24|23.0|-8.84|4.56|4.38|92.79|1.0|0.0|123.0|6.0|32.0|5.0|0.0|1.0|3.05|7.15e-05|0.0256|2.55|0.0|0.0|6.16e-07|-0.0507699999999999|4.1501|4.3|4.1501|508.64|0.65789|-1390.29207|0.5853|-0.1676|-0.2183699999999999|-1390.352729|2.8163|112.0|6.9508
12d_a31|0.0|1|0|0|0|1|0.61013528|0.039097757|-0.043220149|0|0.0359583329999999|0.0|-0.697102094|-0.002456634|10.31169788|2|2|0.000127275|-0.067477864|-0.134504227|-0.214049412|-0.550805937|0|0.8066174070000001|0.8343242820000001|-0.00658148|0|-0.11498416|0.3996192999999999|0.0296918329999999|-81.56033123|0.294550252|208.9297871|-0.032542687|14.93891054|557.514503|-47.23018217|-23.08311261|2653.867767|2434.226776|-16.37326657|9.445278138|15.46841054|0.63768714|5753.290126|256.5143096|-867.7831284|-196.2893506|1.0|1.0|1.0|2.0|3.76|16.0|-7.63|6.04|4.09|117.37|2.0|0.0|112.97|9.0|29.0|5.0|0.0|1.0|3.76|2.48e-06|0.0167|3.46|0.0|0.0|9.69e-06|-0.03128|3.8477|5.0|3.8477|626.33|0.7006600000000001|-1657.1792779999998|0.2566|-0.15968|-0.19096|-1657.245177|3.3585|0.51|6.2924
3m_a32|0.0|1|1|1|0|0|0.609420748|0.013867955|-0.017268778|0|0.03962963|2.175099216|-0.3082152019999999|-0.000514191|10.31100268|3|3|0.000822186|-0.065422345|-0.04918838|-0.086806406|-0.49476131|0|0.6943636479999999|0.817967125|-0.0067207069999999|1|-0.09390309|0.317009723|0.013428623|-56.15082133|0.201976727|120.7751424|-0.027127559|4.801577352|0.0|-30.25923462|-16.22134838|2588.590536|2363.601309|-9.699808932|7.0752395770000005|13.31775015|0.882303773|5724.714257|194.65681730000003|-436.4914018999999|-208.6520032|0.0|1.0|1.0|1.0|3.51|19.0|-7.38|7.02|5.35|128.01|2.0|0.0|110.36|3.0|27.0|4.0|0.0|1.0|4.12|1.14e-06|0.00547|3.57|0.0|0.0|1.65e-05|-0.05731|3.5749|5.1|3.5749|484.34|0.7026600000000001|-1863.279862|0.2952|-0.14835|-0.2056599999999999|-1863.337677|8.0755|23.0|7.6383
16_a15|-3.726252327|0|0|0|0|0|0.300207157|0.072882981|-0.463771194|2|0.035555556|0.0|-0.4898555739999999|-0.009769916|10.31928197|0|0|-0.00379317|-0.006331105|-0.046871961|-0.0764246109999999|-0.528097878|2|0.787100127|0.729432583|0.080837546|0|-0.101500719|0.7427725270000001|0.0070920509999999|-69.38556779999999|0.276402595|188.9479321|-0.039472502|3.31414791|17.68542055|-41.45211893|-26.98327637|3173.773379|3014.308422|-18.44568161|6.798937229|11.720499900000002|0.7238723509999999|6931.531554000001|89.91997762|-996.0668068|-503.7568532|1.0|1.0|1.0|2.0|3.59|24.0|-9.21|3.37|6.02|115.58|2.0|0.0|124.45|6.0|32.0|6.0|1.0|1.0|3.59|9.89e-07|0.00274|3.88|0.0|0.0|2.72e-07|-0.04082|4.1731|8.26|4.1295|600.98|0.66615|-1770.217907|0.1409|-0.16871|-0.20953|-1770.281427|11.7447|21.0|7.6778
21_a10|0.0|0|0|0|1|1|1.343837211|0.036507898|-0.085463279|2|0.035818182|1.817620533|-0.549176498|0.001533145|10.92966143|1|1|0.002099681|-0.051564917|-0.0236638829999999|-0.03765494|-0.4636733179999999|2|0.7135035209999999|0.7620337359999999|0.057775125|1|-0.084654798|0.8663152820000001|0.018892889|-59.80834512|0.225214587|159.11338909999998|-0.03292131|9.430154402|74.3822498|-45.44837698|-23.25880088|3104.255496|2701.142106|-16.4322688|8.388036625|13.78215169|0.643072426|7048.414464|209.0477207|-887.342515|-288.401376|1.0|1.0|0.0|1.0|3.5|27.0|-8.71|4.47|5.6|90.13|2.0|0.0|128.59|5.0|34.0|6.0|0.0|0.0|4.04|1.69e-06|0.0014|4.17|0.0|0.0|8.68e-07|-0.06082|5.9596|5.57|3.8599|517.44|0.68165|-1485.216871|0.1489|-0.16178|-0.2226|-1485.278495|1.1872|4.8|5.3188
8_a10|0.0|0|0|0|1|1|1.3430438530000002|-0.075368755|-0.012055162|2|0.035828092|1.546251312|-0.296880569|0.0087730469999999|10.92578782|1|1|0.009056935|-0.000504277|-0.082893697|-0.132343104|-0.368590322|2|0.6357042860000001|0.809386132|-0.015871527|1|-0.086233061|0.597912185|0.015758182|-47.16908772|0.125156018|68.45976606|-0.029917593|4.714910465|9.35593124|-17.849103399999997|-16.36478554|2612.274447|1899.542278|-8.951462413|6.112185271|10.75705296|0.7599356820000001|6289.86818|151.7094758|-438.6216583|-243.5764486|0.0|1.0|1.0|0.0|3.42|21.0|-7.6|4.46|4.2|69.9|1.0|0.0|111.36|4.0|29.0|5.0|0.0|1.0|3.55|3.05e-05|0.00926|3.37|0.0|0.0|9.59e-06|-0.0623299999999999|4.6964|4.58|3684.0|416.69|0.68815|-1257.59269|0.0916|-0.15556|-0.21789|-1257.648047|1.5482|526.0|6279.0
3e_a32|0.0|1|1|1|0|0|0.609420788|0.015619823|-0.058503168|0|0.044949495|2.220794149|-0.275255791|0.000655875|10.31100276|3|3|0.002004382|-0.1046390059999999|-0.076494363|-0.1395294259999999|-0.551661318|0|0.8315372|0.8046468659999999|-0.061561535|1|-0.100056595|0.290874543|0.0124235339999999|-53.92151824|0.131830389|71.04473954|-0.030786645|3.608094688|0.0|-21.32040233|-16.59123638|2212.661182|1732.3689949999998|-8.941186293|5.863649531|10.68709999|0.822602107|4827.877259000001|121.1171726|-348.70626539999995|-296.6758413|1.0|1.0|1.0|1.0|3.33|19.0|-6.92|6.8|5.24|110.94|1.0|0.0|97.86|3.0|23.0|3.0|0.0|1.0|4.3|3.02e-07|0.00225|4.47|0.0|0.0|4.13e-05|-0.0534399999999999|3.5589|3.52|3.5589|456.76|0.7025399999999999|-1672.576776|0.2914|-0.14754|-0.20098|-1672.62984|5.6928|8.0|8.0862
41_a47|0.0|0|1|1|1|0|1.420292383|-0.225923786|-0.072088843|3|0.042537538|1.601942802|-0.187859623|0.003530307|10.98214139|1|1|0.0047106|-0.178132441|-0.1430639269999999|-0.317014709|-0.276217719|3|0.62974551|0.8417952740000001|0.08640454|1|-0.0899793719999999|0.245948366|0.018348892|-50.81597048|0.1768315369999999|99.86584673|-0.02929561|5.852270304|0.0|-19.48810377|-16.54473457|2374.594252|1073.170368|-9.34366093|7.168742909|12.96444871|0.8084689140000001|5042.636398|195.8852341|-401.77742|-172.98086630000003|1.0|1.0|1.0|1.0|3.18|21.0|-7.47|3.34|4.52|68.52|0.0|0.0|99.09|4.0|26.0|5.0|0.0|1.0|3.06|0.000267|0.0436|2.49|0.0|0.0|1.17e-05|-0.05053|4.0167|2.41|3.7144|471.9|0.68638|-1162.288187|0.2504|-0.15208|-0.2026099999999999|-1162.342476|6.8546|0.01|8.0
16h_a32|0.0|1|1|1|0|0|0.609420754|0.217139852|-0.098975084|0|0.039958333|2.075726759|-0.7828009570000001|-0.0048042729999999|10.31100268|3|3|-0.002310082|-0.1234671109999999|-0.123297852|-0.219947482|-0.71364354|0|0.804503712|0.832040698|-0.003188883|1|-0.121464999|0.44308098|0.02096013|-77.17316899|0.200808492|127.5843068|-0.038765425|8.461051377999999|35.90298920000001|-32.75886858|-24.62973479|2709.44587|3282.554439|-15.6485794|6.710057805|12.42028916|0.850995852|6151.056721|167.7935207|-735.4832318|-299.7661014|0.0|1.0|1.0|2.0|3.61|19.0|-7.0|5.86|4.6|149.27|2.0|0.0|111.95|7.0|28.0|5.0|1.0|1.0|3.74|3.28e-07|0.0073599999999999|3.66|0.0|0.0|4.09e-05|-0.05028|3.6182|4.54|3.6182|556.05|0.70219|-1955.772465|0.2914|-0.14972|-0.2|-1955.832545|4.2275|9.0|8.0655
19_a20|0.0|1|0|0|0|0|1.4009239059999998|0.071176085|-0.130949446|3|0.0396875|1.622562232|-0.539158264|-0.006620594|10.94899558|1|1|-0.004654742|0.175308615|-0.049177437|-0.083481481|-0.5838248970000001|3|0.811128636|0.7619768840000001|-0.143992458|1|-0.099685049|0.25624423|0.013643765|-65.49811346|0.245547466|161.33709|-0.038340404|5.890223441|88.19441661|-39.5992891|-25.1915821|2849.084477|1818.518838|-16.55214209|7.950138729|15.38668579|0.935398401|6325.747732|133.9919257|-860.7113887|-389.0666676|1.0|1.0|1.0|2.0|3.49|27.0|-9.63|4.97|4.08|110.44|1.0|0.0|122.86|5.0|32.0|5.0|0.0|1.0|3.16|1.29e-05|0.0112|2.91|0.0|0.0|9.86e-08|-0.06767|3.3616|5.01|3.3616|519.34|0.6987399999999999|-1368.129074|0.2998|-0.13903|-0.2067|-1368.190746|6.3327|2.6|5585.0
3q_a32|0.0|1|1|1|0|0|0.609420748|-0.017280695|-0.04718311|0|0.03898374|2.120544848|-0.419780649|0.000773658|10.31100266|3|3|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|-0.5448044360000001|0|0.751733573|0.853737093|0.010109949|1|-0.097961799|0.34156046|0.018527744|-60.46462749|0.15006201|92.62226328|-0.027989085|7.058489861|53.27315741|-25.7550561|-17.27560785|2649.276311|3335.898591|-10.6629646|6.428518903|11.93494358|0.856561949|6079.482066|225.3038157|-522.4852655000001|-166.61896299999998|0.0|1.0|1.0|1.0|3.57|19.0|-7.31|6.43|4.72|131.25|1.0|0.0|115.37|7.0|28.0|4.0|0.0|1.0|3.86|1.24e-06|0.00992|3.47|0.0|0.0|2.01e-05|-0.04968|3.6236|5.15|3.6236|549.78|0.70216|-1919.821707|0.2897|-0.15001|-0.19969|-1919.883144|5.2657|28.0|7.5528
11_a1|0.0|1|0|0|0|1|1.430935838|0.033732316|-0.196819043|1|0.035620155|0.0|-0.867849442|-0.0127744789999999|10.94957487|1|1|-0.009578125|0.126722854|-0.07452948|-0.117419838|-0.563650254|1|0.823460272|0.747358374|-0.069193862|0|-0.126108875|0.2027328789999999|0.034974992|-74.35738693|0.404475497|238.4902806|-0.048723884|12.15946748|84.40380304|-45.88191258|-28.7289904|2697.640232|1885.148133|-16.93943154|7.43666407|14.2257294|0.912918113|5798.645137|146.29971719999998|-745.3349875|-297.0290662|1.0|1.0|1.0|2.0|3.25|23.0|-7.47|4.28|4.23|97.33|1.0|0.0|105.71|4.0|29.0|6.0|0.0|1.0|3.22|8.48e-06|0.00838|3.35|0.0|0.0|1.29e-05|-0.06546|3.7383|5.26|3.1924|471.76|0.69914|-1312.241032|0.3201|-0.12916|-0.19462|-1312.2963630000002|7.1743|0.17|6.7696
9h_a40|0.0|0|0|0|1|0|0.604992856|0.014753178|-0.126968715|0|0.039444444|0.814591837|-0.343593366|0.003782277|10.31197223|2|2|0.003099029|0.270048551|0.048470175|0.08305063|-0.503000695|0|0.778613709|0.740778143|-0.160855189|1|-0.095803029|0.219852623|0.012390387|-47.93581245|0.135689851|67.89350333|-0.041058441|3.102034287|0.0|-23.03722449|-20.54391962|2073.354193|418.2915223|-10.27931468|6.922257828999999|13.366649|0.930966649|4322.734135|68.10626265|-359.7760137|-364.1454816|1.0|1.0|1.0|0.0|3.3|20.0|-6.51|4.59|4.44|67.66|1.0|0.0|93.19|3.0|23.0|3.0|0.0|1.0|4.06|2.23e-06|0.00244|4.51|0.0|0.0|9.93e-05|-0.05991|4.2372|3.9|3.3675|410.18|0.69809|-1293.033723|0.2721|-0.14047|-0.20038|-1293.083512|2841.0|3.98|5.4001
12b_a36 (EW-7197)|0.0|1|0|0|0|2|1.2970445309999998|-0.104514139|-0.082283951|2|0.040899471|0.0|-0.439429998|-0.002526241|10.96052467|1|1|-0.000673716|0.059005046|-0.101303149|-0.217394466|-0.442656599|1|0.724208473|0.819222745|-0.001567914|0|-0.10866747|0.458627252|0.021439664|-67.98756422|0.236481628|147.9542111|-0.039120289|8.392238798|5.958751634|-31.84632538|-24.47552312|2772.832013|2338.370858|-15.31305729|6.764872303|12.52485821|0.851455231|6096.459089|158.4469629|-765.6528642999999|-308.7538779||||||||||||||||||||||||||-0.04975|3.8475|3.41|3.7725|486.64|0.69991|-1331.9479310000002|0.0197|-0.15571|-0.20546|-1332.005651|7.3101|7.0|8.1549
35_a18|0.0|0|0|0|0|2|1.251175948|0.068150325|-0.020425504|1|0.03531746|0.0|-0.44784362|-7.44e-05|10.94702087|0|0|0.00113101|-0.104482176|-0.078001173|-0.117857059|-0.5009599889999999|0|0.737701788|0.737094825|-0.032017257|0|-0.084219749|0.3888901179999999|0.008853796|-62.06945887|0.199234055|146.8343246|-0.033440195|4.809030636|74.92670772|-44.44264921|-24.64522632|3038.429834|1761.858479|-18.16338657|9.184536969|17.18442554|0.87101708|6995.248058|92.43836482|-1235.110287|-552.1173777|1.0|0.0|1.0|3.0|4.3|18.0|-9.55|4.13|3.35|85.29|3.0|1.0|151.05|8.0|36.0|3.0|0.0|1.0|3.07|8.629999999999999e-07|0.0014199999999999|4.55|0.0|0.0|1.35e-07|-0.04879|3.2146|8.09|3.2146|657.07|0.69279|-1532.557542|0.4981|-132.0|-0.18079|-1532.627182|2.7788|24.0|7.6198
8a_a31|0.0|1|0|0|0|1|0.610138387|-0.039027368|-0.158899731|0|0.043817204|0.0|-0.586331322|-0.013230176|10.31170053|2|2|-0.009293513|-0.258538098|-0.054025775|-0.094359203|-0.520051508|0|0.938325481|0.837862749|0.0502030679999999|0|-0.136459435|0.272259026|0.0375544779999999|-67.46619355|0.405860136|200.6591816|-0.0416959379999999|9.179668678|465.4559302|-29.89286568|-20.61467025|2128.209198|1443.955093|-10.19199103|5.83708559|10.63792161|0.822471411|4538.505909|164.9149565|-366.9116769|-164.57484340000002|1.0|0.0|1.0|2.0|3.34|16.0|-5.33|4.16|2.54|114.29|0.0|0.0|83.83|3.0|22.0|5.0|0.0|1.0|2.13|0.000269|243.0|1.56|0.0|0.0|0.00145|-0.02993|3.8097|1.53|3.8097|396.15|0.7027100000000001|-1347.3959220000002|0.2604|-0.1587599999999999|-0.18869|-1347.446223|5.3042|0.79|6.1024
12az_a36|0.0|1|0|0|0|2|1.297042831|-0.196183836|-0.040156368|2|0.040566449|0.0|-0.593399474|0.000482522|10.95957115|1|1|0.002872872|0.129156742|-0.176729938|-0.289604649|-0.387734368|1|0.884226781|0.812921349|-0.061924322|0|-0.10786263|0.411597359|0.034771534|-75.58351856|0.180836387|126.71905359999998|-0.033474609|17.0740303|8.104966044|-35.23783652|-23.45695404|3039.528467|2455.7577530000003|-16.43719536|8.449849817|15.73229538|0.861843195|6700.839465|291.60189260000004|-953.3573311|-117.53490990000002|0.0|0.0|1.0|2.0|4.96|17.0|-6.79|2.83|1.9|87.66|1.0|0.0|136.74|7.0|33.0|6.0|0.0|0.0|1.75|7.75e-05|0.0315|2.62|0.0|0.0|7.11e-05|-0.04967|3.8863|2.68|3.6095|576.54|0.70333|-1461.686269|0.0146|-0.14879|-0.19846|-1461.750394|7.821000000000001|58.0|7.2366
18_a31|0.0|1|0|0|0|0|0.610137226|0.0690370959999999|-0.138136629|0|0.0427124179999999|0.0|-0.640807491|-0.009923585|10.31169929|2|2|-0.007811355|-0.084218532|-0.065041042|-0.107017926|-0.604728055|0|0.868704545|0.8595579409999999|0.022160691|0|-0.129469649|0.258135789|0.014467496|-75.99442464|0.27411287|160.8952371|-0.040279446|4.984491996|0.0|-40.61741697|-23.64270989|2241.561812|1935.374782|-13.87749294|7.076684189|12.84812443|0.8155571290000001|4856.251645|130.6137795|-624.4871824|-325.73954460000004|1.0|1.0|1.0|3.0|3.41|16.0|-6.54|4.9|3.48|119.14|1.0|0.0|99.32|7.0|25.0|4.0|0.0|1.0|2.89|2.42e-05|86.0|2.47|0.0|0.0|0.000104|-0.03702|5.0092|4.81|3.9105|541.33|0.70058|-1465.300904|0.2457|-0.16212|-0.19914|-1465.359325|4.6746|0.13|6.8861
19c_a38|0.0|1|0|0|0|2|1.297043851|-0.085545751|-0.04575843|2|0.04508642|0.0|-0.449745181|-0.004442319|10.95429182|1|1|-0.002443797|0.04814981|-0.09493054|-0.20848518|-0.434836855|1|0.7163622890000001|0.846765471|0.073931688|0|-0.108301657|0.396635872|0.024315945|-68.18641054|0.240808376|151.612258|-0.038224114|9.638658988|4.848162625|-36.38913762|-24.06579196|2967.98627|2660.812979|-15.15175311|6.97753104|13.36189552|0.914989047|6618.350708|177.10114030000005|-772.7394084|-275.39483110000003|0.0|1.0|1.0|3.0|4.84|17.0|-6.92|3.17|2.42|105.02|1.0|0.0|130.41|5.0|32.0|5.0|0.0|0.0|2.57|4.46e-05|0.0322|2.5|0.0|0.0|5.14e-05|-0.05691|5.8832|3.23|3.8322|517.28|0.6279899999999999|-1424.1880119999998|0.1417|-0.15612|-0.21303|-1424.247603|3.2846|9.0|8.0348
9i_a24|0.0|1|0|0|1|0|1.4281889280000002|-0.113620183|2.01e-05|2|0.023854167|0.0|-0.190487553|0.004814196|10.96661275|2|2|0.005891639|-0.140841749|-0.1818753839999999|-0.336939175|-0.32068769|2|0.783500303|0.822658951|0.139004845|0|-0.069812876|0.379687415|0.025118046|-33.00219474|0.173910636|82.21166337|-0.024639839|5.613069697999999|1.634015079|-14.44881966|-11.64783344|2061.729154|761.9885477000001|-5.506205845|5.946747117|11.18382556|0.8806627109999999|4155.922671|236.7218826|-187.2109987|0.720157264|1.0|0.0|1.0|1.0|2.76|22.0|-6.05|2.42|2.72|72.28|0.0|0.0|82.17|3.0|22.0|4.0|0.0|0.0|1.73|0.00248|228.0|1.48|0.0|0.0|0.000258|-0.0473899999999999|4.6212|1.13|4.1459|363.15|0.6755800000000001|-945.174716|0.0029|-0.17204|-0.21943|-945.222448|9.2818|88.0|7.0555
