molecula|NaaNH|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA5|PNSA5|PPSA3|TPSA_x|WPSA3|RPCS|WNSA3|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
6e_a31|1|3.402951625|0.0|0|7.773594467000001|1|0.61015618|-0.178758575|0|0.037803618|0.132664341|0.0|-0.784597028|-0.011483229|-0.008757878|-0.0462850729999999|-0.008439437|0.225356759|-0.002840672|0.838789705|0.78240875|-0.071378445|0.841537966|0|0.623340994|-0.130898441|-79.81721349|19.89514173|229.6732654|12.13134981|99.0823033|-45.72760428|-28.37945369|0.4782688439999999|2776.836977|380.0911673|-1277.075416|2188.417358|7.513687859|14.40145519|6053.812282|146.03985980000002|-778.7151665|37.31693873|13.86851128|1.0|1.0|1.0|1.0|2.0|0.1|22.0|-7.33|4.0|131.36|0.0|1.0|4.0|29.0|-6.5|0.0|1.0|2.34e-06|0.000947|2.18e-05|0.0|0.0|1.89e-05|-0.05426|4.31|3.3083|-1652.669408|634.34|1077.48|374.76|0.5103|374.76|490.75|-1652.445002|0.5103|-0.13418|-0.18844|0.03676794|-1652.503557|8.3583|6.4318|6.4318
14l_a23|0|0.0|0.0|2|7.423568444|0|1.1979636809999998|-0.026530366|2|0.046283951|0.042748013|0.758109562|-0.288615723|0.01269616|-0.060692376|-0.061788679|0.01180744|0.07815878|-0.074441567|0.725800261|0.778602826|0.156652778|0.836852328|1|0.921267667|-0.078204688|-51.59307331|12.31633167|51.94117061|8.125310915|81.90812552|-23.306234600000003|-21.66909079|0.492922575|2879.181064|607.777253|-1083.45454|2176.038061|8.006380163|15.78926563|6444.7098240000005|138.7874759|-714.7749208|27.44221375|9.953660282|0.0|1.0|1.0|1.0|1.0|0.09|26.0|-7.78|4.33|105.02|0.0|1.0|5.0|31.0|-6.1|0.0|0.0|1.43e-06|0.000608|5.61e-06|0.0|0.0|7.03e-06|-0.07191|3.79|3.6274|-1669.2363289999998|694.65|1185.79|341.8|0.4239|341.8|560.51|-1668.983787|0.4239|-0.14639|-0.2183|0.01168219|-1669.04569|8.2422|8.1798|8.1798
18a_a22|0|0.0|0.0|1|6.842683282|0|1.194229718|-0.018344659|2|0.038167849|0.033735832|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|-0.015194063|0.007079018|0.059645624|-0.0835538409999999|0.760537197|0.7329701259999999|-0.042139855|0.7881113679999999|1|0.926535704|-0.076119803|-51.6464295|11.62443251|49.84469832|7.887046626|18.5219848|-23.31437056|-19.86401135|0.487405342|2898.068989|628.6440468999999|-1032.92859|2213.859172|7.037677899|13.72951861|6630.646100999999|196.4447473|-700.830423|27.95908297|13.15449139|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.4|5.11|100.61|0.0|1.0|6.0|32.0|-6.28|0.0|1.0|2.59e-06|0.00113|6.98e-06|0.0|0.0|1.73e-07|-0.0706799999999999|3.69|3.4832|-1691.3151059999998|695.35|1211.84|355.95|0.3174|246.91|531.16|-1691.036502|0.0354|-0.1408|-0.21148|0.01932946|-1691.097989|5.3946|7.8861|7.8861
8d_a8|1|3.190160226|0.0|1|7.05012252|0|1.395657339|-0.155313194|1|0.042323232|0.071729931|0.0|-0.633521883|-0.00267541|-0.077977198|-0.117111249|-0.001038264|0.111668404|0.016471091|0.76211539|0.757805416|0.0780635059999999|0.804372443|0|0.6932924890000001|-0.103150936|-67.26951954|18.28507531|200.0182229|11.92454747|92.49576602|-45.62337399|-24.91463687|0.483207744|2863.968296|452.1282556|-1345.390391|2093.380666|7.507839835|14.52777156|6596.888351|211.7129122|-877.3916055999999|36.89090464|19.02113117|0.0|1.0|1.0|1.0|2.0|0.12|23.0|-7.62|3.32|112.23|0.0|1.0|6.0|32.0|-6.87|0.0|0.0|1.24e-05|0.00533|3.4200000000000005e-05|0.0|0.0|1.03e-05|-0.0600299999999999|6.22|3.2963|-1447.595474|690.78|1185.65|376.13|0.3|265.12|572.21|-1447.2928029999998|0.1879|-0.13754|-0.19757|0.03604461|-1447.354662|7.5674|4.7303|4.7303
3a_a49|0|0.0|0.0|1|7.535296702|1|1.343850114|-0.072328354|2|0.0355787039999999|-0.044367345|1.819785|-0.337858497|-0.000349523|-0.060613765|0.00497674|0.000521532|-0.074886415|0.002357097|0.775818577|0.8145214209999999|0.012813604|0.8704151529999999|1|0.72890527|-0.088484274|-51.82200998|9.491036042|158.77029040000002|5.558553447|59.40691577|-32.39206742|-17.97906469|0.474653816|2599.121578|426.893216|-880.9741697000001|1793.526571|6.566343333|12.49907878|5792.106924000001|181.6875706|-515.9544212000001|26.06512204|12.38177532|0.0|0.0|1.0|1.0|2.0|0.18|21.0|-7.19|2.81|98.72|0.0|1.0|5.0|29.0|-7.67|0.0|1.0|0.000878|0.3379999999999999|0.000503|0.0|0.0|2.51e-05|-0.05732|3.16|3874.0|-1254.012043|635.89|1082.21|320.04|0.3467|240.06|449.68|-1253.756918|0.0793|-0.15978|-0.2171|0.03833529|-1253.8126619999998|4.2593|7.1938|7.1938
12f_a40|0|0.0|0.0|1|7.515889085|0|0.604990261|-0.015621373|0|0.040501792|0.070099257|0.807254372|-0.235838511|0.008525796|0.108909202|-0.172869148|0.006841832|0.115814835|-0.033224348|0.679527138|0.777316288|-0.160218113|0.841769186|1|0.909993912|-0.082198664|-45.41519509|11.90644165|49.72883796|6.57837176|61.55859085|-20.45387851|-18.16607804|0.490421149|2383.68369|502.7764322|-635.8127312999999|628.5604981|8.404802652999999|16.49362536|5326.217734000001|148.3785764|-351.2898849|24.83590915|11.1163852|1.0|1.0|0.0|0.0|0.0|0.06|20.0|-7.32|5.44|67.66|0.0|1.0|3.0|24.0|-4.76|0.0|1.0|2.66e-07|0.0001|1.02e-06|0.0|0.0|1.8100000000000003e-05|-0.07761|4.77|2.8374|-2212.359379|572.63|951.55|436.97|0.4348|286.25|487.85|-2212.222254|0.3858|-0.11765|-0.19526|0.01077929|-2212.275094|4.8562|6.4202|6.4202
1o_a5|1|2.923171926|0.0|0|6.605297921|0|1.427566509|0.033105871|2|0.025987654|-0.033273504|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|-0.008511304|0.0051989459999999|-0.05876042|0.038275248|0.670787375|0.78144982|-0.003561205|0.85693939|0|0.88430372|-0.072886362|-39.1638643|7.122612351|62.16682117|3.827177229|1.01402588|-22.90899675|-15.45942012|0.470590799|2238.291862|475.1609233|-587.4579645|833.537568|7.522366517000001|14.20898333|4572.818263|161.2447749|-315.657463|22.08761368|10.95092849|1.0|1.0|1.0|1.0|1.0|0.0|23.0|-8.11|4.07|78.25|0.0|1.0|3.0|25.0|-6.3|0.0|1.0|8.329999999999999e-05|0.0269|8.340000000000001e-05|0.0|0.0|2.54e-06|-0.07037|2.66|4.1692|-1043.577386|561.04|938.37|297.38|0.3966|275.45|443.88|-1043.422345|0.0071|-0.1693599999999999|-0.23973|0.04126499|-1043.472984|5.4919|7.4559|7.4559
47u_a18|0|0.0|0.0|0|7.03438793|1|1.251177393|-0.0872206669999999|0|0.035393939|0.008108241|0.0|-0.633589579|-0.000829573|0.031337464|-0.033209663|0.00082284|0.0121925089999999|-0.126628013|0.664796402|0.7517870059999999|-0.0112778039999999|0.7960273840000001|0|0.741066474|-0.092271172|-64.32800179|14.42377665|180.5187465|10.0557163|77.59162925|-43.92035521|-23.98671253|0.483819806|2965.254516|516.6437614|-1415.216039|1415.590236|9.18142206|17.78724206|6837.350959|193.9244919|-986.6355633|33.23007431|14.73941472|0.0|1.0|1.0|0.0|2.0|0.19|18.0|-8.2|3.02|99.56|0.0|1.0|8.0|34.0|-6.31|0.0|0.0|2.05e-06|0.000932|1.04e-05|0.0|0.0|2.89e-06|-0.06392|9.34|3.1186|-1510.182477|738.53|1282.66|397.57|0.5849|397.57|646.45|-1509.771642|0.5849|-0.12717|-0.19109|0.02892505|-1509.839543|5.8058|5.7055|5.7055
12i_a36|1|3.27619957|-4.787087299|0|7.412764017000001|2|1.2401347459999998|-0.29543904|2|0.0438779959999999|0.048138468|0.0|-0.929568494|-0.011700732|0.128325344|-0.009876543|-0.007897954|0.135587069|-0.1187503719999999|0.647732719|0.820041835|0.141564781|0.87043328|0|0.830964232|-0.117424873|-75.66036485|12.71877085|108.9148111|8.195085212|0.52902639|-35.3196406|-29.42347522|0.460246812|3231.030388|535.4151566|-1588.867662|2351.232652|7.549683919|13.98728916|7707.634338|148.7565508|-1023.755049|38.2555363|14.45246358|1.0|1.0|1.0|0.0|2.0|0.17|17.0|-7.14|4.04|78.43|0.0|1.0|7.0|34.0|-6.4|0.0|0.0|6.26e-06|0.00291|8.6e-06|0.0|0.0|3.37e-05|-0.05065|4.86|3.7496|-1645.2030949999998|666.79|1172.5|330.66|0.5402|237.08|504.47|-1644.954647|0.1516|-0.1541|-0.20475|0.03165678|-1645.017702|6.6124|7.9208|7.9208
19_a31|1|3.2411335510000003|0.0|0|7.401841579|0|0.61013725|-0.086654127|0|0.0427124179999999|-0.044625452|0.0|-0.46087445|-0.005956522|-0.040386271|-0.081641954|-0.0038998559999999|-0.095997335|-0.081398052|0.656654981|0.8558149140000001|0.019858798|0.902130276|0|0.7312647940000001|-0.113333675|-66.3863707|8.596058678|157.414423|5.035230173|67.42915967|-31.1960848|-21.12293613|0.446100738|2265.6917350000003|428.3459076|-929.4091898|1992.2502|7.0760696020000005|12.77501178|4917.329034|131.0862475|-544.4110343|27.21285095|8.931875058|1.0|1.0|1.0|1.0|2.0|0.28|16.0|-7.39|4.33|98.91|0.0|1.0|7.0|25.0|-6.41|0.0|1.0|2.14e-05|0.0076799999999999|0.0001199999999999|0.0|0.0|1.46e-05|-0.04308|5.24|3.9477|-1489.532192|625.93|1028.58|314.06|0.3205|246.28|537.66|-1489.323855|0.2271|-0.16367|-0.20675|0.03702801|-1489.382077|2.4209|5.7447|5.7447
12b_a50|0|0.0|0.0|2|7.927685046000001|1|1.397986833|-0.0016330379999999|1|0.034845679|-0.08032584|2.112397566|-0.125985651|0.01164808|-0.101728189|-0.115659308|0.011790103|-0.139522815|-0.168032508|0.699597776|0.804535572|0.009081884|0.8718949979999999|1|0.925916085|-0.066155918|-33.25880166|10.80329197|37.24447201|5.43117764|86.49656508|-11.52561607|-11.93905701|0.430791247|2224.116359|465.4891075000001|-465.6232233|1446.231761|5.7232816060000005|10.05480253|4672.843578|214.5713436|-234.0844297|20.82911679|13.86849326|1.0|0.0|1.0|1.0|0.0|0.11|20.0|-5.49|3.42|48.53|0.0|2.0|2.0|24.0|-6.44|0.0|1.0|0.000685|215.0|0.000144|0.0|0.0|0.00101|-0.02974|2.47|3.9305|-1006.664619|539.15|909.8|315.44|0.2425|263.3|401.64|-1006.501585|0.0777|-0.16451|-0.19425|0.02307802|-1006.550688|5.6617|5.3242|5.3242
11_a33|1|3.221176304|0.0|0|7.686621335|0|0.609352951|-0.039406316|0|0.034984568|0.055664124|1.979284901|-0.32219686|-0.003303432|0.143981643|-0.008908194|-0.00103193|0.105574347|-0.122478641|0.8389087140000001|0.85401347|0.003391835|0.921896958|1|0.857287241|-0.104881435|-50.94714637|16.37099833|69.3240686|7.95236684|0.0|-16.71585694|-14.98445481|0.4673066279999999|2220.315582|416.4353629|-509.4714637|979.349175|5.24049311|9.837729137|4880.001461|217.193541|-247.4805685|27.10262364|17.16740584|1.0|1.0|1.0|1.0|1.0|0.13|19.0|-6.23|4.13|120.17|0.0|1.0|3.0|22.0|-5.97|0.0|1.0|3.32e-06|0.00109|4.13e-05|0.0|0.0|0.000194|-0.05806|1.93|3.5049|-1669.324638|506.55|858.89|353.74|0.5408|353.74|378.1|-1669.202327|0.5408|-0.14132|-0.19938|0.02055276|-1669.251123|4.5998|8.3188|8.3188
12r_a30|0|0.0|0.0|0|7.412764017000001|2|0.604984545|-0.093024002|2|0.043383838|-0.093079817|0.0|-0.400352091|-0.002544958|-0.0682882559999999|-0.0646674999999999|-0.001131023|-0.247439715|-0.0546637159999999|0.609043558|0.83236194|-0.007140234|0.889479916|0|0.72072745|-0.109990462|-71.0931422|12.36992712|180.5098625|7.995393191000001|0.0|-37.69583567|-26.11584816|0.464481911|2976.944611|465.8474777|-1279.67656|2433.580273|7.467190577999999|13.94386247|6735.090739|135.6928105|-827.1283373|33.05530181|10.96881384|1.0|1.0|1.0|0.0|1.0|0.14|17.0|-7.16|3.74|81.65|0.0|1.0|5.0|31.0|-6.06|0.0|0.0|3.24e-06|0.00141|6.71e-06|0.0|0.0|3e-05|-0.05244|4.32|3.5111|-1774.236548|679.64|1141.54|353.12|0.1908|244.69|516.03|-1774.009422|0.1522|-0.14894|-0.20138|0.03388131|-1774.070699|6.5511|7.5317|7.5317
12a_a40|0|0.0|0.0|1|7.515889085|0|0.604990853|-0.012791297|0|0.036587302|0.17758258|0.8332127109999999|-0.14667395|0.01039129|0.100414476|-0.226763788|0.007890601|0.298197213|0.018655637|0.58630452|0.718281767|0.023863832|0.7867243829999999|1|0.940879765|-0.074840643|-38.17175304|6.001293955|30.15370934|3.060902482|49.24750281|-16.73754566|-17.23885621|0.476055146|2185.594734|479.8867095|-534.4045424999999|600.1247016|7.563170499|14.43505064|4873.458436|75.8074911|-272.5679167|20.24838026|5.487955617999999|1.0|1.0|0.0|0.0|0.0|0.0|20.0|-7.21|5.43|58.43|0.0|1.0|2.0|22.0|-4.56|0.0|1.0|3.86e-07|0.000134|1.13e-06|0.0|1.0|2.13e-05|-0.08015|5.01|3.0966|-2097.826771|530.55|875.15|400.39|0.3701|400.39|429.21|-2097.7296100000003|0.3701|-0.12895|-0.2091|0.0104658999999999|-2097.779499|3.8054|5.7501|5.7501
11c_a31|1|3.336985072|0.0|0|7.765993078999999|1|0.6101368770000001|-0.141329185|0|0.037731481|-0.031640011|0.0|-0.847114804|-0.011679927|-0.137912959|-0.085216451|-0.008375297|-0.0512371409999999|-0.0992097109999999|0.825336018|0.839810365|0.013528742|0.8906705429999999|0|0.564143263|-0.14043574|-82.24513417|20.06220362|255.2562173|11.74927853|70.98337779|-47.33176279|-24.864808|0.47997061|2470.585429|330.3862551|-1069.186744|1770.045716|7.259183801|13.95917988|5329.481371|189.6959033|-626.1611682999999|36.77740577|17.07472346|1.0|1.0|1.0|1.0|2.0|0.28|16.0|-5.84|3.64|125.57|0.0|2.0|6.0|26.0|-6.56|0.0|1.0|7.68e-06|0.00285|0.000105|0.0|0.0|0.000537|-0.03532|4.47|3.8551|-1559.3980869999998|622.22|1022.77|321.61|0.2627|321.61|512.9|-1559.194237|0.2627|-0.15994|-0.19526|0.04465349|-1559.253116|7.5091|6.8861|6.8861
17c_a50|0|0.0|0.0|2|7.934155233999999|2|1.347835869|0.024219848|2|0.031870748|0.021572081|2.193763306|-0.1766179239999999|0.01130519|-0.144763835|-0.120904775|0.012222674|0.034485992|-0.233451925|0.762883243|0.774994313|-0.139943634|0.816442883|1|0.89719894|-0.073693343|-50.69922125|14.91199042|70.72462009999998|10.25908547|94.15397246|-24.567468100000003|-14.96042594|0.49503436|2951.495914|617.2509739|-912.5859825|2014.72331|8.310163601000001|16.45688922|6438.380804|296.00120400000003|-627.8368834|26.25785813|16.02658985|0.0|1.0|1.0|1.0|0.0|0.35|20.0|-6.79|3.53|61.0|0.0|1.0|6.0|33.0|-6.96|0.0|0.0|0.000158|0.0698|3.75e-05|0.0|0.0|7.08e-05|-0.03121|2.74|4.0432|-1411.187392|746.5|1289.05|306.65|0.1814|292.44|596.23|-1410.838844|0.1801|-0.16697|-0.19818|0.02957871|-1410.902767|8.5146|7.1612|7.1612
11a_a50|0|0.0|0.0|2|7.927685046000001|1|1.397733996|-0.014702942|1|0.038040936|-0.04339705|2.114272566|-0.134056065|0.011959339|-0.108592708|-0.129547471|0.012037198|-0.0739260509999999|-0.162848233|0.701976536|0.792574879|-0.158172459|0.8535780190000001|1|0.917127112|-0.071180382|-37.63057389|9.774322692|43.81199235|5.167341939|67.28055926|-13.47492066|-13.43949068|0.463749257|2286.226222|484.8529701000001|-564.4586084|1550.320581|5.965221997|11.123941699999998|4858.670497|182.7270002|-298.409489|20.53832944|11.04263807|0.0|1.0|1.0|1.0|0.0|0.15|20.0|-5.87|3.73|48.53|0.0|2.0|2.0|25.0|-6.24|0.0|1.0|0.000263|0.0862|6.97e-05|0.0|0.0|0.000441|-0.03284|3.05|4.0636|-1045.978598|574.01|963.2|305.11|0.1761|305.11|437.9|-1045.794689|0.1761|-0.16769|-0.2005299999999999|0.02431947|-1045.84627|7.5619|7.2291|7.2291
13_a1|1|3.409865599|0.0|0|7.423568444|1|1.430073963|-0.144782061|1|0.036382114|0.1129747169999999|0.0|-0.597786194|-0.008672236|-0.0594321759999999|-0.084271845|-0.005924486|0.1769162319999999|-0.07665159|0.87703849|0.76714213|-0.051729721|0.825117597|0|0.6794604670000001|-0.10668313|-62.04288975|19.62059449|186.4137189|11.41059871|528.3795274|-37.76773325|-23.43842502|0.477212829|2555.623166|395.1486144|-1054.729126|1786.445642|7.493979856|14.33466671|5456.353212|169.6632599|-613.3907313999999|33.09282789|15.51600461|1.0|1.0|1.0|1.0|2.0|0.09|23.0|-7.94|3.87|80.26|0.0|1.0|4.0|28.0|-6.48|0.0|1.0|5.16e-05|0.0192|4.58e-05|0.0|0.0|4.24e-06|-0.04962|3.17|3.4483|-1238.395767|613.52|1035.04|359.55|0.5339|304.01|472.52|-1238.174491|0.3535|-0.13921|-0.18883|0.0284695999999999|-1238.22919|3.9446|6585.0|6585.0
8_a20 (IN-1130)|1|3.443195704|0.0|0|6.842683282|0|1.400923668|-0.124997065|2|0.0396875|0.1728459339999999|1.622562232|-0.528090969|-0.006620594|-0.019554464|-0.0574882679999999|-0.004654742|0.293415753|-0.049177437|0.811128636|0.760688473|-0.1221465319999999|0.817914963|1|0.7274271309999999|-0.097790028|-64.75689362|10.46873389|180.4986934|6.93243166|89.35267123|-42.20109173|-23.66117267|0.4824986429999999|2849.395895|481.70475260000006|-1230.3809789999998|1829.419484|8.005662608|15.46983888|6291.586155|166.8048285|-814.7625241000001|31.628086|12.55392404|1.0|1.0|1.0|1.0|2.0|0.08|27.0|-9.63|4.08|110.44|0.0|1.0|5.0|32.0|-6.83|0.0|1.0|1.42e-05|0.00596|2.82e-05|0.0|0.0|9.86e-08|-0.07014|4.53|3.2329|-1368.412748|696.06|1192.01|383.5|0.3782|248.98|517.94|-1368.118751|0.1361|-0.13622|-0.20636|0.04004011|-1368.180121|5.4751|7.4437|7.4437
12c_a31|1|3.387641566|0.0|0|7.765993078999999|1|0.6101358029999999|-0.055520387|0|0.040982906|-0.030192572|0.0|-0.690412101|-0.003618466|-0.094991098|-0.056866055|-0.000813398|-0.048694677|-0.138799714|0.8083148840000001|0.842823186|0.066071056|0.8856644770000001|0|0.665463503|-0.129736755|-82.33748068|19.38414321|212.313715|12.30215386|553.8695417|-42.14855504|-23.05449459|0.448512808|2592.4503010000003|422.3366652|-1152.7247289999998|1894.297124|8.091269314|14.67172662|5676.394271|202.0036947|-731.5771879|33.81868912|14.95027019|1.0|1.0|1.0|1.0|2.0|0.35|16.0|-7.24|3.7|117.37|0.0|1.0|8.0|28.0|-6.53|0.0|1.0|5.85e-06|0.00233|6.94e-05|0.0|0.0|2.31e-05|-0.0338399999999999|4.6|3.8328|-1618.1530810000002|679.71|1138.89|323.48|0.2625|323.48|578.69|-1617.888981|0.2625|-0.15904|-0.19288|0.04023903|-1617.951882|2.2908|6.4202|6.4202
31_a47|0|0.0|0.0|1|6.842683282|0|1.304326813|-0.171198936|2|0.042906977|-0.086842911|1.198626524|-0.417294247|-0.007525849|0.074881792|0.001073537|-0.006265667|-0.188419195|-0.035190699|0.677766155|0.856640117|-0.1978980839999999|0.917597019|1|0.696020038|-0.1056956209999999|-65.56344002|13.27533898|188.5600536|8.234748813|81.01707367|-41.22978713|-23.31144534|0.4741051329999999|2689.159869|431.7441681|-1049.01504|1322.82831|8.214180216|15.6194341|6019.5391740000005|181.972428|-650.7084581|32.98913783|15.01710904|1.0|1.0|1.0|1.0|2.0|0.1|21.0|-7.62|4.24|98.72|0.0|1.0|5.0|29.0|-6.78|0.0|1.0|2.56e-05|0.0105|4.03e-05|0.0|0.0|9.95e-06|-0.0532|4.2|3.6369|-1735.435432|642.11|1079.4|340.91|0.3264|311.96|508.69|-1735.225703|83.0|-0.15143|-0.20463|0.03449081|-1735.284957|8.6244|7.8|7.8
12p_a30|0|0.0|0.0|0|7.412764017000001|2|0.604984421|-0.031328052|2|0.040899471|-0.062956958|0.0|-0.3550576729999999|0.005613018|0.000321545|-0.128484994|0.005965451|-0.109773594|-0.053644471|0.8414737059999999|0.7867133140000001|-0.051402518|0.8371763179999999|0|0.843381594|-0.094870978|-60.65858419|9.659715461|100.1386407|6.176226649|0.0|-30.39737673|-23.33022469|0.469983155|2783.628159|539.2411292|-1213.171684|2326.5244390000003|7.392482526|13.94763694|6166.812731|115.116829|-775.6774321|28.4530386|8.3245726|1.0|1.0|1.0|0.0|1.0|0.17|17.0|-7.01|2.93|81.65|0.0|1.0|5.0|30.0|-5.81|0.0|1.0|2.21e-06|0.0009119999999999|7.05e-06|0.0|0.0|4.02e-05|-0.05169|4.14|3.4955|-1615.094336|685.08|1167.16|354.69|0.1768|238.79|526.91|-1614.830085|0.1527|-0.14823|-0.19992|0.03198743|-1614.890598|4.6103|7.7721|7.7721
3d_a49|0|0.0|0.0|1|7.535296702|1|0.406515615|-0.3456333889999999|2|0.036335697|-0.087308534|1.775376197|-0.173318804|-0.00918253|-0.068390038|0.017871379|-0.004253844|-0.149675594|-0.075636705|0.914407252|0.808676284|0.01450704|0.863438637|1|0.733071652|-0.094384452|-54.67520803|5.561916586000001|154.6267696|3.221917789|0.0|-33.32030276|-20.93944137|0.486368221|2809.9605100000003|424.6551631|-984.1537446|1660.7054380000002|6.612715522999999|12.87442833|6018.145364|140.9844521|-570.1024832|27.67490257|10.91609228|1.0|0.0|1.0|1.0|3.0|0.15|21.0|-6.15|4.46|121.39|0.0|1.0|4.0|28.0|-6.58|0.0|1.0|6.42e-06|0.00252|3.6200000000000006e-05|0.0|0.0|0.000278|-0.05766|4.02|3.8907|-1594.595995|615.3|1044.19|318.67|0.2899|239.15|455.47|-1594.380348|0.0931|-0.16147|-0.21913|0.04373784|-1594.435881|2.3278|5.6308|5.6308
12bf_a36|1|3.31325137|0.0|0|7.412764017000001|2|1.297043948|-0.119979424|2|0.044197531|0.140577067|0.0|-0.4497470879999999|-0.006877664|-0.096665166|-0.0206090089999999|-0.004358975|0.359635716|-0.098027247|0.653741315|0.836170906|-0.0480253509999999|0.892249657|0|0.6791406640000001|-0.110255801|-71.01192632|14.01562806|206.6543367|9.026978489|0.0|-37.52534442|-24.14405495|0.474826911|2902.591295|437.4108773|-1207.2027480000002|2522.341812|7.546900716000001|14.37031118|6271.550446|189.6959033|-777.5172959|34.22402339|15.27267945|1.0|0.0|1.0|0.0|2.0|0.14|17.0|-7.12|3.0|69.2|0.0|1.0|5.0|31.0|-6.8|0.0|0.0|0.000102|0.0424|4.81e-05|0.0|0.0|3.17e-05|-0.0571299999999999|3.66|3874.0|-1431.413697|670.85|1120.94|320.04|0.4518|236.98|517.66|-1431.187555|0.4006|-0.15677|-0.2139|0.03299488|-1431.246893|7.5932|8.2218|8.2218
13c_a6|1|3.441255118|0.0|0|7.412764017000001|1|1.424213869|-0.0122495089999999|1|0.040821256|0.049627353|0.0|-0.605286688|-0.003346018|0.054910284|-0.0942387559999999|-0.000899678|0.081059709|-0.106686991|0.845481322|0.780680481|0.085414885|0.8353837409999999|0|0.786809832|-0.111231609|-75.71763296|20.79409503|145.12291069999998|14.15496611|567.1031411|-43.38886312|-27.1440571|0.466844407|2880.850692|535.5975578|-1438.635026|3135.546462|8.038175951|15.07660437|6204.855629|155.1821156|-979.308309|35.15921372|12.49421473|1.0|1.0|1.0|1.0|2.0|0.16|23.0|-9.4|4.57|95.85|0.0|1.0|6.0|32.0|-5.88|0.0|1.0|1.11e-06|0.000471|5.42e-06|0.0|0.0|1.68e-07|-0.05015|4.5|3.6519|-1389.39897|719.8|1217.77|339.5|0.5471|206.92|596.15|-1389.122252|0.28|-0.14975|-0.1999|0.0276450999999999|-1389.184603|9.2467|7.1367|7.1367
2_a4|0|0.0|0.0|0|6.605297921|1|1.189716144|-0.103346554|1|0.037777778|0.08246129|0.0|-0.269140683|-0.001386521|0.090707854|0.076479666|-0.0016168089999999|0.127695325|0.147657684|0.930871261|0.802438682|0.11821091|0.847373823|0|0.742518847|-0.105102755|-44.27948986|2.667094277|108.4760726|1.123639184|0.0|-20.83662681|-15.98981578|0.3961813179999999|1623.668791|312.82106489999995|-575.6333682|910.3327882|4.710383035|7.800989232999999|3396.86527|66.09827364|-242.5126903|18.96532986|4.657326379|0.0|0.0|1.0|0.0|2.0|0.27|12.0|-4.83|0.83|45.15|0.0|2.0|2.0|19.0|-6.69|0.0|0.0|0.0066|1.67|0.00171|0.0|0.0|0.00374|-0.01612|2.46|3.2230000000000003|-819.9326497000001|458.73|764.77|384.69|0.1315|210.28|333.36|-819.771754|0.0008|-0.14614|-0.16226|0.033037353|-819.8174190000001|3.0946|7.5086|7.5086
19_a34|0|0.0|0.0|1|7.412764017000001|1|1.438829424|-0.169170251|1|0.044107744|-0.189862762|0.0|-0.5357267960000001|-0.00802652|-0.143343425|-0.014196676|-0.0042364759999999|-0.29861864|-0.255220734|0.866604574|0.8022000659999999|0.08178394|0.8582665429999999|0|0.6399024520000001|-0.1255804019999999|-62.64265252|19.74799697|179.6256831|9.850795895|470.4453529|-28.08688512|-19.78189027|0.467358389|2127.363207|319.1993829|-751.7118302|1537.244187|5.495780422|10.31797048|4496.516479|168.4584665|-374.9727034|29.86894781|14.74262256|0.0|0.0|1.0|1.0|1.0|0.18|17.0|-5.03|2.31|69.4|0.0|2.0|3.0|23.0|-7.01|0.0|1.0|0.00186|574.0|0.000704|0.0|0.0|0.00291|-0.02901|2.7|4.1721|-1046.606458|538.96|882.87|297.18|0.2189|297.18|421.62|-1046.458335|0.2189|-0.1735|-0.20251|0.03168624|-1046.509891|5.0441|6.0044|6.0044
