molecula|NaaNH|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA5|PNSA5|PPSA3|TPSA_x|WPSA3|RPCS|WNSA3|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12k_a36|1|3.483171769|0.0|0|7.412764017000001|2|1.297043952|-0.063399056|2|0.039061728|0.096315593|0.0|-0.413145744|0.002782748|0.003690005|-0.058284869|0.003724542|0.163804836|-0.095253274|0.90500247|0.811903388|-0.09344781|0.8647233590000001|0|0.8427704640000001|-0.101946803|-67.14870046|11.90012613|103.5614526|7.838185977999999|0.0|-32.84907515|-24.86988906|0.478908312|2792.202559|555.1026569|-1342.974009|2294.707886|7.241602627000001|13.89698356|6027.033337|144.457092|-884.5687799000001|31.85663123|11.0965905|1.0|0.0|1.0|0.0|2.0|0.12|17.0|-7.01|2.42|69.2|0.0|1.0|6.0|31.0|-6.34|0.0|0.0|2.6e-05|0.0106|2.82e-05|0.0|0.0|3.94e-05|-0.0497|3.83|3.6631|-1310.3453949999998|697.92|1186.08|338.46|0.3116|245.37|530.51|-1310.072976|0.0908|-0.15053|-0.20023|0.03274587|-1310.134752|7.3988|7.8539|7.8539
8b_a12|0|0.0|0.0|0|0.0|1|1.283836078|-0.1676879319999999|2|0.03977208|0.028584223|0.0|-0.618894925|-0.010117477|-0.036536396|-0.1090955359999999|-0.007926474|0.047425677|0.003898807|0.89481633|0.7407532059999999|-0.010950243|0.792160599|0|0.740926309|-0.116554734|-67.44287685|6.513753986|149.9096134|3.769098814|76.80174559999999|-35.28434152|-26.39069094|0.480938153|2388.888334|428.7273481000001|-1213.971783|1437.536303|6.373278096|12.27845608|5217.318476|64.26553043|-702.4489440000001|29.68794201|5.416912474|0.0|1.0|1.0|1.0|2.0|0.1|18.0|-7.45|1.9|80.37|0.0|1.0|4.0|27.0|-6.51|0.0|0.0|7.890000000000001e-05|28.0|9.74e-05|0.0|0.0|1.26e-05|-0.0589|5.11|3.7446|-1159.405202|611.93|1020.47|331.1|0.3179|293.37|460.08|-1159.188228|127.0|-0.15294|-0.21184|0.03936706|-1159.2425119999998|6.1286|6.58|6.58
14m_a23|0|0.0|-4.405643132|2|7.423568444|0|1.197955072|-0.272389934|2|0.0431917209999999|0.028217372|0.665608656|-0.482182526|0.001027627|-0.034213923|-0.050626415|0.001951778|0.0879380709999999|-0.07256543|0.560094237|0.798384929|0.0266555739999999|0.8581143859999999|1|0.9258118|-0.089285878|-62.09952738|12.51396625|51.59888942|8.703631619|0.0|-35.21393496|-27.32379205|0.476833897|3255.247038|643.9145427|-1366.189602|2263.262957|8.595073462|16.42895711|7588.823133|142.0002583|-950.2032192|34.33353583|12.51739962|1.0|1.0|1.0|1.0|1.0|0.09|26.0|-8.23|6.19|105.02|0.0|1.0|6.0|34.0|-6.06|1.0|0.0|4.1200000000000004e-07|0.000198|1.61e-06|0.0|0.0|2.85e-06|-0.08347|4.2|3.6774|-1966.968005|707.56|1209.21|337.15|0.3335|337.15|572.31|-1966.721362|0.3335|-0.15208|-0.23555|0.02296475|-1966.785519|8.5477|8.5171|8.5171
47c_a18|0|0.0|0.0|0|7.03438793|1|1.251176227|-0.048726885|0|0.032688172|0.047739847|0.0|-0.537230966|0.0007979619999999|-0.058748345|0.028947131|0.002674691|0.071793992|-0.212991596|0.784328127|0.758269842|-0.027873485|0.7912974190000001|0|0.8128616409999999|-0.094000037|-75.57063623|12.75381432|150.4485025|10.25333491|103.416376|-46.26124419|-25.88035487|0.489290189|3228.879782|653.4941186000001|-1889.265906|2027.892739|9.566965871|18.73268473|7527.530240999999|201.7910841|-1518.861384|34.55329606|13.19009806|1.0|0.0|1.0|1.0|3.0|0.3|18.0|-9.18|2.87|97.76|1.0|1.0|12.0|38.0|-6.61|0.0|0.0|1.84e-06|0.000947|8.12e-06|1.0|1.0|3.42e-07|-0.0449|7.72|3.1096|-1664.753129|850.89|1505.09|398.71|0.5869|398.71|790.07|-1664.201034|0.5869|-0.12841|-0.17331|0.03115159|-1664.277127|3.8573|8.5229|8.5229
12ab_a30|0|0.0|0.0|0|7.412764017000001|2|0.604983638|-0.030346359|2|0.043854875|0.018023992|0.0|-0.520212725|0.003529389|0.038312857|0.01563558|0.005111479|0.03046828|-0.12254489|0.8397577820000001|0.809127478|0.078325164|0.855880335|0|0.7997534890000001|-0.1008879709999999|-71.0035788|22.23130678|140.93076580000002|15.64609074|0.0|-40.9825333|-22.42218278|0.461207954|3118.431712|562.8556061|-1278.064418|2618.234172|8.44310703|15.6704374|6918.884105|278.7324985|-899.4843201|37.1257096|21.48976996|1.0|1.0|1.0|1.0|1.0|0.21|17.0|-6.83|2.63|100.11|0.0|1.0|7.0|33.0|-6.39|0.0|0.0|2.47e-06|0.00113|9.94e-06|0.0|0.0|6.720000000000001e-05|-49.0|3.34|3.4919|-1804.824495|753.75|1275.19|355.06|0.1957|258.2|613.7|-1804.523449|0.1511|-0.14772|-0.19672|0.03368522|-1804.589076|7.4968|7.7825|7.7825
13l_a6|1|3.433158672|0.0|0|7.412764017000001|1|1.4242139390000002|-0.132667824|1|0.0408037829999999|0.090187973|0.0|-0.858070925|-0.009326562|-0.037558466|-0.086595185|-0.006280295|0.144180269|-0.045794891|0.8694295409999999|0.7908110340000001|-0.058931734|0.84018367|0|0.643098986|-0.126521431|-88.13242567|20.90615311|248.6104661|14.56282911|118.3485042|-57.29112645|-31.47586631|0.4257335779999999|2967.923804|447.9705372|-1762.648513|3127.831037|8.810095892|15.34147837|6462.086665999999|143.7247666|-1227.82747|39.65857501|12.72865798|1.0|1.0|1.0|1.0|3.0|0.16|23.0|-8.89|3.8|115.15|0.0|1.0|7.0|33.0|-6.59|0.0|1.0|3.26e-06|0.00144|1.7100000000000002e-05|0.0|0.0|5.7e-07|-0.04885|5.41|3.5499|-1465.865882|735.52|1249.13|349.26|0.3115|338.07|578.91|-1465.560303|0.0165|-0.14562|-0.19447|0.03092407|-1465.624566|8.9893|6.4145|6.4145
6_a15|0|0.0|0.0|0|0.0|0|1.419941278|-0.048804012|1|0.042926829|0.106485923|0.0|-0.513693384|0.001080419|0.011857945|-0.009025163|0.003942615|0.153430865|-0.195267558|0.8511056929999999|0.691316481|0.0371776429999999|0.7248900659999999|0|0.859308431|-0.123000073|-71.76572566|17.20414198|82.0880213|10.03794313|55.65697829|-24.00625743|-17.94143141|0.3902945579999999|2454.904173|501.3728188|-932.9544335|1971.005637|6.110075236|10.02135591|5589.043165|243.9013805|-544.3423775|30.82854077|17.18281248|1.0|1.0|0.0|1.0|1.0|0.23|18.0|-7.95|5.26|61.84|0.0|1.0|7.0|28.0|-5.33|0.0|1.0|2.16e-06|0.000823|7.32e-06|0.0|0.0|4.3e-06|-0.02419|3.94|3.7696|-1263.0243449999998|612.22|1092.02|328.9|0.2616|285.52|545.21|-1262.75978|0.0113|-0.15714|-0.18133|0.01711539|-1262.820532|1.9421|7.4559|7.4559
11_a1|1|3.3361517380000003|0.0|0|7.423568444|1|1.430935838|-0.196819043|1|0.035620155|0.08043435|0.0|-0.867849442|-0.0127744789999999|-0.05257082|-0.044235537|-0.009578125|0.126722854|-0.07452948|0.823460272|0.747358374|-0.069193862|0.8086124090000001|0|0.5955245029999999|-0.126108875|-74.35738693|20.62225192|238.4902806|12.15946748|84.40380304|-45.88191258|-28.7289904|0.47723847|2697.640232|351.1382199|-1264.075578|1885.148133|7.43666407|14.2257294|5798.645137|146.29971719999998|-745.3349875|38.20963621|15.44994131|1.0|1.0|1.0|1.0|2.0|0.05|23.0|-7.47|4.23|97.33|0.0|1.0|4.0|29.0|-6.27|0.0|1.0|8.48e-06|0.00327|2.17e-05|0.0|0.0|1.29e-05|-0.06546|5.26|3.1924|-1312.462371|614.86|1036.18|388.38|0.5573|331.66|471.76|-1312.241032|0.3201|-0.12916|-0.19462|0.03413353|-1312.2963630000002|7.1743|6.7696|6.7696
14w_a23|0|0.0|0.0|2|7.423568444|0|1.197963556|-0.109136569|2|0.046678487|0.045196333|0.6813799420000001|-0.330575965|0.003379755|-0.042151195|-0.031435038|0.003906274|0.126238077|-0.073958723|0.5788469970000001|0.802520527|0.059273664|0.8668730109999999|1|0.7880718659999999|-0.088508061|-58.53311596|14.84036772|140.15462380000002|9.814393755|90.15900589|-30.92760432|-23.66232347|0.4972095239999999|3071.908367|521.1762769999999|-1112.129203|2283.383402|7.833745658|15.58053709|6998.078982999999|169.6632599|-735.4854078|31.82765022|13.70608418|0.0|1.0|1.0|0.0|1.0|0.05|26.0|-7.93|5.14|105.02|0.0|1.0|5.0|32.0|-6.35|0.0|0.0|2.09e-06|0.0009369999999999|5.41e-06|0.0|0.0|5.23e-06|-0.0798|3.97|3.6632|-1828.385903|676.92|1150.31|338.46|0.3855|338.46|535.54|-1828.161957|0.3855|-0.14844|-0.22824|0.02204118|-1828.222578|9.8981|8.6737|8.6737
17f_a50|0|0.0|0.0|2|7.934155233999999|1|1.349854916|0.022892513|1|0.03135101|-0.167275895|2.187498662|-0.125733326|0.012475826|-0.028989535|-0.132773563|0.0129274519999999|-0.275290802|-0.247590736|0.758335704|0.7851209440000001|-0.132153434|0.8314734309999999|1|0.911458734|-0.074859564|-46.03121141|10.09339793|54.44410182|6.206439227000001|82.90209608|-17.89709978|-16.50175503|0.472769049|2582.272632|560.4567739|-874.5930167000001|1929.981543|7.200480876|13.65716648|5579.97966|171.48226169999998|-537.7880119|22.88344084|9.947921993|1.0|1.0|1.0|1.0|0.0|0.26|20.0|-6.38|3.83|51.77|0.0|1.0|6.0|29.0|-6.64|0.0|1.0|0.000266|102.0|7.57e-05|0.0|0.0|0.00016|-0.0336399999999999|2.5|4.0664|-1219.2481369999998|653.63|1146.22|304.9|0.1708|304.9|564.52|-1218.966516|0.1708|-0.16784|-0.20148|0.0276719|-1219.02507|8.312999999999999|6.4001|6.4001
14a_a25|0|0.0|0.0|1|6.842683282|0|1.420015394|-0.05112778|2|0.038167849|0.051906412|1.975771616|-0.255585831|0.006085806|-0.046802062|-0.019985937|0.006158124|0.085350921|-0.0469914379999999|0.6716839040000001|0.7385460309999999|-0.085643386|0.792935475|1|0.850426305|-0.084207356|-55.27820709|8.449104086|98.18816423|5.546443318|58.18995584|-30.017374100000005|-21.90268583|0.492236681|2844.993903|558.2652611000001|-1160.842349|2142.5112510000004|7.39139255|14.55676745|6315.975408|126.8576588|-762.0389362000001|27.14918443|8.689513304|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.59|4.92|72.7|0.0|1.0|6.0|32.0|-5.91|0.0|1.0|4.03e-06|0.0016899999999999|5.13e-06|0.0|0.0|1.08e-07|-0.05083|5.79|3.9479|-1352.298438|689.55|1202.13|314.05|0.3529|231.18|548.29|-1352.024616|0.1756|-0.16347|-0.2143|0.03250632|-1352.086073|4.1656|6684.0|6684.0
A8301_a51|0|0.0|0.0|1|6.86171134|0|1.197963627|-0.028789626|2|0.039058957|0.078523314|1.987294898|-0.242873103|0.00740124|-0.012770742|-0.1227504419999999|0.007083041|0.135886548|-0.0357324579999999|0.7595189840000001|0.6959300979999999|-0.013846396|0.750630149|1|0.934739895|-0.0780376929999999|-50.67621589|5.293803823|42.37868986|3.437697042|78.46116212|-23.3177516|-21.28401067|0.4799553379999999|2799.106729|607.0025787000001|-1064.200534|2461.663545|6.890532887999999|13.24988678|6401.6494600000005|94.18649643|-691.0718926|24.89475504|6.225421319|1.0|1.0|1.0|1.0|1.0|0.04|27.0|-9.38|5.52|87.72|0.0|1.0|5.0|31.0|-5.31|0.0|1.0|2.5e-07|0.000105|1.17e-06|0.0|0.0|1.74e-07||||||||||||||||||7.9208|7.9208
4b_a46|0|0.0|0.206072846|1|7.825245291|1|1.1346370890000002|-0.022119857|2|0.047736111|-0.082722572|0.0|-0.058945144|0.012332859|-0.135121207|-0.111103941|0.011806162|-0.128843936|-0.079238184|0.6901151990000001|0.7306307590000001|-0.263387881|0.768651645|0|0.935245062|-0.070236212|-38.30877966|4.127907383|35.31914031|2.251475261|56.7922535|-15.59093155|-12.50898928|0.428987199|2105.172229|510.1086157|-612.9404746|1750.333702|5.76401157|10.09436488|4681.895329999999|103.3759991|-334.31474760000003|15.43427855|4.343611349|1.0|0.0|1.0|1.0|0.0|0.38|17.0|-7.2|4.77|43.6|0.0|1.0|2.0|25.0|-5.67|0.0|1.0|4.49e-05|0.0149|2.35e-05|0.0|0.0|2.12e-05|-0.02729|3.98|4.5515|-1033.556797|588.79|1020.9|272.4|0.1784|272.4|508.79|-1033.3243619999998|0.1784|-0.19082|-0.21811|0.02176759|-1033.378455|3.7571|6.2612|6.2612
18_a4|0|0.0|0.0|1|7.535296702|1|1.3998285519999998|-0.164169913|1|0.042924837|0.049240675|0.0|-0.181355303|0.000379379|-0.200683549|-0.063708832|0.00042|0.108754635|0.006968314|0.624748358|0.793041267|0.102914528|0.8547339420000001|0|0.7755960390000001|-0.085817825|-42.33787448|8.729352711|110.7087804|4.306590617|0.0|-22.93503169|-17.16400317|0.405586004|2069.649003|382.6371479|-635.0681172000001|1573.744396|6.133421395|10.31843368|4381.693113|113.7466718|-313.3082699|22.30718562|8.649897756|0.0|0.0|1.0|0.0|1.0|0.11|17.0|-5.53|3.43|50.94|0.0|2.0|3.0|23.0|-6.58|0.0|1.0|0.00113|349.0|0.000312|0.0|0.0|0.0009109999999999|-0.03538|3.02|4.2045|-1033.480025|523.81|870.74|294.88|0.2083|274.59|404.27|-1033.349218|0.1|-0.17345|-0.20883|0.02525528|-1033.398285|3498.0|5.5817|5.5817
19e_a38|1|3.376977671|0.0|0|7.412764017000001|2|1.297043576|-0.10490608|2|0.04508642|0.021678225|0.0|-0.4379521229999999|-0.001197042|-0.104569193|-0.038386106|0.000347207|0.045449529|-0.091460175|0.723755855|0.839953955|0.04818471|0.89459881|0|0.776562593|-0.10214405|-68.82539051|14.27562164|150.553721|9.619015829|16.39385667|-37.96637911|-25.49088538|0.4655978389999999|2920.436229|523.2534216|-1376.50781|3426.997928|6.596408983|12.34352977|6531.762734|168.99691289999998|-927.5007945|34.02454948|13.55346651|1.0|1.0|1.0|1.0|3.0|0.12|17.0|-7.28|3.09|81.23|0.0|1.0|6.0|32.0|-6.39|0.0|1.0|1.15e-05|0.0049|1.89e-05|0.0|0.0|2.25e-05|-0.05139|4.08|3.8587|-1409.582478|685.34|1183.12|321.31|0.3948|236.96|532.67|-1409.315831|0.3738|-0.15584|-0.20723|0.03483011|-1409.37733|8.0952|8.0083|8.0083
11e_a5|1|2.971327032|0.0|0|7.139660336|1|1.338814635|0.038643235|2|0.020943152|-0.07965|0.0|-0.192538515|0.008268901|-0.16669151|-0.010236262|0.008721244|-0.127225457|-0.0924814769999999|0.77509232|0.775794895|-0.048843135|0.8215345|0|0.876758791|-0.0790189759999999|-52.34653881|7.986070113999999|81.64179149|5.290414418|0.0|-27.58835281|-18.69519243|0.483563144|2721.416353|580.8135016|-1046.930776|960.0428704|9.387474824|18.17739133|5675.693973|184.4042616|-693.5448342|25.90670947|11.21791539|0.0|1.0|1.0|1.0|1.0|0.24|23.0|-8.95|4.29|66.93|0.0|1.0|7.0|31.0|-6.28|0.0|0.0|2.23e-05|0.00919|1.9e-05|0.0|0.0|4.64e-07|-0.03808|2.91|4.1036|-1316.547103|717.76|1220.1|302.14|0.5347|280.64|571.06|-1316.239803|0.2125|-0.16751|-0.20559|0.03460011|-1316.301553|2.8694|7.3979|7.3979
16g_a32|1|3.363965155|0.0|0|7.765993078999999|0|0.609420729|-0.0429252429999999|0|0.03898374|-0.049658216|2.084553994|-0.771439265|-0.002456725|-0.029193403|0.004735761|-0.00030659|-0.085591073|-0.117577419|0.79965447|0.83902731|-0.026098259|0.8821580379999999|1|0.8206422409999999|-0.105500574|-77.75914881|17.659402|132.1955522|13.01585399|43.37912747|-42.58335004|-24.94161377|0.3972359179999999|2833.521937|604.8539801|-1321.90553|3497.469035|9.3963701|15.58880229|6372.261243999999|231.1885989|-974.3098525|36.34043182|16.78159325|1.0|1.0|1.0|1.0|2.0|0.33|19.0|-8.16|5.38|149.27|1.0|1.0|10.0|30.0|-5.69|1.0|1.0|3.08e-08|1.36e-05|4.83e-06|0.0|0.0|3.04e-06|-0.05|5.38|3.6161|-2034.621991|752.29|1245.25|342.86|0.2879|342.86|639.49|-2034.342619|0.2879|-0.14968|-0.19968|0.02895494|-2034.408165|4.3204|7.9586|7.9586
11_a15|0|0.0|0.0|0|0.0|1|1.435688956|-0.029665252|3|0.02962963|-0.036023137|0.0|-0.402711212|0.001806571|-0.0856783419999999|0.023543401|0.003766915|-0.056500144|-0.173728081|0.843715005|0.718800243|0.0234789439999999|0.76664841|0|0.8945381259999999|-0.0974577669999999|-66.78526188|12.69062406|72.27026771|8.696553172|0.0|-30.25595097|-23.02940065|0.470042906|3022.859488|613.0036107000001|-1335.705238|2565.707165|6.233494755|11.76226306|7002.915718000001|178.640152|-915.3239085|31.14961732|12.39401492|1.0|1.0|0.0|0.0|1.0|0.07|24.0|-8.9|6.69|59.51|0.0|1.0|6.0|34.0|-5.26|1.0|0.0|4.77e-07|0.000214|7.970000000000001e-07|0.0|0.0|5.7e-07|-0.03877|5.04|2.9595|-1450.740771|739.57|1284.85|418.94|0.2657|263.2|568.22|-1450.39211|0.0011|-0.12134|-0.16011|0.03503399|-1450.457814|1.3581|6.1314|6.1314
19k_a38|1|3.218103741|0.0|0|7.412764017000001|2|1.297042875|-0.17467835|2|0.0445691609999999|0.098947776|0.0|-0.6888696990000001|-0.011156837|0.016990252|-0.0184136539999999|-0.00835812|0.208892195|-0.060668296|0.7581164340000001|0.853092207|0.04833864|0.908591797|0|0.658700057|-0.126936513|-80.54577161|14.76615358|216.567059|9.369654226|116.0039747|-45.3966925|-28.3401789|0.4769127179999999|3055.355167|417.968819|-1530.369661|2929.493496|6.744851799999999|12.89431427|7091.215492|152.51267140000002|-971.0744563|37.3070426|13.8345897|0.0|0.0|1.0|0.0|4.0|0.13|17.0|-6.41|1.65|124.32|0.0|1.0|6.0|33.0|-7.84|0.0|0.0|0.000134|0.0594|0.0002399999999999|0.0|0.0|0.000175|-0.05534|4.13|3.5378|-1500.8984380000002|677.64|1172.22|350.45|0.2038|239.03|502.43|-1500.618667|0.1156|-0.14568|-0.20102|0.04615409|-1500.680373|12.5022|7.9666|7.9666
18_a34|0|0.0|0.0|1|7.423568444|1|1.4547811819999998|-0.101546926|1|0.040527066|-0.100548575|0.0|-0.677741618|-0.001615187|-0.141332289|-0.136990511|0.002183342|-0.155197864|-0.3102088839999999|0.759292258|0.805756513|0.0468829359999999|0.8584852479999999|0|0.68981472|-0.129784908|-71.65163761|22.55015528|171.24705480000003|12.44948722|54.26737825|-27.53138148|-23.32844015|0.441058733|2424.18137|380.8328339|-1003.122927|1774.550004|6.282442545|11.23989749|5296.289007|167.9151283|-553.8039936|33.52510165|15.11918774|1.0|1.0|0.0|1.0|0.0|0.21|17.0|-5.65|3.15|75.47|0.0|2.0|5.0|26.0|-6.26|0.0|1.0|4.77e-05|0.0167|7.829999999999999e-05|0.0|0.0|0.000781|-0.03925|5.07|4.1234|-1199.288654|592.04|991.93|300.68|0.3525|279.66|483.87|-1199.101028|0.0303|-0.17549|-0.21474|0.02902032|-1199.158044|6.7806|5.6144|5.6144
3_a27|0|0.0|0.0|2|6.605297921|0|1.402697639|-0.096132106|2|0.040512821|-0.172132163|1.177265999|-0.27868256|0.009082086|0.042659548|0.024154412|0.00955169|-0.296039263|-0.1984716939999999|0.640545265|0.810053853|0.136381755|0.8759548629999999|1|0.862115922|-0.086153958|-44.61323499|9.960129259|71.40072181|5.157668895|57.97805043|-16.47810502|-16.72996312|0.44566003|2294.213272|446.4308003|-669.1985248999999|1043.697725|6.457886343999999|11.64968556|4960.583812|137.8189165|-346.53209080000005|22.79740761|9.707911187|1.0|1.0|0.0|1.0|0.0|0.05|21.0|-5.89|2.94|65.6|0.0|2.0|3.0|25.0|-6.41|0.0|1.0|0.0002|0.0658|0.000103|0.0|0.0|0.000423|-0.05512|4.92|3962.0|-1081.905135|547.92|931.06|312.93|0.2305|225.24|425.72|-1081.744053|0.2208|-0.16457|-0.21969|0.02032437|-1081.794829|4.1551|8.3979|8.3979
9_a47|0|0.0|0.0|0|0.0|0|1.3818994059999998|-0.1789147139999999|2|0.037492877|-0.043270202|1.323246814|-0.382556052|-0.009607222|0.022031244|0.045804989|-0.007880155|-0.091848897|-0.021556658|0.7033922579999999|0.792070785|0.046690958|0.853035126|1|0.805149969|-0.0969292319999999|-50.70744657|4.991260197|101.9336202|2.611122094|0.0|-23.08946904|-19.3171225|0.482896681|2292.652212|421.2052248|-811.319145|1333.091472|5.653392499|10.93281031|5212.504394|109.5180831|-424.4325604|24.43189048|8.262317504|1.0|0.0|1.0|1.0|2.0|0.05|22.0|-8.47|5.61|58.04|0.0|1.0|3.0|26.0|-5.26|0.0|1.0|4.29e-06|0.00148|6.3e-06|0.0|0.0|1.17e-06|-0.05037|4.06|3.7183|-1149.090086|566.1|959.59|333.44|0.2294|215.89|406.35|-1148.896866|0.2208|-0.1545099999999999|-0.20488|0.03463008|-1148.949486|3.4815|7.6|7.6
19_a47|0|0.0|0.0|1|6.842683282|0|1.402889494|-0.227538423|2|0.032764858|0.027033021|1.174354482|-0.4380552029999999|-0.013020816|-0.064557784|0.0604168609999999|-0.010153352|0.074201869|-0.046265509|0.635684951|0.823945134|-0.024256505|0.8873627890000001|1|0.639642891|-0.104459947|-57.87554797|14.85167037|199.6541807|8.228498913|66.13355777|-32.2945343|-20.66983856|0.463378097|2612.978054|354.3911695|-868.1332196000001|1238.799875|7.06969105|13.17443625|5846.960345|200.6571609|-480.9851737|32.40636867|18.25682461|0.0|1.0|1.0|1.0|2.0|0.05|21.0|-6.92|3.84|98.72|0.0|1.0|5.0|28.0|-7.22|0.0|1.0|0.000214|0.0816|0.000217|0.0|0.0|4.59e-05|-0.05326|3.51|3.8423|-1335.75742|571.23|974.59|322.68|0.3243|322.68|412.31|-1335.580357|0.3243|-0.15845|-0.2117099999999999|0.03178118|-1335.634976|6.3247|7.3|7.3
1d_a5|1|2.79978458|-4.455320158|0|6.605297921|0|1.217311475|-0.308010841|2|0.030074074|-0.118028278|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|-0.010183824|-0.000700145|-0.389011185|0.001493879|0.525406088|0.7595197290000001|-0.058872605|0.821309592|0|0.8965037640000001|-0.086213657|-46.58221594|4.288788702|55.92018945|2.317281143|0.0|-25.80622135|-19.79744178|0.471074204|2481.822293|484.3911442|-791.897671|1172.890724|6.116537519|11.5640749|5717.438103|123.9992274|-427.8712868|25.69414151|10.25512997|1.0|0.0|1.0|1.0|1.0|0.05|23.0|-8.88|6.37|54.46|0.0|1.0|4.0|27.0|-5.73|1.0|1.0|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.0|0.0|4.86e-07|-0.04528|3.58|4.6112|-1288.340378|567.04|951.63|268.88|0.2805|254.46|414.59|-1288.201219|0.0982|-0.18991|-0.23519|0.03392008|-1288.253849|5.3765|5.03|5.03
16h_a32|1|3.340888605|0.0|0|7.765993078999999|0|0.609420754|-0.098975084|0|0.039958333|-0.069213021|2.075726759|-0.7828009570000001|-0.0048042729999999|0.061727488|-0.022634676|-0.002310082|-0.1234671109999999|-0.123297852|0.804503712|0.832040698|-0.003188883|0.881181048|1|0.7991915079999999|-0.121464999|-77.17316899|13.31708433|127.5843068|8.461051377999999|35.90298920000001|-32.75886858|-24.62973479|0.459750275|2709.44587|507.7688359|-1157.597535|3282.554439|6.710057805|12.42028916|6151.056721|167.7935207|-735.4832318|33.46862873|12.98212548|1.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.0|4.6|149.27|1.0|1.0|7.0|28.0|-6.22|1.0|1.0|3.28e-07|0.000136|1.7800000000000002e-05|0.0|0.0|4.09e-05|-0.05028|4.54|3.6182|-1955.99895|679.82|1130.4|342.67|0.2914|342.67|556.05|-1955.772465|0.2914|-0.14972|-0.2|0.02818755|-1955.832545|4.2275|8.0655|8.0655
16b_a23|0|0.0|0.0|2|7.423568444|1|1.197960988|-0.013240238|3|0.037664609|0.054655144|0.754232958|-0.3237716519999999|0.0116350769999999|-0.068280331|-0.05237763|0.011266252|0.099244509|-0.123524943|0.75524548|0.7740962779999999|0.14319927|0.830577373|1|0.928579764|-0.07920267|-58.69232154|13.79443768|52.92522904|10.22222569|100.0262487|-27.80700713|-23.2745413|0.4870072789999999|3370.826124|688.1144512|-1349.923395|2256.698672|9.472884487|18.46592377|7575.784511|193.4284005|-1000.346801|31.49562341|13.6235075|1.0|1.0|1.0|0.0|1.0|0.07|26.0|-7.33|4.1|108.26|0.0|1.0|6.0|36.0|-6.3|0.0|0.0|6.41e-07|0.000314|2.16e-06|0.0|0.0|2.26e-05|-0.07352|4.24|1.6041|-1877.655481|772.84|1340.35|772.92|0.3456|772.92|607.92|-1877.270284|0.3456|-0.13741|-0.21093|0.03978022|-1877.335869|14.8849|7.0191|7.0191
7g_a8|1|3.095238804|0.0|1|7.535296702|1|1.39137419|-0.067360394|0|0.0448526079999999|-0.030968098|0.0|-0.481134236|-0.00087806|-0.027838247|-0.027717137|0.0002620309999999|-0.065174707|0.021974492|0.627990269|0.7363841520000001|0.098510683|0.79995525|0|0.699376143|-0.1122315669999999|-67.26263865|19.08352484|180.1699331|11.43714084|56.75323443|-38.68948451|-27.51653399|0.470618047|2802.2242920000003|419.1502102|-1210.7274960000002|2079.55195|7.588498875|14.3346384|6293.364606|115.825531|-725.6133762000001|34.10836993|11.15541466|1.0|1.0|1.0|0.0|1.0|0.04|23.0|-7.91|4.66|80.04|0.0|1.0|3.0|30.0|-5.63|0.0|1.0|1.67e-06|0.000667|3.59e-06|0.0|0.0|4.92e-06|-0.06621|6.26|3.7874|-1374.493069|620.67|1053.9|327.36|0.5165|327.36|507.78|-1374.291597|0.5165|-0.15508|-0.22129|0.03974865|-1374.3479960000002|12.9547|4.6772|4.6772
