molecula|NaaNH|n9FaHRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|MATS8s|SIC2|RASA|FNSA3|FNSA5|PBF|FPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|WNSA4|GeomRadius|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4b_a49|0|0|0.0|7.535296702|1|1|1.343847828|2.075628989|-0.109946885|-0.0074627159999999|5.4161004020000005|2|0.036555556|-0.064060521|1.645329244|-0.402986655|0.001769804|-0.033486358|10.92776533|1|1|0.002557204|-0.10158752|-0.0563571629999999|-0.390006034|0.720824193|0.005818676|0.852400617|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|41.97072627|148.84640819999998|-0.030696709|9.138717999|64.87087098|0.645330839|-1.534835437|-34.74338731|-18.89220999|2708.998101|-11.62716177|7.588962922|14.53457293|218.2802175|-581.3580885|29.27523192|-178.8869784|1463.761596|1.0|1.0|1.0|1.0|1.0|3.37|0.22|21.0|-7.05|1.66|1.0|112.36|1.0|-3.81|30.0|-7.12|400.43|0.0|1.0|2.8|0.000155|0.0527|0.0|8.91e-08|3.570000000000001e-05|-0.06731|4.6422|3.56|-1333.063439|-1333.026419|664.86|1121.45|0.2856|267.08|0.4151899999999999|0.68242|-1332.800229|-0.15635|1.8265|0.03702033|-1332.8586269999998|2.2306|79.0|7.1024|7.1024
19_a47|0|1|0.0|6.842683282|0|0|1.402889494|1.445775615|-0.038804671|-0.00973456|4.727387819|2|0.032764858|0.027033021|1.174354482|-0.4380552029999999|-0.013020816|-0.064557784|10.95058274|1|1|-0.010153352|0.074201869|-0.046265509|-0.439165562|0.635684951|-0.024256505|0.8873627890000001|0.639642891|-0.105205489|-0.104459947|0.270767873|0.026805875|335.10989930000005|199.6541807|-0.037307124|8.228498913|66.13355777|0.637832605|-1.566899206|-32.2945343|-20.66983856|2612.978054|-11.45202794|7.06969105|13.17443625|200.6571609|-480.9851737|32.40636867|-152.7310283|1361.067484|0.0|1.0|1.0|1.0|2.0|3.13|0.05|21.0|-6.92|1.67|1.0|99.2|1.0|-3.67|28.0|-7.22|380.35|0.0|1.0|2.34|0.000214|0.0824|0.0|1.2099999999999998e-07|4.59e-05|-0.05326|3.8423|3.51|-1335.75742|-1335.725639|571.23|974.59|0.3243|322.68|0.68924|0.68924|-1335.580357|-0.15845|5.1151|0.03178118|-1335.634976|6.3247|0.05|7.3|7.3
36_a18|0|0|0.0|7.03438793|2|2|1.25117638|0.0|0.050448408|-0.006407141|4.844187086|1|0.036625514|-0.05224259|0.0|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0|0|0.000825855|-0.079553246|-0.079721028|-0.493920601|0.7343989059999999|-0.010091893|0.780206307|0.804293867|-0.07777765|-0.079805761|0.3847791889999999|0.009440278|110.8288932|139.3536816|-0.031922305|4.786442152|83.34177364|0.812056067|-2.074949798|-39.43509046|-22.73046122|2979.013751|-16.1853561|9.560644525|18.21710397|133.8265619|-1052.048147|27.99124609|-444.4026478999999|1819.430996|1.0|1.0|0.0|1.0|3.0|4.19|0.28|18.0|-9.16|3.13|2.0|146.24|1.0|-5.68|35.0|-6.18|466.57|0.0|1.0|2.8|2.09e-06|0.00242|0.0|6.87e-10|3.210000000000001e-07|-0.04991|3.1908|7.75|-1493.686737|-1493.661092|769.73|1350.57|0.4674|388.57|0.69372|0.69372|-1493.266344|-0.13133|1.9944|0.02564498|-1493.333297|2.7547|32.0|7.4949|7.4949
16j_a32|1|1|3.359912013|7.765993078999999|0|0|0.609420735|0.0|0.175152442|-0.0139074189999999|5.733341277|0|0.046788618|-0.0667943999999999|2.076106145|-0.778815477|-0.002456725|-0.135618491|10.31100263|3|3|-0.00030659|-0.11512706|-0.117577419|-0.704356423|0.79965447|0.168000908|0.839271289|0.8259884120000001|-0.07651119|-0.106897203|0.509776381|0.023266265|34.66998636|124.4493461|-0.034287782|11.90023573|45.81893652|0.699790508|-1.817252458|-39.13396528|-24.52188465|2830.682695|-17.53752467|7.357962381|13.20372234|214.7033741|-929.4888072999998|35.04175088|-285.7717513|1857.212797|1.0|0.0|1.0|1.0|2.0|3.86|0.33|19.0|-7.77|1.57|3.0|121.3|1.0|-7.45|30.0|-5.73|441.57|1.0|0.0|4.25|3.56e-08|0.00172|0.0|1.7e-08|7.5e-06|-0.05016|3629.0|5.5|-2034.621888|-2034.593521|729.78|1225.27|0.2907|341.65|0.70207|0.70207|-2034.344833|-0.15012|3.4656|0.0283671|-2034.408854|4.0992|9.0|8.0315|8.0315
14s_a23|0|1|0.0|7.423568444|0|0|1.197958333|3.336763335|0.020458621|-0.005854379|5.351858133|2|0.045277778|0.049317519|0.740898446|-0.298573309|0.010682694|-0.044305947|10.31321812|2|2|0.009263715|0.0909774219999999|-0.071484865|-0.457212212|0.722187957|0.096014944|0.846632079|0.92763624|-0.055037441|-0.080500435|0.2387634619999999|0.019970955|30.34480575|46.42188642|-0.034255504|8.218681552|82.55990607|0.7748161659999999|-1.610008704|-22.64965286|-21.9751589|2954.0751370000003|-14.09722664|7.548546899|14.26730044|144.457092|-662.5696522999999|28.36177131|-352.5931977|1333.003252|0.0|0.0|1.0|0.0|1.0|3.45|0.05|26.0|-7.99|3.51|2.0|125.29|1.0|-6.13|31.0|-6.03|445.93|0.0|0.0|4.01|7.49e-07|0.00126|0.0|1.02e-08|4.55e-06|-0.07783|3.6828|4.1|-2089.521231|-2089.500101|668.66|1164.32|0.3669|336.66|0.60323|0.60323|-2089.2914530000003|-0.1515|4.7032|0.02112956|-2089.352478|6.4428|3.0|8.5482|8.5482
7s_a46|0|0|0.0|7.727094485|1|1|1.160371307|2.117265684|-0.0778653109999999|-0.005351046|5.533389489|1|0.044509804|-0.210750635|0.0|-0.240797051|0.0060802|-0.005405515|10.94651358|1|1|0.005577925|-0.327656845|0.012197837|-0.3638523629999999|0.778692012|-0.036284605|0.8182543959999999|0.858788462|-0.096723151|-0.083011849|0.249893305|0.008871171|166.3052939|70.97315818|-0.031623562|2.240932895|0.0|0.8198874559999999|-1.3281895890000002|-24.43308641|-15.894055599999998|1982.695462|-7.988379237|5.565371272|9.829721631|90.5248694|-335.5119279|19.38565529|-321.55195330000004|814.1975221|0.0|1.0|0.0|1.0|1.0|3.08|0.26|17.0|-6.08|2.39|0.0|91.19|1.0|-4.07|23.0|-5.81|305.37|0.0|1.0|3.12|8.590000000000001e-05|0.0176|0.0|8.39e-07|0.000256|-0.02024|5.2972|3.54|-974.8067569|-974.7707066|539.99|916.7|0.4164|234.06|0.44692|0.69976|-974.615216|-0.17923|2.4286|0.036050328|-974.664103|3.6655|1985.0|5.7022|5.7022
3i_a32|1|1|2.417426304|7.78113851|0|0|0.6094207970000001|0.0|-0.157360524|-0.012358668|5.733341277|0|0.05052381|-0.21362765|1.711001131|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|3|3|-0.0106761939999999|-0.8373173840000001|-0.054335108|-0.537667101|0.565740817|-0.337053202|0.902293804|0.893827987|-0.093279684|-0.1132851459999999|0.259644227|0.015296821|60.99385995|55.97682661|-0.044627482|4.252042736|0.201037767|0.77072347|-1.472706897|-25.92886531|-23.52884474|2471.4299920000003|-12.4050588|5.826629089|10.09193014|120.8809386|-409.3669403|30.52825775|-285.465827|1007.432506|1.0|0.0|1.0|1.0|1.0|3.1|0.13|19.0|-6.96|2.09|2.0|88.28|1.0|-6.27|24.0|-5.53|366.38|1.0|1.0|4.37|5.37e-07|0.00251|0.0|1.0900000000000001e-07|4.01e-05|-0.06518|3642.0|3.38|-1891.833327|-1891.811327|530.5|876.0|0.4765|340.43|0.70322|0.70322|-1891.738614|-0.1476|2494.0|0.02199999|-1891.790935|3.8572|6.0|8.2366|8.2366
9b_a31|1|0|3.338934004|7.765993078999999|1|1|0.610136326|0.0|0.010411229|-0.0141390689999999|5.733341277|0|0.03995614|-0.045938305|0.0|-0.706953442|-0.0050444109999999|0.014628521|10.31169871|2|2|-0.001981487|-0.075191042|-0.143280211|-0.554573699|0.811212624|0.01752821|0.899394425|0.669120552|-0.103937658|-0.131125311|0.241728566|0.034595809|152.8702381|202.8908225|-0.039058603|13.00794571|552.0968813|0.689175183|-1.835754351|-39.08032306|-23.95020956|2534.356888|-14.68594601|8.097516252|15.2652837|190.5935925|-690.2394625|34.75199071|-231.99935|1633.343563|1.0|1.0|1.0|1.0|2.0|3.58|0.32|16.0|-6.84|0.86|1.0|103.36|1.0|-4.76|27.0|-6.77|384.45|0.0|1.0|3.0|1.76e-05|0.0527|0.0|1.44e-07|5.520000000000001e-05|-0.0422899999999999|5.5119|4.69|-1578.839267|-1578.801576|663.06|1091.21|0.2732|224.94|0.41622|0.70102|-1578.604164|-0.15907|5.2851|0.03769117|-1578.665571|6.8028|63.0|7.2007|7.2007
47s_a18|0|0|0.0|7.03438793|1|1|1.251176205|0.0|0.026229332|-0.0054038509999999|4.844187086|0|0.035632184|-0.026883417|0.0|-0.394481152|0.002573931|0.0134295589999999|10.94702059|0|0|0.003686393|-0.040169986|-0.168728915|-0.46304239|0.724028067|0.0109557919999999|0.745196689|0.84543779|-0.070258863|-0.08106112|0.306379663|0.008446541|10.92659868|117.0051929|-0.030108416|4.840414512|51.05656345|0.820470855|-2.107589125|-40.26287221|-22.79238258|2992.734821|-17.25406952|9.811856136|18.65422248|135.90542109999998|-1207.784866|27.77963709|-485.1995077|1944.574596|1.0|1.0|0.0|1.0|2.0|4.41|0.3|18.0|-9.42|3.33|3.0|149.34|1.0|-5.95|36.0|-5.96|482.62|0.0|0.0|3.19|1.12e-06|0.0017|0.0|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|8.41|-1534.196027|-1534.174077|809.4|1435.42|0.5203|385.29|0.6926800000000001|0.6926800000000001|-1533.737579|-0.13195|2.3134|0.02195039|-1533.809351|2.9991|616.0|6.2104|6.2104
12f_a30|0|0|0.0|7.412764017000001|2|2|0.60498366|0.0|0.156569208|-0.015345198|5.351858133|2|0.041555556|0.1468972409999999|0.0|-0.874676289|-0.00695299|-0.008663584|10.31162828|1|1|-0.004395528|0.4304505939999999|-0.077457998|-0.6394697460000001|0.613786308|-0.043091382|0.876441789|0.8357464459999999|-0.090450992|-0.108935062|0.56363596|0.01570263|101.2862703|115.8783181|-0.0452183279999999|7.815328055|1.45550709|0.815175332|-2.396571368|-45.01820228|-31.90082427|3305.792133|-22.5055335|8.366190175|15.86072943|130.3909181|-1192.793275|39.1336968|-444.7025522|2074.08593|1.0|0.0|1.0|1.0|1.0|4.73|0.17|17.0|-7.18|2.82|2.0|133.96|1.0|-6.7|34.0|-5.66|482.48|0.0|0.0|3.42|1.99e-07|0.000579|0.0|6.61e-08|3.19e-05|-0.05464|5.0587|5.52|-1988.032639|-1987.998635|729.87|1225.63|0.2166|245.09|0.32483|0.68471|-1987.782125|-0.14958|3.6633|0.03400408|-1987.848015|4.6865|19.0|7.7144|7.7144
3b_a32|1|1|3.3653429710000005|7.758333467000001|0|0|0.609420808|0.0|0.046791596|-0.007388108|5.733341277|0|0.042528736|-0.0411430079999999|2.21541916|-0.265971895|-0.001282231|-0.1113575119999999|10.31100281|3|3|0.00020567|-0.078754696|-0.0791178979999999|-0.536470812|0.833920105|0.094335058|0.866250192|0.8407393809999999|-0.073068133|-0.100355499|0.2719741|0.014636992|74.63320519|78.12568166|-0.033451833|3.522270202|0.0|0.764128338|-1.103910485|-17.58323784|-16.40987746|2092.213643|-8.049905042|5.765940603|10.69254007|115.707414|-265.6468664|21.47528975|-259.1375886|708.6845618|1.0|1.0|1.0|1.0|1.0|3.11|0.13|19.0|-6.5|1.45|1.0|88.24|1.0|-5.73|21.0|-5.57|312.41|0.0|1.0|3.68|1.86e-06|0.00697|0.0|3.19e-07|9.97e-05|-0.05396|3.5545|2.45|-1594.121087|-1594.095192|524.46|857.0|0.2905|348.81|0.70257|0.70257|-1594.0008779999998|-0.1474099999999999|3.5719|0.02589511|-1594.049677|5.7777|6.0|8.2366|8.2366
8c_a31|1|0|3.435435563|7.765993078999999|1|1|0.610137334|0.0|-0.012583838|-0.01275867|5.733341277|0|0.03995098|-0.106461724|0.0|-0.574140137|-0.0080009219999999|-0.1903992189999999|10.31169969|2|2|-0.004832959|-0.178276512|-0.053983462|-0.513257014|0.922486359|0.006000201|0.896193695|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|133.3100368|206.2599245|-0.039640027|9.027343766|477.2277896000001|0.72308253|-1.66488115|-35.61776956|-21.86561502|2251.08563|-12.06117028|6.820988495|12.99457133|152.7489054|-506.5691518|30.23944586|-246.1066271|1270.056726|1.0|1.0|1.0|1.0|2.0|3.51|0.29|16.0|-6.13|0.85|0.0|93.45|1.0|-4.42|24.0|-6.7|342.42|0.0|1.0|2.83|3.79e-05|0.0811|0.0|7.45e-07|0.0002549999999999|-0.03222|3.8492|1.83|-1426.166503|-1426.129055|595.67|981.89|0.2597|322.11|0.7005|0.7005|-1425.968408|-0.15985|3.3453|0.03744829|-1426.024361|5.1815|0.81|6.0915|6.0915
6g_a40|0|0|0.0|8.421342866|1|2|0.604893315|1.628664494|0.102683335|-0.022381557|6.401917197|0|0.039863946|-0.120745388|0.607999575|-1.09669629|-0.019683422|0.07194868|10.30179936|2|2|-0.018182514|-0.221674172|0.0312035079999999|-0.588058458|0.8316888240000001|0.075283207|0.8917390820000001|0.605346707|-0.164941808|-0.156296046|0.400587529|0.017750905|328.78166810000005|256.5226419|-0.059045173|7.499640603|47.36081569|0.824204189|-2.657032782|-69.68682788|-38.37906336|3142.74733|-24.9461968|6.95079805|12.10032156|114.2663866|-1122.578856|46.56499428|-421.4621621|2095.424743|0.0|0.0|1.0|0.0|3.0|4.06|0.21|14.0|-2.87|0.59|1.0|124.18|3.0|-7.22|31.0|-7.02|474.53|1.0|0.0|2.37|6.049999999999999e-08|0.00917|1.0|0.0013599999999999|0.6459999999999999|-0.08622|3.3197|7.38|-2522.023752|-2521.990118|669.8|1144.59|0.4971|373.48|0.58454|0.5794199999999999|-2521.8114530000003|-0.11857|6.7231|0.03363483|-2521.87499|8.9454|47.0|7.3279|7.3279
4_a47|0|0|0.0|0.0|0|0|1.304464196|0.0|0.004633887|-0.008204735|0.0|2|0.038479532|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0.0687047279999999|10.93671044|0|0|-0.006506051|-0.247195952|-0.017555555|-0.462831711|0.893350891|-0.095209424|0.84420422|0.874200878|-0.07804769|-0.092556319|0.444849947|0.007772995|96.20929041|68.44214684|-0.03525955|2.300808176|0.0|0.806604393|-1.48090111|-23.10213311|-19.18327632|2306.463316|-10.43683449|6.468023748999999|10.818777699999998|105.2186243|-438.3470487|23.78275706|-333.62177030000004|998.8757964|1.0|1.0|0.0|1.0|2.0|2.75|0.05|22.0|-8.79|3.1|2.0|106.52|1.0|-5.92|26.0|-4.99|361.82|0.0|1.0|4.32|1.21e-06|0.0008359999999999|0.0|1.61e-09|5.81e-07|-0.05606|5.7708|4.44|-1509.453558|-1509.4201369999998|576.9|988.42|0.2304|214.85|0.45947|0.69157|-1509.262887|-0.1547|4.2607|0.03342033|-1509.3147789999998|5.4892|32.0|7.5|7.5
18a_a30|0|0|0.0|7.412764017000001|2|2|0.604987543|0.0|0.045071414|-0.006673169|5.351858133|2|0.040166667|-0.041327798|0.0|-0.353677943|0.005050384|-0.01286191|10.31163887|1|1|0.005458948|-0.073280844|-0.053309522|-0.452377064|0.8421237309999999|0.003991162|0.842671963|0.85918121|-0.072474599|-0.095397479|0.294303776|0.017060045|79.18861306|87.66676984|-0.036990859|6.611941026|0.0|0.7904991659999999|-1.812552105|-28.08889239|-23.02866795|2721.874248|-14.33650253|7.050626413|12.72666325|130.4247923|-702.4886239|29.1318055|-361.7006453|1427.458469|1.0|0.0|1.0|1.0|1.0|4.75|0.14|17.0|-6.64|2.82|2.0|127.28|1.0|-5.28|29.0|-5.98|398.48|0.0|0.0|2.63|5.23e-06|0.0056|0.0|2.3100000000000002e-07|9.21e-05|-0.05605|3.4712|3.82|-1575.786909|-1575.755101|665.12|1120.46|0.3781|357.18|0.69033|0.69033|-1575.54671|-0.1418|4.2514|0.03180853|-1575.604922|5.2813|25.0|7.6108|7.6108
12ae_a36|1|0|3.412870974|7.412764017000001|2|2|0.299253957|0.0|0.069118289|-0.009867085|5.351858133|2|0.041555556|0.087069205|0.0|-0.611759277|-0.006862238|-0.083959343|10.31810353|1|1|-0.001160331|0.151620635|-0.15024383|-0.513686975|0.8183043390000001|-0.0931249669999999|0.8837136859999999|0.7162413209999999|-0.085851235|-0.105648609|0.439268891|0.023873046|96.60079598|211.4077529|-0.036430555|13.25108213|19.97715962|0.6849975640000001|-2.11297219|-47.65297933|-27.14173115|3486.122819|-20.22131065|8.676756505|16.22570287|234.6851816|-1172.836017|39.62310606|-275.6561988|2298.140152|0.0|0.0|0.0|1.0|3.0|5.03|0.17|17.0|-6.87|0.84|1.0|142.02|1.0|-3.85|34.0|-8.03|474.54|0.0|0.0|1.18|0.0001409999999999|0.0897|0.0|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|6.24|-1876.203168|-1876.152311|754.15|1281.69|0.4832|236.84|0.40141|0.68591|-1875.897072|-0.1566|6.7458|0.0508577|-1875.963244|8.9297|15.0|7.8239|7.8239
20_a31|1|1|3.3852303|7.765993078999999|0|0|0.609420757|0.0|0.0469387759999999|-0.009722467|5.733341277|0|0.03995614|-0.013040402|2.114008068|-0.476400874|-0.003484915|-0.020082435|10.31100269|3|3|-0.001662219|-0.023477148|-0.0852122769999999|-0.594513619|0.788133615|0.028036914|0.912372776|0.7954270659999999|-0.085849869|-0.110195543|0.246878555|0.019334605|64.42171513|128.1960117|-0.033537774|7.592555532|75.10345696|0.710707042|-1.542737604|-33.71260536|-21.01650877|2576.1287230000003|-13.1700345|8.289864307|15.48343758|181.2859728|-605.8215871|29.5712685|-264.0799235|1360.278351|1.0|1.0|1.0|1.0|2.0|3.46|0.26|19.0|-7.65|1.1|1.0|110.47|1.0|-5.91|27.0|-6.39|397.52|1.0|1.0|3.6|1.24e-06|0.0146|0.0|2.23e-08|8.86e-06|-0.06065|3.5381|4.78|-1880.768349|-1880.734655|666.67|1113.19|0.2011|350.43|0.7036600000000001|0.7036600000000001|-1880.538664|-0.1483|3.7403|0.0336943|-1880.599777|4.9218|8.0|8.0862|8.0862
8f_a8|1|0|2.939511291|7.05012252|0|0|1.394802091|1.241306689|0.024051247|-0.01032134|4.844187086|0|0.043758865|0.0587545909999999|0.0|-0.485102985|-0.007796225|-0.08540947|10.94343488|1|1|-0.007036544|0.152294451|0.09830823|-0.5373378529999999|0.578166105|-0.016217844|0.751162751|0.5968139689999999|-0.122135295|-0.1064257719999999|0.308621017|0.013566221|317.0847898|235.1097364|-0.048375351|4.613060521|67.99102163|0.90577048|-2.128515439|-41.53091131|-28.20910228|2622.044457|-16.44956443|7.504290616|13.81994609|54.94802877|-723.7808349999999|31.14376424|-473.23361|1370.325626|0.0|0.0|0.0|0.0|2.0|3.14|0.0|23.0|-7.95|4.11|2.0|105.27|1.0|-5.21|29.0|-5.98|391.37|0.0|0.0|4.04|6.11e-06|0.00395|0.0|1.13e-08|4.43e-06|-0.0675299999999999|4.7027|7.71|-1361.658484|-1361.626748|602.63|1022.89|0.3188|263.65|0.55661|0.69925|-1361.455053|-0.14532|5.8283|0.03173623|-1361.510739|7.8014|22.76|4.6428|4.6428
12s_a30|0|0|0.0|7.412764017000001|2|2|0.604984545|0.0|-0.00019297|-0.007621736|5.351858133|2|0.04625323|-0.0601024909999999|0.0|-0.403952011|-0.002544958|-0.035768573|10.31162892|1|1|-0.001131023|-0.1597740919999999|-0.0546637159999999|-0.446807335|0.609043558|0.006789196|0.889479916|0.706713791|-0.090733404|-0.103647048|0.404041243|0.019324097|89.91581294|189.9114627|-0.040189672|8.102485674|0.0|0.790481833|-1.969293912|-38.04400919|-26.02399668|2977.11642|-16.8513047|8.066744794|15.14544373|135.66918710000002|-825.7139305|32.92168852|-376.1910929|1613.162737|1.0|0.0|1.0|1.0|1.0|4.63|0.14|17.0|-7.16|3.58|2.0|127.19|1.0|-5.49|31.0|-6.06|434.46|0.0|0.0|3.21|3.24e-06|0.00291|0.0|6.900000000000002e-08|3e-05|-0.0551|5.0438|4.32|-1774.236634|-1774.202623|677.35|1140.1|0.2148|245.81|0.43338|0.68458|-1774.01033|-0.14985|3.0335|0.03401064|-1774.072418|3.9579|7.0|8129.0|8129.0
12o_a36|1|0|3.444418304|7.412764017000001|2|2|1.297042837|0.0|0.01340619|-0.0100574069999999|5.351858133|2|0.040770975|0.03842353|0.0|-0.613501857|-0.00233752|-0.059733192|10.96036596|1|1|-0.000472698|0.065221584|-0.126068378|-0.5110239679999999|0.859938421|0.141570244|0.848816593|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|0.023402195|55.47133795|173.4105814|-0.03541591|12.13767506|112.1259723|0.666462845|-2.018706878|-42.554984000000005|-25.50573629|3009.981519|-18.36865355|7.322888607|13.80895167|240.2059039|-1047.013252|38.27030489|-239.7655413|2181.407379|0.0|0.0|0.0|1.0|3.0|4.97|0.17|17.0|-6.93|1.49|1.0|138.06|1.0|-3.54|33.0|-7.66|438.48|0.0|0.0|1.47|0.000292|0.0997|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|4.5|-1440.969954|-1440.926241|728.07|1240.51|0.4075|238.77|0.36719|0.67273|-1440.671057|-0.15695|4.9237|0.04371335|-1440.734965|6.6471|0.04|7.3979|7.3979
3m_a32|1|1|3.575728458|7.773594467000001|0|1|0.609420748|0.0|0.013867955|-0.006290106|5.733341277|0|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|3|3|0.000822186|-0.065422345|-0.04918838|-0.49476131|0.6943636479999999|-0.0067207069999999|0.872498916|0.798023273|-0.084626325|-0.09390309|0.317009723|0.013428623|92.61088121|120.7751424|-0.027127559|4.801577352|0.0|0.674468222|-1.220740175|-30.25923462|-16.22134838|2588.590536|-9.699808932|7.0752395770000005|13.31775015|194.65681730000003|-436.4914018999999|24.05057475|-208.6520032|1082.275864|1.0|0.0|1.0|1.0|1.0|3.51|0.3|19.0|-7.38|1.74|2.0|110.36|1.0|-5.94|27.0|-6.17|394.51|0.0|1.0|4.12|1.14e-06|0.00547|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|5.1|-1863.502681|-1863.46877|641.52|1073.31|0.2952|346.82|0.7026600000000001|0.7026600000000001|-1863.279862|-0.14835|5082.0|0.0339106999999999|-1863.337677|8.0755|23.0|7.6383|7.6383
3g_a32|1|1|3.542426304|7.78113851|0|0|0.60942078|0.0|0.015803466|-0.006258272|5.733341277|0|0.05052381|-0.058985916|2.2144733530000003|-0.2816222539999999|0.001276735|-0.1154223269999999|10.31100273|3|3|0.002565215|-0.105402305|-0.074808287|-0.563371932|0.833981748|-0.1015732219999999|0.802214256|0.887695945|-0.070213101|-0.098311343|0.273439311|0.0119962889999999|42.56199385|62.23099889|-0.030429702|3.683575459|0.0|0.8007401590000001|-1.278047464|-21.55960626|-16.86199774|2271.746759|-9.343731735|5.917878616|10.70834299|110.4157723|-392.4367329|21.05801434|-333.29803589999995|884.4366022|1.0|0.0|1.0|1.0|1.0|3.43|0.28|19.0|-7.29|2.18|2.0|102.55|1.0|-7.09|24.0|-4.9|354.49|0.0|1.0|4.61|8.12e-08|0.000915|0.0|5.08e-08|1.8e-05|-0.0535|3.5456|4.13|-1712.060085|-1712.036238|593.24|998.86|0.2859|349.68|0.70275|0.70275|-1711.865318|-0.14715|3.3082|0.02384763|-1711.919273|5.5816|14.0|7.8539|7.8539
34_a20|0|0|0.0|6.842683282|0|0|1.416932073|1.877209467|0.0305860929999999|-0.0057643419999999|4.727387819|2|0.0396875|0.199191385|1.991704333|-0.328567476|0.003085806|-0.046356705|10.93244905|1|1|0.003149352|0.327535029|0.0346782989999999|-0.4478820739999999|0.7071284179999999|-0.101401966|0.80310139|0.7966571459999999|-0.0851907119999999|-0.085459595|0.408491116|0.0130295999999999|297.5548445|136.81360859999998|-0.032248904|5.898367836|80.66541842|0.776414086|-1.709191893|-38.56497154|-21.69778179|2825.042137|-14.59875162|7.940146766|14.7802149|150.43359099999998|-773.7338361000001|27.94614651|-371.9551262|1481.145765|1.0|1.0|1.0|1.0|1.0|3.43|0.08|27.0|-9.18|2.47|2.0|125.0|1.0|-5.14|32.0|-6.28|419.48|0.0|1.0|3.63|7.27e-06|0.00399|0.0|6.64e-10|2.780000000000001e-07|-0.05181|5.4132|4.97|-1352.31921|-1352.2836220000002|711.19|1205.64|0.4388|229.04|0.38519|0.68845|-1352.041015|-0.16103|3.8519|0.03558836|-1352.102407|5.4994|61.0|7.2147|7.2147
47p_a18|0|0|0.0|7.03438793|1|1|1.25117677|0.0|-0.001819106|-0.005394244|4.844187086|0|0.037575758|0.025217016|0.0|-0.3775970529999999|0.00235332|-0.015960677|10.94701988|0|0|0.003537135|0.037961877|-0.1736074389999999|-0.441700685|0.72025564|0.030970815|0.7611910209999999|0.832954548|-0.06909945|-0.082580968|0.278332428|0.007989903|10.25627035|123.6411353|-0.030813794|4.377217987|48.48855261|0.818459442|-2.0645242|-37.85569728|-22.80728054|2933.069245|-16.88114242|9.923659881|19.41290064|134.3699001|-1131.036542|27.86610962|-471.4248324|1867.029344|1.0|1.0|0.0|1.0|2.0|4.29|0.28|18.0|-9.03|3.13|3.0|144.53|1.0|-5.67|35.0|-6.07|468.59|0.0|0.0|2.9|2.13e-06|0.0025|0.0|9.35e-10|4.38e-07|-0.05628|3.2036|7.98|-1493.759811|-1493.731375|795.43|1391.71|595.0|387.01|0.6937800000000001|0.6937800000000001|-1493.338659|-0.13118|3.6452|0.02843634|-1493.407248|4.6652|64.0|7.1938|7.1938
