molecula|NaaNH|n9FaHRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|MATS8s|SIC2|RASA|FNSA3|FNSA5|PBF|FPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|WNSA4|GeomRadius|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
16b_a23|0|1|0.0|7.423568444|1|1|1.197960988|3.418247774|0.031073244|-0.005139233|5.351858133|3|0.037664609|0.054655144|0.754232958|-0.3237716519999999|0.0116350769999999|-0.068280331|10.31321583|2|2|0.011266252|0.099244509|-0.123524943|-0.401493392|0.75524548|0.14319927|0.830577373|0.928579764|-0.050637391|-0.07920267|0.2256448969999999|0.018614978|7.971529518|52.92522904|-0.031407956|10.22222569|100.0262487|0.738977|-1.821661419|-27.80700713|-23.2745413|3370.826124|-17.24735864|9.472884487|18.46592377|193.4284005|-1000.346801|31.49562341|-354.1828792|1826.746158|1.0|0.0|1.0|1.0|1.0|4.19|0.07|26.0|-7.33|3.14|2.0|146.03|1.0|-6.19|36.0|-6.3|489.57|0.0|0.0|2.9|6.41e-07|0.00106|0.0|4.6200000000000003e-08|2.26e-05|-0.07352|1.6041|4.24|-1877.655481|-1877.615701|772.84|1340.35|0.3456|772.92|0.95419|0.95419|-1877.270284|-0.13741|9.2317|0.03978022|-1877.335869|14.8849|96.0|7.0191|7.0191
3c_a12|0|0|0.0|6.555356892000001|1|1|0.610140703|0.0|0.06235058|-0.009252756|4.59511985|2|0.039605735|-0.14679559|0.0|-0.379362977|-0.003879878|-0.008931246|10.3117069|1|1|-0.001825446|-0.267255164|-0.116098308|-0.545592465|0.923855679|-0.0461654159999999|0.888353608|0.843855494|-0.071719601|-0.099327724|0.242114395|0.013219706|73.9854678|79.00277721|-0.033980537|3.384177297|0.0|0.7055242159999999|-1.291260406|-18.35985151|-17.19277136|2186.344105|-8.698843907999999|6.231995392999999|10.88288188|148.9927848|-330.5560685|24.36878988|-207.9738085|926.0140155|1.0|1.0|1.0|0.0|1.0|3.94|0.12|17.0|-6.78|1.82|0.0|98.16|1.0|-4.22|23.0|-6.18|319.38|0.0|1.0|2.76|6.06e-05|0.0318|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|2.56|-1327.498519|-1327.471862|544.65|894.36|0.4687|311.14|0.43415|0.68067|-1327.351991|-0.14572|1.6035|0.02665687|-1327.4004710000002|2.3061|0.02|7699.0|7699.0
14aa_a23|0|1|0.0|7.423568444|0|0|1.19796312|3.4143268310000003|0.066582026|-0.005050361|5.351858133|2|0.046678487|0.031136154|0.758549568|-0.287870566|0.013012022|-0.029037128|10.313217300000002|2|2|0.012103325|0.055934795|-0.074579388|-0.4506138879999999|0.725358161|0.055269665|0.8072028240000001|0.924108042|-0.052155763|-0.076107469|0.204831806|0.018016316|40.49537336|51.68445972|-0.03159178|8.355923226|83.27171526|0.796659447|-1.6743643259999998|-24.18971469|-21.51484958|2941.302235|-14.65218978|8.000512184|15.78173785|138.4803717|-776.5660584|27.00633206|-404.0660854|1431.335599|0.0|0.0|1.0|1.0|1.0|3.63|0.12|26.0|-8.16|3.45|2.0|130.22|1.0|-6.23|32.0|-5.92|439.54|0.0|0.0|4.1|5.9e-07|0.00123|0.0|6.9799999999999995e-09|3.07e-06|-0.0708299999999999|3.5934|4.1|-1708.5626|-1708.5422620000002|715.57|1231.11|0.4157|345.03|0.6805899999999999|0.6805899999999999|-1708.276011|-0.1449|5.8286|0.02033777|-1708.338059|8.3532|4.0|8451.0|8451.0
28_a34|0|0|0.0|7.423568444|1|1|1.454781307|1.767685185|0.000561166|-0.016942875|5.351858133|1|0.04515873|-0.201047053|0.0|-0.6946578940000001|-0.012039484|-0.15803127|10.9595763|1|1|-0.007544188|-0.33032879|-0.189821204|-0.5437894289999999|0.8318609690000001|0.092890802|0.8582665429999999|0.545935562|-0.1306693569999999|-0.140864841|0.316156689|0.03768308|144.3404619|232.4555747|-0.048190604|9.876233397|88.32197602|0.7298701059999999|-1.831242935|-34.24669822|-24.6708914|2252.098123|-12.63011537|5.613534285|10.28760365|138.2913845|-479.9443839|33.80175623|-235.3612529|1284.466737|0.0|1.0|1.0|1.0|1.0|3.02|0.12|17.0|-4.78|0.88|0.0|85.92|2.0|-3.27|24.0|-7.04|322.32|0.0|1.0|1.84|0.000533|182.0|0.0|1.66e-05|0.00535|-0.03896|4.2857|4.11|-1100.797628|-1100.760824|544.24|896.02|0.2043|289.3|0.69263|0.69263|-1100.6525880000002|-0.17802|6.4596|0.03680411|-1100.704833|8.5886|3.82|5.4179|5.4179
15_a47|1|1|2.9226792460000004|6.605297921|0|0|1.304329657|0.0|-0.164258919|-0.00516949|4.59511985|2|0.042285714|-0.130885389|1.56205245|-0.21194909|-0.0026314909999999|0.086682657|10.9497222|1|1|-0.002377481|-0.299654464|-0.007670908|-0.332654104|0.644280611|-0.131424138|0.897881853|0.791753677|-0.084413593|-0.0904066519999999|0.429825305|0.016669157|61.0548099|111.3994409|-0.033307714|4.770072524|0.0|0.711630105|-1.265693121|-24.15592798|-17.81765281|2327.320914|-9.531388265|6.984778596|13.37174753|154.260803|-362.1927541|25.03780079|-226.4191275|951.4364299|1.0|1.0|0.0|1.0|2.0|2.89|0.06|21.0|-8.49|2.83|2.0|96.6|1.0|-4.89|25.0|-5.76|353.78|0.0|1.0|3.74|1.29e-05|0.00499|0.0|3.22e-09|1.14e-06|-0.0591799999999999|4.3312|3.33|-1527.4104|-1527.376145|552.16|930.51|0.2828|286.26|0.67203|0.68008|-1527.265523|-0.16762|2.2271|0.03425526|-1527.316555|3.7709|16.0|7.8|7.8
4k_a46|0|0|0.0|7.825245291|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|1|0.0510113959999999|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|1|1|0.006050983|-0.158788415|0.008544799|-0.3860697829999999|0.78837943|-0.003017362|0.787615341|0.8789113709999999|-0.091943864|-0.086581945|0.260665072|0.007038271|171.92614719999997|65.39662252|-0.0306644389999999|2.052909907|0.0|0.8732380740000001|-1.471893066|-26.8180173|-16.56101615|2104.876032|-8.94414722|5.726809252000001|9.829220349|68.46061366|-429.3190666|18.96506421|-403.1511415|910.3230822|1.0|1.0|0.0|1.0|1.0|3.8|0.33|17.0|-6.61|2.84|1.0|100.96|1.0|-4.82|25.0|-5.46|333.43|0.0|1.0|3.79|1.5e-05|0.0049299999999999|0.0|2.48e-07|8.28e-05|-0.01712|5.4228|4.52|-1053.433249|-1053.396715|582.84|1001.96|0.2259|228.63|0.39943|0.68553|-1053.196897|-0.18542|4.0015|0.03653474|-1053.249847|5.7714|0.08|7.0969|7.0969
14_a4|0|0|0.0|7.535296702|1|1|1.399909181|1.947126795|-0.2248919089999999|-0.001935612|5.4161004020000005|1|0.0409444439999999|-0.0135414919999999|0.0|-0.069682036|0.009588001|-0.08389836|10.94612798|1|1|0.008943549|-0.031578333|-0.016862096|-0.199315317|0.507307223|0.158051825|0.843811017|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|0.013047382|12.12963775|67.73740575|-0.03015272|2.697931638|85.72299913|0.768457211|-0.995039765|-13.60128622|-13.71135194|1911.448021|-6.23496557|5.304461808|8.859498364|105.2894945|-205.7538638|17.84270058|-244.1511936|588.8091192|1.0|0.0|0.0|1.0|0.0|3.14|0.06|17.0|-5.71|2.82|0.0|80.09|2.0|-3.4|21.0|-5.8|277.3|0.0|1.0|3.2|0.000396|0.0295|0.0|1.95e-06|0.000539|-0.03639|4.5233|3.22|-918.9507745|-918.9304744|475.32|794.51|0.1864|274.1|0.53298|0.55975|-918.851356|-0.17381|2.3797|0.020300099|-918.896242|3.3312|1.32|5.8794|5.8794
19j_a38|1|0|3.235947106|7.412764017000001|2|2|1.29704352|0.0|-0.089207643|-0.007976154|5.351858133|2|0.04391253|0.105682345|0.0|-0.438688445|-0.004442319|0.003554228|10.95429182|1|1|-0.002443797|0.23209815|-0.09493054|-0.42133715|0.7163622890000001|-0.001131945|0.908721232|0.8071763829999999|-0.0844479869999999|-0.108006563|0.625966089|0.0250587|131.29876370000002|131.9851314|-0.038119963|11.74054073|29.18585028|0.714369845|-1.944118135|-39.565701700000005|-26.09259418|2969.234865|-17.86002424|7.506210369|12.69084117|195.5099392|-910.8612362|36.5253298|-293.4664598|1862.79182|1.0|0.0|1.0|1.0|3.0|4.81|0.13|17.0|-6.92|1.76|1.0|130.41|1.0|-4.35|32.0|-7.13|426.45|0.0|0.0|2.44|4.46e-05|0.0322|0.0|1.2099999999999998e-07|5.14e-05|-0.06447|6.0361|3.23|-1424.426858|-1424.390074|686.26|1163.3|354.0|205.41|0.30419|0.69435|-1424.183388|-0.15182|10.8124|0.03678378|-1424.24494|14.4895|8.0|8.1146|8.1146
8b_a31|1|0|3.37710223|7.765993078999999|1|1|0.610137861|0.0|-0.01883655|-0.013629145|5.733341277|0|0.041161616|-0.130371116|0.0|-0.57242407|-0.010300564|-0.211457443|10.31170011|2|2|-0.006785954|-0.222667869|-0.05421947|-0.510259793|0.928940547|-0.058494079|0.8956498159999999|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|0.03234629|129.8921115|204.9365822|-0.040792077|8.823644775|472.8995873|0.703469355|-1.590890986|-32.92631065|-21.30529654|2189.617009|-11.12754483|6.142377144|11.79588561|154.8750114|-433.9742484|30.28603362|-212.5400476|1181.155311|0.0|1.0|1.0|1.0|2.0|3.4|0.25|16.0|-5.73|0.61|0.0|88.64|2.0|-4.05|23.0|-6.87|328.39|0.0|1.0|2.52|8.97e-05|131.0|0.0|1.86e-06|0.00061|-0.0325|3.8582|1.77|-1386.852117|-1386.815519|566.18|927.61|0.2643|321.36|0.70036|0.70036|-1386.681003|-0.16015|3.6945|0.03659821|-1386.734257|5.6001|2.2|5.6576|5.6576
7f_a8|1|0|2.961566988|7.05012252|0|0|1.394802504|1.2793830309999998|-0.139912829|-0.005338193|4.844187086|0|0.044814815|0.034392285|0.0|-0.234880498|0.00112124|-0.087673259|10.94343485|1|1|0.00084936|0.09329746|0.052081992|-0.381574707|0.515235986|-0.048917705|0.7677336090000001|0.770229267|-0.091890536|-0.08790841|0.3155671539999999|0.0138113419999999|53.09327646|130.7330978|-0.040738044|4.471132824|55.49953831|0.880922225|-1.670259798|-29.74763659|-23.17880348|2534.956113|-13.18808857|7.704280774|14.04331892|67.75191165|-540.7116315000001|26.31197491|-433.4681077|1078.790971|1.0|0.0|1.0|0.0|1.0|3.14|0.0|23.0|-8.46|4.27|2.0|101.89|1.0|-5.68|28.0|-5.27|373.35|0.0|1.0|4.63|2.09e-06|0.00118|0.0|3.5e-09|1.31e-06|-0.07492|3.8187|6.81|-1285.196168|-1285.168078|584.99|991.61|0.3536|324.68|0.7024199999999999|0.6987399999999999|-1285.017838|-0.14506|8.7098|0.02809022|-1285.071664|11.6137|35.65|4.4479|4.4479
4n_a46|0|0|0.0|7.825245291|1|1|1.13463699|2.093595994|-0.061148449|-0.004696854|5.587248657999999|0|0.045335917|-0.2264394139999999|0.0|-0.234842682|0.004988019|-0.144852516|10.94021058|1|1|0.0042595609999999|-0.349865095|0.070558373|-0.369211845|0.741742667|-0.06655165|0.7681452190000001|0.903145407|-0.103381106|-0.085838139|0.371438024|0.008424451|172.8490949|53.22165035|-0.031047837|2.543769935|0.0|0.863203663|-1.459248362|-31.21601103|-17.06080312|2195.786424|-9.374920341|5.666371466|9.921794991|75.1696593|-440.621256|19.76451658|-399.1612105|928.9322794|1.0|0.0|1.0|1.0|1.0|3.75|0.27|17.0|-6.67|2.99|1.0|102.92|1.0|-5.43|26.0|-5.26|343.42|0.0|1.0|3.9|3.75e-06|0.00273|0.0|2.14e-07|7.340000000000001e-05|-0.04044|5.7448|4.57|-1090.343872|-1090.302556|578.83|1011.66|253.0|215.82|0.41625|0.7025|-1090.098769|-0.16641|6.2318|0.04131598|-1090.151267|8773.0|5194.0|5.2845|5.2845
4e_a46|0|0|0.0|7.825245291|1|1|0.300205548|2.12386814|0.1369980459999999|-0.005995748|5.587248657999999|2|0.041636905|-0.08224348|0.0|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|1|1|0.002688298|-0.135489528|-0.030065705|-0.514537262|0.738134189|0.075271624|0.8146060740000001|0.753715041|-0.0835371459999999|-0.084780904|0.68427144|0.010671173|105.0139519|186.9007941|-0.030951758|6.145520557|20.27041189|0.7951078540000001|-1.949960781|-48.10898007|-23.48867857|3411.457836|-17.82509456|7.906917146|15.06943449|155.48860530000002|-1122.980957|29.54149986|-447.9030518999999|1861.114491|1.0|0.0|0.0|1.0|2.0|4.5|0.27|23.0|-8.81|2.06|2.0|137.28|1.0|-6.08|35.0|-6.6|488.6|1.0|0.0|3.5|8.29e-07|0.00191|0.0|1.56e-09|7.64e-07|-0.03893|4.2446|8.03|-1884.613031|-1884.564974|757.1|1343.97|0.4814|292.1|0.5745600000000001|0.56481|-1884.255802|-0.17112|1.9941|0.04805633|-1884.324182|3.2466|154.0|6.8125|6.8125
17b_a25|0|0|0.0|6.842683282|0|0|1.3732004619999998|1.785120622|0.001256821|-0.004368141|4.727387819|2|0.042843137|-0.026412432|1.968416259|-0.266456625|0.005120507|-0.100018134|10.93106294|1|1|0.005244553|-0.044260194|-0.044156525|-0.366585181|0.653180996|0.068812225|0.838260077|0.882170399|-0.068207754|-0.079392561|0.410780725|0.015879547|99.61874923|89.34443096|-0.029249891|9.129863339|87.61586206|0.724866184|-1.6672437880000002|-39.21569422|-22.17876359|3100.8813760000003|-16.81707305|9.700133933|18.52147096|208.6205329|-958.573164|30.59704545|-341.0100868|1744.031591|1.0|1.0|1.0|1.0|1.0|3.56|0.11|27.0|-10.04|2.0|2.0|135.78|0.0|-5.32|35.0|-6.53|458.51|0.0|1.0|3.78|4.75e-06|0.00394|0.0|9.08e-11|4.16e-08|-0.05531|5.4236|5.89|-1483.873254|-1483.830524|781.08|1329.35|0.4635|228.6|0.31395|0.6594800000000001|-1483.563965|-0.16408|3.5074|0.04272963|-1483.630939|5.2142|101.0|6.9957|6.9957
14r_a23|0|1|0.0|7.423568444|0|0|1.197963203|3.201732471|-0.009140243|-0.006323791|5.351858133|2|0.045277778|0.014148395|0.7087588690000001|-0.322513347|0.007671236|-0.079935667|10.31321824|2|2|0.0075222369999999|0.033038452|-0.073945564|-0.454010253|0.616699629|0.03753491|0.846632079|0.8662226190000001|-0.062618931|-0.085881409|0.375360556|0.019185345|47.26552456|86.14846171|-0.03654528|7.956082857|55.62948521|0.7882228370000001|-1.717628177|-25.96781003|-23.53402098|2945.137191|-15.15517566|7.555307147000001|14.15357616|136.37788909999998|-712.2932561000001|29.85706563|-371.2130393|1403.282085|0.0|0.0|1.0|1.0|1.0|3.47|0.05|26.0|-7.67|3.4|2.0|120.24|1.0|-5.58|31.0|-6.31|429.47|0.0|0.0|3.7|2.66e-06|0.00332|0.0|2.14e-08|9.18e-06|-0.06842|5.9406|3.72|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|0.2346|208.71|0.30482|0.68115|-1728.924789|-0.15536|6.2620000000000005|0.02296354|-1728.98403|8.8722|5.0|8.2684|8.2684
38_a18|0|0|0.0|7.03438793|2|2|1.251175383|0.0|0.059724697|-0.00575311|4.844187086|1|0.035478927|-0.066676644|0.0|-0.448742607|0.000520558|-0.020056674|10.94702086|0|0|0.001602741|-0.0993372269999999|-0.074661643|-0.498932552|0.745084567|-0.03302891|0.751875124|0.8310704529999999|-0.076974444|-0.082256123|0.423402315|0.00838904|100.7046282|134.4282836|-0.0322355079999999|5.3122971560000005|74.46052717|0.880927895|-2.385427574|-48.74349112|-25.65190078|3162.36475|-20.41289434|10.98254153|20.5922319|94.75345803|-1510.554181|29.11918324|-606.2584549|2154.819559|1.0|1.0|0.0|1.0|3.0|4.53|0.34|18.0|-10.33|3.7|3.0|160.66|0.0|-6.98|38.0|-5.55|508.65|0.0|1.0|3.64|1.05e-07|0.000399|0.0|4.68e-11|2.38e-08|-0.0483699999999999|3.2241|8.95|-1611.630281|-1611.60375|861.93|1515.64|0.5147|384.55|0.69235|0.69235|-1611.133158|-0.13229|1.9877|0.02653109|-1611.206669|2.7244|91.0|7041.0|7041.0
19_a15|0|0|0.0|0.0|0|0|0.300209223|0.0|0.156105985|-0.009832375|0.0|1|0.040555556|0.037722611|0.0|-0.4621216379999999|-0.012350591|-0.04003124|10.31928434|0|0|-0.00534669|0.060683674|-0.0283109839999999|-0.571686169|0.7981860159999999|0.042424078|0.770451673|0.691069123|-0.0946599869999999|-0.112106433|0.355677322|0.00527267|61.63983265|178.5363184|-0.042351319|1.761006946|15.76831619|0.922135562|-1.905809364|-31.61527447|-24.47553536|2625.952212|-14.14482104|6.10227122|10.26331993|44.99916039|-636.516947|26.54223128|-487.9183964|1194.400408|1.0|1.0|1.0|0.0|2.0|2.99|0.11|18.0|-7.14|1.64|1.0|101.22|1.0|-5.12|26.0|-6.22|369.44|0.0|1.0|2.88|7.56e-06|0.0152|0.0|7.28e-08|2.69e-05|-0.0372399999999999|4.1742|7.53|-1523.404372|-1523.361214|601.23|1030.77|0.4895|297.03|0.68945|0.68945|-1523.196562|-0.17018|6.7515|0.04315771|-1523.254714|9326.0|72.0|7.1427|7.1427
14ac_a23|0|1|0.0|7.423568444|0|0|1.1979507740000002|2.7104403130000003|0.0763230759999999|-0.011656739|5.351858133|2|0.048351548|0.016532702|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|10.3132169|2|2|-0.004445662|0.068237909|-0.069765112|-0.562985112|0.5562570379999999|0.1374474|0.834426845|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|0.016832361|57.45545019|51.99287907|-0.043970249|9.597200637|0.327656318|0.8077820920000001|-2.330423202|-50.3831402|-33.20157553|3695.344378|-25.07023818|8.122941134|15.90074614|145.1421706|-1328.722623|41.10214358|-464.8074813999999|2178.41361|1.0|0.0|1.0|1.0|1.0|3.69|0.12|26.0|-9.03|4.6|2.0|130.29|1.0|-7.31|38.0|-5.84|547.48|1.0|0.0|5.43|4.92e-08|0.000123|0.0|9.25e-10|5.06e-07|-0.08813|4.0014|4.93|-2304.001319|-2303.9786940000004|751.54|1285.58|0.3209|309.85|0.6408|0.69962|-2303.749331|-0.15055|6.3004|0.02262555|-2303.819891|8.6341|4.0|8.3851|8.3851
34_a47|0|1|0.0|6.842683282|0|0|1.40499556|1.883479676|-0.210257395|-0.004157676|4.727387819|3|0.03522792|-0.094313757|1.741433543|-0.191253079|0.003530307|-0.043634386|10.98214103|1|1|0.0047106|-0.208989427|-0.1430639269999999|-0.2829549719999999|0.62974551|0.046668352|0.89234354|0.8260556609999999|-0.061957581|-0.090141168|0.437215023|0.019723558|31.17423189|96.32577107|-0.029348287|6.048527453999999|0.0|0.653993216|-1.261976347|-19.00022922|-16.25230464|2371.236125|-9.000096143|7.066583143|12.96364153|191.6093987|-387.0041342|24.85087647|-170.55473480000003|1068.587688|1.0|1.0|1.0|1.0|1.0|3.19|0.16|21.0|-7.47|1.75|0.0|99.09|1.0|-3.57|26.0|-6.66|348.38|0.0|1.0|3.02|0.000267|0.0436|0.0|3.36e-08|1.17e-05|-0.0545|4.2077|2.41|-1162.4815230000002|-1162.450678|585.79|980.02|0.2309|294.66|0.6602399999999999|0.69314|-1162.283641|-0.16086|4.4605|0.03084502|-1162.33788|6.2235|2.0|8.7|8.7
4d_a46|0|0|0.0|7.825245291|1|1|1.134637067|2.146507937|-0.1397563859999999|-0.001749881|5.587248657999999|2|0.047736111|-0.131948546|0.0|-0.085744171|0.0116902869999999|-0.111025108|10.96333164|1|1|0.010756749|-0.206000242|-0.0814707009999999|-0.240143042|0.6535171|-0.213089038|0.8075680409999999|0.936057958|-0.056384895|-0.070772596|0.290035518|0.008652238|8.241078584|35.10521457|-0.024616555|2.607946825|74.62074724|0.813427965|-1.132361533|-16.99546444|-13.51488667|2181.291783|-7.419891252999999|5.757075209|10.30138878|102.4310631|-341.3149976|16.6147308|-344.15403910000003|764.2776167999999|1.0|0.0|1.0|1.0|0.0|3.78|0.35|17.0|-7.41|2.84|2.0|101.75|1.0|-4.93|25.0|-5.4|352.86|0.0|1.0|4.11|1.18e-05|0.00275|0.0|3.88e-08|1.3699999999999998e-05|-0.0396399999999999|4.4265|4.18|-1453.840712|-1453.817782|588.18|1009.78|0.1313|280.09|0.69884|0.69884|-1453.635434|-0.18639|3.5318|0.02292966|-1453.688943|3.7104|517.0|6.2865|6.2865
14c_a22|0|0|0.0|6.842683282|0|0|1.42291727|1.596256692|-0.134137693|-0.005236206|4.727387819|2|0.038137255|-0.026986769|1.568396937|-0.298463715|0.003784292|-0.023927419|10.9464374|1|1|0.004362505|-0.047249795|-0.0917078119999999|-0.364626967|0.667111824|-0.096749121|0.8353837409999999|0.866576459|-0.067475189|-0.080077573|0.6160012029999999|0.024569649|36.22825261|96.05497587|-0.030217952|12.73426132|78.22334636|0.66168729|-1.60155147|-34.9718749|-21.75466672|3079.4894480000003|-15.66173379|8.626337592|16.03849168|243.5598613|-830.0718911|32.87756477|-232.8055235|1742.5109329999998|0.0|1.0|1.0|1.0|1.0|3.49|0.08|27.0|-9.28|1.08|1.0|128.77|1.0|-4.86|34.0|-6.96|445.48|0.0|0.0|2.98|1.39e-05|0.0107|0.0|5.269999999999997e-10|2.35e-07|-0.07399|5.7361|4.79|-1460.602657|-1460.571156|715.52|1241.55|0.5079|216.15|0.3078|0.69113|-1460.324494|-0.15408|7.3824|0.03150011|-1460.38772|9.04|153.0|6.8153|6.8153
22_a10|0|0|0.0|7.535296702|1|1|1.343837143|2.113627059|-0.067641834|-0.005035102|5.4161004020000005|2|0.036101695|-0.026750502|1.880539113|-0.332316729|0.008350227|0.01204992|10.92966136|1|1|0.008903905|-0.042831367|-0.129989728|-0.356699217|0.670763832|-0.02603707|0.79665945|0.8698299140000001|-0.053881447|-0.0649866779999999|0.775071808|0.016720696|75.58376652|101.3847763|-0.022372463|10.14325785|60.10354816|0.564323334|-1.3647202319999998|-32.68604442|-17.4251029|3241.833491|-13.57178303|8.84228648|15.30289992|339.3328129|-827.8787647|30.87787063|-100.1982412|1883.550109|1.0|1.0|1.0|1.0|0.0|3.74|0.17|27.0|-9.37|2.8|2.0|139.53|1.0|-5.34|36.0|-6.29|475.54|0.0|0.0|4.26|4.55e-06|0.0014|0.0|4.27e-10|2.03e-07|-0.05712|4.8251|5.65|-1544.237634|-1544.203968|770.92|1339.48|0.2624|256.95|0.4483899999999999|0.6834100000000001|-1543.893507|-0.16095|4.8409|0.03366599|-1543.959333|6.5841|1.1|5.9586|5.9586
5b_a49|0|0|0.0|7.853604813|2|2|1.343848745|2.119588967|0.1108916119999999|-0.007610481|5.777652323|2|0.034466231|-0.072128552|1.926253727|-0.418576471|0.005836378|-0.0695402359999999|10.9297646|1|1|0.006696215|-0.12209302|-0.13632743|-0.515894968|0.6981815290000001|-0.006962617|0.839963111|0.7969332440000001|-0.0698098759999999|-0.076494119|0.615864196|0.020319986|170.0796998|119.3565117|-0.026008|7.020013952999999|69.07083505|0.608694741|-1.300400018|-24.11745318|-15.28671785|2764.188493|-8.985071494|6.270195553|11.94760614|229.9974239|-449.2535747|25.1139312|-127.7749783|1255.69656|0.0|1.0|1.0|1.0|1.0|3.34|0.22|21.0|-7.24|2.07|1.0|122.26|1.0|-3.3|30.0|-7.24|396.44|0.0|1.0|2.58|0.000496|0.0468|0.0|5.79e-08|2.3e-05|-0.04453|5.1653|3.92|-1292.139616|-1292.100239|633.92|1093.32|0.4653|240.03|0.39241|0.65269|-1291.873941|-0.1624799999999999|4.3767|0.03937634|-1291.929428|6.1996|28.0|7.5528|7.5528
12x_a30|0|0|0.0|7.412764017000001|2|2|0.604984021|0.0|0.044575215|-0.006008579|5.351858133|2|0.043383838|-0.0606216429999999|0.0|-0.3545061539999999|0.00604028|0.027312213|10.31162819|1|1|0.006346396|-0.104089964|-0.053700437|-0.458718546|0.842068099|-0.062251445|0.829606585|0.848844277|-0.071909912|-0.091725339|0.398925866|0.014757946|74.51844582|99.81775209|-0.035022402|6.435648079|0.0|0.824674971|-1.926232129|-31.35848986|-23.12752311|2845.417984|-15.27257668|7.794822643|14.14885734|115.7782842|-839.9917174000001|28.04441012|-428.8071293|1542.442557|1.0|0.0|1.0|1.0|1.0|4.86|0.21|17.0|-7.38|3.25|2.0|137.21|1.0|-6.04|31.0|-5.64|426.54|0.0|0.0|3.19|9.14e-07|0.00148|0.0|4.12e-08|1.76e-05|-0.05093|3.4831|4.45|-1654.40976|-1654.3784|703.75|1211.79|0.1517|355.95|0.68589|0.68589|-1654.1207|-0.14783|4.3702|0.03136007|-1654.183467|4.8197|22.0|7.6556|7.6556
13l_a6|1|0|3.433158672|7.412764017000001|1|1|1.4242139390000002|0.0|0.03093879|-0.0143011819999999|5.351858133|1|0.0408037829999999|0.090187973|0.0|-0.858070925|-0.009326562|-0.037558466|10.95129637|1|1|-0.006280295|0.144180269|-0.045794891|-0.564860904|0.8694295409999999|-0.058931734|0.84018367|0.643098986|-0.118071236|-0.126521431|0.210844002|0.030012523|182.8275745|248.6104661|-0.0451862259999999|14.56282911|118.3485042|0.793671137|-2.53042863|-57.29112645|-31.47586631|2967.923804|-21.92549054|8.810095892|15.34147837|143.7247666|-1227.82747|39.65857501|-409.1314702|2220.880201|1.0|1.0|1.0|1.0|3.0|3.64|0.16|23.0|-8.89|1.39|1.0|124.98|1.0|-5.49|33.0|-6.59|441.48|0.0|1.0|3.07|3.26e-06|0.0075599999999999|0.0|1.29e-09|5.7e-07|-0.04885|3.6675|5.41|-1465.865882|-1465.834958|735.52|1249.13|0.3115|338.07|0.7002|0.70515|-1465.560303|-0.14562|7.2582|0.03092407|-1465.624566|8.9893|385.0|6.4145|6.4145
