molecula|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
14f_a23|0|1|2|7.423568444|0|0|3.366063739|-0.006791105|-0.027380305|2|0.056215377|0.010561248|10.3132176|-0.041351617|2|2|0.010508236|0.101910723|-0.110069159|-0.199540201|-0.399688849|2|0.756252127|0.796412133|-0.06885759|0.854683662|0.71381683|1|-0.059927056|-0.084419703|0.027134452|-40.51498423|-57.07376861|96.47955427|0.105837608|71.55380685|-0.031450478|0.665778294|-1.603974359|-27.39103254|-21.26277654|58.85981824|0.478733036|3014.916135|2322.5224120000003|-14.37516058|6768.918745|-733.1331894|0.025162423|-224.1560124|1628.77284|17.01160115|0.0|0.0|1.0|1.0|1.0|1.0|3.57|0.09|26.0|-7.51|3.42|4.03|2.72|0.0|1.0|-5.63|32.0|-6.47|0.0|0.0|3.46|-5.02|2.32e-06|9.57e-06|0.0|0.0|-0.07163|5.8184|3.5753|-1744.452086|1210.19|213.09|0.60917|0.6733399999999999|-0.1458|6.3534|-0.21743|0.02255331|-1744.2443850000002|2.0|8.6459
12aa_a36|1|0|0|7.412764017000001|2|2|0.0|-0.011588438|-0.135770278|2|0.03597264|-0.006653538|10.95446449|-0.013898809|1|1|-0.004569485|0.0620143779999999|-0.052743904|-0.090926893|-0.53315493|1|0.892815402|0.833911317|-0.023185884|0.888163057|0.849217847|0|-0.1066659309999999|-0.117270578|0.023617545|-72.94175494|-80.19356964|132.3194611|0.3110547589999999|212.7097172|-0.04126187|0.731335741|-2.228140982|-49.88002793|-28.21625599|89.09222754|0.44829258|2928.7759760000004|2418.848273|-19.29522587|6438.603019|-1041.942197|0.023386634|-316.3903377|2083.417693|15.99256772|0.0|0.0|0.0|1.0|0.0|3.0|4.83|0.13|17.0|-6.14|1.92|0.98|1.28|0.0|1.0|-3.52|32.0|-7.79|0.0|0.0|1.15|-3.45|0.000304|0.000359|0.0|0.0|-0.05111|3.8899|3.8899|-1401.662677|1183.76|318.73|0.6931|0.6931|-0.15718|3.5904|-0.20829|0.04550032|-1401.45065|9.0|8.0458
13k_a6|1|0|0|7.412764017000001|1|1|0.0|-0.014257799|-0.132667824|1|0.051404465|-0.009326562|10.95129637|-0.072504783|1|1|-0.006280295|0.08217847|-0.045794891|-0.073210645|-0.5627624379999999|1|0.8694295409999999|0.7908110340000001|-0.123105035|0.84018367|0.827754203|0|-0.11937574|-0.127178105|0.0296987679999999|-82.8774254|-88.29427104|183.1261118|0.3589674579999999|249.215618|-0.045420752|0.7971316940000001|-2.543562101|-57.53822059|-31.53366823|103.4959988|0.426031882|2966.890288|3332.974951|-21.89246528|6492.211639|-1225.9780560000002|0.017981419|-412.5714301|2215.299472|12.48372364|1.0|1.0|1.0|1.0|1.0|3.0|3.68|0.16|23.0|-8.89|4.55|3.8|1.39|0.0|1.0|-5.49|33.0|-6.59|0.0|0.0|3.18|-4.77|3.26e-06|1.7100000000000002e-05|0.0|0.0|-0.04851|5112.0|3.5476|-1465.862962|1246.69|242.53|0.4547|0.70536|-0.14589|8.1639|-0.1944|0.0308324|-1465.621288|46.0|7.3372
12v_a30|0|0|0|7.412764017000001|2|2|0.0|-0.006974714|-0.029548782|2|-0.099831334|0.002431329|10.31162873|-0.04950715|1|1|0.001805829|-0.173424818|-0.0493878409999999|-0.0857954809999999|-0.471153275|1|0.8149999040000001|0.83236194|-0.080971844|0.889479916|0.711738503|0|-0.077138874|-0.0971402169999999|0.015823709|-52.18846092|-65.72041011|82.09302037|0.1498787969999999|101.4008026|-0.037666615|0.806069067|-1.845664126|-35.30820865|-25.48342433|62.89402328|0.478535287|3001.758432|2483.120571|-17.2408622|6952.110426|-844.8022477|0.014801518|-414.1432908000001|1549.107692|10.01399667|1.0|0.0|1.0|1.0|0.0|1.0|4.62|0.14|17.0|-7.8|5.11|3.92|3.79|0.0|1.0|-6.58|31.0|-5.52|0.0|0.0|3.59|-6.04|2.64e-07|9.14e-07|0.0|0.0|-0.0563|3.5507|3.5507|-2494.963646|1209.1|349.18|0.68405|0.68405|-0.1505099999999999|2.9171|-0.20681|0.03495552|-2494.802821|22.0|7.6596
12h_a40|0|0|1|7.515889085|0|0|1.760542171|-0.008044548|-0.107711573|0|0.208938531|-0.000134504|10.31197256|-0.21893421|2|2|-0.002126898|0.367928263|0.127299624|0.224167029|-0.556229094|0|0.809398262|0.7769829840000001|-0.335801908|0.845904643|0.6948809659999999|1|-0.0954337969999999|-0.091448888|0.0117142839999999|-50.45378559|-48.34705035|208.6717565|0.160518251|84.86252967|-0.038796498|0.844008584|-1.280284432|-26.67382585|-20.51086984|56.64687411|0.4958138139999999|2270.834041|603.6697997|-10.84365353|5087.343024|-357.8405665|0.012453938|-363.7398044|801.957134|6.584127851|1.0|0.0|1.0|1.0|1.0|1.0|3.19|0.0|20.0|-6.84|4.59|5.02|3.76|0.0|1.0|-6.25|23.0|-5.13|0.0|0.0|4.22|-5.58|5.58e-07|2.61e-06|0.0|0.0|-0.07512|4.1508|2.6436|-2153.207198|910.77|298.7|0.6503899999999999|0.7041|-0.1092|2.5573|-0.18432|0.02044063|-2153.123274|823.0|6.0846
47j_a18|0|0|0|7.03438793|1|1|0.0|-0.007807275|-0.068902246|0|-0.048528478|0.00031105|10.94702285|0.0033281|0|0|0.002317206|-0.073551529|-0.218974385|-0.331885553|-0.48833504|0|0.783538352|0.7444236670000001|0.005740124|0.77844379|0.757001264|0|-0.073041469|-0.094744194|0.015967126|-56.816779|-73.69868165|95.57657747|0.19348155|150.5035248|-0.033837212|0.764425062|-2.368604851|-44.19607713|-26.32095773|69.23713027|0.481373558|3172.831382|2064.803327|-20.47428768|7316.123159000001|-1433.2001369999998|0.016220875|-411.3767328|2410.265089|12.6177344|1.0|1.0|0.0|1.0|1.0|3.0|4.54|0.28|18.0|-8.79|2.43|2.82|2.63|1.0|1.0|-5.83|37.0|-6.46|0.0|0.0|2.39|-5.14|1.49e-06|7.32e-06|1.0|0.0|-0.04423|3.1054|3.1054|-1625.445572|1459.55|399.25|0.6983600000000001|0.6983600000000001|-0.1285|4.1619|-0.17273|0.03246539|1625.053346|35.0|7.4559
17b_a25|0|0|1|6.842683282|0|0|1.785120622|-0.004368141|-0.002108117|2|-0.026412432|0.005120507|10.93106294|0.016982601|1|1|0.005244553|-0.044260194|-0.044156525|-0.073994564|-0.366585181|2|0.653180996|0.780221059|0.029728702|0.838260077|0.636746066|1|-0.068207754|-0.079392561|0.015879547|-51.71860811|-60.19950116|99.61874923|0.1178296009999999|89.34443096|-0.029249891|0.724866184|-1.6672437880000002|-39.21569422|-22.17876359|63.75929319|0.476276266|3100.8813760000003|2514.295488|-16.81707305|6674.061446|-958.573164|0.0175785369999999|-341.0100868|1744.031591|13.32894629|1.0|1.0|1.0|1.0|1.0|1.0|3.56|0.11|27.0|-10.04|4.88|5.18|2.0|0.0|0.0|-5.32|35.0|-6.53|0.0|0.0|3.78|-5.07|4.75e-06|8.59e-06|0.0|0.0|-0.05531|5.4236|3961.0|-1483.873254|1329.35|228.6|0.31395|0.6594800000000001|-0.16408|3.5074|-0.21939|0.04272963|-1483.630939|101.0|6.9957
12b_a32|1|1|0|7.765993078999999|0|0|0.0|-0.009432679|-0.055500132|0|-0.044307211|-0.003484915|10.31100269|-0.053480599|3|3|-0.001662219|-0.079768013|-0.0852122769999999|-0.1534110109999999|-0.584995111|0|0.788133615|0.838021287|-0.090027803|0.8887585240000001|0.7507116140000001|1|-0.081450418|-0.097525366|0.016282332|-50.88975159|-60.93328667|90.57560878|0.217407|135.83463989999998|-0.027561517|0.60420609|-1.267829764|-31.79562339|-17.22027667|61.06285882|0.430631506|2573.006963|3148.185476|-10.75912958|5653.268811|-494.9199607|0.025166975|-130.2147289|1311.0306890000002|15.72418067|1.0|1.0|1.0|1.0|1.0|2.0|3.47|0.26|19.0|-7.65|6.49|4.19|1.1|1.0|1.0|-5.9|27.0|-6.4|1.0|0.0|3.59|-4.43|1.27e-06|3.72e-05|0.0|0.0|-0.05173|3.5703|3.5703|-1880.770588|1109.93|347.27|0.70258|0.70258|-0.14803|3208.0|-0.19976|0.0385132|-1880.599158|26.0|7585.0
34_a47|0|1|1|6.842683282|0|0|1.883479676|-0.004157676|-0.064842466|3|-0.094313757|0.003530307|10.98214103|0.078153957|1|1|0.0047106|-0.208989427|-0.1430639269999999|-0.317014709|-0.2829549719999999|3|0.62974551|0.833786184|0.128336294|0.89234354|0.609110565|1|-0.061957581|-0.090141168|0.019723558|-34.3104683|-49.91779281|31.17423189|0.1739443389999999|96.32577107|-0.029348287|0.653993216|-1.261976347|-19.00022922|-16.25230464|45.23285281|0.45489212|2371.236125|918.6458674|-9.000096143|5105.274301|-387.0041342|0.023023142|-170.55473480000003|1068.587688|12.74960652|1.0|1.0|1.0|1.0|1.0|1.0|3.19|0.16|21.0|-7.47|3.34|4.52|1.75|0.0|1.0|-3.57|26.0|-6.66|0.0|1.0|3.02|-3.9|0.000267|0.000125|0.0|0.0|-0.0545|4.2077|3.8892|-1162.4815230000002|980.02|294.66|0.6602399999999999|0.69314|-0.16086|4.4605|-0.21536|0.03084502|-1162.33788|2.0|8.7
4R4k_a46|0|0|1|7.825245291|1|1|2.145043462|-0.0049602|-0.088084767|1|-0.104665424|0.006550513|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.141706595|0.787615341|0.784722915|0|-0.089699228|-0.085931818|0.007883196|-47.73036108|-45.72566346|173.3171354|0.109374836|58.20005971|-0.030434186|0.866681099|-1.4608409080000002|-25.39807111|-16.19450581|51.92513282|0.465590034|2105.035168|1767.850427|-8.617349646000001|4711.736397|-413.632783|0.007248925|-390.2334878|896.9115391|3.857266463|1.0|1.0|0.0|1.0|1.0|1.0|3.8|0.33|17.0|-6.61|4.26|4.77|2.84|0.0|1.0|-4.82|25.0|-5.46|0.0|1.0|3.81|-4.83|1.5e-05|1.4800000000000002e-05|0.0|0.0|-0.02045|5.2965|4.1392|-1053.439174|994.13|234.09|0.54119|0.68404|-0.17484|1.8559|-0.19529|0.0257622|-1053.254911|97.0|7.0132
19_a15|0|0|0|0.0|0|0|0.0|-0.009832375|-0.558905888|1|0.037722611|-0.012350591|10.31928434|-0.032407407|0|0|-0.00534669|0.060683674|-0.0283109839999999|-0.045543362|-0.571686169|1|0.7981860159999999|0.722297906|-0.048611111|0.770451673|0.7358168620000001|0|-0.0946599869999999|-0.112106433|0.00527267|-54.70558911|-64.78818183|61.63983265|0.308930877|178.5363184|-0.042351319|0.922135562|-1.905809364|-31.61527447|-24.47553536|57.75275299|0.405429114|2625.952212|1857.369806|-14.14482104|5417.777463|-636.516947|0.005747326|-487.9183964|1194.400408|3.321475588|1.0|1.0|1.0|0.0|1.0|2.0|2.99|0.11|18.0|-7.14|2.36|4.96|1.64|0.0|1.0|-5.12|26.0|-6.22|0.0|0.0|2.88|-4.39|7.56e-06|4.1200000000000005e-05|0.0|0.0|-0.0372399999999999|4.1742|4.1742|-1523.404372|1030.77|297.03|0.68945|0.68945|-0.17018|6.7515|-0.20742|0.04315771|-1523.254714|72.0|7.1427
10_a47|0|0|0|0.0|0|0|0.0|-0.008013899|-0.166367455|2|-0.169242585|-0.008120645|10.93671036|0.007193585|0|0|-0.0065562469999999|-0.349569106|-0.021926603|-0.045289209|-0.45272733|2|0.7027461220000001|0.754096463|0.011239977|0.8077565520000001|0.6913602740000001|1|-0.076311525|-0.0936757959999999|0.00951788|-40.80144983|-50.08559665|103.41137940000002|0.158929034|84.97451737|-0.035388634|0.801882632|-1.592488524|-21.81529334|-18.9212254|45.89037038|0.411647394|2355.515804|1567.859561|-10.11660331|5482.319019|-455.247149|0.014051737|-322.8149102|1061.820157|7.51303623|1.0|1.0|0.0|1.0|1.0|2.0|3.02|0.09|22.0|-8.85|5.12|5.92|3.21|0.0|1.0|-5.75|27.0|-5.08|1.0|0.0|4.41|-5.5|1.77e-06|3.18e-06|0.0|0.0|-0.0486399999999999|5.7693|3.7236|-1188.405988|997.16|214.9|0.53909|0.69212|-0.15445|1.9281|-0.20309|0.03158831|-1188.244739|13.0|7.9
12f_a36|1|0|0|7.412764017000001|2|2|0.0|-0.006773586|-0.032343041|2|0.10938259|0.003676818|10.95389399|-0.06756661|1|1|0.0045625|0.182557897|-0.101854847|-0.169994208|-0.438198895|1|0.902377067|0.821599443|-0.1188384119999999|0.8700396090000001|0.857993338|0|-0.071035495|-0.100276611|0.01784834|-46.86832019|-66.16123807|43.53853176|0.156443092|103.2191714|-0.035813075|0.7803018709999999|-2.00553221|-30.92312428|-23.629013600000004|58.64442871|0.464240353|2770.818472|2380.393255|-15.59012402|6000.985822|-873.0469447999999|0.015685228|-369.879252|1695.785708|10.34891518|1.0|0.0|0.0|1.0|0.0|2.0|4.94|0.21|17.0|-7.36|3.62|2.45|2.45|0.0|1.0|-4.61|31.0|-6.33|0.0|1.0|2.4|-4.57|2.48e-05|2.6600000000000003e-05|0.0|0.0|-0.05035|5.2106|3.6545|-1311.57896|1195.77|237.95|0.37095|0.70126|-0.15011|5.9228|-0.20046|0.02879265|-1311.345557|11.0|7.9586
17e_a50|0|1|2|7.934155233999999|2|2|4.3906140030000005|-0.0020746479999999|0.038322942|2|-0.011278897|0.012036705|10.94500663|-0.114420412|2|2|0.012372059|-0.017965698|-0.1949741189999999|-0.310566368|-0.229030473|1|0.7596299459999999|0.7409645029999999|-0.202197068|0.7791604190000001|0.736221185|1|-0.046347299|-0.073011385|0.012865274|-32.24487658|-50.7956915|10.68364489|0.069891795|48.62532158|-0.02665495|0.803671114|-1.67926185|-22.43349867|-18.5444588|41.19554236|0.489797496|2883.936138|1981.934841|-12.90180444|6301.28046|-812.8136797000001|0.010255676|-422.5418889|1453.705234|7.135108233|0.0|1.0|1.0|1.0|1.0|0.0|4.18|0.37|20.0|-7.33|4.23|4.68|2.91|0.0|1.0|-4.87|33.0|-6.08|0.0|1.0|4.03|-5.18|1.34e-05|6.58e-06|0.0|0.0|-0.03156|4.2373|4.0298|-1375.295877|1312.91|292.6|0.6322800000000001|0.66478|-0.16649|6.7175|-0.19805|0.02761851|-1374.992422|155.0|6.8097
12ap_a36|1|0|0|7.412764017000001|2|2|0.0|-0.007719624|-0.010732275|2|0.066185994|-0.000143196|10.95430638|-0.042675894|1|1|0.001194592|0.117738331|-0.098598933|-0.175397741|-0.436880644|1|0.8707354620000001|0.832758813|-0.074596774|0.893689741|0.8212311840000001|0|-0.082622504|-0.106173763|0.0217479329999999|-54.21070432|-69.6632787|82.56761031|0.1694125169999999|111.1558165|-0.037473093|0.737851886|-1.91112774|-35.56900768|-24.58703954|68.48007054|0.464588|2843.18721|2328.307856|-16.13217554|6003.481614|-822.7409526|0.020575639|-312.1212186|1699.445432|13.50019441|1.0|0.0|0.0|1.0|0.0|2.0|4.78|0.13|17.0|-6.66|2.75|1.76|1.38|0.0|1.0|-3.99|31.0|-7.08|0.0|0.0|1.66|-3.95|0.000101|0.000113|0.0|0.0|-0.06084|4.9124|3.8801|-1325.199863|1160.79|252.39|0.59563|0.6929|-0.15704|7.0249|-0.21788|0.04039655|-1325.0127220000002|32.0|7.4949
16_a20|1|0|0|6.842683282|0|0|0.0|-0.004705049|0.00695144|2|0.126359252|8.23e-05|10.93301779|-0.062750442|1|1|0.001157852|0.211127741|-0.070208458|-0.117308016|-0.458484451|2|0.7582110409999999|0.7478675859999999|-0.10978034|0.809440795|0.724665638|1|-0.066137353|-0.077793092|0.011604018|-43.51359744|-51.18223058|69.28224942|0.084994428|55.92018945|-0.029561375|0.780108103|-1.47806874|-28.6288015|-19.44924762|51.14820251|0.464473378|2722.728332|2161.751186|-12.79619894|5896.394536|-639.8099471|0.013439632|-368.5817657|1246.573875|8.84230625|0.0|1.0|1.0|1.0|1.0|1.0|3.5|0.08|27.0|-10.52|6.38|5.46|2.2|0.0|0.0|-6.06|31.0|-5.42|0.0|0.0|4.37|-5.66|8.68e-07|2.17e-06|0.0|0.0|-0.05909|5.9837|3.5704|-1275.900951|1174.61|207.2|0.32553|0.69524|-0.1481299999999999|4.7315|-0.20722|0.03385502|-1275.6960869999998|26.0|7585.0
3q_a32|1|1|0|7.765993078999999|0|0|0.0|-0.008072705|-0.04718311|0|0.02785755|0.000773658|10.31100266|-0.098400506|3|3|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|-0.5448044360000001|0|0.751733573|0.853737093|-0.1585635|0.901790225|0.716172604|1|-0.067604132|-0.097961799|0.018527744|-41.72706804|-60.46462749|41.73511731|0.15006201|92.62226328|-0.027989085|0.6349739010000001|-1.371465184|-25.7550561|-17.27560785|53.16288420000001|0.46136998|2649.276311|3335.898591|-10.6629646|6079.482066|-522.4852655000001|0.022526037|-166.61896299999998|1333.133193|13.90366881|1.0|0.0|1.0|1.0|1.0|1.0|3.57|0.3|19.0|-7.31|6.43|4.72|1.33|0.0|1.0|-5.91|28.0|-6.35|0.0|0.0|3.86|-4.62|1.24e-06|2.4100000000000003e-05|0.0|0.0|-0.04968|3.6236|3.6236|-1920.066488|1136.46|342.16|0.70216|0.70216|-0.15001|4.1362|-0.19969|0.02381444|-1919.883144|28.0|7.5528
13_a1|1|0|0|7.423568444|1|1|0.0|-0.012199718|-0.144782061|1|0.1129747169999999|-0.008672236|10.94989555|-0.084271845|1|1|-0.005924486|0.1769162319999999|-0.07665159|-0.120034915|-0.485427571|1|0.87703849|0.76714213|-0.150485437|0.825117597|0.833702788|0|-0.111667908|-0.10668313|0.033737733|-64.94184903|-62.04288975|148.7311076|0.320539533|186.4137189|-0.040302516|0.7082629840000001|-1.813613202|-37.76773325|-23.43842502|84.56244352|0.477212829|2555.623166|1786.445642|-13.63090514|5456.353212|-613.3907313999999|0.026679865|-242.2358135|1489.177255|15.51600461|1.0|1.0|1.0|1.0|1.0|2.0|3.35|0.09|23.0|-7.94|4.75|3.87|1.74|0.0|1.0|-4.29|28.0|-6.48|0.0|0.0|3.23|-4.34|5.16e-05|4.58e-05|0.0|0.0|-0.04962|4.0783|3.4483|-1238.395767|1035.04|304.01|0.65363|0.69782|-0.13921|2.7595|-0.18883|0.0284695999999999|-1238.22919|0.26|6585.0
14a_a5|1|0|0|6.605297921|1|1|0.0|-0.0053665219999999|-0.005002101|3|-0.132625457|0.002956745|10.9488747|0.024793388|1|1|0.003668464|-0.213526163|-0.010147323|-0.016337128|-0.36152442|2|0.7333482170000001|0.79661948|0.047169811|0.847379958|0.71006207|0|-0.080875277|-0.078681402|0.0173669719999999|-54.69145586|-53.20786056|134.62273080000003|0.209074444|141.38542919999998|-0.0271808479999999|0.629783335|-1.494946644|-36.98479273|-18.38089729|66.43577392|0.470085022|2836.468636|1315.573182|-12.42997952|6177.303329|-683.6488737000001|0.024411136|-175.53051609999997|1605.23357|16.50789498|0.0|1.0|1.0|1.0|1.0|2.0|3.24|0.2|23.0|-8.84|4.56|4.38|1.37|0.0|1.0|-4.15|32.0|-7.08|0.0|0.0|3.05|-4.22|7.15e-05|6.02e-05|0.0|0.0|-0.0507699999999999|4.1501|4.1501|-1390.592722|1195.01|298.75|0.65789|0.65789|-0.1676|2.7115|-0.2183699999999999|0.04629687|-1390.352729|112.0|6.9508
9g_a24|1|0|1|7.273092596000001|0|0|1.7647373919999998|-0.00106361|0.001126633|2|-0.162313932|0.0144065739999999|10.96318169|-0.02471184|2|2|0.013119312|-0.292600863|-0.0273623029999999|-0.049325609|-0.079421802|2|0.683676657|0.7931626959999999|-0.045107345|0.859302479|0.657503038|0|-0.064835725|-0.065668047|0.01876163|-32.080056199999994|-32.49188065|174.88817269999998|0.132863247|65.73938109|-0.021297745|0.4819264479999999|-0.788016565|-15.87288497|-10.53790724|41.36311977|0.427531635|2123.257348|1196.910121|-5.214049137|4355.725609|-192.9198181|0.033884884|17.88521849|809.0499476|16.76589519|0.0|1.0|0.0|1.0|1.0|1.0|2.8|0.06|22.0|-6.43|2.91|2.93|0.64|0.0|1.0|-2.49|23.0|-7.17|0.0|1.0|1.93|-3.09|0.00323|0.0008179999999999|0.0|0.0|-0.03585|5.2521|4.2802|-984.5891383|879.99|236.07|0.4227399999999999|0.64993|-0.17806|2.9691|-0.21391|0.032630457|-984.497752|68.0|7.1675
19_a47|0|1|1|6.842683282|0|0|1.445775615|-0.00973456|-0.227538423|2|0.027033021|-0.013020816|10.95058274|0.0604168609999999|1|1|-0.010153352|0.074201869|-0.046265509|-0.126992366|-0.439165562|2|0.635684951|0.823945134|0.095841135|0.8873627890000001|0.614975047|1|-0.105205489|-0.104459947|0.026805875|-58.28861174|-57.87554797|335.10989930000005|0.360357109|199.6541807|-0.037307124|0.637832605|-1.566899206|-32.2945343|-20.66983856|73.14028211|0.463378097|2612.978054|1238.799875|-11.45202794|5846.960345|-480.9851737|0.03295186|-152.7310283|1361.067484|18.25682461|0.0|1.0|1.0|1.0|1.0|2.0|3.13|0.05|21.0|-6.92|2.49|3.84|1.67|0.0|1.0|-3.67|28.0|-7.22|0.0|0.0|2.34|-3.66|0.000214|0.000217|0.0|0.0|-0.05326|3.8423|3.8423|-1335.75742|974.59|322.68|0.68924|0.68924|-0.15845|5.1151|-0.2117099999999999|0.03178118|-1335.634976|0.05|7.3
6f_a40|0|0|1|8.421342866|1|2|1.750582483|-0.01691341|-0.156988665|0|-0.122783873|-0.009302776|10.30179966|-0.190617284|2|2|-0.008368734|-0.233222505|0.048543494|0.092206207|-0.628934821|0|0.7710013309999999|0.836826225|-0.268802228|0.896373207|0.742681934|1|-0.134203859|-0.130571562|0.015998475|-86.21963207|-83.88605319|207.7174501|0.344213487|221.1408856|-0.052228625|0.8628087240000001|-2.350288117|-55.39203581|-33.55442128|96.49789556|0.410805404|3021.330686|3072.581297|-21.5571287|7328.308886|-970.0707913999998|0.013841059|-466.1748926|1750.039046|8.892225517|1.0|0.0|1.0|0.0|1.0|2.0|4.05|0.21|14.0|-3.67|3.66|2.66|1.1|1.0|3.0|-6.95|30.0|-6.9|1.0|0.0|2.61|-4.64|1.13e-07|2.3e-05|1.0|0.0|-0.08982|3.5741|2.57|-2426.972609|1139.55|346.89|0.66642|0.69911|-0.1131799999999999|6.2384|-203.0|0.04845403|-2426.787111|42.0|7.3768
13b_a5|1|0|0|7.153833802|1|1|0.0|-0.004573365|0.011339656|2|-0.006314305|0.0064510459999999|10.94530329|-0.017963913|1|1|0.0066003869999999|-0.010368468|-0.055701188|-0.091464693|-0.357011244|2|0.6700114770000001|0.765309977|-0.0330907489999999|0.8184221559999999|0.653356347|0|-0.0694958329999999|-0.074710354|0.0138892369999999|-44.93506461|-48.3067033|14.41650822|0.168442764|108.9128108|-0.02636836|0.654076389|-1.344786367|-29.05440446|-17.04942469|53.91565742|0.455921715|2661.597781|1177.571784|-11.0239272|5678.380299|-562.2202871000001|0.021552174|-199.2474147|1329.387016|13.93534415|0.0|1.0|1.0|1.0|1.0|1.0|2.97|0.17|23.0|-8.36|4.64|4.06|1.96|0.0|1.0|-4.24|30.0|-6.58|0.0|1.0|3.26|-4.43|5.69e-05|3.75e-05|0.0|0.0|-0.05177|4.6733|4.1793|-1276.066049|1138.73|265.31|0.32779|0.57482|-0.17274|3.5881|-0.22451|0.035153|-1275.865034|0.11|6.9586
5_a47|0|0|0|0.0|0|0|0.0|-0.009295857|-0.188550227|2|0.003858593|-0.012670377|10.9367109|0.045246333|0|0|-0.011237954|0.0083528919999999|-0.019811664|-0.0428873159999999|-0.454659897|2|0.7063295709999999|0.795032176|0.0743193|0.861595935|0.675164258|1|-0.087763105|-0.1001981959999999|0.009936558|-46.33853208|-52.90420509|104.9032216|0.192042245|101.3974575|-0.038537768|0.781571204|-1.502972943|-24.46654029|-20.34777119|51.58499074|0.4736061789999999|2368.870941|1349.003107|-10.74353333|5501.708422|-418.9977997|0.017501741|-297.3367046|1015.343288|9.240842159|1.0|1.0|0.0|1.0|1.0|2.0|2.67|0.0|22.0|-8.68|4.73|5.96|3.26|0.0|1.0|-5.65|26.0|-5.19|1.0|0.0|4.29|-5.5|2.25e-06|3.18e-06|0.0|0.0|-0.05535|3.7083|3.7083|-1569.369195|951.68|334.35|0.69291|0.69291|-0.15419|2.9121|-0.20954|0.03591467|-1569.258939|0.02|7.7
3f_a32|1|1|0|7.773594467000001|0|0|0.0|-0.00611496|-0.0434359079999999|0|-0.062954205|0.001276735|10.31100273|-0.110286539|3|3|0.002565215|-0.112493266|-0.074808287|-0.133675401|-0.5487283829999999|0|0.833981748|0.820782305|-0.1743238839999999|0.871865543|0.786074011|1|-0.073433055|-0.097374443|0.011897886|-41.40131823|-54.8993954|47.97543149|0.125973316|71.02334697|-0.030139709|0.78919828|-1.265867765|-23.34192893|-16.99267001|48.1093075|0.435176082|2273.466801|2130.756016|-9.580412233|4993.667711|-402.3773138|0.011659458|-326.0981041|904.3255145|6.573564628|1.0|1.0|1.0|1.0|1.0|1.0|3.9|0.28|19.0|-7.31|7.18|5.63|2.18|0.0|1.0|-6.89|24.0|-5.03|0.0|0.0|4.63|-5.4|1.28e-07|3.96e-06|0.0|0.0|-0.05315|3.5569|3.5569|-1712.0610190000002|1006.92|348.58|0.70255|0.70255|-0.1474599999999999|3.4678|-0.2006099999999999|0.02606687|-1711.9193289999998|9.0|8.0458
