molecula|SddssS|n9FaRing|SaaNH|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
8_a4|0.0|0|0.0|1|1|1.304250488|-0.208165266|5.4161004020000005|0.03148225|2|-0.072752231|-0.056197036|0.010647563|0.05775266|1|1|0.009595591|-0.078942941|-0.150276481|2|0.619844116|0.813333185|0.097165358|1|0.925132446|-0.05397993|-0.065595042|-27.90231822|5.362918401|38.69916707|-0.024598141|-17.52616744|2.772101712|37.17889653|0.7261541020000001|-0.983925625|41.57817329|-12.71482105|33.26523662|478.2025467|0.273845898|9.972991122|0.750959081|5162.482272|-262.8925116|17.50981094|0.0148422489999999|-233.7988862|700.3924376|434.9654405|1.0|1.0|1.0|1.0|0.0|2.99|0.15|21.0|-7.78|43.6|2.93|100.13|2.0|-4.35|3.0|-5.76|346.81|0.0|1.0|1.0|3.85|-4.84|4.49e-05|0.0156|0.00506|3.74|0.0|5.72e-06|-0.05864|5.3544|3.29|3.9863|-1450.21384|561.6|949.09|0.1687|391.01|0.30471|0.57675|-1450.071352|0.0642|-0.22685|0.0252645|-1450.121028|5.7488|54.0|7.2676|7.2676
14l_a23|0.0|1|0.0|0|0|1.1979636809999998|0.060717916|5.351858133|-0.026530366|2|0.042748013|-0.288615723|0.01269616|-0.061788679|2|2|0.01180744|-0.136106024|-0.448622017|2|0.725800261|0.778602826|-0.1010279259999999|1|0.921267667|-0.053549434|-0.078204688|-35.3275485|12.31633167|51.94117061|-0.0328459689999999|-34.03690099|8.125310915|81.90812552|0.7896261940000001|-1.642298442|61.54673359|-21.66909079|47.64388017|607.777253|0.210373806|15.78926563|0.972085426|6444.7098240000005|-714.7749208|27.44221375|0.01508774|-382.1434717|1372.110688|666.0036144999999|0.0|0.0|1.0|1.0|1.0|3.51|0.09|26.0|-7.78|105.02|3.24|125.25|5.0|-5.85|4.0|-6.1|425.51|0.0|0.0|0.0|3.78|-5.25|1.43e-06|0.000608|0.0023899999999999|3.94|0.0|7.03e-06|-0.07191|3.6274|3.79|3.6274|-1669.224647|694.65|1185.79|0.4239|560.51|0.67242|0.67242|-1668.983787|0.4239|-0.2183|0.01168219|-1669.04569|8.2422|7.0|8.1798|8.1798
8d_a8|0.0|0|3.190160226|0|0|1.395657339|-0.12349902|4.844187086|-0.155313194|1|0.071729931|-0.633521883|-0.00267541|-0.117111249|1|1|-0.001038264|0.025642021|-0.4385133129999999|1|0.76211539|0.757805416|-0.179357354|0|0.6932924890000001|-0.1072746469999999|-0.103150936|-69.95878302|18.28507531|200.0182229|-0.03820405|-43.86958028|11.92454747|92.49576602|0.675359878|-2.063018716|86.29065071|-24.91463687|88.24385833|452.1282556|0.324640122|14.52777156|0.935013517|6596.888351|-877.3916055999999|36.89090464|0.029166961|-228.7206541|1992.108851|682.0472537|0.0|0.0|1.0|1.0|2.0|3.61|0.12|23.0|-7.62|112.23|1.92|121.1|6.0|-4.91|5.0|-6.87|430.46|0.0|0.0|0.0|3.0|-4.47|1.24e-05|0.00533|0.0147|2.89|0.0|1.03e-05|-0.0600299999999999|4.6765|6.22|3.2963|-1447.559429|690.78|1185.65|0.3|572.21|0.62361|0.70165|-1447.2928029999998|0.1879|-0.19757|0.03604461|-1447.354662|7.5674|18.61|4.7303|4.7303
4d_a46|0.0|0|0.0|1|1|1.134637067|-0.1397563859999999|5.587248657999999|-0.017469934|2|-0.131948546|-0.085744171|0.0116902869999999|-0.076521434|1|1|0.010756749|-0.1271933999999999|-0.240143042|2|0.6535171|0.764741337|-0.103199079|0|0.936057958|-0.056384895|-0.070772596|-30.95621863|4.750218646|35.10521457|-0.024616555|-21.33218735|2.607946825|74.62074724|0.813427965|-1.132361533|43.60839351|-13.51488667|35.70643728|513.9109507000001|0.186572035|10.30138878|0.7893441379999999|4993.774007|-341.3149976|16.6147308|0.0086574759999999|-344.15403910000003|764.2776167999999|509.0572545|1.0|0.0|1.0|1.0|0.0|3.78|0.35|17.0|-7.41|43.6|2.84|101.75|2.0|-4.93|3.0|-5.4|352.86|0.0|1.0|1.0|4.11|-5.11|1.18e-05|0.00416|0.00275|4.3|0.0|1.3699999999999998e-05|-0.0396399999999999|4.4265|4.18|4.4265|-1453.817782|588.18|1009.78|0.1313|503.76|0.69884|0.69884|-1453.635434|0.1313|-0.22603|0.02292966|-1453.688943|3.7104|517.0|6.2865|6.2865
13k_a6|0.0|0|3.423411754|1|1|1.42421381|0.031525207|5.351858133|-0.132667824|1|0.051404465|-0.8554679409999999|-0.009326562|-0.072504783|1|1|-0.006280295|-0.073210645|-0.5627624379999999|1|0.8694295409999999|0.7908110340000001|-0.123105035|0|0.641032542|-0.11937574|-0.127178105|-82.8774254|20.6185734|249.215618|-0.045420752|-61.29890279999999|14.31458589|113.5526088|0.7971316940000001|-2.543562101|100.7779947|-31.53366823|103.4959988|445.0412356000001|0.202868306|14.58291125|0.7422570490000001|6492.211639|-1225.9780560000002|39.55891914|0.017981419|-412.5714301|2215.299472|741.5222707|1.0|1.0|1.0|1.0|3.0|3.68|0.16|23.0|-8.89|115.15|1.39|124.98|7.0|-5.49|5.0|-6.59|441.48|0.0|0.0|1.0|3.18|-4.77|3.26e-06|0.00144|0.0075599999999999|3.39|0.0|5.7e-07|-0.04851|5112.0|5.41|3.5476|-1465.83213|731.25|1246.69|0.3971|577.68|0.4547|0.70536|-1465.557346|0.0137|-0.1944|0.0308324|-1465.621288|10.5079|46.0|7.3372|7.3372
14ae_a23|0.0|1|0.0|0|0|1.1979624290000002|-0.033049777|5.351858133|-0.029948314|2|0.026913008|-0.4448081789999999|0.008996289|0.0289586779999999|2|2|0.009675528|-0.253318853|-0.363230717|2|0.7763406840000001|0.7830067820000001|0.0469453379999999|1|0.872362051|-0.065169397|-0.087074783|-46.69131269|24.84237243|91.4475768|-0.0269140239999999|-44.69687612|17.79858399|110.5716332|0.53040766|-1.480271319|87.09501229|-19.28284095|71.53368511|625.0131414|0.46959234|15.59484379|0.919603093|7308.981869|-759.846894|36.35475577|0.034488074|-43.57178809|1999.511567|770.8206617000001|0.0|0.0|1.0|1.0|1.0|3.74|0.12|26.0|-7.6|123.48|2.42|133.27|7.0|-5.8|6.0|-6.68|471.53|0.0|0.0|0.0|3.44|-5.08|1.6e-06|0.000753|0.0038799999999999|3.52|0.0|1.17e-05|-0.07122|3.6036|2.99|3.6036|-1858.952529|751.57|1285.52|0.3205|627.57|0.58144|0.58144|-1858.675325|0.3205|-0.21659|0.01449323|-1858.7404850000005|9.5944|2.0|8.6038|8.6038
14e_a25|0.0|0|0.0|0|0|1.4200152069999998|0.039261746|4.727387819|-0.138693649|2|0.0065927719999999|-0.524066339|-0.00131452|0.011176663|1|1|-0.0005394919999999|0.025802692|-0.50909623|2|0.717460414|0.776960216|0.018432983|1|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|-73.99302943|10.99497534|201.94039730000003|-0.038772226|-53.79722636|8.046143033|97.78313402|0.806446896|-2.2100168680000003|84.60373462|-28.3735856|84.98800478|529.8614286999999|0.1935531039999999|16.63781964|0.966676175|6952.485076999999|-1183.53898|35.18345194|0.015154859|-448.516796|2005.4567600000005|811.3237836|1.0|1.0|1.0|1.0|2.0|3.62|0.07|27.0|-9.14|115.79|1.69|134.35|7.0|-5.14|5.0|-6.96|462.5|0.0|0.0|0.0|3.02|-4.73|7.29e-06|0.00337|0.0085799999999999|3.04|0.0|3.38e-07|-0.0538|5.8431|6.51|3.9613|-1520.964156|760.96|1300.08|0.2409|596.96|0.31019|0.69958|-1520.701142|0.0007|-0.2116699999999999|0.04875868|-1520.767443|7.2625|75.0|7.1249|7.1249
19_a34|0.0|0|0.0|1|1|1.438829424|-0.068004837|5.351858133|-0.169170251|1|-0.189862762|-0.5357267960000001|-0.00802652|-0.014196676|1|1|-0.0042364759999999|-0.401414514|-0.469568766|1|0.866604574|0.8022000659999999|-0.0235903339999999|0|0.6399024520000001|-0.112877411|-0.1255804019999999|-56.30608209|19.74799697|179.6256831|-0.039656969|-31.24772528|9.850795895|470.4453529|0.662289492|-1.506964829|77.38527508|-19.78189027|76.05407906|319.1993829|0.3377105079999999|10.31797048|0.877434994|4496.516479|-374.9727034|29.86894781|0.029554695|-161.90813300000002|1135.020017|337.9440349|0.0|1.0|0.0|1.0|1.0|3.07|0.18|17.0|-5.03|69.4|1.08|83.95|3.0|-2.73|5.0|-7.01|309.32|0.0|1.0|1.0|2.1|-3.15|0.00186|574.0|218.0|1.66|0.0|0.00291|-0.02901|4.1721|2.7|4.1721|-1046.5747720000002|538.96|882.87|0.2189|421.62|0.6897300000000001|0.6897300000000001|-1046.458335|0.2189|-0.20251|0.03168624|-1046.509891|5.0441|0.99|6.0044|6.0044
8b_a50|0.0|1|3.1324050960000003|1|1|1.398299046|-0.115740384|5.777652323|-0.009597908|1|-0.096039086|-0.1812055289999999|0.006841944|-0.0180233089999999|2|2|0.007057361|-0.116174481|-0.332085641|1|0.753629415|0.809463375|-0.031953774|1|0.845349082|-0.072629787|-0.078068703|-34.79187329|10.30543157|74.08248511|-0.030360051|-17.91443197|4.93661461|0.0|0.6717097959999999|-1.092961836|49.02840043|-14.54338619|45.09730487|404.9478761|0.328290204|9.26652151|0.75095166|4446.001554|-250.8020475|21.65129387|0.024280552|-164.5084115|779.4465792000001|339.5806858|1.0|1.0|0.0|1.0|1.0|3.21|0.06|20.0|-5.94|59.39|1.79|89.78|2.0|-3.44|3.0|-6.32|299.33|0.0|1.0|1.0|2.51|-3.81|0.000359|108.0|46.0|2.55|0.0|0.000347|-0.02903|4.5256|2.11|4.1804|-967.3160428|515.81|857.53|0.1717|353.17|0.5533|0.59283|-967.212701|121.0|-0.20144|0.036701907|-967.258772|5.8205|68.0|7.1675|7.1675
12e_a36|0.0|0|3.490984269|2|2|1.29704412|-0.064019914|5.351858133|-0.043085717|2|0.144415507|-0.404736007|0.002951176|-0.084051264|1|1|0.003962098|-0.1763783589999999|-0.43688276|1|0.90414347|0.7975411790000001|-0.144846626|0|0.838086387|-0.07049439|-0.100988761|-44.83739063|12.12502373|102.9838531|-0.036203518|-40.85494129999999|7.71202397|5.735288795|0.7610764190000001|-1.918786459|75.50154216|-23.02695694|56.96241436|533.058116|0.238923581|12.69013737|0.875194483|5929.071389|-776.2438847|30.25577504|0.017716522|-332.11111980000004|1603.556077|662.0530478999999|1.0|0.0|0.0|0.0|2.0|4.85|0.17|17.0|-6.97|69.2|2.24|128.72|5.0|-4.16|4.0|-6.55|395.46|0.0|1.0|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|0.02|3.04|0.0|4.270000000000001e-05|-0.04962|3.8364|3.48|3.6699|-1272.23645|673.57|1142.19|0.4537|507.03|0.6814600000000001|0.70007|-1271.999945|0.0006|-0.20151|0.03037051|-1272.0579810000002|8735.0|14.0|7.8539|7.8539
12a_a40|0.0|0|0.0|0|0|0.604990853|0.021610099|5.4161004020000005|-0.012791297|0|0.17758258|-0.14667395|0.01039129|-0.226763788|2|2|0.007890601|0.031326603|-0.4764003679999999|0|0.58630452|0.718281767|-0.375724138|1|0.940879765|-0.064340227|-0.074840643|-32.81611621|6.001293955|30.15370934|-0.033799|-19.46913691|3.060902482|49.24750281|0.85136964|-1.047769006|43.65970865|-17.23885621|38.81741016|479.8867095|0.14863036|14.43505064|0.908597808|4873.458436|-272.5679167|20.24838026|0.010759845|-358.4254366|627.699788|323.26151960000004|1.0|0.0|1.0|0.0|0.0|3.2|0.0|20.0|-7.21|58.43|4.34|91.76|2.0|-6.41|2.0|-4.56|346.23|0.0|1.0|1.0|4.78|-5.95|3.86e-07|0.000134|0.00039|5.43|0.0|2.13e-05|-0.08015|3.0966|5.01|3.0966|-2097.8163050000003|530.55|875.15|0.3701|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|-0.2091|0.0104658999999999|-2097.779499|3.8054|1778.0|5.7501|5.7501
3d_a32|0.0|1|3.503398526|0|0|0.609420786|0.0181036519999999|5.733341277|-0.034290847|0|-0.0620110029999999|-0.269655316|0.000655875|-0.0602430179999999|3|3|0.002004382|-0.1395294259999999|-0.539652902|0|0.8315372|0.8444218509999999|-0.100251236|1|0.892845502|-0.06869526|-0.093187219|-37.19367587|7.807299836|58.01666174|-0.02867299|-27.31750365|4.22710649|0.0|0.720540286|-1.118246623|59.15151032|-15.52441767|45.000975700000005|483.4133562|0.2794597139999999|10.75032687|0.747681906|4752.534658|-327.8100438|21.54552351|0.0160633|-238.8142619|840.275417|421.3548777|1.0|1.0|1.0|1.0|1.0|3.34|0.24|19.0|-7.29|110.94|1.94|97.86|4.0|-6.55|3.0|-5.18|340.47|0.0|0.0|1.0|4.32|-5.13|2.81e-07|9.58e-05|0.00251|4.5|0.0|1.75e-05|-0.05482|3.5105|3.42|3.5105|-1672.733979|569.29|959.11|0.5031|465.41|0.7035100000000001|0.7035100000000001|-1672.585902|0.5031|-0.19671|0.02457348|-1672.638515|5.1728|8.0|8.0915|8.0915
12e_a31|0.0|0|3.483599061|1|1|0.610134116|0.052663358|5.733341277|-0.044316064|0|0.0113193469999999|-0.70267073|-0.002475146|-0.015755876|2|2|-0.000231353|-0.142921555|-0.543945776|0|0.7968154940000001|0.7761616020000001|-0.028502695|0|0.721526766|-0.0939597569999999|-0.1099563869999999|-68.32948993|19.38343763|202.5115275|-0.036652129|-58.15044546|14.09603901|595.9853231000001|0.725120432|-2.089171358|95.1187282|-26.65419063|87.71292755|524.7092721|0.274879568|19.50674899|0.904247004|6557.418968999999|-1104.858464|36.75829484|0.020841203|-327.4245209|2095.222806|798.7285626|1.0|1.0|1.0|1.0|2.0|3.87|0.24|22.0|-9.31|117.37|2.21|129.38|9.0|-6.66|5.0|-5.93|460.55|0.0|0.0|1.0|4.5|-5.42|2.16e-07|9.96e-05|0.00176|4.48|0.0|2.27e-07|-0.03445|5.3264|6.33|3.8391|-1809.85374|781.61|1308.13|0.3831|640.03|0.55114|0.7006600000000001|-1809.581226|0.2627|-0.19379|0.04614662|-1809.650069|3.4818|0.17|6.7696|6.7696
5_a47|0.0|0|0.0|0|0|1.304329328|0.019688132|0.0|-0.188550227|2|0.003858593|-0.390426|-0.012670377|0.045246333|0|0|-0.011237954|-0.0428873159999999|-0.454659897|2|0.7063295709999999|0.795032176|0.0743193|1|0.807957755|-0.087763105|-0.1001981959999999|-46.33853208|5.246458665|101.3974575|-0.038537768|-27.93318665|2.770107005|0.0|0.781571204|-1.502972943|62.14504725|-20.34777119|51.58499074|426.5981263000001|0.218428796|11.13432113|0.8997183470000001|5501.708422|-418.9977997|26.03444329|0.017501741|-297.3367046|1015.343288|416.1194472|1.0|1.0|0.0|1.0|2.0|2.67|0.0|22.0|-8.68|58.04|3.26|101.51|3.0|-5.65|4.0|-5.19|365.79|1.0|0.0|1.0|4.29|-5.5|2.25e-06|0.000824|0.00116|4.7|0.0|7.590000000000001e-07|-0.05535|3.7083|4.37|3.7083|-1569.333281|561.61|951.68|0.2108|401.16|0.69291|0.69291|-1569.20723|0.2108|-0.20954|0.03591467|-1569.258939|3.8816|0.02|7.7|7.7
18_a34|0.0|0|0.0|1|1|1.4547811819999998|-0.063113846|5.351858133|-0.101546926|1|-0.100548575|-0.677741618|-0.001615187|-0.136990511|1|1|0.002183342|-0.478810922|-0.493450778|1|0.759292258|0.805756513|-0.224951558|0|0.68981472|-0.090328365|-0.129784908|-49.86847383|22.55015528|171.24705480000003|-0.0422555509999999|-39.55742812|12.44948722|54.26737825|0.695849945|-1.816988713|86.77082535|-23.32844015|72.41862911|380.8328339|0.304150055|11.23989749|0.789096743|5296.289007|-553.8039936|33.52510165|0.027385869|-216.2496321|1441.579371|428.6241319|1.0|1.0|1.0|1.0|0.0|3.28|0.21|17.0|-5.65|75.47|1.49|93.91|5.0|-4.32|6.0|-6.26|351.36|0.0|1.0|1.0|2.89|-4.11|4.77e-05|0.0167|0.0275|3.07|0.0|0.000781|-0.03925|4.4335|5.07|4.1234|-1199.259634|592.04|991.93|0.3525|483.87|0.56101|0.60488|-1199.101028|0.0303|-0.21474|0.02902032|-1199.158044|6.7806|2.43|5.6144|5.6144
20a_a10|0.0|0|0.0|1|1|1.343837243|-0.0774974029999999|5.4161004020000005|0.049376168|2|-0.035536682|-0.197323337|0.008214031|0.011011878|1|1|0.008297595|-0.081587712|-0.281099208|2|0.661219642|0.755429696|0.019448804|1|0.913681336|-0.066386563|-0.072821454|-43.19189039|8.860330345|56.1599532|-0.028008251|-30.82502228|5.764636687|47.01787447|0.733451892|-1.456429076|58.1398225|-18.22250274|52.05222074|594.4519837|0.266548108|15.37476788|0.826159649|6729.996773999999|-616.5004457|24.84485067|0.016540298|-303.7731758|1291.932235|719.5272609|1.0|0.0|1.0|1.0|0.0|3.48|0.11|27.0|-9.44|76.62|2.53|126.35|4.0|-5.68|5.0|-5.82|429.47|0.0|0.0|1.0|4.27|-5.59|2.07e-06|0.000888|0.0011|4.36|0.0|1.55e-07|-0.06611|4.7841|3.98|3.8312|-1389.1321289999998|696.63|1200.92|0.2738|524.02|0.50193|0.6864600000000001|-1388.897416|107.0|-0.2274199999999999|0.03217287|-1388.957848|3.2116|1.2|5.9208|5.9208
14ad_a23|0.0|1|0.0|0|0|1.197962774|-0.1101542319999999|5.351858133|-0.028065075|2|0.118047355|-0.4663820279999999|0.008996289|-0.031279567|2|2|0.009675528|-0.253318853|-0.376350719|2|0.7763406840000001|0.7830067820000001|-0.050707765|1|0.887131635|-0.059168372|-0.085840335|-42.29008971|24.18091285|80.67170209999999|-0.029653934|-43.85199724|17.28310144|114.237062|0.575880959|-1.630966366|85.20135045|-21.19489662|66.47100256|634.0697778|0.424119041|16.34071148|0.8866211979999999|7308.229822|-833.1879476|36.80430179|0.033365494|-108.4705382|2024.236598|770.8206617000001|0.0|0.0|1.0|1.0|1.0|3.73|0.12|26.0|-7.6|123.48|2.42|133.27|7.0|-5.8|6.0|-6.68|471.53|0.0|0.0|0.0|3.39|-5.08|1.6e-06|0.000753|0.0038799999999999|3.52|0.0|1.17e-05|-0.06925|3.3867|2.99|3.3867|-1858.942973|747.83|1287.26|0.4106|618.01|0.6956600000000001|0.6956600000000001|-1858.668058|0.4106|-0.20659|0.01481488|-1858.733603|6.7584|4.0|8.3595|8.3595
4S4l_a46|0.0|0|0.0|1|1|1.134637095|-0.058870177|5.587248657999999|-0.075241716|1|-0.067419714|-0.255755434|0.0066560469999999|-0.161358058|1|1|0.006162668|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.229089688|0|0.894782107|-0.090807851|-0.084663086|-49.45536962|3.888872426|57.30330315|-0.029881089|-25.11158939|2.117940478|0.0|0.877939134|-1.523935543|49.6055056|-16.27370639|53.34424204|487.3122681|0.1220608659999999|10.68377935|0.884798257|4920.211524|-452.0086091|18.5362581|0.006420439|-411.6630752|945.3491632|579.2365607|1.0|1.0|1.0|1.0|1.0|3.92|0.36|17.0|-7.0|50.94|3.06|105.77|3.0|-5.28|3.0|-5.23|347.45|0.0|1.0|1.0|4.08|-5.11|5.25e-06|0.00182|0.0027|4.49|0.0|3.47e-05|-0.02015|5.2929|4.99|4.1414|-1092.727031|583.76|1040.96|0.2586|500.66|0.57885|0.6763600000000001|-1092.489558|0.0614|-0.19647|0.02696794|-1092.543641|2.8473|261.0|6.5834|6.5834
12be_a36|0.0|0|3.466734143|2|2|1.297042758|-0.148313814|5.351858133|-0.0419484829999999|2|0.118420241|-0.580823835|0.000482522|0.00430921|1|1|0.002872872|-0.289604649|-0.3825349939999999|1|0.884226781|0.812921349|0.00734728|0|0.798015877|-0.0780531429999999|-0.108962668|-54.15309606|23.42501577|140.1361326|-0.031937334|-52.44976141|16.25222352|0.0|0.5660743979999999|-1.852365352|99.62604537|-22.15805062|77.57811183|553.6616295|0.433925602|16.14074295|0.839796323|6592.168374|-891.645944|39.14335412|0.034632557|-91.68453892|2270.314539|766.4854363|1.0|0.0|0.0|1.0|2.0|4.96|0.21|17.0|-6.79|87.66|1.42|136.74|7.0|-4.11|6.0|-7.13|441.49|0.0|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|0.0315|2.62|1.0|7.11e-05|-0.0518799999999999|5.2184|2.68|3.3487|-1461.968283|739.48|1256.67|0.7034|594.44|0.40844|0.70465|-1461.68274|0.0018|-0.18969|0.03245204|-1461.747501|10.3044|44.0|7.3565|7.3565
3i_a32|0.0|1|2.417426304|0|0|0.6094207970000001|-0.157360524|5.733341277|-0.363243817|0|-0.21362765|-0.4449120629999999|-0.0131506889999999|0.022524712|3|3|-0.0106761939999999|-0.212967423|-0.537667101|0|0.565740817|0.833699527|0.030060554|1|0.893827987|-0.093279684|-0.1132851459999999|-49.17963359|8.064907632|55.97682661|-0.044627482|-31.48976464|4.252042736|0.201037767|0.77072347|-1.472706897|71.27609889|-23.52884474|57.24454122|471.2508776000001|0.22927653|10.09193014|0.732035793|5656.349227000001|-409.3669403|30.52825775|0.021905206|-285.465827|1007.432506|318.0257595|1.0|0.0|1.0|1.0|1.0|3.1|0.13|19.0|-6.96|110.94|2.09|88.28|3.0|-6.27|6.0|-5.53|366.38|1.0|0.0|1.0|4.37|-5.16|5.37e-07|0.000197|0.00251|4.23|0.0|4.01e-05|-0.06518|3642.0|3.38|3642.0|-1891.811327|530.5|876.0|0.4765|418.24|0.70322|0.70322|-1891.738614|0.4765|-0.21278|0.02199999|-1891.790935|3.8572|6.0|8.2366|8.2366
4p_a46|0.0|0|0.0|1|1|1.134636977|-0.060700883|5.587248657999999|-0.038295755|0|-0.164311513|-0.233901882|0.005152176|-0.120823841|1|1|0.004453195|0.101602982|-0.369670745|0|0.7471162309999999|0.747019097|-0.1623103719999999|0|0.905966489|-0.0997229069999999|-0.083274013|-56.55658053|4.195717966|53.32991189|-0.029978645|-26.78464688|2.379548177|0.0|0.87420565|-1.498932241|51.05047787|-17.00200781|60.7522985|513.8073925|0.12579435|10.10955243|0.734640605|5167.091582|-482.1236438|19.44852199|0.006740305|-424.4519674|972.4260993|585.8536976|1.0|0.0|1.0|0.0|1.0|3.89|0.3|17.0|-7.05|61.84|3.2|107.89|2.0|-5.8|3.0|-5.09|357.45|0.0|1.0|1.0|4.25|-5.4|1.59e-06|0.000567|0.00144|4.77|0.0|3.2e-05|-0.0393|5.4796|4.89|3.9958|-1129.618646|598.19|1058.54|0.2363|537.47|0.43709|0.70138|-1129.3914619999998|0.0763|-0.20749|0.03979459|-1129.4459470000002|5.3996|341.0|6.4672|6.4672
13i_a6|0.0|0|3.399318783|1|1|1.430639411|0.0359494989999999|5.351858133|-0.154502515|1|0.035242754|-0.852681372|-0.011017781|-0.032549318|1|1|-0.007703306|-0.073507141|-0.560601136|1|0.8744720490000001|0.7771558909999999|-0.054229558|0|0.624046118|-0.120457274|-0.129526268|-80.75190740000001|20.90143854|252.0312146|-0.046433945|-58.20996912|14.01186473|116.5456632|0.783597763|-2.460999087|100.2320567|-31.12829557|101.6533459|418.3467934|0.216402237|14.54375165|0.753497905|6306.951561999999|-1105.989413|39.72483975|0.019989461|-380.2354072|2105.416507|673.8038326000001|1.0|1.0|1.0|1.0|3.0|3.59|0.12|23.0|-8.5|115.15|1.18|120.17|6.0|-5.03|5.0|-6.81|427.46|0.0|0.0|1.0|2.91|-4.48|9.32e-06|0.00398|14.0|2.95|0.0|1.36e-06|-0.0481399999999999|3.6668|4.94|3.5614|-1426.518007|703.43|1196.21|0.2903|553.67|0.7004600000000001|0.70517|-1426.269916|19.0|-0.19454|0.03191957|-1426.332492|10.1375|21.0|7.6778|7.6778
12p_a30|0.0|0|0.0|2|2|0.604984421|0.038440292|5.351858133|-0.031328052|2|-0.062956958|-0.3550576729999999|0.005613018|-0.128484994|1|1|0.005965451|-0.09353607|-0.456474815|1|0.8414737059999999|0.7867133140000001|-0.2210072669999999|0|0.843381594|-0.074356395|-0.094870978|-47.54197452|9.659715461|100.1386407|-0.0364888379999999|-38.78387161|6.176226649|0.0|0.8199554720000001|-1.897419563|68.98315679|-23.33022469|57.20168999|539.2411292|0.180044528|13.94763694|0.886732486|6166.812731|-775.6774321|28.4530386|0.0130197619999999|-409.146112|1479.558007|686.039456|1.0|0.0|1.0|0.0|1.0|4.76|0.17|17.0|-7.01|81.65|3.04|132.24|5.0|-5.66|4.0|-5.81|412.51|0.0|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|0.00291|4.23|0.0|4.02e-05|-0.05169|5.1922|4.14|3.4955|-1615.0623480000002|685.08|1167.16|0.1768|526.91|0.33929|0.68561|-1614.830085|0.1527|-0.19992|0.03198743|-1614.890598|4.6103|17.0|7.7721|7.7721
16_a20|0.0|0|3.485659565|0|0|1.401259527|-0.014660441|4.727387819|0.00695144|2|0.126359252|-0.254072625|8.23e-05|-0.062750442|1|1|0.001157852|-0.117308016|-0.458484451|2|0.7582110409999999|0.7478675859999999|-0.10978034|1|0.915005572|-0.066137353|-0.077793092|-43.51359744|7.634605066000001|55.92018945|-0.029561375|-33.67420774|5.023018225|3.46788153|0.780108103|-1.47806874|60.02453683|-19.44924762|51.14820251|602.0075202|0.219891897|15.24926152|0.8673208|5896.394536|-639.8099471|24.9314775|0.013439632|-368.5817657|1246.573875|664.4562602999999|0.0|1.0|1.0|1.0|1.0|3.5|0.08|27.0|-10.52|78.25|2.2|121.69|4.0|-6.06|4.0|-5.42|401.46|0.0|0.0|1.0|4.37|-5.66|8.68e-07|0.000349|0.0008699999999999|4.69|0.0|1.22e-08|-0.05909|5.9837|4.45|3.5704|-1275.8670960000002|686.59|1174.61|0.3431|554.41|0.32553|0.69524|-1275.636924|0.1958|-0.20722|0.03385502|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
