molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|nAHRing|nARing|BCUTs-1|AATSC1c|SRW07|n6HRing|JGI4|ATSC1c|AATSC1are|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PPSA3|RPSA|TPSA_x|FNSA4|FNSA2|WNSA3|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
7d_a10|0.0|0|0|0.0|0.0|1|1|1.34384996|-0.00179944|5.4161004020000005|2|0.041369509|-0.0845736919999999|0.00870171|1|1|0.008513576|-0.09209689|-0.089622042|-0.2018053139999999|0.531023495|0.809056885|0.0658971929999999|-0.051603612|0.525816226|1|0.841052067|-0.059327943|0.421731106|5.567989142999999|0.158947933|84.32774259|-0.024733154|-1.063525614|-16.69900016|446.2091497|-564.2395741|1597.531619|-6.961625817000001|0.270414577|11.82615475|5174.981962|143.4649092|17.98535187|-243.607074|460.1866123|7.468948447000001|1.0|1.0|1.0|1.0|1.0|0.0|3.21|0.19|4.97|43.6|3.04|1.0|0.0|100.04|1.0|2.0|-4.22|26.0|4.0|344.38|1.0|3.95|-4.72|0.0206|0.00654|3.62|0.0|5.04e-06|3.8856|-1129.198363|-1129.175857|574.87|319.09|212.18|417.68|0.68393|0.0941|-0.21965|0.02250617|3.4695|6.0325
12_a1|0.0|1|0|3.3894574360000003|0.0|1|1|1.430936075|-0.011221829|5.351858133|1|0.036382114|-0.516204114|-0.0038943009999999|1|1|-0.001416381|0.127560614|-0.173618873|-0.487073772|0.8016064479999999|0.749817035|-0.045776997|-0.093957115|0.7534284040000001|0|0.765121385|-0.0964711209999999|0.210514881|19.60151089|0.234878615|136.3310784|-0.039894864|-1.675584287|-32.50125347|444.1009824|-972.562841|1825.150911|-13.44063462|0.275333347|14.34104294|5468.378562|159.81230209999998|31.95435864|-260.8074567|473.040639|14.21231622|1.0|1.0|1.0|1.0|1.0|1.0|2.72|0.05|4.41|83.82|1.67|2.0|0.0|103.47|1.0|3.0|-4.98|28.0|5.0|366.37|0.0|3.44|-4.75|0.00379|0.00649|3.54|0.0|2.3e-06|3.1744|-1216.12881|-1216.099134|607.42|390.57|332.04|482.51|0.69763|0.2821|-0.19916|0.0296752|10.1801|5.5302
4n_a46|0.0|0|0|0.0|0.126268818|1|1|1.13463699|-0.004696854|5.587248657999999|0|0.045335917|-0.234842682|0.004988019|1|1|0.0042595609999999|-0.349865095|0.109017734|-0.369211845|0.741742667|0.722331115|-0.06655165|-0.088858764|0.7427183759999999|0|0.903145407|-0.103381106|0.371438024|4.629240193|0.096854593|53.22165035|-0.031047837|-1.459248362|-31.21601103|496.2788787|-801.8577467|2116.313581|-9.374920341|0.136796337|9.921794991|4955.374473|75.1696593|19.76451658|-399.1612105|525.8291956999999|4.235817757|1.0|0.0|1.0|1.0|1.0|1.0|2.84|0.27|4.94|61.84|2.99|1.0|0.0|102.92|1.0|2.0|-5.43|26.0|3.0|343.42|1.0|3.9|-5.1|0.00129|0.00273|4.41|0.0|7.340000000000001e-05|3953.0|-1090.343872|-1090.302556|578.83|313.65|215.82|502.02|0.7025|0.0711|-0.20685|0.04131598|8773.0|5.2845
13_a4|0.0|0|0|0.0|0.0|1|1|1.399843898|-0.000990136|5.4161004020000005|1|0.044357639|-0.04158572|0.012994083|1|1|0.012019888|-0.094404255|-0.025714912|-0.143303992|0.645708528|0.744134785|-0.215746851|-0.157188841|0.6490618429999999|0|0.970027005|-0.050017793|0.229685203|4.282589756|0.029972995|14.67530603|-0.0279998139999999|-1.091992764|-11.99053523|474.9422962|-534.6588788|1439.176684|-6.7122666220000005|0.137460473|9.917593683|3983.972795|67.30306705|15.89399858|-355.01146810000006|373.9073307|3.704655033|1.0|0.0|0.0|1.0|0.0|0.0|2.87|0.16|4.15|30.71|2.9|1.0|0.0|90.06|1.0|2.0|-4.09|22.0|2.0|287.36|1.0|3.57|-4.42|0.0235|0.0108|3.75|0.0|0.00018|4.1733|-898.3562912999998|-898.3381672|536.09|297.09|276.68|429.36|0.59537|0.1282|-0.20372|0.018124154|3.7228|5.3979
34_a47|0.0|0|1|0.0|0.0|0|0|1.40499556|-0.004157676|4.727387819|3|0.03522792|-0.191253079|0.003530307|1|1|0.0047106|-0.208989427|-0.317014709|-0.2829549719999999|0.62974551|0.833786184|0.046668352|0.128336294|0.609110565|1|0.8260556609999999|-0.061957581|0.437215023|10.92238452|0.1739443389999999|96.32577107|-0.029348287|-1.261976347|-19.00022922|457.4477611|-698.8490993|918.6458674|-9.000096143|0.346006784|12.96364153|5105.274301|191.6093987|24.85087647|-170.55473480000003|439.9906467|12.74960652|1.0|1.0|1.0|1.0|1.0|1.0|3.0|0.16|4.52|68.52|1.75|0.0|0.0|99.09|1.0|4.0|-3.57|26.0|5.0|348.38|1.0|3.02|-3.9|0.0929|0.0436|2.49|0.0|1.17e-05|3.8892|-1162.4815230000002|-1162.450678|585.79|318.79|294.66|436.88|0.69314|0.1718|-0.21536|0.03084502|6.2235|8.7
12be_a36|0.0|1|0|3.466734143|0.0|2|2|1.297042758|-0.009368126|5.351858133|2|0.043854875|-0.580823835|0.000482522|1|1|0.002872872|0.19405344|-0.289604649|-0.3825349939999999|0.884226781|0.812921349|0.132962547|0.00734728|0.8350231859999999|0|0.798015877|-0.0780531429999999|0.330453338|23.42501577|0.201984123|140.1361326|-0.031937334|-1.852365352|-37.57129686|553.6616295|-1285.166936|2552.721046|-15.37320593|0.433925602|16.14074295|6592.168374|301.05661160000005|39.14335412|-91.68453892|766.4854363|24.02799032|1.0|0.0|0.0|1.0|1.0|2.0|0.0|0.21|1.9|87.66|1.42|1.0|0.0|136.74|1.0|7.0|-4.11|33.0|6.0|441.49|0.0|1.75|-4.15|0.0342|0.0315|2.62|0.0|7.11e-05|3.3487|-1462.0007349999998|-1461.968283|739.48|370.25|237.59|594.44|0.70465|0.0018|-0.18969|0.03245204|10.3044|7.3565
12an_a36|0.0|1|0|3.489959714|0.0|2|2|0.6294007110000001|-0.0070293469999999|5.351858133|2|0.042739018|-0.407702102|0.00285431|1|1|0.003710345|0.170355752|-0.133106642|-0.434819796|0.906423012|0.8344566859999999|-0.009636347|-0.055405405|0.855081905|0|0.836440154|-0.073519599|0.270501913|11.69727417|0.163559846|110.5140393|-0.036995649|-1.997765039|-33.56484523|565.1654879|-1349.848937|2399.367452|-16.89009799|0.216487385|15.82907093|6162.848939|146.2760938|31.9040205|-383.1273396|725.9470896|10.65623343|1.0|0.0|1.0|1.0|1.0|2.0|0.0|0.17|2.61|94.5|2.51|1.0|0.0|135.47|1.0|6.0|-4.85|31.0|4.0|427.52|0.0|2.33|-4.51|0.0061|0.0132|3.19|0.0|3.83e-05|3.7872|-1670.452238|-1670.417726|718.98|327.38|239.49|571.76|0.69094|0.0644|-0.21035|0.0345115999999999|6.2182|7.3979
8_a1 (SB-202620)|0.0|1|0|3.296085365|0.0|0|0|1.4323973840000002|-0.013785521|4.727387819|1|0.037578348|-0.606562911|-0.012672753|1|1|-0.0106277489999999|-0.095271547|-0.042643966|-0.612004804|0.674381582|0.743088715|-0.042789124|0.063001656|0.658433571|0|0.648967503|-0.117682533|0.174628594|8.809217494|0.351032497|199.1596945|-0.041081545|-1.684343335|-37.88089785|368.1943149|-955.6189441|1736.664204|-13.22376193|0.225760413|13.67402758|5170.286136|128.0860757|30.104091200000003|-311.18185800000003|433.2550452|11.1459518|1.0|1.0|0.0|1.0|0.0|2.0|2.21|0.0|5.06|78.87|2.78|2.0|0.0|99.61|1.0|4.0|-4.94|27.0|5.0|359.35|0.0|3.7|-4.7|0.0041|0.00713|3.6|0.0|3.42e-06|3.4052|-1223.279021|-1223.117248|586.27|364.11|364.11|460.4|0.7026600000000001|0.5339|-0.2105199999999999|0.16177304|5.5005|6.3979
14q_a23|0.0|0|1|0.0|0.0|0|0|1.19796338|-0.0101981219999999|5.351858133|2|0.044138322|-0.5608967029999999|0.002243702|2|2|0.002496501|0.121109106|-0.033435987|-0.573130981|0.77007911|0.808928963|0.067394607|-0.089657283|0.7333675390000001|1|0.773194598|-0.08960718|0.227948491|14.81701129|0.226805402|155.7136729|-0.039682061|-2.023785094|-42.23665548|530.8381985000001|-1389.433443|2213.1193780000003|-18.70427707|0.222659101|16.53853737|6982.066379000001|152.86702240000002|35.04742005|-380.8178266000001|693.3423458|13.26616596|0.0|0.0|1.0|1.0|0.0|2.0|2.66|0.04|3.12|148.11|2.28|1.0|1.0|128.38|1.0|6.0|-5.21|33.0|5.0|454.51|0.0|2.62|-4.39|0.00278|0.0183|2.46|0.0|5.03e-05|3.6431|-1798.645459|-1798.6108739999995|714.22|340.33|340.33|554.59|0.5949|0.4943|-0.23013|0.03458552|12.0503|7.8069
38_a18|0.0|0|0|0.0|0.0|2|2|1.251175383|-0.00575311|4.844187086|1|0.035478927|-0.448742607|0.000520558|0|0|0.001602741|-0.0993372269999999|-0.11123356|-0.498932552|0.745084567|0.719168079|-0.03302891|-0.007310849|0.7400818459999999|0|0.8310704529999999|-0.076974444|0.423402315|6.675707878|0.1689295469999999|134.4282836|-0.0322355079999999|-2.385427574|-48.74349112|661.3370874|-1898.240658|1855.157022|-20.41289434|0.119072105|20.5922319|7261.130718|94.75345803|29.11918324|-606.2584549|1228.492038|5.701753365|1.0|1.0|0.0|1.0|1.0|3.0|0.0|0.34|4.13|85.29|3.7|3.0|1.0|160.66|0.0|10.0|-6.98|38.0|3.0|508.65|0.0|3.64|-6.11|5.36e-05|0.000399|5.43|1.0|2.38e-08|3.2241|-1611.630281|-1611.60375|861.93|384.55|384.55|734.93|0.69235|0.5147|-0.18066|0.02653109|2.7244|7041.0
3f_a32|0.0|1|1|3.553167045|0.0|0|0|0.6094207770000001|-0.00611496|5.733341277|0|0.042380952|-0.275173181|0.001276735|3|3|0.002565215|-0.112493266|-0.133675401|-0.5487283829999999|0.833981748|0.820782305|-0.110248899|-0.1743238839999999|0.786074011|1|0.874026684|-0.073433055|0.3217719189999999|6.707989266|0.125973316|71.02334697|-0.030139709|-1.265867765|-23.34192893|492.7734095|-713.6921402|2130.756016|-9.580412233|0.21080172|10.89495051|4993.667711|118.8493262|21.53155987|-326.0981041|475.3634141|6.573564628|1.0|1.0|1.0|1.0|1.0|1.0|3.31|0.28|5.63|110.94|2.18|2.0|0.0|102.66|1.0|4.0|-6.89|24.0|3.0|354.49|0.0|4.63|-5.4|4.53e-05|0.0014|4.83|0.0|1.73e-05|3.5569|-1712.0610190000002|-1712.034952|604.9|348.58|348.58|488.74|0.70255|293.0|-0.2006099999999999|0.02606687|5.7161|8.0458
4h_a46|-3.74433321|0|0|0.0|0.090767245|1|1|0.3002050539999999|-0.005778576|5.587248657999999|2|0.040890805|-0.404500343|-0.0008161889999999|1|1|0.003087227|-0.0932537609999999|-0.0488847059999999|-0.516344924|0.739180305|0.7543177040000001|0.075704004|-0.134568896|0.6947264059999999|0|0.767244275|-0.083155747|0.659584488|7.900037181|0.232755725|182.6222935|-0.0305445539999999|-2.015940586|-51.19164773|601.9869510999999|-1581.72562|3180.526173|-18.803584|0.194493895|15.85230406|7808.347937|152.6017078|29.75215152|-479.405829|1021.999374|9.093247153|1.0|0.0|0.0|1.0|1.0|2.0|2.99|0.3|6.18|124.17|2.27|2.0|0.0|142.08|1.0|6.0|-6.53|36.0|6.0|502.63|0.0|3.82|-5.69|0.000149|0.00104|4.21|1.0|3.210000000000001e-07|4.18|-1923.926093|-1923.878801|792.61|296.62|292.11|682.14|0.54445|291.0|-0.21008|0.04729184|2.9086|6.6402
12e_a30|0.0|0|0|0.0|0.0|2|2|0.604984231|-0.0077937519999999|5.351858133|2|0.041767677|-0.444243861|0.0043261129999999|1|1|0.0053380919999999|-0.018475151|-0.154412059|-0.417089226|0.838579475|0.8246767140000001|0.002248768|-0.097868612|0.7933543279999999|0|0.816703705|-0.07914783|0.407218612|16.08914569|0.183296295|121.5880081|-0.035153347|-1.863127413|-34.82676424|541.7533217|-1235.889416|2392.685958|-15.46823639|0.292879147|15.14403079|6421.289402|194.2788429|32.97692061|-274.7836441|704.0353382000001|15.05551106|1.0|0.0|1.0|1.0|1.0|1.0|0.0|0.17|2.63|90.88|2.51|2.0|0.0|133.77|1.0|6.0|-5.44|31.0|5.0|428.51|0.0|2.57|-4.93|0.00154|0.0050799999999999|3.84|0.0|7.87e-05|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|356.82|245.94|562.76|0.68605|151.0|-0.19804|0.03344515|6.1598|7.9431
12y_a30|0.0|0|0|0.0|0.0|2|2|0.604984019|-0.005996863|5.351858133|2|0.044197531|-0.353814891|0.00604028|1|1|0.006346396|-0.153680104|-0.0922059569999999|-0.4579359229999999|0.842068099|0.768409873|-0.05346283|-0.095969764|0.803183654|0|0.8489185109999999|-0.070903795|0.374181804|10.05775555|0.151081489|101.4221952|-0.034840345|-1.91621895|-31.95309886|569.8856940000001|-1286.372898|2411.415644|-15.70095045|0.179891855|14.55517927|6301.067405|120.7628216|28.51891948|-429.782246|754.3941655|8.299049218|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.21|3.23|81.65|3.25|2.0|0.0|137.21|1.0|5.0|-6.04|31.0|4.0|426.54|0.0|3.19|-5.46|0.00039|0.00148|4.6|0.0|1.76e-05|3.4718|-1654.41361|-1654.382468|728.75|357.11|238.56|585.59|0.6864399999999999|0.1489|-0.19815|0.0311422|5.1209|7.6576
14f_a23|0.0|0|1|0.0|0.0|0|0|1.197963246|-0.006791105|5.351858133|2|0.04255787|-0.373510774|0.010561248|2|2|0.010508236|0.101910723|-0.199540201|-0.399688849|0.756252127|0.796412133|0.070514687|-0.06885759|0.71381683|1|0.894162392|-0.059927056|0.2096108239999999|18.34483401|0.105837608|71.55380685|-0.031450478|-1.603974359|-27.39103254|604.5178506|-1084.401604|2322.5224120000003|-14.37516058|0.334221706|15.58565565|6768.918745|225.9578225|31.93672236|-224.1560124|683.7405759|17.01160115|0.0|0.0|1.0|1.0|1.0|1.0|3.61|0.09|4.03|114.25|2.72|2.0|1.0|126.78|1.0|6.0|-5.63|32.0|5.0|441.51|0.0|3.46|-5.02|0.0010199999999999|0.0042299999999999|3.55|0.0|1.3699999999999998e-05|3.5753|-1744.452086|-1744.429532|711.98|346.78|213.09|572.35|0.6733399999999999|0.1699|-0.21743|0.02255331|9.1089|8.6459
12aa_a30|0.0|0|0|0.0|0.0|2|2|0.604983643|-0.008848121|5.351858133|2|0.043854875|-0.539735362|0.003529389|1|1|0.005111479|-0.023695642|-0.207153446|-0.394520145|0.8397577820000001|0.809127478|0.024991407|-0.012535889|0.794193541|0|0.8126513129999999|-0.078042288|0.418522684|21.58471858|0.1873486869999999|130.84205079999998|-0.033789461|-1.925999268|-38.06478415|567.5458219999999|-1345.094532|2455.130164|-16.48066156|0.369240427|16.21199661|6944.511023|257.8730361|37.41227352|-182.6418006|792.3440337000001|20.72118575|1.0|0.0|1.0|1.0|1.0|1.0|0.0|0.21|2.63|100.11|2.2|2.0|0.0|140.26|1.0|7.0|-5.61|33.0|6.0|458.54|0.0|2.52|-5.0|0.00113|0.00456|3.81|0.0|6.720000000000001e-05|3.4642|-1804.818818|-1804.784381|748.78|357.9|238.78|605.07|0.68642|0.1506|-0.19687|0.03443621|6.4878|8.1135
5_a47|0.0|0|0|0.0|0.0|0|0|1.304329328|-0.009295857|0.0|2|0.037492877|-0.390426|-0.012670377|0|0|-0.011237954|0.0083528919999999|-0.0428873159999999|-0.454659897|0.7063295709999999|0.795032176|0.065981732|0.0743193|0.675164258|1|0.807957755|-0.087763105|0.526509524|5.246458665|0.192042245|101.3974575|-0.038537768|-1.502972943|-24.46654029|426.5981263000001|-793.5630764|1349.003107|-10.74353333|0.218428796|11.13432113|5501.708422|115.3294396|26.03444329|-297.3367046|416.1194472|9.240842159|1.0|1.0|0.0|1.0|1.0|2.0|2.79|0.0|5.96|58.04|3.26|2.0|0.0|101.51|1.0|3.0|-5.65|26.0|4.0|365.79|0.0|4.29|-5.5|0.000824|0.00116|4.7|0.0|7.590000000000001e-07|3.7083|-1569.369195|-1569.333281|561.61|334.35|334.35|401.16|0.69291|0.2108|-0.20954|0.03591467|3.8816|7.7
12l_a30|0.0|0|0|0.0|-4.712037416|2|2|0.60498366|-0.015371073|5.351858133|2|0.044036281|-0.876151158|-0.00695299|1|1|-0.004395528|-0.300262845|-0.226973911|-0.640870513|0.613786308|0.830875659|-0.045411075|-0.0395239879999999|0.593245722|0|0.834279405|-0.0905026719999999|0.37422435|10.78883933|0.165720595|115.9404641|-0.045581702|-2.415830189|-44.29742723|583.6736326|-1690.148855|2394.793539|-22.31041443|0.178184921|17.23248653|7576.362669|124.6606826|38.8038646|-450.2927313999999|696.6414817000001|11.82116027|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.17|4.78|90.88|2.82|2.0|0.0|133.96|1.0|7.0|-6.7|34.0|8.0|482.48|0.0|3.42|-5.92|9.63e-05|0.000579|5.05|0.0|3.19e-05|3.5245|-1988.033039|-1987.998976|729.17|351.78|245.74|574.72|0.68488|0.1574|-0.20397|0.03406276|2.9851|7.2154
7_a47|0.0|0|0|0.0|0.0|0|0|1.304326965|-0.008206422|0.0|2|0.04030303|-0.3939082339999999|-0.0091074509999999|0|0|-0.00794321|-0.262805289|-0.04311702|-0.46105149|0.6995252890000001|0.817389583|-0.04402021|-0.124285418|0.671549194|1|0.8473227320000001|-0.081264417|0.427432212|5.027768049|0.152677268|86.09912617|-0.036250645|-1.631279045|-25.84337052|477.8297898|-919.9254234|1968.695833|-11.52827882|0.1830206469999999|10.90440708|5958.904826|103.2106353|25.02240371|-357.5076454|526.6144628999999|7.36009799|1.0|1.0|0.0|1.0|1.0|2.0|3.14|0.09|6.52|58.04|3.69|2.0|0.0|111.28|1.0|4.0|-6.47|28.0|4.0|393.84|0.0|4.89|-6.06|0.000134|0.000345|5.49|0.0|1.3900000000000001e-07|3.7203|-1647.996662|-1647.963177|604.84|333.26|333.26|455.81|0.69314|0.2144|-0.2073699999999999|0.03348545|4.4255|7.6
3i_a32|0.0|1|1|2.417426304|-4.547725143|0|0|0.6094207970000001|-0.012358668|5.733341277|0|0.05052381|-0.4449120629999999|-0.0131506889999999|3|3|-0.0106761939999999|-0.8373173840000001|-0.212967423|-0.537667101|0.565740817|0.833699527|-0.337053202|0.030060554|0.54844677|1|0.893827987|-0.093279684|0.259644227|8.064907632|0.106172013|55.97682661|-0.044627482|-1.472706897|-25.92886531|471.2508776000001|-776.4518766|2141.3084710000003|-12.4050588|0.22927653|10.09193014|5656.349227000001|120.8809386|30.52825775|-285.465827|318.0257595|11.54903146|1.0|0.0|1.0|1.0|1.0|1.0|2.49|0.13|6.29|110.94|2.09|2.0|0.0|88.28|1.0|3.0|-6.27|24.0|6.0|366.38|0.0|4.37|-5.16|0.000197|0.00251|4.23|0.0|4.01e-05|3642.0|-1891.833327|-1891.811327|530.5|340.43|340.43|418.24|0.70322|0.4765|-0.21278|0.02199999|3.8572|8.2366
9a_a31|0.0|1|0|3.348289714|0.0|1|1|0.6101356720000001|-0.01391798|5.733341277|0|0.036891534|-0.723734943|-0.006189303|2|2|-0.0033853629999999|-0.084652799|-0.15653721|-0.542342338|0.8058046320000001|0.782715368|0.045292529|-0.001313433|0.76226755|0|0.691768132|-0.100906991|0.235442032|21.33533299|0.308231868|197.8075471|-0.043430228|-2.0846509230000003|-41.55773748|443.941629|-1337.8230119999998|1955.13855|-17.886392|0.262241245|15.15483138|6273.506211999999|168.29310269999996|37.77835579999999|-305.16297060000005|597.3075924999999|15.33993762|1.0|1.0|1.0|1.0|1.0|2.0|2.78|0.14|4.02|117.37|1.58|1.0|0.0|113.64|1.0|6.0|-5.62|30.0|5.0|418.47|0.0|3.47|-4.77|0.00101|0.00715|3.47|0.0|3.07e-06|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|327.21|327.21|540.01|0.7028|0.7028|-0.20032|0.03885662|6.2203|6.8239
4r_a46|0.0|0|0|0.0|-0.03033057|1|1|1.13129629|-0.002826188|5.587248657999999|2|0.044728682|-0.141309389|0.006236535|1|1|0.0061041|-0.237647432|-0.086905208|-0.246070691|0.7794598220000001|0.810646641|-0.077483502|-0.070397185|0.76719475|0|0.8478197820000001|-0.079297367|0.261414008|6.071841742999999|0.152180218|80.72661483|-0.0259595379999999|-1.220098292|-22.31391864|449.7405899|-647.2221302999999|1451.6122289999998|-7.304896049|0.285368722|10.69131411|4775.760774|151.3787482|19.26963463|-227.7097083|496.0386301|8.076584289|0.0|1.0|0.0|1.0|1.0|1.0|2.89|0.35|3.43|63.83|1.52|0.0|0.0|97.9|1.0|3.0|-3.09|25.0|4.0|334.41|1.0|2.7|-3.55|271.0|0.0933|2.12|0.0|0.000188|4.5209|-1069.447946|-1069.419677|571.75|274.25|274.25|467.85|0.69085|0.1404|-0.2207199999999999|0.02826942|3.5979|5.8499
5_a18 (BIBF0775)|0.0|0|0|0.0|0.0|2|2|1.251175715|-0.005220163|4.844187086|1|0.035478927|-0.391512249|0.002526619|0|0|0.0036739159999999|-0.054916741|-0.216531385|-0.453086741|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0.7061155790000001|0|0.8432358679999999|-0.068989967|0.420002762|6.418873637000001|0.156764132|118.3671077|-0.029755876|-2.112667176|-39.33277643|636.6978809999999|-1595.201018|1645.395714|-16.96451322|0.184058942|18.98829281|7221.114573000001|138.97646310000002|27.535837|-477.1120625|1140.896548|8.178259299999999|0.0|1.0|0.0|1.0|1.0|2.0|0.0|0.32|3.69|76.5|3.52|3.0|1.0|155.95|1.0|8.0|-6.07|37.0|3.0|494.63|1.0|3.2|-5.72|0.000425|0.000946|4.73|0.0|3.06e-07|3.2027|-1572.313227|-1572.290174|817.02|378.13|378.13|691.68|0.69298|0.4825|-0.18092|0.02305362|2.8009|7.4685
12ab_a36|0.0|1|0|3.458948649|0.0|2|2|1.297042596|-0.007034881|5.351858133|2|0.039951691|-0.408023082|0.000939229|1|1|0.002112069|0.0618552579999999|-0.169341326|-0.4186639029999999|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0.8196353679999999|0|0.8410557559999999|-0.079202413|0.452078227|16.62527454|0.158944244|109.6369437|-0.033434841|-1.805481415|-37.68448987|580.1454645|-1245.389318|2390.849902|-15.90828969|0.320974676|15.18764075|6314.697413|221.4026852|33.96451406|-246.9770378|708.5476357999999|16.81984117|1.0|0.0|0.0|1.0|0.0|2.0|0.0|0.17|1.95|92.99|1.59|1.0|0.0|133.27|1.0|6.0|-3.92|32.0|5.0|420.47|0.0|1.8|-3.91|0.0503|0.0515|2.33|0.0|3.76e-05|3.8845|-1364.509957|-1364.468283|712.73|319.17|319.17|564.58|0.69294|0.4451|-0.2093699999999999|0.04167456|5.3228|7.9586
20b_a10|0.0|0|0|0.0|0.0|1|1|1.343837209|-0.007463406|5.4161004020000005|2|0.035818182|-0.447804373|0.001965496|1|1|0.002637529|-0.049452599|0.031942481|-0.450145946|0.725009545|0.761071345|0.052265135|-0.022843761|0.6980623109999999|1|0.75259177|-0.094975935|0.6741049840000001|8.331370518|0.24740823|158.09355980000004|-0.033783202|-1.85807612|-38.78052212|480.905232|-1187.308396|2257.777328|-13.79433873|0.238378673|13.838742600000002|7173.225184999999|152.3236842|28.34404003|-334.3514234|769.1246171|10.92981783|1.0|1.0|1.0|1.0|1.0|1.0|3.15|0.11|5.0|95.92|2.41|2.0|0.0|129.73|1.0|5.0|-5.22|34.0|5.0|447.49|0.0|3.66|-5.09|0.00271|0.00364|3.52|0.0|5.26e-07|3.9013|-1465.62724|-1465.587932|687.84|317.8|208.89|482.93|669.0|0.1382|-0.2217199999999999|0.03930765|7.7954|5.9586
15_a47|0.0|1|1|2.9226792460000004|0.0|0|0|1.304329657|-0.00516949|4.59511985|2|0.042285714|-0.21194909|-0.0026314909999999|1|1|-0.002377481|-0.299654464|-0.017562097|-0.332654104|0.644280611|0.830688568|-0.131424138|0.081171071|0.614613723|1|0.791753677|-0.084413593|0.429825305|8.917011222000001|0.208246323|111.3994409|-0.033307714|-1.265693121|-24.15592798|423.5412927|-677.0708068|869.1027727|-9.531388265|0.288369895|13.37174753|5075.773767000001|154.260803|25.03780079|-226.4191275|383.4213189|11.43190096|1.0|1.0|0.0|1.0|1.0|2.0|2.1|0.06|5.28|66.49|2.83|2.0|0.0|96.6|1.0|3.0|-4.89|25.0|4.0|353.78|0.0|3.74|-4.85|0.00455|0.00499|3.8|0.0|1.14e-06|4.0594|-1527.4104|-1527.376145|552.16|305.43|286.26|419.75|0.68008|0.0759|-0.2268|0.03425526|3.7709|7.8
26_a47|0.0|0|1|0.0|0.0|0|0|1.304328272|-0.012090143|4.727387819|2|0.045681818|-0.544056455|-0.0098410169999999|1|1|-0.008325552|-0.24731748|-0.079370393|-0.5899218279999999|0.6850994429999999|0.845040087|-0.11288313|0.0120097289999999|0.651797437|1|0.7104381999999999|-0.098127284|0.549740398|12.13564316|0.2895618|168.2587945|-0.038735145|-1.626876095|-33.13315474|412.8219782|-945.3464183|1341.904566|-13.07911017|0.282360823|13.22794532|5994.406615|164.0744453|31.36429668|-252.9318822|457.1122177|14.3059247|0.0|1.0|1.0|0.0|1.0|2.0|2.66|0.05|4.68|98.72|2.59|1.0|0.0|104.8|1.0|4.0|-4.86|28.0|5.0|396.81|0.0|3.18|-4.56|0.00545|11.0|3.12|0.0|2.37e-05|3992.0|-1696.096597|-1696.075481|592.84|310.58|258.5|443.78|0.68707|77.0|-0.22921|0.02111593|4.8242|7.9
12ba_a36|0.0|1|0|3.389685532|0.0|2|2|1.297043659|-0.0075620109999999|5.351858133|2|0.040566449|-0.423472625|-0.002123045|1|1|-0.000621302|0.159880159|-0.168084618|-0.410941182|0.844641715|0.8256014690000001|0.041478447|-0.0202572689999999|0.796093405|0|0.849738126|-0.083210415|0.330220757|16.57882744|0.150261874|101.229662|-0.037526591|-1.951382748|-37.76553687|572.4586103999999|-1314.6236720000002|2492.5731100000003|-17.03166444|0.293104216|14.59456478|6722.60947|197.4608731|35.76372225|-278.7665262|688.1986357999999|16.03205543|1.0|0.0|1.0|1.0|0.0|2.0|0.0|0.12|1.63|116.78|0.74|1.0|0.0|133.18|1.0|5.0|-4.77|33.0|6.0|431.45|0.0|1.57|-4.25|0.0072599999999999|0.0244|2.67|0.0|8.240000000000001e-05|3.0114|-1417.454721|-1417.426327|687.23|411.71|236.13|547.82|0.70432|0.0009|-0.21033|0.02839417|4.5448|7.6778
