molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|nAHRing|nARing|BCUTs-1|AATSC1c|SRW07|n6HRing|JGI4|ATSC1c|AATSC1are|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PPSA3|RPSA|TPSA_x|FNSA4|FNSA2|WNSA3|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
13g_a6|0.0|1|0|3.457632039|0.0|0|0|1.424099171|-0.006574579|4.727387819|2|0.043020833|-0.381325604|-0.002407131|1|1|-0.000644109|0.061423911|-0.215607882|-0.46487852|0.836982172|0.774238891|0.095969451|-0.144664763|0.789769968|1|0.871972049|-0.074216821|0.2141642839999999|12.28038897|0.128027951|89.14285747|-0.0323525729999999|-1.747038966|-35.98038956|607.1336751|-1216.422234|3916.754765|-15.68456028|0.264266646|14.34268783|6332.20768|184.0026638|30.61752948|-328.2712049|744.1359788|12.48355309|1.0|1.0|1.0|1.0|1.0|2.0|2.34|0.12|4.79|103.17|1.13|2.0|0.0|128.63|0.0|6.0|-5.56|33.0|5.0|431.49|0.0|3.47|-5.06|0.0012|0.0038|3.7|0.0|1.15e-08|3.2472|-1386.611265|-1386.573241|739.55|381.82|207.09|592.49|0.7034100000000001|0.0105|-0.20806|0.03802398|13.3225|6.9245
17b_a25|0.0|0|0|0.0|0.0|0|0|1.3732004619999998|-0.004368141|4.727387819|2|0.042843137|-0.266456625|0.005120507|1|1|0.005244553|-0.044260194|-0.073994564|-0.366585181|0.653180996|0.780221059|0.068812225|0.029728702|0.636746066|1|0.882170399|-0.068207754|0.410780725|12.04068508|0.1178296009999999|89.34443096|-0.029249891|-1.6672437880000002|-39.21569422|668.9067217|-1264.189524|2514.295488|-16.81707305|0.275133816|18.52147096|6674.061446|208.6205329|30.59704545|-341.0100868|832.226697|13.32894629|1.0|1.0|1.0|1.0|1.0|1.0|3.25|0.11|5.18|96.49|2.0|2.0|0.0|135.78|0.0|7.0|-5.32|35.0|5.0|458.51|0.0|3.78|-5.07|0.00218|0.00394|3.61|0.0|4.16e-08|3961.0|-1483.873254|-1483.830524|781.08|313.02|228.6|654.18|0.6594800000000001|0.1741|-0.21939|0.04272963|5.2142|6.9957
13n_a6|0.0|1|0|3.425442623|0.0|0|0|1.4290206230000002|-0.010884884|4.727387819|2|0.04393617|-0.631323273|-0.0093684169999999|1|1|-0.00687003|0.100294804|-0.118693789|-0.57091314|0.870730542|0.7767360059999999|-0.064779873|-0.056293641|0.82642394|1|0.70890216|-0.100363599|0.307384948|12.18768927|0.29109784|199.7822434|-0.038490115|-2.078466222|-47.27287681|486.5239262|-1426.464192|2535.307313|-18.12946621|0.251032943|16.76075427|6386.381394|172.28545730000002|35.2699138|-341.7352549|724.3873672999999|13.66031867|1.0|1.0|1.0|1.0|1.0|3.0|1.9|0.08|3.76|122.47|0.81|1.0|0.0|127.2|1.0|6.0|-4.64|33.0|5.0|435.48|0.0|2.62|-4.28|0.00987|0.0228|2.43|0.0|9.35e-08|3.3510000000000004|-1423.765005|-1423.714738|727.69|369.99|257.31|548.09|0.64027|0.1945|-0.20994|0.05026727|10.1967|7.1249
4f_a49|0.0|0|0|0.0|0.0|1|1|1.343848013|-0.008903208|5.4161004020000005|2|0.038839506|-0.418450768|0.001532832|1|1|0.001714014|-0.14414265|-0.025995042|-0.46436755|0.69044503|0.7927086309999999|-0.00953448|0.114367229|0.670594896|1|0.7370618040000001|-0.102926696|0.480786546|9.007637695|0.262938196|142.7551002|-0.033471819|-1.439288231|-30.33918719|400.1675422|-781.4221699|1629.651745|-9.866320682|0.2816937089999999|11.20071713|5422.650822|152.9378926|25.29924744|-237.0468572|467.1194103|11.34983222|0.0|1.0|1.0|1.0|0.0|1.0|2.35|0.14|3.8|80.9|2.03|1.0|0.0|102.08|1.0|3.0|-3.99|27.0|5.0|356.38|0.0|2.85|-4.09|0.0365|0.0289|2.64|0.0|0.000104|3.7098|-1179.23587|-1179.201105|575.01|334.21|268.08|411.94|0.68474|0.0579999999999999|-0.22471|0.03476467|1.8254|7.3979
8b_a31|0.0|1|0|3.37710223|0.0|1|1|0.610137861|-0.013629145|5.733341277|0|0.041161616|-0.57242407|-0.010300564|2|2|-0.006785954|-0.222667869|-0.092604362|-0.510259793|0.928940547|0.843119174|-0.058494079|-0.1155280009999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|0.281200674|16.89414614|0.392380774|204.9365822|-0.040792077|-1.590890986|-32.92631065|317.3534883|-830.906565|1587.743824|-11.12754483|0.296530645|11.79588561|4696.728592|154.8750114|30.28603362|-212.5400476|372.3224834|12.97217579|0.0|1.0|1.0|1.0|1.0|2.0|2.71|0.25|2.74|114.29|0.61|0.0|0.0|88.64|2.0|4.0|-4.05|23.0|5.0|328.39|0.0|2.52|-3.4|0.0294|131.0|2.02|0.0|0.00061|3.8582|-1386.852117|-1386.815519|566.18|321.36|321.36|439.96|0.70036|0.2643|-0.19265|0.03659821|5.6001|5.6576
8_a4|0.0|0|0|0.0|0.0|1|1|1.304250488|-0.001277205|5.4161004020000005|2|0.038726287|-0.056197036|0.010647563|1|1|0.009595591|-0.1193184819999999|-0.078942941|-0.150276481|0.619844116|0.813333185|-0.07377839|0.097165358|0.576540652|1|0.925132446|-0.05397993|0.546157592|5.362918401|0.074867554|38.69916707|-0.024598141|-0.983925625|-14.42275611|478.2025467|-508.5928419|1737.932042|-6.572312789|0.273845898|9.972991122|5162.482272|141.55141369999998|17.50981094|-233.7988862|434.9654405|7.671983829|1.0|1.0|1.0|1.0|1.0|0.0|3.19|0.15|4.76|43.6|2.93|1.0|0.0|100.13|1.0|2.0|-4.35|25.0|3.0|346.81|1.0|3.85|-4.84|0.0156|0.00506|3.74|0.0|5.72e-06|3.9863|-1450.239105|-1450.21384|561.6|311.03|231.56|391.01|0.57675|0.0642|-0.22685|0.0252645|5.7488|7.2676
13c_a6|0.0|1|0|3.441255118|0.0|1|1|1.424213869|-0.010619065|5.351858133|1|0.040821256|-0.605286688|-0.003346018|1|1|-0.000899678|0.081059709|-0.174259072|-0.490486317|0.845481322|0.780680481|0.085414885|-0.167542194|0.7995080809999999|0|0.786809832|-0.093635525|0.22875443|20.79409503|0.213190168|145.12291069999998|-0.039875482|-2.11340057|-43.38886312|535.5975578|-1438.635026|3135.546462|-18.47751526|0.2279674589999999|15.07660437|6204.855629|155.1821156|35.15921372|-370.3562372|692.8471883999999|12.49421473|1.0|1.0|1.0|1.0|1.0|2.0|2.53|0.16|4.57|95.85|1.5|2.0|0.0|121.6|1.0|6.0|-5.95|32.0|5.0|423.47|0.0|3.64|-5.27|0.000471|0.00229|4.23|0.0|1.68e-07|3.6519|-1389.39897|-1389.371325|719.8|339.5|206.92|596.15|0.7008800000000001|0.28|-0.1999|0.0276450999999999|9.2467|7.1367
18c_a25|0.0|0|0|0.0|0.0|0|0|1.193723817|-0.002704524|4.727387819|2|0.043274232|-0.162271435|0.007804726|1|1|0.007488918|0.01222181|-0.064145547|-0.282103688|0.7644072209999999|0.748718056|0.084188427|0.0114970419999999|0.7357918440000001|1|0.94801724|-0.048636087|0.385593349|6.300016824|0.05198276|34.1639413|-0.026975264|-1.510614788|-21.00757374|623.0528232|-992.8013635|2095.730631|-11.65153036|0.2520795489999999|14.65844196|6736.25597|165.67090530000002|23.70385212|-325.8749539|831.3429628|9.560410146|1.0|1.0|1.0|1.0|1.0|1.0|3.89|0.11|6.11|87.72|3.08|2.0|1.0|138.65|0.0|7.0|-6.05|33.0|3.0|449.57|0.0|4.77|-5.6|0.000398|0.00113|4.49|0.0|3.0499999999999995e-08|3.3396|-1714.597797|-1714.5777670000002|698.86|371.26|226.01|547.87|0.70516|0.0041|-0.19532|0.02003004|7.9283|7.0555
4c_a49|0.0|0|0|0.0|0.0|1|1|1.343847672|-0.0057600559999999|5.4161004020000005|2|0.03583878|-0.339843311|0.001379959|1|1|0.00202792|-0.163476035|-0.001647802|-0.412652341|0.7745214140000001|0.7796063109999999|-0.052237757|0.010868461|0.752601535|1|0.76159824|-0.087753156|0.407675441|7.782541015|0.23840176|153.60017230000005|-0.029809452|-1.639519861|-36.42732137|490.6910965|-1056.328332|1683.872161|-12.37423857|0.275946172|16.089682800000002|6046.668361|177.78970959999998|26.5256103|-288.71184960000005|707.2397315000001|11.182784300000002|1.0|1.0|1.0|1.0|1.0|2.0|2.97|0.25|3.19|98.72|1.47|1.0|0.0|120.43|1.0|7.0|-3.5|31.0|5.0|412.49|0.0|2.6|-3.58|0.13|109.0|1.81|0.0|4.4e-06|3.8067|-1332.647233|-1332.607539|705.55|325.7|216.0|533.87|0.67789|0.0821|-0.22158|0.03969431|4.9358|6.5935
12az_a36|0.0|1|0|3.465535084|0.0|2|2|1.297042831|-0.009570959|5.351858133|2|0.040566449|-0.593399474|0.000482522|1|1|0.002872872|0.129156742|-0.289604649|-0.387734368|0.884226781|0.812921349|-0.061924322|-0.021825174|0.8350231859999999|0|0.819163613|-0.071762413|0.411597359|24.36575918|0.180836387|126.71905359999998|-0.033474609|-1.941527339|-35.23783652|574.0196415|-1360.503334|2455.7577530000003|-16.43719536|0.416134994|15.73229538|6700.839465|291.60189260000004|40.17530387|-117.53490990000002|766.4854363|24.24160725|1.0|0.0|0.0|1.0|1.0|2.0|0.0|0.21|1.9|87.66|1.42|1.0|0.0|136.74|1.0|7.0|-4.11|33.0|6.0|441.49|0.0|1.75|-4.15|0.0342|0.0315|2.62|0.0|7.11e-05|3.6095|-1461.990465|-1461.962459|737.12|343.5|319.03|576.54|0.70333|0.0146|-0.19846|0.02800521|7.821000000000001|7.2366
21b_a23|0.0|0|1|0.0|0.0|0|0|1.197963051|-0.005936474|5.4161004020000005|2|0.042455556|-0.326506055|0.01055698|2|2|0.009872313|0.107996329|-0.130528352|-0.481470603|0.7038407329999999|0.7717839409999999|0.131951284|-0.078097375|0.668547062|1|0.930728719|-0.0596425779999999|0.224930782|10.15224639|0.0692712809999999|48.56114386|-0.034219814|-1.745210489|-29.31080756|652.4673795|-1223.442332|2531.041828|-16.81701905|0.187665282|16.20152864|6919.229053|131.5587155|29.53101081|-437.9110924|712.6737861|9.421307298|0.0|0.0|1.0|1.0|1.0|1.0|3.42|0.08|4.2|128.81|2.6|2.0|1.0|129.97|1.0|5.0|-6.1|33.0|5.0|450.52|0.0|3.57|-5.22|0.000361|0.00273|3.7|0.0|6.45e-06|3.6237|-1761.498874|-1761.4722969999998|735.65|342.15|309.79|611.6|0.70139|0.2333|-0.23434|0.02657688|13.2567|7.0691
17d_a50|0.0|0|1|0.0|0.0|2|2|1.338814635|-0.002166617|6.042632834|1|0.031990741|-0.140830095|0.012079|2|2|0.01245647|0.009780681|-0.323333765|-0.2294807539999999|0.754575205|0.748516466|-0.1921395789999999|-0.2177003589999999|0.7276268779999999|1|0.929886823|-0.044172353|0.8020670809999999|10.55016861|0.070113177|48.62532158|-0.025589979|-1.535398758|-21.24595322|644.9008302|-1064.839192|2950.99157|-12.30823045|0.24594297|12.62170017|6281.764548|170.5678813|23.53577933|-352.3903892|829.3813984|9.139672835|0.0|1.0|1.0|1.0|1.0|0.0|3.68|0.35|4.29|51.77|2.71|2.0|0.0|133.19|1.0|6.0|-4.5|32.0|4.0|424.54|1.0|3.68|-4.88|0.0135|0.00557|3.72|0.0|3.63e-05|4.0506|-1335.989008|-1335.962757|727.15|306.09|306.09|579.45|0.66103|0.1819|-0.19967|0.02625058|7.9942|7.1308
9r_a24|0.0|1|0|2.950959457|0.0|0|0|1.353642494|-0.004640179|4.59511985|3|0.024179894|-0.264490176|0.007861194|1|1|0.008722018|-0.29065818|-0.2920573039999999|-0.3018627239999999|0.786430472|0.7958149290000001|-0.120617935|-0.083458647|0.7526889940000001|0|0.8417158379999999|-0.0618978309999999|0.32720212|10.4302588|0.158284162|106.1180928|-0.025821921|-1.394383716|-27.82142546|564.3096436000001|-934.8335183|958.7578093|-11.60626518|0.384785172|18.36822555|5501.824326|257.9706516|28.13932796|-154.486433|670.2247423|15.80243761|1.0|1.0|1.0|1.0|1.0|1.0|3.04|0.22|3.93|79.82|1.02|2.0|0.0|116.9|1.0|8.0|-4.02|30.0|6.0|400.48|0.0|2.98|-4.06|0.0383|0.0351|2.69|0.0|8.84e-07|4.2877|-1294.486221|-1294.451958|713.25|289.16|277.23|616.11|0.6204|0.0029|-0.21074|0.03426339|3.0322|7.9586
12bh_a36|0.0|1|0|3.50075137|0.0|2|2|1.297043258|-0.006687484|5.351858133|2|0.044197531|-0.401249012|0.003676818|1|1|0.0045625|0.0016901289999999|-0.169994208|-0.43574839|0.902377067|0.78699829|-0.211972014|-0.0591586759999999|0.857993338|0|0.833491953|-0.070687668|0.317612728|11.73109101|0.166508047|110.81353529999998|-0.035569289|-1.991880197|-31.30825225|554.7010591|-1325.625342|2437.805332|-15.75398235|0.216705778|14.56834609|5957.443236|144.22085800000002|30.2209316|-377.0728785|729.1873176|10.18741188|1.0|0.0|0.0|1.0|0.0|2.0|0.0|0.21|2.5|69.2|2.45|1.0|0.0|133.68|1.0|5.0|-4.54|31.0|4.0|409.49|1.0|2.42|-4.6|0.0117|0.0102|3.41|0.0|1.86e-05|3.6255|-1311.589612|-1311.558898|715.94|341.97|319.46|575.23|0.7039|11.0|-0.20168|0.03071385|7.7975|7.8539
1g_a5|0.0|1|0|2.942391606|0.0|0|0|1.4275159730000002|-0.003919036|4.59511985|2|0.027447447|-0.172437603|0.00683534|1|1|0.006957291|-0.019057802|-0.0178558139999999|-0.242737126|0.74740095|0.7778380309999999|0.030722968|-0.067172264|0.717355058|0|0.8659209659999999|-0.070108797|0.39389953|10.9506874|0.134079034|71.90752413|-0.027205531|-1.11542677|-20.16505667|464.3994751|-598.211184|832.7655896000001|-7.824996219|0.38606657|13.83149499|4639.260975|207.0502037|23.76563316|-122.2065919|422.96706330000006|14.46845291|1.0|1.0|1.0|1.0|1.0|1.0|2.12|0.05|4.21|63.69|1.57|0.0|0.0|96.98|1.0|4.0|-4.03|25.0|4.0|328.37|1.0|3.09|-4.2|0.0304|0.0206|3.03|0.0|2.36e-06|4.1733|-1065.846194|-1065.818889|572.15|297.09|259.26|448.93|0.66164|0.0504|-0.20972|0.02730461|5.2707|6.9393
SB431542_a8|0.0|1|0|3.172627551|0.0|1|1|1.401734117|-0.014434378|5.4161004020000005|1|0.041909722|-0.721718925|-0.0075336219999999|1|1|-0.005306541|0.156874293|0.089375589|-0.494976661|0.76592324|0.762577159|0.229470029|-0.072891515|0.7318727540000001|0|0.5653298489999999|-0.128342313|0.274152231|20.78806656|0.434670151|260.1744351|-0.048754953|-2.242727845|-45.98111161|338.38158389999995|-1342.398251|1947.072021|-17.46740332|0.239171941|14.04829994|6203.505123|143.157805|38.35632812|-312.2404091|529.053307|15.07117296|0.0|0.0|1.0|1.0|0.0|2.0|2.75|0.05|2.72|112.23|1.9|1.0|0.0|109.21|1.0|4.0|-4.4|30.0|5.0|400.39|0.0|2.58|-4.14|16.0|0.0292|2.4|0.0|6.96e-05|||||||||||||4.1019
47j_a18|0.0|0|0|0.0|0.0|1|1|1.251176464|-0.007807275|4.844187086|0|0.033563218|-0.569931053|0.00031105|0|0|0.002317206|-0.073551529|-0.331885553|-0.48833504|0.783538352|0.7444236670000001|-0.002262399|0.005740124|0.757001264|0|0.80651845|-0.073041469|0.476575952|12.42035127|0.19348155|150.5035248|-0.033837212|-2.368604851|-44.19607713|627.366638|-1842.467041|2064.803327|-20.47428768|0.235574938|18.50538303|7316.123159000001|183.246715|34.43235841|-411.3767328|1081.726154|12.6177344|1.0|1.0|0.0|1.0|1.0|3.0|0.0|0.28|2.82|97.76|2.63|3.0|2.0|149.96|1.0|11.0|-5.83|37.0|4.0|499.6|0.0|2.39|-5.14|0.000743|0.00366|4.07|0.0|8.159999999999999e-07|3.1054|-1625.445572|-1625.413107|839.37|399.25|399.25|776.31|0.6983600000000001|0.5439|-0.17273|0.03246539|5.2118|7.4559
19e_a38|0.0|1|0|3.376977671|0.0|2|2|1.297043576|-0.007550899|5.351858133|2|0.04508642|-0.4379521229999999|-0.001197042|1|1|0.000347207|0.045449529|-0.191751024|-0.436305701|0.723755855|0.839953955|0.04818471|-0.064035403|0.700181525|0|0.776562593|-0.083623427|0.552393659|14.27562164|0.223437407|150.553721|-0.03783113|-2.042881001|-37.96637911|523.2534216|-1376.50781|3426.997928|-17.17594064|0.250809026|12.34352977|6531.762734|168.99691289999998|34.02454948|-335.8133169|696.3887025|13.55346651|1.0|0.0|1.0|1.0|1.0|3.0|3.08|0.12|3.09|81.23|2.75|2.0|0.0|135.78|1.0|6.0|-4.94|32.0|4.0|427.48|0.0|3.3|-4.72|0.0049|0.00807|3.55|0.0|2.25e-05|3.8587|-1409.582478|-1409.547647|685.34|321.31|236.96|532.67|0.58509|0.3738|-0.20723|0.03483011|8.0952|8.0083
16j_a32|0.0|1|1|3.359912013|-0.082980188|0|0|0.609420735|-0.0139074189999999|5.733341277|0|0.046788618|-0.778815477|-0.002456725|3|3|-0.00030659|-0.11512706|-0.202656848|-0.704356423|0.79965447|0.798237393|0.168000908|0.032797932|0.762429418|1|0.8259884120000001|-0.07651119|0.509776381|16.63953228|0.174011588|124.4493461|-0.034287782|-1.817252458|-39.13396528|590.7291534|-1299.659886|3448.428146|-17.53752467|0.3002094919999999|13.20372234|6507.757122|214.7033741|35.04175088|-285.7717513|701.9321161|15.48758085|1.0|0.0|1.0|1.0|1.0|2.0|3.38|0.33|5.24|149.27|1.57|3.0|0.0|121.3|1.0|8.0|-7.45|30.0|5.0|441.57|0.0|4.25|-5.41|1.57e-05|0.00172|4.59|0.0|7.5e-06|3629.0|-2034.621888|-2034.593521|729.78|341.65|341.65|631.34|0.70207|0.2907|-0.2002799999999999|0.0283671|4.0992|8.0315
13a_a6|0.0|1|0|3.417162147|0.0|1|1|1.430639975|-0.01115741|5.351858133|1|0.041767677|-0.602500119|-0.00460563|1|1|-0.00194781|0.05269025|-0.180339002|-0.488098052|0.850080948|0.7722228729999999|0.090839165|-0.091892803|0.8013954109999999|0|0.77450544|-0.094081761|0.22670695|20.83876732|0.22549456|147.4582473|-0.040840697|-2.042034827|-40.23198232|506.474367|-1335.353173|2626.396685|-17.46461983|0.240087608|15.08351934|6019.922535|157.0011174|35.14492428|-339.9303794|627.4287311|13.18415753|1.0|1.0|1.0|1.0|1.0|2.0|3.2|0.12|4.32|95.85|1.29|2.0|0.0|116.79|1.0|5.0|-5.51|31.0|5.0|409.44|0.0|3.52|-4.99|0.0012699999999999|0.00417|3.8|0.0|4e-07|3651.0|-1350.085889|-1350.057702|695.29|339.59|206.87|571.9|0.70072|0.2697|-0.19987|0.02818646|9.2157|7.3372
47f_a18|0.0|0|0|0.0|0.0|1|1|1.251175676|-0.005817448|4.844187086|0|0.031179487|-0.477030713|0.0036509859999999|0|0|0.00531392|-0.071877686|-0.3927204379999999|-0.4138670829999999|0.765824398|0.750610215|-0.009917608|-0.014370598|0.745431271|0|0.838156881|-0.063824969|0.375218907|11.75478965|0.161843119|137.3980967|-0.0289997239999999|-2.290978185|-46.00060733|711.5604361000001|-1944.945479|2343.062749|-20.90098811|0.273449343|20.44855806|7870.103594|232.14715330000004|33.88554232|-384.6642262|1347.416568|14.07716085|1.0|1.0|0.0|1.0|1.0|2.0|0.0|0.34|3.6|88.97|2.79|3.0|2.0|164.47|1.0|13.0|-6.11|40.0|4.0|541.68|0.0|2.83|-5.52|0.000421|0.00163|4.52|1.0|3.27e-07|3.0964|-1743.375413|-1743.346389|908.66|400.42|400.42|874.24|0.6984600000000001|0.5741|-0.1724099999999999|0.02902413|4.4861|8.0458
12i _a30|0.0|0|0|0.0|0.0|2|2|0.604984133|-0.00691453|5.351858133|2|0.043848238|-0.366470081|0.00372838|1|1|0.003603419|-0.172434349|-0.090173435|-0.469854551|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0.7463962120000001|0|0.8434291340000001|-0.076575246|0.356921662|10.32233418|0.156570866|102.235113|-0.037414255|-1.833298476|-32.64875738|550.7287204|-1197.077601|2280.31966|-15.95200773|0.193700903|15.56818082|6362.153853|126.4796844|30.29912252|-400.0044646|652.8825454|9.585980094|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.14|3.27|81.65|3.31|2.0|0.0|132.29|1.0|5.0|-5.93|30.0|4.0|432.93|0.0|3.11|-5.44|0.0005139999999999|0.00156|4.49|0.0|2.61e-05|3.5242|-2035.373964|-2035.339603|691.59|351.81|246.2|542.74|0.68497|0.1577|-0.2041|0.03436093|3.0033|7.8013
14y_a23|0.0|0|1|0.0|0.0|0|0|1.197960595|-0.005875443|5.351858133|2|0.046678487|-0.2996475999999999|0.009174505|2|2|0.007229683|0.07646106|-0.125978901|-0.4598871539999999|0.719722236|0.802520527|0.137426346|-0.049318182|0.64069202|1|0.925252932|-0.057809342|0.2271539169999999|13.00274534|0.074747068|51.68445972|-0.034303507|-1.612264842|-27.63946733|639.7735629|-1114.8134599999998|2336.815247|-16.40099384|0.21677451|16.00209862|7320.809595999999|149.890474|30.28429949|-391.6770747|665.6233736|11.42772654|0.0|0.0|1.0|0.0|1.0|1.0|3.49|0.05|5.32|105.02|3.99|2.0|1.0|130.3|1.0|5.0|-6.77|32.0|4.0|480.37|0.0|4.45|-6.13|8.18e-05|0.000354|4.83|0.0|1.29e-06|3.6413|-2549.104894|-2549.091817|713.1|340.49|340.49|585.2|0.61338|444.0|-0.2331599999999999|0.01307741|6.5205|8.4225
9o_a24|0.0|1|0|2.9340792330000003|0.0|1|1|1.294229152|-0.007052095|4.59511985|3|0.028472222|-0.387865233|0.0012214139999999|1|1|0.002019902|-0.145366976|0.00294424|-0.38043264|0.738419215|0.785672769|-0.0062180169999999|-0.000453155|0.7086274779999999|0|0.770273808|-0.088586421|0.6253256110000001|10.7072496|0.229726192|133.0106596|-0.032911684|-1.678495905|-29.69744072|445.9858336|-971.8432428|1906.512273|-11.03321234|0.331953623|11.83284872|6697.297449000001|192.1999837|28.52459128|-194.5965258|663.2688909|15.09096602|1.0|0.0|1.0|1.0|1.0|2.0|2.84|0.04|4.36|92.79|1.23|1.0|0.0|120.73|1.0|6.0|-4.49|32.0|5.0|421.45|0.0|3.01|-4.4|0.0137|0.0167|2.88|0.0|5.23e-06|4.2643|-1388.147972|-1388.094657|611.03|290.75|210.85|432.84|0.65292|0.0288|-0.22353|0.0533144|5.9089|6.3507
7_a27|0.0|0|0|0.0|0.0|0|0|1.40247849|-0.00601016|4.727387819|2|0.049625|-0.288487667|0.010291744|1|1|0.010596392|-0.220626658|-0.323631281|-0.500327496|0.6413629129999999|0.801251575|0.147753647|-0.08694032|0.62067794|1|0.85111414|-0.060745542|0.358145768|8.475438874|0.14888586|83.57286704|-0.0300556429999999|-1.352503929|-19.13983132|477.7488532|-759.1898319000001|1497.873267|-9.469994277|0.236435287|12.087978|5082.120742|132.7162621|22.09489892|-295.8891961|479.0078184|8.106228264|1.0|0.0|1.0|0.0|1.0|0.0|3.41|0.2|3.05|65.6|2.88|0.0|0.0|102.36|1.0|3.0|-4.06|26.0|4.0|345.4|1.0|3.14|-4.28|0.0299|18.0|3.02|0.0|8.4e-05|4.1205|-1122.455548|-1122.433757|606.74|300.9|300.9|505.5|0.61278|0.4179|-0.2162099999999999|0.02179141|6.3813|9.0
14_a1|0.0|1|0|3.3674017380000003|0.0|1|1|1.430935835|-0.015636898|5.351858133|1|0.035620155|-0.766207981|-0.011639964|1|1|-0.008385698|0.164429684|-0.033765606|-0.567791164|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.795744863|0|0.593170871|-0.12658238|0.206941175|19.5711254|0.406829129|240.9270705|-0.046308519|-2.083883365|-44.39360096|351.2799603|-1234.09038|1876.042189|-16.24082222|0.246642602|14.21658628|5748.712211|146.0634832|36.40268318|-300.0800645|513.4628663999999|14.42965582|1.0|1.0|1.0|1.0|1.0|2.0|2.35|0.05|3.63|103.12|1.54|1.0|0.0|106.85|1.0|4.0|-4.52|29.0|5.0|384.39|0.0|2.85|-4.25|0.0116|0.0218|2.7|0.0|7.81e-06|3.3061|-1292.588129|-1292.55322|621.08|375.01|323.35|464.08|0.69894|0.3497|-0.19322|0.03490867|5.3099|7.0269
19_a4|-3.21497177|0|0|0.0|0.0|1|1|0.29641517|-0.0023503029999999|5.4161004020000005|1|0.040511696|-0.105763614|0.006243904|1|1|0.009687676|-0.086166959|-0.042058265|-0.245630631|0.55269662|0.774746438|0.152550043|-0.190513834|0.514505012|0|0.820765063|-0.070677568|0.285282038|7.168604362000001|0.1792349369999999|98.66465411|-0.028945757|-1.215721775|-21.41704046|451.8120313999999|-669.2264932|1697.595595|-8.771275759|0.235119747|11.01887515|5232.561157|129.4279389|20.83197214|-291.6208078|450.6848883|7.912166787999999|1.0|0.0|1.0|0.0|1.0|0.0|2.52|0.16|4.32|73.23|2.16|1.0|0.0|98.19|1.0|3.0|-3.81|25.0|4.0|351.42|1.0|2.92|-3.97|0.0547|0.0373|2.62|0.0|0.0002839999999999|4.1858|-1446.939719|-1446.909868|583.39|296.2|296.2|500.34|0.67535|0.3806|-0.22298|0.02985188|7.1079|4.71
8c_a31|0.0|1|0|3.435435563|0.0|1|1|0.610137334|-0.01275867|5.733341277|0|0.03995098|-0.574140137|-0.0080009219999999|2|2|-0.004832959|-0.178276512|-0.09039853|-0.513257014|0.922486359|0.847752299|0.006000201|-0.1759864119999999|0.87237334|0|0.626072761|-0.1170607269999999|0.280934088|16.3656112|0.3739272389999999|206.2599245|-0.039640027|-1.66488115|-35.61776956|345.3445134|-918.3558307|1678.6836239999998|-12.06117028|0.27691747|12.99457133|4835.748065|152.7489054|30.23944586|-246.1066271|423.1367008|12.12761708|1.0|1.0|1.0|1.0|1.0|2.0|2.9|0.29|3.13|114.29|0.85|0.0|0.0|93.45|1.0|5.0|-4.42|24.0|5.0|342.42|0.0|2.83|-3.63|13.0|0.0811|2.38|0.0|0.0002549999999999|3.8492|-1426.166503|-1426.129055|595.67|322.11|322.11|475.72|0.7005|0.2597|-0.19207|0.03744829|5.1815|6.0915
