molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nARing|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|AATSC1i|MATS1c|BIC2|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RPSA|FNSA4|WPSA3|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w MLOGP|Veber filter|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
13_a12|0.0|0|0|0|0.0|0|0|0.0|-0.0069874069999999|0.0|-0.0619247109999999|2|0.037948718|-0.21832579|-0.272508888|0.000830398|-0.083760082|10.96083169|0.021322992|0|-0.362308767|-0.281096572|-0.595629719|0.6809340620000001|0.039235452|0.7300173240000001|0.804066411|0.90006391|-0.058167326|-0.092483398|0.122164874|-28.51381164|4.01385817|0.09993609|-0.034993718|1.96760628|66.2289548|-1.2947675790000002|48.99243638|32.52766981|0.466560112|1812.788134|-634.6992622|664.9830294|-8.408963103|0.117007826|6.06407675|11.36787272|3647.657976|57.35761558|19.42716439|0.0074597119999999|718.8050825|327.9594923|3.656774794|1.0|0.0|0.0|1.0|2.7|0.12|-7.14|2.42|0.0|3.0|-5.49|276.34|0.0|3.22|-4.2|5.520000000000001e-05|6.3e-05|0.0174|3.51|0.0|0.0|2.01e-05|-0.04445|3.83|3.9329|-876.3370809|532.86|0.6528|0.6622399999999999|0.64974|0.0155|1.3023|-0.20903|0.0290811829999999|-876.258343|1.5686|93.0|7.0315|7.0315
12e_a30|0.0|0|0|0|0.0|0|2|0.0|-0.0077937519999999|5.351858133|-0.029595542|2|0.041767677|-0.010682095|-0.444243861|0.0043261129999999|0.005418617|10.31162844|-0.055954785|1|-0.018475151|-0.154412059|-0.417089226|0.8246767140000001|-0.097868612|0.876441789|0.7933543279999999|0.816703705|-0.07914783|-0.098059338|0.407218612|-52.50202674|16.08914569|0.183296295|-0.035153347|10.6725953|0.0|-1.863127413|80.10232244|68.59117243|0.46715936|2920.484542|-1235.889416|2392.685958|-15.46823639|0.292879147|8.069355055|15.14403079|6421.289402|194.2788429|32.97692061|0.022696477|1747.776792|704.0353382000001|15.05551106|1.0|1.0|1.0|1.0|4.72|0.17|-6.74|2.51|0.0|5.0|-6.19|428.51|0.0|2.57|-4.93|3.59e-06|1.19e-05|0.0050799999999999|3.84|0.0|0.0|7.87e-05|-0.05044|3.58|3.4747|-1690.2687170000002|709.98|0.2055|0.3304|0.68605|151.0|5551.0|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431|7.9431
15a_a22|0.0|0|0|0|0.0|1|0|1.646649187|-0.0050042229999999|4.727387819|-0.052476637|2|0.038167849|0.021482585|-0.280236463|0.005288335|-0.057308195|10.9464374|-0.015194063|1|0.036467904|-0.165471815|-0.360663314|0.7392451729999999|-0.027029438|0.794858486|0.655865336|0.86664032|-0.061755825|-0.081705465|0.410151945|-41.92018177|14.43653926|0.13335968|-0.031425179|9.799599501|65.53409434|-1.634109304|70.12529157|56.35672103|0.444668211|2884.815511|-1109.242072|2169.226845|-14.47998862|0.297264929|8.157552588|14.6895113|6322.278103000001|201.7850124|30.3550786|0.0216014629999999|1578.4640869999998|684.5377542|14.66318798|1.0|1.0|1.0|1.0|3.42|0.08|-9.21|1.73|0.0|5.0|-6.61|420.47|0.0|3.19|-4.68|2.25e-05|2.1e-05|0.00881|3.18|0.0|0.0|2.56e-07|-0.0600399999999999|4.98|3.6496|-1368.321775|696.57|312.0|0.41078|0.69076|0.0955|5.2588|-0.21285|0.03153544|-1368.1368730000002|6.8666|143.0|6.8447|6.8447
13k_a6|0.0|1|0|0|0.0|0|1|0.0|-0.014257799|5.351858133|-0.132667824|1|0.04162037|0.051404465|-0.8554679409999999|-0.009326562|0.0809333929999999|10.95129637|-0.072504783|1|0.08217847|-0.073210645|-0.5627624379999999|0.7908110340000001|-0.123105035|0.84018367|0.827754203|0.641032542|-0.11937574|-0.127178105|0.212093198|-82.8774254|20.6185734|0.3589674579999999|-0.045420752|14.31458589|113.5526088|-2.543562101|100.7779947|103.4959988|0.426031882|2966.890288|-1765.8854210000002|3332.974951|-21.89246528|0.202868306|8.370126134|14.58291125|6492.211639|140.8427117|39.55891914|0.017981419|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|1.0|3.68|0.16|-8.89|1.39|0.0|5.0|-6.59|441.48|0.0|3.18|-4.77|3.26e-06|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|0.0|5.7e-07|-0.04851|5.41|3.5476|-1465.83213|731.25|0.3971|0.4547|0.70536|0.0137|8.1639|-0.1944|0.0308324|-1465.621288|10.5079|46.0|7.3372|7.3372
4R4l_a46|0.0|0|0|0|0.171853072|1|1|2.155247543|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|-0.1012114369999999|0.010799648|-0.3888343979999999|0.726535412|-0.229089688|0.762625193|0.7936534740000001|0.896653672|-0.090505744|-0.084697739|0.208818132|-49.12015477|3.844966512|0.103346328|-0.02989332|2.086777505|0.0|-1.524559305|49.44228224|52.96512128|0.4568839389999999|2165.83681|-827.4236073|1766.0974600000002|-8.805242402000001|0.121701516|5.669819400000001|10.43942503|4923.057044|66.05102684|18.4720714|0.006401537|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|1.0|3.92|0.36|-7.0|3.06|0.0|3.0|-5.23|347.45|0.0|4.09|-5.11|5.25e-06|7.78e-06|0.0027|4.49|0.0|0.0|3.47e-05|-0.0212699999999999|4.99|4.1152|-1092.728268|584.44|0.1678|0.40548|0.67823|0.0851|2.1973|-0.19602|0.02589231|-1092.544322|2.3035|137.0|6.8633|6.8633
12am_a36|0.0|1|0|0|-4.723487246|0|2|0.0|-0.015884751|5.351858133|-0.297354748|2|0.044036281|0.122824831|-0.921315581|-0.011700732|-0.050505733|10.9602097|-0.037654321|1|0.345949079|-0.3344729369999999|-0.6080522279999999|0.8344566859999999|-0.05754717|0.885733922|0.624142499|0.814986544|-0.091472759|-0.118101664|0.305015372|-63.19394154|12.15249658|0.185013456|-0.045928425|8.395550408|1.038361162|-2.480134939|95.53118838|75.34643812|0.484558903|3230.6292780000003|-1713.4008440000002|2603.072527|-21.92042059|0.211665165|8.772646622|17.01968794|7238.033439|146.228847|40.24894481|0.020179019|2173.44302|672.4630346|13.94067198|1.0|1.0|1.0|0.0|4.81|0.17|-7.14|2.04|0.0|8.0|-6.4|465.43|0.0|2.65|-5.07|6.26e-06|8.6e-06|4.0|3.86|1.0|0.0|3.37e-05|-0.0569799999999999|4.86|3.8606|-1645.169789|714.21|0.4894|0.40752|0.6805100000000001|0.2987|5.9258|-0.21356|0.03550681|-1645.016323|8.0872|0.06|7.2218|7.2218
14a_a5|0.0|1|0|0|0.0|0|1|0.0|-0.0053665219999999|4.59511985|-0.005002101|3|0.027375887|-0.132625457|-0.316624785|0.002956745|-0.086229994|10.9488747|0.024793388|1|-0.213526163|-0.016337128|-0.36152442|0.79661948|0.047169811|0.847379958|0.71006207|0.7909255559999999|-0.080875277|-0.078681402|0.4398855029999999|-54.69145586|11.74431806|0.209074444|-0.0271808479999999|7.942029745|55.04914434|-1.494946644|69.71575554|66.43577392|0.470085022|2836.468636|-1010.949351|1315.573182|-12.42997952|0.370216665|8.424031251|15.89694877|6177.303329|250.3569601|29.18606491|0.024411136|1605.23357|723.0631751|16.50789498|0.0|1.0|1.0|1.0|3.24|0.2|-8.84|1.37|0.0|5.0|-7.08|425.48|0.0|3.05|-4.22|7.15e-05|6.02e-05|0.0256|2.55|0.0|0.0|6.16e-07|-0.0507699999999999|4.3|4.1501|-1390.546425|692.8|0.5853|0.65789|0.65789|0.5853|2.7115|-0.2183699999999999|0.04629687|-1390.352729|2.8163|112.0|6.9508|6.9508
18_a20|0.0|1|0|0|0.0|0|0|0.0|-0.008841844|4.727387819|-0.12050413|2|0.0396875|0.163548857|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|0.268927191|0.003282792|-0.597167441|0.7602869659999999|-0.090732503|0.8162774979999999|0.778639593|0.76136176|-0.0927760219999999|-0.095227339|0.356461863|-61.73239771|7.195302872999999|0.23863824|-0.035934845|4.787695004|82.70867776|-1.904546783|72.31812218|68.92770059|0.483668611|2809.844943|-1267.269673|1822.210286|-15.91001426|0.1890889589999999|8.011174137000001|15.51556677|6206.896662|125.81822920000002|29.4862782|0.013457694|1562.772745|712.1606951|8.954638548|1.0|1.0|1.0|1.0|3.48|0.08|-10.0|2.06|0.0|4.0|-6.13|419.48|0.0|3.78|-5.16|2.54e-06|6.91e-06|0.0029|3.85|0.0|0.0|4.17e-08|-0.05604|5.35|3.5355|-1352.32685|703.24|0.2991|0.31154|0.6953699999999999|0.2011|5.3978|-0.20289|0.03787435|-1352.135304|8.0505|34.0|7.4685|7.4685
8b_a32|0.0|1|1|1|0.0|0|0|0.0|-0.009362305|5.733341277|-0.057200812|0|0.03995614|-0.008128765|-0.458752924|-0.003484915|-0.024375676|10.31100269|-0.0684566009999999|3|-0.014634534|-0.1534110109999999|-0.577864293|0.845443342|-0.1152380009999999|0.8966299409999999|0.7507116140000001|0.788218098|-0.0850068559999999|-0.108971309|0.253018806|-53.36442734|10.49093175|0.211781902|-0.03079624|6.585851946|68.21751748|-1.4166270230000002|81.73293254|63.85535908|0.458155153|2573.703546|-889.3105078|2275.886421|-12.13650094|0.330850796|8.10555784|14.95918599|5619.400983|207.6969342|28.89166873|0.021225152|1329.016762|557.1050635|13.32443194|1.0|1.0|1.0|1.0|3.46|0.26|-7.65|1.1|1.0|4.0|-6.44|397.52|1.0|3.61|-4.39|1.47e-06|4.06e-05|0.0161|3.22|0.0|0.0|8.86e-06|-0.05404|4.22|3.5442|-1880.735397|671.54|0.2943|0.70285|0.70285|0.2943|846.0|-0.20121|0.03602276|-1880.602014|1.2797|12.0|7.9208|7.9208
11a_a31|0.0|1|0|0|0.0|0|1|0.0|-0.02376325|5.733341277|-0.259732443|0|0.044949495|-0.087576474|-0.8792402579999999|-0.022093578|-0.1217573119999999|10.31170041|-0.019865299|2|-0.149933348|-0.1829166189999999|-0.563537536|0.8433024170000001|-0.030335912|0.910334509|0.819138461|0.486754956|-0.151872243|-0.161027639|0.271818874|-76.64827023|20.91187076|0.513245044|-0.056833284|10.55399384|71.03772901|-1.932331673|97.23036756|97.560141|0.451795285|2288.9694010000003|-975.2267888|1769.346573|-14.47606937|0.264745055|5.791411901|10.5643234|4940.657452|133.6139513|39.01114987|0.031626337|1326.379096|302.14325319999995|15.96146849|0.0|1.0|0.0|1.0|3.26|0.13|-4.65|0.57|0.0|6.0|-6.51|329.33|0.0|2.42|-3.79|1.5399999999999998e-05|0.000161|0.0531|2.53|0.0|0.0|0.00731|-0.05074|3.97|3.8042|-1441.411622|529.63|0.2797|0.69222|0.69222|0.2797|6.4691|-0.20589|0.04099365|-1441.37897|8.9667|0.19|6.7212|6.7212
12b_a30|0.0|0|0|0|0.0|0|2|0.0|-0.007353271|5.351858133|-0.06631353|2|0.042804233|-0.074391852|-0.3897233479999999|0.001139238|-0.037209579|10.31162898|-0.072247675|1|-0.165287712|-0.120380857|-0.468842459|0.824373792|-0.1240820219999999|0.880943609|0.64876559|0.764737577|-0.08354129|-0.09915679|0.383979687|-53.05077947|11.01246349|0.235262423|-0.038448551|6.99318589|0.0|-1.883979001|73.02913136|64.06324295|0.4676268939999999|2849.095245|-1196.373126|2347.979099|-15.50462119|0.201479318|7.393647884|13.88809428|6275.380072|127.9443353|30.57626261|0.01584525|1498.236868|618.6004214|10.06212472|1.0|1.0|1.0|0.0|4.63|0.14|-6.9|3.2|0.0|5.0|-6.02|416.47|0.0|2.92|-5.01|4.12e-06|9.71e-06|0.00405|3.97|0.0|0.0|5.260000000000001e-05|-0.05351|4.07|3.5207|-1674.977262|673.18|0.2079|0.3159099999999999|0.68496|0.1525|3.7327|-0.20289|0.03351603|-1674.838225|4.5545|7.0|8.1543|8.1543
6b_a31|0.0|1|0|0|0.0|0|1|0.0|-0.016070861|5.733341277|-0.178758575|0|0.037803618|0.11647286|-0.787472195|-0.011483229|-0.032090772|10.31169819|-0.053655833|2|0.1978523089999999|-0.004825446|-0.57983695|0.78240875|-0.084489161|0.841537966|0.795570315|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|-73.70779766|20.12924648|0.372146926|-0.045675611|12.28107483|101.4993391|-2.055402513|93.1058799|93.83704414|0.4807018779999999|2776.92804|-1254.023695|2063.736075|-17.0020813|0.254079586|7.513612533|14.46878435|6099.567787|155.0167518|37.35947255|0.024142162|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|1.0|3.55|0.1|-7.33|1.36|0.0|5.0|-6.5|404.44|0.0|3.3|-4.66|2.34e-06|2.18e-05|0.00883|3.2|0.0|0.0|1.89e-05|-0.05835|4.61|3.2949|-1652.635711|637.06|0.4967|0.7013199999999999|0.7013199999999999|0.4967|5.9085|-0.1918|0.03623358|-1652.505041|8.8379|54.0|7.2676|7.2676
9c_a31|0.0|1|0|0|0.0|0|1|0.0|-0.013082561|5.733341277|-0.055520387|0|0.03482906|-0.0384827639999999|-0.6933757159999999|-0.003618466|-0.1047269419999999|10.311698300000002|-0.062737615|2|-0.062065125|-0.223856622|-0.546598398|0.842823186|-0.108617754|0.8856644770000001|0.770283733|0.6746901059999999|-0.103325018|-0.128097622|0.287455956|-65.84728287|19.30758668|0.325309894|-0.035867334|12.30439782|552.8237349999999|-1.7933667130000002|97.22026028|85.15486955|0.4558841429999999|2592.448925|-1142.882218|2242.189942|-14.56678943|0.329283294|8.188627935|15.04941978|5658.985169|209.8466636|34.07943198|0.024456662|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|1.0|1.0|3.66|0.35|-7.24|1.08|0.0|5.0|-6.53|398.48|0.0|3.32|-4.16|5.85e-06|6.94e-05|0.0277|3.1|0.0|0.0|2.31e-05|-0.03249|4.94|3849.0|-1618.115927|691.3|0.2554|0.7007399999999999|0.7007399999999999|0.2554|1.3617|-0.19224|0.04177078|-1617.9568470000002|2.2323|0.42|6.3768|6.3768
3a_a12|0.0|0|0|0|0.0|0|1|0.0|-0.007671441|0.0|-0.042445446|2|0.032544803|-0.1231529169999999|-0.322200517|-0.0025830939999999|-0.062973953|10.95455336|-0.0161799839999999|0|-0.205054123|-0.1213636769999999|-0.5274624179999999|0.7038021990000001|-0.032466697|0.759068438|0.8847197109999999|0.871985494|-0.07121814|-0.090803706|0.241900756|-34.84701355|4.615711776|0.128014506|-0.034924502|2.258466332|0.0|-1.362055589|52.21461165|39.46272532|0.462077145|2045.857684|-666.453375|1050.730179|-8.361421244|0.2189499039999999|5.924949067000001|11.01449587|4230.717811|107.1321197|21.87893986|0.015909241|853.2786545|381.0058252|7.784386645|1.0|1.0|0.0|1.0|3.84|0.05|-7.5|3.09|0.0|3.0|-5.88|298.34|0.0|2.98|-4.06|0.00025|8.8e-05|0.0263|3.15|0.0|0.0|9.33e-06|-0.06829|3.33|3.7304|-951.3480023|528.84|0.3201|-0.34688|0.66895|128.0|1.3824|-0.22157|0.023184956|-951.264072|1.9332|194.0|6.7122|6.7122
8c_a31|0.0|1|0|0|0.0|0|1|0.0|-0.01275867|5.733341277|-0.104377029|0|0.03995098|-0.106461724|-0.574140137|-0.0080009219999999|-0.1903992189999999|10.31169969|-0.1029580369999999|2|-0.178276512|-0.09039853|-0.513257014|0.847752299|-0.1759864119999999|0.896193695|0.87237334|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|-64.57121646|16.3656112|0.3739272389999999|-0.039640027|9.027343766|477.2277896000001|-1.66488115|82.77037329|80.93682766|0.47508938|2251.08563|-918.3558307|1678.6836239999998|-12.06117028|0.27691747|6.820988495|12.99457133|4835.748065|152.7489054|30.23944586|0.021986076|1270.056726|423.1367008|12.12761708|1.0|1.0|1.0|1.0|3.51|0.29|-6.13|0.85|0.0|5.0|-6.7|342.42|0.0|2.83|-3.63|3.79e-05|0.000237|0.0811|2.38|0.0|0.0|0.0002549999999999|-0.03222|1.83|3.8492|-1426.129055|595.67|0.2597|0.7005|0.7005|0.2597|3.3453|-0.19207|0.03744829|-1426.024361|5.1815|0.81|6.0915|6.0915
15_a4|0.0|0|0|0|0.0|1|1|1.956386054|-0.001986535|5.4161004020000005|-0.061469545|1|0.044357639|0.0432718859999999|-0.077474847|0.009823083|-0.1979518539999999|10.94611612|0.022446689|1|0.097046535|-0.038707204|-0.226703465|0.772721853|0.036363636|0.8347553529999999|0.509447294|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|-29.80513879|5.223809291|0.132283624|-0.030724393|2.505098786|86.01453643|-1.106078158|40.03406565|35.02894809|0.437696617|1973.978183|-530.4242358|1495.715718|-7.065752187|0.156108698|5.459799482|9.709704127|4134.603400999999|74.8625551|17.45960235|0.009743323|628.5456843999999|324.5687005|4.672449937|1.0|0.0|1.0|0.0|3.28|0.11|-6.09|3.05|0.0|3.0|-5.6|291.32|0.0|3.61|-4.28|0.000152|5.19e-05|0.0151|3.49|0.0|0.0|0.000235|-0.03539|3.8|4.2148|-958.251931|512.65|0.1996|0.4778699999999999|0.56413|0.0969999999999999|2.1603|-0.2091199999999999|0.018092091|-958.195344|3.0091|175.0|6757.0|6757.0
3a_a32|0.0|1|1|1|0.0|0|0|0.0|-0.007588088|5.6869753560000005|-0.045659995|0|0.03382716|-0.014365682|-0.250406908|-0.002794182|0.102212031|10.31100283|0.125185185|3|-0.028290955|-0.1568626659999999|-0.491457345|0.844272053|0.215012723|0.921812162|0.7757299320000001|0.817070968|-0.080607266|-0.0970820759999999|0.30031978|-37.30101542|10.39727075|0.182929032|-0.032360692|4.811337463|0.0|-0.970820756|55.87310101|47.69828617|0.461044711|2028.93875|-449.2473442|812.930125|-6.929640892|0.327690097|5.755284924|10.67859439|4249.04624|151.63860559999998|22.27382254|0.0236593529999999|668.2146761|278.73805810000005|10.9483666|0.0|1.0|1.0|1.0|2.96|0.07|-6.12|1.19|0.0|3.0|-5.77|298.39|0.0|3.32|-4.35|4.83e-06|4.51e-05|0.0134|3.31|0.0|0.0|0.0002279999999999|-0.0558|2.17|3.6308|-1554.768725|492.91|0.2719|0.70229|0.70229|0.2719|3.6178|-0.20638|0.02744024|-1554.748543|5.7916|3.0|8.5686|8.5686
7b_a10|0.0|0|0|0|0.0|0|2|0.0|-0.001621737|5.4161004020000005|0.037541178|2|0.037804233|-0.060829392|-0.07459988|0.011041815|-0.01808249|10.93274506|0.039221939|0|-0.0982988509999999|-0.082499103|-0.1874708719999999|0.764865564|0.065705128|0.8200487120000001|0.586354126|0.92441666|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|-30.71062112|5.061217187|0.07558334|-0.027444463|2.6314862480000003|56.22969776|-1.152667458|43.9185573|35.77183831|0.446575367|2290.380138|-599.3081212000001|2150.375871|-7.419027879|0.218954161|4.854451707|8.771658176|5212.568172|113.8411654|18.26940272|0.012428175|767.3149142000001|459.0250226|6.46179973|1.0|1.0|1.0|0.0|3.9|0.25|-6.99|3.04|0.0|3.0|-5.09|346.81|0.0|3.02|-5.28|5.29e-06|5.25e-06|0.00182|4.68|0.0|0.0|3.54e-05|-0.05377|3.44|3.6426|-1450.06366|562.31|0.1488|0.4195399999999999|0.66228|0.0899|4.2068|-0.21225|0.02946054|-1450.124551|5.6147|19.8|4.7033|4.7033
14a_a3|0.0|0|0|0|0.0|0|0|0.0|-0.009312773|4.727387819|-0.1160619169999999|3|0.043464052|-0.143740653|-0.363198151|-0.00603969|-0.039177314|10.3116301|-0.172643335|1|-0.267665193|-0.094863591|-0.582572884|0.7574238740000001|-0.287221775|0.822587422|0.8255789570000001|0.790894937|-0.091731577|-0.094609848|0.21389849|-45.12132248|6.904918591|0.209105063|-0.036792719|3.396421044|83.70773843|-1.324537874|55.84414456|52.02624107|0.481997259|2160.698862|-651.519384|1186.412113|-8.902004327|0.239123122|5.308770254|10.24853699|4716.423352000001|117.6209094|23.78539971|0.0189212089999999|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|3.27|0.06|-6.89|1.04|0.0|4.0|-6.42|319.38|0.0|2.76|-3.99|3.54e-05|0.000103|0.0327|2.58|0.0|0.0|4.08e-05|-0.06736|2.44|3.2363|-1327.485188|528.91|0.4524|0.69708|0.69708|0.4524|3.5358|-0.19946|0.02860456|-1327.403067|4.6689|0.03|7.5229|7.5229
27b_a34|0.0|0|0|0|0.0|1|1|2.013418486|-0.010183855|5.351858133|-0.016803292|1|0.042739018|-0.106245942|-0.549928192|-0.001438963|-0.029622037|10.95430634|-0.027175221|1|-0.175834895|-0.322091086|-0.463926296|0.7722228729999999|-0.047542374|0.8299950709999999|0.770240631|0.783431788|-0.08757938|-0.109683855|0.3307451819999999|-57.66200309|20.42417736|0.2165682119999999|-0.037292511|13.44721755|540.9533124|-1.864625537|87.24055613|78.08618045|0.4072752529999999|2835.31543|-1227.6639|2431.595232|-16.16580511|0.287687241|9.124440695|15.39406063|6032.666081|189.4124225|34.46979951|0.022820627|1723.489976|627.4287311|15.02503259|1.0|1.0|1.0|1.0|3.54|0.12|-8.19|1.83|0.0|5.0|-6.14|409.44|0.0|3.46|-4.96|5.92e-06|1.1e-05|0.00449|3.75|0.0|0.0|2.67e-06|-0.04121|4.33|4.0935|-1350.018975|691.97|0.3621|0.47412|0.70001|0.0252|11.8546|-0.20649|0.03640275|-1349.873325|15.2147|0.65|6.1871|6.1871
8a_a12|0.0|0|0|0|0.0|0|1|0.0|-0.00771093|0.0|-0.052287869|3|0.0420317459999999|-0.205012437|-0.362413703|-0.001510006|-0.050603335|10.95472846|-0.084035283|0|-0.3422915179999999|-0.226106307|-0.5385001079999999|0.763500863|-0.146966854|0.8157289759999999|0.862306783|0.892656426|-0.05926895|-0.093050281|0.221703535|-30.69873711|5.354053791|0.107343574|-0.033836466|2.773166902|0.0|-1.4888045019999998|55.45388635|36.0527909|0.46777503|2212.38965|-771.1359521|2093.2274030000003|-9.077610683|0.208569274|5.113243051|9.607296424|4806.044707999999|108.02980890000002|22.14447395|0.014012546|974.3568539|464.1781753|7.257889351|1.0|1.0|0.0|1.0|4.06|0.15|-7.89|2.89|0.0|4.0|-6.04|327.38|0.0|3.1|-4.21|0.000125|6.19e-05|0.0203|3.18|0.0|0.0|4.2e-06|-0.06246|3.41|3.9091|-1046.0210880000002|556.3|0.2486|0.6309100000000001|0.6309100000000001|0.2486|3.6588|-0.2194199999999999|0.02180654|-1045.902509|5.4032|199.0|6.7011|6.7011
9_a4|0.0|0|0|0|0.0|1|1|2.130445484|-0.00136737|5.4161004020000005|0.016639331|2|0.040449735|-0.019160308|-0.064266379|0.010709527|-0.091393763|10.92992723|-0.0454860859999999|1|-0.030976753|-0.076824065|-0.172904817|0.801082857|-0.072130166|0.861113198|0.58669472|0.937102792|-0.052625548|-0.069566741|0.472497372|-28.63837014|4.918284148|0.062897208|-0.025885299|2.676487872|45.21212204|-1.113067849|43.71760622|33.55665428|0.43745176|2359.945586|-605.7219363|2012.840082|-7.665782805|0.207109566|5.744374392999999|10.21134541|5387.230364999999|112.7072422|17.76608225|0.010768243|763.9415367|489.7528555|5.859985199|1.0|1.0|1.0|1.0|3.18|0.19|-8.16|3.15|0.0|3.0|-5.56|360.84|0.0|4.17|-5.15|1.73e-05|7.06e-06|0.00255|4.14|0.0|0.0|2.49e-06|-0.05256|3.87|4.0137|-1489.533032|586.24|0.1217|0.5182100000000001|0.6464|0.0584|4.4343|-0.22204|0.02116575|-1489.41872|5.4739|48.0|7.3188|7.3188
4c_a49|0.0|0|0|0|0.0|1|1|2.102052126|-0.0057600559999999|5.4161004020000005|-0.044371138|2|0.03583878|-0.099764463|-0.339843311|0.001379959|-0.102999091|10.92777281|0.006194124|1|-0.163476035|-0.001647802|-0.412652341|0.7796063109999999|0.010868461|0.826523164|0.752601535|0.76159824|-0.087753156|-0.086290519|0.407675441|-56.5385923|7.782541015|0.23840176|-0.029809452|5.014223225|59.70585149|-1.639519861|66.77901229|64.32113331|0.473304159|2719.702873|-1056.328332|1683.872161|-12.37423857|0.275946172|8.474369008|16.089682800000002|6046.668361|177.78970959999998|26.5256103|0.0173567219999999|1458.908567|707.2397315000001|11.182784300000002|1.0|1.0|1.0|1.0|3.49|0.25|-7.97|1.47|0.0|5.0|-7.53|412.49|0.0|2.6|-3.58|0.000314|0.000265|109.0|1.81|0.0|0.0|4.4e-06|-0.0623299999999999|3.04|3.8067|-1332.607539|705.55|0.2411|0.4164199999999999|0.67789|0.0821|3.4931|-0.22158|0.03969431|-1332.398001|4.9358|255.0|6.5935|6.5935
8a_a50|0.0|1|1|1|0.0|1|1|2.03117465|-0.00439531|5.777652323|-0.021959577|1|0.03904321|-0.0224366579999999|-0.188998337|0.007671336|-0.150515325|10.94501357|-0.058014797|2|-0.038971589|-0.11385159|-0.352654037|0.804535572|-0.095292123|0.8718949979999999|0.7135713840000001|0.860876738|-0.069208148|-0.08230347|0.278028663|-34.88425666|9.480859015|0.139123262|-0.031655181|4.778811898|0.0|-1.234552044|50.06249379|44.36511568|0.46183401|2206.356773|-622.2739931|1503.563342|-8.042467074|0.248584287|5.754657432|10.69309012|4638.284496|125.2985144|21.23424244|0.017017336|828.1354551|388.171611|8.577560914|1.0|0.0|1.0|1.0|3.34|0.11|-6.32|2.02|0.0|3.0|-6.12|313.36|0.0|2.87|-4.13|0.000138|7.48e-05|0.0234|2.95|0.0|0.0|0.000151|-0.0280699999999999|2.69|4.1738|-1006.637067|548.47|0.18|0.3462199999999999|0.60625|0.1217|3.5509|-0.20051|0.03479985|-1006.557694|5.5319|47.0|7.3279|7.3279
