molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
47j_a18|0.0|0|0|0|0.0|0|7.03438793|1|0.0|0.070097424|-0.007807275|4.844187086|0|-0.048528478|0.0|-0.569931053|0.00031105|10.94702285|0|0.002317206|-0.331885553|-0.48833504|0|0.783538352|0.7444236670000001|-0.002262399|0.77844379|0.757001264|0|-0.073041469|0.476575952|-73.69868165|95.57657747|0.19348155|-0.033837212|-57.32800549|9.661420661|0.764425062|-2.368604851|-44.19607713|-26.32095773|69.23713027|0.481373558|-1842.467041|-20.47428768|9.597380968|18.50538303|0.928170101|7316.123159000001|-1433.2001369999998|34.43235841|-411.3767328|12.6177344|1.0|1.0|1.0|3.0|0.0|0.28|-8.79|3.0|2.0|149.96|1.0|11.0|-5.83|37.0|-6.46|0.0|0.0|2.39|-5.14|0.000743|7.32e-06|0.00366|4.07|0.0|1.63e-09|3.1054|8.09|3.1054|-1625.445572|1459.55|399.25|399.25|0.6983600000000001|0.6983600000000001|-1624.9784550000002|0.5439|4.1619|1625.053346|5.2118|35.0|7.4559|7.4559
13_a10|0.0|0|0|0|0.0|1|7.535296702|1|2.091672336|-0.059862024|-0.0057715859999999|5.4161004020000005|2|-0.093280469|1.794073077|-0.259721373|0.00384732|10.9296146|1|0.003791547|-0.02811323|-0.345108701|2|0.761923976|0.78472614|0.00746881|0.84680169|0.736686715|1|-0.094726989|0.4676169839999999|-41.62089688|174.7319717|0.181972309|-0.030119651|-21.04167667|3.118282386|0.7144943490000001|-1.234905671|-24.21093442|-15.22715739|54.05778885|0.449563457|-624.3134531000001|-7.698174391|5.069505473|9.209972585|0.816739845|4941.066161|-315.62515|21.31179541|-216.8776303|9.595006108|1.0|1.0|1.0|1.0|2.58|0.15|-6.6|0.0|0.0|97.14|1.0|2.0|-3.76|25.0|-6.34|1.0|1.0|2.91|-4.1|0.0576|7.87e-05|0.0258|2.76|0.0|2.49e-07|5.8308|2.48|3.8419|-1065.874094|926.41|322.72|212.63|0.34881|0.68386|-1065.68351|0.1514|3.6904|-1065.732389|5.3726|0.16|6.7959|6.7959
11c_a5|0.0|1|0|0|0.0|0|6.605297921|0|0.0|-0.2117133739999999|-0.004590583|4.59511985|2|-0.0859098|0.0|-0.224938556|0.005090155|10.94877953|1|0.005383056|-0.018887528|-0.269653478|2|0.679183645|0.8020105409999999|0.030085871|0.86113162|0.658307423|0|-0.078909483|0.389427402|-53.12487972|31.61751609|0.19527649|-0.0322785379999999|-32.31269264|6.604499968|0.707039635|-1.484812761|-29.19305715|-19.63310772|58.854300300000006|0.448016491|-903.1229552|-11.94164728|8.88462927|16.09582374|0.811648325|5202.741647999999|-549.3157749|27.76804404|-251.8596984|12.90369209|1.0|1.0|1.0|1.0|2.14|0.09|-8.47|1.0|0.0|106.79|1.0|6.0|-4.13|28.0|-6.59|0.0|1.0|3.0|-4.1|0.0273|7.950000000000001e-05|0.0294|2.78|0.0|3.4000000000000003e-09|4.5035|4.53|4.2087|-1218.492067|1071.71|294.59|275.3|0.60118|0.6267699999999999|-1218.278135|0.2186|2.5278|-1218.336116|3.3827|25.0|7.6021|7.6021
13l_a6|0.0|1|0|0|0.0|0|7.412764017000001|1|0.0|0.03093879|-0.0143011819999999|5.351858133|1|0.090187973|0.0|-0.858070925|-0.009326562|10.95129637|1|-0.006280295|-0.073210645|-0.564860904|1|0.8694295409999999|0.7908110340000001|-0.058931734|0.84018367|0.827754203|0|-0.118071236|0.210844002|-88.13242567|182.8275745|0.3569010139999999|-0.0451862259999999|-61.3913735|14.56282911|0.793671137|-2.53042863|-57.29112645|-31.47586631|103.1523329|0.4257335779999999|-1762.648513|-21.92549054|8.810095892|15.34147837|0.7413520309999999|6462.086665999999|-1227.82747|39.65857501|-409.1314702|12.72865798|1.0|1.0|1.0|3.0|2.22|0.16|-8.89|1.0|0.0|124.98|1.0|7.0|-5.49|33.0|-6.59|0.0|1.0|3.07|-4.77|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|1.29e-09|3.6675|5.41|3.5499|-1465.865882|1249.13|349.26|338.07|0.7002|0.70515|-1465.560303|0.0165|7.2582|-1465.624566|8.9893|385.0|6.4145|6.4145
7d_a10|0.0|0|0|0|0.0|1|7.535296702|1|2.087763133|-0.117302383|-0.00179944|5.4161004020000005|2|-0.042667459|1.591760572|-0.0845736919999999|0.00870171|10.929819300000002|1|0.008513576|-0.089622042|-0.2018053139999999|2|0.531023495|0.809056885|0.0658971929999999|0.869684772|0.525816226|1|-0.059327943|0.421731106|-37.61597161|12.32220006|0.158947933|-0.024733154|-19.95666068|2.9540236560000004|0.729585423|-1.063525614|-16.69900016|-13.12185056|37.04365163|0.484115691|-564.2395741|-6.961625817000001|6.100927672|11.82615475|0.938419104|5174.981962|-299.34991010000005|17.98535187|-243.607074|7.468948447000001|1.0|1.0|1.0|0.0|3.21|0.19|-7.83|1.0|0.0|100.04|1.0|2.0|-4.22|26.0|-5.83|1.0|1.0|3.95|-4.72|0.0206|1.9e-05|0.00654|3.62|0.0|1.46e-08|5.8433|3.49|3.8856|-1129.198363|970.29|319.09|212.18|0.32059|0.68393|-1129.003694|0.0941|3.0178|-1129.0552810000002|3.4695|928.0|6.0325|6.0325
18d_a25|0.0|0|0|0|0.0|1|6.842683282|0|1.918453956|-0.0881447869999999|-0.0029605|4.727387819|2|-0.031867489|2.029297802|-0.180590503|0.006452854|10.31285314|1|0.0062422|-0.061965108|-0.292727912|2|0.722349659|0.780221059|-0.03671629|0.838260077|0.696372329|1|-0.061527513|0.278576218|-57.45144813|70.58850837|0.062186295|-0.0281209329999999|-43.24308488|6.3217245360000005|0.75793699|-1.602893201|-34.85786147|-21.166323|54.70994625|0.476833495|-1206.480411|-15.93166285|9.479218984|18.11893325|0.911437354|6876.316137000001|-908.1047824|27.92623037|-388.2927768|10.70318668|1.0|1.0|1.0|1.0|3.57|0.11|-10.23|2.0|1.0|143.37|0.0|7.0|-6.26|35.0|-6.21|0.0|1.0|4.5|-5.54|0.00026|2.86e-06|0.0013599999999999|4.21|0.0|5.92e-11|5.6512|4.56|3.6392|-1806.848384|1358.25|340.69|219.39|0.41694|0.6823899999999999|-1806.514606|0.0389|3.2353|-1806.582751|4.3658|232.0|6.6345|6.6345
27b_a34|0.0|0|0|0|0.0|1|7.412764017000001|1|2.013418486|-0.056026127|-0.010183855|5.351858133|1|-0.106245942|0.0|-0.549928192|-0.001438963|10.95430634|1|0.001228116|-0.322091086|-0.463926296|1|0.820914556|0.7722228729999999|0.00102838|0.8299950709999999|0.770240631|0|-0.08757938|0.3307451819999999|-72.21552354|150.83624440000003|0.2165682119999999|-0.037292511|-47.54648562|13.44721755|0.712312759|-1.864625537|-37.9644911|-24.553278|78.08618045|0.4072752529999999|-1227.6639|-16.16580511|9.124440695|15.39406063|0.687123753|6032.666081|-808.2902556|34.46979951|-279.5721769|15.02503259|1.0|1.0|1.0|1.0|3.66|0.12|-8.19|2.0|0.0|116.33|1.0|5.0|-5.23|31.0|-6.14|0.0|1.0|3.46|-4.96|0.00243|1.1e-05|0.00449|3.75|0.0|6.53e-09|4.8168|4.33|4.0935|-1350.055377|1174.68|302.88|257.4|0.47412|0.70001|-1349.811401|0.0252|11.8546|-1349.873325|15.2147|0.65|6.1871|6.1871
11_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|0.0|0.119431379|-0.01008647|4.727387819|3|-0.101436441|1.710245969|-0.363112913|-0.008037672|10.31163053|1|-0.005959152|-0.0947326669999999|-0.577616902|3|0.8947911009999999|0.724492061|0.132535663|0.793311683|0.834020779|1|-0.0955396769999999|0.175996916|-47.02715152|253.1353625|0.222196952|-0.0391657429999999|-22.2443844|3.216644354|0.752484736|-1.292469516|-21.37603754|-18.52584757|51.99171876|0.4680759679999999|-611.3529698|-8.76293931|5.475372235|10.29352296|0.8799677029999999|4487.967272999999|-289.1769972|24.61956593|-238.8563772|10.0546353|1.0|1.0|1.0|1.0|2.07|0.0|-6.51|0.0|0.0|88.28|1.0|2.0|-4.08|22.0|-6.59|0.0|1.0|2.46|-3.71|0.0256|0.000197|0.0601|2.22|0.0|3.06e-07|3.2232|2.12|3.2232|-1288.195105|834.82|384.66|384.66|0.6966600000000001|0.6966600000000001|-1288.058926|0.4441|3.3694|-1288.10577|4.4522|0.04|7.3979|7.3979
12g_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.063344124|-0.006495469|5.351858133|2|0.078990142|0.0|-0.409214521|0.0042553209999999|10.95259306|1|0.005035022|-0.163978382|-0.44093902|1|0.901715152|0.8026482070000001|-0.19532883|0.847239339|0.860667615|0|-0.069292341|0.374686587|-66.72829531|24.29006276|0.1457615119999999|-0.034549379|-45.87193951|8.382969151000001|0.779745318|-2.038413337|-32.74608471|-23.75074918|59.82898654|0.473274545|-1401.294202|-16.3273005|7.285010602000001|13.83075477|0.898522257|6223.658545|-963.3107298|30.45962398|-384.6182564|10.41641087|0.0|1.0|1.0|2.0|0.0|0.24|-7.38|2.0|0.0|138.33|1.0|6.0|-4.95|32.0|-6.19|1.0|1.0|2.66|-4.86|0.0047799999999999|1.39e-05|0.00589|3.8|0.0|4.2e-08|5.2092|4.21|3714.0|-1350.887005|1241.66|333.83|238.01|0.38165|0.70097|-1350.571683|45.0|5.912000000000001|-1350.633209|7.8537|14.0|7.8539|7.8539
12k_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.076124222|-0.0071232019999999|5.351858133|2|0.096315593|0.0|-0.413145744|0.002782748|10.94908765|1|0.003724542|-0.1619981409999999|-0.4373676689999999|1|0.90500247|0.811903388|-0.09344781|0.8647233590000001|0.856135378|0|-0.075717305|0.367754573|-67.14870046|46.79001927|0.157229536|-0.037758075|-44.22843899|7.838185977999999|0.7806817009999999|-2.038936068|-32.84907515|-24.86988906|61.7723974|0.478908312|-1342.974009|-16.38090333|7.241602627000001|13.89698356|0.919048073|6027.033337|-884.5687799000001|31.85663123|-369.7499256|11.0965905|0.0|1.0|0.0|2.0|0.0|0.12|-7.01|1.0|0.0|133.84|1.0|6.0|-4.58|31.0|-6.34|1.0|0.0|2.37|-4.55|0.0106|2.82e-05|0.0115|3.45|0.0|9.66e-08|5053.0|3.83|3.6631|-1310.3453949999998|1186.08|338.46|245.37|0.5249199999999999|0.70031|-1310.072976|0.0908|5.7818|-1310.134752|7.3988|14.0|7.8539|7.8539
8_a4|0.0|0|0|0|0.0|1|7.535296702|1|2.126514848|-0.208165266|-0.001277205|5.4161004020000005|2|-0.072752231|1.987684188|-0.056197036|0.010647563|10.9295757|1|0.009595591|-0.078942941|-0.150276481|2|0.619844116|0.813333185|-0.07377839|0.879500982|0.576540652|1|-0.05397993|0.546157592|-33.90618946|11.02158946|0.074867554|-0.024598141|-17.52616744|2.772101712|0.7261541020000001|-0.983925625|-14.42275611|-12.71482105|33.26523662|0.428884426|-508.5928419|-6.572312789|5.695730546|9.972991122|0.750959081|5162.482272|-262.8925116|17.50981094|-233.7988862|7.671983829|1.0|1.0|1.0|0.0|3.19|0.15|-7.78|1.0|0.0|100.13|1.0|2.0|-4.35|25.0|-5.76|1.0|1.0|3.85|-4.84|0.0156|1.46e-05|0.00506|3.74|0.0|1.65e-08|5.3544|3.29|3.9863|-1450.239105|949.09|311.03|231.56|0.30471|0.57675|-1450.071352|0.0642|4.5781|-1450.121028|5.7488|54.0|7.2676|7.2676
12w_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|0.063514061|-0.007019432|5.351858133|2|-0.0999572419999999|0.0|-0.372029919|0.002431329|10.31162873|1|0.001805829|-0.0857954809999999|-0.477636454|1|0.8149999040000001|0.83236194|-0.032835151|0.889479916|0.711738503|0|-0.076611264|0.4274948739999999|-65.85056003|82.06520565|0.147783603|-0.037237182|-45.15435649|7.262777048999999|0.8077976990000001|-1.824621925|-36.02242934|-25.53389062|63.12469722|0.451478593|-1251.160641|-17.50883211|8.063690539|14.70077638|0.8230829059999999|6888.291006999999|-857.9327732|31.60926388|-422.1196298|9.923109661|0.0|1.0|0.0|1.0|0.0|0.14|-7.8|2.0|0.0|137.3|1.0|5.0|-6.58|31.0|-5.52|0.0|1.0|3.59|-6.04|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|1.58e-08|5.0632|5.08|3.5585|-2494.966575|1211.28|348.42|244.87|0.31353|0.68423|-2494.743475|0.1614|2.4229|-2494.807027|3.0068|15.0|7821.0|7821.0
12y_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|0.048343649|-0.005996863|5.351858133|2|-0.089502772|0.0|-0.353814891|0.00604028|10.31162818|1|0.006346396|-0.0922059569999999|-0.4579359229999999|1|0.842068099|0.768409873|-0.05346283|0.8146529229999999|0.803183654|0|-0.070903795|0.374181804|-61.25585229|85.17057711|0.151081489|-0.034840345|-41.1215369|6.751850651|0.820108145|-1.91621895|-31.95309886|-23.38859815|57.65603256|0.445723724|-1286.372898|-15.70095045|8.067590558|14.55517927|0.804154433|6301.067405|-863.552275|28.51891948|-429.782246|8.299049218|0.0|1.0|0.0|1.0|0.0|0.21|-7.38|2.0|0.0|137.21|1.0|5.0|-6.04|31.0|-5.64|0.0|0.0|3.19|-5.46|0.00039|3.48e-06|0.00148|4.6|0.0|4.12e-08|5.1973|4.45|3.4718|-1654.41361|1227.82|357.11|238.56|0.30617|0.6864399999999999|-1654.125015|0.1489|4.7043|-1654.190369|5.1209|22.0|7.6576|7.6576
4g_a49|0.0|0|0|0|0.0|2|8.228176896|2|4.107873566|-0.087219006|-0.003686314|6.107022888|4|-0.085731041|3.4246879480000003|-0.328081947|0.007953069|10.92777048|2|0.007845545|-0.066023903|-0.311927917|4|0.651833607|0.7559263270000001|-0.027032199|0.81242269|0.626581708|2|-0.061465364|0.736530693|-66.44036383|151.0705543|0.139812173|-0.0250032489999999|-66.20622488|18.81105094|0.6273572239999999|-2.000259924|-61.03291321|-24.91513644|80.12633309|0.48934952|-1993.210915|-24.82733433|9.28937554|18.19125978|0.958286615|11516.07629|-1986.186746|39.71443299|-253.8168226|23.67887448|0.0|1.0|0.0|1.0|4.36|0.1|-13.67|2.0|0.0|198.32|0.0|7.0|-7.47|51.0|-6.6|0.0|0.0|5.23|-7.43|2.24e-05|3.72e-08|2.47e-05|5.28|1.0|2.13e-14|4.3116|6.35|3.6269|-2147.721319|1766.47|341.84|287.56|0.33449|0.69238|-2147.217543|0.0265|3.4099|-2147.295787|4.5147|106.0|6.9747|6.9747
1h_a5|0.0|1|0|0|0.0|0|6.605297921|0|0.0|-0.259241577|-0.001978474|4.59511985|2|-0.02598568|0.0|-0.085074391|0.008031558|10.94466758|1|0.007357977|0.0578378779999999|-0.20140246|2|0.71274658|0.780175595|0.070628165|0.8436458929999999|0.6977404359999999|0|-0.067599619|0.39793593|-36.2462047|160.0744187|0.119359774|-0.027798699|-18.90429957|2.393400474|0.7450549759999999|-1.111947978|-18.38824808|-14.49848188|39.84574434|0.489507204|-579.9392753|-7.561719827|6.711386288|13.14687756|0.958891501|4334.547353|-302.4687931|19.45961351|-255.618083|8.268552715|1.0|1.0|1.0|1.0|2.07|0.05|-8.41|0.0|0.0|95.45|1.0|3.0|-4.25|24.0|-5.77|1.0|1.0|3.43|-4.45|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|3.87e-09|4652.0|3.17|4.3651|-990.6346565|934.7|284.03|266.52|0.4112699999999999|0.57155|-990.472129|0.1754|2.2396|-990.523098|3.3752|28.0|7.5528|7.5528
4_a38 (LY-2157299)|0.0|0|0|0|0.0|1|7.535296702|1|2.0959524330000003|0.050460026|-0.00638266|5.4161004020000005|2|-0.0501467259999999|1.721297609|-0.325515636|0.002865697|10.9277672|1|0.003107816|0.0481706809999999|-0.463575124|2|0.702976795|0.8099394329999999|-0.041794304|0.868207983|0.6848692759999999|1|-0.092570349|0.459041332|-51.11565158|260.7739337|0.2456862269999999|-0.03235283|-29.21101111|4.060137052|0.7861170609999999|-1.520583011|-30.23133173|-18.48863993|60.00582329|0.487041509|-868.9660769|-10.56568487|6.54753874|12.76426621|0.949475478|5566.495502000001|-496.5871888|23.51893991|-327.0140711|7.880803302999999|1.0|1.0|1.0|1.0|2.6|0.18|-7.13|1.0|0.0|108.18|1.0|3.0|-3.85|28.0|-6.86|0.0|1.0|2.81|-3.99|52.0|0.000102|0.0375|2.39|0.0|7.45e-08|4.65|3.95|3.78|-1198.683473|1048.31|327.69|266.68|0.4|0.68|-1198.442536|0.06|5.9043|-1198.49738|7.6529|69.0|7.1586|7.1586
12s_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.057853364|-0.007059109|5.351858133|2|0.037454164|0.0|-0.4023692|0.002951176|10.95352614|1|0.003962098|-0.1763783589999999|-0.434472457|1|0.90414347|0.8060798779999999|-0.118671653|0.856677627|0.856274847|0|-0.07216709|0.4314309979999999|-64.57958827|110.6090028|0.169662191|-0.035868226|-41.6829437|8.106112169|0.754198383|-1.901015959|-30.06529118|-23.15117315|59.13914165|0.4604765839999999|-1227.012177|-14.94294208|7.545963801|13.98635088|0.853487672|5890.905249|-791.9759303|30.69639722|-328.1450742|11.76167282|0.0|1.0|0.0|2.0|0.0|0.17|-6.97|1.0|0.0|128.72|1.0|5.0|-4.16|30.0|-6.55|1.0|0.0|2.14|-4.3|0.0274|5.05e-05|0.02|3.04|0.0|1.08e-07|3.8751|3.48|3.7604|-1272.270833|1150.67|329.71|319.95|0.6843600000000001|0.6928|-1272.00109|0.0002|6.6068|-1272.061111|8.7738|9.0|8.0458|8.0458
12b_a5|0.0|0|0|0|0.0|0|6.605297921|2|0.0|-0.297319874|-0.001991527|4.59511985|3|-0.021265946|0.0|-0.1214831359999999|0.0068803119999999|10.94620104|0|0.00751901|-0.110182753|-0.1708042239999999|2|0.8417504029999999|0.779793078|0.066588785|0.819417554|0.8121510009999999|0|-0.066227158|0.350286421|-43.25430513|138.67264319999998|0.172386307|-0.020455699|-27.27837078|6.584944956|0.530379611|-1.165974822|-26.33991037|-12.90040679|52.20772716|0.480419002|-735.3231872|-8.135654442|8.398709622|16.16438947|0.924627734|5501.255679|-463.7323032|24.32296891|-38.31786425|16.27715102|1.0|1.0|1.0|1.0|0.0|0.33|-7.67|1.0|0.0|123.46|1.0|5.0|-2.3|30.0|-7.57|1.0|0.0|1.44|-3.45|2.0|0.000359|143.0|1.63|0.0|2.14e-08|4.6156|2.24|1.4454|-1276.928859|1149.51|857.76|268.62|0.42949|0.70615|-1276.940335|0.0001|5.7174|-1276.9984029999998|8.2868|42.0|7.3768|7.3768
33_a47|0.0|0|1|1|0.0|1|6.823286122000001|0|1.758479676|-0.229935275|-0.004263267|4.727387819|3|-0.11544858|1.688794654|-0.183320497|0.002212256|10.98214099|1|0.003634698|-0.338113214|-0.270498605|3|0.63155995|0.82821379|0.065468525|0.8913954909999999|0.607650682|1|-0.060080724|0.404334141|-44.81989209|30.94680001|0.1802998689999999|-0.0272154529999999|-23.98884914|6.401714296000001|0.57681348|-1.088618103|-17.2112484|-14.56646493|44.11759955|0.4607629339999999|-582.6585971|-7.79637597|6.979305126|12.94292541|0.854471925|4889.09585|-311.85503880000005|25.25333652|-82.22540944|15.83240237|1.0|1.0|1.0|1.0|2.76|0.11|-7.08|0.0|0.0|94.28|1.0|3.0|-3.26|25.0|-6.78|1.0|1.0|2.69|-3.72|183.0|0.000192|0.0643|2.19|0.0|8.339999999999999e-08|4.1869|2.06|4.1869|-1123.16428|934.34|296.13|296.13|0.67508|0.67508|-1122.992964|0.2566|4.5647|-1123.04547|6.2284|4.0|8.4|8.4
15c_a22|0.0|0|0|0|0.0|1|6.842683282|0|1.596256692|-0.134137693|-0.005236206|4.727387819|2|-0.026986769|1.568396937|-0.298463715|0.003784292|10.9464374|1|0.004362505|-0.160566657|-0.364626967|2|0.667111824|0.773044788|-0.096749121|0.8353837409999999|0.639264982|1|-0.067475429|0.615901609|-57.66130245|36.22825261|0.133414786|-0.0302219629999999|-41.51455167|12.731723|0.661775114|-1.60176404|-34.97658951|-21.75898206|66.26407672|0.462157867|-1153.226049|-15.66586856|8.626398368|16.03890406|0.859281634|6882.442370999999|-830.2910335|32.87972244|-232.9472639|17.86058304|1.0|1.0|1.0|1.0|2.85|0.08|-9.28|1.0|0.0|128.77|1.0|6.0|-4.86|34.0|-6.96|0.0|0.0|2.98|-4.62|0.00618|2.4e-05|0.0107|2.9|0.0|5.269999999999997e-10|5.7361|4.79|3674.0|-1460.602657|1241.07|337.46|216.15|0.30831|0.69113|-1460.324493|0.0694|7.382000000000001|-1460.387718|9.0393|737.0|6.1325|6.1325
12h_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|0.046965756|-0.00737961|5.351858133|2|-0.074988669|0.0|-0.391119352|0.001139238|10.31162898|1|0.002064369|-0.120380857|-0.4708582289999999|1|0.669561738|0.831176513|0.008644634|0.888213143|0.64876559|0|-0.083127678|0.353607682|-63.03519645|89.66095835|0.236431596|-0.038417127|-40.10503079|7.038974807000001|0.7979748729999999|-1.882439244|-33.64938551|-24.44221903|63.95204629|0.468446216|-1197.668733|-15.55093031|8.066818026|15.1759206|0.881277172|6252.192213|-761.9955851|30.63031164|-379.1625034|10.10721793|0.0|1.0|0.0|1.0|0.0|0.14|-6.9|2.0|0.0|127.24|1.0|5.0|-5.39|30.0|-6.02|0.0|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|3.97|0.0|1.26e-07|5.0289|4.07|3.5101|-1675.011389|1132.06|353.22|246.54|-0.26697|0.68543|-1674.777786|155.0|2.9684|-1674.838376|3.4138|9.0|8065.0|8065.0
19l_a38|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.086107169|-0.007360265|5.351858133|2|0.103904811|0.0|-0.426895387|-0.001197042|10.94917392|1|0.000347207|-0.191751024|-0.4224000739999999|1|0.723755855|0.839953955|-0.032569307|0.89459881|0.700181525|0|-0.079681862|0.51306986|-65.35669452|133.9992534|0.200388811|-0.037359603|-42.34617024|9.195687319|0.7374102309999999|-2.017418574|-33.45088372|-24.20618316|65.82033039|0.430111845|-1307.13389|-15.68376675|6.568874137999999|11.52660233|0.754730276|6705.993411|-846.9234048000001|32.82593886|-307.64756780000005|13.69020024|0.0|1.0|1.0|3.0|2.7|0.12|-7.28|2.0|0.0|135.78|1.0|6.0|-4.94|32.0|-6.39|0.0|1.0|3.22|-4.72|0.0049|1.89e-05|0.00807|3.55|0.0|5.27e-08|3.6709|4.08|3354.0|-1409.5865199999998|1164.34|369.66|337.75|0.69413|0.7044|-1409.309206|0.0233|6.5627|-1409.37001|9026.0|14.0|7.8633|7.8633
12f_a30|0.0|0|0|0|-4.734662095|0|7.412764017000001|2|0.0|0.156569208|-0.015345198|5.351858133|2|0.1468972409999999|0.0|-0.874676289|-0.00695299|10.31162828|1|-0.004395528|-0.226973911|-0.6394697460000001|1|0.613786308|0.8246767140000001|-0.043091382|0.876441789|0.593245722|0|-0.090450992|0.56363596|-76.85198573|101.2862703|0.164253554|-0.0452183279999999|-54.21787616|7.815328055|0.815175332|-2.396571368|-45.01820228|-31.90082427|74.88972286|0.472521727|-1690.743686|-22.5055335|8.366190175|15.86072943|0.8958126809999999|7634.176316|-1192.793275|39.1336968|-444.7025522|12.36587885|0.0|1.0|0.0|1.0|0.0|0.17|-7.18|2.0|0.0|133.96|1.0|7.0|-6.7|34.0|-5.66|0.0|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.000579|5.05|0.0|6.61e-08|5.0587|5.52|3.5298|-1988.032639|1225.63|351.25|245.09|0.32483|0.68471|-1987.782125|0.1596|3.6633|-1987.848015|4.6865|19.0|7.7144|7.7144
40_a47|0.0|0|1|1|0.0|1|6.823286122000001|0|1.715145925|-0.246203395|-0.004181351|4.727387819|3|-0.056839794|1.566109469|-0.179798097|0.002212256|10.98214138|1|0.003634698|-0.338113214|-0.2636225|3|0.63155995|0.836942961|0.018609507|0.900790582|0.607650682|1|-0.060416547|0.237173658|-44.90375373|54.11003524|0.1877663219999999|-0.027052191|-24.22401965|5.959674083|0.573656733|-1.082087641|-17.58259718|-14.59371996|43.64000551|0.4574577489999999|-583.7487984|-7.872806386000001|7.042383142|12.98034048|0.843174422|4862.524893|-314.91225539999994|25.43981292|-79.47051169|16.06828586|1.0|1.0|1.0|1.0|2.91|0.11|-7.08|0.0|0.0|94.28|1.0|3.0|-3.26|25.0|-6.78|1.0|1.0|2.72|-3.72|183.0|0.000192|0.0643|2.19|0.0|8.339999999999999e-08|4.0176|2.06|3.7236|-1123.174467|947.27|332.97|308.6|0.67615|0.68492|-1122.9968210000002|0.2612|4.7542|-1123.049869|6.5995|4.0|8.4|8.4
6f_a40|0.0|0|0|0|0.0|1|8.421342866|1|1.750582483|0.134099184|-0.01691341|6.401917197|0|-0.122783873|0.737582436|-0.8287570679999999|-0.009302776|10.30179966|2|-0.008368734|0.092206207|-0.628934821|0|0.7710013309999999|0.836826225|-0.032826285|0.896373207|0.742681934|1|-0.134203859|0.363785804|-83.88605319|207.7174501|0.344213487|-0.052228625|-53.89282175|6.6032981820000005|0.8628087240000001|-2.350288117|-55.39203581|-33.55442128|96.49789556|0.410805404|-1509.948957|-21.5571287|6.993991456|11.87042702|0.69723213|7328.308886|-970.0707913999998|38.88975659|-466.1748926|8.892225517|0.0|0.0|1.0|2.0|2.53|0.21|-3.67|1.0|3.0|124.54|3.0|5.0|-6.95|30.0|-6.9|0.0|0.0|2.61|-4.64|5.18e-05|2.3e-05|0.0105|3.09|0.0|0.0002109999999999|3.5741|6.96|2.57|-2426.972609|1139.55|482.43|346.89|0.66642|0.69911|-2426.725129|0.0158|6.2384|-2426.787111|8.7269|42.0|7.3768|7.3768
