molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
IN1233_a59|0.0|1|0|0|0.0|0|6.842683282|0|0.0|0.1160337319999999|-0.008841844|4.727387819|2|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|10.93301779|1|-0.004071701|0.003282792|-0.597167441|2|0.809917509|0.74801464|-0.107446431|0.80310139|0.778639593|1|-0.092761756|0.356444983|-63.36348363|318.5587088|0.238675351|-0.035929742|-42.16752524|4.79704394|0.810795898|-1.904276352|-41.08157616|-23.91074854|68.94000009|0.483639625|-1267.269673|-15.91227368|8.011984402000001|15.51626497|0.936631949|6206.818668|-843.3505049|29.49046561|-413.6607749|8.961363774|1.0|1.0|1.0|2.0|2.76|0.08|-10.0|2.0|0.0|125.07|0.0|5.0|-5.59|32.0|-6.13|0.0|1.0|3.78|-5.16|0.00107|6.91e-06|0.0029|3.85|0.0|9.93e-11|5.2194|5.35|3.5355|-1352.351584|1204.16|350.69|237.54|0.51285|0.6953699999999999|-1352.073755|0.2011|5.4004|-1352.135303|7.6059|34.0|7.4685|7.4685
11_a1|0.0|1|0|0|0.0|0|7.423568444|1|0.0|0.033732316|-0.018080197|5.351858133|1|0.08043435|0.0|-0.867849442|-0.0127744789999999|10.94957487|1|-0.009578125|-0.117419838|-0.563650254|1|0.823460272|0.747358374|-0.069193862|0.8086124090000001|0.7846345840000001|0|-0.131972845|0.2027328789999999|-74.35738693|274.39137789999995|0.404475497|-0.048723884|-43.84323456|12.15946748|0.751878145|-2.143850877|-45.88191258|-28.7289904|98.43720241|0.47723847|-1264.075578|-16.93943154|7.43666407|14.2257294|0.912918113|5798.645137|-745.3349875|38.20963621|-297.0290662|15.44994131|1.0|1.0|1.0|2.0|2.31|0.05|-7.47|1.0|0.0|105.71|1.0|4.0|-5.07|29.0|-6.27|0.0|1.0|3.22|-4.66|0.00327|2.17e-05|0.00838|3.35|0.0|3.35e-08|3.7383|5.26|3.1924|-1312.462371|1036.18|388.38|331.66|0.68162|0.69914|-1312.241032|0.3201|5.0526|-1312.2963630000002|7.1743|0.17|6.7696|6.7696
8a_a50|0.0|1|1|1|0.0|1|7.860570786|1|2.03117465|-0.0737162059999999|-0.00439531|5.777652323|1|-0.0224366579999999|1.99158738|-0.188998337|0.007671336|10.94501357|2|0.007801731|-0.11385159|-0.352654037|1|0.75162266|0.804535572|-0.188882361|0.8718949979999999|0.7135713840000001|1|-0.069208148|0.278028663|-41.48493288|133.8183888|0.139123262|-0.031655181|-20.91041439|4.778811898|0.751415713|-1.234552044|-17.58335405|-15.95574341|44.36511568|0.46183401|-622.2739931|-8.042467074|5.754657432|10.69309012|0.858162757|4638.284496|-313.6562159|21.23424244|-253.4513797|8.577560914|1.0|1.0|1.0|1.0|2.01|0.11|-6.32|0.0|0.0|94.75|1.0|2.0|-3.86|24.0|-6.12|1.0|1.0|2.87|-4.13|0.0433|7.48e-05|0.0234|2.95|0.0|4.82e-07|5.622000000000001|2.69|4.1738|-1006.671867|912.7|297.06|220.53|0.3462199999999999|0.60625|-1006.508913|0.1217|3.5509|-1006.557694|5.5319|47.0|7.3279|7.3279
13a_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|0.113424769|-0.011002918|5.351858133|2|-0.036541822|0.0|-0.627166322|-0.003436924|10.31162842|1|-0.002215642|0.006103754|-0.5640209589999999|1|0.841060094|0.8303425640000001|0.019603815|0.885516463|0.802578397|0|-0.109682335|0.478381813|-76.60916637|381.9643801|0.303605444|-0.042832838|-51.70573895|8.456950359|0.799862466|-2.27014041|-49.96348386|-28.90911938|86.55791128|0.4661332179999999|-1532.183327|-19.5115996|8.066980235|15.1104742|0.873126469|6675.344631|-1034.114779|36.14261279|-404.771677|11.6174288|0.0|1.0|0.0|2.0|0.0|0.13|-6.19|1.0|0.0|135.37|1.0|6.0|-5.01|32.0|-7.05|0.0|0.0|1.91|-4.3|0.00427|5e-05|0.0221|2.74|0.0|6.520000000000001e-07|5.0535|4.54|3.5288|-1744.491614|1211.54|351.35|245.34|0.26119|0.6845600000000001|-1744.217986|0.1603|0.7158|-1744.281248|1.4855|14.0|7.8665|7.8665
14d_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.405551724|0.058368697|-0.005343003|5.351858133|2|0.03253552|0.758207139|-0.288522152|0.01269616|10.313217800000002|2|0.01180744|-0.136106024|-0.4483522929999999|2|0.725800261|0.772008792|0.006563565|0.829764975|0.6906097959999999|1|-0.053736319|0.213597535|-51.58357156|39.26987634|0.078305538|-0.032878563|-33.99063559|8.074501042|0.790346608|-1.6439281280000002|-23.33262837|-21.66510006|47.66288948|0.454495683|-1083.255003|-14.27606695|7.832720777|14.358677900000002|0.833166062|6459.554383|-713.8033475|27.41215037|-382.6437544|9.908707432|0.0|1.0|1.0|1.0|3.62|0.09|-7.78|2.0|1.0|125.25|1.0|5.0|-5.85|31.0|-6.1|0.0|0.0|3.8|-5.25|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|1.65e-08|3688.0|3.79|8.1555|-1669.24571|1186.17|3688.0|336.18|8.1555|8.1555|-1668.983743|336.18|5.6156|-1669.045136|8.1555|4.0|8.4001|8.4001
3o_a32|0.0|1|1|1|0.0|0|7.773594467000001|1|0.0|-0.022603806|-0.006253394|5.733341277|1|-0.064818511|2.240993002|-0.306416317|-0.001411347|10.3110027|3|0.000243592|-0.11221537|-0.483580522|0|0.90022001|0.8214857240000001|-0.074509084|0.872498916|0.840991936|1|-0.073742105|0.252703854|-55.03672286|62.67187821|0.162219176|-0.031819276|-31.73171751|4.161738248|0.7850948190000001|-1.4318674340000002|-24.51306152|-18.34557429|49.73468603|0.455089918|-825.5508427999999|-10.57723917|6.392329273|11.73098001|0.835165165|5488.777096|-475.9757626|23.36733582|-328.7458915|7.532642302|1.0|1.0|1.0|2.0|3.06|0.32|-7.27|1.0|0.0|112.07|1.0|3.0|-5.72|26.0|-6.17|0.0|1.0|3.74|-4.73|0.00072|1.87e-05|0.00714|3.46|0.0|5.35e-08|3.5333|2.35|3.5333|-1805.504508|1049.14|350.9|350.9|0.70216|0.70216|-1805.277864|0.2851|3.2729|-1805.333039|5.8476|0.24|6.6198|6.6198
12at_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.04229234|-0.010886502|5.351858133|2|0.054794728|0.0|-0.653190113|-0.001148437|10.95446888|1|0.000906224|-0.227404687|-0.48127276|1|0.817851296|0.8384626709999999|-0.08859337|0.890810337|0.7767870459999999|0|-0.084721769|0.301423347|-76.61315774|95.16663336|0.248143308|-0.037537878|-53.05210062|14.1532755|0.6744421970000001|-2.102121151|-40.6250081|-25.99374995|79.10595873|0.49342323|-1455.649997|-17.99981985|8.837213274|17.44496351|0.974034457|6537.399158|-1007.989912|38.54110857|-241.591008|18.99059683|0.0|1.0|0.0|2.0|0.0|0.17|-6.62|1.0|0.0|135.03|1.0|7.0|-4.18|33.0|-7.18|0.0|0.0|1.76|-4.08|0.0289|8.36e-05|0.0367|2.53|0.0|2.42e-07|4.7133|4.5|3.8408|-1460.833958|1238.61|322.81|263.05|0.42968|0.6802600000000001|-1460.549244|0.2076|6.4676|-1460.61293|8.9532|78.0|7.1079|7.1079
4b_a49|0.0|0|0|0|0.0|1|7.535296702|1|2.075628989|-0.109946885|-0.0074627159999999|5.4161004020000005|2|-0.064060521|1.645329244|-0.402986655|0.001769804|10.92776533|1|0.002557204|-0.089371493|-0.390006034|2|0.720824193|0.798826417|0.005818676|0.852400617|0.6967593559999999|1|-0.091725536|0.438784865|-55.5653235|41.97072627|0.241850733|-0.030696709|-34.19753462|9.138717999|0.645330839|-1.534835437|-34.74338731|-18.89220999|71.30114509|0.477868186|-944.6104994|-11.62716177|7.588962922|14.53457293|0.915225186|6025.790417|-581.3580885|29.27523192|-178.8869784|15.73185141|1.0|1.0|1.0|1.0|3.1|0.22|-7.05|1.0|0.0|112.36|1.0|6.0|-3.81|30.0|-7.12|0.0|1.0|2.8|-3.88|62.0|0.000132|0.0527|2.28|0.0|8.91e-08|4.6422|3.56|3.7413|-1333.063439|1121.45|331.39|267.08|0.4151899999999999|0.68242|-1332.800229|0.0615|1.8265|-1332.8586269999998|2.2306|79.0|7.1024|7.1024
12o_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|0.01340619|-0.0100574069999999|5.351858133|2|0.03842353|0.0|-0.613501857|-0.00233752|10.96036596|1|-0.000472698|-0.213993335|-0.5110239679999999|1|0.859938421|0.799869816|0.141570244|0.848816593|0.817582774|0|-0.082048664|0.514457955|-76.51720886|55.47133795|0.2407887189999999|-0.03541591|-55.10596064|12.13767506|0.666462845|-2.018706878|-42.554984000000005|-25.50573629|75.94332024|0.469699889|-1453.826968|-18.36865355|7.322888607|13.80895167|0.885724665|6622.134304|-1047.013252|38.27030489|-239.7655413|19.1468529|0.0|1.0|0.0|3.0|0.0|0.17|-6.93|1.0|0.0|138.06|1.0|7.0|-3.54|33.0|-7.66|0.0|0.0|1.47|-3.64|128.0|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.1927|4.5|3.8726|-1440.969954|1240.51|320.16|238.77|0.36719|0.67273|-1440.671057|0.2888|4.9237|-1440.734965|6.6471|0.04|7.3979|7.3979
13_a1|0.0|1|0|0|0.0|0|7.423568444|1|0.0|-0.046530797|-0.012199718|5.351858133|1|0.1129747169999999|0.0|-0.597786194|-0.008672236|10.94989555|1|-0.005924486|-0.120034915|-0.485427571|1|0.87703849|0.76714213|-0.051729721|0.825117597|0.833702788|0|-0.111667908|0.207843387|-62.04288975|148.7311076|0.320539533|-0.040302516|-36.08180773|11.41059871|0.7082629840000001|-1.813613202|-37.76773325|-23.43842502|84.56244352|0.477212829|-1054.729126|-13.63090514|7.493979856|14.33466671|0.912824292|5456.353212|-613.3907313999999|33.09282789|-242.2358135|15.51600461|1.0|1.0|1.0|2.0|2.83|0.09|-7.94|1.0|0.0|104.88|1.0|4.0|-4.29|28.0|-6.48|0.0|1.0|3.23|-4.34|0.0192|4.58e-05|17.0|2.94|0.0|1.14e-08|4.0783|3.17|3.4483|-1238.395767|1035.04|359.55|304.01|0.65363|0.69782|-1238.174491|0.3535|2.7595|-1238.22919|3.9446|0.26|6585.0|6585.0
15_a4|0.0|0|0|0|0.0|1|7.535296702|1|1.956386054|-0.159419214|-0.001986535|5.4161004020000005|1|0.0432718859999999|0.0|-0.077474847|0.009823083|10.94611612|1|0.00918585|-0.038707204|-0.226703465|1|0.5118792910000001|0.772721853|0.095534883|0.8347553529999999|0.509447294|0|-0.062151785|0.2517542889999999|-35.36161572|12.70877085|0.132283624|-0.030724393|-16.95780525|2.505098786|0.8438913020000001|-1.106078158|-14.29317436|-14.73400655|35.02894809|0.437696617|-530.4242358|-7.065752187|5.459799482|9.709704127|0.7783994009999999|4134.603400999999|-254.3670787|17.45960235|-329.8289177|4.672449937|0.0|1.0|0.0|0.0|3.01|0.11|-6.09|0.0|0.0|85.06|1.0|2.0|-3.82|22.0|-5.6|1.0|1.0|3.61|-4.28|0.0443|5.19e-05|0.0151|3.49|0.0|8.070000000000001e-07|4.5048|3.8|4.2148|-958.270023|848.47|294.16|275.22|0.4778699999999999|0.56413|-958.147682|0.0969999999999999|2.1603|-958.195344|3.0091|175.0|6757.0|6757.0
12aj_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.056210607|-0.00706023|5.351858133|2|0.064171987|0.0|-0.402433117|0.002951176|10.95354213|1|0.003962098|-0.1763783589999999|-0.43462267|1|0.90414347|0.812278823|0.091113865|0.8632656809999999|0.856274847|0|-0.073002742|0.251263868|-65.89100364|82.34300699|0.173013687|-0.0368515929999999|-42.23511741|7.521007149|0.77492734|-1.953134451|-29.99399664|-23.62130319|58.52715472|0.47532973|-1251.929069|-15.14089115|8.056502837|15.35536375|0.905958957|5763.333098|-802.4672307|30.48195872|-352.4483722|10.69455126|0.0|1.0|0.0|2.0|0.0|0.17|-6.97|1.0|0.0|128.72|1.0|5.0|-4.16|30.0|-6.55|1.0|0.0|2.14|-4.3|0.0274|5.05e-05|0.02|3.04|0.0|1.08e-07|5.2301|3.48|3.6017|-1272.27339|1157.64|344.24|237.06|0.4112|0.70423|-1271.9998859999998|0.0082|5.8554|-1272.060325|7.8393|17.0|7.7696|7.7696
12_a1|0.0|1|0|0|0.0|0|7.423568444|1|0.0|-0.0455890429999999|-0.011221829|5.351858133|1|0.076867966|0.0|-0.516204114|-0.0038943009999999|10.94945122|1|-0.001416381|-0.173618873|-0.487073772|1|0.8016064479999999|0.749817035|-0.045776997|0.817998205|0.7534284040000001|0|-0.0964711209999999|0.210514881|-60.78517756|133.6600817|0.234878615|-0.039894864|-35.28166588|11.37734536|0.724666653|-1.675584287|-32.50125347|-23.15625812|75.59644237|0.46449367|-972.562841|-13.44063462|7.679719277999999|14.34104294|0.867391557|5468.378562|-564.5066541|31.95435864|-260.8074567|14.21231622|1.0|1.0|1.0|1.0|2.72|0.05|-8.2|2.0|0.0|103.47|1.0|3.0|-4.98|28.0|-6.02|0.0|1.0|3.44|-4.75|0.00379|1.77e-05|0.00649|3.54|0.0|6.28e-09|3734.0|3.67|3.1744|-1216.12881|1018.84|390.57|332.04|0.69114|0.69763|-1215.922313|0.2821|7.7454|-1215.975876|10.1801|2.95|5.5302|5.5302
13j_a6|0.0|1|0|0|0.0|0|7.412764017000001|1|0.0|0.0353600779999999|-0.015004989|5.351858133|1|0.07522656|0.0|-0.855284356|-0.011017781|10.95129557|1|-0.007703306|-0.073507141|-0.562698347|1|0.8744720490000001|0.783333463|-0.063948098|0.8353837409999999|0.830577798|0|-0.120219472|0.205764388|-86.54032868|180.6709018|0.377035857|-0.046428683|-57.82670518|13.89184843|0.7841668409999999|-2.460720196|-53.67779048|-31.02389141|101.1210779|0.433600896|-1644.266245|-20.73032827|8.741405506|15.43329684|0.765539515|6276.316063|-1098.707398|39.56287079|-379.7635712|13.31076198|1.0|1.0|1.0|3.0|2.26|0.12|-8.5|1.0|0.0|120.17|1.0|6.0|-5.03|32.0|-6.81|0.0|1.0|2.82|-4.48|0.00398|3.28e-05|14.0|2.95|0.0|3.18e-09|3.6504|4.94|3.5599|-1426.5532050000002|1196.6|348.28|339.64|0.69993|0.7045100000000001|-1426.272674|0.0259|8.3187|-1426.335207|10.9731|262.0|6.5817|6.5817
12p_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.0494658159999999|-0.008017607|5.351858133|2|0.114716581|0.0|-0.432950771|-0.002526241|10.96052769|1|-0.000673716|-0.217394466|-0.440709431|1|0.724208473|0.828371596|-0.035871448|0.8839272779999999|0.698414933|0|-0.082569108|0.315548061|-68.22905781|83.24921731|0.251561167|-0.039016808|-42.95260501|8.006403882999999|0.759126153|-1.950840419|-32.72335782|-24.56246081|64.698131|0.475504684|-1228.123041|-15.4629378|7.546742977|14.3885803|0.906594718|5922.775161|-773.1468902|32.35623052|-326.2581567|12.17776516|0.0|1.0|0.0|2.0|0.0|0.14|-6.86|1.0|0.0|123.71|1.0|5.0|-3.89|30.0|-6.76|1.0|0.0|2.15|-4.16|0.0515|6.96e-05|0.0278|2.78|0.0|1.4e-07|5.3413|3.41|3.8372|-1332.182868|1113.05|323.11|232.12|0.30159|0.66559|-1331.947748|0.1841|4.8805|-1332.006106|6.7199|9.0|8.0458|8.0458
14k_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.358995671|0.070940371|-0.005866159|5.351858133|2|0.04479394|0.74561778|-0.299174093|0.010682694|10.31321813|2|0.009263715|-0.13187015|-0.463402169|2|0.722187957|0.800643488|0.140087361|0.864845456|0.659570836|1|-0.0562483359999999|0.226547411|-53.17069631|38.76597615|0.077602272|-0.033999976|-35.38329134|8.338417622|0.783562394|-1.597998852|-24.9092952|-22.62582822|49.96154892|0.486654314|-1063.413926|-15.05671972|8.21201115|15.99703938|0.948005074|6715.186162999999|-707.6658267999999|28.87559227|-377.4022725|10.87921891|0.0|0.0|1.0|1.0|3.56|0.05|-7.99|2.0|1.0|125.29|1.0|5.0|-6.13|31.0|-6.03|0.0|0.0|3.99|-5.55|0.000334|2.83e-06|0.00126|4.21|0.0|1.02e-08|3.6421|4.1|3.6421|-2089.524497|1179.17|340.42|340.42|0.63765|0.63765|-2089.293765|0.4694|5.8718|-2089.354026|8.3627|4.0|8.4123|8.4123
21_a12|0.0|0|0|0|0.0|0|6.605297921|1|0.0|0.04375233|-0.008833375|4.59511985|3|-0.213225401|0.0|-0.362168355|-0.003879878|10.31140747|1|-0.001825446|-0.211367878|-0.522951134|2|0.923855679|0.835359152|-0.061915124|0.89838263|0.859899236|0|-0.068775342|0.192026642|-50.37198585|75.46830038|0.15172224|-0.036878492|-25.34833425|3.097071518|0.770818357|-1.401382713|-17.416202300000002|-18.55810005|40.76379649|0.473492395|-705.2078018999999|-9.338859985|5.891343219|11.18947411|0.8993077970000001|4652.242111|-354.8766794|24.07584081|-272.5639702|8.736422872|1.0|0.0|1.0|1.0|2.81|0.12|-6.78|0.0|0.0|98.16|1.0|3.0|-3.82|23.0|-6.45|0.0|1.0|2.68|-3.76|48.0|0.000173|0.0551|2.53|0.0|1.67e-07|4.6851|2.56|3.9971|-1327.479547|893.17|310.18|264.64|0.59386|0.57644|-1327.347724|0.1668|2327.0|-1327.397348|3.2551|22.0|7.6576|7.6576
14e_a25|0.0|0|0|0|0.0|1|6.842683282|0|1.5926486519999998|0.039261746|-0.008591251|4.727387819|2|0.0065927719999999|1.906869097|-0.524066339|-0.00131452|10.93106299|1|-0.0005394919999999|0.025802692|-0.50909623|2|0.717460414|0.776960216|-0.144369439|0.8322445820000001|0.6954126970000001|1|-0.1011107469999999|0.448918026|-73.51338088|372.1805977|0.275949567|-0.038772226|-53.79722636|8.046143033|0.806446896|-2.2100168680000003|-54.14823405|-28.3735856|84.98800478|0.491527882|-1617.294379|-20.76384175|8.459867391|16.63781964|0.966676175|6952.485076999999|-1183.53898|35.18345194|-448.516796|11.09035375|1.0|1.0|1.0|2.0|2.72|0.07|-9.14|1.0|0.0|134.35|1.0|7.0|-5.14|35.0|-6.96|0.0|0.0|3.02|-4.73|0.00337|1.86e-05|0.0085799999999999|3.04|0.0|7.31e-10|5.8431|6.51|3.9613|-1521.012915|1300.08|312.99|212.19|0.31019|0.69958|-1520.701142|0.0007|5.3651|-1520.767443|7.2625|75.0|7.1249|7.1249
25d_a34|0.0|0|0|0|0.0|1|7.412764017000001|1|1.940324546|0.128783829|-0.015046463|5.351858133|1|-0.163072107|0.0|-0.8576484190000001|-0.005017781|10.95957635|1|-0.001685762|-0.342090037|-0.605891389|1|0.8265507809999999|0.7498681140000001|0.14554928|0.799694715|0.778903495|0|-0.100582621|0.631894475|-82.09024497|174.9700398|0.325717647|-0.044492794|-54.29641443|12.8082206|0.7772035959999999|-2.358118108|-44.00298587|-29.42857839|85.89233572|0.478308897|-1559.714654|-19.46475234|6.933980884|13.29135354|0.916843118|6513.063805|-1031.631874|37.86469665|-366.6979266|13.15041965|1.0|1.0|1.0|2.0|3.76|0.12|-8.08|1.0|0.0|119.81|1.0|7.0|-4.61|32.0|-6.74|0.0|1.0|3.21|-4.48|0.0104|3.3e-05|0.0141|3.05|0.0|8.26e-09|4.2732|6.05|4.2732|-1426.496796|1198.19|290.15|290.15|0.6764600000000001|0.6764600000000001|-1426.243341|0.2106|6.1995|-1426.307095|8.0068|0.95|6.0223|6.0223
12v_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|0.037440652|-0.006974714|5.351858133|2|-0.099831334|0.0|-0.369659818|0.002431329|10.31162873|1|0.001805829|-0.0857954809999999|-0.471153275|1|0.8149999040000001|0.83236194|-0.029852321|0.889479916|0.711738503|0|-0.077138874|0.404950755|-65.72041011|82.09302037|0.1498787969999999|-0.037666615|-44.46327619|7.242869835|0.806069067|-1.845664126|-35.30820865|-25.48342433|62.89402328|0.478535287|-1248.687792|-17.2408622|8.114588039|15.56114504|0.917675298|6952.110426|-844.8022477|31.6144427|-414.1432908000001|10.01399667|0.0|1.0|0.0|1.0|0.0|0.14|-7.8|2.0|0.0|137.3|1.0|5.0|-6.58|31.0|-5.52|0.0|1.0|3.59|-6.04|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|1.58e-08|3.5507|5.08|3.5507|-2494.963646|1209.1|349.18|349.18|0.68405|0.68405|-2494.739831|0.1601|2.9171|-2494.802821|4105.0|22.0|7.6596|7.6596
4f_a49|0.0|0|0|0|0.0|1|7.535296702|1|2.066693174|0.010266272|-0.008903208|5.4161004020000005|2|-0.087861524|1.5830545580000002|-0.418450768|0.001532832|10.92775957|1|0.001714014|-0.025995042|-0.46436755|2|0.69044503|0.7927086309999999|-0.00953448|0.8557769120000001|0.670594896|1|-0.102926696|0.480786546|-48.83888562|193.615884|0.262938196|-0.033471819|-26.51573683|4.89045046|0.718306291|-1.439288231|-30.33918719|-18.1726086|64.88887164|0.437355335|-781.4221699|-9.866320682|6.302023735|11.20071713|0.7773206840000001|5422.650822|-424.2517893|25.29924744|-237.0468572|11.34983222|1.0|1.0|0.0|1.0|2.35|0.14|-6.54|1.0|0.0|102.08|1.0|3.0|-3.99|27.0|-6.6|0.0|1.0|2.85|-4.09|0.0365|8.120000000000001e-05|0.0289|2.64|0.0|2.92e-07|4.6249|4.07|3.7098|-1179.23587|982.46|334.21|268.08|0.39584|0.68474|-1179.029099|0.0579999999999999|1.7833|-1179.080799|1.8254|0.04|7.3979|7.3979
EW7203_a60|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|0.025672274|-0.00698487|5.351858133|2|-0.092774356|0.0|-0.377182982|0.003099827|10.31162855|1|0.0036417359999999|-0.090115975|-0.458129101|1|0.80330079|0.822401103|0.002441966|0.8839272779999999|0.760234689|0|-0.076068195|0.345488097|-62.23028092|80.48638339|0.113924842|-0.036566012|-40.24477665|8.430183|0.766837077|-1.828300603|-31.81402579|-23.64750675|62.22940284|0.497298165|-1182.375337|-15.29301513|8.310125852|16.53092404|0.989250745|6403.777228|-764.6507562999999|30.83771958|-345.1309687|11.59711747|0.0|1.0|1.0|2.0|3.21|0.13|-6.7|2.0|0.0|133.97|1.0|5.0|-5.74|31.0|-6.35|0.0|0.0|3.09|-4.82|0.000768|1.53e-05|0.0065|3.59|0.0|2e-07|5.0166|3.64|3.5192|-1668.025575|1166.44|352.3|247.15|0.40883|0.69857|-1667.78681|0.0448|1.7676|-1667.848192|2.5159|9.0|8.0334|8.0334
14u_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.357982471|-0.066969083|-0.007017844|5.351858133|2|0.050530143|0.743634137|-0.385981432|0.010561248|10.31321759|2|0.010508236|-0.199540201|-0.4086345999999999|2|0.756252127|0.787538583|-0.001778422|0.845160857|0.71381683|1|-0.055259924|0.445665682|-57.75236052|43.06242147|0.090245088|-0.033908155|-38.57404134|11.3374334|0.702868983|-1.729315897|-24.65250654|-22.64798452|53.88349042|0.47648509|-1155.04721|-15.12707504|7.392527755|14.12094979|0.910165272|6913.009783|-771.4808267999999|32.2221994|-271.0010972|15.75112771|0.0|1.0|1.0|1.0|3.68|0.09|-7.51|2.0|1.0|126.78|1.0|6.0|-5.63|32.0|-6.47|0.0|0.0|3.48|-5.02|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|3.11e-08|4.0409|3.23|3.1819|-1744.446261|1214.4|389.66|306.82|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|5.9743|-1744.2405670000005|8.1549|6.0|8.2449|8.2449
16a_a10|0.0|0|0|0|0.0|1|7.535296702|1|2.041062372|-0.187414728|-0.00230615|5.4161004020000005|2|-0.085711535|2.009832665|-0.152205915|0.011207938|10.92947902|1|0.011558506|-0.254024476|-0.1948324069999999|2|0.748039584|0.772481675|-0.068377262|0.813036304|0.72613292|1|-0.052574986|0.3637074329999999|-53.28817038|77.68598956|0.083851314|-0.026063936|-36.90194151|6.652715932|0.7270593190000001|-1.615964058|-25.21250404|-18.049219|46.01490333|0.4629532229999999|-1119.0515779999998|-12.4990447|8.531706024|15.88633689|0.862035195|6366.0631060000005|-774.9407716|24.82496066|-314.4761648|10.24624348|1.0|1.0|1.0|0.0|4.46|0.3|-8.5|3.0|0.0|133.66|1.0|9.0|-5.22|33.0|-5.91|1.0|1.0|4.24|-5.17|0.00264|6.76e-06|0.00297|4.33|0.0|3.18e-09|5.6019|3.46|3.8718|-1395.158387|1310.44|320.22|221.33|332.0|0.6852199999999999|-1394.797092|0.0841|3.8323|-1394.861824|4.6574|47.0|7.3279|7.3279
13d_a5 (GW788388)|0.0|1|0|0|0.0|0|6.605297921|1|0.0|-0.0959854909999999|-0.005668173|4.59511985|3|-0.092509033|0.0|-0.33442223|0.002956745|10.94530363|1|0.003668464|-0.016337128|-0.3706975529999999|2|0.7333482170000001|0.78479342|0.024905619|0.834800344|0.71006207|0|-0.086824482|0.54169129|-55.87383979|151.3669372|0.2258962769999999|-0.0291837579999999|-36.95444874|6.374277851|0.669182121|-1.605106706|-37.98032007|-19.30187193|67.0626077|0.488398052|-1061.602956|-12.76608229|8.077599766|15.788837|0.954644629|6122.792779|-702.1345259999999|28.84397435|-223.7910275|14.57821204|1.0|1.0|1.0|2.0|2.74|0.2|-8.84|1.0|0.0|121.68|1.0|6.0|-4.35|32.0|-6.94|0.0|1.0|3.11|-4.35|0.0189|4.5e-05|0.0192|2.75|0.0|1.45e-09|4.6091|3.81|4.1706|-1390.589662|1206.73|297.28|269.0|0.42515|0.48848|-1390.294368|0.1549|2.4867|-1390.355751|3355.0|18.0|7.7447|7.7447
