molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|GATS1pe|RASA|FNSA5|FPSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
8k_a46|-3.737070812|0|0|0|0.0|0.1337610719999999|1|1|2.105349622|0.1436554669999999|-0.006208399|5.533389489|2|0.038616352|-0.397337564|-0.002099764|-0.114070359|10.31928125|-0.038125|1|1|-0.1017929319999999|-0.030019362|-0.050069565|2|0.73768327|0.095179795|0.687020939|0.7381768390000001|-0.0863473759999999|0.009441365|-61.95565276|6.774333772|104.0919365|0.261823161|-0.033099828|-44.4725532|70.036452|-23.74966689|0.4938768979999999|3351.548891|529.6539372999999|-1424.980013|-17.04077386|0.173430886|8.070811215|15.94634031|7352.280688|-1022.446432|28.73282642|0.0112621819999999|-468.6373459|1723.969585|1.0|0.0|1.0|1.0|3.94|2.82|0.24|2.94|5.37|1.0|132.47|0.0|5.0|-5.74|34.0|-6.75|474.58|0.0|0.0|3.29|1.82e-06|0.000866|0.00355|3.45|0.0|1.03e-06|4.1034|-1845.257085|742.04|1302.56|0.1354|642.39|0.41618|-0.16967|3.4118|0.04718819|-1845.037411|3.8107|6.8327|6.8327
18a_a22|0.0|0|0|0|0.0|0.0|0|0|1.854982521|-0.197348157|-0.003488994|4.727387819|2|0.038167849|-0.19538364|0.007066388|-0.021976395|10.31286146|-0.015194063|1|1|0.059645624|-0.0835538409999999|-0.147724859|2|0.760537197|-0.042139855|0.722009212|0.926535704|-0.076119803|0.01713283|-51.6464295|11.62443251|29.59800426|0.073464296|-0.029276847|-23.31437056|64.80092090000001|-19.86401135|0.487405342|2898.068989|628.6440468999999|-1032.92859|-13.47750813|0.289532802|7.037677899|13.72951861|6630.646100999999|-700.830423|27.95908297|0.0193879289999999|-285.5992506|1453.872315|1.0|1.0|1.0|1.0|3.49|3.17|0.08|5.32|5.11|2.0|131.64|0.0|6.0|-5.59|32.0|-6.28|436.53|0.0|1.0|3.9|2.59e-06|0.00113|0.00305|3.78|0.0|1.73e-07|3.4832|-1691.2957760000002|695.35|1211.84|0.3174|531.16|0.35107|-0.1408|3851.0|0.01932946|-1691.097989|5.3946|7.8861|7.8861
7_a27|0.0|0|0|0|0.0|0.0|0|0|3.330197625|0.112935885|-0.00601016|4.727387819|2|0.049625|-0.288487667|0.010291744|-0.096754293|10.93773474|-0.056500475|1|1|-0.220626658|-0.19575909|-0.323631281|2|0.6413629129999999|0.147753647|0.62067794|0.85111414|-0.084531496|0.015099075|-47.44936449|8.475438874|10.66993367|0.14888586|-0.0300556429999999|-19.13983132|55.55559276|-16.87088515|0.466714317|2334.058688|477.7488532|-759.1898319000001|-9.469994277|0.236435287|6.446345598|12.087978|5082.120742|-426.1497425|22.09489892|0.014441323|-295.8891961|994.2704516|1.0|0.0|1.0|1.0|3.24|3.41|0.2|3.32|3.05|0.0|102.36|0.0|3.0|-4.06|26.0|-6.26|345.4|1.0|1.0|3.14|8.66e-05|0.0299|18.0|3.02|0.0|8.4e-05|4.1205|-1122.433757|606.74|1016.96|0.4179|505.5|0.61278|-0.16734|4.2487|0.02179141|-1122.304359|6.3813|9.0|9.0
7f_a10|0.0|0|0|0|0.0|-4.8022906380000006|1|1|1.924772416|0.103083789|-0.011104817|5.4161004020000005|2|0.037386831|-0.5663456689999999|0.00189949|-0.000498274|10.92948443|-0.0971900919999999|1|1|-0.309622111|-0.058093287|-0.172751862|2|0.5371733989999999|-0.009545801|0.5209683970000001|0.931773786|-0.095196098|0.00797443|-53.02456669|4.441786155|15.96885516|0.068226214|-0.03645808|-19.93012491|60.16185231|-20.30728086|0.402568457|2803.359424|519.0013298|-954.4422004|-11.31122804|0.178213448|6.115784565|10.23679556|7070.755931000001|-531.6277179|24.71113795|0.012813716|-358.4725202|1161.423484|1.0|0.0|1.0|1.0|3.37|2.97|0.23|5.07|6.57|2.0|106.77|0.0|4.0|-5.54|30.0|-5.47|410.39|0.0|0.0|4.39|2.9e-06|0.00119|0.00103|4.7|0.0|3.03e-06|3.6256|-1442.200124|597.28|1034.38|348.0|426.07|0.34467|-0.15627|2.2631|0.01616879|-1442.058773|3.2524|6.8508|6.8508
12g_a36|0.0|1|0|0|3.5202147110000004|0.0|2|2|0.0|-0.063344124|-0.006495469|5.351858133|2|0.03912037|-0.409214521|0.0042553209999999|0.078155467|10.95259306|-0.0521750109999999|1|1|0.130052038|-0.099596099|-0.163978382|1|0.901715152|-0.19532883|0.860667615|0.854238488|-0.097067302|0.017738779|-66.72829531|12.19441007|24.29006276|0.1457615119999999|-0.034549379|-32.74608471|77.14470618|-23.75074918|0.473274545|2829.45056|587.240781|-1401.294202|-16.3273005|0.2202546819999999|7.285010602000001|13.83075477|6223.658545|-963.3107298|30.45962398|0.015152386|-384.6182564|1797.1178149999998|1.0|0.0|1.0|1.0|5.06|0.0|0.24|3.85|3.01|2.0|138.33|0.0|6.0|-4.95|32.0|-6.19|423.51|1.0|1.0|2.66|1.13e-05|0.0047799999999999|0.00589|3.8|0.0|1.7800000000000002e-05|3714.0|-1350.861445|724.32|1241.66|0.4393|657.02|0.38165|-0.15236|5.912000000000001|0.0255597|-1350.633209|7.8537|7.8539|7.8539
19f_a38|0.0|1|0|0|3.3320764830000003|0.0|2|2|0.0|-0.036714749|-0.007831113|5.351858133|2|0.041808786|-0.4228801179999999|-0.002526241|0.035480177|10.96083376|-0.054832432|1|1|-0.017421394|-0.101303149|-0.217394466|1|0.724208473|-0.075025988|0.698414933|0.750875987|-0.111307609|0.02107583|-71.10679028|13.4639011|125.7493111|0.249124013|-0.037844587|-34.81887413|84.35196967|-24.1763087|0.453960261|2776.145209|479.6831205|-1208.815435|-15.44458393|0.265562447|6.164440995|11.28936331|6115.273372|-772.2291966|32.91812709|0.020733452|-299.5321167|1645.906354|1.0|1.0|1.0|1.0|4.82|2.48|0.14|3.13|2.55|1.0|125.69|0.0|5.0|-4.14|30.0|-6.77|401.44|0.0|1.0|2.67|7.209999999999999e-05|29.0|0.0272|2.78|0.0|5.610000000000001e-05|3.4422|-1332.160846|653.22|1105.62|0.3205|495.68|0.38086|-0.14369|5.3152|0.02936908|-1332.004601|7.1655|7.1397|7.1397
EW7203_a60|0.0|0|0|0|0.0|0.0|2|2|0.0|0.025672274|-0.00698487|5.351858133|2|0.041767677|-0.377182982|0.003099827|0.03824498|10.31162855|-0.051413084|1|1|-0.1696249719999999|-0.049287858|-0.090115975|1|0.80330079|0.002441966|0.760234689|0.8860751579999999|-0.096226348|0.020156795|-62.23028092|13.03554647|80.48638339|0.113924842|-0.036566012|-31.81402579|73.82739839|-23.64750675|0.497298165|2913.880231|573.0312689|-1182.375337|-15.29301513|0.233162923|8.310125852|16.53092404|6403.777228|-764.6507562999999|30.83771958|0.01793256|-345.1309687|1541.885979|1.0|0.0|1.0|1.0|4.75|3.21|0.13|3.87|2.6|2.0|133.97|0.0|5.0|-5.74|31.0|-6.35|425.51|0.0|0.0|3.09|1.81e-06|0.000768|0.0065|3.59|0.0|8.51e-05|3.5192|-1667.993536|678.83|1166.44|0.2385|546.85|0.40883|-0.1446599999999999|1.7676|0.03203878|-1667.848192|2.5159|8.0334|8.0334
21_a34|0.0|0|0|0|0.0|0.0|2|2|1.88614418|0.026135784|-0.012535886|5.860786223|1|0.036880342|-0.7020096440000001|-0.001643445|-0.004734657|10.94874873|-0.009996155|1|1|-0.201539853|-0.254686357|-0.407759867|1|0.702772307|0.116926272|0.660871869|0.676390843|-0.117789944|0.034163186|-79.03896823|22.9240533|168.9671187|0.323609157|-0.041572921|-42.9239565|95.12565978|-27.89610644|0.4688149339999999|3115.110331|453.8692584|-1422.701428|-18.7187412|0.271739906|7.253455092999999|13.65523159|7048.305909000001|-954.6558014|38.30514214|0.023973624|-306.332473|1953.562249|0.0|0.0|1.0|1.0|3.43|3.52|0.12|3.64|3.23|1.0|122.59|0.0|4.0|-4.5|33.0|-6.83|438.43|0.0|0.0|3.03|3.14e-05|0.0138|0.0085|3.02|0.0|9.06e-06|3091.0|-1483.305698|698.17|1182.6|0.2174|530.93|0.6893199999999999|-0.13338|5.3432|0.03023936|-1483.12009|7.9399|5.4737|5.4737
3e_a32|0.0|1|1|1|3.501917045|0.0|0|0|0.0|0.015619823|-0.006553709|5.733341277|0|0.044949495|-0.275255791|0.000655875|-0.114649277|10.31100276|-0.080731823|3|3|-0.1046390059999999|-0.076494363|-0.1395294259999999|0|0.8315372|-0.061561535|0.77923808|0.8681696109999999|-0.100056595|0.0124235339999999|-53.92151824|6.69516884|47.09895162|0.131830389|-0.030786645|-21.32040233|60.86894767|-16.59123638|0.4513338939999999|2212.661182|467.865447|-647.0582188|-8.941186293|0.224744634|5.863649531|10.68709999|4827.877259000001|-348.70626539999995|21.40099522|0.012891628|-296.6758413|834.6388134|1.0|1.0|1.0|1.0|3.33|3.04|0.24|6.8|5.24|1.0|97.86|0.0|3.0|-6.52|23.0|-5.2|340.47|0.0|1.0|4.3|3.02e-07|0.000103|0.00225|4.47|0.0|4.13e-05|3.5589|-1672.722302|578.77|956.67|0.2914|456.76|0.7025399999999999|-0.14754|3.4537|0.02588637|-1672.62984|5.6928|8.0862|8.0862
11c_a31|0.0|1|0|0|3.336985072|0.0|1|1|0.0|0.069254998|-0.0184155389999999|5.733341277|0|0.037731481|-0.847114804|-0.011679927|-0.137912959|10.31169916|-0.085216451|2|2|-0.0512371409999999|-0.0992097109999999|-0.16065803|0|0.825336018|0.013528742|0.787929678|0.564143263|-0.14043574|0.034256743|-82.24513417|20.06220362|264.7428792|0.435856737|-0.042457317|-47.33176279|99.31985763|-24.864808|0.47997061|2470.585429|330.3862551|-1069.186744|-14.56188764|0.323910768|7.259183801|13.95917988|5329.481371|-626.1611682999999|36.77740577|0.029155542|-206.2506659|1581.428448|1.0|0.0|1.0|1.0|3.51|2.66|0.28|5.04|3.64|1.0|97.32|0.0|6.0|-5.11|26.0|-6.56|371.41|0.0|1.0|3.04|7.68e-06|0.00285|39.0|2.82|0.0|0.000537|3.8551|-1559.353434|622.22|1022.77|0.2627|512.9|0.7005899999999999|-0.15994|5289.0|0.04465349|-1559.253116|7.5091|6.8861|6.8861
13c_a5|0.0|1|0|0|2.944180713|0.0|1|1|0.0|-0.2071929139999999|-0.005082338|4.59511985|3|0.024822695|-0.284610951|0.005288472|-0.098760742|10.94530327|-0.018055556|1|1|-0.017427549|-0.092592608|-0.150963534|2|0.705487111|0.003545487|0.6775573359999999|0.80019672|-0.076591149|0.023143526|-50.50012762|15.25960958|158.67712230000004|0.19980328|-0.025039414|-33.60884086|70.46156718|-16.50965711|0.46617977|2793.480751|527.6071331999999|-858.5021696|-10.8855893|0.448671765|8.492261628|15.90846721|5989.714507|-566.0506435|29.94524142|0.0302745689999999|-67.68621352|1557.152554|0.0|1.0|1.0|1.0|3.13|2.58|0.17|4.23|3.29|1.0|120.88|0.0|5.0|-3.55|31.0|-7.28|411.46|0.0|1.0|2.68|0.0002839999999999|0.1169999999999999|0.0446|2.15|0.0|3.36e-06|4.2145|-1351.2369640000002|676.53|1153.36|509.0|513.33|0.41594|-0.17324|2.3276|0.03747691|-1351.067237|2.9732|6.9101|6.9101
3f_a32|0.0|1|1|1|3.553167045|0.0|0|0|0.0|0.0067550119999999|-0.00611496|5.733341277|0|0.042380952|-0.275173181|0.001276735|-0.113189563|10.31100273|-0.110286539|3|3|-0.112493266|-0.074808287|-0.133675401|0|0.833981748|-0.110248899|0.786074011|0.874026684|-0.097374443|0.011897886|-54.8993954|6.707989266|47.97543149|0.125973316|-0.030139709|-23.34192893|61.47296003|-16.99267001|0.435176082|2273.466801|492.7734095|-713.6921402|-9.580412233|0.21080172|6.153728636|10.89495051|4993.667711|-402.3773138|21.53155987|0.011659458|-326.0981041|904.3255145|1.0|1.0|1.0|1.0|3.9|3.31|0.28|7.18|5.63|2.0|102.66|0.0|4.0|-6.89|24.0|-5.03|354.49|0.0|1.0|4.63|1.28e-07|4.53e-05|0.0014|4.83|0.0|1.73e-05|3.5569|-1712.034952|604.9|1006.92|293.0|488.74|0.70255|-0.1474599999999999|3.4678|0.02606687|-1711.9193289999998|5.7161|8.0458|8.0458
4R4k_a46|0.0|0|0|0|0.0|0.173180233|1|1|2.145043462|-0.050636784|-0.0049602|5.587248657999999|1|0.0510113959999999|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|-0.158788415|0.008544799|0.012963356|1|0.78837943|-0.003017362|0.784722915|0.890625164|-0.085931818|0.007883196|-45.72566346|4.194771739|173.3171354|0.109374836|-0.030434186|-25.39807111|49.58292992|-16.19450581|0.465590034|2105.035168|473.9155694|-777.3362788|-8.617349646000001|0.133318901|5.522208638|10.33328154|4711.736397|-413.632783|18.68565706|0.007248925|-390.2334878|896.9115391|1.0|1.0|0.0|1.0|3.8|3.12|0.33|4.26|4.77|1.0|100.96|0.0|2.0|-4.82|25.0|-5.46|333.43|1.0|1.0|3.81|1.5e-05|5.0|0.0049299999999999|4.05|0.0|8.28e-05|4.1392|-1053.413412|565.94|994.13|0.2896|490.83|0.54119|-0.17484|1.8559|0.0257622|-1053.254911|1.9753|7.0132|7.0132
3g_a32|0.0|1|1|1|3.542426304|-0.047725143|0|0|0.0|0.015803466|-0.006258272|5.733341277|0|0.05052381|-0.2816222539999999|0.001276735|-0.1154223269999999|10.31100273|-0.125170068|3|3|-0.105402305|-0.074808287|-0.133675401|0|0.833981748|-0.1015732219999999|0.786074011|0.887695945|-0.098311343|0.0119962889999999|-54.47722347|6.647498326|42.56199385|0.112304055|-0.030429702|-21.55960626|60.55421302|-16.86199774|0.447358137|2271.746759|491.89858160000006|-708.2039051|-9.343731735|0.199259841|5.917878616|10.70834299|5058.622432|-392.4367329|21.05801434|0.01096673|-333.29803589999995|884.4366022|1.0|0.0|1.0|1.0|3.43|3.44|0.28|7.02|5.42|2.0|102.55|0.0|3.0|-7.09|24.0|-4.9|354.49|0.0|1.0|4.61|8.12e-08|2.88e-05|0.000915|5.02|0.0|1.8e-05|3.5456|-1712.036238|593.24|998.86|0.2859|495.4|0.70275|-0.14715|3.3082|0.02384763|-1711.919273|5.5816|7.8539|7.8539
12a_a30|0.0|0|0|0|0.0|0.0|2|2|0.0|0.033691224|-0.006711725|5.351858133|2|0.040166667|-0.3557214489999999|0.005050384|0.009586623|10.31162903|-0.094932667|1|1|-0.171649606|-0.053309522|-0.094526372|1|0.8421237309999999|-0.031179517|0.7961424690000001|0.836214716|-0.097138462|0.016292604|-60.22802588|10.10177981|85.47365107|0.163785284|-0.037665934|-29.59731695|69.45678454|-23.35372432|0.469799116|2722.217443|518.4718832|-1144.332492|-14.47983299|0.194809798|7.362386058999999|13.88603128|5936.682602000001|-709.5118166|29.00398472|0.014884556|-378.4495438|1421.195251|1.0|0.0|1.0|0.0|4.65|0.0|0.14|3.84|2.62|2.0|127.28|0.0|5.0|-5.28|29.0|-5.98|398.48|0.0|0.0|2.63|5.23e-06|0.00208|0.0056|3.87|0.0|9.21e-05|3.4885|-1575.745502|668.81|1122.01|0.1866|507.17|0.35338|-0.1481|4.1875|0.03289568|-1575.597759|4.7368|7.9469|7.9469
14q_a23|0.0|0|1|1|0.0|0.0|0|0|3.292130907|0.141057047|-0.0101981219999999|5.351858133|2|0.044138322|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|-0.056324491|2|2|0.121109106|-0.017918675|-0.033435987|2|0.77007911|0.067394607|0.7333675390000001|0.773194598|-0.096370719|0.02158178|-66.16349731|14.81701129|350.836102|0.226805402|-0.039682061|-42.23665548|79.42966327|-27.24379301|0.472004985|3097.399651|530.8381985000001|-1389.433443|-18.70427707|0.222659101|8.732265278|16.53853737|6982.066379000001|-953.9181308|35.04742005|0.01932289|-380.8178266000001|1787.418422|0.0|0.0|1.0|0.0|3.52|2.66|0.04|2.57|3.12|1.0|128.38|1.0|6.0|-5.21|33.0|-7.33|454.51|0.0|0.0|2.62|6.11e-06|0.00278|0.0183|2.46|0.0|5.03e-05|3.6431|-1798.6108739999995|714.22|1222.17|0.4943|554.59|0.5949|-0.14854|8375.0|0.03458552|-1798.433122|12.0503|7.8069|7.8069
12v_a30|0.0|0|0|0|0.0|0.0|2|2|0.0|0.037440652|-0.006974714|5.351858133|2|0.04625323|-0.369659818|0.002431329|0.020607357|10.31162873|-0.04950715|1|1|-0.173424818|-0.0493878409999999|-0.0857954809999999|1|0.8149999040000001|-0.029852321|0.711738503|0.8501212029999999|-0.0971402169999999|0.015823709|-65.72041011|10.70556236|82.09302037|0.1498787969999999|-0.037666615|-35.30820865|75.73440678|-25.48342433|0.478535287|3001.758432|575.1512171|-1248.687792|-17.2408622|0.193930933|8.114588039|15.56114504|6952.110426|-844.8022477|31.6144427|0.014801518|-414.1432908000001|1549.107692|1.0|0.0|1.0|0.0|4.62|0.0|0.14|5.11|3.92|2.0|137.3|0.0|5.0|-6.58|31.0|-5.52|467.37|0.0|1.0|3.59|2.64e-07|0.000123|0.0004269999999999|5.12|0.0|7.39e-06|3.5507|-2494.92869|715.58|1209.1|0.1601|573.82|0.68405|-0.1505099999999999|2.9171|0.03495552|-2494.802821|4105.0|7.6596|7.6596
14k_a23|0.0|0|1|1|0.0|0.0|0|0|3.358995671|0.070940371|-0.005866159|5.351858133|2|0.046283951|-0.299174093|0.010682694|-0.055500851|10.31321813|-0.055708465|2|2|0.082632648|-0.071484865|-0.13187015|2|0.722187957|0.140087361|0.659570836|0.922397728|-0.079899943|0.018829201|-53.17069631|12.53019305|38.76597615|0.077602272|-0.033999976|-24.9092952|64.04991522|-22.62582822|0.486654314|2955.4566170000003|613.8243395|-1063.413926|-15.05671972|0.216437606|8.21201115|15.99703938|6715.186162999999|-707.6658267999999|28.87559227|0.016348271|-377.4022725|1357.152837|0.0|0.0|1.0|1.0|3.39|3.56|0.05|4.0|4.67|2.0|125.29|0.0|5.0|-6.13|31.0|-6.03|445.93|0.0|0.0|3.99|7.49e-07|0.000334|0.00126|4.21|0.0|4.55e-06|3.6421|-2089.501786|691.9|1179.17|0.4694|552.65|0.63765|-0.14784|5.8718|0.02271117|-2089.354026|8.3627|8.4123|8.4123
8h_a8|0.0|1|0|0|2.975382653|0.0|0|0|1.241306689|0.038482973|-0.010324979|4.844187086|0|0.046205674|-0.485274006|-0.007796225|-0.085125857|10.94341368|0.007079485|1|1|0.021094825|0.09830823|0.254819201|0|0.578166105|0.111824921|0.56916135|0.602405134|-0.11302328|0.0111998669999999|-66.4523265|6.58499063|316.4918269|0.397594866|-0.048805507|-42.41801879|70.94463092|-28.69532281|0.451435543|2623.688756|354.18563860000006|-1262.594204|-16.87148841|0.081684095|7.453557203|13.58738632|5956.417906000001|-742.3454901|31.2477685|0.00764059|-491.8998117|1374.901814|0.0|0.0|0.0|0.0|3.11|2.73|0.0|4.69|4.72|2.0|105.27|0.0|4.0|-5.21|29.0|-5.98|391.37|0.0|0.0|4.01|6.11e-06|0.0023899999999999|0.00395|3.82|0.0|4.43e-06|3.7327|-1361.618499|608.39|1029.51|0.3011|480.09|0.56196|-0.15475|3.4779|0.03330037|-1361.5113789999998|4.4356|4.9359|4.9359
15_a4|0.0|0|0|0|0.0|0.0|1|1|1.956386054|-0.159419214|-0.001986535|5.4161004020000005|1|0.044357639|-0.077474847|0.009823083|-0.1979518539999999|10.94611612|0.022446689|1|1|0.097046535|-0.017259078|-0.038707204|1|0.5118792910000001|0.095534883|0.509447294|0.867716376|-0.073738544|0.010893057|-35.36161572|5.223809291|12.70877085|0.132283624|-0.030724393|-14.29317436|40.03406565|-14.73400655|0.437696617|1973.978183|416.1168833|-530.4242358|-7.065752187|0.156108698|5.459799482|9.709704127|4134.603400999999|-254.3670787|17.45960235|0.009743323|-329.8289177|628.5456843999999|1.0|0.0|0.0|0.0|3.28|3.01|0.11|4.09|4.4|0.0|85.06|0.0|2.0|-3.82|22.0|-5.6|291.32|1.0|1.0|3.61|0.000152|0.0443|0.0151|3.49|0.0|0.000235|4.2148|-958.251931|512.65|848.47|0.1996|396.58|0.4778699999999999|-0.17373|2.1603|0.018092091|-958.195344|3.0091|6757.0|6757.0
12c_a36|0.0|1|0|0|3.447900368|0.0|2|2|0.0|-0.087096843|-0.007667703|5.351858133|2|0.040899471|-0.414055975|0.0005016269999999|-0.0621599059999999|10.95982545|-0.056994595|1|1|0.146546059|-0.103922055|-0.177407665|1|0.8941919290000001|-0.033217921|0.8065052890000001|0.840733512|-0.105624703|0.019582215|-67.84435546|12.5779546|60.79111287|0.159266488|-0.038024893|-30.27053327|80.22754474|-24.42396797|0.473610011|2785.47514|540.0159387|-1221.198398|-15.68788659|0.24499026|6.772454418|12.86584957|6256.172329|-784.3943293|32.34920911|0.019278991|-327.5932797|1617.460455|1.0|0.0|0.0|0.0|4.74|0.0|0.14|3.35|2.54|1.0|128.76|0.0|5.0|-4.44|30.0|-6.49|415.88|1.0|1.0|2.34|3.64e-05|0.0151|0.0106|3.31|0.0|2.77e-05|3.8436|-1692.511019|672.74|1137.55|0.3927|509.61|0.68913|-0.15835|4.9812|0.02977602|-1692.3713309999998|6.6973|8.0458|8.0458
3b_a32|0.0|1|1|1|3.3653429710000005|0.0|0|0|0.0|0.046791596|-0.007388108|5.733341277|0|0.042528736|-0.265971895|-0.001282231|-0.1113575119999999|10.31100281|0.10614163|3|3|-0.078754696|-0.0791178979999999|-0.151445075|0|0.833920105|0.094335058|0.7725667079999999|0.8407393809999999|-0.100355499|0.014636992|-49.22963237|7.180211702|74.63320519|0.159260619|-0.033451833|-17.58323784|56.82775081|-16.40987746|0.460751087|2092.213643|412.4267349|-541.5259561|-8.049905042|0.2358716619999999|5.765940603|10.69254007|4448.251276|-265.6468664|21.47528975|0.0154889019999999|-259.1375886|708.6845618|1.0|1.0|1.0|1.0|3.11|2.57|0.13|6.25|4.43|1.0|88.24|0.0|2.0|-5.73|21.0|-5.57|312.41|0.0|1.0|3.68|1.86e-06|0.0005809999999999|0.00697|3.71|0.0|9.97e-05|3.5545|-1594.095192|524.46|857.0|0.2905|396.83|0.70257|-0.1474099999999999|3.5719|0.02589511|-1594.049677|5.7777|8.2366|8.2366
12d_a40|0.0|0|0|0|0.0|0.0|0|0|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|0|0.043185185|-0.288158151|-0.000134504|0.087954209|10.31197256|-0.166080871|2|2|0.3683138529999999|0.127299624|0.224167029|0|0.809398262|-0.0065648919999999|0.6948809659999999|0.840431415|-0.091630294|0.01171131|-48.54239742|6.204226377|207.39648|0.159568585|-0.038873458|-26.85139526|55.13932669|-20.59374436|0.470893531|2270.596857|445.2300015|-679.5935638999999|-10.90981687|0.155716451|7.877041626|14.88744155|5101.479206|-360.0239567|24.39197636|0.01245259|-364.7778083|804.9352200000001|1.0|0.0|1.0|1.0|3.23|2.94|0.0|4.59|5.02|2.0|96.16|0.0|2.0|-6.25|23.0|-5.13|361.25|0.0|1.0|4.21|5.58e-07|0.0002009999999999|0.000942|4.75|0.0|5.2e-05|2.7962|-2153.180821|552.57|910.58|0.2584|435.41|0.55983|-0.11604|1.2683|0.0164339|-2153.123107|1.9961|7.7212|7.7212
LY580276_a4|0.0|0|0|0|0.0|0.0|1|1|2.067497166|-0.156842923|-0.001543874|5.4161004020000005|1|0.044357639|-0.063298854|0.010217376|-0.172607392|10.94681614|0.011772853|1|1|0.064209689|-0.019747846|-0.042912895|1|0.5162208110000001|0.035666446|0.518109998|0.8685269959999999|-0.071023484|0.008729943|-34.22831819|4.207217677|11.22286434|0.131473004|-0.028035586|-13.31233017|38.23432817|-13.51117823|0.437093506|1948.220005|418.5688558|-513.4247728|-6.511436537000001|0.152153004|5.456603642999999|9.693623538|4098.640927|-247.4345884|15.93586849|0.008312438|-335.2755182|605.5630025|1.0|1.0|0.0|1.0|3.01|3.04|0.22|4.49|4.43|0.0|84.74|0.0|2.0|-3.67|22.0|-5.71|293.34|1.0|1.0|3.69|0.000213|0.0624|0.0181|3.35|0.0|8.08e-05|4.4918|-959.4723321|519.23|865.23|0.1905|402.99|0.36903|-0.18746|2.5355|0.023546627|-959.404416|3.2891|6757.0|6757.0
3q_a32|0.0|1|1|1|3.4364803|0.0|0|0|0.0|-0.017280695|-0.008072705|5.733341277|0|0.03898374|-0.419780649|0.000773658|-0.022925245|10.31100266|-0.098400506|3|3|0.0492355779999999|-0.167040501|-0.295228244|0|0.751733573|0.010109949|0.716172604|0.84993799|-0.097961799|0.018527744|-60.46462749|11.43581616|41.73511731|0.15006201|-0.027989085|-25.7550561|74.3682963|-17.27560785|0.46136998|2649.276311|524.6043311000001|-846.5047848999999|-10.6629646|0.365026099|6.428518903|11.93494358|6079.482066|-522.4852655000001|27.20679986|0.022526037|-166.61896299999998|1333.133193|1.0|0.0|1.0|1.0|3.57|3.34|0.3|6.43|4.72|1.0|115.37|0.0|7.0|-5.91|28.0|-6.35|411.54|0.0|1.0|3.86|1.24e-06|0.000508|0.00992|3.47|0.0|2.01e-05|3.6236|-1920.042674|666.16|1136.46|0.2897|549.78|0.70216|-0.15001|4.1362|0.02381444|-1919.883144|5.2657|7.5528|7.5528
9_a27|0.0|1|0|0|2.627701427|0.0|0|0|1.830911754|0.164227115|-0.0073742819999999|4.727387819|2|0.042847222|-0.331842668|0.00611794|-0.051160217|10.93740461|-0.0447599329999999|1|1|-0.2559122789999999|-0.101933162|-0.171520296|2|0.677253824|0.017503266|0.654138816|0.7988644709999999|-0.088404481|0.019589991|-45.58003501|10.10030794|128.27738490000002|0.2011355289999999|-0.033677898|-20.80651808|53.0685473|-17.36382286|0.466349763|2256.4955670000004|411.8826346|-729.2805601|-8.952528705|0.210719846|5.03925321|9.442988795|4962.727436|-376.0062056|21.99956856|0.014524299|-298.297086|923.9818797|1.0|0.0|1.0|1.0|3.12|2.62|0.16|3.85|3.04|0.0|97.46|0.0|3.0|-4.06|25.0|-6.33|331.37|1.0|1.0|2.99|8.66e-05|0.0287|0.0274|2.8|0.0|2.88e-05|4.1673|-1083.118736|549.64|945.35|0.1982|425.08|0.35593|-0.1716|2.7456|0.02461151|-1083.017359|4.0436|8699.0|8699.0
