molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|GATS1pe|RASA|FNSA5|FPSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
1b_a5|0.0|1|0|0|2.881451247|0.0|0|0|0.0|-0.250420203|-0.00279809|4.59511985|2|0.0248765429999999|-0.111923619|0.003886035|0.001241264|10.94890233|-0.028797464|1|1|-0.220946861|0.019611905|0.045204303|2|0.567806811|0.122747292|0.558485747|0.808828623|-0.077221824|0.010803163|-38.87394276|5.438378717999999|168.30518769999998|0.191171377|-0.031306145|-19.82538668|48.55415504|-15.75970652|0.474445758|2171.716467|407.1693177|-583.1091414|-7.933533473|0.267518749|6.11909445|11.64312636|4577.125071|-293.5407385|21.51550842|0.019229427|-234.0649914|796.0738116|1.0|1.0|0.0|1.0|2.75|1.81|0.0|4.88|4.76|0.0|90.44|0.0|3.0|-3.97|24.0|-5.99|316.33|1.0|1.0|3.38|0.000106|0.0336|0.0157|3.16|0.0|1.58e-06|4.6481|-1050.506509|536.59|892.61|0.3101|388.58|0.5153800000000001|-0.1892|2891.0|0.03246637|-1050.462425|4.3687|7.2291|7.2291
25_a47|0.0|0|1|1|0.0|0.0|0|0|1.234859637|0.037667531|-0.010144825|4.727387819|2|0.043695652|-0.486951604|-0.003963349|-0.035030495|10.94972207|0.002716049|1|1|-0.120903298|-0.108691353|-0.235822787|2|0.6553889970000001|-0.077710529|0.622598899|0.786958319|-0.08797211|0.020224271|-53.40631957|12.27779881|11.20142696|0.213041681|-0.031278972|-27.0291331|71.17072517|-18.98891362|0.4760601829999999|2704.5905190000003|477.748546|-854.5011131000001|-11.52783528|0.376125772|6.951055196|13.26689626|6236.813862|-518.7525876|30.43708613|0.029261935|-150.4037281|1369.668876|0.0|1.0|1.0|1.0|3.26|3.27|0.1|3.29|4.95|2.0|109.7|0.0|5.0|-4.99|29.0|-6.3|410.83|0.0|1.0|3.62|1.01e-05|0.00417|0.00626|3.53|0.0|4.02e-06|3.9878|-1735.385814|626.55|1062.81|287.0|491.7|0.53663|-0.16588|3.8832|0.0285712999999999|-1735.279715|5.1625|7.8|7.8
12_a4|-3.2834578760000004|0|0|0|0.0|0.0|1|1|2.070952433|-0.1494133309999999|-0.0021497879999999|5.4161004020000005|2|0.0381179139999999|-0.113938738|0.005795666|-0.093414896|10.31168324|0.028152112|1|1|-0.055590089|-0.051501982|-0.085553511|2|0.5687812560000001|-0.036425699|0.531333552|0.805238097|-0.074699711|0.01168879|-44.33087544|6.936764267999999|15.80191019|0.194761903|-0.025916226|-24.74343259|53.59101661|-15.38009964|0.470780296|2927.48584|477.8721263000001|-753.6248824|-9.127388465|0.282227427|6.223583758999999|11.7599245|6390.233612|-447.2420348|21.42753878|0.015603795|-258.476202|1049.9494|1.0|0.0|1.0|1.0|3.41|2.94|0.23|3.69|4.98|1.0|113.02|0.0|4.0|-4.18|29.0|-6.84|404.48|0.0|1.0|3.3|6.57e-05|0.0266|0.0188|2.72|0.0|5.85e-06|3.8083|-1617.826064|640.67|1101.33|0.1194|503.28|0.63967|-0.16224|7.8701|0.03555871|-1617.634733|10.1971|5032.0|5032.0
8b_a12|0.0|0|0|0|0.0|0.0|1|1|0.0|0.190292199|-0.012630509|0.0|2|0.03977208|-0.618894925|-0.010117477|-0.036536396|10.95438057|-0.1090955359999999|0|0|0.047425677|0.003898807|0.006468729|1|0.89481633|-0.010950243|0.856390139|0.740926309|-0.116554734|0.011257065|-67.44287685|6.513753986|319.0086845|0.259073691|-0.045608374|-35.28434152|72.85978933|-26.39069094|0.480938153|2388.888334|428.7273481000001|-1213.971783|-15.27062922|0.111063646|6.373278096|12.27845608|5217.318476|-702.4489440000001|29.68794201|0.009361504|-450.1059006|1365.645333|0.0|1.0|1.0|1.0|4.11|2.57|0.1|3.11|1.9|1.0|110.58|0.0|4.0|-4.1|27.0|-6.51|355.39|0.0|0.0|2.51|7.890000000000001e-05|28.0|0.0346|2.76|0.0|1.26e-05|3.7446|-1159.365835|611.93|1020.47|0.3179|460.08|0.53425|-0.15294|4.2554|0.03936706|-1159.2425119999998|6.1286|6.58|6.58
19a_a38|0.0|1|0|0|3.3685352889999995|0.0|2|2|0.0|-0.084389038|-0.007986407|5.351858133|2|0.043848238|-0.431265985|-0.002526241|-0.122385526|10.96083376|-0.077535135|1|1|0.116434494|-0.101303149|-0.217394466|1|0.724208473|0.031696119|0.698414933|0.747152898|-0.108300308|0.022142322|-64.73159672|13.23456869|137.2318698|0.252847102|-0.038988111|-30.69910427|77.20795279999999|-23.30337482|0.465829126|2774.129458|446.57675660000007|-1165.168741|-13.92853534|0.255203463|6.923156054|12.96056449|6115.030149|-696.4267669|31.28824271|0.020873781|-292.6320538|1564.412135|1.0|1.0|1.0|1.0|4.83|2.56|0.14|3.13|2.55|1.0|125.69|0.0|5.0|-4.14|30.0|-6.77|401.44|0.0|1.0|2.68|7.209999999999999e-05|29.0|0.0272|2.78|0.0|5.610000000000001e-05|3.6504|-1332.1529369999998|628.65|1092.25|0.2668|466.55|0.6329100000000001|-0.15108|4.7986|0.03338983|-1332.002093|6.0223|8.0106|8.0106
9_a4|0.0|0|0|0|0.0|0.0|1|1|2.130445484|-0.211556011|-0.00136737|5.4161004020000005|2|0.040449735|-0.064266379|0.010709527|-0.091393763|10.92992723|-0.0454860859999999|1|1|-0.030976753|-0.0475186259999999|-0.076824065|2|0.625717993|-0.151437311|0.58669472|0.937102792|-0.069566741|0.009037784|-37.85762102|4.918284148|13.6577411|0.062897208|-0.025885299|-15.58475436|43.71760622|-14.08655666|0.43745176|2359.945586|509.9632679|-605.7219363|-7.665782805|0.207109566|5.744374392999999|10.21134541|5387.230364999999|-329.6286606|17.76608225|0.010768243|-318.7769026|763.9415367|1.0|0.0|1.0|1.0|3.18|3.37|0.19|5.14|5.07|2.0|105.09|0.0|2.0|-4.76|26.0|-5.56|360.84|1.0|1.0|4.17|1.73e-05|0.0062299999999999|0.00255|4.14|0.0|2.49e-06|4.0137|-1489.533032|586.24|999.93|0.1217|430.12|0.5182100000000001|-0.16948|4.4343|0.02116575|-1489.41872|5.4739|7.3188|7.3188
10_a27|0.0|0|0|0|0.0|0.0|0|0|3.383341915|0.122016352|-0.006285923|4.59511985|2|0.040512821|-0.282866526|0.00991794|0.034318674|10.93783185|-0.000903965|1|1|-0.309727442|-0.2030237389999999|-0.341622797|2|0.639413469|0.129719095|0.614205449|0.8526621529999999|-0.087022238|0.017676458|-46.27574168|9.399794974|6.0140309720000005|0.147337847|-0.031079371|-17.33405307|55.05868025|-16.5270506|0.477162521|2270.538352|453.4194305|-694.1361252|-8.788575695|0.254639309|6.761146212000001|12.9316403|4894.8090170000005|-369.1201792|22.1732254|0.01651645|-260.9504933|931.2754667000002|1.0|0.0|1.0|1.0|3.01|3.15|0.16|2.81|2.97|0.0|97.39|0.0|3.0|-3.57|25.0|-6.51|331.37|1.0|1.0|2.74|0.000266|0.0882|0.0394|2.55|0.0|0.000192|4.1495|-1083.1151289999998|573.31|958.95|0.4452|450.26|0.63894|-0.16805|4.6684|0.0227416|-1083.008551|6.9456|7.1612|7.1612
8e_a8|0.0|1|0|0|3.01599663|0.0|0|0|1.311619189|-0.018155171|-0.010579355|4.844187086|0|0.0427891159999999|-0.539547088|-0.005310149|-0.102167262|10.94332438|-0.051339286|1|1|-0.0015448089999999|0.090898585|0.183313231|0|0.650073857|0.02023118|0.636205913|0.661490276|-0.105450888|0.0211004739999999|-64.32539698|12.87136047|106.0087621|0.338509724|-0.04393787|-43.00500847|75.57562034|-26.80224874|0.483244415|2692.975753|403.5112981|-1286.50794|-16.34946208|0.196692764|7.50719734|14.52755918|6095.6213210000005|-784.77418|33.36487904|0.0184428869999999|-370.0368722|1601.514194|0.0|0.0|1.0|0.0|3.2|2.98|0.04|4.33|4.17|2.0|111.81|0.0|5.0|-5.27|30.0|-6.14|403.41|0.0|0.0|3.71|5.34e-06|0.00215|0.00504|3.69|0.0|6.63e-06|3.2737|-1376.924308|639.38|1090.07|0.3731|526.86|0.50055|-0.13719|6.1505|0.03298991|-1376.766245|7.7951|4.7014|4.7014
19_a31|0.0|1|0|0|3.2411335510000003|0.0|0|0|0.0|0.062492295|-0.01001901|5.351858133|0|0.0427124179999999|-0.46087445|-0.005956522|-0.040386271|10.31169935|-0.081641954|2|2|-0.095997335|-0.081398052|-0.1751017789999999|0|0.656654981|0.019858798|0.6427749970000001|0.7312647940000001|-0.113333675|0.014675044|-66.3863707|8.596058678|75.32978176|0.268735206|-0.036060715|-31.1960848|75.31824576|-21.12293613|0.446100738|2265.6917350000003|428.3459076|-929.4091898|-12.37297805|0.223788196|7.0760696020000005|12.77501178|4917.329034|-544.4110343|27.21285095|0.0152483439999999|-323.5878356|1197.365442|1.0|1.0|1.0|1.0|3.44|2.62|0.28|5.8|4.33|1.0|97.25|0.0|7.0|-4.67|25.0|-6.41|358.43|0.0|1.0|3.47|2.14e-05|0.0076799999999999|0.0431|2.93|0.0|1.46e-05|3.9477|-1489.4951640000002|625.93|1028.58|0.3205|537.66|0.5385300000000001|-0.16367|1.7076|0.03702801|-1489.382077|2.4209|5.7447|5.7447
21_a10|0.0|0|0|0|0.0|0.0|1|1|2.093218896|0.036507898|-0.009308076|5.4161004020000005|2|0.035818182|-0.549176498|0.001533145|-0.023060773|10.92966143|-0.003554514|1|1|-0.051564917|-0.0236638829999999|-0.03765494|2|0.7135035209999999|0.057775125|0.68876002|0.7747854129999999|-0.084654798|0.018892889|-59.80834512|13.34776629|240.7558768|0.225214587|-0.03292131|-45.44837698|75.80259699|-23.25880088|0.391384102|3104.255496|547.3834282|-1255.975247|-16.4322688|0.295893365|8.388036625|13.78215169|7048.414464|-887.342515|33.03306591|0.022638817|-288.401376|1783.785559|1.0|1.0|1.0|0.0|3.5|3.17|0.11|4.47|5.6|2.0|128.59|0.0|5.0|-5.77|34.0|-6.07|448.47|0.0|0.0|4.04|1.69e-06|0.0007599999999999|0.0014|4.17|0.0|8.68e-07|3.8599|-1485.461532|716.1|1225.01|0.2574|517.44|0.4226399999999999|-0.16178|1.5138|0.03802869|-1485.278495|1.1872|5.3188|5.3188
AKLKII_a46|0.0|1|0|0|2.917217813|0.0|0|0|0.0|-0.206312209|-0.003417504|4.59511985|3|0.0386379929999999|-0.129865138|0.006821053|0.156485495|10.96959256|0.036226415|1|1|-0.015805561|-0.037291767|-0.066245471|3|0.718266758|-0.0150769919999999|0.687139108|0.837641394|-0.089369278|0.010384859|-42.37969553|4.924591245|160.85204040000002|0.162358606|-0.033194303|-16.15213359|49.76981906|-15.74102977|0.47999819|2000.353437|397.2168972|-550.9360419|-7.464534402999999|0.2278604669999999|5.83938898|11.22955511|4110.764451|-261.2587041|20.38625028|0.015584114|-258.10190780000005|713.5187596|1.0|1.0|0.0|1.0|2.81|1.6|0.06|3.9|3.39|0.0|85.32|0.0|2.0|-3.24|22.0|-6.5|287.32|1.0|1.0|2.45|0.000578|166.0|0.0764|2.19|0.0|1.7800000000000002e-05|||||||||||||6.7423|6.7423
12b_a32|0.0|1|1|1|3.477905329|0.0|0|0|0.0|0.115940697|-0.009432679|5.733341277|0|0.0388738739999999|-0.462201267|-0.003484915|-0.031446256|10.31100269|-0.053480599|3|3|-0.079768013|-0.0852122769999999|-0.1534110109999999|0|0.788133615|-0.0533240309999999|0.7507116140000001|0.782593|-0.097525366|0.016282332|-60.93328667|10.17310723|90.57560878|0.217407|-0.027561517|-31.79562339|76.65746734|-17.22027667|0.430631506|2573.006963|488.9595947|-792.1327267000001|-10.75912958|0.39579391|7.076348793999999|12.42841652|5653.268811|-494.9199607|28.50066715|0.025166975|-130.2147289|1311.0306890000002|1.0|1.0|1.0|1.0|3.47|2.9|0.26|6.49|4.19|1.0|110.47|1.0|7.0|-5.9|27.0|-6.4|397.52|0.0|1.0|3.59|1.27e-06|0.000505|0.0148|3.28|0.0|8.86e-06|3.5703|-1880.732075|663.89|1109.93|0.2865|541.49|0.70258|-0.14803|3208.0|0.0385132|-1880.599158|4.1080000000000005|7585.0|7585.0
3c_a12|0.0|0|0|0|0.0|0.0|1|1|0.0|0.06235058|-0.009252756|4.59511985|2|0.039605735|-0.379362977|-0.003879878|-0.008931246|10.3117069|-0.056537396|1|1|-0.267255164|-0.116098308|-0.211367878|1|0.923855679|-0.0461654159999999|0.859899236|0.843855494|-0.099327724|0.013219706|-50.25579322|6.688634392000001|73.9854678|0.156144506|-0.033980537|-18.35985151|61.16334136|-17.19277136|0.427357986|2186.344105|426.9566009|-653.3253118|-8.698843907999999|0.2944757839999999|6.231995392999999|10.88288188|4629.005722|-330.5560685|24.36878988|0.02155815|-207.9738085|926.0140155|1.0|1.0|1.0|1.0|3.94|2.78|0.12|4.01|2.25|0.0|98.16|0.0|3.0|-4.22|23.0|-6.18|319.38|0.0|1.0|2.76|6.06e-05|0.0194|0.0318|2.91|0.0|5.3200000000000006e-05|3.5862|-1327.471862|544.65|894.36|0.4687|399.38|0.43415|-0.14572|1.6035|0.02665687|-1327.4004710000002|2.3061|7699.0|7699.0
18_a10|0.0|0|0|0|0.0|0.0|2|2|2.142254323|-0.182332901|-0.00309846|5.733341277|2|0.035770975|-0.1859075939999999|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|1|-0.144233311|-0.091730492|-0.143149563|2|0.7155022459999999|0.048377088|0.6886547670000001|0.885552955|-0.076052353|0.019095409|-48.27152552|12.12013168|40.99617452|0.114447045|-0.024889861|-23.18149476|61.38857307|-15.79795381|0.4670293179999999|2788.499133|562.0732377|-868.8874593|-10.02718922|0.358384456|7.204851347999999|13.51828833|6213.631543|-551.4954071000001|24.62214943|0.020666062|-179.7708584|1354.218219|0.0|1.0|1.0|1.0|4.07|3.41|0.32|4.65|4.66|1.0|119.81|0.0|5.0|-4.48|31.0|-6.34|412.48|1.0|1.0|3.67|3.34e-05|0.0138|0.00705|3.49|0.0|5.44e-06|3.7977|-1336.404041|687.19|1181.5|0.2962|504.61|0.37729|-0.15735|4.7596|0.02974086|-1336.185978|5.9029|6.8861|6.8861
13a_a30|0.0|0|0|0|0.0|0.0|2|2|0.0|0.113424769|-0.011002918|5.351858133|2|0.042560386|-0.627166322|-0.003436924|0.0317047379999999|10.31162842|-0.0351777|1|1|-0.065043716|0.003429114|0.006103754|1|0.841060094|0.019603815|0.802578397|0.6963945559999999|-0.113507021|0.01856512|-76.60916637|12.53013554|381.9643801|0.303605444|-0.042832838|-49.96348386|88.22659517|-28.90911938|0.4661332179999999|3002.811441|470.0167988|-1532.183327|-19.5115996|0.2001375339999999|8.066980235|15.1104742|6675.344631|-1034.114779|36.14261279|0.017212819|-404.771677|1915.558478|1.0|0.0|0.0|0.0|4.76|0.0|0.13|3.04|1.72|1.0|135.37|0.0|6.0|-5.01|32.0|-7.05|441.51|0.0|0.0|1.91|9.68e-06|0.00427|0.0221|2.74|0.0|0.000288|3.5288|-1744.4457100000002|721.66|1211.54|0.1788|541.59|0.26119|-0.14953|0.7158|0.04590378|-1744.281248|1.4855|7.8665|7.8665
14w_a23|0.0|0|1|1|0.0|0.0|0|0|3.132012648|0.013971812|-0.006481882|5.351858133|2|0.046678487|-0.330575965|0.003379755|-0.042151195|10.31321817|-0.031435038|2|2|0.126238077|-0.073958723|-0.206574435|2|0.5788469970000001|0.059273664|0.558482531|0.7880718659999999|-0.088508061|0.022440155|-58.53311596|14.84036772|43.30287556|0.211928134|-0.035779855|-30.92760432|72.23920014|-23.66232347|0.4972095239999999|3071.908367|521.1762769999999|-1112.129203|-15.648625699999998|0.256548212|7.833745658|15.58053709|6998.078982999999|-735.4854078|31.82765022|0.020725002|-322.004381|1495.89956|0.0|0.0|1.0|0.0|3.42|3.35|0.05|4.2|5.14|2.0|120.2|0.0|5.0|-5.68|32.0|-6.35|447.46|0.0|0.0|4.05|2.09e-06|0.0009369999999999|0.00242|3.78|0.0|5.23e-06|3.6632|-1828.363862|676.92|1150.31|0.3855|535.54|0.6219399999999999|-0.14844|7.0157|0.02204118|-1828.222578|9.8981|8.6737|8.6737
12bi_a36|0.0|1|0|0|3.466222049|0.0|2|2|0.0|-0.088734077|-0.00902707|5.351858133|2|0.043854875|-0.559678363|0.000482522|-0.067142264|10.95958518|0.041834838|1|1|0.056936052|-0.176729938|-0.289604649|1|0.884226781|0.0997949019999999|0.8350231859999999|0.7850011179999999|-0.107613368|0.034602166|-75.1419557|24.16125901|129.685076|0.214998882|-0.027831043|-40.42611289999999|101.3899049|-19.43326441|0.461975362|3044.149713|548.1337538|-1127.129336|-13.56944331|0.500339677|8.454426643|15.71382803|6572.410403|-787.0277122|38.89295091|0.037590587|0.474365004|2255.791153|1.0|0.0|0.0|1.0|4.97|0.0|0.21|2.83|1.9|1.0|136.74|0.0|7.0|-4.11|33.0|-7.13|441.49|0.0|0.0|1.75|7.75e-05|0.0342|0.0315|2.62|0.0|7.11e-05|3.6851|-1461.966152|742.94|1256.37|0.4214|603.92|0.68181|-0.15078|7.0514|0.0318395999999999|-1461.75632|8.8903|7.8539|7.8539
13p_a6|0.0|1|0|0|3.449535594|0.0|0|0|0.0|0.024837222|-0.010395243|4.727387819|2|0.042959184|-0.634109842|-0.008008339|-0.014153926|10.95053423|-0.072853186|1|1|0.123575608|-0.068532678|-0.116250572|2|0.865935935|-0.059663359|0.8244206940000001|0.7265205579999999|-0.107371897|0.01730144|-76.17631587|12.27472016|80.30786544|0.273479442|-0.03767435|-50.03427239|89.17529231|-26.72853188|0.412828992|3016.078786|515.4389679999999|-1523.526317|-18.9628865|0.23994258|8.760340755|14.91957306|6590.216479|-1080.8845310000002|35.16646396|0.018322293|-369.0018868|2004.488446|1.0|1.0|1.0|1.0|3.64|2.34|0.12|4.58|4.01|1.0|132.01|0.0|7.0|-5.09|34.0|-7.01|449.51|0.0|1.0|2.96|8.11e-06|0.00365|0.0125|2.86|0.0|3.92e-08|2.9837|-1463.0432449999998|752.82|1283.98|0.4132|573.39|0.47508|-0.12251|9.0546|0.03807447|-1462.804694|12163.0|7.0362|7.0362
13e_a6|0.0|1|0|0|3.433539068|0.0|0|0|0.0|-0.089778965|-0.006882528|4.727387819|2|0.044021739|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|1|0.032420935|-0.126749697|-0.223618825|2|0.841211811|0.102257199|0.790249345|0.861676601|-0.093298845|0.0183790889999999|-62.36320497|12.28502792|66.59852278|0.138323399|-0.032929004|-33.17101912|75.42629799|-22.01054293|0.4442079679999999|2868.489025|575.965487|-1122.537689|-14.71237941|0.277469482|7.973429837999999|14.346067199999998|6147.8097210000005|-750.3313497|30.46313253|0.019543118|-297.4895642|1553.619759|1.0|1.0|1.0|1.0|3.51|2.79|0.08|5.01|4.53|1.0|123.82|0.0|5.0|-5.11|32.0|-6.52|417.47|0.0|1.0|3.31|7.74e-06|0.00323|0.00688|3.27|0.0|2.75e-08|3.2475|-1347.25954|713.3|1202.5|0.8312|567.24|0.38609|-0.1327|10.1884|0.03809808|-1347.074898|13.2999|7.9208|7.9208
8f_a12|0.0|0|1|1|0.0|0.0|1|1|0.0|0.110310585|-0.008295703|4.59511985|2|0.038347953|-0.3981937339999999|-0.002596875|0.028505422|10.31134658|-0.024023866|1|1|-0.023769395|-0.070713228|-0.125424286|1|0.902669729|-0.13747286|0.8409290840000001|0.869823177|-0.098932601|0.013287637|-56.220383|7.550959323|83.13642146|0.130176823|-0.03822396|-23.45595611|63.05721575|-21.72151161|0.460344828|2541.921472|494.2940092|-955.746511|-12.34367323|0.161876566|7.016225129|13.00131176|5481.952981|-543.1216218999999|25.9168408|0.012030968|-384.290491|1140.340995|1.0|1.0|1.0|1.0|4.09|3.26|0.1|4.99|3.41|2.0|115.66|0.0|3.0|-5.7|27.0|-5.47|369.44|1.0|1.0|3.82|1.99e-06|0.000735|0.00211|4.34|0.0|1.4e-06|3.6536|-1481.115891|606.97|1020.81|312.0|441.97|0.59107|-0.15061|0.9092|0.03056355|-1481.008909|1.4701|6.1898|6.1898
16_a4|0.0|0|0|0|0.0|0.0|1|1|1.843196334|-0.219944434|-0.00228637|5.4161004020000005|1|0.04501634|-0.089168424|0.0067511459999999|-0.148022089|10.94592242|0.019290123|1|1|0.020218035|-0.018051608|-0.0513920109999999|1|0.490768328|-0.0894138519999999|0.482473457|0.7898461090000001|-0.080093659|0.013727656|-39.44800181|6.761192037000001|13.51923899|0.210153891|-0.033372358|-17.789707500000002|45.11883447|-16.43666742|0.455802506|2101.6948030000003|389.0176968|-591.7200271|-8.095443438|0.167538305|5.548106463|10.19502391|4520.2597670000005|-291.4359638|19.74465314|0.0115138339999999|-327.4903335|710.807513|1.0|0.0|0.0|0.0|3.26|3.08|0.11|4.49|4.96|1.0|85.02|0.0|2.0|-3.92|23.0|-5.64|309.31|1.0|1.0|3.91|0.0001199999999999|0.0371|0.0114|3.59|0.0|0.000134|4.2257|-1057.478071|515.68|856.55|0.2213|407.99|0.51149|-0.17375|1863.0|0.01638524|-1057.429593|1.9873|6.4647|6.4647
9d_a31|0.0|1|0|0|3.456767212|0.0|1|1|0.0|0.036844743|-0.012442213|5.733341277|0|0.0359583329999999|-0.696763933|-0.002456634|-0.0938310919999999|10.31169788|-0.021171445|2|2|-0.091744753|-0.134504227|-0.214049412|0|0.8066174070000001|-0.030275712|0.771222772|0.6943358040000001|-0.11958484|0.029032453|-81.53295088|19.79432796|154.8767865|0.305664196|-0.033844766|-45.65350116|97.84665015|-23.07536346|0.457506946|2654.377004|473.3981899|-1222.994263|-15.732784099999998|0.336380477|9.436176796|17.39409698|5748.743284|-833.8375571|34.77197803|0.023927395|-223.1115993|1842.914835|1.0|1.0|1.0|1.0|3.8|3.35|0.38|6.04|4.09|2.0|112.97|0.0|9.0|-5.61|29.0|-6.36|412.51|0.0|1.0|3.65|2.48e-06|0.0010199999999999|0.0167|3.46|0.0|9.69e-06|3.8478|-1657.428165|727.27|1202.79|0.2611|630.49|0.7006899999999999|-0.15969|2.6311|0.04331056|-1657.245966|3.5077|6.2218|6.2218
12x_a30|0.0|0|0|0|0.0|0.0|2|2|0.0|0.044575215|-0.006008579|5.351858133|2|0.043383838|-0.3545061539999999|0.00604028|0.027312213|10.31162819|-0.1066694919999999|1|1|-0.104089964|-0.053700437|-0.0922059569999999|1|0.842068099|-0.062251445|0.803183654|0.848844277|-0.091725339|0.014757946|-60.57208434|9.745611551|74.51844582|0.151155723|-0.035022402|-31.35848986|68.52587215|-23.12752311|0.4490846539999999|2845.417984|560.5459455|-1272.013771|-15.27257668|0.175325029|7.794822643|14.14885734|6359.545311|-839.9917174000001|28.04441012|0.012044556|-428.8071293|1542.442557|1.0|0.0|1.0|0.0|4.86|0.0|0.21|4.87|3.23|2.0|137.21|0.0|5.0|-6.04|31.0|-5.64|426.54|0.0|0.0|3.19|9.14e-07|0.00039|0.00148|4.6|0.0|1.76e-05|3.4831|-1654.3784|703.75|1211.79|0.1517|558.65|0.68589|-0.14783|4.3702|0.03136007|-1654.183467|4.8197|7.6556|7.6556
GW6604_a52|0.0|1|0|0|2.944144148|0.0|0|0|0.0|-0.277102285|-0.002149879|4.59511985|2|0.021346801|-0.085995143|0.007746755|-0.118272803|10.94914378|-0.028376521|1|1|-0.131886693|0.039867344|0.067497086|2|0.709088617|0.074868979|0.689009112|0.87346455|-0.072069252|0.009021088|-35.62691523|4.459510077|157.2481263|0.12653545|-0.029217264|-17.55852148|44.37166117|-14.44334401|0.4597869779999999|2044.612273|431.7909048|-534.4037285|-7.13996301|0.26470494|6.2973559020000005|11.6571716|4168.525878|-264.17863140000003|19.64292268|0.01768964|-232.6328342|726.7881391|1.0|1.0|0.0|1.0|2.68|1.76|0.0|4.49|4.2|0.0|90.49|0.0|3.0|-3.87|23.0|-5.95|298.34|1.0|1.0|3.08|0.000135|0.0402|0.0207|3.06|0.0|2.78e-06|||||||||||||6.9706|6.9706
40_a47|0.0|0|1|1|0.0|0.0|0|0|1.715145925|-0.246203395|-0.004181351|4.727387819|3|0.041396825|-0.179798097|0.002212256|-0.038143308|10.98214138|0.056362705|1|1|-0.130213023|-0.147591116|-0.338113214|3|0.63155995|0.018609507|0.607650682|0.812233678|-0.083237511|0.02047837|-44.90375373|11.04737121|54.11003524|0.1877663219999999|-0.027052191|-17.58259718|60.97203959|-14.59371996|0.4574577489999999|2313.85811|438.171933|-583.7487984|-7.872806386000001|0.426343267|7.042383142|12.98034048|4862.524893|-314.91225539999994|25.43981292|0.029785575|-79.47051169|1017.592517|0.0|1.0|1.0|1.0|3.07|2.91|0.11|2.96|4.04|0.0|94.28|0.0|3.0|-3.26|25.0|-6.78|334.35|1.0|1.0|2.72|0.000546|183.0|0.0643|2.19|0.0|2.79e-05|3.7236|-1123.144637|571.5|947.27|271.0|444.47|0.67615|-0.15231|4.7542|0.02983032|-1123.049869|6.5995|8.4|8.4
19_a15|-3.694652026|0|0|0|0.0|0.0|0|0|0.0|0.156105985|-0.009832375|0.0|1|0.040555556|-0.4621216379999999|-0.012350591|-0.04003124|10.31928434|-0.032407407|0|0|0.060683674|-0.0283109839999999|-0.045543362|1|0.7981860159999999|0.042424078|0.7358168620000001|0.691069123|-0.112106433|0.00527267|-64.78818183|3.04716388|61.63983265|0.308930877|-0.042351319|-31.61527447|68.10965742|-24.47553536|0.405429114|2625.952212|399.3803987|-1101.399091|-14.14482104|0.077864438|6.10227122|10.26331993|5417.777463|-636.516947|26.54223128|0.005747326|-487.9183964|1194.400408|1.0|1.0|1.0|1.0|2.99|2.17|0.11|2.36|4.96|1.0|101.22|0.0|5.0|-5.12|26.0|-6.22|369.44|0.0|1.0|2.88|7.56e-06|0.00279|0.0152|3.29|0.0|2.69e-05|4.1742|-1523.361214|601.23|1030.77|0.4895|519.04|0.68945|-0.17018|6.7515|0.04315771|-1523.254714|9326.0|7.1427|7.1427
