molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|nFaHRing|RASA|FNSA5|PNSA5|PPSA3|RNCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|PPSA5|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
A7701_a51|0.0|0|2.9690728930000003|0.0|0|0|0|1.390164251|-0.221071791|-0.002377784|2|0.031405229|0.070581466|2.087643036|-0.0927335619999999|0.008062393|0.058290286|-0.0299823629999999|1|0.00740235|0.119725261|0.061434294|-0.22798944|2|0.7078647990000001|0.00552665|0.8092075540000001|1|0.865114773|-0.078131694|-36.09660744|3.420720075|146.2104641|0.799046392|-1.09384371|-15.23632002|41.87351682|-14.03756956|36.39998243|0.420350923|1959.582581|399.6804233|-505.3525041|1108.114062|8.863149921|0.7251817340000001|4153.310077|92.83996262|17.56790307|0.012504214|5.776909381|0.0|1.0|1.0|2.66|-7.58|4.46|4.0|54.46|0.0|0.0|87.52|0.0|1.0|2.0|-3.95|22.0|286.33|1.0|-4.17|0.0319|6.790000000000001e-05|3.14|0.0|0.0|2.62e-08|7.5e-06|||||||||||25.0|7.6021|7.6021
9b_a36|0.0|0|3.513187594|0.0|0|2|2|0.62670079|-0.053019801|-0.0058276019999999|2|0.040166667|0.082806042|0.0|-0.308862918|0.005050384|-0.077361324|-0.06502499|1|0.005458948|0.146828453|-0.094526372|-0.4060950789999999|1|0.8421237309999999|-0.034830997|0.842671963|0|0.8453794609999999|-0.098301686|-61.73294817|10.68084402|67.12293326|0.78242217|-1.769430355|-29.25555061|71.70079424|-22.67740953|57.26650122|0.453252346|2715.020034|530.8939077|-1111.193067|2464.2160510000003|13.80758516|0.828997331|5838.085413000001|136.63774650000002|28.98359786|0.015872498|9.967846072|1.0|1.0|0.0|4.73|-6.64|3.6|2.76|82.47|1.0|0.0|126.17|0.0|1.0|5.0|-4.6|29.0|398.48|0.0|-4.43|0.00992|3.71e-05|3.2|0.0|0.0|2.3100000000000002e-07|9.21e-05|3.8535|3.8535|-1575.7800140000002|1127.85|514.45|-1575.557248|0.5392|-0.15833|6.2846|-1575.616432|21.0|7.6778|7.6778
10_a32|0.0|1|3.294952523|0.0|0|0|0|0.6094207629999999|0.153272514|-0.016404762|0|0.03995614|-0.020186906|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|-0.047619048|3|-0.00369116|-0.03673326|-0.229450999|-0.690879647|0|0.809370315|0.012125768|0.915639476|1|0.7622839570000001|-0.1223816869999999|-75.59866726|15.91131724|57.97512956|0.6946347429999999|-1.7133436169999998|-33.69815077|91.10767604|-24.0541214|70.46302679|0.449853016|2649.882742|470.8845962|-1058.381342|2980.525719|12.86809583|0.81769605|5842.926058|188.6328503|34.62844557|0.025106509|15.50900878|1.0|1.0|1.0|3.56|-6.99|5.64|4.21|149.27|1.0|0.0|107.14|1.0|1.0|7.0|-6.04|27.0|399.49|1.0|-4.41|0.000366|3.89e-05|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|3.6441|3.6441|-1916.668776|1086.09|533.89|-1916.460049|0.2983|-0.15088|2.4919|-1916.519894|7.0|8.1427|8.1427
17_a15|0.0|0|0.0|0.0|0|0|0|1.43568899|-0.046866421|-0.0071363569999999|2|0.036595745|-0.033968088|0.0|-0.442454151|0.0016674189999999|-0.032903349|-0.0141953639999999|0|0.0032452509999999|-0.052628162|-0.263401148|-0.461493931|2|0.769376831|0.001376853|0.76362781|0|0.880459235|-0.079844675|-61.17023228|9.875456386|34.35335309|0.653207369|-1.596893495|-31.03055741|77.82445248|-20.73567196|50.37922222|0.474165158|2852.085573|674.5333498|-1223.4046460000002|2104.883413|15.15194163|0.90173781|6352.266784|265.6831633|31.74439379|0.0217385279999999|16.654220199999997|1.0|1.0|1.0|3.63|-9.72|4.89|6.0|67.35|2.0|0.0|131.36|0.0|1.0|7.0|-5.93|33.0|438.52|1.0|-5.65|0.00052|2.26e-06|4.78|0.0|0.0|1.9199999999999998e-10|8.43e-08|4.1461|3.8006|-1413.897695|1298.37|663.81|-1413.559128|0.0377|-0.15573|5.1268|-1413.624817|12.0|7.9208|7.9208
2_a4|0.0|0|0.0|0.0|0|1|1|1.189716144|-0.072708147|-0.00708265|1|0.037777778|0.08246129|0.0|-0.269140683|-0.001386521|0.090707854|0.076479666|0|-0.0016168089999999|0.127695325|0.228655117|-0.3881618|1|0.930871261|0.11821091|0.847373823|0|0.742518847|-0.105102755|-44.27948986|2.667094277|166.102249|0.843107708|-1.366335816|-20.83662681|48.93681624|-15.98981578|52.12536246|0.3961813179999999|1623.668791|312.82106489999995|-575.6333682|910.3327882|7.800989232999999|0.656126301|3396.86527|66.09827364|18.96532986|0.011054731|4.657326379|0.0|1.0|0.0|3.33|-4.83|2.12|0.83|45.15|0.0|0.0|79.59|0.0|2.0|2.0|-2.18|19.0|253.3|0.0|-2.77|1.67|0.00171|1.62|0.0|0.0|1.4800000000000002e-05|0.00374|5.8961|3.2230000000000003|-819.9326497000001|764.77|333.36|-819.771754|0.0008|-0.14614|1.7717|-819.8174190000001|31.0|7.5086|7.5086
4c_a49|0.0|0|0.0|0.0|1|1|1|1.343847672|-0.048954892|-0.0057600559999999|2|0.03583878|-0.099764463|1.78683516|-0.339843311|0.001379959|-0.102999091|0.006194124|1|0.00202792|-0.163476035|-0.001647802|-0.412652341|2|0.7745214140000001|-0.052237757|0.826523164|1|0.76159824|-0.086290519|-55.59622798|7.782541015|82.02101639|0.724053828|-1.639519861|-36.42732137|66.77901229|-19.20596967|64.32113331|0.473304159|2719.702873|490.6910965|-1056.328332|1683.872161|16.089682800000002|0.898629005|6046.668361|177.78970959999998|26.5256103|0.0173567219999999|11.182784300000002|1.0|1.0|1.0|3.49|-7.97|3.55|3.19|98.72|1.0|0.0|120.43|0.0|1.0|7.0|-3.5|31.0|412.49|1.0|-3.58|0.13|0.000265|1.81|0.0|0.0|1.07e-08|4.4e-06|5.74|3.8067|-1332.647233|1199.04|533.87|-1332.336755|0.0821|-0.15925|3.4931|-1332.398001|255.0|6.5935|6.5935
47r_a18|0.0|0|0.0|0.0|0|1|1|0.403924645|0.029358241|-0.0058631659999999|0|0.035706215|0.041686585|0.0|-0.40455848|-0.005176133|-0.02952923|-0.030106257|0|-0.0001597829999999|0.0646283159999999|-0.362261236|-0.360670551|0|0.806477847|0.017110504|0.8075001|0|0.769578222|-0.087091542|-65.12700692|11.59378448|13.30156885|0.688074851|-2.090197013|-46.92606587|81.99788849|-23.68254797|74.34599189|0.49394971|3389.050097|575.4901675|-1563.048166|1504.28892|19.40516312|0.976088187|7727.455993|233.2574532|34.41856352|0.0225607039999999|16.87088158|1.0|1.0|1.0|4.55|-7.46|0.43|3.76|111.03|3.0|1.0|145.82|0.0|1.0|9.0|-6.65|36.0|504.6|0.0|-5.64|0.0001139999999999|2.31e-06|4.59|0.0|1.0|3.48e-08|1.76e-05|3.1705|3.1705|-1964.841529|1387.23|729.75|-1964.443758|0.6007|-0.13021|2.3873|-1964.516246|231.0|6.6364|6.6364
15_a47|0.0|1|2.9226792460000004|0.0|0|0|0|1.304329657|-0.164258919|-0.00516949|2|0.042285714|-0.130885389|1.56205245|-0.21194909|-0.0026314909999999|0.086682657|0.0506476009999999|1|-0.002377481|-0.299654464|-0.017562097|-0.332654104|2|0.644280611|-0.131424138|0.897881853|1|0.791753677|-0.0904066519999999|-48.36220049|8.917011222000001|61.0548099|0.711630105|-1.265693121|-24.15592798|59.79410145|-17.81765281|54.07328082|0.477646539|2327.320914|423.5412927|-677.0708068|869.1027727|13.37174753|0.914412511|5075.773767000001|154.260803|25.03780079|0.021370407|11.43190096|0.0|1.0|1.0|2.89|-8.49|4.69|5.28|66.49|2.0|0.0|96.6|0.0|1.0|3.0|-4.89|25.0|353.78|1.0|-4.85|0.00455|1.41e-05|3.8|0.0|0.0|3.22e-09|1.14e-06|4.3312|4.0594|-1527.4104|930.51|419.75|-1527.265523|0.0759|-0.16762|2.2271|-1527.316555|16.0|7.8|7.8
8m_a46|0.0|0|0.0|0.2148468989999999|1|1|1|1.160371261|-0.044830187|-0.00517896|1|0.047345679|-0.134230003|0.0|-0.248590088|0.0063680119999999|-0.120972269|-0.064176245|1|0.005865049|-0.206020062|0.015631887|-0.380393836|1|0.783187801|-0.084989948|0.8142050040000001|0|0.876210355|-0.085204935|-45.17474201|3.742817678|166.8508795|0.8854896870000001|-1.448483903|-25.62105988|48.72163155|-17.06601365|52.0671834|0.425802465|2045.330306|464.5573228999999|-767.9706141|1913.813025|9.899611044|0.7415609409999999|4439.758321|60.71213839999999|19.27296714|0.006689855|3.546889545|0.0|1.0|1.0|3.24|-6.46|4.16|4.21|50.94|1.0|0.0|96.16|0.0|1.0|2.0|-4.48|24.0|319.4|1.0|-4.56|0.0105|2.78e-05|3.72|0.0|0.0|3.5e-07|0.000112|5.3062|4.2881|-1014.126693|970.82|489.57|-1013.91158|0.1441|-0.17897|2.0174|-1013.962913|229.0|6.6402|6.6402
18a_a22|0.0|0|0.0|0.0|1|0|0|1.194229718|-0.197348157|-0.003488994|2|0.038167849|0.033735832|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|-0.015194063|1|0.007079018|0.059645624|-0.147724859|-0.296897301|2|0.760537197|-0.042139855|0.7881113679999999|1|0.926535704|-0.076119803|-51.6464295|11.62443251|29.59800426|0.710467198|-1.5223960559999998|-23.31437056|64.80092090000001|-19.86401135|45.98663929|0.487405342|2898.068989|628.6440468999999|-1032.92859|2213.859172|13.72951861|0.950859191|6630.646100999999|196.4447473|27.95908297|0.0193879289999999|13.15449139|1.0|1.0|1.0|3.49|-9.4|5.32|5.11|100.61|2.0|1.0|131.64|0.0|1.0|6.0|-5.59|32.0|436.53|1.0|-5.16|0.00113|6.98e-06|3.78|0.0|0.0|3.95e-10|1.73e-07|5.0214|3.4832|-1691.3151059999998|1211.84|531.16|-1691.036502|0.0354|-0.1408|3851.0|-1691.097989|13.0|7.8861|7.8861
27a_a34|-3.727789|0|0.0|0.0|1|1|1|0.300206665|0.0257175079999999|-0.012620846|1|0.0408037829999999|-0.082271189|0.0|-0.7320090459999999|-0.012495918|-0.026428049|-0.008138446|1|-0.005234221|-0.13716603|-0.264978526|-0.53047808|1|0.8186389829999999|-0.07177581|0.832753533|0|0.600964267|-0.123191967|-86.36649751|18.62986903|176.4623026|0.764921711|-2.340647376|-52.42823715|100.7752505|-30.38821209|93.41277507|0.436895447|3394.470264|421.319507|-1640.9634529999998|2252.433058|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|39.72721867|0.020552444|14.40875302|1.0|1.0|1.0|3.66|-7.61|2.01|3.97|129.74|1.0|0.0|122.61|0.0|1.0|6.0|-4.96|33.0|463.51|0.0|-4.47|0.00504|3.43e-05|2.59|0.0|0.0|2.44e-08|1.13e-05|5.0012|4.1228|-1861.741982|1247.85|598.18|-1861.468024|0.0203|-0.16691|10.8591|-1861.534743|0.24|6.6198|6.6198
9_a1|0.0|0|3.358585365|0.0|0|0|0|1.432397289|0.020428974|-0.00614716|1|0.037578348|-0.110185988|0.0|-0.282769361|-0.00314411|-0.079063236|0.016589221|1|-0.0018191779999999|-0.232860777|-0.093062585|-0.483335578|1|0.582499378|-0.053460262|0.7964939409999999|0|0.755276458|-0.085722429|-49.42275468|6.495805626|63.73880199|0.7816897429999999|-1.371558857|-26.88743664|57.60218193|-18.38986221|53.13133578|0.452572261|2387.143654|435.4501351|-790.7640749|1739.0376789999998|13.91191974|0.826725116|5063.330971|125.865476|23.52578164|0.014186995|8.17942725|1.0|1.0|1.0|2.78|-8.98|5.86|5.57|58.64|2.0|0.0|102.84|0.0|1.0|4.0|-4.68|27.0|357.38|1.0|-4.79|0.00739|1.62e-05|3.76|0.0|0.0|1.04e-09|3.7100000000000003e-07|3343.0|3343.0|-1187.226314|1007.04|487.19|-1187.011122|0.5409|-0.13413|4.1623|-1187.065335|6.0|5.2218|5.2218
19g_a38|0.0|0|3.229090845|0.0|0|2|2|1.297044182|-0.077355838|-0.008497058|2|0.042419753|-0.037579797|0.0|-0.458841138|-0.006877664|-0.009881824|-0.046735135|1|-0.004358975|-0.096139701|-0.250781298|-0.438254637|1|0.653741315|-0.063110203|0.892249657|0|0.7200062690000001|-0.114243258|-72.29378538|14.52522351|137.56612280000002|0.719941993|-1.942135378|-34.56416368|86.78105144|-24.57988703|69.14572278|0.455443492|2897.384301|455.6240763999999|-1228.994351|2506.378649|11.62016299|0.836356715|6631.17356|177.2223055|34.14148263|0.0228937029999999|14.48726605|1.0|1.0|1.0|4.82|-7.12|3.55|3.11|81.23|1.0|0.0|125.65|0.0|1.0|5.0|-4.25|31.0|419.43|1.0|-4.33|0.0238|4.67e-05|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|5.2766|3.6887|-1431.419426|1104.29|475.84|-1431.186566|0.0962|-0.15269|5.0677|-1431.244906|42.0|7.3778|7.3778
12d_a30|0.0|0|0.0|0.0|0|2|2|0.604984421|0.041181359|-0.006335328|2|0.042804233|-0.092984185|0.0|-0.354778373|0.005613018|0.036688757|-0.075816941|1|0.005965451|-0.162129948|-0.09353607|-0.4562256979999999|1|0.8414737059999999|-0.0430927579999999|0.8532172109999999|0|0.843009925|-0.094239701|-60.88281322|10.05700314|85.1932288|0.8143892140000001|-1.884794029|-30.81433963|69.55534551|-23.41646662|57.75411196|0.4572733479999999|2784.836855|544.6198897999999|-1217.656264|2323.480646|13.92427286|0.84254817|6120.329513000001|119.91237920000002|28.75340957|0.013424098|8.672532296|1.0|1.0|0.0|4.75|-7.01|4.35|2.93|81.65|2.0|0.0|132.24|0.0|1.0|5.0|-5.66|30.0|412.51|1.0|-5.15|0.0009119999999999|7.05e-06|4.23|0.0|0.0|9.75e-08|4.02e-05|3.4821|3.4821|-1615.095823|1176.22|545.94|-1614.831682|149.0|-0.1479099999999999|4434.0|-1614.894406|11.0|7.9508|7.9508
13_a1|0.0|0|3.409865599|0.0|0|1|1|1.430073963|-0.046530797|-0.012199718|1|0.036382114|0.1129747169999999|0.0|-0.597786194|-0.008672236|-0.0594321759999999|-0.084271845|1|-0.005924486|0.1769162319999999|-0.120034915|-0.485427571|1|0.87703849|-0.051729721|0.825117597|0|0.6794604670000001|-0.10668313|-62.04288975|19.62059449|148.7311076|0.7082629840000001|-1.813613202|-37.76773325|77.55889436|-23.43842502|84.56244352|0.477212829|2555.623166|395.1486144|-1054.729126|1786.445642|14.33466671|0.912824292|5456.353212|169.6632599|33.09282789|0.026679865|15.51600461|1.0|1.0|1.0|3.35|-7.94|4.75|3.87|80.26|1.0|0.0|104.88|0.0|1.0|4.0|-4.29|28.0|371.39|1.0|-4.34|0.0192|4.58e-05|2.94|0.0|0.0|1.14e-08|4.24e-06|4.0783|3.4483|-1238.395767|1035.04|472.52|-1238.174491|0.3535|-0.13921|2.7595|-1238.22919|0.26|6585.0|6585.0
15d_a10|0.0|0|0.0|0.0|1|2|2|1.343850133|-0.233802395|-0.002831383|3|0.031742919|-0.059217023|2.04092658|-0.184039927|0.010215823|-0.140487312|0.007032164|1|0.011249462|-0.092884337|-0.280243276|-0.1945202089999999|2|0.74726683|0.02497303|0.7857977740000001|1|0.87609771|-0.070612242|-47.58559595|15.37766538|67.59624856|0.471900166|-1.129795872|-26.15336742|66.95020436|-12.68949225|54.18663419|0.473858537|2967.522813|590.402322|-761.3695352999999|2036.192049|16.02072769|0.900629528|6511.656447|355.8865234|26.89020509|0.028735133|19.36460841|1.0|1.0|1.0|3.71|-7.82|4.14|3.44|65.3|1.0|0.0|131.43|0.0|1.0|6.0|-3.78|33.0|441.52|0.0|-4.38|0.0739|4.1200000000000005e-05|2.75|0.0|0.0|1.5e-08|6.62e-06|5.6004|3.8591|-1430.8144619999998|1266.87|565.91|-1430.733658|0.0856|-0.15916|3.3831|-1430.795367|69.0|7.1612|7.1612
1o_a5|0.0|0|2.923171926|0.0|0|0|0|1.427566509|-0.266637757|-0.002633927|2|0.025987654|-0.033273504|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|-0.008511304|1|0.0051989459999999|-0.05876042|0.06759341|-0.231165601|2|0.670787375|-0.003561205|0.85693939|0|0.88430372|-0.072886362|-39.1638643|7.122612351|167.3051756|0.699913551|-1.093295425|-22.90899675|50.11479279|-15.45942012|49.75766514|0.470590799|2238.291862|475.1609233|-587.4579645|833.537568|14.20898333|0.8888980340000001|4572.818263|161.2447749|22.08761368|0.020380352|10.95092849|1.0|1.0|1.0|2.81|-8.11|4.48|4.07|78.25|0.0|0.0|95.2|0.0|1.0|3.0|-4.08|25.0|323.35|1.0|-4.08|0.0269|8.340000000000001e-05|2.78|0.0|0.0|7.85e-09|2.54e-06|4.5011|4.1692|-1043.577386|938.37|443.88|-1043.422345|0.0071|-0.1693599999999999|4.7435|-1043.472984|35.0|7.4559|7.4559
14a_a23|0.0|1|0.0|0.0|2|0|0|1.197964042|0.050806184|-0.0056795759999999|2|0.042992424|0.0446402609999999|0.757767133|-0.289658385|0.012219066|-0.0518554529999999|-0.071842463|2|0.011363191|0.083206288|-0.137733142|-0.446724057|2|0.72792508|0.114693804|0.816237166|1|0.918677038|-0.08032517|-50.79675604|12.33442989|38.57988954|0.7807587890000001|-1.606503401|-22.26638099|61.36268093|-21.61564087|47.54437201|0.462434482|2816.527785|580.9612768999999|-1015.935121|2173.7139190000003|14.2658736|0.8602383659999999|6269.28943|138.6457355|27.68542751|0.016707951|10.56592489|1.0|1.0|1.0|3.41|-7.41|3.36|4.02|105.02|2.0|1.0|120.28|0.0|1.0|5.0|-5.47|30.0|411.48|0.0|-4.96|0.00139|1.1e-05|3.58|0.0|0.0|3.92e-08|1.6100000000000002e-05|3.7119|3.7119|-1629.928331|1134.02|516.58|-1629.690316|0.3764|-0.15002|5.8775|-1629.748476|3.0|8.5498|8.5498
12u_a36|0.0|0|3.508898495|0.0|0|2|2|1.270259304|-0.054501792|-0.006461999|2|0.042560386|0.033763276|0.0|-0.407105926|0.0042553209999999|-0.063855309|-0.010669561|1|0.005035022|0.055588998|-0.163978382|-0.438988314|1|0.901715152|0.080270195|0.855176759|0|0.842227829|-0.0969881059999999|-67.50289394|12.27663887|86.1184622|0.77938748|-2.036750221|-35.17050511|78.06218646|-24.02645378|62.80959338|0.486156325|2831.106839|586.1833819|-1417.5607730000002|2455.7556010000003|14.90088936|0.946117173|6127.402572|153.5444314|30.82735404|0.015171583|10.55929252|1.0|1.0|1.0|5.05|-7.38|3.85|3.01|69.2|2.0|0.0|138.33|0.0|1.0|6.0|-4.95|32.0|423.51|1.0|-4.86|0.0047799999999999|1.39e-05|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|3.8847|3675.0|-1350.8981130000002|1254.5|590.18|-1350.575382|0.0176|-0.15109|5.8702|-1350.638138|16.0|7.7959|7.7959
4_a47|0.0|0|0.0|0.0|0|0|0|1.304464196|0.004633887|-0.008204735|2|0.038479532|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0.0687047279999999|0.011775922|0|-0.006506051|-0.247195952|-0.027355932|-0.462831711|2|0.893350891|-0.095209424|0.84420422|1|0.874200878|-0.092556319|-50.35610033|4.22896799|96.20929041|0.806604393|-1.48090111|-23.10213311|57.78603076|-19.18327632|46.69151766|0.402148382|2306.463316|475.6168721|-805.6976052|1528.797085|10.818777699999998|0.67265584|5254.939281|105.2186243|23.78275706|0.013656479|7.429930428|0.0|1.0|1.0|2.75|-8.79|4.83|5.71|58.04|2.0|0.0|106.52|0.0|1.0|3.0|-5.92|26.0|361.82|1.0|-5.64|0.0004379999999999|2.31e-06|4.96|0.0|0.0|1.61e-09|5.81e-07|5.7708|3.73|-1509.453558|988.42|432.89|-1509.262887|0.2221|-0.1547|4.2607|-1509.3147789999998|32.0|7.5|7.5
17f_a50|0.0|1|0.0|0.0|2|1|1|1.349854916|-0.2208117919999999|-0.002205848|1|0.03135101|-0.167275895|2.187498662|-0.125733326|0.012475826|-0.028989535|-0.132773563|2|0.0129274519999999|-0.275290802|-0.407467272|-0.204651539|1|0.758335704|-0.132153434|0.8314734309999999|1|0.911458734|-0.074859564|-46.03121141|10.09339793|6.382846132999999|0.721122105|-1.422331714|-17.89709978|55.9791334|-16.50175503|39.19906437|0.472769049|2582.272632|560.4567739|-874.5930167000001|1929.981543|13.65716648|0.896702|5579.97966|171.48226169999998|22.88344084|0.01617809|9.947921993|1.0|1.0|1.0|3.81|-6.38|2.87|3.83|51.77|1.0|0.0|116.81|0.0|1.0|6.0|-3.58|29.0|384.48|1.0|-4.12|102.0|7.57e-05|2.83|0.0|0.0|4.15e-07|0.00016|4.0664|4.0664|-1219.2481369999998|1146.22|564.52|-1218.966516|0.1708|-0.16784|6.1931|-1219.02507|398.0|6.4001|6.4001
8d_a8|0.0|0|3.190160226|0.0|1|0|0|1.395657339|-0.12349902|-0.0111144189999999|1|0.042323232|0.071729931|0.0|-0.633521883|-0.00267541|-0.077977198|-0.117111249|1|-0.001038264|0.111668404|0.025642021|-0.4385133129999999|1|0.76211539|0.0780635059999999|0.804372443|0|0.6932924890000001|-0.103150936|-67.26951954|18.28507531|57.93693239|0.675359878|-2.063018716|-45.62337399|86.29065071|-24.91463687|88.24385833|0.483207744|2863.968296|452.1282556|-1345.390391|2093.380666|14.52777156|0.935013517|6596.888351|211.7129122|36.89090464|0.029166961|19.02113117|1.0|1.0|1.0|3.61|-7.62|3.93|3.32|112.23|1.0|0.0|121.1|0.0|1.0|6.0|-4.91|32.0|430.46|0.0|-4.47|0.00533|3.4200000000000005e-05|2.89|0.0|0.0|2.38e-08|1.03e-05|4.6765|3.2963|-1447.595474|1185.65|572.21|-1447.2928029999998|0.1879|-0.13754|6.0111|-1447.354662|18.61|4.7303|4.7303
6e_a40|0.0|0|0.0|0.0|1|1|2|0.604892975|0.128035402|-0.0148450439999999|0|0.039160494|-0.15110197|0.744550501|-0.69771706|-0.0026177839999999|0.103594243|-0.205140551|2|-0.002992481|-0.276969278|-0.037027769|-0.6319354389999999|0|0.685858263|-0.011405885|0.8988141140000001|1|0.74620476|-0.1164147119999999|-76.50178121|10.43262695|185.1473293|0.866991176|-2.095464821|-46.34235117|84.95203628|-32.02400144|80.95296505|0.441911406|3075.060648|490.3675161000001|-1377.032062|3854.417113|12.49434084|0.791830204|7585.605268000001|87.40658058|36.93694043|0.012858969|8.450255075|1.0|0.0|1.0|3.98|-4.63|5.02|3.72|173.43|2.0|2.0|125.15|1.0|2.0|5.0|-7.76|30.0|476.98|1.0|-5.58|8.31e-06|2.6e-06|4.4|1.0|0.0|2.35e-05|0.0112|2.9549|2.9549|-2831.191706|1149.77|537.07|-2830.986514|0.3625|-0.1195799999999999|8.3311|-2831.048968|18.0|7.7447|7.7447
12g_a30|0.0|0|0.0|0.0|0|2|2|0.6049842529999999|0.096186205|-0.010447128|2|0.039951691|-0.037395048|0.0|-0.574592016|0.001371944|0.007330206|-0.049719762|1|0.0026474159999999|-0.067792064|-0.152855196|-0.539112991|1|0.817497287|-0.0430471959999999|0.886776351|0|0.783662781|-0.10344931|-70.11305057|18.59520651|133.2169768|0.7743107290000001|-2.068986201|-39.593913|83.29752441|-27.49531395|77.01461557|0.459011202|3058.2873170000003|531.1295763|-1402.261011|2482.668258|16.07139949|0.8484671109999999|6688.137428|152.961516|35.50940589|0.019453222|13.18447384|1.0|1.0|0.0|4.67|-6.42|3.4|2.48|114.67|2.0|1.0|133.52|0.0|1.0|6.0|-6.0|32.0|439.49|0.0|-5.01|0.000444|9.71e-06|3.89|0.0|0.0|3.7600000000000003e-07|0.000165|5.0703|3.5592|-1743.214798|1206.02|577.31|-1742.965961|0.1613|-0.15077|3875.0|-1743.029147|9.0|8.0334|8.0334
17_a12|0.0|0|0.0|0.0|0|1|1|0.610029543|0.132275232|-0.00864055|3|0.035816993|-0.210594127|0.0|-0.38018419|-0.002523977|-0.072956553|-0.070249784|1|-0.000651751|-0.3748198379999999|-0.202276514|-0.559137213|2|0.918713011|-0.043392747|0.87653892|0|0.858119365|-0.096209886|-50.13411606|5.849860887999999|69.36398419|0.786701219|-1.443148294|-18.89085387|57.97616997|-18.34174978|42.10235809|0.466056241|2246.161353|447.1583691000001|-752.0117408|1470.257187|10.61752641|0.8728564259999999|4866.339908|111.1480977|23.31475957|0.015049295|7.842053909|1.0|0.0|1.0|4.13|-7.16|4.51|2.56|78.41|0.0|0.0|103.12|0.0|1.0|3.0|-4.51|24.0|333.41|1.0|-4.24|0.0103|5.7100000000000006e-05|3.19|0.0|0.0|6.97e-08|2.32e-05|4.4014|3.7723|-1366.804178|933.62|419.49|-1366.638303|148.0|-0.15459|2128.0|-1366.689546|16.0|7.7959|7.7959
12ah_a36|0.0|0|3.456839001|0.0|0|2|2|1.297013411|-0.050415481|-0.007648622|2|0.043848238|0.078459408|0.0|-0.41302559|0.0005016269999999|-0.083956827|-0.050147748|1|0.0010871589999999|0.133939811|-0.177407665|-0.444563583|1|0.8941919290000001|0.011674455|0.8910146309999999|0|0.828405275|-0.1059368909999999|-68.45222166|11.93961081|82.70705743|0.768906425|-1.906864035|-31.66734951|80.02464883|-24.6427998|60.9481085|0.468162246|2786.56479|535.2826672|-1232.13999|2334.380591|15.54445187|0.8802726820000001|6015.129321|149.3235124|32.04915319|0.017909528|11.57242717|0.0|1.0|0.0|4.73|-7.18|3.35|2.54|69.2|1.0|0.0|128.76|0.0|1.0|5.0|-4.44|30.0|415.88|1.0|-4.59|0.0151|2.55e-05|3.31|0.0|0.0|6.65e-08|2.77e-05|5.2259|3.7792|-1692.545871|1148.39|532.36|-1692.3109559999998|0.0485|-0.15434|5.4979|-1692.369929|11.0|7.9586|7.9586
