molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
18b_a25|0.0|0|0.0|0.0|1|6.842683282|0|1.194228955|-0.147813831|-0.003259453|4.727387819|0.0131826839999999|2|-0.018632104|2.003993644|-0.189048258|0.014055398|10.31286058|0.0009956189999999|1|-0.032776381|-0.034703635|-0.061048368|-0.303383008|2|0.721100414|0.936253893|-0.063132226|0.348987182|0.01278627|-44.30110081|-55.18621997|8.972372556|80.36582704|44.73187305|-0.0305838929999999|0.0|0.7847794690000001|-1.6515302369999998|64.81723515|-21.46130777|0.493622561|3051.645565|656.9874135|2327.4502850000003|-15.05981357|0.215220531|8.654596906|17.09119768|0.974811521|6973.180791|151.02439719999998|-813.229933|27.34692815|-399.6704921|809.2903831|1.0|1.0|1.0|3.56|0.07|27.0|-9.84|111.51|2.2|138.56|0.0|1.0|6.0|-6.54|34.0|-5.93|460.55|0.0|0.0|4.35|-5.71|2.87e-07|0.000132|1.95e-06|0.000899|4.48|0.0|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|5.5437|3.6826|-1767.494087|336.67|223.65|612.24|0.54166|-1767.2232149999998|0.0468|2.8141|0.03002332|-1767.286778|51.0|7.2924|7.2924
12ae_a36|-3.3501500230000003|0|3.412870974|0.0|0|7.412764017000001|2|0.299253957|0.069118289|-0.009867085|5.351858133|-0.351827031|2|0.087069205|0.0|-0.611759277|-0.083959343|10.31810353|0.006615826|1|0.151620635|-0.15024383|-0.261631709|-0.513686975|1|0.8183043390000001|0.7162413209999999|-0.085851235|0.439268891|0.023873046|-63.96145017|-78.71102033|17.78605328|96.60079598|211.4077529|-0.036430555|19.97715962|0.6849975640000001|-2.11297219|97.76153993|-27.14173115|0.465246185|3486.122819|533.6188092|2634.745208|-20.22131065|0.315002436|8.676756505|16.22570287|0.870019385|7331.209763|234.6851816|-1172.836017|39.62310606|-275.6561988|805.2286932|0.0|1.0|0.0|0.0|0.17|17.0|-6.87|123.75|0.84|142.02|0.0|1.0|7.0|-3.85|34.0|-8.03|474.54|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.64|0.0|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|3.8664|-1876.152311|320.67|236.84|615.71|0.68591|-1875.897072|0.3366|6.7458|0.0508577|-1875.963244|15.0|7.8239|7.8239
47a_a18|0.0|0|0.0|0.0|0|7.03438793|1|0.403918489|0.018016478|-0.006027559|4.844187086|-0.18843247|0|0.043161338|0.0|-0.464122017|-0.025401815|10.35082811|0.052572636|0|0.066507683|-0.232940071|-0.358939392|-0.369841706|0|0.842412605|0.778790861|-0.082855697|0.371382587|0.014124484|-67.93456546|-81.42570819|11.58086543|100.7293848|181.3725215|-0.036234741|110.0917322|0.7936193709999999|-2.681370849|93.5899242|-29.70938001|0.483193636|3612.105567|638.5417107999999|2250.179086|-24.3591435|0.2063806289999999|10.20255289|19.74153879|0.934960691|8405.670404|169.2144153|-1802.576619|37.435301|-481.4854016|1225.939287|1.0|1.0|1.0|0.0|0.28|18.0|-8.27|123.06|1.85|158.24|1.0|1.0|12.0|-6.74|39.0|-6.49|547.67|0.0|0.0|2.02|-5.58|1.8100000000000002e-07|9.9e-05|2.62e-06|0.00143|4.44|1.0|5.4e-09|2.95e-06|-0.05191|3.1947|3.1947|-2098.773074|388.09|388.09|813.01|0.69508|2098.280307|0.6094|2.6271|0.0339441|-2098.359766|1.0|9.0|9.0
11_a47|0.0|0|0.0|0.0|0|0.0|0|1.381898438|0.035230036|-0.007767503|0.0|-0.156077888|3|-0.0586047379999999|1.311097861|-0.427212659|0.081235787|10.93671007|0.046339015|0|-0.120383371|-0.038723054|-0.079543257|-0.451384505|3|0.702719047|0.796863393|-0.08164597|0.572646116|0.008462682|-50.01659041|-59.10798423|5.184267117|119.4035378|124.4421556|-0.035945973|1.882633323|0.816608795|-1.833244617|66.9895812|-22.02062158|0.4686568239999999|2842.168734|488.1611434|2201.328597|-13.48990542|0.183391205|5.966142027|11.22841564|0.8820228529999999|6736.717611|112.34605729999998|-687.9851765999999|26.96593732|-387.9111844|670.2339441|1.0|1.0|1.0|3.15|0.04|28.0|-10.55|70.93|3.0|124.7|0.0|0.0|4.0|-6.29|32.0|-5.28|422.45|1.0|0.0|4.69|-6.03|5.110000000000001e-07|0.000216|9.32e-07|0.000394|5.06|0.0|2.81e-11|1.19e-08|-0.05094|3.7253|3.7253|-1396.145101|332.82|332.82|549.52|0.6915399999999999|-1395.922861|0.2321|2.9142|0.03959805|-1395.980918|0.04|7.4|7.4
15_a15|0.0|0|0.0|0.0|0|0.0|1|1.435688991|-0.132759299|-0.006378587|0.0|-0.031457366|3|-0.063032481|0.0|-0.395472407|0.000676845|10.95980315|0.0020555079999999|0|-0.098862691|-0.173728081|-0.272482143|-0.3597407929999999|2|0.843715005|0.8972060479999999|-0.061884697|0.7028760070000001|0.020649569|-41.11675625|-60.51136736|13.71976186|142.8140301|68.29723829999999|-0.031405332|4.306196778|0.702544178|-1.821509261|73.99578515|-20.86598874|0.435723718|3027.719888|596.1118717|2868.890383|-13.86355301|0.297455822|6.673906339|11.8273735|0.772181523|7039.747576999999|197.6323578|-804.0860746000001|29.700607300000005|-269.1443943|830.7967967000001|1.0|0.0|0.0|4.34|0.07|24.0|-8.9|59.51|2.52|138.24|0.0|1.0|6.0|-6.32|34.0|-5.26|448.52|1.0|0.0|4.64|-6.1|4.77e-07|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03786|3.6968|2582.0|-1450.725355|480.19|335.38|573.46|0.70572|-1450.398033|0.0066|1.6365|0.02849263|-1450.462493|109.0|6.9626|6.9626
26_a47|0.0|1|0.0|0.0|1|6.86171134|0|1.304328272|0.11828578|-0.012090143|4.727387819|-0.200192886|2|-0.110530752|0.956774672|-0.544056455|-0.046771537|10.94972213|0.0081426509999999|1|-0.24731748|-0.035472095|-0.079370393|-0.5899218279999999|2|0.6850994429999999|0.7104381999999999|-0.098127284|0.549740398|0.020884606|-57.01987795|-59.08415114|12.13564316|9.608109253|168.2587945|-0.038735145|60.07342336|0.717639177|-1.626876095|73.39007585|-22.50824805|0.474969855|2625.572598|412.8219782|1341.904566|-13.07911017|0.282360823|6.945070057000001|13.22794532|0.90465254|5994.406615|164.0744453|-549.3226272|31.36429668|-252.9318822|457.1122177|0.0|0.0|1.0|2.66|0.05|21.0|-7.22|98.72|2.59|104.8|0.0|1.0|4.0|-4.86|28.0|-6.51|396.81|0.0|0.0|3.18|-4.56|1.3699999999999998e-05|0.00545|2.77e-05|11.0|3.12|0.0|5.97e-08|2.37e-05|-0.06279|4.7963|3992.0|-1696.075481|310.58|258.5|443.78|0.68707|-1695.9387359999998|77.0|3.6825|0.02111593|-1695.993821|13.0|7.9|7.9
17_a15|0.0|0|0.0|0.0|0|0.0|0|1.43568899|-0.046866421|-0.0071363569999999|0.0|-0.071708785|2|-0.033968088|0.0|-0.442454151|-0.032903349|10.9544604|-0.0141953639999999|0|-0.052628162|-0.170008473|-0.263401148|-0.461493931|2|0.769376831|0.880459235|-0.052869016|0.605886597|0.012890299|-40.50376584|-61.17023228|9.875456386|34.35335309|91.58201681|-0.027065991|58.47512431|0.653207369|-1.596893495|77.82445248|-20.73567196|0.474165158|2852.085573|674.5333498|2104.883413|-15.88591693|0.346792631|7.967418828|15.15194163|0.90173781|6352.266784|265.6831633|-937.2690986|31.74439379|-234.74904|822.8625688|1.0|1.0|1.0|3.99|0.15|24.0|-9.72|67.35|2.53|131.36|0.0|1.0|7.0|-5.93|33.0|-5.58|438.52|1.0|0.0|4.44|-5.65|1.19e-06|0.00052|2.26e-06|0.00099|4.78|0.0|1.9199999999999998e-10|8.43e-08|-0.03936|4.1461|3.8006|-1413.857182|326.22|299.04|663.81|0.7045100000000001|-1413.559128|0.0377|5.1268|0.04051306|-1413.624817|12.0|7.9208|7.9208
3q_a32|0.0|1|3.4364803|0.0|0|7.765993078999999|0|0.609420748|-0.017280695|-0.008072705|5.733341277|-0.04718311|0|0.02785755|2.120544848|-0.419780649|-0.022925245|10.31100266|-0.098400506|3|0.0492355779999999|-0.167040501|-0.295228244|-0.5448044360000001|0|0.751733573|0.84993799|-0.067604132|0.34156046|0.018527744|-41.72706804|-60.46462749|11.43581616|41.73511731|92.62226328|-0.027989085|53.27315741|0.6349739010000001|-1.371465184|74.3682963|-17.27560785|0.46136998|2649.276311|524.6043311000001|3335.898591|-10.6629646|0.365026099|6.428518903|11.93494358|0.856561949|6079.482066|225.3038157|-522.4852655000001|27.20679986|-166.61896299999998|618.9134881|1.0|1.0|1.0|3.34|0.3|19.0|-7.31|131.25|1.33|115.37|0.0|1.0|7.0|-5.91|28.0|-6.35|411.54|0.0|0.0|3.86|-4.62|1.24e-06|0.000508|2.4100000000000003e-05|0.00992|3.47|0.0|4.88e-08|2.01e-05|-0.04968|3.6236|3.6236|-1920.042674|342.16|342.16|549.78|0.70216|-1919.821707|0.2897|4.1362|0.02381444|-1919.883144|28.0|7.5528|7.5528
25_a12|0.0|0|0.0|0.0|0|0.0|0|1.404967476|0.00700113|-0.004103693|0.0|-0.045725323|2|-0.089297664|2.050456822|-0.180562493|-0.025245046|10.93676625|-0.11195017|0|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|0.8472746290000001|0.947937175|-0.054734834|0.120087607|0.004952762|-28.517955|-41.75851719|2.580489093|37.96125329|27.12578432|-0.03323193|0.0|0.917298637|-1.362509125|44.42528172|-17.31450713|0.448858246|2067.69985|493.8944271000001|1907.027255|-9.021208163|0.082701363|5.34703037|9.70173342|0.814415245|4329.321091|43.08908189|-369.8695347|18.87554002|-434.8420476|430.4348528|1.0|1.0|1.0|3.43|0.05|22.0|-8.78|37.81|3.2|99.48|0.0|1.0|3.0|-5.28|24.0|-4.82|311.38|0.0|1.0|4.29|-5.25|5.19e-06|0.00162|5.63e-06|0.00175|4.76|0.0|1.6399999999999995e-09|5.12e-07|-0.05352|4.2653|3.4532|-974.6328337|359.04|290.68|442.64|0.69029|-974.458128|0.1897|1.2494|0.024123749|-974.508059|22.0|7.6576|7.6576
16i_a32|0.0|1|3.352437091|0.0|0|7.765993078999999|0|0.6094207429999999|0.175604846|-0.0146198339999999|5.733341277|-0.075706124|0|-0.056414399|2.078707411|-0.7748511779999999|-0.104899053|10.31100265|0.006037736|3|-0.098841478|-0.120440534|-0.211019184|-0.700853898|0|0.801401734|0.801494708|-0.0857355019999999|0.5368697929999999|0.022335011|-56.03343427|-75.01027196|14.59730623|90.08098301|129.7354415|-0.036726892|32.3175507|0.718964113|-1.836344582|88.80827938|-24.00328703|0.455596751|2770.767996|523.8261846|3450.514629|-15.6876273|0.281035887|6.848009314|12.57892808|0.836873682|6355.471589|183.6742715|-784.3813651|33.38593207|-286.2130831|636.0251562999999|1.0|1.0|1.0|3.16|0.3|19.0|-7.4|149.27|1.34|116.75|1.0|1.0|8.0|-7.03|29.0|-5.93|427.54|1.0|0.0|3.96|-5.09|9.25e-08|3.96e-05|8.18e-06|0.0035|4.19|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|3.6176|-1995.279632|342.72|342.72|573.38|0.70222|-1995.055356|0.2857|3353.0|0.02810109|-1995.11813|6.0|8.2596|8.2596
11b_a5|0.0|0|2.943854668|0.0|0|6.605297921|0|1.277648917|-0.2023158669999999|-0.003900104|4.59511985|0.008093965|2|-0.067519041|0.0|-0.1833048739999999|-0.118167947|10.94877958|-0.0536971829999999|1|-0.108457009|-0.0109928619999999|-0.017658026|-0.252164213|2|0.735954089|0.8737310509999999|-0.07633373|0.378154801|0.016373566|-45.82509318|-48.42513182|9.829471091|55.25128526|75.80248447|-0.029332646|1.880682804|0.66824472|-1.290636432|62.16286481|-17.60913884|0.456131351|2434.505303|524.5231302|913.0178976|-10.5712171|0.33175528|8.936258446|16.43091298|0.83867925|5107.577902|199.1611925|-465.13355250000006|26.35133256|-202.0032297|504.9898148|1.0|1.0|1.0|2.55|0.1|23.0|-9.15|63.69|2.01|106.58|0.0|1.0|6.0|-4.65|27.0|-6.03|376.84|0.0|1.0|3.68|-4.69|2.26e-05|0.00853|2.04e-05|0.00767|3.62|0.0|7.109999999999997e-10|2.68e-07|-0.0418399999999999|4.4995|4.1982|-1564.72614|295.32|275.55|511.28|0.6284|-1564.56504|0.2013|1.9569|0.03575776|-1564.621301|19.0|7.7212|7.7212
3m_a32|0.0|1|3.575728458|0.0|0|7.773594467000001|0|0.609420748|0.013867955|-0.006290106|5.733341277|-0.017268778|0|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.084132138|10.31100268|-0.078038283|3|-0.065422345|-0.04918838|-0.086806406|-0.49476131|0|0.6943636479999999|0.798023273|-0.084626325|0.317009723|0.013428623|-50.60363458|-56.15082133|8.029854976000001|92.61088121|120.7751424|-0.027127559|0.0|0.674468222|-1.220740175|67.1606709|-16.22134838|0.4687361229999999|2588.590536|477.1904954|2363.601309|-9.699808932|0.325531778|7.0752395770000005|13.31775015|0.882303773|5724.714257|194.65681730000003|-436.4914018999999|24.05057475|-208.6520032|554.9424306|1.0|1.0|1.0|2.93|0.3|19.0|-7.38|128.01|1.74|110.36|0.0|1.0|3.0|-5.94|27.0|-6.17|394.51|0.0|0.0|4.12|-4.86|1.14e-06|0.000449|1.39e-05|0.00547|3.57|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|3.5749|-1863.46877|346.82|346.82|484.34|0.7026600000000001|-1863.279862|0.2952|5082.0|0.0339106999999999|-1863.337677|23.0|7.6383|7.6383
47s_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.251176205|0.026229332|-0.0054038509999999|4.844187086|-0.045792331|0|-0.026883417|0.0|-0.394481152|0.0134295589999999|10.94702059|-0.031515152|0|-0.040169986|-0.168728915|-0.252119673|-0.46304239|0|0.724028067|0.84543779|-0.070258863|0.306379663|0.008446541|-53.18668656|-61.36410696|6.394119331000001|10.92659868|117.0051929|-0.030108416|51.05656345|0.820470855|-2.107589125|69.29837549|-22.79238258|0.4740142|2992.734821|640.0051571|1529.863965|-17.25406952|0.179529145|9.811856136|18.65422248|0.901192009|6968.705069|135.90542109999998|-1207.784866|27.77963709|-485.1995077|1093.725912|1.0|1.0|1.0|0.0|0.3|18.0|-9.42|76.5|3.33|149.34|0.0|1.0|10.0|-5.95|36.0|-5.96|482.62|0.0|1.0|3.19|-5.45|1.12e-06|0.000539|3.53e-06|0.0017|4.62|0.0|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|3218.0|-1534.174077|385.29|385.29|736.36|0.6926800000000001|-1533.737579|0.5203|2.3134|0.02195039|-1533.809351|616.0|6.2104|6.2104
3b_a32|0.0|1|3.3653429710000005|0.0|0|7.758333467000001|0|0.609420808|0.046791596|-0.007388108|5.733341277|-0.064476472|0|-0.0411430079999999|2.21541916|-0.265971895|-0.1113575119999999|10.31100281|0.10614163|3|-0.078754696|-0.0791178979999999|-0.151445075|-0.536470812|0|0.833920105|0.8407393809999999|-0.073068133|0.2719741|0.014636992|-35.8437493|-49.22963237|7.180211702|74.63320519|78.12568166|-0.033451833|0.0|0.764128338|-1.103910485|56.82775081|-16.40987746|0.460751087|2092.213643|412.4267349|1084.520517|-8.049905042|0.2358716619999999|5.765940603|10.69254007|0.854431185|4448.251276|115.707414|-265.6468664|21.47528975|-259.1375886|323.0421997|1.0|1.0|1.0|2.57|0.13|19.0|-6.5|110.94|1.45|88.24|0.0|1.0|2.0|-5.73|21.0|-5.57|312.41|0.0|0.0|3.68|-4.65|1.86e-06|0.0005809999999999|2.23e-05|0.00697|3.71|0.0|3.19e-07|9.97e-05|-0.05396|3.5545|3.5545|-1594.095192|348.81|348.81|396.83|0.70257|-1594.0008779999998|0.2905|3.5719|0.02589511|-1594.049677|6.0|8.2366|8.2366
5_a47|0.0|0|0.0|0.0|0|0.0|0|1.304329328|0.019688132|-0.009295857|0.0|-0.188550227|2|0.003858593|1.284688504|-0.390426|-0.002627182|10.9367109|0.045246333|0|0.0083528919999999|-0.019811664|-0.0428873159999999|-0.454659897|2|0.7063295709999999|0.807957755|-0.087763105|0.526509524|0.009936558|-46.33853208|-52.90420509|5.246458665|104.9032216|101.3974575|-0.038537768|0.0|0.781571204|-1.502972943|62.14504725|-20.34777119|0.4736061789999999|2368.870941|426.5981263000001|1349.003107|-10.74353333|0.218428796|5.861037845|11.13432113|0.8997183470000001|5501.708422|115.3294396|-418.9977997|26.03444329|-297.3367046|416.1194472|1.0|1.0|1.0|2.79|0.0|22.0|-8.68|58.04|3.26|101.51|0.0|1.0|3.0|-5.65|26.0|-5.19|365.79|1.0|0.0|4.29|-5.5|2.25e-06|0.000824|3.18e-06|0.00116|4.7|0.0|2.07e-09|7.590000000000001e-07|-0.05535|3.7083|3.7083|-1569.333281|334.35|334.35|401.16|0.69291|-1569.20723|0.2108|2.9121|0.03591467|-1569.258939|0.02|7.7|7.7
10_a1|0.0|0|3.261363142|0.0|0|6.86171134|0|1.435871163|0.0883621719999999|-0.014135827|4.727387819|-0.23385288|1|0.049971022|0.0|-0.621976404|-0.020225596|10.94957578|0.010430299|1|0.107434253|-0.019835038|-0.042643966|-0.623957903|1|0.674381582|0.669963758|-0.116648443|0.126889306|0.014751098|-65.97424138|-61.93104798|8.34295348|212.8090837|186.6625065|-0.045402319|64.49041745|0.8340962559999999|-1.861495069|70.6564636|-25.67872721|0.459673515|2432.447088|378.9193385|1768.2330920000002|-14.52342192|0.165903744|7.376231317999999|13.65143394|0.850732895|5192.858899|93.83214542|-595.4602985|30.78628757|-377.9175542|433.2550452|1.0|1.0|0.0|2.18|0.0|23.0|-8.02|78.87|2.78|99.61|0.0|1.0|4.0|-4.98|27.0|-5.91|359.35|0.0|0.0|3.7|-4.73|1.04e-05|0.00372|1.87e-05|0.00673|3.64|0.0|9.53e-09|3.42e-06|-0.06802|3.4067|3.4067|-1223.125689|363.94|363.94|464.77|0.70345|-1222.969096|0.6754|5.3861|0.03426532|-1223.022387|1.5|5.8239|5.8239
7s_a46|0.0|0|0.0|0.218897825|1|7.727094485|1|1.160371307|-0.0778653109999999|-0.005351046|5.533389489|-0.076841616|1|-0.210750635|0.0|-0.240797051|-0.005405515|10.94651358|-0.020953253|1|-0.327656845|0.012197837|0.018964141|-0.3638523629999999|1|0.778692012|0.858788462|-0.096723151|0.249893305|0.008871171|-48.61321955|-41.72189594|4.458665639|166.3052939|70.97315818|-0.031623562|0.0|0.8198874559999999|-1.3281895890000002|47.36217237|-15.894055599999998|0.433822088|1982.695462|431.6285339|1619.4591|-7.988379237|0.1801125439999999|5.565371272|9.829721631|0.7662292690000001|4245.390306|90.5248694|-335.5119279|19.38565529|-321.55195330000004|409.9543818|0.0|1.0|1.0|2.33|0.26|17.0|-6.08|50.94|2.39|91.19|0.0|1.0|2.0|-4.07|23.0|-5.81|305.37|0.0|1.0|3.12|-4.24|8.590000000000001e-05|0.0262|5.76e-05|0.0176|3.32|0.0|8.39e-07|0.000256|-0.02024|5.2972|4293.0|-974.7707066|288.81|234.06|446.63|0.69976|-974.615216|0.1186|2.4286|0.036050328|-974.664103|1985.0|5.7022|5.7022
15d_a10|0.0|0|0.0|0.0|1|7.535296702|2|1.343850133|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|3|-0.059217023|2.04092658|-0.184039927|-0.140487312|10.92970801|0.007032164|1|-0.092884337|-0.1786649189999999|-0.280243276|-0.1945202089999999|2|0.74726683|0.87609771|-0.057588609|0.565801561|0.02281891|-38.80896881|-47.58559595|15.37766538|67.59624856|83.49776405|-0.018829931|141.0919598|0.471900166|-1.129795872|66.95020436|-12.68949225|0.473858537|2967.522813|590.402322|2036.192049|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|6511.656447|355.8865234|-513.0869954|26.89020509|37.87296065|825.4425942|0.0|1.0|1.0|4.01|0.35|21.0|-7.82|65.3|1.54|131.43|0.0|1.0|6.0|-3.78|33.0|-7.04|441.52|0.0|1.0|3.18|-4.38|0.000167|0.0739|4.1200000000000005e-05|0.0182|2.75|0.0|1.5e-08|6.62e-06|-0.05002|5.6004|3.8591|-1431.051425|321.28|221.39|565.91|0.6814100000000001|-1430.733658|0.0856|3.3831|-0.23696253|-1430.795367|69.0|7.1612|7.1612
17g_a50|0.0|1|0.0|0.0|2|7.934155233999999|2|1.320916184|-0.185924266|-0.002050512|5.82008293|0.052557574|2|-0.05611228|2.236579664|-0.13328325|-0.022378911|10.94501702|-0.1155555559999999|2|-0.090386911|-0.200725906|-0.323333765|-0.213708251|1|0.754575205|0.920663175|-0.048170917|0.442201795|0.014550016|-32.14758511|-47.17463902|9.710172008|10.60268439|52.94662161|-0.025918901|85.51402581|0.749948388|-1.555134042|56.28102287|-17.29736764|0.467997084|2821.3922|614.4183967|1975.996014|-11.54365807|0.250051612|8.130878433|15.28352231|0.879688945|6102.424958|166.8756987|-692.6194843|23.06474408|-333.6136209|829.3813984|0.0|1.0|1.0|3.66|0.35|20.0|-6.96|51.77|2.71|133.03|0.0|1.0|6.0|-4.46|32.0|-6.28|424.54|0.0|1.0|3.63|-4.86|3.4899999999999995e-05|0.0148|1.39e-05|0.0059|3.68|0.0|1.1e-07|4.6500000000000005e-05|-0.0323|4.0458|4.0458|-1335.946919|306.45|306.45|559.45|0.6623600000000001|-1335.631756|0.1795|7.0584|0.02957267|-1335.693266|246.0|6.6091|6.6091
10_a3|0.0|0|0.0|0.0|0|6.823286122000001|0|0.605017375|0.190318474|-0.010609861|4.727387819|-0.1152010919999999|3|0.017396832|1.684975382|-0.381954986|0.018484177|10.31162304|0.043342516|1|0.033279122|-0.0495219879999999|-0.0947326669999999|-0.616256033|3|0.8947911009999999|0.747406318|-0.1007256719999999|0.518341632|0.014615264|-46.64544572|-45.8148076|6.768239856|248.0820067|116.9745968|-0.0359752729999999|80.37219813|0.7066293240000001|-1.187184014|56.68388955|-16.65993003|0.41220272|2098.79955|346.1193167|1361.86525|-7.715112198|0.293370676|5.031169383|8.559361451000001|0.701266803|4600.496436|135.8581743|-254.5987025|23.57661855|-191.3775649|311.6695405|0.0|1.0|1.0|1.78|0.0|21.0|-6.51|105.82|1.2|88.28|0.0|1.0|2.0|-4.3|22.0|-6.44|305.36|0.0|0.0|2.52|-3.84|5.07e-05|0.0155|0.000145|0.0443|2.43|0.0|3.06e-07|9.35e-05|-0.06238|5375.0|3.4217|-1288.150029|362.35|230.67|323.26|0.68995|-1288.050987|0.0463|6.7458|0.04080931|-1288.097561|7943.0|5.1|5.1
8k_a46|-3.737070812|0|0.0|0.1337610719999999|1|7.727094485|1|0.300205953|0.1436554669999999|-0.006208399|5.533389489|-0.380857136|2|-0.061030265|0.0|-0.397337564|-0.114070359|10.31928125|-0.038125|1|-0.1017929319999999|-0.030019362|-0.050069565|-0.510222233|2|0.73768327|0.7381768390000001|-0.08638304|0.400181795|0.009441365|-61.98124174|-61.95565276|6.774333772|104.0919365|187.86239430000003|-0.033099828|19.34993627|0.8265691140000001|-1.985989657|70.036452|-23.74966689|0.4938768979999999|3351.548891|529.6539372999999|2328.360804|-17.04077386|0.173430886|8.070811215|15.94634031|0.975803904|7352.280688|124.4394929|-1022.446432|28.73282642|-468.6373459|865.6610153999999|1.0|1.0|1.0|2.82|0.24|23.0|-8.66|124.17|1.86|132.47|0.0|1.0|5.0|-5.74|34.0|-6.75|474.58|0.0|0.0|3.29|-5.13|1.82e-06|0.000866|7.47e-06|0.00355|3.45|0.0|2.17e-09|1.03e-06|-0.0398699999999999|5.0379|4.1034|-1845.257085|302.15|246.1|642.39|0.5577300000000001|-1844.970617|0.1166|3.4118|0.04718819|-1845.037411|147.0|6.8327|6.8327
14j_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197963927|0.074424082|-0.006327927|5.351858133|-0.071396109|2|0.037350515|0.722606603|-0.322724299|-0.026319216|10.31321824|-0.055708465|2|0.087218599|-0.073945564|-0.17267308|-0.463194548|2|0.616699629|0.8454521620000001|-0.062203032|0.226990358|0.020485263|-40.35191855|-53.34139172|13.28905737|40.38957571|100.2571987|-0.034989992|83.17168000000001|0.7739671709999999|-1.644529644|64.88069411|-22.69846456|0.497137467|2943.385528|548.455847|2175.598042|-14.72479008|0.226032829|7.83426417|15.57933561|0.988615047|6597.039681|146.63044480000002|-692.0651337|29.32742551|-355.4521561|599.5697147999999|0.0|1.0|1.0|3.41|0.05|26.0|-7.67|105.02|3.4|120.24|0.0|1.0|5.0|-5.58|31.0|-6.31|429.47|0.0|0.0|3.77|-5.11|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|2.14e-08|9.18e-06|-0.07581|3.6671|3.6671|-1729.1379190000002|338.1|338.1|528.18|0.65128|-1728.9293280000002|0.3886|5.8037|0.02207124|-1728.988797|4.0|8.3883|8.3883
