molecula|SaaNH|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|BIC2|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
12c_a30|0.0|0.0|7.412764017000001|2|2|0.0|0.045997203|5.351858133|2|0.042804233|-0.0983590219999999|0.00372838|10.31162888|-0.072247675|1|1|0.003603419|-0.172653074|-0.051371057|0.824373792|-0.1240820219999999|0.880943609|0.7463962120000001|-0.076777688|0.39541773|0.01588025|-50.12643041|-62.99109515|82.07537640000001|-0.037411484|-41.12547305|6.768942632999999|0.8061287690000001|-32.72642202|72.5855533|-24.42511853|60.4942895|0.452966315|550.9847369|-1196.830808|2456.062146|-15.946612|0.193871231|7.652098812999999|0.828040991|126.574178|-781.3839879|30.29927658|0.014695647|-399.7292126|1484.664552|652.8825454|1.0|0.0|1.0|4.62|0.0|-7.22|4.47|3.27|0.0|132.29|0.0|1.0|5.0|30.0|-5.75|432.93|0.0|1.0|3.11|-5.44|0.0005139999999999|3.61e-06|4.49|0.0|0.0|2.61e-05|-0.0542299999999999|5.0582|3.5286|-2035.373591|695.96|1168.62|351.37|245.12|541.39|0.68457|0.1568|3.7377|-0.2038599999999999|0.03433522|-2035.202565|4.7893|7.9914
14l_a23|0.0|0.0|7.423568444|0|0|3.402752757|0.060717916|5.351858133|2|0.046283951|0.042748013|0.01269616|10.313217800000002|-0.061788679|2|2|0.01180744|0.07815878|-0.074441567|0.778602826|-0.1010279259999999|0.836852328|0.6906097959999999|-0.053549434|0.215920645|0.018669073|-35.3275485|-51.59307331|40.34135162|-0.0328459689999999|-34.03690099|8.125310915|0.7896261940000001|-23.306234600000003|61.54673359|-21.66909079|47.64388017|0.492922575|607.777253|-1083.45454|2176.038061|-14.29549842|0.210373806|8.006380163|0.972085426|138.7874759|-714.7749208|27.44221375|0.01508774|-382.1434717|1372.110688|666.0036144999999|0.0|1.0|1.0|3.51|3.52|-7.78|3.88|4.33|1.0|125.25|0.0|1.0|5.0|31.0|-6.1|425.51|0.0|0.0|3.78|-5.25|0.000608|5.61e-06|3.94|0.0|0.0|7.03e-06|-0.07191|3.6274|3.6274|-1669.2363289999998|694.65|1185.79|341.8|341.8|560.51|0.67242|0.4239|6.0563|-0.2183|0.01168219|-1669.04569|8.2422|8.1798
24_a20|0.0|0.0|6.842683282|0|0|1.959359883|-0.217098257|4.727387819|2|0.03625|0.087887688|0.009265667|10.93106245|-0.04104|1|1|0.008780074|0.1468474119999999|-0.036258691|0.74131936|-0.07179846|0.802353442|0.607038752|-0.061437722|0.531656762|0.012814211|-38.76683848|-42.82548904|12.83518119|-0.02714795|-27.02262995|5.102023479|0.771032243|-24.46164548|51.30386873|-17.13019562|46.85253003|0.457794721|600.7235847000001|-856.5097809|1961.887639|-10.80905198|0.228967757|6.852820269|0.844319927|144.47729840000002|-540.4525990000001|22.21722343|0.013436544|-342.0394805|1110.861171|664.4562602999999|1.0|1.0|0.0|3.4|3.21|-9.32|4.76|4.78|0.0|119.42|0.0|1.0|4.0|31.0|-6.26|402.45|0.0|1.0|3.63|-4.93|0.00519|1.17e-05|3.52|0.0|0.0|1.94e-07|-0.06748|5.3396|3.5876|-1291.896802|685.66|1169.35|345.59|232.2|551.25|0.44916|0.0108|3.6107|-0.22435|0.02922392|-1291.706729|4.3906|6.4976
11a_a5|2.9781886010000003|0.0|6.605297921|0|1|0.0|-0.165418719|4.59511985|2|0.021060606|-0.052944925|0.007993132|10.94877942|-0.02394636|1|1|0.007955512|-0.081506|0.003975818|0.73344478|-0.0489811909999999|0.773417838|0.7410766209999999|-0.064565402|0.369563711|0.011860803|-46.13206353|-51.09940261|61.32301293|-0.026223112|-36.51058972|6.055083705|0.740865275|-32.96141947|61.4470419|-18.73644762|54.60662289|0.466436596|638.3599998999999|-1124.186857|1170.247903|-13.38721623|0.259134725|9.740948724|0.874191508|185.1520983|-803.2329738|25.28995251|0.014482324|-344.1971057|1517.39715|835.912531|0.0|1.0|1.0|3.53|3.68|-9.93|6.38|6.55|0.0|128.51|0.0|1.0|7.0|32.0|-4.54|424.54|0.0|1.0|5.16|-6.4|2.39e-05|3.95e-07|6.13|0.0|0.0|5.019999999999999e-08|-0.03694|4.4033|4.0938|-1339.8362619999998|739.79|1272.7|302.86|281.57|578.8|0.65363|0.1838|2.8611|-0.20429|0.03340977|-1339.555805|3.6525|7.0915
12az_a36|3.465535084|0.0|7.412764017000001|2|2|0.0|-0.196183836|5.351858133|2|0.040566449|0.078817323|0.000482522|10.95957115|-0.012800556|1|1|0.002872872|0.129156742|-0.176729938|0.812921349|-0.021825174|0.858971809|0.8350231859999999|-0.071762413|0.411597359|0.034771534|-50.28669997|-75.58351856|60.11023222|-0.033474609|-52.96429617|17.0740303|0.583865006|-35.23783652|99.82512582|-23.45695404|74.65245915|0.462897841|574.0196415|-1360.503334|2455.7577530000003|-16.43719536|0.416134994|8.449849817|0.861843195|291.60189260000004|-953.3573311|40.17530387|0.034594361|-117.53490990000002|2330.167624|766.4854363|1.0|1.0|2.0|4.96|0.0|-6.79|2.83|1.9|0.0|136.74|0.0|1.0|7.0|33.0|-7.13|441.49|0.0|0.0|1.75|-4.15|0.0342|7.13e-05|2.62|0.0|0.0|7.11e-05|-0.04967|3.8863|3.6095|-1461.990465|737.12|1252.18|343.5|319.03|576.54|0.70333|0.0146|6.3778|-0.19846|0.02800521|-1461.750394|7.821000000000001|7.2366
12k_a36|3.483171769|0.0|7.412764017000001|2|2|0.0|-0.076124222|5.351858133|2|0.039061728|0.096315593|0.002782748|10.94908765|-0.058284869|1|1|0.003724542|0.163804836|-0.095253274|0.811903388|-0.102077284|0.8647233590000001|0.856135378|-0.075717305|0.367754573|0.018067063|-49.87227128|-67.14870046|46.79001927|-0.037758075|-44.22843899|7.838185977999999|0.7806817009999999|-32.84907515|78.24529096|-24.86988906|61.7723974|0.478908312|555.1026569|-1342.974009|2294.707886|-16.38090333|0.219318299|7.241602627000001|0.919048073|144.457092|-884.5687799000001|31.85663123|0.016847116|-369.7499256|1720.258086|698.847203|1.0|0.0|2.0|4.89|0.0|-7.01|3.62|2.42|0.0|133.84|0.0|1.0|6.0|31.0|-6.34|407.47|1.0|0.0|2.37|-4.55|0.0106|2.82e-05|3.45|0.0|0.0|3.94e-05|-0.0497|5053.0|3.6631|-1310.3453949999998|697.92|1186.08|338.46|245.37|530.51|0.70031|0.0908|5.7818|-0.20023|0.03274587|-1310.134752|7.3988|7.8539
12a_a40|0.0|0.0|7.515889085|0|0|1.784989449|0.021610099|5.4161004020000005|0|0.036587302|0.17758258|0.01039129|10.31197265|-0.226763788|2|2|0.007890601|0.298197213|0.018655637|0.718281767|-0.375724138|0.7867243829999999|0.525051106|-0.064340227|0.000279043|0.011766311|-32.81611621|-38.17175304|107.5277007|-0.033799|-19.46913691|3.060902482|0.85136964|-16.73754566|43.65970865|-17.23885621|38.81741016|0.476055146|479.8867095|-534.4045424999999|600.1247016|-8.792513441|0.14863036|7.563170499|0.908597808|75.8074911|-272.5679167|20.24838026|0.010759845|-358.4254366|627.699788|323.26151960000004|1.0|0.0|0.0|3.2|3.39|-7.21|5.33|5.43|0.0|91.76|0.0|1.0|2.0|22.0|-4.56|346.23|1.0|1.0|4.78|-5.95|0.000134|1.13e-06|5.43|0.0|1.0|2.13e-05|-0.08015|3.0966|3.0966|-2097.826771|530.55|875.15|400.39|400.39|429.21|0.6998800000000001|0.3701|2491.0|-0.2091|0.0104658999999999|-2097.779499|3.8054|5.7501
11g_a5|2.9590700880000003|0.0|7.139660336|0|0|1.984996534|-0.204002571|5.209486153|2|0.020943152|-0.083337229|0.00599982|10.94877951|-0.007175378|2|2|0.006964153|-0.14133011|-0.137739838|0.814159231|-0.01453517|0.8737292720000001|0.73551511|-0.067247149|0.396049407|0.023215707|-44.19305139|-50.16001519|68.77977167|-0.025442296|-32.96383785|10.02633335|0.543581314|-29.04250676|71.21847290000001|-16.72000506|59.4498014|0.485790997|550.6745046|-852.7202582999998|935.4227938|-10.98794595|0.456418686|9.342496899|0.944734523|299.94631180000005|-560.3852433999999|30.75897687|0.03204398|-57.28097817|1568.70782|648.1198739|1.0|1.0|1.0|3.17|2.34|-9.04|4.17|4.48|0.0|118.35|0.0|1.0|7.0|31.0|-6.84|408.46|0.0|0.0|2.96|-4.31|0.0312|4.88e-05|2.75|0.0|0.0|3.770000000000001e-07|-0.04322|4.5106|4.2083|-1330.189793|693.48|1180.25|294.62|274.87|542.13|0.63081|0.2403|3.2282|-0.2146199999999999|0.04557484|-1329.988893|4314.0|7.5229
14b_a23|0.0|0.0|7.423568444|0|0|3.2475997860000003|0.065240838|5.351858133|2|0.043538647|0.0519489729999999|0.007671236|10.31321824|-0.047410593|2|2|0.0075222369999999|0.121308009|-0.073945564|0.793551289|-0.077808321|0.857184548|0.5935522360000001|-0.063267638|0.228282196|0.020454632|-41.01458464|-53.44429544|40.76245006|-0.03508139|-34.64639496|8.596171261|0.774359705|-26.58857202|64.97993029|-22.74225338|54.274732400000005|0.450973737|548.6057241000001|-1068.885909|2280.830615|-14.74314679|0.225640295|7.833620016|0.821406493|146.2760938|-692.9278992000001|29.36910744|0.01779446|-355.71896410000005|1380.34805|599.5697147999999|0.0|1.0|1.0|3.42|3.44|-7.67|3.78|4.58|1.0|120.24|0.0|1.0|5.0|31.0|-6.31|429.47|0.0|0.0|3.78|-5.11|0.00114|7.73e-06|3.68|0.0|0.0|9.18e-06|-0.07803|3706.0|3706.0|-1729.161608|673.05|1142.37|334.55|334.55|525.66|0.58097|0.3603|6.8752|-0.2286699999999999|0.02188578|-1728.9893510000002|9.7544|8.3536
16j_a32|3.359912013|-0.082980188|7.765993078999999|0|0|0.0|0.175152442|5.733341277|0|0.046788618|-0.0667943999999999|-0.002456725|10.31100263|0.021997616|3|3|-0.00030659|-0.11512706|-0.117577419|0.798237393|0.032797932|0.839271289|0.762429418|-0.07651119|0.509776381|0.023266265|-54.71915795|-76.45058155|34.66998636|-0.034287782|-54.6758122|11.90023573|0.699790508|-39.13396528|91.93816239|-24.52188465|71.35869023|0.442735754|590.7291534|-1299.659886|3448.428146|-17.53752467|0.3002094919999999|7.357962381|0.7944808170000001|214.7033741|-929.4888072999998|35.04175088|0.021655546|-285.7717513|1857.212797|701.9321161|1.0|1.0|2.0|3.86|3.38|-7.77|6.49|5.24|0.0|121.3|1.0|1.0|8.0|30.0|-5.73|441.57|0.0|0.0|4.25|-5.41|1.57e-05|3.89e-06|4.59|0.0|0.0|7.5e-06|-0.05016|3629.0|3629.0|-2034.621888|729.78|1225.27|341.65|341.65|631.34|0.70207|0.2907|3.4656|-0.2002799999999999|0.0283671|-2034.408854|4.0992|8.0315
3_a47|0.0|0.0|0.0|0|0|0.0|0.013076203|0.0|2|0.03308642|-0.013350303|-0.008828261|10.93671092|0.013073797|0|0|-0.007967014|-0.021029826|-0.015388793|0.720319618|0.022804181|0.780628097|0.815682427|-0.083129079|0.4661246329999999|0.008609292|-43.59237092|-49.71258151|98.29790989|-0.036461577|-26.06896797|2.367459086|0.7849694909999999|-22.85956767|58.22383723|-19.12022366|48.10703|0.403777634|448.2137648|-745.6887227000001|1280.146703|-10.02652614|0.2150305089999999|6.46319354|0.67722658|112.7606591|-391.0345195|24.35791949|0.016230658|-298.8724505|949.95886|418.022895|1.0|1.0|2.0|2.59|2.89|-8.42|4.32|5.4|0.0|101.55|0.0|1.0|3.0|25.0|-5.16|347.8|1.0|1.0|4.02|-5.35|0.000995|4.49e-06|4.6|0.0|0.0|1.33e-06|-0.05717|5.6998|3.7284|-1470.137664|556.65|941.44|332.54|217.52|402.58|0.69138|0.2182|4.0226|-0.2119|0.03619487|-1470.0192869999998|5.3274|6.5
17f_a50|0.0|0.0|7.934155233999999|1|1|4.305828452|-0.2208117919999999|5.82008293|1|0.03135101|-0.167275895|0.012475826|10.94501702|-0.132773563|2|2|0.0129274519999999|-0.275290802|-0.247590736|0.7851209440000001|-0.2257632789999999|0.8314734309999999|0.7241275009999999|-0.047333916|0.333180181|0.016414675|-29.10566644|-46.03121141|6.382846132999999|-0.026836447|-28.30463221|6.206439227000001|0.721122105|-17.89709978|55.9791334|-16.50175503|39.19906437|0.472769049|560.4567739|-874.5930167000001|1929.981543|-10.14694362|0.278877895|7.200480876|0.896702|171.48226169999998|-537.7880119|22.88344084|0.01617809|-271.9363523|1212.822364|652.6793116|1.0|1.0|0.0|3.81|2.97|-6.38|2.87|3.83|0.0|116.81|0.0|1.0|6.0|29.0|-6.64|384.48|1.0|1.0|2.92|-4.12|102.0|7.57e-05|2.83|0.0|0.0|0.00016|-0.0336399999999999|4.0664|4.0664|-1219.2481369999998|653.63|1146.22|304.9|304.9|564.52|0.6573899999999999|0.1708|6.1931|-0.20148|0.0276719|-1219.02507|8.312999999999999|6.4001
19_a34|0.0|0.0|7.412764017000001|1|1|1.898101852|-0.068004837|5.351858133|1|0.044107744|-0.189862762|-0.00802652|10.95957634|-0.014196676|1|1|-0.0042364759999999|-0.29861864|-0.255220734|0.8022000659999999|-0.0235903339999999|0.8582665429999999|0.818710955|-0.112877411|0.308793959|0.039589023|-56.30608209|-62.64265252|131.5318459|-0.039656969|-31.24772528|9.850795895|0.662289492|-28.08688512|77.38527508|-19.78189027|76.05407906|0.467358389|319.1993829|-751.7118302|1537.244187|-9.86770272|0.3377105079999999|5.495780422|0.877434994|168.4584665|-374.9727034|29.86894781|0.029554695|-161.90813300000002|1135.020017|337.9440349|0.0|1.0|1.0|3.07|2.77|-5.03|2.69|2.31|0.0|83.95|0.0|2.0|3.0|23.0|-7.01|309.32|1.0|1.0|2.1|-3.15|574.0|0.000704|1.66|0.0|0.0|0.00291|-0.02901|4.1721|4.1721|-1046.606458|538.96|882.87|297.18|297.18|421.62|0.6897300000000001|0.2189|3.4272|-0.20251|0.03168624|-1046.509891|5.0441|6.0044
19a_a22|0.0|0.0|6.842683282|0|0|1.572240489|-0.000989685|4.727387819|2|0.0389622639999999|-0.020553065|-0.002607064|10.9464374|0.016501913|1|1|-0.001355145|-0.03516233|-0.035723406|0.777600172|0.0271939039999999|0.834033833|0.699744887|-0.090145161|0.51561501|0.024839714|-67.26339083|-69.91748544|373.8201781|-0.035138299|-52.17015658|13.82990734|0.684706189|-50.18975739|89.23486638|-26.21905704|85.79797858|0.4347718229999999|555.4133255|-1468.267194|2607.322873|-19.56380872|0.315293811|8.648671382|0.76919701|235.2620007|-1095.573288|38.29242013|0.025888799|-275.6435167|2144.375527|781.8210659|1.0|1.0|2.0|3.61|2.27|-8.76|3.08|3.41|0.0|132.15|0.0|1.0|7.0|35.0|-7.67|463.49|0.0|0.0|2.36|-4.11|0.0193|7.69e-05|2.05|0.0|0.0|8e-07|-0.06398|5.0397|3.5809|-1537.071348|740.07|1277.14|346.24|246.01|567.03|0.66605|0.0623|4.5288|-0.21478|0.04718381|-1536.823574|6.5658|7.3188
5_a4|0.0|0.0|7.535296702|1|1|2.166832955|-0.196773454|5.4161004020000005|2|0.035994832|0.012532807|0.011630756|10.92992834|-0.134215501|1|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|0.767615203|-0.229773463|0.820886786|0.650346601|-0.050732198|0.431132276|0.008047242|-27.26045038|-36.64215945|13.96974087|-0.025201292|-19.68930579|2.323516519|0.807351587|-14.64813624|41.76764149|-13.54166762|31.58455727|0.413773331|506.7916175|-622.9167106000001|1896.178084|-7.276482574|0.192648413|5.758733969|0.7058248159999999|103.5177395|-334.71819839999995|16.77294978|0.009538616|-330.3047347|771.5556899000001|518.5792364|1.0|1.0|0.0|3.27|3.08|-7.96|4.89|4.67|0.0|104.89|0.0|1.0|3.0|26.0|-5.57|340.42|1.0|1.0|3.89|-4.84|0.00925|1.4499999999999998e-05|3.95|0.0|0.0|3.71e-06|-0.04892|4.8582|4.0239|-1069.27374|595.55|1013.0|308.12|255.2|421.24|0.6019899999999999|67.0|2.7859|-0.21857|0.02251645|-1069.102899|3.1619|7.1487
12bb_a36|3.3296932480000003|0.0|7.412764017000001|2|2|0.0|-0.07834963|5.351858133|2|0.04625323|0.096309833|-0.006877664|10.96022185|-0.027636036|1|1|-0.004358975|0.2463876689999999|-0.098027247|0.836170906|-0.045186455|0.892249657|0.632625562|-0.090660196|0.314702945|0.022069757|-58.19935506|-73.39466247|88.91215764|-0.038872447|-47.11573753|9.094955748|0.719294078|-37.36110291|88.14984373|-24.95418524|72.36704599|0.4808928389999999|442.2064275|-1247.709262|2458.790147|-16.01935076|0.280705922|7.854524291000001|0.926384521|180.1992964|-800.967538|34.69260487|0.022984922|-281.5518699|1734.6302440000002|593.6088758|1.0|0.0|2.0|4.72|0.0|-7.12|3.55|3.0|0.0|123.67|0.0|1.0|5.0|31.0|-6.8|417.41|1.0|0.0|2.44|-4.32|0.0424|4.81e-05|2.88|0.0|0.0|3.17e-05|-0.0566799999999999|5.2382|3.8001|-1431.4091|667.88|1120.72|326.27|236.69|515.92|688.0|0.0736|6251.0|-0.21175|0.03421884|-1431.238418|8657.0|8.0
8a_a12|0.0|0.0|0.0|1|1|0.0|0.082323047|0.0|3|0.0420317459999999|-0.205012437|-0.001510006|10.95472846|-0.084035283|0|0|0.000249868|-0.3422915179999999|-0.135424346|0.763500863|-0.146966854|0.8157289759999999|0.862306783|-0.05926895|0.221703535|0.010336879|-30.69873711|-48.195997|46.32568673|-0.033836466|-24.96342938|2.773166902|0.791430726|-15.90061008|55.45388635|-17.52581709|36.0527909|0.46777503|462.3571879|-771.1359521|2093.2274030000003|-9.077610683|0.208569274|5.113243051|0.878904705|108.02980890000002|-399.41487|22.14447395|0.014012546|-301.89687089999995|974.3568539|464.1781753|1.0|1.0|1.0|4.06|3.06|-7.89|3.87|2.5|0.0|105.24|0.0|1.0|3.0|25.0|-6.04|327.38|1.0|1.0|3.1|-4.21|0.0408|6.19e-05|3.18|0.0|0.0|4.2e-06|-0.06246|3.9091|3.9091|-1046.0428949999998|556.3|952.71|317.17|317.17|424.14|0.6309100000000001|0.2486|3.6588|-0.2194199999999999|0.02180654|-1045.902509|5.4032|6.7011
25_a47|0.0|0.0|6.86171134|0|0|1.234859637|0.037667531|4.727387819|2|0.043695652|-0.055724653|-0.003963349|10.94972207|0.002716049|1|1|-0.00269275|-0.120903298|-0.108691353|0.8462332770000001|0.004104478|0.906449648|0.622598899|-0.073339312|0.574771479|0.020224271|-44.52300552|-53.40631957|11.20142696|-0.031278972|-32.42203672|7.453635586|0.6238742279999999|-27.0291331|71.17072517|-18.98891362|56.80080434|0.4760601829999999|477.748546|-854.5011131000001|1514.111398|-11.52783528|0.376125772|6.951055196|0.908616158|228.3393366|-518.7525876|30.43708613|0.029261935|-150.4037281|1369.668876|513.2159236|0.0|1.0|2.0|3.26|3.27|-8.01|3.29|4.95|0.0|109.7|0.0|1.0|5.0|29.0|-6.3|410.83|0.0|1.0|3.62|-4.82|0.00417|1.52e-05|3.53|0.0|0.0|4.02e-06|-0.06331|4.8002|3.9878|-1735.414386|626.55|1062.81|310.91|258.29|491.7|0.68761|0.0702|3.8832|-0.22919|0.0285712999999999|-1735.279715|5.1625|7.8
18b_a25|0.0|0.0|6.842683282|0|0|1.824998189|-0.147813831|4.727387819|2|0.038137255|-0.018632104|0.006181503|10.31286058|0.0009956189999999|1|1|0.00598031|-0.032776381|-0.034703635|0.7723870909999999|0.001715854|0.8333962429999999|0.6915652390000001|-0.063132226|0.348987182|0.01278627|-44.30110081|-55.18621997|80.36582704|-0.0305838929999999|-38.7252349|6.296086869|0.7847794690000001|-31.08693686|64.81723515|-21.46130777|53.27347337|0.493622561|656.9874135|-1158.910619|2327.4502850000003|-15.05981357|0.215220531|8.654596906|0.974811521|151.02439719999998|-813.229933|27.34692815|0.013724883|-399.6704921|1476.7341199999998|809.2903831|1.0|1.0|1.0|3.58|3.56|-9.84|5.93|5.59|1.0|138.56|0.0|1.0|6.0|34.0|-5.93|460.55|0.0|1.0|4.35|-5.71|0.000132|1.95e-06|4.48|0.0|0.0|6.690000000000001e-08|-0.07066|5.5437|3.6826|-1767.52411|728.12|1284.89|336.67|223.65|612.24|0.54166|0.0468|2.8141|-0.22145|0.03002332|-1767.286778|2752.0|7.2924
12l_a30|0.0|-4.712037416|7.412764017000001|2|2|0.0|0.157020295|5.351858133|2|0.044036281|-0.102468864|-0.00695299|10.31162828|-0.02588969|1|1|-0.004395528|-0.300262845|-0.077457998|0.830875659|-0.0395239879999999|0.883029843|0.593245722|-0.0905026719999999|0.37422435|0.0154211289999999|-63.31694493|-76.82494797|103.5499036|-0.045581702|-53.74781658|7.548024079|0.8218150790000001|-44.29742723|88.64610824|-31.88960104|74.10578426|0.462727396|583.6736326|-1690.148855|2394.793539|-22.31041443|0.178184921|9.258542907|0.861252543|124.6606826|-1182.451965|38.8038646|0.016896687|-450.2927313999999|2056.604824|696.6414817000001|1.0|0.0|1.0|4.72|0.0|-7.18|4.43|4.78|0.0|133.96|0.0|1.0|7.0|34.0|-5.66|482.48|0.0|0.0|3.42|-5.92|9.63e-05|1.2e-06|5.05|0.0|0.0|3.19e-05|-0.0545299999999999|5.0454|3.5245|-1988.033039|729.17|1223.54|351.78|245.74|574.72|0.68488|0.1574|2.5031|-0.20397|0.03406276|-1987.848331|2.9851|7.2154
9n_a24|2.961528903|0.0|6.605297921|0|0|0.0|-0.2452954769999999|4.59511985|2|0.024179894|-0.141205159|0.008307337|10.94875265|-0.03088354|1|1|0.008809179|-0.22754075|-0.12451554|0.7584388259999999|-0.058520736|0.804201677|0.755793189|-0.052106597|0.331008994|0.017608478|-35.21502941|-52.53031811|48.691073|-0.026905672|-35.50139138|8.042526681|0.652126509|-23.79925701|67.36550766|-18.18357165|47.11530904|0.4331595789999999|611.3234977000001|-945.545726|1361.307012|-12.28894317|0.347873491|8.232847909|0.764164944|235.1021924|-639.0250449|27.88350328|0.021951174|-205.6223122|1449.942171|631.9206508|1.0|1.0|1.0|3.17|2.6|-8.64|4.41|4.14|0.0|114.29|0.0|1.0|7.0|29.0|-6.47|385.46|1.0|0.0|3.13|-4.29|0.0278|5.14e-05|3.07|0.0|0.0|8.909999999999999e-07|-0.03818|4.9139|4.1028|-1239.1274939999998|686.19|1155.03|302.2|252.31|587.05|0.63085|0.0334|2.8552|-0.20399|0.03188309|-1238.917278|4.8123|7.7212
12as_a36|3.447017327|0.0|7.412764017000001|2|2|0.0|-0.051208473|5.351858133|2|0.041728395|0.096454203|0.000584134|10.95347588|-0.025398105|1|1|0.0018565629999999|0.162571317|-0.098698552|0.817372883|-0.04244711|0.869455765|0.770400825|-0.082748367|0.291030086|0.019229943|-55.75872553|-73.78005999|88.17694537|-0.037824788|-49.71556877|8.731418812000001|0.768125394|-37.57216725|85.53474971|-25.48765709|68.71652969|0.454761514|519.1478419|-1401.82114|2365.632846|-17.17446921|0.231874606|8.768282531|0.834059821|156.2451686|-944.5958066|33.18163581|0.017444469|-361.3444194|1824.98997|716.9974499|1.0|0.0|2.0|4.86|0.0|-6.89|3.16|2.09|0.0|133.95|0.0|1.0|6.0|32.0|-7.21|423.47|0.0|0.0|1.84|-3.95|0.0653|0.000112|2.36|0.0|0.0|5.4600000000000006e-05|-0.05789|4.5202|3851.0|-1385.601917|712.04|1207.35|321.96|274.29|568.52|0.68211|0.2402|4.8580000000000005|-0.21419|0.03674596|-1385.384524|6.8556|7.2291
12aj_a36|3.482902101|0.0|7.412764017000001|2|2|0.0|-0.056210607|5.351858133|2|0.043848238|0.064171987|0.002951176|10.95354213|-0.042227364|1|1|0.003962098|0.1087087|-0.104118159|0.812278823|-0.072770961|0.8632656809999999|0.856274847|-0.073002742|0.251263868|0.018305468|-46.79363201|-65.89100364|82.34300699|-0.0368515929999999|-42.23511741|7.521007149|0.77492734|-29.99399664|76.5855549|-23.62130319|58.52715472|0.47532973|530.0854761|-1251.929069|2275.825451|-15.14089115|0.22507266|8.056502837|0.905958957|144.26810480000003|-802.4672307|30.48195872|0.016684569|-352.4483722|1615.543812|662.0530478999999|1.0|0.0|2.0|4.84|0.0|-6.97|3.24|2.19|0.0|128.72|0.0|1.0|5.0|30.0|-6.55|395.46|1.0|0.0|2.14|-4.3|0.0274|5.05e-05|3.04|0.0|0.0|4.270000000000001e-05|-0.05275|5.2301|3.6017|-1272.27339|682.84|1157.64|344.24|237.06|539.55|0.70423|0.0082|5.8554|-0.20093|0.03225532|-1272.060325|7.8393|7.7696
12an_a36|3.489959714|0.0|7.412764017000001|2|2|0.0|-0.05423417|5.351858133|2|0.042739018|0.0966393909999999|0.00285431|10.33556631|-0.031635802|1|1|0.003710345|0.170355752|-0.07550872|0.8344566859999999|-0.055405405|0.885733922|0.855081905|-0.073519599|0.270501913|0.0173118669999999|-49.67568778|-71.0446809|82.43567331|-0.036995649|-48.0034364|7.903608682000001|0.783512615|-33.56484523|81.70091433|-24.99720254|61.37296195|0.44576647|565.1654879|-1349.848937|2399.367452|-16.89009799|0.216487385|8.773001855|0.8042935809999999|146.2760938|-912.0652916|31.9040205|0.015771136|-383.1273396|1722.817107|725.9470896|1.0|1.0|2.0|4.85|0.0|-7.05|3.33|2.61|0.0|135.47|0.0|1.0|6.0|31.0|-6.64|427.52|0.0|0.0|2.33|-4.51|0.0061|3.09e-05|3.19|0.0|0.0|3.83e-05|-0.05561|5.1771|3.7872|-1670.452238|718.98|1215.98|327.38|239.49|571.76|0.69094|0.0644|4.3963|-0.21035|0.0345115999999999|-1670.244686|6.2182|7.3979
