molecula|SaaNH|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|BIC2|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
3a_a12|0.0|0.0|0.0|1|1|0.0|0.13714555|0.0|2|0.032544803|-0.1231529169999999|-0.0025830939999999|10.95455336|-0.0161799839999999|0|0|-0.001011111|-0.205054123|-0.072889493|0.7038021990000001|-0.032466697|0.759068438|0.8847197109999999|-0.07121814|0.241900756|0.009433302|-34.84701355|-44.430225|71.11710277|-0.034924502|-21.73969523|2.258466332|0.781050096|-17.05063286|52.21461165|-17.08854808|39.46272532|0.462077145|426.6622302|-666.453375|1050.730179|-8.361421244|0.2189499039999999|5.924949067000001|0.859002624|107.1321197|-326.0954285|21.87893986|0.015909241|-275.0354486|853.2786545|381.0058252|1.0|1.0|1.0|3.84|2.74|-7.5|3.43|2.49|0.0|97.52|0.0|1.0|3.0|23.0|-5.88|298.34|1.0|1.0|2.98|-4.06|0.0745|8.8e-05|3.15|0.0|0.0|9.33e-06|-0.06829|4.2336|3.7304|-951.3711872|528.84|875.71|332.36|292.86|383.08|0.66895|128.0|1.3824|-0.22157|0.023184956|-951.264072|1.9332|6.7122
18_a20|3.463603867|0.0|6.842683282|0|0|0.0|0.1160337319999999|4.727387819|2|0.0396875|0.163548857|-0.005614194|10.93301779|-0.054458882|1|1|-0.004071701|0.268927191|0.001996439|0.7602869659999999|-0.090732503|0.8162774979999999|0.778639593|-0.0927760219999999|0.356461863|0.0108136339999999|-61.73239771|-63.36348363|318.5587088|-0.035934845|-42.1615378|4.787695004|0.8109110409999999|-41.07622672|72.31812218|-23.91074854|68.92770059|0.483668611|506.6038164|-1267.269673|1822.210286|-15.91001426|0.1890889589999999|8.011174137000001|0.936740671|125.81822920000002|-843.230756|29.4862782|0.013457694|-413.7552685|1562.772745|712.1606951|1.0|1.0|2.0|3.48|2.76|-10.0|5.54|4.69|0.0|125.07|0.0|0.0|5.0|32.0|-6.13|419.48|0.0|1.0|3.78|-5.16|0.00107|6.91e-06|3.85|0.0|0.0|4.17e-08|-0.05604|5.9778|3.5355|-1352.364724|703.24|1204.88|350.69|207.41|531.11|0.6953699999999999|0.2011|5.3978|-0.20289|0.03787435|-1352.135304|8.0505|7.4685
4R4k_a46|0.0|0.173180233|7.825245291|1|1|2.145043462|-0.050636784|5.587248657999999|1|0.0510113959999999|-0.104665424|0.006550513|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|0.7477594870000001|-0.141706595|0.787615341|0.784722915|-0.089699228|0.237621572|0.007883196|-47.73036108|-45.72566346|173.3171354|-0.030434186|-24.33134018|2.232103603|0.866681099|-25.39807111|49.58292992|-16.19450581|51.92513282|0.465590034|473.9155694|-777.3362788|1767.850427|-8.617349646000001|0.133318901|5.522208638|0.871222588|70.94107067|-413.632783|18.68565706|0.007248925|-390.2334878|896.9115391|519.5743695|1.0|1.0|1.0|3.8|3.12|-6.61|4.26|4.77|0.0|100.96|0.0|1.0|2.0|25.0|-5.46|333.43|1.0|1.0|3.81|-4.83|5.0|1.4800000000000002e-05|4.05|0.0|0.0|8.28e-05|-0.02045|5.2965|4.1392|-1053.439174|565.94|994.13|299.53|234.09|490.83|0.68404|0.1008|1.8559|-0.19529|0.0257622|-1053.254911|1.9753|7.0132
12v_a30|0.0|0.0|7.412764017000001|2|2|0.0|0.037440652|5.351858133|2|0.04625323|-0.099831334|0.002431329|10.31162873|-0.04950715|1|1|0.001805829|-0.173424818|-0.0493878409999999|0.83236194|-0.080971844|0.889479916|0.711738503|-0.077138874|0.404950755|0.015823709|-52.18846092|-65.72041011|82.09302037|-0.037666615|-44.46327619|7.242869835|0.806069067|-35.30820865|75.73440678|-25.48342433|62.89402328|0.478535287|575.1512171|-1248.687792|2483.120571|-17.2408622|0.193930933|8.114588039|0.917675298|131.2043645|-844.8022477|31.6144427|0.014801518|-414.1432908000001|1549.107692|685.6665849999999|1.0|0.0|1.0|4.62|0.0|-7.8|5.11|3.92|0.0|137.3|0.0|1.0|5.0|31.0|-5.52|467.37|0.0|1.0|3.59|-6.04|0.000123|9.14e-07|5.12|0.0|0.0|7.39e-06|-0.0563|3.5507|3.5507|-2494.963646|715.58|1209.1|349.18|349.18|573.82|0.68405|0.1601|2.9171|-0.20681|0.03495552|-2494.802821|4105.0|7.6596
1g_a5|2.942391606|0.0|6.605297921|0|0|0.0|-0.203595168|4.59511985|2|0.027447447|-0.011534568|0.00683534|10.94875199|-0.0353243789999999|1|1|0.006957291|-0.019057802|-0.010807075|0.7778380309999999|-0.067172264|0.8393686990000001|0.717355058|-0.070108797|0.39389953|0.020418692|-37.59983870000001|-39.8807456|74.51397212|-0.027205531|-21.388323|5.8729303|0.61393343|-20.16505667|54.34919851|-14.59051668|48.55052611|0.4713154089999999|464.3994751|-598.211184|832.7655896000001|-7.824996219|0.38606657|7.312498266|0.891486942|207.0502037|-320.82484500000004|23.76563316|0.02697793|-122.2065919|974.3909596|422.96706330000006|1.0|1.0|1.0|2.79|2.12|-8.14|4.5|4.21|0.0|96.98|0.0|1.0|4.0|25.0|-6.15|328.37|1.0|1.0|3.09|-4.2|0.0304|6.29e-05|3.03|0.0|0.0|2.36e-06|-0.0393|4.7822|4.1733|-1065.846194|572.15|961.17|297.09|259.26|448.93|0.66164|0.0504|3.4883|-0.20972|0.02730461|-1065.727193|5.2707|6.9393
47s_a18|0.0|0.0|7.03438793|1|1|0.0|0.026229332|4.844187086|0|0.035632184|-0.026883417|0.002573931|10.94702059|-0.031515152|0|0|0.003686393|-0.040169986|-0.168728915|0.712629555|-0.0540701129999999|0.745196689|0.716761234|-0.070258863|0.306379663|0.008446541|-53.18668656|-61.36410696|10.92659868|-0.030108416|-46.45326408|4.840414512|0.820470855|-40.26287221|69.29837549|-22.79238258|59.58080589|0.4740142|640.0051571|-1595.466781|1529.863965|-17.25406952|0.179529145|9.811856136|0.901192009|135.90542109999998|-1207.784866|27.77963709|0.010481057|-485.1995077|1944.574596|1093.725912|1.0|1.0|2.0|4.41|0.0|-9.42|4.06|3.93|1.0|149.34|0.0|1.0|10.0|36.0|-5.96|482.62|1.0|0.0|3.19|-5.45|0.000539|3.53e-06|4.62|0.0|0.0|1.84e-07|-0.0491399999999999|3218.0|3218.0|-1534.196027|809.4|1435.42|385.29|385.29|736.36|0.6926800000000001|0.5203|2.3134|-0.18109|0.02195039|-1533.809351|2.9991|6.2104
12e_a30|0.0|0.0|7.412764017000001|2|2|0.0|-0.0026669809999999|5.351858133|2|0.041767677|-0.010682095|0.0043261129999999|10.31162844|-0.055954785|1|1|0.0053380919999999|-0.018475151|-0.089279071|0.8246767140000001|-0.097868612|0.876441789|0.7933543279999999|-0.07914783|0.407218612|0.024254701|-52.50202674|-65.04681137|106.2790684|-0.035153347|-43.14823836|10.6725953|0.7071208529999999|-34.82676424|80.10232244|-23.31866823|68.59117243|0.46715936|541.7533217|-1235.889416|2392.685958|-15.46823639|0.292879147|8.069355055|0.8767337279999999|194.2788429|-819.8165288|32.97692061|0.022696477|-274.7836441|1747.776792|704.0353382000001|1.0|1.0|1.0|4.72|0.0|-6.74|3.89|2.63|0.0|133.77|0.0|1.0|6.0|31.0|-6.19|428.51|0.0|0.0|2.57|-4.93|0.00154|1.19e-05|3.84|0.0|0.0|7.87e-05|-0.05044|5.0412|3.4747|-1690.3021629999998|709.98|1201.05|356.82|245.94|562.76|0.68605|151.0|5551.0|-0.19804|0.03344515|-1690.092998|6.1598|7.9431
11_a33|3.221176304|0.0|7.686621335|0|0|0.0|-0.151505631|5.6869753560000005|0|0.034984568|0.055664124|-0.003303432|10.31100126|-0.008908194|3|3|-0.00103193|0.105574347|-0.122478641|0.85401347|-0.014463304|0.921896958|0.781083337|-0.070841241|0.229250542|0.033701864|-34.4118011|-50.94714637|45.43139569|-0.030847481|-24.74805685|7.95236684|0.552878386|-16.71585694|68.11455221|-14.98445481|50.78279943|0.4673066279999999|416.4353629|-509.4714637|979.349175|-7.278840251|0.447121614|5.24049311|0.8772525659999999|217.193541|-247.4805685|27.10262364|0.035341374|-51.37234937|921.4892038|335.4799765|1.0|1.0|1.0|3.19|2.31|-6.23|5.77|4.13|0.0|89.77|0.0|1.0|3.0|22.0|-5.97|328.41|0.0|1.0|3.28|-4.38|0.00109|4.13e-05|3.28|0.0|0.0|0.000194|-0.05806|3.5049|3.5049|-1669.324638|506.55|858.89|353.74|353.74|378.1|0.70381|0.5408|3.1406|-0.19938|0.02055276|-1669.251123|4.5998|8.3188
9_a47|0.0|0.0|0.0|0|0|0.0|0.00410268|0.0|2|0.037492877|-0.043270202|-0.009607222|10.93671087|0.045804989|0|0|-0.007880155|-0.091848897|-0.021556658|0.792070785|0.075092937|0.853035126|0.689770023|-0.084368438|0.492394184|0.009540986|-44.13640712|-50.70744657|107.3271659|-0.036925422|-26.52703503|2.611122094|0.790651977|-23.08946904|58.96976407|-19.3171225|49.12766732|0.482896681|421.2052248|-811.319145|1333.091472|-10.10553715|0.209348023|5.653392499|0.93384951|109.5180831|-424.4325604|24.43189048|0.015793737|-304.1026787|1026.1394|442.7664664|1.0|1.0|2.0|2.87|2.78|-8.47|4.61|5.61|0.0|101.46|0.0|1.0|3.0|26.0|-5.26|345.37|0.0|1.0|4.09|-5.2|0.00148|6.3e-06|4.43|0.0|0.0|1.17e-06|-0.05037|5.7429|3.7183|-1149.090086|566.1|959.59|333.44|215.89|406.35|0.69084|0.2208|2.2966|-0.20488|0.03463008|-1148.949486|3.4815|7.6
18d_a25|0.0|0.0|6.842683282|0|0|1.918453956|-0.0881447869999999|4.727387819|2|0.042843137|-0.031867489|0.006452854|10.31285314|0.016982601|1|1|0.0062422|-0.055336237|-0.035684977|0.780221059|0.029728702|0.838260077|0.696372329|-0.061527513|0.278576218|0.011158458|-46.31109519|-57.45144813|70.58850837|-0.0281209329999999|-43.24308488|6.3217245360000005|0.75793699|-34.85786147|68.15463481|-21.166323|54.70994625|0.476833495|705.8822532|-1206.480411|2625.142499|-15.93166285|0.24206301|9.479218984|0.911437354|182.1982146|-908.1047824|27.92623037|0.014219928|-388.2927768|1591.795131|883.4030667999999|1.0|1.0|1.0|3.66|3.57|-10.23|6.33|5.98|1.0|143.37|0.0|0.0|7.0|35.0|-6.21|474.58|0.0|1.0|4.5|-5.54|0.00026|2.86e-06|4.21|0.0|0.0|2.81e-08|-0.07287|5.6512|3.6392|-1806.848384|792.79|1358.25|340.69|219.39|664.72|0.6823899999999999|0.0389|3.2353|-0.2201|0.03560672|-1806.582751|4.3658|6.6345
1b_a5|2.881451247|0.0|6.605297921|0|0|0.0|-0.250420203|4.59511985|2|0.0248765429999999|-0.095857885|0.003886035|10.94890233|-0.028797464|1|1|0.003708988|-0.220946861|0.019611905|0.759794937|-0.054153474|0.827319059|0.558485747|-0.07823203|0.341795323|0.010803163|-39.38248661|-38.87394276|168.30518769999998|-0.031306145|-19.56938257|2.737713392|0.7324812509999999|-19.82538668|48.55415504|-15.75970652|44.82086533|0.474445758|407.1693177|-583.1091414|919.9167129|-7.933533473|0.267518749|6.11909445|0.90275317|134.6705884|-293.5407385|21.51550842|0.019229427|-234.0649914|796.0738116|357.34245360000006|1.0|1.0|1.0|2.75|1.81|-8.3|4.88|4.76|0.0|90.44|0.0|1.0|3.0|24.0|-5.99|316.33|1.0|1.0|3.38|-4.3|0.0336|4.970000000000001e-05|3.16|0.0|0.0|1.58e-06|-0.04135|4789.0|4.6481|-1050.538976|536.59|892.61|266.74|258.89|388.58|0.43728|87.0|2891.0|-0.23055|0.03246637|-1050.462425|4.3687|7.2291
12d_a30|0.0|0.0|7.412764017000001|2|2|0.0|0.041181359|5.351858133|2|0.042804233|-0.092984185|0.005613018|10.31162861|-0.075816941|1|1|0.005965451|-0.162129948|-0.053644471|0.8017873000000001|-0.130412856|0.8532172109999999|0.7991060659999999|-0.073829724|0.366319099|0.015567102|-47.69710881|-60.88281322|85.1932288|-0.036246039|-39.33285959|6.497247279|0.8143892140000001|-30.81433963|69.55534551|-23.41646662|57.75411196|0.4572733479999999|544.6198897999999|-1217.656264|2323.480646|-15.12802292|0.185610786|7.557073995|0.84254817|119.91237920000002|-786.6571918999999|28.75340957|0.013424098|-406.2173266|1495.177298|686.039456|1.0|0.0|1.0|4.75|0.0|-7.01|4.35|2.93|0.0|132.24|0.0|1.0|5.0|30.0|-5.81|412.51|0.0|1.0|2.91|-5.15|0.0009119999999999|7.05e-06|4.23|0.0|0.0|4.02e-05|-0.05119|3.4821|3.4821|-1615.095823|695.57|1176.22|356.06|356.06|545.94|0.68608|149.0|4434.0|-0.1991|0.03187624|-1614.894406|4.8843|7.9508
3j_a32|3.564417045|0.0|8.234564993|0|1|0.0|0.0053427669999999|6.3044488020000005|0|0.037373737|-0.029763115|-0.000202965|10.31100276|-0.052622352|3|3|0.001173363|-0.055211759|-0.052818794|0.824282683|-0.084553991|0.8884057059999999|0.7557114|-0.070289671|0.27811778|0.013773753|-37.33051857|-50.46105839|47.55031019|-0.030815085|-26.79963418|3.885056172|0.7487739999999999|-19.82606536|58.58770587|-16.36574867|44.64569478|0.4482615029999999|459.4516326|-605.5327007000001|1778.1826620000002|-8.691773249|0.251226|5.900829539|0.812452828|133.42496409999998|-321.5956102|21.85672669|0.015301673|-264.245436|808.6988876|398.2788055|1.0|1.0|1.0|3.27|3.0|-6.69|6.68|4.93|0.0|95.74|0.0|1.0|3.0|23.0|-5.6|338.45|0.0|1.0|4.09|-4.8|0.0004089999999999|1.58e-05|3.89|0.0|0.0|6.86e-05|-0.05361|3.4982|3.4982|-1671.507439|564.55|934.19|354.42|354.42|405.19|0.7028|0.3005|3.6238|-0.19859|0.02833407|-1671.402462|5.9266|8.0969
14ae_a23|0.0|0.0|7.423568444|0|0|3.338149829|-0.033049777|5.351858133|2|0.042903564|0.026913008|0.008996289|10.31321689|0.0289586779999999|2|2|0.009675528|0.047563299|-0.143336826|0.7830067820000001|0.0469453379999999|0.8356326820000001|0.7317531540000001|-0.065169397|0.202342743|0.03467374|-46.69131269|-62.38566188|111.4422142|-0.0269140239999999|-44.69687612|17.79858399|0.53040766|-33.45249142|87.09501229|-19.28284095|71.53368511|0.479058976|625.0131414|-1060.556252|2575.36078|-13.81539807|0.46959234|8.123993885|0.919603093|336.444465|-759.846894|36.35475577|0.034488074|-43.57178809|1999.511567|770.8206617000001|0.0|1.0|1.0|3.74|3.76|-7.6|3.48|4.03|1.0|133.27|0.0|1.0|7.0|34.0|-6.68|471.53|0.0|0.0|3.44|-5.08|0.000753|8.22e-06|3.52|0.0|0.0|1.17e-05|-0.07122|3.6036|3.6036|-1858.967022|751.57|1285.52|344.06|344.06|627.57|0.58144|0.3205|7.0211|-0.21659|0.01449323|-1858.7404850000005|9.5944|8.6038
3f_a32|3.553167045|0.0|7.773594467000001|0|0|0.0|0.0067550119999999|5.733341277|0|0.042380952|-0.062954205|0.001276735|10.31100273|-0.110286539|3|3|0.002565215|-0.112493266|-0.074808287|0.820782305|-0.1743238839999999|0.871865543|0.786074011|-0.073433055|0.3217719189999999|0.011897886|-41.40131823|-54.8993954|47.97543149|-0.030139709|-30.95210106|3.78194259|0.78919828|-23.34192893|61.47296003|-16.99267001|48.1093075|0.435176082|492.7734095|-713.6921402|2130.756016|-9.580412233|0.21080172|6.153728636|0.770463268|118.8493262|-402.3773138|21.53155987|0.011659458|-326.0981041|904.3255145|475.3634141|1.0|1.0|1.0|3.9|3.31|-7.31|7.18|5.63|0.0|102.66|0.0|1.0|4.0|24.0|-5.03|354.49|0.0|1.0|4.63|-5.4|4.53e-05|3.96e-06|4.83|0.0|0.0|1.73e-05|-0.05315|3.5569|3.5569|-1712.0610190000002|604.9|1006.92|348.58|348.58|488.74|0.70255|293.0|3.4678|-0.2006099999999999|0.02606687|-1711.9193289999998|5.7161|8.0458
4_a3|0.0|0.0|6.823286122000001|0|0|0.0|0.2122551539999999|4.727387819|1|0.035345345|-0.08769805|-0.008407895|10.31162267|0.0248526079999999|1|1|-0.007022144|-0.208888686|0.053425134|0.721302096|0.041477445|0.785381728|0.628171026|-0.110345083|0.5842630360000001|0.008006786|-52.4583525|-46.9200748|235.6982345|-0.039478171|-22.30593113|1.809595554|0.866976271|-24.93884341|51.71950126|-18.76802992|56.26480013|0.415852758|352.05186289999995|-656.8810472|1548.626215|-8.922372453|0.133023729|5.05182773|0.711897153|63.23984222|-312.2830359|21.6476858|0.0100954959999999|-348.9230345|757.6690029|347.9532383|1.0|1.0|1.0|2.94|2.6|-7.53|5.3|5.17|0.0|92.65|0.0|1.0|2.0|23.0|-5.21|321.37|0.0|1.0|4.09|-5.09|0.00065|8.22e-06|4.3|0.0|0.0|9.48e-06|-0.0584299999999999|5.9341|3.4771|-1355.332318|504.29|858.45|356.58|208.93|338.33|0.6896|119.0|2.3542|-0.20826|0.02921941|-1355.239905|3.1409|5.9
14n_a23|0.0|0.0|7.423568444|0|0|3.3716621960000004|0.009802461|5.351858133|2|0.045165485|0.079559363|0.010561248|10.3132176|-0.059870135|2|2|0.010508236|0.144230149|-0.110069159|0.802854174|-0.099694124|0.861597051|0.71381683|-0.058928845|0.209387766|0.027028617|-39.82324087|-55.70499288|97.93357279|-0.032325501|-37.64460956|12.34358104|0.6868205409999999|-26.91195666|72.09248208|-21.84509525|58.08878013|0.469606631|603.6615822000001|-1114.099858|2195.877777|-14.76259199|0.313179459|8.662092555|0.885393105|211.642042|-752.8921912999999|31.80611809|0.0242495529999999|-252.5011125|1622.112023|683.7405759|0.0|1.0|1.0|3.53|3.66|-7.51|3.42|4.03|1.0|126.78|0.0|1.0|6.0|32.0|-6.47|441.51|0.0|0.0|3.48|-5.02|0.0010199999999999|9.57e-06|3.55|0.0|0.0|1.3699999999999998e-05|-0.06951|3.4217|3.4217|-1744.450916|710.48|1209.95|362.35|362.35|575.71|0.6955|0.4229|5.2196|-0.2077099999999999|0.02300614|-1744.244532|7.2975|9.2441
7d_a10|0.0|0.0|7.535296702|1|1|2.087763133|-0.117302383|5.4161004020000005|2|0.041369509|-0.042667459|0.00870171|10.929819300000002|-0.0325418129999999|1|1|0.008513576|-0.09209689|-0.041520889|0.809056885|-0.051603612|0.869684772|0.525816226|-0.059327943|0.421731106|0.010495008|-31.47566249|-37.61597161|12.32220006|-0.024733154|-19.95666068|2.9540236560000004|0.729585423|-16.69900016|45.08492005|-13.12185056|37.04365163|0.484115691|446.2091497|-564.2395741|1597.531619|-6.961625817000001|0.270414577|6.100927672|0.938419104|143.4649092|-299.34991010000005|17.98535187|0.014078094|-243.607074|773.3701306|460.1866123|1.0|1.0|0.0|3.21|3.21|-7.83|4.92|4.97|0.0|100.04|0.0|1.0|2.0|26.0|-5.83|344.38|1.0|1.0|3.95|-4.72|0.0206|1.9e-05|3.62|0.0|0.0|5.04e-06|-0.05634|5.8433|3.8856|-1129.198363|574.87|970.29|319.09|212.18|417.68|0.68393|0.0941|3.0178|-0.21965|0.02250617|-1129.0552810000002|3.4695|6.0325
13a_a30|0.0|0.0|7.412764017000001|2|2|0.0|0.113424769|5.351858133|2|0.042560386|-0.036541822|-0.003436924|10.31162842|-0.0351777|1|1|-0.002215642|-0.065043716|0.003429114|0.8303425640000001|-0.058608635|0.885516463|0.802578397|-0.109682335|0.478381813|0.01856512|-74.02777574|-76.60916637|381.9643801|-0.042832838|-51.70573895|8.456950359|0.799862466|-49.96348386|88.22659517|-28.90911938|86.55791128|0.4661332179999999|470.0167988|-1532.183327|2520.165025|-19.5115996|0.2001375339999999|8.066980235|0.873126469|135.07860209999998|-1034.114779|36.14261279|0.017212819|-404.771677|1915.558478|713.7769663|1.0|0.0|2.0|4.76|0.0|-6.19|3.04|1.72|0.0|135.37|0.0|1.0|6.0|32.0|-7.05|441.51|0.0|0.0|1.91|-4.3|0.00427|5e-05|2.74|0.0|0.0|0.000288|-0.0555|5.0535|3.5288|-1744.491614|721.66|1211.54|351.35|245.34|541.59|0.6845600000000001|0.1603|0.7158|-0.20503|0.04590378|-1744.281248|1.4855|7.8665
14a_a23|0.0|0.0|7.423568444|0|0|3.39397765|0.050806184|5.351858133|2|0.042992424|0.0446402609999999|0.012219066|10.31321831|-0.071842463|2|2|0.011363191|0.083206288|-0.073893976|0.7556436440000001|-0.123790952|0.816237166|0.6888154959999999|-0.055677662|0.225448915|0.019504497|-35.20994211|-50.79675604|38.57988954|-0.0341809229999999|-32.12331106|7.800158102999999|0.7807587890000001|-22.26638099|61.36268093|-21.61564087|47.54437201|0.462434482|580.9612768999999|-1015.935121|2173.7139190000003|-13.66949407|0.219241211|7.668841725|0.8602383659999999|138.6457355|-642.4662212000001|27.68542751|0.016707951|-355.0975547|1301.215093|601.8533922|1.0|1.0|1.0|3.41|2.86|-7.41|3.36|4.02|1.0|120.28|0.0|1.0|5.0|30.0|-6.27|411.48|0.0|0.0|3.37|-4.96|0.00139|1.1e-05|3.58|0.0|0.0|1.6100000000000002e-05|-0.07379|3.7119|3.7119|-1629.928331|665.5|1134.02|334.02|334.02|516.58|0.6289100000000001|0.3764|5.8775|-0.2238099999999999|0.0216412|-1629.748476|8.3962|8.5498
1d_a5|2.79978458|-4.455320158|6.605297921|0|0|0.0|-0.133500214|4.59511985|2|0.030074074|-0.118028278|-0.0012491689999999|10.94437658|-0.010183824|1|1|-0.000700145|-0.389011185|0.001493879|0.7595197290000001|-0.015804188|0.821309592|0.513260607|-0.088396743|0.6271150670000001|0.007937625|-47.76176205|-46.58221594|204.4506579|-0.036640804|-25.16889922|2.317281143|0.770504115|-25.80622135|56.83734591|-19.79744178|52.05055075|0.471074204|484.3911442|-791.897671|1172.890724|-10.69678217|0.229495885|6.116537519|0.89062437|123.9992274|-427.8712868|25.69414151|0.018980039|-292.3128788|1027.76566|403.396385|1.0|1.0|1.0|2.92|2.19|-8.88|5.48|6.37|0.0|95.49|0.0|1.0|4.0|27.0|-5.73|366.34|0.0|1.0|4.15|-4.97|0.00589|1.0800000000000002e-05|3.95|0.0|0.0|4.86e-07|-0.04528|4.8725|4.6112|-1288.340378|567.04|951.63|268.88|254.46|414.59|0.5764600000000001|0.0982|3.7798|-0.23519|0.03392008|-1288.253849|5.3765|5.03
15_a4|0.0|0.0|7.535296702|1|1|1.956386054|-0.159419214|5.4161004020000005|1|0.044357639|0.0432718859999999|0.009823083|10.94611612|0.022446689|1|1|0.00918585|0.097046535|-0.017259078|0.772721853|0.036363636|0.8347553529999999|0.509447294|-0.062151785|0.2517542889999999|0.010893057|-29.80513879|-35.36161572|12.70877085|-0.030724393|-16.95780525|2.505098786|0.8438913020000001|-14.29317436|40.03406565|-14.73400655|35.02894809|0.437696617|416.1168833|-530.4242358|1495.715718|-7.065752187|0.156108698|5.459799482|0.7783994009999999|74.8625551|-254.3670787|17.45960235|0.009743323|-329.8289177|628.5456843999999|324.5687005|1.0|0.0|0.0|3.28|3.01|-6.09|4.09|4.4|0.0|85.06|0.0|1.0|2.0|22.0|-5.6|291.32|1.0|1.0|3.61|-4.28|0.0443|5.19e-05|3.49|0.0|0.0|0.000235|-0.03539|4.5048|4.2148|-958.270023|512.65|848.47|294.16|275.22|396.58|0.56413|0.0969999999999999|2.1603|-0.2091199999999999|0.018092091|-958.195344|3.0091|6757.0
19_a3|2.917217813|0.0|6.605297921|0|0|0.0|-0.206312209|4.59511985|3|0.0386379929999999|-0.008897473|0.006821053|10.96959256|0.036226415|1|1|0.006731579|-0.015805561|-0.037291767|0.758995484|0.064690027|0.8264237520000001|0.687139108|-0.067674689|0.225451546|0.0116401719999999|-31.50932639|-40.8473715|161.5312186|-0.032585664|-19.01853079|2.523394126|0.75798185|-14.67073822|48.55416845|-15.17188084|36.92898885|0.476813896|397.1650228|-531.0158295|869.7868956|-7.064025721|0.24201815|5.342307798999999|0.911365749|112.6836188|-247.2409002|20.01615321|0.016552404|-240.2326308|700.5653624|314.0966684|1.0|1.0|1.0|2.81|1.6|-7.21|3.9|3.39|0.0|85.32|0.0|1.0|2.0|22.0|-6.5|287.32|1.0|1.0|2.45|-3.58|166.0|0.000266|2.19|0.0|0.0|1.7800000000000002e-05|-0.05757|3945.0|3945.0|-929.2818523|499.93|832.23|314.28|314.28|362.92|0.67351|0.3006|2191.0|-0.2206|0.020989746|-929.193831|2.8758|7.6383
12g_a31|3.42813681|0.0|7.765993078999999|1|1|0.0|0.0716209459999999|5.733341277|0|0.0388738739999999|0.045747231|-0.008464411|10.31169877|-0.082116813|2|2|-0.0054114869999999|0.074878295|-0.0497478109999999|0.819234772|-0.1386819869999999|0.8639814490000001|0.7983388929999999|-0.1284353869999999|0.325789284|0.030961426|-78.87508829|-80.52794936|152.7424573|-0.039059048|-49.45404266|11.67699967|0.6886488690000001|-48.43898314|95.97385383|-23.98704875|97.88920296|0.470244801|357.8560168|-1127.391291|1859.940155|-14.73099143|0.311351131|8.098256552|0.887664343|191.2078009|-692.3565973|34.8320455|0.02515117|-231.70711040000003|1637.106139|524.0230338|1.0|1.0|2.0|3.61|2.51|-6.45|5.19|3.44|0.0|103.26|0.0|1.0|7.0|27.0|-6.86|384.45|0.0|1.0|2.9|-3.79|0.00457|0.0001629999999999|2.52|0.0|0.0|0.000136|-0.03324|3.8349|3.8349|-1578.846191|664.44|1090.41|323.3|323.3|542.78|0.70068|265.0|1.6279|-0.19241|0.04532186|-1578.66792|2.4038|6.9586
