molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nARing|SaasN|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PPSA3|RNCS|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|BBB|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
4f_a46|0|0|0|0.2096617139999999|7.825245291|1|2.190536659|-0.001035775|2|0.045958333|-0.099507167|0.0|-0.053860324|0.012332859|-0.056114865|10.96352592|-0.115631645|1|1|0.011806162|-0.079238184|0.74106323|-0.2076648489999999|0.7796270059999999|0.69830739|0|0.934973206|-0.0674830959999999|4.738551282|7.730129301|2.570614463|56.50645576|-1.079729539|42.21890747|-11.95391778|35.0293449|0.424708366|2103.214727|507.213176|-585.7419712999999|0.240157725|9.828175385|0.7382488140000001|4661.569032|130.2830519|-317.7588874|0.010341277|-281.9234274|770.8731021000001|5.6100342670000005|1.0|1.0|1.0|1.0|1.0|0.0|0.38|17.0|-7.21|4.71|43.6|2.58|0.0|101.54|0.0|3.0|-4.38|25.0|1.0|3.76|2.62e-05|0.00872|3.77|0.0|0.0|6.12e-08|4548.0|4548.0|-1033.550809|1020.33|272.61|0.1719|493.53|0.69208|0.1719|-0.19079|3.2783|0.02238723|-1033.36869|183.0|6.7375
1m_a5|1|0|0|0.0|6.605297921|0|0.0|-0.002410445|2|0.026339869|-0.07112464|0.0|-0.096417794|0.006422789|-0.10797859|10.94856032|-0.011848312|1|1|0.00520748|0.042813643|0.7824502320000001|0.077347244|0.851987765|0.63664685|0|0.8823955520000001|-0.071478865|4.7571353730000006|154.6334216|2.506013299|0.235629561|-1.072182971|46.74648368|-15.26528941|42.13785007|0.482646195|2183.167528|464.8375158|-564.8157081|0.26152627|13.35855701|0.932913201|4584.808374|137.7695311|-297.5394992|0.0172594319999999|-251.2513491|764.8419772000001|9.092103139|1.0|1.0|0.0|1.0|1.0|1.0|0.0|23.0|-8.63|4.85|54.46|2.4|0.0|95.5|0.0|3.0|-4.52|24.0|1.0|3.63|1.82e-05|0.00607|3.69|0.0|0.0|2.35e-09|4.6678|4.3983|-1410.912452|926.13|281.89|0.5497|423.2|0.45426|0.2373|-0.1778|1939.0|0.03223201|-1410.833395|43.0|7.3665
17_a12|0|0|0|0.0|6.823286122000001|1|0.0|-0.00864055|3|0.035816993|-0.210594127|0.0|-0.38018419|-0.002523977|-0.072956553|10.31157659|-0.070249784|1|1|-0.000651751|-0.113649923|0.8198617429999999|-0.043392747|0.87653892|0.859088647|0|0.858119365|-0.096209886|5.849860887999999|69.36398419|3.048310481|0.0|-1.443148294|57.97616997|-18.34174978|42.10235809|0.466056241|2246.161353|447.1583691000001|-752.0117408|0.213298781|10.61752641|0.8728564259999999|4866.339908|111.1480977|-391.8666299|0.015049295|-298.7949107|955.9051425|7.842053909|1.0|1.0|1.0|0.0|1.0|1.0|0.17|17.0|-7.16|2.56|78.41|2.47|0.0|103.12|0.0|3.0|-4.51|24.0|1.0|3.14|5.7100000000000006e-05|0.0191|3.19|0.0|0.0|6.97e-08|4.4014|3.7723|-1366.804178|933.62|328.67|0.2213|419.49|0.62783|148.0|-0.15459|2128.0|0.02800938|-1366.689546|16.0|7.7959
14e_a25|0|0|0|0.0|6.842683282|0|1.5926486519999998|-0.008591251|2|0.0389622639999999|0.0065927719999999|1.906869097|-0.524066339|-0.00131452|0.002856489|10.93106299|0.011176663|1|1|-0.0005394919999999|0.015497482|0.776960216|-0.144369439|0.8322445820000001|0.6954126970000001|1|0.7240504329999999|-0.1004553119999999|10.99497534|372.1805977|8.046143033|97.78313402|-2.2100168680000003|84.60373462|-28.3735856|84.98800478|0.491527882|3126.080106|529.8614286999999|-1617.294379|0.1935531039999999|16.63781964|0.966676175|6952.485076999999|141.642515|-1183.53898|0.015154859|-448.516796|2005.4567600000005|11.09035375|1.0|1.0|1.0|1.0|1.0|2.0|0.07|27.0|-9.14|4.02|115.79|1.69|0.0|134.35|0.0|7.0|-5.14|35.0|0.0|3.02|1.86e-05|0.0085799999999999|3.04|0.0|0.0|7.31e-10|5.8431|3.9613|-1521.012915|1300.08|312.99|0.2409|596.96|0.69958|0.0007|-0.15787|5.3651|0.04875868|-1520.767443|75.0|7.1249
17f_a50|0|1|1|0.0|7.934155233999999|1|4.305828452|-0.002205848|1|0.03135101|-0.167275895|2.187498662|-0.125733326|0.012475826|-0.028989535|10.94501702|-0.132773563|2|2|0.0129274519999999|-0.247590736|0.7851209440000001|-0.132153434|0.8314734309999999|0.7241275009999999|1|0.911458734|-0.074859564|10.09339793|6.382846132999999|6.206439227000001|82.90209608|-1.422331714|55.9791334|-16.50175503|39.19906437|0.472769049|2582.272632|560.4567739|-874.5930167000001|0.278877895|13.65716648|0.896702|5579.97966|171.48226169999998|-537.7880119|0.01617809|-271.9363523|1212.822364|9.947921993|1.0|1.0|1.0|1.0|1.0|0.0|0.26|20.0|-6.38|3.83|51.77|2.09|0.0|116.81|0.0|6.0|-3.58|29.0|1.0|2.92|7.57e-05|0.0291|2.83|0.0|0.0|4.15e-07|4.0664|4.0664|-1219.2481369999998|1146.22|304.9|0.1708|564.52|0.6573899999999999|0.1708|-0.16784|6.1931|0.0276719|-1219.02507|398.0|6.4001
14q_a23|0|1|1|0.0|7.423568444|0|3.292130907|-0.0101981219999999|2|0.044138322|0.064903564|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|-0.056324491|2|2|0.002496501|-0.017918675|0.808928963|0.067394607|0.871119857|0.7333675390000001|1|0.773194598|-0.096370719|14.81701129|350.836102|10.17264683|97.13675614|-2.023785094|79.42966327|-27.24379301|76.3369885|0.472004985|3097.399651|530.8381985000001|-1389.433443|0.222659101|16.53853737|0.893957277|6982.066379000001|152.86702240000002|-953.9181308|0.01932289|-380.8178266000001|1787.418422|13.26616596|0.0|0.0|1.0|1.0|0.0|2.0|0.04|26.0|-6.96|3.12|148.11|2.28|1.0|128.38|1.0|6.0|-5.21|33.0|0.0|2.62|4.03e-05|0.0183|2.46|0.0|0.0|1.11e-07|3.6431|3.6431|-1798.645459|1222.17|340.33|0.4943|554.59|0.5949|0.4943|-0.14854|8375.0|0.03458552|-1798.433122|16.0|7.8069
1_a15|0|0|0|0.0|0.0|0|0.0|-0.0084598019999999|2|0.0381893|0.06459652|0.0|-0.541427319|0.001244652|-0.068297833|10.95880609|-0.000905902|0|0|0.003816011|-0.1816819589999999|0.705825714|0.101406325|0.74357498|0.795437721|0|0.875723465|-0.1117462069999999|16.94887506|121.3844816|10.95802135|63.14412039|-1.899685524|90.40184737|-20.13460632|60.96303497|0.437969049|3000.975833|566.1848585|-1228.210985|0.394072483|11.7078005|0.77926144|7284.337537|254.7811976|-794.0799704|0.0280791829999999|-136.9714493|2026.993248|18.15414234|1.0|1.0|1.0|1.0|1.0|1.0|0.19|24.0|-10.02|6.32|74.73|2.2|0.0|132.94|0.0|8.0|-6.55|34.0|0.0|4.68|1.08e-06|0.000495|5.23|0.0|0.0|9.53e-11|4.3834|3.2188|-1510.136281|1271.06|385.18|0.2464|598.34|0.70553|0.0061|-0.1365|1.2218|0.01894559|-1509.851127|44.0|7.3565
7l_a46|0|0|0|0.256706467|7.727094485|1|2.1525548|-0.00090473|2|0.04006734|-0.203375108|0.0|-0.038903382|0.013150047|-0.074511843|10.9642261|0.050638298|1|1|0.0125870169999999|-0.087877164|0.7746144629999999|-0.1237456669999999|0.825629852|0.6539666829999999|0|0.907148114|-0.06289606|5.5935102720000005|8.13531199|2.698568452|51.39110437|-0.880544835|38.22273917|-10.620390400000002|32.8948756|0.46327253|1920.310099|437.65027010000006|-424.8156159|0.32532919|9.825660656|0.863142947|4046.614178|156.9538706|-204.9507309|0.016330867|-168.5385796|629.6635476|7.878766604|1.0|1.0|0.0|1.0|1.0|0.0|0.28|17.0|-6.29|3.59|43.6|1.89|0.0|86.96|0.0|2.0|-3.18|22.0|1.0|2.86|0.0001889999999999|0.0548|2.61|0.0|0.0|5.19e-07|4.5464|4.5464|-915.6081232|879.87|272.71|0.2024|414.82|0.68834|0.2024|-0.18993|3.3119|0.025086919|-915.493986|1.94|5.7122
3_a47|0|0|0|0.0|0.0|0|0.0|-0.008740449|2|0.03308642|-0.013350303|1.416887578|-0.367098851|-0.008828261|0.103847816|10.93671092|0.013073797|0|0|-0.007967014|-0.015388793|0.720319618|0.104873188|0.780628097|0.815682427|1|0.854727481|-0.0948001|4.514659074|98.29790989|2.367459086|1.139378223|-1.422001494|58.22383723|-19.12022366|48.10703|0.403777634|2243.894237|448.2137648|-745.6887227000001|0.2150305089999999|10.84023999|0.67722658|5022.029588|112.7606591|-391.0345195|0.016230658|-298.8724505|949.95886|8.511255722000001|1.0|1.0|0.0|1.0|1.0|2.0|0.0|22.0|-8.42|5.4|58.04|2.88|0.0|101.55|0.0|3.0|-5.54|25.0|1.0|4.02|4.49e-06|0.00156|4.6|0.0|0.0|3.829999999999999e-09|5.6998|3.7284|-1470.137664|941.44|332.54|0.2342|402.58|0.69138|0.2182|-0.15473|4.0226|0.03619487|-1470.0192869999998|316.0|6.5
6_a4|0|0|0|0.0|7.535296702|1|2.170234316|-0.001221193|2|0.035283951|0.042096749|2.186806868|-0.064723237|0.011457667|0.0032928379999999|10.92992785|-0.208689928|1|1|0.01098094|-0.046166422|0.76089528|-0.169533683|0.810030118|0.664247086|1|0.945545838|-0.0670158929999999|4.324187697|14.1731579|2.408866521|45.93422613|-1.206286076|42.27020924|-13.71394596|33.5125766|0.423084148|2342.371538|526.7333132|-671.9833521|0.1855291969999999|9.981741408|0.733355042|5256.215815|103.3523757|-374.340411|0.008863911|-350.36323230000005|825.0551765|4.937800786|0.0|1.0|1.0|1.0|1.0|0.0|0.26|21.0|-7.99|5.23|43.6|3.09|0.0|109.7|0.0|3.0|-4.91|27.0|1.0|4.23|7.74e-06|0.00274|4.28|0.0|0.0|1.04e-08|4.8714|4.0354|-1108.585859|1057.7|307.24|0.1235|453.87|0.5877|0.0772|-0.16959|2.8026|0.02244097|-1108.392115|1.3|5.8861
8d_a12|1|1|1|0.0|6.580639137|1|0.0|-0.0076893469999999|2|0.038347953|0.0276482139999999|2.075171777|-0.376778003|0.000925796|-0.065870394|10.94458983|-0.046326855|1|1|0.001575111|0.00930483|0.751098108|-0.091036025|0.8078610759999999|0.8405406040000001|1|0.858710112|-0.103548595|6.309558958999999|90.34024296|3.507952014|0.0|-1.760326118|64.53435462|-21.74879802|49.58366734|0.465113852|2466.513191|477.4206699|-978.6959108|0.166136296|12.96695233|0.8695567329999999|5255.11762|92.36749461|-544.129679|0.012525773|-371.2392138|1173.6881050000002|6.964006932|1.0|1.0|1.0|1.0|1.0|2.0|0.1|21.0|-8.37|2.67|65.96|2.83|0.0|112.14|0.0|3.0|-4.58|27.0|1.0|3.02|2.43e-05|0.0085799999999999|3.51|0.0|0.0|4.23e-09|4.2383|3.7397|-1138.296407|1007.85|331.53|0.2871|433.32|0.4997399999999999|0.0853|-0.15306|2.1281|0.04004678|-1138.139635|25.0|7.6021
11b_a5|1|0|0|0.0|6.605297921|0|0.0|-0.003900104|2|0.023988604|-0.067519041|0.0|-0.1833048739999999|0.006121601|-0.118167947|10.94877958|-0.0536971829999999|1|1|0.005685558|-0.0109928619999999|0.805760343|-0.0497097529999999|0.8645824520000001|0.682032125|0|0.8737310509999999|-0.080664777|9.829471091|55.25128526|5.900883275|1.880682804|-1.290636432|62.16286481|-17.60913884|55.65456427|0.456131351|2434.505303|524.5231302|-774.8021092|0.33175528|16.43091298|0.83867925|5107.577902|199.1611925|-465.13355250000006|0.0228838029999999|-202.0032297|1159.458633|13.73773299|1.0|1.0|1.0|1.0|1.0|1.0|0.1|23.0|-9.15|4.82|63.69|2.01|1.0|106.58|0.0|6.0|-4.65|27.0|1.0|3.68|2.04e-05|0.00767|3.62|0.0|0.0|7.109999999999997e-10|4.4995|4.1982|-1564.761898|1063.35|295.32|0.5806|511.28|0.6284|0.2013|-0.17107|1.9569|0.03575776|-1564.621301|19.0|7.7212
18c_a22|0|0|0|0.0|6.842683282|0|1.804590026|-0.003749104|2|0.038137255|-0.044828537|1.642882533|-0.213698903|0.005449965|0.009519672|10.31286086|0.006275578|1|1|0.005597023|-0.078828791|0.7669483559999999|-0.032031791|0.8287956870000001|0.6922232890000001|1|0.931073539|-0.076388478|13.72808419|30.63947336|9.49723261|15.22791009|-1.52776956|67.73280290000001|-19.94201893|53.82294919|0.4777430589999999|3090.601885|644.1264387|-1056.927003|0.317309976|14.04085897|0.914766316|7101.057047|219.5183688|-731.1931848999999|0.0215181079999999|-252.7737494|1548.179944|14.88645273|1.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.46|4.98|124.4|1.47|1.0|136.36|0.0|6.0|-5.8|34.0|0.0|3.72|7.98e-06|0.0036799999999999|3.5|0.0|0.0|3.4299999999999995e-10|5655.0|3.7222|-1783.562578|1249.84|333.1|0.2996|583.88|0.60449|0.0817|-0.15158|1.2938|0.02279458|-1783.340519|26.0|7585.0
12ax_a36|1|0|0|0.0|7.412764017000001|2|0.0|-0.007681676|2|0.043383838|0.075802407|0.0|-0.414810497|-0.001012333|-0.057017299|10.958822|-0.034663063|1|1|-0.00097037|-0.101451485|0.836170906|-0.0394369539999999|0.892249657|0.771220556|0|0.846837721|-0.107815607|12.79462904|36.17982162|8.558226304|1.236876307|-1.940680931|84.58859134|-25.96212292|62.11847297|0.488501696|2926.929456|566.4430628|-1298.106146|0.235146956|14.78635841|0.955040697|6741.969187999999|157.28794140000002|-868.2929481000001|0.018645135|-354.3162187|1697.196809|12.47158322|1.0|0.0|1.0|1.0|0.0|2.0|0.14|17.0|-7.76|3.19|69.2|2.99|0.0|133.77|0.0|5.0|-5.08|31.0|1.0|2.82|6.55e-06|0.00295|3.93|0.0|0.0|1.74e-08|5.2372|3.8889|-2152.130959|1182.31|318.82|0.5236|552.0|0.69348|0.4167|-0.15728|4.5001|0.03044421|-2151.971761|12.0|7.9208
21b_a23|0|1|1|0.0|7.525639975|0|3.351726269|-0.005936474|2|0.042455556|0.057405955|0.745297595|-0.326506055|0.01055698|-0.103470358|10.31321725|-0.0490623259999999|2|2|0.009872313|-0.069382957|0.7717839409999999|0.131951284|0.8339434929999999|0.668547062|1|0.930728719|-0.083105261|10.15224639|41.6766724|7.117014296|86.65837165|-1.745210489|67.68046598|-23.98906534|51.9633947|0.458461834|3074.083057|652.4673795|-1223.442332|0.187665282|16.20152864|0.846591917|6919.229053|131.5587155|-857.6679716|0.013439264|-437.9110924|1506.081551|9.421307298|0.0|0.0|1.0|1.0|1.0|1.0|0.08|26.0|-7.84|4.2|128.81|2.6|1.0|129.97|0.0|5.0|-6.1|33.0|0.0|3.57|6.06e-06|0.00273|3.7|0.0|0.0|1.43e-08|4.0023|3.6237|-1761.498874|1247.38|342.15|0.2607|611.6|0.70139|0.2333|-0.15033|9.5312|0.02657688|-1761.294175|85.0|7.0691
12a_a32|1|1|1|0.0|7.765993078999999|0|0.0|-0.009460484|0|0.036711712|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|-0.031249617|10.31100269|-0.074344282|3|3|-0.001662219|-0.0852122769999999|0.845443342|-0.018578911|0.8966299409999999|0.7507116140000001|1|0.788702323|-0.109151429|10.31184223|111.9735444|6.430656017|62.28768050000001|-1.4189685719999998|81.41372467|-19.23685026|63.52154605|0.456641145|2572.916338|491.8493928|-884.8951120999999|0.332293625|13.03685125|0.840404348|5656.0082|207.2244662|-551.8369996|0.021399091|-209.1696096|1325.275819|13.34486989|1.0|1.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|4.19|140.04|1.1|0.0|110.47|1.0|7.0|-6.01|27.0|0.0|3.6|3.17e-05|0.0126|3.39|0.0|0.0|2.23e-08|3576.0|3576.0|-1880.771042|1114.3|346.71|0.2908|548.66|0.7025600000000001|0.2908|-0.14827|3.0517|0.03682626|-1880.600043|25.0|7.6021
12ah_a36|1|0|0|0.0|7.412764017000001|2|0.0|-0.007648622|2|0.043848238|0.078459408|0.0|-0.41302559|0.0005016269999999|-0.083956827|10.95983779|-0.050147748|1|1|0.0010871589999999|-0.103922055|0.835013502|0.011674455|0.8910146309999999|0.8065052890000001|0|0.828405275|-0.1059368909999999|11.93961081|82.70705743|7.714903458999999|0.0|-1.906864035|80.02464883|-24.6427998|60.9481085|0.468162246|2786.56479|535.2826672|-1232.13999|0.231093575|15.54445187|0.8802726820000001|6015.129321|149.3235124|-796.1600443|0.017909528|-347.5133554|1602.457659|11.57242717|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-7.18|2.54|69.2|2.51|0.0|128.76|0.0|5.0|-4.44|30.0|1.0|2.34|2.55e-05|0.0106|3.31|0.0|0.0|6.65e-08|5.2259|3.7792|-1692.545871|1148.39|328.07|0.6729|532.36|0.6970000000000001|0.0485|-0.15434|5.4979|0.03300341|-1692.369929|11.0|7.9586
8b_a32|1|1|1|0.0|7.765993078999999|0|0.0|-0.009362305|0|0.03995614|-0.008128765|2.123714284|-0.458752924|-0.003484915|-0.024375676|10.31100269|-0.0684566009999999|3|3|-0.001662219|-0.0852122769999999|0.845443342|0.060636167|0.8966299409999999|0.7507116140000001|1|0.788218098|-0.108971309|10.49093175|102.4297669|6.585851946|68.21751748|-1.4166270230000002|81.73293254|-19.33283713|63.85535908|0.458155153|2573.703546|494.8166492|-889.3105078|0.330850796|14.95918599|0.845546757|5619.400983|207.6969342|-558.2790432999999|0.021225152|-212.3722924|1329.016762|13.32443194|1.0|1.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|4.19|140.04|1.1|0.0|110.47|1.0|7.0|-5.83|27.0|0.0|3.61|4.06e-05|0.0161|3.22|0.0|0.0|2.23e-08|3.5442|3.5442|-1880.77142|1114.24|349.82|0.2943|558.16|0.70285|0.2943|-0.14717|846.0|0.03602276|-1880.602014|12.0|7.9208
47f_a18|0|0|0|0.0|7.03438793|1|0.0|-0.005817448|0|0.031179487|-0.048472184|0.0|-0.477030713|0.0036509859999999|0.033759227|10.94702253|-0.008224928|0|0|0.00531392|-0.264839041|0.750610215|-0.009917608|0.780474694|0.745431271|0|0.838156881|-0.084851044|11.75478965|111.1889928|9.979328976|58.84834254|-2.290978185|86.11217859|-24.61956302|65.93954138|0.483843526|3367.7324700000004|711.5604361000001|-1944.945479|0.273449343|20.44855806|0.937396993|7870.103594|232.14715330000004|-1651.17806|0.016581683|-384.6642262|2676.957843|14.07716085|1.0|1.0|0.0|1.0|1.0|2.0|0.34|18.0|-9.22|3.6|88.97|2.79|2.0|164.47|1.0|13.0|-6.11|40.0|0.0|2.83|3.01e-06|0.00163|4.52|1.0|1.0|6.04e-10|3.0964|3.0964|-1743.375413|1602.99|400.42|0.5741|874.24|0.6984600000000001|0.5741|-0.12802|3.8532|0.02902413|-1741.802171|9.0|8.0458
9h_a24|1|0|0|0.0|7.153833802|0|1.726213624|-0.002864393|2|0.023854167|0.078066659|0.0|-0.105982525|0.013595277|-0.209618231|10.96661419|-0.002471577|2|2|0.012380829|-0.02551563|0.78742035|0.183289617|0.859720539|0.656172477|0|0.883775278|-0.0687348109999999|8.724425117000001|167.2085719|4.123788393|1.773520599|-0.8935525440000001|47.51520531|-12.42226332|37.24443236|0.477589721|2062.34011|417.7355164|-422.3569529|0.427628742|11.11300329|0.914204295|4170.098082|202.1279819|-199.6361567|0.031789952|-68.41568372|737.9073405|15.02620893|1.0|0.0|0.0|1.0|1.0|1.0|0.0|22.0|-6.05|2.72|72.28|1.07|0.0|82.17|0.0|3.0|-2.83|22.0|1.0|1.97|0.000575|166.0|1.7|0.0|0.0|8.95e-07|5.1739|4.3437|-945.2642633|831.92|285.43|0.3844|363.48|0.61928|0.0073|-0.18239|5.6654|0.0305020989999999|-945.200628|77.0|7.1135
14z_a23|0|1|1|0.0|7.423568444|0|3.305974434|-0.005892861|2|0.04314059|0.038811869|0.729326158|-0.30053593|0.009174505|-0.0438568409999999|10.31321795|-0.0229244|2|2|0.007229683|-0.069023218|0.802520527|0.10796308|0.8668730109999999|0.64069202|1|0.925301102|-0.079754981|12.77192721|40.18308023|8.895469235|79.960755|-1.595099623|66.77741935|-23.63754572|53.33438253|0.474697407|3094.698027|644.4593172|-1110.964649|0.214395551|14.91419434|0.903664694|7285.13008|149.3235124|-773.7713888999999|0.01612263|-397.8390333|1414.152695|11.22918692|0.0|0.0|1.0|0.0|1.0|1.0|0.05|26.0|-8.57|5.32|105.02|3.99|1.0|130.3|0.0|5.0|-6.77|32.0|0.0|4.49|7.37e-07|0.000354|4.83|0.0|0.0|2.6899999999999996e-09|4032.0|3.6632|-2549.107748|1221.92|338.46|0.3201|586.28|0.69913|0.2917|-0.15195|5.9301|0.01238131|-2548.957384|5.0|8.2941
15b_a50|0|1|1|0.0|7.934155233999999|1|4.112770601|-0.0045393|1|0.032843915|-0.103807905|2.018777006|-0.22696498|0.004641091|-0.06083723|10.94501702|-0.124047802|2|2|0.005203263|-0.131737048|0.8259784720000001|0.000882622|0.8833003970000001|0.764606364|1|0.8209134840000001|-0.080700307|11.48191704|274.85729960000003|6.564219549|0.0|-1.291204916|60.03646705|-16.04745006|58.69070955|0.478989976|2441.264256|469.3167805|-738.1827030000001|0.3609826579999999|13.22671714|0.919348867|5205.2135960000005|206.3740238|-422.0195386|0.024313507|-158.95261259999998|1155.184146|13.90004811|1.0|1.0|1.0|1.0|1.0|1.0|0.19|20.0|-5.72|3.26|68.76|1.66|0.0|105.46|0.0|5.0|-3.18|27.0|1.0|2.37|0.000249|0.0891|2.11|0.0|0.0|1.92e-06|4.0561|4.0561|-1160.4989460000002|1035.3|305.67|0.1796|475.99|0.65917|0.1796|-0.16737|6.9054|0.03528279|-1160.330621|79.0|7.1024
21_a10|0|0|0|0.0|7.535296702|1|2.093218896|-0.009308076|2|0.035818182|-0.032405474|1.817620533|-0.549176498|0.001533145|-0.023060773|10.92966143|-0.003554514|1|1|0.002099681|-0.0236638829999999|0.7620337359999999|0.057775125|0.81962595|0.68876002|1|0.7747854129999999|-0.084654798|13.34776629|240.7558768|9.430154402|74.3822498|-1.777750751|75.80259699|-23.25880088|77.676969|0.391384102|3104.255496|547.3834282|-1255.975247|0.295893365|13.78215169|0.643072426|7048.414464|209.0477207|-887.342515|0.022638817|-288.401376|1783.785559|15.99425187|1.0|1.0|1.0|1.0|0.0|1.0|0.11|27.0|-8.71|5.6|90.13|2.81|0.0|128.59|0.0|5.0|-5.77|34.0|0.0|4.04|3.12e-06|0.0014|4.17|0.0|0.0|1.94e-09|5.9596|3.8599|-1485.499561|1225.01|321.21|0.2574|517.44|0.68165|0.1489|-0.16178|1.5138|0.03802869|-1485.278495|4.8|5.3188
14s_a23|0|1|1|0.0|7.423568444|0|3.336763335|-0.005854379|2|0.045277778|0.049317519|0.740898446|-0.298573309|0.010682694|-0.044305947|10.31321812|-0.064006338|2|2|0.009263715|-0.071484865|0.7837821840000001|0.096014944|0.846632079|0.659570836|1|0.92763624|-0.080500435|12.81151517|30.34480575|8.218681552|82.55990607|-1.610008704|62.75905983|-21.9751589|48.11843993|0.470919749|2954.0751370000003|595.0854952000001|-1032.832468|0.2251838339999999|14.26730044|0.890072438|6938.271179|144.457092|-662.5696522999999|0.017330177|-352.5931977|1333.003252|11.11743642|0.0|0.0|1.0|0.0|1.0|1.0|0.05|26.0|-7.99|4.67|105.02|3.51|1.0|125.29|0.0|5.0|-6.13|31.0|0.0|4.01|2.83e-06|0.00126|4.21|0.0|0.0|1.02e-08|3.6828|3.6828|-2089.521231|1164.32|336.66|0.3669|528.82|0.60323|0.3669|-0.1515|4.7032|0.02112956|-2089.352478|3.0|8.5482
12r_a30|0|0|0|0.0|7.412764017000001|2|0.0|-0.007553813|2|0.043383838|-0.093079817|0.0|-0.400352091|-0.002544958|-0.0682882559999999|10.31162892|-0.0646674999999999|1|1|-0.001131023|-0.0546637159999999|0.83236194|-0.007140234|0.889479916|0.591758164|0|0.72072745|-0.109990462|12.36992712|90.4724548|7.995393191000001|0.0|-1.979828309|82.06195604|-26.11584816|70.6903535|0.464481911|2976.944611|465.8474777|-1279.67656|0.209934663|13.94386247|0.867350555|6735.090739|135.6928105|-827.1283373|0.016970201|-374.9717191|1619.709789|10.96881384|1.0|0.0|1.0|1.0|0.0|1.0|0.14|17.0|-7.16|3.74|81.65|3.58|0.0|127.19|0.0|5.0|-5.49|31.0|0.0|3.21|6.71e-06|0.00291|4.07|0.0|0.0|6.900000000000002e-08|5067.0|3.5111|-1774.236548|1141.54|353.12|0.1908|516.03|0.68476|0.1522|-0.14894|5.2021|0.03388131|-1774.070699|29.0|7.5317
19_a31|1|0|0|0.0|7.401841579|0|0.0|-0.01001901|0|0.0427124179999999|-0.044625452|0.0|-0.46087445|-0.005956522|-0.040386271|10.31169935|-0.081641954|2|2|-0.0038998559999999|-0.081398052|0.8558149140000001|0.019858798|0.902130276|0.6427749970000001|0|0.7312647940000001|-0.113333675|8.596058678|75.32978176|5.035230173|67.42915967|-1.586671445|75.31824576|-21.12293613|61.85348014|0.446100738|2265.6917350000003|428.3459076|-929.4091898|0.223788196|12.77501178|0.805382437|4917.329034|131.0862475|-544.4110343|0.0152483439999999|-323.5878356|1197.365442|8.931875058|1.0|1.0|1.0|1.0|1.0|2.0|0.28|16.0|-7.39|4.33|98.91|1.68|0.0|97.25|0.0|7.0|-4.67|25.0|0.0|3.47|0.0001199999999999|0.0431|2.93|0.0|0.0|4.08e-08|5.0344|3.9477|-1489.532192|1028.58|314.06|0.3205|537.66|0.7005600000000001|0.2271|-0.16367|1.7076|0.03702801|-1489.382077|1.8|5.7447
