molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nARing|SaasN|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PPSA3|RNCS|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|BBB|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
4R4l_a46|0|0|0|0.171853072|7.825245291|1|2.155247543|-0.004736212|1|0.049498645|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|1|0.006162668|0.0071939419999999|0.726535412|-0.001318857|0.762625193|0.7936534740000001|0|0.896653672|-0.084697739|3.844966512|177.33836430000002|2.086777505|0.0|-1.524559305|49.44228224|-16.223992300000003|52.96512128|0.4568839389999999|2165.83681|486.6405745|-827.4236073|0.121701516|10.43942503|0.8412270820000001|4923.057044|66.05102684|-449.0673625|0.006401537|-410.6276419|942.0756413|3.474304058|1.0|1.0|1.0|1.0|1.0|1.0|0.36|17.0|-7.0|5.02|50.94|3.06|0.0|105.77|0.0|3.0|-5.28|26.0|1.0|4.09|7.78e-06|0.0027|4.49|0.0|0.0|9.980000000000001e-08|4.6497|4.1152|-1092.75416|1038.78|301.29|0.1678|498.78|0.67823|0.0851|-0.17475|2.1973|0.02589231|-1092.544322|137.0|6.8633
13a_a6|1|0|0|0.0|7.412764017000001|1|0.0|-0.01115741|1|0.041767677|0.031837397|0.0|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|-0.0525259259999999|1|1|-0.00194781|-0.10896749|0.7722228729999999|0.090839165|0.8299950709999999|0.8013954109999999|0|0.77450544|-0.113446379|20.83876732|154.9639272|13.62714959|554.4922449|-2.042034827|87.37044493|-26.70706346|82.36189896|0.467070451|2820.31296|506.474367|-1335.353173|0.240087608|15.08351934|0.8764206290000001|6019.922535|157.0011174|-873.2309916000002|0.02016134|-339.9303794|1757.246214|13.18415753|1.0|1.0|1.0|1.0|1.0|2.0|0.12|23.0|-9.01|4.32|95.85|1.29|0.0|116.79|0.0|5.0|-5.51|31.0|0.0|3.52|1.02e-05|0.00417|3.8|0.0|0.0|9.77e-10|5.9934|3651.0|-1350.085889|1166.79|339.59|0.5352|571.9|0.70072|0.2697|-0.14969|7.7145|0.02818646|-1349.895534|46.0|7.3372
9a_a31|1|0|0|0.0|7.765993078999999|1|0.0|-0.01391798|0|0.036891534|-0.05057805|0.0|-0.723734943|-0.006189303|0.03406986|10.31169772|-0.0007638889999999|2|2|-0.0033853629999999|-0.093527289|0.782715368|0.045292529|0.837697452|0.76226755|0|0.691768132|-0.122626525|21.33533299|163.6011874|13.69193237|95.14995868|-2.0846509230000003|94.03540892|-27.87131275|86.0923113|0.484502446|2855.751316|443.941629|-1337.8230119999998|0.262241245|15.15483138|0.939873412|6273.506211999999|168.29310269999996|-858.5468158|0.0239033229999999|-305.16297060000005|1813.361078|15.33993762|1.0|1.0|1.0|1.0|1.0|2.0|0.14|22.0|-8.13|4.02|117.37|1.58|0.0|113.64|0.0|6.0|-5.62|30.0|0.0|3.47|1.7100000000000002e-05|0.00715|3.47|0.0|0.0|7.35e-09|3.7892|3.7892|-1691.9526239999998|1145.99|327.21|0.7028|540.01|0.7028|0.7028|-0.15757|5.0244|0.03885662|-1691.7777600000002|0.15|6.8239
12ab_a36|1|0|0|0.0|7.412764017000001|2|0.0|-0.007034881|2|0.039951691|0.035377607|0.0|-0.408023082|0.000939229|-0.032623802|10.9540584|-0.029080933|1|1|0.002112069|-0.096853381|0.831136366|-0.0852411419999999|0.888163057|0.8196353679999999|0|0.8410557559999999|-0.095025338|16.62527454|116.6804416|11.46782191|15.55386871|-1.805481415|82.3666474|-23.06276515|71.2577056|0.484987413|2902.39241|580.1454645|-1245.389318|0.320974676|15.18764075|0.941700118|6314.697413|221.4026852|-859.0476432|0.024384271|-246.9770378|1834.083759|16.81984117|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-7.05|1.95|92.99|1.59|0.0|133.27|0.0|6.0|-3.92|32.0|0.0|1.8|0.000122|0.0515|2.33|0.0|0.0|8.95e-08|3.8845|3.8845|-1364.509957|1201.64|319.17|0.4451|564.58|0.69294|0.4451|-0.15699|3.6976|0.04167456|-1364.300531|11.0|7.9586
17a_a22|0|0|0|0.0|6.842683282|0|1.866510299|-0.005149751|2|0.043274232|-0.054347074|1.67348685|-0.314134834|0.00220634|-0.094996254|10.94643739|-0.005724389|1|1|0.0027615779999999|-0.076790454|0.7562495659999999|0.155547571|0.805071997|0.7994946709999999|1|0.8594770140000001|-0.08790445|9.597299109|286.3611391|6.55749888|0.0|-1.758088991|73.26110471|-21.07439877|58.9027164|0.485943988|2910.035347|587.2505892999999|-1201.24073|0.289041025|16.63169381|0.945313306|6343.687177000001|197.4916253|-820.7657853999999|0.01931764|-288.28178110000005|1689.6062539999998|13.19906822|1.0|1.0|0.0|1.0|1.0|1.0|0.15|27.0|-9.13|4.93|68.52|2.01|1.0|128.29|0.0|7.0|-4.75|33.0|1.0|2.25|1.09e-05|0.00473|3.62|0.0|0.0|7.41e-10|4.8502|1.3971|-1408.300966|1253.39|887.46|185.0|577.52|0.71303|0.0085|-0.06214|3.0156|0.02170866|-1407.935792|82.0|7.0862
18_a4|0|0|0|0.0|7.535296702|1|1.904090136|-0.004533883|1|0.042924837|0.049240675|0.0|-0.181355303|0.000379379|-0.200683549|10.94611841|-0.063708832|1|1|0.00042|0.006968314|0.793041267|0.102914528|0.8547339420000001|0.615655659|0|0.7755960390000001|-0.085817825|8.729352711|203.5264327|4.306590617|0.0|-1.287267373|50.98777224|-17.16400317|55.21809494|0.405586004|2069.649003|382.6371479|-635.0681172000001|0.2305616919999999|10.31843368|0.682329162|4381.693113|113.7466718|-313.3082699|0.0175331289999999|-265.85258480000005|825.3658678999999|8.649897756|0.0|1.0|0.0|1.0|0.0|1.0|0.11|17.0|-5.53|3.43|50.94|2.2|0.0|86.22|0.0|3.0|-2.95|23.0|1.0|2.78|0.000312|0.0959|2.24|0.0|0.0|2.96e-06|4.5152|4.2045|-1033.480025|870.74|294.88|0.2083|404.27|0.57777|0.1|-0.17345|2.7878|0.02525528|-1033.398285|2.62|5.5817
3h_a32|1|1|1|0.0|7.765993078999999|0|0.0|-0.005281944|0|0.037731481|0.014517903|2.243113495|-0.269379119|0.002101838|-0.003152613|10.31100268|-0.111111111|3|3|0.003284804|-0.071193103|0.7926338540000001|-0.169197453|0.834881529|0.8030743229999999|1|0.87880263|-0.0882883959999999|6.98327435|76.38838542|4.372100625|0.0|-1.324325944|62.63332945|-17.27367301|51.95714963|0.4089962629999999|2398.020434|550.2022886|-829.1363044|0.226505997|13.71739929|0.692036677|5187.525619|141.8112711|-519.1071084|0.011751781|-342.4592076|1071.936307|7.357575822|1.0|1.0|1.0|1.0|1.0|1.0|0.35|19.0|-8.47|6.24|110.94|2.64|0.0|112.28|0.0|7.0|-8.23|26.0|0.0|5.4|7.140000000000001e-07|0.000273|6.12|0.0|0.0|3.37e-09|3.5552|3.5552|-1790.6908030000002|1127.45|348.74|0.2926|578.86|0.70257|0.2926|-0.1474099999999999|3.5952|0.02690554|-1790.5004850000005|7.0|8.1549
9b_a31|1|0|0|0.0|7.765993078999999|1|0.0|-0.0141390689999999|0|0.03995614|-0.045938305|0.0|-0.706953442|-0.0050444109999999|0.014628521|10.31169871|-0.091236608|2|2|-0.001981487|-0.143280211|0.852813666|0.01752821|0.899394425|0.77051712|0|0.669120552|-0.131125311|21.21368453|152.8702381|13.00794571|552.0968813|-1.835754351|95.78862992|-23.95020956|84.94685678|0.469546953|2534.356888|410.2957125|-1125.659849|0.310824817|15.2652837|0.88518099|5524.468603|190.5935925|-690.2394625|0.025089192|-231.99935|1633.343563|15.38435497|1.0|1.0|1.0|1.0|1.0|2.0|0.32|16.0|-6.84|3.5|117.37|0.86|0.0|103.36|0.0|7.0|-4.76|27.0|0.0|3.0|0.000137|0.0527|2.64|0.0|0.0|1.44e-07|5.5119|3.8435|-1578.839267|1091.21|322.58|0.2732|562.68|0.70102|0.2627|-0.15907|5.2851|0.03769117|-1578.665571|63.0|7.2007
18_a34|0|0|0|0.0|7.423568444|1|1.801574074|-0.014733513|1|0.040527066|-0.100548575|0.0|-0.677741618|-0.001615187|-0.141332289|10.9595763|-0.136990511|1|1|0.002183342|-0.3102088839999999|0.805756513|0.0468829359999999|0.8584852479999999|0.713979177|0|0.68981472|-0.129784908|22.55015528|66.6880793|12.44948722|54.26737825|-1.816988713|86.77082535|-23.32844015|72.41862911|0.441058733|2424.18137|380.8328339|-1003.122927|0.304150055|11.23989749|0.789096743|5296.289007|167.9151283|-553.8039936|0.027385869|-216.2496321|1441.579371|15.11918774|1.0|1.0|1.0|0.0|1.0|0.0|0.21|17.0|-5.65|3.15|75.47|1.49|0.0|93.91|0.0|5.0|-4.32|26.0|1.0|2.89|7.829999999999999e-05|0.0275|3.07|0.0|0.0|2.22e-06|4.4335|4.1234|-1199.288654|991.93|300.68|0.3525|483.87|0.60488|0.0303|-0.17549|5.0935|0.02902032|-1199.158044|2.43|5.6144
12al_a36|1|0|0|0.0|7.412764017000001|2|0.0|-0.008463062|2|0.042739018|0.1030147719999999|0.0|-0.4908576189999999|0.00127667|-0.074215038|10.96020817|-0.031635802|1|1|0.003077071|-0.1430106119999999|0.8344566859999999|0.125005134|0.885733922|0.84179881|0|0.801179217|-0.105915949|17.71943397|114.2305891|11.65999569|0.0|-1.906487074|86.77628559|-23.23210974|68.94274882|0.456856406|2843.740855|527.2034213000001|-1254.533926|0.328915355|16.15533063|0.841133748|6049.668466|216.4375922|-825.5263792000001|0.025956027|-225.1591357|1869.412355|17.07995636|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-6.69|1.89|78.43|1.72|0.0|130.24|0.0|6.0|-3.95|31.0|0.0|1.81|8.499999999999999e-05|35.0|2.65|1.0|0.0|2.03e-07|3878.0|3.5511|-1347.479819|1181.84|349.14|0.4466|554.23|0.70417|0.0095|-0.14558|6.4473|0.03469224|-1347.257936|48.0|7.3188
8g_a12|1|1|1|0.0|6.580639137|1|0.0|-0.0084227909999999|2|0.038347953|-0.038463841|1.714060666|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|1|1|0.005405355|0.068559367|0.7475224290000001|-0.04981165|0.80546986|0.7714487940000001|1|0.8576253690000001|-0.1045061519999999|4.915102972|84.95000993|2.7111119089999995|0.0|-1.881110729|61.99654413|-23.58177591|47.30807670000001|0.463772637|2506.427441|473.055878|-1037.59814|0.09833304|12.83559677|0.864880588|5327.736626|54.23932676|-572.326702|0.007890315|-443.109365|1150.7554189999998|4.352203029|0.0|1.0|1.0|1.0|1.0|2.0|0.1|21.0|-8.0|2.07|78.85|2.89|0.0|109.93|0.0|3.0|-4.38|27.0|0.0|2.77|4.61e-05|0.0163|3.06|0.0|0.0|9.98e-09|4.2057|3731.0|-1154.321531|989.66|332.31|0.3786|418.41|0.55027|0.1601|-0.1520099999999999|2.9986|0.03954539|-1154.173831|3715.0|5.43
14t_a23|0|1|1|0.0|7.423568444|0|3.410065804|-0.005383494|2|0.045277778|0.073534004|0.758345646|-0.290708696|0.01269616|-0.041339801|10.31321779|-0.093434862|2|2|0.01180744|-0.074441567|0.7629258809999999|0.113493155|0.820002545|0.6906097959999999|1|0.920956836|-0.079253435|11.36130649|36.6149406|7.404291213|42.20767549|-1.6643221380000002|61.0040156|-21.69314909|47.46057034|0.465981891|2878.4071670000003|600.1979272000001|-1084.657455|0.2000541589999999|14.13931199|0.872595673|6523.656379|130.3775455|-706.8834616|0.014352462|-390.9561553|1355.9136119999998|9.353660614|0.0|0.0|1.0|1.0|1.0|1.0|0.09|26.0|-7.78|4.33|105.02|3.24|1.0|125.25|0.0|5.0|-5.85|31.0|0.0|3.78|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|3.9855|3.2060000000000004|-1669.240512|1184.43|386.72|0.2061|534.86|0.68886|0.0003|-0.15625|5.8672|0.02135191|-1669.040656|4.0|8.3979
15_a4|0|0|0|0.0|7.535296702|1|1.956386054|-0.001986535|1|0.044357639|0.0432718859999999|0.0|-0.077474847|0.009823083|-0.1979518539999999|10.94611612|0.022446689|1|1|0.00918585|-0.017259078|0.772721853|0.095534883|0.8347553529999999|0.509447294|0|0.867716376|-0.073738544|5.223809291|12.70877085|2.505098786|86.01453643|-1.106078158|40.03406565|-14.73400655|35.02894809|0.437696617|1973.978183|416.1168833|-530.4242358|0.156108698|9.709704127|0.7783994009999999|4134.603400999999|74.8625551|-254.3670787|0.009743323|-329.8289177|628.5456843999999|4.672449937|1.0|0.0|0.0|1.0|0.0|0.0|0.11|17.0|-6.09|4.4|30.71|3.05|0.0|85.06|0.0|2.0|-3.82|22.0|1.0|3.61|5.19e-05|0.0151|3.49|0.0|0.0|8.070000000000001e-07|4.5048|4.2148|-958.270023|848.47|294.16|0.1996|396.58|0.56413|0.0969999999999999|-0.17373|2.1603|0.018092091|-958.195344|175.0|6757.0
16_a20|1|0|0|0.0|6.842683282|0|0.0|-0.004705049|2|0.0388043479999999|0.126359252|2.013871268|-0.254072625|8.23e-05|-0.061975089|10.93301779|-0.062750442|1|1|0.001157852|-0.070208458|0.7478675859999999|-0.085041518|0.809440795|0.724665638|1|0.915005572|-0.077793092|7.634605066000001|69.28224942|5.023018225|3.46788153|-1.47806874|60.02453683|-19.44924762|51.14820251|0.464473378|2722.728332|602.0075202|-972.4623811|0.219891897|15.24926152|0.8673208|5896.394536|144.672972|-639.8099471|0.013439632|-368.5817657|1246.573875|8.84230625|0.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-10.52|5.46|78.25|2.2|0.0|121.69|0.0|4.0|-6.06|31.0|0.0|4.37|2.17e-06|0.0008699999999999|4.69|0.0|0.0|3.0500000000000005e-11|5.9837|3.5704|-1275.900951|1174.61|347.26|0.3431|554.41|0.69524|0.1958|-0.1481299999999999|4.7315|0.03385502|-1275.6960869999998|26.0|7585.0
10_a4|0|0|0|0.0|7.535296702|1|2.146166934|-0.002959121|2|0.038699764|0.00941601|2.149387791|-0.159792527|0.01107733|-0.122141977|10.92992762|-0.090413559|1|1|0.011142889|-0.083887216|0.810105167|-0.120059574|0.861225169|0.6799081490000001|1|0.921653019|-0.079432495|8.440134933|39.48408698|4.884907049|64.26218096|-1.350352423|54.09964719|-15.63090193|37.96666686|0.4858700179999999|2480.063587|533.4262268|-781.5450965|0.255470315|11.20225306|0.945033425|5598.949417|147.85886159999998|-452.3357957|0.014040792|-283.0534799|1049.716502|8.126406226|1.0|1.0|1.0|1.0|1.0|0.0|0.26|21.0|-8.07|4.81|52.83|2.53|0.0|111.38|0.0|4.0|-4.66|28.0|1.0|3.9|1.4e-05|0.00519|3.85|0.0|0.0|8.51e-09|4.9674|3.6465|-1183.812875|1083.65|340.01|0.1792|470.02|0.7038399999999999|0.0176|-0.15561|1.4517|0.02232068|-1183.602045|88.0|7.0555
12aa_a36|1|0|0|0.0|7.412764017000001|2|0.0|-0.011588438|2|0.042560386|0.03597264|0.0|-0.672129428|-0.006653538|0.010538281|10.95446449|-0.013898809|1|1|-0.004569485|-0.052743904|0.833911317|0.156337925|0.888163057|0.849217847|0|0.688945241|-0.117270578|16.1504726|132.3194611|11.04423694|109.0001157|-2.228140982|96.18613736|-28.21625599|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|-1523.677823|0.2686642589999999|14.60824604|0.812554922|6438.603019|183.7216658|-1041.942197|0.023386634|-316.3903377|2083.417693|15.99256772|0.0|0.0|0.0|1.0|0.0|3.0|0.13|17.0|-6.14|0.98|112.29|1.28|0.0|131.85|0.0|6.0|-3.52|32.0|0.0|1.15|0.000359|152.0|1.55|0.0|0.0|7.19e-07|3.8899|3.8899|-1401.662677|1183.76|318.73|0.4446|520.19|0.6931|0.4446|-0.15718|3.5904|0.04550032|-1401.45065|9.0|8.0458
12b_a50|0|1|1|0.0|7.927685046000001|1|4.058595679|-0.002929899|1|0.034845679|-0.08032584|2.112397566|-0.125985651|0.01164808|-0.101728189|10.94501743|-0.115659308|2|2|0.011790103|-0.168032508|0.804535572|0.009081884|0.8718949979999999|0.660148928|1|0.925916085|-0.066155918|10.80329197|8.07905572|5.43117764|86.49656508|-0.926182858|47.12729492|-11.93905701|33.72918462|0.430791247|2224.116359|465.4891075000001|-465.6232233|0.4268092529999999|10.05480253|0.756824707|4672.843578|214.5713436|-234.0844297|0.027586169|-73.59089223|812.3355548|13.86849326|1.0|1.0|0.0|1.0|1.0|0.0|0.11|20.0|-5.49|3.42|48.53|2.02|0.0|94.69|0.0|2.0|-3.16|24.0|1.0|2.59|0.000144|45.0|2.5|0.0|0.0|3.22e-06|4.7089|3.9305|-1006.664619|909.8|315.44|0.2425|401.64|0.6581|0.0777|-0.16451|4.0567|0.02307802|-1006.550688|4.74|5.3242
12a_a40|0|0|0|0.0|7.515889085|0|1.784989449|-0.00431394|0|0.036587302|0.17758258|0.8332127109999999|-0.14667395|0.01039129|0.100414476|10.31197265|-0.226763788|2|2|0.007890601|0.018655637|0.718281767|0.023863832|0.7867243829999999|0.525051106|1|0.940879765|-0.074840643|6.001293955|107.5277007|3.060902482|49.24750281|-1.047769006|43.65970865|-17.23885621|38.81741016|0.476055146|2185.594734|479.8867095|-534.4045424999999|0.14863036|14.43505064|0.908597808|4873.458436|75.8074911|-272.5679167|0.010759845|-358.4254366|627.699788|5.487955617999999|1.0|0.0|1.0|0.0|0.0|0.0|0.0|20.0|-7.21|5.43|58.43|4.34|0.0|91.76|0.0|2.0|-6.41|22.0|1.0|4.78|1.13e-06|0.00039|5.43|0.0|1.0|6.15e-08|3.0966|3.0966|-2097.826771|875.15|400.39|0.3701|429.21|0.6998800000000001|0.3701|-0.12895|2491.0|0.0104658999999999|-2097.779499|1778.0|5.7501
14k_a23|0|1|1|0.0|7.423568444|0|3.358995671|-0.005866159|2|0.046283951|0.04479394|0.74561778|-0.299174093|0.010682694|-0.055500851|10.31321813|-0.055708465|2|2|0.009263715|-0.071484865|0.800643488|0.140087361|0.864845456|0.659570836|1|0.922397728|-0.079899943|12.53019305|38.76597615|8.338417622|80.31548917|-1.597998852|64.04991522|-22.62582822|49.96154892|0.486654314|2955.4566170000003|613.8243395|-1063.413926|0.216437606|15.99703938|0.948005074|6715.186162999999|144.0318708|-707.6658267999999|0.016348271|-377.4022725|1357.152837|10.87921891|0.0|0.0|1.0|0.0|1.0|1.0|0.05|26.0|-7.99|4.67|105.02|3.51|1.0|125.29|0.0|5.0|-6.13|31.0|0.0|3.99|2.83e-06|0.00126|4.21|0.0|0.0|1.02e-08|3.6421|3.6421|-2089.524497|1179.17|340.42|0.4694|552.65|0.63765|0.4694|-0.14784|5.8718|0.02271117|-2089.354026|4.0|8.4123
14b_a3|0|0|0|0.0|6.823286122000001|0|0.0|-0.009130444|3|0.039799383|-0.1551678719999999|1.7086790859999998|-0.356087317|-0.00603969|-0.008040839|10.31162234|-0.102362298|1|1|-0.004161699|-0.050943323|0.7809478329999999|-0.133815639|0.848135222|0.8255789570000001|1|0.786476513|-0.100993354|6.273415527999999|252.49572540000003|3.067822725|82.79166784|-1.312913604|57.87172082|-17.83445545|50.77131401|0.487615651|2160.565755|384.6023764|-642.0403962|0.233084567|9.738358819|0.951659927|4803.535505|113.9829058|-313.9702941|0.017348996|-261.0537205|837.1723509999999|8.483998032|0.0|1.0|1.0|1.0|1.0|1.0|0.06|21.0|-6.89|3.71|105.82|1.04|0.0|93.25|0.0|2.0|-4.45|23.0|0.0|2.82|0.000103|0.0327|2.58|0.0|0.0|1.28e-07|3.0724|3.0724|-1327.514377|879.19|403.54|0.2276|368.39|0.70123|0.2276|-0.12942|2.8743|0.02844675|-1327.398177|0.38|6.4202
3t_a32|1|1|1|0.0|7.765993078999999|0|0.0|-0.006089333|0|0.03995614|0.028527045|2.141978747|-0.304466646|9.83e-05|0.012069208|10.31100267|-0.086478322|3|3|0.00139283|-0.070331512|0.822076702|0.0466380209999999|0.870628579|0.687253845|1|0.828676243|-0.0974995|8.995863948|97.01046154|5.681818647999999|0.0|-1.267493496|72.43498782|-17.03304802|59.65287508|0.481726305|2530.60497|523.3947687|-800.5532571|0.315525518|15.64252992|0.929482453|5525.861115|199.2870037|-505.632194|0.017184783|-233.0294362|1169.58817|10.85396804|1.0|1.0|1.0|1.0|1.0|1.0|0.3|19.0|-8.01|5.42|128.01|1.74|0.0|112.48|0.0|7.0|-6.48|27.0|0.0|4.46|1.16e-05|0.00462|4.09|0.0|0.0|9.86e-09|3.5487|3.5487|-1864.708995|1129.24|349.38|0.2906|575.45|0.70286|0.2906|-0.14739|1.2641|0.03020622|-1864.534478|9.0|8.0458
7_a3|0|0|0|0.0|6.823286122000001|0|0.0|-0.008855374|2|0.03757716|-0.047419994|1.989724777|-0.327648836|-0.007540435|0.054347129|10.3116226|0.030246987|1|1|-0.006696449|0.020589494|0.790667152|-0.224253635|0.8632654590000001|0.773152968|1|0.782294598|-0.096448591|4.804535747|230.9407974|2.377557323|76.07607751|-1.253831681|55.15105143|-18.2490344|55.98630667|0.3987206729999999|2196.07224|387.1238241|-620.4671695000001|0.2007853889999999|8.644978051|0.663120542|5055.700186|99.36002106|-307.0424158|0.0149999089999999|-296.13678660000005|776.3461295|7.422807617|1.0|1.0|1.0|1.0|1.0|1.0|0.0|21.0|-7.48|4.66|92.93|2.11|0.0|95.5|0.0|2.0|-5.44|23.0|0.0|3.63|1.34e-05|0.00455|3.79|0.0|0.0|3.28e-08|5.8849|3.4435|-1731.7341420000002|883.88|360.06|0.1926|362.61|0.69224|0.1262|-0.14816|3.1299|0.03103579|-1731.651178|1023.0|5.9901
8d_a8|1|0|0|0.0|7.05012252|0|1.41693287|-0.0111144189999999|1|0.042323232|0.071729931|0.0|-0.633521883|-0.00267541|-0.077977198|10.94649761|-0.117111249|1|1|-0.001038264|0.016471091|0.757805416|0.0780635059999999|0.804372443|0.734212688|0|0.6932924890000001|-0.103150936|18.28507531|57.93693239|11.92454747|92.49576602|-2.063018716|86.29065071|-24.91463687|88.24385833|0.483207744|2863.968296|452.1282556|-1345.390391|0.324640122|14.52777156|0.935013517|6596.888351|211.7129122|-877.3916055999999|0.029166961|-228.7206541|1992.108851|19.02113117|0.0|0.0|1.0|1.0|1.0|2.0|0.12|23.0|-7.62|3.32|112.23|1.92|0.0|121.1|0.0|6.0|-4.91|32.0|0.0|3.0|3.4200000000000005e-05|0.0147|2.89|0.0|0.0|2.38e-08|4.6765|3.2963|-1447.595474|1185.65|376.13|0.3|572.21|0.70165|0.1879|-0.13754|6.0111|0.03604461|-1447.354662|18.61|4.7303
4r_a46|0|0|0|-0.03033057|7.832410927000001|1|2.051582577|-0.002826188|2|0.044728682|-0.15196733|0.0|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|1|0.0061041|-0.055572881|0.810646641|-0.077483502|0.8549242340000001|0.76719475|0|0.8478197820000001|-0.081339886|6.071841742999999|176.18445569999997|3.220912917|0.0|-1.220098292|51.22472631|-13.77068362|48.13649426|0.456487948|2137.47734|449.7405899|-647.2221302999999|0.285368722|10.69131411|0.839885604|4775.760774|151.3787482|-343.3301143|0.015225417|-227.7097083|905.6728276|8.076584289|0.0|1.0|0.0|1.0|1.0|1.0|0.35|17.0|-6.25|3.43|63.83|1.52|0.0|97.9|0.0|3.0|-3.09|25.0|1.0|2.7|0.000279|0.0933|2.12|0.0|0.0|5.64e-07|4.5209|4.5209|-1069.447946|986.04|274.25|0.1404|467.85|0.69085|0.1404|-0.18999|2.6630000000000003|0.02826942|-1069.284137|1413.0|5.8499
10_a3|0|0|0|0.0|6.823286122000001|0|0.0|-0.010609861|3|0.034166667|0.017396832|1.684975382|-0.381954986|-0.008037672|0.018484177|10.31162304|0.043342516|1|1|-0.005959152|-0.0495219879999999|0.743072638|-0.140523767|0.8136572320000001|0.834020779|1|0.747406318|-0.0989320009999999|6.768239856|248.0820067|3.134330682|80.37219813|-1.187184014|56.68388955|-16.65993003|53.41368558|0.41220272|2098.79955|346.1193167|-549.7776912|0.293370676|8.559361451000001|0.701266803|4600.496436|135.8581743|-254.5987025|0.023470578|-191.3775649|778.0284121000001|10.86908195|0.0|1.0|0.0|1.0|1.0|1.0|0.0|21.0|-6.51|3.41|105.82|1.2|0.0|88.28|0.0|2.0|-4.3|22.0|0.0|2.52|0.000145|0.0443|2.43|0.0|0.0|3.06e-07|5375.0|3.4217|-1288.190838|830.63|362.35|0.2124|323.26|0.68995|0.0463|-0.15011|6.7458|0.04080931|-1288.097561|7943.0|5.1
4a_a49|0|0|0|0.0|7.535296702|1|2.085628989|-0.006602016|2|0.036555556|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|1|0.000660956|-0.037142108|0.803344301|0.0063958109999999|0.856023531|0.731643066|1|0.7570436159999999|-0.087863033|10.51443916|313.22432680000003|6.448709504|60.11195021|-1.4936715669999998|68.37721704|-17.96270092|68.30645049|0.4716382|2675.628678|464.3095353|-916.0977468|0.349698461|15.01791558|0.8926425020000001|5950.370212|214.47685|-561.8605190000001|0.023624093|-184.3656985|1408.727632|14.48911428|0.0|1.0|1.0|1.0|1.0|2.0|0.22|21.0|-7.36|2.83|92.93|1.25|0.0|114.08|0.0|6.0|-3.28|30.0|0.0|2.42|0.000305|122.0|1.71|0.0|0.0|4.35e-08|4.7259|3.7876|-1313.19945|1128.22|327.34|0.1935|504.63|0.68042|0.0789|-0.1585099999999999|3.9716|0.04133192|-1312.98289|32.0|7.4949
