molecula|n9FaHRing|n9FaRing|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|SaaaC|AATSC1are|BCUTi-1|AATSC1pe|AATSC7i|n6aHRing|MATS8s|MATS8d|FNSA3|FNSA5|FPSA3|PNSA5|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
7a_a8|0|0|7.535296702|1|1|1.4494883790000002|-0.11821781|-0.0407248439999999|1|0.041123188|0.0|0.000736369|10.94671402|0.002028046|-0.02923588|1|0.033708575|-0.032562221|-0.102174163|-0.101880506|0.035405618|-59.83546383|145.3710976|165.38046830000002|-0.042647654|12.2125771|71.85980901|0.733884399|-1.833849114|-35.24327197|-25.04740346|80.80201312|0.477611327|421.9297638000001|-1077.038349|1702.719465|0.266115601|7.699041907000001|0.0265990589999999|-274.7254012|1467.585836|488.0169522|15.62189947|0.0|1.0|1.0|3.34|3.06|0.05|23.0|3.96|3.49|92.93|2.01|105.83|1.0|-4.86|29.0|0.0|1.0|3.15|-4.64|0.00522|2.29e-05|0.00874|0.0|5.3600000000000004e-08|2.05e-05|5.2|3.0704|605.72|1031.61|403.8|270.66|494.48|0.61257|0.70367|0.1575|-0.12889|9.9646|-0.20505|12.8748|24.73|4.6068|4.6068
4_a27|0|0|6.823286122000001|0|0|3.294369174|0.082486268|-0.058641975|2|0.0456410259999999|1.274166982|0.00991794|10.93736915|0.010329671|-0.459570857|2|-0.07759915|-0.024800302|-0.057748369|-0.078787867|0.0201467639999999|-40.79296366|8.590238252999999|76.31512503|-0.0281385239999999|5.40078803|58.27512057|0.682485674|-1.181818|-15.48073439|-14.56891559|40.33074472|0.444169714|441.4418013|-611.8944548999999|1213.060761|0.317514326|6.01592535|0.020363697|-188.9664429|896.5674718|424.8821143|10.54344507|0.0|1.0|0.0|3.11|3.08|0.16|21.0|2.94|2.8|65.6|2.66|97.55|1.0|-3.57|25.0|0.0|1.0|2.8|-3.99|0.0882|0.000102|0.0339|0.0|6.04e-07|0.0002|4.63|4.1288|555.75|946.77|300.29|223.46|445.65|0.36899|0.6089899999999999|0.1741|-0.17034|2.7371|-0.21533|3.9202|4.0|8.3979|8.3979
6_a27|0|0|6.823286122000001|0|0|1.7996617540000002|0.1718757239999999|-0.072298665|2|0.042942943|1.221528093|0.00526746|10.93737136|0.0058042269999999|-0.406859288|2|-0.1322552659999999|0.1272522519999999|-0.0786267609999999|-0.090025109|0.020552125|-44.56839492|125.8234721|106.4156743|-0.034625042|5.03713293|61.10118428|0.774820398|-1.35037664|-19.27068071|-17.14169035|49.10012093|0.47262982|388.6505938|-668.5259238|1193.992326|0.2251796019999999|5.010042219|0.01635203|-272.1086175|862.8140479|373.9912084|8.095338503999999|0.0|0.0|1.0|3.0|2.49|0.11|21.0|3.48|2.79|76.46|2.42|92.65|1.0|-3.62|24.0|0.0|1.0|2.71|-3.82|0.0768|0.000153|0.0485|0.0|2.16e-07|6.86e-05|4.27|4.1391|526.9|896.68|299.55|223.61|401.49|0.3366099999999999|0.61083|163.0|-0.17007|2.7521|-218.0|4.0597|1.0|9.0|9.0
47i_a18|0|0|7.03438793|1|1|0.0|0.053794607|-0.066917145|0|0.037484277|0.0|-0.000919158|10.94702091|0.000427479|-0.057689282|0|-0.064085904|-0.068524374|-0.0780255879999999|-0.089609068|0.009745543|-62.41153158|72.81110823|137.1555392|-0.035256027|4.727502734|82.81385171|0.8608685909999999|-2.150617629|-37.84973202|-24.55535669|61.13143233|0.487446923|559.3312455|-1497.876758|1333.332089|0.139131409|9.573882864|0.009393984|-502.6804099|1739.959818|855.7438937000001|6.542785417999999|1.0|1.0|3.0|4.05|0.0|0.22|18.0|3.28|2.8|85.29|2.74|134.83|1.0|-5.18|33.0|0.0|1.0|2.5|-4.78|0.0029|1.67e-05|0.00735|0.0|1.04e-09|4.6e-07|7.37|3.2321|744.95|1297.7|383.61|383.61|664.78|0.69175|0.69175|0.5085|-0.13237|2.7749|-0.18299|3.5235|19.0|7.7212|7.7212
12h_a40|0|0|7.515889085|0|0|1.760542171|0.104392974|-0.107711573|0|0.041915709|0.803557099|-0.000134504|10.31197256|-0.002126898|0.367928263|0|0.116873629|-0.335801908|-0.0954337969999999|-0.091448888|0.0117142839999999|-48.34705035|208.6717565|84.86252967|-0.038796498|3.274152035|59.68939644|0.844008584|-1.280284432|-26.67382585|-20.51086984|56.64687411|0.4958138139999999|443.8158546|-676.8587047999999|603.6697997|0.155991416|7.989299324|0.012453938|-363.7398044|801.957134|350.9435025|6.584127851|0.0|1.0|1.0|3.19|3.0|0.0|20.0|4.59|5.02|84.45|3.76|96.16|1.0|-6.25|23.0|0.0|1.0|4.22|-5.58|0.0002009999999999|2.61e-06|0.000942|0.0|1.44e-07|5.2e-05|4.14|2.6436|548.82|910.77|469.0|298.7|435.95|0.6503899999999999|0.7041|0.3693|-0.1092|2.5573|-0.18432|3.5425|823.0|6.0846|6.0846
4c_a49|0|0|7.535296702|1|1|2.102052126|-0.048954892|-0.044371138|2|0.03583878|1.78683516|0.001379959|10.92777281|0.00202792|-0.163476035|2|-0.052237757|0.010868461|-0.087753156|-0.086290519|0.012079228|-55.59622798|82.02101639|153.60017230000005|-0.029809452|5.014223225|59.70585149|0.724053828|-1.639519861|-36.42732137|-19.20596967|64.32113331|0.473304159|490.6910965|-1056.328332|1683.872161|0.275946172|8.474369008|0.0173567219999999|-288.71184960000005|1458.908567|707.2397315000001|11.182784300000002|1.0|1.0|2.0|3.49|2.97|0.25|21.0|3.55|3.19|98.72|1.47|120.43|1.0|-3.5|31.0|0.0|1.0|2.6|-3.58|0.13|0.000265|109.0|0.0|1.07e-08|4.4e-06|3.04|3.8067|705.55|1199.04|325.7|216.0|533.87|0.4164199999999999|0.67789|0.0821|-0.15925|3.4931|-0.22158|4.9358|255.0|6.5935|6.5935
9_a4|0|0|7.535296702|1|1|2.130445484|-0.211556011|0.016639331|2|0.040449735|2.137757657|0.010709527|10.92992723|0.009731833|-0.030976753|2|-0.151437311|-0.072130166|-0.052625548|-0.069566741|0.009037784|-37.85762102|13.6577411|34.22811902|-0.025885299|2.676487872|45.21212204|0.792890434|-1.113067849|-15.58475436|-14.08655666|33.55665428|0.43745176|509.9632679|-605.7219363|2012.840082|0.207109566|5.744374392999999|0.010768243|-318.7769026|763.9415367|489.7528555|5.859985199|0.0|1.0|0.0|3.18|3.37|0.19|21.0|5.14|5.07|43.6|3.15|105.09|1.0|-4.76|26.0|0.0|1.0|4.17|-5.15|0.0062299999999999|7.06e-06|0.00255|0.0|6.9e-09|2.49e-06|3.87|4.0137|586.24|999.93|308.91|262.21|430.12|0.5182100000000001|0.6464|0.0584|-0.16948|4.4343|-0.22204|5.4739|48.0|7.3188|7.3188
25d_a34|0|0|7.412764017000001|1|1|1.940324546|0.128783829|-0.089654563|1|0.041037037|0.0|-0.005017781|10.95957635|-0.001685762|-0.263924686|1|0.14554928|0.011919831|-0.100582621|-0.124111479|0.0292772039999999|-82.09024497|174.9700398|215.4372954|-0.044492794|12.8082206|69.64131956|0.7772035959999999|-2.358118108|-44.00298587|-29.42857839|85.89233572|0.478308897|445.9861716|-1559.714654|2564.887803|0.2227964039999999|6.933980884|0.019881997|-366.6979266|2006.828923|673.8038326000001|13.15041965|1.0|1.0|2.0|3.58|3.76|0.12|23.0|3.05|3.95|90.3|2.26|119.81|1.0|-4.61|32.0|0.0|1.0|3.21|-4.48|0.0104|3.3e-05|0.0141|0.0|8.26e-09|3.53e-06|6.05|4.2732|706.21|1198.19|290.15|290.15|554.05|0.6764600000000001|0.6764600000000001|0.2106|-0.1771299999999999|6.1995|-0.21234|8.0068|0.95|6.0223|6.0223
16_a31|0|0|7.758333467000001|1|1|0.0|0.152128735|-0.186617888|0|0.042528736|0.0|-0.017017891|10.31170095|-0.0125582419999999|-0.0897217219999999|0|-0.038841601|0.0980869569999999|-0.142079397|-0.150315165|0.0374314139999999|-70.82239128|130.369865|213.694252|-0.050105055|8.309441139|467.7901274|0.73080436|-1.653466811|-31.54036284|-23.60746376|84.57819254|0.427771627|257.4650715|-779.0463041|1212.615438|0.26919564|5.521618837|0.027684692|-217.4912527|1066.012118|280.39844320000003|13.04390063|1.0|1.0|2.0|3.2|1.93|0.14|16.0|3.8|2.83|114.29|0.78|80.57|2.0|-4.36|21.0|0.0|1.0|2.33|-3.6|0.0131|0.000254|0.0762|0.0|1.16e-05|0.00347|1.7|3.6596|503.18|818.1|338.79|338.79|369.73|0.70108|0.70108|0.2534|-0.15231|3.7419|-0.1842|5.5943|0.09|7.0458|7.0458
3l_a32|1|1|7.773594467000001|0|1|0.0|-0.003342759|0.0043645509999999|0|0.035643275|2.259257465|0.0016954029999999|10.31100268|0.002942329|-0.068876714|0|-0.136589369|-0.184582641|-0.069304303|-0.088417589|0.012244965|-51.41835077|61.72183119|66.55229892|-0.028831823|4.141107366|0.0|0.788236719|-1.326263838|-23.43792428|-16.76685351|47.42414825|0.453630671|514.9875423000001|-771.2752615|2415.340446|0.211763281|6.414825717|0.011493763|-335.2422712|978.4817724|565.7000781|6.6840809960000005|0.0|1.0|1.0|3.58|3.54|0.35|19.0|7.34|6.17|110.94|2.64|110.16|1.0|-7.6|26.0|1.0|1.0|5.04|-6.01|9.59e-06|9.7e-07|0.0003689999999999|0.0|3.16e-08|1.2e-05|4.21|3.5319|629.26|1062.47|351.04|351.04|468.81|0.70282|0.70282|0.2876|-0.14664|3.3955|-0.19962|5.7721|12.0|7.9208|7.9208
13b_a30|0|0|7.412764017000001|2|2|0.0|0.112353041|-0.118776867|2|0.041728395|0.0|-0.003436924|10.31162842|-0.002215642|-0.062905093|1|-0.045844862|-0.0771674659999999|-0.109962789|-0.113554975|0.018555474|-76.67161447|385.2420923|206.54056530000005|-0.042850934|8.459192992|105.341977|0.800290866|-2.271099499|-50.13056864|-28.93268471|86.77473353|0.454574838|468.6532296|-1533.432289|2319.48655|0.1997091339999999|8.804739699999999|0.017174033|-405.5090587|1916.093704|713.7769663|11.59580043|0.0|0.0|2.0|4.76|0.0|0.13|17.0|3.04|1.72|124.74|2.06|135.37|1.0|-5.01|32.0|0.0|0.0|1.91|-4.3|0.00427|5e-05|0.0221|0.0|6.520000000000001e-07|0.000288|4.54|3.5056|721.48|1210.94|353.68|245.51|544.04|0.32563|0.6862699999999999|0.1415|-0.14879|3.8495|-0.20313|5.3762|26.0|7.5901|7.5901
12q_a30|0|0|7.412764017000001|2|2|0.0|0.144208934|-0.27228842|2|0.0438779959999999|0.0|-0.00695299|10.31162828|-0.004395528|-0.0483777279999999|1|0.01661722|-0.032887649|-0.087348134|-0.115589613|0.014790072|-78.7683329|82.72757145|105.1162273|-0.045799658|6.868090132000001|0.732186841|0.820640722|-2.427381881|-40.56199584|-31.21009417|69.60189582|0.473741611|576.3319634|-1654.134991|2844.418547|0.179359278|7.346842839|0.016579022|-437.0000797|2015.662819|696.6414817000001|11.29774462|0.0|0.0|1.0|4.73|0.0|0.17|17.0|4.43|4.78|90.88|2.82|133.96|1.0|-6.7|34.0|0.0|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.000579|0.0|6.61e-08|3.19e-05|5.52|3.4834|713.16|1214.92|355.93|245.16|537.96|0.34138|0.68516|0.1515|-0.14792|5.5755|-0.19897|6.821000000000001|36.0|7.4449|7.4449
6b_a40|0|0|8.421342866|1|2|1.710647518|0.135693438|-0.069975812|0|0.039863946|0.6899826|-0.003851208|10.30179924|-0.004728928|-0.248560671|0|0.003163118|-0.307881994|-0.107699967|-0.118488624|0.014588568|-79.36130196|176.8246355|165.1465831|-0.049599889|6.544506614|34.43877986|0.878140798|-2.132795227|-48.31476032|-33.22101012|81.90640622|0.442509019|504.6333458|-1428.503435|4049.386572|0.1218592019999999|6.976123351|0.011838681|-506.5422338|1626.736212|618.8882797|7.929311055|0.0|1.0|1.0|4.02|3.36|0.21|14.0|5.67|4.38|173.43|2.61|130.16|2.0|-8.41|31.0|1.0|1.0|4.21|-6.18|1.98e-06|6.55e-07|0.000335|1.0|6.21e-06|0.00318|8.98|3.1026|687.2|1183.07|399.62|399.62|552.01|0.69429|0.69429|0.4962|-0.1237099999999999|8193.0|-0.21904|11.3203|0.03|7.5229|7.5229
10_a32|1|1|7.765993078999999|0|0|0.0|0.153272514|-0.087497559|0|0.03995614|2.067772926|-0.0064007569999999|10.31100271|-0.00369116|-0.03673326|0|0.012125768|-0.079818594|-0.088310158|-0.1223816869999999|0.02575778|-75.59866726|57.97512956|146.8439966|-0.038939628|9.828875607|52.24660367|0.6946347429999999|-1.7133436169999998|-33.69815077|-24.0541214|70.46302679|0.449853016|470.8845962|-1058.381342|2980.525719|0.305365257|7.079344111|0.025106509|-240.4628923|1523.651605|513.9156315|15.50900878|0.0|1.0|2.0|3.56|3.12|0.22|19.0|5.64|4.21|149.27|0.88|107.14|1.0|-6.04|27.0|1.0|1.0|3.42|-4.41|0.000366|3.89e-05|0.0155|0.0|1.0300000000000001e-07|4.13e-05|4.12|3.6441|654.7|1086.09|340.24|340.24|533.89|0.70228|0.70228|0.2983|-0.15088|2.4919|-0.2052199999999999|3.2297|7.0|8.1427|8.1427
9a_a31|0|0|7.765993078999999|1|1|0.0|-0.009086485|-0.093457477|0|0.036891534|0.0|-0.006189303|10.31169772|-0.0033853629999999|-0.084652799|0|0.045292529|-0.001313433|-0.100906991|-0.122626525|0.033245595|-78.6954713|163.6011874|197.8075471|-0.043430228|13.69193237|95.14995868|0.737758755|-2.0846509230000003|-41.55773748|-27.87131275|86.0923113|0.484502446|443.941629|-1337.8230119999998|1955.13855|0.262241245|7.812278516|0.0239033229999999|-305.16297060000005|1813.361078|597.3075924999999|15.33993762|1.0|1.0|2.0|3.6|2.78|0.14|22.0|5.51|4.02|117.37|1.58|113.64|1.0|-5.62|30.0|0.0|1.0|3.47|-4.77|0.00101|1.7100000000000002e-05|0.00715|0.0|7.35e-09|3.07e-06|5.27|3.7892|680.72|1145.99|327.21|327.21|540.01|0.7028|0.7028|0.7028|-0.15757|5.0244|-0.20032|6.2203|0.15|6.8239|6.8239
4p_a46|0|0|7.825245291|1|1|2.102855253|-0.060700883|-0.038295755|0|0.046533816|0.0|0.005152176|10.93681929|0.004453195|-0.251219946|0|-0.078703563|-0.1623103719999999|-0.0997229069999999|-0.083274013|0.007398064|-47.22779946|175.10295019999998|53.32991189|-0.029978645|2.379548177|0.0|0.87420565|-1.498932241|-32.07534663|-17.00200781|60.7522985|0.423511708|513.8073925|-850.1003902999998|2219.4587530000003|0.12579435|5.828038618|0.006740305|-424.4519674|972.4260993|585.8536976|3.822678404|0.0|0.0|1.0|3.89|3.2|0.3|17.0|4.85|5.25|61.84|3.2|107.89|1.0|-5.8|27.0|0.0|1.0|4.25|-5.4|0.000567|4.03e-06|0.00144|0.0|8.95e-08|3.2e-05|4.89|3.9958|598.19|1058.54|310.28|226.26|537.47|0.43709|0.70138|0.0763|-0.16819|3.6961|-0.20749|5.3996|341.0|6.4672|6.4672
17b_a50|1|1|7.934155233999999|1|1|4.35392516|-0.145258626|0.013050204|1|0.032052154|2.206759705|0.012409091|10.94500663|0.012686493|0.05636897|1|-0.1585336269999999|-0.257646121|-0.047785496|-0.07555585|0.0128994089999999|-52.58062823|9.9094658|47.42733742|-0.02681014|6.247196459|86.9549829|0.803386523|-1.662228695|-23.14256283|-18.65764227|42.23167946|0.4835366239999999|648.4900322000001|-1156.773821|1948.148592|0.1966134769999999|8.324966952|0.010169967|-422.2639022|1439.872076|862.3868512|7.077456382|1.0|1.0|0.0|4.17|3.57|0.35|20.0|4.18|4.92|51.77|2.71|131.39|1.0|-4.75|32.0|0.0|0.0|3.87|-4.91|0.00763|1.22e-05|0.0052|0.0|2.87e-08|1.22e-05|3.77|4.0418|752.09|1300.3|306.75|292.09|647.75|0.6269899999999999|0.66195|0.1758|-0.16699|6.3333|-0.19879|8.4096|122.0|6.9136|6.9136
13a_a5|0|0|6.605297921|0|0|0.0|-0.154076582|-0.033436214|2|0.023989899|0.0|0.002355511|10.94530369|0.003196482|-0.012798693|2|-0.048584084|-0.048575318|-0.08903048|-0.0839257009999999|0.016739606|-54.03141848|126.2663658|150.1663914|-0.0279752339999999|6.938219155|39.93934134|0.598791539|-1.426736914|-36.90128585|-18.01047283|68.09484712|0.460877309|493.6342317|-918.5341141|1314.232685|0.401208461|8.571729592999999|0.02811638|-127.2041084|1533.979782|620.5697596|18.10134317|1.0|1.0|2.0|3.07|2.46|0.13|23.0|4.39|3.58|92.79|0.95|114.18|1.0|-3.77|30.0|0.0|1.0|2.71|-3.74|0.0675|0.000184|0.0734|0.0|1.26e-09|5.02e-07|3.81|4.2107|688.18|1160.81|294.45|267.87|567.51|0.41806|0.50037|0.1992|-0.17364|3.3414|-0.22898|4.1671|91.0|7041.0|7041.0
4_a3|0|0|6.823286122000001|0|0|0.0|0.2122551539999999|-0.161259999|1|0.035345345|1.882124381|-0.008407895|10.31162267|-0.007022144|-0.208888686|1|-0.028924747|0.041477445|-0.110345083|-0.098695428|0.008006786|-46.9200748|235.6982345|123.350856|-0.039478171|1.809595554|77.51574252|0.866976271|-1.381735991|-24.93884341|-18.76802992|56.26480013|0.415852758|352.05186289999995|-656.8810472|1548.626215|0.133023729|5.05182773|0.0100954959999999|-348.9230345|757.6690029|347.9532383|4.799426464|1.0|1.0|1.0|2.94|2.6|0.0|21.0|5.3|5.17|80.04|3.07|92.65|1.0|-5.69|23.0|0.0|1.0|4.09|-5.09|0.00065|8.22e-06|0.00264|0.0|2.950000000000001e-08|9.48e-06|3.53|3.4771|504.29|858.45|356.58|208.93|338.33|0.3809|0.6896|119.0|-0.14983|2.3542|-0.20826|3.1409|1259.0|5.9|5.9
11d_a31|0|0|7.765993078999999|1|1|0.0|0.064475882|-0.116385886|0|0.0388738739999999|0.0|-0.009496378|10.31169874|-0.006496772|0.026806221|0|-0.057505249|-0.13169885|-0.134031221|-0.134048091|0.034417775|-82.06512842|296.2476128|253.9354598|-0.040797245|12.89967697|91.25756269|0.6817705409999999|-1.87667327|-50.23449218|-24.97634343|103.1255906|0.4816588089999999|358.2711594|-1148.911798|2039.207676|0.318229459|7.885647873|0.027374162|-222.5622569|1685.188386|505.4234462|16.75864338|1.0|1.0|2.0|3.6|2.83|0.32|16.0|5.43|4.03|125.57|1.26|102.13|1.0|-5.48|27.0|0.0|1.0|3.34|-4.2|0.00128|6.26e-05|0.0241|0.0|5.83e-07|0.000225|4.87|3.8009|650.64|1077.69|326.2|326.2|551.86|703.0|703.0|0.2642|-0.15822|3.1919|-0.19226|4.6622|0.03|7.5229|7.5229
3d_a49|0|0|7.535296702|1|1|2.089548665|-0.0960135969999999|-0.3456333889999999|2|0.036335697|1.775376197|-0.00918253|10.35020259|-0.004253844|-0.149675594|2|0.01450704|0.029549308|-0.099295364|-0.094384452|0.009601398|-54.67520803|137.78978830000003|154.6267696|-0.036147237|3.221917789|0.0|0.756622045|-1.698920144|-33.32030276|-20.93944137|63.08192694|0.486368221|424.6551631|-984.1537446|1660.7054380000002|0.243377955|6.612715522999999|0.018844179|-297.31302830000004|1300.720421|549.3593871|10.91609228|0.0|1.0|3.0|3.29|0.0|0.15|21.0|0.72|4.46|121.39|1.07|111.41|1.0|-5.19|28.0|0.0|1.0|1.85|-4.44|0.00252|3.6200000000000006e-05|0.0142|0.0|7.1e-07|0.000278|4.02|3.8907|615.3|1044.19|318.67|239.15|455.47|0.3523699999999999|0.67215|0.0931|-0.16147|2184.0|-0.21913|2.3278|2.34|5.6308|5.6308
14b_a3|0|0|6.823286122000001|0|0|0.0|0.143500839|-0.1160619169999999|3|0.039799383|1.7086790859999998|-0.00603969|10.31162234|-0.004161699|-0.288944272|3|-0.133815639|-0.170297225|-0.090994113|-0.100993354|0.012828558|-49.38772279|252.49572540000003|104.4171556|-0.036469822|3.067822725|82.79166784|0.766915433|-1.312913604|-21.76034149|-17.83445545|50.77131401|0.487615651|384.6023764|-642.0403962|1289.104749|0.233084567|4.989782639|0.017348996|-261.0537205|837.1723509999999|358.3503513|8.483998032|1.0|1.0|1.0|3.18|2.5|0.06|21.0|4.28|3.71|105.82|1.04|93.25|1.0|-4.45|23.0|0.0|1.0|2.82|-3.99|0.0113|0.000103|0.0327|0.0|1.28e-07|4.08e-05|2.22|3.0724|524.27|879.19|403.54|403.54|368.39|0.70123|0.70123|0.2276|-0.12942|2.8743|-0.19618|3.8724|0.38|6.4202|6.4202
12l_a30|0|0|7.412764017000001|2|2|0.0|0.157020295|-0.274237737|2|0.044036281|0.0|-0.00695299|10.31162828|-0.004395528|-0.300262845|1|-0.045411075|-0.0395239879999999|-0.0905026719999999|-0.109810463|0.0154211289999999|-76.82494797|103.5499036|115.9404641|-0.045581702|7.548024079|1.697908189|0.8218150790000001|-2.415830189|-44.29742723|-31.88960104|74.10578426|0.462727396|583.6736326|-1690.148855|2394.793539|0.178184921|9.258542907|0.016896687|-450.2927313999999|2056.604824|696.6414817000001|11.82116027|0.0|0.0|1.0|4.72|0.0|0.17|17.0|4.43|4.78|90.88|2.82|133.96|1.0|-6.7|34.0|0.0|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.000579|0.0|6.61e-08|3.19e-05|5.52|3.5245|729.17|1223.54|351.78|245.74|574.72|0.39486|0.68488|0.1574|-0.14944|2.5031|-0.20397|2.9851|61.0|7.2154|7.2154
19_a31|0|0|7.401841579|0|0|0.0|0.062492295|-0.086654127|0|0.0427124179999999|0.0|-0.005956522|10.31169935|-0.0038998559999999|-0.095997335|0|0.019858798|-0.138769819|-0.0909201569999999|-0.113333675|0.014675044|-66.3863707|75.32978176|157.414423|-0.036060715|5.035230173|67.42915967|0.776211804|-1.586671445|-31.1960848|-21.12293613|61.85348014|0.446100738|428.3459076|-929.4091898|1992.2502|0.223788196|7.0760696020000005|0.0152483439999999|-323.5878356|1197.365442|460.3754405|8.931875058|1.0|1.0|2.0|3.44|2.62|0.28|16.0|5.8|4.33|98.91|1.68|97.25|1.0|-4.67|25.0|0.0|1.0|3.47|-3.92|0.0076799999999999|0.0001199999999999|0.0431|0.0|4.08e-08|1.46e-05|5.24|3.9477|625.93|1028.58|314.06|246.28|537.66|0.5385300000000001|0.7005600000000001|0.2271|-0.16367|1.7076|-0.20675|2.4209|1.8|5.7447|5.7447
25b_a34|0|0|7.412764017000001|1|1|1.94553288|0.133975789|-0.0929479709999999|1|0.04037037|0.0|-0.00378755|10.95957635|-0.000223677|-0.2360985169999999|1|0.08214612|-0.101529052|-0.1030760719999999|-0.137924163|0.030138301|-86.13394472|165.2408865|214.470853|-0.042438204|11.75402804|49.2835599|0.76274549|-2.206786613|-40.19997818|-26.50275222|83.19266998|0.419904835|410.0313565|-1378.143115|2671.608537|0.23725451|6.383564979|0.019067452|-328.1702779|1806.819095|595.8522372|11.90766609|1.0|1.0|2.0|3.53|3.39|0.29|17.0|2.63|3.03|90.3|1.56|108.21|1.0|-3.82|29.0|0.0|0.0|2.58|-3.69|59.0|0.000202|0.0796|0.0|3.8100000000000004e-07|0.00015|5.06|4.2253|668.48|1136.16|293.43|293.43|562.84|0.6925600000000001|0.6925600000000001|0.2259|-0.17564|7.0586|-0.21103|9.0174|2.08|5.6819|5.6819
47f_a18|0|0|7.03438793|1|1|0.0|-0.005500039|-0.034211867|0|0.031179487|0.0|0.0036509859999999|10.94702253|0.00531392|-0.071877686|0|-0.009917608|-0.014370598|-0.063824969|-0.084851044|0.0138461289999999|-72.03501774|111.1889928|137.3980967|-0.0289997239999999|9.979328976|58.84834254|0.726550657|-2.290978185|-46.00060733|-24.61956302|65.93954138|0.483843526|711.5604361000001|-1944.945479|2343.062749|0.273449343|10.55465562|0.016581683|-384.6642262|2676.957843|1347.416568|14.07716085|1.0|1.0|2.0|4.87|0.0|0.34|18.0|3.22|3.6|88.97|2.79|164.47|1.0|-6.11|40.0|0.0|0.0|2.83|-5.52|0.000421|3.01e-06|0.00163|1.0|6.04e-10|3.27e-07|8.13|3.0964|908.66|1602.99|400.42|400.42|874.24|0.6984600000000001|0.6984600000000001|0.5741|-0.12802|3.8532|-0.1724099999999999|4.4861|9.0|8.0458|8.0458
3i_a32|1|1|7.78113851|0|0|0.0|-0.157360524|-0.363243817|0|0.05052381|1.711001131|-0.0131506889999999|10.3110028|-0.0106761939999999|-0.8373173840000001|0|-0.337053202|0.030060554|-0.093279684|-0.1132851459999999|0.015296821|-59.72706743|60.99385995|55.97682661|-0.044627482|4.252042736|0.201037767|0.77072347|-1.472706897|-25.92886531|-23.52884474|57.24454122|0.422644726|471.2508776000001|-776.4518766|2141.3084710000003|0.22927653|5.826629089|0.021905206|-285.465827|1007.432506|318.0257595|11.54903146|0.0|1.0|1.0|3.1|2.49|0.13|19.0|6.76|6.29|110.94|2.09|88.28|1.0|-6.27|24.0|1.0|1.0|4.37|-5.16|0.000197|6.85e-06|0.00251|0.0|1.0900000000000001e-07|4.01e-05|3.38|3642.0|530.5|876.0|340.43|340.43|418.24|0.70322|0.70322|0.4765|-0.1476|2494.0|-0.21278|3.8572|6.0|8.2366|8.2366
32_a47|1|1|6.842683282|1|1|1.998170616|-0.1746026239999999|0.000921003|3|0.035568182|1.6507707980000002|0.001861676|10.95005715|0.002350172|-0.0274939029999999|2|-0.0094137619999999|-0.078006445|-0.05770007|-0.0726950079999999|0.019295804|-52.38450683|28.55112477|106.9180086|-0.026060474|10.01980854|44.50423685|0.64116122|-1.381205148|-29.9621436|-18.77935151|55.48373932|0.44289006|613.6886524|-995.3056298|2255.632049|0.35883878|8.656942728999999|0.022735861|-203.4434306|1552.348456|682.9868225|16.38361254|1.0|1.0|2.0|3.35|3.67|0.26|21.0|4.18|5.07|67.66|3.11|125.17|1.0|-4.81|31.0|0.0|1.0|3.94|-5.05|0.00674|8.89e-06|0.0038799999999999|0.0|1.5e-09|6.55e-07|2.97|3.6829|692.49|1184.76|336.65|252.79|548.86|0.48011|0.68986|0.2839|-0.1509599999999999|4.8234|-0.20778|6.3139|0.1|7.0|7.0
