molecula|n9FaHRing|n9FaRing|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|SaaaC|AATSC1are|BCUTi-1|AATSC1pe|AATSC7i|n6aHRing|MATS8s|MATS8d|FNSA3|FNSA5|FPSA3|PNSA5|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
14_a1|0|0|7.423568444|1|1|0.0|0.043282217|-0.175408303|1|0.035620155|0.0|-0.011639964|10.94959842|-0.008385698|0.164429684|1|-0.08530265|-0.083341531|-0.12658238|-0.122581374|0.033047776|-72.59355177|161.1772893|240.9270705|-0.046308519|11.59015807|104.2594419|0.753357398|-2.083883365|-44.39360096|-27.42423067|94.53410059|0.47517581|351.2799603|-1234.09038|1876.042189|0.246642602|7.46120838|0.0243658979999999|-300.0800645|1638.120743|513.4628663999999|14.42965582|1.0|1.0|2.0|3.25|2.35|0.05|23.0|4.04|3.63|103.12|1.54|106.85|1.0|-4.52|29.0|0.0|1.0|2.85|-4.25|0.0116|5.660000000000001e-05|0.0218|0.0|2.03e-08|7.81e-06|4.57|3.3061|621.08|1049.56|375.01|323.35|464.08|0.6572600000000001|0.69894|0.3497|-0.1336|4.1207|-0.19322|5.3099|94.0|7.0269|7.0269
2_a27|0|0|6.605297921|0|0|3.250529415|0.09890645|-0.0609613559999999|2|0.0427777779999999|1.267636369|0.009338889|10.93783218|0.00988756|-0.337316432|2|0.137868605|0.027777778|-0.058444848|-0.081513931|0.019809599|-41.03489597|9.194894069|77.08713259|-0.029261411|5.020172886|53.58106492|0.6684621829999999|-1.141195033|-14.81116546|-14.73047548|39.39404027|0.4424192289999999|426.3224749|-574.4885436000001|1270.627585|0.331537817|5.312170441|0.022639983|-169.6109632|859.4181658|373.9912084|11.39718489|0.0|1.0|0.0|2.9|3.06|0.11|21.0|2.43|2.49|65.6|2.42|92.58|2.0|-3.19|24.0|0.0|1.0|2.52|-3.7|204.0|0.0002009999999999|0.0638|0.0|1.45e-06|0.0004599999999999|4.32|4.1624|538.57|906.48|297.87|297.87|420.7|0.55857|0.55857|0.3217|-0.16769|4.7049|-0.21702|6.8854|13.0|7.8861|7.8861
13m_a6|0|0|6.842683282|0|0|0.0|0.031719435|-0.135152403|2|0.0446875|1.617900191|-0.0093684169999999|10.9505335|-0.00687003|0.037052986|2|0.156982046|-0.031564227|-0.0989137669999999|-0.107644789|0.01858251|-75.05944278|91.22689385|198.3000783|-0.0378750189999999|9.035018118|95.67846949|0.7362989999999999|-2.045251|-48.09294654|-26.40980394|81.92876874|0.48094941|498.9881336|-1426.129413|2574.030011|0.263701|8.435961541000001|0.020928405|-329.5370141|1936.888972|724.3873672999999|14.59313027|1.0|1.0|3.0|3.59|2.18|0.08|27.0|4.19|3.76|122.47|0.81|127.2|1.0|-4.64|33.0|0.0|1.0|2.67|-4.28|0.00987|5.24e-05|0.0228|0.0|2.1499999999999998e-10|9.35e-08|4.27|3.3359|726.28|1231.54|371.67|316.88|546.69|0.66475|0.64753|0.1924|-0.13817|4.2913|-0.20954|6.5243|0.01|8.0|8.0
19c_a38|0|0|7.412764017000001|2|2|0.0|-0.085545751|-0.04575843|2|0.04508642|0.0|-0.004442319|10.95429182|-0.002443797|0.04814981|1|0.073931688|-0.071918235|-0.0918007669999999|-0.108301657|0.024315945|-68.18641054|139.1570837|151.612258|-0.038224114|9.638658988|4.848162625|0.7187071909999999|-1.949429829|-36.38913762|-24.06579196|73.10674676|0.477803802|477.9848537|-1227.35539|2660.812979|0.281292809|6.97753104|0.023120664|-275.39483110000003|1707.726604|640.025745|14.55670345|0.0|1.0|3.0|4.84|3.0|0.13|17.0|3.17|2.42|105.02|1.76|130.41|1.0|-4.35|32.0|0.0|0.0|2.57|-4.12|19.0|7.55e-05|0.0322|0.0|1.2099999999999998e-07|5.14e-05|3.23|3.8322|652.09|1138.6|323.53|210.74|517.28|0.2597|0.6279899999999999|0.1417|-0.15612|2495.0|-0.21303|3.2846|9.0|8.0348|8.0348
13f_a6|0|0|6.842683282|0|0|0.0|-0.088329567|-0.008507023|2|45.0|1.651047524|-0.003356527|10.95053349|-0.001446486|0.079490516|2|-0.028317736|-0.088948538|-0.073352505|-0.092939631|0.018554018|-62.41821579999999|62.42897239999999|91.85971442|-0.032802223|8.368715213|0.0|0.720711855|-1.672913351|-33.08535238|-22.02995852|61.72438096|0.401838426|579.7398537|-1123.527884|3253.287533|0.279288145|9.050440345|0.0196449239999999|-296.4599736|1558.914115|676.2770877|13.19352214|1.0|1.0|2.0|3.56|2.21|0.08|27.0|5.01|4.53|103.17|0.92|123.82|0.0|-5.11|32.0|0.0|1.0|3.19|-4.78|0.00323|1.65e-05|0.00688|0.0|6.59e-11|2.75e-08|3.36|3139.0|711.29|1202.78|394.98|256.1|568.41|0.49643|0.70541|0.0048|-0.12805|10.8469|-0.2059099999999999|13.9612|42.0|7.3768|7.3768
12am_a36|0|0|7.412764017000001|2|2|0.0|0.088482802|-0.297354748|2|0.044036281|0.0|-0.011700732|10.9602097|-0.007897954|0.345949079|1|-0.0147665219999999|-0.05754717|-0.091472759|-0.118101664|0.017590648|-81.59051640000001|128.69607109999998|127.81651770000002|-0.045928425|8.395550408|1.038361162|0.788334835|-2.480134939|-43.65752487|-31.72964526|75.34643812|0.484558903|563.0333297999999|-1713.4008440000002|2603.072527|0.211665165|8.772646622|0.020179019|-398.3921535|2173.44302|672.4630346|13.94067198|0.0|0.0|2.0|4.81|0.0|0.17|17.0|3.31|4.04|78.43|2.04|130.43|1.0|-5.2|34.0|0.0|0.0|2.65|-5.07|0.00291|8.6e-06|4.0|1.0|7.24e-08|3.37e-05|4.86|3.8606|714.21|1206.77|321.15|236.99|562.14|0.40752|0.6805100000000001|0.2987|-0.15658|5.9258|-0.21356|8.0872|0.06|7.2218|7.2218
36_a18|0|0|7.03438793|2|2|0.0|0.050448408|-0.020339784|1|0.036625514|0.0|-0.000451777|10.94702093|0.000825855|-0.079553246|0|-0.010091893|0.0059061|-0.07777765|-0.079805761|0.009440278|-56.82615305|110.8288932|139.3536816|-0.031922305|4.786442152|83.34177364|0.812056067|-2.074949798|-39.43509046|-22.73046122|62.10402945|0.4751830729999999|572.70209|-1477.479979|1547.485543|0.187943933|9.560644525|0.0123136069999999|-444.4026478999999|1819.430996|975.4099618|8.767974776|1.0|1.0|3.0|4.19|0.0|0.28|18.0|3.73|2.96|85.29|3.13|146.24|1.0|-5.68|35.0|0.0|1.0|2.8|-5.28|0.000975|5.19e-06|0.00242|0.0|6.87e-10|3.210000000000001e-07|7.75|3.1908|769.73|1350.57|388.57|388.57|636.33|0.69372|0.69372|0.4674|-0.13133|1.9944|-0.18124|2.7547|32.0|7.4949|7.4949
27a_a34|0|0|7.412764017000001|1|1|1.963136117|0.0257175079999999|-0.456594848|1|0.0408037829999999|0.0|-0.012495918|10.319282|-0.005234221|-0.13716603|1|-0.07177581|-0.012251785|-0.106669294|-0.123191967|0.026573385|-86.36649751|176.4623026|279.75296960000003|-0.043345322|13.06088842|22.69787432|0.764921711|-2.340647376|-52.42823715|-30.38821209|93.41277507|0.436895447|421.319507|-1640.9634529999998|2252.433058|0.235078289|8.960143164|0.020552444|-371.4586403|2145.269808|718.5861133999999|14.40875302|1.0|1.0|2.0|3.66|2.58|0.13|23.0|2.01|3.97|129.74|1.06|122.61|1.0|-4.96|33.0|0.0|0.0|2.44|-4.47|0.00504|3.43e-05|0.0159|0.0|2.44e-08|1.13e-05|7.38|4.1228|737.7|1247.85|300.73|247.91|598.18|0.40378|0.69818|0.0203|-0.16691|10.8591|-0.20615|13.9023|0.24|6.6198|6.6198
14c_a23|1|1|7.423568444|0|0|3.349976042|0.06596946|-0.024758731|2|0.043538647|0.743546646|0.010682694|10.31321813|0.009263715|0.077009731|2|0.1114214519999999|-0.077808321|-0.0567889659999999|-0.0800086929999999|0.018842596|-53.17009158|38.43627129|51.21382308|-0.034046252|8.321492112|81.41541733|0.7834075309999999|-1.600173862|-25.07982076|-22.62557089|50.26125234|0.459622824|613.3401089|-1063.401832|2379.221378|0.2165924689999999|7.832948614|0.016385474|-376.6791777|1357.40568|633.3278634|10.88903141|0.0|1.0|1.0|3.4|3.6|0.05|26.0|4.0|4.67|105.02|3.51|125.29|1.0|-6.13|31.0|0.0|0.0|4.0|-5.55|0.000334|2.83e-06|0.00126|0.0|1.02e-08|4.55e-06|4.1|3.7031|693.64|1177.63|334.81|334.81|549.86|0.56781|0.56781|356.0|-0.15143|7.2704|-0.23096|10.369000000000002|2.0|8.6253|8.6253
24_a20|0|0|6.842683282|0|0|1.959359883|-0.217098257|0.029711934|2|0.03625|2.041494094|0.009265667|10.93106245|0.008780074|0.1468474119999999|2|0.070857143|-0.07179846|-0.061437722|-0.067869875|0.012814211|-42.82548904|12.83518119|30.27049276|-0.02714795|5.102023479|406.1522673|0.771032243|-1.357397496|-24.46164548|-17.13019562|46.85253003|0.457794721|600.7235847000001|-856.5097809|1961.887639|0.228967757|6.852820269|0.013436544|-342.0394805|1110.861171|664.4562602999999|8.478379683|1.0|1.0|0.0|3.4|3.21|0.08|27.0|4.76|4.78|80.28|1.86|119.42|1.0|-4.89|31.0|0.0|1.0|3.63|-4.93|0.00519|1.17e-05|0.00469|0.0|4.82e-10|1.94e-07|3.74|3.5876|685.66|1169.35|345.59|232.2|551.25|0.46668|0.44916|0.0108|-0.15687|3.6107|-0.22435|4.3906|318.0|6.4976|6.4976
14a_a5|0|0|6.605297921|1|1|0.0|-0.056730193|-0.005002101|3|0.027375887|0.0|0.002956745|10.9488747|0.003668464|-0.213526163|2|0.144729708|0.047169811|-0.080875277|-0.078681402|0.0173669719999999|-53.20786056|134.62273080000003|141.38542919999998|-0.0271808479999999|7.942029745|55.04914434|0.629783335|-1.494946644|-36.98479273|-18.38089729|66.43577392|0.470085022|534.8590069|-1010.949351|1315.573182|0.370216665|8.424031251|0.024411136|-175.53051609999997|1605.23357|723.0631751|16.50789498|1.0|1.0|2.0|3.24|2.41|0.2|23.0|4.56|4.38|92.79|1.37|123.0|1.0|-4.15|32.0|0.0|1.0|3.05|-4.22|0.0304|6.02e-05|0.0256|0.0|1.45e-09|6.16e-07|4.3|4.1501|692.8|1195.01|298.75|298.75|508.64|0.65789|0.65789|0.5853|-0.1676|2.7115|-0.2183699999999999|2.8163|112.0|6.9508|6.9508
23_a10|0|0|7.535296702|1|1|2.140123457|-0.12979844|0.012558932|2|0.036666667|1.981673861|0.010305237|10.92966139|0.010662507|-0.0502296329999999|2|-0.149057824|-0.043248272|-0.049653973|-0.072395864|0.009615852|-51.27837225|72.17779806|60.05816353|-0.02685653|4.824237957|53.00900704|0.7611996520000001|-1.6651048819999998|-24.91121732|-19.02262196|41.98112956|0.485561757|648.2471057|-1179.402562|1945.384475|0.238800348|8.755988318|0.013394095|-370.018179|1549.399766|930.6293092|9.487107794|1.0|1.0|0.0|3.8|4.13|0.21|27.0|5.11|5.81|56.07|2.99|139.11|1.0|-5.38|35.0|0.0|1.0|4.5|-5.7|0.00193|2e-06|0.000923|0.0|1.44e-10|6.66e-08|3.9|3.8034|768.3|1336.11|325.98|325.98|606.18|0.67647|0.67647|0.2089|-0.15858|3.8115|-0.21158|4.8954|0.75|6.1249|6.1249
22_a10|0|0|7.535296702|1|1|2.113627059|-0.067641834|-0.017163935|2|0.036101695|1.880539113|0.008350227|10.92966136|0.008903905|-0.042831367|2|-0.02603707|-0.033474297|-0.053881447|-0.0649866779999999|0.016720696|-50.61577509|75.58376652|101.3847763|-0.022372463|10.14325785|60.10354816|0.564323334|-1.3647202319999998|-32.68604442|-17.4251029|54.98945848|0.422182297|677.4790907|-1062.931277|2668.5420940000004|0.435676666|8.84228648|0.026340252|-100.1982412|1883.550109|916.8601445|20.51547079|1.0|1.0|0.0|3.74|4.14|0.17|27.0|4.64|5.6|73.14|2.8|139.53|1.0|-5.34|36.0|0.0|0.0|4.26|-5.53|0.00217|2.95e-06|0.0014|0.0|4.27e-10|2.03e-07|5.65|3.8517|770.92|1339.48|321.89|256.95|602.93|0.4483899999999999|0.6834100000000001|0.1922|-0.16095|4.8409|-0.2180699999999999|6.5841|1.1|5.9586|5.9586
7_a47|0|0|0.0|0|0|0.0|0.00763426|-0.143650735|2|0.04030303|1.303301032|-0.0091074509999999|10.93671034|-0.00794321|-0.262805289|2|-0.04402021|-0.124285418|-0.081264417|-0.095957591|0.008915606|-54.113260200000006|103.5602725|86.09912617|-0.036250645|2.8353037860000003|0.0|0.816979353|-1.631279045|-25.84337052|-20.44278719|50.85512286|0.405265781|477.8297898|-919.9254234|1968.695833|0.1830206469999999|6.485224033|0.0130514639999999|-357.5076454|1126.008167|526.6144628999999|7.36009799|1.0|1.0|2.0|2.96|3.14|0.09|22.0|5.63|6.52|58.04|3.69|111.28|1.0|-6.47|28.0|1.0|1.0|4.89|-6.06|0.000134|8.75e-07|0.000345|0.0|3.52e-10|1.3900000000000001e-07|5.08|3.7203|604.84|1043.33|333.26|333.26|455.81|0.69314|0.69314|0.2144|-0.1544|3406.0|-0.2073699999999999|4.4255|25.0|7.6|7.6
12g_a31|0|0|7.765993078999999|1|1|0.0|0.0716209459999999|-0.1044685569999999|0|0.0388738739999999|0.0|-0.008464411|10.31169877|-0.0054114869999999|0.074878295|0|-0.076150332|-0.1386819869999999|-0.1284353869999999|-0.131126805|0.030961426|-80.52794936|152.7424573|256.26669530000004|-0.039059048|11.67699967|548.1594997999999|0.6886488690000001|-1.835775276|-48.43898314|-23.98704875|97.88920296|0.470244801|357.8560168|-1127.391291|1859.940155|0.311351131|8.098256552|0.02515117|-231.70711040000003|1637.106139|524.0230338|15.44590447|1.0|1.0|2.0|3.61|2.51|0.32|16.0|5.19|3.44|131.36|0.86|103.26|1.0|-4.92|27.0|0.0|1.0|2.9|-3.79|0.00457|0.0001629999999999|0.0627|0.0|3.55e-07|0.000136|4.17|3.8349|664.44|1090.41|323.3|323.3|542.78|0.70068|0.70068|265.0|-0.15917|1.6279|-0.19241|2.4038|0.11|6.9586|6.9586
11e_a5|0|0|7.139660336|1|1|0.0|-0.2114441819999999|0.038643235|2|0.020943152|0.0|0.008268901|10.9487795|0.008721244|-0.127225457|2|-0.048843135|-0.02059071|-0.062865536|-0.0790189759999999|0.0120552589999999|-52.34653881|62.84782002|81.64179149|-0.0282210629999999|5.290414418|0.0|0.72163516|-1.580379517|-27.58835281|-18.69519243|49.63167715|0.483563144|580.8135016|-1046.930776|960.0428704|0.27836484|9.387474824|0.016933845|-293.6467698|1450.77573|735.3048881|11.21791539|1.0|1.0|1.0|3.22|3.43|0.24|23.0|5.03|4.29|66.93|1.83|125.71|1.0|-4.65|31.0|0.0|0.0|3.63|-4.72|0.00919|1.9e-05|0.00782|0.0|1.13e-09|4.64e-07|2.91|4.1036|717.76|1220.1|302.14|280.64|571.06|0.66478|0.6505|0.2125|-0.16751|2.3124|-0.20559|2.8694|0.04|7.3979|7.3979
7c_a10|0|0|7.535296702|1|1|2.1219657030000003|-0.152261681|0.012145872|2|0.039433962|1.798334646|0.01006918|10.92926158|0.0107756969999999|-0.176560297|2|-0.087063341|-0.105104647|-0.05074318|-0.0876410609999999|0.027436939|-51.2378943|87.99694927|54.79389751|-0.0223398779999999|9.377842892|58.07647902|0.52630639|-1.139333798|-17.34382833|-13.06063972|45.70671102|0.4675549639999999|529.8395322|-666.0926258|1881.379304|0.47369361|6.703148323|0.0269852389999999|-30.75918962|1265.598592|611.4957509|15.7764728|1.0|1.0|0.0|3.48|3.49|0.26|21.0|4.59|4.43|62.06|1.99|113.07|1.0|-4.44|29.0|0.0|1.0|3.59|-4.69|0.0139|2.05e-05|0.00793|0.0|1.66e-08|6.4e-06|2.76|3.8357|635.47|1102.43|323.24|228.47|488.89|0.41348|0.68708|0.0921|-0.16055|3.9465|-0.20059|5.0714|3.81|5.4191|5.4191
1_a3|0|0|6.823286122000001|1|1|0.0|0.079857077|-0.073036903|2|0.034166667|2.194605012|-0.006610844|10.33805862|-0.005006707|-0.007705076|2|-0.126299711|0.057919092|-0.098872259|-0.0925710269999999|0.008036786|-42.54530997|289.8942564|102.8341051|-0.034105115|1.697600903|0.0|0.7920857179999999|-1.295994381|-20.88467272|-15.67458788|49.13501083|0.4490711529999999|356.76228530000003|-595.6343396000001|1162.737831|0.207914282|4.984064981|0.014174378|-268.4830832|751.9821735|373.1494221|6.514493077999999|1.0|1.0|1.0|3.83|0.0|0.18|16.0|2.28|1.85|77.1|1.52|91.52|2.0|-3.07|22.0|0.0|0.0|1.5|-3.3|261.0|0.000503|154.0|0.0|1.69e-06|0.000518|2.08|3.8645|496.09|845.2|320.83|210.84|316.61|0.30619|0.68912|0.0096|-0.1658599999999999|2.2332|-0.21886|3.4319|724.0|6.1403|6.1403
12_a1|0|0|7.423568444|1|1|0.0|-0.0455890429999999|-0.02164054|1|0.036382114|0.0|-0.0038943009999999|10.94945122|-0.001416381|0.127560614|1|-0.045776997|-0.093957115|-0.0964711209999999|-0.104724018|0.033770552|-60.78517756|133.6600817|136.3310784|-0.039894864|11.37734536|477.1158679|0.724666653|-1.675584287|-32.50125347|-23.15625812|75.59644237|0.46449367|444.1009824|-972.562841|1825.150911|0.275333347|7.679719277999999|0.024485753|-260.8074567|1342.083063|473.040639|14.21231622|1.0|1.0|1.0|3.29|2.72|0.05|23.0|4.87|4.41|83.82|1.67|103.47|1.0|-4.98|28.0|0.0|1.0|3.44|-4.75|0.00379|1.77e-05|0.00649|0.0|6.28e-09|2.3e-06|3.67|3.1744|607.42|1018.84|390.57|332.04|482.51|0.69114|0.69763|0.2821|-0.12874|7.7454|-0.19916|10.1801|2.95|5.5302|5.5302
12t_a36|0|0|7.412764017000001|2|2|0.0|-0.058770337|-0.034194893|2|0.041767677|0.0|0.003676818|10.95395385|0.0045625|0.059266516|1|-0.009662203|-0.050788309|-0.0735262|-0.100615514|0.017627553|-67.01551397|86.12920631|110.727965|-0.035934112|7.820109571000001|0.417511887|0.78316808|-2.012310282|-32.61842026|-23.93411213|60.71345614|0.48189543|555.3275093999999|-1340.3102789999998|2320.375227|0.21683192|7.960344391|0.01547607|-377.2113003|1711.395437|729.1873176|10.30792105|0.0|0.0|2.0|4.94|0.0|0.21|17.0|3.62|2.45|69.2|2.45|133.52|1.0|-4.61|31.0|0.0|0.0|2.4|-4.57|0.0102|2.6600000000000003e-05|0.0109|0.0|4.38e-08|1.7899999999999998e-05|3.87|3.6694|713.6|1208.04|337.89|319.18|562.72|0.69297|0.70313|0.0155|-0.15088|5.9081|-0.2039|7.9104|8.0|8.0969|8.0969
3b_a32|1|1|7.758333467000001|0|0|0.0|0.046791596|-0.064476472|0|0.042528736|2.21541916|-0.001282231|10.31100281|0.00020567|-0.078754696|0|0.094335058|0.167519182|-0.073068133|-0.100355499|0.014636992|-49.22963237|74.63320519|78.12568166|-0.033451833|3.522270202|0.0|0.764128338|-1.103910485|-17.58323784|-16.40987746|43.023961|0.460751087|412.4267349|-541.5259561|1084.520517|0.2358716619999999|5.765940603|0.0154889019999999|-259.1375886|708.6845618|323.0421997|7.59811844|1.0|1.0|1.0|3.11|2.57|0.13|19.0|6.25|4.43|110.94|1.45|88.24|1.0|-5.73|21.0|0.0|1.0|3.68|-4.65|0.0005809999999999|2.23e-05|0.00697|0.0|3.19e-07|9.97e-05|2.45|3.5545|524.46|857.0|348.81|348.81|396.83|0.70257|0.70257|0.2905|-0.1474099999999999|3.5719|-0.20137|5.7777|6.0|8.2366|8.2366
12a_a50|1|1|7.927685046000001|1|1|4.075037557|-0.199881787|-0.0016330379999999|1|0.034845679|2.112397566|0.01164808|10.94501645|0.011790103|-0.193999688|1|-0.030758487|-0.2018898489999999|-0.05075501|-0.0663902|0.021013336|-33.44733598|7.457998037999999|48.30443297|-0.02383238|5.333473207|69.83817338|0.575218972|-0.929462803|-12.88231829|-12.00673599|36.15684209|0.469674946|455.4948605000001|-468.2627037|1462.827156|0.4247810279999999|5.116970861|0.027455156|-75.79052945|814.0599092|388.171611|13.83188822|1.0|1.0|0.0|3.3|2.21|0.11|20.0|2.59|3.42|48.53|2.02|94.69|2.0|-3.16|24.0|0.0|1.0|2.55|-3.84|215.0|0.000144|45.0|0.0|3.22e-06|0.00101|2.47|4.0783|545.54|908.22|304.01|304.01|394.52|0.65267|0.65267|0.1807|-0.16806|5.7662|-0.20172|7.9123|75.0|7.1249|7.1249
15_a31|0|0|7.765993078999999|1|1|0.0|0.1893807519999999|-0.134784483|0|0.038809524|0.0|-0.011797858|10.31169996|-0.007631228|-0.052339921|0|-0.0869591359999999|-0.116356616|-0.116196194|-0.131697567|0.038524836|-70.00513464|141.1489667|230.1075793|-0.041588706|10.88541717|514.6215199|0.641533577|-1.58037081|-32.83191294|-22.10688462|82.24348203|0.466164359|301.452236|-840.0616157|1675.977147|0.358466423|6.148947296|0.03396368|-150.46712390000002|1309.458532|363.593507|18.05372755|1.0|1.0|2.0|3.31|1.64|0.19|16.0|4.12|3.0|117.37|0.41|90.47|2.0|-4.28|24.0|0.0|1.0|2.27|-3.57|18.0|0.000272|0.0931|0.0|2.19e-06|0.000749|3.9|4569.0|556.68|925.93|271.36|271.36|452.98|0.5241899999999999|0.5241899999999999|348.0|-0.15202|5.5793|-0.19394|7.5831|1.1|5.9586|5.9586
4e_a49|0|0|7.535296702|1|1|2.085628989|-0.076526919|-0.074495823|2|0.036555556|1.713107022|-1.8100000000000003e-05|10.92777282|0.000660956|-0.130491035|2|0.0063958109999999|0.032396301|-0.09422276|-0.087866673|0.017142176|-53.89448633|313.22432680000003|149.0098632|-0.029288891|6.449206277999999|60.11195021|0.650328475|-1.493733437|-35.44835874|-17.96482878|68.30753733|0.471635821|464.3567821|-916.2062675|1647.641653|0.349671525|7.934910277|0.023622273|-184.4129453|1408.836153|620.5697596|14.48911428|1.0|1.0|2.0|3.35|2.89|0.22|21.0|3.4|2.83|92.93|1.25|114.08|1.0|-3.28|30.0|0.0|1.0|2.42|-3.52|211.0|0.000305|122.0|0.0|4.35e-08|1.74e-05|3.34|3.7876|660.22|1128.64|327.34|216.37|504.63|0.4078199999999999|0.68043|0.0789|-0.1585099999999999|3.9718|-0.2231199999999999|4.8707|34.0|7.4685|7.4685
14m_a23|1|1|7.423568444|0|0|3.1160758160000004|0.05521348|-0.272389934|2|0.0431917209999999|0.665608656|0.001027627|10.3132176|0.001951778|0.0879380709999999|2|0.0266555739999999|-0.072906704|-0.072795329|-0.089285878|0.017992415|-62.09952738|47.23604193|51.59888942|-0.039285786|8.703631619|0.0|0.7958339090000001|-1.964289314|-35.21393496|-27.32379205|63.1440955|0.476833897|643.9145427|-1366.189602|2263.262957|0.204166091|8.595073462|0.017997351|-411.5129154|1716.6767920000002|658.8108151|12.51739962|0.0|1.0|1.0|3.51|3.17|0.09|26.0|4.42|6.19|105.02|3.82|125.29|1.0|-6.38|34.0|1.0|0.0|4.41|-5.79|0.000198|1.61e-06|0.000773|0.0|5.94e-09|2.85e-06|4.2|3.6774|707.56|1209.21|337.15|337.15|572.31|0.65552|0.65552|0.3335|-0.15208|6.1522|-0.23555|8.5477|3.0|8.5171|8.5171
14_a47|1|1|6.605297921|0|0|0.0|-0.126490693|-0.136491228|2|0.036632997|1.484493371|-0.008212621|10.95058279|-0.006335783|0.05124606|2|-0.085385518|0.050943962|-0.093553938|-0.094132436|0.020106089|-47.47362906|64.60629385|160.57883|-0.034963476|5.113919242|0.0|0.664709719|-1.223721666|-23.79514424|-17.63306222|57.32194098|0.474828277|343.7492333|-617.1571777|670.2518865000001|0.335290281|6.909385453|0.028057496|-166.1354667|928.4611922|310.8026328|14.15018248|1.0|1.0|2.0|2.78|1.53|0.0|21.0|3.97|4.88|66.49|2.49|86.58|1.0|-3.97|24.0|0.0|1.0|3.16|-4.13|0.0349|7.46e-05|0.0241|0.0|1.63e-08|5.27e-06|2.64|3.9671|519.55|849.76|312.53|312.53|375.43|0.68345|0.68345|0.2452|-0.16377|2.2485|-0.22434|3665.0|8.0|8.1|8.1
14z_a23|1|1|7.423568444|0|0|3.305974434|0.08752343|-0.024897956|2|0.04314059|0.729326158|0.009174505|10.31321795|0.007229683|0.0708381429999999|2|0.10796308|-0.035965909|-0.0582387179999999|-0.079754981|0.018337664|-55.54823244|40.18308023|52.02674091|-0.03393829|8.895469235|79.960755|0.785604449|-1.595099623|-28.25118461|-23.63754572|53.33438253|0.474697407|644.4593172|-1110.964649|2692.627452|0.214395551|7.834464959|0.01612263|-397.8390333|1414.152695|665.6233736|11.22918692|0.0|1.0|1.0|3.42|3.67|0.05|26.0|4.64|5.32|105.02|3.99|130.3|1.0|-6.77|32.0|0.0|0.0|4.49|-6.13|8.18e-05|7.37e-07|0.000354|0.0|2.6899999999999996e-09|1.29e-06|4.73|3.6632|715.41|1221.92|338.46|307.5|586.28|0.66217|0.69913|0.2917|-0.15195|5.9301|-0.23698|7.9877|5.0|8.2941|8.2941
12j_a36|0|0|7.412764017000001|2|2|0.0|-0.084183025|-0.0446165029999999|2|0.039061728|0.0|0.00285431|10.33556498|0.003710345|0.161289379|1|-0.1241793309999999|-0.089459459|-0.069970795|-0.105480639|0.018160631|-69.66341599|26.39145693|97.35760604|-0.037113558|7.921272637|2.098786266|0.7758129420000001|-2.004132137|-30.5197407|-24.51120192|58.20533756|0.457280037|563.0803357000001|-1323.6049039999998|2536.987511|0.224187058|7.483427579|0.016546717|-364.314663|1706.0876829999995|725.9470896|10.92807939|0.0|1.0|2.0|4.86|0.0|0.17|17.0|3.33|2.61|94.5|2.51|135.47|1.0|-4.85|31.0|0.0|0.0|2.33|-4.51|0.0061|3.09e-05|0.0132|0.0|8.95e-08|3.83e-05|3.37|3.7807|694.28|1198.96|327.94|238.1|536.01|0.37116|0.69967|98.0|-0.15495|6.4451|-0.20593|8.5953|0.01|8.0|8.0
