molecula|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|SaasN|SRW07|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|MATS1c|n6aHRing|GATS1are|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50|pIC50
12az_a36|0|3.465535084|0.0|7.412764017000001|2|0.0|5.351858133|2|0.040566449|0.0|-0.593399474|0.000482522|-0.024018255|-0.012800556|1|0.002872872|-0.387734368|1|0.884226781|0.8350231859999999|0|0.819163613|-0.071762413|-0.10786263|0.411597359|0.034771534|-50.28669997|-75.58351856|60.11023222|0.180836387|126.71905359999998|-0.033474609|17.0740303|8.104966044|-1.941527339|-35.23783652|-23.45695404|74.65245915|0.462897841|3039.528467|574.0196415|2455.7577530000003|0.416134994|8.449849817|15.73229538|0.034594361|2330.167624|766.4854363|1.0|1.0|2.0|4.96|17.0|-6.79|87.66|1.0|0.0|136.74|0.0|1.0|7.0|-4.11|441.49|0.0|1.75|7.13e-05|0.0315|0.0|1.6100000000000005e-07|7.11e-05|3.8863|3.6095|-1461.990465|-1461.962459|737.12|1252.18|343.5|0.4383|576.54|0.69385|0.70333|-1461.686269|6.3778|0.02800521|7.2366|7.2366
7f_a8|0|2.961566988|0.0|7.05012252|0|1.2793830309999998|4.844187086|0|0.044814815|0.0|-0.234880498|0.00112124|-0.087673259|0.0260356679999999|1|0.00084936|-0.381574707|0|0.515235986|0.507325475|0|0.770229267|-0.091890536|-0.08790841|0.3155671539999999|0.0138113419999999|-52.28313554|-50.01741803|53.09327646|0.229770733|130.7330978|-0.040738044|4.471132824|55.49953831|-1.670259798|-29.74763659|-23.17880348|60.14140162|0.4513917389999999|2534.956113|438.23883319999993|1854.738581|0.119077775|7.704280774|14.04331892|0.010262531|1078.790971|446.5544107|1.0|0.0|1.0|3.14|23.0|-8.46|61.58|2.0|0.0|101.89|0.0|1.0|3.0|-5.68|373.35|1.0|4.63|3.16e-06|0.00118|1.0|3.5e-09|1.31e-06|3.8187|3.4810000000000003|-1285.196168|-1285.168078|584.99|991.61|356.17|0.3536|495.55|0.7024199999999999|0.6987399999999999|-1285.017838|8.7098|0.02809022|4.4479|4.4479
25d_a34|0|0.0|0.0|7.412764017000001|1|1.940324546|5.351858133|1|0.041037037|0.0|-0.8576484190000001|-0.005017781|-0.1266965|0.00670464|1|-0.001685762|-0.605891389|1|0.8265507809999999|0.778903495|0|0.674282353|-0.100582621|-0.124111479|0.631894475|0.0292772039999999|-66.52770588|-82.09024497|174.9700398|0.325717647|215.4372954|-0.044492794|12.8082206|69.64131956|-2.358118108|-44.00298587|-29.42857839|85.89233572|0.478308897|2939.671168|445.9861716|2564.887803|0.2227964039999999|6.933980884|13.29135354|0.019881997|2006.828923|673.8038326000001|1.0|1.0|2.0|3.58|23.0|-8.08|90.3|1.0|0.0|119.81|0.0|1.0|7.0|-4.61|427.46|1.0|3.21|3.3e-05|0.0141|0.0|8.26e-09|3.53e-06|4.2732|4.2732|-1426.496796|-1426.468726|706.21|1198.19|290.15|0.2106|554.05|0.6764600000000001|0.6764600000000001|-1426.243341|6.1995|0.02807001|6.0223|6.0223
4S4k_a46|0|0.0|0.173180233|7.825245291|1|2.145043462|5.587248657999999|1|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1149361969999999|-0.1032662209999999|1|0.006050983|-0.3860697829999999|1|0.78837943|0.784722915|0|0.891734458|-0.089589915|-0.0860536609999999|0.199356973|0.007749296|-47.49082053|-45.61628327|172.7607401|0.1082655419999999|57.39060501|-0.030477338|2.177526049|0.0|-1.46291223|-25.17446332|-16.15576699|51.59865384|0.461984953|2105.538282|472.7005375|1729.18312|0.132090036|5.523352655|10.26616763|0.007182108|893.4991504000001|519.5743695|1.0|1.0|1.0|3.8|17.0|-6.61|50.94|1.0|0.0|100.96|0.0|1.0|2.0|-4.82|333.43|1.0|3.79|1.4800000000000002e-05|0.0049299999999999|0.0|2.48e-07|8.28e-05|5.2854|4.0774|-1053.441953|-1053.415665|566.82|997.07|304.07|0.2623|487.43|0.5716|0.67893|-1053.202208|2.2655|0.02628818|6.7055|6.7055
38_a18|0|0.0|0.0|7.03438793|2|0.0|4.844187086|1|0.035478927|0.0|-0.448742607|0.000520558|-0.020056674|-0.003893067|0|0.001602741|-0.498932552|0|0.745084567|0.7400818459999999|0|0.8310704529999999|-0.076974444|-0.082256123|0.423402315|0.00838904|-61.25359673|-65.45657441|100.7046282|0.1689295469999999|134.4282836|-0.0322355079999999|5.3122971560000005|74.46052717|-2.385427574|-48.74349112|-25.65190078|67.92930461|0.4666657999999999|3162.36475|661.3370874|1855.157022|0.119072105|10.98254153|20.5922319|0.007165119|2154.819559|1228.492038|1.0|1.0|3.0|4.53|18.0|-10.33|85.29|3.0|1.0|160.66|0.0|0.0|10.0|-6.98|508.65|1.0|3.64|7.85e-07|0.000399|1.0|4.68e-11|2.38e-08|3.2241|3.2241|-1611.630281|-1611.60375|861.93|1515.64|384.55|0.5147|734.93|0.69235|0.69235|-1611.133158|1.9877|0.02653109|7041.0|7041.0
6_a27|0|2.6137160880000003|0.0|6.823286122000001|0|1.7996617540000002|4.727387819|2|0.042942943|1.221528093|-0.330715016|0.00526746|0.075248207|0.081320966|1|0.0058042269999999|-0.541168953|2|0.678057835|0.650575651|1|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|0.020552125|-38.92545695|-44.56839492|125.8234721|0.214952384|106.4156743|-0.034625042|5.03713293|61.10118428|-1.35037664|-19.27068071|-17.14169035|49.10012093|0.47262982|2196.1151210000003|388.6505938|1193.992326|0.2251796019999999|5.010042219|9.500048379|0.01635203|862.8140479|373.9912084|0.0|0.0|1.0|3.0|21.0|-6.67|76.46|0.0|0.0|92.65|0.0|1.0|2.0|-3.62|317.34|1.0|2.71|0.000153|0.0485|0.0|2.16e-07|6.86e-05|5.5447|4.1391|-1043.831559|-1043.806618|526.9|896.68|299.55|0.1915|401.49|0.3366099999999999|0.61083|-1043.678244|2.7521|0.02494141|9.0|9.0
14t_a23|1|0.0|0.0|7.423568444|0|3.410065804|5.351858133|2|0.045277778|0.758345646|-0.290708696|0.01269616|-0.041339801|-0.093434862|2|0.01180744|-0.4515027279999999|2|0.725800261|0.6906097959999999|1|0.920956836|-0.0553915009999999|-0.079253435|0.361071229|0.017433037|-36.09926385|-51.65035498|36.6149406|0.079043164|51.51331913|-0.033286443|7.404291213|42.20767549|-1.6643221380000002|-23.52629623|-21.69314909|47.46057034|0.465981891|2878.4071670000003|600.1979272000001|2286.063655|0.2000541589999999|7.55064865|14.13931199|0.014352462|1355.9136119999998|666.0036144999999|0.0|1.0|1.0|3.52|26.0|-7.78|105.02|2.0|1.0|125.25|0.0|1.0|5.0|-5.85|425.51|0.0|3.78|5.61e-06|0.0023899999999999|0.0|1.65e-08|7.03e-06|3.9855|3.2060000000000004|-1669.240512|-1669.21916|692.08|1184.43|386.72|0.2061|534.86|0.5824199999999999|0.68886|-1668.980578|5.8672|0.02135191|8.3979|8.3979
12ak_a36|0|3.501132553|0.0|7.412764017000001|2|0.0|5.351858133|2|0.041728395|0.0|-0.407322296|0.0042553209999999|-0.116440196|-0.015708652|1|0.005035022|-0.439326642|1|0.901715152|0.860667615|0|0.848705143|-0.069176342|-0.091761476|0.537460657|0.019931266|-49.87483724|-66.15829243|113.186508|0.151294857|109.0807368|-0.032660864|10.36054668|25.9007405|-1.926990997|-35.95881638|-23.5478668|64.24490364|0.423822657|2830.816014|611.9003905000001|2735.7986920000003|0.262560805|7.98672125|13.86156772|0.018055095|1883.984673|799.5563855|1.0|1.0|2.0|5.05|17.0|-7.38|69.2|2.0|0.0|138.33|0.0|1.0|6.0|-4.95|423.51|1.0|2.66|1.39e-05|0.00589|0.0|4.2e-08|1.7800000000000002e-05|3.8734|3.6895|-1350.900117|-1350.865407|730.3|1247.89|336.05|0.4514|584.05|0.69463|0.7034699999999999|-1350.57563|6.3682|0.03471045|7.3372|7.3372
4f_a46|0|0.0|0.2096617139999999|7.825245291|1|2.190536659|5.587248657999999|2|0.045958333|0.0|-0.053860324|0.012332859|-0.056114865|-0.115631645|1|0.011806162|-0.150189733|2|0.6901151990000001|0.69830739|0|0.934973206|-0.055836642|-0.0674830959999999|0.296072934|0.008734825|-30.29079362|-36.60887321|7.730129301|0.065026794|35.27635517|-0.022035297|2.570614463|56.50645576|-1.079729539|-16.43243843|-11.95391778|35.0293449|0.424708366|2103.214727|507.213176|1563.375755|0.240157725|5.654067072999999|9.828175385|0.010341277|770.8731021000001|538.4165208|1.0|1.0|0.0|3.88|17.0|-7.21|43.6|1.0|0.0|101.54|0.0|1.0|3.0|-4.38|332.44|1.0|3.76|2.62e-05|0.00872|0.0|6.12e-08|2.04e-05|4548.0|4548.0|-1033.550809|-1033.528421|591.51|1020.33|272.61|0.1719|493.53|0.69208|0.69208|-1033.315821|3.2783|0.02238723|6.7375|6.7375
6b_a40|0|0.0|0.0|8.421342866|1|1.710647518|6.401917197|0|0.039863946|0.6899826|-0.698480566|-0.003851208|0.0986825569999999|-0.226457281|2|-0.004728928|-0.630957955|0|0.691778838|0.6462648870000001|1|0.753431574|-0.107699967|-0.118488624|0.417254814|0.014588568|-72.13527644|-79.36130196|176.8246355|0.246568426|165.1465831|-0.049599889|6.544506614|34.43877986|-2.132795227|-48.31476032|-33.22101012|81.90640622|0.442509019|3214.047452|504.6333458|4049.386572|0.1218592019999999|6.976123351|12.51342818|0.011838681|1626.736212|618.8882797|1.0|0.0|1.0|4.02|14.0|-5.21|173.43|2.0|2.0|130.16|1.0|2.0|5.0|-8.41|511.42|1.0|4.21|6.55e-07|0.000335|1.0|6.21e-06|0.00318|3.1026|3.1026|-3290.775349|-3290.745084|687.2|1183.07|399.62|0.4962|552.01|0.69429|0.69429|-3290.583786|8193.0|0.03026498|7.5229|7.5229
15_a4|0|0.0|0.0|7.535296702|1|1.956386054|5.4161004020000005|1|0.044357639|0.0|-0.077474847|0.009823083|-0.1979518539999999|0.022446689|1|0.00918585|-0.226703465|1|0.5118792910000001|0.509447294|0|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|0.010893057|-29.80513879|-35.36161572|12.70877085|0.132283624|63.43714456|-0.030724393|2.505098786|86.01453643|-1.106078158|-14.29317436|-14.73400655|35.02894809|0.437696617|1973.978183|416.1168833|1495.715718|0.156108698|5.459799482|9.709704127|0.009743323|628.5456843999999|324.5687005|1.0|1.0|0.0|3.28|17.0|-6.09|30.71|0.0|0.0|85.06|0.0|1.0|2.0|-3.82|291.32|1.0|3.61|5.19e-05|0.0151|0.0|8.070000000000001e-07|0.000235|4.5048|4.2148|-958.270023|-958.251931|512.65|848.47|294.16|0.1996|396.58|0.4778699999999999|0.56413|-958.147682|2.1603|0.018092091|6757.0|6757.0
14a_a23|1|0.0|0.0|7.423568444|0|3.39397765|5.351858133|2|0.042992424|0.757767133|-0.289658385|0.012219066|-0.0518554529999999|-0.071842463|2|0.011363191|-0.446724057|2|0.72792508|0.6888154959999999|1|0.918677038|-0.055677662|-0.08032517|0.225448915|0.019504497|-35.20994211|-50.79675604|38.57988954|0.081322962|51.42774883|-0.0341809229999999|7.800158102999999|80.54176247|-1.606503401|-22.26638099|-21.61564087|47.54437201|0.462434482|2816.527785|580.9612768999999|2173.7139190000003|0.219241211|7.668841725|14.2658736|0.016707951|1301.215093|601.8533922|1.0|1.0|1.0|3.41|26.0|-7.41|105.02|2.0|1.0|120.28|0.0|1.0|5.0|-5.47|411.48|0.0|3.37|1.1e-05|0.0045299999999999|0.0|3.92e-08|1.6100000000000002e-05|3.7119|3.7119|-1629.928331|-1629.90669|665.5|1134.02|334.02|0.3764|516.58|0.6289100000000001|0.6289100000000001|-1629.690316|5.8775|0.0216412|8.5498|8.5498
11a_a5|0|2.9781886010000003|0.0|6.605297921|0|0.0|4.59511985|2|0.021060606|0.0|-0.185262487|0.007993132|-0.1301505359999999|-0.02394636|1|0.007955512|-0.254944026|2|0.7505403709999999|0.7410766209999999|0|0.89343434|-0.064565402|-0.071517578|0.369563711|0.011860803|-46.13206353|-51.09940261|61.32301293|0.10656566|76.14130253|-0.026223112|6.055083705|14.47576249|-1.573386716|-32.96141947|-18.73644762|54.60662289|0.466436596|2727.027899|638.3599998999999|1170.247903|0.259134725|9.740948724|18.25640338|0.014482324|1517.39715|835.912531|0.0|1.0|1.0|3.53|23.0|-9.93|63.69|2.0|0.0|128.51|0.0|1.0|7.0|-7.25|424.54|1.0|5.16|3.95e-07|0.000167|0.0|1.18e-10|5.019999999999999e-08|4.4033|4.0938|-1339.8362619999998|-1339.802852|739.79|1272.7|302.86|0.5473|578.8|0.6735|0.65363|-1339.493223|2.8611|0.03340977|7.0915|7.0915
12ao_a36|0|3.477902101|0.0|7.412764017000001|2|0.0|5.351858133|2|0.042739018|0.0|-0.410729809|0.002782748|-0.113963585|-0.033032344|1|0.003724542|-0.435820128|1|0.90500247|0.856135378|0|0.832582759|-0.077866573|-0.1019516769999999|0.264688501|0.017784426|-51.52001456|-67.45579866|85.17634667|0.167417241|110.7707502|-0.03775988|7.785557064|0.0|-2.039033535|-34.08795068|-24.98362913|63.28698809|0.462968912|2794.663089|550.8740683|2298.760179|0.217901822|8.769931502999999|16.33039817|0.016708791|1724.9956719999998|698.847203|1.0|1.0|2.0|4.87|17.0|-7.01|69.2|1.0|0.0|133.84|0.0|1.0|6.0|-4.58|407.47|0.0|2.37|2.82e-05|0.0115|0.0|9.66e-08|3.94e-05|4.6597|3.4743|-1310.361099|-1310.328652|701.9|1190.17|356.86|0.6249|548.59|0.4962|0.7045|-1310.077853|5.4691|0.03244719|7.5229|7.5229
3b_a32|1|3.3653429710000005|0.0|7.758333467000001|0|0.0|5.733341277|0|0.042528736|2.21541916|-0.265971895|-0.001282231|-0.1113575119999999|0.10614163|3|0.00020567|-0.536470812|0|0.833920105|0.7725667079999999|1|0.8407393809999999|-0.073068133|-0.100355499|0.2719741|0.014636992|-35.8437493|-49.22963237|74.63320519|0.159260619|78.12568166|-0.033451833|3.522270202|0.0|-1.103910485|-17.58323784|-16.40987746|43.023961|0.460751087|2092.213643|412.4267349|1084.520517|0.2358716619999999|5.765940603|10.69254007|0.0154889019999999|708.6845618|323.0421997|1.0|1.0|1.0|3.11|19.0|-6.5|110.94|1.0|0.0|88.24|0.0|1.0|2.0|-5.73|312.41|1.0|3.68|2.23e-05|0.00697|0.0|3.19e-07|9.97e-05|3.5545|3.5545|-1594.121087|-1594.095192|524.46|857.0|348.81|0.2905|396.83|0.70257|0.70257|-1594.0008779999998|3.5719|0.02589511|8.2366|8.2366
3_a47|0|0.0|0.0|0.0|0|0.0|0.0|2|0.03308642|1.416887578|-0.367098851|-0.008828261|0.103847816|0.013073797|0|-0.007967014|-0.457330633|2|0.900251233|0.815682427|1|0.854727481|-0.083129079|-0.0948001|0.4661246329999999|0.008609292|-43.59237092|-49.71258151|98.29790989|0.145272519|76.18000386|-0.036461577|2.367459086|1.139378223|-1.422001494|-22.85956767|-19.12022366|48.10703|0.403777634|2243.894237|448.2137648|1280.146703|0.2150305089999999|6.46319354|10.84023999|0.016230658|949.95886|418.022895|1.0|1.0|2.0|2.59|22.0|-8.42|58.04|1.0|0.0|101.55|0.0|1.0|3.0|-5.54|347.8|1.0|4.02|4.49e-06|0.00156|0.0|3.829999999999999e-09|1.33e-06|5.6998|3.7284|-1470.137664|-1470.101469|556.65|941.44|332.54|0.2342|402.58|0.52977|0.69138|-1469.969304|4.0226|0.03619487|6.5|6.5
18a_a25|0|0.0|0.0|6.842683282|0|1.875390684|4.727387819|2|0.038167849|2.050257213|-0.170732995|0.007643634|-0.018419483|-0.019985937|1|0.007325341|-0.2936794219999999|2|0.761417363|0.7291583840000001|1|0.931628386|-0.055926422|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|-51.83514755|75.74077952|0.068371614|45.33086513|-0.03097773|4.188358905|0.0|-1.641819678|-24.58404782|-20.53845469|43.39683067|0.493301255|2857.88027|617.676232|2331.966135|0.182927961|7.39539242|14.59524518|0.011486699|1332.242503|759.4953883|1.0|1.0|1.0|3.5|27.0|-9.78|87.72|2.0|1.0|133.85|0.0|1.0|6.0|-6.33|435.54|1.0|4.53|1.71e-06|0.000744|0.0|1.67e-10|7.28e-08|5.4965|3.1711|-1675.274716|-1675.2501519999998|694.17|1229.09|390.98|0.3234|556.26|0.2834|0.5274399999999999|-1674.982248|3.1313|0.02456497|7.0269|7.0269
9a_a40|0|0.0|0.0|7.515889085|0|1.865740741|5.4161004020000005|0|0.0397333329999999|0.921628874|-0.136162501|0.01310675|0.157704751|-0.1720337089999999|2|0.011966382|-0.449508498|0|0.624889926|0.61091688|1|0.937600185|-0.060029933|-0.072887601|0.002467659|0.011033601|-29.02567082|-35.24260989|109.9916614|0.062399815|30.17155594|-0.032156295|2.579562688|51.49564873|-1.093314022|-14.03449109|-15.54821024|34.36063715|0.493941591|1971.148912|453.3484005|336.39741360000005|0.131523409|6.749223592000001|13.33684703|0.008714375|608.6970611|323.79254|1.0|0.0|0.0|3.26|20.0|-6.4|58.43|1.0|0.0|86.7|0.0|1.0|2.0|-5.49|291.37|1.0|4.08|8.33e-06|0.00243|0.0|4.02e-07|0.000117|4.7066|3.3192|-1217.955997|-1217.9449|515.96|847.69|373.53|0.4746|411.01|0.47831|0.69958|-1217.825264|3.8656|0.01109672|6.6696|6.6696
12d_a30|0|0.0|0.0|7.412764017000001|2|0.0|5.351858133|2|0.042804233|0.0|-0.354778373|0.005613018|0.036688757|-0.075816941|1|0.005965451|-0.4562256979999999|1|0.8414737059999999|0.7991060659999999|0|0.843009925|-0.073829724|-0.094239701|0.366319099|0.015567102|-47.69710881|-60.88281322|85.1932288|0.156990075|101.4221952|-0.036246039|6.497247279|0.0|-1.884794029|-30.81433963|-23.41646662|57.75411196|0.4572733479999999|2784.836855|544.6198897999999|2323.480646|0.185610786|7.557073995|13.92427286|0.013424098|1495.177298|686.039456|1.0|1.0|1.0|4.75|17.0|-7.01|81.65|2.0|0.0|132.24|0.0|1.0|5.0|-5.66|412.51|1.0|2.91|7.05e-06|0.00291|0.0|9.75e-08|4.02e-05|3.4821|3.4821|-1615.095823|-1615.063947|695.57|1176.22|356.06|149.0|545.94|0.68608|0.68608|-1614.831682|4434.0|0.03187624|7.9508|7.9508
13a_a5|0|2.931642415|0.0|6.605297921|0|0.0|4.59511985|2|0.023989899|0.0|-0.328417593|0.002355511|-0.139517787|-0.025324157|1|0.003196482|-0.367284642|2|0.746303189|0.720100768|0|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|0.016739606|-57.31787843|-54.03141848|126.2663658|0.233249839|150.1663914|-0.0279752339999999|6.938219155|39.93934134|-1.426736914|-36.90128585|-18.01047283|68.09484712|0.460877309|2657.14588|493.6342317|1314.232685|0.401208461|8.571729592999999|15.89940424|0.02811638|1533.979782|620.5697596|1.0|1.0|2.0|3.07|23.0|-8.9|92.79|2.0|0.0|114.18|0.0|1.0|8.0|-3.77|399.45|1.0|2.71|0.000184|0.0734|0.0|1.26e-09|5.02e-07|4.6285|4.2107|-1313.167422|-1313.126035|688.18|1160.81|294.45|0.5953|567.51|0.41806|0.50037|-1312.907813|3.3414|0.04138695|7041.0|7041.0
7_a15|0|0.0|0.0|0.0|0|0.0|0.0|1|0.035075075|0.0|-0.494898891|-0.0013239329999999|0.038636783|0.0019353679999999|0|0.002150323|-0.335491052|1|0.857287135|0.8115121240000001|0|0.841400327|-0.074406877|-0.110819329|0.403524276|0.036600739|-41.29775265|-61.50761094|103.8062879|0.158599673|88.02694557|-0.026500274|11.27499976|56.30310755|-1.2190126140000002|-22.92132733|-14.70834175|61.6121151|0.396557391|2330.667514|466.9990754|1624.468817|0.551335598|6.01738192|9.971755103|0.042799094|1507.995102|474.9756287|1.0|0.0|1.0|3.16|18.0|-7.19|61.84|2.0|0.0|99.77|0.0|1.0|7.0|-4.83|352.38|1.0|3.35|3.2e-05|0.0113|0.0|6.41e-08|2.26e-05|4.4386|3.7495|-1184.385377|-1184.367098|580.73|1000.95|330.67|0.3463|499.86|0.64652|0.70497|-1184.168094|1.1115|0.01827873|6644.0|6644.0
LY364947_a10|0|2.949609552|0.0|6.605297921|0|0.0|4.59511985|2|0.0273958329999999|2.084955541|-0.084940213|0.007575|0.010202602|-0.006198347|1|0.006909045|-0.204644982|2|0.706034038|0.681525895|1|0.8431045490000001|-0.076999385|-0.075303751|0.449473391|0.009678082|-34.01613475|-33.26705198|144.7228349|0.156895451|69.31194102|-0.029665114|1.88879448|0.0|-0.978948758|-15.02735938|-13.10520229|38.29163558|0.486715511|1896.845282|372.4595738|839.5356408|0.276515344|4.702575386|9.161732895|0.018707677|597.7620559999999|287.99188260000005|1.0|1.0|1.0|2.46|21.0|-7.2|54.46|0.0|0.0|82.56|0.0|1.0|2.0|-3.54|272.3|1.0|2.8|0.000137|0.0374|0.0|6.31e-08|1.7199999999999998e-05|||||||||||||||7.2291|7.2291
18b_a30|0|0.0|0.0|7.412764017000001|2|0.0|5.351858133|2|0.041767677|0.0|-0.375139476|0.003099827|0.016709918|-0.051413084|1|0.0036417359999999|-0.45633339|1|0.80330079|0.760234689|0|0.869340364|-0.078751666|-0.09536285|0.413791511|0.019880184|-52.09100293|-63.07862164|77.65678625|0.130659636|86.42600053|-0.036237883|8.698138813|0.0|-1.811894154|-34.45606603|-23.96987622|65.24093056|0.424912258|2915.383182|575.0330633|3057.267112|0.240284312|7.513189589|13.0644231|0.0184861069999999|1577.555697|666.0036144999999|1.0|1.0|1.0|4.78|17.0|-6.7|105.44|2.0|0.0|131.99|0.0|1.0|5.0|-5.49|423.49|0.0|2.42|1.57e-05|0.0066599999999999|0.0|2e-07|8.47e-05|3.5256|3.5256|-1668.034279|-1667.995173|697.37|1178.08|351.66|0.3576|563.55|0.67715|0.67715|-1667.788575|4.8198|0.03910602|7.6003|7.6003
2_a3|0|0.0|0.0|6.823286122000001|0|0.0|4.727387819|2|0.034166667|2.058239271|-0.311617665|-0.006049098|0.09933632|0.036301827|1|-0.0045709459999999|-0.568019422|2|0.899733837|0.841871246|1|0.750206578|-0.104577702|-0.09392632|0.4551292289999999|0.011938463|-49.07072207|-44.07280196|228.178656|0.249793422|117.2099151|-0.033150466|2.628543258|74.89956423|-1.127115845|-23.02532673|-15.55510657|54.67257594|0.458202525|2056.399995|352.0174726|1314.679398|0.272015731|4.88513521|9.016533738|0.019143348|726.4904564|330.4083896|1.0|1.0|1.0|2.97|21.0|-6.89|92.93|0.0|0.0|90.49|0.0|1.0|2.0|-4.75|304.37|1.0|3.06|5.33e-05|0.0162|0.0|1.3e-07|3.9500000000000005e-05|5.4397|3.3354|-1272.143337|-1272.114086|503.34|841.85|371.73|0.1824|340.69|0.37284|0.69543|-1272.001389|4.0121|0.02925101|5.4|5.4
46_a18|0|0.0|0.0|7.03438793|2|0.0|4.844187086|1|0.03531746|0.0|-0.3872848129999999|0.002300582|-0.0669031009999999|-0.052591109|0|0.003512954|-0.448177615|0|0.7100921609999999|0.699483099|0|0.8265445990000001|-0.069742249|-0.076485888|0.30524999|0.008975181|-49.54738918|-54.33831169|0.946462387|0.173455401|123.2289237|-0.029244604|4.5299444310000005|58.66827342|-1.988633091|-35.20023815|-20.77641329|55.92367899|0.4548138479999999|3052.94234|587.2068577|1848.661552|0.217767252|8.980343774|16.47206875|0.013181412|1806.107079|1056.535856|0.0|1.0|2.0|4.27|18.0|-8.82|76.5|2.0|1.0|151.14|0.0|1.0|7.0|-5.68|480.6|0.0|2.93|3.35e-06|0.00161|0.0|1.51e-09|7.27e-07|3225.0|3225.0|-1532.992457|-1532.968527|765.33|1380.79|384.45|0.4249|635.89|0.69181|0.69181|-1532.493789|2656.0|0.0239301|6.7305|6.7305
19a_a38|0|3.3685352889999995|0.0|7.412764017000001|2|0.0|5.351858133|2|0.043848238|0.0|-0.431265985|-0.002526241|-0.122385526|-0.077535135|1|-0.000673716|-0.4342819429999999|1|0.724208473|0.698414933|0|0.747152898|-0.08593151|-0.108300308|0.298938581|0.022142322|-51.36166266|-64.73159672|137.2318698|0.252847102|151.1278869|-0.038988111|7.910363161|0.0|-1.949405536|-30.69910427|-23.30337482|64.59623135|0.465829126|2774.129458|446.57675660000007|2304.055966|0.255203463|6.923156054|12.96056449|0.020873781|1564.412135|595.8790650000001|1.0|1.0|3.0|4.83|17.0|-6.86|81.23|1.0|0.0|125.69|0.0|1.0|5.0|-4.14|401.44|1.0|2.68|6.77e-05|0.0272|0.0|1.4e-07|5.610000000000001e-05|3.9212|3.6504|-1332.186327|-1332.1529369999998|628.65|1092.25|339.65|0.2668|466.55|0.6329100000000001|0.68835|-1331.94466|4.7986|0.03338983|8.0106|8.0106
AKLKII_a46|0|2.917217813|0.0|6.605297921|0|0.0|4.59511985|3|0.0386379929999999|1.744747103|-0.129865138|0.006821053|0.156485495|0.036226415|1|0.006731579|-0.270506095|3|0.718266758|0.687139108|1|0.837641394|-0.071827497|-0.089369278|0.271156366|0.010384859|-34.061229|-42.37969553|160.85204040000002|0.162358606|76.99187522|-0.033194303|2.335284369|0.0|-1.161800612|-16.15213359|-15.74102977|38.98582025|0.47999819|2000.353437|397.2168972|792.7439217|0.2278604669999999|5.83938898|11.22955511|0.015584114|713.5187596|314.0966684|1.0|1.0|1.0|2.81|21.0|-7.21|67.35|0.0|0.0|85.32|0.0|1.0|2.0|-3.24|287.32|1.0|2.45|0.000266|0.0764|0.0|6.18e-08|1.7800000000000002e-05|||||||||||||||6.7423|6.7423
