molecula|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|SaasN|SRW07|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|MATS1c|n6aHRing|GATS1are|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50|pIC50
11_a47|0|0.0|0.0|0.0|0|0.0|0.0|3|0.033931624|1.311097861|-0.427212659|-0.007419345|0.081235787|0.046339015|0|-0.00580273|-0.451384505|3|0.702719047|0.686454722|1|0.796863393|-0.08164597|-0.096486559|0.572646116|0.008462682|-50.01659041|-59.10798423|119.4035378|0.203136607|124.4421556|-0.035945973|3.175899139|1.882633323|-1.833244617|-30.64032829|-22.02062158|55.20085753|0.4686568239999999|2842.168734|488.1611434|2201.328597|0.183391205|5.966142027|11.22841564|0.0128657439999999|1375.2628029999998|670.2339441|1.0|1.0|2.0|3.28|28.0|-10.55|70.93|2.0|0.0|124.7|0.0|0.0|4.0|-6.29|422.45|1.0|4.69|9.32e-07|0.000394|0.0|2.81e-11|1.19e-08|3.7253|3.7253|-1396.184699|-1396.145101|654.49|1146.42|332.82|0.2321|549.52|0.6915399999999999|0.6915399999999999|-1395.922861|2.9142|0.03959805|7.4|7.4
18c_a30|0|0.0|0.0|7.412764017000001|2|0.0|5.351858133|2|0.042560386|0.0|-0.625122815|-0.003436924|0.0119521719999999|-0.0351777|1|-0.002215642|-0.562807327|1|0.841060094|0.802578397|0|0.717052026|-0.105618255|-0.1115683|0.42531141|0.019360263|-71.31647561|-75.33411705|384.391404|0.282947974|191.0545887|-0.042101245|8.826997739|103.215593|-2.2313660090000003|-48.15493021|-28.4279687|84.38908035|0.448899917|3002.59061|484.1740985|3094.729399|0.214007997|7.646050338999999|13.8741593|0.018410634|1916.918155|713.7769663|1.0|1.0|2.0|4.85|17.0|-6.19|124.74|1.0|0.0|135.37|0.0|1.0|6.0|-5.01|441.51|0.0|1.91|5e-05|0.0221|0.0|6.520000000000001e-07|0.000288|3.4848|3.4848|-1744.500825|-1744.455795|711.56|1209.11|355.78|0.3879|543.46|0.69123|0.69123|-1744.2261030000002|6.6462|0.04503016|7.9208|7.9208
12ad_a36|0|3.428443248|0.0|7.412764017000001|2|0.0|5.351858133|2|0.040787037|0.0|-0.649957196|-0.001148437|-0.0072527669999999|0.010723827|1|0.000906224|-0.478461478|1|0.817851296|0.7767870459999999|0|0.760267769|-0.082404548|-0.107772644|0.423689705|0.030769062|-58.34300549|-76.30379737|94.12528108|0.239732231|169.7321223|-0.0365657189999999|15.4237324|81.68309557|-2.047680239|-41.30726219|-25.88878839|80.12771975|0.477102332|3041.082692|538.2749789|2474.175727|0.343592539|8.770308295|16.772513699999998|0.028968808|2208.646667|735.3783268|1.0|1.0|2.0|4.9|17.0|-6.62|95.5|1.0|0.0|135.03|0.0|1.0|7.0|-4.18|439.47|0.0|1.76|8.36e-05|0.0367|0.0|2.42e-07|0.000106|5733.0|3.8512|-1460.8311199999998|-1460.794632|737.53|1236.64|321.93|0.6073|588.2|0.27316|0.67215|-1460.5468529999998|5.3349|0.03648828|7.7696|7.7696
11_a33|1|3.221176304|0.0|7.686621335|0|0.0|5.6869753560000005|0|0.034984568|1.979284901|-0.32219686|-0.003303432|0.143981643|-0.008908194|3|-0.00103193|-0.393892466|0|0.8389087140000001|0.781083337|1|0.857287241|-0.070841241|-0.104881435|0.229250542|0.033701864|-34.4118011|-50.94714637|45.43139569|0.142712759|69.3240686|-0.030847481|7.95236684|0.0|-1.048814353|-16.71585694|-14.98445481|50.78279943|0.4673066279999999|2220.315582|416.4353629|979.349175|0.447121614|5.24049311|9.837729137|0.035341374|921.4892038|335.4799765|1.0|1.0|1.0|3.19|19.0|-6.23|120.17|0.0|0.0|89.77|0.0|1.0|3.0|-5.48|328.41|1.0|3.28|4.13e-05|0.0136|0.0|5.92e-07|0.000194|3.5049|3.5049|-1669.324638|-1669.304085|506.55|858.89|353.74|0.5408|378.1|0.70381|0.70381|-1669.202327|3.1406|0.02055276|8.3188|8.3188
5a_a50|1|0.0|0.0|7.927685046000001|1|4.202707546|5.82008293|1|0.038040936|2.475383677|-0.06986407|0.012640587|-0.256097122|-0.130929632|2|0.01228899|-0.161169418|1|0.699970832|0.6759066159999999|1|0.969892876|-0.038932964|-0.065209836|0.2814514|0.010185297|-20.77548565|-34.7974024|6.819160781|0.030107124|16.06582337|-0.022747617|2.900288114|60.04351409|-0.978147545|-11.08625592|-12.13862875|26.21058426|0.4528093929999999|2246.106104|517.556163|1605.985157|0.33472483|5.892775027000001|10.76914508|0.017576522|784.5791628|462.1867149|1.0|1.0|0.0|3.5|20.0|-6.24|35.64|0.0|0.0|101.86|0.0|1.0|2.0|-3.89|326.39|1.0|3.47|3.14e-05|0.0102|0.0|5.7e-07|0.000186|5.6146|4.0159|-1029.930364|-1029.905844|582.98|976.41|308.73|0.2735|455.34|0.39948|0.6725399999999999|-1029.734933|3.9843|0.02452028|5.3872|5.3872
26_a47|1|0.0|0.0|6.86171134|0|1.06819297|4.727387819|2|0.045681818|0.956774672|-0.544056455|-0.0098410169999999|-0.046771537|0.0081426509999999|1|-0.008325552|-0.5899218279999999|2|0.6850994429999999|0.651797437|1|0.7104381999999999|-0.098127284|-0.101679756|0.549740398|0.020884606|-57.01987795|-59.08415114|9.608109253|0.2895618|168.2587945|-0.038735145|7.0517889060000005|60.07342336|-1.626876095|-33.13315474|-22.50824805|69.15552111|0.474969855|2625.572598|412.8219782|1341.904566|0.282360823|6.945070057000001|13.22794532|0.024619511|1317.300461|457.1122177|0.0|0.0|2.0|3.13|21.0|-7.22|98.72|1.0|0.0|104.8|0.0|1.0|4.0|-4.86|396.81|1.0|3.18|2.77e-05|11.0|0.0|5.97e-08|2.37e-05|4.7963|3992.0|-1696.096597|-1696.075481|592.84|1006.59|310.58|0.3197|443.78|0.50921|0.68707|-1695.9387359999998|3.6825|0.02111593|7.9|7.9
19a_a22|0|0.0|0.0|6.842683282|0|1.572240489|4.727387819|2|0.0389622639999999|1.545757986|-0.548716971|-0.002607064|-0.011513343|0.016501913|1|-0.001355145|-0.496053375|2|0.72808001|0.699744887|1|0.744354735|-0.090145161|-0.09370213|0.51561501|0.024839714|-67.26339083|-69.91748544|373.8201781|0.255645265|190.7541925|-0.035138299|13.82990734|106.645364|-1.967744721|-50.18975739|-26.21905704|85.79797858|0.4347718229999999|3167.140147|555.4133255|2607.322873|0.315293811|8.648671382|15.30120355|0.025888799|2144.375527|781.8210659|1.0|1.0|2.0|3.61|27.0|-8.76|128.68|1.0|0.0|132.15|0.0|1.0|7.0|-4.38|463.49|0.0|2.36|7.69e-05|0.0356|0.0|1.73e-09|8e-07|5.0397|3.5809|-1537.071348|-1537.0241640000002|740.07|1277.14|346.24|0.2218|567.03|0.34556|0.66605|-1536.756515|4.5288|0.04718381|7.3188|7.3188
12e_a30|0|0.0|0.0|7.412764017000001|2|0.0|5.351858133|2|0.041767677|0.0|-0.444243861|0.0043261129999999|0.005418617|-0.055954785|1|0.0053380919999999|-0.417089226|1|0.838579475|0.7933543279999999|0|0.816703705|-0.07914783|-0.098059338|0.407218612|0.024254701|-52.50202674|-65.04681137|106.2790684|0.183296295|121.5880081|-0.035153347|10.6725953|0.0|-1.863127413|-34.82676424|-23.31866823|68.59117243|0.46715936|2920.484542|541.7533217|2392.685958|0.292879147|8.069355055|15.14403079|0.022696477|1747.776792|704.0353382000001|1.0|1.0|1.0|4.72|17.0|-6.74|90.88|2.0|0.0|133.77|0.0|1.0|6.0|-5.44|428.51|0.0|2.57|1.19e-05|0.0050799999999999|0.0|1.84e-07|7.87e-05|5.0412|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|356.82|0.2055|562.76|0.3304|0.68605|-1690.030824|5551.0|0.03344515|7.9431|7.9431
17_a12|0|0.0|0.0|6.823286122000001|1|0.0|4.727387819|3|0.035816993|0.0|-0.38018419|-0.002523977|-0.072956553|-0.070249784|1|-0.000651751|-0.559137213|2|0.918713011|0.859088647|0|0.858119365|-0.069570363|-0.096209886|0.318309599|0.011226177|-36.25249721|-50.13411606|69.36398419|0.141880635|73.93273708|-0.035198739|3.048310481|0.0|-1.443148294|-18.89085387|-18.34174978|42.10235809|0.466056241|2246.161353|447.1583691000001|1470.257187|0.213298781|5.669161963|10.61752641|0.015049295|955.9051425|431.5987143|1.0|0.0|1.0|4.13|17.0|-7.16|78.41|0.0|0.0|103.12|0.0|1.0|3.0|-4.51|333.41|1.0|3.14|5.7100000000000006e-05|0.0191|0.0|6.97e-08|2.32e-05|4.4014|3.7723|-1366.804178|-1366.776169|560.09|933.62|328.67|0.2213|419.49|0.39539|0.62783|-1366.638303|2128.0|0.02800938|7.7959|7.7959
11_a1|0|3.3361517380000003|0.0|7.423568444|1|0.0|5.351858133|1|0.035620155|0.0|-0.867849442|-0.0127744789999999|-0.05257082|-0.044235537|1|-0.009578125|-0.563650254|1|0.823460272|0.7846345840000001|0|0.5955245029999999|-0.131972845|-0.126108875|0.2027328789999999|0.034974992|-77.81495049|-74.35738693|274.39137789999995|0.404475497|238.4902806|-0.048723884|12.15946748|84.40380304|-2.143850877|-45.88191258|-28.7289904|98.43720241|0.47723847|2697.640232|351.1382199|1885.148133|0.248121855|7.43666407|14.2257294|0.02620284|1681.223993|495.0560271000001|1.0|1.0|2.0|3.25|23.0|-7.47|97.33|1.0|0.0|105.71|0.0|1.0|4.0|-5.07|385.37|1.0|3.22|2.17e-05|0.00838|0.0|3.35e-08|1.29e-05|3.7383|3.1924|-1312.462371|-1312.4282380000002|614.86|1036.18|388.38|0.5573|471.76|0.68162|0.69914|-1312.241032|5.0526|0.03413353|6.7696|6.7696
6e_a31|0|3.402951625|0.0|7.773594467000001|1|0.0|5.733341277|0|0.037803618|0.0|-0.784597028|-0.011483229|-0.008757878|-0.0462850729999999|2|-0.008439437|-0.579941248|0|0.838789705|0.795570315|0|0.623340994|-0.122985602|-0.130898441|0.177030306|0.032627586|-74.99224589|-79.81721349|159.9587946|0.376659006|229.6732654|-0.046541668|12.13134981|99.0823033|-2.0943750530000003|-45.72760428|-28.37945369|94.88738762|0.4782688439999999|2776.836977|380.0911673|2188.417358|0.239502096|7.513687859|14.40145519|0.022744048|1679.262243|536.6368656000001|1.0|1.0|2.0|3.55|22.0|-7.33|131.36|1.0|0.0|109.69|0.0|1.0|4.0|-5.63|404.44|1.0|3.27|2.18e-05|0.00883|0.0|4.67e-08|1.89e-05|3.3083|3.3083|-1652.669408|-1652.63264|634.34|1077.48|374.76|0.5103|490.75|0.70391|0.70391|-1652.445002|5.8193|0.03676794|6.4318|6.4318
3j_a32|1|3.564417045|0.0|8.234564993|0|0.0|6.3044488020000005|0|0.037373737|2.248764828|-0.269814716|-0.000202965|-0.086191775|-0.052622352|3|0.001173363|-0.528541012|0|0.812195122|0.7557114|1|0.865101945|-0.070289671|-0.095013178|0.27811778|0.013773753|-37.33051857|-50.46105839|47.55031019|0.134898055|71.64373163|-0.030815085|3.885056172|0.0|-1.140158136|-19.82606536|-16.36574867|44.64569478|0.4482615029999999|2282.569698|459.4516326|1778.1826620000002|0.251226|5.900829539|10.69497519|0.015301673|808.6988876|398.2788055|1.0|1.0|1.0|3.27|19.0|-6.69|110.94|1.0|0.0|95.74|0.0|1.0|3.0|-5.92|338.45|1.0|4.09|1.58e-05|0.00533|0.0|2.03e-07|6.86e-05|3.4982|3.4982|-1671.507439|-1671.479105|564.55|934.19|354.42|0.3005|405.19|0.7028|0.7028|-1671.351322|3.6238|0.02833407|8.0969|8.0969
21_a47|1|0.0|0.0|6.86171134|0|1.2247108|4.727387819|2|0.037801932|1.028199909|-0.511216716|-0.006808306|-0.004063946|0.057225853|1|-0.004332497|-0.5406500129999999|2|0.612295986|0.591185263|1|0.70582155|-0.082614966|-0.095249919|0.3188717339999999|0.022739546|-46.63227351|-53.76411184|34.75044485|0.29417845|166.049938|-0.033866638|7.244985517000001|47.95893876|-1.5239986980000002|-26.32173133|-19.11612865|59.46768095|0.463113582|2691.697803|398.4031618|1402.202743|0.355154704|7.071346534|13.17102891|0.028943339|1334.003357|482.9384172|0.0|1.0|2.0|3.29|21.0|-7.7|84.73|1.0|0.0|104.49|0.0|1.0|6.0|-4.44|394.38|1.0|3.43|4.84e-05|0.0191|0.0|1.98e-08|7.8e-06|3917.0|3917.0|-1375.061089|-1375.028093|583.37|1014.33|316.53|0.2249|441.93|0.68296|0.68296|-1374.858663|3.6767|0.03299607|8.3|8.3
12u_a36|0|3.508898495|0.0|7.412764017000001|2|0.0|5.351858133|2|0.042560386|0.0|-0.407105926|0.0042553209999999|-0.063855309|-0.010669561|1|0.005035022|-0.438988314|1|0.901715152|0.860667615|0|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|-50.53295452|-67.50289394|86.1184622|0.157772171|109.8080843|-0.03452119|8.544435884|5.944854912|-2.036750221|-35.17050511|-24.02645378|62.80959338|0.486156325|2831.106839|586.1833819|2455.7556010000003|0.22061252|7.65672775|14.90088936|0.015171583|1818.813889|799.5563855|1.0|1.0|2.0|5.05|17.0|-7.38|69.2|2.0|0.0|138.33|0.0|1.0|6.0|-4.95|423.51|1.0|2.66|1.39e-05|0.00589|0.0|4.2e-08|1.7800000000000002e-05|3.8847|3675.0|-1350.8981130000002|-1350.865506|739.12|1254.5|337.37|0.4267|590.18|0.69258|0.70272|-1350.575382|5.8702|0.03260752|7.7959|7.7959
19_a20|0|3.423603867|0.0|6.842683282|0|0.0|4.727387819|3|0.0396875|1.622562232|-0.539158264|-0.006620594|0.077469518|-0.063133522|1|-0.004654742|-0.5838248970000001|3|0.811128636|0.7741509329999999|1|0.754452534|-0.091725453|-0.099685049|0.25624423|0.013643765|-60.26825633|-65.49811346|339.8339889|0.245547466|161.33709|-0.038340404|5.890223441|88.19441661|-1.993700989|-39.5992891|-25.1915821|69.23289949|0.483310517|2849.084477|495.7134289|1818.518838|0.203929412|7.950138729|15.38668579|0.0159602|1645.535318|684.5377542|1.0|1.0|2.0|3.49|27.0|-9.63|110.44|1.0|0.0|122.86|0.0|1.0|5.0|-4.89|420.47|1.0|3.16|2.6600000000000003e-05|0.0112|0.0|2.34e-10|9.86e-08|3.3616|3.3616|-1368.413151|-1368.378274|687.79|1190.68|368.83|0.2998|519.34|0.6987399999999999|0.6987399999999999|-1368.129074|4.2507|0.03487615|5585.0|5585.0
12l_a36|0|3.426092687|0.0|7.412764017000001|2|0.0|5.351858133|2|0.039061728|0.0|-0.4203659179999999|-0.000143196|-0.05158636|-0.0452558729999999|1|0.001194592|-0.428857427|1|0.8707354620000001|0.8212311840000001|0|0.84381923|-0.079972189|-0.107815735|0.3827446779999999|0.0220227089999999|-52.05361632|-70.17688229|39.27257375|0.15618077|101.6575135|-0.038052612|9.330278191|1.281955437|-1.940683231|-33.88151556|-24.7683114|66.38812034|0.4619814279999999|2843.514589|549.2389652|2385.788754|0.262041641|7.471134223|13.88638723|0.02088234|1711.727859|642.3830552000001|1.0|1.0|2.0|4.78|17.0|-6.66|92.99|1.0|0.0|128.47|0.0|1.0|5.0|-4.57|406.44|0.0|1.77|5.08e-05|0.0206|0.0|2.21e-07|8.97e-05|3.8619|3.8619|-1325.194654|-1325.15957|686.83|1155.07|321.05|0.4524|530.75|0.6925|0.6925|-1324.954011|5392.0|0.03508404|7699.0|7699.0
16h_a32|1|3.340888605|0.0|7.765993078999999|0|0.0|5.733341277|0|0.039958333|2.075726759|-0.7828009570000001|-0.0048042729999999|0.061727488|-0.022634676|3|-0.002310082|-0.71364354|0|0.804503712|0.7619492790000001|1|0.7991915079999999|-0.081151869|-0.121464999|0.44308098|0.02096013|-51.56009529|-77.17316899|70.02855767|0.200808492|127.5843068|-0.038765425|8.461051377999999|35.90298920000001|-1.821974989|-32.75886858|-24.62973479|64.87717961|0.459750275|2709.44587|507.7688359|3282.554439|0.2640948939999999|6.710057805|12.42028916|0.020432929|1573.02555|573.3529948|1.0|1.0|2.0|3.61|19.0|-7.0|149.27|2.0|0.0|111.95|1.0|1.0|7.0|-6.48|413.52|1.0|3.74|1.7800000000000002e-05|0.0073599999999999|0.0|9.89e-08|4.09e-05|3.6182|3.6182|-1955.99895|-1955.970762|679.82|1130.4|342.67|0.2914|556.05|0.70219|0.70219|-1955.772465|3516.0|0.02818755|8.0655|8.0655
12a_a32|1|3.442930603|0.0|7.765993078999999|0|0.0|5.733341277|0|0.036711712|2.136609567|-0.463563696|-0.003484915|-0.031249617|-0.074344282|3|-0.001662219|-0.583507277|0|0.788133615|0.7507116140000001|1|0.788702323|-0.085324121|-0.109151429|0.288267255|0.016535497|-53.20970382|-68.06885478|111.9735444|0.211297677|131.7691491|-0.0308471429999999|6.430656017|62.28768050000001|-1.4189685719999998|-33.18255791|-19.23685026|63.52154605|0.456641145|2572.916338|491.8493928|3030.946307|0.332293625|7.083688576|13.03685125|0.021399091|1325.275819|557.1050635|1.0|1.0|2.0|3.45|19.0|-7.65|140.04|1.0|0.0|110.47|1.0|1.0|7.0|-6.01|397.52|1.0|3.6|3.17e-05|0.0126|0.0|2.23e-08|8.86e-06|3576.0|3576.0|-1880.771042|-1880.734215|667.68|1114.3|346.71|0.2908|548.66|0.7025600000000001|0.7025600000000001|-1880.539078|3.0517|0.03682626|7.6021|7.6021
12f_a30|0|0.0|-4.734662095|7.412764017000001|2|0.0|5.351858133|2|0.041555556|0.0|-0.874676289|-0.00695299|-0.008663584|-0.046588557|1|-0.004395528|-0.6394697460000001|1|0.613786308|0.593245722|0|0.8357464459999999|-0.090450992|-0.108935062|0.56363596|0.01570263|-63.81176255|-76.85198573|101.2862703|0.164253554|115.8783181|-0.0452183279999999|7.815328055|1.45550709|-2.396571368|-45.01820228|-31.90082427|74.88972286|0.472521727|3305.792133|589.6060704|2712.844784|0.184824668|8.366190175|15.86072943|0.01752821|2074.08593|696.6414817000001|1.0|1.0|1.0|4.73|17.0|-7.18|90.88|2.0|0.0|133.96|0.0|1.0|7.0|-6.7|482.48|0.0|3.42|1.2e-06|0.000579|0.0|6.61e-08|3.19e-05|5.0587|3.5298|-1988.032639|-1987.998635|729.87|1225.63|351.25|0.2166|574.31|0.32483|0.68471|-1987.782125|3.6633|0.03400408|7.7144|7.7144
4p_a46|0|0.0|0.122217892|7.825245291|1|2.102855253|5.587248657999999|0|0.046533816|0.0|-0.233901882|0.005152176|-0.205494852|-0.120823841|1|0.004453195|-0.369670745|0|0.7471162309999999|0.751334374|0|0.905966489|-0.0997229069999999|-0.083274013|0.3352802039999999|0.007398064|-56.55658053|-47.22779946|175.10295019999998|0.094033511|53.32991189|-0.029978645|2.379548177|0.0|-1.498932241|-32.07534663|-17.00200781|60.7522985|0.423511708|2257.769185|513.8073925|2219.4587530000003|0.12579435|5.828038618|10.10955243|0.006740305|972.4260993|585.8536976|1.0|1.0|1.0|3.89|17.0|-7.05|61.84|2.0|0.0|107.89|0.0|1.0|2.0|-5.8|357.45|1.0|4.25|4.03e-06|0.00144|0.0|8.95e-08|3.2e-05|5.4796|3.9958|-1129.65844|-1129.618646|598.19|1058.54|310.28|0.2363|537.47|0.43709|0.70138|-1129.3914619999998|3.6961|0.03979459|6.4672|6.4672
16g_a32|1|3.363965155|0.0|7.765993078999999|0|0.0|5.733341277|0|0.03898374|2.084553994|-0.771439265|-0.002456725|-0.029193403|0.004735761|3|-0.00030659|-0.696926204|0|0.79965447|0.762429418|1|0.8206422409999999|-0.078387439|-0.105500574|0.542303725|0.023959586|-57.77542509|-77.75914881|90.88837862|0.1793577589999999|132.1955522|-0.033839807|13.01585399|43.37912747|-1.79350976|-42.58335004|-24.94161377|75.43482709|0.3972359179999999|2833.521937|604.8539801|3497.469035|0.313667656|9.3963701|15.58880229|0.02276861|1926.042887|701.9321161|1.0|1.0|2.0|3.87|19.0|-8.16|149.27|3.0|0.0|121.56|1.0|1.0|10.0|-7.51|441.57|1.0|4.37|4.83e-06|0.00213|0.0|6.890000000000001e-09|3.04e-06|3.6161|3.6161|-2034.621991|-2034.593036|752.29|1245.25|342.86|0.2879|639.49|0.70222|0.70222|-2034.342619|3.7346|0.02895494|7.9586|7.9586
6_a1|0|0.0|0.0|7.535296702|1|2.325221088|5.4161004020000005|1|0.039635417|0.0|-0.230035376|0.005054086|-0.00983397|-0.0538497079999999|1|0.006851583|-0.353456514|1|0.781885145|0.741035199|0|0.8782596159999999|-0.057199415|-0.077422386|0.212044989|0.021009352|-27.63847818|-37.41011914|64.63457366|0.121740384|58.82435931|-0.0238222729999999|4.905211525|95.13138767|-0.929068634|-13.35477777|-11.51080589|37.79009463|0.4218263379999999|1956.144556|424.3707604|1383.161829|0.423240564|5.555887839|9.609375529|0.025250885|778.3512535|359.9965854|1.0|1.0|0.0|2.94|17.0|-6.02|39.94|0.0|0.0|86.31|0.0|1.0|3.0|-3.12|291.35|1.0|2.82|0.00021|0.0613|0.0|9.51e-07|0.000277|4.0635|4.0635|-935.5024827|-935.4750982|527.41|875.29|305.12|0.3399|405.23|0.69818|0.69818|-935.330989|5.8386|0.027384499|5.2924|5.2924
14ac_a23|1|0.0|-9.994971573|7.423568444|0|2.7104403130000003|5.351858133|2|0.048351548|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|0.043387326|2|-0.004445662|-0.562985112|2|0.5562570379999999|0.537271445|1|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|0.016832361|-66.72452104|-73.32014595|57.45545019|0.068856366|51.99287907|-0.043970249|9.597200637|0.327656318|-2.330423202|-50.3831402|-33.20157553|79.43449928|0.489147172|3695.344378|703.0989434999999|3417.45156|0.192217908|8.122941134|15.90074614|0.019122137|2178.41361|718.3324686000001|1.0|1.0|1.0|3.69|26.0|-9.03|105.02|2.0|1.0|130.29|0.0|1.0|7.0|-7.31|547.48|0.0|5.43|2.24e-07|0.000123|2.0|9.25e-10|5.06e-07|4.0014|3.6325|-2304.001319|-2303.9786940000004|751.54|1285.58|341.32|0.3209|627.76|0.6408|0.69962|-2303.749331|6.3004|0.02262555|8.3851|8.3851
12r_a30|0|0.0|0.0|7.412764017000001|2|0.0|5.351858133|2|0.043383838|0.0|-0.400352091|-0.002544958|-0.0682882559999999|-0.0646674999999999|1|-0.001131023|-0.44083509|1|0.609043558|0.591758164|0|0.72072745|-0.090229387|-0.109990462|0.451652492|0.019137908|-58.32042638|-71.0931422|90.4724548|0.27927255|180.5098625|-0.040404659|7.995393191000001|0.0|-1.979828309|-37.69583567|-26.11584816|70.6903535|0.464481911|2976.944611|465.8474777|2433.580273|0.209934663|7.467190577999999|13.94386247|0.016970201|1619.709789|616.2856203|1.0|1.0|1.0|4.66|17.0|-7.16|81.65|2.0|0.0|127.19|0.0|1.0|5.0|-5.49|434.46|0.0|3.21|6.71e-06|0.00291|0.0|6.900000000000002e-08|3e-05|5067.0|3.5111|-1774.236548|-1774.2026670000002|679.64|1141.54|353.12|0.1908|516.03|0.32409|0.68476|-1774.009422|5.2021|0.03388131|7.5317|7.5317
13m_a6|0|3.415695704|0.0|6.842683282|0|0.0|4.727387819|2|0.0446875|1.617900191|-0.628720289|-0.0093684169999999|0.054340057|-0.018628955|1|-0.00687003|-0.568024162|2|0.870730542|0.82642394|1|0.715612461|-0.0989137669999999|-0.107644789|0.429009107|0.01858251|-68.97140339|-75.05944278|91.22689385|0.2843875389999999|198.3000783|-0.0378750189999999|9.035018118|95.67846949|-2.045251|-48.09294654|-26.40980394|81.92876874|0.48094941|2951.567781|498.9881336|2574.030011|0.263701|8.435961541000001|16.2526769|0.020928405|1936.888972|724.3873672999999|1.0|1.0|3.0|3.59|27.0|-9.67|122.47|1.0|0.0|127.2|0.0|1.0|6.0|-4.64|435.48|1.0|2.67|5.24e-05|0.0228|0.0|2.1499999999999998e-10|9.35e-08|3.9127|3.3359|-1423.762467|-1423.712909|726.28|1231.54|371.67|275.0|546.69|0.66475|0.64753|-1423.448957|4.2913|0.04955777|8.0|8.0
10_a27|0|0.0|0.0|6.605297921|0|3.383341915|4.59511985|2|0.040512821|1.296293777|-0.282866526|0.00991794|0.034318674|-0.000903965|1|0.010329671|-0.487435299|2|0.639413469|0.614205449|1|0.8526621529999999|-0.061299064|-0.087022238|0.346344305|0.017676458|-32.5969511|-46.27574168|6.0140309720000005|0.147337847|78.34972221|-0.031079371|4.998521009|49.19800605|-1.305333567|-17.33405307|-16.5270506|41.99674607|0.477162521|2270.538352|453.4194305|943.2258247|0.254639309|6.761146212000001|12.9316403|0.01651645|931.2754667000002|424.8821143|1.0|0.0|0.0|3.01|21.0|-6.24|65.6|0.0|0.0|97.39|0.0|1.0|3.0|-3.57|331.37|1.0|2.74|0.0001189999999999|0.0394|0.0|5.81e-07|0.000192|4.1495|4.1495|-1083.137871|-1083.1151289999998|573.31|958.95|298.79|0.4452|450.26|0.63894|0.63894|-1082.956472|4.6684|0.0227416|7.1612|7.1612
27c_a34|0|0.0|0.0|7.412764017000001|1|1.996958431|5.351858133|1|0.041728395|0.0|-0.80008116|-0.008017781|-0.028344637|-0.014364543|1|-0.004694534|-0.543350914|1|0.850511415|0.804740647|0|0.631065353|-0.114233896|-0.12597014|0.32643486|0.0304948179999999|-76.84420762|-84.73908278|176.7076265|0.368934647|248.17931940000005|-0.042782312|13.79934071|119.8660257|-2.26746252|-51.69246989|-28.77931113|97.35782216|0.424716257|2921.328444|424.51250080000005|2477.818875|0.261802571|8.808655321|15.31184469|0.022975949|2066.254135|673.8038326000001|1.0|1.0|2.0|3.55|23.0|-7.67|104.29|1.0|0.0|119.71|0.0|1.0|6.0|-4.75|427.46|1.0|2.83|3.52e-05|0.0151|0.0|2.13e-08|9.1e-06|4277.0|3.9186|-1426.521813|-1426.482676|709.72|1203.69|316.4|0.2385|558.04|0.68683|0.70336|-1426.246896|7.6204|0.03913684|6.0969|6.0969
