molecula|SddssS|n9FaRing|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|RASA|FNSA5|PBF|PNSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|PPSA5|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
13a_a5|0.0|0|6.605297921|0|1.393002748|-0.154076582|-0.006081807|-0.033436214|2|-0.007871499|-0.328417593|0.002355511|-0.025324157|1|1|-0.012798693|-0.035005746|-0.0569177229999999|-0.367284642|0.746303189|0.8045357209999999|-0.048584084|-0.048575318|0.720100768|0.7667501609999999|-0.0839257009999999|0.470564031|-57.31787843|126.2663658|-0.0279752339999999|-34.78546088|6.938219155|0.598791539|-36.90128585|72.13276165|0.460877309|2657.14588|493.6342317|1314.232685|-11.59515363|8.571729592999999|15.89940424|0.854865353|5628.9694|258.29825730000005|-591.3528349999999|30.07803494|-127.2041084|18.10134317|1.0|1.0|1.0|2.0|3.07|23.0|4.39|92.79|0.95|0.0|114.18|0.0|8.0|-3.77|30.0|5.0|-7.18|399.45|0.0|2.71|-3.74|0.000169|0.000184|0.0734|2.19|0.0|5.02e-07|4.2107|-1313.167422|1160.81|0.5953|567.51|0.41806|-1312.907813|0.1992|3.3414|0.04138695|-1312.968936|91.0|7041.0
9c_a31|0.0|0|7.765993078999999|1|0.610135804|0.031715924|-0.013082561|-0.055520387|0|-0.0384827639999999|-0.6933757159999999|-0.003618466|-0.062737615|2|2|-0.062065125|-0.138799714|-0.223856622|-0.546598398|0.8083148840000001|0.842823186|-0.000533581|-0.108617754|0.770283733|0.6746901059999999|-0.128097622|0.287455956|-65.84728287|153.5739377|-0.035867334|-52.02424796|12.30439782|0.670716706|-41.96335759|97.22026028|0.4558841429999999|2592.448925|429.9685721|2242.189942|-14.56678943|8.188627935|15.04941978|0.837843885|5658.985169|209.8466636|-728.3394714|34.07943198|-217.5897278|15.58581614|1.0|1.0|1.0|2.0|3.66|16.0|5.64|117.37|1.08|0.0|108.16|0.0|8.0|-5.23|28.0|5.0|-6.53|398.48|0.0|3.32|-4.16|5.85e-06|6.94e-05|0.0277|3.1|0.0|2.31e-05|3849.0|-1618.157698|1147.93|0.2554|588.58|0.7007399999999999|-1617.892493|0.2554|1.3617|0.04177078|-1617.9568470000002|0.42|6.3768
3d_a49|0.0|0|7.535296702|1|0.406515615|-0.0960135969999999|-0.003398408|-0.3456333889999999|2|-0.087308534|-0.173318804|-0.00918253|0.017871379|1|1|-0.149675594|-0.075636705|-0.129666234|-0.202380888|0.914407252|0.808676284|0.01450704|0.029549308|0.846953747|0.733071652|-0.094384452|0.464410121|-57.52001036|137.78978830000003|-0.036147237|-31.67236018|3.221917789|0.756622045|-33.32030276|65.59130031|0.486368221|2809.9605100000003|424.6551631|1660.7054380000002|-12.12984007|6.612715522999999|12.87442833|0.946920034|6018.145364|140.9844521|-570.1024832|27.67490257|-297.31302830000004|10.91609228|0.0|1.0|1.0|3.0|3.29|21.0|0.72|121.39|1.07|0.0|111.41|0.0|4.0|-5.19|28.0|5.0|-6.58|392.45|0.0|1.85|-4.44|6.42e-06|3.6200000000000006e-05|0.0142|2.98|0.0|0.000278|3.8907|-1594.595995|1044.19|0.2899|455.47|0.3523699999999999|-1594.380348|0.0931|2184.0|0.04373784|-1594.435881|2.34|5.6308
10_a1|0.0|0|6.86171134|0|1.435871163|0.0883621719999999|-0.014135827|-0.23385288|1|0.049971022|-0.621976404|-0.012672753|0.010430299|1|1|0.107434253|-0.019835038|-0.042643966|-0.623957903|0.674381582|0.7227844929999999|-0.0369911079999999|0.017498337|0.658433571|0.669963758|-0.10949971|0.126889306|-65.97424138|212.8090837|-0.045402319|-35.02707638|4.718623023|0.8340962559999999|-37.31383317|70.6564636|0.459673515|2432.447088|378.9193385|1768.2330920000002|-14.52342192|7.376231317999999|13.65143394|0.850732895|5192.858899|93.83214542|-595.4602985|30.78628757|-377.9175542|8.725415617000001|0.0|1.0|0.0|2.0|3.0|23.0|4.86|78.87|2.78|0.0|99.61|0.0|4.0|-4.98|27.0|5.0|-5.91|359.35|0.0|3.7|-4.73|1.04e-05|1.87e-05|0.00673|3.64|0.0|3.42e-06|3.4067|-1223.159954|979.35|0.6754|464.77|0.70345|-1222.969096|0.6754|5.3861|0.03426532|-1223.022387|1.5|5.8239
3b_a12|0.0|0|0.0|1|1.283824445|0.156777705|-0.007916598|-0.043495794|2|-0.1215705419999999|-0.332497127|-0.004028952|-0.003968827|0|0|-0.19952566|-0.071149325|-0.116772665|-0.547002361|0.914614654|0.768772928|-0.008328578|-0.007397776|0.802482465|0.903204699|-0.088443201|0.073824142|-33.57216667|41.13468455|-0.034016616|-24.04018959|2.816328871|0.7688221909999999|-17.50314491|54.77629766|0.390744506|2186.64676|470.8937285|1935.211747|-9.246226764|6.6333156660000006|10.88757628|0.64134753|4665.346939|120.5265876|-360.6028438|23.06757345|-280.3056362|8.665655511|1.0|0.0|1.0|1.0|3.82|18.0|4.05|37.28|3.99|0.0|102.53|0.0|3.0|-4.26|24.0|3.0|-5.65|332.79|0.0|3.59|-4.64|5.539999999999999e-05|2.28e-05|0.00759|3.78|0.0|2.63e-06|3.7741|-1410.971864|915.37|0.5013|426.66|0.53738|-1410.826913|0.2418|5.9551|0.02444371|-1410.8759220000002|49.0|7.3098
18a_a22|0.0|0|6.842683282|0|1.194229718|-0.197348157|-0.003488994|-0.018344659|2|0.033735832|-0.19538364|0.007066388|-0.015194063|1|1|0.059645624|-0.0835538409999999|-0.147724859|-0.296897301|0.760537197|0.7329701259999999|-0.042139855|-0.027029438|0.722009212|0.926535704|-0.076119803|0.573315195|-34.36220678|29.59800426|-0.029276847|-35.04152115|7.887046626|0.710467198|-23.31437056|64.80092090000001|0.487405342|2898.068989|628.6440468999999|2213.859172|-13.47750813|7.037677899|13.72951861|0.950859191|6630.646100999999|196.4447473|-700.830423|27.95908297|-285.5992506|13.15449139|1.0|1.0|1.0|1.0|3.49|27.0|5.32|100.61|2.13|1.0|131.64|0.0|6.0|-5.59|32.0|4.0|-6.28|436.53|0.0|3.9|-5.16|2.59e-06|6.98e-06|0.00305|3.78|0.0|1.73e-07|3.4832|-1691.3151059999998|1211.84|0.3174|531.16|0.35107|-1691.036502|0.0354|3851.0|0.01932946|-1691.097989|13.0|7.8861
12d_a30|0.0|0|7.412764017000001|2|0.604984421|0.041181359|-0.006335328|-0.033312179|2|-0.092984185|-0.354778373|0.005613018|-0.075816941|1|1|-0.162129948|-0.053644471|-0.09353607|-0.4562256979999999|0.8414737059999999|0.8017873000000001|-0.0430927579999999|-0.130412856|0.7991060659999999|0.843009925|-0.094239701|0.366319099|-47.69710881|85.1932288|-0.036246039|-39.33285959|6.497247279|0.8143892140000001|-30.81433963|69.55534551|0.4572733479999999|2784.836855|544.6198897999999|2323.480646|-15.12802292|7.557073995|13.92427286|0.84254817|6120.329513000001|119.91237920000002|-786.6571918999999|28.75340957|-406.2173266|8.672532296|1.0|1.0|0.0|1.0|4.75|17.0|4.35|81.65|3.04|0.0|132.24|0.0|5.0|-5.66|30.0|4.0|-5.81|412.51|0.0|2.91|-5.15|2.21e-06|7.05e-06|0.00291|4.23|0.0|4.02e-05|3.4821|-1615.095823|1176.22|149.0|545.94|0.68608|-1614.831682|149.0|4434.0|0.03187624|-1614.894406|11.0|7.9508
12m_a30|0.0|0|7.412764017000001|2|0.6049842529999999|0.096631895|-0.01047558|0.024086432|2|-0.1305457069999999|-0.57615692|0.001371944|-0.0547272029999999|1|1|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|0.817497287|0.832758813|-0.036924662|-0.0974968869999999|0.770326886|0.783260049|-0.103359773|0.415971907|-57.96147772|133.774348|-0.0405332439999999|-47.58675592|12.59296644|0.773732767|-39.32844052|83.3641853|0.44976016|3058.3084710000003|531.4632661|2370.879718|-18.66147291|9.025816604|16.40342255|0.8173893040000001|6658.711303|153.52847759999997|-951.7351184|35.54574762|-371.4702679|13.2317657|1.0|1.0|0.0|1.0|4.66|17.0|3.4|114.67|2.06|1.0|133.52|0.0|6.0|-6.0|32.0|6.0|-6.22|439.49|0.0|2.36|-5.01|1.01e-06|9.71e-06|0.00427|3.89|0.0|0.000165|3.5496|-1743.215323|1204.39|255.0|578.87|0.33392|-1742.965888|0.1615|3.6891|0.04041755|-1743.030004|31.0|7.5114
9a_a40|0.0|0|7.515889085|0|0.604993021|-0.028285975|-0.003680068|-0.020455825|0|0.168990628|-0.136162501|0.01310675|-0.1720337089999999|2|2|0.291102625|0.009844552|0.016958188|-0.449508498|0.624889926|0.690568477|-0.394662853|-0.2990540869999999|0.61091688|0.937600185|-0.072887601|0.002467659|-29.02567082|109.9916614|-0.032156295|-17.0405052|2.579562688|0.868476591|-14.03449109|39.45618424|0.493941591|1971.148912|453.3484005|336.39741360000005|-7.51786994|6.749223592000001|13.33684703|0.976056482|3991.317015|63.59419322|-255.607578|17.90285474|-356.33157|4.213574358|1.0|0.0|1.0|0.0|3.26|20.0|4.58|58.43|3.57|0.0|86.7|0.0|2.0|-5.49|21.0|2.0|-4.85|291.37|0.0|4.08|-5.08|3.24e-06|8.33e-06|0.00243|4.54|0.0|0.000117|3.3192|-1217.955997|847.69|0.4746|411.01|0.47831|-1217.825264|0.3483|3.8656|0.01109672|-1217.873686|214.0|6.6696
14a_a23|0.0|1|7.423568444|0|1.197964042|0.050806184|-0.0056795759999999|-0.0246126279999999|2|0.0446402609999999|-0.289658385|0.012219066|-0.071842463|2|2|0.083206288|-0.073893976|-0.137733142|-0.446724057|0.72792508|0.7556436440000001|0.114693804|-0.123790952|0.6888154959999999|0.918677038|-0.08032517|0.225448915|-35.20994211|38.57988954|-0.0341809229999999|-32.12331106|7.800158102999999|0.7807587890000001|-22.26638099|61.36268093|0.462434482|2816.527785|580.9612768999999|2173.7139190000003|-13.66949407|7.668841725|14.2658736|0.8602383659999999|6269.28943|138.6457355|-642.4662212000001|27.68542751|-355.0975547|10.56592489|1.0|1.0|1.0|1.0|3.41|26.0|3.36|105.02|3.03|1.0|120.28|0.0|5.0|-5.47|30.0|4.0|-6.27|411.48|0.0|3.37|-4.96|3.38e-06|1.1e-05|0.0045299999999999|3.58|0.0|1.6100000000000002e-05|3.7119|-1629.928331|1134.02|0.3764|516.58|0.6289100000000001|-1629.690316|0.3764|5.8775|0.0216412|-1629.748476|3.0|8.5498
12z_a30|0.0|0|7.412764017000001|2|0.604983642|-0.1155022219999999|-0.008819424|-0.026703371|2|0.034848862|-0.537984876|0.003529389|-0.045463448|1|1|0.05890953|-0.12254489|-0.207153446|-0.39205163|0.8397577820000001|0.809127478|-0.02232319|-0.077335468|0.794193541|0.832920077|-0.107776943|0.315493739|-49.68145417|54.40462246|-0.034034824|-52.13870496|14.93669572|0.630839856|-34.55504699|95.20867045|0.48740649|3112.622632|579.3226647000001|2435.831516|-16.464854199999998|8.071510779|15.74641625|0.950863559|7074.004131999999|256.7627363|-938.4966892|37.52507564|-182.00664430000003|20.24634493|1.0|1.0|1.0|1.0|4.86|17.0|3.94|100.11|2.2|0.0|140.26|0.0|7.0|-5.61|33.0|6.0|-6.39|458.54|0.0|2.52|-5.0|2.47e-06|9.94e-06|0.00456|3.81|0.0|6.720000000000001e-05|3.4438|-1804.814868|1266.9|0.1855|580.6|0.5513100000000001|-1804.51674|0.1441|7.0446|0.02895763|-1804.581882|44.0|7.3615
11d_a5|0.0|0|6.605297921|0|1.388848584|-0.245058546|-0.003373937|0.001099755|2|-0.125546291|-0.185566552|0.008307337|0.01948342|1|1|-0.202307745|-0.12451554|-0.200646773|-0.22897714|0.786587307|0.783891527|-0.018747485|0.036918829|0.755793189|0.87090286|-0.0847408619999999|0.359644732|-40.04753555|61.45330587|-0.029333375|-34.21147402|5.179111638|0.712305422|-25.44574968|65.35645739|0.49396568|2540.78984|553.3617954|900.3825317|-11.84243331|8.920296087|17.62784804|0.976150552|5283.02167|182.7978704|-615.8065323|26.16587381|-269.7929124|11.51307533|1.0|1.0|1.0|1.0|3.13|23.0|4.41|66.93|1.42|0.0|114.29|0.0|7.0|-4.14|29.0|5.0|-6.47|385.46|0.0|3.28|-4.29|7.2e-05|5.14e-05|0.0198|3.07|0.0|8.909999999999999e-07|4107.0|-1239.127458|1154.67|507.0|594.45|0.66686|-1238.855022|0.2068|2.8731|0.03371838|-1238.914819|15.0|7.8239
6_a3|0.0|0|6.823286122000001|0|0.605016564|0.155665791|-0.008934536|-0.106234254|2|-0.025021661|-0.330577816|-0.007540435|0.032782484|1|1|-0.0445675709999999|0.020589494|0.036673175|-0.594308852|0.881253042|0.790667152|-0.155862559|0.055002252|0.773152968|0.783322023|-0.098669224|0.556539611|-52.01903278|236.2008316|-0.037726468|-24.56680878|2.7192240510000003|0.80281499|-25.95647951|56.71997588|0.387883362|2196.107822|390.8623623|1899.385061|-9.393191593|5.498222293|8.982311462|0.633675574|4992.54948|98.39146166|-319.3685142|23.4484528|-302.19751|7.485963593999999|1.0|1.0|1.0|1.0|3.05|21.0|4.96|92.93|2.11|0.0|95.5|0.0|2.0|-5.44|23.0|3.0|-5.68|338.81|0.0|3.63|-4.87|3.67e-06|1.34e-05|0.00455|3.79|0.0|1.11e-05|3.3963|-1731.735113|884.88|0.1997|366.93|0.3369|-1731.602363|129.0|2.8131|0.03079258|-1731.6508010000002|1778.0|5.7501
17b_a6|0.0|0|7.412764017000001|1|1.425925343|0.1012747369999999|-0.01272079|-0.0265090529999999|1|0.139594234|-0.6869226490000001|-0.00460563|-0.0791229359999999|1|1|0.231025646|-0.10896749|-0.180339002|-0.563310199|0.850080948|0.7788169070000001|0.002947625|-0.138423611|0.8013954109999999|0.753949098|-0.109195656|0.318652397|-62.63196368|155.8689396|-0.041494349|-47.0150166|13.44399246|0.7706671740000001|-41.0971443|84.71888279|0.4548818979999999|2816.0632920000003|494.7179214|2207.972178|-17.86570631|8.974770742|16.46390151|0.834464855|5985.963521|150.48105900000002|-893.2853154999999|35.32951798|-355.2067434|13.06809384|1.0|1.0|1.0|2.0|3.53|23.0|4.98|95.85|1.7|0.0|116.79|0.0|5.0|-5.81|31.0|5.0|-5.89|409.44|0.0|3.6|-5.17|1.56e-06|6.69e-06|0.00274|4.09|0.0|4e-07|2.9964|-1350.102764|1168.62|0.3949|575.2|0.69615|-1349.830814|0.0033|5.3385|0.02458322|-1349.892156|153.0|6.8153
