molecula|SddssS|n9FaRing|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|RASA|FNSA5|PBF|PNSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|PPSA5|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
17g_a50|0.0|1|7.934155233999999|2|1.320916184|-0.185924266|-0.002050512|0.052557574|2|-0.05611228|-0.13328325|0.012079|-0.1155555559999999|2|2|-0.090386911|-0.200725906|-0.323333765|-0.213708251|0.754575205|0.738521694|-0.10642733|-0.2126789369999999|0.7276268779999999|0.920663175|-0.0706879109999999|0.442201795|-32.14758511|10.60268439|-0.025918901|-31.48270383|6.48022912|0.749948388|-21.45417373|56.28102287|0.467997084|2821.3922|614.4183967|1975.996014|-11.54365807|8.130878433|15.28352231|0.879688945|6102.424958|166.8756987|-692.6194843|23.06474408|-333.6136209|9.106383854|1.0|1.0|1.0|0.0|4.04|20.0|3.71|51.77|2.71|0.0|133.03|0.0|6.0|-4.46|32.0|4.0|-6.28|424.54|0.0|3.63|-4.86|3.4899999999999995e-05|1.39e-05|0.0059|3.68|0.0|4.6500000000000005e-05|4.0458|-1335.976491|1259.05|0.1795|559.45|0.6623600000000001|-1335.631756|0.1795|7.0584|0.02957267|-1335.693266|246.0|6.6091
12f_a36|0.0|0|7.412764017000001|2|1.297042537|-0.066269699|-0.006773586|-0.032343041|2|0.10938259|-0.40641518|0.003676818|-0.06756661|1|1|0.182557897|-0.101854847|-0.169994208|-0.438198895|0.902377067|0.821599443|-0.109793154|-0.1188384119999999|0.857993338|0.8435569079999999|-0.100276611|0.3416917479999999|-46.86832019|43.53853176|-0.035813075|-43.65234724|7.769727312|0.7803018709999999|-30.92312428|76.51015325|0.464240353|2770.818472|556.5681681|2380.393255|-15.59012402|7.416874811|13.84366076|0.8665086190000001|6000.985822|144.9540437|-873.0469447999999|30.28188764|-369.879252|10.34891518|0.0|1.0|0.0|2.0|4.94|17.0|3.62|69.2|2.45|0.0|133.52|0.0|6.0|-4.61|31.0|4.0|-6.33|409.49|0.0|2.4|-4.57|2.48e-05|2.6600000000000003e-05|0.0109|3.47|0.0|1.7899999999999998e-05|3.6545|-1311.57896|1195.77|0.4374|545.55|0.37095|-1311.285102|0.0231|5.9228|0.02879265|-1311.345557|11.0|7.9586
27c_a34|0.0|0|7.412764017000001|1|1.4335249819999998|0.02583752|-0.014036512|-0.1450543259999999|1|-0.08157574|-0.80008116|-0.008017781|-0.014364543|1|1|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|0.850511415|0.783333463|-0.0360159139999999|-0.0239323839999999|0.804740647|0.631065353|-0.12597014|0.32643486|-76.84420762|176.7076265|-0.042782312|-57.00328784|13.79934071|0.7381974290000001|-51.69246989|100.1948155|0.424716257|2921.328444|424.51250080000005|2477.818875|-19.35960719|8.808655321|15.31184469|0.738272657|6308.331369|176.1124482|-1026.059181|38.98592708|-320.4669239|15.45573273|1.0|1.0|1.0|2.0|3.55|23.0|3.11|104.29|1.71|0.0|119.71|0.0|6.0|-4.75|32.0|5.0|-6.85|427.46|0.0|2.83|-4.45|1.7800000000000002e-05|3.52e-05|0.0151|2.9|0.0|9.1e-06|3.9186|-1426.521813|1203.69|0.2385|558.04|0.68683|-1426.246896|0.0093|7.6204|0.03913684|-1426.31053|0.8|6.0969
8e_a46|0.0|0|7.727094485|1|1.160371308|-0.205882192|-0.001015139|0.000950213|2|-0.126773923|-0.046696417|0.012911107|-0.016857659|1|1|-0.203086023|-0.08488645|-0.135984209|-0.132524216|0.669602597|0.789844634|-0.241393458|-0.024620704|0.668786636|0.921352352|-0.065982313|0.281227001|-27.16690715|7.389496216|-0.023017086|-17.10778729|2.482871976|0.7492419109999999|-13.83322216|39.62167507|0.444693313|1982.950764|469.146955|1415.320228|-5.967832774|5.504080656|9.911785304|0.8008066970000001|4239.252176|127.6844779|-256.61680930000006|15.64268965|-253.8248986|6.023886838999999|0.0|1.0|1.0|0.0|3.21|17.0|4.09|43.6|2.13|0.0|91.93|0.0|2.0|-3.59|23.0|3.0|-6.02|304.39|0.0|3.21|-4.04|0.0002569999999999|9.15e-05|0.0279|3.01|0.0|6.57e-05|4.5092|-954.9296396|933.3|0.2162|457.96|0.6967|-954.743261|0.2162|3.2194|0.024010215|-954.793305|406.0|6.3915
12z_a36|0.0|0|7.412764017000001|2|1.297044126|-0.065211069|-0.007671785|-0.010732275|2|0.037307819|-0.421948174|-0.000143196|-0.030529442|1|1|0.066366917|-0.098598933|-0.175397741|-0.433580807|0.8707354620000001|0.826316772|0.103551178|-0.0533649729999999|0.8212311840000001|0.834790405|-0.102674964|0.492335362|-54.11489962|114.3931487|-0.036238222|-45.16471514|10.28066212|0.712682362|-35.89088901|83.07227002|0.4577848329999999|2841.692299|553.6621150000001|2451.657399|-15.940487699999998|8.016303367999999|14.78435842|0.844286292|6146.834385|190.5590792|-812.9648725|33.72393432|-282.1167226|14.97465267|0.0|1.0|0.0|2.0|4.76|17.0|2.75|92.99|1.38|0.0|128.47|0.0|5.0|-3.99|31.0|5.0|-7.08|406.44|0.0|1.66|-3.95|0.000101|0.000113|0.0458|2.4|0.0|8.97e-05|3.8969|-1325.195958|1153.7|0.4423|539.36|0.69397|-1324.951498|0.4423|4814.0|0.03845474|-1325.010808|5.0|8301.0
47u_a18|0.0|0|7.03438793|1|1.251177393|0.039883149|-0.010219187|-0.0872206669999999|0|0.008108241|-0.633589579|-0.000829573|-0.033209663|0|0|0.0121925089999999|-0.126628013|-0.1904128389999999|-0.539738821|0.664796402|0.7517870059999999|-0.0112778039999999|-0.053126304|0.646724968|0.741066474|-0.092271172|0.33777918|-62.99873374|86.37253771|-0.0344062|-44.84707106|10.0557163|0.721837463|-43.92035521|79.06741651|0.483819806|2965.254516|516.6437614|1415.590236|-16.72263667|9.18142206|17.78724206|0.937307962|6837.350959|193.9244919|-986.6355633|33.23007431|-309.31352410000005|14.73941472|1.0|1.0|0.0|2.0|3.98|18.0|3.15|99.56|2.95|1.0|133.53|0.0|8.0|-5.69|34.0|4.0|-6.31|455.51|0.0|2.6|-4.98|2.05e-06|1.04e-05|0.00472|3.9|0.0|2.89e-06|3.1186|-1510.182477|1282.66|0.5849|646.45|0.69143|-1509.771642|0.5849|4.4624|0.02892505|-1509.839543|1.97|5.7055
16e_a32|0.0|1|7.765993078999999|0|0.609420752|0.180914799|-0.0154404319999999|-0.06951854|0|-0.04474426|-0.772021601|-0.0048042729999999|-0.01320745|3|3|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0.804503712|0.86370575|0.096017785|-0.022651598|0.7619492790000001|0.7903051590000001|-0.117338144|0.504569498|-55.957388|105.4021155|-0.037448344|-48.41036206|9.961663868|0.702226562|-35.94239328|90.34923861|0.458956284|2710.157931|507.6266039|3376.1299740000004|-15.45011555|6.573687662|12.15001203|0.848279482|6142.277629|191.2650034|-726.1554308999999|34.2534974|-259.78720209999994|14.98092934|1.0|1.0|1.0|2.0|3.64|19.0|6.03|149.27|1.12|0.0|111.95|1.0|8.0|-6.59|28.0|5.0|-6.15|413.52|1.0|3.77|-4.75|2.58e-07|1.7899999999999998e-05|0.0074099999999999|3.76|0.0|1.73e-05|3.6214|-1955.993572|1130.95|0.2858|552.79|0.7022|-1955.766505|0.2858|3.2372|0.02792775|-1955.827194|7.0|8.1367
14ab_a23|0.0|1|7.423568444|0|1.197962873|0.065530542|-0.0050415|-0.028841865|2|0.021287386|-0.287365522|0.013012022|-0.03821899|2|2|0.038241896|-0.074579388|-0.13397874|-0.449699921|0.725358161|0.75434493|-0.085303124|-0.05990912|0.693959193|0.92422233|-0.076243539|0.20155691|-35.59605095|40.23721489|-0.031648261|-35.76253038|8.431109267|0.797837067|-24.37891748|61.60741239|0.4695727329999999|2941.47118|632.9786397|2332.352369|-14.84482393|7.83369055|14.76864227|0.885272615|6654.62616|138.4567483|-786.7756682999999|27.16741043|-407.9635285|9.389964491|1.0|1.0|1.0|1.0|3.63|26.0|4.4|105.02|3.45|1.0|130.22|0.0|5.0|-6.23|32.0|4.0|-5.92|439.54|0.0|4.12|-5.55|5.9e-07|2.81e-06|0.00123|4.31|0.0|3.07e-06|3.6587|-1708.563399|1238.27|0.3893|595.23|0.66532|-1708.277193|0.3893|5.9624|0.02013145|-1708.3414239999995|4.0|8.4012
9g_a40|0.0|0|7.515889085|0|0.604992427|-0.058811055|-0.0054957819999999|-0.0220464379999999|0|0.07954859|-0.225327061|0.011921308|-0.145879501|2|2|0.133954053|-0.037217966|-0.062672355|-0.383703998|0.694156166|0.764275277|-0.384131901|-0.242405063|0.665414608|0.90454157|-0.079033043|0.002717414|-33.47455057|65.74631496|-0.031197254|-21.93596333|5.930596229|0.740240206|-17.63553984|51.16627179|0.476386801|2169.234651|476.5434822|349.4421673|-8.658932892000001|8.180261533|15.62271835|0.909806709|4435.743087|136.8503571|-329.0394499|22.20330888|-253.1335385|9.528957565|0.0|1.0|1.0|1.0|2.8|22.0|2.91|72.28|0.64|0.0|87.53|0.0|3.0|-2.49|23.0|4.0|-7.17|302.33|0.0|1.93|-3.09|0.00323|0.0008179999999999|247.0|1.37|0.0|0.000113|3.0778|-1332.487689|923.42|0.3563|469.6|0.70233|-1332.31775|0.3563|3.4787|0.01134289|-1332.369643|3548.0|5.45
1g_a5|0.0|0|6.605297921|0|1.4275159730000002|-0.203595168|-0.003919036|-0.010620031|2|-0.011534568|-0.172437603|0.00683534|-0.0353243789999999|1|1|-0.019057802|-0.010807075|-0.0178558139999999|-0.242737126|0.74740095|0.7778380309999999|0.030722968|-0.067172264|0.717355058|0.8659209659999999|-0.074361785|0.39389953|-37.59983870000001|74.51397212|-0.027205531|-21.388323|5.8729303|0.61393343|-20.16505667|54.34919851|0.4713154089999999|2243.103668|464.3994751|832.7655896000001|-7.824996219|7.312498266|13.83149499|0.891486942|4639.260975|207.0502037|-320.82484500000004|23.76563316|-122.2065919|14.46845291|1.0|1.0|1.0|1.0|2.79|23.0|4.5|63.69|1.57|0.0|96.98|0.0|4.0|-4.03|25.0|4.0|-6.15|328.37|0.0|3.09|-4.2|9.27e-05|6.29e-05|0.0206|3.03|0.0|2.36e-06|4.1733|-1065.846194|961.17|0.1769|448.93|0.4386899999999999|-1065.675316|0.0504|3.4883|0.02730461|-1065.727193|115.0|6.9393
13k_a6|0.0|0|7.412764017000001|1|1.42421381|0.031525207|-0.014257799|-0.132667824|1|0.051404465|-0.8554679409999999|-0.009326562|-0.072504783|1|1|0.08217847|-0.045794891|-0.073210645|-0.5627624379999999|0.8694295409999999|0.7908110340000001|0.1373649019999999|-0.123105035|0.827754203|0.641032542|-0.127178105|0.212093198|-82.8774254|183.1261118|-0.045420752|-61.29890279999999|14.31458589|0.7971316940000001|-57.53822059|100.7779947|0.426031882|2966.890288|445.0412356000001|3332.974951|-21.89246528|8.370126134|14.58291125|0.7422570490000001|6492.211639|140.8427117|-1225.9780560000002|39.55891914|-412.5714301|12.48372364|1.0|1.0|1.0|3.0|3.68|23.0|4.55|115.15|1.39|0.0|124.98|0.0|7.0|-5.49|33.0|5.0|-6.59|441.48|0.0|3.18|-4.77|3.26e-06|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|5.7e-07|3.5476|-1465.862962|1246.69|0.3971|577.68|0.4547|-1465.557346|0.0137|8.1639|0.0308324|-1465.621288|46.0|7.3372
47d_a18|0.0|0|7.03438793|1|1.251175994|-0.017398129|-0.006087337|-0.041876322|0|0.069914568|-0.480899596|0.003376831|0.016324953|0|0|0.104380139|-0.272202025|-0.406388629|-0.417659275|0.7640994990000001|0.7430748709999999|-0.002494715|0.027971797|0.741366815|0.836999127|-0.087315963|0.445704576|-52.14267013|64.92967228|-0.028722356|-58.06490563|10.15469843|0.69814381|-42.52098397|86.29525584|0.481311892|3304.705347|682.5509007|1947.023498|-19.1002979|9.940531282|19.16475647|0.927940864|7780.945962999999|246.1558296|-1451.622641|33.54943497|-323.1621908|15.0913716|0.0|1.0|1.0|2.0|4.73|18.0|2.81|88.97|2.6|2.0|159.67|1.0|12.0|-5.74|39.0|4.0|-6.57|527.66|0.0|2.56|-5.28|1.83e-06|5.23e-06|0.00276|4.16|1.0|7.790000000000001e-07|3.1079|-1704.061013|1544.09|0.5820000000000001|817.06|0.69905|-1703.545539|0.5820000000000001|3.7605|0.02826074|-1703.622959|8.0|8.0969
12k_a36|0.0|0|7.412764017000001|2|1.297043952|-0.076124222|-0.0071232019999999|-0.063399056|2|0.096315593|-0.413145744|0.002782748|-0.058284869|1|1|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|0.90500247|0.811903388|-0.09344781|-0.102077284|0.856135378|0.8427704640000001|-0.101946803|0.367754573|-49.87227128|46.79001927|-0.037758075|-44.22843899|7.838185977999999|0.7806817009999999|-32.84907515|78.24529096|0.478908312|2792.202559|555.1026569|2294.707886|-16.38090333|7.241602627000001|13.89698356|0.919048073|6027.033337|144.457092|-884.5687799000001|31.85663123|-369.7499256|11.0965905|0.0|1.0|0.0|2.0|4.89|17.0|3.62|69.2|2.38|0.0|133.84|0.0|6.0|-4.58|31.0|4.0|-6.34|407.47|0.0|2.37|-4.55|2.6e-05|2.82e-05|0.0115|3.45|0.0|3.94e-05|3.6631|-1310.3453949999998|1186.08|0.3116|530.51|0.5249199999999999|-1310.072976|0.0908|5.7818|0.03274587|-1310.134752|14.0|7.8539
12f_a30|0.0|0|7.412764017000001|2|0.60498366|0.156569208|-0.015345198|-0.274237737|2|0.1468972409999999|-0.874676289|-0.00695299|-0.046588557|1|1|0.4304505939999999|-0.077457998|-0.226973911|-0.6394697460000001|0.613786308|0.8246767140000001|-0.043091382|-0.071123509|0.593245722|0.8357464459999999|-0.108935062|0.56363596|-63.81176255|101.2862703|-0.0452183279999999|-54.21787616|7.815328055|0.815175332|-45.01820228|89.21786458|0.472521727|3305.792133|589.6060704|2712.844784|-22.5055335|8.366190175|15.86072943|0.8958126809999999|7634.176316|130.3909181|-1192.793275|39.1336968|-444.7025522|12.36587885|1.0|1.0|0.0|1.0|4.73|17.0|4.43|90.88|2.82|0.0|133.96|0.0|7.0|-6.7|34.0|8.0|-5.66|482.48|0.0|3.42|-5.92|1.99e-07|1.2e-06|0.000579|5.05|0.0|3.19e-05|3.5298|-1988.032639|1225.63|0.2166|574.31|0.32483|-1987.782125|0.1596|3.6633|0.03400408|-1987.848015|19.0|7.7144
5a_a49|0.0|0|7.853604813|2|1.343848751|0.079751437|-0.009147269|0.007039248|2|-0.072902329|-0.493952547|0.007647515|0.076610236|1|1|-0.1205081119999999|-0.158356406|-0.26176436|-0.51958118|0.66494289|0.7979412790000001|0.001251171|0.127914587|0.632463498|0.800090055|-0.0787216|0.6254267029999999|-42.1802818|124.92862240000002|-0.027311576|-26.93578408|9.77851757|0.6069287529999999|-24.67330519|61.89135559|0.490453006|2797.737637|468.0117167|1887.422375|-9.345067946|6.0732145310000005|11.91885068|0.962527525|6294.404170000001|229.9265537|-457.9083293000001|26.32248561|-125.09569170000002|15.84324998|1.0|1.0|1.0|0.0|3.37|21.0|3.3|73.14|2.07|0.0|116.62|0.0|3.0|-3.84|30.0|5.0|-6.84|397.43|0.0|2.93|-4.29|0.000146|5.09e-05|0.0202|2.65|0.0|4.72e-05|3.9219|-1311.995327|1082.25|795.0|443.78|0.31953|-1311.743648|0.0529|5.6104|0.03478454|-1311.799168|43.0|7.3665
10_a27|0.0|0|6.605297921|0|1.400533489|0.122016352|-0.006285923|-0.044164147|2|-0.184068581|-0.282866526|0.00991794|-0.000903965|1|1|-0.309727442|-0.2030237389999999|-0.341622797|-0.487435299|0.639413469|0.804375252|0.129719095|-0.001453596|0.614205449|0.8526621529999999|-0.087022238|0.346344305|-32.5969511|6.0140309720000005|-0.031079371|-24.60801194|4.998521009|0.7453606909999999|-17.33405307|55.05868025|0.477162521|2270.538352|453.4194305|943.2258247|-8.788575695|6.761146212000001|12.9316403|0.912640238|4894.8090170000005|135.40932969999997|-369.1201792|22.1732254|-260.9504933|8.782938574|1.0|0.0|1.0|0.0|3.01|21.0|2.81|65.6|2.25|0.0|97.39|0.0|3.0|-3.57|25.0|4.0|-6.51|331.37|0.0|2.74|-3.92|0.000266|0.0001189999999999|0.0394|2.55|0.0|0.000192|4.1495|-1083.137871|958.95|0.4452|450.26|0.63894|-1082.956472|0.4452|4.6684|0.0227416|-1083.008551|69.0|7.1612
12c_a5|0.0|0|6.605297921|1|1.236775191|-0.212798523|-0.002685954|0.020594766|3|-0.086795626|-0.16115723|0.0054189009999999|0.0072946769999999|1|1|-0.1386392109999999|-0.01261147|-0.020144382|-0.223631474|0.808899433|0.797601178|0.05430631|0.014673577|0.782051277|0.841092921|-0.066083881|0.450827114|-46.62294305|143.44655559999998|-0.022421317|-28.59715492|7.085796743|0.583585895|-30.6699685|59.40070647|0.4609383929999999|2697.345008|553.2961182|2045.184304|-9.702606135|7.293547043999999|13.53008071|0.855075538|5877.765289|273.9296719|-543.3459436|25.27376659|-109.9706106|15.92875034|0.0|1.0|1.0|2.0|3.27|23.0|5.03|75.72|1.57|0.0|121.26|0.0|6.0|-4.09|31.0|5.0|-6.79|411.5|0.0|3.31|-4.33|8.159999999999999e-05|4.64e-05|0.0191|2.84|0.0|2.03e-07|4.0116|-1316.542713|1200.02|0.1513|519.21|0.52074|-1316.244961|105.0|3.0135|0.02242648|-1316.305277|47.0|7.3279
6_a27|0.0|0|6.823286122000001|0|1.404458667|0.1718757239999999|-0.007874167|-0.072298665|2|-0.237047381|-0.330715016|0.00526746|0.081320966|1|1|-0.406859288|-0.1044763|-0.179319226|-0.541168953|0.678057835|0.787663648|-0.1322552659999999|0.1272522519999999|0.650575651|0.785047616|-0.090025109|0.344065059|-38.92545695|125.8234721|-0.034625042|-22.06430895|5.03713293|0.774820398|-19.27068071|52.66373343|0.47262982|2196.1151210000003|388.6505938|1193.992326|-8.486272674|5.010042219|9.500048379|0.896201262|4761.820508|111.4788253|-330.96463430000006|22.12343713|-272.1086175|8.095338503999999|0.0|0.0|0.0|1.0|3.0|21.0|3.48|76.46|2.42|0.0|92.65|0.0|2.0|-3.62|24.0|4.0|-6.55|317.34|0.0|2.71|-3.82|0.000242|0.000153|0.0485|2.37|0.0|6.86e-05|4.1391|-1043.831559|896.68|0.1915|401.49|0.3366099999999999|-1043.678244|163.0|2.7521|0.02494141|-1043.728133|1.0|9.0
16_a20|0.0|0|6.842683282|0|1.401259527|-0.014660441|-0.004705049|0.00695144|2|0.126359252|-0.254072625|8.23e-05|-0.062750442|1|1|0.211127741|-0.070208458|-0.117308016|-0.458484451|0.7582110409999999|0.7478675859999999|-0.085041518|-0.10978034|0.724665638|0.915005572|-0.077793092|0.382481746|-43.51359744|69.28224942|-0.029561375|-33.67420774|5.023018225|0.780108103|-28.6288015|60.02453683|0.464473378|2722.728332|602.0075202|2161.751186|-12.79619894|8.166385503999999|15.24926152|0.8673208|5896.394536|144.672972|-639.8099471|24.9314775|-368.5817657|8.84230625|1.0|1.0|1.0|1.0|3.5|27.0|6.38|78.25|2.2|0.0|121.69|0.0|4.0|-6.06|31.0|4.0|-5.42|401.46|0.0|4.37|-5.66|8.68e-07|2.17e-06|0.0008699999999999|4.69|0.0|1.22e-08|3.5704|-1275.900951|1174.61|0.3431|554.41|0.32553|-1275.636924|0.1958|4.7315|0.03385502|-1275.6960869999998|26.0|7585.0
16_a15|-3.726252327|0|0.0|0|0.300207157|0.072882981|-0.008593957|-0.463771194|2|-0.003882928|-0.4898555739999999|-0.009769916|-0.011969556|0|0|-0.006331105|-0.046871961|-0.0764246109999999|-0.528097878|0.787100127|0.729432583|0.080837546|-0.018331526|0.72660548|0.723597405|-0.101500719|0.7427725270000001|-60.63825695|53.93878231|-0.039472502|-47.4317527|3.31414791|0.868460507|-41.45211893|76.07332645|0.419910645|3173.773379|494.6488764|3014.308422|-18.44568161|6.798937229|11.720499900000002|0.7238723509999999|6931.531554000001|89.91997762|-996.0668068|31.07023998|-503.7568532|6.687758643|1.0|0.0|1.0|2.0|3.59|24.0|3.37|115.58|1.72|0.0|124.45|0.0|6.0|-6.0|32.0|6.0|-6.27|446.52|1.0|3.59|-5.21|9.89e-07|6.14e-06|0.00274|3.88|0.0|2.72e-07|4.1295|-1770.509465|1229.58|0.3809|600.98|0.6541100000000001|-1770.217907|0.1409|8.0361|0.06079704|-1770.281427|21.0|7.6778
6_a4|0.0|0|7.535296702|1|1.271761557|-0.19701009|-0.001221193|0.010164572|2|0.042096749|-0.064723237|0.011457667|-0.208689928|1|1|0.0671397079999999|-0.046166422|-0.073630392|-0.1738111839999999|0.664591856|0.76089528|-0.169533683|-0.340860215|0.664247086|0.945545838|-0.0670158929999999|0.417868437|-29.18838891|14.1731579|-0.024618083|-20.7966895|2.408866521|0.814470803|-16.25991695|42.27020924|0.423084148|2342.371538|526.7333132|1968.0178670000005|-7.639600225|5.758624844|9.981741408|0.733355042|5256.215815|103.3523757|-374.340411|16.83786074|-350.36323230000005|4.937800786|1.0|1.0|1.0|0.0|3.38|21.0|5.1|43.6|3.09|0.0|109.7|0.0|3.0|-4.91|27.0|3.0|-5.42|354.45|0.0|4.23|-5.11|1.24e-05|7.74e-06|0.00274|4.28|0.0|3.67e-06|4.0354|-1108.585859|1057.7|0.1235|453.87|0.60542|-1108.338577|0.0772|2.8026|0.02244097|-1108.392115|1.3|5.8861
14q_a23|0.0|1|7.423568444|0|1.19796338|0.141057047|-0.0101981219999999|-0.130330047|2|0.064903564|-0.5608967029999999|0.002243702|-0.056324491|2|2|0.121109106|-0.017918675|-0.033435987|-0.573130981|0.77007911|0.808928963|0.067394607|-0.089657283|0.7333675390000001|0.773194598|-0.096370719|0.227948491|-61.51997721|350.836102|-0.039682061|-45.42467289|10.17264683|0.777340899|-42.23665548|79.42966327|0.472004985|3097.399651|530.8381985000001|2213.1193780000003|-18.70427707|8.732265278|16.53853737|0.893957277|6982.066379000001|152.86702240000002|-953.9181308|35.04742005|-380.8178266000001|13.26616596|1.0|1.0|0.0|2.0|3.52|26.0|2.57|148.11|2.28|1.0|128.38|1.0|6.0|-5.21|33.0|5.0|-7.33|454.51|1.0|2.62|-4.39|6.11e-06|4.03e-05|0.0183|2.46|0.0|5.03e-05|3.6431|-1798.645459|1222.17|0.4943|554.59|0.5949|-1798.3704079999998|0.4943|8375.0|0.03458552|-1798.433122|16.0|7.8069
7_a4|0.0|0|7.535296702|1|1.343865525|-0.237954652|-0.001729561|-0.003297033|2|-0.07290303|-0.076100699|0.008409909|0.04206117|1|1|-0.162314698|-0.042220092|-0.094000778|-0.174410426|0.527072036|0.8046449179999999|0.022270259|0.0707653759999999|0.518356619|0.825830607|-0.071288428|0.470973822|-32.72992462|14.01468959|-0.026733161|-18.06277106|3.726212114|0.7179916670000001|-16.47508541|44.34066533|0.437317462|2286.169166|415.6938929|1915.566579|-6.773539148999999|5.512905888|9.797542165|0.7772010559999999|5022.496714|141.9530115|-270.9415659|18.74189807|-219.4585767|8.456594282000001|0.0|1.0|1.0|0.0|3.05|21.0|4.42|43.6|2.82|0.0|95.07|0.0|2.0|-3.81|25.0|4.0|-6.03|330.36|0.0|3.56|-4.41|0.000156|3.92e-05|13.0|3.22|0.0|1.15e-05|4.0379|-1089.870249|915.46|0.0697|365.73|0.59702|-1089705.0|0.0697|3.9832|0.02317758|-1089.753885|151.0|6821.0
7_a27|0.0|0|6.842683282|0|1.40247849|0.112935885|-0.00601016|-0.050197188|2|-0.133453335|-0.288487667|0.010291744|-0.056500475|1|1|-0.220626658|-0.19575909|-0.323631281|-0.500327496|0.6413629129999999|0.801251575|0.147753647|-0.08694032|0.62067794|0.85111414|-0.084531496|0.358145768|-34.09779211|10.66993367|-0.0300556429999999|-26.6343589|4.757447929|0.763564713|-19.13983132|55.55559276|0.466714317|2334.058688|477.7488532|1497.873267|-9.469994277|6.446345598|12.087978|0.875167537|5082.120742|132.7162621|-426.1497425|22.09489892|-295.8891961|8.106228264|1.0|0.0|1.0|0.0|3.24|21.0|3.32|65.6|2.88|0.0|102.36|0.0|3.0|-4.06|26.0|4.0|-6.26|345.4|0.0|3.14|-4.28|8.66e-05|5.2e-05|18.0|3.02|0.0|8.4e-05|4.1205|-1122.455548|1016.96|0.4179|505.5|0.61278|-1122.249324|0.4179|4.2487|0.02179141|-1122.304359|1.0|9.0
galu_a46|0.0|0|7.535296702|1|1.343828866|0.048375705|-0.00642454|-0.080432741|2|-0.090581301|-0.327651527|0.002865697|-0.1121767259999999|1|1|-0.150645957|0.028964355|0.0481706809999999|-0.4671565689999999|0.702976795|0.81708619|0.044184467|-0.173285585|0.6848692759999999|0.7637964079999999|-0.089050651|0.5235416979999999|-50.93538037|261.2602893|-0.03220981|-27.89483984|3.870487977|0.7832175929999999|-28.50774993|57.65745491|0.468241745|2501.785113|427.4851161|1755.2047|-10.08962292|6.445819025|12.12170938|0.880553787|5641.451892|121.3297832|-474.2122773|23.01702105|-317.0250717|7.817173532999999|1.0|1.0|1.0|1.0|3.27|21.0|3.69|86.69|1.84|0.0|108.18|0.0|3.0|-3.85|28.0|4.0|-6.86|369.42|0.0|2.84|-3.99|0.0001409999999999|0.000102|0.0375|2.39|0.0|2.75e-05||||||||||||51.0|7.2924
12aw_a36|0.0|0|7.412764017000001|2|1.297044239|-0.135690414|-0.008293935|-0.115864198|2|0.066435701|-0.4478724979999999|-0.006877664|-0.034663063|1|1|0.169961228|-0.098027247|-0.250781298|-0.4191703539999999|0.653741315|0.836170906|-0.022464907|-0.056676035|0.632625562|0.706174871|-0.114701005|0.373775982|-56.73814908|54.50894809|-0.041292362|-47.12705211|9.4658605|0.749052287|-36.36860892|87.37742985|0.47322369|2901.451841|452.6513136|2380.579051|-16.96573876|7.545677222999999|14.32425315|0.898338973|6370.06138|160.8550748|-848.2869380000001|35.33532702|-319.2802512|13.8551867|0.0|1.0|0.0|2.0|4.73|17.0|3.55|69.2|2.78|0.0|123.67|0.0|5.0|-3.99|31.0|6.0|-6.8|417.41|0.0|2.44|-4.32|0.000102|4.81e-05|0.0201|2.88|0.0|3.17e-05|3.8763|-1431.404673|1120.43|0.4088|507.71|0.38905|-1431.180191|0.3892|4.8181|0.03134789|-1431.239759|9.0|8.0458
