molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|RNCS|FNSA4|WPSA3|FNSA1|DPSA5|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
18d_a25|0.0|0|0|0.0|0.0|6.842683282|0|1.193723212|1.918453956|4.727387819|0.024310576|2|-0.031867489|-0.180590503|0.006452854|10.31285314|1|1|-0.055336237|-0.061965108|2|0.722349659|0.780221059|0.029728702|0.838260077|0.696372329|1|-0.061527513|-0.076328248|0.278576218|-46.31109519|70.58850837|-0.0281209329999999|6.3217245360000005|0.75793699|68.15463481|3113.122552|705.8822532|-1206.480411|2625.142499|-15.93166285|9.479218984|6876.316137000001|182.1982146|-908.1047824|27.92623037|0.014219928|-388.2927768|1591.795131|883.4030667999999|10.70318668|1.0|1.0|1.0|1.0|1.0|3.57|0.11|6.33|5.98|2.4|2.0|1.0|143.37|0.0|7.0|-6.26|35.0|4.0|1.0|0.0|1.0|5.47e-07|0.00026|2.86e-06|0.0013599999999999|0.0|5.92e-11|2.81e-08|3.6392|-1806.848384|-1806.812778|792.79|1358.25|0.3986|219.39|664.72|0.41694|0.6823899999999999|-0.14723|3.2353|0.03560672|4.3658|232.0|6.6345|6.6345
12a_a50|0.0|1|1|0.0|0.0|7.927685046000001|1|1.397770359|4.075037557|5.82008293|-0.0016330379999999|1|-0.111689174|-0.126263256|0.01164808|10.94501645|2|2|-0.193999688|-0.291865836|1|0.699597776|0.795582575|-0.2018898489999999|0.862192416|0.660148928|1|-0.05075501|-0.0663902|0.29507467|-25.57033815|7.457998037999999|-0.02383238|5.333473207|0.575218972|47.2792242|2223.666558|455.4948605000001|-468.2627037|1462.827156|-6.048985111|5.116970861|4665.239724|214.004382|-235.9104193|20.873331|0.027455156|-75.79052945|814.0599092|388.171611|13.83188822|1.0|0.0|1.0|1.0|0.0|2.21|0.11|2.59|3.42|2.02|0.0|0.0|94.69|2.0|2.0|-3.16|24.0|3.0|0.0|1.0|1.0|0.000685|215.0|0.000144|45.0|0.0|3.22e-06|0.00101|4.0783|-1006.659456|-1006.632973|545.54|908.22|0.1807|304.01|394.52|0.65267|0.65267|-0.16806|5.7662|0.02648238|7.9123|75.0|7.1249|7.1249
1f_a5|0.0|0|0|2.824395738|-4.398485453999999|6.605297921|0|1.218960329|0.0|4.59511985|-0.31059482|2|-0.118028278|-0.277594656|-0.0012491689999999|10.94527671|1|1|-0.389011185|0.004923698|2|0.525406088|0.771487328|-0.000969932|0.834250802|0.513260607|0|-0.091412569|-0.083857856|0.45528118|-50.98614411|201.7057715|-0.035639589|2.614237829|0.757522389|57.83835135|2482.949545|495.3305784|-795.1314464|979.2285994|-11.0872845|7.117418022000001|5474.331675|135.2439659|-443.4913802|26.24118632|0.01983997|-287.2706403|1049.647453|403.396385|11.06591332|1.0|0.0|1.0|1.0|1.0|2.61|0.05|5.48|6.37|2.73|2.0|0.0|95.49|1.0|4.0|-4.79|27.0|6.0|1.0|0.0|1.0|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|0.0|1.3300000000000002e-09|4.86e-07|4.5758|-1288.353339|-1288.3196369999998|577.11|958.06|0.6959|261.1|442.04|0.47267|0.42446|-0.18224|3.7852|0.03370206|4.9879|0.24|6.6198|6.6198
12h_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.604984682|0.0|5.351858133|-0.06631353|2|-0.074988669|-0.391119352|0.001139238|10.31162898|1|1|-0.166613751|-0.120380857|1|0.669561738|0.831176513|-0.1240820219999999|0.888213143|0.64876559|0|-0.083127678|-0.09907575|0.353607682|-52.88851758|89.66095835|-0.038417127|7.038974807000001|0.7979748729999999|73.14241438|2848.98238|485.8069155|-1197.668733|2268.811589|-15.55093031|8.066818026|6252.192213|128.5349203|-761.9955851|30.63031164|0.015886049|-379.1625034|1500.88527|618.6004214|10.10721793|1.0|1.0|1.0|0.0|1.0|0.0|0.14|4.25|3.18|3.2|2.0|0.0|127.24|1.0|5.0|-5.39|30.0|5.0|0.0|0.0|0.0|4.12e-06|0.00171|9.71e-06|0.00405|0.0|1.26e-07|5.260000000000001e-05|3.5101|-1675.011389|-1674.977665|672.54|1132.06|0.1878|246.54|518.06|-0.26697|0.68543|-0.14889|2.9684|0.03372393|3.4138|9.0|8065.0|8065.0
13b_a5|0.0|0|0|2.948625157|0.0|7.153833802|1|1.338814635|0.0|5.209486153|0.011339656|2|-0.006314305|-0.251535058|0.0064510459999999|10.94530329|1|1|-0.010368468|-0.091464693|2|0.6700114770000001|0.765309977|-0.0330907489999999|0.8184221559999999|0.653356347|0|-0.0694958329999999|-0.074710354|0.468748106|-44.93506461|14.41650822|-0.02636836|5.806729729|0.654076389|62.24204745|2661.597781|537.6736515|-869.5206594|1177.571784|-11.0239272|8.427551282000001|5678.380299|223.6695238|-562.2202871000001|26.06641209|0.021552174|-199.2474147|1329.387016|638.8437454|13.93534415|0.0|1.0|1.0|1.0|1.0|2.64|0.17|4.64|4.06|1.96|1.0|0.0|119.8|1.0|5.0|-4.24|30.0|4.0|0.0|1.0|1.0|5.69e-05|0.0225|3.75e-05|0.0148|0.0|4.36e-09|1.72e-06|4.1793|-1276.066049|-1276.030896|672.43|1138.73|0.5528|265.31|503.93|0.32779|0.57482|-0.17274|3.5881|0.035153|4.7964|0.11|6.9586|6.9586
4_a18 (SD-208)|0.0|0|0|0.0|0.0|0.0|2|1.304335262|0.0|0.0|-0.113324634|3|-0.020226647|-0.498304229|-0.018723101|10.95382003|0|0|-0.047745689|-0.3630339729999999|1|0.773173718|0.83508768|-0.098971722|0.904723479|0.721664823|0|-0.077885485|-0.099573708|0.115284206|-40.10670787|103.6318511|-0.034985357|5.615248385|0.602029021|69.63488061|2395.526727|401.1916387|-666.5742296|1822.914738|-9.276994128|6.239898178|5348.394288|204.9329964|-343.2487827|29.9246699|0.035654206|-105.0785813|1107.212786|363.2306414|18.35993987|0.0|1.0|1.0|1.0|1.0|2.54|0.0|3.54|4.44|2.02|1.0|0.0|92.87|1.0|3.0|-4.29|25.0|6.0|0.0|0.0|1.0|5.12e-05|18.0|4.14e-05|0.0146|0.0|7.06e-09|2.49e-06|3.2777|-1542.296276|-1542.276332|537.47|895.83|0.2761|239.56|396.17|0.4646|0.69028|-0.13588|3.4629|0.0199445|5.2085|0.08|7.0969|7.0969
11c_a5|0.0|0|0|2.930680267|0.0|6.605297921|0|1.427567332|0.0|4.59511985|-0.050049777|2|-0.0859098|-0.224938556|0.005090155|10.94877953|1|1|-0.138950411|-0.018887528|2|0.679183645|0.8020105409999999|-0.044126759|0.86113162|0.658307423|0|-0.078909483|-0.0873419269999999|0.389427402|-47.99592739|31.61751609|-0.0322785379999999|6.604499968|0.707039635|66.02857181|2497.685314|489.4652669|-903.1229552|926.234805|-11.94164728|8.88462927|5202.741647999999|178.1902995|-549.3157749|27.76804404|0.021214793|-251.8596984|1277.330026|523.8031619|12.90369209|1.0|1.0|1.0|1.0|1.0|2.14|0.09|4.79|4.17|1.13|1.0|0.0|106.79|1.0|6.0|-4.13|28.0|5.0|0.0|0.0|1.0|7.38e-05|0.0273|7.950000000000001e-05|0.0294|0.0|3.4000000000000003e-09|1.26e-06|4.2087|-1218.492067|-1218.454079|636.14|1071.71|0.5327|275.3|512.32|0.60118|0.6267699999999999|-0.1713299999999999|2.5278|0.03798847|3.3827|25.0|7.6021|7.6021
3c_a12|0.0|0|0|0.0|0.0|6.555356892000001|1|0.610140703|0.0|4.59511985|-0.058516436|2|-0.14679559|-0.379362977|-0.003879878|10.3117069|1|1|-0.267255164|-0.211367878|1|0.923855679|0.826033688|-0.10295082|0.888353608|0.859899236|0|-0.071719601|-0.099327724|0.242114395|-36.28720467|73.9854678|-0.033980537|3.384177297|0.7055242159999999|61.16334136|2186.344105|426.9566009|-653.3253118|1139.340748|-8.698843907999999|6.231995392999999|4629.005722|148.9927848|-330.5560685|24.36878988|0.02155815|-207.9738085|926.0140155|380.2468615|10.90754815|1.0|1.0|0.0|1.0|1.0|2.78|0.12|4.01|2.25|1.82|0.0|0.0|98.16|1.0|3.0|-4.22|23.0|4.0|0.0|0.0|1.0|6.06e-05|0.0194|9.940000000000002e-05|0.0318|0.0|1.67e-07|5.3200000000000006e-05|3.5862|-1327.498519|-1327.471862|544.65|894.36|0.4687|311.14|399.38|0.43415|0.68067|-0.14572|1.6035|0.02665687|2.3061|0.02|7699.0|7699.0
12ax_a36|0.0|0|0|3.429529478|0.0|7.412764017000001|2|1.280791885|0.0|5.351858133|-0.040458296|2|0.075802407|-0.414810497|-0.001012333|10.958822|1|1|0.128253871|-0.1716508239999999|1|0.884841888|0.836170906|-0.056676035|0.892249657|0.771220556|0|-0.073739612|-0.107815607|0.375647684|-49.32384393|36.17982162|-0.038813619|8.558226304|0.7648530440000001|84.58859134|2926.929456|566.4430628|-1298.106146|2471.295987|-17.36585896|7.563197245|6741.969187999999|157.28794140000002|-868.2929481000001|33.94393618|0.018645135|-354.3162187|1697.196809|661.6709012|12.47158322|1.0|1.0|1.0|0.0|2.0|0.0|0.14|3.99|3.19|2.99|2.0|0.0|133.77|1.0|5.0|-5.08|31.0|4.0|0.0|1.0|1.0|8.27e-06|0.00372|6.55e-06|0.00295|0.0|1.74e-08|7.83e-06|3.8889|-2152.130959|-2152.100515|699.67|1182.31|0.5236|236.74|552.0|0.39564|0.69348|-0.15728|4.5001|0.03044421|6.0402|12.0|7.9208|7.9208
11a_a31|0.0|0|0|2.856083711|0.0|7.773594467000001|1|0.610138462|0.0|5.733341277|-0.259732443|0|-0.087576474|-0.8792402579999999|-0.022093578|10.31170041|2|2|-0.149933348|-0.1829166189999999|0|0.861302755|0.8433024170000001|-0.030335912|0.910334509|0.819138461|0|-0.151872243|-0.161027639|0.271818874|-76.64827023|258.8577775|-0.056833284|10.55399384|0.735254945|97.23036756|2288.9694010000003|245.6599349|-975.2267888|1769.346573|-14.47606937|5.791411901|4940.657452|133.6139513|-492.1863586|39.01114987|0.031626337|-237.4612264|1326.379096|302.14325319999995|15.96146849|0.0|1.0|0.0|1.0|2.0|2.16|0.13|3.93|2.94|0.57|0.0|0.0|83.12|2.0|3.0|-4.81|23.0|6.0|0.0|0.0|1.0|1.5399999999999998e-05|0.00506|0.000161|0.0531|0.0|2.22e-05|0.00731|3.8042|-1441.452616|-1441.411622|529.63|860.74|0.2797|325.92|407.76|0.69222|0.69222|-0.15515|6.4691|0.04099365|8.9667|0.19|6.7212|6.7212
12o_a36|0.0|0|0|3.444418304|0.0|7.412764017000001|2|1.297042837|0.0|5.351858133|-0.079716275|2|0.03842353|-0.613501857|-0.00233752|10.96036596|1|1|0.065221584|-0.213993335|1|0.859938421|0.799869816|-0.01854899|0.848816593|0.817582774|0|-0.082048664|-0.10624773|0.514457955|-59.0895896|55.47133795|-0.03541591|12.13767506|0.666462845|95.66406176|3009.981519|546.7667677000001|-1453.826968|2778.220342|-18.36865355|7.322888607|6622.134304|240.2059039|-1047.013252|38.27030489|0.026586303|-239.7655413|2181.407379|757.7532208|19.1468529|0.0|0.0|1.0|0.0|3.0|0.0|0.17|2.38|1.65|1.49|1.0|0.0|138.06|1.0|7.0|-3.54|33.0|5.0|0.0|0.0|0.0|0.000292|128.0|0.000227|0.0997|0.0|1.1800000000000001e-07|5.18e-05|3.8726|-1440.969954|-1440.926241|728.07|1240.51|0.4075|238.77|560.88|0.36719|0.67273|-0.15695|4.9237|0.04371335|6.6471|0.04|7.3979|7.3979
12k_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.604984231|0.0|5.351858133|-0.029595542|2|-0.13882907|-0.44562817|0.0043261129999999|10.31162844|1|1|-0.240110949|-0.154412059|1|0.838579475|0.830875659|-0.067714819|0.883029843|0.7933543279999999|0|-0.079026221|-0.098188266|0.340031035|-52.35426525|106.8195439|-0.035199567|10.61148425|0.7081361979999999|80.03127603|2920.279667|539.9866061|-1235.930491|2277.687222|-15.44895229|8.416930701|6393.133321|193.3575303|-818.7944715|32.93073182|0.0226150579999999|-275.77726980000006|1745.328787|704.0353382000001|14.9823028|1.0|1.0|1.0|1.0|1.0|0.0|0.17|3.89|2.63|2.51|2.0|0.0|133.77|1.0|6.0|-5.44|31.0|5.0|0.0|0.0|0.0|3.59e-06|0.00154|1.19e-05|0.0050799999999999|0.0|1.84e-07|7.87e-05|3.4715|-1690.302721|-1690.269144|710.82|1200.31|0.2257|238.62|564.62|0.39318|0.6864899999999999|-0.14743|4.9516|0.03357755|5.0736|24.0|7.6144|7.6144
galu_a46|0.0|0|0|0.0|0.0|7.535296702|1|1.343828866|2.082220175|5.4161004020000005|-0.080432741|2|-0.090581301|-0.327651527|0.002865697|10.92740177|1|1|-0.150645957|0.0481706809999999|2|0.702976795|0.81708619|-0.173285585|0.875868891|0.6848692759999999|1|-0.0910072869999999|-0.089050651|0.5235416979999999|-50.93538037|261.2602893|-0.03220981|3.870487977|0.7832175929999999|57.65745491|2501.785113|427.4851161|-847.2847833999999|1755.2047|-10.08962292|6.445819025|5641.451892|121.3297832|-474.2122773|23.01702105|0.013967104|-317.0250717|1081.799989|542.7276591|7.817173532999999|0.0|1.0|1.0|1.0|1.0|2.75|0.18|3.69|3.51|1.84|1.0|0.0|108.18|1.0|3.0|-3.85|28.0|4.0|0.0|0.0|1.0|0.0001409999999999|52.0|0.000102|0.0375|0.0|7.45e-08|2.75e-05|||||||||||||||51.0|7.2924|7.2924
14f_a23|0.0|1|1|0.0|0.0|7.423568444|0|1.197963246|3.366063739|5.351858133|-0.027380305|2|0.056215377|-0.373510774|0.010561248|10.3132176|2|2|0.101910723|-0.199540201|2|0.756252127|0.796412133|-0.06885759|0.854683662|0.71381683|1|-0.059927056|-0.084419703|0.2096108239999999|-40.51498423|96.47955427|-0.031450478|12.40242234|0.665778294|74.08536976|3014.916135|604.5178506|-1084.401604|2322.5224120000003|-14.37516058|8.124287407|6768.918745|225.9578225|-733.1331894|31.93672236|0.025162423|-224.1560124|1628.77284|683.7405759|17.01160115|0.0|1.0|1.0|1.0|1.0|3.61|0.09|3.42|4.03|2.72|2.0|1.0|126.78|1.0|6.0|-5.63|32.0|5.0|0.0|0.0|0.0|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|0.0|3.11e-08|1.3699999999999998e-05|3.5753|-1744.452086|-1744.429532|711.98|1210.19|0.2462|213.09|572.35|0.60917|0.6733399999999999|-0.1458|6.3534|0.02255331|9.1089|2.0|8.6459|8.6459
10_a32|0.0|1|1|3.294952523|0.0|7.765993078999999|0|0.6094207629999999|0.0|5.733341277|-0.087497559|0|-0.020186906|-0.771023817|-0.0064007569999999|10.31100271|3|3|-0.03673326|-0.229450999|0|0.809370315|0.8607827790000001|-0.079818594|0.915639476|0.764217655|1|-0.088310158|-0.1223816869999999|0.266552538|-54.55170955|57.97512956|-0.038939628|9.828875607|0.6946347429999999|91.10767604|2649.882742|470.8845962|-1058.381342|2980.525719|-14.85891856|7.079344111|5842.926058|188.6328503|-653.7924168|34.62844557|0.025106509|-240.4628923|1523.651605|513.9156315|15.50900878|1.0|1.0|1.0|1.0|2.0|3.12|0.22|5.64|4.21|0.88|1.0|0.0|107.14|1.0|7.0|-6.04|27.0|5.0|1.0|0.0|1.0|9.17e-07|0.000366|3.89e-05|0.0155|0.0|1.0300000000000001e-07|4.13e-05|3.6441|-1916.668776|-1916.631761|654.7|1086.09|0.2983|340.24|533.89|0.70228|0.70228|-0.15088|2.4919|0.03701539|3.2297|7.0|8.1427|8.1427
20a_a10|0.0|0|0|0.0|0.0|7.535296702|1|1.343837243|2.113798134|5.4161004020000005|0.049376168|2|-0.035536682|-0.197323337|0.008214031|10.9296614|1|1|-0.058994157|-0.081587712|2|0.661219642|0.755429696|0.019448804|0.817646497|0.63495222|1|-0.066386563|-0.072821454|0.591835899|-43.19189039|66.52185003|-0.028008251|5.764636687|0.733451892|58.1398225|2998.608651|594.4519837|-947.5701424|2021.669282|-11.8557778|8.419180593|6729.996773999999|173.41938059999998|-616.5004457|24.84485067|0.016540298|-303.7731758|1291.932235|719.5272609|10.76131538|1.0|1.0|1.0|1.0|0.0|3.63|0.11|5.06|5.77|2.53|2.0|0.0|126.35|1.0|4.0|-5.68|33.0|5.0|0.0|0.0|1.0|2.07e-06|0.000888|2.56e-06|0.0011|0.0|3.61e-10|1.55e-07|3.8312|-1389.164302|-1389.1321289999998|696.63|1200.92|0.2738|259.16|524.02|0.50193|0.6864600000000001|-0.1613099999999999|2.9429|0.03217287|3.2116|1.2|5.9208|5.9208
9n_a24|0.0|0|0|2.961528903|0.0|6.605297921|0|1.388847168|0.0|4.59511985|0.001099755|2|-0.141205159|-0.182811885|0.008307337|10.94875265|1|1|-0.22754075|-0.200646773|2|0.786587307|0.7584388259999999|-0.058520736|0.804201677|0.755793189|0|-0.052106597|-0.0777274979999999|0.331008994|-35.21502941|48.691073|-0.026905672|8.042526681|0.652126509|67.36550766|2542.730334|611.3234977000001|-945.545726|1361.307012|-12.28894317|8.232847909|5356.5828|235.1021924|-639.0250449|27.88350328|0.021951174|-205.6223122|1449.942171|631.9206508|14.83518955|1.0|1.0|1.0|1.0|1.0|2.6|0.17|4.41|4.14|1.42|1.0|0.0|114.29|1.0|7.0|-4.14|29.0|5.0|0.0|1.0|0.0|7.2e-05|0.0278|5.14e-05|0.0198|0.0|2.31e-09|8.909999999999999e-07|4.1028|-1239.1274939999998|-1239.095611|686.19|1155.03|0.2522|252.31|587.05|0.44042|0.63085|-0.1658099999999999|2.8552|0.03188309|4.8123|19.0|7.7212|7.7212
16_a47|0.0|1|1|2.890539668|0.0|6.605297921|0|1.417579067|0.0|4.59511985|-0.1246612469999999|2|-0.08282926|-0.23280014|-0.005688938|10.95023129|1|1|-0.236994128|-0.0574194159999999|2|0.591929006|0.812131575|0.081171071|0.87782381|0.57616624|1|-0.093207587|-0.092995116|0.421094692|-48.30620628|63.13219447|-0.034261359|5.0150344780000005|0.697929921|60.36423869|2315.178558|358.566882|-674.7452647999999|833.8646097|-9.202544293|6.855429069|4952.972679|156.55227280000005|-349.69668310000003|25.44160067|0.0234786339999999|-205.1602001|966.7808252999998|357.35851410000004|12.16814835|1.0|0.0|1.0|1.0|2.0|1.95|0.06|4.47|5.19|2.72|0.0|0.0|91.55|1.0|3.0|-4.34|25.0|5.0|0.0|0.0|1.0|4.56e-05|0.0154|3.84e-05|13.0|0.0|6.8099999999999994e-09|2.3e-06|4.0806|-1167.046301|-1167.0124560000002|534.69|894.43|0.3182|279.29|395.28|0.59209|0.6743899999999999|-0.16851|2.3795|0.03384512|3.8601|1.0|9.0|9.0
22_a47|0.0|1|1|0.0|0.0|6.86171134|0|1.408617385|1.202720059|4.727387819|-0.150248628|2|-0.029311184|-0.507802654|-0.006808306|10.95023117|1|1|-0.077468004|-0.277479519|2|0.612295986|0.831122912|0.004104478|0.890264057|0.591185263|1|-0.080744803|-0.089280419|0.573087958|-47.64347429|12.19999546|-0.031744149|7.713126784|0.6096864479999999|71.28682035|2692.510471|412.2379505|-842.8786448999999|1494.441201|-11.05201291|6.9553262170000005|6107.923371|230.3045281|-497.3405809|30.72175314|0.031534452|-129.440987|1382.478891|482.9384172|18.60690504|0.0|1.0|1.0|1.0|2.0|3.16|0.1|3.07|4.85|2.97|1.0|0.0|104.64|1.0|5.0|-4.44|29.0|6.0|0.0|0.0|1.0|3.6e-05|0.0142|4.16e-05|0.0164|0.0|2.06e-08|8.11e-06|4017.0|-1375.05033|-1375.021925|605.12|1027.32|0.3367|258.55|466.95|0.50316|0.68312|-0.16704|4.2485|0.02840507|5.7009|1.0|9.0|9.0
17f_a50|0.0|1|1|0.0|0.0|7.934155233999999|1|1.349854916|4.305828452|5.82008293|0.022892513|1|-0.167275895|-0.125733326|0.012475826|10.94501702|2|2|-0.275290802|-0.407467272|1|0.758335704|0.7851209440000001|-0.2257632789999999|0.8314734309999999|0.7241275009999999|1|-0.047333916|-0.074859564|0.333180181|-29.10566644|6.382846132999999|-0.026836447|6.206439227000001|0.721122105|55.9791334|2582.272632|560.4567739|-874.5930167000001|1929.981543|-10.14694362|7.200480876|5579.97966|171.48226169999998|-537.7880119|22.88344084|0.01617809|-271.9363523|1212.822364|652.6793116|9.947921993|1.0|1.0|1.0|1.0|0.0|2.97|0.26|2.87|3.83|2.09|1.0|0.0|116.81|1.0|6.0|-3.58|29.0|4.0|0.0|1.0|1.0|0.000266|102.0|7.57e-05|0.0291|0.0|4.15e-07|0.00016|4.0664|-1219.2481369999998|-1219.220465|653.63|1146.22|0.1708|304.9|564.52|0.6573899999999999|0.6573899999999999|-0.16784|6.1931|0.0276719|8.312999999999999|398.0|6.4001|6.4001
9a_a31|0.0|0|0|3.348289714|0.0|7.765993078999999|1|0.6101356720000001|0.0|5.733341277|-0.093457477|0|-0.05057805|-0.723734943|-0.006189303|10.31169772|2|2|-0.084652799|-0.15653721|0|0.8058046320000001|0.782715368|-0.001313433|0.837697452|0.76226755|0|-0.100906991|-0.122626525|0.235442032|-64.75697831|163.6011874|-0.043430228|13.69193237|0.737758755|94.03540892|2855.751316|443.941629|-1337.8230119999998|1955.13855|-17.886392|7.812278516|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|0.0239033229999999|-305.16297060000005|1813.361078|597.3075924999999|15.33993762|1.0|1.0|1.0|1.0|2.0|2.78|0.14|5.51|4.02|1.58|1.0|0.0|113.64|1.0|6.0|-5.62|30.0|5.0|0.0|0.0|1.0|2.42e-06|0.00101|1.7100000000000002e-05|0.00715|0.0|7.35e-09|3.07e-06|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|0.7028|327.21|540.01|0.7028|0.7028|-0.15757|5.0244|0.03885662|6.2203|0.15|6.8239|6.8239
14a_a10|0.0|0|0|0.0|0.0|7.535296702|2|1.3438495730000002|2.156210368|5.4161004020000005|0.0437538159999999|3|0.027446544|-0.147427016|0.011509975|10.92970798|1|1|0.042968756|-0.344811314|2|0.76857495|0.7348225290000001|-0.007680215|0.770129205|0.740051323|1|-0.044416218|-0.070610745|0.43555903|-32.23041637|67.52851799|-0.018970051|7.140714112|0.542015878|67.14248252|3075.550631|661.4615097|-922.2903058|1774.8853399999998|-9.988888957|10.0292632|6754.660977|332.3339934|-669.2555601|25.39690722|0.0219172279999999|-60.97724212|1701.592784|1003.968547|15.9041322|0.0|1.0|1.0|1.0|0.0|4.4|0.39|4.16|3.36|1.94|1.0|0.0|146.76|1.0|7.0|-4.21|35.0|6.0|0.0|1.0|0.0|6.159999999999999e-05|0.0288|1.58e-05|0.00743|0.0|6.55e-09|3.07e-06|3802.0|-1489.655581|-1489.803158|800.01|1380.89|0.2835|222.16|645.26|0.34245|0.7047100000000001|0.2422099999999999|3.1205|-0.14757681|4.8004|74.0|7.1308|7.1308
6_a3|0.0|0|0|0.0|0.0|6.823286122000001|0|0.605016564|0.0|4.727387819|-0.106234254|2|-0.025021661|-0.330577816|-0.007540435|10.3116226|1|1|-0.0445675709999999|0.036673175|2|0.881253042|0.790667152|0.055002252|0.8632654590000001|0.773152968|1|-0.1042506469999999|-0.098669224|0.556539611|-52.01903278|236.2008316|-0.037726468|2.7192240510000003|0.80281499|56.71997588|2196.107822|390.8623623|-640.0421597|1899.385061|-9.393191593|5.498222293|4992.54948|98.39146166|-319.3685142|23.4484528|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|1.0|2.65|0.0|4.96|4.66|2.11|1.0|0.0|95.5|1.0|2.0|-5.44|23.0|3.0|0.0|0.0|1.0|3.67e-06|0.00124|1.34e-05|0.00455|0.0|3.28e-08|1.11e-05|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|0.1997|212.74|366.93|0.3369|0.69323|-0.1465|2.8131|0.03079258|3.7185|1778.0|5.7501|5.7501
17a_a6|0.0|0|0|3.3685510360000004|0.0|7.412764017000001|1|1.424257628|0.0|5.351858133|-0.0265090529999999|1|0.04129257|-0.686067347|-0.00460563|10.94948984|1|1|0.068338372|-0.180339002|1|0.850080948|0.7722228729999999|-0.106323149|0.8299950709999999|0.8013954109999999|0|-0.096082495|-0.109388399|0.350977745|-63.02857512|157.13173490000003|-0.041567592|13.40315088|0.77193498|84.75077935|2816.084228|494.010135|-1363.383649|2217.333474|-17.887155899999996|8.337470517|5996.580489|149.60699319999998|-894.3577948999999|35.323795000000004|0.019808023|-356.769966|1766.18975|627.4287311|12.99374518|1.0|1.0|1.0|1.0|2.0|2.88|0.12|4.98|4.32|1.7|2.0|0.0|116.79|1.0|5.0|-5.81|31.0|5.0|0.0|0.0|1.0|1.56e-06|0.000637|6.69e-06|0.00274|0.0|9.77e-10|4e-07|2.9753|-1350.102634|-1350.078838|696.96|1167.16|0.3933|350.03|574.02|0.69627|0.7024|-0.12425|4.1627|0.02379552|5604.0|24.0|7.6198|7.6198
1g_a5|0.0|0|0|2.942391606|0.0|6.605297921|0|1.4275159730000002|0.0|4.59511985|-0.010620031|2|-0.011534568|-0.172437603|0.00683534|10.94875199|1|1|-0.019057802|-0.0178558139999999|2|0.74740095|0.7778380309999999|-0.067172264|0.8393686990000001|0.717355058|0|-0.070108797|-0.074361785|0.39389953|-37.59983870000001|74.51397212|-0.027205531|5.8729303|0.61393343|54.34919851|2243.103668|464.3994751|-598.211184|832.7655896000001|-7.824996219|7.312498266|4639.260975|207.0502037|-320.82484500000004|23.76563316|0.02697793|-122.2065919|974.3909596|422.96706330000006|14.46845291|1.0|1.0|1.0|1.0|1.0|2.12|0.05|4.5|4.21|1.57|0.0|0.0|96.98|1.0|4.0|-4.03|25.0|4.0|0.0|1.0|1.0|9.27e-05|0.0304|6.29e-05|0.0206|0.0|7.190000000000001e-09|2.36e-06|4.1733|-1065.846194|-1065.818889|572.15|961.17|0.1769|259.26|448.93|0.4386899999999999|0.66164|-0.17042|3.4883|0.02730461|5.2707|115.0|6.9393|6.9393
