molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|RNCS|FNSA4|WPSA3|FNSA1|DPSA5|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
7s_a46|0.0|0|0|0.0|0.218897825|7.727094485|1|1.160371307|2.117265684|5.533389489|-0.076841616|1|-0.210750635|-0.240797051|0.0060802|10.94651358|1|1|-0.327656845|0.018964141|1|0.778692012|0.770312275|-0.030371026|0.8182543959999999|0.768056188|0|-0.096723151|-0.083011849|0.249893305|-48.61321955|166.3052939|-0.031623562|2.240932895|0.8198874559999999|47.36217237|1982.695462|431.6285339|-667.5503351|1619.4591|-7.988379237|5.565371272|4245.390306|90.5248694|-335.5119279|19.38565529|0.01122216|-321.55195330000004|814.1975221|409.9543818|5.640276426000001|0.0|0.0|1.0|1.0|1.0|2.33|0.26|3.65|3.9|2.39|0.0|0.0|91.19|1.0|2.0|-4.07|23.0|3.0|0.0|1.0|1.0|8.590000000000001e-05|0.0262|5.76e-05|0.0176|0.0|8.39e-07|0.000256|4293.0|-974.8067569|-974.7707066|539.99|916.7|0.4164|234.06|446.63|0.44692|0.69976|-0.17923|2.4286|0.036050328|3.6655|1985.0|5.7022|5.7022
20_a4|0.0|0|0|0.0|0.0|7.535296702|1|1.399905568|2.017439295|5.4161004020000005|-0.00123671|1|-0.061689675|-0.124135414|0.012265062|10.9459449|1|1|-0.098992154|-0.103098674|1|0.691307598|0.7797803109999999|-0.105783279|0.8404413829999999|0.665774148|0|-0.060595472|-0.072188305|0.210083785|-29.16642156|63.27373076|-0.0273144939999999|5.313236547|0.6435852470000001|46.45917085|1982.961908|441.9318823|-486.4496111|1379.418733|-6.32818424|5.543543957000001|4085.683488|171.5531319|-234.1428169|20.4281979|0.024334176|-138.2237887|755.8433223999999|338.71903330000004|11.71277006|1.0|1.0|1.0|1.0|0.0|3.06|0.11|3.2|3.54|2.09|0.0|0.0|86.62|2.0|3.0|-3.46|22.0|3.0|0.0|1.0|1.0|0.000346|0.1|0.000134|0.0388|0.0|2.79e-06|0.000806|4.0419|-934.2489802|-934.2266312|517.72|861.05|0.2364|239.45|402.27|0.5152|0.66028|-0.16699|4.0681|0.022349042|5.5779|646.0|6.1898|6.1898
15c_a10|0.0|0|0|0.0|0.0|7.535296702|2|1.343850105|2.154210861|5.4161004020000005|0.040869377|3|-0.06400528|-0.153072705|0.01143745|10.92970798|1|1|-0.101214571|-0.35845963|2|0.7655272009999999|0.7351096359999999|0.022187689|0.772328328|0.733973277|1|-0.046967376|-0.072537853|0.418835517|-32.5870313|65.41494073|-0.019267867|7.077912953999999|0.528228415|66.5866765|3012.018586|627.5338454|-855.5829431|1817.047455|-9.275357237|8.639636218|6673.826433|327.3258326|-593.6228632|25.30814911|0.023432886|-39.17102961|1619.721543|924.9341455|16.25826809|0.0|1.0|1.0|1.0|0.0|4.09|0.37|3.77|2.97|1.74|1.0|0.0|141.96|1.0|6.0|-3.85|34.0|6.0|0.0|1.0|0.0|0.0001419999999999|0.0646|2.68e-05|0.0122|0.0|1.6100000000000002e-08|7.3e-06|3.6709|-1450.241475|-1450.500669|762.21|1318.35|0.3939999999999999|221.75|595.63|-0.26999|0.70511|-0.14739|2.4256|-0.25919486|4.8283|0.1|7.0|7.0
12_a47|0.0|1|1|2.903215905|0.0|6.605297921|0|1.304330736|0.0|4.59511985|-0.078935336|2|0.001435849|-0.209845277|-0.0047488359999999|10.95005729|1|1|0.003417588|-0.015039637|2|0.6505449670000001|0.8288334490000001|0.050943962|0.90246604|0.618808977|1|-0.084846808|-0.091853238|0.266995634|-44.18983348|63.89392714|-0.034116917|4.886454935|0.680723821|61.09751253|2266.78114|408.3591283|-621.9059029|702.3796319|-9.25429818|7.042279354|4816.005822|166.28511369999998|-323.9004363|26.10271529|0.025457205|-188.2488142|913.5950352|335.1175012|13.25859692|1.0|0.0|1.0|1.0|2.0|1.67|0.0|4.19|4.98|2.6|0.0|0.0|91.63|1.0|3.0|-4.51|24.0|4.0|0.0|1.0|1.0|3.11e-05|0.0106|2.77e-05|0.00943|0.0|7.69e-09|2.61e-06|3.9538|-1488.101254|-1488.064043|537.79|886.46|0.2306|288.96|400.09|0.66387|0.68557|-0.1633|2.1019|0.03721125|3.5884|6.0|8.2|8.2
9a_a40|0.0|0|0|0.0|0.0|7.515889085|0|0.604993021|1.865740741|5.4161004020000005|-0.020455825|0|0.168990628|-0.136162501|0.01310675|10.31197235|2|2|0.291102625|0.016958188|0|0.624889926|0.690568477|-0.2990540869999999|0.749764251|0.61091688|1|-0.060029933|-0.072887601|0.002467659|-29.02567082|109.9916614|-0.032156295|2.579562688|0.868476591|39.45618424|1971.148912|453.3484005|-528.6391483|336.39741360000005|-7.51786994|6.749223592000001|3991.317015|63.59419322|-255.607578|17.90285474|0.008714375|-356.33157|608.6970611|323.79254|4.213574358|1.0|1.0|0.0|1.0|0.0|3.28|0.06|4.58|4.43|3.57|1.0|0.0|86.7|1.0|2.0|-5.49|21.0|2.0|0.0|1.0|1.0|3.24e-06|0.000944|8.33e-06|0.00243|0.0|4.02e-07|0.000117|3.3192|-1217.955997|-1217.9449|515.96|847.69|0.4746|263.42|411.01|0.47831|0.69958|-0.13808|3.8656|0.01109672|5.09|214.0|6.6696|6.6696
12ap_a36|0.0|0|0|3.4417292610000003|0.0|7.412764017000001|2|1.2970441659999998|0.0|5.351858133|-0.010732275|2|0.066185994|-0.424579308|-0.000143196|10.95430638|1|1|0.117738331|-0.175397741|1|0.8707354620000001|0.832758813|-0.074596774|0.893689741|0.8212311840000001|0|-0.082622504|-0.106173763|0.27547717|-54.21070432|82.56761031|-0.037473093|9.36249036|0.737851886|83.16347311|2843.18721|544.9693552|-1253.939017|2328.307856|-16.13217554|8.766216204|6003.481614|172.00197649999998|-822.7409526|33.32245946|0.020575639|-312.1212186|1699.445432|642.3830552000001|13.50019441|1.0|0.0|1.0|0.0|2.0|0.0|0.13|2.75|1.76|1.38|1.0|0.0|128.47|1.0|5.0|-3.99|31.0|5.0|0.0|0.0|0.0|0.000101|0.0412|0.000113|0.0458|0.0|2.21e-07|8.97e-05|3.8801|-1325.199863|-1325.159466|691.41|1160.79|0.8819|252.39|553.28|0.59563|0.6929|-0.15704|7.0249|0.04039655|9.6512|32.0|7.4949|7.4949
14c_a22|0.0|0|0|0.0|0.0|6.842683282|0|1.42291727|1.596256692|4.727387819|-0.018518519|2|-0.026986769|-0.298463715|0.003784292|10.9464374|1|1|-0.047249795|-0.160566657|2|0.667111824|0.773044788|0.010828071|0.8353837409999999|0.639264982|1|-0.067475189|-0.080077573|0.6160012029999999|-48.57709197|36.22825261|-0.030217952|12.73426132|0.66168729|75.5139152|3079.4894480000003|623.8702703|-1152.997336|2092.7515510000003|-15.66173379|8.626337592|6882.45|243.5598613|-830.0718911|32.87756477|0.024813755|-232.8055235|1742.5109329999998|731.8178649|17.86404838|0.0|1.0|1.0|1.0|1.0|2.85|0.08|3.9|4.18|1.08|1.0|0.0|128.77|1.0|6.0|-4.86|34.0|6.0|0.0|0.0|0.0|1.39e-05|0.00618|2.4e-05|0.0107|0.0|5.269999999999997e-10|2.35e-07|3.6741|-1460.602657|-1460.571156|715.52|1241.55|0.5079|216.15|575.8|0.3078|0.69113|-0.15408|7.3824|0.03150011|9.04|153.0|6.8153|6.8153
14a_a23|0.0|1|1|0.0|0.0|7.423568444|0|1.197964042|3.39397765|5.351858133|-0.0246126279999999|2|0.0446402609999999|-0.289658385|0.012219066|10.31321831|2|2|0.083206288|-0.137733142|2|0.72792508|0.7556436440000001|-0.123790952|0.816237166|0.6888154959999999|1|-0.055677662|-0.08032517|0.225448915|-35.20994211|38.57988954|-0.0341809229999999|7.800158102999999|0.7807587890000001|61.36268093|2816.527785|580.9612768999999|-1015.935121|2173.7139190000003|-13.66949407|7.668841725|6269.28943|138.6457355|-642.4662212000001|27.68542751|0.016707951|-355.0975547|1301.215093|601.8533922|10.56592489|1.0|1.0|1.0|1.0|1.0|2.86|0.05|3.36|4.02|3.03|2.0|1.0|120.28|1.0|5.0|-5.47|30.0|4.0|0.0|0.0|0.0|3.38e-06|0.00139|1.1e-05|0.0045299999999999|0.0|3.92e-08|1.6100000000000002e-05|3.7119|-1629.928331|-1629.90669|665.5|1134.02|0.3764|334.02|516.58|0.6289100000000001|0.6289100000000001|-0.15002|5.8775|0.0216412|8.3962|3.0|8.5498|8.5498
11b_a50|0.0|1|1|0.0|0.0|7.927685046000001|1|1.3979498330000002|4.071188272|5.82008293|-0.014702942|1|-0.007722567|-0.13377846|0.011959339|10.94500697|2|2|-0.013155246|-0.277408878|1|0.701976536|0.800774662|-0.20645662|0.862408925|0.667956827|1|-0.0445367309999999|-0.069841183|0.229754094|-23.23499995|7.949039772000001|-0.02494328|5.295379767|0.642051995|47.72173991|2286.724895|485.8716402|-546.5465781|1650.235214|-6.788943965|5.697537591000001|4884.730303|186.7429782|-285.1356465|20.26785036|0.021631609|-148.2182458|851.2497152000001|439.9973344|11.28530137|0.0|1.0|1.0|1.0|0.0|2.84|0.15|3.09|3.73|2.25|0.0|0.0|99.65|2.0|2.0|-3.58|25.0|3.0|0.0|1.0|1.0|0.000263|0.0862|6.97e-05|0.0228|0.0|1.35e-06|0.000441|3.9863|-1045.98235|-1045.961211|560.06|955.4|195.0|266.8|431.63|0.53885|0.64477|-0.16684|2.7805|0.02113855|3.7922|1.7|5.7696|5.7696
A8301_a51|0.0|0|0|0.0|0.0|6.86171134|0|1.197963627|1.700610355|4.727387819|-0.028789626|2|0.078523314|-0.242873103|0.00740124|10.31321735|1|1|0.135886548|-0.0618359079999999|2|0.7595189840000001|0.6959300979999999|-0.21474885|0.750630149|0.7234449559999999|1|-0.055295165|-0.0780376929999999|0.339244706|-35.90764428|36.55933899|-0.032775831|3.437697042|0.854959635|56.90163721|2799.106729|607.0025787000001|-1064.200534|2461.663545|-13.82143785|6.890532887999999|6401.6494600000005|94.18649643|-691.0718926|24.89475504|0.009586697|-461.0082758|1244.737752|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|1.0|3.5|0.04|5.5|5.52|3.35|2.0|1.0|129.04|1.0|5.0|-6.6|31.0|3.0|0.0|0.0|1.0|2.5e-07|0.000105|1.17e-06|0.000495|0.0|4.12e-10|1.74e-07|||||||||||||||12.0|7.9208|7.9208
14b_a50|0.0|1|1|0.0|0.0|7.934155233999999|2|1.267593742|4.240438135|5.82008293|0.0228205129999999|2|-0.068176984|-0.255822608|0.010215823|10.94501788|2|2|-0.106938404|-0.280243276|1|0.74726683|0.7887047979999999|-0.076752616|0.831689551|0.71456262|1|-0.050362464|-0.076674952|0.7031402240000001|-33.02344264|25.31245624|-0.025558317|9.64109526|0.637281054|64.58491917|2967.872393|592.81677|-1005.538915|2984.248708|-10.98912227|6.3538844910000005|6737.145102|237.8403928|-659.347336|26.29763086|0.021820402|-180.03459850000002|1577.857852|825.4425942|14.30797341|1.0|1.0|1.0|1.0|0.0|3.64|0.35|3.72|4.81|2.32|2.0|0.0|128.39|1.0|7.0|-4.6|33.0|5.0|0.0|1.0|0.0|2.51e-05|0.0111|1.6800000000000002e-05|0.0074099999999999|0.0|1.3900000000000001e-07|6.12e-05|4.0775|-1431.068494|-1431.037684|718.64|1253.87|0.1637|234.67|533.25|0.55594|0.64303|-0.16874|5.3711|0.03081037|6.7927|6.58|5.1818|5.1818
13d_a5 (GW788388)|0.0|0|0|2.945204608|0.0|6.605297921|1|1.236844097|0.0|4.59511985|-0.009710199|3|-0.092509033|-0.33442223|0.002956745|10.94530363|1|1|-0.14893897|-0.016337128|2|0.7333482170000001|0.78479342|0.047169811|0.834800344|0.71006207|0|-0.086824482|-0.0844793|0.54169129|-57.42492153|151.3669372|-0.0291837579999999|6.374277851|0.669182121|70.45205183|2834.036315|511.985152|-1061.602956|1377.863026|-12.76608229|8.077599766|6122.792779|218.7999323|-702.1345259999999|28.84397435|0.022041749|-223.7910275|1586.418589|723.0631751|14.57821204|0.0|1.0|1.0|1.0|2.0|2.74|0.2|4.56|4.11|1.37|1.0|0.0|121.68|1.0|6.0|-4.35|32.0|5.0|0.0|0.0|1.0|4.429999999999999e-05|0.0189|4.5e-05|0.0192|0.0|1.45e-09|6.16e-07|4.1706|-1390.589662|-1390.548362|707.09|1206.73|0.5251|269.0|532.01|0.42515|0.48848|-0.17299|2.4867|0.04130059|3355.0|18.0|7.7447|7.7447
10_a15|0.0|0|0|0.0|0.0|0.0|0|1.4356889780000002|0.0|0.0|-0.0435725659999999|2|-0.0869138469999999|-0.384887119|0.001740635|10.95972828|0|0|-0.132759909|-0.184255041|2|0.8310685940000001|0.713794823|0.018211609|0.7585998270000001|0.7933685340000001|0|-0.052826735|-0.101494566|0.640780603|-30.73805622|6.497096666|-0.036384844|3.550143186|0.8301726490000001|65.80736417|2605.82709|542.9602292000001|-1122.067607|2305.991259|-12.31872585|5.555044294|6204.37804|98.81668286|-652.8924702|25.50202895|0.0116026369999999|-384.2321709|1351.607534|673.7288405|6.751174337|1.0|1.0|1.0|1.0|1.0|3.64|0.12|5.32|6.3|2.87|2.0|0.0|119.95|1.0|6.0|-6.22|30.0|4.0|1.0|0.0|1.0|5.99e-07|0.0002379999999999|1.47e-06|0.000584|0.0|1.51e-10|5.99e-08|3.6448|-1281.088565|-1281.061184|631.2|1136.48|0.1412|277.48|487.16|0.66799|0.70313|-0.15377|1.6654|0.02738146|3.1460000000000004|7.0|8.1549|8.1549
12g_a40|0.0|0|0|0.0|0.0|7.515889085|0|0.604990688|1.687211672|5.4161004020000005|-0.129331216|0|0.167050952|-0.354104815|-0.001011175|10.31197254|2|2|0.280045216|0.106286677|0|0.777835705|0.769016155|-0.326139923|0.8396782220000001|0.6941475490000001|1|-0.0951493559999999|-0.099521372|0.289122732|-49.94706785|130.7472028|-0.0435406|3.501413627|0.852031227|59.29860462|2287.970776|456.7977427|-731.3891821000001|681.6778419|-11.99782981|7.692740528|5211.675486|77.67373972|-383.9305539|26.82520454|0.013442698|-369.5858437|858.4065454|335.7078145|7.056520179|1.0|1.0|0.0|0.0|1.0|3.2|0.0|4.83|5.14|3.76|2.0|0.0|93.78|1.0|2.0|-6.46|23.0|3.0|0.0|0.0|1.0|3.43e-07|0.000124|1.62e-06|0.000586|0.0|2.37e-07|8.57e-05|3.1577|-2173.044757|-2173.0224510000003|540.25|896.63|0.3539|308.23|429.31|0.67055|0.6988|-0.13191|1.9175|0.02230594|2.7075|724.0|6.1403|6.1403
4c_a46|0.0|0|0|0.0|0.139403726|7.825245291|1|1.134637091|2.137504882|5.587248657999999|-0.048990529|1|-0.111750026|-0.300069396|0.010177371|10.94298307|1|1|-0.165951544|-0.083788154|1|0.649753668|0.726862617|-0.0976963169999999|0.761921603|0.65145414|0|-0.063644365|-0.087503927|0.305199509|-40.22007179|35.22734468|-0.029688832|5.56099297|0.840753785|60.67664538|2455.604167|562.9269925|-1050.664428|2487.942529|-11.85656505|7.172412106|5571.088357|100.6356847|-663.9676426|22.31552819|0.008510983|-430.6788754|1249.669579|696.2528933|5.378517586|1.0|1.0|1.0|1.0|0.0|3.8|0.38|5.11|5.24|3.4|2.0|0.0|115.03|1.0|5.0|-5.55|29.0|4.0|0.0|1.0|0.0|2.8e-06|0.00109|5.3e-06|0.00207|0.0|2.39e-08|9.32e-06|4.1026|-1245.4159619999998|-1245.392965|683.75|1176.07|0.2296|227.16|617.56|0.42391|0.6986600000000001|-0.17085|4.1039|0.02299741|5.4491|2008.0|5.6972|5.6972
47j_a18|0.0|0|0|0.0|0.0|7.03438793|1|1.251176464|0.0|4.844187086|-0.068902246|0|-0.048528478|-0.569931053|0.00031105|10.94702285|0|0|-0.073551529|-0.331885553|0|0.783538352|0.7444236670000001|0.005740124|0.77844379|0.757001264|0|-0.073041469|-0.094744194|0.476575952|-56.816779|95.57657747|-0.033837212|9.661420661|0.764425062|86.31641604|3172.831382|627.366638|-1842.467041|2064.803327|-20.47428768|9.597380968|7316.123159000001|183.246715|-1433.2001369999998|34.43235841|0.016220875|-411.3767328|2410.265089|1081.726154|12.6177344|1.0|0.0|1.0|1.0|3.0|0.0|0.28|2.43|2.82|2.63|3.0|2.0|149.96|1.0|11.0|-5.83|37.0|4.0|0.0|0.0|0.0|1.49e-06|0.000743|7.32e-06|0.00366|0.0|1.63e-09|8.159999999999999e-07|3.1054|-1625.445572|-1625.413107|839.37|1459.55|0.5439|399.25|776.31|0.6983600000000001|0.6983600000000001|-0.1285|4.1619|0.03246539|5.2118|35.0|7.4559|7.4559
12ar_a36|0.0|0|0|3.46014932|0.0|7.412764017000001|2|1.297042582|0.0|5.351858133|0.000258844|2|0.083451772|-0.40866901|0.000939229|10.95407427|1|1|0.145909555|-0.169341326|1|0.86559137|0.8371588959999999|-0.064014394|0.89459881|0.8196353679999999|0|-0.080760277|-0.098732471|0.317338373|-54.80317647|86.85924228|-0.0347392029999999|10.30986449|0.705591187|82.17472548|2902.67985|567.6702443|-1272.979877|2404.999137|-15.99689556|8.770514183|6155.432771|199.7830951|-863.83236|33.4098581|0.0223636779999999|-279.0245523|1804.132337|708.5476357999999|15.17578458|1.0|0.0|1.0|0.0|2.0|0.0|0.17|3.14|1.95|1.59|1.0|0.0|133.27|1.0|6.0|-3.92|32.0|5.0|0.0|0.0|0.0|0.0001199999999999|0.0503|0.000122|0.0515|0.0|8.95e-08|3.76e-05|3.8489|-1364.511244|-1364.467971|717.19|1211.1|0.5586|237.29|580.53|0.41433|0.67174|-0.15631|6.4688|0.04327285|8.7322|25.0|7.6021|7.6021
8g_a8|0.0|0|0|3.073183107|0.0|7.535296702|1|1.39137364|1.298078704|5.4161004020000005|-0.222784884|0|0.000966222|-0.731356723|-0.009140059|10.94318883|1|1|0.001970629|0.162134281|0|0.6784762320000001|0.734188081|-0.0571942009999999|0.790058057|0.656457444|0|-0.136742629|-0.129695841|0.298992226|-83.78686741|171.26571059999998|-0.052430233|11.68315869|0.8330608209999999|90.27531534|2889.141422|327.1604688|-1509.912147|2148.49832|-19.68456628|7.440878437999999|6581.432140999999|102.2893227|-925.1746152|38.56355928|0.017636126|-408.1554248|1812.487286|551.1746801|10.80625499|0.0|1.0|1.0|0.0|2.0|2.96|0.04|4.11|3.89|3.01|2.0|0.0|111.38|1.0|4.0|-5.3|31.0|5.0|0.0|0.0|0.0|5.01e-06|0.00209|1.16e-05|0.00483|0.0|4.01e-08|1.67e-05|3.7495|-1450.9549470000002|-1450.913472|635.27|1083.78|0.3904|330.67|489.97|0.69221|0.69221|-0.15542|6.0697|0.04147516|7.5762|4.2|5.3768|5.3768
12r_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.604984545|0.0|5.351858133|-0.093024002|2|-0.093079817|-0.400352091|-0.002544958|10.31162892|1|1|-0.247439715|-0.145315868|1|0.609043558|0.83236194|-0.105767484|0.889479916|0.591758164|0|-0.090229387|-0.109990462|0.451652492|-58.32042638|90.4724548|-0.040404659|7.995393191000001|0.790065337|82.06195604|2976.944611|465.8474777|-1279.67656|2433.580273|-16.88017015|7.467190577999999|6735.090739|135.6928105|-827.1283373|33.05530181|0.016970201|-374.9717191|1619.709789|616.2856203|10.96881384|1.0|1.0|1.0|0.0|1.0|0.0|0.14|4.67|3.74|3.58|2.0|0.0|127.19|1.0|5.0|-5.49|31.0|6.0|0.0|0.0|0.0|3.24e-06|0.00141|6.71e-06|0.00291|0.0|6.900000000000002e-08|3e-05|3.5111|-1774.236548|-1774.2026670000002|679.64|1141.54|0.1908|244.69|516.03|0.32409|0.68476|-0.14894|5.2021|0.03388131|6.5511|29.0|7.5317|7.5317
GW6604_a52|0.0|0|0|2.944144148|0.0|6.605297921|0|1.427583999|0.0|4.59511985|-0.005328809|2|-0.0778992459999999|-0.085995143|0.007746755|10.94914378|1|1|-0.131886693|0.067497086|2|0.709088617|0.693399445|-0.057466653|0.7550228990000001|0.689009112|0|-0.071850787|-0.072069252|0.38374044|-35.51891876|157.2481263|-0.029217264|2.204526664|0.73529506|44.37166117|2044.612273|431.7909048|-534.4037285|799.8313017999999|-7.13996301|6.2973559020000005|4168.525878|130.8549791|-264.17863140000003|19.64292268|0.01768964|-232.6328342|726.7881391|359.1060668|8.744745933999999|1.0|0.0|1.0|1.0|1.0|1.76|0.0|4.49|4.2|1.91|0.0|0.0|90.49|1.0|3.0|-3.87|23.0|3.0|0.0|1.0|1.0|0.000135|0.0402|6.929999999999999e-05|0.0207|0.0|9.31e-09|2.78e-06|||||||||||||||107.0|6.9706|6.9706
12e_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.604984231|0.0|5.351858133|-0.029595542|2|-0.010682095|-0.444243861|0.0043261129999999|10.31162844|1|1|-0.018475151|-0.154412059|1|0.838579475|0.8246767140000001|-0.097868612|0.876441789|0.7933543279999999|0|-0.07914783|-0.098059338|0.407218612|-52.50202674|106.2790684|-0.035153347|10.6725953|0.7071208529999999|80.10232244|2920.484542|541.7533217|-1235.889416|2392.685958|-15.46823639|8.069355055|6421.289402|194.2788429|-819.8165288|32.97692061|0.022696477|-274.7836441|1747.776792|704.0353382000001|15.05551106|1.0|1.0|1.0|1.0|1.0|0.0|0.17|3.89|2.63|2.51|2.0|0.0|133.77|1.0|6.0|-5.44|31.0|5.0|0.0|0.0|0.0|3.59e-06|0.00154|1.19e-05|0.0050799999999999|0.0|1.84e-07|7.87e-05|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|0.2055|245.94|562.76|0.3304|0.68605|-0.1476|5551.0|0.03344515|6.1598|11.0|7.9431|7.9431
9i_a40|0.0|0|0|0.0|0.0|7.515889085|0|0.604992808|1.841293462|5.4161004020000005|-0.105556952|0|0.187127708|-0.279092262|0.004532692|10.31197226|2|2|0.333430103|0.187399127|0|0.831946443|0.762774506|-0.28972973|0.824009442|0.7947633409999999|1|-0.092881258|-0.088485615|0.006324687|-46.80087537|213.7117392|-0.036869006|2.795536563|0.8590224540000001|49.81256531|2056.370683|418.7133986|-668.7900768999999|335.9672843|-9.360805225|7.700852478|4201.058793|71.03556427|-336.98898810000003|21.62632891|0.010372658|-361.8074422|778.5478408|351.4600612|5.226560183|1.0|1.0|1.0|1.0|1.0|2.9|0.06|3.84|4.02|2.99|1.0|1.0|91.11|1.0|2.0|-5.32|22.0|2.0|0.0|0.0|1.0|4.79e-06|0.00147|1.97e-05|0.00603|0.0|9.31e-07|0.000285|2.8936|-1273.334714|-1273.31399|534.44|883.84|0.5012|284.3|417.75|0.56118|0.70339|-0.11967|2.0895|0.02072395|2.7887|1.25|5.9031|5.9031
14a_a3|0.0|0|0|0.0|0.0|6.823286122000001|0|0.6050202020000001|0.0|4.727387819|-0.1160619169999999|3|-0.143740653|-0.363198151|-0.00603969|10.3116301|1|1|-0.267665193|-0.094863591|3|0.882394075|0.7574238740000001|-0.287221775|0.822587422|0.8255789570000001|1|-0.091731577|-0.094609848|0.21389849|-45.12132248|256.5548327|-0.036792719|3.396421044|0.7608768779999999|55.84414456|2160.698862|389.0288018|-651.519384|1186.412113|-8.902004327|5.308770254|4716.423352000001|117.6209094|-320.4721558|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|1.0|2.2|0.06|4.28|3.71|1.04|0.0|0.0|93.25|1.0|2.0|-4.45|23.0|4.0|0.0|0.0|1.0|3.54e-05|0.0113|0.000103|0.0327|0.0|1.28e-07|4.08e-05|3.2363|-1327.513792|-1327.485188|528.91|822.33|0.4524|383.1|373.85|0.69708|0.69708|-0.1321|3.5358|0.02860456|4.6689|0.03|7.5229|7.5229
4e_a49|0.0|0|0|0.0|0.0|7.535296702|1|1.343847746|2.085628989|5.4161004020000005|-0.074495823|2|-0.080255074|-0.3631108529999999|-1.8100000000000003e-05|10.92777282|1|1|-0.130491035|-0.060391347|2|0.7541604690000001|0.803344301|0.032396301|0.856023531|0.731643066|1|-0.09422276|-0.087866673|0.433385455|-57.79309816|313.22432680000003|-0.029288891|6.449206277999999|0.650328475|68.38360061|2675.626006|464.3567821|-916.2062675|1647.641653|-11.01902676|7.934910277|5950.361470000001|214.47685|-561.9703647000001|27.6242383|0.023622273|-184.4129453|1408.836153|620.5697596|14.48911428|0.0|1.0|1.0|1.0|2.0|2.89|0.22|3.4|2.83|1.25|1.0|0.0|114.08|1.0|6.0|-3.28|30.0|5.0|0.0|0.0|1.0|0.000528|211.0|0.000305|122.0|0.0|4.35e-08|1.74e-05|3.7876|-1313.199448|-1313.158118|660.22|1128.64|0.2273|216.37|504.63|0.4078199999999999|0.68043|-0.1585099999999999|3.9718|0.04133034|4.8707|34.0|7.4685|7.4685
5g_a40|0.0|0|0|0.0|0.0|8.149890544|1|0.604913142|1.534673091|6.167516491000001|-0.190406197|0|-0.0602779129999999|-0.5611751220000001|-0.012794054|10.31198315|2|2|-0.104356485|0.137067086|0|0.795454476|0.818555255|-0.1312278909999999|0.882781953|0.7733200179999999|1|-0.153687065|-0.14338431|0.245639795|-72.93994279|216.425542|-0.049288357|5.616992201|0.745349319|80.22859145|2054.810452|321.64971460000004|-748.5527627|593.8133184|-11.10198254|6.193485364|4358.890754999999|120.8573152|-355.2634413|31.38430965|0.025660198|-232.8857705|1004.297909|266.8102663|12.1783403|0.0|0.0|1.0|0.0|2.0|1.96|0.21|2.69|2.5|0.74|0.0|1.0|78.2|3.0|3.0|-4.24|21.0|5.0|0.0|0.0|1.0|5.78e-05|0.0174|0.000426|128.0|0.0|0.0013|391.0|3.48|-1328.055803|-1328.015099|489.04|800.98|261.0|356.27|367.19|0.6563|0.6563|-0.14505|4.9132|0.04070345|6.7957|123.0|6.9101|6.9101
