molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|AATSC8d|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
11_a47|0.0|0|0|0.0|0.0|0|0|0|1.381898438|0.035230036|-0.007767503|0.0|-0.156077888|0.033931624|1.311097861|-0.427212659|-0.007419345|0.046339015|-0.120383371|-0.038723054|-0.079543257|-0.451384505|3|0.702719047|0.715054643|-0.058523885|0.07716247|0.770028429|1|-0.096486559|0.572646116|0.008462682|-50.01659041|-59.10798423|5.184267117|119.4035378|-0.035945973|3.175899139|0.816608795|66.9895812|-22.02062158|55.20085753|0.4686568239999999|2842.168734|488.1611434|-1123.0517|2201.328597|5.966142027|6736.717611|112.34605729999998|-687.9851765999999|-387.9111844|1375.2628029999998|7.881596968999999|1.0|1.0|0.0|1.0|2.0|3.15|0.04|-10.55|5.58|6.68|70.93|3.0|2.0|0.0|124.7|0.0|-6.29|32.0|5.0|-5.28|422.45|1.0|4.69|-6.03|9.32e-07|0.000394|5.06|1.19e-08|-0.05094|4.84|-1396.184699|654.49|0.2321|549.52|0.6915399999999999|0.6915399999999999|-1395.922861|2.9142|-0.20554|-1395.980918|4.6111|7.4|7.4
19_a15|-3.694652026|0|0|0.0|0.0|0|0|0|0.300209223|0.156105985|-0.009832375|0.0|-0.558905888|0.040555556|0.0|-0.4621216379999999|-0.012350591|-0.032407407|0.060683674|-0.0283109839999999|-0.045543362|-0.571686169|1|0.7981860159999999|0.722297906|0.042424078|-0.048611111|0.770451673|0|-0.112106433|0.355677322|0.00527267|-54.70558911|-64.78818183|3.04716388|61.63983265|-0.042351319|1.761006946|0.922135562|68.10965742|-24.47553536|57.75275299|0.405429114|2625.952212|399.3803987|-1101.399091|1857.369806|6.10227122|5417.777463|44.99916039|-636.516947|-487.9183964|1194.400408|3.321475588|1.0|1.0|1.0|0.0|2.0|2.17|0.11|-7.14|2.36|4.96|102.69|1.64|1.0|0.0|101.22|0.0|-5.12|26.0|5.0|-6.22|369.44|1.0|2.88|-4.39|4.1200000000000005e-05|0.0152|3.29|2.69e-05|-0.0372399999999999|7.53|-1523.404372|601.23|0.4895|519.04|0.68945|0.68945|-1523.196562|6.7515|-0.20742|-1523.254714|9326.0|7.1427|7.1427
6e_a40|0.0|0|0|0.0|0.0|1|1|2|0.604892975|0.128035402|-0.0148450439999999|6.401917197|-0.074872854|0.039160494|0.744550501|-0.69771706|-0.0026177839999999|-0.205140551|-0.276969278|-0.020200684|-0.037027769|-0.6319354389999999|0|0.685858263|0.8361555479999999|-0.011405885|-0.289988439|0.8988141140000001|1|-0.1164147119999999|0.376602018|0.015875595|-70.52033811|-76.50178121|10.43262695|185.1473293|-0.04873174|6.85578763|0.866991176|84.95203628|-32.02400144|80.95296505|0.441911406|3075.060648|490.3675161000001|-1377.032062|3854.417113|6.972949117000001|7585.605268000001|87.40658058|-904.9148811|-482.3355765|1588.2884390000002|8.450255075|1.0|0.0|1.0|0.0|1.0|3.16|0.21|-4.63|5.02|3.72|173.43|2.12|2.0|2.0|125.15|1.0|-7.76|30.0|5.0|-6.09|476.98|1.0|3.68|-5.58|2.6e-06|0.00124|4.4|0.0112|-0.09682|8.35|-2831.191706|671.95|0.3625|537.07|0.67187|0.67187|-2830.986514|8.3311|-0.2164|-2831.048968|11.5248|7.7447|7.7447
12y_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984019|0.048343649|-0.005996863|5.351858133|-0.037335306|0.044197531|0.0|-0.353814891|0.00604028|-0.058184644|-0.153680104|-0.053700437|-0.0922059569999999|-0.4579359229999999|1|0.842068099|0.768409873|-0.05346283|-0.095969764|0.8146529229999999|0|-0.091248521|0.374181804|0.0149823289999999|-47.598277|-61.25585229|10.05775555|85.17057711|-0.034840345|6.751850651|0.820108145|69.55490151|-23.38859815|57.65603256|0.445723724|2847.362782|569.8856940000001|-1286.372898|2411.415644|8.067590558|6301.067405|120.7628216|-863.552275|-429.782246|1568.540572|8.299049218|1.0|0.0|1.0|1.0|1.0|0.0|0.21|-7.38|4.87|3.23|81.65|3.25|2.0|0.0|137.21|0.0|-6.04|31.0|4.0|-5.64|426.54|0.0|3.19|-5.46|3.48e-06|0.00148|4.6|1.76e-05|-0.05065|4.45|-1654.41361|728.75|0.2173|585.59|0.30617|0.6864399999999999|-1654.125015|4.7043|-0.19815|-1654.190369|5.1209|7.6576|7.6576
12ab_a30|0.0|0|0|0.0|0.0|0|2|2|0.604983638|-0.026189286|-0.008528077|5.351858133|-0.030346359|0.043854875|0.0|-0.520212725|0.003529389|0.01563558|0.03046828|-0.12254489|-0.207153446|-0.384942092|1|0.8397577820000001|0.809127478|0.078325164|0.026596859|0.855880335|0|-0.1008879709999999|0.4605456229999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|-0.031859359|15.64609074|0.603952976|92.49334877|-22.42218278|80.46280277|0.461207954|3118.431712|562.8556061|-1278.064418|2618.234172|8.44310703|6918.884105|278.7324985|-899.4843201|-146.321375|2116.165447|21.48976996|1.0|0.0|1.0|1.0|1.0|0.0|0.21|-6.83|3.94|2.63|100.11|2.2|2.0|0.0|140.26|0.0|-5.61|33.0|6.0|-6.39|458.54|0.0|2.52|-5.0|9.94e-06|0.00456|3.81|6.720000000000001e-05|-49.0|3.34|-1804.824495|753.75|0.1957|613.7|0.46561|0.68324|-1804.523449|6.9089|-0.19672|-1804.589076|7.4968|7.7825|7.7825
34_a47|0.0|0|1|0.0|0.0|1|0|0|1.40499556|-0.210257395|-0.004157676|4.727387819|-0.064842466|0.03522792|1.741433543|-0.191253079|0.003530307|0.078153957|-0.208989427|-0.1430639269999999|-0.317014709|-0.2829549719999999|3|0.62974551|0.833786184|0.046668352|0.128336294|0.89234354|1|-0.090141168|0.437215023|0.019723558|-34.3104683|-49.91779281|10.92238452|31.17423189|-0.029348287|6.048527453999999|0.653993216|62.66739933|-16.25230464|45.23285281|0.45489212|2371.236125|457.4477611|-698.8490993|918.6458674|7.066583143|5105.274301|191.6093987|-387.0041342|-170.55473480000003|1068.587688|12.74960652|1.0|1.0|1.0|1.0|1.0|3.0|0.16|-7.47|3.34|4.52|68.52|1.75|0.0|0.0|99.09|0.0|-3.57|26.0|5.0|-6.66|348.38|1.0|3.02|-3.9|0.000125|0.0436|2.49|1.17e-05|-0.0545|2.41|-1162.4815230000002|585.79|0.2309|436.88|0.6602399999999999|0.69314|-1162.283641|4.4605|-0.21536|-1162.33788|6.2235|8.7|8.7
1f_a5|0.0|1|0|2.824395738|-4.398485453999999|0|0|0|1.218960329|-0.139907335|-0.00645569|4.59511985|-0.31059482|0.029105691|0.0|-0.277594656|-0.0012491689999999|-0.000625|-0.389011185|0.001493879|0.004923698|-0.401165734|2|0.525406088|0.771487328|-0.060528915|-0.000969932|0.834250802|0|-0.083857856|0.45528118|0.008403353|-50.98614411|-46.77243802|4.687041957|201.7057715|-0.035639589|2.614237829|0.757522389|57.83835135|-19.87828616|55.67318607|0.4670794829999999|2482.949545|495.3305784|-795.1314464|979.2285994|7.117418022000001|5474.331675|135.2439659|-443.4913802|-287.2706403|1049.647453|11.06591332|1.0|1.0|0.0|1.0|1.0|2.61|0.05|-8.88|5.48|6.37|54.46|2.73|2.0|0.0|95.49|0.0|-4.79|27.0|6.0|-5.73|366.34|1.0|4.23|-4.97|1.0800000000000002e-05|0.00396|3.95|4.86e-07|-0.05346|3.58|-1288.353339|577.11|0.6959|442.04|0.47267|0.42446|-1288.209882|3.7852|-0.2357|-1288.263745|4.9879|6.6198|6.6198
12t_a36|0.0|1|0|3.500121488|0.0|0|2|2|1.297042607|-0.058770337|-0.00673635|5.351858133|-0.034194893|0.041767677|0.0|-0.404180985|0.003676818|-0.0288761339999999|0.059266516|-0.101854847|-0.169994208|-0.436022708|1|0.902377067|0.829598864|-0.009662203|-0.050788309|0.878510663|0|-0.100615514|0.318666358|0.017627553|-48.97252784|-67.01551397|11.7409283|86.12920631|-0.035934112|7.820109571000001|0.78316808|77.32343502|-23.93411213|60.71345614|0.48189543|2771.211293|555.3275093999999|-1340.3102789999998|2320.375227|7.960344391|5936.009091|144.422087|-892.7209991000001|-377.2113003|1711.395437|10.30792105|1.0|0.0|0.0|1.0|2.0|0.0|0.21|-7.36|3.62|2.45|69.2|2.45|1.0|0.0|133.52|0.0|-4.61|31.0|4.0|-6.33|409.49|0.0|2.4|-4.57|2.6600000000000003e-05|0.0109|3.47|1.7899999999999998e-05|-0.05302|3.87|-1311.585049|713.6|0.4297|562.72|0.69297|0.70313|-1311.287803|5.9081|-0.2039|-1311.349439|7.9104|8.0969|8.0969
12af_a36|0.0|1|0|3.448611715|0.0|0|2|2|1.29704271|0.04293386|-0.00989889|5.351858133|-0.081537769|0.039953704|0.0|-0.6038322939999999|-0.00233752|0.00146554|0.154914099|-0.126068378|-0.213993335|-0.505160213|1|0.859938421|0.813346624|-0.062279009|0.002492952|0.8631180940000001|0|-0.1054605669999999|0.154396546|0.021921402|-57.32748365|-73.23838519|15.22358698|89.56100543|-0.035153522|10.57220682|0.6702409189999999|91.25505794|-24.41279506|72.55107063|0.448767097|3013.98446|524.5103537|-1391.529319|3082.869129|8.59579222|6499.41155|229.0052411|-966.3646141|-236.4517911|2076.162883|18.01667275|0.0|0.0|0.0|1.0|3.0|0.0|0.17|-6.93|2.38|1.65|98.3|1.49|1.0|0.0|138.06|0.0|-3.54|33.0|5.0|-7.66|438.48|0.0|1.47|-3.64|0.000227|0.0997|1.85|5.18e-05|-0.05882|4.5|-1440.982935|737.4|427.0|589.48|0.50179|0.70508|-1440.675702|6.9003|-0.19246|-1440.740243|9.4631|7.8239|7.8239
16d_a32|0.0|1|1|3.311658163|0.0|0|0|0|0.609420775|0.170838661|-0.017249763|5.733341277|-0.087123461|0.0421759259999999|2.07416189|-0.7589895790000001|-0.00839148|-0.0517549079999999|0.021406827|-0.128753933|-0.239509216|-0.68301199|0|0.816581223|0.8575664540000001|0.107238939|-0.0847953219999999|0.916850163|1|-0.11491796|0.41654798|0.032003415|-53.23914436|-67.07571683|18.67986534|115.2070109|-0.036437402|10.90312918|0.615749698|86.50964771|-21.26791022|71.91900971|0.4429631189999999|2588.214866|440.9688416|-871.9843187999999|3152.666302|6.221435089|5768.495166|224.2805611|-508.962859|-135.1223777|1416.134383|19.43393087|1.0|0.0|1.0|1.0|2.0|3.01|0.18|-6.59|5.26|3.82|149.27|0.65|1.0|0.0|102.33|1.0|-5.65|26.0|5.0|-6.62|385.46|1.0|3.12|-4.18|6.659999999999999e-05|0.0257|2.86|9.84e-05|-0.05068|3.78|-1877.360551|621.59|0.2915|489.97|0.70217|0.70217|-1877.185022|3.2048|-0.20077|-1877.241687|3.8853|8.1135|8.1135
11a_a5|0.0|1|0|2.9781886010000003|0.0|0|0|1|1.212363224|-0.165418719|-0.002894726|4.59511985|0.052217882|0.021060606|0.0|-0.185262487|0.007993132|-0.02394636|-0.081506|0.003975818|0.006120569|-0.254944026|2|0.7505403709999999|0.73344478|-0.037220974|-0.0489811909999999|0.773417838|0|-0.071517578|0.369563711|0.011860803|-46.13206353|-51.09940261|8.474559367000001|61.32301293|-0.026223112|6.055083705|0.740865275|61.4470419|-18.73644762|54.60662289|0.466436596|2727.027899|638.3599998999999|-1124.186857|1170.247903|9.740948724|5756.783268|185.1520983|-803.2329738|-344.1971057|1517.39715|10.34763929|0.0|1.0|0.0|1.0|1.0|3.68|0.3|-9.93|6.38|6.55|63.69|3.05|2.0|0.0|128.51|0.0|-7.25|32.0|4.0|-4.54|424.54|1.0|5.16|-6.4|3.95e-07|0.000167|6.13|5.019999999999999e-08|-0.03694|4.83|-1339.8362619999998|739.79|0.5473|578.8|0.6735|0.65363|-1339.493223|2.8611|-0.20429|-1339.555805|3.6525|7.0915|7.0915
4d_a49|0.0|0|0|0.0|0.0|1|1|1|1.343847746|-0.06085453|-0.006135653|5.4161004020000005|-0.058204482|0.036555556|1.76904838|-0.343596561|0.000607064|0.013451218|-0.151004418|0.000511959|0.000850823|-0.417231241|2|0.7745859279999999|0.783870915|-0.008564167|0.023137464|0.834151595|1|-0.085966608|0.410804214|0.013625199|-55.40321178|-52.95392476|8.392883773|85.21839288|-0.0281044679999999|5.16986937|0.654728051|66.51766234|-17.31186002|63.79609555|0.470013152|2658.242991|463.6097566000001|-900.2167208999999|1640.195062|7.998287218|5915.214567|212.6814716|-554.5177292999999|-190.6195379|1374.947536|13.56373757|0.0|1.0|1.0|1.0|2.0|2.68|0.22|-7.58|3.16|2.8|98.72|1.25|1.0|0.0|115.63|0.0|-3.13|30.0|5.0|-7.7|398.46|1.0|2.27|-3.35|0.0004509999999999|0.18|1.45|1.05e-05|-0.06309|2.99|-1293.333712|668.09|0.2549|495.7|0.40593|0.6782100000000001|-1293.049085|4.3005|-0.2219699999999999|-1293.107454|5.5765|7.7447|7.7447
12q_a36|0.0|1|0|3.453150038|0.0|0|2|2|1.29701394|-0.0543475329999999|-0.00761082|5.351858133|-0.043678703|0.042804233|0.0|-0.410984299|0.0005016269999999|-0.0433009009999999|0.1161527719999999|-0.103922055|-0.177407665|-0.441747876|1|0.8941919290000001|0.828371596|-0.017640538|-0.074349074|0.8839272779999999|0|-0.1060430969999999|0.324924033|0.018562763|-49.18227989|-68.5549152|12.00048565|82.68142965|-0.038175515|7.758093617|0.768692389|80.15866795|-24.67976947|61.18276554|0.486620426|2786.514757|536.0103834|-1233.988474|2380.245597|7.546533709|6040.52496|149.536123|-797.7508892000001|-347.4093916|1605.308562|11.60375275|1.0|0.0|0.0|1.0|2.0|0.0|0.14|-7.18|3.35|2.54|69.2|2.51|1.0|0.0|128.76|0.0|-4.44|30.0|4.0|-6.49|415.88|1.0|2.34|-4.59|2.55e-05|0.0106|3.31|2.77e-05|-0.05602|3.79|-1692.544456|683.51|0.4239|531.58|0.39919|0.6863199999999999|-1692.3116350000005|4.6718|-0.2126199999999999|-1692.370918|6.4226|8.2218|8.2218
47k_a18|0.0|0|0|0.0|0.0|0|1|1|1.25117623|0.029145635|-0.0067578909999999|4.844187086|-0.0605329409999999|0.033777778|0.0|-0.5135996820000001|0.003047962|-0.008576013|-0.026672956|-0.279965025|-0.421027889|-0.451417954|0|0.762665453|0.721697829|0.022512501|-0.014398731|0.753132457|0|-0.088346874|0.3533268229999999|0.015080484|-51.59195677|-69.77479556|11.91029894|20.66242736|-0.030255779|9.406543039|0.7153044209999999|84.23875372|-23.89547793|63.50225571|0.467246896|3245.964586|656.2580564|-1744.369889|2009.418849|9.777177947|7575.637462000001|224.8475227|-1377.672426|-340.0872332|2438.639881|14.46395816|1.0|1.0|1.0|1.0|2.0|0.0|0.3|-8.44|2.39|3.17|88.97|2.82|3.0|2.0|154.86|1.0|-5.84|38.0|4.0|-6.41|513.63|0.0|2.53|-5.33|4.65e-06|0.0023899999999999|4.26|1.85e-06|-0.04359|8.45|-1664.756029|842.29|0.5920000000000001|793.48|0.69823|0.69823|-1664.2657390000002|4.1818|-0.17135|-1664.341238|5.2253|7.5376|7.5376
4o_a46|0.0|0|0|0.0|0.160026534|1|1|1|1.13463699|-0.24479566|-0.000627744|5.587248657999999|0.042766097|0.043320988|0.0|-0.032014955|0.010870588|-0.06855792|-0.376106593|-0.018058762|-0.028735607|-0.096073163|1|0.626333846|0.7699448320000001|-0.121466731|-0.09492635|0.8176134690000001|0|-0.06570509|0.372146122|0.00972341|-35.54402423|-36.03345669|5.332434441|5.821925821000001|-0.021901697|2.9243708|0.7510206490000001|42.00638612|-12.01115223|40.87645867|0.460981009|2195.436986|521.3931342|-576.535307|1705.3950960000002|5.527567399|4966.476822|136.5432529|-316.1788552|-275.3254498|767.6690487000001|5.972929428|1.0|0.0|1.0|1.0|0.0|3.12|0.32|-7.26|4.77|4.94|54.5|2.72|1.0|0.0|103.66|0.0|-4.91|26.0|3.0|-5.51|342.44|1.0|3.92|-4.87|1.34e-05|0.0045899999999999|4.06|1.88e-05|-0.04627|3.76|-1070.456878|581.59|0.1598|501.08|0.6843|0.6843|-1070.223416|3.4494|-0.22909|-1070.276387|4.8244|6.7905|6.7905
19l_a38|0.0|1|0|3.280796643|0.0|0|2|2|1.297043246|-0.086107169|-0.007360265|5.351858133|-0.10490608|0.04391253|0.0|-0.426895387|-0.001197042|-0.032264281|0.217841852|-0.091460175|-0.191751024|-0.4224000739999999|1|0.723755855|0.839953955|-0.032569307|-0.053823023|0.89459881|0|-0.100870929|0.51306986|0.0219046379999999|-51.6277901|-65.35669452|14.19254029|133.9992534|-0.037359603|9.195687319|0.7374102309999999|79.04689476|-24.20618316|65.82033039|0.430111845|2921.048554|518.0872716|-1307.13389|2934.313773|6.568874137999999|6705.993411|170.13821069999997|-846.9234048000001|-307.64756780000005|1772.6006989999998|13.69020024|1.0|0.0|1.0|1.0|3.0|2.7|0.12|-7.28|4.03|3.09|81.23|2.75|2.0|0.0|135.78|0.0|-4.94|32.0|4.0|-6.39|427.48|1.0|3.22|-4.72|1.89e-05|0.00807|3.55|2.25e-05|-0.0603299999999999|4.08|-1409.5865199999998|660.04|0.2883|502.31|0.69413|0.7044|-1409.309206|6.5627|-0.2001|-1409.37001|9026.0|7.8633|7.8633
27b_a34|0.0|0|0|0.0|0.0|1|1|1|1.4335271040000002|-0.056026127|-0.010183855|5.351858133|-0.016803292|0.042739018|0.0|-0.549928192|-0.001438963|-0.027175221|-0.175834895|-0.194619338|-0.322091086|-0.463926296|1|0.820914556|0.7722228729999999|0.00102838|-0.047542374|0.8299950709999999|0|-0.109683855|0.3307451819999999|0.031021066|-57.66200309|-72.21552354|20.42417736|150.83624440000003|-0.037292511|13.44721755|0.712312759|87.24055613|-24.553278|78.08618045|0.4072752529999999|2835.31543|515.8091561000001|-1227.6639|2431.595232|9.124440695|6032.666081|189.4124225|-808.2902556|-279.5721769|1723.489976|15.02503259|1.0|1.0|1.0|1.0|1.0|3.66|0.12|-8.19|3.94|4.11|84.99|1.83|2.0|0.0|116.33|0.0|-5.23|31.0|5.0|-6.14|409.44|1.0|3.46|-4.96|1.1e-05|0.00449|3.75|2.67e-06|-0.04121|4.33|-1350.055377|691.97|0.3621|577.39|0.47412|0.70001|-1349.811401|11.8546|-0.20649|-1349.873325|15.2147|6.1871|6.1871
12z_a30|0.0|0|0|0.0|0.0|0|2|2|0.604983642|-0.1155022219999999|-0.008819424|5.351858133|-0.026703371|0.040566449|0.0|-0.537984876|0.003529389|-0.045463448|0.05890953|-0.12254489|-0.207153446|-0.39205163|1|0.8397577820000001|0.809127478|-0.02232319|-0.077335468|0.855880335|0|-0.107776943|0.315493739|0.030875938|-49.68145417|-74.96232552|21.47520633|54.40462246|-0.034034824|14.93669572|0.630839856|95.20867045|-23.67231332|71.1566605|0.48740649|3112.622632|579.3226647000001|-1349.321859|2435.831516|8.071510779|7074.004131999999|256.7627363|-938.4966892|-182.00664430000003|2138.929312|20.24634493|1.0|0.0|1.0|1.0|1.0|0.0|0.21|-6.83|3.94|2.63|100.11|2.2|2.0|0.0|140.26|0.0|-5.61|33.0|6.0|-6.39|458.54|0.0|2.52|-5.0|9.94e-06|0.00456|3.81|6.720000000000001e-05|-0.04679|3.34|-1804.814868|739.33|0.1855|580.6|0.5513100000000001|0.6853199999999999|-1804.51674|7.0446|-0.19279|-1804.581882|7.2113|7.3615|7.3615
10_a15|0.0|0|0|0.0|0.0|0|0|0|1.4356889780000002|-0.137104477|-0.006872984|0.0|-0.0435725659999999|0.037209302|0.0|-0.384887119|0.001740635|0.010152859|-0.132759909|-0.120626133|-0.184255041|-0.391156537|2|0.8310685940000001|0.713794823|0.0107135269999999|0.018211609|0.7585998270000001|0|-0.101494566|0.640780603|0.010485777|-30.73805622|-59.05618983|6.101312009|6.497096666|-0.036384844|3.550143186|0.8301726490000001|65.80736417|-21.17108692|36.83936823|0.449323734|2605.82709|542.9602292000001|-1122.067607|2305.991259|5.555044294|6204.37804|98.81668286|-652.8924702|-384.2321709|1351.607534|6.751174337|1.0|1.0|1.0|1.0|1.0|3.64|0.12|-9.82|5.32|6.3|56.27|2.87|2.0|0.0|119.95|0.0|-6.22|30.0|4.0|-4.97|397.47|1.0|4.69|-5.83|1.47e-06|0.000584|5.29|5.99e-08|-0.03581|5.16|-1281.088565|631.2|0.1412|487.16|0.66799|0.70313|-1280.804272|1.6654|-0.18958|-1280.862627|3.1460000000000004|8.1549|8.1549
12ay_a36|0.0|1|0|3.50559949|0.0|0|2|2|1.2970434|-0.05976542|-0.006733838|5.351858133|-0.043778345|0.043383838|0.0|-0.404030255|0.003676818|-0.06756661|0.1689021819999999|-0.101854847|-0.169994208|-0.438622276|1|0.902377067|0.78699829|-0.109624825|-0.111814717|0.833398429|0|-0.098945129|0.419950383|0.018016934|-48.12939044|-64.13591431|11.67851857|126.7858133|-0.035337546|7.569978132|0.778164805|74.29343346|-22.90568368|59.80790901|0.4530143439999999|2766.899844|537.618563|-1282.718286|3238.138932|6.466730436000001|6204.216872999999|143.79285900000002|-831.4538627999999|-360.6110621|1648.388976|10.15751916|1.0|0.0|0.0|1.0|2.0|0.0|0.21|-7.34|3.76|2.5|69.2|2.45|1.0|0.0|133.68|0.0|-4.54|31.0|4.0|-6.38|409.49|1.0|2.42|-4.6|2.5e-05|0.0102|3.41|1.86e-05|-0.0526|3.79|-1311.576473|674.33|0.2939|532.22|0.6727|0.6914|-1311.282556|6.2579|-0.2031599999999999|-1311.343228|9.1844|7.7447|7.7447
12u_a30|0.0|0|0|0.0|0.0|0|2|2|0.604983445|0.028039604|-0.006935447|5.351858133|-0.027452346|0.043383838|0.0|-0.367578706|0.002431329|-0.0646674999999999|-0.15896471|-0.0493878409999999|-0.0857954809999999|-0.467189145|1|0.8149999040000001|0.83236194|-0.055829439|-0.105767484|0.889479916|0|-0.097867106|0.477056017|0.015562896|-51.83732031|-65.55148142|10.42404292|78.15130994|-0.03794847|6.982033926000001|0.810462868|75.26051582|-25.41792137|62.26136323|0.443167712|3001.03926|568.9563615000001|-1245.478147|2608.6452440000003|7.804487592999999|7133.515802|126.9521524|-834.2224549|-415.8966522|1536.749179|9.709034401|1.0|0.0|1.0|1.0|1.0|0.0|0.14|-7.8|5.11|3.92|81.65|3.79|2.0|0.0|137.3|0.0|-6.58|31.0|4.0|-5.52|467.37|1.0|3.59|-6.04|9.14e-07|0.0004269999999999|5.12|7.39e-06|-0.0528299999999999|5.08|-2494.962309|705.15|0.1502|559.16|0.6847|0.6847|-2494.736802|5.3020000000000005|-0.20146|-2494.7995530000003|7.0553|7.4647|7.4647
12j_a36|0.0|1|0|3.502198129|0.0|0|2|2|0.6293514410000001|-0.084183025|-0.007086381|5.351858133|-0.0446165029999999|0.039061728|0.0|-0.41101009|0.00285431|-0.051080247|0.161289379|-0.07550872|-0.133106642|-0.436310965|1|0.906423012|0.820041835|-0.1241793309999999|-0.089459459|0.87043328|0|-0.105480639|0.362692602|0.018160631|-46.2113679|-69.66341599|11.99396966|26.39145693|-0.037113558|7.921272637|0.7758129420000001|80.59149538|-24.51120192|58.20533756|0.457280037|2881.20453|563.0803357000001|-1323.6049039999998|2536.987511|7.483427579|6352.018345|148.06163930000002|-874.1588982999999|-364.314663|1706.0876829999995|10.92807939|1.0|0.0|1.0|1.0|2.0|0.0|0.17|-7.05|3.33|2.61|94.5|2.51|1.0|0.0|135.47|0.0|-4.85|31.0|4.0|-6.64|427.52|0.0|2.33|-4.51|3.09e-05|0.0132|3.19|3.83e-05|-0.05098|3.37|-1670.448063|694.28|0.4981|536.01|0.37116|0.69967|-1670.184251|6.4451|-0.20593|-1670.245584|8.5953|8.0|8.0
21_a34|0.0|0|0|0.0|0.0|1|2|2|1.425532331|0.026135784|-0.012535886|5.860786223|-0.091664226|0.036880342|0.0|-0.7020096440000001|-0.001643445|-0.009996155|-0.201539853|-0.254686357|-0.407759867|-0.514364527|1|0.702772307|0.740092842|0.116926272|-0.015568862|0.796991578|0|-0.117789944|0.527371706|0.034163186|-63.96857813|-79.03896823|22.9240533|168.9671187|-0.041572921|15.38241267|0.728260094|95.12565978|-27.89610644|86.89263143|0.4688149339999999|3115.110331|453.8692584|-1422.701428|2429.6035|7.253455092999999|7048.305909000001|182.341897|-954.6558014|-306.332473|1953.562249|16.08669155|0.0|0.0|1.0|1.0|0.0|3.52|0.12|-7.68|3.64|3.23|86.55|1.72|1.0|1.0|122.59|0.0|-4.5|33.0|6.0|-6.83|438.43|0.0|3.03|-4.71|1.94e-05|0.0085|3.02|9.06e-06|-0.07534|7.78|-1483.3359380000002|698.17|0.2174|530.93|0.6893199999999999|0.69292|-1483.057743|5.3432|-0.20872|-1483.12009|7.9399|5.4737|5.4737
5_a4|0.0|0|0|0.0|0.0|1|1|1|1.343864516|-0.196773454|-0.001215982|5.4161004020000005|0.02257929|0.035994832|2.189593648|-0.0607990979999999|0.011630756|-0.134215501|0.0202481919999999|-0.0471580309999999|-0.076189222|-0.164263889|2|0.655087104|0.767615203|-0.165454845|-0.229773463|0.820886786|1|-0.0681917309999999|0.431132276|0.008047242|-27.26045038|-36.64215945|4.324106888|13.96974087|-0.025201292|2.323516519|0.807351587|41.76764149|-13.54166762|31.58455727|0.413773331|2282.291204|506.7916175|-622.9167106000001|1896.178084|5.758733969|5059.243919|103.5177395|-334.71819839999995|-330.3047347|771.5556899000001|5.125482045|1.0|1.0|1.0|1.0|0.0|3.08|0.23|-7.96|4.89|4.67|43.6|2.88|1.0|0.0|104.89|0.0|-4.57|26.0|3.0|-5.57|340.42|1.0|3.89|-4.84|1.4499999999999998e-05|0.0049299999999999|3.95|3.71e-06|-0.04892|3.71|-1069.27374|595.55|0.1106|421.24|0.60407|0.6019899999999999|-1069.051141|2.7859|-0.21857|-1069.102899|3.1619|7.1487|7.1487
