molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|AATSC8d|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
2_a33|0.0|1|1|3.396444161|0.0|0|0|0|0.609420748|0.047294725|-0.009168933|5.733341277|-0.064926835|0.039958333|2.112255684|-0.476784502|-0.002514803|-0.05997501|-0.0881938509999999|-0.083752249|-0.148024156|-0.593915758|0|0.787714775|0.833090592|-0.0212158239999999|-0.096644295|0.8799816220000001|1|-0.104047115|0.411881091|0.018451635|-49.13901703|-63.57699532|11.27469555|103.5201191|-0.031851158|6.889294995|0.702597735|75.44970552|-19.46234551|60.41371259|0.4699986339999999|2632.195388|500.7570617|-953.6549298|3245.244678|6.152818143999999|6067.635829|181.7248125|-582.7217333|-247.5908207|1357.327077|11.8727102|1.0|0.0|1.0|1.0|2.0|3.51|0.3|-7.67|6.7|4.63|140.04|1.33|2.0|0.0|115.28|1.0|-6.35|28.0|4.0|-6.17|411.54|1.0|3.98|-4.78|1.6800000000000002e-05|0.0069|3.72|8.78e-06|-0.04967|5.11|-1920.079174|655.74|0.2911|525.38|0.70205|0.70205|-1919.830424|4.2519|-0.19979|-1919.890628|5539.0|8.2596|8.2596
14i_a23|0.0|0|1|0.0|0.0|2|0|0|1.197963212|0.142566578|-0.010148243|5.351858133|-0.130330047|0.0432555559999999|0.7151570629999999|-0.558153376|0.002243702|-0.026731172|0.075401108|-0.017918675|-0.033435987|-0.569707595|2|0.77007911|0.8025091329999999|0.158023239|-0.04255066|0.864206467|1|-0.096562208|0.266320368|0.0214262489999999|-60.8283953|-66.02703063|14.65077903|324.811841|-0.039760909|10.01786784|0.7780956840000001|79.20815775|-27.18760085|75.47917433|0.478050606|3097.406945|531.9462982|-1386.567643|2447.1741030000003|8.107659819|7030.347905|151.7330992|-948.103263|-380.3109456|1782.001457|13.18112713|0.0|0.0|1.0|1.0|2.0|2.64|0.04|-6.96|2.57|3.12|148.11|2.28|1.0|1.0|128.38|1.0|-5.21|33.0|5.0|-7.33|454.51|0.0|2.61|-4.39|4.03e-05|0.0183|2.46|5.03e-05|-0.08025|4.64|-1798.64228|715.68|0.3639|580.74|0.55606|0.55606|-1798.371346|5.9563|-0.23121|-1798.434186|8.3755|8.4622|8.4622
12z_a36|0.0|1|0|3.435113772|0.0|0|2|2|1.297044126|-0.065211069|-0.007671785|5.351858133|-0.010732275|0.041767677|0.0|-0.421948174|-0.000143196|-0.030529442|0.066366917|-0.098598933|-0.175397741|-0.433580807|1|0.8707354620000001|0.826316772|0.103551178|-0.0533649729999999|0.886776351|0|-0.102674964|0.492335362|0.023371488|-54.11489962|-68.09761735|15.50078625|114.3931487|-0.036238222|10.28066212|0.712682362|83.07227002|-24.03445318|69.61568586|0.4577848329999999|2841.692299|553.6621150000001|-1225.757112|2451.657399|8.016303367999999|6146.834385|190.5590792|-812.9648725|-282.1167226|1719.920651|14.97465267|1.0|0.0|0.0|1.0|2.0|0.0|0.13|-6.66|2.75|1.76|92.99|1.38|1.0|0.0|128.47|0.0|-3.99|31.0|5.0|-7.08|406.44|0.0|1.66|-3.95|0.000113|0.0458|2.4|8.97e-05|-0.05642|2.98|-1325.195958|686.33|0.4423|539.36|0.69397|0.69397|-1324.951498|4814.0|-0.2139199999999999|-1325.010808|6.5892|8301.0|8301.0
19g_a38|0.0|1|0|3.229090845|0.0|0|2|2|1.297044182|-0.077355838|-0.008497058|5.351858133|-0.117921811|0.042419753|0.0|-0.458841138|-0.006877664|-0.046735135|-0.096139701|-0.098027247|-0.250781298|-0.438254637|1|0.653741315|0.836170906|-0.063110203|-0.076414544|0.892249657|0|-0.114243258|0.5322242429999999|0.022953686|-54.62049927|-72.29378538|14.52522351|137.56612280000002|-0.038842708|9.191644336|0.719941993|86.78105144|-24.57988703|69.14572278|0.455443492|2897.384301|455.6240763999999|-1228.994351|2506.378649|6.327835378|6631.17356|177.2223055|-777.7146399000001|-278.3610963|1707.074131|14.48726605|1.0|1.0|1.0|1.0|3.0|2.52|0.14|-7.12|3.55|3.11|81.23|2.78|1.0|0.0|125.65|0.0|-4.25|31.0|5.0|-6.81|419.43|1.0|2.97|-4.33|4.67e-05|0.0196|2.88|3.19e-05|-0.05479|3.66|-1431.419426|638.82|0.2285|475.84|0.3937|0.69982|-1431.186566|5.0677|-0.20748|-1431.244906|6.1765|7.3778|7.3778
4S4k_a46|0.0|0|0|0.0|0.173180233|1|1|1|1.134637098|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1032662209999999|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0|-0.0860536609999999|0.199356973|0.007749296|-47.49082053|-45.61628327|4.1078333030000005|172.7607401|-0.030477338|2.177526049|0.8679099640000001|49.42345536|-16.15576699|51.59865384|0.461984953|2105.538282|472.7005375|-775.4768155|1729.18312|5.523352655|4719.2906570000005|70.01975807|-411.0733912|-390.0516264|893.4991504000001|3.807172093|1.0|1.0|0.0|1.0|1.0|3.03|0.33|-6.61|4.26|4.77|50.94|2.84|1.0|0.0|100.96|0.0|-4.82|25.0|3.0|-5.46|333.43|1.0|3.79|-4.83|1.4800000000000002e-05|0.0049299999999999|4.05|8.28e-05|-0.02074|4.52|-1053.441953|566.82|0.2623|487.43|0.5716|0.67893|-1053.202208|2.2655|-0.1947|-1053.255345|2.5693|6.7055|6.7055
9b_a31|0.0|1|0|3.338934004|0.0|0|1|1|0.610136326|0.010411229|-0.0141390689999999|5.733341277|-0.070525429|0.03995614|0.0|-0.706953442|-0.0050444109999999|-0.091236608|-0.075191042|-0.143280211|-0.2345186269999999|-0.554573699|0|0.811212624|0.852813666|0.01752821|-0.154083843|0.899394425|0|-0.131125311|0.241728566|0.034595809|-63.73317225|-80.40427495|21.21368453|152.8702381|-0.039058603|13.00794571|0.689175183|95.78862992|-23.95020956|84.94685678|0.469546953|2534.356888|410.2957125|-1125.659849|1711.969694|8.097516252|5524.468603|190.5935925|-690.2394625|-231.99935|1633.343563|15.38435497|1.0|1.0|1.0|1.0|2.0|2.76|0.32|-6.84|5.26|3.5|117.37|0.86|1.0|0.0|103.36|0.0|-4.76|27.0|5.0|-6.77|384.45|1.0|3.0|-3.86|0.000137|0.0527|2.64|5.520000000000001e-05|-0.0422899999999999|4.69|-1578.839267|663.06|0.2732|562.68|0.41622|0.70102|-1578.604164|5.2851|-0.2013599999999999|-1578.665571|6.8028|7.2007|7.2007
1k_a5|0.0|1|0|2.9020229360000003|0.0|0|0|0|1.427567903|-0.216088148|-0.0030192829999999|4.59511985|-0.064652321|0.026339869|0.0|-0.120771321|0.003886035|-0.011848312|-0.220946861|0.019611905|0.045204303|-0.254495542|2|0.567806811|0.7824502320000001|-0.011552666|-0.022280685|0.851987765|0|-0.074297856|0.425724957|0.010892351|-40.40908188|-38.00629774|5.571869083999999|165.11680719999998|-0.0301207529999999|2.850231839|0.724954458|47.83775802|-15.40795854|45.98095096|0.48165588|2171.394196|400.8898627|-570.0944662|824.0133397999999|6.710535795|4479.484358|140.69669409999997|-291.6259112|-230.14624|786.3865923|9.83146028|1.0|1.0|0.0|1.0|1.0|2.02|0.0|-8.3|4.88|4.76|54.46|2.29|0.0|0.0|90.44|0.0|-3.97|24.0|4.0|-5.99|316.33|1.0|3.42|-4.3|4.970000000000001e-05|0.0157|3.16|1.58e-06|-0.04516|3.1|-1050.548505|533.8|0.6242|398.63|0.53086|0.5282|-1050.418953|1.5911|-0.22504|-1050.468159|2.3036|7.3188|7.3188
5b_a40|0.0|0|0|0.0|0.0|1|0|1|0.604912077|-0.067567502|-0.0049439079999999|6.167516491000001|0.064329005|0.044946237|0.7222376540000001|-0.163148971|0.008515162|0.020344828|-0.164084255|0.007986879|0.013573521|-0.389789991|0|0.537115914|0.817071232|-0.400500595|0.029485257|0.88618123|1|-0.091267779|0.313503463|0.019116586|-38.64461938|-45.78637031|9.59023102|169.18694230000003|-0.036507111|4.811137897|0.829018186|52.08187888|-18.31454812|48.2348504|0.477304896|2126.9310920000003|442.1045286|-549.4364437|764.9528181|6.521443259|4813.179854|85.77656597|-275.6361647|-330.1175669|662.7555978999999|6.2955085660000005|1.0|0.0|1.0|0.0|0.0|2.82|0.21|-5.25|4.93|4.39|75.5|2.89|1.0|1.0|84.17|0.0|-5.43|21.0|3.0|-5.42|338.21|1.0|3.83|-4.84|1.44e-05|0.00488|4.14|0.00191|-0.07069|5.62|-2096.782087|515.23|0.3005|411.1|0.59928|0.59928|-2096.707754|7.2947|-0.23068|-2096.757832|9.3069|7.1938|7.1938
19d_a38|0.0|1|0|3.314284769|0.0|0|2|2|1.297043205|0.013465335|-0.0120676969999999|5.351858133|-0.17467835|0.04572104|0.0|-0.6999264340000001|-0.011156837|-0.024688524|0.041924146|-0.060668296|-0.128079012|-0.529632789|1|0.7581164340000001|0.853092207|0.111104525|-0.039361255|0.908591797|0|-0.1248815919999999|0.3509455999999999|0.024158903|-74.84120843|-80.2776536|15.53007152|158.6487879|-0.04393982|9.98319831|0.7494816990000001|94.84426896|-28.24584108|90.37127996|0.478151237|3055.168373|406.0626253|-1525.275418|2995.494247|7.056031803|6934.7619620000005|161.0407189|-980.493036|-320.7487188|2035.106956|14.56661536|0.0|0.0|0.0|1.0|4.0|2.38|0.13|-6.41|2.34|1.65|124.32|1.65|1.0|0.0|133.79|0.0|-3.87|33.0|5.0|-7.84|444.46|0.0|1.94|-3.62|0.0002399999999999|107.0|1.65|0.000175|-0.05091|4.13|-1500.898316|679.08|0.3167|517.77|0.3356699999999999|0.6957800000000001|-1500.621723|7.9959|-0.20145|-1500.683599|10.6621|7.9586|7.9586
12b_a40|0.0|0|0|0.0|0.0|1|0|0|0.604989475|0.084915315|-0.004650218|5.4161004020000005|-0.011794908|0.04020202|0.747253086|-0.158107422|0.00779293|-0.1537981269999999|0.279216571|0.023952313|0.038336814|-0.513870527|0|0.58925219|0.7137941109999999|0.026452642|-0.227384615|0.7818091140000001|1|-0.074921647|0.2160572999999999|0.010845303|-37.05091872|-42.67442006|6.17734692|80.72126798|-0.0338355829999999|3.518538455|0.856829717|48.54667776|-19.27231874|43.22826564|0.494842289|2462.878448|544.3244990000001|-597.4418808999999|860.5059425000001|8.132984007000001|5933.385347|81.54797734|-340.29531769999994|-406.4913617|697.2702616|5.872257692000001|0.0|0.0|1.0|1.0|0.0|3.87|0.0|-8.39|6.58|6.74|58.43|5.07|2.0|0.0|101.78|0.0|-7.71|24.0|2.0|-4.09|415.12|1.0|5.79|-7.11|7.82e-08|3.2500000000000004e-05|6.68|1.7e-06|-0.08279|6.27|-3016.999329|576.38|306.0|490.5|0.69476|0.69476|-3016.927883|4.5528|-0.22546|-3016.980996|6.3131|7.3979|7.3979
13c_a6|0.0|1|0|3.441255118|0.0|0|1|1|1.424213869|-0.046663393|-0.010619065|5.351858133|-0.0122495089999999|0.040821256|0.0|-0.605286688|-0.003346018|-0.0942387559999999|0.081059709|-0.106686991|-0.174259072|-0.490486317|1|0.845481322|0.780680481|0.085414885|-0.167542194|0.8353837409999999|0|-0.111231609|0.22875443|0.030547186|-63.73961873|-75.71763296|20.79409503|157.60887419999997|-0.039875482|14.15496611|0.772032541|88.21184769|-27.1440571|84.53371376|0.466844407|2880.850692|535.5975578|-1438.635026|3135.546462|8.038175951|6204.855629|155.1821156|-979.308309|-370.3562372|1863.438327|12.49421473|1.0|1.0|1.0|1.0|2.0|2.53|0.16|-9.4|5.38|4.57|95.85|1.5|2.0|0.0|121.6|0.0|-5.95|32.0|5.0|-5.88|423.47|1.0|3.64|-5.27|5.42e-06|0.00229|4.23|1.68e-07|-0.05015|4.5|-1389.39897|719.8|0.5471|596.15|0.48478|0.7008800000000001|-1389.122252|7.7129|-0.1999|-1389.184603|9.2467|7.1367|7.1367
17d_a50|0.0|0|1|0.0|0.0|2|2|2|1.338814635|-0.152030219|-0.002166617|6.042632834|0.03538699|0.031990741|2.234730384|-0.140830095|0.012079|-0.125540541|0.009780681|-0.200725906|-0.323333765|-0.2294807539999999|1|0.754575205|0.748516466|-0.1921395789999999|-0.2177003589999999|0.789310938|1|-0.069790853|0.8020670809999999|0.0152123589999999|-30.63468215|-48.40178147|10.55016861|5.007868064|-0.025589979|7.31681784|0.75405703|57.5414543|-17.74731987|41.18485076|0.445708152|2824.70142|644.9008302|-1064.839192|2950.99157|6.996105516|6281.764548|170.5678813|-738.4938272999999|-352.3903892|1412.14676|9.139672835|0.0|1.0|1.0|1.0|0.0|3.68|0.35|-7.07|4.0|4.29|51.77|2.71|2.0|0.0|133.19|0.0|-4.5|32.0|4.0|-6.25|424.54|0.0|3.68|-4.88|1.31e-05|0.00557|3.72|3.63e-05|-0.03251|3.41|-1335.989008|727.15|0.1819|579.45|0.66103|0.66103|-1335.649722|5.6557|-0.19967|-1335.713194|7.9942|7.1308|7.1308
8_a27|0.0|1|0|2.599100867|0.0|1|0|0|1.406757715|0.188762686|-0.008444078|4.59511985|-0.077396262|0.039673203|1.21499748|-0.329319041|0.0040883959999999|0.067074515|-0.24946295|-0.106814855|-0.187486926|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.141900468|0.11158995|0.8688656459999999|1|-0.092265073|0.3608031339999999|0.021852066|-37.50265703|-43.96130162|10.41179748|122.0597403|-0.035880862|4.960882344|0.751701834|53.20197882|-17.09606174|47.91445451|0.479730655|2132.9321670000004|369.9216992|-615.4582227000001|989.0070768|5.016799703|4522.989286999999|118.305988|-293.2457951|-239.8554499|818.753121|9.240677197|0.0|0.0|0.0|0.0|1.0|2.28|0.06|-6.28|2.98|2.48|76.46|2.19|0.0|0.0|87.68|0.0|-3.23|23.0|4.0|-6.73|303.32|1.0|2.38|-3.52|0.000299|0.0907|2.0|0.000158|-0.05015|3.96|-1004.515654|507.76|0.2336|374.88|0.64893|0.64893|-1004.385302|3.0415|-0.21973|-1004.432889|4.2899|8.2218|8.2218
1i_a5|0.0|1|0|2.843224727|-4.358943904|0|0|0|1.219028472|-0.145964178|-0.006494891|4.59511985|-0.31059482|0.0253888889999999|0.0|-0.279280326|-0.0012491689999999|-0.003198529|0.059972925|0.001493879|0.004923698|-0.403861432|2|0.525406088|0.780175595|-0.058385936|-0.00496377|0.8436458929999999|0|-0.084018635|0.4729402929999999|0.008291428|-50.81756452|-46.82694838|4.621144795|201.1526326|-0.03570792|2.575548983|0.759459597|57.78921354|-19.90145306|55.43870932|0.4697279689999999|2482.831286|494.6981114|-796.0581225|942.1618767|7.314842247|5432.586961|134.0627959|-443.6750585|-289.21443910000005|1048.190221|10.96226516|1.0|1.0|0.0|1.0|1.0|2.04|0.05|-8.88|5.48|6.37|54.46|2.73|2.0|0.0|95.49|0.0|-4.79|27.0|6.0|-5.73|366.34|1.0|4.12|-4.97|1.0800000000000002e-05|0.00396|3.95|4.86e-07|-0.05729|3.58|-1288.356212|569.42|0.7585|443.05|0.4571199999999999|0.50107|-1288.210207|2.6336|-0.23674|-1288.264271|2.8939|7.6198|7.6198
14ad_a23|0.0|0|1|0.0|0.0|2|0|0|1.197962774|-0.1101542319999999|-0.00790478|5.351858133|-0.028065075|0.0444129979999999|0.735584095|-0.4663820279999999|0.008996289|-0.031279567|0.2086248289999999|-0.143336826|-0.253318853|-0.376350719|2|0.7763406840000001|0.7830067820000001|0.165157698|-0.050707765|0.8356326820000001|1|-0.085840335|0.224009311|0.033831691|-42.29008971|-61.35364811|24.18091285|52.63180108|-0.029653934|17.28310144|0.575880959|85.20135045|-21.19489662|66.47100256|0.46995189|3209.330728|634.0697778|-1165.7193140000002|2339.533586|8.661363236|7308.229822|303.1354708|-833.1879476|-108.4705382|2024.236598|23.84770234|0.0|0.0|1.0|1.0|1.0|3.49|0.12|-7.6|3.48|4.03|123.48|2.42|2.0|1.0|133.27|0.0|-5.8|34.0|6.0|-6.68|471.53|0.0|3.39|-5.08|8.22e-06|0.0038799999999999|3.52|1.17e-05|-0.06925|2.99|-1858.957788|747.83|0.4106|618.01|0.6956600000000001|0.6956600000000001|-1858.668058|5.2331|-0.20659|-1858.733603|6.7584|8.3595|8.3595
7c_a10|0.0|0|0|0.0|0.0|1|1|1|1.343178184|-0.152261681|-0.00375251|5.4161004020000005|0.012145872|0.039433962|1.798334646|-0.206388032|0.01006918|-0.066271289|-0.176560297|-0.12177839|-0.191576261|-0.215874011|2|0.725146704|0.7928588059999999|-0.087063341|-0.105104647|0.84177174|1|-0.0876410609999999|0.487148112|0.027436939|-29.66615908|-51.2378943|16.04055193|87.99694927|-0.0223398779999999|9.377842892|0.52630639|67.01436709|-13.06063972|45.70671102|0.4675549639999999|2616.8970870000003|529.8395322|-666.0926258|1881.379304|6.703148323|6034.895823|276.93712|-389.4200163|-30.75918962|1265.598592|15.7764728|1.0|1.0|1.0|1.0|0.0|3.49|0.26|-7.78|4.59|4.43|62.06|1.99|1.0|0.0|113.07|0.0|-4.44|29.0|5.0|-6.2|386.45|1.0|3.59|-4.69|2.05e-05|0.00793|3.46|6.4e-06|-0.04004|2.76|-1259.011598|635.47|0.4049|488.89|0.41348|0.68708|-1258.744382|3.9465|-0.20059|-1258.801509|5.0714|5.4191|5.4191
14f_a23|0.0|0|1|0.0|0.0|2|0|0|1.197963246|-0.002304087|-0.006791105|5.351858133|-0.027380305|0.04255787|0.745818086|-0.373510774|0.010561248|-0.041351617|0.101910723|-0.110069159|-0.199540201|-0.399688849|2|0.756252127|0.796412133|0.070514687|-0.06885759|0.854683662|1|-0.084419703|0.2096108239999999|0.027134452|-40.51498423|-57.07376861|18.34483401|96.47955427|-0.031450478|12.40242234|0.665778294|74.08536976|-21.26277654|58.85981824|0.478733036|3014.916135|604.5178506|-1084.401604|2322.5224120000003|8.124287407|6768.918745|225.9578225|-733.1331894|-224.1560124|1628.77284|17.01160115|0.0|0.0|1.0|1.0|1.0|3.61|0.09|-7.51|3.42|4.03|114.25|2.72|2.0|1.0|126.78|0.0|-5.63|32.0|5.0|-6.47|441.51|0.0|3.46|-5.02|9.57e-06|0.0042299999999999|3.55|1.3699999999999998e-05|-0.07163|3.23|-1744.452086|711.98|0.2462|572.35|0.60917|0.6733399999999999|-1744.182678|6.3534|-0.21743|-1744.2443850000002|9.1089|8.6459|8.6459
15b_a10|0.0|0|0|0.0|0.0|1|1|1|1.3438370730000002|-0.197213588|-0.002413027|5.4161004020000005|0.024214591|0.033219955|2.0455289690000003|-0.149607679|0.011484257|-0.058911857|-0.175869992|-0.174170642|-0.27395395|-0.195505087|2|0.744213612|0.791078367|-0.058258414|-0.104250125|0.83320417|1|-0.07358373|0.697099355|0.015973068|-31.76194123|-50.44100799|10.94939968|43.96642219|-0.024105015|7.505718446|0.670236374|62.53159836|-16.52377848|42.7113409|0.414077981|2716.468606|631.9674549|-958.3791518|2603.829652|6.6940006620000005|6105.426726|226.0501037|-656.9605906|-233.3911134|1429.912176|12.09059037|0.0|1.0|1.0|1.0|0.0|3.89|0.32|-8.18|4.34|4.44|56.07|2.14|1.0|0.0|123.73|0.0|-4.35|31.0|5.0|-6.34|413.51|0.0|3.66|-4.64|2.28e-05|0.00943|3.49|2.73e-06|-0.04734|2.74|-1317.766641|721.17|0.3575|587.53|0.46711|0.68906|-1317.429772|4.7752|-0.20313|-1317.4913390000002|6.1384|7.0706|7.0706
8a_a8|0.0|1|0|3.150966553|0.0|1|1|1|1.400027874|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|0.040243056|0.0|-0.732911106|-0.0075336219999999|-0.0298924089999999|0.044579097|0.055198015|0.089375589|-0.5028388229999999|1|0.76592324|0.762577159|0.089031731|-0.048064085|0.8220300859999999|0|-0.118763303|0.22299265|0.034374791|-78.93428863|-71.12928513|20.58762475|170.9592896|-0.049054408|12.33026525|0.76420633|86.57328508|-29.37948733|99.52191337|0.481294455|2802.374154|329.9007832|-1351.456417|1746.6927010000002|7.533378788999999|6193.891189|141.2206861|-809.4093564|-316.4749864|1768.444416|15.44399996|0.0|0.0|1.0|1.0|2.0|2.64|0.05|-6.76|3.13|2.72|112.23|1.9|1.0|0.0|109.21|0.0|-4.4|30.0|5.0|-7.04|400.39|0.0|2.56|-4.14|7.28e-05|0.0292|2.4|6.96e-05|-0.06922|6.1|-1367.776863|620.68|0.2035|476.69|0.4927399999999999|0.7036899999999999|-1367.539526|5.4201|-0.19937|-1367.595683|6.8427|4.9454|4.9454
3h_a32|0.0|1|1|3.579396967|0.0|0|0|0|0.609420752|0.01077056|-0.005281944|5.733341277|-0.008243901|0.037731481|2.243113495|-0.269379119|0.002101838|-0.111111111|0.025035542|-0.071193103|-0.122769653|-0.531669815|0|0.84279263|0.7926338540000001|-0.169197453|-0.2|0.834881529|1|-0.0882883959999999|0.30907784|0.0111539339999999|-44.97387528|-55.27575363|6.98327435|76.38838542|-0.027590124|4.372100625|0.7734940029999999|62.63332945|-17.27367301|51.95714963|0.4089962629999999|2398.020434|550.2022886|-829.1363044|2911.160989|8.107034244|5187.525619|141.8112711|-519.1071084|-342.4592076|1071.936307|7.357575822|1.0|1.0|1.0|1.0|1.0|3.88|0.35|-8.47|8.11|6.24|110.94|2.64|2.0|0.0|112.28|0.0|-8.23|26.0|3.0|-4.29|382.55|1.0|5.4|-6.15|7.140000000000001e-07|0.000273|6.12|1.29e-06|-0.05318|4.61|-1790.6908030000002|676.22|0.2926|578.86|0.70257|0.70257|-1790.440663|3.5952|-0.20059|-1790.5004850000005|5.8749|8.1549|8.1549
19e_a38|0.0|1|0|3.376977671|0.0|0|2|2|1.297043576|-0.082311936|-0.007550899|5.351858133|-0.10490608|0.04508642|0.0|-0.4379521229999999|-0.001197042|-0.038386106|0.045449529|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|0.839953955|0.04818471|-0.064035403|0.89459881|0|-0.10214405|0.552393659|0.02118651|-56.34606212|-68.82539051|14.27562164|118.734325|-0.03783113|9.619015829|0.749190974|82.37885703|-25.49088538|70.62168376|0.4655978389999999|2920.436229|523.2534216|-1376.50781|3426.997928|6.596408983|6531.762734|168.99691289999998|-927.5007945|-335.8133169|1837.325672|13.55346651|1.0|0.0|1.0|1.0|3.0|3.08|0.12|-7.28|4.03|3.09|81.23|2.75|2.0|0.0|135.78|0.0|-4.94|32.0|4.0|-6.39|427.48|1.0|3.3|-4.72|1.89e-05|0.00807|3.55|2.25e-05|-0.05139|4.08|-1409.582478|685.34|0.3948|532.67|0.41961|0.58509|-1409.315831|5.8426|-0.20723|-1409.37733|8.0952|8.0083|8.0083
13k_a6|0.0|1|0|3.423411754|0.0|0|1|1|1.42421381|0.031525207|-0.014257799|5.351858133|-0.132667824|0.04162037|0.0|-0.8554679409999999|-0.009326562|-0.072504783|0.08217847|-0.045794891|-0.073210645|-0.5627624379999999|1|0.8694295409999999|0.7908110340000001|0.1373649019999999|-0.123105035|0.84018367|0|-0.127178105|0.212093198|0.0296987679999999|-82.8774254|-88.29427104|20.6185734|183.1261118|-0.045420752|14.31458589|0.7971316940000001|100.7779947|-31.53366823|103.4959988|0.426031882|2966.890288|445.0412356000001|-1765.8854210000002|3332.974951|8.370126134|6492.211639|140.8427117|-1225.9780560000002|-412.5714301|2215.299472|12.48372364|1.0|1.0|1.0|1.0|3.0|2.8|0.16|-8.89|4.55|3.8|115.15|1.39|1.0|0.0|124.98|0.0|-5.49|33.0|5.0|-6.59|441.48|1.0|3.18|-4.77|1.7100000000000002e-05|0.0075599999999999|3.39|5.7e-07|-0.04851|5.41|-1465.862962|731.25|0.3971|577.68|0.4547|0.70536|-1465.557346|8.1639|-0.1944|-1465.621288|10.5079|7.3372|7.3372
4_a27|0.0|0|0|0.0|0.0|2|0|0|1.4008954130000002|0.082486268|-0.006181204|4.727387819|-0.058641975|0.0456410259999999|1.274166982|-0.278154179|0.00991794|-0.01660383|-0.459570857|-0.2030237389999999|-0.341622797|-0.480852615|2|0.639413469|0.7853766809999999|-0.07759915|-0.024800302|0.842039655|1|-0.078787867|0.3485918529999999|0.0201467639999999|-29.89961815|-40.79296366|10.43112657|8.590238252999999|-0.0281385239999999|5.40078803|0.682485674|51.33640873|-14.56891559|40.33074472|0.444169714|2273.715366|441.4418013|-611.8944548999999|1213.060761|6.01592535|4988.6278600000005|164.3952417|-316.8125922|-188.9664429|896.5674718|10.54344507|0.0|0.0|1.0|0.0|0.0|3.08|0.16|-6.22|2.94|2.8|65.6|2.66|0.0|0.0|97.55|0.0|-3.57|25.0|4.0|-6.51|331.37|1.0|2.8|-3.99|0.000102|0.0339|2.55|0.0002|-0.0449899999999999|4.63|-1083.138303|555.75|0.2002|445.65|0.36899|0.6089899999999999|-1082.963712|2.7371|-0.21533|-1083.01571|3.9202|8.3979|8.3979
12h_a36|0.0|1|0|3.468184524|0.0|0|2|2|1.297043828|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|0.039061728|0.0|-0.503153567|0.00127667|-0.051080247|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|1|0.8913597320000001|0.820041835|-0.10861416|-0.089459459|0.87043328|0|-0.10720355|0.3726296|0.027905055|-48.17643878|-70.19826261|18.27258858|82.11195464|-0.035734517|11.96512593|0.665254541|87.85958486|-23.39942087|66.44902736|0.464544951|2845.467486|536.6941285|-1263.568727|2391.856014|7.428908584|6159.17335|219.1956304|-827.4010477|-216.42159590000003|1899.376328|17.66132225|1.0|0.0|0.0|1.0|2.0|0.0|0.17|-6.69|2.77|1.89|78.43|1.72|1.0|0.0|130.24|0.0|-3.95|31.0|5.0|-6.93|411.46|0.0|1.81|-4.07|8.499999999999999e-05|35.0|2.65|8.340000000000001e-05|-0.05013|2.92|-1347.481013|697.29|0.5756|535.67|0.34589|0.7014600000000001|-1347.199963|6754.0|-0.1926|-1347.260478|8.7377|7.8539|7.8539
