molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
20_a4|0|0|0|0.0|1|7.535296702|1|1.399905568|2.017439295|-0.203359312|0.012265062|-0.1473674569999999|10.9459449|-0.059498265|1|0.012025268|-0.098992154|-0.103098674|-0.211751813|1|0.691307598|0.246357638|0.8404413829999999|0.665774148|0|0.918147288|-0.060595472|-34.74640079|0.081852712|39.3981702|-0.0273144939999999|-16.72448692|5.313236547|68.49419443|0.6435852470000001|-1.010636274|-14.03867522|-13.14728679|40.20507689|0.421704107|1982.961908|-486.4496111|1379.418733|-6.32818424|0.356414753|5.543543957000001|9.58599918|0.729218575|4085.683488|-234.1428169|20.4281979|-138.2237887|11.71277006|1.0|1.0|1.0|1.0|0.0|3.23|0.11|17.0|-5.55|3.54|39.94|86.62|0.0|3.0|-3.46|-5.96|289.33|0.0|1.0|2.97|-3.87|0.000346|0.1|0.0|-0.03048|2.73|4.0419|-934.2489802|517.72|0.2364|402.27|0.66028|-934.103809|4.0681|-0.19747|0.022349042|-934.150871|5.5779|6.1898
7a_a8|1|0|0|3.1730222510000003|1|7.535296702|1|1.4000287219999998|1.4494883790000002|-0.11821781|0.000736369|0.004607684|10.94671402|-0.019054799|1|0.002028046|-0.02923588|-0.032195997|-0.412963751|1|0.7168594159999999|0.033708575|0.831914523|0.681200974|0|0.718410375|-0.102174163|-59.83546383|0.281589625|165.38046830000002|-0.042647654|-35.14198015|12.2125771|71.85980901|0.733884399|-1.833849114|-35.24327197|-25.04740346|80.80201312|0.477611327|2715.360649|-1077.038349|1702.719465|-14.71059634|0.266115601|7.699041907000001|14.73814865|0.914283468|5907.9340090000005|-632.5556427|34.12990316|-274.7254012|15.62189947|0.0|0.0|1.0|1.0|1.0|3.34|0.05|23.0|-7.27|3.49|92.93|105.83|0.0|3.0|-4.86|-6.33|382.37|0.0|0.0|3.15|-4.64|1.36e-05|0.00522|0.0|-0.07616|5.2|3.0704|-1291.313963|605.72|315.0|494.48|0.70367|-1291.10235|9.9646|-0.20505|0.0269461|-1291.156661|12.8748|4.6068
4g_a49|0|0|0|0.0|2|8.228176896|2|1.343847279|4.107873566|-0.087219006|0.007953069|0.003456679|10.92777048|0.08591712|2|0.007845545|-0.146265064|-0.066023903|-0.311927917|4|0.651833607|-0.027032199|0.81242269|0.626581708|2|0.8601878270000001|-0.061465364|-66.44036383|0.139812173|139.3194688|-0.0250032489999999|-66.20622488|18.81105094|74.95505057|0.6273572239999999|-2.000259924|-61.03291321|-24.91513644|80.12633309|0.48934952|4706.348867000001|-1993.210915|4747.967275999999|-24.82733433|0.372642776|9.28937554|18.19125978|0.958286615|11516.07629|-1986.186746|39.71443299|-253.8168226|23.67887448|0.0|0.0|1.0|0.0|1.0|4.83|0.1|42.0|-13.67|7.56|116.3|198.32|0.0|7.0|-7.47|-6.6|663.73|1.0|0.0|5.23|-7.43|3.3700000000000004e-08|2.24e-05|0.0|-0.06458|6.35|3.6269|-2147.721319|985.89|0.1389|662.84|0.69238|-2147.217543|3.4099|-0.21545|0.05838924|-2147.295787|4.5147|6.9747
12i_a36|1|0|0|3.27619957|0|7.412764017000001|2|1.2401347459999998|0.0|0.043792895|-0.011700732|0.128325344|10.96020192|-0.009876543|1|-0.007897954|0.135587069|-0.3344729369999999|-0.608318386|1|0.647732719|0.141564781|0.87043328|0.624142499|0|0.830964232|-0.0850745409999999|-75.66036485|0.169035768|108.9148111|-0.045665229|-48.75024044|8.195085212|0.52902639|0.7691298590000001|-2.46592234|-35.3196406|-29.42347522|67.53484704|0.460246812|3231.030388|-1588.867662|2351.232652|-18.95842684|0.230870141|7.549683919|13.98728916|0.8526986440000001|7707.634338|-1023.755049|38.2555363|-346.8168661|14.45246358|1.0|0.0|1.0|0.0|2.0|4.8|0.17|17.0|-7.14|4.04|78.43|130.43|0.0|7.0|-5.2|-6.4|465.43|0.0|0.0|2.65|-5.07|6.26e-06|0.00291|0.0|-0.05065|4.86|3.7496|-1645.2030949999998|666.79|0.5402|504.47|0.70134|-1644.954647|5.1836|-0.20475|0.03165678|-1645.017702|6.6124|7.9208
9d_a31|1|0|0|3.456767212|0|7.765993078999999|1|0.61013528|0.0|0.036844743|-0.002456634|-0.0938310919999999|10.31169788|-0.021171445|2|0.000127275|-0.091744753|-0.214049412|-0.550392027|0|0.8066174070000001|-0.030275712|0.873955169|0.771222772|0|0.6943358040000001|-0.098210975|-81.53295088|0.305664196|208.401866|-0.033844766|-55.58917047|13.49577391|560.5224416|0.6636195229999999|-1.793772606|-45.65350116|-23.07536346|86.75457645|0.457506946|2654.377004|-1222.994263|1932.363213|-15.732784099999998|0.336380477|9.436176796|17.39409698|0.8433415740000001|5748.743284|-833.8375571|34.77197803|-223.1115993|16.31369927|1.0|1.0|1.0|1.0|2.0|3.8|0.38|16.0|-7.63|4.09|117.37|112.97|0.0|9.0|-5.61|-6.36|412.51|0.0|0.0|3.65|-4.39|2.48e-06|0.0010199999999999|0.0|-0.03457|5.0|3.8478|-1657.471475|727.27|0.2611|630.49|0.7006899999999999|-1657.1791449999998|2.6311|-0.19426|0.04331056|-1657.245966|3.5077|6.2218
9_a10|0|0|0|0.0|1|7.535296702|1|1.377786667|1.998759814|-0.096384071|0.007316125|-0.1189611519999999|10.92721632|-0.1048161059999999|1|0.007847998|-0.079150788|-0.239634564|-0.362724972|2|0.7141481129999999|-0.000865755|0.837889476|0.692424727|1|0.8694452140000001|-0.057690053|-59.80726117|0.130554786|92.56988349|-0.028592687|-42.40634438|6.959437141|59.95939417|0.73129178|-1.686968561|-29.00379197|-20.27364785|50.72029356|0.45291714|2904.874289|-1196.145223|2284.568215|-14.37503199|0.26870822|8.765421221|16.02210901|0.827876677|6606.83687|-848.1268877|27.72306267|-327.9949188|11.26962754|1.0|1.0|1.0|1.0|1.0|4.0|0.23|21.0|-7.93|3.68|75.94|130.71|0.0|7.0|-4.23|-6.87|438.52|0.0|1.0|3.07|-4.44|5.920000000000001e-05|0.0259|0.0|-0.06118|4.51|3.7309|-1410.041793|740.24|0.4138|631.5|0.68962|-1409.69933|2.9927|-0.21163|0.03583924|-1409.764013|4942.0|6.7144
18_a10|0|0|0|0.0|1|7.78113851|2|1.243178376|2.142254323|-0.182332901|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|0.010573165|-0.144233311|-0.143149563|-0.220292492|2|0.7155022459999999|0.048377088|0.832812971|0.6886547670000001|1|0.885552955|-0.0575419659999999|-48.27152552|0.114447045|72.64119073|-0.024889861|-30.63863373|7.692822451|123.3621791|0.641615544|-1.368942347|-23.18149476|-15.79795381|48.64284759|0.4670293179999999|2788.499133|-868.8874593|2137.914113|-10.02718922|0.358384456|7.204851347999999|13.51828833|0.876275815|6213.631543|-551.4954071000001|24.62214943|-179.7708584|13.11704755|0.0|1.0|1.0|1.0|0.0|4.07|0.32|21.0|-7.88|4.66|62.06|119.81|0.0|5.0|-4.48|-6.34|412.48|0.0|1.0|3.67|-4.77|3.34e-05|0.0138|0.0|-0.0495699999999999|2.65|3.7977|-1336.433782|687.19|0.2962|504.61|0.6866300000000001|-1336.126835|4.7596|-0.20692|0.02974086|-1336.185978|5.9029|6.8861
12av_a36|1|0|0|3.4520047430000003|0|7.412764017000001|2|1.297042752|0.0|0.049150854|-0.00233752|-0.021036176|10.96037173|-0.039627578|1|-0.000472698|0.1168328169999999|-0.213993335|-0.507136551|1|0.859938421|-0.018133027|0.8571025990000001|0.817582774|0|0.752447733|-0.082283524|-73.55299094|0.247552267|172.4374372|-0.035197712|-51.2347934|10.51297704|124.9387725|0.671916917|-2.006269572|-39.92474833|-24.51766365|72.40871507|0.491188387|3011.024457|-1397.506828|2354.591519|-17.07826447|0.328083083|8.975655204|17.64042914|0.965363947|6460.1184140000005|-973.4610746|36.48912989|-239.5042702|17.95719936|0.0|0.0|1.0|0.0|3.0|4.96|0.17|17.0|-6.93|1.65|98.3|138.06|0.0|7.0|-3.54|-7.66|438.48|0.0|0.0|1.47|-3.64|0.000292|128.0|0.0|-0.05307|4.5|3.4402|-1440.988179|733.21|0.6698|588.31|0.70455|-1440.67411|4.7666|-0.19429|0.04308001|-1440.738332|6.1075|7.4089
1n_a5|1|0|0|2.91912867|0|6.605297921|0|1.427557749|0.0|-0.1387762669999999|0.004367323|-0.150600424|10.94528897|-0.047910067|1|0.004754079|0.004115733|-0.015850084|-0.393928416|2|0.6805709409999999|-0.013686011|0.8402078140000001|0.656280207|0|0.785210014|-0.082180848|-47.04056285|0.214789986|123.2912732|-0.030493391|-27.00168194|7.620766672|55.29041202|0.627751746|-1.311215832|-27.07741706|-17.50346525|60.44890447|0.483868192|2437.279452|-752.6490056|889.4388375|-10.04713747|0.372248254|7.881746117|15.27080096|0.937489579|5101.31614|-432.02691110000006|27.88278228|-146.6611704|16.53002342|1.0|1.0|1.0|1.0|1.0|2.88|0.05|23.0|-8.07|3.99|80.76|101.77|0.0|5.0|-4.27|-6.41|356.38|0.0|0.0|3.14|-4.18|5.41e-05|0.0193|0.0|-0.06186|4.19|4.3838|-1179.209088|607.15|0.3789|481.06|0.44786|-1179.018429|0.6234|-0.23278|0.03956123|-1179.073189|0.7104|7.5686
14_a4|0|0|0|0.0|1|7.535296702|1|1.399909181|1.947126795|-0.2248919089999999|0.009588001|-0.08389836|10.94612798|0.117232935|1|0.008943549|-0.031578333|-0.039321879|-0.199315317|1|0.507307223|0.158051825|0.843811017|0.500893739|0|0.8510382459999999|-0.065776751|-32.31961528|0.148961754|67.73740575|-0.03015272|-14.69670456|2.697931638|85.72299913|0.768457211|-0.995039765|-13.60128622|-13.71135194|35.84371234|0.40126838|1911.448021|-452.4746139|1378.961008|-6.23496557|0.231542789|5.304461808|8.859498364|0.6701974079999999|3944.638539|-205.7538638|17.84270058|-244.1511936|7.175500282000001|1.0|0.0|1.0|0.0|0.0|3.14|0.06|17.0|-5.71|4.09|30.71|80.09|0.0|2.0|-3.4|-5.8|277.3|0.0|1.0|3.2|-3.97|0.000396|0.11|0.0|-0.03639|3.22|4.2312|-918.9507745|475.32|0.1864|353.16|0.55975|-918.851356|2.3797|-0.2102|0.020300099|-918.896242|3.3312|5.8794
10_a4|0|0|0|0.0|1|7.535296702|1|1.343863662|2.146166934|-0.180140166|0.01107733|-0.122141977|10.92992762|-0.090413559|1|0.011142889|0.014917047|-0.132895939|-0.241683916|2|0.6990620390000001|-0.120059574|0.861225169|0.6799081490000001|1|0.921653019|-0.051015897|-45.97324097|0.078346981|45.34497624|-0.027007048|-26.60798798|4.884907049|64.26218096|0.744529685|-1.350352423|-17.08910641|-15.63090193|37.96666686|0.4858700179999999|2480.063587|-781.5450965|2064.276654|-9.046715915|0.255470315|5.759414166|11.20225306|0.945033425|5598.949417|-452.3357957|20.99433004|-283.0534799|8.126406226|1.0|1.0|1.0|1.0|0.0|3.46|0.26|21.0|-8.07|4.81|52.83|111.38|0.0|4.0|-4.66|-5.83|370.45|0.0|1.0|3.9|-4.85|2.21e-05|0.00818|0.0|-0.04689|3.34|3.6465|-1183.812875|619.99|0.1792|470.02|0.7038399999999999|-1183.54701|1.4517|-0.2025|0.02232068|-1183.602045|2.2386|7.0555
14a_a5|1|0|0|2.948727373|0|6.605297921|1|1.226142247|0.0|-0.056730193|0.002956745|-0.086229994|10.9488747|0.024793388|1|0.003668464|-0.213526163|-0.016337128|-0.36152442|2|0.7333482170000001|0.144729708|0.847379958|0.71006207|0|0.7909255559999999|-0.080875277|-53.20786056|0.209074444|141.38542919999998|-0.0271808479999999|-35.98151967|7.942029745|55.04914434|0.629783335|-1.494946644|-36.98479273|-18.38089729|66.43577392|0.470085022|2836.468636|-1010.949351|1315.573182|-12.42997952|0.370216665|8.424031251|15.89694877|0.88709518|6177.303329|-683.6488737000001|29.18606491|-175.53051609999997|16.50789498|0.0|1.0|1.0|1.0|2.0|3.24|0.2|23.0|-8.84|4.38|92.79|123.0|0.0|6.0|-4.15|-7.08|425.48|0.0|0.0|3.05|-4.22|7.15e-05|0.0304|0.0|-0.0507699999999999|4.3|4.1501|-1390.592722|692.8|0.5853|508.64|0.65789|-1390.29207|2.7115|-0.2183699999999999|0.04629687|-1390.352729|2.8163|6.9508
13_a15|0|0|0|0.0|0|0.0|1|1.4356889940000002|0.0|-0.139434143|0.001806571|-0.031047852|10.95980212|0.005149745|0|0.003766915|-0.010882979|-0.272482143|-0.357554652|2|0.843715005|0.008210506|0.7784213259999999|0.796300317|0|0.8854875790000001|-0.068526782|-61.86632281|0.114512421|72.25096855|-0.033811561|-39.03420883|6.447664726|0.0|0.755283433|-1.961070565|-27.279882500000003|-21.33321476|53.45565817|0.482317225|3028.485145|-1237.326456|3581.589629|-13.46007201|0.244716567|5.21465994|10.07307988|0.931684902|7196.400881999999|-780.6841766|28.24531009|-322.1392954|10.55004024|1.0|1.0|0.0|0.0|1.0|4.13|0.07|24.0|-8.9|6.69|59.51|138.24|0.0|6.0|-6.32|-5.26|448.52|1.0|0.0|4.61|-6.1|4.77e-07|0.000214|0.0|-0.03946|5.04|2.5721|-1450.756042|674.36|208.0|549.33|0.70626|-1450.399387|3.5479|-0.15229|0.02844037|-1450.462642|6.0429|8.2218
4r_a46|0|0|0|0.0|1|7.832410927000001|1|1.13129629|2.051582577|-0.173617329|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|0.0061041|-0.237647432|-0.086905208|-0.246070691|2|0.7794598220000001|-0.077483502|0.8549242340000001|0.76719475|0|0.8478197820000001|-0.079297367|-43.14814202|0.152180218|80.72661483|-0.0259595379999999|-22.88867429|3.220912917|0.0|0.7146312779999999|-1.220098292|-22.31391864|-13.77068362|48.13649426|0.456487948|2137.47734|-647.2221302999999|1451.6122289999998|-7.304896049|0.285368722|5.81085807|10.69131411|0.839885604|4775.760774|-343.3301143|19.26963463|-227.7097083|8.076584289|0.0|1.0|1.0|1.0|1.0|3.82|0.35|17.0|-6.25|3.43|63.83|97.9|0.0|3.0|-3.09|-6.83|334.41|0.0|1.0|2.7|-3.55|0.00081|271.0|0.0|-0.03073|2.3|4.5209|-1069.447946|571.75|0.1404|467.85|0.69085|-1069.231407|2.6630000000000003|-0.2207199999999999|0.02826942|-1069.284137|3.5979|5.8499
14ac_a23|0|1|1|0.0|2|7.423568444|0|1.1979507740000002|2.7104403130000003|0.0763230759999999|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|-0.004445662|0.068237909|-0.287952039|-0.562985112|2|0.5562570379999999|0.1374474|0.834426845|0.537271445|1|0.931143634|-0.0883661019999999|-73.32014595|0.068856366|51.99287907|-0.043970249|-55.36344264|9.597200637|0.327656318|0.8077820920000001|-2.330423202|-50.3831402|-33.20157553|79.43449928|0.489147172|3695.344378|-1759.6835030000002|3417.45156|-25.07023818|0.192217908|8.122941134|15.90074614|0.95751094|9203.543798|-1328.722623|41.10214358|-464.8074813999999|14.43896921|1.0|0.0|1.0|1.0|1.0|3.69|0.12|26.0|-9.03|8.36|105.02|130.29|0.0|7.0|-7.31|-5.84|547.48|1.0|0.0|5.43|-6.65|4.92e-08|2.69e-05|0.0|-0.08813|4.93|3.6325|-2304.001319|751.54|0.3209|627.76|0.69962|-2303.749331|6.3004|-0.23868|0.02262555|-2303.819891|8.6341|8.3851
12a_a50|0|1|1|0.0|2|7.927685046000001|1|1.397770359|4.075037557|-0.199881787|0.01164808|0.014596049|10.94501645|-0.122912558|2|0.011790103|-0.193999688|-0.291865836|-0.247407423|1|0.699597776|-0.030758487|0.862192416|0.660148928|1|0.904119689|-0.05075501|-33.44733598|0.095880311|48.30443297|-0.02383238|-16.85074424|5.333473207|69.83817338|0.575218972|-0.929462803|-12.88231829|-12.00673599|36.15684209|0.469674946|2223.666558|-468.2627037|1462.827156|-6.048985111|0.4247810279999999|5.116970861|9.648744341|0.885635975|4665.239724|-235.9104193|20.873331|-75.79052945|13.83188822|1.0|1.0|1.0|1.0|0.0|3.3|0.11|20.0|-5.49|3.42|48.53|94.69|0.0|2.0|-3.16|-6.44|313.36|0.0|1.0|2.55|-3.84|0.000685|215.0|0.0|-0.03366|2.47|4.0783|-1006.659456|545.54|0.1807|394.52|0.65267|-1006.498352|5.7662|-0.20172|0.02648238|-1006.546706|7.9123|7.1249
19h_a38|1|0|0|3.2723542610000003|0|7.412764017000001|2|1.297044177|0.0|-0.088176988|-0.002526241|-0.043452674|10.96083376|-0.070688288|1|-0.000673716|0.303981987|-0.217394466|-0.420225236|1|0.724208473|-0.054149342|0.8741648479999999|0.698414933|0|0.7746288020000001|-0.082211319|-64.79649453|0.225371198|132.7728693|-0.03959525|-38.17354026|7.370099699|0.0|0.75379331|-1.979762478|-28.533396600000003|-23.32673803|60.94327866|0.47459722|2774.611523|-1166.336902|1839.424968|-13.74247449|0.24620669|6.820483788|12.98143834|0.903301693|6253.901215|-687.1237247|30.94580137|-299.0343596|11.90478646|1.0|1.0|1.0|1.0|3.0|4.8|0.14|17.0|-6.86|2.55|81.23|125.69|0.0|5.0|-4.14|-6.77|401.44|0.0|0.0|2.66|-4.17|7.209999999999999e-05|29.0|0.0|-0.05708|3.41|3.5358|-1332.187847|626.65|0.2355|452.01|0.69012|-1331.941646|6.9749|-0.20379|0.03396934|-1331.999352|9.0777|8.0348
16a_a23|0|1|1|0.0|2|7.423568444|1|1.197962324|3.411338761|-0.0147904689999999|0.012426121|-0.088255625|10.31321796|-0.071458049|2|0.01226642|0.115499047|-0.335065967|-0.380779155|2|0.765869487|0.154144584|0.890165467|0.7199622309999999|1|0.934837094|-0.041095401|-47.06687604|0.0651629059999999|42.07919382|-0.025724725|-30.39361398|8.915071155|91.92609822|0.585920722|-1.311960953|-17.13669862|-16.6118386|40.34319246|0.49525751|2924.629647|-847.2037686000001|1801.957216|-10.72715788|0.414079278|8.024409307|15.89802615|0.981208279|6552.801739|-547.0850515999999|28.35168303|-110.9672657|18.14339594|1.0|0.0|1.0|0.0|1.0|3.94|0.14|20.0|-5.27|2.52|108.26|125.79|0.0|5.0|-4.58|-7.02|427.5|0.0|0.0|1.85|-4.31|2.6e-05|0.0111|0.0|-0.0502|2.49|1.6239|-1685.913359|670.04|0.2066|555.21|0.96307|-1685.580443|11.6254|-0.12645|0.03391189|-1685.6419010000002|18.4446|7.4037
15a_a10|0|0|0|0.0|1|7.535296702|1|1.34383719|2.141907675|-0.214195114|0.011418154|-0.060539141|10.92966696|-0.062038567|1|0.01192767|-0.19937094|-0.285973309|-0.188634555|2|0.7408341359999999|-0.0232534929999999|0.820233357|0.713078124|1|0.915137224|-0.0458501609999999|-49.47045259|0.084862776|54.61835033|-0.025155581|-31.83957238|6.503087289|122.7715002|0.676473201|-1.3835569680000002|-18.99256188|-16.19032994|39.61363829|0.407638879|2656.305166|-890.4681466|2413.560937|-10.42022369|0.323526799|6.71451044|11.33516398|0.68815941|5929.563906|-573.1123029|23.93343877|-227.1590805|11.51002664|0.0|1.0|1.0|1.0|0.0|3.5|0.29|21.0|-7.79|4.05|56.07|118.92|0.0|6.0|-3.97|-6.52|399.49|0.0|1.0|3.33|-4.4|0.000108|0.0432|0.0|-0.04742|2.4|3.7639|-1278.452284|687.57|0.3558|563.27|0.68863|-1278.141052|4.7512|-0.20335|0.02976259|-1278.200428|6.1108|7.6198
7g_a8|1|0|0|3.095238804|1|7.535296702|1|1.39137419|1.336155045|-0.092384028|-0.00087806|-0.027838247|10.9431888|-0.027717137|1|0.0002620309999999|-0.065174707|0.046246982|-0.418049442|0|0.627990269|0.098510683|0.79995525|0.606087461|0|0.699376143|-0.107714754|-67.26263865|0.300623857|180.1699331|-0.045912914|-40.31185423|11.43714084|56.75323443|0.806738465|-2.020168201|-38.68948451|-27.51653399|83.63914665|0.470618047|2802.2242920000003|-1210.7274960000002|2079.55195|-16.4912131|0.193261535|7.588498875|14.3346384|0.8889952590000001|6293.364606|-725.6133762000001|34.10836993|-367.6690814|11.15541466|1.0|0.0|1.0|0.0|1.0|3.29|0.04|23.0|-7.91|4.66|80.04|108.0|0.0|3.0|-5.78|-5.63|399.37|0.0|0.0|4.14|-5.44|1.67e-06|0.000667|0.0|-0.06621|6.26|3.7874|-1374.493069|620.67|0.5165|507.78|0.62073|-1374.291597|10.1546|-0.22129|0.03974865|-1374.3479960000002|12.9547|4.6772
27b_a34|0|0|0|0.0|1|7.412764017000001|1|1.4335271040000002|2.013418486|-0.056026127|-0.001438963|-0.029622037|10.95430634|-0.027175221|1|0.001228116|-0.175834895|-0.322091086|-0.463926296|1|0.820914556|0.00102838|0.8299950709999999|0.770240631|0|0.783431788|-0.08757938|-72.21552354|0.2165682119999999|142.58786569999998|-0.037292511|-47.54648562|13.44721755|540.9533124|0.712312759|-1.864625537|-37.9644911|-24.553278|78.08618045|0.4072752529999999|2835.31543|-1227.6639|2431.595232|-16.16580511|0.287687241|9.124440695|15.39406063|0.687123753|6032.666081|-808.2902556|34.46979951|-279.5721769|15.02503259|1.0|1.0|1.0|1.0|1.0|3.54|0.12|23.0|-8.19|4.11|84.99|116.33|0.0|5.0|-5.23|-6.14|409.44|0.0|0.0|3.46|-4.96|5.92e-06|0.00243|0.0|-0.04121|4.33|4.0935|-1350.055377|691.97|0.3621|577.39|0.70001|-1349.811401|11.8546|-0.20649|0.03640275|-1349.873325|15.2147|6.1871
12h_a30|0|0|0|0.0|0|7.412764017000001|2|0.604984682|0.0|0.046965756|0.001139238|0.001698966|10.31162898|-0.072247675|1|0.002064369|-0.166613751|-0.120380857|-0.4708582289999999|1|0.669561738|0.008644634|0.888213143|0.64876559|0|0.763568404|-0.083127678|-63.03519645|0.236431596|150.42542849999998|-0.038417127|-40.10503079|7.038974807000001|0.0|0.7979748729999999|-1.882439244|-33.64938551|-24.44221903|63.95204629|0.468446216|2848.98238|-1197.668733|2268.811589|-15.55093031|0.202025127|8.066818026|15.1759206|0.881277172|6252.192213|-761.9955851|30.63031164|-379.1625034|10.10721793|1.0|0.0|1.0|0.0|1.0|4.63|0.14|17.0|-6.9|3.18|81.65|127.24|0.0|5.0|-5.39|-6.02|416.47|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|0.0|-0.05347|4.07|3.5101|-1675.011389|672.54|0.1878|518.06|0.68543|-1674.777786|2.9684|-0.2023599999999999|0.03372393|-1674.838376|3.4138|8065.0
9a_a40|0|0|0|0.0|1|7.515889085|0|0.604993021|1.865740741|-0.028285975|0.01310675|0.157704751|10.31197235|-0.1720337089999999|2|0.011966382|0.291102625|0.016958188|-0.449508498|0|0.624889926|-0.394662853|0.749764251|0.61091688|1|0.937600185|-0.060029933|-35.24260989|0.062399815|30.17155594|-0.032156295|-17.0405052|2.579562688|51.49564873|0.868476591|-1.093314022|-14.03449109|-15.54821024|34.36063715|0.493941591|1971.148912|-528.6391483|336.39741360000005|-7.51786994|0.131523409|6.749223592000001|13.33684703|0.976056482|3991.317015|-255.607578|17.90285474|-356.33157|4.213574358|1.0|0.0|0.0|1.0|0.0|3.26|0.06|20.0|-6.4|4.43|58.43|86.7|0.0|2.0|-5.49|-4.85|291.37|0.0|1.0|4.08|-5.08|3.24e-06|0.000944|0.0|-0.06495|4.07|3.3192|-1217.955997|515.96|0.4746|411.01|0.69958|-1217.825264|3.8656|-0.20303|0.01109672|-1217.873686|5.09|6.6696
17_a15|0|0|0|0.0|0|0.0|0|1.43568899|0.0|-0.046866421|0.0016674189999999|-0.032903349|10.9544604|-0.0141953639999999|0|0.0032452509999999|-0.052628162|-0.263401148|-0.461493931|2|0.769376831|0.001376853|0.76362781|0.740986227|0|0.880459235|-0.052869016|-61.17023228|0.119540765|91.58201681|-0.027065991|-46.86345493|7.56573889|58.47512431|0.653207369|-1.596893495|-31.03055741|-20.73567196|50.37922222|0.474165158|2852.085573|-1223.4046460000002|2104.883413|-15.88591693|0.346792631|7.967418828|15.15194163|0.90173781|6352.266784|-937.2690986|31.74439379|-234.74904|16.654220199999997|1.0|1.0|1.0|1.0|1.0|3.63|0.15|24.0|-9.72|6.0|67.35|131.36|0.0|7.0|-5.93|-5.58|438.52|1.0|0.0|4.44|-5.65|1.19e-06|0.00052|0.0|-0.03936|6.89|3.8006|-1413.897695|752.08|0.7247|663.81|0.7045100000000001|-1413.559128|5.1268|-0.19509|0.04051306|-1413.624817|7.1743|7.9208
6_a47|0|0|0|0.0|0|0.0|0|1.304328257|0.0|0.011739916|-0.010708889|0.051455447|10.93671042|0.0402365489999999|0|-0.0094242819999999|-0.302730533|-0.04324355|-0.459934519|2|0.701994505|-0.149904224|0.84654143|0.672308592|1|0.8419184120000001|-0.080118846|-52.41283988|0.158081588|85.6917678|-0.036834143|-28.411587800000003|2.885749555|0.0|0.7943908059999999|-1.547034008|-23.54237714|-19.96679614|48.75381069|0.4059072379999999|2431.668154|-838.6054381|1577.98246|-10.82346202|0.205609194|6.480620646|10.90843226|0.6832388209999999|5766.962611999999|-454.5854048000001|25.13472712|-319.1626428|8.348196185|1.0|1.0|1.0|1.0|2.0|2.82|0.05|22.0|-9.06|6.27|58.04|106.47|0.0|3.0|-6.02|-5.02|379.81|1.0|0.0|4.59|-5.79|9.53e-07|0.000362|0.0|-0.05354|4.69|3.7196|-1608.684886|576.56|0.2536|422.9|0.69305|-1608.50108|3.2606|-0.20794|0.03288085|-1608.554019|4.2153|7.9
12bd_a36|1|0|0|3.497517322|0|7.412764017000001|2|1.297043358|0.0|-0.051990612|0.003676818|-0.030990165|10.94639828|-0.0288761339999999|1|0.0045625|0.042808724|-0.169994208|-0.436345273|1|0.902377067|-0.011529973|0.833398429|0.857993338|0|0.832478093|-0.071083327|-65.65179884|0.167521907|110.578217|-0.035521445|-43.33557909|7.733288012999999|0.0|0.78244124|-1.989200921|-30.9716039|-23.44707102|58.63647911|0.475272043|2772.776922|-1313.035977|2403.371086|-15.47699253|0.21755876|8.050812711|15.34283166|0.905749421|5957.939097|-866.7115819|29.96655829|-372.868829|10.14142465|1.0|0.0|1.0|0.0|2.0|4.95|0.21|17.0|-7.34|2.5|69.2|133.68|0.0|5.0|-4.54|-6.38|409.49|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|0.0|-0.05236|3.79|3544.0|-1311.591775|706.26|0.4467|568.94|0.7044100000000001|-1311.291779|5.7533|-0.19826|0.03110617|-1311.352257|7.6908|7.7696
