molecula|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|PBF|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
12bb_a36|0|0.0|7.412764017000001|2|2|1.29704416|0.0|-0.008239316|-0.117921811|0.04625323|0.096309833|-0.444923056|-0.006877664|10.96022185|1|-0.004358975|0.2463876689999999|-0.098027247|-0.421445726|1|0.653741315|0.836170906|0.0534307559999999|-0.045186455|0.892249657|0.632625562|0|0.314702945|-58.19935506|14.16769093|88.91215764|0.311151789|-0.038872447|-47.11573753|9.094955748|0.0|0.719294078|-1.943622342|88.14984373|2902.055617|442.2064275|-1247.709262|-16.01935076|0.280705922|15.13083401|6285.088971|180.1992964|-800.967538|34.69260487|0.022984922|1734.6302440000002|593.6088758|14.75518126|1.0|0.0|0.0|1.0|0.0|4.72|0.0|-7.12|3.55|3.0|69.2|2.78|1.0|0.0|123.67|0.0|1.0|5.0|-3.99|31.0|6.0|0.0|2.44|0.000102|0.0424|4.81e-05|2.88|0.0|-0.0566799999999999|3.66|-1431.374881|667.88|1120.72|0.4172|236.69|515.92|0.38838|-1431.178978|-0.15507|6251.0|0.03421884|-1431.238418|0.01|8.0|8.0
14q_a23|1|0.0|7.423568444|0|0|1.19796338|3.292130907|-0.0101981219999999|-0.130330047|0.044138322|0.064903564|-0.5608967029999999|0.002243702|10.31321757|2|0.002496501|0.121109106|-0.017918675|-0.573130981|2|0.77007911|0.808928963|0.067394607|-0.089657283|0.871119857|0.7333675390000001|1|0.227948491|-61.51997721|14.81701129|350.836102|0.226805402|-0.039682061|-45.42467289|10.17264683|97.13675614|0.777340899|-2.023785094|79.42966327|3097.399651|530.8381985000001|-1389.433443|-18.70427707|0.222659101|16.53853737|6982.066379000001|152.86702240000002|-953.9181308|35.04742005|0.01932289|1787.418422|693.3423458|13.26616596|0.0|0.0|1.0|1.0|0.0|3.52|2.66|-6.96|2.57|3.12|148.11|2.28|1.0|1.0|128.38|1.0|1.0|6.0|-5.21|33.0|5.0|1.0|2.62|6.11e-06|0.00278|4.03e-05|2.46|0.0|-0.08159|4.19|-1798.6108739999995|714.22|1222.17|0.4943|340.33|554.59|0.5949|-1798.3704079999998|-0.14854|8375.0|0.03458552|-1798.433122|16.0|7.8069|7.8069
17a_a22|0|0.0|6.842683282|0|0|1.2689202|1.866510299|-0.005149751|-0.092107225|0.043274232|-0.054347074|-0.314134834|0.00220634|10.94643739|1|0.0027615779999999|-0.089641194|-0.076790454|-0.3626566539999999|2|0.830653242|0.7562495659999999|0.155547571|-0.010355535|0.805071997|0.7994946709999999|1|0.345497724|-49.30541729|9.597299109|286.3611391|0.140522986|-0.030843667|-41.03828927|6.55749888|0.0|0.710958975|-1.758088991|73.26110471|2910.035347|587.2505892999999|-1201.24073|-14.39939974|0.289041025|16.63169381|6343.687177000001|197.4916253|-820.7657853999999|29.64221498|0.01931764|1689.6062539999998|784.2697099|13.19906822|1.0|1.0|0.0|1.0|1.0|4.02|-3.24|-9.13|3.93|4.93|68.52|2.01|2.0|1.0|128.29|0.0|1.0|7.0|-4.75|33.0|5.0|0.0|2.25|1.7899999999999998e-05|0.0078099999999999|1.09e-05|3.62|0.0|-0.15124|5.13|-1408.279257|731.19|1253.39|185.0|255.63|577.52|0.46268|-1407.8711|-0.06214|3.0156|0.02170866|-1407.935792|82.0|7.0862|7.0862
15_a31|0|0.0|7.765993078999999|1|1|0.610137926|0.0|-0.018913735|-0.134784483|0.038809524|-0.0302581979999999|-0.775463115|-0.011797858|10.31169996|2|-0.007631228|-0.052339921|-0.157560864|-0.6215974160000001|0|0.8314086070000001|0.8022000659999999|-0.0869591359999999|-0.116356616|0.8582665429999999|0.782925607|0|0.287991212|-61.76522754|20.47825449|141.1489667|0.4328912239999999|-0.041588706|-37.21191643|10.88541717|514.6215199|0.641533577|-1.58037081|88.05886218|2351.566145|301.452236|-840.0616157|-11.75113151|0.358466423|11.51842782|5087.628096|190.5463457|-446.5429972|34.45943505|0.03396368|1309.458532|363.593507|18.05372755|0.0|1.0|1.0|1.0|1.0|3.31|1.64|-5.66|4.12|3.0|117.37|0.41|0.0|0.0|90.47|0.0|2.0|4.0|-4.28|24.0|5.0|0.0|2.27|5.27e-05|18.0|0.000272|2.18|0.0|-0.04192|3.9|-1460.861851|556.68|925.93|348.0|271.36|452.98|0.5241899999999999|-1460.736142|-0.15202|5.5793|0.03843988|-1460.790873|1.1|5.9586|5.9586
17c_a50|1|0.0|7.934155233999999|2|2|1.347835869|4.349159921|-0.002676029|0.024219848|0.031870748|0.021572081|-0.1766179239999999|0.01130519|10.94500663|2|0.012222674|0.034485992|-0.233451925|-0.2256811219999999|1|0.762883243|0.774994313|-0.139943634|-0.212611846|0.816442883|0.728169863|1|0.446454378|-35.70979598|14.91199042|133.46240020000002|0.10280106|-0.021745577|-34.87982686|10.25908547|94.15397246|0.569750429|-1.32648017|66.7258111|2951.495914|617.2509739|-912.5859825|-10.29240792|0.430249571|16.45688922|6438.380804|296.00120400000003|-627.8368834|26.25785813|0.0232952879999999|1601.729346|849.1345426000001|16.02658985|0.0|1.0|1.0|1.0|1.0|4.12|3.61|-6.79|3.59|3.53|61.0|1.91|1.0|0.0|134.28|0.0|1.0|6.0|-3.8|33.0|5.0|0.0|3.1|0.000158|0.0698|3.75e-05|2.86|0.0|-0.03121|2.74|-1411.157813|746.5|1289.05|0.1814|292.44|596.23|0.63122|-1410.838844|-0.16697|6.3989|0.02957871|-1410.902767|69.0|7.1612|7.1612
46_a18|0|0.0|7.03438793|2|2|1.251088279|0.0|-0.005378956|-0.018808538|0.03531746|-0.046124025|-0.3872848129999999|0.002300582|10.94680484|0|0.003512954|-0.069691797|-0.1483628609999999|-0.448177615|0|0.7100921609999999|0.729629263|-0.015124585|-0.090469229|0.76616843|0.699483099|0|0.30524999|-49.54738918|6.376289807000001|0.946462387|0.173455401|-0.029244604|-38.60388092|4.5299444310000005|58.66827342|0.782232748|-1.988633091|63.70285871|3052.94234|587.2068577|-1412.796104|-14.76030741|0.217767252|16.47206875|7150.333139|154.7096476|-1003.700904|26.56039822|0.013181412|1806.107079|1056.535856|9.36454702|0.0|1.0|0.0|1.0|1.0|4.27|0.0|-8.82|3.68|3.3|76.5|3.33|2.0|1.0|151.14|0.0|1.0|7.0|-5.68|36.0|3.0|0.0|2.93|2.08e-06|0.000999|3.35e-06|4.36|0.0|-0.04995|8.11|-1532.968527|765.33|1380.79|0.4249|384.45|635.89|0.69181|-1532.493789|-0.13224|2656.0|0.0239301|-1532.562476|186.0|6.7305|6.7305
47s_a18|0|0.0|7.03438793|1|1|1.251176205|0.0|-0.0054038509999999|-0.045792331|0.035632184|-0.026883417|-0.394481152|0.002573931|10.94702059|0|0.003686393|-0.040169986|-0.168728915|-0.46304239|0|0.724028067|0.712629555|0.0109557919999999|-0.0540701129999999|0.745196689|0.716761234|0|0.306379663|-53.18668656|6.394119331000001|10.92659868|0.15456221|-0.030108416|-46.45326408|4.840414512|51.05656345|0.820470855|-2.107589125|69.29837549|2992.734821|640.0051571|-1595.466781|-17.25406952|0.179529145|18.65422248|6968.705069|135.90542109999998|-1207.784866|27.77963709|0.010481057|1944.574596|1093.725912|7.934268528|1.0|1.0|0.0|1.0|1.0|4.41|0.0|-9.42|4.06|3.93|76.5|3.33|3.0|1.0|149.34|0.0|1.0|10.0|-5.95|36.0|3.0|0.0|3.19|1.12e-06|0.000539|3.53e-06|4.62|0.0|-0.0491399999999999|8.41|-1534.174077|809.4|1435.42|0.5203|385.29|736.36|0.6926800000000001|-1533.737579|-0.13195|2.3134|0.02195039|-1533.809351|616.0|6.2104|6.2104
12b_a30|0|0.0|7.412764017000001|2|2|0.604984682|0.0|-0.007353271|-0.06631353|0.042804233|-0.074391852|-0.3897233479999999|0.001139238|10.31162898|1|0.002064369|-0.165287712|-0.0541804029999999|-0.468842459|1|0.669561738|0.824373792|-0.009146339|-0.1240820219999999|0.880943609|0.64876559|0|0.383979687|-53.05077947|11.01246349|86.84905288|0.235262423|-0.038448551|-39.98560202|6.99318589|0.0|0.798520682|-1.883979001|73.02913136|2849.095245|485.6272203|-1196.373126|-15.50462119|0.201479318|13.88809428|6275.380072|127.9443353|-759.7264385|30.57626261|0.01584525|1498.236868|618.6004214|10.06212472|1.0|0.0|1.0|1.0|0.0|4.63|0.0|-6.9|4.25|3.18|81.65|3.2|2.0|0.0|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|0.0|2.92|4.12e-06|0.00171|9.71e-06|3.97|0.0|-0.05351|4.07|-1674.977262|673.18|1130.68|0.2079|245.19|516.78|0.3159099999999999|-1674.7778119999998|-0.1493799999999999|3.7327|0.03351603|-1674.838225|7.0|8.1543|8.1543
17_a3|0|0.0|6.823286122000001|0|0|0.605019885|0.0|-0.009450704|-0.118246266|0.047430556|-0.015463451|-0.349676046|-0.007540435|10.31163036|1|-0.006696449|-0.027542873|0.020589494|-0.633373061|2|0.881253042|0.767641592|0.1789147639999999|-0.085686119|0.838125715|0.773152968|1|0.225087454|-50.20132919|5.251911643|234.4907116|0.1969243769999999|-0.039557272|-24.87357062|2.672377884|76.17242478|0.840062179|-1.344947254|55.39769571|2196.728425|408.6362608|-684.3617224|-10.24205849|0.159937821|11.12358659|4839.543958|81.38261354|-348.2299886|23.96047156|0.012803096|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|1.0|1.0|3.13|2.65|-7.48|4.96|4.66|92.93|2.37|1.0|0.0|95.5|0.0|1.0|2.0|-5.53|23.0|3.0|0.0|3.71|2.96e-06|1.0|1.18e-05|3.88|0.0|-0.0720399999999999|3.57|-1731.72355|537.32|891.3|0.4062|386.22|393.58|0.69481|-1731.6147670000005|-0.13155|3.8077|0.02878063|-1731.663157|23.0|7.6383|7.6383
14v_a23|1|-4.844615416|7.423568444|0|0|1.1979575059999998|3.004639728|-0.014768546|-0.299484129|0.047323232|0.055572317|-0.8122700340000001|-0.002390707|10.3132174|2|-0.0004039459999999|0.170475376|-0.0962526|-0.650246427|2|0.598213287|0.787538583|0.132882353|-0.022236834|0.845160857|0.575188253|1|0.31419322|-44.4776373|13.08518422|78.86310829|0.083394725|-0.042752869|-41.35406587|8.64241561|0.912757854|0.788328659|-2.180396311|76.42257099|3399.4261450000004|605.3933675|-1440.093681|-18.64987284|0.211671341|14.26610767|8458.789829000001|139.8032821|-951.143515|35.81898321|0.020908947|1826.768144|676.4530574|13.80980223|0.0|0.0|1.0|0.0|1.0|3.62|3.46|-7.95|3.97|6.18|114.25|3.04|2.0|1.0|126.97|0.0|1.0|7.0|-6.89|35.0|8.0|1.0|4.28|1.29e-07|6.38e-05|1e-06|4.76|0.0|-0.07843|5.17|-2042.161744|679.5|1206.02|348.0|335.64|533.44|0.6017100000000001|-2041.93452|-0.1524299999999999|4.5506|0.02053833|-2041.998955|4.0|8.4001|8.4001
6e_a31|0|0.0|7.773594467000001|1|1|0.61015618|0.0|-0.016012184|-0.178758575|0.037803618|0.132664341|-0.784597028|-0.011483229|10.31165994|2|-0.008439437|0.225356759|-0.002840672|-0.579941248|0|0.838789705|0.78240875|-0.071378445|-0.072882794|0.841537966|0.795570315|0|0.177030306|-74.99224589|19.89514173|159.9587946|0.376659006|-0.046541668|-48.66969791|12.13134981|99.0823033|0.7604979040000001|-2.0943750530000003|93.68572477|2776.836977|380.0911673|-1277.075416|-17.30478148|0.239502096|14.40145519|6053.812282|146.03985980000002|-778.7151665|37.31693873|0.022744048|1679.262243|536.6368656000001|13.86851128|1.0|1.0|1.0|1.0|1.0|3.55|2.62|-7.33|5.19|4.0|131.36|1.36|1.0|0.0|109.69|0.0|1.0|4.0|-5.63|29.0|5.0|0.0|3.27|2.34e-06|0.000947|2.18e-05|3.2|0.0|-0.05426|4.31|-1652.63264|634.34|1077.48|0.5103|374.76|490.75|0.70391|-1652.445002|-0.13418|5.8193|0.03676794|-1652.503557|0.37|6.4318|6.4318
8m_a46|0|0.2148468989999999|7.727094485|1|1|1.160371261|2.126524943|-0.00517896|-0.085284636|0.047345679|-0.134230003|-0.248590088|0.0063680119999999|10.94650201|1|0.005865049|-0.206020062|0.010184776|-0.380393836|1|0.783187801|0.7699708959999999|-0.084989948|-0.090247845|0.8142050040000001|0.77612204|0|0.280198209|-48.32436573|3.742817678|166.8508795|0.123789645|-0.032188531|-23.9511632|1.984401749|0.0|0.8854896870000001|-1.448483903|48.72163155|2045.330306|464.5573228999999|-767.9706141|-9.04821721|0.114510313|9.899611044|4439.758321|60.71213839999999|-407.1697745|19.27296714|0.006689855|867.2835213999999|463.1469765|3.546889545|0.0|1.0|0.0|1.0|1.0|3.24|2.92|-6.46|4.16|4.21|50.94|2.62|1.0|0.0|96.16|0.0|1.0|2.0|-4.48|24.0|3.0|0.0|3.53|3.3e-05|0.0105|2.78e-05|3.72|0.0|-0.01818|4.12|-1014.091966|570.72|970.82|0.3905|233.66|489.57|0.43001|-1013.91158|-0.17897|2.0174|0.03472717|-1013.962913|229.0|6.6402|6.6402
13e_a6|0|0.0|6.842683282|0|0|1.429020445|0.0|-0.006882528|-0.008507023|0.044021739|0.018376555|-0.378539035|-0.003356527|10.95053349|1|-0.001446486|0.032420935|-0.126749697|-0.462344944|2|0.841211811|0.765593573|0.102257199|-0.067328767|0.827254552|0.790249345|1|0.175643236|-49.62570093|12.28502792|66.59852278|0.138323399|-0.032929004|-41.68507499|8.211609879|0.0|0.722530518|-1.679379203|75.42629799|2868.489025|575.965487|-1122.537689|-14.71237941|0.277469482|14.346067199999998|6147.8097210000005|185.4673146|-750.3313497|30.46313253|0.019543118|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|1.0|1.0|3.51|2.79|-10.18|5.01|4.53|103.17|0.92|1.0|0.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|0.0|3.31|7.74e-06|0.00323|1.65e-05|3.27|0.0|-0.07534|3.36|-1347.25954|713.3|1202.5|0.8312|207.04|567.24|0.38609|-1347.014564|-0.1327|10.1884|0.03809808|-1347.074898|12.0|7.9208|7.9208
19f_a38|0|0.0|7.412764017000001|2|2|1.297044434|0.0|-0.007831113|-0.084341564|0.041808786|-0.008118156|-0.4228801179999999|-0.002526241|10.96083376|1|-0.000673716|-0.017421394|-0.101303149|-0.4288343429999999|1|0.724208473|0.819222745|-0.075025988|-0.094149094|0.8741648479999999|0.698414933|0|0.488059925|-54.50401599|13.4639011|125.7493111|0.249124013|-0.037844587|-45.42524686|8.601162122|12.14075726|0.734437553|-1.892229356|84.35196967|2776.145209|479.6831205|-1208.815435|-15.44458393|0.265562447|11.28936331|6115.273372|169.6496169|-772.2291966|32.91812709|0.020733452|1645.906354|595.8790650000001|13.24517938|1.0|1.0|1.0|1.0|1.0|4.82|2.48|-6.86|3.13|2.55|81.23|2.4|1.0|0.0|125.69|0.0|1.0|5.0|-4.14|30.0|4.0|0.0|2.67|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|-0.05735|3.41|-1332.160846|653.22|1105.62|0.3205|233.07|495.68|0.38086|-1331.945195|-0.14369|5.3152|0.02936908|-1332.004601|73.0|7.1397|7.1397
14s_a23|1|0.0|7.423568444|0|0|1.197958333|3.336763335|-0.005854379|-0.022580082|0.045277778|0.049317519|-0.298573309|0.010682694|10.31321812|2|0.009263715|0.0909774219999999|-0.071484865|-0.457212212|2|0.722187957|0.7837821840000001|0.096014944|-0.1050445769999999|0.846632079|0.659570836|1|0.2387634619999999|-35.30692476|12.81151517|30.34480575|0.07236376|-0.034255504|-33.12848261|8.218681552|82.55990607|0.7748161659999999|-1.610008704|62.75905983|2954.0751370000003|595.0854952000001|-1032.832468|-14.09722664|0.2251838339999999|14.26730044|6938.271179|144.457092|-662.5696522999999|28.36177131|0.017330177|1333.003252|633.3278634|11.11743642|0.0|0.0|1.0|0.0|1.0|3.45|3.66|-7.99|4.0|4.67|105.02|3.51|2.0|1.0|125.29|0.0|1.0|5.0|-6.13|31.0|4.0|0.0|4.01|7.49e-07|0.000334|2.83e-06|4.21|0.0|-0.07783|4.1|-2089.500101|668.66|1164.32|0.3669|336.66|528.82|0.60323|-2089.2914530000003|-0.1515|4.7032|0.02112956|-2089.352478|3.0|8.5482|8.5482
25d_a34|0|0.0|7.412764017000001|1|1|1.433689841|1.940324546|-0.015046463|-0.089654563|0.041037037|-0.163072107|-0.8576484190000001|-0.005017781|10.95957635|1|-0.001685762|-0.263924686|-0.211368416|-0.605891389|1|0.8265507809999999|0.7498681140000001|0.14554928|0.011919831|0.799694715|0.778903495|0|0.631894475|-66.52770588|19.36462983|174.9700398|0.325717647|-0.044492794|-54.29641443|12.8082206|69.64131956|0.7772035959999999|-2.358118108|95.24066462|2939.671168|445.9861716|-1559.714654|-19.46475234|0.2227964039999999|13.29135354|6513.063805|147.36277019999997|-1031.631874|37.86469665|0.019881997|2006.828923|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|1.0|3.58|3.76|-8.08|3.05|3.95|90.3|2.26|1.0|0.0|119.81|0.0|1.0|7.0|-4.61|32.0|5.0|0.0|3.21|2.44e-05|0.0104|3.3e-05|3.05|0.0|-0.03521|6.05|-1426.468726|706.21|1198.19|0.2106|290.15|554.05|0.6764600000000001|-1426.243341|-0.1771299999999999|6.1995|0.02807001|-1426.307095|0.95|6.0223|6.0223
17_a20|0|0.0|6.842683282|0|0|1.4012598180000002|0.0|-0.005457467|0.00038506|0.0388043479999999|0.065447136|-0.28924577|-0.000495713|10.94884838|1|0.000922796|0.1134578219999999|-0.116922879|-0.456415963|3|0.760575852|0.7494736590000001|-0.131511077|-0.127696675|0.812578598|0.71987165|1|0.3874475579999999|-41.75129828|9.857999796|66.47074027|0.0879464559999999|-0.0315649079999999|-35.00871763|6.4647747870000005|10.50834496|0.75430388|-1.5466805119999998|64.39681425|2761.976599|598.1153253|-1014.297158|-13.57480888|0.24569612|15.05121151|6012.640572|161.12498630000002|-665.1656349|27.44244402|0.016793117|1344.679757|637.7803874|11.012753300000002|0.0|1.0|1.0|1.0|1.0|3.5|2.83|-10.14|5.8|4.85|91.14|1.45|2.0|0.0|119.48|0.0|0.0|4.0|-5.36|31.0|5.0|0.0|3.74|4.4e-06|0.0017699999999999|8.35e-06|3.75|0.0|-0.0706799999999999|4.11|-1291.918735|673.68|1157.26|0.2977|365.45|543.09|0.69839|-1291.692325|-0.14021|3.9703|0.03030655|-1291.752049|2.25|5.6478|5.6478
4k_a46|0|0.173180233|7.825245291|1|1|1.134637098|2.145043462|-0.0049602|-0.088084767|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|10.94631314|1|0.006050983|-0.158788415|0.008544799|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|0|0.260665072|-49.65634024|3.801175594|171.92614719999997|0.121088629|-0.0306644389999999|-25.25406274|2.052909907|0.0|0.8732380740000001|-1.471893066|50.48291318|2104.876032|474.67574630000007|-794.928775|-8.94414722|0.126761926|9.829220349|4685.0322320000005|68.46061366|-429.3190666|18.96506421|0.006892404|910.3230822|519.5743695|3.722397006000001|1.0|1.0|0.0|1.0|1.0|3.8|3.03|-6.61|4.26|4.77|50.94|2.84|1.0|0.0|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|0.0|3.79|1.5e-05|5.0|1.4800000000000002e-05|4.05|0.0|-0.01712|4.52|-1053.396715|582.84|1001.96|0.2259|228.63|500.36|0.39943|-1053.196897|-0.18542|4.0015|0.03653474|-1053.249847|0.08|7.0969|7.0969
8b_a31|0|0.0|7.765993078999999|1|1|0.610137861|0.0|-0.013629145|-0.12841288|0.041161616|-0.130371116|-0.57242407|-0.010300564|10.31170011|2|-0.006785954|-0.222667869|-0.05421947|-0.510259793|0|0.928940547|0.843119174|-0.058494079|-0.1155280009999999|0.8956498159999999|0.8761979520000001|0|0.281200674|-63.04219151|16.89414614|129.8921115|0.392380774|-0.040792077|-36.1645207|8.823644775|472.8995873|0.703469355|-1.590890986|82.21438954|2189.617009|317.3534883|-830.906565|-11.12754483|0.296530645|11.79588561|4696.728592|154.8750114|-433.9742484|30.28603362|0.02483711|1181.155311|372.3224834|12.97217579|0.0|1.0|1.0|1.0|1.0|3.4|2.71|-5.73|4.52|2.74|114.29|0.61|0.0|0.0|88.64|0.0|2.0|4.0|-4.05|23.0|5.0|0.0|2.52|8.97e-05|0.0294|0.000399|2.02|0.0|-0.0325|1.77|-1386.815519|566.18|927.61|0.2643|321.36|439.96|0.70036|-1386.681003|-0.16015|3.6945|0.03659821|-1386.734257|2.2|5.6576|5.6576
18c_a22|0|0.0|6.842683282|0|0|1.194229067|1.804590026|-0.003749104|0.013131848|0.038137255|-0.044828537|-0.213698903|0.005449965|10.31286086|1|0.005597023|-0.081550274|-0.078828791|-0.305378181|2|0.7290394929999999|0.7669483559999999|-0.032031791|0.010828071|0.8287956870000001|0.6922232890000001|1|0.5003904610000001|-40.094865000000006|13.72808419|30.63947336|0.068926461|-0.028825841|-36.55965924|9.49723261|15.22791009|0.682690024|-1.52776956|67.73280290000001|3090.601885|644.1264387|-1056.927003|-13.79609783|0.317309976|14.04085897|7101.057047|219.5183688|-731.1931848999999|29.21094233|0.0215181079999999|1548.179944|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|1.0|3.56|3.3|-9.46|5.36|4.98|124.4|1.47|1.0|1.0|136.36|0.0|1.0|6.0|-5.8|34.0|5.0|0.0|3.72|1.6e-06|0.000739|7.98e-06|3.5|0.0|-0.07207|3.5|-1783.5397829999995|707.08|1249.84|0.2996|219.25|583.88|0.4609|-1783.277296|-0.15158|1.2938|0.02279458|-1783.340519|26.0|7585.0|7585.0
13b_a5|0|0.0|7.153833802|1|1|1.338814635|0.0|-0.004573365|0.011339656|0.02468599|-0.006314305|-0.251535058|0.0064510459999999|10.94530329|1|0.0066003869999999|-0.010368468|-0.055701188|-0.357011244|2|0.6700114770000001|0.765309977|0.03431921|-0.0330907489999999|0.8184221559999999|0.653356347|0|0.468748106|-44.93506461|8.980592802|14.41650822|0.168442764|-0.02636836|-31.23446039|5.806729729|46.77748445|0.654076389|-1.344786367|62.24204745|2661.597781|537.6736515|-869.5206594|-11.0239272|0.345923611|15.48959317|5678.380299|223.6695238|-562.2202871000001|26.06641209|0.021552174|1329.387016|638.8437454|13.93534415|0.0|1.0|1.0|1.0|1.0|2.97|2.64|-8.36|4.64|4.06|74.77|1.96|1.0|0.0|119.8|0.0|1.0|5.0|-4.24|30.0|4.0|0.0|3.26|5.69e-05|0.0225|3.75e-05|3.01|0.0|-0.05177|4.66|-1276.030896|672.43|1138.73|0.5528|265.31|503.93|0.32779|-1275.806761|-0.17274|3.5881|0.035153|-1275.865034|0.11|6.9586|6.9586
12aj_a36|0|0.0|7.412764017000001|2|2|1.29704406|0.0|-0.00706023|-0.045035034|0.043848238|0.064171987|-0.402433117|0.002951176|10.95354213|1|0.003962098|0.1087087|-0.104118159|-0.43462267|1|0.90414347|0.812278823|0.091113865|-0.072770961|0.8632656809999999|0.856274847|0|0.251263868|-46.79363201|11.73352271|82.34300699|0.173013687|-0.0368515929999999|-42.23511741|7.521007149|0.0|0.77492734|-1.953134451|76.5855549|2710.647462|530.0854761|-1251.929069|-15.14089115|0.22507266|15.35536375|5763.333098|144.26810480000003|-802.4672307|30.48195872|0.016684569|1615.543812|662.0530478999999|10.69455126|1.0|0.0|0.0|1.0|0.0|4.84|0.0|-6.97|3.24|2.19|69.2|2.24|1.0|0.0|128.72|0.0|1.0|5.0|-4.16|30.0|4.0|0.0|2.14|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|-0.05275|3.48|-1272.241135|682.84|1157.64|0.5616|237.06|539.55|0.4112|-1271.9998859999998|-0.14818|5.8554|0.03225532|-1272.060325|17.0|7.7696|7.7696
28_a34|0|0.0|7.423568444|1|1|1.454781307|1.767685185|-0.016942875|-0.206909349|0.04515873|-0.201047053|-0.6946578940000001|-0.012039484|10.9595763|1|-0.007544188|-0.33032879|-0.189821204|-0.5437894289999999|1|0.8318609690000001|0.798057295|0.092890802|-0.078146961|0.8582665429999999|0.7829667309999999|0|0.316156689|-66.89539627|19.29162755|144.3404619|0.4540644379999999|-0.048190604|-36.91879876|9.876233397|88.32197602|0.7298701059999999|-1.831242935|85.99382787|2252.098123|279.4884473|-937.4938731|-12.63011537|0.270129894|10.28760365|4803.256974|138.2913845|-479.9443839|33.80175623|0.0271102189999999|1284.466737|344.69029950000004|13.87891455|0.0|1.0|1.0|1.0|1.0|3.02|2.55|-4.78|1.99|2.07|92.26|0.88|0.0|0.0|85.92|0.0|2.0|3.0|-3.27|24.0|5.0|0.0|1.84|0.000533|172.0|0.000565|1.72|0.0|-0.03896|4.11|-1100.760824|544.24|896.02|0.2043|289.3|417.28|0.69263|-1100.6525880000002|-0.17802|6.4596|0.03680411|-1100.704833|3.82|5.4179|5.4179
19_a4|0|0.0|7.535296702|1|1|0.29641517|1.943606348|-0.0023503029999999|-0.3929802189999999|0.040511696|-0.052325802|-0.105763614|0.006243904|10.30966825|1|0.009687676|-0.086166959|-0.0255403279999999|-0.245630631|1|0.55269662|0.774746438|0.152550043|-0.190513834|0.834377354|0.514505012|0|0.285282038|-38.9063534|7.168604362000001|15.411502800000004|0.1792349369999999|-0.028945757|-23.02459887|3.946149569|13.25878373|0.764880253|-1.215721775|49.73882261|2558.336814|451.8120313999999|-669.2264932|-8.771275759|0.235119747|11.01887515|5232.561157|129.4279389|-368.3935819|20.83197214|0.0143733|874.9428297000001|450.6848883|7.912166787999999|1.0|0.0|1.0|0.0|1.0|3.46|2.52|-6.09|2.97|4.32|73.23|2.16|1.0|0.0|98.19|0.0|1.0|3.0|-3.81|25.0|4.0|0.0|2.92|0.000156|0.0547|0.000106|2.62|0.0|-0.05294|6.67|-1446.909868|583.39|983.4|0.3806|296.2|500.34|0.67535|-1446.760398|-0.17004|5.8295|0.02985188|-1446.813896|19.5|4.71|4.71
