molecula|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|PBF|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
20a_a10|0|0.0|7.535296702|1|1|1.343837243|2.113798134|-0.0034618129999999|0.049376168|0.036415094|-0.035536682|-0.197323337|0.008214031|10.9296614|1|0.008297595|-0.058994157|-0.049146504|-0.281099208|2|0.661219642|0.755429696|0.036092601|0.019448804|0.817646497|0.63495222|1|0.591835899|-43.19189039|8.860330345|66.52185003|0.086318664|-0.028008251|-30.82502228|5.764636687|47.01787447|0.733451892|-1.456429076|58.1398225|2998.608651|594.4519837|-947.5701424|-11.8557778|0.266548108|15.37476788|6729.996773999999|173.41938059999998|-616.5004457|24.84485067|0.016540298|1291.932235|719.5272609|10.76131538|1.0|0.0|1.0|1.0|1.0|3.48|3.63|-9.44|5.06|5.77|76.62|2.53|2.0|0.0|126.35|0.0|1.0|4.0|-5.68|33.0|5.0|0.0|4.27|2.07e-06|0.000888|2.56e-06|4.36|0.0|-0.06611|3.98|-1389.1321289999998|696.63|1200.92|0.2738|259.16|524.02|0.50193|-1388.897416|-0.1613099999999999|2.9429|0.03217287|-1388.957848|1.2|5.9208|5.9208
20_a31|1|0.0|7.765993078999999|0|0|0.609420757|0.0|-0.009722467|-0.057200812|0.03995614|-0.013040402|-0.476400874|-0.003484915|10.31100269|3|-0.001662219|-0.023477148|-0.0852122769999999|-0.594513619|0|0.788133615|0.8602874540000001|0.028036914|-0.131662689|0.912372776|0.7507116140000001|1|0.246878555|-53.79798102|12.1160662|64.42171513|0.2045729339999999|-0.033537774|-43.27297051|7.592555532|75.10345696|0.710707042|-1.542737604|81.35171021|2576.1287230000003|498.4558574|-966.7594033|-13.1700345|0.289292958|15.48343758|5678.167489|181.2859728|-605.8215871|29.5712685|0.019624081|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|1.0|1.0|3.46|2.74|-7.65|6.49|4.38|140.04|1.1|1.0|0.0|110.47|1.0|1.0|7.0|-5.91|27.0|4.0|1.0|3.6|1.24e-06|0.000493|3.66e-05|3.29|0.0|-0.06065|4.78|-1880.734655|666.67|1113.19|0.2011|350.43|560.67|0.7036600000000001|-1880.538664|-0.1483|3.7403|0.0336943|-1880.599777|8.0|8.0862|8.0862
5_a4|0|0.0|7.535296702|1|1|1.343864516|2.166832955|-0.001215982|0.02257929|0.035994832|0.012532807|-0.0607990979999999|0.011630756|10.92992834|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.164263889|2|0.655087104|0.767615203|-0.165454845|-0.229773463|0.820886786|0.650346601|1|0.431132276|-27.26045038|4.324106888|13.96974087|0.056851498|-0.025201292|-19.68930579|2.323516519|46.53110402|0.807351587|-1.159259431|41.76764149|2282.291204|506.7916175|-622.9167106000001|-7.276482574|0.192648413|9.823391314|5059.243919|103.5177395|-334.71819839999995|16.77294978|0.009538616|771.5556899000001|518.5792364|5.125482045|1.0|1.0|1.0|1.0|1.0|3.27|3.08|-7.96|4.89|4.67|43.6|2.88|1.0|0.0|104.89|0.0|1.0|3.0|-4.57|26.0|3.0|0.0|3.89|2.72e-05|0.00925|1.4499999999999998e-05|3.95|0.0|-0.04892|3.71|-1069.251223|595.55|1013.0|0.1106|255.2|421.24|0.60407|-1069.051141|-0.16965|2.7859|0.02251645|-1069.102899|71.0|7.1487|7.1487
3a_a32|1|0.0|7.678326357|0|0|0.6094208210000001|0.0|-0.007588088|-0.045659995|0.03382716|-0.014365682|-0.250406908|-0.002794182|10.31100283|3|-0.001223394|-0.028290955|-0.079652285|-0.491457345|0|0.84134255|0.844272053|-0.045516432|0.215012723|0.921812162|0.7757299320000001|1|0.30031978|-37.30101542|10.39727075|87.55216606|0.182929032|-0.032360692|-20.78892268|4.811337463|0.0|0.6723099029999999|-0.970820756|55.87310101|2028.93875|378.0996237|-449.2473442|-6.929640892|0.327690097|10.67859439|4249.04624|151.63860559999998|-207.8892268|22.27382254|0.0236593529999999|668.2146761|278.73805810000005|10.9483666|0.0|1.0|1.0|1.0|1.0|2.96|2.21|-6.12|5.77|4.12|110.94|1.19|0.0|0.0|83.28|0.0|1.0|2.0|-5.32|20.0|3.0|0.0|3.32|4.83e-06|0.00144|4.51e-05|3.31|0.0|-0.0558|2.17|-1554.768725|492.91|801.12|0.2719|341.48|355.48|0.70229|-1554.7020630000002|-0.15058|3.6178|0.02744024|-1554.748543|3.0|8.5686|8.5686
3i_a32|1|-4.547725143|7.78113851|0|0|0.6094207970000001|0.0|-0.012358668|-0.363243817|0.05052381|-0.21362765|-0.4449120629999999|-0.0131506889999999|10.3110028|3|-0.0106761939999999|-0.8373173840000001|-0.054335108|-0.537667101|0|0.565740817|0.833699527|-0.337053202|0.030060554|0.902293804|0.54844677|1|0.259644227|-49.17963359|8.064907632|60.99385995|0.106172013|-0.044627482|-31.48976464|4.252042736|0.201037767|0.77072347|-1.472706897|71.27609889|2471.4299920000003|471.2508776000001|-776.4518766|-12.4050588|0.22927653|10.09193014|5656.349227000001|120.8809386|-409.3669403|30.52825775|0.021905206|1007.432506|318.0257595|11.54903146|1.0|0.0|1.0|1.0|1.0|3.1|2.49|-6.96|6.76|6.29|110.94|2.09|2.0|0.0|88.28|0.0|1.0|3.0|-6.27|24.0|6.0|1.0|4.37|5.37e-07|0.000197|6.85e-06|4.23|0.0|-0.06518|3.38|-1891.811327|530.5|876.0|0.4765|340.43|418.24|0.70322|-1891.738614|-0.1476|2494.0|0.02199999|-1891.790935|6.0|8.2366|8.2366
21_a4|0|0.0|7.535296702|1|1|1.399863887|2.026698554|-0.003068098|-0.014982235|0.042924837|0.019346682|-0.131928225|0.012362563|10.94593332|1|0.012094249|0.030586117|-0.063064908|-0.228430899|1|0.6952936|0.777866961|0.090847781|-0.174578783|0.833191212|0.674434042|0|0.239652988|-28.99048719|10.23237244|63.37635587|0.067853265|-0.028676424|-19.67444009|5.190159022|66.03320922|0.7231676229999999|-1.147056976|47.69702403|2045.488184|472.812128|-581.8208971|-7.377915035|0.276832377|9.956436217|4277.396118|140.4174905|-295.1166014|20.11362507|0.017563978|804.5450027|387.240586|8.908964226|1.0|1.0|1.0|1.0|1.0|3.37|2.92|-5.94|3.7|3.85|39.94|2.32|0.0|0.0|91.59|0.0|2.0|3.0|-3.88|23.0|3.0|0.0|3.23|0.000133|0.0403|6.51e-05|3.36|0.0|-0.02956|3.31|-973.5481197|549.71|916.76|0.2016|240.17|446.0|0.5260600000000001|-973.400097|-0.16632|2.0282|0.020181098|-973.449892|121.0|6.9172|6.9172
12v_a36|0|0.0|7.412764017000001|2|2|1.297043692|0.0|-0.008411281|-0.04314418|0.041767677|0.073329354|-0.487854327|0.00127667|10.96020642|1|0.003077071|0.123026459|-0.1430106119999999|-0.401336708|1|0.8913597320000001|0.828393514|0.024751559|-0.041914045|0.8792981679999999|0.84179881|0|0.334379501|-51.4172081|17.85767346|113.7463918|0.197708661|-0.033118671|-45.52806671|11.74777471|0.462992841|0.6276553979999999|-1.788408258|88.07013157|2846.057239|527.7920397|-1176.51481|-14.33290989|0.372344602|15.71271745|6065.593390999999|244.9490697|-773.9771341000001|34.71221847|0.02867403|1874.459798|679.7230552999999|18.86337805|1.0|0.0|0.0|1.0|0.0|4.82|0.0|-6.69|2.77|1.89|78.43|1.72|1.0|0.0|130.24|0.0|1.0|6.0|-3.95|31.0|5.0|0.0|1.81|0.000113|0.0464|8.499999999999999e-05|2.65|0.0|-0.05219|2.65|-1347.442792|671.56|1150.38|0.4247|319.16|502.83|0.69298|-1347.2000369999998|-0.15185|6.1869|0.03275089|-1347.260743|14.0|7.8539|7.8539
9s_a24|0|0.0|6.605297921|1|1|1.4275963180000002|0.0|-0.003599664|-0.00570386|0.023585859|-0.050919714|-0.190782186|0.006748865|10.96129902|1|0.007695726|-0.0897306019999999|-0.204128966|-0.248704391|3|0.799076569|0.773544454|0.030228027|0.0256742079999999|0.8327425070000001|0.748077475|0|0.483170382|-30.93968263|10.42725806|33.24649431|0.116650168|-0.019465646|-24.51900941|6.474925237000001|0.695462853|0.445160769|-0.953816666|61.19761205|2747.809842|548.5261887|-592.2833757999999|-7.505819207999999|0.554839231|17.24354813|5767.9102490000005|344.5337711|-367.7851412|27.15292246|0.03496522|1330.4932|604.8829955|21.71205366|0.0|1.0|1.0|1.0|1.0|3.43|2.78|-8.11|3.15|4.29|77.21|0.81|1.0|0.0|115.67|0.0|1.0|4.0|-3.36|30.0|4.0|0.0|2.63|0.000434|171.0|8.71e-05|2.11|0.0|-0.03597|1.82|-1270.994965|654.28|1121.42|0.5112|403.51|521.4|0.69475|-1270.738032|-0.10865|4.6141|0.03640642|-1270.796154|32.0|7.4949|7.4949
47l_a18|0|0.0|7.03438793|1|1|1.251176792|0.0|-0.006400878|-0.0603838109999999|0.035308642|-0.0057783619999999|-0.428858819|-0.00046896|10.94702063|0|0.000787517|-0.008768679|-0.103458566|-0.4925232479999999|0|0.7452092359999999|0.7435044540000001|0.00676294|-0.0973326269999999|0.781148177|0.733228144|0|0.2820044969999999|-57.15119372|6.543729374|11.54768766|0.196526687|-0.031456589|-42.43906517|4.654446622|51.44279524|0.796109347|-2.0132216990000003|68.83398609|2852.093627|571.4972966|-1431.971342|-15.91464944|0.203890653|18.46922943|6572.90106|145.02405359999997|-1018.537564|28.10487315|0.012890098|1798.711882|931.8364349|9.168513486|1.0|1.0|0.0|1.0|1.0|4.17|0.0|-9.37|3.69|3.19|85.29|2.94|3.0|1.0|139.63|0.0|1.0|9.0|-5.26|34.0|3.0|0.0|2.72|5.44e-06|0.00247|1.4499999999999998e-05|3.78|0.0|-0.0520399999999999|7.71|-1455.5497369999998|764.74|1334.6|0.5019|387.13|667.5|0.69291|-1455.165122|-0.1314|2.4594|0.02606651|-1455.233431|32.0|7.4949|7.4949
12q_a36|0|0.0|7.412764017000001|2|2|1.29701394|0.0|-0.00761082|-0.043678703|0.042804233|0.068040097|-0.410984299|0.0005016269999999|10.9598352|1|0.0010871589999999|0.1161527719999999|-0.103922055|-0.441747876|1|0.8941919290000001|0.828371596|-0.017640538|-0.074349074|0.8839272779999999|0.8065052890000001|0|0.324924033|-49.18227989|12.00048565|82.68142965|0.17088073|-0.038175515|-44.31949385|7.758093617|0.0|0.768692389|-1.908775752|80.15866795|2786.514757|536.0103834|-1233.988474|-15.95501778|0.231307611|14.69971555|6040.52496|149.536123|-797.7508892000001|32.10617123|0.017949083|1605.308562|629.5017194000001|11.60375275|1.0|0.0|0.0|1.0|0.0|4.74|0.0|-7.18|3.35|2.54|69.2|2.51|1.0|0.0|128.76|0.0|1.0|5.0|-4.44|30.0|4.0|0.0|2.34|3.64e-05|0.0151|2.55e-05|3.31|0.0|-0.05602|3.79|-1692.5102989999998|683.51|1148.35|0.4239|236.72|531.58|0.39919|-1692.3116350000005|-0.1566|4.6718|0.03415678|-1692.370918|6.0|8.2218|8.2218
5b_a49|0|0.0|7.853604813|2|2|1.343848745|2.119588967|-0.007610481|0.006327273|0.034466231|-0.072128552|-0.418576471|0.005836378|10.9297646|1|0.006696215|-0.12209302|-0.13632743|-0.515894968|2|0.6981815290000001|0.7843021|-0.006962617|0.099724518|0.839963111|0.666573331|1|0.615864196|-41.03213895|11.94347454|170.0796998|0.203066756|-0.026008|-26.42668087|7.020013952999999|69.07083505|0.608694741|-1.300400018|59.85065205|2764.188493|468.4133145|-764.3358925|-8.985071494|0.3913052589999999|11.94760614|6225.302624|229.9974239|-449.2535747|25.1139312|0.025332565|1255.69656|612.7019937000001|14.88971719|0.0|1.0|1.0|1.0|1.0|3.34|2.9|-7.24|2.98|2.87|75.94|2.07|1.0|0.0|122.26|0.0|1.0|3.0|-3.3|30.0|4.0|0.0|2.58|0.000496|0.1969999999999999|0.000118|2.08|0.0|-0.04453|3.92|-1292.100239|633.92|1093.32|0.4653|240.03|451.32|0.39241|-1291.873941|-0.1624799999999999|4.3767|0.03937634|-1291.929428|28.0|7.5528|7.5528
3k_a32|1|0.0|7.97831097|0|1|0.609420759|0.0|-0.005745086|-0.001250803|0.0381981979999999|-0.047167919|-0.270019022|0.001221534|10.31100271|3|0.002509816|-0.084055305|-0.050938823|-0.5265375529999999|0|0.816196288|0.779649252|-0.127713677|-0.129124455|0.8306695270000001|0.7681279190000001|1|0.31016741|-40.10830541|6.970844822|80.0971996|0.122251759|-0.029575784|-28.87643819|3.930238317|0.0|0.78057227|-1.271758703|58.16707081|2392.3436100000004|494.8840288|-717.0314235000001|-9.40163104|0.21942773|11.6688363|5259.698672|123.7157466|-404.2701347|21.36272325|0.012327787|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|3.47|3.48|-7.23|7.12|5.78|110.94|2.41|2.0|0.0|105.36|0.0|1.0|3.0|-7.04|25.0|3.0|0.0|4.75|9.16e-08|3.3600000000000004e-05|2.47e-06|4.97|0.0|-0.05321|3.81|-1750.1383649999998|611.65|1022.89|0.3082|350.6|452.36|0.70268|-1749.957584|-0.14667|3.2233|0.02654958|-1750.0122420000002|9.0|8.0605|8.0605
8e_a12|1|0.0|6.803505258|1|1|1.283834633|1.873617728|-0.006350143|-0.049397555|0.037430556|0.0661362779999999|-0.330207456|0.005196034|10.94458094|1|0.005744805|0.112673977|-0.079913108|-0.448676455|1|0.83954453|0.761892879|-0.036433876|-0.051240735|0.815412281|0.797199175|1|0.001151979|-29.79080011|8.884082475|51.38557748|0.060372083|-0.031094185|-28.78776717|5.0872236|0.0|0.7112578709999999|-1.492520871|61.4656313|2548.979738|538.051884|-854.6507103|-10.19566754|0.2887421289999999|11.80358346|5490.975165|165.34017769999997|-489.392042|25.03342862|0.019545275|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|1.0|1.0|4.11|3.01|-7.93|3.34|2.68|55.1|3.05|2.0|0.0|117.04|0.0|1.0|3.0|-4.37|28.0|4.0|0.0|3.12|4.25e-05|0.0156|2.03e-05|3.53|0.0|-0.05739|3.45|-1177.593205|612.59|1048.44|0.2341|236.25|481.04|0.38889|-1177.380602|-0.13599|1.0295|0.02580783|-1177.436953|588.0|6.2306|6.2306
10_a15|0|0.0|0.0|0|0|1.4356889780000002|0.0|-0.006872984|-0.0435725659999999|0.037209302|-0.0869138469999999|-0.384887119|0.001740635|10.95972828|0|0.0034254209999999|-0.132759909|-0.120626133|-0.391156537|2|0.8310685940000001|0.713794823|0.0107135269999999|0.018211609|0.7585998270000001|0.7933685340000001|0|0.640780603|-30.73805622|6.101312009|6.497096666|0.066863055|-0.036384844|-34.36276159|3.550143186|0.0|0.8301726490000001|-1.928396745|65.80736417|2605.82709|542.9602292000001|-1122.067607|-12.31872585|0.169827351|10.08767698|6204.37804|98.81668286|-652.8924702|25.50202895|0.0116026369999999|1351.607534|673.7288405|6.751174337|1.0|1.0|1.0|1.0|1.0|3.58|3.64|-9.82|5.32|6.3|56.27|2.87|2.0|0.0|119.95|0.0|1.0|6.0|-6.22|30.0|4.0|1.0|4.69|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|-0.03581|5.16|-1281.061184|631.2|1136.48|0.1412|277.48|487.16|0.66799|-1280.804272|-0.15377|1.6654|0.02738146|-1280.862627|7.0|8.1549|8.1549
12b_a32|1|0.0|7.765993078999999|0|0|0.609420757|0.0|-0.009432679|-0.055500132|0.0388738739999999|-0.044307211|-0.462201267|-0.003484915|10.31100269|3|-0.001662219|-0.079768013|-0.0852122769999999|-0.584995111|0|0.788133615|0.838021287|-0.0533240309999999|-0.090027803|0.8887585240000001|0.7507116140000001|1|0.2996018789999999|-50.88975159|10.17310723|90.57560878|0.217407|-0.027561517|-38.07076621|6.356098747000001|65.29222164|0.60420609|-1.267829764|76.65746734|2573.006963|488.9595947|-792.1327267000001|-10.75912958|0.39579391|12.42841652|5653.268811|247.2897528|-494.9199607|28.50066715|0.025166975|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|1.0|1.0|3.47|2.9|-7.65|6.49|4.19|140.04|1.1|1.0|0.0|110.47|1.0|1.0|7.0|-5.9|27.0|4.0|1.0|3.59|1.27e-06|0.000505|3.72e-05|3.28|0.0|-0.05173|4.12|-1880.732075|663.89|1109.93|0.2865|347.27|541.49|0.70258|-1880.537231|-0.14803|3208.0|0.0385132|-1880.599158|26.0|7585.0|7585.0
14o_a23|1|-4.758526534|7.423568444|0|0|1.197958066|3.133942289|-0.014680137|-0.301504331|0.046090147|0.135737344|-0.807407518|-0.002390707|10.3132174|2|-0.0004039459999999|0.416392114|-0.0962526|-0.653629157|2|0.598213287|0.802854174|0.000891427|-0.072078004|0.861597051|0.575188253|1|0.328340215|-51.49843925|12.835973699999998|110.3941788|0.0959220569999999|-0.042454824|-47.58321438|9.125801389|0.8929505459999999|0.800301554|-2.165196042|80.64694246|3399.6213840000005|642.7588542000001|-1539.35724|-21.45909668|0.199698446|17.66041891|7967.617129|141.97663490000002|-1094.413931|37.71512766|0.019295686|1923.471511|676.4530574|13.71836682|0.0|0.0|1.0|0.0|1.0|3.55|3.62|-7.95|3.97|6.18|114.25|3.04|2.0|1.0|126.97|0.0|1.0|7.0|-6.89|35.0|8.0|1.0|4.31|1.29e-07|6.38e-05|1e-06|4.76|0.0|-0.08059|5.17|-2042.161288|729.11|1236.72|385.0|335.19|582.89|0.58581|-2041.934645|-0.1517|5.9294|0.02299729|-2042.000938|3.0|8.4815|8.4815
12a_a36|0|0.0|7.412764017000001|2|2|1.297044783|0.0|-0.007471648|-0.0427777779999999|0.040166667|0.078063311|-0.403468978|0.002039107|10.96083376|1|0.003199301|0.134423193|-0.1063550619999999|-0.432975237|1|0.907322874|0.7934042040000001|-0.012112722|-0.119322074|0.846614758|0.855821486|0|0.436020272|-46.76212019|12.03249549|109.9069212|0.179315373|-0.037738352|-39.52572284|7.388485123|5.277117996|0.755315434|-1.886917597|76.09903547|2647.835699|503.9367075|-1158.650972|-14.22926022|0.244684566|12.464492300000002|5710.355735|150.24716030000002|-711.4630111|30.67992313|0.019102103|1533.996157|598.1535763999999|11.72953701|1.0|0.0|0.0|1.0|0.0|4.75|0.0|-6.59|2.72|1.88|69.2|2.02|1.0|0.0|123.75|0.0|1.0|5.0|-3.79|29.0|4.0|0.0|1.86|0.000164|0.0625|0.000101|2.68|0.0|-0.04946|3.16|-1232.916523|653.94|1096.31|0.4435|323.35|481.98|0.67869|-1232.707754|-0.1519299999999999|6.3637|0.03544528|-1232.764108|13.0|7.8861|7.8861
19i_a38|0|0.0|7.412764017000001|2|2|1.297043925|0.0|-0.008447598|-0.115864198|0.043197531|0.08414367|-0.4561702689999999|-0.006877664|10.96052467|1|-0.004358975|0.215263198|-0.098027247|-0.430016467|1|0.653741315|0.836170906|-0.040954326|-0.087904124|0.892249657|0.632625562|0|0.4748744179999999|-51.15830416|13.83587388|137.7658863|0.252841593|-0.040770109|-42.53502816|8.479305267|10.71501217|0.7419238420000001|-2.038505453|82.98550237|2896.470706|457.89548719999993|-1249.2965869999998|-15.31261014|0.258076158|12.04523072|6744.7785650000005|158.161786|-765.6305068|33.67721904|0.022159015|1683.860952|593.6088758|13.5801364|1.0|1.0|1.0|1.0|1.0|4.8|2.88|-7.12|3.55|3.11|81.23|2.78|1.0|0.0|125.65|0.0|1.0|5.0|-4.25|31.0|5.0|0.0|3.04|5.68e-05|0.0238|4.67e-05|2.88|0.0|-0.0564799999999999|3.66|-1431.384243|641.31|1101.03|0.2156|217.36|457.26|0.4342|-1431.181148|-0.14872|6.6636|0.03110827|-1431.239177|13.0|7.9031|7.9031
8a_a50|1|0.0|7.860570786|1|1|1.39826105|2.03117465|-0.00439531|-0.021959577|0.03904321|-0.0224366579999999|-0.188998337|0.007671336|10.94501357|2|0.007801731|-0.038971589|-0.065546446|-0.352654037|1|0.75162266|0.804535572|-0.188882361|-0.095292123|0.8718949979999999|0.7135713840000001|1|0.278028663|-34.88425666|9.480859015|133.8183888|0.139123262|-0.031655181|-20.91041439|4.778811898|0.0|0.751415713|-1.234552044|50.06249379|2206.356773|433.9235497|-622.2739931|-8.042467074|0.248584287|10.69309012|4638.284496|125.2985144|-313.6562159|21.23424244|0.017017336|828.1354551|388.171611|8.577560914|1.0|1.0|0.0|1.0|1.0|3.34|2.01|-6.32|3.63|3.71|59.39|2.02|0.0|0.0|94.75|0.0|1.0|2.0|-3.86|24.0|3.0|0.0|2.87|0.000138|0.0433|7.48e-05|2.95|0.0|-0.0280699999999999|2.69|-1006.637067|548.47|912.7|0.18|220.53|396.63|0.3462199999999999|-1006.508913|-0.17244|3.5509|0.03479985|-1006.557694|47.0|7.3279|7.3279
17e_a50|1|0.0|7.934155233999999|2|2|1.320916122|4.3906140030000005|-0.0020746479999999|0.038322942|0.031870748|-0.011278897|-0.141076059|0.012036705|10.94500663|2|0.012372059|-0.017965698|-0.1949741189999999|-0.229030473|1|0.7596299459999999|0.7409645029999999|-0.1710526319999999|-0.202197068|0.7791604190000001|0.736221185|1|0.4239465089999999|-32.24487658|8.950665784|10.68364489|0.069891795|-0.02665495|-35.33972521|6.227183052000001|86.98647608|0.803671114|-1.67926185|57.93079973|2883.936138|647.0975667|-1168.300905|-12.90180444|0.196328886|16.70124474|6301.28046|136.5904997|-812.8136797000001|23.07468625|0.010255676|1453.705234|904.3172644|7.135108233|0.0|1.0|1.0|1.0|1.0|4.18|4.23|-7.33|4.23|4.68|51.77|2.91|2.0|0.0|138.0|0.0|1.0|6.0|-4.87|33.0|4.0|0.0|4.03|1.34e-05|0.00589|6.58e-06|4.08|0.0|-0.03156|3.8|-1375.268259|757.34|1312.91|0.1809|292.6|602.89|0.6322800000000001|-1374.927998|-0.16649|6.7175|0.02761851|-1374.992422|155.0|6.8097|6.8097
7b_a8|0|0.0|7.535296702|1|1|1.395658671|1.4628217119999998|-0.009659873|-0.038810124|0.040873016|-0.024156447|-0.4829936279999999|0.002074537|10.9465091|1|0.003191529|-0.039357491|-0.021509048|-0.415894017|1|0.710658316|0.7812177770000001|0.048462902|-0.040994467|0.8453887859999999|0.677544268|0|0.282366236|-60.75943432|19.86678613|145.0783004|0.277652387|-0.041332642|-35.90168309|11.89970852|75.93423425|0.753935657|-1.901301524|73.70461365|2776.185773|432.6681725|-1138.832108|-14.82895606|0.246064343|14.76972982|6185.0105140000005|147.3863936|-682.1319788|32.83731114|0.022982731|1510.516312|545.9267515|13.76608164|0.0|0.0|1.0|1.0|1.0|3.49|3.37|-7.65|4.48|3.8|92.93|2.23|2.0|0.0|110.8|0.0|1.0|3.0|-5.25|30.0|5.0|0.0|3.5|5.64e-06|0.00224|1.14e-05|3.61|0.0|-0.06833|5.51|-1330.595067|621.4|1067.73|0.2517|269.85|506.21|0.44725|-1330.392289|-0.13639|9.9463|0.0273745|-1330.448193|13.53|4.8687|4.8687
12ag_a36|0|0.0|7.412764017000001|2|2|1.297044434|0.0|-0.008085448|-0.084341564|0.043848238|0.063109409|-0.436614203|-0.002526241|10.96052849|1|-0.000673716|0.135431487|-0.101303149|-0.445549431|1|0.724208473|0.835013502|0.124298337|-0.0861053359999999|0.8910146309999999|0.698414933|0|0.26896187|-52.02834065|12.70005599|85.84609192|0.253169906|-0.038937089|-43.02381535|8.009946323|0.0|0.758897371|-1.946854457|80.40643223|2773.9654530000003|471.0269757|-1227.884327|-15.48857353|0.2411026289999999|15.13240062|5906.879919|152.06382680000002|-774.4286762999999|32.35969377|0.019328689|1617.984688|595.8790650000001|12.1906363|1.0|0.0|0.0|1.0|0.0|4.72|0.0|-6.86|3.13|2.44|69.2|2.4|1.0|0.0|123.71|0.0|1.0|5.0|-3.89|30.0|5.0|0.0|2.15|0.000129|0.0515|6.96e-05|2.78|0.0|-0.05486|3.41|-1332.151245|658.68|1112.68|0.4286|318.79|507.72|0.69204|-1331.9454449999998|-0.15227|5.4459|0.03415856|-1332.003616|17.0|7.7696|7.7696
15d_a10|0|0.0|7.535296702|2|2|1.343850133|2.147544195|-0.002831383|0.0370874879999999|0.031742919|-0.059217023|-0.184039927|0.010215823|10.92970801|1|0.011249462|-0.092884337|-0.1786649189999999|-0.1945202089999999|2|0.74726683|0.745184875|0.02497303|0.0131101969999999|0.7857977740000001|0.71456262|1|0.565801561|-38.80896881|15.37766538|67.59624856|0.12390229|-0.018829931|-32.06793721|10.36301002|141.0919598|0.471900166|-1.129795872|66.95020436|2967.522813|590.402322|-761.3695352999999|-8.551449923|0.5280998339999999|16.02072769|6511.656447|355.8865234|-513.0869954|26.89020509|0.028735133|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|1.0|1.0|3.71|4.01|-7.82|4.14|3.44|65.3|1.54|1.0|0.0|131.43|0.0|1.0|6.0|-3.78|33.0|6.0|0.0|3.18|0.000167|0.0739|4.1200000000000005e-05|2.75|0.0|-0.05002|2.05|-1431.051425|737.09|1266.87|312.0|221.39|565.91|0.3685|-1430.733658|-0.15916|3.3831|-0.23696253|-1430.795367|69.0|7.1612|7.1612
37_a18|0|0.0|7.03438793|2|2|1.251176176|0.0|-0.005351023|-0.018808538|0.036746032|-0.018268775|-0.385273662|0.002300582|10.94702064|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.44541772|0|0.7100921609999999|0.725028151|0.020848396|-0.020149364|0.761336899|0.699483099|0|0.385121249|-50.09028298|6.653112344|12.63119843|0.168216253|-0.0286221589999999|-40.02719655|4.865006968|60.1335413|0.7648766029999999|-1.946306811|65.15554136|3055.795406|608.2316837999999|-1423.213033|-15.30451633|0.2351233969999999|18.49074823|7035.839448000001|171.9311063|-1040.70711|27.36337253|0.0142451319999999|1860.709332|1056.535856|10.41657856|0.0|1.0|0.0|1.0|1.0|4.31|0.0|-8.82|3.68|3.3|76.5|3.33|2.0|1.0|151.14|0.0|1.0|7.0|-5.68|36.0|3.0|0.0|2.93|2.08e-06|0.000999|3.35e-06|4.36|0.0|-0.04925|8.11|-1532.974371|794.5|1395.35|499.0|385.91|673.45|0.69305|-1532.553949|-0.13194|2.2872|0.02274574|-1532.622404|35.0|7.4559|7.4559
