molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|MATS2c|AATSC1s|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1c|GATS1are|MATS8d|GATS1pe|RASA|FNSA5|FPSA3|PNSA3|RNCS|FNSA4|WNSA5|FNSA1|WNSA3|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
14b_a25|0|0|0|0.0|0|-0.091382738|-0.0166120069999999|0.038137255|0.001683506|0.004725325|-0.012989126|10.93106299|1|1|0.0028569959999999|-0.3691494039999999|0.6524261960000001|0.001715854|0.632638761|0.859628015|-0.084160084|0.016003559|-52.75064158|112.49583529999998|-0.032728922|-40.37825712|0.772789587|-36.53830946|3038.600508|595.4307570000001|-1224.182482|-15.70265555|8.690235527|6760.594953|157.3797801|29.33534086|0.015746299|-377.9013888|1584.108407|760.3735147000001|1.0|1.0|1.0|1.0|3.51|3.21|0.07|4.48|4.79|96.49|1.8|2.0|0.0|130.97|0.0|1.0|6.0|34.0|-6.26|0.0|-5.23|2.49e-06|0.0011099999999999|5.86e-06|0.00261|0.0|0.0|2.23e-10|-0.0584|5.4239|5.61|4069.0|-1444.544749|-1444.505985|304.7|0.3614|228.59|603.27|0.34735|0.64983|-0.16309|2.7037|-0.22149|0.03876374|3.2784|7.6576|7.6576
8f_a8|1|0|0|2.939511291|0|0.024051247|-0.249095464|0.043758865|0.0587545909999999|-0.007796225|-0.08540947|10.94343488|1|1|0.152294451|-0.5373378529999999|0.578166105|0.010682683|0.56916135|0.5968139689999999|-0.1064257719999999|0.013566221|-71.22071405|317.0847898|-0.048375351|-36.18904175|0.90577048|-41.53091131|2622.044457|348.0199311|-1241.2005|-16.44956443|7.504290616|5948.547713|54.94802877|31.14376424|0.009226445|-473.23361|1370.325626|485.8626377000001|0.0|0.0|0.0|2.0|3.14|2.85|0.0|4.69|4.72|80.88|4.11|2.0|0.0|105.27|0.0|1.0|4.0|29.0|-5.98|0.0|-5.0|6.11e-06|0.0023899999999999|1.01e-05|0.00395|0.0|0.0|1.13e-08|-0.0675299999999999|4.7027|7.71|3.4876|-1361.658484|-1361.626748|355.5|0.3188|263.65|477.92|0.55661|0.69925|-0.14532|5.8283|-0.21285|0.03173623|7.8014|4.6428|4.6428
4S4k_a46|0|0|0|0.0|1|-0.050636784|-0.088084767|0.0510113959999999|-0.104665424|0.006550513|-0.1149361969999999|10.94631314|1|1|-0.158788415|-0.3860697829999999|0.78837943|-0.141706595|0.784722915|0.891734458|-0.0860536609999999|0.007749296|-47.49082053|172.7607401|-0.030477338|-24.18078772|0.8679099640000001|-25.17446332|2105.538282|472.7005375|-775.4768155|-8.564028983|5.523352655|4719.2906570000005|70.01975807|18.61456563|0.007182108|-390.0516264|893.4991504000001|519.5743695|1.0|1.0|1.0|1.0|3.8|3.03|0.33|4.26|4.77|50.94|2.84|1.0|0.0|100.96|0.0|1.0|2.0|25.0|-5.46|1.0|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|0.0|2.48e-07|-0.02074|5.2854|4.52|4.0774|-1053.441953|-1053.415665|304.07|0.2623|234.58|487.43|0.5716|0.67893|-0.17396|2.2655|-0.1947|0.02628818|2.5693|6.7055|6.7055
6d_a40|0|0|0|0.0|2|0.12627602|-0.091548968|0.039160494|-0.104206961|-0.005066797|0.086704068|10.30179973|2|2|-0.249967637|-0.624951805|0.6224555620000001|-0.289988439|0.604211552|0.663670372|-0.119563634|0.017359149|-73.59650182|192.5638526|-0.050049893|-48.96216855|0.86005241|-47.09642482|3063.227702|424.7009165|-1377.2170210000002|-20.49579149|6.908972922999999|7436.576348|89.55631|37.23994308|0.01400787|-460.8148719|1601.317552|555.2010623|1.0|0.0|0.0|1.0|3.98|2.84|0.21|4.8|3.63|173.43|2.01|2.0|2.0|120.09|1.0|2.0|5.0|30.0|-6.36|0.0|-5.15|6.18e-08|2.85e-05|7.1e-06|0.00327|1.0|0.0|4.9e-05|-0.09462|2.9559|7.98|2.9559|-2470.82949|-2470.793925|419.45|0.3518|419.45|511.88|0.6624800000000001|0.6624800000000001|-0.11938|7.8884|-214.0|0.03556489|10.9021|8.9208|8.9208
EW7203_a60|0|0|0|0.0|2|0.025672274|0.0075638519999999|0.041767677|-0.092774356|0.003099827|0.03824498|10.31162855|1|1|-0.1696249719999999|-0.458129101|0.80330079|-0.089945913|0.760234689|0.8860751579999999|-0.096226348|0.020156795|-49.19385637|80.48638339|-0.036566012|-40.24477665|0.766837077|-31.81402579|2913.880231|573.0312689|-1182.375337|-15.29301513|8.310125852|6403.777228|150.7881632|30.83771958|0.01793256|-345.1309687|1541.885979|666.0036144999999|1.0|0.0|1.0|2.0|4.75|3.21|0.13|3.87|2.6|117.47|2.17|2.0|0.0|133.97|0.0|1.0|5.0|31.0|-6.35|0.0|-4.82|1.81e-06|0.000768|1.53e-05|0.0065|0.0|0.0|2e-07|-0.06188|5.0166|3.64|3.5192|-1668.025575|-1667.993536|352.3|0.2385|247.15|546.85|0.40883|0.69857|-0.1446599999999999|1.7676|-0.20654|0.03203878|2.5159|8.0334|8.0334
18c_a30|0|0|0|0.0|2|0.12157783|-0.118776867|0.042560386|0.011887112|-0.003436924|0.0119521719999999|10.31163825|1|1|0.0211588229999999|-0.562807327|0.841060094|-0.058608635|0.802578397|0.717052026|-0.1115683|0.019360263|-71.31647561|384.391404|-0.042101245|-50.86775696|0.7859920029999999|-48.15493021|3002.59061|484.1740985|-1506.682341|-19.19537998|7.646050338999999|6685.737642|144.5043388|36.16826708|0.018410634|-386.2200097|1916.918155|713.7769663|1.0|0.0|1.0|2.0|4.85|0.0|0.13|3.04|1.72|124.74|2.06|1.0|0.0|135.37|0.0|1.0|6.0|32.0|-7.05|0.0|-4.3|9.68e-06|0.00427|5e-05|0.0221|0.0|0.0|6.520000000000001e-07|-0.05575|3.4848|4.54|3.4848|-1744.500825|-1744.455795|355.78|0.3879|355.78|543.46|0.69123|0.69123|-0.14225|6.6462|-198.0|0.04503016|8.64|7.9208|7.9208
16i_a32|1|1|1|3.352437091|0|0.175604846|-0.075706124|0.0439583329999999|-0.056414399|-0.003511776|-0.104899053|10.31100265|3|3|-0.098841478|-0.700853898|0.801401734|0.009897928|0.761506727|0.801494708|-0.114771536|0.022335011|-56.03343427|90.08098301|-0.036726892|-49.02383532|0.718964113|-36.62130242|2770.767996|523.8261846|-1200.164351|-15.6876273|6.848009314|6355.471589|183.6742715|33.38593207|0.021112022|-286.2130831|1669.296604|636.0251562999999|1.0|0.0|1.0|2.0|3.75|3.16|0.3|6.25|4.85|149.27|1.34|3.0|0.0|116.75|1.0|1.0|8.0|29.0|-5.93|0.0|-5.09|9.25e-08|3.96e-05|8.18e-06|0.0035|0.0|0.0|4.01e-08|-0.05044|3.6176|4.99|3.6176|-1995.307733|-1995.279632|342.72|0.2857|342.72|573.38|0.70222|0.70222|-0.14976|3353.0|-0.2002|0.02810109|4.0568|8.2596|8.2596
14y_a23|0|1|1|0.0|0|0.0600764409999999|-0.022719307|0.046678487|0.041892637|0.009174505|-0.051539811|10.31321795|2|2|0.07646106|-0.4598871539999999|0.719722236|-0.049318182|0.64069202|0.925252932|-0.080613242|0.018804822|-39.9727336|39.66769923|-0.034303507|-38.54233552|0.78322549|-27.63946733|3096.562257|639.7735629|-1114.8134599999998|-16.40099384|8.213390641|7320.809595999999|149.890474|30.28429949|0.016527|-391.6770747|1423.362076|665.6233736|0.0|0.0|0.0|1.0|3.41|3.49|0.05|4.64|5.32|105.02|3.99|2.0|1.0|130.3|0.0|1.0|5.0|32.0|-5.8|0.0|-6.13|1.7e-07|8.18e-05|7.37e-07|0.000354|0.0|0.0|2.6899999999999996e-09|-0.08374|3.6413|4.73|3.6413|-2549.104894|-2549.091817|340.49|444.0|340.49|585.2|0.61338|0.61338|-0.14942|4.8799|-0.2331599999999999|0.01307741|6.5205|8.4225|8.4225
12m_a30|0|0|0|0.0|2|0.096631895|0.024086432|0.040839506|-0.1305457069999999|0.001371944|0.0488832779999999|10.31162838|1|1|-0.236661357|-0.5409445629999999|0.817497287|-0.0974968869999999|0.770326886|0.783260049|-0.103359773|0.027352277|-57.96147772|133.774348|-0.0405332439999999|-47.58675592|0.773732767|-39.32844052|3058.3084710000003|531.4632661|-1402.648392|-18.66147291|9.025816604|6658.711303|153.52847759999997|35.54574762|0.019500715|-371.4702679|1812.833129|683.7405759|1.0|0.0|1.0|1.0|4.66|0.0|0.13|3.4|2.48|114.67|2.06|2.0|1.0|133.52|0.0|1.0|6.0|32.0|-6.22|0.0|-5.01|1.01e-06|0.000444|9.71e-06|0.00427|0.0|0.0|3.7600000000000003e-07|-57.0|5.0617|3.88|3.5496|-1743.215323|-1743.174906|349.29|255.0|244.95|578.87|0.33392|0.68404|-0.15042|3.6891|-0.20742|0.04041755|5.1279|7.5114|7.5114
18a_a25|0|0|0|0.0|0|-0.151473962|-0.019008377|0.038167849|0.062229409|0.007643634|-0.018419483|10.31286118|1|1|0.106305991|-0.2936794219999999|0.761417363|-0.035531959|0.7291583840000001|0.931628386|-0.078181889|0.0095281269999999|-37.07961488|75.74077952|-0.03097773|-34.36707071|0.817072039|-24.58404782|2857.88027|617.676232|-1088.538099|-13.61714122|7.39539242|6523.923911999999|121.2825364|25.136651|0.011486699|-420.4420243|1332.242503|759.4953883|1.0|1.0|1.0|1.0|3.5|3.43|0.08|5.89|5.72|87.72|2.88|2.0|1.0|133.85|0.0|1.0|6.0|32.0|-5.58|0.0|-5.77|4.65e-07|0.000202|1.71e-06|0.000744|0.0|0.0|1.67e-10|-0.05591|5.4965|4.51|3.1711|-1675.274716|-1675.2501519999998|390.98|0.3234|225.57|556.26|0.2834|0.5274399999999999|-0.15732|3.1313|-0.21323|0.02456497|4.3839|7.0269|7.0269
12be_a36|1|0|0|3.466734143|2|-0.148313814|-0.0419484829999999|0.043854875|0.118420241|0.000482522|-0.08981965|10.95957887|1|1|0.19405344|-0.3825349939999999|0.884226781|0.00734728|0.8350231859999999|0.798015877|-0.108962668|0.033763464|-54.15309606|63.31681179|-0.031937334|-52.44976141|0.5660743979999999|-37.57129686|3039.9167260000004|553.6616295|-1285.166936|-15.37320593|8.773114043|6592.168374|301.05661160000005|39.14335412|0.034632557|-91.68453892|2270.314539|766.4854363|1.0|0.0|1.0|2.0|4.96|0.0|0.21|2.83|1.9|87.66|1.42|1.0|0.0|136.74|0.0|1.0|7.0|33.0|-7.13|0.0|-4.15|7.75e-05|0.0342|7.13e-05|0.0315|1.0|0.0|1.6100000000000005e-07|-0.0518799999999999|5.2184|2.68|3.3487|-1462.0007349999998|-1461.968283|370.25|0.7034|237.59|594.44|0.40844|0.70465|-0.13781|7.7861|-0.18969|0.03245204|10.3044|7.3565|7.3565
25c_a34|0|0|0|0.0|2|0.024837617|-0.047513652|0.037424242|-0.16034464|-0.002827527|-0.056443595|10.95957635|1|1|-0.250299211|-0.5404076879999999|0.809687672|-0.072907053|0.760055383|0.683231623|-0.113392997|0.043815478|-59.0359041|183.6812574|-0.031498055|-50.44285726|0.537428437|-39.37521522|2884.104654|455.6954382|-1134.447012|-14.01190479|7.484891117|6306.980593|308.52165519999994|39.09037289|0.037538004|-49.9273377|2110.880136|648.0187526000001|0.0|1.0|1.0|1.0|3.64|3.17|0.32|2.18|1.98|90.74|1.0|1.0|0.0|116.0|0.0|2.0|6.0|31.0|-7.95|0.0|-3.28|0.00156|659.0|0.000523|0.22|0.0|0.0|1.97e-06|-0.03272|4.2095|4.32|4.2095|-1426.704645|-1426.666471|294.54|0.2239999999999999|294.54|561.29|0.69247|0.69247|-0.17424|7.12|-0.2069599999999999|0.03817361|9.8087|5.7496|5.7496
16e_a32|1|1|1|3.343660084|0|0.180914799|-0.06951854|0.040982906|-0.04474426|-0.0048042729999999|-0.070351839|10.31100268|3|3|-0.079817994|-0.698621582|0.804503712|-0.022651598|0.7619492790000001|0.7903051590000001|-0.117338144|0.024145309|-55.957388|105.4021155|-0.037448344|-48.41036206|0.702226562|-35.94239328|2710.157931|507.6266039|-1130.524639|-15.45011555|6.573687662|6142.277629|191.2650034|34.2534974|0.023323257|-259.78720209999994|1609.914378|573.3529948|1.0|0.0|1.0|2.0|3.64|3.36|0.26|6.03|4.6|149.27|1.12|3.0|0.0|111.95|1.0|1.0|8.0|28.0|-6.15|0.0|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|0.0074099999999999|0.0|0.0|4.18e-08|-0.0505899999999999|3.6214|4.59|3.6214|-1955.993572|-1955.965644|342.37|0.2858|342.37|552.79|0.7022|0.7022|-0.14991|3.2372|-0.2005|0.02792775|3.9389|8.1367|8.1367
3_a27|0|0|0|0.0|0|0.124551908|-0.096132106|0.040512821|-0.172132163|0.009082086|0.042659548|10.93782973|1|1|-0.296039263|-0.479874452|0.640545265|0.038685745|0.610158103|0.862115922|-0.086153958|0.019234305|-31.82136336|10.71226495|-0.032307734|-23.10213938|0.733853752|-16.47810502|2294.213272|446.4308003|-669.1985248999999|-8.663302268999999|6.457886343999999|4960.583812|137.8189165|22.79740761|0.018747239|-242.1936891|911.8963045|401.7540197|1.0|0.0|0.0|0.0|3.03|3.11|0.05|2.8|2.94|65.6|2.18|0.0|0.0|97.71|0.0|2.0|3.0|25.0|-6.41|1.0|-3.99|0.0002|0.0658|0.000103|0.0339|0.0|0.0|1.29e-06|-0.05512|5.5045|4.92|3962.0|-1081.905135|-1081.88481|312.93|0.2305|225.24|425.72|0.34864|0.6734600000000001|-0.16457|2.7811|-0.21969|0.02032437|4.1551|8.3979|8.3979
19h_a38|1|0|0|3.2723542610000003|2|-0.088176988|-0.082283951|0.042622739|0.14165187|-0.002526241|-0.043452674|10.96083376|1|1|0.303981987|-0.420225236|0.724208473|-0.121374121|0.698414933|0.7746288020000001|-0.109986804|0.021234963|-48.43313101|136.81322659999998|-0.03959525|-38.17354026|0.75379331|-28.533396600000003|2774.611523|456.3568442|-1166.336902|-13.74247449|6.820483788|6253.901215|145.047677|30.94580137|0.020207411|-299.0343596|1547.290068|595.8790650000001|1.0|1.0|1.0|3.0|4.8|2.43|0.14|3.13|2.55|81.23|2.4|1.0|0.0|125.69|0.0|1.0|5.0|30.0|-6.77|0.0|-4.17|7.209999999999999e-05|29.0|6.77e-05|0.0272|0.0|0.0|1.4e-07|-0.05708|3.7384|3.41|3.5358|-1332.187847|-1332.1538779999998|350.65|0.2355|331.65|452.01|0.68472|0.69012|-0.1467099999999999|6.9749|-0.20379|0.03396934|9.0777|8.0348|8.0348
25_a47|0|1|1|0.0|0|0.037667531|-0.1084905069999999|0.043695652|-0.055724653|-0.003963349|-0.035030495|10.94972207|1|1|-0.120903298|-0.545763902|0.6553889970000001|0.004104478|0.622598899|0.786958319|-0.08797211|0.020224271|-44.52300552|11.20142696|-0.031278972|-32.42203672|0.6238742279999999|-27.0291331|2704.5905190000003|477.748546|-854.5011131000001|-11.52783528|6.951055196|6236.813862|228.3393366|30.43708613|0.029261935|-150.4037281|1369.668876|513.2159236|0.0|1.0|0.0|2.0|3.26|3.27|0.1|3.29|4.95|84.73|3.08|2.0|0.0|109.7|0.0|1.0|5.0|29.0|-6.3|0.0|-4.82|1.01e-05|0.00417|1.52e-05|0.00626|0.0|0.0|9.79e-09|-0.06331|4.8002|4.78|3.9878|-1735.414386|-1735.385814|310.91|287.0|258.29|491.7|0.53663|0.68761|-0.16588|3.8832|-0.22919|0.0285712999999999|5.1625|7.8|7.8
47i_a18|0|0|0|0.0|1|0.053794607|-0.066917145|0.037484277|-0.037689885|-0.000919158|0.073977454|10.94702091|0|0|-0.057689282|-0.499939719|0.742536498|-0.068524374|0.727767462|0.8030751740000001|-0.089609068|0.009745543|-54.34379065|72.81110823|-0.035256027|-43.46880696|0.8608685909999999|-37.84973202|2795.907966|559.3312455|-1497.876758|-17.10248143|9.573882864|6353.6617320000005|96.90318745|28.52393145|0.009393984|-502.6804099|1739.959818|855.7438937000001|1.0|1.0|1.0|3.0|4.05|0.0|0.22|3.28|2.8|85.29|2.74|3.0|1.0|134.83|0.0|1.0|8.0|33.0|-6.36|0.0|-4.78|6.58e-06|0.0029|1.67e-05|0.00735|0.0|0.0|1.04e-09|-0.05062|3.2321|7.37|3.2321|-1416.260696|-1416.233978|383.61|0.5085|383.61|664.78|0.69175|0.69175|-0.13237|2.7749|-0.18299|0.02671774|3.5235|7.7212|7.7212
47a_a18|0|0|0|0.0|1|0.018016478|-0.18843247|0.033641026|0.043161338|-0.005483379|-0.025401815|10.35082811|0|0|0.066507683|-0.369841706|0.842412605|0.089156939|0.792293789|0.778790861|-0.099310031|0.014124484|-67.93456546|100.7293848|-0.036234741|-66.76209701|0.7936193709999999|-55.70051708|3612.105567|638.5417107999999|-2198.494121|-24.3591435|10.20255289|8405.670404|169.2144153|37.435301|0.014835962|-481.4854016|2770.212274|1225.939287|1.0|1.0|1.0|3.0|4.97|0.0|0.28|0.48|3.35|123.06|1.85|3.0|1.0|158.24|1.0|1.0|12.0|39.0|-6.49|0.0|-5.58|1.8100000000000002e-07|9.9e-05|2.62e-06|0.00143|0.0|1.0|5.4e-09|-0.05191|3.1947|8.82|3.1947|-2098.807018|-2098.773074|388.09|0.6094|388.09|813.01|0.69508|0.69508|-131.0|2.6271|-0.18291|0.0339441|3.0133|9.0|9.0
12n_a36|1|0|0|3.400581499|2|0.039596635|-0.350034917|0.0438779959999999|0.027627601|-0.006862238|-0.035989956|10.31810354|1|1|0.048110172|-0.5181211520000001|0.8183043390000001|-0.000421339|0.750657639|0.720111143|-0.115872034|0.0211044289999999|-60.42525197|67.52548352|-0.039955874|-53.08197085|0.741751453|-40.89805687|3482.18259|487.397992|-1568.530003|-18.30412788|6.863551112000001|7657.057548000001|174.79221719999998|36.45914091|0.021232665|-327.25274110000004|2114.630173|805.2286932|0.0|0.0|1.0|3.0|5.03|0.0|0.17|1.28|2.15|123.75|0.84|1.0|0.0|142.02|0.0|1.0|7.0|34.0|-8.03|0.0|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|0.0|0.0|1.36e-07|-0.05056|5.3573|6.24|3.6382|-1876.201464|-1876.168847|340.78|0.3921|231.43|566.87|0.32172|0.7046600000000001|-0.14928|10.8395|-0.19984|0.03261661|14.3562|7.8239|7.8239
9b_a31|1|0|0|3.338934004|1|0.010411229|-0.070525429|0.03995614|-0.045938305|-0.0050444109999999|0.014628521|10.31169871|2|2|-0.075191042|-0.554573699|0.811212624|-0.154083843|0.77051712|0.669120552|-0.131125311|0.034595809|-63.73317225|152.8702381|-0.039058603|-49.30281875|0.689175183|-39.08032306|2534.356888|410.2957125|-1125.659849|-14.68594601|8.097516252|5524.468603|190.5935925|34.75199071|0.025089192|-231.99935|1633.343563|524.0230338|1.0|1.0|1.0|2.0|3.58|2.76|0.32|5.26|3.5|117.37|0.86|1.0|0.0|103.36|0.0|1.0|7.0|27.0|-6.77|0.0|-3.86|1.76e-05|0.00675|0.000137|0.0527|0.0|0.0|1.44e-07|-0.0422899999999999|5.5119|4.69|3.8435|-1578.839267|-1578.801576|322.58|0.2732|224.94|562.68|0.41622|0.70102|-0.15907|5.2851|-0.2013599999999999|0.03769117|6.8028|7.2007|7.2007
19j_a38|1|0|0|3.235947106|2|-0.089207643|-0.04575843|0.04391253|0.105682345|-0.004442319|0.003554228|10.95429182|1|1|0.23209815|-0.42133715|0.7163622890000001|-0.060360554|0.6885713729999999|0.8071763829999999|-0.108006563|0.0250587|-57.80349365|131.29876370000002|-0.038119963|-50.60340201|0.714369845|-39.565701700000005|2969.234865|552.5012068|-1330.722303|-17.86002424|7.506210369|6704.612831|195.5099392|36.5253298|0.023555355|-293.4664598|1862.79182|640.025745|1.0|0.0|1.0|3.0|4.81|2.34|0.13|3.17|2.42|105.02|1.76|1.0|0.0|130.41|0.0|1.0|5.0|32.0|-7.13|0.0|-4.12|4.46e-05|19.0|7.55e-05|0.0322|0.0|0.0|1.2099999999999998e-07|-0.06447|6.0361|3.23|3.6886|-1424.426858|-1424.390074|336.13|354.0|205.41|533.97|0.30419|0.69435|-0.15182|10.8124|-0.21629|0.03678378|14.4895|8.1146|8.1146
8b_a8|1|0|0|3.191799887|1|-0.023718767|-0.182065125|0.040054466|0.019958073|-0.0055544409999999|-0.0422693659999999|10.94650923|1|1|0.031896755|-0.5058761820000001|0.758899977|-0.0527918259999999|0.726912742|0.558354653|-0.11627069|0.032440348|-79.74587194|172.84152849999998|-0.047457424|-43.64473805|0.781454722|-48.85837649|2863.095568|342.0904577|-1424.7250689999998|-17.8141788|7.507665421|6471.7604200000005|133.8974321|37.20755791|0.022425382|-344.8810688|1823.170337|589.263087|0.0|0.0|1.0|2.0|3.52|2.93|0.09|3.65|3.03|112.23|2.12|1.0|0.0|114.18|0.0|1.0|4.0|31.0|-6.87|0.0|-4.43|1.6899999999999997e-05|7.0|3.69e-05|0.0153|0.0|0.0|7.33e-08|-0.06114|4.5819|6.41|3.2992|-1407.0843|-1407.052256|375.8|0.2618|270.59|488.56|0.57234|0.70195|-0.13807|5.8389|-0.19921|0.03204403|7.4497|5.2941|5.2941
13g_a6|1|0|0|3.457632039|0|-0.0961994219999999|0.004767264|0.043020833|0.03536788|-0.002407131|0.073394284|10.95053423|1|1|0.061423911|-0.46487852|0.836982172|-0.144664763|0.789769968|0.871972049|-0.091949419|0.017637229|-51.67543048|68.57626488|-0.0323525729999999|-44.57717132|0.7357333540000001|-35.98038956|2929.039254|607.1336751|-1216.422234|-15.68456028|7.968172425|6332.20768|184.0026638|30.61752948|0.017929016|-328.2712049|1653.346592|744.1359788|1.0|1.0|1.0|2.0|3.61|2.34|0.12|5.41|4.79|103.17|1.13|2.0|0.0|128.63|0.0|0.0|6.0|33.0|-6.31|0.0|-5.06|2.77e-06|0.0012|8.8e-06|0.0038|0.0|0.0|2.67e-11|-0.07536|5.9869|3.83|3.2472|-1386.611265|-1386.573241|381.82|0.8442|207.09|592.49|0.38325|0.7034100000000001|-0.1327|10.1708|-0.20806|0.03802398|13.3225|6.9245|6.9245
3b_a32|1|1|1|3.3653429710000005|0|0.046791596|-0.064476472|0.042528736|-0.0411430079999999|-0.001282231|-0.1113575119999999|10.31100281|3|3|-0.078754696|-0.536470812|0.833920105|0.167519182|0.7725667079999999|0.8407393809999999|-0.100355499|0.014636992|-35.8437493|74.63320519|-0.033451833|-24.14971513|0.764128338|-17.58323784|2092.213643|412.4267349|-541.5259561|-8.049905042|5.765940603|4448.251276|115.707414|21.47528975|0.0154889019999999|-259.1375886|708.6845618|323.0421997|1.0|1.0|1.0|1.0|3.11|2.57|0.13|6.25|4.43|110.94|1.45|1.0|0.0|88.24|0.0|1.0|2.0|21.0|-5.57|0.0|-4.65|1.86e-06|0.0005809999999999|2.23e-05|0.00697|0.0|0.0|3.19e-07|-0.05396|3.5545|2.45|3.5545|-1594.121087|-1594.095192|348.81|0.2905|348.81|396.83|0.70257|0.70257|-0.1474099999999999|3.5719|-0.20137|0.02589511|5.7777|8.2366|8.2366
18d_a30|0|0|0|0.0|2|0.041146136|-0.064217094|0.040899471|-0.071608958|0.001139238|-0.053728319|10.31163881|1|1|-0.159104532|-0.4624430539999999|0.669561738|-0.149451598|0.64876559|0.803280262|-0.103191184|0.017843227|-49.44608411|78.23108693|-0.037906966|-41.33339749|0.783284395|-31.29400567|2848.574353|508.389239|-1175.558798|-15.18369704|7.063141946|6367.958933|137.15746130000002|30.62871675|0.016577694|-358.5765637|1500.807121|618.6004214|1.0|0.0|1.0|1.0|4.75|0.0|0.14|4.25|3.18|81.65|3.2|2.0|0.0|127.24|0.0|1.0|5.0|30.0|-6.02|0.0|-5.01|4.12e-06|0.00171|9.71e-06|0.00405|0.0|0.0|1.26e-07|-0.05506|5.0125|4.07|3.4682|-1675.020297|-1674.987709|357.49|0.3856|247.35|508.7|0.4325|0.69017|-0.14167|5.0115|-0.19673|0.03258724|6.2946|7.6737|7.6737
47n_a18|0|0|0|0.0|1|0.0487694459999999|-0.057061805|0.032169312|0.017491759|0.000271488|-0.003276575|10.94702025|0|0|0.026244774|-0.529441732|0.722991132|-0.083719099|0.711628292|0.792429396|-0.091185806|0.0106152389999999|-65.43887366|61.29571241|-0.031974244|-62.09468789|0.783921929|-54.00070374|3349.802294|653.9193397999999|-2031.676741|-21.77346199|10.43689152|7909.580851999999|178.30942439999998|33.65821422|0.01357247|-468.58948260000005|2591.682495|1306.125688|1.0|1.0|1.0|3.0|4.69|0.0|0.31|3.67|3.31|105.6|2.72|3.0|1.0|162.18|1.0|1.0|13.0|40.0|-6.68|0.0|-5.24|9.48e-07|0.000511|5.7e-06|0.00308|0.0|1.0|1.7500000000000002e-10|-0.0525299999999999|3.2028|9.78|3.2028|-1743.3283440000002|-1743.299948|387.11|0.5056|387.11|799.02|0.6914600000000001|0.6914600000000001|-0.13138|2.4754|-0.18391|0.02839695|3.3568|7.1938|7.1938
47g_a18|0|0|0|0.0|1|-0.005500039|-0.034211867|0.031179487|-0.048472184|0.0036509859999999|0.033759227|10.94702253|0|0|-0.071877686|-0.4138670829999999|0.765824398|-0.014370598|0.745431271|0.834424154|-0.08547236|0.013404131|-55.35188184|111.5517627|-0.029212072|-61.55384106|0.731870777|-46.97287277|3367.0578530000003|708.1114197|-1958.412588|-21.03738872|10.33698377|7870.887027|227.5405903|33.87214455|0.016259076|-393.5416883|2675.8994190000003|1347.416568|1.0|1.0|1.0|2.0|4.87|0.0|0.34|3.22|3.6|88.97|2.79|3.0|2.0|164.47|1.0|1.0|13.0|40.0|-6.4|0.0|-5.52|7.76e-07|0.000421|3.01e-06|0.00163|1.0|1.0|6.04e-10|-0.04413|3.0965|8.13|3.0965|-1743.375845|-1743.346243|400.4|0.5955|400.4|874.26|0.69828|0.69828|-0.12789|4966.0|-0.17202|0.02960182|5.9864|8.0458|8.0458
