molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SaasN|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|GATS1are|MATS8s|MATS8d|nFaHRing|PBF|PNSA5|PPSA3|FNSA4|WNSA5|RPCS|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|CYP2C9 inhibitor|P-gp substrate|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
7_a47|0.0|0|0|0.0|0|0.0|-0.008206422|0.0|2|0.04030303|-0.128433676|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.085507035|0|0|-0.00794321|-0.021071408|-0.04311702|0.6995252890000001|-0.04402021|-0.124285418|1|0.427432212|-54.113260200000006|5.027768049|-0.036250645|-30.51603217|0.0|0.816979353|61.47335819|-20.44278719|50.85512286|0.405265781|477.8297898|-919.9254234|-11.52827882|0.1830206469999999|0.681423344|5958.904826|103.2106353|-518.7725468|25.02240371|0.0130514639999999|0.0|1.0|3.14|0.09|22.0|58.04|3.69|0.0|111.28|1.0|-6.47|28.0|4.0|-4.8|393.84|4.89|-6.06|3.41e-07|0.000134|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|3.7203|5.08|3.7203|-1647.996662|-1647.963177|604.84|1043.33|333.26|0.2144|333.26|0.69314|-1647.7863539999998|0.2144|-0.1544|-0.2073699999999999|0.03348545|4.4255|25.0|7.6
17_a47|0.0|1|1|0.0|0|0.0|-0.003764469|4.59511985|3|0.031802469|-0.105849578|1.699575434|-0.2032813319999999|0.0042378929999999|0.075303828|1|1|0.004477366|-0.0184347939999999|-0.031505291|0.8007970640000001|-0.034891905|-0.010871607|1|0.522140199|-50.62550618|7.87914003|-0.02987808|-30.88080199|0.0|0.7457517659999999|60.33408274|-18.22518223|51.70735256|0.46147021|519.8795281|-911.2591113|-11.11708872|0.2542482339999999|0.8569074879999999|5854.9736840000005|155.087622|-555.8544359|24.43867122|0.0159160889999999|0.0|1.0|2.39|0.08|27.0|79.38|2.26|0.0|119.83|0.0|-5.4|30.0|4.0|-5.83|392.46|3.85|-5.21|3.98e-06|0.00156|0.0|7.96e-11|3.12e-08|-0.04873|4.2784|3.07|4.2784|-1254.985125|-1254.943823|656.78|1127.7|289.79|0.4308|289.79|0.6844100000000001|-1254.737546|0.4308|-0.17606|-0.22479|0.04130125|5.6949|5.0|8.3
3c_a12|0.0|0|0|0.0|0|0.0|-0.009252756|4.59511985|2|0.039605735|-0.14679559|0.0|-0.379362977|-0.003879878|-0.008931246|1|1|-0.001825446|-0.116098308|-0.211367878|0.923855679|-0.0461654159999999|-0.10295082|0|0.242114395|-50.25579322|6.688634392000001|-0.033980537|-25.42738988|0.0|0.7055242159999999|61.16334136|-17.19277136|42.97583906|0.427357986|426.9566009|-653.3253118|-8.698843907999999|0.2944757839999999|0.746291708|4629.005722|148.9927848|-330.5560685|24.36878988|0.02155815|1.0|0.0|2.78|0.12|17.0|78.41|1.82|0.0|98.16|1.0|-4.22|23.0|4.0|-6.18|319.38|2.76|-4.0|6.06e-05|0.0194|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|2.56|3.5862|-1327.498519|-1327.471862|544.65|894.36|345.72|0.4687|311.14|0.68067|-1327.351991|0.1193|-0.14572|-0.22035|0.02665687|2.3061|0.02|7699.0
6g_a40|0.0|0|0|0.0|1|1.628664494|-0.022381557|6.401917197|0|0.039863946|-0.120745388|0.607999575|-1.09669629|-0.019683422|0.07194868|2|2|-0.018182514|0.0312035079999999|0.05728593|0.8316888240000001|0.075283207|-0.340429901|1|0.400587529|-101.5916383|11.53799852|-0.059045173|-66.03405036|47.36081569|0.824204189|114.7475987|-38.37906336|118.7493383|0.425569146|393.4722933000001|-1727.0578510000005|-24.9461968|0.175795811|0.740853565|7822.892656|114.2663866|-1122.578856|46.56499428|0.020240097|1.0|0.0|2.28|0.21|14.0|213.89|0.59|2.0|124.18|3.0|-7.22|31.0|7.0|-7.02|474.53|2.37|-4.71|6.049999999999999e-08|2.87e-05|1.0|0.0013599999999999|0.6459999999999999|-0.08622|3.3197|7.38|2.8135|-2522.023752|-2521.990118|669.8|1144.59|440.68|0.4971|373.48|0.5794199999999999|-2521.8114530000003|0.1307|-0.11857|-0.20479|0.03363483|8.9454|47.0|7.3279
12a_a32|0.0|1|1|0.0|0|0.0|-0.009460484|5.733341277|0|0.036711712|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|-0.031249617|3|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|0.788133615|-0.018578911|-0.125149165|1|0.288267255|-68.06885478|10.31184223|-0.0308471429999999|-42.44899997|62.28768050000001|0.667706375|81.41372467|-19.23685026|63.52154605|0.456641145|491.8493928|-884.8951120999999|-11.99645651|0.332293625|0.840404348|5656.0082|207.2244662|-551.8369996|28.81034388|0.021399091|1.0|1.0|2.85|0.26|19.0|140.04|1.1|0.0|110.47|1.0|-6.01|27.0|4.0|-6.32|397.52|3.6|-4.5|9.78e-07|0.000389|0.0|2.23e-08|8.86e-06|-0.05222|3576.0|4.63|3576.0|-1880.771042|-1880.734215|667.68|1114.3|346.71|0.2908|346.71|0.7025600000000001|-1880.539078|0.2908|-0.14827|-0.20049|0.03682626|4.2371|25.0|7.6021
14p_a23|0.0|1|1|0.0|2|3.3252287430000003|-0.005975594|5.351858133|2|0.045165485|0.041987653|0.733042138|-0.310730878|0.009895793|-0.060144819|2|2|0.009266617|-0.0686282459999999|-0.131709531|0.708395022|0.099883916|-0.090287278|1|0.223758613|-54.50240143|14.91710363|-0.033660197|-36.77082544|84.65359899|0.751638299|67.36602512|-22.70933393|57.44364296|0.464933687|623.0226425|-1090.0480289999998|-15.32117727|0.248361701|0.868927227|6696.264498|167.5607773|-735.4165088|30.21311441|0.0190667019999999|1.0|1.0|3.28|0.04|26.0|128.81|2.39|1.0|125.0|1.0|-5.68|32.0|5.0|-6.62|436.49|3.25|-4.9|2.09e-06|0.0009109999999999|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|-1722.181612|-1722.152257|699.61|1191.08|346.79|0.3802|346.79|0.6816|-1721.933314|0.3802|-0.14774|-0.2382|0.02935511|9986.0|3.0|8.5302
17b_a6|0.0|0|0|0.0|0|0.0|-0.01272079|5.351858133|1|0.042739018|0.139594234|0.0|-0.6869226490000001|-0.00460563|-0.0385646|1|1|-0.00194781|-0.10896749|-0.180339002|0.850080948|0.002947625|-0.138423611|0|0.318652397|-71.65078895|20.48861696|-0.041494349|-47.0150166|557.7093661|0.7706671740000001|84.71888279|-27.2272998|83.12058064|0.4548818979999999|494.7179214|-1361.36499|-17.86570631|0.229332826|0.834464855|5985.963521|150.48105900000002|-893.2853154999999|35.32951798|0.019915748|1.0|1.0|2.89|0.12|23.0|95.85|1.7|0.0|116.79|1.0|-5.81|31.0|5.0|-5.89|409.44|3.6|-5.17|1.56e-06|0.000637|0.0|9.77e-10|4e-07|-0.05736|3.5444|4.04|2.9964|-1350.102764|-1350.078181|690.98|1168.62|413.78|0.3949|349.8|0.7016100000000001|-1349.830814|0.0033|-0.12545|-0.18281|0.02458322|7.3188|153.0|6.8153
7s_a46|0.0|0|0|0.218897825|1|2.117265684|-0.005351046|5.533389489|1|0.044509804|-0.210750635|0.0|-0.240797051|0.0060802|-0.005405515|1|1|0.005577925|0.012197837|0.018964141|0.778692012|-0.036284605|-0.030371026|0|0.249893305|-41.72189594|4.458665639|-0.031623562|-20.9694955|0.0|0.8198874559999999|47.36217237|-15.894055599999998|53.07188519|0.433822088|431.6285339|-667.5503351|-7.988379237|0.1801125439999999|0.7662292690000001|4245.390306|90.5248694|-335.5119279|19.38565529|0.01122216|0.0|1.0|2.33|0.26|17.0|50.94|2.39|0.0|91.19|1.0|-4.07|23.0|3.0|-5.81|305.37|3.12|-4.24|8.590000000000001e-05|0.0262|0.0|8.39e-07|0.000256|-0.02024|5.2972|3.54|4293.0|-974.8067569|-974.7707066|539.99|916.7|288.81|0.4164|234.06|0.69976|-974.615216|0.1186|-0.17923|-0.19947|0.036050328|3.6655|1985.0|5.7022
3d_a32|0.0|1|1|0.0|0|0.0|-0.006420365|5.733341277|0|0.041161616|-0.0620110029999999|2.230648962|-0.269655316|0.000655875|-0.113314811|3|3|0.002004382|-0.076494363|-0.1395294259999999|0.8315372|-0.069007775|-0.100251236|1|0.2214902789999999|-50.45435743|7.807299836|-0.02867299|-27.31750365|0.0|0.720540286|59.15151032|-15.52441767|45.000975700000005|0.427813496|483.4133562|-605.4522892000001|-8.405385739|0.2794597139999999|0.747681906|4752.534658|151.30787800000002|-327.8100438|21.54552351|0.0160633|1.0|1.0|3.11|0.24|19.0|110.94|1.94|0.0|97.86|1.0|-6.55|23.0|3.0|-5.18|340.47|4.32|-5.13|2.81e-07|9.58e-05|0.0|5.13e-08|1.75e-05|-0.05482|3.5105|3.42|3.5105|-1672.758552|-1672.733979|569.29|959.11|353.18|0.5031|353.18|0.7035100000000001|-1672.585902|0.5031|-0.14189|-0.19671|0.02457348|5.1728|8.0|8.0915
10_a3|0.0|0|0|0.0|0|0.0|-0.010609861|4.727387819|3|0.034166667|0.017396832|1.684975382|-0.381954986|-0.008037672|0.018484177|1|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|0.8947911009999999|-0.140523767|0.078405316|1|0.518341632|-45.8148076|6.768239856|-0.0359752729999999|-21.21655855|80.37219813|0.7066293240000001|56.68388955|-16.65993003|53.41368558|0.41220272|346.1193167|-549.7776912|-7.715112198|0.293370676|0.701266803|4600.496436|135.8581743|-254.5987025|23.57661855|0.023470578|0.0|1.0|1.78|0.0|21.0|105.82|1.2|0.0|88.28|1.0|-4.3|22.0|4.0|-6.44|305.36|2.52|-3.84|5.07e-05|0.0155|0.0|3.06e-07|9.35e-05|-0.06238|5375.0|1.64|3.4217|-1288.190838|-1288.150029|498.67|830.63|362.35|0.2124|230.67|0.68995|-1288.050987|0.0463|-0.15011|-0.21249|0.04080931|9.3381|7943.0|5.1
17d_a50|0.0|1|1|0.0|2|4.380250483|-0.002166617|6.042632834|1|0.031990741|0.006071856|2.234730384|-0.140830095|0.012079|-0.136180713|2|2|0.01245647|-0.200725906|-0.323333765|0.754575205|-0.1921395789999999|-0.2177003589999999|1|0.8020670809999999|-48.40178147|10.55016861|-0.025589979|-33.56790124|86.38197811|0.75405703|57.5414543|-17.74731987|41.18485076|0.445708152|644.9008302|-1064.839192|-12.30823045|0.24594297|0.8041037459999999|6281.764548|170.5678813|-738.4938272999999|23.53577933|0.013178555|1.0|1.0|3.68|0.35|20.0|51.77|2.71|0.0|133.19|1.0|-4.5|32.0|4.0|-6.25|424.54|3.68|-4.88|3.17e-05|0.0135|0.0|8.55e-08|3.63e-05|-0.03251|4.0506|3.41|4.0506|-1335.989008|-1335.962757|727.15|1263.22|306.09|0.1819|306.09|0.66103|-1335.649722|0.1819|-0.16716|-0.19967|0.02625058|7.9942|74.0|7.1308
8_a10|0.0|0|0|0.0|1|2.071128354|-0.00560152|5.4161004020000005|2|0.035828092|-0.000315856|1.546251312|-0.296880569|0.0087730469999999|-0.15615298|1|1|0.009056935|-0.082893697|-0.132343104|0.6357042860000001|-0.015871527|-0.167376069|1|0.597912185|-47.16908772|8.619652859|-0.029917593|-25.80127401|9.35593124|0.722649449|56.7864899|-16.36478554|41.25082928|0.431797417|478.5356341|-801.8744912000001|-8.951462413|0.277350551|0.7599356820000001|6289.86818|151.7094758|-438.6216583|22.64553798|0.017582236|1.0|1.0|3.27|0.22|21.0|69.9|2.46|0.0|111.36|1.0|-4.52|29.0|5.0|-6.25|384.43|3.55|-4.62|3.05e-05|0.0117|0.0|2.49e-08|9.59e-06|-0.0623299999999999|4.6964|4.58|3684.0|-1257.84172|-1257.819281|594.63|1047.58|336.55|0.1596|264.0|0.68815|-1257.59269|0.0916|-0.15556|-0.21789|0.02243902|1.5482|526.0|6279.0
13m_a6|0.0|0|0|0.0|0|0.0|-0.010840005|4.727387819|2|0.0446875|0.021526267|1.617900191|-0.628720289|-0.0093684169999999|0.054340057|1|1|-0.00687003|-0.068956229|-0.118693789|0.870730542|0.156982046|-0.031564227|1|0.429009107|-75.05944278|12.95736535|-0.0378750189999999|-52.33806464|95.67846949|0.7362989999999999|89.65257305|-26.40980394|81.92876874|0.48094941|498.9881336|-1426.129413|-18.41524497|0.263701|0.926594475|6412.592679|183.8755989|-994.4232282|35.8683143|0.020928405|1.0|1.0|2.18|0.08|27.0|122.47|0.81|0.0|127.2|1.0|-4.64|33.0|5.0|-7.23|435.48|2.67|-4.28|2.27e-05|0.00987|0.0|2.1499999999999998e-10|9.35e-08|-0.07137|3.9127|4.27|3.3359|-1423.762467|-1423.712909|726.28|1231.54|371.67|275.0|316.88|0.64753|-1423.448957|0.1924|-0.13817|-0.20954|0.04955777|6.5243|0.01|8.0
19l_a38|0.0|0|0|0.0|0|0.0|-0.007360265|5.351858133|2|0.04391253|0.103904811|0.0|-0.426895387|-0.001197042|-0.02967593|1|1|0.000347207|-0.091460175|-0.191751024|0.723755855|-0.032569307|-0.053823023|0|0.51306986|-65.35669452|14.19254029|-0.037359603|-42.34617024|19.55998015|0.7374102309999999|79.04689476|-24.20618316|65.82033039|0.430111845|518.0872716|-1307.13389|-15.68376675|0.262589769|0.754730276|6705.993411|170.13821069999997|-846.9234048000001|32.82593886|0.021129331|1.0|1.0|2.7|0.12|17.0|81.23|2.75|0.0|135.78|1.0|-4.94|32.0|4.0|-6.39|427.48|3.22|-4.72|1.15e-05|0.0049|0.0|5.27e-08|2.25e-05|-0.0603299999999999|3.6709|4.08|3354.0|-1409.5865199999998|-1409.557954|660.04|1164.34|369.66|0.2883|337.75|0.7044|-1409.309206|0.0233|-0.13977|-0.2001|0.02856649|9026.0|14.0|7.8633
13_a4|0.0|0|0|0.0|1|2.050136054|-0.000990136|5.4161004020000005|1|0.044357639|-0.059300584|0.0|-0.04158572|0.012994083|-0.14818661|1|1|0.012019888|-0.0161529719999999|-0.025714912|0.645708528|-0.215746851|-0.157188841|0|0.229685203|-33.41617993|4.282589756|-0.0279998139999999|-16.36114989|54.71349575|0.862539527|37.12083496|-13.70920202|28.77218157|0.4289448289999999|474.9422962|-534.6588788|-6.7122666220000005|0.137460473|0.751144285|3983.972795|67.30306705|-261.7783983|15.89399858|0.007566425|0.0|1.0|2.87|0.16|17.0|30.71|2.9|0.0|90.06|1.0|-4.09|22.0|2.0|-5.39|287.36|3.57|-4.42|8.18e-05|0.0235|0.0|6.28e-07|0.00018|-0.03168|4.4811|3.87|4.1733|-898.3562912999998|-898.3381672|536.09|893.0|297.09|0.2133|276.68|0.59537|-898.2009630000001|0.1282|-0.17204|-0.20372|0.018124154|3.7228|4.0|5.3979
12_a4|-3.2834578760000004|0|0|0.0|1|2.070952433|-0.0021497879999999|5.4161004020000005|2|0.0381179139999999|-0.0334644329999999|1.587386096|-0.113938738|0.005795666|-0.093414896|1|1|0.009024784|-0.051501982|-0.085553511|0.5687812560000001|-0.036425699|0.04172421|1|0.636722126|-44.33087544|6.936764267999999|-0.025916226|-26.30835499|7.519189887|0.717772573|53.59101661|-15.38009964|48.6306683|0.470780296|477.8721263000001|-753.6248824|-9.127388465|0.282227427|0.889574393|6390.233612|167.4891205|-447.2420348|21.42753878|0.015603795|1.0|1.0|2.94|0.23|21.0|86.12|2.17|0.0|113.02|1.0|-4.18|29.0|5.0|-6.84|404.48|3.3|-4.33|6.57e-05|0.0266|0.0|1.45e-08|5.85e-06|-0.06898|4.8592|6.12|3.8083|-1617.861623|-1617.826064|640.67|1101.33|325.57|0.1194|255.16|0.68825|-1617.57796|0.0464|-0.16224|-0.2312199999999999|0.03555871|10.1971|9.29|5032.0
6_a15|0.0|0|0|0.0|0|0.0|-0.00951284|0.0|1|0.042926829|0.106485923|0.0|-0.513693384|0.001080419|0.011857945|0|0|0.003942615|-0.195267558|-0.281352401|0.8511056929999999|0.0371776429999999|-0.015484797|0|0.398681391|-71.76572566|17.20414198|-0.0307500179999999|-41.87249058|55.65697829|0.581974721|88.94853813|-17.94143141|58.34873264|0.3902945579999999|501.3728188|-932.9544335|-10.46812265|0.4180252789999999|0.640136254|5589.043165|243.9013805|-544.3423775|30.82854077|0.029449813|1.0|0.0|4.03|0.23|18.0|61.84|2.18|0.0|109.7|1.0|-5.66|28.0|5.0|-5.33|380.44|4.11|-5.14|2.16e-06|0.000823|0.0|1.13e-08|4.3e-06|-0.02419|4.3423|3.94|3.7696|-1263.0243449999998|-1263.0072300000002|612.22|1092.02|328.9|0.2616|285.52|0.70554|-1262.75978|0.0113|-0.15714|-0.18133|0.01711539|1.9421|35.0|7.4559
12ar_a36|0.0|0|0|0.0|0|0.0|-0.007046017|5.351858133|2|0.040839506|0.083451772|0.0|-0.40866901|0.000939229|-0.1073795209999999|1|1|0.002112069|-0.096853381|-0.169341326|0.86559137|-0.017348015|-0.064014394|0|0.317338373|-66.9989409|15.19305207|-0.0347392029999999|-45.46486105|0.0|0.705591187|82.17472548|-23.57370143|69.99622854|0.4743067589999999|567.6702443|-1272.979877|-15.99689556|0.294408813|0.902250063|6155.432771|199.7830951|-863.83236|33.4098581|0.0223636779999999|0.0|1.0|0.0|0.17|17.0|92.99|1.59|0.0|133.27|1.0|-3.92|32.0|5.0|-7.21|420.47|1.8|-3.91|0.0001199999999999|0.0503|0.0|8.95e-08|3.76e-05|-0.0566|5225.0|3.23|3.8489|-1364.511244|-1364.467971|717.19|1211.1|322.13|0.5586|237.29|0.67174|-1364.235126|0.2372|-0.15631|-0.21291|0.04327285|8.7322|25.0|7.6021
12_a47|0.0|1|1|0.0|0|0.0|-0.005522244|4.59511985|2|0.036632997|0.001435849|1.555521837|-0.209845277|-0.0047488359999999|-0.018573056|1|1|-0.004332024|-0.006318684|-0.015039637|0.6505449670000001|0.055943216|0.050943962|1|0.266995634|-47.83891561|9.382250925|-0.034116917|-24.91541818|0.0|0.680723821|61.09751253|-17.76874008|53.5720844|0.4792593739999999|408.3591283|-621.9059029|-9.25429818|0.319276179|0.920341815|4816.005822|166.28511369999998|-323.9004363|26.10271529|0.025457205|0.0|1.0|1.67|0.0|21.0|66.49|2.6|0.0|91.63|1.0|-4.51|24.0|4.0|-5.94|339.75|3.37|-4.56|3.11e-05|0.0106|0.0|7.69e-09|2.61e-06|-0.0623|4.2907|3.01|3.9538|-1488.101254|-1488.064043|537.79|886.46|313.58|0.2306|288.96|0.68557|-1487.974738|0.2241|-0.1633|-0.2256|0.03721125|3.5884|6.0|8.2
19a_a38|0.0|0|0|0.0|0|0.0|-0.007986407|5.351858133|2|0.043848238|0.054257043|0.0|-0.431265985|-0.002526241|-0.122385526|1|1|-0.000673716|-0.101303149|-0.217394466|0.724208473|0.031696119|-0.133130383|0|0.298938581|-64.73159672|13.23456869|-0.038988111|-38.69037594|0.0|0.744796537|77.20795279999999|-23.30337482|64.59623135|0.465829126|446.57675660000007|-1165.168741|-13.92853534|0.255203463|0.872060139|6115.030149|152.5362948|-696.4267669|31.28824271|0.020873781|1.0|1.0|2.56|0.14|17.0|81.23|2.4|0.0|125.69|1.0|-4.14|30.0|4.0|-6.77|401.44|2.68|-4.17|7.209999999999999e-05|29.0|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.9212|3.41|3.6504|-1332.186327|-1332.1529369999998|628.65|1092.25|339.65|0.2668|316.19|0.68835|-1331.94466|0.0721|-0.15108|-0.20379|0.03338983|6.0223|0.01|8.0106
14b_a25|0.0|0|0|0.0|1|1.616664856|-0.004720915|4.727387819|2|0.038137255|0.001683506|1.929508048|-0.273813082|0.004725325|-0.012989126|1|1|0.004892038|-0.043923908|-0.074541111|0.6524261960000001|-0.085205646|0.001715854|1|0.329662946|-58.29440389|11.08504021|-0.032728922|-40.37825712|57.85340824|0.772789587|69.2012501|-22.67004596|63.83568179|0.490638154|595.4307570000001|-1224.182482|-15.70265555|0.227210413|0.963240883|6760.594953|157.3797801|-847.9433995999999|29.33534086|0.015746299|1.0|1.0|3.21|0.07|27.0|96.49|1.8|0.0|130.97|1.0|-5.6|34.0|5.0|-6.26|444.49|3.63|-5.23|2.49e-06|0.0011099999999999|0.0|2.23e-10|9.93e-08|-0.0584|5.4239|5.61|4069.0|-1444.544749|-1444.505985|716.14|1257.11|304.7|0.3614|228.59|0.64983|-1444.266358|0.0006|-0.16309|-0.22149|0.03876374|3.2784|22.0|7.6576
1j_a5|0.0|0|0|0.0|0|0.0|-0.003981454|4.59511985|2|0.025987654|-0.115553003|0.0|-0.175183967|0.00683534|-0.07622096|1|1|0.006957291|-0.010807075|-0.0178558139999999|0.74740095|-0.084090414|-0.0614852279999999|0|0.35883584|-40.01980349|10.57633738|-0.027258236|-21.49609451|1.471030887|0.616489567|54.3827755|-14.64139152|50.21875634|0.469085779|455.0425806|-600.2970524|-7.86442482|0.383510433|0.883543443|4618.562904|205.997426|-322.4414176|23.74961767|0.026739895|1.0|1.0|2.66|0.05|23.0|63.69|1.57|0.0|96.98|1.0|-4.03|25.0|4.0|-6.15|328.37|3.19|-4.2|9.27e-05|0.0304|0.0|7.190000000000001e-09|2.36e-06|-0.03832|4.4331|2.61|4.1205|-1065.849941|-1065.817476|572.47|959.39|300.89|0.5115|279.68|0.6449|-1065.671975|0.1644|-0.16813|-0.20645|0.03246499|3.0364|24.0|7.6198
33_a47|0.0|1|1|0.0|1|1.758479676|-0.004263267|4.727387819|3|0.034691358|-0.11544858|1.688794654|-0.183320497|0.002212256|-0.033554816|1|1|0.003634698|-0.147591116|-0.338113214|0.63155995|0.065468525|0.1186944519999999|1|0.404334141|-44.81989209|11.96072985|-0.0272154529999999|-23.98884914|0.0|0.57681348|60.65229445|-14.56646493|44.11759955|0.4607629339999999|438.726241|-582.6585971|-7.79637597|0.42318652|0.854471925|4889.09585|226.5011607|-311.85503880000005|25.25333652|0.029580684|1.0|1.0|2.76|0.11|21.0|68.52|1.52|0.0|94.28|1.0|-3.26|25.0|5.0|-6.78|334.35|2.69|-3.72|0.000546|183.0|0.0|8.339999999999999e-08|2.79e-05|-0.05462|4.1869|2.06|4.1869|-1123.16428|-1123.135036|566.29|934.34|296.13|0.2566|296.13|0.67508|-1122.992964|0.2566|-0.15985|-0.21447|0.02924367|6.2284|4.0|8.4
7_a4|0.0|0|0|0.0|1|2.060422336|-0.001729561|5.4161004020000005|2|0.037694444|-0.07290303|2.048170299|-0.076100699|0.008409909|-0.125778587|1|1|0.008242591|-0.042220092|-0.094000778|0.527072036|0.022270259|0.0707653759999999|1|0.470973822|-35.88407105|7.402610584|-0.026733161|-18.06277106|79.08210981|0.7179916670000001|44.34066533|-13.45652664|40.13253521|0.437317462|415.6938929|-538.2610657|-6.773539148999999|0.282008333|0.7772010559999999|5022.496714|141.9530115|-270.9415659|18.74189807|0.016800137|0.0|1.0|2.7|0.15|21.0|43.6|2.82|0.0|95.07|1.0|-3.81|25.0|4.0|-6.03|330.36|3.56|-4.41|0.000156|0.0514|0.0|3.49e-08|1.15e-05|-0.05217|4.0379|2.91|4.0379|-1089.870249|-1089.847072|538.92|915.46|307.05|0.0697|307.05|0.59702|-1089705.0|0.0697|-0.16975|-0.2219199999999999|0.02317758|4926.0|151.0|6821.0
2_a33|0.0|1|1|0.0|0|0.0|-0.009168933|5.733341277|0|0.039958333|-0.049900189|2.112255684|-0.476784502|-0.002514803|0.070526947|3|3|-0.000810928|-0.083752249|-0.148024156|0.787714775|-0.0212158239999999|-0.096644295|1|0.411881091|-63.57699532|11.27469555|-0.031851158|-38.84811555|44.34034244|0.702597735|75.44970552|-19.46234551|60.41371259|0.4699986339999999|500.7570617|-953.6549298|-11.89228027|0.297402265|0.8867875909999999|6067.635829|181.7248125|-582.7217333|27.70055258|0.019430318|1.0|1.0|3.51|0.3|19.0|140.04|1.33|0.0|115.28|1.0|-6.35|28.0|4.0|-6.17|411.54|3.98|-4.78|4.44e-07|0.000183|0.0|2.13e-08|8.78e-06|-0.04967|3.6281|5.11|3.6281|-1920.079174|-1920.049452|655.74|1128.98|341.74|0.2911|341.74|0.70205|-1919.830424|0.2911|-0.15012|-0.19979|0.02972182|5539.0|6.0|8.2596
5a_a49|0.0|0|0|0.0|1|2.111324504|-0.009147269|5.777652323|2|0.034466231|-0.072902329|1.878067786|-0.493952547|0.007647515|-0.046327135|1|1|0.008623164|-0.158356406|-0.26176436|0.66494289|0.001251171|0.127914587|1|0.6254267029999999|-46.04810561|16.71687776|-0.027311576|-26.93578408|54.35929907|0.6069287529999999|61.89135559|-15.97587337|58.89715956|0.490453006|468.0117167|-782.8177953|-9.345067946|0.393071247|0.962527525|6294.404170000001|229.9265537|-457.9083293000001|26.32248561|0.0270848489999999|1.0|1.0|2.93|0.22|21.0|73.14|2.07|0.0|116.62|1.0|-3.84|30.0|5.0|-6.84|397.43|2.93|-4.29|0.000146|0.0578|0.0|1.1900000000000001e-07|4.72e-05|-0.05062|5.2443|4.14|3.9219|-1311.995327|-1311.960542|625.06|1082.25|316.13|795.0|236.42|0.66225|-1311.743648|0.0529|-0.16176|-0.21238|0.03478454|7.0102|43.0|7.3665
1h_a5|0.0|0|0|0.0|0|0.0|-0.001978474|4.59511985|2|0.026339869|-0.02598568|0.0|-0.085074391|0.008031558|-0.1197834419999999|1|1|0.007357977|0.034752304|0.0578378779999999|0.71274658|0.070628165|-0.082079343|0|0.39793593|-36.2462047|4.588992214|-0.027798699|-18.90429957|0.484419999|0.7450549759999999|44.51475742|-14.49848188|39.84574434|0.489507204|459.3001331|-579.9392753|-7.561719827|0.2549450239999999|0.958891501|4334.547353|132.96722079999998|-302.4687931|19.45961351|0.01585373|0.0|1.0|2.07|0.05|23.0|54.46|2.13|0.0|95.45|1.0|-4.25|24.0|3.0|-5.77|312.37|3.43|-4.45|5.5700000000000005e-05|0.0174|0.0|3.87e-09|1.21e-06|-0.04124|4652.0|3.17|4.3651|-990.6346565|-990.6032645|556.57|934.7|284.03|0.3333|266.52|0.57155|-990.472129|0.1754|-0.17797|-0.21921|0.031392033|3.3752|28.0|7.5528
