molecula|NaaNH|n9FaHRing|SaaNH|nAHRing|nARing|MATS2c|AATSC1s|n6HRing|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RPSA|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
32_a47|0|1|0.0|1|1|-0.1746026239999999|0.000921003|3|1.6507707980000002|0.001861676|-0.026022099|-0.044598914|1|-0.0274939029999999|-0.077485193|-0.157688306|-0.2749014|2|-0.0094137619999999|0.634406338|1|-0.05770007|-0.0726950079999999|0.019295804|-41.57905445|-52.38450683|0.148372218|44.50423685|-1.381205148|-29.9621436|68.76811937|-18.77935151|55.48373932|0.44289006|2808.210157|613.6886524|-995.3056298|2255.632049|0.35883878|15.53902041|0.794977846|258.5816152|-717.2238666000001|29.28959351|0.022735861|1552.348456|16.38361254|1.0|0.0|1.0|21.0|-8.82|5.07|3.11|2.0|0.0|1.0|5.0|-4.81|0.0|1.0|3.94|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|0.0|0.0|6.55e-07|3.6829|-1778.127634|-1778.0970140000002|692.49|1184.76|336.65|0.2969|252.79|548.86|-1777.843462|0.2839|-0.1509599999999999|4.8234|0.03062031|0.1|7.0|7.0
12b_a50|0|1|0.0|1|1|-0.19841119|-0.0016330379999999|1|2.112397566|0.01164808|-0.101728189|-0.115659308|2|-0.139522815|-0.168032508|-0.291865836|-0.246831987|1|0.009081884|0.660148928|1|-0.045602469|-0.066155918|0.0214891|-22.92589265|-33.25880166|0.074083915|86.49656508|-0.926182858|-11.52561607|47.12729492|-11.93905701|33.72918462|0.430791247|2224.116359|465.4891075000001|-465.6232233|1446.231761|0.4268092529999999|10.05480253|0.756824707|214.5713436|-234.0844297|20.82911679|0.027586169|812.3355548|13.86849326|1.0|0.0|1.0|20.0|-5.49|3.42|2.02|0.0|0.0|2.0|2.0|-3.16|0.0|1.0|2.59|0.000685|215.0|0.000144|45.0|0.0|0.0|0.00101|3.9305|-1006.664619|-1006.641541|539.15|909.8|315.44|0.2425|263.3|401.64|-1006.501585|0.0777|-0.16451|4.0567|0.02307802|4.74|5.3242|5.3242
14a_a3|0|0|0.0|0|0|0.111575338|-0.1160619169999999|3|1.772745969|-0.00603969|-0.039177314|-0.172643335|1|-0.267665193|-0.050943323|-0.094863591|-0.582572884|3|0.164994144|0.8255789570000001|1|-0.091731577|-0.094609848|0.0140376889999999|-45.12132248|-46.53709886|0.209105063|83.70773843|-1.324537874|-22.1944701|55.84414456|-18.09776067|52.02624107|0.481997259|2160.698862|389.0288018|-651.519384|1186.412113|0.239123122|10.24853699|0.930491715|117.6209094|-320.4721558|23.78539971|0.0189212089999999|856.2743893999999|9.307045698|0.0|1.0|1.0|21.0|-6.89|3.71|1.04|0.0|0.0|1.0|2.0|-4.45|0.0|1.0|2.76|3.54e-05|0.0113|0.000103|0.0327|0.0|0.0|4.08e-05|3.2363|-1327.513792|-1327.485188|528.91|822.33|383.1|0.4524|383.1|373.85|-1327.354384|0.4524|-0.1321|3.5358|0.02860456|0.03|7.5229|7.5229
12w_a36|1|0|3.3131307480000003|2|2|0.081390556|-0.297354748|2|0.0|-0.011700732|-0.041402825|-0.010726574|1|0.115646674|-0.1187503719999999|-0.3344729369999999|-0.604676196|1|-0.098657593|0.624142499|0|-0.086826396|-0.111267166|0.021104445|-62.34080876|-79.88912835|0.171636756|0.780959767|-2.225343322|-44.76031023|99.51883498|-29.58856606|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|-1597.782567|2602.5207|0.29463721|15.701847400000002|0.8769828040000001|211.5476713|-1147.197876|41.94801097|0.0273396629999999|2265.1925920000003|19.62970663|1.0|1.0|0.0|17.0|-7.14|4.04|2.04|2.0|0.0|1.0|7.0|-5.2|0.0|0.0|2.65|6.26e-06|0.00291|8.6e-06|4.0|0.0|0.0|3.37e-05|3.8881|-1645.202839|-1645.169951|712.88|1198.72|318.88|0.4508|318.88|552.55|-1644.953222|0.4508|-0.15708|5043.0|0.0328886|23.0|7.6383|7.6383
13g_a6|1|0|3.457632039|0|0|-0.0961994219999999|0.004767264|2|1.648997541|-0.002407131|0.073394284|-0.080022038|1|0.061423911|-0.12414699|-0.215607882|-0.46487852|2|0.095969451|0.789769968|1|-0.074216821|-0.091949419|0.017637229|-51.67543048|-64.02222283|0.128027951|0.0|-1.747038966|-35.98038956|76.50577593|-22.52633766|63.95581946|0.444443571|2929.039254|607.1336751|-1216.422234|3916.754765|0.264266646|14.34268783|0.7999971709999999|184.0026638|-846.9662551000001|30.61752948|0.017929016|1653.346592|12.48355309|1.0|1.0|1.0|27.0|-10.57|4.79|1.13|2.0|0.0|0.0|6.0|-5.56|0.0|1.0|3.47|2.77e-06|0.0012|8.8e-06|0.0038|0.0|0.0|1.15e-08|3.2472|-1386.611265|-1386.573241|739.55|1253.71|381.82|0.8442|207.09|592.49|-1386.3020800000002|0.0105|-0.1327|10.1708|0.03802398|119.0|6.9245|6.9245
4S4l_a46|0|0|0.0|1|1|-0.058870177|-0.075241716|1|0.0|0.0066560469999999|-0.060895366|-0.161358058|1|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|-0.001318857|0.7936534740000001|0|-0.090807851|-0.084663086|0.007140583|-49.45536962|-46.10883478|0.105217893|0.0|-1.523935543|-26.93416438|49.6055056|-16.27370639|53.34424204|0.469439238|2166.052483|487.3122681|-829.959026|1744.8220399999998|0.1220608659999999|10.68377935|0.884798257|66.47624804|-452.0086091|18.5362581|0.006420439|945.3491632|3.496670823|1.0|1.0|1.0|17.0|-7.0|5.02|3.06|1.0|0.0|1.0|3.0|-5.28|0.0|1.0|4.08|5.25e-06|0.00182|7.78e-06|0.0027|0.0|0.0|3.47e-05|4.1414|-1092.753999|-1092.727031|583.76|1040.96|299.38|0.2586|234.25|500.66|-1092.489558|0.0614|-0.17632|2.5083|0.02696794|261.0|6.5834|6.5834
12ac_a36|1|0|3.4419617660000004|2|2|-0.050997272|-0.073735973|2|0.0|0.000584134|-0.046730704|-0.0121300989999999|1|0.060445359|-0.098698552|-0.166354116|-0.433636165|1|0.135371136|0.770400825|0|-0.080202334|-0.104391657|0.021508835|-55.68500110000001|-72.4798052|0.220326632|20.70356046|-1.98344149|-38.66245764|86.51036063|-25.03847816|70.61872461|0.44477577|2902.588755|541.3322795|-1377.116299|2455.459827|0.268353853|14.63702516|0.801074136|186.3198219|-956.1407834|34.22211444|0.020208014|1882.216294|14.03055543|1.0|0.0|0.0|17.0|-6.89|2.09|1.59|1.0|0.0|1.0|6.0|-3.81|0.0|0.0|1.84|0.000154|0.0653|0.000112|0.0476|0.0|0.0|5.4600000000000006e-05|3.8594|-1385.606133|-1385.566143|711.77|1200.61|321.25|0.3302|319.2|554.84|-1385.3211789999998|0.0249|-0.15675|4.0208|0.03998989|13.0|7.8861|7.8861
4e_a49|0|0|0.0|1|1|-0.076526919|-0.074495823|2|1.713107022|-1.8100000000000003e-05|-0.053787795|0.018857363|1|-0.130491035|-0.037142108|-0.060391347|-0.403194204|2|0.0063958109999999|0.731643066|1|-0.09422276|-0.087866673|0.017142176|-57.79309816|-53.89448633|0.242937669|60.11195021|-1.493733437|-35.44835874|68.38360061|-17.96482878|68.30753733|0.471635821|2675.626006|464.3567821|-916.2062675|1647.641653|0.349671525|15.01788083|0.892633982|214.47685|-561.9703647000001|27.6242383|0.023622273|1408.836153|14.48911428|0.0|1.0|1.0|21.0|-7.36|2.83|1.25|1.0|0.0|1.0|6.0|-3.28|0.0|1.0|2.42|0.000528|211.0|0.000305|122.0|0.0|0.0|1.74e-05|3.7876|-1313.199448|-1313.158118|660.22|1128.64|327.34|0.2273|216.37|504.63|-1312.924353|0.0789|-0.1585099999999999|3.9718|0.04133034|34.0|7.4685|7.4685
8g_a12|1|1|2.897921027|1|1|0.10205033|-0.029907264|2|1.714060666|0.005898773|-0.094550033|-0.040257632|1|-0.068810076|0.068559367|0.122649613|-0.532504083|1|-0.04981165|0.7714487940000001|1|-0.076856227|-0.1045061519999999|0.008910823|-42.39297373|-57.6443411|0.142374631|0.0|-1.881110729|-23.38345638|61.99654413|-23.58177591|47.30807670000001|0.463772637|2506.427441|473.055878|-1037.59814|1356.883205|0.09833304|12.83559677|0.864880588|54.23932676|-572.326702|26.15353224|0.007890315|1150.7554189999998|4.352203029|0.0|1.0|1.0|21.0|-8.0|2.07|2.89|1.0|0.0|1.0|3.0|-4.38|0.0|0.0|2.77|4.15e-05|0.0146|4.61e-05|0.0163|0.0|0.0|3.53e-06|3731.0|-1154.321531|-1154.281986|590.93|989.66|332.31|0.3786|294.8|418.41|-1154.121362|0.1601|-0.1520099999999999|2.9986|0.03954539|3715.0|5.43|5.43
13_a10|0|0|0.0|1|1|-0.059862024|-0.055497169|2|1.794073077|0.00384732|-0.002128014|-0.001592366|1|-0.154121136|-0.017015286|-0.02811323|-0.345108701|2|0.00746881|0.736686715|1|-0.094726989|-0.082327045|0.0122005|-47.88975806|-41.62089688|0.181972309|0.0|-1.234905671|-24.21093442|51.21590298|-15.22715739|54.05778885|0.449563457|2261.82488|413.5584641|-624.3134531000001|1630.880014|0.285505651|9.209972585|0.816739845|144.338975|-315.62515|21.31179541|0.018979132|873.7836118999999|9.595006108|1.0|0.0|1.0|21.0|-6.6|3.81|1.88|0.0|0.0|1.0|2.0|-3.76|0.0|1.0|2.91|0.000176|0.0576|7.87e-05|0.0258|0.0|0.0|8.170000000000001e-05|3.8419|-1065.874094|-1065.839441|550.83|926.41|322.72|0.3905|212.63|376.77|-1065.68351|0.1514|-0.15937|3.6904|0.0346535|0.16|6.7959|6.7959
13_a47|1|1|2.920663104|0|0|-0.174238791|-0.0777650159999999|2|1.5940801480000002|-0.00105415|0.003874205|0.038682232|1|-0.108780879|-0.0101047869999999|-0.0233277889999999|-0.316563793|2|0.030290722|0.626280497|1|-0.081148294|-0.088128939|0.017736598|-41.79730418|-45.39284663|0.2183244369999999|0.0|-1.23380515|-21.52866736|57.38622954|-16.72368034|50.9329486|0.472007922|2190.316257|402.6200617|-635.4998528|669.2729199|0.311738758|13.33103985|0.8939678120000001|160.5682509|-327.3288841|24.29844849|0.023284817|923.3410426|11.99338291|1.0|0.0|1.0|21.0|-7.9|4.63|2.34|0.0|0.0|1.0|3.0|-4.24|0.0|1.0|3.19|5.79e-05|0.0185|5.41e-05|0.0173|0.0|0.0|4.04e-06|4.0302|-1067.820961|-1067.78457|542.62|895.21|307.63|0.3382|307.63|404.73|-1067.665127|0.3382|-166.0|3.5455|0.03639189|16.0|7.8|7.8
7d_a10|0|0|0.0|1|1|-0.117302383|-0.017919404|2|1.591760572|0.00870171|-0.071185424|-0.0325418129999999|1|-0.09209689|-0.041520889|-0.089622042|-0.2018053139999999|2|0.0658971929999999|0.525816226|1|-0.059327943|-0.070901708|0.010495008|-31.47566249|-37.61597161|0.158947933|89.87999909999999|-1.063525614|-16.69900016|45.08492005|-13.12185056|37.04365163|0.484115691|2348.343588|446.2091497|-564.2395741|1597.531619|0.270414577|11.82615475|0.938419104|143.4649092|-299.34991010000005|17.98535187|0.014078094|773.3701306|7.468948447000001|1.0|1.0|1.0|21.0|-7.83|4.97|3.04|1.0|0.0|1.0|2.0|-4.22|0.0|1.0|3.95|5.98e-05|0.0206|1.9e-05|0.00654|0.0|0.0|5.04e-06|3.8856|-1129.198363|-1129.175857|574.87|970.29|319.09|0.2593|212.18|417.68|-1129.003694|0.0941|-0.1633099999999999|3.0178|0.02250617|928.0|6.0325|6.0325
11e_a5|1|0|2.971327032|1|1|-0.2114441819999999|0.038643235|2|0.0|0.008268901|-0.16669151|-0.010236262|1|-0.127225457|-0.0924814769999999|-0.147721258|-0.234433859|2|-0.048843135|0.747366251|0|-0.062865536|-0.0790189759999999|0.0120552589999999|-41.64560703|-52.34653881|0.123241209|0.0|-1.580379517|-27.58835281|63.5644542|-18.69519243|49.63167715|0.483563144|2721.416353|580.8135016|-1046.930776|960.0428704|0.27836484|18.17739133|0.936345148|184.4042616|-693.5448342|25.90670947|0.016933845|1450.77573|11.21791539|0.0|1.0|1.0|23.0|-8.95|4.29|1.83|2.0|0.0|1.0|7.0|-4.65|0.0|0.0|3.63|2.23e-05|0.00919|1.9e-05|0.00782|0.0|0.0|4.64e-07|4.1036|-1316.547103|-1316.512503|717.76|1220.1|302.14|0.5347|280.64|571.06|-1316.239803|0.2125|-0.16751|2.3124|0.03460011|0.04|7.3979|7.3979
14w_a23|0|1|0.0|0|0|0.013971812|-0.109136569|2|0.6813799420000001|0.003379755|-0.042151195|-0.031435038|2|0.126238077|-0.073958723|-0.206574435|-0.427696371|2|0.059273664|0.558482531|1|-0.070714528|-0.088508061|0.022440155|-46.76570273|-58.53311596|0.211928134|90.15900589|-1.681653166|-30.92760432|72.23920014|-23.66232347|61.60607046|0.4972095239999999|3071.908367|521.1762769999999|-1112.129203|2283.383402|0.256548212|15.58053709|0.988900044|169.6632599|-735.4854078|31.82765022|0.020725002|1495.89956|13.70608418|0.0|1.0|0.0|26.0|-7.93|5.14|3.78|2.0|0.0|1.0|5.0|-5.68|0.0|0.0|4.05|2.09e-06|0.0009369999999999|5.41e-06|0.00242|0.0|0.0|5.23e-06|3.6632|-1828.385903|-1828.363862|676.92|1150.31|338.46|0.3855|338.46|535.54|-1828.161957|0.3855|-0.14844|7.0157|0.02204118|2.0|8.6737|8.6737
EW7203_a60|0|0|0.0|2|2|0.025672274|0.0075638519999999|2|0.0|0.003099827|0.03824498|-0.051413084|1|-0.1696249719999999|-0.049287858|-0.090115975|-0.458129101|1|0.002441966|0.760234689|0|-0.076068195|-0.096226348|0.020156795|-49.19385637|-62.23028092|0.113924842|0.0|-1.828300603|-31.81402579|73.82739839|-23.64750675|62.22940284|0.497298165|2913.880231|573.0312689|-1182.375337|1660.077477|0.233162923|16.53092404|0.989250745|150.7881632|-764.6507562999999|30.83771958|0.01793256|1541.885979|11.59711747|1.0|1.0|1.0|17.0|-6.7|2.6|2.17|2.0|0.0|1.0|5.0|-5.74|0.0|0.0|3.09|1.81e-06|0.000768|1.53e-05|0.0065|0.0|0.0|8.51e-05|3.5192|-1668.025575|-1667.993536|678.83|1166.44|352.3|0.2385|247.15|546.85|-1667.78681|0.0448|-0.1446599999999999|1.7676|0.03203878|9.0|8.0334|8.0334
12m_a36|1|0|3.40403699|2|2|0.013543656|-0.133854569|2|0.0|-0.006653538|-0.025127218|-0.038386106|1|0.245908938|-0.052743904|-0.090926893|-0.52644768|1|-0.075712087|0.849217847|0|-0.10031651|-0.121074678|0.022725561|-67.27772044|-81.19927925|0.288038572|107.233999|-2.300418875|-45.120107|96.11918789|-28.57011677|82.51872026|0.465323422|2925.315028|477.48014630000006|-1542.786306|2637.948424|0.252881876|13.67704354|0.8702895190000001|169.596372|-1034.676602|38.24042793|0.0222467879999999|2064.983108|14.91990864|0.0|0.0|0.0|17.0|-6.14|0.98|1.28|1.0|0.0|1.0|6.0|-4.1|0.0|0.0|1.26|7.96e-05|0.0338|0.000159|0.0676|0.0|0.0|0.000305|3.8658|-1401.654499|-1401.6158890000002|692.4|1177.15|320.72|0.4718|320.72|505.51|-1401.385923|0.4718|-0.15879|6.5789|0.03861003|0.03|7.5229|7.5229
13e_a6|1|0|3.433539068|0|0|-0.089778965|-0.008507023|2|1.643912856|-0.003356527|0.0266218529999999|-0.037793156|1|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.102257199|0.790249345|1|-0.074242826|-0.093298845|0.0183790889999999|-49.62570093|-62.36320497|0.138323399|0.0|-1.679379203|-33.17101912|75.42629799|-22.01054293|61.91072885|0.4442079679999999|2868.489025|575.965487|-1122.537689|3457.565879|0.277469482|14.346067199999998|0.799234143|185.4673146|-750.3313497|30.46313253|0.019543118|1553.619759|13.06309302|1.0|1.0|1.0|27.0|-10.18|4.53|0.92|1.0|0.0|0.0|5.0|-5.11|0.0|1.0|3.31|7.74e-06|0.00323|1.65e-05|0.00688|0.0|0.0|2.75e-08|3.2475|-1347.297639|-1347.25954|713.3|1202.5|381.78|0.8312|207.04|567.24|-1347.014564|0.0104|-0.1327|10.1884|0.03809808|12.0|7.9208|7.9208
4_a38 (LY-2157299)|0|0|0.0|1|1|0.050460026|-0.080432741|2|1.721297609|0.002865697|-0.159241692|-0.020954339|1|-0.083399128|0.028964355|0.0481706809999999|-0.463575124|2|-0.041794304|0.6848692759999999|1|-0.092570349|-0.089446059|0.01243241|-52.90108631|-51.11565158|0.2456862269999999|71.22674185|-1.520583011|-30.23133173|58.99645489|-18.48863993|60.00582329|0.487041509|2501.945802|431.0669496|-868.9660769|1686.693134|0.213882939|12.76426621|0.949475478|122.2274724|-496.5871888|23.51893991|0.01379043|1105.390176|7.880803302999999|0.0|1.0|1.0|21.0|-7.13|3.51|1.84|1.0|0.0|1.0|3.0|-3.85|0.0|1.0|2.81|0.0001409999999999|52.0|0.000102|0.0375|0.0|0.0|2.75e-05|3.78|-1198.683473|-1198.64695|617.61|1048.31|327.69|0.2|266.68|449.44|-1198.442536|0.06|-0.16|5.9043|0.03652312|69.0|7.1586|7.1586
13a_a5|1|0|2.931642415|0|0|-0.154076582|-0.033436214|2|0.0|0.002355511|-0.139517787|-0.025324157|1|-0.012798693|-0.035005746|-0.0569177229999999|-0.367284642|2|-0.048584084|0.720100768|0|-0.08903048|-0.0839257009999999|0.016739606|-57.31787843|-54.03141848|0.233249839|39.93934134|-1.426736914|-36.90128585|72.13276165|-18.01047283|68.09484712|0.460877309|2657.14588|493.6342317|-918.5341141|1314.232685|0.401208461|15.89940424|0.854865353|258.29825730000005|-591.3528349999999|30.07803494|0.02811638|1533.979782|18.10134317|1.0|1.0|1.0|23.0|-8.9|3.58|0.95|2.0|0.0|1.0|8.0|-3.77|0.0|1.0|2.71|0.000169|0.0675|0.000184|0.0734|0.0|0.0|5.02e-07|4.2107|-1313.167422|-1313.126035|688.18|1160.81|294.45|0.5953|267.87|567.51|-1312.907813|0.1992|-0.17364|3.3414|0.04138695|91.0|7041.0|7041.0
1o_a5|1|0|2.923171926|0|0|-0.266637757|0.033105871|2|0.0|0.0057302559999999|-0.102739602|-0.008511304|1|-0.05876042|0.038275248|0.06759341|-0.231165601|2|-0.003561205|0.650008224|0|-0.079346457|-0.072886362|0.01325562|-42.63505279|-39.1638643|0.11569628|1.01402588|-1.093295425|-22.90899675|50.11479279|-15.45942012|49.75766514|0.470590799|2238.291862|475.1609233|-587.4579645|833.537568|0.300086449|14.20898333|0.8888980340000001|161.2447749|-315.657463|22.08761368|0.020380352|839.3293197999999|10.95092849|1.0|1.0|1.0|23.0|-8.11|4.07|1.23|0.0|0.0|1.0|3.0|-4.08|0.0|1.0|2.95|8.329999999999999e-05|0.0269|8.340000000000001e-05|27.0|0.0|0.0|2.54e-06|4.1692|-1043.577386|-1043.536121|561.04|938.37|297.38|0.3966|275.45|443.88|-1043.422345|0.0071|-0.1693599999999999|4.7435|0.04126499|35.0|7.4559|7.4559
3_a20 (SB-525334)|1|0|3.502142227|0|0|-0.048050965|-0.053897691|2|1.728260385|0.001924142|-0.175513234|-0.119584218|1|0.002992397|-0.169090412|-0.277724429|-0.500412918|2|0.087932573|0.7835436240000001|1|-0.061128029|-0.0917096759999999|0.0123308269999999|-34.52869143|-51.80299691|0.1243352319999999|0.0|-1.375645142|-19.50382741|58.45718743|-16.53287135|41.49386505|0.457398769|2243.481559|494.6267525|-777.0449536|1782.992456|0.215089498|10.9543133|0.8429740729999999|121.495147|-438.9205046|21.06338405|0.0117802769999999|989.9790502999998|6.654190521|1.0|1.0|1.0|21.0|-8.39|4.69|1.69|1.0|0.0|1.0|3.0|-4.85|0.0|1.0|3.63|1.42e-05|0.00489|1.88e-05|0.00647|0.0|0.0|1.4e-06|3.1728|-1086.585811|-1086.56485|605.71|1030.31|390.77|367.0|248.86|498.74|-1086.329436|0.1171|-0.13417|3.7291|0.02096048|162.0|6.7905|6.7905
25_a12|0|0|0.0|0|0|0.00700113|-0.045725323|2|2.050456822|0.000864238|-0.025245046|-0.11195017|0|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|-0.2430098439999999|0.806844014|1|-0.054734834|-0.080147596|0.004952762|-28.517955|-41.75851719|0.052062825|0.0|-1.362509125|-14.85843094|44.42528172|-17.31450713|31.09844409|0.448858246|2067.69985|493.8944271000001|-709.8947922|1907.027255|0.082701363|9.70173342|0.814415245|43.08908189|-369.8695347|18.87554002|0.005118351|773.8971409|2.666764531|1.0|0.0|1.0|22.0|-8.78|5.35|3.2|1.0|0.0|1.0|3.0|-5.28|0.0|1.0|4.29|5.19e-06|0.00162|5.63e-06|0.00175|0.0|0.0|5.12e-07|3.4532|-974.6569575|-974.6328337|560.14|945.73|359.04|0.4483|290.68|442.64|-974.458128|0.1897|-0.14303|1.2494|0.024123749|22.0|7.6576|7.6576
14r_a23|0|1|0.0|0|0|-0.009140243|-0.06921746|2|0.7087588690000001|0.007671236|-0.079935667|-0.064006338|2|0.033038452|-0.073945564|-0.17267308|-0.454010253|2|0.03753491|0.5935522360000001|1|-0.062618931|-0.085881409|0.019185345|-40.32463891|-55.30494931|0.133777381|55.62948521|-1.717628177|-25.96781003|66.31173073|-23.53402098|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|2306.754114|0.211777163|14.15357616|0.873329024|136.37788909999998|-712.2932561000001|29.85706563|0.017092103|1403.282085|11.00678143|0.0|1.0|0.0|26.0|-7.67|4.58|3.4|2.0|0.0|1.0|5.0|-5.58|0.0|0.0|3.7|2.66e-06|0.00114|7.73e-06|0.00332|0.0|0.0|9.18e-06|3.1797|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|389.92|0.2346|208.71|513.71|-1728.924789|0.0008|-0.15536|6.2620000000000005|0.02296354|5.0|8.2684|8.2684
12ab_a30|0|0|0.0|2|2|-0.026189286|-0.030346359|2|0.0|0.003529389|0.038312857|0.01563558|1|0.03046828|-0.12254489|-0.207153446|-0.384942092|1|0.078325164|0.794193541|0|-0.082740301|-0.1008879709999999|0.031588146|-58.23149599999999|-71.0035788|0.200246511|0.0|-1.815983471|-40.9825333|92.49334877|-22.42218278|80.46280277|0.461207954|3118.431712|562.8556061|-1278.064418|2618.234172|0.3960470239999999|15.6704374|0.856003642|278.7324985|-899.4843201|37.1257096|0.030534507|2116.165447|21.48976996|1.0|1.0|1.0|17.0|-6.83|2.63|2.2|2.0|0.0|1.0|7.0|-5.61|0.0|0.0|2.52|2.47e-06|0.00113|9.94e-06|0.00456|0.0|0.0|6.720000000000001e-05|3.4919|-1804.824495|-1804.79081|753.75|1275.19|355.06|0.1957|258.2|613.7|-1804.523449|0.1511|-0.14772|6.9089|0.03368522|17.0|7.7825|7.7825
26_a20|0|0|0.0|0|0|-0.000846851|-0.104520106|2|2.01129617|0.003085806|-0.054222344|-0.033102079|1|0.249416844|0.0346782989999999|0.057022334|-0.446730587|2|-0.070815554|0.690530489|1|-0.0862808009999999|-0.082729415|0.012753218|-58.21621279|-55.81998701|0.20662747|80.47551422|-1.737317706|-39.28020352|65.85953426|-22.11735334|66.82118688|0.472355054|2825.254798|535.3119506|-1172.219727|2534.075607|0.215111274|14.40103379|0.8952138340000001|145.1419493|-790.9313788|28.17896678|0.014879363|1493.485239|10.03954725|1.0|1.0|1.0|27.0|-9.18|4.62|2.47|2.0|0.0|1.0|5.0|-5.14|0.0|1.0|3.66|7.27e-06|0.00305|9.51e-06|0.00399|0.0|0.0|2.780000000000001e-07|3.8894|-1352.315376|-1352.277633|715.27|1211.34|318.77|0.2081|256.05|543.96|-1352.036122|0.0814|-0.16129|3.8173|0.03774288|131.0|6.8827|6.8827
3h_a32|1|1|3.579396967|0|0|0.01077056|-0.008243901|0|2.243113495|0.002101838|-0.003152613|-0.111111111|3|0.025035542|-0.071193103|-0.122769653|-0.531669815|0|-0.169197453|0.8030743229999999|1|-0.07183387|-0.0882883959999999|0.0111539339999999|-44.97387528|-55.27575363|0.12119737|0.0|-1.324325944|-28.15732254|62.63332945|-17.27367301|51.95714963|0.4089962629999999|2398.020434|550.2022886|-829.1363044|2911.160989|0.226505997|13.71739929|0.692036677|141.8112711|-519.1071084|22.33200639|0.011751781|1071.936307|7.357575822|1.0|1.0|1.0|19.0|-8.47|6.24|2.64|2.0|0.0|1.0|7.0|-8.23|1.0|1.0|5.4|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.000273|0.0|0.0|1.29e-06|3.5552|-1790.6908030000002|-1790.663897|676.22|1127.45|348.74|0.2926|348.74|578.86|-1790.440663|0.2926|-0.1474099999999999|3.5952|0.02690554|7.0|8.1549|8.1549
11a_a50|0|1|0.0|1|1|-0.156121881|-0.014702942|1|2.114272566|0.011959339|-0.108592708|-0.129547471|2|-0.0739260509999999|-0.162848233|-0.277408878|-0.267331063|1|-0.158172459|0.667956827|1|-0.048213112|-0.071180382|0.01848869|-25.48858279|-37.63057389|0.0828728879999999|67.28055926|-1.067705728|-13.47492066|48.67321197|-13.43949068|35.26290548|0.463749257|2286.226222|484.8529701000001|-564.4586084|1550.320581|0.345638567|11.123941699999998|0.864799282|182.7270002|-298.409489|20.53832944|0.020887781|862.6098364|11.04263807|0.0|1.0|1.0|20.0|-5.87|3.73|2.25|0.0|0.0|2.0|2.0|-3.58|0.0|1.0|2.95|0.000263|0.0862|6.97e-05|0.0228|0.0|0.0|0.000441|4.0636|-1045.978598|-1045.954278|574.01|963.2|305.11|0.1761|305.11|437.9|-1045.794689|0.1761|-0.16769|5.4342|0.02431947|59.0|7.2291|7.2291
