molecula|NaaNH|n9FaHRing|SaaNH|nAHRing|nARing|MATS2c|AATSC1s|n6HRing|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RPSA|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
8_a1 (SB-202620)|1|0|3.296085365|0|0|0.106916453|-0.226277123|1|0.0|-0.012672753|-0.1402198369999999|0.037553634|1|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|-0.042789124|0.658433571|0|-0.117682533|-0.105271458|0.015526845|-66.76765693|-59.72618401|0.351032497|64.70432539|-1.684343335|-37.88089785|70.8721358|-23.30777912|75.57687443|0.4564697679999999|2431.842132|368.1943149|-955.6189441|1736.664204|0.225760413|13.67402758|0.839824062|128.0860757|-542.1742393|30.104091200000003|0.019645498|1234.267739|11.1459518|1.0|0.0|0.0|23.0|-8.02|5.06|2.78|2.0|0.0|1.0|4.0|-4.94|0.0|1.0|3.7|1.14e-05|0.0041|1.98e-05|0.00713|0.0|0.0|3.42e-06|3.4052|-1223.279021|-1223.117248|586.27|977.87|364.11|0.5339|364.11|460.4|-1222.9606720000002|0.5339|-0.13683|3.4563|0.16177304|0.4|6.3979|6.3979
7_a15|0|0|0.0|0|0|-0.2269896539999999|-0.038088878|1|0.0|-0.0013239329999999|0.038636783|0.0019353679999999|0|0.213947987|-0.211522056|-0.310081401|-0.335491052|1|0.154068618|0.8115121240000001|0|-0.074406877|-0.110819329|0.036600739|-41.29775265|-61.50761094|0.158599673|56.30310755|-1.2190126140000002|-22.92132733|85.26222186|-14.70834175|61.6121151|0.396557391|2330.667514|466.9990754|-676.5837204|1624.468817|0.551335598|9.971755103|0.657158418|306.0056033|-375.5215702|32.78250222|0.042799094|1507.995102|23.75461091|1.0|1.0|1.0|18.0|-7.19|4.64|1.74|2.0|0.0|1.0|7.0|-4.83|0.0|1.0|3.35|1.46e-05|0.00516|3.2e-05|0.0113|0.0|0.0|2.26e-05|3.7495|-1184.385377|-1184.367098|580.73|1000.95|330.67|0.3463|279.33|499.86|-1184.168094|0.0169|-0.15605|1.1115|0.01827873|227.0|6644.0|6644.0
13c_a6|1|0|3.441255118|1|1|-0.046663393|-0.0122495089999999|1|0.0|-0.003346018|0.054910284|-0.0942387559999999|1|0.081059709|-0.106686991|-0.174259072|-0.490486317|1|0.085414885|0.7995080809999999|0|-0.093635525|-0.111231609|0.030547186|-63.73961873|-75.71763296|0.213190168|567.1031411|-2.11340057|-43.38886312|88.21184769|-27.1440571|84.53371376|0.466844407|2880.850692|535.5975578|-1438.635026|3135.546462|0.2279674589999999|15.07660437|0.875625075|155.1821156|-979.308309|35.15921372|0.018354398|1863.438327|12.49421473|1.0|1.0|1.0|23.0|-9.4|4.57|1.5|2.0|0.0|1.0|6.0|-5.95|0.0|1.0|3.64|1.11e-06|0.000471|5.42e-06|0.00229|0.0|0.0|1.68e-07|3.6519|-1389.39897|-1389.371325|719.8|1217.77|339.5|0.5471|206.92|596.15|-1389.122252|0.28|-0.14975|7.7129|0.0276450999999999|73.0|7.1367|7.1367
12aa_a36|1|0|3.4172704080000003|2|2|0.033952382|-0.135770278|2|0.0|-0.006653538|0.010538281|-0.013898809|1|0.0620143779999999|-0.052743904|-0.090926893|-0.53315493|1|0.156337925|0.849217847|0|-0.1066659309999999|-0.117270578|0.023617545|-72.94175494|-80.19356964|0.3110547589999999|109.0001157|-2.228140982|-49.88002793|96.18613736|-28.21625599|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|0.2686642589999999|14.60824604|0.812554922|183.7216658|-1041.942197|38.58180913|0.023386634|2083.417693|15.99256772|0.0|0.0|0.0|17.0|-6.14|0.98|1.28|1.0|0.0|1.0|6.0|-3.52|0.0|0.0|1.15|0.000304|129.0|0.000359|152.0|0.0|0.0|0.000305|3.8899|-1401.662677|-1401.617177|701.99|1183.76|318.73|0.4446|318.73|520.19|-1401.389257|0.4446|-0.15718|3.5904|0.04550032|9.0|8.0458|8.0458
40_a47|0|1|0.0|0|0|-0.246203395|-0.0934645509999999|3|1.566109469|0.002212256|-0.038143308|0.056362705|1|-0.130213023|-0.147591116|-0.338113214|-0.2636225|3|0.018609507|0.607650682|1|-0.060416547|-0.083237511|0.02047837|-32.5926343|-44.90375373|0.1877663219999999|0.0|-1.082087641|-17.58259718|60.97203959|-14.59371996|43.64000551|0.4574577489999999|2313.85811|438.171933|-583.7487984|868.5333132000001|0.426343267|12.98034048|0.843174422|229.9974239|-314.91225539999994|25.43981292|0.029785575|1017.592517|16.06828586|0.0|1.0|1.0|21.0|-7.08|4.04|1.52|0.0|0.0|1.0|3.0|-3.26|0.0|1.0|2.72|0.000546|183.0|0.000192|0.0643|0.0|0.0|2.79e-05|3.7236|-1123.174467|-1123.144637|571.5|947.27|332.97|271.0|308.6|444.47|-1122.9968210000002|0.2612|-0.15231|4.7542|0.02983032|4.0|8.4|8.4
18d_a25|0|0|0.0|0|0|-0.0881447869999999|0.024310576|2|2.029297802|0.006452854|-0.070413428|0.016982601|1|-0.055336237|-0.035684977|-0.061965108|-0.292727912|2|-0.03671629|0.696372329|1|-0.061527513|-0.076328248|0.011158458|-46.31109519|-57.45144813|0.062186295|0.389087507|-1.602893201|-34.85786147|68.15463481|-21.166323|54.70994625|0.476833495|3113.122552|705.8822532|-1206.480411|2625.142499|0.24206301|18.11893325|0.911437354|182.1982146|-908.1047824|27.92623037|0.014219928|1591.795131|10.70318668|1.0|1.0|1.0|27.0|-10.23|5.98|2.4|2.0|0.0|0.0|7.0|-6.26|1.0|1.0|4.5|5.47e-07|0.00026|2.86e-06|0.0013599999999999|0.0|0.0|2.81e-08|3.6392|-1806.848384|-1806.812778|792.79|1358.25|340.69|0.3986|219.39|664.72|-1806.514606|0.0389|-0.14723|3.2353|0.03560672|232.0|6.6345|6.6345
12f_a31|1|0|3.4780522210000004|1|1|0.034876922|-0.033056721|0|0.0|-0.00150321|-0.0944165219999999|-0.0164221939999999|2|0.068054139|-0.130400541|-0.205011573|-0.551471017|0|-0.021938988|0.7730604259999999|0|-0.097676974|-0.118239376|0.027617942|-68.14417693|-82.48950216|0.299007775|569.7325277000001|-1.891830012|-47.54067074|97.53070764|-23.56842919|87.41178754|0.482666192|2710.311963|489.0460499|-1319.832035|1805.921786|0.313117045|19.05849748|0.932987917|218.4455813|-920.7786053|34.31214739|0.021559868|1921.480254|15.04120547|1.0|1.0|1.0|16.0|-8.02|4.48|1.53|3.0|0.0|1.0|10.0|-5.98|0.0|1.0|4.01|1.05e-06|0.0004469999999999|2.37e-05|0.0101|0.0|0.0|4.06e-06|3.8305|-1696.785527|-1696.741889|755.33|1258.6|323.68|0.2664|323.68|665.22|-1696.466804|0.2664|-0.15894|1.8803|0.04363832|0.13|6.8861|6.8861
47d_a18|0|0|0.0|1|1|-0.017398129|-0.041876322|0|0.0|0.003376831|-0.07722825|0.016324953|0|0.104380139|-0.272202025|-0.406388629|-0.417659275|0|-0.002494715|0.741366815|0|-0.06394156|-0.087315963|0.015270278|-52.14267013|-71.20388424|0.163000873|58.93717545|-2.182899066|-42.52098397|86.29525584|-23.42233034|64.59518279|0.481311892|3304.705347|682.5509007|-1780.097106|1947.023498|0.30185619|19.16475647|0.927940864|246.1558296|-1451.622641|33.54943497|0.018506261|2549.757058|15.0913716|1.0|0.0|1.0|18.0|-8.83|3.21|2.6|3.0|1.0|1.0|12.0|-5.74|0.0|0.0|2.56|1.83e-06|0.000968|5.23e-06|0.00276|1.0|1.0|7.790000000000001e-07|3.1079|-1704.061013|-1704.0327519999998|875.6|1544.09|398.94|0.5820000000000001|398.94|817.06|-1703.545539|0.5820000000000001|-0.12844|3.7605|0.02826074|8.0|8.0969|8.0969
14_a1|1|0|3.3674017380000003|1|1|0.043282217|-0.175408303|1|0.0|-0.011639964|-0.029658865|-0.0492229479999999|1|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|-0.08530265|0.795744863|0|-0.12658238|-0.122581374|0.033047776|-74.96297518|-72.59355177|0.406829129|104.2594419|-2.083883365|-44.39360096|87.02320758|-27.42423067|94.53410059|0.47517581|2678.985809|351.2799603|-1234.09038|1876.042189|0.246642602|14.21658628|0.905399978|146.0634832|-730.8369997000001|36.40268318|0.0243658979999999|1638.120743|14.42965582|1.0|1.0|1.0|23.0|-7.69|3.63|1.54|1.0|0.0|1.0|4.0|-4.52|0.0|1.0|2.85|3.03e-05|0.0116|5.660000000000001e-05|0.0218|0.0|0.0|7.81e-06|3.3061|-1292.588129|-1292.55322|621.08|1049.56|375.01|0.4442|323.35|464.08|-1292.359534|0.3497|-0.1336|4.1207|0.03490867|94.0|7.0269|7.0269
12h_a30|0|0|0.0|2|2|0.046965756|-0.06631353|2|0.0|0.001139238|0.001698966|-0.072247675|1|-0.166613751|-0.0541804029999999|-0.120380857|-0.4708582289999999|1|0.008644634|0.64876559|0|-0.083127678|-0.09907575|0.017389133|-52.88851758|-63.03519645|0.236431596|0.0|-1.882439244|-33.64938551|73.14241438|-24.44221903|63.95204629|0.468446216|2848.98238|485.8069155|-1197.668733|2268.811589|0.202025127|15.1759206|0.881277172|128.5349203|-761.9955851|30.63031164|0.015886049|1500.88527|10.10721793|1.0|1.0|0.0|17.0|-6.9|3.18|3.2|2.0|0.0|1.0|5.0|-5.39|0.0|0.0|2.92|4.12e-06|0.00171|9.71e-06|0.00405|0.0|0.0|5.260000000000001e-05|3.5101|-1675.011389|-1674.977665|672.54|1132.06|353.22|0.1878|246.54|518.06|-1674.777786|155.0|-0.14889|2.9684|0.03372393|9.0|8065.0|8065.0
23_a10|0|0|0.0|1|1|-0.12979844|0.012558932|2|1.981673861|0.010305237|-0.000458688|-0.0253481679999999|1|-0.0502296329999999|-0.130679|-0.207994181|-0.233801237|2|-0.149057824|0.706648116|1|-0.049653973|-0.072395864|0.009615852|-35.17017083|-51.27837225|0.084791355|53.00900704|-1.6651048819999998|-24.91121732|60.76548004|-19.02262196|41.98112956|0.485561757|3103.831885|648.2471057|-1179.402562|1945.384475|0.238800348|17.02048484|0.943867925|169.14354509999998|-835.377049|24.9903188|0.013394095|1549.399766|9.487107794|1.0|1.0|1.0|27.0|-9.84|5.81|2.99|2.0|0.0|1.0|6.0|-5.38|0.0|1.0|4.5|4.19e-06|0.00193|2e-06|0.000923|0.0|0.0|6.66e-08|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|0.2089|325.98|606.18|-1469.838069|0.2089|-0.15858|3.8115|0.02986448|0.75|6.1249|6.1249
12l_a30|0|0|0.0|2|2|0.157020295|-0.274237737|2|0.0|-0.00695299|0.154540315|-0.02588969|1|-0.300262845|-0.077457998|-0.226973911|-0.640870513|1|-0.045411075|0.593245722|0|-0.0905026719999999|-0.109810463|0.0154211289999999|-63.31694493|-76.82494797|0.165720595|1.697908189|-2.415830189|-44.29742723|88.64610824|-31.88960104|74.10578426|0.462727396|3306.001879|583.6736326|-1690.148855|2394.793539|0.178184921|17.23248653|0.861252543|124.6606826|-1182.451965|38.8038646|0.016896687|2056.604824|11.82116027|1.0|1.0|0.0|17.0|-7.18|4.78|2.82|2.0|0.0|1.0|7.0|-6.7|0.0|0.0|3.42|1.99e-07|9.63e-05|1.2e-06|0.000579|0.0|0.0|3.19e-05|3.5245|-1988.033039|-1987.998976|729.17|1223.54|351.78|0.2294|245.74|574.72|-1987.782294|0.1574|-0.14944|2.5031|0.03406276|61.0|7.2154|7.2154
4d_a49|0|0|0.0|1|1|-0.06085453|-0.058204482|2|1.76904838|0.000607064|-0.053327669|0.013451218|1|-0.151004418|0.000511959|0.000850823|-0.417231241|2|-0.008564167|0.749565191|1|-0.089942837|-0.085966608|0.013625199|-55.40321178|-52.95392476|0.2473653539999999|57.16412513|-1.461432343|-34.12740785|66.51766234|-17.31186002|63.79609555|0.470013152|2658.242991|463.6097566000001|-900.2167208999999|1640.195062|0.3452719489999999|15.09148245|0.8868392740000001|212.6814716|-554.5177292999999|26.44129877|0.022019681|1374.947536|13.56373757|0.0|1.0|1.0|21.0|-7.58|2.8|1.25|1.0|0.0|1.0|6.0|-3.13|0.0|1.0|2.27|0.000743|296.0|0.0004509999999999|0.18|0.0|0.0|1.05e-05|3.8047|-1293.333712|-1293.29417|668.09|1144.04|325.87|0.2549|215.82|495.7|-1293.049085|0.0879|-0.15888|4.3005|0.0395418|18.0|7.7447|7.7447
3a_a12|0|0|0.0|1|1|0.13714555|-0.042445446|2|0.0|-0.0025830939999999|-0.062973953|-0.0161799839999999|0|-0.205054123|-0.072889493|-0.1213636769999999|-0.5274624179999999|1|-0.021522321|0.8847197109999999|0|-0.07121814|-0.090803706|0.009433302|-34.84701355|-44.430225|0.128014506|0.0|-1.362055589|-17.05063286|52.21461165|-17.08854808|39.46272532|0.462077145|2045.857684|426.6622302|-666.453375|1050.730179|0.2189499039999999|11.01449587|0.859002624|107.1321197|-326.0954285|21.87893986|0.015909241|853.2786545|7.784386645|1.0|1.0|1.0|18.0|-7.5|2.49|3.09|0.0|0.0|1.0|3.0|-3.6|0.0|1.0|2.98|0.00025|0.0745|8.8e-05|0.0263|0.0|0.0|9.33e-06|3.7304|-951.3711872|-951.3480023|528.84|875.71|332.36|0.3201|292.86|383.08|-951.217594|128.0|-0.15328|1.3824|0.023184956|194.0|6.7122|6.7122
41_a47|0|1|0.0|0|0|-0.225923786|-0.072088843|3|1.601942802|0.003530307|0.024881402|0.075316535|1|-0.178132441|-0.1430639269999999|-0.317014709|-0.276217719|3|0.08640454|0.609110565|1|-0.061101947|-0.0899793719999999|0.018348892|-34.50740631|-50.81597048|0.1768315369999999|0.0|-1.259711209|-19.48810377|63.84353454|-16.54473457|44.86996758|0.447046066|2374.594252|464.8854878|-711.4235867000001|1073.170368|0.346852185|12.96444871|0.8084689140000001|195.8852341|-401.77742|25.33076615|0.023067788|1089.222944|13.02756406|1.0|1.0|1.0|21.0|-7.47|4.52|1.75|0.0|0.0|1.0|4.0|-3.57|0.0|1.0|3.06|0.000267|0.0929|0.000125|0.0436|0.0|0.0|1.17e-05|3.7144|-1162.492089|-1162.462261|603.1|995.43|333.8|0.2849|308.67|471.9|-1162.288187|0.2504|-0.15208|4.9162|0.02982752|0.01|8.0|8.0
18_a4|0|0|0.0|1|1|-0.181683336|-0.164169913|1|0.0|0.000379379|-0.200683549|-0.063708832|1|0.108754635|0.006968314|0.015390457|-0.319213511|1|0.102914528|0.615655659|0|-0.094231531|-0.085817825|0.017694182|-46.48874223|-42.33787448|0.224403961|0.0|-1.287267373|-22.93503169|50.98777224|-17.16400317|55.21809494|0.405586004|2069.649003|382.6371479|-635.0681172000001|1573.744396|0.2305616919999999|10.31843368|0.682329162|113.7466718|-313.3082699|22.30718562|0.0175331289999999|825.3658678999999|8.649897756|0.0|0.0|0.0|17.0|-5.53|3.43|2.2|0.0|0.0|2.0|3.0|-2.95|0.0|1.0|2.78|0.00113|349.0|0.000312|0.0959|0.0|0.0|0.0009109999999999|4.2045|-1033.480025|-1033.454769|523.81|870.74|294.88|0.2083|274.59|404.27|-1033.349218|0.1|-0.17345|2.7878|0.02525528|2.62|5.5817|5.5817
22_a20|0|0|0.0|0|0|-0.238401323|0.023539095|2|2.041494094|0.009265667|-0.066832578|-0.038668966|1|0.155407313|-0.036258691|-0.060582944|-0.177976478|2|-0.044184455|0.607038752|1|-0.059893667|-0.067797027|0.0122876139999999|-39.00017609|-44.14650378|0.053484974|54.71081293|-1.3559405430000002|-25.39523478|52.90592556|-17.65860151|47.00134116|0.477376285|2738.108259|616.3298149|-882.9300756000001|2396.806062|0.22936173|14.17638345|0.913422548|149.350479|-574.9260339|22.91425458|0.01345209|1145.712729|8.759421782|1.0|1.0|1.0|27.0|-9.69|5.39|2.61|2.0|0.0|1.0|4.0|-5.6|0.0|1.0|4.24|2.48e-06|0.000997|2.98e-06|0.0012|0.0|0.0|8.199999999999999e-08|3.9732|-1275.84854|-1275.816275|694.15|1181.95|312.05|0.2636|223.03|563.43|-1275.598059|0.0015|-0.16176|4.8308|0.03226475|231.0|6.6364|6.6364
4_a4|0|0|0.0|1|1|-0.183963421|0.0159331539999999|2|2.183056868|0.011760626|-0.110597574|-0.037623601|1|-0.035166634|-0.048056862|-0.078747188|-0.157959343|2|-0.168712277|0.636572383|1|-0.049768752|-0.06873731|0.008570112|-25.64211031|-35.41518716|0.0667239759999999|42.42341622|-1.099796957|-13.21145879|40.86951119|-13.17774406|30.05764711|0.398500394|2221.6122010000004|480.8472306|-566.6429946000001|1883.42405|0.2062820269999999|8.855289118|0.66251148|106.2816773|-291.9486922|16.60255217|0.010586293|713.9097433|5.454324025|1.0|0.0|1.0|21.0|-7.57|4.41|2.66|1.0|0.0|1.0|2.0|-4.12|0.0|1.0|3.64|7.59e-05|0.0248|2.69e-05|0.00877|0.0|0.0|8.85e-06|4.0261|-1029.960398|-1029.93716|566.84|960.45|307.95|0.1106|230.37|394.06|-1029.763465|67.0|-0.1696599999999999|2.6814|0.02323788|78.0|7.1079|7.1079
1h_a5|1|0|2.9516097130000003|0|0|-0.259241577|-0.009075016|2|0.0|0.008031558|-0.1197834419999999|-0.044117647|1|-0.043247682|0.034752304|0.0578378779999999|-0.20140246|2|0.070628165|0.6977404359999999|0|-0.067599619|-0.069496749|0.008798715|-35.25675213|-36.2462047|0.119359774|0.484419999|-1.111947978|-18.38824808|44.51475742|-14.49848188|39.84574434|0.489507204|2107.271793|459.3001331|-579.9392753|819.6979313999999|0.2549450239999999|13.14687756|0.958891501|132.96722079999998|-302.4687931|19.45961351|0.01585373|778.3845404|8.268552715|1.0|0.0|1.0|23.0|-8.41|4.51|2.13|0.0|0.0|1.0|3.0|-4.25|0.0|1.0|3.43|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|0.0|0.0|1.21e-06|4.3651|-990.6346565|-990.6032645|556.57|934.7|284.03|0.3333|266.52|430.83|-990.472129|0.1754|-0.17797|2.2396|0.031392033|28.0|7.5528|7.5528
18_a20|1|0|3.463603867|0|0|0.1160337319999999|-0.12050413|2|1.983673343|-0.005614194|-0.011236836|-0.054458882|1|0.268927191|0.001996439|0.003282792|-0.597167441|2|-0.107446431|0.778639593|1|-0.0927760219999999|-0.095227339|0.0108136339999999|-61.73239771|-63.36348363|0.23863824|82.70867776|-1.904546783|-41.07622672|72.31812218|-23.91074854|68.92770059|0.483668611|2809.844943|506.6038164|-1267.269673|1822.210286|0.1890889589999999|15.51556677|0.936740671|125.81822920000002|-843.230756|29.4862782|0.013457694|1562.772745|8.954638548|1.0|1.0|1.0|27.0|-10.0|4.69|2.06|2.0|0.0|0.0|5.0|-5.59|0.0|1.0|3.78|2.54e-06|0.00107|6.91e-06|0.0029|0.0|0.0|4.17e-08|3.5355|-1352.364724|-1352.32685|703.24|1204.88|350.69|0.2991|207.41|531.11|-1352.073755|0.2011|-0.14685|5.3978|0.03787435|34.0|7.4685|7.4685
9a_a40|0|0|0.0|0|0|-0.028285975|-0.020455825|0|0.921628874|0.01310675|0.157704751|-0.1720337089999999|2|0.291102625|0.009844552|0.016958188|-0.449508498|0|-0.394662853|0.61091688|1|-0.060029933|-0.072887601|0.011033601|-29.02567082|-35.24260989|0.062399815|51.49564873|-1.093314022|-14.03449109|39.45618424|-15.54821024|34.36063715|0.493941591|1971.148912|453.3484005|-528.6391483|336.39741360000005|0.131523409|13.33684703|0.976056482|63.59419322|-255.607578|17.90285474|0.008714375|608.6970611|4.213574358|1.0|1.0|1.0|20.0|-6.4|4.43|3.57|1.0|0.0|1.0|2.0|-5.49|0.0|1.0|4.08|3.24e-06|0.000944|8.33e-06|0.00243|0.0|0.0|0.000117|3.3192|-1217.955997|-1217.9449|515.96|847.69|373.53|0.4746|263.42|411.01|-1217.825264|0.3483|-0.13808|3.8656|0.01109672|214.0|6.6696|6.6696
9i_a24|1|0|2.9199957480000003|0|0|-0.113620183|2.01e-05|2|0.0|0.004814196|-0.087363979|-0.00532872|2|-0.140841749|-0.1818753839999999|-0.336939175|-0.32068769|2|0.139004845|0.73094562|0|-0.064657333|-0.069812876|0.025118046|-30.56504777|-33.00219474|0.173910636|1.634015079|-0.837754515|-14.44881966|51.05832236|-11.64783344|42.43894111|0.468272544|2061.729154|390.5119445|-396.0263368|761.9885477000001|0.500761711|11.18382556|0.8806627109999999|236.7218826|-187.2109987|23.33121014|0.038195951|793.2611447|18.05612763|1.0|0.0|1.0|22.0|-6.05|2.72|0.67|0.0|0.0|1.0|3.0|-2.6|0.0|0.0|1.73|0.00248|716.0|0.000791|228.0|0.0|0.0|0.000258|4.1459|-945.286637|-945.2626532|501.48|825.7|299.06|0.2373|268.3|363.15|-945.174716|0.0029|-0.17204|7.1135|0.0239838|88.0|7.0555|7.0555
5_a15|0|0|0.0|0|0|-0.222657379|-0.044921287|2|0.0|0.000420839|-0.0156037999999999|0.0118220069999999|0|0.1093187759999999|-0.187421793|-0.28098676|-0.340979744|2|0.092692253|0.7950674740000001|0|-0.06128567|-0.0989946469999999|0.032616864|-45.57134103|-73.61131563|0.125945852|64.12413387|-1.583914356|-33.88634094|100.6631306|-20.30656983|69.82487767|0.486150431|2940.77098|649.9369163|-1177.78105|2179.757502|0.491010028|15.1701491|0.946094849|365.1095806|-875.7848531999999|39.89581513|0.036380071|2313.9572780000003|27.05181494|1.0|1.0|1.0|24.0|-9.65|6.01|2.0|3.0|0.0|1.0|8.0|-6.16|1.0|1.0|4.29|6.86e-07|0.000304|2.18e-06|0.000967|0.0|0.0|9.970000000000001e-08|3.6257|-1470.816175|-1470.779775|737.16|1272.84|341.96|291.0|286.35|629.67|-1470.487858|0.0199|-0.14839|4.3576|0.03640044|13.0|7.8861|7.8861
12g_a30|0|0|0.0|2|2|0.096186205|0.024086432|2|0.0|0.001371944|0.007330206|-0.049719762|1|-0.067792064|-0.084317059|-0.152855196|-0.539112991|1|-0.0430471959999999|0.770326886|0|-0.086195758|-0.10344931|0.027436565|-58.41940906|-70.11305057|0.216337219|237.7754135|-2.068986201|-39.593913|83.29752441|-27.49531395|77.01461557|0.459011202|3058.2873170000003|531.1295763|-1402.261011|2482.668258|0.225689271|16.07139949|0.8484671109999999|152.961516|-950.3862054|35.50940589|0.019453222|1810.9797|13.18447384|1.0|1.0|0.0|17.0|-6.42|2.48|2.06|2.0|0.0|1.0|6.0|-6.0|0.0|0.0|2.36|1.01e-06|0.000444|9.71e-06|0.00427|0.0|0.0|0.000165|3.5592|-1743.214798|-1743.174676|717.55|1206.02|348.35|0.2449|244.53|577.31|-1742.965961|0.1613|-0.15077|3875.0|0.04012224|9.0|8.0334|8.0334
12h_a36|1|0|3.468184524|2|2|-0.128701804|-0.041228471|2|0.0|0.00127667|-0.003014954|-0.051080247|1|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|1|-0.10861416|0.84179881|0|-0.073572836|-0.10720355|0.027905055|-48.17643878|-70.19826261|0.180385475|1.413982241|-1.929663894|-31.5465515|87.85958486|-23.39942087|66.44902736|0.464544951|2845.467486|536.6941285|-1263.568727|2391.856014|0.3347454589999999|13.87400978|0.8675704009999999|219.1956304|-827.4010477|35.1736357|0.026971557|1899.376328|17.66132225|1.0|0.0|0.0|17.0|-6.69|1.89|1.72|1.0|0.0|1.0|6.0|-3.95|0.0|0.0|1.81|0.000113|0.0464|8.499999999999999e-05|35.0|1.0|0.0|8.340000000000001e-05|3.4554|-1347.481013|-1347.451759|697.29|1177.89|358.81|0.5756|238.44|535.67|-1347.199963|0.0056|-0.14247|6754.0|0.02925492|14.0|7.8539|7.8539
17e_a50|0|1|0.0|2|2|-0.153175103|0.038322942|2|2.2384546640000003|0.012036705|-0.086639125|-0.114420412|2|-0.017965698|-0.1949741189999999|-0.310566368|-0.229030473|1|-0.1710526319999999|0.736221185|1|-0.046347299|-0.073011385|0.012865274|-32.24487658|-50.7956915|0.069891795|86.98647608|-1.67926185|-22.43349867|57.93079973|-18.5444588|41.19554236|0.489797496|2883.936138|647.0975667|-1168.300905|1981.934841|0.196328886|16.70124474|0.960006062|136.5904997|-812.8136797000001|23.07468625|0.010255676|1453.705234|7.135108233|0.0|1.0|1.0|20.0|-7.33|4.68|2.91|2.0|0.0|1.0|6.0|-4.87|0.0|0.0|4.03|1.34e-05|0.00589|6.58e-06|0.00288|0.0|0.0|2.03e-05|4.0298|-1375.295877|-1375.268259|757.34|1312.91|307.67|0.1809|292.6|602.89|-1374.927998|0.1785|-0.16649|6.7175|0.02761851|155.0|6.8097|6.8097
9_a4|0|0|0.0|1|1|-0.211556011|0.016639331|2|2.137757657|0.010709527|-0.091393763|-0.0454860859999999|1|-0.030976753|-0.0475186259999999|-0.076824065|-0.172904817|2|-0.151437311|0.58669472|1|-0.052625548|-0.069566741|0.009037784|-28.63837014|-37.85762102|0.062897208|45.21212204|-1.113067849|-15.58475436|43.71760622|-14.08655666|33.55665428|0.43745176|2359.945586|509.9632679|-605.7219363|2012.840082|0.207109566|10.21134541|0.777625327|112.7072422|-329.6286606|17.76608225|0.010768243|763.9415367|5.859985199|1.0|1.0|1.0|21.0|-8.16|5.07|3.15|2.0|0.0|1.0|2.0|-4.76|0.0|1.0|4.17|1.73e-05|0.0062299999999999|7.06e-06|0.00255|0.0|0.0|2.49e-06|4.0137|-1489.554198|-1489.533032|586.24|999.93|308.91|0.1217|262.21|430.12|-1489.36688|0.0584|-0.16948|4.4343|0.02116575|48.0|7.3188|7.3188
19c_a38|1|0|3.332128134|2|2|-0.085545751|-0.04575843|2|0.0|-0.004442319|-0.0725602509999999|-0.0431896509999999|1|0.04814981|-0.09493054|-0.20848518|-0.434836855|1|0.073931688|0.6885713729999999|0|-0.0918007669999999|-0.108301657|0.024315945|-57.79749770000001|-68.18641054|0.240808376|4.848162625|-1.949429829|-36.38913762|82.74311399|-24.06579196|73.10674676|0.477803802|2967.98627|477.9848537|-1227.35539|2660.812979|0.281292809|13.36189552|0.914989047|177.10114030000005|-772.7394084|33.48483537|0.023120664|1707.726604|14.55670345|1.0|1.0|1.0|17.0|-6.92|2.42|1.76|1.0|0.0|1.0|5.0|-4.35|0.0|0.0|2.57|4.46e-05|19.0|7.55e-05|0.0322|0.0|0.0|5.14e-05|3.8322|-1424.42734|-1424.3899310000002|652.09|1138.6|323.53|0.2961|210.74|517.28|-1424.1880119999998|0.1417|-0.15612|2495.0|0.03740877|9.0|8.0348|8.0348
