molecula|SddssS|n9FaHRing|SaaNH|NaasN|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|RPSA|WNSA5|WPSA3|RPCS|DPSA5|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
13i_a6|0.0|0|3.399318783|0|1|1.430639411|0.0|0.0359494989999999|-0.154502515|0.042560386|0.035242754|-0.852681372|-0.011017781|0.034304189|1|-0.007703306|0.057038772|-0.045418125|-0.073507141|-0.560601136|0.7771558909999999|-0.054229558|0.8287956870000001|0.830577798|0|0.624046118|-0.120457274|-0.129526268|-86.83156133|20.90143854|181.1128483|0.375953882|-58.20996912|14.01186473|116.5456632|100.2320567|-31.12829557|101.6533459|2906.257489|418.3467934|-1649.799665|2880.134143|0.216402237|8.294136887|14.54375165|0.753497905|6306.951561999999|145.07130039999998|39.72483975|0.019989461|2105.416507|13.40049533|1.0|1.0|1.0|3.59|0.12|23.0|-8.5|4.16|3.54|1.18|0.0|6.0|32.0|5.0|-6.81|0.0|1.0|2.91|9.32e-06|3.28e-05|14.0|2.95|3.18e-09|1.36e-06|-0.0481399999999999|-1426.549926|-1426.518007|703.43|1196.21|338.12|0.70517|19.0|-0.1464|0.03191957|10.1375|21.0|7.6778|7.6778
12_a3|0.0|0|0.0|0|0|0.605020506|0.0|0.167987916|-0.118456941|0.042795699|-0.120694579|-0.336455156|-0.006049098|-0.045382017|1|-0.0045709459999999|-0.218774634|0.017902469|0.032450556|-0.604704476|0.718481325|-0.125395523|0.784451598|0.841871246|1|0.829399708|-0.092838926|-0.096133903|-45.63945658|5.258353635|239.2266101|0.170600292|-21.667278|2.496397166|76.23910943|52.16354015|-18.79271742|49.333524|2056.502939|393.75653|-638.9523922000001|1064.221958|0.169581355|5.6343192|10.50748861|0.864908294|4400.493202000001|80.50854774|22.63041363|0.01374218|769.4340634|6.524083564|1.0|1.0|1.0|3.2|0.0|21.0|-6.89|4.34|4.01|1.6|0.0|2.0|22.0|3.0|-5.3|0.0|1.0|3.23|2.07e-06|1.44e-05|0.0044|4.03|1.3e-07|3.9500000000000005e-05|-0.06361|-1272.152002|-1272.125792|515.23|847.25|379.97|0.69784|0.5056|-0.13153|0.02620998|3.1979|3548.0|5.45|5.45
1l_a5|0.0|0|2.964063799|0|0|1.270375394|0.0|-0.244609612|-0.0052651969999999|0.025672515|-0.111303801|-0.089997343|0.008244856|-0.019865028|1|0.007613233|-0.179824092|0.0271820189999999|0.043915678|-0.21108114|0.7656671279999999|-0.091849662|0.818803517|0.71872376|0|0.890289002|-0.068685233|-0.067755283|-38.27406105|4.43679678|167.86839980000002|0.109710998|-21.62050954|2.506287665|0.0|45.64819758|-14.9768065|43.23617395|2227.730859|502.9124512|-688.9330988|903.1631908|0.230593886|7.401206343999999|14.03493287|0.896303416|4665.793689|130.25942849999998|19.46541135|0.013054186|895.4089219|7.374136537999999|1.0|1.0|1.0|2.98|0.14|23.0|-8.83|5.56|5.32|2.57|0.0|4.0|26.0|3.0|-5.4|1.0|1.0|4.06|9.06e-06|1.04e-05|0.00356|4.19|1.4800000000000003e-09|5.02e-07|-0.04149|-1069.261615|-1069.229786|609.85|1033.47|267.19|0.57392|187.0|-0.1779|0.03182983|3.3694|32.0|7.4949|7.4949
41_a47|0.0|1|0.0|1|0|1.420292383|1.840145925|-0.225923786|-0.072088843|0.042537538|-0.080388467|-0.187859623|0.003530307|0.024881402|1|0.0047106|-0.178132441|-0.1430639269999999|-0.317014709|-0.276217719|0.8417952740000001|0.123676975|0.900915114|0.609110565|1|0.823168463|-0.061101947|-0.0899793719999999|-50.81597048|10.36256127|54.15850042|0.1768315369999999|-28.69838714|5.852270304|0.0|63.84353454|-16.54473457|44.86996758|2374.594252|464.8854878|-711.4235867000001|1073.170368|0.346852185|7.168742909|12.96444871|0.8084689140000001|5042.636398|195.8852341|25.33076615|0.023067788|1089.222944|13.02756406|1.0|1.0|1.0|3.18|0.16|21.0|-7.47|3.34|4.52|1.75|0.0|4.0|26.0|5.0|-6.66|1.0|1.0|3.06|0.000267|0.000125|0.0436|2.49|3.36e-08|1.17e-05|-0.05053|-1162.492089|-1162.462261|603.1|995.43|308.67|0.68638|0.2504|-0.15208|0.02982752|6.8546|0.01|8.0|8.0
47n_a18|0.0|0|0.0|0|1|1.251175627|0.0|0.0487694459999999|-0.057061805|0.032169312|0.017491759|-0.609196374|0.000271488|-0.003276575|0|0.001705837|0.026244774|-0.172015161|-0.258092915|-0.529441732|0.696612213|-0.083719099|0.726888951|0.711628292|0|0.792429396|-0.079299822|-0.091185806|-75.24728669|8.759783644|61.29571241|0.207570604|-62.09468789|7.228646444|47.476904100000006|86.44740177|-26.38541222|74.19865731|3349.802294|653.9193397999999|-2031.676741|2052.393389|0.216078071|10.43689152|20.17045476|0.932611327|7909.580851999999|178.30942439999998|33.65821422|0.01357247|2591.682495|11.20011508|1.0|1.0|1.0|4.69|0.31|18.0|-9.76|3.67|3.31|2.72|1.0|13.0|40.0|4.0|-6.68|0.0|0.0|2.76|9.48e-07|5.7e-06|0.00308|4.1|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|-1743.3283440000002|-1743.299948|879.92|1565.37|387.11|0.6914600000000001|0.5056|-0.13138|0.02839695|3.3568|64.0|7.1938|7.1938
14q_a23|0.0|1|0.0|2|0|1.19796338|3.292130907|0.141057047|-0.130330047|0.044138322|0.064903564|-0.5608967029999999|0.002243702|-0.058543701|2|0.002496501|0.121109106|-0.017918675|-0.033435987|-0.573130981|0.808928963|-0.089657283|0.871119857|0.7333675390000001|1|0.773194598|-0.08960718|-0.096370719|-66.16349731|14.81701129|350.836102|0.226805402|-45.42467289|10.17264683|97.13675614|79.42966327|-27.24379301|76.3369885|3097.399651|530.8381985000001|-1389.433443|2213.1193780000003|0.222659101|8.732265278|16.53853737|0.893957277|6982.066379000001|152.86702240000002|35.04742005|0.01932289|1787.418422|13.26616596|0.0|0.0|1.0|3.52|0.04|26.0|-6.96|2.57|3.12|2.28|1.0|6.0|33.0|5.0|-7.33|0.0|0.0|2.62|6.11e-06|4.03e-05|0.0183|2.46|1.11e-07|5.03e-05|-0.08159|-1798.645459|-1798.6108739999995|714.22|1222.17|340.33|0.5949|0.4943|-0.14854|0.03458552|12.0503|16.0|7.8069|7.8069
4b_a49|0.0|0|0.0|1|1|1.343847828|2.075628989|-0.109946885|-0.077626337|0.036555556|-0.064060521|-0.402986655|0.001769804|-0.033486358|1|0.002557204|-0.10158752|-0.0563571629999999|-0.089371493|-0.390006034|0.798826417|0.049923437|0.852400617|0.6967593559999999|1|0.7581492670000001|-0.091725536|-0.090284437|-55.5653235|14.84890147|41.97072627|0.241850733|-34.19753462|9.138717999|64.87087098|71.2971749|-18.89220999|71.30114509|2708.998101|466.6010051|-944.6104994|1701.832352|0.354669161|7.588962922|14.53457293|0.915225186|6025.790417|218.2802175|29.27523192|0.02556165|1463.761596|15.73185141|1.0|1.0|1.0|3.37|0.22|21.0|-7.05|3.71|3.26|1.66|0.0|6.0|30.0|6.0|-7.12|0.0|1.0|2.8|0.000155|0.000132|0.0527|2.28|8.91e-08|3.570000000000001e-05|-0.06731|-1333.063439|-1333.026419|664.86|1121.45|267.08|0.68242|0.0615|-0.15635|0.03702033|2.2306|79.0|7.1024|7.1024
2_a20 (SB-505124)|0.0|0|3.485765306|0|1|1.183764955|0.0|-0.006955944|-0.076310057|0.05042042|0.013612077|-0.498602014|0.001622309|-0.177905025|1|0.003789399|0.02072518|-0.150708132|-0.229461916|-0.520284161|0.725030162|-0.19681999|0.765632979|0.790275077|0|0.7694360659999999|-0.083565835|-0.117328885|-64.55966745|15.71798823|122.8758934|0.230563934|-35.52365346|8.648749117000001|441.9400248|70.87109323|-21.05206547|61.69969596|2195.369524|423.3785776|-968.3950117|1709.9571620000002|0.1680806939999999|5.952040367|11.3574908|0.908167636|4762.83693|92.48561162|25.30541763|0.011470204|1164.049211|6.311425784|1.0|1.0|1.0|3.4|0.3|17.0|-7.22|5.16|4.47|2.06|0.0|3.0|25.0|4.0|-5.31|1.0|1.0|3.81|5.72e-06|1.22e-05|0.0040799999999999|4.27|6.070000000000002e-08|2.03e-05|-0.03717|-1089.371784|-1089.358727|593.8|995.68|340.58|0.69947|0.3267|-0.14928|0.01305739|3.9392|169.0|6.7721|6.7721
8a_a8|0.0|0|3.150966553|1|1|1.400027874|1.4114120369999998|-0.021925912|-0.1950388569999999|0.040243056|0.027531877|-0.732911106|-0.0075336219999999|0.010118884|1|-0.005306541|0.044579097|0.055198015|0.089375589|-0.5028388229999999|0.762577159|-0.048064085|0.8220300859999999|0.7318727540000001|0|0.550829475|-0.131795179|-0.118763303|-71.12928513|20.58762475|170.9592896|0.449170525|-42.60049244|12.33026525|84.91322996|86.57328508|-29.37948733|99.52191337|2802.374154|329.9007832|-1351.456417|1746.6927010000002|0.23579367|7.533378788999999|14.52342059|0.927876056|6193.891189|141.2206861|38.44444383|0.025786572|1768.444416|15.44399996|0.0|0.0|1.0|3.37|0.05|23.0|-6.76|3.13|2.72|1.9|0.0|4.0|30.0|5.0|-7.04|0.0|0.0|2.56|3.99e-05|7.28e-05|0.0292|2.4|1.74e-07|6.96e-05|-0.06922|-1367.776863|-1367.744724|620.68|1061.5|269.43|0.7036899999999999|0.1729|-0.13015|0.03213899|6.8427|11.34|4.9454|4.9454
6f_a40|0.0|0|0.0|1|2|0.604893424|1.750582483|0.134099184|-0.156988665|0.038309179|-0.122783873|-0.8287570679999999|-0.009302776|0.075227997|2|-0.008368734|-0.233222505|0.048543494|0.092206207|-0.628934821|0.836826225|-0.268802228|0.896373207|0.742681934|1|0.655786513|-0.134203859|-0.130571562|-83.88605319|10.2782635|207.7174501|0.344213487|-53.89282175|6.6032981820000005|40.01876255|92.77827871|-33.55442128|96.49789556|3021.330686|421.31181889999993|-1509.948957|3072.581297|0.137191276|6.993991456|11.87042702|0.69723213|7328.308886|88.13890599|38.88975659|0.013841059|1750.039046|8.892225517|1.0|0.0|0.0|4.05|0.21|14.0|-3.67|3.66|2.66|1.1|1.0|5.0|30.0|5.0|-6.9|0.0|0.0|2.61|1.13e-07|2.3e-05|0.0105|3.09|0.0002109999999999|0.0967|-0.08982|-2426.972609|-2426.924155|668.95|1139.55|346.89|0.69911|0.0158|-0.1131799999999999|0.04845403|8.7269|42.0|7.3768|7.3768
14v_a23|0.0|1|0.0|2|0|1.1979575059999998|3.004639728|0.135774541|-0.299484129|0.047323232|0.055572317|-0.8122700340000001|-0.002390707|0.017156562|2|-0.0004039459999999|0.170475376|-0.0962526|-0.2952674819999999|-0.650246427|0.787538583|-0.022236834|0.845160857|0.575188253|1|0.916605275|-0.067342061|-0.09479984|-62.61276875|13.08518422|78.86310829|0.083394725|-41.35406587|8.64241561|0.912757854|76.42257099|-28.23713101|57.56282152|3399.4261450000004|605.3933675|-1440.093681|2679.111279|0.211671341|7.743452839|14.26610767|0.84234449|8458.789829000001|139.8032821|35.81898321|0.020908947|1826.768144|13.80980223|0.0|0.0|0.0|3.62|0.09|26.0|-7.95|3.97|6.18|3.04|0.0|7.0|35.0|8.0|-5.94|0.0|0.0|4.28|1.29e-07|1e-06|0.0004969999999999|4.76|1.12e-08|5.57e-06|-0.07843|-2042.182282|-2042.161744|679.5|1206.02|335.64|0.6017100000000001|348.0|-0.1524299999999999|0.02053833|6.3758|4.0|8.4001|8.4001
18a_a22|0.0|0|0.0|1|0|1.194229718|1.854982521|-0.197348157|-0.018344659|0.038167849|0.033735832|-0.19538364|0.007066388|-0.021976395|1|0.007079018|0.059645624|-0.0835538409999999|-0.147724859|-0.296897301|0.7329701259999999|-0.027029438|0.7881113679999999|0.722009212|1|0.926535704|-0.050645213|-0.076119803|-51.6464295|11.62443251|29.59800426|0.073464296|-35.04152115|7.887046626|18.5219848|64.80092090000001|-19.86401135|45.98663929|2898.068989|628.6440468999999|-1032.92859|2213.859172|0.289532802|7.037677899|13.72951861|0.950859191|6630.646100999999|196.4447473|27.95908297|0.0193879289999999|1453.872315|13.15449139|1.0|1.0|1.0|3.49|0.08|27.0|-9.4|5.32|5.11|2.13|0.0|6.0|32.0|4.0|-6.28|0.0|1.0|3.9|2.59e-06|6.98e-06|0.00305|3.78|3.95e-10|1.73e-07|-0.0706799999999999|-1691.3151059999998|-1691.2957760000002|695.35|1211.84|246.91|0.68577|0.0354|-0.1408|0.01932946|5.3946|13.0|7.8861|7.8861
1j_a5|0.0|0|2.9426852410000004|0|0|1.427567371|0.0|-0.2031633169999999|-0.010620031|0.025987654|-0.115553003|-0.175183967|0.00683534|-0.07622096|1|0.006957291|-0.190920568|-0.010807075|-0.0178558139999999|-0.2470489089999999|0.7862755770000001|-0.0614852279999999|0.848473695|0.717355058|0|0.847163872|-0.073803258|-0.074505844|-40.01980349|10.57633738|73.73338699|0.152836128|-21.49609451|5.680936139|1.471030887|54.3827755|-14.64139152|50.21875634|2242.805131|455.0425806|-600.2970524|847.5275797|0.383510433|7.328149934|13.80288876|0.883543443|4618.562904|205.997426|23.74961767|0.026739895|973.7343247|14.36297201|1.0|1.0|1.0|2.76|0.05|23.0|-8.14|4.5|4.21|1.57|0.0|4.0|25.0|4.0|-6.15|1.0|1.0|3.19|9.27e-05|6.29e-05|0.0206|3.03|7.190000000000001e-09|2.36e-06|-0.03832|-1065.849941|-1065.817476|572.47|959.39|279.68|0.6449|0.1644|-0.16813|0.03246499|3.0364|24.0|7.6198|7.6198
12o_a30|0.0|0|0.0|0|2|0.604984133|0.0|0.036331447|-0.028326022|0.040899471|-0.089996613|-0.364378536|0.00372838|0.019094532|1|0.003603419|-0.157974241|-0.051371057|-0.090173435|-0.465857798|0.815003426|-0.149451598|0.870930234|0.7463962120000001|0|0.844344883|-0.076908942|-0.0975052409999999|-62.74209511|9.948252054|75.15128057|0.1556551169999999|-40.37291185|6.401442327000001|0.0|71.87393121|-24.32856749|59.43716284|2860.371518|543.3140456|-1192.099807|2476.50603|0.186865502|7.400912529|13.95467208|0.885533983|6542.77337|120.2431068|29.91948755|0.0141914589999999|1466.05489|9.131836103|1.0|0.0|1.0|4.63|0.14|17.0|-7.22|4.47|3.27|3.31|0.0|5.0|30.0|4.0|-5.75|0.0|1.0|3.11|1.19e-06|3.61e-06|0.00156|4.49|6.03e-08|2.61e-05|-0.05085|-2035.37262|-2035.338699|687.92|1162.63|238.73|0.6854399999999999|149.0|-0.1478799999999999|0.03392126|6.8632|16.0|7.8097|7.8097
14y_a23|0.0|1|0.0|2|0|1.197960595|3.3149940630000003|0.0600764409999999|-0.022719307|0.046678487|0.041892637|-0.2996475999999999|0.009174505|-0.051539811|2|0.007229683|0.07646106|-0.069023218|-0.125978901|-0.4598871539999999|0.802520527|-0.049318182|0.8668730109999999|0.64069202|1|0.925252932|-0.057809342|-0.080613242|-55.74067298|13.00274534|39.66769923|0.074747068|-38.54233552|8.990852582999999|82.29531392|67.16839951|-23.71943531|52.97547894|3096.562257|639.7735629|-1114.8134599999998|2336.815247|0.21677451|8.213390641|16.00209862|0.948293868|7320.809595999999|149.890474|30.28429949|0.016527|1423.362076|11.42772654|0.0|0.0|0.0|3.41|0.05|26.0|-8.57|4.64|5.32|3.99|0.0|5.0|32.0|4.0|-5.8|0.0|0.0|4.45|1.7e-07|7.37e-07|0.000354|4.83|2.6899999999999996e-09|1.29e-06|-0.08374|-2549.104894|-2549.091817|713.1|1217.48|340.49|0.61338|444.0|-0.14942|0.01307741|6.5205|4.0|8.4225|8.4225
17d_a50|0.0|1|0.0|2|2|1.338814635|4.380250483|-0.152030219|0.03538699|0.031990741|0.006071856|-0.140830095|0.012079|-0.136180713|2|0.01245647|0.009780681|-0.200725906|-0.323333765|-0.2294807539999999|0.748516466|-0.2177003589999999|0.789310938|0.7276268779999999|1|0.929886823|-0.044172353|-0.069790853|-48.40178147|10.55016861|5.007868064|0.070113177|-33.56790124|7.31681784|86.38197811|57.5414543|-17.74731987|41.18485076|2824.70142|644.9008302|-1064.839192|2950.99157|0.24594297|6.996105516|12.62170017|0.8041037459999999|6281.764548|170.5678813|23.53577933|0.013178555|1412.14676|9.139672835|0.0|1.0|1.0|4.07|0.35|20.0|-7.07|4.0|4.29|2.71|0.0|6.0|32.0|4.0|-6.25|1.0|0.0|3.68|3.17e-05|1.31e-05|0.00557|3.72|8.55e-08|3.63e-05|-0.03251|-1335.989008|-1335.962757|727.15|1263.22|306.09|0.66103|0.1819|-0.16716|0.02625058|7.9942|74.0|7.1308|7.1308
6_a1|0.0|0|0.0|1|1|1.3488280769999998|2.325221088|-0.092471477|0.021203156|0.039635417|-0.114683042|-0.230035376|0.005054086|-0.00983397|1|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|0.798346291|-0.095907969|0.8524898329999999|0.741035199|0|0.8782596159999999|-0.057199415|-0.077422386|-37.41011914|10.15161645|64.63457366|0.121740384|-18.076387|4.905211525|95.13138767|49.61122373|-11.51080589|37.79009463|1956.144556|424.3707604|-448.9214297|1383.161829|0.423240564|5.555887839|9.609375529|0.7295841470000001|4061.042516|204.5077752|19.95772445|0.025250885|778.3512535|12.20110458|1.0|1.0|1.0|2.94|0.22|17.0|-6.02|3.61|3.57|1.75|0.0|3.0|22.0|3.0|-6.21|1.0|1.0|2.82|0.0007599999999999|0.00021|0.0613|2.63|9.51e-07|0.000277|-0.02214|-935.5024827|-935.4750982|527.41|875.29|305.12|0.69818|0.3399|-0.16784|0.027384499|8.0033|5.1|5.2924|5.2924
19e_a38|0.0|0|3.376977671|0|2|1.297043576|0.0|-0.082311936|-0.10490608|0.04508642|0.021678225|-0.4379521229999999|-0.001197042|-0.104569193|1|0.000347207|0.045449529|-0.091460175|-0.191751024|-0.436305701|0.839953955|-0.064035403|0.89459881|0.700181525|0|0.776562593|-0.083623427|-0.10214405|-68.82539051|14.27562164|118.734325|0.223437407|-46.37503972|9.619015829|16.39385667|82.37885703|-25.49088538|70.62168376|2920.436229|523.2534216|-1376.50781|3426.997928|0.250809026|6.596408983|12.34352977|0.871249918|6531.762734|168.99691289999998|34.02454948|0.020114756|1837.325672|13.55346651|1.0|0.0|1.0|4.96|0.12|17.0|-7.28|4.03|3.09|2.75|0.0|6.0|32.0|4.0|-6.39|0.0|1.0|3.3|1.15e-05|1.89e-05|0.00807|3.55|5.27e-08|2.25e-05|-0.05139|-1409.582478|-1409.547647|685.34|1183.12|236.96|0.58509|0.3738|-0.15584|0.03483011|8.0952|0.01|8.0083|8.0083
47p_a18|0.0|0|0.0|0|1|1.25117677|0.0|-0.001819106|-0.04760181|0.037575758|0.025217016|-0.3775970529999999|0.00235332|-0.015960677|0|0.003537135|0.037961877|-0.1736074389999999|-0.261349889|-0.441700685|0.726294118|-0.082977829|0.7611910209999999|0.710266593|0|0.832954548|-0.06909945|-0.082580968|-61.12351185|5.913843751|10.25627035|0.1670454519999999|-45.24146169|4.377217987|48.48855261|69.19354871|-22.80728054|57.05881288|2933.069245|616.5234972999999|-1528.087796|1367.4309119999998|0.181540558|9.923659881|19.41290064|0.956223901|6726.61969|134.3699001|27.86610962|0.01090303|1867.029344|8.070036862|1.0|1.0|1.0|4.29|0.28|18.0|-9.03|3.65|3.34|3.13|0.0|9.0|35.0|3.0|-6.07|1.0|0.0|2.9|2.13e-06|5.34e-06|0.0025|4.35|9.35e-10|4.38e-07|-0.05628|-1493.759811|-1493.731375|795.43|1391.71|387.01|0.6937800000000001|595.0|-0.13118|0.02843634|4.6652|64.0|7.1938|7.1938
15b_a50|0.0|1|0.0|2|1|1.353059441|4.112770601|-0.144363623|-0.05484142|0.032843915|-0.103807905|-0.22696498|0.004641091|-0.06083723|2|0.005203263|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|0.8259784720000001|-0.216393362|0.8833003970000001|0.764606364|1|0.8209134840000001|-0.082576068|-0.080700307|-46.13641893|11.48191704|274.85729960000003|0.179086516|-26.37622116|6.564219549|0.0|60.03646705|-16.04745006|58.69070955|2441.264256|469.3167805|-738.1827030000001|1692.3273379999998|0.3609826579999999|6.89125222|13.22671714|0.919348867|5205.2135960000005|206.3740238|25.11269883|0.024313507|1155.184146|13.90004811|1.0|1.0|1.0|3.56|0.19|20.0|-5.72|2.71|3.26|1.66|0.0|5.0|27.0|4.0|-6.98|1.0|1.0|2.37|0.000654|0.000249|0.0891|2.11|1.92e-06|0.000687|-0.0333399999999999|-1160.4989460000002|-1160.463663|613.37|1035.3|305.67|0.65917|0.1796|-0.16737|0.03528279|9.3788|79.0|7.1024|7.1024
14s_a23|0.0|1|0.0|2|0|1.197958333|3.336763335|0.020458621|-0.022580082|0.045277778|0.049317519|-0.298573309|0.010682694|-0.044305947|2|0.009263715|0.0909774219999999|-0.071484865|-0.13187015|-0.457212212|0.7837821840000001|-0.1050445769999999|0.846632079|0.659570836|1|0.92763624|-0.055037441|-0.080500435|-51.64162341|12.81151517|30.34480575|0.07236376|-33.12848261|8.218681552|82.55990607|62.75905983|-21.9751589|48.11843993|2954.0751370000003|595.0854952000001|-1032.832468|2316.634024|0.2251838339999999|7.548546899|14.26730044|0.890072438|6938.271179|144.457092|28.36177131|0.017330177|1333.003252|11.11743642|0.0|0.0|0.0|3.45|0.05|26.0|-7.99|4.0|4.67|3.51|0.0|5.0|31.0|4.0|-6.03|0.0|0.0|4.01|7.49e-07|2.83e-06|0.00126|4.21|1.02e-08|4.55e-06|-0.07783|-2089.521231|-2089.500101|668.66|1164.32|336.66|0.60323|0.3669|-0.1515|0.02112956|6.4428|3.0|8.5482|8.5482
4_a38 (LY-2157299)|0.0|0|0.0|1|1|1.343847059|2.0959524330000003|0.050460026|-0.080432741|0.041252955|-0.0501467259999999|-0.325515636|0.002865697|-0.159241692|1|0.003107816|-0.083399128|0.028964355|0.0481706809999999|-0.463575124|0.8099394329999999|-0.032369326|0.868207983|0.6848692759999999|1|0.754313773|-0.092570349|-0.089446059|-51.11565158|7.104736984|260.7739337|0.2456862269999999|-29.21101111|4.060137052|71.22674185|58.99645489|-18.48863993|60.00582329|2501.945802|431.0669496|-868.9660769|1686.693134|0.213882939|6.54753874|12.76426621|0.949475478|5566.495502000001|122.2274724|23.51893991|0.01379043|1105.390176|7.880803302999999|0.0|1.0|1.0|3.27|0.18|21.0|-7.13|3.69|3.51|1.84|0.0|3.0|28.0|4.0|-6.86|0.0|1.0|2.81|0.0001409999999999|0.000102|0.0375|2.39|7.45e-08|2.75e-05|-0.06|-1198.683473|-1198.64695|617.61|1048.31|266.68|0.68|0.06|-0.16|0.03652312|7.6529|69.0|7.1586|7.1586
12x_a30|0.0|0|0.0|0|2|0.604984021|0.0|0.044575215|-0.0335688279999999|0.043383838|-0.0606216429999999|-0.3545061539999999|0.00604028|0.027312213|1|0.006346396|-0.104089964|-0.053700437|-0.0922059569999999|-0.458718546|0.782514704|-0.1759406839999999|0.829606585|0.803183654|0|0.848844277|-0.071909912|-0.091725339|-60.57208434|9.745611551|74.51844582|0.151155723|-39.99960559|6.435648079|0.0|68.52587215|-23.12752311|57.2323071|2845.417984|560.5459455|-1272.013771|2374.777496|0.175325029|7.794822643|14.14885734|0.815160907|6359.545311|115.7782842|28.04441012|0.012044556|1542.442557|7.953787804|1.0|0.0|1.0|4.86|0.21|17.0|-7.38|4.87|3.23|3.25|0.0|5.0|31.0|4.0|-5.64|0.0|0.0|3.19|9.14e-07|3.48e-06|0.00148|4.6|4.12e-08|1.76e-05|-0.05093|-1654.40976|-1654.3784|703.75|1211.79|355.95|0.68589|0.1517|-0.14783|0.03136007|4.8197|22.0|7.6556|7.6556
15a_a50|0.0|1|0.0|2|1|1.3530592819999998|4.126145086|-0.113976703|-0.06317118|0.035694444|-0.0446629609999999|-0.234757789|0.005366038|-0.15010386|2|0.005828749|-0.072976638|-0.128070491|-0.209259615|-0.325638639|0.821868651|-0.207610131|0.8749408470000001|0.76745052|1|0.837789896|-0.0783960279999999|-0.084501726|-50.56454577|10.77967103|275.287923|0.162210104|-30.25705388|6.450390922|0.0|61.78266878|-17.54280159|57.69065967|2503.770258|501.3207109|-859.5972780999999|1754.903963|0.294589405|8.095541483|14.65582885|0.8103580690000001|5401.219537|176.277812|24.86892274|0.018747341|1218.577214|11.21812301|0.0|1.0|1.0|3.7|0.23|20.0|-6.09|3.23|3.57|1.87|0.0|5.0|28.0|4.0|-6.78|1.0|1.0|2.76|0.000251|0.0001189999999999|0.0444|2.51|8.070000000000001e-07|0.0003|-0.03255|-1199.818129|-1199.784983|644.4|1091.64|306.83|0.66132|0.1767|-0.16693|0.03314629|9.0948|41.0|7.3872|7.3872
3h_a32|0.0|1|3.579396967|0|0|0.609420752|0.0|0.01077056|-0.008243901|0.037731481|0.014517903|-0.269379119|0.002101838|-0.003152613|3|0.003284804|0.025035542|-0.071193103|-0.122769653|-0.531669815|0.7926338540000001|-0.2|0.834881529|0.8030743229999999|1|0.87880263|-0.07183387|-0.0882883959999999|-55.27575363|6.98327435|76.38838542|0.12119737|-34.60714056|4.372100625|0.0|62.63332945|-17.27367301|51.95714963|2398.020434|550.2022886|-829.1363044|2911.160989|0.226505997|8.107034244|13.71739929|0.692036677|5187.525619|141.8112711|22.33200639|0.011751781|1071.936307|7.357575822|1.0|1.0|1.0|3.65|0.35|19.0|-8.47|8.11|6.24|2.64|0.0|7.0|26.0|3.0|-4.29|0.0|1.0|5.4|5.8700000000000014e-09|7.140000000000001e-07|0.000273|6.12|3.37e-09|1.29e-06|-0.05318|-1790.6908030000002|-1790.663897|676.22|1127.45|348.74|0.70257|0.2926|-0.1474099999999999|0.02690554|5.8749|7.0|8.1549|8.1549
