molecula|SddssS|n9FaHRing|SaaNH|NaasN|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|RPSA|WNSA5|WPSA3|RPCS|DPSA5|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
17_a3|0.0|0|0.0|0|0|0.605019885|0.0|0.188373421|-0.118246266|0.047430556|-0.015463451|-0.349676046|-0.007540435|-0.041723219|1|-0.006696449|-0.027542873|0.020589494|0.036673175|-0.633373061|0.767641592|-0.085686119|0.838125715|0.773152968|1|0.803075623|-0.098658557|-0.096067661|-48.88298017|5.251911643|234.4907116|0.1969243769999999|-24.87357062|2.672377884|76.17242478|55.39769571|-20.12828595|55.45324083|2196.728425|408.6362608|-684.3617224|1667.279771|0.159937821|6.2477303310000005|11.12358659|0.780420408|4839.543958|81.38261354|23.96047156|0.012803096|814.6560331000001|6.514715538|1.0|1.0|1.0|3.13|0.0|21.0|-7.48|4.96|4.66|2.37|0.0|2.0|23.0|3.0|-5.61|0.0|1.0|3.71|2.96e-06|1.18e-05|0.00399|3.88|3.28e-08|1.11e-05|-0.0720399999999999|-1731.75233|-1731.72355|537.32|891.3|386.22|0.69481|0.4062|-0.13155|0.02878063|4.8815|23.0|7.6383|7.6383
14j_a23|0.0|1|0.0|2|0|1.197963927|3.278390512|0.074424082|-0.071396109|0.046283951|0.037350515|-0.322724299|0.007671236|-0.026319216|2|0.0075222369999999|0.087218599|-0.073945564|-0.17267308|-0.463194548|0.800643488|-0.091426449|0.864845456|0.5935522360000001|1|0.8454521620000001|-0.062203032|-0.082226482|-53.34139172|13.28905737|40.38957571|0.154547838|-34.60325668|8.620784882999999|83.17168000000001|64.88069411|-22.69846456|53.64097592|2943.385528|548.455847|-1066.827834|2175.598042|0.226032829|7.83426417|15.57933561|0.988615047|6597.039681|146.63044480000002|29.32742551|0.017787992|1378.388999|11.53930239|0.0|0.0|1.0|3.39|0.05|26.0|-7.67|3.78|4.58|3.4|0.0|5.0|31.0|5.0|-6.31|0.0|0.0|3.77|2.66e-06|7.73e-06|0.00332|3.68|2.14e-08|9.18e-06|-0.07581|-1729.15999|-1729.1379190000002|670.6|1142.37|338.1|0.65128|0.3886|-0.14816|0.02207124|8.3233|4.0|8.3883|8.3883
8_a4|0.0|0|0.0|1|1|1.304250488|2.126514848|-0.208165266|0.03148225|0.038726287|-0.072752231|-0.056197036|0.010647563|-0.011835327|1|0.009595591|-0.1193184819999999|-0.048133994|-0.078942941|-0.150276481|0.813333185|0.097165358|0.879500982|0.576540652|1|0.925132446|-0.05397993|-0.065595042|-33.90618946|5.362918401|11.02158946|0.074867554|-17.52616744|2.772101712|37.17889653|41.57817329|-12.71482105|33.26523662|2297.5526170000003|478.2025467|-508.5928419|1737.932042|0.273845898|5.695730546|9.972991122|0.750959081|5162.482272|141.55141369999998|17.50981094|0.0148422489999999|700.3924376|7.671983829|1.0|1.0|1.0|2.99|0.15|21.0|-7.78|4.63|4.76|2.93|0.0|2.0|25.0|3.0|-5.76|1.0|1.0|3.85|4.49e-05|1.46e-05|0.00506|3.74|1.65e-08|5.72e-06|-0.05864|-1450.239105|-1450.21384|561.6|949.09|231.56|0.57675|0.0642|-0.16821|0.0252645|5.7488|54.0|7.2676|7.2676
16a_a23|0.0|1|0.0|2|1|1.197962324|3.411338761|-0.0147904689999999|-0.013055633|0.046283951|0.062601621|-0.302174246|0.012426121|-0.088255625|2|0.01226642|0.115499047|-0.181609054|-0.335065967|-0.380779155|0.8323974470000001|-0.116894582|0.890165467|0.7199622309999999|1|0.934837094|-0.041095401|-0.07288672|-47.06687604|13.80568132|9.922436905|0.0651629059999999|-30.39361398|8.915071155|91.92609822|65.21027197|-16.6118386|40.34319246|2924.629647|603.6746046|-847.2037686000001|1801.957216|0.414079278|8.024409307|15.89802615|0.981208279|6552.801739|267.3932664|28.35168303|0.02809646|1445.935835|18.14339594|1.0|0.0|1.0|3.94|0.14|20.0|-5.27|2.03|2.52|2.04|0.0|5.0|31.0|4.0|-7.02|0.0|0.0|1.85|2.6e-05|4.86e-05|0.0208|2.66|5.38e-06|0.0023|-0.0502|-1685.913359|-1685.8794469999998|670.04|1172.0|763.49|0.96307|0.2066|-0.07625|0.03391189|18.4446|39.0|7.4037|7.4037
8_a15|0.0|0|0.0|0|0|1.419941362|0.0|-0.208657545|-0.044406425|0.039181287|0.155304204|-0.5025236129999999|1.7800000000000002e-05|-0.010146469|0|0.003160815|0.225620047|-0.203104439|-0.295062413|-0.342749125|0.7059441040000001|-0.025923166|0.742680335|0.8105478740000001|0|0.853896482|-0.071552706|-0.118293578|-69.07571287|19.65860939|104.8781037|0.146103518|-40.33569847|11.47934212|55.99586988|89.80283608|-16.91650111|61.44071008|2393.276181|498.6196971|-828.9085544|1919.535904|0.480572589|6.093505548|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|32.56759415|0.035495625|1595.8121130000002|20.72712321|1.0|1.0|0.0|3.14|0.19|18.0|-7.57|3.9|4.95|1.96|0.0|7.0|27.0|5.0|-5.52|1.0|1.0|3.76|5.63e-06|1.53e-05|0.00562|4.24|2.69e-08|9.86e-06|-0.02723|-1223.704913|-1223.687714|598.84|1050.15|279.58|0.70524|0.0155|-0.1558|0.01719864|1.4589|108.0|6.9666|6.9666
12c_a31|0.0|0|3.387641566|0|1|0.6101358029999999|0.0|0.046986783|-0.055520387|0.040982906|-0.030192572|-0.690412101|-0.003618466|-0.094991098|2|-0.000813398|-0.048694677|-0.138799714|-0.223856622|-0.54466023|0.842823186|-0.098452311|0.8856644770000001|0.770283733|0|0.665463503|-0.104643824|-0.129736755|-82.33748068|19.38414321|153.400467|0.334536497|-52.25551342|12.30215386|553.8695417|97.28775086|-23.05449459|85.79638585|2592.4503010000003|422.3366652|-1152.7247289999998|1894.297124|0.3182913|8.091269314|14.67172662|0.813278739|5676.394271|202.0036947|33.81868912|0.023556702|1690.934456|14.95027019|1.0|1.0|1.0|3.69|0.35|16.0|-7.24|5.64|3.7|1.08|0.0|8.0|28.0|5.0|-6.53|0.0|1.0|3.32|5.85e-06|6.94e-05|0.0277|3.1|5.79e-08|2.31e-05|-0.0338399999999999|-1618.1530810000002|-1618.112841|679.71|1138.89|323.48|0.7007399999999999|0.2625|-0.15904|0.04023903|2.2908|0.38|6.4202|6.4202
8_a27|0.0|0|2.599100867|1|0|1.406757715|1.7626247169999998|0.188762686|-0.077396262|0.039673203|-0.14212377|-0.329319041|0.0040883959999999|0.093450172|1|0.004801929|-0.24946295|-0.106814855|-0.187486926|-0.535352745|0.8000360390000001|0.11158995|0.8688656459999999|0.64927069|1|0.776384028|-0.078709803|-0.092265073|-43.96130162|10.41179748|122.0597403|0.223615972|-20.94612822|4.960882344|61.18801154|53.20197882|-17.09606174|47.91445451|2132.9321670000004|369.9216992|-615.4582227000001|989.0070768|0.248298166|5.016799703|9.642697094|0.92208134|4522.989286999999|118.305988|22.74314225|0.019394143|818.753121|9.240677197|0.0|0.0|0.0|2.79|0.06|21.0|-6.28|2.98|2.48|2.19|0.0|2.0|23.0|4.0|-6.73|1.0|1.0|2.38|0.000586|0.000299|0.0907|2.0|5.2e-07|0.000158|-0.05015|-1004.515654|-1004.489001|507.76|848.58|300.38|0.64893|0.2336|-0.16958|0.02665292|4.2899|6.0|8.2218|8.2218
14t_a23|0.0|1|0.0|2|0|1.197962538|3.410065804|0.04919958|-0.024472753|0.045277778|0.073534004|-0.290708696|0.01269616|-0.041339801|2|0.01180744|0.134446672|-0.074441567|-0.136106024|-0.4515027279999999|0.7629258809999999|-0.152771194|0.820002545|0.6906097959999999|1|0.920956836|-0.0553915009999999|-0.079253435|-51.65035498|11.36130649|36.6149406|0.079043164|-33.66111722|7.404291213|42.20767549|61.0040156|-21.69314909|47.46057034|2878.4071670000003|600.1979272000001|-1084.657455|2286.063655|0.2000541589999999|7.55064865|14.13931199|0.872595673|6523.656379|130.3775455|27.11827225|0.014352462|1355.9136119999998|9.353660614|0.0|0.0|1.0|3.52|0.09|26.0|-7.78|3.88|4.33|3.24|0.0|5.0|31.0|4.0|-6.1|0.0|0.0|3.78|1.43e-06|5.61e-06|0.0023899999999999|3.94|1.65e-08|7.03e-06|-0.06666|-1669.240512|-1669.21916|692.08|1184.43|311.09|0.68886|0.0003|-0.15625|0.02135191|8.3062|4.0|8.3979|8.3979
16e_a32|0.0|1|3.343660084|0|0|0.609420752|0.0|0.180914799|-0.06951854|0.040982906|-0.04474426|-0.772021601|-0.0048042729999999|-0.070351839|3|-0.002310082|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0.86370575|-0.022651598|0.91471624|0.7619492790000001|1|0.7903051590000001|-0.087117996|-0.117338144|-75.36830928|15.50894749|105.4021155|0.209694841|-48.41036206|9.961663868|39.27920316|90.34923861|-24.05371573|71.46633549|2710.157931|507.6266039|-1130.524639|3376.1299740000004|0.297773438|6.573687662|12.15001203|0.848279482|6142.277629|191.2650034|34.2534974|0.023323257|1609.914378|14.98092934|1.0|0.0|1.0|3.64|0.26|19.0|-7.38|6.03|4.6|1.12|1.0|8.0|28.0|5.0|-6.15|0.0|1.0|3.77|2.58e-07|1.7899999999999998e-05|0.0074099999999999|3.76|4.18e-08|1.73e-05|-0.0505899999999999|-1955.993572|-1955.965644|677.82|1130.95|342.37|0.7022|0.2858|-0.14991|0.02792775|3.9389|7.0|8.1367|8.1367
18c_a25|0.0|0|0.0|1|0|1.193723817|1.959418462|-0.087958541|-0.008080236|0.043274232|0.007241543|-0.162271435|0.007804726|-0.038865826|1|0.007488918|0.01222181|-0.038006869|-0.064145547|-0.282103688|0.748718056|0.0114970419999999|0.8005589320000001|0.7357918440000001|1|0.94801724|-0.048636087|-0.0719340379999999|-47.27625541|6.300016824|26.54367263|0.05198276|-31.07074762|4.140476673999999|0.0|56.83666555|-17.72859578|38.26446885|2917.369488|623.0528232|-992.8013635|2095.730631|0.2520795489999999|7.553051762000001|14.65844196|0.940731034|6736.25597|165.67090530000002|23.70385212|0.014546814|1327.415719|9.560410146|1.0|1.0|1.0|3.58|0.11|27.0|-10.17|6.29|6.11|3.08|0.0|7.0|33.0|3.0|-5.85|0.0|1.0|4.77|8.86e-07|2.51e-06|0.00113|4.49|6.79e-11|3.0499999999999995e-08|-0.0622|-1714.597797|-1714.5777670000002|698.86|1243.76|226.01|0.70516|0.0041|-0.13312|0.02003004|7.9283|88.0|7.0555|7.0555
12f_a36|0.0|0|3.50900085|0|2|1.297042537|0.0|-0.066269699|-0.032343041|0.039061728|0.10938259|-0.40641518|0.003676818|0.012286423|1|0.0045625|0.182557897|-0.101854847|-0.169994208|-0.438198895|0.821599443|-0.1188384119999999|0.8700396090000001|0.857993338|0|0.8435569079999999|-0.071035495|-0.100276611|-66.16123807|11.77610852|43.53853176|0.156443092|-43.65234724|7.769727312|0.835268043|76.51015325|-23.629013600000004|58.64442871|2770.818472|556.5681681|-1323.224761|2380.393255|0.219698129|7.416874811|13.84366076|0.8665086190000001|6000.985822|144.9540437|30.28188764|0.015685228|1695.785708|10.34891518|1.0|0.0|1.0|4.94|0.21|17.0|-7.36|3.62|2.45|2.45|0.0|6.0|31.0|4.0|-6.33|1.0|0.0|2.4|2.48e-05|2.6600000000000003e-05|0.0109|3.47|4.38e-08|1.7899999999999998e-05|-0.05035|-1311.57896|-1311.550167|699.88|1195.77|237.95|0.70126|0.0231|-0.15011|0.02879265|7.8454|11.0|7.9586|7.9586
9c_a31|0.0|0|3.410619646|0|1|0.610135804|0.0|0.031715924|-0.055520387|0.03482906|-0.0384827639999999|-0.6933757159999999|-0.003618466|-0.1047269419999999|2|-0.000813398|-0.062065125|-0.138799714|-0.223856622|-0.546598398|0.842823186|-0.108617754|0.8856644770000001|0.770283733|0|0.6746901059999999|-0.103325018|-0.128097622|-81.63444414|19.30758668|153.5739377|0.325309894|-52.02424796|12.30439782|552.8237349999999|97.22026028|-22.85764436|85.15486955|2592.448925|429.9685721|-1142.882218|2242.189942|0.329283294|8.188627935|15.04941978|0.837843885|5658.985169|209.8466636|34.07943198|0.024456662|1703.9715989999995|15.58581614|1.0|1.0|1.0|3.66|0.35|16.0|-7.24|5.64|3.7|1.08|0.0|8.0|28.0|5.0|-6.53|0.0|1.0|3.32|5.85e-06|6.94e-05|0.0277|3.1|5.79e-08|2.31e-05|-0.03249|-1618.157698|-1618.115927|691.3|1147.93|322.12|0.7007399999999999|0.2554|-0.15975|0.04177078|2.2323|0.42|6.3768|6.3768
17a_a6|0.0|0|3.3685510360000004|0|1|1.424257628|0.0|0.101940358|-0.0265090529999999|0.041767677|0.04129257|-0.686067347|-0.00460563|0.078798543|1|-0.00194781|0.068338372|-0.10896749|-0.180339002|-0.5624663560000001|0.7722228729999999|-0.106323149|0.8299950709999999|0.8013954109999999|0|0.753082653|-0.096082495|-0.109388399|-71.75703418|20.43213226|157.13173490000003|0.2469173469999999|-47.07146289|13.40315088|554.1936506|84.75077935|-27.26767299|83.46070738|2816.084228|494.010135|-1363.383649|2217.333474|0.22806502|8.337470517|16.13665395|0.935437602|5996.580489|149.60699319999998|35.323795000000004|0.019808023|1766.18975|12.99374518|1.0|1.0|1.0|3.52|0.12|23.0|-9.01|4.98|4.32|1.7|0.0|5.0|31.0|5.0|-5.89|0.0|1.0|3.59|1.56e-06|6.69e-06|0.00274|4.09|9.77e-10|4e-07|-0.05753|-1350.102634|-1350.078838|696.96|1167.16|350.03|0.7024|0.0101|-0.12425|0.02379552|5604.0|24.0|7.6198|7.6198
19j_a38|0.0|0|3.235947106|0|2|1.29704352|0.0|-0.089207643|-0.04575843|0.04391253|0.105682345|-0.438688445|-0.004442319|0.003554228|1|-0.002443797|0.23209815|-0.09493054|-0.20848518|-0.42133715|0.846765471|-0.060360554|0.908721232|0.6885713729999999|0|0.8071763829999999|-0.0844479869999999|-0.108006563|-73.92901683|17.15233756|131.29876370000002|0.192823617|-50.60340201|11.74054073|29.18585028|90.05233553|-26.09259418|74.95583121|2969.234865|552.5012068|-1330.722303|3109.238056|0.285630155|7.506210369|12.69084117|0.6907121629999999|6704.612831|195.5099392|36.5253298|0.023555355|1862.79182|16.123318700000002|1.0|0.0|1.0|4.81|0.13|17.0|-6.92|3.17|2.42|1.76|0.0|5.0|32.0|5.0|-7.13|0.0|0.0|2.44|4.46e-05|7.55e-05|0.0322|2.5|1.2099999999999998e-07|5.14e-05|-0.06447|-1424.426858|-1424.390074|686.26|1163.3|205.41|0.69435|0.2625|-0.15182|0.03678378|14.4895|8.0|8.1146|8.1146
3l_a32|0.0|1|3.672194822|0|1|0.609420748|0.0|-0.003342759|0.0043645509999999|0.035643275|-0.039331295|-0.270019992|0.0016954029999999|-0.09393062|3|0.002942329|-0.068876714|-0.04980249|-0.087213805|-0.524711546|0.751853889|-0.184582641|0.7973741999999999|0.776480242|1|0.8855584879999999|-0.069304303|-0.088417589|-51.41835077|7.120934925|61.72183119|0.114441512|-29.90181954|4.141107366|0.0|58.10243176|-16.76685351|47.42414825|2453.759435|514.9875423000001|-771.2752615|2415.340446|0.211763281|6.414825717|11.74082324|0.8302637909999999|5429.531532999999|123.148785|21.27134288|0.011493763|978.4817724|6.6840809960000005|1.0|0.0|1.0|3.58|0.35|19.0|-7.5|7.34|6.17|2.64|0.0|3.0|26.0|3.0|-4.71|0.0|1.0|5.04|2.52e-08|9.7e-07|0.0003689999999999|5.51|3.16e-08|1.2e-05|-0.0529799999999999|-1789.475625|-1789.4501510000002|629.26|1062.47|351.04|0.70282|0.2876|-0.14664|0.02547484|5.7721|12.0|7.9208|7.9208
4j_a46|0.0|0|0.0|1|1|1.134637093|2.194310043|-0.175292207|-0.012405467|0.048126615|-0.0529855709999999|-0.130235627|0.011968098|-0.1051618459999999|1|0.011684396|-0.078783783|-0.0589746909999999|-0.087688953|-0.226712003|0.7298040140000001|-0.258222236|0.763724435|0.728293097|0|0.949893337|-0.05924408|-0.074417476|-43.95227197|8.812983129|70.56141095|0.0501066629999999|-25.95898597|5.205103062|71.98911503|50.26191521|-14.65075732|43.80358011|2260.870095|561.0237355|-791.1408955|2563.282153|0.223067683|6.274010655|10.49957018|0.673502127|5077.124695|131.7477027|18.85718615|0.0106831269999999|1018.288052|6.30964324|0.0|1.0|1.0|4.0|0.39|17.0|-7.69|5.18|5.33|3.28|0.0|4.0|27.0|3.0|-5.09|1.0|1.0|4.5|4.16e-06|4.86e-06|0.00176|4.81|2.03e-08|7.33e-06|-0.01684|-1132.043677|-1132.018764|646.67|1112.13|229.82|0.69413|0.1418|-0.18387|0.02491327|3.8105|805.0|6.0942|6.0942
47s_a18|0.0|0|0.0|0|1|1.251176205|0.0|0.026229332|-0.045792331|0.035632184|-0.026883417|-0.394481152|0.002573931|0.0134295589999999|0|0.003686393|-0.040169986|-0.168728915|-0.252119673|-0.46304239|0.712629555|-0.0540701129999999|0.745196689|0.716761234|0|0.84543779|-0.070258863|-0.08106112|-61.36410696|6.394119331000001|10.92659868|0.15456221|-46.45326408|4.840414512|51.05656345|69.29837549|-22.79238258|59.58080589|2992.734821|640.0051571|-1595.466781|1529.863965|0.179529145|9.811856136|18.65422248|0.901192009|6968.705069|135.90542109999998|27.77963709|0.010481057|1944.574596|7.934268528|1.0|1.0|1.0|4.41|0.3|18.0|-9.42|4.06|3.93|3.33|0.0|10.0|36.0|3.0|-5.96|1.0|0.0|3.19|1.12e-06|3.53e-06|0.0017|4.62|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|-1534.196027|-1534.174077|809.4|1435.42|385.29|0.6926800000000001|0.5203|-0.13195|0.02195039|2.9991|616.0|6.2104|6.2104
19f_a38|0.0|0|3.3320764830000003|0|2|1.297044434|0.0|-0.036714749|-0.084341564|0.041808786|-0.008118156|-0.4228801179999999|-0.002526241|0.035480177|1|-0.000673716|-0.017421394|-0.101303149|-0.217394466|-0.4288343429999999|0.819222745|-0.094149094|0.8741648479999999|0.698414933|0|0.750875987|-0.085318318|-0.111307609|-71.10679028|13.4639011|125.7493111|0.249124013|-45.42524686|8.601162122|12.14075726|84.35196967|-24.1763087|67.96791709|2776.145209|479.6831205|-1208.815435|2846.860803|0.265562447|6.164440995|11.28936331|0.8313685409999999|6115.273372|169.6496169|32.91812709|0.020733452|1645.906354|13.24517938|1.0|1.0|1.0|4.82|0.14|17.0|-6.86|3.13|2.55|2.4|0.0|5.0|30.0|4.0|-6.77|0.0|1.0|2.67|7.209999999999999e-05|6.77e-05|0.0272|2.78|1.4e-07|5.610000000000001e-05|-0.05735|-1332.190216|-1332.160846|653.22|1105.62|233.07|0.7056100000000001|0.0019|-0.14369|0.02936908|7.1655|73.0|7.1397|7.1397
9s_a24|0.0|0|2.9568988810000003|0|1|1.4275963180000002|0.0|-0.222173285|-0.00570386|0.023585859|-0.050919714|-0.190782186|0.006748865|-0.060407836|1|0.007695726|-0.0897306019999999|-0.204128966|-0.359715589|-0.248704391|0.773544454|0.0256742079999999|0.8327425070000001|0.748077475|0|0.8833498320000001|-0.049825449|-0.063587778|-39.48555839|10.42725806|33.24649431|0.116650168|-24.51900941|6.474925237000001|0.695462853|61.19761205|-12.08741583|41.36694069|2747.809842|548.5261887|-592.2833757999999|969.5210193|0.554839231|9.124394347|17.24354813|0.889829339|5767.9102490000005|344.5337711|27.15292246|0.03496522|1330.4932|21.71205366|0.0|1.0|1.0|3.43|0.04|29.0|-8.11|3.15|4.29|0.81|0.0|4.0|30.0|4.0|-7.2|0.0|0.0|2.63|0.000434|8.71e-05|0.0343|2.11|7.73e-09|3.04e-06|-0.03597|-1271.031372|-1270.994965|654.28|1121.42|403.51|0.6907300000000001|0.0839|-0.10865|0.03640642|7.0312|32.0|7.4949|7.4949
1a_a5|0.0|0|0.0|0|1|1.189701889|0.0|-0.271170445|0.009305578|0.021346801|-0.075791863|-0.078562954|0.005921049|-0.132197351|0|0.00549829|-0.123867037|0.069867374|0.114184614|-0.179831877|0.7427901179999999|-0.008431181|0.794139321|0.808272639|0|0.833638233|-0.071887159|-0.075618812|-38.07869556|4.047117885|83.60943679|0.166361767|-19.17495143|2.037971304|0.0|46.38422909|-13.93123008|40.24669785|1940.139869|419.7878208000001|-571.1804334|902.6910106|0.274345323|6.199179484|11.38004491|0.835734058|4005.068642|138.1496441|19.19815378|0.016493595|787.1243051|8.305533524|0.0|1.0|1.0|3.54|0.16|18.0|-7.15|3.08|1.42|2.09|0.0|3.0|23.0|4.0|-6.58|1.0|0.0|1.75|0.00253|0.000365|109.0|2.17|7.13e-08|2.13e-05|-0.1040099999999999|-951.1394906|-951.110826|531.02|882.1|265.45|0.54123|0.0126|-0.12226|0.028664612|6.7017|107.0|6.9706|6.9706
9a_a36|0.0|0|3.4090209280000003|0|2|1.297044807|0.0|-0.109305298|-0.046964839|0.040166667|0.095192109|-0.41624054|0.0034852859999999|-0.078488872|1|0.00484375|0.160672128|-0.12019672|-0.202876718|-0.398235589|0.7885597609999999|-0.1177413269999999|0.842671963|0.79302567|0|0.826559623|-0.073689118|-0.10869601|-66.44342306|14.47407729|49.52042402|0.1734403769999999|-40.61536816|8.847677483|0.0|78.37175688|-24.40778806|59.5185754|2682.572663|505.25728260000005|-1195.981615|2167.77208|0.236165413|7.546661564|13.79893984|0.828482664|5693.562367|144.36259840000002|31.95428497|0.019513779|1565.759963|11.92833382|1.0|0.0|1.0|4.69|0.14|17.0|-6.28|3.04|2.04|2.02|0.0|5.0|29.0|5.0|-6.74|1.0|0.0|1.95|0.000197|0.000102|0.0391|2.66|5.26e-07|0.0002009999999999|-0.05044|-1252.802159|-1252.77514|648.41|1092.66|320.56|0.68682|0.4811|-0.15925|0.02701893|7.4992|13.0|7.8861|7.8861
6_a27|0.0|0|2.6137160880000003|1|0|1.404458667|1.7996617540000002|0.1718757239999999|-0.072298665|0.042942943|-0.237047381|-0.330715016|0.00526746|0.075248207|1|0.0058042269999999|-0.406859288|-0.1044763|-0.179319226|-0.541168953|0.787663648|0.1272522519999999|0.849515128|0.650575651|1|0.785047616|-0.0786267609999999|-0.090025109|-44.56839492|10.17466399|125.8234721|0.214952384|-22.06430895|5.03713293|61.10118428|52.66373343|-17.14169035|49.10012093|2196.1151210000003|388.6505938|-668.5259238|1193.992326|0.2251796019999999|5.010042219|9.500048379|0.896201262|4761.820508|111.4788253|22.12343713|0.01635203|862.8140479|8.095338503999999|0.0|0.0|0.0|3.0|0.11|21.0|-6.67|3.48|2.79|2.42|0.0|2.0|24.0|4.0|-6.55|1.0|1.0|2.71|0.000242|0.000153|0.0485|2.37|2.16e-07|6.86e-05|-0.04793|-1043.831559|-1043.806618|526.9|896.68|223.61|0.61083|163.0|-0.17007|0.02494141|4.0597|1.0|9.0|9.0
8j_a46|0.0|0|0.0|1|1|1.160371125|2.1279894180000003|-0.13040237|-0.008523199|0.043903904|-0.129276363|-0.081366324|0.011852046|-0.174853546|1|0.0108603019999999|-0.204674804|-0.084266433|-0.133413527|-0.229679821|0.789844634|-0.074207717|0.837678812|0.6109926379999999|0|0.934648421|-0.054707287|-0.068971544|-37.04976799|4.658562801|7.723448142|0.065351579|-19.90219786|2.5024620580000003|64.83187221|41.80044861|-13.78596018|34.04593326|2121.846387|502.0694817|-592.7962878|1888.679875|0.177887481|5.617748211|9.817783823|0.747636856|4759.107832|95.55665364|16.76894569|0.008843828|721.0646647000001|4.750680627|1.0|0.0|1.0|3.23|0.32|17.0|-7.26|4.71|4.55|2.62|0.0|2.0|24.0|3.0|-5.55|1.0|1.0|3.82|2.59e-05|1.47e-05|0.00497|3.97|5.46e-08|1.85e-05|-0.04068|-1414.53151|-1414.50743|576.48|978.4|249.79|0.70121|0.1427|-0.18531|0.02408052|6.4463|1228.0|5.9108|5.9108
14ab_a23|0.0|1|0.0|2|0|1.197962873|3.4171257980000003|0.065530542|-0.028841865|0.04314059|0.021287386|-0.287365522|0.013012022|0.010803172|2|0.012103325|0.038241896|-0.074579388|-0.13397874|-0.449699921|0.75434493|-0.05990912|0.8072028240000001|0.693959193|1|0.92422233|-0.051974369|-0.076243539|-52.21744789|12.31039874|40.23721489|0.07577767|-35.76253038|8.431109267|82.79560776|61.60741239|-21.67516705|47.90644969|2941.47118|632.9786397|-1148.783854|2332.352369|0.202162933|7.83369055|14.76864227|0.885272615|6654.62616|138.4567483|27.16741043|0.013710439|1439.872753|9.389964491|0.0|0.0|1.0|3.63|0.12|26.0|-8.16|4.4|4.63|3.45|0.0|5.0|32.0|4.0|-5.92|0.0|0.0|4.12|5.9e-07|2.81e-06|0.00123|4.31|6.9799999999999995e-09|3.07e-06|-0.07146|-1708.563399|-1708.543268|719.66|1238.27|338.88|0.66532|0.3893|-0.14778|0.02013145|8.4721|4.0|8.4012|8.4012
12e_a31|0.0|0|3.483599061|0|1|0.610134116|0.0|0.052663358|-0.044316064|0.037098765|0.0113193469999999|-0.70267073|-0.002475146|-0.107630327|2|-0.000231353|0.01824365|-0.08867626|-0.142921555|-0.543945776|0.7761616020000001|-0.028502695|0.82100963|0.76012894|0|0.721526766|-0.0939597569999999|-0.1099563869999999|-79.96257188|19.38343763|166.1479229|0.2784732339999999|-58.15044546|14.09603901|595.9853231000001|95.1187282|-26.65419063|87.71292755|3040.353774|524.7092721|-1519.288866|1899.851187|0.274879568|10.24381236|19.50674899|0.904247004|6557.418968999999|199.8981394|36.75829484|0.020841203|2095.222806|15.15615632|1.0|1.0|1.0|3.87|0.24|22.0|-9.31|6.69|5.4|2.21|0.0|9.0|33.0|5.0|-5.93|0.0|1.0|4.5|2.16e-07|3.83e-06|0.00176|4.48|4.93e-10|2.27e-07|-0.03445|-1809.899887|-1809.85374|781.61|1308.13|232.77|0.7006600000000001|0.2627|-0.15934|0.04614662|3.4818|0.17|6.7696|6.7696
