molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|PNSA5|PPSA3|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|WNSA2|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12b_a40|0.0|0|0|0.0|0.0|7.515889085|0|0.604989475|5.4161004020000005|-0.011794908|0.04020202|0.747253086|-0.158107422|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|0.004452418|0.279216571|0.023952313|0.038336814|-0.513870527|0.58925219|0.7137941109999999|0.026452642|0.7818091140000001|0.522580798|1|-0.065048707|-42.67442006|6.17734692|25.26281742|-24.3068084|3.518538455|48.17000329|-1.048903063|48.54667776|43.22826564|0.494842289|2462.878448|544.3244990000001|860.5059425000001|-10.97726831|0.143170283|-340.29531769999994|-406.4913617|697.2702616|370.3261123|5.872257692000001|0.0|1.0|0.0|3.26|3.87|0.0|20.0|6.58|6.74|58.43|2.0|0.0|101.78|0.0|2.0|2.0|415.12|1.0|0.0|5.79|1.95e-08|7.82e-08|3.2500000000000004e-05|0.0|1.0|4.08e-09|1.7e-06|3407.0|6.27|-3016.999329|-3016.9868100000003|576.38|960.94|306.0|363.91|490.5|0.69476|306.0|-0.22546|0.01251873|-3016.980996|6.3131|0.04|7.3979|7.3979
12m_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.6049842529999999|5.351858133|0.024086432|0.040839506|0.0|-0.57615692|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|0.0026474159999999|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|0.817497287|0.832758813|-0.036924662|0.893689741|0.770326886|0|-0.085422479|-70.1324196|18.55926485|147.06395700000002|-47.58675592|12.59296644|237.0982213|-2.067195455|83.3641853|76.52074257|0.44976016|3058.3084710000003|531.4632661|2370.879718|-18.66147291|0.226267233|-951.7351184|-371.4702679|1812.833129|683.7405759|13.2317657|1.0|1.0|0.0|4.66|0.0|0.13|17.0|3.4|2.48|114.67|2.0|1.0|133.52|0.0|6.0|6.0|439.49|0.0|0.0|2.36|1.01e-06|9.71e-06|0.00427|0.0|0.0|3.7600000000000003e-07|0.000165|5.0617|3.88|-1743.215323|-1743.174906|714.92|1204.39|255.0|244.95|578.87|0.68404|0.1615|-0.20742|0.04041755|-1743.030004|5.1279|31.0|7.5114|7.5114
14_a47|0.0|1|1|2.871076328|0.0|6.605297921|0|1.417758105|4.59511985|-0.136491228|0.036632997|1.484493371|-0.2306964|-0.008212621|-0.01670074|10.95058279|0.0295267039999999|1|-0.006335783|0.05124606|-0.020596219|-0.061837113|-0.33240126|0.5975877820000001|0.777675668|-0.085385518|0.8467634620000001|0.579833096|1|-0.093553938|-47.47362906|10.1400648|160.57883|-23.9422834|5.113919242|0.0|-1.223721666|61.62381153|57.32194098|0.474828277|2254.664317|343.7492333|670.2518865000001|-8.892848121|0.335290281|-311.2496842|-166.1354667|928.4611922|310.8026328|14.15018248|1.0|1.0|1.0|2.78|1.53|0.0|21.0|3.97|4.88|66.49|0.0|0.0|86.58|0.0|3.0|5.0|323.3|0.0|1.0|3.16|0.000108|7.46e-05|0.0241|0.0|0.0|1.63e-08|5.27e-06|3.9671|2.64|-1127.737484|-1127.700693|519.55|849.76|0.2452|312.53|375.43|0.68345|0.2452|-0.22434|0.03679054|-1127.6593779999998|3665.0|8.0|8.1|8.1
19g_a38|0.0|1|0|3.229090845|0.0|7.412764017000001|2|1.297044182|5.351858133|-0.117921811|0.042419753|0.0|-0.458841138|-0.006877664|-0.009881824|10.96052467|-0.046735135|1|-0.004358975|-0.096139701|-0.098027247|-0.250781298|-0.438254637|0.653741315|0.836170906|-0.063110203|0.892249657|0.632625562|0|-0.086314802|-72.29378538|14.52522351|177.181631|-45.74791999|9.191644336|18.41027014|-1.942135378|86.78105144|69.14572278|0.455443492|2897.384301|455.6240763999999|2506.378649|-15.5542928|0.280058007|-777.7146399000001|-278.3610963|1707.074131|593.6088758|14.48726605|1.0|1.0|1.0|4.82|2.52|0.14|17.0|3.55|3.11|81.23|1.0|0.0|125.65|0.0|5.0|5.0|419.43|0.0|0.0|2.97|5.68e-05|4.67e-05|0.0196|0.0|0.0|7.599999999999999e-08|3.19e-05|5.2766|3.66|-1431.419426|-1431.386981|638.82|1104.29|0.2285|234.97|475.84|0.69982|0.0962|-0.20748|0.03244515|-1431.244906|6.1765|42.0|7.3778|7.3778
5e_a40|0.0|0|0|0.0|0.0|8.149890544|0|0.604912776|6.167516491000001|0.0601021459999999|0.044526749|0.7768055559999999|-0.162528785|0.009890343|0.158430496|10.31198323|0.029272031|2|0.008306061|-0.184667138|0.005996234|0.010397494|-0.391074665|0.535506399|0.8092726020000001|-0.402340487|0.877722972|0.5087199929999999|1|-0.076883794|-42.66853738|9.440323938|64.47400829|-20.29110082|4.489363277|51.7148695|-1.076691165|48.81318333|46.00255248|0.47779156|1986.384601|411.0778166|512.5703164|-8.116440327000001|0.177640532|-243.4932098|-306.597267|622.6260756|264.9899736|6.144645946|1.0|0.0|0.0|3.03|2.73|0.21|14.0|4.3|3.74|75.5|1.0|1.0|79.16|0.0|3.0|3.0|303.77|0.0|1.0|3.33|1.66e-05|5.56e-05|0.0169|0.0|0.0|2.23e-05|0.00678|3.7138|4.99|-1637.197299|-1637.180703|493.19|802.38|0.5262|333.85|390.33|0.69675|0.5262|-0.2201699999999999|0.01659566|-1637.162552|10282.0|25.0|7.6021|7.6021
7_a47|0.0|0|0|0.0|0.0|0.0|0|1.304326965|0.0|-0.143650735|0.04030303|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.00794321|-0.262805289|-0.021071408|-0.04311702|-0.46105149|0.6995252890000001|0.817389583|-0.04402021|0.8755534909999999|0.671549194|1|-0.081264417|-54.113260200000006|5.027768049|86.09912617|-30.51603217|2.8353037860000003|0.0|-1.631279045|61.47335819|50.85512286|0.405265781|2491.885862|477.8297898|1968.695833|-11.52827882|0.1830206469999999|-518.7725468|-357.5076454|1126.008167|526.6144628999999|7.36009799|1.0|1.0|1.0|2.96|3.14|0.09|22.0|5.63|6.52|58.04|2.0|0.0|111.28|0.0|4.0|4.0|393.84|1.0|0.0|4.89|3.41e-07|8.75e-07|0.000345|0.0|0.0|3.52e-10|1.3900000000000001e-07|3.7203|5.08|-1647.996662|-1647.963177|604.84|1043.33|0.2144|333.26|455.81|0.69314|0.2144|-0.2073699999999999|0.03348545|-1647.841533|4.4255|25.0|7.6|7.6
12t_a36|0.0|1|0|3.500121488|0.0|7.412764017000001|2|1.297042607|5.351858133|-0.034194893|0.041767677|0.0|-0.404180985|0.003676818|-0.030990165|10.95395385|-0.0288761339999999|1|0.0045625|0.059266516|-0.101854847|-0.169994208|-0.436022708|0.902377067|0.829598864|-0.009662203|0.878510663|0.857993338|0|-0.0735262|-67.01551397|11.7409283|110.727965|-44.63604995|7.820109571000001|0.417511887|-2.012310282|77.32343502|60.71345614|0.48189543|2771.211293|555.3275093999999|2320.375227|-15.94144641|0.21683192|-892.7209991000001|-377.2113003|1711.395437|729.1873176|10.30792105|1.0|1.0|0.0|4.94|0.0|0.21|17.0|3.62|2.45|69.2|1.0|0.0|133.52|0.0|6.0|4.0|409.49|0.0|1.0|2.4|2.48e-05|2.6600000000000003e-05|0.0109|0.0|0.0|4.38e-08|1.7899999999999998e-05|3.8844|3.87|-1311.585049|-1311.552739|713.6|1208.04|0.4297|319.18|562.72|0.70313|0.0155|-0.2039|0.03230976|-1311.349439|7.9104|8.0|8.0969|8.0969
17g_a50|0.0|0|1|0.0|0.0|7.934155233999999|2|1.320916184|5.82008293|0.052557574|0.029160757|2.236579664|-0.13328325|0.012079|-0.022378911|10.94501702|-0.1155555559999999|2|0.01245647|-0.090386911|-0.200725906|-0.323333765|-0.213708251|0.754575205|0.738521694|-0.10642733|0.7787714459999999|0.7276268779999999|1|-0.048170917|-47.17463902|9.710172008|52.94662161|-31.48270383|6.48022912|85.51402581|-1.555134042|56.28102287|41.85775712|0.467997084|2821.3922|614.4183967|1975.996014|-11.54365807|0.250051612|-692.6194843|-333.6136209|1383.884645|829.3813984|9.106383854|0.0|1.0|1.0|4.04|3.66|0.35|20.0|3.71|4.37|51.77|2.0|0.0|133.03|0.0|6.0|4.0|424.54|0.0|1.0|3.63|3.4899999999999995e-05|1.39e-05|0.0059|0.0|0.0|1.1e-07|4.6500000000000005e-05|4.0458|3.22|-1335.976491|-1335.946919|725.92|1259.05|0.1795|306.45|559.45|0.6623600000000001|0.1795|-0.19929|0.02957267|-1335.693266|9.1706|246.0|6.6091|6.6091
8c_a32|0.0|1|1|3.46252244|0.0|7.765993078999999|0|0.609420757|5.733341277|-0.04699673|0.036711712|2.143746338|-0.459589251|-0.003484915|-0.026048985|10.31100269|-0.0682721729999999|3|-0.001662219|-0.047650724|-0.0852122769999999|-0.1534110109999999|-0.578242111|0.788133615|0.845443342|-0.024032462|0.8966299409999999|0.7507116140000001|1|-0.076876481|-58.93213925|9.818219446|119.85432240000002|-35.6276568|5.935643221|78.19443734|-1.267244762|74.36515033|56.29419869|0.447542891|2571.62241|484.6996147|3038.837633|-10.06868562|0.399315117|-463.1595384|-121.7388847|1275.407176|557.1050635|15.43301109|1.0|1.0|1.0|3.46|2.82|0.26|19.0|6.49|4.19|140.04|1.0|0.0|110.47|1.0|7.0|4.0|397.52|1.0|0.0|3.56|1.5e-06|4.11e-05|0.0164|0.0|0.0|2.23e-08|8.86e-06|3.5673|4.28|-1880.764533|-1880.733377|646.97|1090.0|0.3272|347.56|516.78|0.70135|0.3272|-0.18873|0.03115673|-1880.597039|10.2656|37.0|7.4318|7.4318
16g_a32|0.0|1|1|3.363965155|0.0|7.765993078999999|0|0.609420729|5.733341277|-0.0429252429999999|0.03898374|2.084553994|-0.771439265|-0.002456725|-0.029193403|10.31100263|0.004735761|3|-0.00030659|-0.085591073|-0.117577419|-0.202656848|-0.696926204|0.79965447|0.83902731|-0.026098259|0.8821580379999999|0.762429418|1|-0.078387439|-77.75914881|17.659402|132.1955522|-57.31234426|13.01585399|43.37912747|-1.79350976|94.54074206|75.43482709|0.3972359179999999|2833.521937|604.8539801|3497.469035|-18.38320476|0.313667656|-974.3098525|-274.67233460000006|1926.042887|701.9321161|16.78159325|1.0|1.0|1.0|3.87|3.42|0.33|19.0|6.81|5.38|149.27|3.0|0.0|121.56|1.0|10.0|5.0|441.57|1.0|0.0|4.37|3.08e-08|4.83e-06|0.00213|0.0|0.0|6.890000000000001e-09|3.04e-06|3.6161|5.38|-2034.621991|-2034.593036|752.29|1245.25|0.2879|342.86|639.49|0.70222|0.2879|-0.19968|0.02895494|-2034.408165|4.3204|11.0|7.9586|7.9586
47o_a18|0.0|0|0|0.0|0.0|7.03438793|1|1.251177005|4.844187086|-0.055408687|0.037484277|0.0|-0.4339284229999999|-0.00046896|0.011121222|10.94702017|-0.038296569|0|0.000787517|-0.009467295|-0.103458566|-0.156998637|-0.490807196|0.7452092359999999|0.7435044540000001|0.001673737|0.781148177|0.733228144|0|-0.077288013|-64.2280736|6.313168526|140.2610102|-46.6464782|4.585021184|82.54478365|-2.210909375|70.23090572|62.44459815|0.493146875|2857.120021|586.0020642999999|1393.529823|-18.22128055|0.127246923|-1166.161955|-541.4335917000001|1839.812293|931.8364349|6.002832126|1.0|1.0|1.0|4.17|0.0|0.25|18.0|3.69|3.0|85.29|3.0|1.0|139.63|0.0|9.0|3.0|454.56|0.0|0.0|2.76|2.19e-06|8.38e-06|0.00381|0.0|0.0|4.26e-10|1.93e-07|3.22|7.62|-1455.574672|-1455.547304|783.22|1352.29|0.5065|385.04|706.49|0.69248|0.5065|-0.18223|0.02736851|-1455.231246|2.8284|47.0|7.3279|7.3279
8c_a12|0.0|0|0|0.0|0.0|0.0|1|1.283851303|0.0|-0.055163114|0.038787879|0.0|-0.447739674|-0.004211843|-0.036504737|10.95472932|-0.07003012|0|-0.00160589|-0.1876771789999999|-0.210669119|-0.370782022|-0.606245231|0.905486734|0.782864175|-0.10899871|0.8425863029999999|0.845077891|0|-0.067004282|-52.04233846|10.00357546|81.4415307|-26.55601426|5.104595615|0.0|-1.529825767|61.66383178|44.19432689|0.472503372|2190.852814|428.8355831|1245.6132289999998|-9.958505349|0.235550168|-398.3402139|-269.8853937|1021.17241|390.0159026|9.621493319|0.0|0.0|1.0|3.91|2.24|0.11|18.0|2.81|1.59|63.06|0.0|0.0|98.07|0.0|3.0|5.0|314.34|0.0|1.0|2.23|0.000339|0.0001899999999999|0.0598|0.0|0.0|7.24e-08|2.28e-05|4.3598|2.76|-1022.77302|-1022.750382|551.66|909.19|466.0|284.38|402.43|0.67318|0.1355|-0.2227699999999999|0.02263772|-1022.663298|2.4806|0.04|7.3979|7.3979
12z_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.604983642|5.351858133|-0.026703371|0.040566449|0.0|-0.537984876|0.003529389|0.018796341|10.31162784|-0.045463448|1|0.005111479|0.05890953|-0.12254489|-0.207153446|-0.39205163|0.8397577820000001|0.809127478|-0.02232319|0.855880335|0.794193541|0|-0.071429418|-74.96232552|21.47520633|116.2094523|-52.13870496|14.93669572|0.0|-1.939984979|95.20867045|71.1566605|0.48740649|3112.622632|579.3226647000001|2435.831516|-16.464854199999998|0.3691601439999999|-938.4966892|-182.00664430000003|2138.929312|792.3440337000001|20.24634493|1.0|1.0|1.0|4.86|0.0|0.21|17.0|3.94|2.63|100.11|2.0|0.0|140.26|0.0|7.0|6.0|458.54|0.0|0.0|2.52|2.47e-06|9.94e-06|0.00456|0.0|0.0|1.47e-07|6.720000000000001e-05|4.8063|3.34|-1804.814868|-1804.785911|739.33|1266.9|0.1855|257.96|580.6|0.6853199999999999|0.1441|-0.19279|0.02895763|-1804.581882|7.2113|44.0|7.3615|7.3615
3q_a32|0.0|1|1|3.4364803|0.0|7.765993078999999|0|0.609420748|5.733341277|-0.04718311|0.03898374|2.120544848|-0.419780649|0.000773658|-0.022925245|10.31100266|-0.098400506|3|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|-0.5448044360000001|0.751733573|0.853737093|0.010109949|0.901790225|0.716172604|1|-0.067604132|-60.46462749|11.43581616|92.62226328|-37.3203761|7.058489861|53.27315741|-1.371465184|74.3682963|53.16288420000001|0.46136998|2649.276311|524.6043311000001|3335.898591|-10.6629646|0.365026099|-522.4852655000001|-166.61896299999998|1333.133193|618.9134881|13.90366881|1.0|1.0|1.0|3.57|3.34|0.3|19.0|6.43|4.72|131.25|1.0|0.0|115.37|0.0|7.0|4.0|411.54|0.0|0.0|3.86|1.24e-06|2.4100000000000003e-05|0.00992|0.0|0.0|4.88e-08|2.01e-05|3.6236|5.15|-1920.066488|-1920.042674|666.16|1136.46|0.2897|342.16|549.78|0.70216|0.2897|-0.19969|0.02381444|-1919.883144|5.2657|28.0|7.5528|7.5528
14u_a23|0.0|0|1|0.0|0.0|7.423568444|0|1.197962732|5.351858133|-0.025360103|0.043321995|0.743634137|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|0.010508236|0.091604179|-0.110069159|-0.199540201|-0.4086345999999999|0.756252127|0.787538583|-0.001778422|0.845160857|0.71381683|1|-0.055259924|-57.75236052|16.97420126|60.27663131|-38.57404134|11.3374334|50.47632596|-1.729315897|73.50348823|53.88349042|0.47648509|3015.478095|607.6448353|2430.634114|-15.12707504|0.297131017|-771.4808267999999|-271.0010972|1643.332169|683.7405759|15.75112771|0.0|1.0|1.0|3.59|3.68|0.09|26.0|3.42|4.03|114.25|2.0|1.0|126.78|0.0|6.0|5.0|441.51|0.0|0.0|3.48|2.32e-06|9.57e-06|0.0042299999999999|0.0|0.0|3.11e-08|1.3699999999999998e-05|4.0409|3.23|-1744.446261|-1744.422541|712.54|1214.4|0.2253|306.82|549.0|0.6703100000000001|0.0008|-0.21613|0.0237199999999999|-1744.2405670000005|8.1549|6.0|8.2449|8.2449
13_a15|0.0|0|0|0.0|0.0|0.0|1|1.4356889940000002|0.0|-0.031457366|0.029206349|0.0|-0.393632585|0.001806571|-0.031047852|10.95980212|0.005149745|0|0.003766915|-0.010882979|-0.173728081|-0.272482143|-0.357554652|0.843715005|0.729838386|0.008210506|0.7784213259999999|0.796300317|0|-0.068526782|-61.86632281|10.21906987|72.25096855|-39.03420883|6.447664726|0.0|-1.961070565|72.41636305|53.45565817|0.482317225|3028.485145|558.6934137000001|3581.589629|-13.46007201|0.244716567|-780.6841766|-322.1392954|1638.227985|830.7967967000001|10.55004024|1.0|0.0|0.0|4.13|4.19|0.07|24.0|4.33|6.69|59.51|2.0|0.0|138.24|0.0|6.0|4.0|448.52|1.0|0.0|4.61|4.77e-07|7.970000000000001e-07|0.000357|0.0|0.0|1.27e-09|5.7e-07|3942.0|5.04|-1450.756042|-1450.727602|674.36|1231.11|208.0|314.52|549.33|0.70626|0.0003|-0.15229|0.02844037|-1450.462642|6.0429|6.0|8.2218|8.2218
3i_a32|0.0|1|1|2.417426304|-4.547725143|7.78113851|0|0.6094207970000001|5.733341277|-0.363243817|0.05052381|1.711001131|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|0.022524712|3|-0.0106761939999999|-0.8373173840000001|-0.054335108|-0.212967423|-0.537667101|0.565740817|0.833699527|-0.337053202|0.902293804|0.54844677|1|-0.093279684|-59.72706743|8.064907632|55.97682661|-31.48976464|4.252042736|0.201037767|-1.472706897|71.27609889|57.24454122|0.422644726|2471.4299920000003|471.2508776000001|2141.3084710000003|-12.4050588|0.22927653|-409.3669403|-285.465827|1007.432506|318.0257595|11.54903146|1.0|1.0|1.0|3.1|2.49|0.13|19.0|6.76|6.29|110.94|2.0|0.0|88.28|0.0|3.0|6.0|366.38|1.0|0.0|4.37|5.37e-07|6.85e-06|0.00251|0.0|0.0|1.0900000000000001e-07|4.01e-05|3642.0|3.38|-1891.833327|-1891.811327|530.5|876.0|0.4765|340.43|418.24|0.70322|0.4765|-0.21278|0.02199999|-1891.790935|3.8572|6.0|8.2366|8.2366
16_a20|0.0|1|0|3.485659565|0.0|6.842683282|0|1.401259527|4.727387819|0.00695144|0.0388043479999999|2.013871268|-0.254072625|8.23e-05|-0.061975089|10.93301779|-0.062750442|1|0.001157852|0.211127741|-0.070208458|-0.117308016|-0.458484451|0.7582110409999999|0.7478675859999999|-0.085041518|0.809440795|0.724665638|1|-0.066137353|-51.18223058|7.634605066000001|55.92018945|-33.67420774|5.023018225|3.46788153|-1.47806874|60.02453683|51.14820251|0.464473378|2722.728332|602.0075202|2161.751186|-12.79619894|0.219891897|-639.8099471|-368.5817657|1246.573875|664.4562602999999|8.84230625|0.0|1.0|1.0|3.5|3.13|0.08|27.0|6.38|5.46|78.25|2.0|0.0|121.69|0.0|4.0|4.0|401.46|0.0|0.0|4.37|8.68e-07|2.17e-06|0.0008699999999999|0.0|0.0|3.0500000000000005e-11|1.22e-08|5.9837|4.45|-1275.900951|-1275.8670960000002|686.59|1174.61|0.3431|207.2|554.41|0.69524|0.1958|-0.20722|0.03385502|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
15c_a10|0.0|0|0|0.0|0.0|7.535296702|2|1.343850105|5.4161004020000005|0.040869377|0.034807692|2.063253638|-0.153072705|0.01143745|-0.1036030219999999|10.92970798|0.0123939039999999|1|0.012271987|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|0.7655272009999999|0.7351096359999999|-0.03167553|0.772328328|0.733973277|1|-0.046967376|-50.32840842|10.2013281|66.28884934|-34.91899195|7.077912953999999|136.2098503|-1.233143495|66.5866765|42.7883594|0.449308156|3012.018586|627.5338454|1817.047455|-9.275357237|0.471771585|-593.6228632|-39.17102961|1619.721543|924.9341455|16.25826809|0.0|1.0|1.0|3.85|4.09|0.37|21.0|3.77|2.97|59.31|1.0|0.0|141.96|0.0|6.0|6.0|454.57|0.0|1.0|3.1|0.0001419999999999|2.68e-05|0.0122|0.0|0.0|1.6100000000000002e-08|7.3e-06|5.5913|2.2|-1450.241475|-1450.500669|762.21|1318.35|0.3939999999999999|221.75|595.63|0.70511|0.0|-0.19463|-0.25919486|-1450.201574|4.8283|0.1|7.0|7.0
1n_a5|0.0|1|0|2.91912867|0.0|6.605297921|0|1.427557749|4.59511985|-0.0533837329999999|0.024388889|0.0|-0.3365350029999999|0.004367323|-0.150600424|10.94528897|-0.047910067|1|0.004754079|0.004115733|-0.00966135|-0.015850084|-0.393928416|0.6805709409999999|0.77828693|-0.013686011|0.8402078140000001|0.656280207|0|-0.082180848|-47.04056285|13.27640087|123.2912732|-27.00168194|7.620766672|55.29041202|-1.311215832|63.57058627|60.44890447|0.483868192|2437.279452|450.71720610000006|889.4388375|-10.04713747|0.372248254|-432.02691110000006|-146.6611704|1198.959638|467.1194103|16.53002342|1.0|1.0|1.0|2.88|2.67|0.05|23.0|4.41|3.99|80.76|1.0|0.0|101.77|0.0|5.0|5.0|356.38|0.0|0.0|3.14|5.41e-05|6.56e-05|0.0234|0.0|0.0|8.43e-09|3.01e-06|4.3838|4.19|-1179.209088|-1179.169527|607.15|1017.23|0.3789|282.82|481.06|0.44786|0.3789|-0.23278|0.03956123|-1179.073189|0.7104|27.0|7.5686|7.5686
14ab_a23|0.0|0|1|0.0|0.0|7.423568444|0|1.197962873|5.351858133|-0.028841865|0.04314059|0.7586471459999999|-0.287365522|0.013012022|0.010803172|10.313217300000002|-0.03821899|2|0.012103325|0.038241896|-0.074579388|-0.13397874|-0.449699921|0.725358161|0.75434493|-0.085303124|0.8072028240000001|0.693959193|1|-0.051974369|-52.21744789|12.31039874|51.89838547|-35.76253038|8.431109267|82.79560776|-1.677357849|61.60741239|47.90644969|0.4695727329999999|2941.47118|632.9786397|2332.352369|-14.84482393|0.202162933|-786.7756682999999|-407.9635285|1439.872753|733.3886349999999|9.389964491|0.0|1.0|1.0|3.63|3.82|0.12|26.0|4.4|4.63|105.02|2.0|1.0|130.22|0.0|5.0|4.0|439.54|0.0|0.0|4.12|5.9e-07|2.81e-06|0.00123|0.0|0.0|6.9799999999999995e-09|3.07e-06|3.6587|4.1|-1708.563399|-1708.543268|719.66|1238.27|0.3893|338.88|595.23|0.66532|0.3893|-0.21924|0.02013145|-1708.3414239999995|8.4721|4.0|8.4012|8.4012
13i_a6|0.0|1|0|3.399318783|0.0|7.412764017000001|1|1.430639411|5.351858133|-0.154502515|0.042560386|0.0|-0.852681372|-0.011017781|0.034304189|10.95129557|-0.032549318|1|-0.007703306|0.057038772|-0.045418125|-0.073507141|-0.560601136|0.8744720490000001|0.7771558909999999|0.145878803|0.8287956870000001|0.830577798|0|-0.120457274|-86.83156133|20.90143854|252.0312146|-58.20996912|14.01186473|116.5456632|-2.460999087|100.2320567|101.6533459|0.429711323|2906.257489|418.3467934|2880.134143|-20.86772478|0.216402237|-1105.989413|-380.2354072|2105.416507|673.8038326000001|13.40049533|1.0|1.0|1.0|3.59|2.7|0.12|23.0|4.16|3.54|115.15|1.0|0.0|120.17|0.0|6.0|5.0|427.46|0.0|0.0|2.91|9.32e-06|3.28e-05|14.0|0.0|0.0|3.18e-09|1.36e-06|3.6668|4.94|-1426.549926|-1426.518007|703.43|1196.21|0.2903|338.12|553.67|0.70517|19.0|-0.19454|0.03191957|-1426.332492|10.1375|21.0|7.6778|7.6778
15_a4|0.0|0|0|0.0|0.0|7.535296702|1|1.399867493|5.4161004020000005|-0.061469545|0.044357639|0.0|-0.077474847|0.009823083|-0.1979518539999999|10.94611612|0.022446689|1|0.00918585|0.097046535|-0.017259078|-0.038707204|-0.226703465|0.5118792910000001|0.772721853|0.095534883|0.8347553529999999|0.509447294|0|-0.062151785|-35.36161572|5.223809291|63.43714456|-16.95780525|2.505098786|86.01453643|-1.106078158|40.03406565|35.02894809|0.437696617|1973.978183|416.1168833|1495.715718|-7.065752187|0.156108698|-254.3670787|-329.8289177|628.5456843999999|324.5687005|4.672449937|1.0|1.0|0.0|3.28|3.01|0.11|17.0|4.09|4.4|30.71|0.0|0.0|85.06|0.0|2.0|3.0|291.32|0.0|1.0|3.61|0.000152|5.19e-05|0.0151|0.0|0.0|8.070000000000001e-07|0.000235|4.5048|3.8|-958.270023|-958.251931|512.65|848.47|0.1996|275.22|396.58|0.56413|0.0969999999999999|-0.2091199999999999|0.018092091|-958.195344|3.0091|175.0|6757.0|6757.0
16a_a10|0.0|0|0|0.0|0.0|7.535296702|1|1.325756911|5.4161004020000005|0.023926176|0.0334858389999999|2.009832665|-0.152205915|0.011207938|0.014886502|10.92947902|-0.0048530629999999|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|0.748039584|0.772481675|-0.068377262|0.813036304|0.72613292|1|-0.052574986|-53.28817038|9.606840334|58.06685151|-36.90194151|6.652715932|99.81657855|-1.615964058|63.53441386|46.01490333|0.4629532229999999|2862.681038|634.4309626|1823.310808|-12.4990447|0.272940681|-774.9407716|-314.4761648|1539.147561|879.8636987|10.24624348|1.0|1.0|1.0|4.11|4.46|0.3|21.0|4.73|5.19|56.07|3.0|0.0|133.66|0.0|9.0|5.0|439.55|0.0|1.0|4.24|6e-06|6.76e-06|0.00297|0.0|0.0|3.18e-09|1.4e-06|5.6019|3.46|-1395.158387|-1395.13019|760.0|1310.44|0.3843|221.33|629.65|0.6852199999999999|0.0841|-0.20697|0.02819643|-1394.861824|4.6574|47.0|7.3279|7.3279
