molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|PNSA5|PPSA3|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|WNSA2|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12aw_a36|0.0|1|0|3.28940051|0.0|7.412764017000001|2|1.297044239|5.351858133|-0.115864198|0.043383838|0.0|-0.4478724979999999|-0.006877664|-0.1066959869999999|10.96021804|-0.034663063|1|-0.004358975|0.169961228|-0.098027247|-0.250781298|-0.4191703539999999|0.653741315|0.836170906|-0.022464907|0.892249657|0.632625562|0|-0.088516379|-73.52224315|14.76755422|188.3390873|-47.12705211|9.4658605|1.343623915|-2.06461809|87.37742985|71.5057033|0.47322369|2901.451841|452.6513136|2380.579051|-16.96573876|0.250947713|-848.2869380000001|-319.2802512|1766.7663510000002|593.6088758|13.8551867|1.0|1.0|0.0|4.73|0.0|0.14|17.0|3.55|3.0|69.2|1.0|0.0|123.67|0.0|5.0|6.0|417.41|0.0|1.0|2.44|0.000102|4.81e-05|0.0201|0.0|0.0|7.599999999999999e-08|3.17e-05|5.2313|3.66|-1431.404673|-1431.373326|666.09|1120.43|0.4088|237.0|507.71|0.69109|0.3892|-0.21201|0.03134789|-1431.239759|6.5278|9.0|8.0458|8.0458
9_a15|0.0|0|0|0.0|0.0|0.0|0|1.419941378|0.0|-0.042227775|0.04022792|0.0|-0.506073953|1.7800000000000002e-05|0.05688176|10.95880687|0.005692073|0|0.003160815|0.140072812|-0.203104439|-0.295062413|-0.344978312|0.85357243|0.7059441040000001|0.088615068|0.742680335|0.8105478740000001|0|-0.073701648|-65.07462414|18.10574464|85.79894134|-36.29225274|10.09761131|54.69975317|-1.400201879|85.14415759|59.20930631|0.4517825079999999|2392.3164920000004|471.903131|1689.926339|-8.88789863|0.48742253|-435.5070329|-14.02896218|1523.4682269999998|532.0914339999999|20.06953345|1.0|0.0|1.0|3.16|3.37|0.19|18.0|3.9|4.95|61.84|2.0|0.0|104.74|0.0|7.0|5.0|366.41|0.0|1.0|3.69|5.63e-06|1.53e-05|0.00562|0.0|0.0|2.69e-08|9.86e-06|4.3447|3.36|-1223.705126|-1223.687392|588.55|1042.17|0.2693|285.37|507.33|0.70552|0.0115|-0.1824|0.01773342|-1223.522216|2188.0|107.0|6.9706|6.9706
11_a27|0.0|1|0|2.680511093|0.0|7.535296702|1|1.1606177359999998|5.4161004020000005|-0.003527607|0.042533875|1.3706083080000002|-0.344117757|0.004538653|-0.0864111069999999|10.93910312|-0.027287578|0|0.005111147|-0.1299181459999999|-0.041662169|-0.067428705|-0.488734846|0.734834532|0.814843016|-0.0357410779999999|0.8629676709999999|0.7146215429999999|1|-0.079921166|-50.15555389|8.553922917000001|124.5410133|-26.52978026|4.524597532|72.60399149|-1.611956546|56.8702158|50.82822357|0.4528656239999999|2339.465471|404.4089873|1646.903525|-9.595877966|0.1911041289999999|-451.0062644|-326.780942|1054.084273|504.209846|6.714661907000001|1.0|1.0|0.0|3.95|0.0|0.35|16.0|2.72|1.67|61.88|0.0|0.0|106.33|0.0|2.0|4.0|345.4|0.0|1.0|2.04|0.000207|9.45e-05|0.0326|0.0|0.0|8.2e-07|0.000283|3.3426|4.54|-1122.456105|-1122.433411|571.4|974.29|0.3492|370.92|415.32|0.59222|0.0793|-0.16205|0.0226944|-1122.242519|4.2894|5.0|8301.0|8301.0
AKLKII_a46|0.0|1|0|2.917217813|0.0|6.605297921|0|1.4316666480000002|4.59511985|-0.030657|0.0386379929999999|1.744747103|-0.129865138|0.006821053|0.156485495|10.96959256|0.036226415|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|0.718266758|0.758995484|-0.0150769919999999|0.8264237520000001|0.687139108|1|-0.071827497|-42.37969553|4.924591245|76.99187522|-20.09682339|2.335284369|0.0|-1.161800612|49.76981906|38.98582025|0.47999819|2000.353437|397.2168972|792.7439217|-7.464534402999999|0.2278604669999999|-261.2587041|-258.10190780000005|713.5187596|314.0966684|7.390123534|1.0|1.0|1.0|2.81|1.6|0.06|21.0|3.9|3.39|67.35|0.0|0.0|85.32|0.0|2.0|4.0|287.32|0.0|1.0|2.45|0.000578|0.000266|0.0764|0.0|0.0|6.18e-08|1.7800000000000002e-05||||||||||||||||181.0|6.7423|6.7423
47r_a18|0.0|0|0|0.0|0.0|7.03438793|1|0.403924645|4.844187086|-0.216996268|0.035706215|0.0|-0.40455848|-0.005176133|-0.02952923|10.35082951|-0.030106257|0|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.362261236|-0.360670551|0.806477847|0.7698681909999999|0.017110504|0.8075001|0.7554975009999999|0|-0.083915825|-65.12700692|11.59378448|172.30927739999998|-48.70193962|8.669825595|60.66168882|-2.090197013|81.99788849|74.34599189|0.49394971|3389.050097|575.4901675|1504.28892|-17.70979622|0.311925149|-1168.846551|-281.2845386|2271.625192|1005.982493|16.87088158|1.0|1.0|1.0|4.55|0.0|0.22|18.0|0.43|3.76|111.03|3.0|1.0|145.82|0.0|9.0|4.0|504.6|0.0|0.0|2.2|2.26e-07|2.31e-06|0.00117|0.0|1.0|3.48e-08|1.76e-05|3.1705|9.2|-1964.841529|-1964.813473|790.57|1387.23|0.6007|391.06|729.75|0.69545|0.6007|-0.18249|0.02805567|-1964.516246|3.2001|231.0|6.6364|6.6364
IN1166_a11|0.0|1|0|3.433539068|0.0|6.842683282|0|1.429020445|4.727387819|-0.008507023|0.044021739|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|0.841211811|0.765593573|0.102257199|0.827254552|0.790249345|1|-0.073965061|-61.90325275|13.82641888|94.40543077|-42.74230509|9.546719887|20.83871871|-1.6137695069999998|76.76995134|64.89703387|0.463497159|2865.055175|596.0640225999999|2953.475057|-15.08551944|0.305697179|-769.3614916|-268.3203251|1604.859603|676.2770877|14.86669859|1.0|1.0|1.0|3.51|2.79|0.08|27.0|5.01|4.53|103.17|1.0|0.0|123.82|0.0|5.0|5.0|417.47|0.0|0.0|3.31|7.74e-06|1.65e-05|0.00688|0.0|0.0|6.59e-11|2.75e-08|4.9857|3.36|-1347.298558|-1347.256659|704.48|1198.36|0.3425|248.68|554.63|0.6998300000000001|0.1239|-0.21098|0.04189898|-1347.073528|4.3481|12.0|7.9318|7.9318
27_a47|0.0|0|1|0.0|0.0|6.842683282|1|1.216250059|4.727387819|0.006768957|0.0304347829999999|1.807806182|-0.207000956|0.001861676|0.0427469459999999|10.95005714|0.013336016|1|0.002350172|-0.137440913|-0.077485193|-0.157688306|-0.280944221|0.6636125860000001|0.804224077|0.0436226579999999|0.8517043879999999|0.634406338|1|-0.0630454209999999|-50.87821306|10.56549582|98.27436776|-32.56705871|6.762956126000001|3.180329084|-1.510214943|63.02085767|50.9207639|0.475450742|2804.020752|541.8239522999999|2181.236691|-11.67498331|0.299267237|-618.7741154|-256.9774086|1379.535965|682.9868225|12.14264461|1.0|1.0|1.0|3.37|3.52|0.26|21.0|4.18|5.07|67.66|2.0|0.0|125.17|0.0|5.0|5.0|436.91|0.0|0.0|3.91|1.5399999999999998e-05|8.89e-06|0.0038799999999999|0.0|0.0|1.5e-09|6.55e-07|4.9358|2.97|-1778.1049670000002|-1778.078632|673.27|1165.54|0.4007|251.19|517.82|0.69381|0.1839|-0.21594|0.02633483|-1777.891054|5.2214|2512.0|5.6|5.6
26_a20|0.0|0|0|0.0|0.0|6.842683282|0|1.4165417530000002|4.727387819|-0.104520106|0.0396875|2.01129617|-0.3297182369999999|0.003085806|-0.054222344|10.93106273|-0.033102079|1|0.003149352|0.249416844|0.0346782989999999|0.057022334|-0.446730587|0.7071284179999999|0.7541508029999999|-0.070815554|0.8096894440000001|0.690530489|1|-0.0862808009999999|-55.81998701|8.604974082|139.417676|-37.66339899|5.806030949|80.47551422|-1.737317706|65.85953426|66.82118688|0.472355054|2825.254798|535.3119506|2534.075607|-14.92323356|0.215111274|-790.9313788|-384.4457279|1493.485239|712.1606951|10.03954725|1.0|1.0|1.0|3.42|3.07|0.08|27.0|4.5|4.62|86.69|2.0|0.0|125.0|0.0|5.0|4.0|419.48|0.0|0.0|3.66|7.27e-06|9.51e-06|0.00399|0.0|0.0|6.64e-10|2.780000000000001e-07|4.8421|4.97|-1352.315376|-1352.277633|715.27|1211.34|0.2081|256.05|543.96|0.68167|0.0814|-0.21226|0.03774288|-1352.098465|4.8742|131.0|6.8827|6.8827
11b_a31|0.0|1|0|3.248213341|0.0|7.765993078999999|1|0.610137403|5.733341277|-0.172248605|0.043380952|0.0|-0.838727032|-0.014385937|-0.1488994619999999|10.31169957|-0.046362952|2|-0.010716217|-0.129901143|-0.101934423|-0.16780872|-0.564706551|0.833717183|0.834596039|0.067031897|0.889561759|0.7943850720000001|0|-0.143839236|-82.80602396|21.02499452|253.1028809|-46.10900197|11.70737909|87.78853803|-1.784511651|100.3071755|101.1192111|0.473305522|2410.572158|303.7286124|1756.711832|-13.83270059|0.330276165|-553.3080237|-189.0151528|1483.70453|397.3137532|17.50115151|1.0|1.0|1.0|3.41|2.29|0.24|16.0|4.67|3.25|125.57|1.0|0.0|92.51|0.0|5.0|6.0|357.38|0.0|0.0|2.69|1.82e-05|0.000178|0.0637|0.0|0.0|3.59e-06|0.00128|3.8437|4.07|-1520.085181|-1520.0430279999998|589.56|969.71|0.2634|322.57|479.66|0.70073|0.2634|-0.1951|0.04215313|-1519.967224|4.7518|0.53|6.2757|6.2757
5g_a40|0.0|0|0|0.0|0.0|8.149890544|0|0.604913142|6.167516491000001|-0.190406197|0.044946237|0.64025463|-0.5611751220000001|-0.012794054|0.122088541|10.31198315|-0.091116241|2|-0.012008571|-0.104356485|0.07917206|0.137067086|-0.4748772539999999|0.795454476|0.818555255|0.006643696|0.882781953|0.7733200179999999|1|-0.153687065|-68.05025116|11.83520323|152.9506864|-32.29667648|5.616992201|0.0|-1.577227413|80.22859145|84.77514603|0.488538966|2054.810452|321.64971460000004|593.8133184|-11.10198254|0.254650681|-355.2634413|-232.8857705|1004.297909|266.8102663|12.1783403|0.0|1.0|0.0|3.13|1.96|0.21|14.0|2.69|2.5|115.96|0.0|1.0|78.2|0.0|3.0|5.0|301.32|0.0|0.0|2.01|5.78e-05|0.000426|128.0|0.0|0.0|0.0013|391.0|3.48|4.02|-1328.055803|-1328.015099|489.04|800.98|261.0|356.27|367.19|0.6563|261.0|-0.19908|0.04070345|-1327.982732|6.7957|123.0|6.9101|6.9101
14_a4|0.0|0|0|0.0|0.0|7.535296702|1|1.399909181|5.4161004020000005|-0.04986736|0.0409444439999999|0.0|-0.069682036|0.009588001|-0.08389836|10.94612798|0.117232935|1|0.008943549|-0.031578333|-0.016862096|-0.039321879|-0.199315317|0.507307223|0.77505994|0.158051825|0.843811017|0.500893739|0|-0.065776751|-32.31961528|5.933038407000001|67.73740575|-14.69670456|2.697931638|85.72299913|-0.995039765|39.49511556|35.84371234|0.40126838|1911.448021|386.9927769|1378.961008|-6.23496557|0.231542789|-205.7538638|-244.1511936|588.8091192|280.2639278|7.175500282000001|1.0|1.0|0.0|3.14|2.39|0.06|17.0|3.59|4.09|30.71|0.0|0.0|80.09|0.0|2.0|3.0|277.3|0.0|1.0|3.2|0.000396|0.000106|0.0295|0.0|0.0|1.95e-06|0.000539|4.5233|3.22|-918.9507745|-918.9304744|475.32|794.51|0.1864|274.1|353.16|0.55975|0.1067|-0.2102|0.020300099|-918.896242|3.3312|1.32|5.8794|5.8794
12o_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.604984133|5.351858133|-0.028326022|0.040899471|0.0|-0.364378536|0.00372838|0.019094532|10.31162888|-0.087019298|1|0.003603419|-0.157974241|-0.051371057|-0.090173435|-0.465857798|0.8264832879999999|0.815003426|-0.054392357|0.870930234|0.7463962120000001|0|-0.076908942|-62.74209511|9.948252054|100.1600333|-40.37291185|6.401442327000001|0.0|-1.852599578|71.87393121|59.43716284|0.46964626|2860.371518|543.3140456|2476.50603|-15.65480256|0.186865502|-767.0853252|-402.9878652|1466.05489|652.8825454|9.131836103|1.0|1.0|0.0|4.63|0.0|0.14|17.0|4.47|3.27|81.65|2.0|0.0|132.29|0.0|5.0|4.0|432.93|0.0|0.0|3.11|1.19e-06|3.61e-06|0.00156|0.0|0.0|6.03e-08|2.61e-05|5.1935|4.45|-2035.37262|-2035.338699|687.92|1162.63|0.1967|238.73|528.25|0.6854399999999999|149.0|-0.19873|0.03392126|-2035.199757|6.8632|16.0|7.8097|7.8097
4c_a49|0.0|0|0|0.0|0.0|7.535296702|1|1.343847672|5.4161004020000005|-0.044371138|0.03583878|1.78683516|-0.339843311|0.001379959|-0.102999091|10.92777281|0.006194124|1|0.00202792|-0.163476035|-0.001005604|-0.001647802|-0.412652341|0.7745214140000001|0.7796063109999999|-0.052237757|0.826523164|0.752601535|1|-0.087753156|-55.59622798|7.782541015|153.60017230000005|-35.82016427|5.014223225|59.70585149|-1.639519861|66.77901229|64.32113331|0.473304159|2719.702873|490.6910965|1683.872161|-12.37423857|0.275946172|-680.5831211|-288.71184960000005|1458.908567|707.2397315000001|11.182784300000002|1.0|1.0|1.0|3.49|2.97|0.25|21.0|3.55|3.19|98.72|1.0|0.0|120.43|0.0|7.0|5.0|412.49|0.0|0.0|2.6|0.000314|0.000265|109.0|0.0|0.0|1.07e-08|4.4e-06|5.74|3.04|-1332.647233|-1332.607539|705.55|1199.04|0.2411|216.0|533.87|0.67789|0.0821|-0.22158|0.03969431|-1332.398001|4.9358|255.0|6.5935|6.5935
14b_a23|0.0|0|1|0.0|0.0|7.423568444|0|1.197963628|5.351858133|-0.071396109|0.043538647|0.716540473|-0.318684138|0.007671236|-0.0644978|10.31321824|-0.047410593|2|0.0075222369999999|0.121308009|-0.073945564|-0.17267308|-0.4557487779999999|0.616699629|0.793551289|-0.00399443|0.857184548|0.5935522360000001|1|-0.063267638|-53.44429544|13.26014776|99.66542762|-34.64639496|8.596171261|84.36242964|-1.64882535|64.97993029|54.274732400000005|0.450973737|2943.803333|548.6057241000001|2280.830615|-14.74314679|0.225640295|-692.9278992000001|-355.71896410000005|1380.34805|599.5697147999999|11.53563485|0.0|1.0|1.0|3.42|3.44|0.05|26.0|3.78|4.58|105.02|2.0|1.0|120.24|0.0|5.0|5.0|429.47|0.0|0.0|3.78|2.66e-06|7.73e-06|0.00332|0.0|0.0|2.14e-08|9.18e-06|3706.0|3.72|-1729.161608|-1729.139722|673.05|1142.37|0.3603|334.55|525.66|0.58097|0.3603|-0.2286699999999999|0.02188578|-1728.9893510000002|9.7544|4.0|8.3536|8.3536
12e_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|0.604984231|5.351858133|-0.029595542|0.041767677|0.0|-0.444243861|0.0043261129999999|0.005418617|10.31162844|-0.055954785|1|0.0053380919999999|-0.018475151|-0.089279071|-0.154412059|-0.417089226|0.838579475|0.8246767140000001|0.002248768|0.876441789|0.7933543279999999|0|-0.07914783|-65.04681137|16.08914569|121.5880081|-43.14823836|10.6725953|0.0|-1.863127413|80.10232244|68.59117243|0.46715936|2920.484542|541.7533217|2392.685958|-15.46823639|0.292879147|-819.8165288|-274.7836441|1747.776792|704.0353382000001|15.05551106|1.0|1.0|1.0|4.72|0.0|0.17|17.0|3.89|2.63|90.88|2.0|0.0|133.77|0.0|6.0|5.0|428.51|0.0|0.0|2.57|3.59e-06|1.19e-05|0.0050799999999999|0.0|0.0|1.84e-07|7.87e-05|5.0412|3.58|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|0.2055|245.94|562.76|0.68605|151.0|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431|7.9431
12d_a31|0.0|1|0|3.441384322|0.0|7.765993078999999|1|0.61013528|5.733341277|-0.043220149|0.0359583329999999|0.0|-0.697102094|-0.002456634|-0.085780934|10.31169788|-0.032270224|2|0.000127275|-0.067477864|-0.134504227|-0.214049412|-0.550805937|0.8066174070000001|0.8343242820000001|-0.00658148|0.873955169|0.771222772|0|-0.0938723509999999|-81.56033123|21.06095035|208.9297871|-57.85220856|14.93891054|557.514503|-1.724762406|99.79879739|87.64629597|0.389382761|2653.867767|500.3881827|2434.226776|-16.37326657|0.361635149|-867.7831284|-196.2893506|1916.466682|647.1500428999999|18.23846616|1.0|1.0|1.0|3.76|3.9|0.38|16.0|6.04|4.09|117.37|2.0|0.0|112.97|0.0|9.0|5.0|412.51|0.0|0.0|3.76|2.48e-06|4.06e-05|0.0167|0.0|0.0|2.3500000000000002e-08|9.69e-06|3.8477|5.0|-1657.471849|-1657.428467|730.86|1201.63|0.2566|322.23|626.33|0.7006600000000001|0.2566|-0.19096|0.04338158|-1657.245177|3.3585|0.51|6.2924|6.2924
12ap_a36|0.0|1|0|3.4417292610000003|0.0|7.412764017000001|2|1.2970441659999998|5.351858133|-0.010732275|0.042739018|0.0|-0.424579308|-0.000143196|-0.105824575|10.95430638|-0.042675894|1|0.001194592|0.117738331|-0.098598933|-0.175397741|-0.436880644|0.8707354620000001|0.832758813|-0.025198947|0.893689741|0.8212311840000001|0|-0.082622504|-69.6632787|14.26936622|111.1558165|-45.7078307|9.36249036|0.0|-1.91112774|83.16347311|68.48007054|0.464588|2843.18721|544.9693552|2328.307856|-16.13217554|0.262148114|-822.7409526|-312.1212186|1699.445432|642.3830552000001|13.50019441|1.0|1.0|0.0|4.78|0.0|0.13|17.0|2.75|1.76|92.99|1.0|0.0|128.47|0.0|5.0|5.0|406.44|0.0|0.0|1.66|0.000101|0.000113|0.0458|0.0|0.0|2.21e-07|8.97e-05|4.9124|2.98|-1325.199863|-1325.159466|691.41|1160.79|0.8819|252.39|553.28|0.6929|0.3982|-0.21788|0.04039655|-1325.0127220000002|9.6512|32.0|7.4949|7.4949
7c_a8|0.0|1|0|3.17138259|0.0|7.05012252|0|1.400027586|4.844187086|-0.025233184|0.043533333|0.0|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|1|0.004301963|0.079425146|-0.047874|-0.077006275|-0.328286221|0.718994164|0.740795639|0.0092411059999999|0.795846675|0.6881348629999999|0|-0.080277893|-56.2991566|19.18974586|94.73836511|-35.30467154|12.03370912|75.43825735|-1.6160102369999998|76.40286308|69.53125754|0.492823119|2716.5013510000003|532.3522286|2162.326414|-13.23925183|0.373097855|-635.4840877|-159.15828340000002|1616.4960130000002|572.8089095|20.10370648|0.0|0.0|1.0|3.44|3.1|0.09|23.0|4.22|3.78|92.93|1.0|0.0|112.76|0.0|5.0|5.0|398.41|0.0|0.0|3.26|1e-05|2.14e-05|0.00851|0.0|0.0|1.73e-08|6.91e-06|4.6061|5.01|-1331.8206369999998|-1331.793312|662.05|1116.53|275.0|269.17|579.97|0.70321|0.1779|-0.20658|0.02732536|-1331.625743|15.7056|18.59|4.7307|4.7307
4e_a46|-3.742323661|0|0|0.0|0.092094405|7.825245291|1|0.300205548|5.587248657999999|-0.370202917|0.041636905|0.0|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|-0.05803828|1|0.002688298|-0.135489528|-0.030065705|-0.049530834|-0.514537262|0.738134189|0.77019676|0.075271624|0.8146060740000001|0.69063113|0|-0.0835371459999999|-64.33855433|8.098142567|186.9007941|-48.825259|6.145520557|20.27041189|-1.949960781|73.87174786|71.49283399|0.4753010039999999|3411.457836|571.9794684|3129.575458|-17.82509456|0.204892146|-1122.980957|-447.9030518999999|1861.114491|942.2127953|9.533193534|1.0|1.0|1.0|4.5|2.68|0.27|23.0|3.05|5.93|124.17|2.0|0.0|137.28|0.0|5.0|6.0|488.6|1.0|0.0|3.5|8.29e-07|3.92e-06|0.00191|0.0|0.0|1.56e-09|7.64e-07|4.2446|8.03|-1884.613031|-1884.564974|757.1|1343.97|0.4814|292.1|655.69|0.56481|0.3109|-0.21005|0.04805633|-1884.324182|3.2466|154.0|6.8125|6.8125
13c_a5|0.0|1|0|2.944180713|0.0|6.605297921|1|1.377702625|4.59511985|-0.0090268969999999|0.024822695|0.0|-0.284610951|0.005288472|-0.098760742|10.94530327|-0.018055556|1|0.006110714|-0.017427549|-0.092592608|-0.150963534|-0.324868153|0.705487111|0.770478689|0.003545487|0.822789227|0.6775573359999999|0|-0.077308234|-50.50012762|15.25960958|131.7396496|-33.29709668|10.06137448|51.93687546|-1.302049531|70.46156718|66.23254483|0.46617977|2793.480751|527.6071331999999|1235.709541|-10.8855893|0.448671765|-566.0506435|-67.68621352|1557.152554|656.208474|19.96143955|0.0|1.0|1.0|3.13|2.58|0.17|23.0|4.23|3.29|84.0|1.0|0.0|120.88|0.0|5.0|5.0|411.46|0.0|0.0|2.68|0.0002839999999999|0.000109|0.0446|0.0|0.0|8.170000000000001e-09|3.36e-06|4706.0|3.99|-1351.274441|-1351.2369640000002|676.53|1153.36|509.0|263.46|513.33|0.51479|0.1666|-0.22939|0.03747691|-1351.067237|2.9732|123.0|6.9101|6.9101
12g_a31|0.0|1|0|3.42813681|0.0|7.765993078999999|1|0.6101363000000001|5.733341277|-0.1044685569999999|0.0388738739999999|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|10.31169877|-0.082116813|2|-0.0054114869999999|0.074878295|-0.0497478109999999|-0.081426376|-0.57758443|0.837044054|0.819234772|-0.076150332|0.8639814490000001|0.7983388929999999|0|-0.1284353869999999|-80.52794936|19.01411466|256.26669530000004|-49.45404266|11.67699967|548.1594997999999|-1.835775276|95.97385383|97.88920296|0.470244801|2514.363249|357.8560168|1859.940155|-14.73099143|0.311351131|-692.3565973|-231.70711040000003|1637.106139|524.0230338|15.44590447|1.0|1.0|1.0|3.61|2.51|0.32|16.0|5.19|3.44|131.36|1.0|0.0|103.26|0.0|7.0|5.0|384.45|0.0|0.0|2.9|1.19e-05|0.0001629999999999|0.0627|0.0|0.0|3.55e-07|0.000136|3.8349|4.17|-1578.846191|-1578.800869|664.44|1090.41|265.0|323.3|542.78|0.70068|265.0|-0.19241|0.04532186|-1578.66792|2.4038|0.11|6.9586|6.9586
3b_a32|0.0|1|1|3.3653429710000005|0.0|7.758333467000001|0|0.609420808|5.733341277|-0.064476472|0.042528736|2.21541916|-0.265971895|-0.001282231|-0.1113575119999999|10.31100281|0.10614163|3|0.00020567|-0.078754696|-0.0791178979999999|-0.151445075|-0.536470812|0.833920105|0.800396027|0.094335058|0.866250192|0.7725667079999999|1|-0.073068133|-49.22963237|7.180211702|78.12568166|-24.14971513|3.522270202|0.0|-1.103910485|56.82775081|43.023961|0.460751087|2092.213643|412.4267349|1084.520517|-8.049905042|0.2358716619999999|-265.6468664|-259.1375886|708.6845618|323.0421997|7.59811844|1.0|1.0|1.0|3.11|2.57|0.13|19.0|6.25|4.43|110.94|1.0|0.0|88.24|0.0|2.0|3.0|312.41|0.0|0.0|3.68|1.86e-06|2.23e-05|0.00697|0.0|0.0|3.19e-07|9.97e-05|3.5545|2.45|-1594.121087|-1594.095192|524.46|857.0|0.2905|348.81|396.83|0.70257|0.2905|-0.20137|0.02589511|-1594.049677|5.7777|6.0|8.2366|8.2366
17b_a25|0.0|0|0|0.0|0.0|6.842683282|0|1.3732004619999998|4.727387819|-0.002108117|0.042843137|1.968416259|-0.266456625|0.005120507|-0.100018134|10.93106294|0.016982601|1|0.005244553|-0.044260194|-0.044156525|-0.073994564|-0.366585181|0.653180996|0.780221059|0.068812225|0.838260077|0.636746066|1|-0.068207754|-60.19950116|12.04068508|89.34443096|-45.64634114|9.129863339|87.61586206|-1.6672437880000002|73.52844745|63.75929319|0.476276266|3100.8813760000003|668.9067217|2514.295488|-16.81707305|0.275133816|-958.573164|-341.0100868|1744.031591|832.226697|13.32894629|1.0|1.0|1.0|3.56|3.25|0.11|27.0|4.88|5.18|96.49|2.0|0.0|135.78|0.0|7.0|5.0|458.51|0.0|0.0|3.78|4.75e-06|8.59e-06|0.00394|0.0|0.0|9.08e-11|4.16e-08|5.4236|5.89|-1483.873254|-1483.830524|781.08|1329.35|0.4635|228.6|654.18|0.6594800000000001|0.1741|-0.21939|0.04272963|-1483.630939|5.2142|101.0|6.9957|6.9957
1l_a5|0.0|1|0|2.964063799|0.0|6.605297921|0|1.270375394|4.59511985|-0.0052651969999999|0.025672515|0.0|-0.089997343|0.008244856|-0.019865028|10.94421389|-0.05139414|1|0.007613233|-0.179824092|0.0271820189999999|0.043915678|-0.21108114|0.7245669790000001|0.7656671279999999|-0.174469948|0.818803517|0.71872376|0|-0.068685233|-38.27406105|4.43679678|61.974288|-21.62050954|2.506287665|0.0|-1.219595099|45.64819758|43.23617395|0.47265823|2227.730859|502.9124512|903.1631908|-8.460199385|0.230593886|-389.1691717|-304.3678822|895.4089219|518.5792364|7.374136537999999|1.0|1.0|1.0|2.98|2.67|0.14|23.0|5.56|5.32|54.46|1.0|0.0|105.07|0.0|4.0|3.0|340.42|0.0|1.0|4.06|9.06e-06|1.04e-05|0.00356|0.0|0.0|1.4800000000000003e-09|5.02e-07|4.6403|3.89|-1069.261615|-1069.229786|609.85|1033.47|0.4921|267.19|486.81|0.57392|187.0|-0.21939|0.03182983|-1069.101032|3.3694|32.0|7.4949|7.4949
12n_a36|-3.404662145|1|0|3.400581499|0.0|7.412764017000001|2|0.299253841|5.351858133|-0.350034917|0.0438779959999999|0.0|-0.619926573|-0.006862238|-0.035989956|10.31810354|-0.000273044|1|-0.001160331|0.048110172|-0.15024383|-0.261631709|-0.5181211520000001|0.8183043390000001|0.81793955|0.162338703|0.869718963|0.750657639|0|-0.089275906|-78.42650015|14.28426215|189.4391835|-53.08197085|9.668119648|26.74179417|-2.317440678|92.79755725|74.70951411|0.454498749|3482.18259|487.397992|3465.537153|-18.30412788|0.258248547|-1061.639417|-327.25274110000004|2114.630173|805.2286932|14.3710571|0.0|1.0|0.0|5.03|0.0|0.17|17.0|1.28|2.15|123.75|1.0|0.0|142.02|0.0|7.0|6.0|474.54|0.0|0.0|1.18|0.0001409999999999|0.0001889999999999|0.0897|0.0|0.0|1.36e-07|6.45e-05|5.3573|6.24|-1876.201464|-1876.168847|714.14|1256.83|0.3921|231.43|566.87|0.7046600000000001|0.0155|-0.19984|0.03261661|-1875.961945|14.3562|15.0|7.8239|7.8239
