molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|TPSA_x|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12s_a36|0.0|1|0|0|3.486136149|0.0|0|7.412764017000001|2|0.0|-0.007059109|-0.045035034|2|0.042804233|0.037454164|0.0|0.0056370119999999|-0.050363149|1|1|0.003962098|-0.104118159|-0.1763783589999999|1|0.90414347|0.8060798779999999|-0.086791463|0|0.8303378090000001|-0.07216709|-0.1000534719999999|0.4314309979999999|-46.58030248|109.5085883|-41.6829437|10.23927133|0.754198383|-1.901015959|76.34126108|-23.15117315|59.13914165|0.4604765839999999|2710.355028|-1227.012177|2294.468358|-14.94294208|7.545963801|13.98635088|0.853487672|5890.905249|-791.9759303|0.018222417|-328.1450742|1626.909053|11.76167282|1.0|0.0|1.0|0.0|4.85|0.0|17.0|-6.97|3.24|2.19|69.2|2.24|128.72|1.0|5.0|30.0|4.0|-6.55|395.46|0.0|0.0|2.14|-4.3|6.929999999999999e-05|3.04|0.0|1.08e-07|-0.04908|-1272.236664|1150.67|329.71|0.4501|523.72|-1272.00109|0.0002|-0.20467|-1272.061111|8.7738|9.0|8.0458|8.0458
4_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|2.156628874|-0.001234337|0.0159331539999999|2|0.036775068|-0.0214610589999999|2.183056868|-0.110597574|-0.037623601|1|1|0.0112367389999999|-0.048056862|-0.078747188|2|0.646069495|0.77276149|-0.063012715|1|0.933276024|-0.049768752|-0.06873731|0.456474074|-25.64211031|34.37786704|-18.24679326|42.42341622|0.793717973|-1.099796957|40.86951119|-13.17774406|30.05764711|0.398500394|2221.6122010000004|-566.6429946000001|1883.42405|-6.78950447|5.326452915|8.855289118|0.66251148|4878.070704|-291.9486922|0.010586293|-302.661743|713.9097433|5.454324025|1.0|0.0|1.0|1.0|3.15|3.09|21.0|-7.57|4.52|4.41|43.6|2.66|100.08|1.0|2.0|25.0|3.0|-5.79|326.39|0.0|1.0|3.64|-4.57|7.59e-05|3.52|0.0|2.71e-08|-0.04865|-1029.93716|960.45|307.95|0.1106|394.06|-1029.763465|67.0|-0.21831|-1029.813844|3.1195|78.0|7.1079|7.1079
47a_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|0.0|-0.006027559|-0.18843247|0|0.033641026|0.043161338|0.0|-0.025401815|0.052572636|0|0|-0.000633273|-0.232940071|-0.358939392|0|0.842412605|0.766261502|0.089156939|0|0.778790861|-0.082855697|-0.099310031|0.371382587|-67.93456546|181.3725215|-66.76209701|110.0917322|0.7936193709999999|-2.681370849|93.5899242|-29.70938001|79.51543089|0.483193636|3612.105567|-2198.494121|2250.179086|-24.3591435|10.20255289|19.74153879|0.934960691|8405.670404|-1802.576619|0.014835962|-481.4854016|2770.212274|12.16421601|1.0|1.0|1.0|1.0|4.97|0.0|18.0|-8.27|0.48|3.35|123.06|1.85|158.24|1.0|12.0|39.0|5.0|-6.49|547.67|0.0|0.0|2.02|-5.58|1.8100000000000002e-07|4.44|1.0|5.4e-09|-0.05191|-2098.773074|1536.87|388.09|0.6094|813.01|2098.280307|0.6094|-0.18291|-2098.359766|3.0133|1.0|9.0|9.0
8e_a46|0.0|0|0|0|0.0|0.252655541|1|7.727094485|1|2.161814059|-0.001015139|0.000950213|2|0.043238095|-0.126773923|0.0|-0.184317354|-0.016857659|1|1|0.0123581919999999|-0.08488645|-0.135984209|2|0.669602597|0.789844634|-0.024620704|0|0.921352352|-0.053352779|-0.065982313|0.281227001|-27.16690715|40.04689925|-17.10778729|53.05984592|0.7492419109999999|-0.989734694|39.62167507|-11.72015869|32.04299109|0.444693313|1982.950764|-503.9668235|1415.320228|-5.967832774|5.504080656|9.911785304|0.8008066970000001|4239.252176|-256.61680930000006|0.011830243|-253.8248986|672.6356549999999|6.023886838999999|0.0|0.0|1.0|1.0|3.21|2.93|17.0|-6.67|4.09|3.9|43.6|2.13|91.93|1.0|2.0|23.0|3.0|-6.02|304.39|0.0|1.0|3.21|-4.04|0.0002569999999999|3.01|0.0|2.16e-07|-0.03175|-954.9056294|933.3|274.96|0.2162|457.96|-954.743261|0.2162|-0.2201|-954.793305|3.7755|406.0|6.3915|6.3915
19_a31|0.0|1|0|0|3.2411335510000003|0.0|0|7.401841579|0|0.0|-0.01001901|-0.086654127|0|0.0427124179999999|-0.044625452|0.0|-0.040386271|-0.081641954|2|2|-0.0038998559999999|-0.081398052|-0.1751017789999999|0|0.656654981|0.8558149140000001|-0.138769819|0|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|-53.25742146|157.414423|-38.88650245|67.42915967|0.776211804|-1.586671445|75.31824576|-21.12293613|61.85348014|0.446100738|2265.6917350000003|-929.4091898|1992.2502|-12.37297805|7.0760696020000005|12.77501178|0.805382437|4917.329034|-544.4110343|0.0152483439999999|-323.5878356|1197.365442|8.931875058|1.0|1.0|1.0|1.0|3.44|2.62|16.0|-7.39|5.8|4.33|98.91|1.68|97.25|1.0|7.0|25.0|4.0|-6.41|358.43|0.0|1.0|3.47|-3.92|2.14e-05|2.93|0.0|4.08e-08|-0.04308|-1489.4951640000002|1028.58|314.06|0.3205|537.66|-1489.323855|0.2271|-0.20675|-1489.382077|2.4209|1.8|5.7447|5.7447
47t_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|0.0|-0.0128248239999999|-0.161517185|0|0.03672956|0.018018036|0.0|-0.011641394|-0.04785474|0|0|-0.004985656|-0.068787175|-0.104274108|0|0.704602886|0.750103977|-0.074774521|0|0.67203319|-0.119202068|-0.103295568|0.240001773|-79.78154029|219.5070758|-46.27207168|78.43695402|0.804531523|-2.272502492|80.00407742|-27.16032544|89.19655162|0.49779009|2872.533415|-1520.978225|1326.524873|-18.17831387|8.780037801|17.48280476|0.991199259|6603.597038|-1017.985577|0.016238994|-407.6438346000001|1890.514146|10.86870356|0.0|0.0|1.0|0.0|3.86|0.0|18.0|-7.51|2.6|2.93|110.56|1.64|129.21|1.0|7.0|33.0|4.0|-6.46|441.48|0.0|0.0|2.15|-4.77|2.65e-06|3.57|0.0|3.09e-08|-0.06822|-1470.836067|1218.95|397.84|0.5502|601.36|-1470.528808|0.5502|-0.19514|-1470.593659|9.6938|782.0|6.1068|6.1068
5d_a40|0.0|0|0|0|0.0|0.0|1|8.149890544|0|1.601200869|-0.005662681|0.0418378229999999|0|0.044526749|-0.1031436519999999|0.716041667|0.2078052269999999|0.029272031|2|2|0.006642869|-0.0038660009999999|-0.009744685|0|0.496945486|0.8092726020000001|0.0451110059999999|1|0.754010052|-0.086193996|-0.094277694|0.049855551|-39.55506228|112.88660690000002|-19.85450535|53.85026982|0.8111805740000001|-1.131332331|49.97858532|-17.30589257|49.66367051|0.479931934|1974.583878|-519.1767771000001|511.3769101|-7.94180214|6.288958592999999|12.09256826|0.922825231|4051.712713|-238.2540642|0.014630084|-285.606135|640.0261471|6.713853887999999|1.0|1.0|0.0|0.0|3.02|2.56|14.0|-4.32|4.08|3.64|75.5|2.25|74.11|2.0|3.0|20.0|4.0|-5.94|287.31|0.0|1.0|3.1|-3.82|5.9e-05|2.98|0.0|4.7600000000000005e-05|-0.06796|-1276.817151|765.69|331.74|0.4493|365.74|-1276.751174|0.4493|-0.2164699999999999|-1276.797751|9.2439|19.0|7.7212|7.7212
3t_a32|0.0|1|1|1|3.4477303|0.0|0|7.765993078999999|0|0.0|-0.006089333|-0.0338714389999999|0|0.03995614|0.028527045|2.141978747|0.012069208|-0.086478322|3|3|0.00139283|-0.070331512|-0.122301673|0|0.710773544|0.822076702|-0.146047869|1|0.828676243|-0.080203824|-0.0974995|0.217914628|-50.65701113|108.2086749|-38.89478416|0.0|0.684474482|-1.267493496|72.43498782|-17.03304802|59.65287508|0.481726305|2530.60497|-800.5532571|2241.507646|-10.75813179|8.107111779|15.64252992|0.929482453|5525.861115|-505.632194|0.017184783|-233.0294362|1169.58817|10.85396804|1.0|1.0|1.0|1.0|3.58|3.41|19.0|-8.01|7.65|5.42|128.01|1.74|112.48|1.0|7.0|27.0|4.0|-5.81|396.53|0.0|1.0|4.46|-4.93|3.28e-07|4.09|0.0|9.86e-09|-0.05507|-1864.678788|1129.24|349.38|0.2906|575.45|-1864.472646|0.2906|-0.20246|-1864.534478|2.7003|9.0|8.0458|8.0458
11_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0.0|-0.01008647|-0.127546771|3|0.042795699|-0.101436441|1.710245969|0.044912659|-0.023103765|1|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|3|0.8947911009999999|0.724492061|-0.04179402|1|0.777803048|-0.0955396769999999|-0.099420732|0.175996916|-45.19136777|105.101718|-22.2443844|80.34769756|0.752484736|-1.292469516|57.08178682|-18.52584757|51.99171876|0.4680759679999999|2097.896727|-611.3529698|1105.41974|-8.76293931|5.475372235|10.29352296|0.8799677029999999|4487.967272999999|-289.1769972|0.021256639|-238.8563772|812.4456757999999|10.0546353|0.0|1.0|1.0|1.0|3.19|2.07|21.0|-6.51|3.79|3.41|105.82|0.8|88.28|1.0|2.0|22.0|4.0|-6.59|305.36|0.0|1.0|2.46|-3.71|8.37e-05|2.22|0.0|3.06e-07|-69.0|-1288.165162|834.82|384.66|0.4441|346.18|-1288.058926|0.4441|-0.20018|-1288.10577|4.4522|0.04|7.3979|7.3979
15d_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|2|2.147544195|-0.002831383|0.0370874879999999|3|0.031742919|-0.059217023|2.04092658|-0.140487312|0.007032164|1|1|0.011249462|-0.1786649189999999|-0.280243276|2|0.74726683|0.745184875|0.0131101969999999|1|0.87609771|-0.057588609|-0.070612242|0.565801561|-38.80896881|83.49776405|-32.06793721|141.0919598|0.471900166|-1.129795872|66.95020436|-12.68949225|54.18663419|0.473858537|2967.522813|-761.3695352999999|2036.192049|-8.551449923|8.429169102000001|16.02072769|0.900629528|6511.656447|-513.0869954|0.028735133|37.87296065|1613.412305|19.36460841|0.0|1.0|1.0|1.0|3.71|4.01|21.0|-7.82|4.14|3.44|65.3|1.54|131.43|1.0|6.0|33.0|6.0|-7.04|441.52|0.0|0.0|3.18|-4.38|0.000167|2.75|0.0|1.5e-08|-0.05002|-1431.051425|1266.87|321.28|312.0|565.91|-1430.733658|0.0856|-0.20918|-1430.795367|3.8163|69.0|7.1612|7.1612
3e_a32|0.0|1|1|1|3.501917045|0.0|0|7.773594467000001|0|0.0|-0.006553709|-0.058503168|0|0.044949495|-0.057366352|2.220794149|-0.114649277|-0.080731823|3|3|0.002004382|-0.076494363|-0.1395294259999999|0|0.8315372|0.8046468659999999|-0.12378337|1|0.8681696109999999|-0.073411249|-0.100056595|0.290874543|-39.56206964|71.04473954|-29.05885545|0.0|0.7752553659999999|-1.200679139|60.86894767|-16.59123638|46.25723848|0.4513338939999999|2212.661182|-647.0582188|1732.3689949999998|-8.941186293|5.863649531|10.68709999|0.822602107|4827.877259000001|-348.70626539999995|0.012891628|-296.6758413|834.6388134|6.94742943|1.0|1.0|1.0|1.0|3.33|3.04|19.0|-6.92|6.8|5.24|110.94|1.94|97.86|1.0|3.0|23.0|3.0|-5.2|340.47|0.0|1.0|4.3|-5.18|3.02e-07|4.47|0.0|1.2099999999999998e-07|-0.0534399999999999|-1672.722302|956.67|348.38|0.2914|456.76|-1672.576776|0.2914|-0.20098|-1672.62984|5.6928|8.0|8.0862|8.0862
12am_a36|0.0|1|0|0|3.340519946|-4.723487246|0|7.412764017000001|2|0.0|-0.015884751|-0.297354748|2|0.044036281|0.122824831|0.0|-0.050505733|-0.037654321|1|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|1|0.647732719|0.8344566859999999|-0.05754717|0|0.814986544|-0.091472759|-0.118101664|0.305015372|-63.19394154|127.81651770000002|-56.3667958|1.038361162|0.788334835|-2.480134939|95.53118838|-31.72964526|75.34643812|0.484558903|3230.6292780000003|-1713.4008440000002|2603.072527|-21.92042059|8.772646622|17.01968794|0.940085891|7238.033439|-1183.702712|0.020179019|-398.3921535|2173.44302|13.94067198|1.0|1.0|1.0|0.0|4.81|0.0|17.0|-7.14|3.31|4.04|78.43|2.04|130.43|1.0|7.0|34.0|8.0|-6.4|465.43|0.0|0.0|2.65|-5.07|6.26e-06|3.86|0.0|7.24e-08|-0.0569799999999999|-1645.169789|1206.77|321.15|0.4894|562.14|-1644.952145|0.2987|-0.21356|-1645.016323|8.0872|0.06|7.2218|7.2218
27a_a34|-3.727789|0|0|0|0.0|0.0|1|7.412764017000001|1|1.963136117|-0.012620846|-0.456594848|1|0.0408037829999999|-0.082271189|0.0|-0.026428049|-0.008138446|1|1|-0.005234221|-0.158932197|-0.264978526|1|0.8186389829999999|0.779284547|-0.012251785|0|0.600964267|-0.106669294|-0.123191967|0.4305370679999999|-74.78290605|279.75296960000003|-60.54917431|22.69787432|0.764921711|-2.340647376|100.7752505|-30.38821209|93.41277507|0.436895447|3394.470264|-1640.9634529999998|2252.433058|-21.30433911|8.960143164|15.91204178|0.7758691440000001|7104.26596|-1150.434312|0.020552444|-371.4586403|2145.269808|14.40875302|1.0|1.0|1.0|1.0|3.66|2.58|23.0|-7.61|2.01|3.97|129.74|1.06|122.61|1.0|6.0|33.0|7.0|-7.29|463.51|0.0|0.0|2.44|-4.47|1.09e-05|2.59|0.0|2.44e-08|-0.03924|-1861.695683|1247.85|300.73|0.2896|598.18|-1861.468024|0.0203|-0.20615|-1861.534743|13.9023|0.24|6.6198|6.6198
21_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|2.093218896|-0.009308076|-0.085463279|2|0.035818182|-0.032405474|1.817620533|-0.023060773|-0.003554514|1|1|0.002099681|-0.0236638829999999|-0.03765494|2|0.7135035209999999|0.7620337359999999|-0.005970601|1|0.7747854129999999|-0.091053776|-0.084654798|0.8663152820000001|-64.32920271|159.11338909999998|-42.25440548|74.3822498|0.704106635|-1.777750751|75.80259699|-23.25880088|77.676969|0.391384102|3104.255496|-1255.975247|2701.142106|-16.4322688|8.388036625|13.78215169|0.643072426|7048.414464|-887.342515|0.022638817|-288.401376|1783.785559|15.99425187|1.0|1.0|1.0|0.0|3.5|3.17|27.0|-8.71|4.47|5.6|90.13|2.81|128.59|1.0|5.0|34.0|6.0|-6.07|448.47|0.0|0.0|4.04|-5.51|1.69e-06|4.17|0.0|1.94e-09|-0.06082|-1485.461532|1225.01|321.21|0.2574|517.44|-1485.216871|0.1489|-0.2226|-1485.278495|1.1872|4.8|5.3188|5.3188
21c _a23|0.0|0|1|1|0.0|0.0|2|7.525639975|0|3.311482916|-0.009944003|-0.135572353|2|0.043130342|0.0645437059999999|0.731360766|-0.092608459|-0.039311241|2|2|0.0035741379999999|-0.0201427689999999|-0.036896213|2|0.7641222459999999|0.782543953|-0.060079444|1|0.790596437|-0.08365474|-0.098699133|0.2571258939999999|-59.46209153|148.8448086|-49.86692499|94.32302529|0.834557275|-2.171380929|79.71722579|-28.58195193|69.43902929|0.468609427|3161.1237530000003|-1543.4254039999998|2628.628799|-20.31615463|8.945789862|16.83467928|0.881854988|7227.157398|-1097.07235|0.013451712|-475.6090385|1849.394223|9.5615256|0.0|1.0|1.0|1.0|3.68|3.11|26.0|-7.33|3.1|3.42|148.11|2.49|133.35|1.0|6.0|34.0|5.0|-7.13|468.53|1.0|0.0|3.0|-4.72|2.35e-06|2.86|0.0|4.69e-08|-0.07892|-1837.932192|1275.12|338.3|0.3329999999999999|587.02|-1837.67081|0.3329999999999999|-0.22981|-1837.736174|8.3979|67.0|7.1752|7.1752
12at_a36|0.0|1|0|0|3.4361495580000003|0.0|0|7.412764017000001|2|0.0|-0.010886502|-0.073048351|2|0.039952719|0.054794728|0.0|-0.076129505|-0.037590959|1|1|0.000906224|-0.136151085|-0.227404687|1|0.817851296|0.8384626709999999|-0.063825255|0|0.751856692|-0.084721769|-0.110637955|0.301423347|-58.66704838|171.8311073|-53.05210062|80.75773169|0.6744421970000001|-2.102121151|95.60375457|-25.99374995|79.10595873|0.49342323|3041.832389|-1455.649997|2388.600265|-17.99981985|8.837213274|17.44496351|0.974034457|6537.399158|-1007.989912|0.027424543|-241.591008|2158.30208|18.99059683|1.0|0.0|1.0|0.0|4.9|0.0|17.0|-6.62|2.7|1.67|95.5|1.89|135.03|1.0|7.0|33.0|6.0|-7.18|439.47|0.0|0.0|1.76|-4.08|6.579999999999999e-05|2.53|0.0|2.42e-07|-0.05703|-1460.797444|1238.61|322.81|0.4765|589.75|-1460.549244|0.2076|-0.2131|-1460.61293|8.9532|78.0|7.1079|7.1079
47f_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|0.0|-0.005817448|-0.034211867|0|0.031179487|-0.048472184|0.0|0.033759227|-0.008224928|0|0|0.00531392|-0.264839041|-0.3927204379999999|0|0.765824398|0.750610215|-0.014370598|0|0.838156881|-0.063824969|-0.084851044|0.375218907|-54.18475173|137.3980967|-61.15474298|58.84834254|0.726550657|-2.290978185|86.11217859|-24.61956302|65.93954138|0.483843526|3367.7324700000004|-1944.945479|2343.062749|-20.90098811|10.55465562|20.44855806|0.937396993|7870.103594|-1651.17806|0.016581683|-384.6642262|2676.957843|14.07716085|1.0|0.0|1.0|1.0|4.87|0.0|18.0|-9.22|3.22|3.6|88.97|2.79|164.47|1.0|13.0|40.0|4.0|-6.4|541.68|0.0|0.0|2.83|-5.52|7.76e-07|4.52|1.0|6.04e-10|-0.04439|-1743.346389|1602.99|400.42|0.5741|874.24|-1741.724929|0.5741|-0.1724099999999999|-1741.802171|4.4861|9.0|8.0458|8.0458
12as_a36|0.0|1|0|0|3.447017327|0.0|0|7.412764017000001|2|0.0|-0.007672841|-0.073735973|2|0.041728395|0.096454203|0.0|-0.114290948|-0.025398105|1|1|0.0018565629999999|-0.098698552|-0.166354116|1|0.8058720979999999|0.817372883|-0.04244711|0|0.77043791|-0.082748367|-0.109492809|0.291030086|-55.75872553|154.6869148|-49.71556877|0.0|0.768125394|-2.080363362|85.53474971|-25.48765709|68.71652969|0.454761514|2904.092809|-1401.82114|2365.632846|-17.17446921|8.768282531|16.08155469|0.834059821|6224.698969|-944.5958066|0.017444469|-361.3444194|1824.98997|11.75468972|1.0|0.0|1.0|0.0|4.86|0.0|17.0|-6.89|3.16|2.09|86.27|1.59|133.95|1.0|6.0|32.0|5.0|-7.21|423.47|0.0|0.0|1.84|-3.95|0.000154|2.36|0.0|1.29e-07|-0.05789|-1385.5651710000002|1207.35|321.96|0.5902|568.52|-1385.322633|0.2402|-0.21419|-1385.384524|6.8556|59.0|7.2291|7.2291
12aa_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|-0.008848121|-0.028524865|2|0.043854875|-0.014017531|0.0|0.059360681|-0.007369513|1|1|0.005111479|-0.12254489|-0.207153446|1|0.8397577820000001|0.809127478|-0.012535889|0|0.8126513129999999|-0.078042288|-0.101368383|0.418522684|-54.50378741|130.84205079999998|-49.44198469|0.0|0.630759573|-1.925999268|91.51563481|-23.59814969|76.08850600000001|0.4659424379999999|3115.249471|-1345.094532|2455.130164|-16.48066156|8.65813938|16.21199661|0.872457337|6944.511023|-939.3977091|0.029670025|-182.6418006|2132.499591|20.72118575|1.0|1.0|1.0|1.0|4.86|0.0|17.0|-6.83|3.94|2.63|100.11|2.2|140.26|1.0|7.0|33.0|6.0|-6.39|458.54|0.0|0.0|2.52|-5.0|2.47e-06|3.81|0.0|1.47e-07|-0.04966|-1804.784381|1275.73|357.9|0.1667|605.07|-1804.516348|0.1506|-0.19687|-1804.582558|6.4878|8.0|8.1135|8.1135
3i_a32|0.0|1|1|1|2.417426304|-4.547725143|0|7.78113851|0|0.0|-0.012358668|-0.363243817|0|0.05052381|-0.21362765|1.711001131|-0.26785886|0.022524712|3|3|-0.0106761939999999|-0.054335108|-0.212967423|0|0.565740817|0.833699527|0.030060554|1|0.893827987|-0.093279684|-0.1132851459999999|0.259644227|-49.17963359|55.97682661|-31.48976464|0.201037767|0.77072347|-1.472706897|71.27609889|-23.52884474|57.24454122|0.422644726|2471.4299920000003|-776.4518766|2141.3084710000003|-12.4050588|5.826629089|10.09193014|0.732035793|5656.349227000001|-409.3669403|0.021905206|-285.465827|1007.432506|11.54903146|1.0|1.0|1.0|1.0|3.1|2.49|19.0|-6.96|6.76|6.29|110.94|2.09|88.28|1.0|3.0|24.0|6.0|-5.53|366.38|1.0|1.0|4.37|-5.16|5.37e-07|4.23|0.0|1.0900000000000001e-07|-0.06518|-1891.811327|876.0|340.43|0.4765|418.24|-1891.738614|0.4765|-0.21278|-1891.790935|3.8572|6.0|8.2366|8.2366
3l_a32|0.0|1|1|1|3.672194822|0.0|0|7.773594467000001|0|0.0|-0.0054004|0.0043645509999999|0|0.035643275|-0.039331295|2.259257465|-0.09393062|-0.107818594|3|3|0.002942329|-0.04980249|-0.087213805|0|0.820540279|0.751853889|-0.184582641|1|0.8855584879999999|-0.069304303|-0.088417589|0.270668623|-40.30321333|66.55229892|-29.90181954|0.0|0.788236719|-1.326263838|58.10243176|-16.76685351|47.42414825|0.453630671|2453.759435|-771.2752615|2415.340446|-9.750593329|6.414825717|11.74082324|0.8302637909999999|5429.531532999999|-448.5272931|0.011493763|-335.2422712|978.4817724|6.6840809960000005|1.0|1.0|1.0|1.0|3.58|3.54|19.0|-7.5|7.34|6.17|110.94|2.64|110.16|1.0|3.0|26.0|3.0|-4.71|380.53|1.0|1.0|5.04|-6.01|2.52e-08|5.51|0.0|3.16e-08|-0.0529799999999999|-1789.4501510000002|1062.47|351.04|0.2876|468.81|-1789.242839|0.2876|-0.19962|-1789.298086|5.7721|12.0|7.9208|7.9208
38_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|2|0.0|-0.00575311|-0.009006798|1|0.035478927|-0.066676644|0.0|-0.020056674|-0.003893067|0|0|0.001602741|-0.074661643|-0.11123356|0|0.745084567|0.719168079|-0.007310849|0|0.8310704529999999|-0.076974444|-0.082256123|0.423402315|-61.25359673|134.4282836|-52.08807522|74.46052717|0.880927895|-2.385427574|71.15832778|-25.65190078|67.92930461|0.4666657999999999|3162.36475|-1898.240658|1855.157022|-20.41289434|10.98254153|20.5922319|0.874996952|7261.130718|-1510.554181|0.007165119|-606.2584549|2154.819559|5.701753365|1.0|0.0|1.0|1.0|4.53|0.0|18.0|-10.33|4.94|4.13|85.29|3.7|160.66|0.0|10.0|38.0|3.0|-5.55|508.65|0.0|1.0|3.64|-6.11|1.05e-07|5.43|1.0|4.68e-11|-0.0483699999999999|-1611.60375|1515.64|384.55|0.5147|734.93|-1611.133158|0.5147|-0.18066|-1611.206669|2.7244|91.0|7041.0|7041.0
8_a47|0.0|0|0|0|0.0|0.0|0|7.252053952000001|0|0.0|-0.007835945|-0.099564745|2|0.0363475179999999|-0.087101663|1.335354131|-0.153669322|-0.14203855|0|0|-0.007648516|-0.00158075|-0.003223628|2|0.686795267|0.7847248109999999|-0.223459904|1|0.8497568740000001|-0.075955381|-0.091482011|0.517797505|-44.09728708|87.2263982|-30.83488674|0.0|0.819702033|-1.646676195|60.62152862|-20.78278301|49.14108595|0.414302597|2621.772106|-956.0080185|2217.264922|-12.06582525|6.492934319|11.08581716|0.707366287|6219.278078|-555.0279614|0.012935553|-371.2177396|1166.287236|7.509972037000001|1.0|0.0|1.0|1.0|3.02|3.21|22.0|-9.25|5.67|6.77|58.04|3.9|113.97|1.0|4.0|29.0|4.0|-4.79|405.85|1.0|1.0|5.03|-6.19|2.56e-07|5.61|0.0|5.62e-10|-0.05495|-1686.0356350000002|1071.62|337.87|0.2249|433.38|-1685.8518170000002|0.2249|-0.2085199999999999|-1685.908004|4.6281|0.05|7.3|7.3
9d_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|1.839557351|-0.003961493|-0.022152094|0|0.045555556|0.153818743|0.89023715|0.15723868|-0.137738587|2|2|0.010101686|0.0116099239999999|0.019621984|0|0.601831605|0.7572844040000001|-0.223631751|1|0.941627612|-0.060319196|-0.071656839|0.002088915|-31.08478865|30.08152399|-19.03015798|50.47044708|0.8664205709999999|-1.074852592|41.42218692|-16.29154841|36.6245851|0.467275972|2109.570685|-553.912646|336.6614768|-8.395657932|8.023385851|15.06105494|0.87714454|4401.742338|-285.4523697|0.0087217999999999|-377.6610668|639.3115126|4.49467719|1.0|1.0|0.0|0.0|3.25|3.63|20.0|-7.0|5.2|5.09|58.43|4.07|91.71|1.0|2.0|22.0|2.0|-4.62|325.82|0.0|1.0|4.63|-5.65|7.37e-07|5.16|0.0|1.01e-07|-0.06906|-1677.540538|892.69|370.51|0.4888|446.84|-1677.429981|0.4025|-0.20781|-1677.48058|7.9502|107.0|6.9706|6.9706
47d_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|0.0|-0.006087337|-0.041876322|0|0.032916667|0.069914568|0.0|-0.07722825|0.016324953|0|0|0.005144085|-0.272202025|-0.406388629|0|0.7640994990000001|0.7430748709999999|0.027971797|0|0.836999127|-0.06394156|-0.087315963|0.445704576|-52.14267013|132.9229494|-58.06490563|58.93717545|0.69814381|-2.182899066|86.29525584|-23.42233034|64.59518279|0.481311892|3304.705347|-1780.097106|1947.023498|-19.1002979|9.940531282|19.16475647|0.927940864|7780.945962999999|-1451.622641|0.018506261|-323.1621908|2549.757058|15.0913716|1.0|0.0|1.0|1.0|4.73|0.0|18.0|-8.83|2.81|3.21|88.97|2.6|159.67|1.0|12.0|39.0|4.0|-6.57|527.66|0.0|0.0|2.56|-5.28|1.83e-06|4.16|1.0|1.4800000000000003e-09|-0.04561|-1704.0327519999998|1544.09|398.94|0.5820000000000001|817.06|-1703.545539|0.5820000000000001|-0.17405|-1703.622959|4.2225|8.0|8.0969|8.0969
