molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|GeomRadius|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
14n_a23|1|1|0.0|0.0|0|1.197963531|0.009802461|-0.0068536419999999|5.351858133|2|0.045165485|0.079559363|0.010561248|10.3132176|2|2|0.010508236|0.144230149|-0.110069159|-0.199540201|-0.404569286|2|0.756252127|-0.099694124|0.861597051|0.71381683|1|0.89327435|-0.058928845|-0.082430028|0.209387766|0.027028617|-39.82324087|-55.70499288|18.26553926|0.10672565|-37.64460956|12.34358104|97.39429807|0.6868205409999999|72.09248208|0.469606631|603.6615822000001|2195.877777|8.662092555|6740.54932|-752.8921912999999|31.80611809|0.0242495529999999|-252.5011125|683.7405759|0.0|0.0|1.0|1.0|3.53|3.66|-7.51|3.42|4.03|114.25|2.72|2.0|126.78|0.0|1.0|6.0|-5.63|-6.47|441.51|0.0|0.0|0.0|9.57e-06|0.0042299999999999|1.3699999999999998e-05|-0.06951|3.4217|3.23|362.35|575.71|0.4229|-0.2077099999999999|0.02300614|-1744.244532|1.0|9.2441|9.2441
47l_a18|0|0|0.0|0.0|1|1.251176792|0.0340353029999999|-0.006400878|4.844187086|0|0.035308642|-0.0057783619999999|-0.00046896|10.94702063|0|0|0.000787517|-0.008768679|-0.103458566|-0.156998637|-0.4925232479999999|0|0.7452092359999999|-0.0973326269999999|0.781148177|0.733228144|0|0.803473313|-0.08034939|-0.083884237|0.2820044969999999|0.009199889|-57.15119372|-59.6654726|6.543729374|0.196526687|-42.43906517|4.654446622|51.44279524|0.796109347|68.83398609|0.4897655489999999|571.4972966|1427.032023|9.423637134|6572.90106|-1018.537564|28.10487315|0.012890098|-421.235376|931.8364349|1.0|1.0|1.0|3.0|4.17|0.0|-9.37|3.69|3.19|85.29|2.94|3.0|139.63|0.0|1.0|9.0|-5.26|-6.39|454.56|0.0|0.0|0.0|1.4499999999999998e-05|0.0066099999999999|1.93e-07|-0.0520399999999999|3.2026|7.71|387.13|667.5|0.5019|-0.18344|0.02606651|-1455.233431|32.0|7.4949|7.4949
15b_a50|1|1|0.0|0.0|1|1.353059441|-0.144363623|-0.0045393|5.82008293|1|0.032843915|-0.103807905|0.004641091|10.94501702|2|2|0.005203263|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|1|0.79846758|-0.216393362|0.8833003970000001|0.764606364|1|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|0.020083792|-47.20879251|-46.13641893|11.48191704|0.179086516|-26.37622116|6.564219549|0.0|0.639017342|60.03646705|0.478989976|469.3167805|1692.3273379999998|6.89125222|5205.2135960000005|-422.0195386|25.11269883|0.024313507|-158.95261259999998|510.3677388|1.0|1.0|1.0|1.0|3.56|2.11|-5.72|2.71|3.26|68.76|1.66|1.0|105.46|0.0|2.0|5.0|-3.18|-6.98|357.41|0.0|1.0|1.0|0.000249|0.0891|0.000687|-0.0333399999999999|4.0561|2.08|305.67|475.99|0.1796|-0.20071|0.03528279|-1160.330621|79.0|7.1024|7.1024
11_a27|0|0|2.680511093|0.0|1|1.1606177359999998|0.100091619|-0.0067474069999999|5.4161004020000005|2|0.042533875|-0.080272515|0.004538653|10.93910312|0|0|0.005111147|-0.1299181459999999|-0.041662169|-0.067428705|-0.488734846|2|0.734834532|-0.043616687|0.8629676709999999|0.7146215429999999|1|0.7645505|-0.079921166|-0.094820973|0.349764196|0.016171515|-42.27430065|-50.15555389|8.553922917000001|0.2354494999999999|-26.52978026|4.524597532|72.60399149|0.8088958709999999|56.8702158|0.4528656239999999|404.4089873|1646.903525|5.231762955|5186.240841|-451.0062644|22.42732497|0.012694323|-326.780942|504.209846|1.0|0.0|0.0|1.0|3.95|0.0|-6.09|2.72|1.67|61.88|3.06|0.0|106.33|0.0|1.0|2.0|-3.68|-6.47|345.4|0.0|1.0|0.0|9.45e-05|0.0326|0.000283|-0.05985|3.3426|4.54|499.21|415.32|0.0793|-0.16205|0.0226944|-1122.242519|5.0|8301.0|8301.0
12u_a30|0|0|0.0|0.0|2|0.604983445|0.028039604|-0.006935447|5.351858133|2|0.043383838|-0.091507428|0.002431329|10.31162873|1|1|0.001805829|-0.15896471|-0.0493878409999999|-0.0857954809999999|-0.467189145|1|0.8149999040000001|-0.105767484|0.889479916|0.711738503|0|0.84944095|-0.0773921259999999|-0.097867106|0.477056017|0.015562896|-51.83732031|-65.55148142|10.42404292|0.15055905|-43.90644499|6.982033926000001|0.0|0.810462868|75.26051582|0.443167712|568.9563615000001|2608.6452440000003|7.804487592999999|7133.515802|-834.2224549|31.36222814|0.014495402|-415.8966522|685.6665849999999|1.0|0.0|0.0|1.0|4.63|0.0|-7.8|5.11|3.92|81.65|3.79|2.0|137.3|0.0|1.0|5.0|-6.58|-5.52|467.37|0.0|0.0|1.0|9.14e-07|0.0004269999999999|7.39e-06|-0.0528299999999999|3.5003|5.08|354.21|559.16|0.1502|-0.20146|0.03472994|-2494.7995530000003|34.0|7.4647|7.4647
12b_a32|1|1|3.477905329|0.0|0|0.609420757|0.115940697|-0.009432679|5.733341277|0|0.0388738739999999|-0.044307211|-0.003484915|10.31100269|3|3|-0.001662219|-0.079768013|-0.0852122769999999|-0.1534110109999999|-0.584995111|0|0.788133615|-0.090027803|0.8887585240000001|0.7507116140000001|1|0.782593|-0.081450418|-0.097525366|0.2996018789999999|0.016282332|-50.88975159|-60.93328667|10.17310723|0.217407|-38.07076621|6.356098747000001|65.29222164|0.60420609|76.65746734|0.430631506|488.9595947|3148.185476|7.076348793999999|5653.268811|-494.9199607|28.50066715|0.025166975|-130.2147289|557.1050635|1.0|1.0|1.0|2.0|3.47|2.9|-7.65|6.49|4.19|140.04|1.1|1.0|110.47|1.0|1.0|7.0|-5.9|-6.4|397.52|1.0|0.0|1.0|3.72e-05|0.0148|8.86e-06|-0.05173|3.5703|4.12|347.27|541.49|0.2865|-0.19976|0.0385132|-1880.599158|26.0|7585.0|7585.0
3_a20 (SB-525334)|0|0|3.502142227|-0.08980269|0|1.183765089|-0.048050965|-0.005492814|4.727387819|2|0.0526353279999999|0.001821898|0.001924142|10.95053359|1|1|0.0033523629999999|0.002992397|-0.169090412|-0.277724429|-0.500412918|2|0.818922083|-0.17447922|0.76423988|0.7835436240000001|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.246005838|0.0123308269999999|-34.52869143|-51.80299691|6.965173618|0.1243352319999999|-29.26136697|3.934338039|0.0|0.784910502|58.45718743|0.457398769|494.6267525|1782.992456|5.943823875|4905.195832|-438.9205046|21.06338405|0.0117802769999999|-321.8682802|520.6749407|1.0|1.0|1.0|1.0|3.37|2.82|-8.39|5.2|4.69|67.35|1.69|1.0|104.59|0.0|1.0|3.0|-4.85|-5.74|343.42|0.0|1.0|1.0|1.88e-05|0.00647|1.4e-06|-0.0671399999999999|4.9821|3.9|390.77|498.74|0.1171|-0.20131|0.02096048|-1086.383308|162.0|6.7905|6.7905
18b_a30|0|0|0.0|0.0|2|0.604987149|0.036563014|-0.006947027|5.351858133|2|0.041767677|-0.039831247|0.003099827|10.31163838|1|1|0.0036417359999999|-0.072825879|-0.049287858|-0.090115975|-0.45633339|1|0.80330079|-0.089945913|0.8839272779999999|0.760234689|0|0.869340364|-0.078751666|-0.09536285|0.413791511|0.019880184|-52.09100293|-63.07862164|13.14992762|0.130659636|-41.72392601|8.698138813|0.0|0.759715688|75.30642440000001|0.424912258|575.0330633|3057.267112|7.513189589|6387.715069|-792.7545943|31.55111394|0.0184861069999999|-343.5825913|666.0036144999999|1.0|0.0|0.0|1.0|4.78|0.0|-6.7|3.87|2.49|105.44|2.17|2.0|131.99|0.0|1.0|5.0|-5.49|-6.33|423.49|0.0|0.0|0.0|1.57e-05|0.0066599999999999|8.47e-05|-0.06142|3.5256|3.64|351.66|563.55|0.3576|-0.2052699999999999|0.03910602|-1667.849173|25.0|7.6003|7.6003
9i_a40|0|0|0.0|0.0|0|0.604992808|0.074116257|-0.0071562119999999|5.4161004020000005|0|0.045555556|0.187127708|0.004532692|10.31197226|2|2|0.004019925|0.333430103|0.105172175|0.187399127|-0.542471361|0|0.831946443|-0.28972973|0.824009442|0.7947633409999999|1|0.830980762|-0.092881258|-0.088485615|0.006324687|0.011010661|-46.80087537|-44.58600513|5.548036224|0.169019238|-22.46593254|2.795536563|62.68854553|0.8590224540000001|49.81256531|0.477626156|418.7133986|335.9672843|7.700852478|4201.058793|-336.98898810000003|21.62632891|0.010372658|-361.8074422|351.4600612|1.0|1.0|1.0|1.0|3.25|2.9|-6.03|3.84|4.02|84.45|2.99|1.0|91.11|0.0|1.0|2.0|-5.32|-5.44|306.38|0.0|0.0|1.0|1.97e-05|0.00603|0.000285|-0.05989|4.3611|3.2|428.48|417.75|0.3362|-0.17956|0.02072395|-1273.217301|1.25|5.9031|5.9031
16_a31|0|0|3.096824452|0.0|1|0.61013894|0.152128735|-0.020181753|5.733341277|0|0.042528736|-0.050076586|-0.017017891|10.31170095|2|2|-0.0125582419999999|-0.0897217219999999|-0.053194463|-0.09530799|-0.60894688|0|0.951830892|0.0980869569999999|0.8948140790000001|0.8944757390000001|0|0.546450126|-0.142079397|-0.150315165|0.29485045|0.0374314139999999|-66.9420327|-70.82239128|17.63615984|0.4535498739999999|-33.36862997|8.309441139|467.7901274|0.73080436|83.86629191|0.427771627|257.4650715|1212.615438|5.521618837|4387.049328|-367.0549296|32.30339751|0.027684692|-217.4912527|280.39844320000003|0.0|1.0|1.0|2.0|3.2|1.93|-4.94|3.8|2.83|114.29|0.78|0.0|80.57|0.0|2.0|2.0|-4.36|-6.48|300.34|0.0|0.0|1.0|0.000254|0.0762|0.00347|-0.0318899999999999|3.6596|1.7|338.79|369.73|0.2534|-0.1842|0.03948619|-1308.161433|0.09|7.0458|7.0458
17_a3|0|0|0.0|0.0|0|0.605019885|0.188373421|-0.009450704|4.727387819|2|0.047430556|-0.015463451|-0.007540435|10.31163036|1|1|-0.006696449|-0.027542873|0.020589494|0.036673175|-0.633373061|2|0.881253042|-0.085686119|0.838125715|0.773152968|1|0.803075623|-0.098658557|-0.096067661|0.225087454|0.010321361|-50.20132919|-48.88298017|5.251911643|0.1969243769999999|-24.87357062|2.672377884|76.17242478|0.840062179|55.39769571|0.4383349039999999|408.6362608|1667.279771|6.2477303310000005|4839.543958|-348.2299886|23.96047156|0.012803096|-346.0738521|353.7528308|1.0|1.0|1.0|1.0|3.13|2.65|-7.48|4.96|4.66|92.93|2.37|1.0|95.5|0.0|1.0|2.0|-5.53|-5.61|338.81|0.0|0.0|1.0|1.18e-05|0.00399|1.11e-05|-0.0720399999999999|3.2102|3.57|386.22|393.58|0.4062|-0.20359|0.02878063|-1731.663157|23.0|7.6383|7.6383
3c_a49|0|0|0.0|0.0|1|1.343850149|0.034009672|-0.004876919|5.4161004020000005|2|0.036335697|-0.04696024|0.006218639|10.92976555|1|1|0.006470561|-0.0780996759999999|-0.0612829229999999|-0.101919761|-0.384874446|2|0.666785606|0.0211518929999999|0.8605470759999999|0.64702083|1|0.7963363840000001|-0.071786669|-0.074135885|0.501887054|0.0148240689999999|-41.0524769|-42.3959176|8.477406111|0.203663616|-24.24485565|4.8479546860000005|77.29181095|0.637222556|54.85343388|0.4791465279999999|455.3990518|1667.1178220000002|6.567311051|5544.351498|-387.9176903|22.64931248|0.021783913|-156.9462939|542.7276591|0.0|1.0|1.0|1.0|3.18|2.67|-7.54|3.63|3.87|72.7|1.84|1.0|109.43|0.0|1.0|4.0|-3.45|-6.93|369.42|0.0|1.0|1.0|0.000137|0.0505|1.07e-05|-0.0606|5.1584|3.99|322.71|456.22|0.0729|-0.21913|0.03394942|-1198.484646|87.0|7.0605|7.0605
46_a18|0|0|0.0|0.0|2|1.251088279|-0.001181461|-0.005378956|4.844187086|1|0.03531746|-0.046124025|0.002300582|10.94680484|0|0|0.003512954|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|0|0.7100921609999999|-0.090469229|0.76616843|0.699483099|0|0.8265445990000001|-0.069742249|-0.076485888|0.30524999|0.008975181|-49.54738918|-54.33831169|6.376289807000001|0.173455401|-38.60388092|4.5299444310000005|58.66827342|0.782232748|63.70285871|0.4548138479999999|587.2068577|1848.661552|8.980343774|7150.333139|-1003.700904|26.56039822|0.013181412|-401.0164861|1056.535856|0.0|1.0|1.0|2.0|4.27|0.0|-8.82|3.68|3.3|76.5|3.33|2.0|151.14|0.0|1.0|7.0|-5.68|-6.14|480.6|0.0|1.0|0.0|3.35e-06|0.00161|7.27e-07|-0.04995|3225.0|8.11|384.45|635.89|0.4249|-0.18219|0.0239301|-1532.562476|186.0|6.7305|6.7305
34_a47|1|1|0.0|0.0|0|1.40499556|-0.210257395|-0.004157676|4.727387819|3|0.03522792|-0.094313757|0.003530307|10.98214103|1|1|0.0047106|-0.208989427|-0.1430639269999999|-0.317014709|-0.2829549719999999|3|0.62974551|0.128336294|0.89234354|0.609110565|1|0.8260556609999999|-0.061957581|-0.090141168|0.437215023|0.019723558|-34.3104683|-49.91779281|10.92238452|0.1739443389999999|-27.64315244|6.048527453999999|0.0|0.653993216|62.66739933|0.45489212|457.4477611|918.6458674|7.066583143|5105.274301|-387.0041342|24.85087647|0.023023142|-170.55473480000003|439.9906467|1.0|1.0|1.0|1.0|3.19|3.0|-7.47|3.34|4.52|68.52|1.75|0.0|99.09|0.0|1.0|4.0|-3.57|-6.66|348.38|0.0|1.0|1.0|0.000125|0.0436|1.17e-05|-0.0545|4.2077|2.41|318.79|436.88|0.1718|-0.21536|0.03084502|-1162.33788|2.0|8.7|8.7
6a_a31|0|0|3.3855253210000003|0.0|1|0.610184884|0.038376178|-0.01694403|5.6869753560000005|0|0.0357275129999999|0.08881108|-0.013930701|10.31170939|2|2|-0.010591881|0.1533239019999999|0.0006473469999999|0.001117583|-0.568500407|0|0.848282918|-0.0436046509999999|0.848080284|0.803505125|0|0.57216168|-0.132158278|-0.126430958|0.259133072|0.034212524|-77.60012959|-74.23718620000001|20.08876284|0.42783832|-43.59027182|11.79563339|98.49408082|0.6927462990000001|92.52963742|0.478330896|335.9594356|1671.917893|7.516549303|5908.282843|-653.8540772999999|38.27271371|0.031153284|-226.3518866|479.200937|1.0|1.0|1.0|2.0|3.42|2.51|-6.96|4.68|3.69|131.36|1.13|1.0|104.73|0.0|1.0|4.0|-5.22|-6.69|390.42|0.0|0.0|1.0|4.55e-05|0.0178|4.3200000000000007e-05|-0.05563|3.5428|4.03|349.96|447.66|0.6404|-0.19843|0.04606915|-1613.198178|1.1|5.9586|5.9586
8b_a32|1|1|3.419952523|0.0|0|0.609420757|0.113639567|-0.009362305|5.733341277|0|0.03995614|-0.008128765|-0.003484915|10.31100269|3|3|-0.001662219|-0.014634534|-0.0852122769999999|-0.1534110109999999|-0.577864293|0|0.788133615|-0.1152380009999999|0.8966299409999999|0.7507116140000001|1|0.788218098|-0.0850068559999999|-0.108971309|0.253018806|0.016711528|-53.36442734|-68.4085006|10.49093175|0.211781902|-42.94454179|6.585851946|68.21751748|0.669149204|81.73293254|0.458155153|494.8166492|2275.886421|8.10555784|5619.400983|-558.2790432999999|28.89166873|0.021225152|-212.3722924|557.1050635|1.0|1.0|1.0|2.0|3.46|3.04|-7.65|6.49|4.19|140.04|1.1|1.0|110.47|1.0|1.0|7.0|-5.83|-6.44|397.52|1.0|0.0|1.0|4.06e-05|0.0161|8.86e-06|-0.05404|3.5442|4.22|349.82|558.16|0.2943|-0.20121|0.03602276|-1880.602014|12.0|7.9208|7.9208
11_a4|0|0|0.0|0.0|1|0.626711769|-0.20567828|-0.001098364|5.4161004020000005|2|0.03617284|-0.017835936|0.011277653|10.33765061|1|1|0.010782511|-0.030003079|-0.0278843589999999|-0.046906237|-0.145254541|2|0.6575743310000001|-0.007574475|0.875868891|0.647727179|1|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|0.009336075|-31.35942689|-37.74083422|5.395547437|0.069886591|-21.81135655|3.118219598|59.55648883|0.7560913159999999|44.63993001|0.480360734|537.5354202000001|1640.559148|6.850305797000001|5425.1341090000005|-370.7930613|18.0546182|0.011937709|-296.0029432|575.2252237|1.0|1.0|1.0|0.0|3.31|3.49|-8.05|4.97|5.22|68.9|3.15|2.0|111.64|0.0|1.0|4.0|-5.14|-5.74|372.49|0.0|0.0|1.0|1.06e-05|0.00395|3.31e-06|-0.05582|4907.0|3.2|328.0|479.99|0.0403|-0.2146699999999999|0.02336674|-1467.255521|0.11|6.9586|6.9586
8d_a8|0|0|3.190160226|0.0|0|1.395657339|-0.12349902|-0.0111144189999999|4.844187086|1|0.042323232|0.071729931|-0.00267541|10.94649761|1|1|-0.001038264|0.111668404|0.016471091|0.025642021|-0.4385133129999999|1|0.76211539|-0.179357354|0.804372443|0.734212688|0|0.6932924890000001|-0.1072746469999999|-0.103150936|0.377028311|0.028038295|-69.95878302|-67.26951954|18.28507531|0.306707511|-43.86958028|11.92454747|92.49576602|0.675359878|86.29065071|0.483207744|452.1282556|2093.380666|7.507839835|6596.888351|-877.3916055999999|36.89090464|0.029166961|-228.7206541|682.0472537|0.0|0.0|1.0|2.0|3.61|2.92|-7.62|3.93|3.32|112.23|1.92|1.0|121.1|0.0|1.0|6.0|-4.91|-6.87|430.46|0.0|0.0|0.0|3.4200000000000005e-05|0.0147|1.03e-05|-0.0600299999999999|4.6765|6.22|376.13|572.21|0.1879|-0.19757|0.03604461|-1447.354662|18.61|4.7303|4.7303
25b_a34|0|0|0.0|0.0|1|1.290860233|0.133975789|-0.015658012|5.351858133|1|0.04037037|-0.150946163|-0.00378755|10.95957635|1|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.435821207|-0.623853334|1|0.832166825|-0.101529052|0.83883012|0.787858064|0|0.656573108|-0.1030760719999999|-0.137924163|0.5020264870000001|0.030138301|-64.37123451|-86.13394472|18.82143547|0.343426892|-53.79083879|11.75402804|49.2835599|0.76274549|98.0416108|0.419904835|410.0313565|2671.608537|6.383564979|5786.015654|-860.6534206|34.74652105|0.019067452|-328.1702779|595.8522372|0.0|1.0|1.0|2.0|3.53|3.39|-6.42|2.63|3.03|90.3|1.56|1.0|108.21|0.0|1.0|7.0|-3.82|-7.07|393.44|0.0|0.0|0.0|0.000202|0.0796|0.00015|-0.03539|4.2253|5.06|293.43|562.84|0.2259|-0.21103|0.02655501|-1313.194808|2.08|5.6819|5.6819
14h_a23|1|1|0.0|0.0|0|1.197963488|0.043538466|-0.005921293|5.351858133|2|0.04255787|0.0316908439999999|0.009895793|10.31321773|2|2|0.009266617|0.060820238|-0.0686282459999999|-0.131709531|-0.4460845129999999|2|0.708395022|-0.05745554|0.860920386|0.669357479|1|0.923430574|-0.063825076|-0.081058742|0.223157991|0.021982565|-43.02851162|-54.6468131|14.81983413|0.076569426|-36.84086528|9.990985411|86.83095818|0.753100584|67.44368679|0.48032488|622.5428245|2371.16134|7.833334036|6722.809649|-736.8173055999999|30.23434844|0.018981866|-341.2621515|646.2584547|0.0|0.0|1.0|1.0|3.47|3.2|-7.47|3.4|3.89|128.81|2.39|1.0|125.0|0.0|1.0|5.0|-5.68|-6.62|436.49|0.0|0.0|0.0|1.27e-05|0.00554|1.4800000000000002e-05|-0.08532|4.0506|3.29|337.93|569.53|0.2727|-0.2374099999999999|0.02796857|-1721.99264|5.0|8.3468|8.3468
4d_a49|0|0|0.0|0.0|1|1.343847746|-0.06085453|-0.006135653|5.4161004020000005|2|0.036555556|-0.090862681|0.000607064|10.92777282|1|1|0.001356445|-0.151004418|0.000511959|0.000850823|-0.417231241|2|0.7745859279999999|0.023137464|0.834151595|0.749565191|1|0.752634646|-0.089942837|-0.085966608|0.410804214|0.013625199|-55.40321178|-52.95392476|8.392883773|0.2473653539999999|-32.61868996|5.16986937|57.16412513|0.654728051|66.51766234|0.470013152|463.6097566000001|1640.195062|7.998287218|5915.214567|-554.5177292999999|26.44129877|0.022019681|-190.6195379|641.1445234|0.0|1.0|1.0|2.0|3.38|2.68|-7.58|3.16|2.8|98.72|1.25|1.0|115.63|0.0|1.0|6.0|-3.13|-7.7|398.46|0.0|0.0|1.0|0.0004509999999999|0.18|1.05e-05|-0.06309|5.7447|2.99|325.87|495.7|0.0879|-0.2219699999999999|0.0395418|-1293.107454|18.0|7.7447|7.7447
4S4l_a46|0|0|0.0|0.171853072|1|1.134637095|-0.058870177|-0.004736212|5.587248657999999|1|0.049498645|-0.067419714|0.0066560469999999|10.94631401|1|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|-0.229089688|0.762625193|0.7936534740000001|0|0.894782107|-0.090807851|-0.084663086|0.213675946|0.007140583|-49.45536962|-46.10883478|3.888872426|0.105217893|-25.11158939|2.117940478|0.0|0.877939134|49.6055056|0.469439238|487.3122681|1744.8220399999998|5.668394116|4920.211524|-452.0086091|18.5362581|0.006420439|-411.6630752|579.2365607|1.0|1.0|1.0|1.0|3.92|3.19|-7.0|4.64|5.02|50.94|3.06|1.0|105.77|0.0|1.0|3.0|-5.28|-5.23|347.45|0.0|1.0|1.0|7.78e-06|0.0027|3.47e-05|-0.02015|5.2929|4.99|299.38|500.66|0.0614|-0.19647|0.02696794|-1092.543641|261.0|6.5834|6.5834
7a_a8|0|0|3.1730222510000003|0.0|1|1.4000287219999998|-0.11821781|-0.010269971|5.4161004020000005|1|0.041123188|-0.017706371|0.000736369|10.94671402|1|1|0.002028046|-0.02923588|-0.019499132|-0.032195997|-0.412963751|1|0.7168594159999999|-0.032562221|0.831914523|0.681200974|0|0.718410375|-0.102174163|-0.101880506|0.238462711|0.035405618|-60.00793116|-59.83546383|20.79408196|0.281589625|-35.14198015|12.2125771|71.85980901|0.733884399|75.4573633|0.477611327|421.9297638000001|1702.719465|7.699041907000001|5907.9340090000005|-632.5556427|34.12990316|0.0265990589999999|-274.7254012|488.0169522|0.0|0.0|1.0|1.0|3.34|3.06|-7.27|3.96|3.49|92.93|2.01|1.0|105.83|0.0|1.0|3.0|-4.86|-6.33|382.37|0.0|0.0|1.0|2.29e-05|0.00874|2.05e-05|-0.07616|4.5808|5.2|403.8|494.48|0.1575|-0.20505|0.0269461|-1291.156661|24.73|4.6068|4.6068
17b_a50|1|1|0.0|0.0|1|1.348984601|-0.145258626|-0.002181823|5.82008293|1|0.032052154|0.035558152|0.012409091|10.94500663|2|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7715057479999999|-0.257646121|0.799772151|0.748900413|1|0.931849183|-0.047785496|-0.07555585|0.4220781729999999|0.0128994089999999|-33.25475672|-52.58062823|8.976922737999999|0.068150817|-36.59177249|6.247196459|86.9549829|0.803386523|59.65808461|0.4835366239999999|648.4900322000001|1948.148592|8.324966952|6059.076348|-805.0189948|23.22374317|0.010169967|-422.2639022|862.3868512|1.0|1.0|1.0|0.0|4.17|3.57|-7.54|4.18|4.92|51.77|2.71|3.0|131.39|0.0|1.0|8.0|-4.75|-6.09|426.56|0.0|1.0|0.0|1.22e-05|0.0052|1.22e-05|-0.0318|4.2447|3.77|306.75|647.75|0.1758|-0.19879|0.02640483|-1336.899093|122.0|6.9136|6.9136
4e_a46|0|0|0.0|0.092094405|1|0.300205548|0.1369980459999999|-0.005995748|5.587248657999999|2|0.041636905|-0.08224348|-0.001404912|10.31928077|1|1|0.002688298|-0.135489528|-0.030065705|-0.049530834|-0.514537262|2|0.738134189|-0.076733489|0.8146060740000001|0.69063113|0|0.753715041|-0.0835371459999999|-0.084780904|0.68427144|0.010671173|-63.39469142|-64.33855433|8.098142567|0.246284959|-48.825259|6.145520557|20.27041189|0.7951078540000001|73.87174786|0.4753010039999999|571.9794684|3129.575458|7.906917146|7615.063066|-1122.980957|29.54149986|0.0125621839999999|-447.9030518999999|942.2127953|1.0|0.0|1.0|2.0|4.5|2.68|-8.81|3.05|5.93|124.17|2.06|2.0|137.28|0.0|1.0|5.0|-6.08|-6.6|488.6|1.0|0.0|0.0|3.92e-06|0.00191|7.64e-07|-0.03893|4.2446|8.03|296.81|655.69|0.3109|-0.21005|0.04805633|-1884.324182|154.0|6.8125|6.8125
25_a47|1|1|0.0|0.0|0|1.30432753|0.037667531|-0.010144825|4.727387819|2|0.043695652|-0.055724653|-0.003963349|10.94972207|1|1|-0.00269275|-0.120903298|-0.108691353|-0.235822787|-0.545763902|2|0.6553889970000001|0.004104478|0.906449648|0.622598899|1|0.786958319|-0.073339312|-0.08797211|0.574771479|0.020224271|-44.52300552|-53.40631957|12.27779881|0.213041681|-32.42203672|7.453635586|51.5831002|0.6238742279999999|71.17072517|0.4760601829999999|477.748546|1514.111398|6.951055196|6236.813862|-518.7525876|30.43708613|0.029261935|-150.4037281|513.2159236|0.0|1.0|1.0|2.0|3.26|3.27|-8.01|3.29|4.95|84.73|3.08|2.0|109.7|0.0|1.0|5.0|-4.99|-6.3|410.83|0.0|0.0|1.0|1.52e-05|0.00626|4.02e-06|-0.06331|4.8002|4.78|310.91|491.7|0.0702|-0.22919|0.0285712999999999|-1735.279715|16.0|7.8|7.8
13b_a5|0|0|2.948625157|0.0|1|1.338814635|-0.142746146|-0.004573365|5.209486153|2|0.02468599|-0.006314305|0.0064510459999999|10.94530329|1|1|0.0066003869999999|-0.010368468|-0.055701188|-0.091464693|-0.357011244|2|0.6700114770000001|-0.0330907489999999|0.8184221559999999|0.653356347|0|0.831557236|-0.0694958329999999|-0.074710354|0.468748106|0.0138892369999999|-44.93506461|-48.3067033|8.980592802|0.168442764|-31.23446039|5.806729729|46.77748445|0.654076389|62.24204745|0.455921715|537.6736515|1177.571784|8.427551282000001|5678.380299|-562.2202871000001|26.06641209|0.021552174|-199.2474147|638.8437454|0.0|1.0|1.0|1.0|2.97|2.64|-8.36|4.64|4.06|74.77|1.96|1.0|119.8|0.0|1.0|5.0|-4.24|-6.58|395.46|0.0|1.0|1.0|3.75e-05|0.0148|1.72e-06|-0.05177|4.6733|4.66|296.66|503.93|0.3064|-0.22451|0.035153|-1275.865034|0.11|6.9586|6.9586
