molecula|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|JGI4|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|TPSA_x|WPSA3|FNSA2|WNSA3|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
1i_a5|0|0|2.843224727|6.605297921|0|1.219028472|0.0|-0.145964178|4.59511985|2|0.0253888889999999|0.0|-0.279280326|-0.174016111|10.94550053|-0.003198529|1|1|-0.000700145|0.059972925|0.001493879|0.004923698|-0.403861432|0.525406088|0.780175595|-0.058385936|-0.00496377|0|-0.091178745|-0.084018635|0.4729402929999999|0.008291428|-50.81756452|201.1526326|62.64191946|2.575548983|-1.428316788|-28.32266298|2482.831286|494.6981114|-796.0581225|-11.09187646|7.314842247|13.79450888|0.8858245220000001|5432.586961|134.0627959|-443.6750585|26.20475553|0.0196689|1048.190221|403.396385|1.0|0.0|1.0|1.0|1.0|2.83|2.04|23.0|5.48|6.37|54.46|0.0|95.49|0.0|4.0|-4.79|27.0|6.0|366.34|1.0|0.0|1.0|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|-0.05729|-1288.356212|-1288.322373|957.58|283.08|0.7585|262.44|443.05|0.4571199999999999|-1288.210207|0.0207|2.6336|-0.23674|0.03383899|-1288.264271|7.6198|7.6198
4b_a49|0|0|0.0|7.535296702|1|1.343847828|2.075628989|-0.109946885|5.4161004020000005|2|0.036555556|1.645329244|-0.402986655|-0.033486358|10.92776533|0.02907541|1|1|0.002557204|-0.10158752|-0.0563571629999999|-0.089371493|-0.390006034|0.720824193|0.798826417|0.005818676|0.049923437|1|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-56.45224362|41.97072627|148.84640819999998|9.138717999|-1.534835437|-34.74338731|2708.998101|466.6010051|-944.6104994|-11.62716177|7.588962922|14.53457293|0.915225186|6025.790417|218.2802175|-581.3580885|29.27523192|0.02556165|1463.761596|600.3287567000001|1.0|1.0|1.0|1.0|1.0|3.37|3.1|21.0|3.71|3.26|90.13|0.0|112.36|0.0|6.0|-3.81|30.0|6.0|400.43|0.0|0.0|1.0|-3.88|0.000155|62.0|0.000132|2.28|0.0|0.0|8.91e-08|3.570000000000001e-05|-0.06731|-1333.063439|-1333.026419|1121.45|331.39|0.2856|267.08|509.78|0.4151899999999999|-1332.800229|0.0615|1.8265|-0.22366|0.03702033|-1332.8586269999998|7.1024|7.1024
7_a1|0|0|0.0|7.860570786|2|1.348826331|2.307091837|-0.055291895|5.777652323|1|0.035718954|0.0|-0.421687222|-0.07233584|10.9513015|-0.024096172|1|1|0.004950534|-0.077833285|-0.245732751|-0.391298966|-0.441054548|0.7795049279999999|0.801577133|-0.048198584|-0.042175602|0|-0.083362936|-0.098295453|0.289201649|0.035937867|-40.16416679|111.9204437|139.2595474|8.342261787|-1.179545431|-19.35104936|2150.215999|342.53930230000003|-568.3036318|-7.205474633|5.07667644|9.278054953|0.827584457|4519.238270000001|191.0896839|-273.8080361|24.78585294|0.029820838|941.8624118|351.4191817|1.0|0.0|1.0|1.0|0.0|3.09|2.83|17.0|3.43|3.29|49.17|0.0|85.88|0.0|2.0|-3.16|23.0|4.0|305.33|0.0|1.0|1.0|-3.71|0.000696|213.0|0.000195|2.48|0.0|0.0|2.29e-06|0.000698|-0.02433|-1009.509475|-1009.48087|864.85|306.1|0.2961|306.1|365.53|0.69902|-1009.350293|0.2961|4575.0|-0.19167|0.02860499|-1009.398029|6.3372|6.3372
3d_a32|1|1|3.503398526|7.765993078999999|0|0.609420786|0.0|0.0181036519999999|5.733341277|0|0.041161616|2.230648962|-0.269655316|-0.113314811|10.31100276|-0.0602430179999999|3|3|0.002004382|-0.1131110759999999|-0.076494363|-0.1395294259999999|-0.539652902|0.8315372|0.8444218509999999|-0.069007775|-0.100251236|1|-0.06869526|-0.093187219|0.2214902789999999|0.014419776|-37.19367587|62.43434632|58.01666174|4.22710649|-1.118246623|-20.13777259|2213.978384|483.4133562|-605.4522892000001|-8.405385739|6.15119195|10.75032687|0.747681906|4752.534658|151.30787800000002|-327.8100438|21.54552351|0.0160633|840.275417|421.3548777|1.0|1.0|1.0|1.0|1.0|3.34|3.11|19.0|6.97|5.07|110.94|0.0|97.86|0.0|4.0|-6.55|23.0|3.0|340.47|0.0|0.0|1.0|-5.13|2.81e-07|9.58e-05|7.36e-06|4.5|0.0|0.0|5.13e-08|1.75e-05|-0.05482|-1672.758552|-1672.733979|959.11|353.18|0.5031|353.18|465.41|0.7035100000000001|-1672.585902|0.5031|3.2094|-0.19671|0.02457348|-1672.638515|8.0915|8.0915
20_a4|0|0|0.0|7.535296702|1|1.399905568|2.017439295|-0.203359312|5.4161004020000005|1|0.039635417|0.0|-0.124135414|-0.1473674569999999|10.9459449|-0.059498265|1|1|0.012025268|-0.098992154|-0.064248765|-0.103098674|-0.211751813|0.691307598|0.7797803109999999|0.246357638|-0.105783279|0|-0.060595472|-0.072188305|0.210083785|0.022933651|-29.16642156|63.27373076|39.3981702|5.313236547|-1.010636274|-14.03867522|1982.961908|441.9318823|-486.4496111|-6.32818424|5.543543957000001|9.58599918|0.729218575|4085.683488|171.5531319|-234.1428169|20.4281979|0.024334176|755.8433223999999|338.71903330000004|1.0|1.0|1.0|1.0|0.0|3.23|3.06|17.0|3.2|3.54|39.94|0.0|86.62|0.0|3.0|-3.46|22.0|3.0|289.33|0.0|1.0|1.0|-3.87|0.000346|0.1|0.000134|2.96|0.0|0.0|2.79e-06|0.000806|-0.03048|-934.2489802|-934.2266312|861.05|306.74|0.2364|239.45|402.27|0.5152|-934.103809|0.1415|4.0681|-0.19747|0.022349042|-934.150871|6.1898|6.1898
17b_a6|0|0|3.375166525|7.412764017000001|1|1.425925343|0.0|0.1012747369999999|5.351858133|1|0.042739018|0.0|-0.6869226490000001|-0.0385646|10.949638|-0.0791229359999999|1|1|-0.00194781|0.231025646|-0.10896749|-0.180339002|-0.563310199|0.850080948|0.7788169070000001|0.002947625|-0.138423611|0|-0.095450984|-0.109195656|0.318652397|0.03122461|-62.63196368|155.8689396|161.4509401|13.44399246|-2.074717455|-41.0971443|2816.0632920000003|494.7179214|-1361.36499|-17.86570631|8.974770742|16.46390151|0.834464855|5985.963521|150.48105900000002|-893.2853154999999|35.32951798|0.019915748|1766.4758989999998|627.4287311|1.0|1.0|1.0|1.0|2.0|3.53|2.89|23.0|4.98|4.32|95.85|0.0|116.79|0.0|5.0|-5.81|31.0|5.0|409.44|0.0|0.0|1.0|-5.17|1.56e-06|0.000637|6.69e-06|4.09|0.0|0.0|9.77e-10|4e-07|-0.05736|-1350.102764|-1350.078181|1168.62|413.78|0.3949|349.8|575.2|0.69615|-1349.830814|0.0033|5.3385|-0.18281|0.02458322|-1349.892156|6.8153|6.8153
9_a10|0|0|0.0|7.535296702|1|1.377786667|1.998759814|-0.096384071|5.4161004020000005|2|0.03590535|1.754798254|-0.285441469|-0.1189611519999999|10.92721632|-0.1048161059999999|1|1|0.007847998|-0.079150788|-0.1475423119999999|-0.239634564|-0.362724972|0.7141481129999999|0.791322552|-0.000865755|-0.169389445|1|-0.057690053|-0.084348428|0.6816795959999999|0.013842683|-40.90513782|86.66800495|92.56988349|6.959437141|-1.686968561|-29.00379197|2904.874289|616.4802143999999|-1196.145223|-14.37503199|8.765421221|16.02210901|0.827876677|6606.83687|190.5275895|-848.1268877|27.72306267|0.015893979|1635.660698|816.3832816|1.0|1.0|1.0|1.0|1.0|4.0|3.2|21.0|3.69|3.68|75.94|0.0|130.71|0.0|7.0|-4.23|33.0|5.0|438.52|0.0|1.0|0.0|-4.44|5.920000000000001e-05|0.0259|3.64e-05|2.97|0.0|0.0|1.17e-08|5.14e-06|-0.06118|-1410.041793|-1410.005954|1278.57|332.32|0.4138|222.72|631.5|0.2242|-1409.69933|0.0041|2.9927|-0.21163|0.03583924|-1409.764013|6.7144|6.7144
12bg_a36|0|0|3.434779148|7.412764017000001|2|1.29692796|0.0|-0.040957653|5.351858133|2|0.044197531|0.0|-0.414822602|-0.060117593|10.95885259|-0.0206090089999999|1|1|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|-0.4459167329999999|0.884841888|0.836170906|-0.023460562|-0.033696875|0|-0.075439837|-0.102664465|0.543472602|0.019606406|-51.74990566|107.3347739|109.3374477|9.22604612|-1.847960372|-35.49918495|2925.402039|576.6383913|-1267.656166|-17.39163005|7.549463377|14.04434294|0.860310096|6753.439903|172.9566471|-869.5815023|33.900544700000005|0.01946912|1695.0272350000002|661.6709012|0.0|1.0|1.0|0.0|2.0|4.75|0.0|17.0|3.99|3.19|69.2|0.0|133.77|0.0|5.0|-5.08|31.0|4.0|450.32|0.0|1.0|1.0|-5.18|8.27e-06|0.00372|6.55e-06|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.0542299999999999|-2152.13793|-2152.104584|1186.75|318.36|0.4409|318.36|554.7|0.69395|-2151.914954|0.4409|6.6844|-0.21166|0.03334656|-2151.975577|7.8239|7.8239
8_a1 (SB-202620)|0|0|3.296085365|6.86171134|0|1.4323973840000002|0.0|0.106916453|4.727387819|1|0.037578348|0.0|-0.606562911|-0.1402198369999999|10.94957568|0.037553634|1|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.042643966|-0.612004804|0.674381582|0.743088715|-0.042789124|0.063001656|0|-0.117682533|-0.105271458|0.174628594|0.015526845|-66.76765693|208.2071465|199.1596945|4.997944864|-1.684343335|-37.88089785|2431.842132|368.1943149|-955.6189441|-13.22376193|7.432247389|13.67402758|0.839824062|5170.286136|128.0860757|-542.1742393|30.104091200000003|0.019645498|1234.267739|433.2550452|1.0|0.0|1.0|0.0|2.0|2.74|2.21|23.0|4.86|5.06|78.87|0.0|99.61|0.0|4.0|-4.94|27.0|5.0|359.35|0.0|0.0|1.0|-4.7|1.14e-05|0.0041|1.98e-05|3.6|0.0|0.0|9.53e-09|3.42e-06|-0.0736899999999999|-1223.279021|-1223.117248|977.87|364.11|0.5339|364.11|460.4|0.7026600000000001|-1222.9606720000002|0.5339|3.4563|-0.2105199999999999|0.16177304|-1223.014114|6.3979|6.3979
12y_a30|0|0|0.0|7.412764017000001|2|0.604984019|0.0|0.048343649|5.351858133|2|0.044197531|0.0|-0.353814891|0.061944378|10.31162818|-0.058184644|1|1|0.006346396|-0.153680104|-0.053700437|-0.0922059569999999|-0.4579359229999999|0.842068099|0.768409873|-0.05346283|-0.095969764|0|-0.070903795|-0.091248521|0.374181804|0.0149823289999999|-47.598277|85.17057711|101.4221952|6.751850651|-1.91621895|-31.95309886|2847.362782|569.8856940000001|-1286.372898|-15.70095045|8.067590558|14.55517927|0.804154433|6301.067405|120.7628216|-863.552275|28.51891948|0.012362508|1568.540572|754.3941655|0.0|1.0|1.0|0.0|1.0|4.86|0.0|17.0|4.87|3.23|81.65|0.0|137.21|0.0|5.0|-6.04|31.0|4.0|426.54|0.0|0.0|0.0|-5.46|9.14e-07|0.00039|3.48e-06|4.6|0.0|0.0|4.12e-08|1.76e-05|-0.05065|-1654.41361|-1654.382468|1227.82|357.11|0.2173|238.56|585.59|0.30617|-1654.125015|0.1489|4.7043|-0.19815|0.0311422|-1654.190369|7.6576|7.6576
1b_a5|0|0|2.881451247|6.605297921|0|1.4258024619999998|0.0|-0.250420203|4.59511985|2|0.0248765429999999|0.0|-0.111923619|0.001241264|10.94890233|-0.028797464|1|1|0.003708988|-0.220946861|0.019611905|0.045204303|-0.231956531|0.567806811|0.759794937|0.122747292|-0.054153474|0|-0.07823203|-0.077221824|0.341795323|0.010803163|-39.38248661|168.30518769999998|96.23685048|2.737713392|-1.158327367|-19.82538668|2171.716467|407.1693177|-583.1091414|-7.933533473|6.11909445|11.64312636|0.90275317|4577.125071|134.6705884|-293.5407385|21.51550842|0.019229427|796.0738116|357.34245360000006|1.0|0.0|1.0|1.0|1.0|2.75|1.81|23.0|4.88|4.76|54.46|0.0|90.44|0.0|3.0|-3.97|24.0|4.0|316.33|0.0|1.0|1.0|-4.3|0.000106|0.0336|4.970000000000001e-05|3.16|0.0|0.0|4.99e-09|1.58e-06|-0.04135|-1050.538976|-1050.506509|892.61|266.74|0.3101|258.89|388.58|0.5153800000000001|-1050.413506|87.0|2891.0|-0.23055|0.03246637|-1050.462425|7.2291|7.2291
4R4k_a46|0|0|0.0|7.825245291|1|1.134637098|2.145043462|-0.050636784|5.587248657999999|1|0.0510113959999999|0.0|-0.252970193|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0|-0.089699228|-0.085931818|0.237621572|0.007883196|-47.73036108|173.3171354|58.20005971|2.232103603|-1.4608409080000002|-25.39807111|2105.035168|473.9155694|-777.3362788|-8.617349646000001|5.522208638|10.33328154|0.871222588|4711.736397|70.94107067|-413.632783|18.68565706|0.007248925|896.9115391|519.5743695|1.0|0.0|1.0|1.0|1.0|3.8|3.12|17.0|4.26|4.77|50.94|0.0|100.96|0.0|2.0|-4.82|25.0|3.0|333.43|0.0|1.0|1.0|-4.83|1.5e-05|5.0|1.4800000000000002e-05|4.05|0.0|0.0|2.48e-07|8.28e-05|-0.02045|-1053.439174|-1053.413412|994.13|299.53|0.2896|234.09|490.83|0.54119|-1053.202129|0.1008|1.8559|-0.19529|0.0257622|-1053.254911|7.0132|7.0132
9_a27|0|0|2.627701427|6.842683282|0|1.391067068|1.830911754|0.164227115|4.727387819|2|0.042847222|1.233610009|-0.331842668|-0.051160217|10.93740461|-0.0447599329999999|1|1|0.00651856|-0.2559122789999999|-0.101933162|-0.171520296|-0.541535578|0.677253824|0.8214321609999999|0.017503266|-0.071974951|1|-0.078270599|-0.088404481|0.36853691|0.019589991|-40.3551562|128.27738490000002|103.702486|5.20756849|-1.414471696|-20.80651808|2256.4955670000004|411.8826346|-729.2805601|-8.952528705|5.03925321|9.442988795|0.873886547|4962.727436|108.6440173|-376.0062056|21.99956856|0.014524299|923.9818797|424.8821143|0.0|1.0|0.0|1.0|1.0|3.12|2.62|21.0|3.85|3.04|76.46|0.0|97.46|0.0|3.0|-4.06|25.0|4.0|331.37|0.0|1.0|1.0|-4.08|8.66e-05|0.0287|8.28e-05|2.8|0.0|0.0|8.69e-08|2.88e-05|-0.0471|-1083.143348|-1083.118736|945.35|297.52|0.1982|223.71|425.08|0.35593|-1082.965434|134.0|2.7456|-0.2187|0.02461151|-1083.017359|8699.0|8699.0
12b_a50|1|1|0.0|7.927685046000001|1|1.397986833|4.058595679|-0.19841119|5.82008293|1|0.034845679|2.112397566|-0.125985651|-0.101728189|10.94501743|-0.115659308|2|2|0.011790103|-0.139522815|-0.168032508|-0.291865836|-0.246831987|0.699597776|0.804535572|0.009081884|-0.189976035|1|-0.045602469|-0.066155918|0.24516882|0.0214891|-22.92589265|8.07905572|37.24447201|5.43117764|-0.926182858|-11.52561607|2224.116359|465.4891075000001|-465.6232233|-6.002164865|5.7232816060000005|10.05480253|0.756824707|4672.843578|214.5713436|-234.0844297|20.82911679|0.027586169|812.3355548|388.171611|1.0|0.0|1.0|1.0|0.0|3.31|2.45|20.0|2.59|3.42|48.53|0.0|94.69|0.0|2.0|-3.16|24.0|3.0|313.36|0.0|1.0|1.0|-3.84|0.000685|215.0|0.000144|2.5|0.0|0.0|3.22e-06|0.00101|-0.02974|-1006.664619|-1006.641541|909.8|315.44|0.2425|263.3|401.64|0.6016199999999999|-1006.501585|0.0777|4.0567|-0.19425|0.02307802|-1006.550688|5.3242|5.3242
14a_a3|0|0|0.0|6.823286122000001|0|0.6050202020000001|0.0|0.111575338|4.727387819|3|0.043464052|1.772745969|-0.363198151|-0.039177314|10.3116301|-0.172643335|1|1|-0.004161699|-0.267665193|-0.050943323|-0.094863591|-0.582572884|0.882394075|0.7574238740000001|0.164994144|-0.287221775|1|-0.091731577|-0.094609848|0.21389849|0.0140376889999999|-45.12132248|256.5548327|102.8554977|3.396421044|-1.324537874|-22.1944701|2160.698862|389.0288018|-651.519384|-8.902004327|5.308770254|10.24853699|0.930491715|4716.423352000001|117.6209094|-320.4721558|23.78539971|0.0189212089999999|856.2743893999999|358.3503513|1.0|1.0|1.0|1.0|1.0|3.27|2.2|21.0|4.28|3.71|105.82|0.0|93.25|0.0|2.0|-4.45|23.0|4.0|319.38|0.0|0.0|1.0|-3.99|3.54e-05|0.0113|0.000103|2.58|0.0|0.0|1.28e-07|4.08e-05|-0.06736|-1327.513792|-1327.485188|822.33|383.1|0.4524|383.1|373.85|0.69708|-1327.354384|0.4524|3.5358|-0.19946|0.02860456|-1327.403067|7.5229|7.5229
16h_a32|1|1|3.340888605|7.765993078999999|0|0.609420754|0.0|0.217139852|5.733341277|0|0.039958333|2.075726759|-0.7828009570000001|0.061727488|10.31100268|-0.022634676|3|3|-0.002310082|-0.1234671109999999|-0.123297852|-0.219947482|-0.71364354|0.804503712|0.832040698|-0.003188883|-0.03617945|1|-0.081151869|-0.121464999|0.44308098|0.02096013|-51.56009529|70.02855767|127.5843068|8.461051377999999|-1.821974989|-32.75886858|2709.44587|507.7688359|-1157.597535|-15.6485794|6.710057805|12.42028916|0.850995852|6151.056721|167.7935207|-735.4832318|33.46862873|0.020432929|1573.02555|573.3529948|0.0|1.0|1.0|1.0|2.0|3.61|3.45|19.0|5.86|4.6|149.27|0.0|111.95|1.0|7.0|-6.48|28.0|5.0|413.52|1.0|0.0|1.0|-4.75|3.28e-07|0.000136|1.7800000000000002e-05|3.66|0.0|0.0|9.89e-08|4.09e-05|-0.05028|-1955.99895|-1955.970762|1130.4|342.67|0.2914|342.67|556.05|0.70219|-1955.772465|0.2914|3516.0|-0.2|0.02818755|-1955.832545|8.0655|8.0655
5_a4|0|0|0.0|7.535296702|1|1.343864516|2.166832955|-0.196773454|5.4161004020000005|2|0.035994832|2.189593648|-0.0607990979999999|-0.050389825|10.92992834|-0.134215501|1|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.076189222|-0.164263889|0.655087104|0.767615203|-0.165454845|-0.229773463|1|-0.050732198|-0.0681917309999999|0.431132276|0.008047242|-27.26045038|13.96974087|30.54859623|2.323516519|-1.159259431|-14.64813624|2282.291204|506.7916175|-622.9167106000001|-7.276482574|5.758733969|9.823391314|0.7058248159999999|5059.243919|103.5177395|-334.71819839999995|16.77294978|0.009538616|771.5556899000001|518.5792364|1.0|1.0|1.0|1.0|0.0|3.27|3.08|21.0|4.89|4.67|43.6|0.0|104.89|0.0|3.0|-4.57|26.0|3.0|340.42|0.0|1.0|1.0|-4.84|2.72e-05|0.00925|1.4499999999999998e-05|3.95|0.0|0.0|1.09e-08|3.71e-06|-0.04892|-1069.27374|-1069.251223|1013.0|308.12|0.1106|255.2|421.24|0.60407|-1069.051141|67.0|2.7859|-0.21857|0.02251645|-1069.102899|7.1487|7.1487
12r_a30|0|0|0.0|7.412764017000001|2|0.604984545|0.0|-0.015167821|5.351858133|2|0.043383838|0.0|-0.400352091|-0.0682882559999999|10.31162892|-0.0646674999999999|1|1|-0.001131023|-0.247439715|-0.0546637159999999|-0.145315868|-0.44083509|0.609043558|0.83236194|-0.007140234|-0.105767484|0|-0.090229387|-0.109990462|0.451652492|0.019137908|-58.32042638|90.4724548|180.5098625|7.995393191000001|-1.979828309|-37.69583567|2976.944611|465.8474777|-1279.67656|-16.88017015|7.467190577999999|13.94386247|0.867350555|6735.090739|135.6928105|-827.1283373|33.05530181|0.016970201|1619.709789|616.2856203|0.0|1.0|1.0|0.0|1.0|4.66|0.0|17.0|4.67|3.74|81.65|0.0|127.19|0.0|5.0|-5.49|31.0|6.0|434.46|0.0|0.0|0.0|-5.17|3.24e-06|0.00141|6.71e-06|4.07|0.0|0.0|6.900000000000002e-08|3e-05|-0.05244|-1774.236548|-1774.2026670000002|1141.54|353.12|0.1908|244.69|516.03|0.32409|-1774.009422|0.1522|5.2021|-0.20138|0.03388131|-1774.070699|7.5317|7.5317
19_a3|0|0|2.917217813|6.605297921|0|1.4316666480000002|0.0|-0.206312209|4.59511985|3|0.0386379929999999|1.744747103|-0.129865138|0.156485495|10.96959256|0.036226415|1|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|0.718266758|0.758995484|-0.0150769919999999|0.064690027|1|-0.067674689|-0.087730634|0.225451546|0.0116401719999999|-31.50932639|161.5312186|68.43484547|2.523394126|-1.140498238|-14.67073822|2000.66399|397.1650228|-531.0158295|-7.064025721|5.342307798999999|10.21110415|0.911365749|4138.413977|112.6836188|-247.2409002|20.01615321|0.016552404|700.5653624|314.0966684|1.0|0.0|1.0|1.0|1.0|2.81|1.6|21.0|3.9|3.39|67.35|0.0|85.32|0.0|2.0|-3.24|22.0|4.0|287.32|0.0|1.0|1.0|-3.58|0.000578|166.0|0.000266|2.19|0.0|0.0|6.18e-08|1.7800000000000002e-05|-0.05757|-929.2818523|-929.2608626|832.23|314.28|0.3006|314.28|362.92|0.67351|-929.14689|0.3006|2191.0|-0.2206|0.020989746|-929.193831|7.6383|7.6383
12i _a30|0|0|0.0|7.412764017000001|2|0.604984133|0.0|0.04580336|5.351858133|2|0.043848238|0.0|-0.366470081|0.0109710489999999|10.31162888|-0.072247675|1|1|0.003603419|-0.172434349|-0.051371057|-0.090173435|-0.469854551|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0|-0.076575246|-0.096489393|0.356921662|0.015808432|-50.00086637|84.78576301|102.235113|6.740110893|-1.833298476|-32.64875738|2860.704198|550.7287204|-1197.077601|-15.95200773|8.097008872|15.56818082|0.92270764|6362.153853|126.4796844|-781.648379|30.29912252|0.014680721|1484.657003|652.8825454|0.0|1.0|1.0|0.0|1.0|4.62|0.0|17.0|4.47|3.27|81.65|0.0|132.29|0.0|5.0|-5.93|30.0|4.0|432.93|0.0|0.0|1.0|-5.44|1.19e-06|0.0005139999999999|3.61e-06|4.49|0.0|0.0|6.03e-08|2.61e-05|-0.05465|-2035.373964|-2035.339603|1167.27|351.81|0.2384|246.2|542.74|0.43157|-2035.141693|0.1577|2.5397|-0.2041|0.03436093|-2035.203042|7.8013|7.8013
4R4l_a46|0|0|0.0|7.825245291|1|1.134637095|2.155247543|-0.058870177|5.587248657999999|1|0.049498645|0.0|-0.255755434|-0.060895366|10.94631401|-0.161358058|1|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0|-0.090505744|-0.084697739|0.208818132|0.007084496|-49.12015477|177.33836430000002|56.0891211|2.086777505|-1.524559305|-26.65896664|2165.83681|486.6405745|-827.4236073|-8.805242402000001|5.669819400000001|10.43942503|0.8412270820000001|4923.057044|66.05102684|-449.0673625|18.4720714|0.006401537|942.0756413|579.2365607|1.0|1.0|1.0|1.0|1.0|3.92|3.24|17.0|4.64|5.02|50.94|0.0|105.77|0.0|3.0|-5.28|26.0|3.0|347.45|0.0|1.0|1.0|-5.11|5.25e-06|0.00182|7.78e-06|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|-0.0212699999999999|-1092.75416|-1092.728268|1038.78|301.29|0.1678|266.65|498.78|0.40548|-1092.4898449999998|0.0851|2.1973|-0.19602|0.02589231|-1092.544322|6.8633|6.8633
28_a20|0|0|0.0|6.842683282|0|1.417203216|1.837209467|-0.013841559|4.727387819|3|0.0396875|1.650185059|-0.363557127|0.0313932529999999|10.94963925|-0.039965901|1|1|0.002695258|0.155263557|-0.016955137|-0.028782305|-0.447096101|0.715067047|0.755701837|-0.104458316|-0.06654421|1|-0.086299346|-0.091179288|0.3962228229999999|0.014682607|-57.59898971|318.7453661|145.66665480000003|6.540604536|-1.823585765|-38.44343857|2865.917291|521.7658603|-1217.120433|-15.62203369|7.587188177000001|14.28413212|0.8826648009999999|6348.941881000001|151.0788711|-812.3457521|30.25452396|0.016673728|1573.2352460000002|684.5377542|1.0|1.0|1.0|1.0|1.0|3.45|2.86|27.0|3.93|4.01|99.58|0.0|122.8|0.0|5.0|-4.42|32.0|5.0|420.47|0.0|0.0|1.0|-4.43|3.77e-05|0.0159|3.72e-05|2.68|0.0|0.0|1.57e-09|6.590000000000001e-07|-0.06242|-1368.363151|-1368.32781|1198.32|346.35|0.2354|258.81|531.85|0.50352|-1368.085242|0.0153|3.5284|-0.21814|0.03534166|-1368.146882|6.5935|6.5935
8e_a12|1|1|0.0|6.803505258|1|1.283834633|1.873617728|0.050021617|4.727387819|2|0.037430556|2.197856963|-0.330207456|-0.087658302|10.94458094|-0.0309579439999999|1|1|0.005744805|0.112673977|-0.079913108|-0.136145064|-0.448676455|0.83954453|0.761892879|-0.036433876|-0.051240735|1|-0.05202522|-0.087795345|0.001151979|0.0155147339999999|-29.79080011|51.38557748|34.57040021|5.0872236|-1.492520871|-17.05887601|2548.979738|538.051884|-854.6507103|-10.19566754|6.446557205|11.80358346|0.830990262|5490.975165|165.34017769999997|-489.392042|25.03342862|0.019545275|1201.604574|561.9859171|1.0|1.0|1.0|1.0|1.0|4.11|3.01|21.0|3.34|2.68|55.1|0.0|117.04|0.0|3.0|-4.37|28.0|4.0|366.42|0.0|1.0|1.0|-4.69|4.25e-05|0.0156|2.03e-05|3.53|0.0|0.0|1.19e-08|4.34e-06|-0.05739|-1177.619013|-1177.593205|1048.44|375.21|0.2341|236.25|481.04|0.38889|-1177.380602|0.2252|1.0295|-0.19338|0.02580783|-1177.436953|6.2306|6.2306
