molecula|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|JGI4|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|TPSA_x|WPSA3|FNSA2|WNSA3|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
4_a18 (SD-208)|0|0|0.0|0.0|2|1.304335262|0.0|0.055002235|0.0|3|0.040864198|0.0|-0.498304229|-0.009648044|10.95382003|-0.056245435|0|0|-0.015153358|-0.047745689|-0.15379315|-0.3630339729999999|-0.564165402|0.773173718|0.83508768|-0.058455902|-0.098971722|0|-0.077885485|-0.099573708|0.115284206|0.0211761979999999|-40.10670787|103.6318511|113.7529353|5.615248385|-1.2944582059999998|-20.652731600000003|2395.526727|401.1916387|-666.5742296|-9.276994128|6.239898178|11.42979655|0.831728055|5348.394288|204.9329964|-343.2487827|29.9246699|0.035654206|1107.212786|363.2306414|1.0|1.0|1.0|1.0|1.0|2.77|2.54|22.0|3.54|4.44|76.48|0.0|92.87|0.0|3.0|-4.29|25.0|6.0|352.75|0.0|0.0|1.0|-4.38|5.12e-05|18.0|4.14e-05|3.02|0.0|0.0|7.06e-09|2.49e-06|-0.09992|-1542.296276|-1542.276332|895.83|378.26|0.2761|239.56|396.17|0.4646|-1542.15786|0.2316|3.4629|-0.2358|0.0199445|-1542.207472|7.0969|7.0969
3q_a32|1|1|3.4364803|7.765993078999999|0|0.609420748|0.0|-0.017280695|5.733341277|0|0.03898374|2.120544848|-0.419780649|-0.022925245|10.31100266|-0.098400506|3|3|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|-0.5448044360000001|0.751733573|0.853737093|0.010109949|-0.1585635|1|-0.067604132|-0.097961799|0.34156046|0.018527744|-41.72706804|41.73511731|92.62226328|7.058489861|-1.371465184|-25.7550561|2649.276311|524.6043311000001|-846.5047848999999|-10.6629646|6.428518903|11.93494358|0.856561949|6079.482066|225.3038157|-522.4852655000001|27.20679986|0.022526037|1333.133193|618.9134881|0.0|1.0|1.0|1.0|1.0|3.57|3.34|19.0|6.43|4.72|131.25|0.0|115.37|0.0|7.0|-5.91|28.0|4.0|411.54|0.0|0.0|1.0|-4.62|1.24e-06|0.000508|2.4100000000000003e-05|3.47|0.0|0.0|4.88e-08|2.01e-05|-0.04968|-1920.066488|-1920.042674|1136.46|342.16|0.2897|342.16|549.78|0.70216|-1919.821707|0.2897|4.1362|-0.19969|0.02381444|-1919.883144|7.5528|7.5528
9d_a31|0|0|3.456767212|7.765993078999999|1|0.61013528|0.0|0.036844743|5.733341277|0|0.0359583329999999|0.0|-0.696763933|-0.0938310919999999|10.31169788|-0.021171445|2|2|0.000127275|-0.091744753|-0.134504227|-0.214049412|-0.550392027|0.8066174070000001|0.8343242820000001|-0.030275712|-0.0375445629999999|0|-0.098210975|-0.11958484|0.3655337879999999|0.029032453|-66.96024848|154.8767865|208.401866|13.49577391|-1.793772606|-45.65350116|2654.377004|473.3981899|-1222.994263|-15.732784099999998|9.436176796|17.39409698|0.8433415740000001|5748.743284|229.34422830000003|-833.8375571|34.77197803|0.023927395|1842.914835|647.1500428999999|1.0|1.0|1.0|1.0|2.0|3.8|3.35|16.0|6.04|4.09|117.37|0.0|112.97|0.0|9.0|-5.61|29.0|5.0|412.51|0.0|0.0|1.0|-4.39|2.48e-06|0.0010199999999999|4.06e-05|3.46|0.0|0.0|2.3500000000000002e-08|9.69e-06|-0.03457|-1657.471475|-1657.428165|1202.79|322.22|0.2611|322.22|630.49|0.7006899999999999|-1657.1791449999998|0.2611|2.6311|-0.19426|0.04331056|-1657.245966|6.2218|6.2218
47u_a18|0|0|0.0|7.03438793|1|1.251177393|0.0|0.039883149|4.844187086|0|0.035393939|0.0|-0.633589579|0.031337464|10.94702032|-0.033209663|0|0|0.00082284|0.0121925089999999|-0.126628013|-0.1904128389999999|-0.539738821|0.664796402|0.7517870059999999|-0.0112778039999999|-0.053126304|0|-0.090364489|-0.092271172|0.33777918|0.02068926|-62.99873374|86.37253771|180.5187465|10.0557163|-2.029965788|-43.92035521|2965.254516|516.6437614|-1415.216039|-16.72263667|9.18142206|17.78724206|0.937307962|6837.350959|193.9244919|-986.6355633|33.23007431|0.021142007|1960.574384|818.9389171|0.0|1.0|1.0|0.0|2.0|3.98|0.0|18.0|3.15|3.02|99.56|1.0|133.53|0.0|8.0|-5.69|34.0|4.0|455.51|0.0|0.0|0.0|-4.98|2.05e-06|0.000932|1.04e-05|3.9|0.0|0.0|6.34e-09|2.89e-06|-0.06392|-1510.182477|-1510.153552|1282.66|397.57|0.5849|397.57|646.45|0.69143|-1509.771642|0.5849|4.4624|-0.19109|0.02892505|-1509.839543|5.7055|5.7055
14x_a23|1|1|0.0|7.423568444|0|1.197963189|3.101221922|0.0944818319999999|5.351858133|2|0.04314059|0.6753138120000001|-0.335030301|-0.075184011|10.31321817|-0.0229244|2|2|0.003906274|0.160327487|-0.073958723|-0.206574435|-0.443633823|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|1|-0.0708831479999999|-0.084244058|0.229141189|0.022095943|-46.97594633|42.44114495|147.90081730000003|9.704599953|-1.6006371069999998|-31.13207597|3071.48868|514.8229467|-1060.780249|-14.95753786|7.777802167999999|14.62325432|0.880126802|6989.569075|184.0971574|-703.0042792|31.25095356|0.0219879679999999|1468.794817|597.2903597999999|0.0|1.0|1.0|0.0|1.0|3.42|3.42|26.0|4.2|5.14|105.02|1.0|120.2|0.0|5.0|-5.68|32.0|6.0|447.46|0.0|0.0|0.0|-5.27|2.09e-06|0.0009369999999999|5.41e-06|3.78|0.0|0.0|1.17e-08|5.23e-06|-0.08216|-1828.393372|-1828.371718|1149.42|335.63|0.3184|305.07|537.48|0.6757|-1828.168422|0.3057|5.7933|-0.23475|0.02165405|-1828.228912|8.4949|8.4949
12e_a40|0|0|0.0|7.515889085|0|0.604990524|1.6315143930000002|0.061944605|5.4161004020000005|0|0.04020202|0.665270062|-0.556620974|0.130516751|10.31197242|-0.192362496|2|2|-0.014780739|0.292184471|0.103406816|0.172778196|-0.520457262|0.889386453|0.788800541|0.047011204|-0.279310345|1|-0.132226452|-0.122830115|0.284429447|0.015096495|-71.78145688|206.0119599|119.4966772|4.4490161310000005|-1.596791495|-38.96782748|2391.0322170000004|423.3709264|-866.8463724999999|-14.26008524|8.014314957|15.75963228|0.966435355|5478.52313|113.5576846|-470.5828129|33.21629575|0.021118537|1096.13776|348.3847394|0.0|1.0|0.0|0.0|2.0|3.27|3.05|20.0|4.34|4.84|98.89|0.0|95.8|0.0|2.0|-6.53|24.0|4.0|378.23|0.0|0.0|1.0|-5.64|2.98e-07|0.000113|2.27e-06|4.72|0.0|0.0|9.14e-07|0.000346|-0.07296|-2248.276958|-2248.244231|918.38|409.82|0.4494|286.76|445.12|0.6826|-2248.154966|284.0|2.5946|-0.19912|0.03272669|-2248.206714|5.9318|5.9318
16j_a32|1|1|3.359912013|7.765993078999999|0|0.609420735|0.0|0.175152442|5.733341277|0|0.046788618|2.076106145|-0.778815477|-0.135618491|10.31100263|0.021997616|3|3|-0.00030659|-0.11512706|-0.117577419|-0.202656848|-0.704356423|0.79965447|0.798237393|0.168000908|0.032797932|1|-0.07651119|-0.106897203|0.509776381|0.023266265|-54.71915795|34.66998636|124.4493461|11.90023573|-1.817252458|-39.13396528|2830.682695|590.7291534|-1299.659886|-17.53752467|7.357962381|13.20372234|0.7944808170000001|6507.757122|214.7033741|-929.4888072999998|35.04175088|0.021655546|1857.212797|701.9321161|0.0|1.0|1.0|1.0|2.0|3.86|3.38|19.0|6.49|5.24|149.27|0.0|121.3|1.0|8.0|-7.45|30.0|5.0|441.57|1.0|0.0|0.0|-5.41|3.56e-08|1.57e-05|3.89e-06|4.59|0.0|0.0|1.7e-08|7.5e-06|-0.05016|-2034.621888|-2034.593521|1225.27|341.65|0.2907|341.65|631.34|0.70207|-2034.344833|0.2907|3.4656|-0.2002799999999999|0.0283671|-2034.408854|8.0315|8.0315
13h_a6|0|0|3.464247528|6.842683282|0|1.424099498|0.0|-0.094781725|4.727387819|2|0.04393617|1.656132209|-0.3839567379999999|-0.01698365|10.95053423|-0.090944829|1|1|-0.000644109|0.105918119|-0.12414699|-0.215607882|-0.468842137|0.836982172|0.780222427|-0.0256002129999999|-0.164411111|1|-0.074151997|-0.091977068|0.300800177|0.017441348|-51.85624128|77.20799814|92.37313621|8.529752344|-1.747564296|-36.26429338|2926.745635|606.9504647000001|-1222.112956|-15.82689691|9.11292243|16.928040300000003|0.8575863490000001|6302.785260000001|183.9790404|-854.6524332|30.71129129|0.017825256|1658.40973|744.1359788|1.0|1.0|1.0|1.0|2.0|3.64|3.03|27.0|5.41|4.79|103.17|0.0|128.63|0.0|6.0|-5.56|33.0|5.0|431.49|0.0|0.0|1.0|-5.06|2.77e-06|0.0012|8.8e-06|3.7|0.0|0.0|2.67e-11|1.15e-08|-0.07435|-1386.613707|-1386.569017|1253.92|365.52|1.0978|254.58|591.53|0.50716|-1386.302668|0.2121|7.2872|-0.2153199999999999|0.04469058|-1386.3651|7.3279|7.3279
13b_a6|0|0|3.423777636|7.412764017000001|1|1.430640379|0.0|-0.0411179|5.351858133|1|0.042739018|0.0|-0.6051312529999999|-0.104663349|10.95129557|-0.064811009|1|1|-0.00194781|0.100281317|-0.10896749|-0.180339002|-0.490758329|0.850080948|0.7788169070000001|-0.029988734|-0.11338525|0|-0.093125205|-0.112915801|0.202093555|0.032036214|-61.06841733|154.7847961|147.0772097|13.77653618|-2.032484418|-40.04664055|2821.72831|508.6895893|-1332.835801|-17.48058934|9.087172635|15.37022155|0.69141956|6000.952027|159.1980937|-874.0294667999999|35.20276076|0.0203627189999999|1760.1380379999998|627.4287311|1.0|1.0|1.0|1.0|2.0|3.56|2.85|23.0|4.98|4.32|95.85|0.0|116.79|0.0|5.0|-5.51|31.0|5.0|409.44|0.0|0.0|1.0|-4.99|3.11e-06|0.0012699999999999|1.02e-05|3.8|0.0|0.0|9.77e-10|4e-07|-0.0525799999999999|-1350.0903970000002|-1350.061187|1167.21|341.35|0.7846|255.67|574.07|0.58026|-1349.837661|0.2461|10.8032|-0.20156|0.02920955|-1349.898848|6.7595|6.7595
16d_a32|1|1|3.311658163|7.765993078999999|0|0.609420775|0.0|0.170838661|5.733341277|0|0.0421759259999999|2.07416189|-0.7589895790000001|-0.134892903|10.31100273|-0.0517549079999999|3|3|-0.005427254|0.021406827|-0.128753933|-0.239509216|-0.68301199|0.816581223|0.8575664540000001|0.107238939|-0.0847953219999999|1|-0.091212351|-0.11491796|0.41654798|0.032003415|-53.23914436|115.2070109|142.7146582|10.90312918|-1.493933474|-31.07481011|2588.214866|440.9688416|-871.9843187999999|-12.41372827|6.221435089|11.16880283|0.79521327|5768.495166|224.2805611|-508.962859|34.53986301|0.0332953229999999|1416.134383|457.7130665|0.0|1.0|1.0|1.0|2.0|3.35|3.01|19.0|5.26|3.82|149.27|0.0|102.33|1.0|6.0|-5.65|26.0|5.0|385.46|1.0|0.0|1.0|-4.18|2.22e-06|0.000856|6.659999999999999e-05|2.86|0.0|0.0|2.55e-07|9.84e-05|-0.05068|-1877.360551|-1877.332369|1023.44|341.83|0.2915|341.83|489.97|0.70217|-1877.185022|0.2915|3.2048|-0.20077|0.02818209|-1877.241687|8.1135|8.1135
12w_a30|0|0|0.0|7.412764017000001|2|0.604983445|0.0|0.063514061|5.351858133|2|0.044197531|0.0|-0.372029919|0.028815747|10.31162873|-0.04950715|1|1|0.001805829|-0.173643543|-0.0493878409999999|-0.0857954809999999|-0.477636454|0.8149999040000001|0.83236194|-0.032835151|-0.080971844|0|-0.076611264|-0.096032733|0.4274948739999999|0.015446225|-52.53307388|82.06520565|101.3366249|7.262777048999999|-1.824621925|-36.02242934|2999.810425|584.3729039|-1251.160641|-17.50883211|8.063690539|14.70077638|0.8230829059999999|6888.291006999999|131.7949495|-857.9327732|31.60926388|0.014471302|1548.85393|685.6665849999999|0.0|1.0|1.0|0.0|1.0|4.63|0.0|17.0|5.11|3.92|81.65|0.0|137.3|0.0|5.0|-6.58|31.0|4.0|467.37|0.0|0.0|1.0|-6.04|2.64e-07|0.000123|9.14e-07|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.05682|-2494.966575|-2494.932002|1211.28|348.42|0.2639|244.87|577.06|0.31353|-2494.743475|0.1614|2.4229|-0.20755|0.0345723|-2494.807027|7821.0|7821.0
14ab_a23|1|1|0.0|7.423568444|0|1.197962873|3.4171257980000003|0.065530542|5.351858133|2|0.04314059|0.7586471459999999|-0.287365522|0.010803172|10.313217300000002|-0.03821899|2|2|0.012103325|0.038241896|-0.074579388|-0.13397874|-0.449699921|0.725358161|0.75434493|-0.085303124|-0.05990912|1|-0.051974369|-0.076243539|0.20155691|0.017974612|-35.59605095|40.23721489|51.89838547|8.431109267|-1.677357849|-24.37891748|2941.47118|632.9786397|-1148.783854|-14.84482393|7.83369055|14.76864227|0.885272615|6654.62616|138.4567483|-786.7756682999999|27.16741043|0.013710439|1439.872753|733.3886349999999|0.0|1.0|1.0|1.0|1.0|3.63|3.82|26.0|4.4|4.63|105.02|1.0|130.22|0.0|5.0|-6.23|32.0|4.0|439.54|0.0|0.0|0.0|-5.55|5.9e-07|0.000259|2.81e-06|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|-1708.563399|-1708.543268|1238.27|338.88|0.3893|338.88|595.23|0.66532|-1708.277193|0.3893|5.9624|-0.21924|0.02013145|-1708.3414239999995|8.4012|8.4012
13p_a6|0|0|3.449535594|6.842683282|0|1.424099253|0.0|0.024837222|4.727387819|2|0.042959184|1.633493259|-0.634109842|-0.014153926|10.95053423|-0.072853186|1|1|-0.005708558|0.123575608|-0.068532678|-0.116250572|-0.573014008|0.865935935|0.784414352|-0.059663359|-0.125636943|1|-0.099405155|-0.107371897|0.196002517|0.01730144|-70.52421289|80.30786544|194.0233618|8.708451561|-2.14743793|-50.03427239|3016.078786|515.4389679999999|-1523.526317|-18.9628865|8.760340755|14.91957306|0.703081362|6590.216479|170.2302215|-1080.8845310000002|35.16646396|0.018322293|2004.488446|794.5462391|1.0|1.0|1.0|1.0|3.0|3.64|2.34|27.0|4.58|4.01|122.47|0.0|132.01|0.0|7.0|-5.09|34.0|5.0|449.51|0.0|0.0|1.0|-4.55|8.11e-06|0.00365|2.79e-05|2.86|0.0|0.0|8.73e-11|3.92e-08|-0.0746|-1463.08132|-1463.0432449999998|1283.98|415.53|0.4132|258.45|573.39|0.47508|-1462.740542|0.0029|9.0546|-0.1971099999999999|0.03807447|-1462.804694|7.0362|7.0362
6_a27|0|0|2.6137160880000003|6.823286122000001|0|1.404458667|1.7996617540000002|0.1718757239999999|4.727387819|2|0.042942943|1.221528093|-0.330715016|0.075248207|10.93737136|0.081320966|1|1|0.0058042269999999|-0.406859288|-0.1044763|-0.179319226|-0.541168953|0.678057835|0.787663648|-0.1322552659999999|0.1272522519999999|1|-0.0786267609999999|-0.090025109|0.344065059|0.020552125|-38.92545695|125.8234721|106.4156743|5.03713293|-1.35037664|-19.27068071|2196.1151210000003|388.6505938|-668.5259238|-8.486272674|5.010042219|9.500048379|0.896201262|4761.820508|111.4788253|-330.96463430000006|22.12343713|0.01635203|862.8140479|373.9912084|0.0|0.0|0.0|0.0|1.0|3.0|2.49|21.0|3.48|2.79|76.46|0.0|92.65|0.0|2.0|-3.62|24.0|4.0|317.34|0.0|1.0|1.0|-3.82|0.000242|0.0768|0.000153|2.37|0.0|0.0|2.16e-07|6.86e-05|-0.04793|-1043.831559|-1043.806618|896.68|299.55|0.1915|223.61|401.49|0.3366099999999999|-1043.678244|163.0|2.7521|-218.0|0.02494141|-1043.728133|9.0|9.0
2_a1|0|0|0.0|7.535296702|1|1.348828131|2.233384354|-0.049975995|5.4161004020000005|1|0.0409444439999999|0.0|-0.175623923|-0.0619710709999999|10.9520472|0.101798469|1|1|0.003205156|-0.237981258|-0.145015842|-0.326716897|-0.422863867|0.571324013|0.795932678|0.079586368|0.1766333219999999|0|-0.0622285999999999|-0.077270452|0.220315042|0.011282631|-28.32386891|6.281701359|87.29479691|2.337413146|-0.927245426|-12.89184641|1884.85038|367.8635872|-422.0435297|-5.488475744|5.2823820260000005|8.779158091000001|0.6619695520000001|3920.383175|139.0945801|-192.096651|17.36508791|0.017741989|607.7780769999999|299.6692382|1.0|0.0|1.0|1.0|0.0|2.91|2.69|17.0|4.0|4.12|30.71|0.0|79.77|0.0|2.0|-3.06|21.0|3.0|279.31|0.0|1.0|1.0|-3.78|0.000871|243.0|0.000167|2.76|0.0|0.0|6.64e-07|0.000185|-0.02966|-920.2093796|-920.184721|807.98|303.31|0.2991|303.31|355.79|0.7007899999999999|-920.078239|0.2991|3.5853|-0.19826|0.024658671|-920.123726|5.2366|5.2366
6b_a31|0|0|3.404988662|7.773594467000001|1|0.610136262|0.0|0.052690797|5.733341277|0|0.037803618|0.0|-0.787472195|-0.032090772|10.31169819|-0.053655833|2|2|-0.008439437|0.1978523089999999|-0.002840672|-0.004825446|-0.57983695|0.838789705|0.78240875|-0.068433069|-0.084489161|0|-0.12081047|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|159.79549319999998|227.0509355|12.28107483|-2.055402513|-44.96993859|2776.92804|383.0600707|-1254.023695|-17.0020813|7.513612533|14.46878435|0.925676135|6099.567787|155.0167518|-765.0936586|37.35947255|0.024142162|1681.1762649999998|536.6368656000001|1.0|1.0|1.0|1.0|2.0|3.55|2.73|22.0|5.19|4.0|131.36|0.0|109.69|0.0|4.0|-5.63|29.0|5.0|404.44|0.0|0.0|1.0|-4.66|2.34e-06|0.000947|2.18e-05|3.2|0.0|0.0|4.67e-08|1.89e-05|-0.05835|-1652.671944|-1652.635711|1077.19|376.29|0.4967|376.29|492.36|0.7013199999999999|-1652.44739|0.4967|5.9085|-0.1918|0.03623358|-1652.505041|7.2676|7.2676
13i_a6|0|0|3.399318783|7.412764017000001|1|1.430639411|0.0|0.0359494989999999|5.351858133|1|0.042560386|0.0|-0.852681372|0.034304189|10.95129557|-0.032549318|1|1|-0.007703306|0.057038772|-0.045418125|-0.073507141|-0.560601136|0.8744720490000001|0.7771558909999999|0.145878803|-0.054229558|0|-0.120457274|-0.129526268|0.221116773|0.031178586|-80.75190740000001|181.1128483|252.0312146|14.01186473|-2.460999087|-54.13430283|2906.257489|418.3467934|-1649.799665|-20.86772478|8.294136887|14.54375165|0.753497905|6306.951561999999|145.07130039999998|-1105.989413|39.72483975|0.019989461|2105.416507|673.8038326000001|1.0|1.0|1.0|1.0|3.0|3.59|2.7|23.0|4.16|3.54|115.15|0.0|120.17|0.0|6.0|-5.03|32.0|5.0|427.46|0.0|0.0|1.0|-4.48|9.32e-06|0.00398|3.28e-05|2.95|0.0|0.0|3.18e-09|1.36e-06|-0.0481399999999999|-1426.549926|-1426.518007|1196.21|348.14|0.2903|338.12|553.67|0.7004600000000001|-1426.269916|19.0|7.8342|-0.19454|0.03191957|-1426.332492|7.6778|7.6778
19i_a38|0|0|3.169368622|7.412764017000001|2|1.297043925|0.0|-0.125335237|5.351858133|2|0.043197531|0.0|-0.4561702689999999|-0.074033381|10.96052467|-0.053762162|1|1|-0.004358975|0.215263198|-0.098027247|-0.250781298|-0.430016467|0.653741315|0.836170906|-0.040954326|-0.087904124|0|-0.08347616|-0.113250303|0.4748744179999999|0.022576308|-51.15830416|137.7658863|154.953787|8.479305267|-2.038505453|-31.35232957|2896.470706|457.89548719999993|-1249.2965869999998|-15.31261014|6.690507557999999|12.04523072|0.800346329|6744.7785650000005|158.161786|-765.6305068|33.67721904|0.022159015|1683.860952|593.6088758|1.0|1.0|1.0|1.0|3.0|4.8|2.88|17.0|3.55|3.11|81.23|0.0|125.65|0.0|5.0|-4.25|31.0|5.0|419.43|0.0|0.0|1.0|-4.33|5.68e-05|0.0238|4.67e-05|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.0564799999999999|-1431.415351|-1431.384243|1101.03|343.17|0.2156|217.36|457.26|0.4342|-1431.181148|0.1886|6.6636|-0.2052|0.03110827|-1431.239177|7.9031|7.9031
12bd_a36|0|0|3.497517322|7.412764017000001|2|1.297043358|0.0|-0.051990612|5.351858133|2|0.04625323|0.0|-0.4017244129999999|-0.030990165|10.94639828|-0.0288761339999999|1|1|0.0045625|0.042808724|-0.101854847|-0.169994208|-0.436345273|0.902377067|0.78699829|-0.011529973|-0.047786573|0|-0.071083327|-0.099460046|0.279020022|0.0177487689999999|-46.92083391|83.92365468|110.578217|7.733288012999999|-1.989200921|-30.9716039|2772.776922|549.5039111000001|-1313.035977|-15.47699253|8.050812711|15.34283166|0.905749421|5957.939097|143.6066496|-866.7115819|29.96655829|0.015363883|1678.127264|729.1873176|0.0|0.0|1.0|0.0|2.0|4.95|0.0|17.0|3.76|2.5|69.2|0.0|133.68|0.0|5.0|-4.54|31.0|4.0|409.49|0.0|1.0|1.0|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|0.0|4.55e-08|1.86e-05|-0.05236|-1311.591775|-1311.560669|1200.23|349.84|0.4467|319.66|568.94|0.69411|-1311.291779|0.0058|5.7533|-0.19826|0.03110617|-1311.352257|7.7696|7.7696
11_a15|0|0|0.0|0.0|1|1.435688956|0.0|-0.1758968389999999|0.0|3|0.02962963|0.0|-0.402711212|-0.0856783419999999|10.95979791|0.023543401|0|0|0.003766915|-0.056500144|-0.173728081|-0.272482143|-0.363940085|0.843715005|0.718800243|0.0234789439999999|0.0432314409999999|0|-0.064429158|-0.0974577669999999|0.632319408|0.018519054|-44.15161868|143.8088883|72.27026771|8.696553172|-1.949155337|-30.25595097|3022.859488|613.0036107000001|-1335.705238|-15.7814467|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|178.640152|-915.3239085|31.14961732|0.018086221|1806.677804|830.7967967000001|1.0|1.0|0.0|0.0|1.0|4.1|4.25|24.0|4.33|6.69|59.51|0.0|138.24|0.0|6.0|-6.32|34.0|4.0|448.52|1.0|0.0|0.0|-6.1|4.77e-07|0.000214|7.970000000000001e-07|5.32|0.0|0.0|1.27e-09|5.7e-07|-0.03877|-1450.740771|-1450.705737|1284.85|418.94|0.2657|263.2|568.22|0.58935|-1450.39211|0.0011|812.0|-0.16011|0.03503399|-1450.457814|6.1314|6.1314
47a_a18|0|0|0.0|7.03438793|1|0.403918489|0.0|0.018016478|4.844187086|0|0.033641026|0.0|-0.464122017|-0.025401815|10.35082811|0.052572636|0|0|-0.000633273|0.066507683|-0.232940071|-0.358939392|-0.369841706|0.842412605|0.766261502|-0.008965701|0.089156939|0|-0.082855697|-0.099310031|0.371382587|0.014124484|-67.93456546|100.7293848|181.3725215|9.49531639|-2.681370849|-55.70051708|3612.105567|638.5417107999999|-2198.494121|-24.3591435|10.20255289|19.74153879|0.934960691|8405.670404|169.2144153|-1802.576619|37.435301|0.014835962|2770.212274|1225.939287|1.0|1.0|1.0|1.0|3.0|4.97|0.0|18.0|0.48|3.35|123.06|1.0|158.24|1.0|12.0|-6.74|39.0|5.0|547.67|0.0|0.0|0.0|-5.58|1.8100000000000002e-07|9.9e-05|2.62e-06|4.44|0.0|1.0|5.4e-09|2.95e-06|-0.05191|-2098.807018|-2098.773074|1536.87|388.09|0.6094|388.09|813.01|0.69508|2098.280307|0.6094|2.6271|-0.18291|0.0339441|-2098.359766|9.0|9.0
21a_a23|1|1|0.0|7.525639975|0|1.197963603|3.43622302|0.1049806919999999|5.4161004020000005|2|0.042862319|0.773970837|-0.3082571839999999|-0.133417036|10.31321782|-0.083864151|2|2|0.01180744|0.130024255|-0.074441567|-0.136106024|-0.484404194|0.725800261|0.7367638240000001|0.1022509819999999|-0.137122549|1|-0.051521215|-0.082341001|0.224766417|0.011564247|-34.01266735|39.56172507|48.49696614|5.039953753|-1.729161021|-22.45408125|2880.257677|611.67123|-1141.537112|-15.07212993|7.950891003|15.66066298|0.969673962|6464.524241|104.2264415|-753.6064963|27.11098744|0.011178565|1355.5493720000002|666.0036144999999|0.0|1.0|1.0|1.0|1.0|3.53|3.48|26.0|3.88|4.33|105.02|1.0|125.25|0.0|5.0|-5.89|31.0|4.0|425.51|0.0|0.0|0.0|-5.28|1.3e-06|0.000552|5.29e-06|3.98|0.0|0.0|1.65e-08|7.03e-06|-0.07243|-1669.250866|-1669.23053|1189.63|335.16|0.3692|335.16|558.61|0.60824|-1668.989671|0.3692|5.3733|-0.2226699999999999|0.0203361|-1669.0502720000002|6.9914|6.9914
12c_a30|0|0|0.0|7.412764017000001|2|0.604984133|0.0|0.045997203|5.351858133|2|0.042804233|0.0|-0.3657134279999999|0.019094532|10.31162888|-0.072247675|1|1|0.003603419|-0.172653074|-0.051371057|-0.090173435|-0.468696709|0.8264832879999999|0.824373792|-0.031986012|-0.1240820219999999|0|-0.076777688|-0.096482247|0.39541773|0.01588025|-50.12643041|82.07537640000001|101.8928318|6.768942632999999|-1.833162702|-32.72642202|2860.640481|550.9847369|-1196.830808|-15.946612|7.652098812999999|13.9883503|0.828040991|6403.739746|126.574178|-781.3839879|30.29927658|0.014695647|1484.664552|652.8825454|0.0|1.0|1.0|0.0|1.0|4.62|0.0|17.0|4.47|3.27|81.65|0.0|132.29|0.0|5.0|-5.93|30.0|4.0|432.93|0.0|0.0|1.0|-5.44|1.19e-06|0.0005139999999999|3.61e-06|4.49|0.0|0.0|6.03e-08|2.61e-05|-0.0542299999999999|-2035.373591|-2035.339256|1168.62|351.37|0.2155|245.12|541.39|0.32037|-2035.141497|0.1568|3.7377|-0.2038599999999999|0.03433522|-2035.202565|7.9914|7.9914
