molecula|NaaNH|SaaNH|SssssC|NaasN|SRW09|nARing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC1pe|n6aHRing|MATS8d|GATS1pe|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|TASA|PNSA2|MOMI-Z|GeomRadius|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
4a_a49|0|0.0|0.0|1|7.535296702|1|2.085628989|-0.076526919|-0.006602016|-0.074495823|2|0.036555556|-0.080255074|-0.3631108529999999|-0.053787795|0.018857363|1|0.000660956|2|0.032396301|0.731643066|-0.087863033|-57.79201133|-53.88810275|10.51443916|313.22432680000003|0.242956384|-0.0292876779999999|6.448709504|-1.4936715669999998|-35.44496163|68.37721704|68.30645049|464.3095353|-916.0977468|1647.61849|7.934892916|0.8926425020000001|5950.370212|214.47685|0.023624093|1408.727632|1.0|1.0|3.35|0.22|21.0|3.4|1.25|1.0|114.08|0.0|1.0|6.0|-3.28|30.0|5.0|-7.52|399.45|0.0|0.0|1.0|2.42|0.000305|1.71|1.74e-05|-0.06461|3.34|3.7876|660.19|1128.22|327.34|0.1935|504.63|0.35731|0.68042|-0.1585099999999999|3.9716|-0.2231199999999999|0.04133192|-1312.98289|4.8706|7.4949|7.4949
13b_a50|0|0.0|0.0|2|7.934155233999999|2|4.253030728|-0.067327798|-0.003876697|0.010464577|2|0.032833333|-0.0204949039999999|-0.263615417|-0.042022102|-0.054716607|2|0.011379776|1|-0.097736369|0.71935296|-0.080785633|-36.81915624|-57.74541064|14.22401427|104.0753113|0.093835987|-0.026928544|10.16729727|-1.696498291|-26.31826007|70.09526468|51.04317051|647.7242444|-1212.6536230000002|2147.355856|9.514897025|0.7609056040000001|6639.077063000001|214.1461224|0.017277404|1731.347493|1.0|1.0|4.78|0.37|20.0|4.24|2.52|2.0|133.36|0.0|1.0|7.0|-5.02|34.0|5.0|-6.3|455.55|0.0|0.0|0.0|3.99|7.92e-06|3.91|2.68e-05|-0.02606|3.63|4.1161|780.4|1339.39|301.22|0.1589|617.26|0.65332|0.63872|-0.1701599999999999|5.5271|-0.19622|0.03156473|1470.104535|7.1645|5.7375|5.7375
12aa_a30|0|0.0|0.0|0|7.412764017000001|2|0.0|-0.101407312|-0.008848121|-0.028524865|2|0.043854875|-0.014017531|-0.539735362|0.059360681|-0.007369513|1|0.005111479|1|-0.012535889|0.794193541|-0.101368383|-54.50378741|-70.79444906|21.58471858|55.0567406|0.1873486869999999|-0.033789461|15.0745057|-1.925999268|-38.06478415|91.51563481|76.08850600000001|567.5458219999999|-1345.094532|2455.130164|8.65813938|0.872457337|6944.511023|257.8730361|0.029670025|2132.499591|0.0|1.0|4.86|0.21|17.0|3.94|2.2|2.0|140.26|0.0|1.0|7.0|-5.61|33.0|6.0|-6.39|458.54|0.0|0.0|0.0|2.52|9.94e-06|3.81|6.720000000000001e-05|-0.04966|3.34|3.4642|748.78|1275.73|357.9|0.1667|605.07|0.30341|0.68642|-0.1472099999999999|5.8962|-0.19687|0.03443621|-1804.582558|6.4878|8.1135|8.1135
4h_a46|0|0.0|0.090767245|1|7.825245291|1|2.134072222|0.128214845|-0.005778576|-0.346835467|2|0.040890805|-0.057256598|-0.404500343|-0.021951549|-0.09922757|1|0.003087227|2|-0.134568896|0.6947264059999999|-0.083997524|-65.24476749|-65.90523417|7.900037181|105.2773797|0.232755725|-0.0305445539999999|6.198442205|-2.015940586|-51.19164773|74.99848132|73.14480467|601.9869510999999|-1581.72562|3180.526173|8.138240742999999|0.947878486|7808.347937|152.6017078|0.011589523|1963642.0|0.0|0.0|4.63|0.3|23.0|3.46|2.27|2.0|142.08|0.0|1.0|6.0|-6.53|36.0|6.0|-6.38|502.63|1.0|0.0|0.0|3.82|2.06e-06|4.21|3.210000000000001e-07|-0.0389199999999999|8.5|4.18|792.61|1397.46|296.62|0.5451|682.14|0.55428|0.54445|-0.1711599999999999|1.7601|-0.21008|0.04729184|-1923.611784|2.9086|6.6402|6.6402
9o_a24|1|2.9340792330000003|0.0|0|6.605297921|1|0.0|-0.064667223|-0.007052095|-0.044044637|3|0.028472222|-0.087807028|-0.387865233|-0.097596429|-0.000236595|1|0.002019902|2|-0.000453155|0.7086274779999999|-0.08834189|-51.29122728|-51.14964436|10.7072496|32.50178358|0.229726192|-0.032911684|6.1994599720000005|-1.678495905|-29.69744072|66.24061038|61.99847688|445.9858336|-971.8432428|1906.512273|6.080741586|0.945954873|6697.297449000001|192.1999837|0.026064002|1454.754155|0.0|1.0|3.96|0.04|23.0|3.75|1.23|1.0|120.73|0.0|1.0|6.0|-4.49|32.0|5.0|-6.83|421.45|0.0|0.0|0.0|3.01|3.9500000000000005e-05|2.88|5.23e-06|-0.04527|4.41|4.2643|611.03|1126.94|290.75|0.1409|432.84|0.41688|0.65292|-0.17826|4.3816|-0.22353|0.0533144|-1387.945865|5.9089|6.3507|6.3507
12t_a30|0|0.0|0.0|0|7.412764017000001|2|0.0|0.073057637|-0.007755575|-0.097216874|2|0.044197531|-0.0596036729999999|-0.411045472|-0.0682882559999999|-0.04950715|1|-0.001131023|1|-0.080971844|0.591758164|-0.1011561919999999|-58.89093185|-65.79920855|12.26965165|88.42093081|0.303586418|-0.037159417|7.981057356|-1.82081145|-38.30686627|78.8278828|71.1605835|452.99711|-1184.385754|2479.787504|7.957774504|0.804273481|6617.834146|165.4110479|0.020029588|1588.274656|0.0|1.0|4.63|0.14|17.0|4.67|3.58|2.0|127.19|0.0|1.0|5.0|-5.49|31.0|6.0|-6.06|434.46|0.0|0.0|0.0|3.21|6.71e-06|4.07|3e-05|-0.05542|4.32|3.5457|677.85|1139.2|349.67|0.2094|527.87|0.33647|0.6842600000000001|-0.15029|2.6784|-0.20571|0.0337599|-1774.077985|3.2145|8.0496|8.0496
19_a31|1|3.2411335510000003|0.0|0|7.401841579|0|0.0|0.062492295|-0.01001901|-0.086654127|0|0.0427124179999999|-0.044625452|-0.46087445|-0.040386271|-0.081641954|2|-0.0038998559999999|0|-0.138769819|0.6427749970000001|-0.113333675|-53.25742146|-66.3863707|8.596058678|75.32978176|0.268735206|-0.036060715|5.035230173|-1.586671445|-31.1960848|75.31824576|61.85348014|428.3459076|-929.4091898|1992.2502|7.0760696020000005|0.805382437|4917.329034|131.0862475|0.0152483439999999|1197.365442|1.0|1.0|3.44|0.28|16.0|5.8|1.68|1.0|97.25|0.0|1.0|7.0|-4.67|25.0|4.0|-6.41|358.43|0.0|0.0|1.0|3.47|0.0001199999999999|2.93|1.46e-05|-0.04308|5.24|3.9477|625.93|1028.58|314.06|0.3205|537.66|0.5385300000000001|0.7005600000000001|-0.16367|1.7076|-0.20675|0.03702801|-1489.382077|2.4209|5.7447|5.7447
4_a4|0|0.0|0.0|1|7.535296702|1|2.156628874|-0.183963421|-0.001234337|0.0159331539999999|2|0.036775068|-0.0214610589999999|-0.058013858|-0.110597574|-0.037623601|1|0.0112367389999999|2|-0.063012715|0.636572383|-0.06873731|-25.64211031|-35.41518716|4.4155367960000005|13.70182982|0.0667239759999999|-0.0255766729999999|2.274995377|-1.099796957|-13.21145879|40.86951119|30.05764711|480.8472306|-566.6429946000001|1883.42405|5.326452915|0.66251148|4878.070704|106.2816773|0.010586293|713.9097433|1.0|0.0|3.15|0.19|21.0|4.52|2.66|1.0|100.08|0.0|1.0|2.0|-4.12|25.0|3.0|-5.79|326.39|0.0|1.0|1.0|3.64|2.69e-05|3.52|8.85e-06|-0.04865|3.24|4.0261|566.84|960.45|307.95|0.1106|394.06|0.55032|0.6010800000000001|-0.1696599999999999|2.6814|-0.21831|0.02323788|-1029.813844|3.1195|7.1079|7.1079
4l_a46|0|0.0|0.171853072|1|7.825245291|1|2.155247543|-0.058870177|-0.004736212|-0.075241716|1|0.049498645|-0.067419714|-0.255755434|-0.060895366|-0.161358058|1|0.006162668|1|-0.229089688|0.7936534740000001|-0.085194597|-51.45056667|-48.19533497|3.721888783|177.7681018|0.107841373|-0.030068681|2.10550531|-1.533502748|-29.10603933|51.66342604|55.17245545|504.7020036|-867.5160294|2087.583804|5.80829255|0.692930243|4865.794981|65.93290984|0.006130523|981.9630347|1.0|1.0|3.92|0.36|17.0|4.64|3.06|1.0|105.77|0.0|1.0|3.0|-5.28|26.0|3.0|-5.23|347.45|0.0|1.0|1.0|4.08|7.78e-06|4.49|3.47e-05|-0.01784|4.99|4.4542|612.39|1057.06|278.36|0.2504|526.77|0.3756|0.68584|-0.18567|2.6588|-0.20351|0.03506136|-1092.53932|3.7624|7.0088|7.0088
4p_a46|0|0.0|0.122217892|1|7.825245291|1|2.102855253|-0.060700883|-0.004413243|-0.038295755|0|0.046533816|-0.164311513|-0.233901882|-0.205494852|-0.120823841|1|0.004453195|0|-0.1623103719999999|0.751334374|-0.083274013|-56.55658053|-47.22779946|4.195717966|175.10295019999998|0.094033511|-0.029978645|2.379548177|-1.498932241|-32.07534663|51.05047787|60.7522985|513.8073925|-850.1003902999998|2219.4587530000003|5.828038618|0.734640605|5167.091582|71.34266847|0.006740305|972.4260993|0.0|1.0|3.89|0.3|17.0|4.85|3.2|2.0|107.89|0.0|1.0|2.0|-5.8|27.0|3.0|-5.09|357.45|0.0|1.0|1.0|4.25|4.03e-06|4.77|3.2e-05|-0.0393|4.89|3.9958|598.19|1058.54|310.28|0.2363|537.47|0.43709|0.70138|-0.16819|3.6961|-0.20749|0.03979459|-1129.4459470000002|5.3996|6.4672|6.4672
9d_a40|0|0.0|0.0|1|7.515889085|0|1.839557351|0.007834411|-0.003961493|-0.022152094|0|0.045555556|0.153818743|-0.146575228|0.15723868|-0.137738587|2|0.010101686|0|-0.223631751|0.55759121|-0.071656839|-31.08478865|-36.92750973|5.539796446|108.1468558|0.058372388|-0.031613312|2.854868966|-1.074852592|-16.01918037|41.42218692|36.6245851|485.2567189|-553.912646|336.6614768|8.023385851|0.87714454|4401.742338|68.83858806|0.0087217999999999|639.3115126|0.0|1.0|3.25|0.06|20.0|5.2|4.07|1.0|91.71|0.0|1.0|2.0|-6.13|22.0|2.0|-4.62|325.82|0.0|1.0|1.0|4.63|2.23e-06|5.16|3.3e-05|-0.06906|4.7|3.3464|542.19|892.69|370.51|0.4888|446.84|0.4557199999999999|0.69986|-0.13875|6.2032|-0.20781|0.01113991|-1677.48058|7.9502|6.9706|6.9706
17_a47|1|3.011740664|0.0|0|6.605297921|0|0.0|-0.181485377|-0.003764469|-0.019259259|3|0.031802469|-0.105849578|-0.2032813319999999|0.075303828|-0.006331624|1|0.004477366|3|-0.010871607|0.7666613659999999|-0.082994667|-43.82821253|-50.62550618|7.87914003|68.64478326|0.147717593|-0.02987808|4.806157636|-1.493904005|-26.73455447|60.33408274|51.70735256|519.8795281|-911.2591113|1573.836082|7.055517075|0.8569074879999999|5854.9736840000005|155.087622|0.0159160889999999|1221.9335609999998|1.0|0.0|3.44|0.08|27.0|5.12|2.26|2.0|119.83|0.0|0.0|4.0|-5.4|30.0|4.0|-5.83|392.46|0.0|0.0|1.0|3.85|6.11e-06|4.03|3.12e-08|-0.04873|3.07|4.2784|656.78|1127.7|289.79|0.4308|477.67|0.6844100000000001|0.6844100000000001|-0.17606|3.4454|-0.22479|0.04130125|-1254.795084|5.6949|8.3|8.3
12p_a30|0|0.0|0.0|0|7.412764017000001|2|0.0|0.038440292|-0.0063403159999999|-0.031328052|2|0.040899471|-0.062956958|-0.3550576729999999|0.000321545|-0.128484994|1|0.005965451|1|-0.2210072669999999|0.7991060659999999|-0.094870978|-47.54197452|-60.65858419|9.659715461|75.21136863|0.156618406|-0.0364888379999999|6.176226649|-1.897419563|-30.39737673|68.98315679|57.20168999|539.2411292|-1213.171684|2326.5244390000003|7.392482526|0.886732486|6166.812731|115.116829|0.0130197619999999|1479.558007|0.0|1.0|4.76|0.17|17.0|4.35|3.04|2.0|132.24|0.0|1.0|5.0|-5.66|30.0|4.0|-5.81|412.51|0.0|0.0|1.0|2.91|7.05e-06|4.23|4.02e-05|-0.05169|4.14|3.4955|685.08|1167.16|354.69|0.1768|526.91|0.33929|0.68561|-0.14823|4.0456|-0.19992|0.03198743|-1614.890598|4.6103|7.7721|7.7721
4k_a46|0|0.0|0.173180233|1|7.825245291|1|2.145043462|-0.050636784|-0.0049602|-0.088084767|1|0.0510113959999999|-0.104665424|-0.252970193|-0.1149361969999999|-0.1032662209999999|1|0.006050983|1|-0.141706595|0.784722915|-0.086581945|-49.65634024|-46.76051618|3.801175594|171.92614719999997|0.121088629|-0.0306644389999999|2.052909907|-1.471893066|-26.8180173|50.48291318|53.45751583|474.67574630000007|-794.928775|1912.936687|5.726809252000001|0.7163519709999999|4685.0322320000005|68.46061366|0.006892404|910.3230822|1.0|0.0|3.8|0.33|17.0|4.26|2.84|1.0|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|-5.46|333.43|0.0|1.0|1.0|3.79|1.4800000000000002e-05|4.05|8.28e-05|-0.01712|4.52|4.4485|582.84|1001.96|278.71|0.2259|500.36|0.39943|0.68553|-0.18542|4.0015|-0.20254|0.03653474|-1053.249847|5.7714|7.0969|7.0969
37_a18|0|0.0|0.0|0|7.03438793|2|0.0|-0.0013530679999999|-0.005351023|-0.018808538|1|0.036746032|-0.018268775|-0.385273662|-0.034593342|-0.011713125|0|0.003512954|0|-0.020149364|0.699483099|-0.074857954|-50.09028298|-54.7389628|6.653112344|12.63119843|0.168216253|-0.0286221589999999|4.865006968|-1.946306811|-36.62790634|65.15554136|56.74339533|608.2316837999999|-1423.213033|1571.7484060000002|9.460456975|0.954530133|7035.839448000001|171.9311063|0.0142451319999999|1860.709332|1.0|0.0|4.31|0.3|18.0|3.68|3.33|2.0|151.14|0.0|1.0|7.0|-5.68|36.0|3.0|-6.14|480.6|0.0|1.0|0.0|2.93|3.35e-06|4.36|7.27e-07|-0.04925|8.11|3.2127|794.5|1395.35|385.91|499.0|673.45|0.69305|0.69305|-0.13194|2.2872|-0.18119|0.02274574|-1532.622404|3.0375|7.4559|7.4559
8e_a46|0|0.0|0.252655541|1|7.727094485|1|2.161814059|-0.205882192|-0.001015139|0.000950213|2|0.043238095|-0.126773923|-0.046696417|-0.184317354|-0.016857659|1|0.0123581919999999|2|-0.024620704|0.668786636|-0.065982313|-27.16690715|-33.59778824|4.876083942|7.389496216|0.078647648|-0.023017086|2.482871976|-0.989734694|-13.83322216|39.62167507|32.04299109|469.146955|-503.9668235|1415.320228|5.504080656|0.8008066970000001|4239.252176|127.6844779|0.011830243|672.6356549999999|1.0|0.0|3.21|0.32|17.0|4.09|2.13|0.0|91.93|0.0|1.0|2.0|-3.59|23.0|3.0|-6.02|304.39|0.0|1.0|1.0|3.21|9.15e-05|3.01|6.57e-05|-0.03175|3.0|4.5092|552.99|933.3|274.96|0.2162|457.96|0.6967|0.6967|-0.18835|3.2194|-0.2201|0.024010215|-954.793305|3.7755|6.3915|6.3915
16_a47|1|2.890539668|0.0|0|6.605297921|0|0.0|-0.134455235|-0.0056780519999999|-0.1246612469999999|2|0.042285714|-0.08282926|-0.23280014|0.001426202|0.0506476009999999|1|-0.004153659|2|0.081171071|0.57616624|-0.092995116|-48.30620628|-48.19609034|9.676588112|63.13219447|0.308139547|-0.034261359|5.0150344780000005|-1.301931629|-25.03540372|60.36423869|57.9827944|358.566882|-674.7452647999999|833.8646097|6.855429069|0.898461533|4952.972679|156.55227280000005|0.0234786339999999|966.7808252999998|1.0|0.0|2.93|0.06|21.0|4.47|2.72|0.0|91.55|0.0|1.0|3.0|-4.34|25.0|5.0|-6.04|337.33|0.0|0.0|1.0|3.52|3.84e-05|3.27|2.3e-06|-0.05717|2.95|4.0806|534.69|894.43|303.84|0.3182|395.28|0.59209|0.6743899999999999|-0.16851|2.3795|-0.22568|0.03384512|-1166.951551|3.8601|9.0|9.0
3q_a32|1|3.4364803|0.0|0|7.765993078999999|0|0.0|-0.017280695|-0.008072705|-0.04718311|0|0.03898374|0.02785755|-0.419780649|-0.022925245|-0.098400506|3|0.002487149|0|-0.1585635|0.716172604|-0.097961799|-41.72706804|-60.46462749|11.43581616|41.73511731|0.15006201|-0.027989085|7.058489861|-1.371465184|-25.7550561|74.3682963|53.16288420000001|524.6043311000001|-846.5047848999999|3335.898591|6.428518903|0.856561949|6079.482066|225.3038157|0.022526037|1333.133193|0.0|1.0|3.57|0.3|19.0|6.43|1.33|1.0|115.37|0.0|1.0|7.0|-5.91|28.0|4.0|-6.35|411.54|0.0|0.0|1.0|3.86|2.4100000000000003e-05|3.47|2.01e-05|-0.04968|5.15|3.6236|666.16|1136.46|342.16|0.2897|549.78|0.70216|0.70216|-0.15001|4.1362|-0.19969|0.02381444|-1919.883144|5.2657|7.5528|7.5528
38_a18|0|0.0|0.0|0|7.03438793|2|0.0|0.059724697|-0.00575311|-0.009006798|1|0.035478927|-0.066676644|-0.448742607|-0.020056674|-0.003893067|0|0.001602741|0|-0.007310849|0.7400818459999999|-0.082256123|-61.25359673|-65.45657441|6.675707878|100.7046282|0.1689295469999999|-0.0322355079999999|5.3122971560000005|-2.385427574|-48.74349112|71.15832778|67.92930461|661.3370874|-1898.240658|1855.157022|10.98254153|0.874996952|7261.130718|94.75345803|0.007165119|2154.819559|1.0|0.0|4.53|0.34|18.0|4.94|3.7|3.0|160.66|0.0|0.0|10.0|-6.98|38.0|3.0|-5.55|508.65|0.0|0.0|1.0|3.64|7.85e-07|5.43|2.38e-08|-0.0483699999999999|8.95|3.2241|861.93|1515.64|384.55|0.5147|734.93|0.69235|0.69235|-0.13229|1.9877|-0.18066|0.02653109|-1611.206669|2.7244|7041.0|7041.0
2_a33|1|3.396444161|0.0|0|7.765993078999999|0|0.0|0.047294725|-0.009168933|-0.064926835|0|0.039958333|-0.049900189|-0.476784502|0.070526947|-0.05997501|3|-0.000810928|0|-0.096644295|0.753434785|-0.104047115|-49.13901703|-63.57699532|11.27469555|103.5201191|0.1804845889999999|-0.031851158|6.889294995|-1.56070672|-30.02592687|75.44970552|60.41371259|500.7570617|-953.6549298|3245.244678|6.152818143999999|0.8867875909999999|6067.635829|181.7248125|0.019430318|1357.327077|0.0|1.0|3.57|0.3|19.0|6.7|1.33|2.0|115.28|1.0|1.0|7.0|-6.35|28.0|4.0|-6.17|411.54|1.0|0.0|1.0|3.98|1.6800000000000002e-05|3.72|8.78e-06|-0.04967|5.11|3.6281|655.74|1128.98|341.74|0.2911|525.38|0.70205|0.70205|-0.15012|4.2519|-0.19979|0.02972182|-1919.890628|5539.0|8.2596|8.2596
31_a47|0|0.0|0.0|1|6.842683282|0|1.441825189|-0.075563891|-0.00869363|-0.171198936|2|0.042906977|-0.086842911|-0.417294247|0.074881792|0.001073537|1|-0.006265667|2|0.001622323|0.6463892179999999|-0.1056956209999999|-66.4670426|-65.56344002|13.27533898|355.5321928|0.303979962|-0.037580665|8.234748813|-1.691129939|-41.22978713|80.58054906|79.74238158|431.7441681|-1049.01504|1322.82831|8.214180216|0.901520747|6019.5391740000005|181.972428|0.024209265|1484.511202|1.0|1.0|3.18|0.1|21.0|3.23|2.0|1.0|109.21|0.0|1.0|5.0|-4.59|29.0|5.0|-6.78|410.83|0.0|0.0|1.0|2.94|4.03e-05|2.86|9.95e-06|-0.0532|4.2|3.6369|642.11|1079.4|340.91|0.3264|508.69|0.68276|0.69894|-0.15143|6.4248|-0.20463|0.03449081|-1735.284957|8.6244|7.8|7.8
8_a20 (IN-1130)|1|3.443195704|0.0|0|6.842683282|0|0.0|0.063195236|-0.009430196|-0.124997065|2|0.0396875|0.1728459339999999|-0.528090969|-0.019554464|-0.0574882679999999|1|-0.004654742|2|-0.0957193819999999|0.7741509329999999|-0.097790028|-63.72828772|-64.75689362|10.46873389|336.574332|0.272572869|-0.035730972|6.93243166|-1.858010535|-42.20109173|77.31081766|74.19702161|481.70475260000006|-1230.3809789999998|1829.419484|8.005662608|0.932362084|6291.586155|166.8048285|0.018957805|1644.660472|1.0|1.0|3.49|0.08|27.0|4.97|1.33|1.0|122.86|0.0|1.0|5.0|-4.85|32.0|5.0|-6.83|420.47|0.0|0.0|1.0|3.14|2.82e-05|2.87|9.86e-08|-0.07014|4.53|3.2329|696.06|1192.01|383.5|0.3782|517.94|0.4377|0.7007399999999999|-0.13622|3803.0|-0.20636|0.04004011|-1368.180121|5.4751|7.4437|7.4437
1_a15|0|0.0|0.0|0|0.0|0|0.0|-0.22215316|-0.0084598019999999|-0.043374667|2|0.0381893|0.06459652|-0.541427319|-0.068297833|-0.000905902|0|0.003816011|2|-0.001544849|0.795437721|-0.1117462069999999|-44.01415991|-72.24770503|16.94887506|121.3844816|0.124276535|-0.031142386|10.95802135|-1.899685524|-28.45664402|90.40184737|60.96303497|566.1848585|-1228.210985|2855.495631|6.580146251|0.77926144|7284.337537|254.7811976|0.0280791829999999|2026.993248|1.0|1.0|3.91|0.19|24.0|5.46|2.2|3.0|132.94|0.0|0.0|8.0|-6.55|34.0|6.0|-5.38|457.52|1.0|0.0|0.0|4.68|1.08e-06|5.23|4.36e-08|-0.04142|4.68|3.2188|697.35|1271.06|385.18|0.2464|598.34|0.64662|0.70553|-0.1365|1.2218|-0.17792|0.01894559|-1509.851127|2.3261|7.3565|7.3565
7_a1|0|0.0|0.0|1|7.860570786|2|2.307091837|-0.055291895|-0.010040172|0.001018628|1|0.035718954|-0.048878707|-0.421687222|-0.07233584|-0.024096172|1|0.004950534|1|-0.042175602|0.729621031|-0.098295453|-40.16416679|-47.35863598|17.31482297|111.9204437|0.289040847|-0.031040669|8.342261787|-1.179545431|-19.35104936|61.72628137|57.47898976|342.53930230000003|-568.3036318|1466.924404|5.07667644|0.827584457|4519.238270000001|191.0896839|0.029820838|941.8624118|1.0|0.0|3.09|0.22|17.0|3.43|1.6|0.0|85.88|0.0|2.0|2.0|-3.16|23.0|4.0|-6.4|305.33|0.0|1.0|1.0|2.72|0.000195|2.48|0.000698|-0.02433|2.76|4.0504|515.2|864.85|306.1|0.2961|365.53|0.69902|0.69902|-0.16734|4575.0|-0.19167|0.02860499|-1009.398029|6.5936|6.3372|6.3372
11b_a5|1|2.943854668|0.0|0|6.605297921|0|0.0|-0.2023158669999999|-0.003900104|0.008093965|2|0.023988604|-0.067519041|-0.1833048739999999|-0.118167947|-0.0536971829999999|1|0.005685558|2|-0.106187688|0.682032125|-0.080664777|-45.82509318|-48.42513182|9.829471091|55.25128526|0.126268949|-0.029332646|5.900883275|-1.290636432|-27.50997723|62.16286481|55.65456427|524.5231302|-774.8021092|913.0178976|8.936258446|0.83867925|5107.577902|199.1611925|0.0228838029999999|1159.458633|1.0|1.0|2.99|0.1|23.0|5.38|2.01|2.0|106.58|0.0|1.0|6.0|-4.65|27.0|4.0|-6.03|376.84|0.0|1.0|1.0|3.68|2.04e-05|3.62|2.68e-07|-0.0418399999999999|3.31|4.1982|635.55|1063.35|295.32|0.5806|511.28|0.61027|0.6284|-0.17107|1.9569|-0.21291|0.03575776|-1564.621301|2.8531|7.7212|7.7212
4o_a46|0|0.0|0.160026534|1|7.825245291|1|2.138144369|-0.24479566|-0.000627744|0.042766097|1|0.043320988|-0.2363624889999999|-0.032014955|-0.203025042|-0.06855792|1|0.010144781|1|-0.09492635|0.6418406720000001|-0.06570509|-35.54402423|-36.03345669|5.332434441|5.821925821000001|0.049267382|-0.021901697|2.9243708|-1.051281434|-19.49276784|42.00638612|40.87645867|521.3931342|-576.535307|1705.3950960000002|5.527567399|0.855222204|4966.476822|136.5432529|0.0108913189999999|767.6690487000001|0.0|1.0|3.73|0.32|17.0|4.77|2.72|1.0|103.66|0.0|1.0|2.0|-4.91|26.0|3.0|-5.51|342.44|0.0|1.0|1.0|3.92|1.34e-05|4.06|1.88e-05|-0.04627|3.76|4.3255|581.59|1022.29|286.64|0.1598|501.08|0.6843|0.6843|-0.18282|3.4494|-0.22909|0.02815574|-1070.276387|4.8244|6.7905|6.7905
14b_a50|0|0.0|0.0|2|7.934155233999999|2|4.240438135|-0.092558007|-0.003935732|0.0228205129999999|2|0.030219907|-0.068176984|-0.255822608|0.037777505|-0.041169251|2|0.011249462|1|-0.076752616|0.71456262|-0.076674952|-33.02344264|-50.27694576|14.70317076|25.31245624|0.095923652|-0.025558317|9.64109526|-1.533499045|-21.65397937|64.58491917|47.72661339|592.81677|-1005.538915|2984.248708|6.3538844910000005|0.8030515570000001|6737.145102|237.8403928|0.021820402|1577.857852|1.0|1.0|4.64|0.35|20.0|3.72|2.32|2.0|128.39|0.0|1.0|7.0|-4.6|33.0|5.0|-6.5|441.52|0.0|1.0|0.0|3.6|1.6800000000000002e-05|3.51|6.12e-05|-0.02486|3.05|4.0775|718.64|1253.87|304.07|0.1637|533.25|0.55594|0.64303|-0.16874|5.3711|-0.1936|0.03081037|-1430.7933859999998|6.7927|5.1818|5.1818
25d_a34|0|0.0|0.0|1|7.412764017000001|1|1.940324546|0.128783829|-0.015046463|-0.089654563|1|0.041037037|-0.163072107|-0.8576484190000001|-0.1266965|0.00670464|1|-0.001685762|1|0.011919831|0.778903495|-0.124111479|-66.52770588|-82.09024497|19.36462983|174.9700398|0.325717647|-0.044492794|12.8082206|-2.358118108|-44.00298587|95.24066462|85.89233572|445.9861716|-1559.714654|2564.887803|6.933980884|0.916843118|6513.063805|147.36277019999997|0.019881997|2006.828923|1.0|1.0|3.58|0.12|23.0|3.05|2.26|1.0|119.81|0.0|1.0|7.0|-4.61|32.0|5.0|-6.74|427.46|0.0|0.0|1.0|3.21|3.3e-05|3.05|3.53e-06|-0.03521|6.05|4.2732|706.21|1198.19|290.15|0.2106|554.05|0.6764600000000001|0.6764600000000001|-0.1771299999999999|6.1995|-0.21234|0.02807001|-1426.307095|8.0068|6.0223|6.0223
10_a1|1|3.261363142|0.0|0|6.86171134|0|0.0|0.0883621719999999|-0.014135827|-0.23385288|1|0.037578348|0.049971022|-0.621976404|-0.020225596|0.010430299|1|-0.0106277489999999|1|0.017498337|0.658433571|-0.10949971|-65.97424138|-61.93104798|8.34295348|212.8090837|0.330036242|-0.045402319|4.718623023|-1.861495069|-37.31383317|70.6564636|74.31719486|378.9193385|-1052.827816|1768.2330920000002|7.376231317999999|0.850732895|5192.858899|93.83214542|0.015427326|1262.237791|1.0|0.0|3.0|0.0|23.0|4.86|2.78|2.0|99.61|0.0|1.0|4.0|-4.98|27.0|5.0|-5.91|359.35|0.0|0.0|1.0|3.7|1.87e-05|3.64|3.42e-06|-0.06802|5.81|3.4067|585.51|979.35|363.94|0.6754|464.77|0.70345|0.70345|-0.13576|5.3861|-0.20378|0.03426532|-1223.022387|7807.0|5.8239|5.8239
