molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|n6HRing|JGI4|MATS7i|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|FNSA3|FNSA5|PBF|RNCS|WNSA5|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
8c_a12|0.0|0|0|0|0.0|0|0.0|1|1.283851303|0.0|0.1948786139999999|3|0.038787879|-0.106633503|-0.036504737|-0.07003012|0|0|-0.00160589|-0.370782022|-0.606245231|0.905486734|0.782864175|-0.10899871|-0.130288596|0.8425863029999999|-0.067004282|-0.101988384|0.239216075|83.24714315|-26.55601426|0.764449832|61.66383178|-19.51587692|44.19432689|0.472503372|2190.852814|428.8355831|-780.6350769|1245.6132289999998|-9.958505349|5.670223821|10.74930819|4610.945152|25.52931025|0.018855428|-269.8853937|390.0159026|0.0|1.0|1.0|2.24|18.0|-7.14|2.81|2.02|0.0|0.0|98.07|5.0|-6.44|314.34|0.0|2.23|0.000339|107.0|0.0598|2.5|7.24e-08|2.28e-05|-0.06706|4.3598|-1022.77302|-1022.750382|551.66|909.19|323.37|466.0|284.38|402.43|0.67318|0.1355|-0.15571|1.7305|-0.2227699999999999|0.04|7.3979|7.3979
12aa_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|1.297043479|0.0|0.033952382|2|0.042560386|0.03597264|0.010538281|-0.013898809|1|1|-0.004569485|-0.090926893|-0.53315493|0.892815402|0.833911317|0.156337925|-0.023185884|0.888163057|-0.1066659309999999|-0.117270578|0.4679233379999999|132.3194611|-54.83906299|0.731335741|96.18613736|-28.21625599|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|-19.29522587|8.05947774|14.60824604|6438.603019|38.58180913|0.023386634|-316.3903377|689.2886595|0.0|0.0|3.0|0.0|17.0|-6.14|1.92|1.28|1.0|0.0|131.85|5.0|-7.79|424.46|0.0|1.15|0.000304|129.0|152.0|1.55|7.19e-07|0.000305|-0.05111|3.8899|-1401.662677|-1401.617177|701.99|1183.76|318.73|0.4446|318.73|520.19|0.6931|0.4446|-0.15718|3.5904|-0.20829|9.0|8.0458|8.0458
19f_a38|0.0|1|0|0|0.0|0|7.412764017000001|2|1.297044434|0.0|-0.036714749|2|0.041808786|-0.008118156|0.035480177|-0.054832432|1|1|-0.000673716|-0.217394466|-0.4288343429999999|0.724208473|0.819222745|-0.075025988|-0.094149094|0.8741648479999999|-0.085318318|-0.111307609|0.488059925|125.7493111|-45.42524686|0.734437553|84.35196967|-24.1763087|67.96791709|0.453960261|2776.145209|479.6831205|-1208.815435|2846.860803|-15.44458393|6.164440995|11.28936331|6115.273372|32.91812709|0.020733452|-299.5321167|595.8790650000001|1.0|1.0|3.0|2.48|17.0|-6.86|3.13|2.4|1.0|0.0|125.69|4.0|-6.77|401.44|0.0|2.67|7.209999999999999e-05|29.0|0.0272|2.78|1.4e-07|5.610000000000001e-05|-0.05735|5.3197|-1332.190216|-1332.160846|653.22|1105.62|360.19|0.3205|233.07|495.68|0.7056100000000001|0.0019|-0.14369|5.3152|-0.20104|73.0|7.1397|7.1397
47s_a18|0.0|0|0|0|0.0|0|7.03438793|1|1.251176205|0.0|0.026229332|0|0.035632184|-0.026883417|0.0134295589999999|-0.031515152|0|0|0.003686393|-0.252119673|-0.46304239|0.724028067|0.712629555|0.0109557919999999|-0.0540701129999999|0.745196689|-0.070258863|-0.08106112|0.306379663|10.92659868|-46.45326408|0.820470855|69.29837549|-22.79238258|59.58080589|0.4740142|2992.734821|640.0051571|-1595.466781|1529.863965|-17.25406952|9.811856136|18.65422248|6968.705069|27.77963709|0.010481057|-485.1995077|1093.725912|1.0|1.0|2.0|0.0|18.0|-9.42|4.06|3.33|3.0|1.0|149.34|3.0|-5.96|482.62|0.0|3.19|1.12e-06|0.000539|0.0017|4.62|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|-1534.196027|-1534.174077|809.4|1435.42|385.29|0.5203|385.29|736.36|0.6926800000000001|0.5203|-0.13195|2.3134|-0.18109|616.0|6.2104|6.2104
15b_a10|0.0|0|0|0|0.0|1|7.535296702|1|1.3438370730000002|2.145379897|-0.197213588|2|0.033219955|-0.111812184|-0.082365722|-0.058911857|1|1|0.011928706|-0.27395395|-0.195505087|0.744213612|0.791078367|-0.058258414|-0.104250125|0.83320417|-0.046334564|-0.07358373|0.697099355|43.96642219|-34.57687319|0.670236374|62.53159836|-16.52377848|42.7113409|0.414077981|2716.468606|631.9674549|-958.3791518|2603.829652|-11.32690674|6.6940006620000005|11.42472965|6105.426726|24.65365821|0.017637846|-233.3911134|766.4127559|0.0|1.0|0.0|3.89|21.0|-8.18|4.34|2.14|1.0|0.0|123.73|5.0|-6.34|413.51|0.0|3.66|4.46e-05|0.0185|0.00943|3.49|6.609999999999999e-09|2.73e-06|-0.04734|5.7620000000000005|-1317.766641|-1317.736865|721.17|1231.3|329.52|0.3575|215.17|587.53|0.68906|0.1595|-0.15579|4.7752|-0.20313|85.0|7.0706|7.0706
4h_a46|-3.74433321|0|0|0|0.090767245|1|7.825245291|1|0.3002050539999999|2.134072222|0.128214845|2|0.040890805|-0.057256598|-0.021951549|-0.09922757|1|1|0.003087227|-0.0488847059999999|-0.516344924|0.739180305|0.7543177040000001|0.075704004|-0.134568896|0.7955809979999999|-0.083155747|-0.083997524|0.659584488|105.2773797|-51.70985599|0.805506105|74.99848132|-23.9655397|73.14480467|0.4866209529999999|3472.1185880000003|601.9869510999999|-1581.72562|3180.526173|-18.803584|8.138240742999999|15.85230406|7808.347937|29.75215152|0.011589523|-479.405829|1021.999374|1.0|0.0|2.0|2.99|23.0|-9.2|3.46|2.27|2.0|0.0|142.08|6.0|-6.38|502.63|1.0|3.82|2.97e-07|0.000149|0.00104|4.21|6.38e-10|3.210000000000001e-07|-0.0389199999999999|4.2444|-1923.926093|-1923.878801|792.61|1397.46|296.62|0.5451|292.11|682.14|0.54445|291.0|-0.1711599999999999|1.7601|-0.21008|229.0|6.6402|6.6402
41_a18|0.0|0|0|0|0.0|0|7.03438793|2|1.251176562|0.0|0.115127295|1|0.038034188|-0.089781154|0.022493846|0.0212700929999999|0|0|-0.002136837|-0.0091068809999999|-0.5421253970000001|0.759941674|0.733589101|-0.032217299|0.037097204|0.774395455|-0.1020290859999999|-0.089139464|0.3888308139999999|347.42621339999994|-41.89408289|0.903239484|65.83786886|-25.62671923|76.49358329|0.487248278|2899.29167|503.8398786|-1588.856592|1491.296991|-17.56848637|8.787657952|17.13823195|6605.095612|28.37200951|0.006896617|-552.8844577000001|897.5188662|1.0|1.0|3.0|0.0|18.0|-8.38|3.26|2.94|2.0|1.0|141.34|3.0|-6.38|452.55|0.0|2.53|2.76e-06|0.00125|0.0042899999999999|3.78|4.18e-09|1.89e-06|-0.04956|3.2123|-1454.374793|-1454.3467460000002|736.59|1294.52|385.97|482.0|385.97|576.83|0.69308|482.0|-0.1319|2.0934|-0.1814599999999999|369.0|6433.0|6433.0
12v_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.604983445|0.0|0.037440652|2|0.04625323|-0.099831334|0.020607357|-0.04950715|1|1|0.001805829|-0.0857954809999999|-0.471153275|0.8149999040000001|0.83236194|-0.029852321|-0.080971844|0.889479916|-0.077138874|-0.0971402169999999|0.404950755|82.09302037|-44.46327619|0.806069067|75.73440678|-25.48342433|62.89402328|0.478535287|3001.758432|575.1512171|-1248.687792|2483.120571|-17.2408622|8.114588039|15.56114504|6952.110426|31.6144427|0.014801518|-414.1432908000001|685.6665849999999|1.0|0.0|1.0|0.0|17.0|-7.8|5.11|3.79|2.0|0.0|137.3|4.0|-5.52|467.37|0.0|3.59|2.64e-07|0.000123|0.0004269999999999|5.12|1.58e-08|7.39e-06|-0.0563|3.5507|-2494.963646|-2494.92869|715.58|1209.1|349.18|0.1601|349.18|573.82|0.68405|0.1601|-0.1505099999999999|2.9171|-0.20681|22.0|7.6596|7.6596
1i_a5|0.0|1|0|0|-4.358943904|0|6.605297921|0|1.219028472|0.0|-0.145964178|2|0.0253888889999999|0.018196138|-0.174016111|-0.003198529|1|1|-0.000700145|0.004923698|-0.403861432|0.525406088|0.780175595|-0.058385936|-0.00496377|0.8436458929999999|-0.091178745|-0.084018635|0.4729402929999999|201.1526326|-26.09853285|0.759459597|57.78921354|-19.90145306|55.43870932|0.4697279689999999|2482.831286|494.6981114|-796.0581225|942.1618767|-11.09187646|7.314842247|13.79450888|5432.586961|26.20475553|0.0196689|-289.21443910000005|403.396385|1.0|1.0|1.0|2.04|23.0|-8.88|5.48|2.73|2.0|0.0|95.49|6.0|-5.73|366.34|1.0|4.12|1.6100000000000002e-05|0.00589|0.00396|3.95|1.3300000000000002e-09|4.86e-07|-0.05729|4.7243|-1288.356212|-1288.322373|569.42|957.58|283.08|0.7585|262.44|443.05|0.50107|0.0207|-0.17945|2.6336|-0.23674|24.0|7.6198|7.6198
12ae_a36|-3.3501500230000003|1|0|0|0.0|0|7.412764017000001|2|0.299253957|0.0|0.069118289|2|0.041555556|0.087069205|-0.083959343|0.006615826|1|1|-0.001160331|-0.261631709|-0.513686975|0.8183043390000001|0.831101086|-0.0931249669999999|0.010209009|0.8837136859999999|-0.085851235|-0.105648609|0.439268891|96.60079598|-58.64180087|0.6849975640000001|97.76153993|-27.14173115|81.74750345|0.465246185|3486.122819|533.6188092|-1574.220407|2634.745208|-20.22131065|8.676756505|16.22570287|7331.209763|39.62310606|0.025570256|-275.6561988|805.2286932|0.0|0.0|3.0|0.0|17.0|-6.87|1.28|0.84|1.0|0.0|142.02|6.0|-8.03|474.54|0.0|1.18|0.0001409999999999|0.0668|0.0897|1.64|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|-1876.203168|-1876.152311|754.15|1281.69|320.67|0.4832|236.84|615.71|0.68591|0.3366|-0.1566|6.7458|-0.21149|15.0|7.8239|7.8239
15c_a10|0.0|0|0|0|0.0|1|7.535296702|2|1.343850105|2.154210861|-0.236118846|3|0.034807692|-0.06400528|-0.1036030219999999|0.0123939039999999|1|1|0.012271987|-0.35845963|-0.1742732839999999|0.7655272009999999|0.7351096359999999|-0.03167553|0.022187689|0.772328328|-0.046967376|-0.072537853|0.418835517|65.41494073|-34.91899195|0.528228415|66.5866765|-13.36848349|42.7883594|0.449308156|3012.018586|627.5338454|-855.5829431|1817.047455|-9.275357237|8.639636218|15.6886947|6673.826433|25.30814911|0.023432886|-39.17102961|924.9341455|0.0|1.0|0.0|4.09|21.0|-7.79|3.77|1.74|1.0|0.0|141.96|6.0|-6.99|454.57|0.0|3.1|0.0001419999999999|0.0646|0.0122|2.94|1.6100000000000002e-08|7.3e-06|-0.04724|5.5913|-1450.241475|-1450.500669|762.21|1318.35|337.75|0.3939999999999999|221.75|595.63|0.70511|0.0|-0.14739|2.4256|-0.19463|0.1|7.0|7.0
16_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|0.605020428|0.0|0.183636734|2|0.045993266|0.027762972|-0.013328983|-0.018884246|1|1|-0.008409607|0.008045619|-0.614173961|0.659478546|0.767641592|-0.142670655|-0.031683873|0.838125715|-0.108919585|-0.100138414|0.252612735|248.6415425|-24.42909382|0.8296818009999999|56.56724056|-20.36587865|59.82469895|0.484889078|2184.788331|344.4962834|-692.4398741|1290.305313|-10.05903863|5.780331402000001|11.22152755|4733.033232|24.54661368|0.0143895839999999|-325.670405|328.71459869999995|1.0|1.0|1.0|2.59|21.0|-7.16|4.74|2.26|0.0|0.0|90.44|4.0|-5.89|322.36|0.0|3.5|1.05e-05|0.0033799999999999|0.0104|3.35|6.97e-08|2.25e-05|-0.07095|3.2208|-1371.388717|-1371.360243|520.28|856.09|384.94|0.3866|384.94|368.22|0.6944100000000001|0.3866|-0.13195|2.8688|-0.2029|42.0|7.3768|7.3768
14g_a23|0.0|0|1|1|-4.794439428|2|7.423568444|0|1.197957711|3.0793867980000003|0.180361525|2|0.0422736629999999|0.058422864|-0.031968899|-0.030586527|2|2|-0.0004039459999999|-0.2952674819999999|-0.648987099|0.598213287|0.796412133|0.010202051|-0.044895912|0.854683662|-0.072819606|-0.096288005|0.297855753|95.64648102|-48.76552945|0.780315815|83.15907597|-29.55936307|64.87554405|0.461846955|3400.464046|645.7104105000001|-1507.527516|2531.8503170000004|-21.03611074|8.788027188|16.32997765|8005.353973|37.88128151|0.020564836|-398.9771038|676.4530574|0.0|0.0|1.0|3.79|26.0|-7.95|3.97|3.04|2.0|1.0|126.97|8.0|-5.94|495.48|1.0|4.35|1.29e-07|6.38e-05|0.0004969999999999|4.76|1.12e-08|5.57e-06|-0.08011|3.7042|-2042.1835260000005|-2042.161409|730.13|1233.48|334.71|0.3478|334.71|583.38|0.56658|0.3478|-0.1519|7.2913|-0.23201|0.01|8.0|8.0
1m_a5|0.0|1|0|0|0.0|0|6.605297921|0|1.3047206409999998|0.0|-0.252787668|2|0.026339869|-0.07112464|-0.10797859|-0.011848312|1|1|0.00520748|0.07132816|-0.2274929269999999|0.691858366|0.7824502320000001|0.077347244|-0.022280685|0.851987765|-0.070959368|-0.071478865|0.429612762|154.6334216|-19.83596661|0.73847373|46.74648368|-15.26528941|42.13785007|0.482646195|2183.167528|464.8375158|-564.8157081|841.0375686000001|-8.041608085|6.911100301|13.35855701|4584.808374|20.67140479|0.0172594319999999|-251.2513491|383.4128238|1.0|1.0|1.0|2.11|23.0|-8.63|5.11|2.4|1.0|0.0|95.5|3.0|-5.71|332.79|0.0|3.63|2.99e-05|0.00996|0.00607|3.69|2.35e-09|7.82e-07|-0.0507699999999999|4.6678|-1410.912452|-1410.88022|553.42|926.13|281.89|0.5497|265.61|423.2|0.45426|0.2373|-0.1778|1939.0|-0.22857|43.0|7.3665|7.3665
8d_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0.609420756|0.0|0.143684876|0|0.0388738739999999|0.062782795|-0.044765977|-0.0682721729999999|3|3|-0.005162219|0.002805572|-0.629535754|0.825020753|0.825978584|-0.054095278|-0.11492754|0.875986707|-0.109612139|-0.109968322|0.261692269|321.2496412|-43.43251025|0.708567136|81.54594837|-21.03349629|78.89798692|0.47012654|2556.198518|446.6450457|-967.5408291|2371.595484|-13.21859008|8.106843676|15.29958432|5523.492436|29.684549600000004|0.019788058|-262.14980440000005|557.1050635|1.0|0.0|2.0|2.84|19.0|-7.26|6.42|1.1|1.0|0.0|110.38|4.0|-6.47|397.52|1.0|3.57|8.41e-07|0.000334|0.0173|3.17|5.51e-08|2.19e-05|-0.0535|3.5588|-1880.773727|-1880.733071|671.71|111.16|348.39|0.3018|348.39|540.98|0.7026100000000001|0.3018|-0.14765|1.0269|-0.20115|8.0|8.0809|8.0809
20_a31|0.0|1|1|1|0.0|0|7.765993078999999|0|0.609420757|0.0|0.0469387759999999|0|0.03995614|-0.013040402|-0.020082435|-0.078213611|3|3|-0.001662219|-0.1534110109999999|-0.594513619|0.788133615|0.8602874540000001|0.028036914|-0.131662689|0.912372776|-0.085849869|-0.110195543|0.246878555|64.42171513|-43.27297051|0.710707042|81.35171021|-21.01650877|65.91404723|0.464597945|2576.1287230000003|498.4558574|-966.7594033|1758.762093|-13.1700345|8.289864307|15.48343758|5678.167489|29.5712685|0.019624081|-264.0799235|557.1050635|1.0|1.0|2.0|2.74|19.0|-7.65|6.49|1.1|1.0|0.0|110.47|4.0|-6.39|397.52|1.0|3.6|1.24e-06|0.000493|0.0146|3.29|2.23e-08|8.86e-06|-0.06065|3.5381|-1880.768349|-1880.734655|666.67|1113.19|350.43|0.2011|350.43|560.67|0.7036600000000001|0.2011|-0.1483|3.7403|-0.20895|8.0|8.0862|8.0862
SB431542_a8|0.0|1|0|0|0.0|1|7.535296702|1|1.401734117|1.4114120369999998|-0.007805495|1|0.041909722|0.096884952|-0.029382296|-0.0453332859999999|1|1|-0.005306541|0.089375589|-0.494976661|0.76592324|0.762577159|0.229470029|-0.072891515|0.8220300859999999|-0.128342313|-0.124595991|0.274152231|170.1252996|-44.6389196|0.7608280590000001|89.64885355|-29.18257067|97.60813043|0.476091179|2801.428659|338.38158389999995|-1342.398251|1947.072021|-17.46740332|7.360028263999999|14.04829994|6203.505123|38.35632812|0.025179219|-312.2404091|529.053307|0.0|0.0|2.0|2.75|23.0|-6.76|3.13|1.9|1.0|0.0|109.21|5.0|-7.04|400.39|0.0|2.58|3.99e-05|16.0|0.0292|2.4|1.74e-07|6.96e-05||||||||||||||||79.08|4.1019|4.1019
12aq_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|1.297043497|0.0|0.0332421529999999|2|0.041728395|0.076517478|-0.1031859869999999|-0.028591187|1|1|-0.004569485|-0.090926893|-0.5356623070000001|0.892815402|0.839953955|-0.0606936879999999|-0.047695595|0.89459881|-0.1093001919999999|-0.122078233|0.162384515|86.6958382|-54.49698711|0.7619767479999999|95.39676382|-28.69889692|87.31909781|0.426481765|2932.54604|455.31741460000006|-1549.740434|2906.024504|-19.17486584|8.596645087999999|14.98931431|6296.75201|37.66374367|0.020701483|-350.0740123|689.2886595|0.0|0.0|3.0|0.0|17.0|-6.14|1.92|1.28|1.0|0.0|131.85|5.0|-7.79|424.46|0.0|1.15|0.000304|129.0|152.0|1.55|7.19e-07|0.000305|-0.06059|3.9049|-1401.669694|-1401.637414|703.04|1190.22|367.26|0.4988|317.51|534.96|0.7058300000000001|0.0059|-0.13908|6.7649|-0.19967|55.0|7.2596|7.2596
14b_a50|0.0|0|1|1|0.0|2|7.934155233999999|2|1.267593742|4.240438135|-0.092558007|2|0.030219907|-0.068176984|0.037777505|-0.041169251|2|2|0.011249462|-0.280243276|-0.306633966|0.74726683|0.7887047979999999|0.030057537|-0.076752616|0.831689551|-0.050362464|-0.076674952|0.7031402240000001|25.31245624|-32.9673668|0.637281054|64.58491917|-16.75898192|47.72661339|0.445384689|2967.872393|592.81677|-1005.538915|2984.248708|-10.98912227|6.3538844910000005|11.45638132|6737.145102|26.29763086|0.021820402|-180.03459850000002|825.4425942|1.0|1.0|0.0|3.64|20.0|-6.86|3.72|2.32|2.0|0.0|128.39|5.0|-6.5|441.52|0.0|3.6|2.51e-05|0.0111|0.0074099999999999|3.51|1.3900000000000001e-07|6.12e-05|-0.02486|5.2834|-1431.068494|-1431.037684|718.64|1253.87|304.07|0.1637|234.67|533.25|0.64303|0.1373|-0.16874|5.3711|-0.1936|6.58|5.1818|5.1818
16_a4|0.0|0|0|0|0.0|1|7.535296702|1|1.398650725|1.843196334|-0.219944434|1|0.04501634|0.007101649|-0.148022089|0.019290123|1|1|0.006466406|-0.0513920109999999|-0.214481956|0.490768328|0.774455255|-0.0894138519999999|0.0293772029999999|0.8366279120000001|-0.073335635|-0.080093659|0.292255386|13.51923899|-19.42906425|0.832461695|45.11883447|-16.43666742|42.88070889|0.455802506|2101.6948030000003|389.0176968|-591.7200271|1522.164774|-8.095443438|5.548106463|10.19502391|4520.2597670000005|19.74465314|0.0115138339999999|-327.4903335|322.8922084|1.0|0.0|0.0|3.08|17.0|-6.36|4.49|3.44|1.0|0.0|85.02|4.0|-5.64|309.31|0.0|3.91|0.0001199999999999|0.0371|0.0114|3.59|4.33e-07|0.000134|-0.03965|4511.0|-1057.494456|-1057.478071|515.68|856.55|293.41|0.2213|274.85|407.99|0.54061|0.1006|-0.17375|1863.0|-0.2134|343.0|6.4647|6.4647
5b_a49|0.0|0|0|0|0.0|1|7.853604813|2|1.343848745|2.119588967|0.1108916119999999|2|0.034466231|-0.072128552|-0.0695402359999999|0.059834711|1|1|0.006696215|-0.230763367|-0.515894968|0.6981815290000001|0.7843021|-0.006962617|0.099724518|0.839963111|-0.0698098759999999|-0.076494119|0.615864196|170.0796998|-26.42668087|0.608694741|59.85065205|-15.28671785|52.97561349|0.475192312|2764.188493|468.4133145|-764.3358925|1956.050085|-8.985071494|6.270195553|11.94760614|6225.302624|25.1139312|0.025332565|-127.7749783|612.7019937000001|0.0|1.0|1.0|2.9|21.0|-7.24|2.98|2.07|1.0|0.0|122.26|4.0|-7.24|396.44|0.0|2.58|0.000496|0.1969999999999999|0.0468|2.08|5.79e-08|2.3e-05|-0.04453|5.1653|-1292.139616|-1292.100239|633.92|1093.32|316.21|0.4653|240.03|451.32|0.65269|0.0747|-0.1624799999999999|4.3767|-0.20701|28.0|7.5528|7.5528
9_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|0.605017128|0.0|0.187952252|1|0.034166667|-0.126542538|0.065373003|0.023606557|1|1|-0.003863265|0.141996379|-0.614170287|0.923357627|0.6729843740000001|-0.260349706|0.042154567|0.7327715159999999|-0.095161413|-0.083555008|0.506753484|223.4501605|-18.47392835|0.886859678|43.50933802|-17.96047462|48.21513485|0.413418346|2017.0704920000005|398.0331029|-628.6166118|1383.145159|-8.445224386|5.004834198999999|8.532203772|4430.929894|20.25176593|0.008976383|-363.8118546|349.6957191|1.0|1.0|1.0|2.44|21.0|-7.26|4.9|2.42|1.0|0.0|92.69|2.0|-5.21|303.38|0.0|3.7|2.96e-06|0.000899|0.00379|4.14|5.5e-08|1.67e-05|-0.03999|5.8185|-1256.087705|-1256.0634710000002|512.44|857.36|331.9|0.2069|213.09|350.27|0.6724600000000001|0.1127|-0.15834|2.0863|-0.19833|10965.0|4.96|4.96
12ao_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|1.297043885|0.0|-0.058597382|2|0.042739018|0.0895536619999999|-0.113963585|-0.033032344|1|1|0.003724542|-0.1619981409999999|-0.435820128|0.90500247|0.82626942|0.040831815|-0.05785124|0.8800240009999999|-0.077866573|-0.1019516769999999|0.264688501|85.17634667|-44.63177966|0.7820981779999999|78.51108393|-24.98362913|63.28698809|0.462968912|2794.663089|550.8740683|-1349.115973|2298.760179|-16.53028876|8.769931502999999|16.33039817|5943.227395|31.9443643|0.016708791|-373.2975961|698.847203|1.0|0.0|2.0|0.0|17.0|-7.01|3.62|2.38|1.0|0.0|133.84|4.0|-6.34|407.47|0.0|2.37|2.6e-05|0.0106|0.0115|3.45|9.66e-08|3.94e-05|-0.05455|4.6597|-1310.361099|-1310.328652|701.9|1190.17|356.86|0.6249|266.08|548.59|0.7045|0.0033|-0.14207|5.4691|-0.19662|0.03|7.5229|7.5229
11_a27|0.0|1|0|0|0.0|0|7.535296702|2|1.1606177359999998|0.0|0.100091619|2|0.042533875|-0.080272515|-0.0864111069999999|-0.027287578|0|0|0.005111147|-0.067428705|-0.488734846|0.734834532|0.814843016|-0.0357410779999999|-0.043616687|0.8629676709999999|-0.079921166|-0.094820973|0.349764196|143.3238715|-26.52978026|0.8088958709999999|56.8702158|-18.14137056|50.82822357|0.4528656239999999|2339.465471|404.4089873|-852.6444161000001|1646.903525|-9.595877966|5.231762955|9.562117063|5186.240841|22.42732497|0.012694323|-326.780942|504.209846|1.0|0.0|1.0|0.0|16.0|-6.09|2.72|3.06|0.0|0.0|106.33|4.0|-6.47|345.4|0.0|2.04|0.000207|0.0716|0.0326|2.73|8.2e-07|0.000283|-0.05985|3.3426|-1122.456105|-1122.433411|571.4|974.29|499.21|0.3492|370.92|415.32|0.59222|0.0793|-0.1022|3.1278|-0.16205|5.0|8301.0|8301.0
3a_a49|0.0|0|0|0|0.0|1|7.535296702|1|1.343850114|2.09865947|-0.05210989|2|0.0355787039999999|-0.044367345|-0.060613765|0.00497674|1|1|0.000521532|0.003978478|-0.421478185|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.8704151529999999|-0.094437035|-0.088484274|0.526915193|107.4001347|-30.35026007|0.689774813|64.2037853|-17.97906469|64.79936082|0.474653816|2599.121578|426.893216|-880.9741697000001|1793.526571|-10.52968207|6.566343333|12.49907878|5792.106924000001|26.06512204|0.021141449|-222.2883651|578.2841135|0.0|1.0|2.0|2.11|21.0|-7.19|2.77|1.04|1.0|0.0|112.14|5.0|-7.67|384.43|0.0|2.02|0.000878|0.3379999999999999|193.0|1.38|6.52e-08|2.51e-05|-0.05732|5.1647|-1254.012043|-1253.973708|635.89|1082.21|320.04|0.3467|240.06|449.68|0.66614|0.0793|-0.15978|3801.0|-0.2171|64.0|7.1938|7.1938
14a_a10|0.0|0|0|0|0.0|1|7.535296702|2|1.3438495730000002|2.156210368|-0.2090476269999999|3|0.035660377|0.027446544|-0.045759336|-0.00421565|1|1|0.012272222|-0.344811314|-0.168193178|0.76857495|0.7348225290000001|-0.011977878|-0.007680215|0.770129205|-0.044416218|-0.070610745|0.43555903|67.52851799|-37.18086445|0.542015878|67.14248252|-13.76552695|42.07091945|0.469029865|3075.550631|661.4615097|-922.2903058|1774.8853399999998|-9.988888957|10.0292632|18.88856367|6754.660977|25.39690722|0.0219172279999999|-60.97724212|1003.968547|0.0|1.0|0.0|4.4|21.0|-8.18|4.16|1.94|1.0|0.0|146.76|6.0|-6.82|468.59|0.0|3.43|6.159999999999999e-05|0.0288|0.00743|3.29|6.55e-09|3.07e-06|-46.0|5.5808|-1489.655581|-1489.803158|800.01|1380.89|326.1|0.2835|222.16|645.26|0.7047100000000001|0.0005|0.2422099999999999|3.1205|0.19621|74.0|7.1308|7.1308
8_a1 (SB-202620)|0.0|1|0|0|0.0|0|6.86171134|0|1.4323973840000002|0.0|0.106916453|1|0.037578348|-0.0443137679999999|-0.1402198369999999|0.037553634|1|1|-0.0106277489999999|-0.042643966|-0.612004804|0.674381582|0.743088715|-0.042789124|0.063001656|0.805476065|-0.117682533|-0.105271458|0.174628594|208.2071465|-33.88588996|0.7742395870000001|70.8721358|-23.30777912|75.57687443|0.4564697679999999|2431.842132|368.1943149|-955.6189441|1736.664204|-13.22376193|7.432247389|13.67402758|5170.286136|30.104091200000003|0.019645498|-311.18185800000003|433.2550452|1.0|1.0|2.0|2.21|23.0|-8.02|4.86|2.78|2.0|0.0|99.61|5.0|-5.94|359.35|0.0|3.7|1.14e-05|0.0041|0.00713|3.6|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|-1223.279021|-1223.117248|586.27|977.87|364.11|0.5339|364.11|460.4|0.7026600000000001|0.5339|-0.13683|3.4563|-0.2105199999999999|0.4|6.3979|6.3979
