molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aRing|AATSC1pe|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
35_a18|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.00622005|4.844187086|1|-0.069149293|-0.44784362|-7.44e-05|0.027469086|0|0.00113101|-0.078001173|0|0.737701788|0.737094825|-0.032017257|0.7277482059999999|0|0.800765945|-0.081822342|-0.084219749|0.3888901179999999|0.008853796|-60.302584200000005|6.525195505|118.7214377|146.8343246|-0.033440195|-45.74482543|4.809030636|74.92670772|0.874573807|1761.858479|-18.16338657|9.184536969|17.18442554|0.87101708|92.43836482|-552.1173777|5.862051629|1.0|1.0|0.0|1.0|4.3|-9.55|3.35|85.29|3.0|1.0|151.05|1.0|8.0|-6.06|-6.0|480.6|0.0|0.0|3.07|8.629999999999999e-07|0.000415|2.96e-06|0.0014199999999999|4.55|0.0|0.0|2.81e-10|-0.04879|8.09|-1532.976969|796.47|1400.62|385.69|657.07|0.69279|0.69279|-1532.557542|-1532.627182|2.7788|24.0|7.6198
17c_a50|0.0|0|1|1|0.0|0.0|2|2|2|4.349159921|-0.002676029|5.82008293|2|0.021572081|-0.1766179239999999|0.01130519|-0.144763835|2|0.012222674|-0.233451925|1|0.762883243|0.774994313|-0.139943634|0.728169863|1|0.89719894|-0.051905615|-0.073693343|0.446454378|0.021675174|-35.70979598|14.91199042|133.46240020000002|70.72462009999998|-0.021745577|-34.87982686|10.25908547|94.15397246|0.569750429|2014.72331|-10.29240792|8.310163601000001|16.45688922|0.98033276|296.00120400000003|-95.97318605|16.02658985|0.0|1.0|1.0|1.0|4.12|-6.79|3.53|61.0|1.0|0.0|134.28|1.0|6.0|-3.8|-6.96|440.54|0.0|1.0|3.1|0.000158|0.0698|3.75e-05|0.0165|2.86|0.0|0.0|1.6100000000000005e-07|-0.03121|2.74|-1411.157813|746.5|1289.05|292.44|596.23|0.63122|0.66213|-1410.838844|-1410.902767|8.5146|69.0|7.1612
12h_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.00737961|5.351858133|2|-0.074988669|-0.391119352|0.001139238|0.001698966|1|0.002064369|-0.0541804029999999|1|0.669561738|0.831176513|0.008644634|0.64876559|0|0.763568404|-0.083127678|-0.09907575|0.353607682|0.017389133|-52.88851758|11.06352871|89.66095835|150.42542849999998|-0.038417127|-40.10503079|7.038974807000001|0.0|0.7979748729999999|2268.811589|-15.55093031|8.066818026|15.1759206|0.881277172|128.5349203|-379.1625034|10.10721793|1.0|0.0|1.0|1.0|4.63|-6.9|3.18|81.65|2.0|0.0|127.24|1.0|5.0|-5.39|-6.02|416.47|0.0|0.0|2.92|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|-0.05347|4.07|-1674.977665|672.54|1132.06|246.54|518.06|-0.26697|0.68543|-1674.777786|-1674.838376|3.4138|9.0|8065.0
13b_a6|0.0|1|0|0|3.423777636|0.0|0|1|1|0.0|-0.011206134|5.351858133|1|0.060593678|-0.6051312529999999|-0.00460563|-0.104663349|1|-0.00194781|-0.10896749|1|0.850080948|0.7788169070000001|-0.029988734|0.8013954109999999|0|0.7757172059999999|-0.093125205|-0.112915801|0.202093555|0.032036214|-61.06841733|21.00828557|154.7847961|147.0772097|-0.0406496879999999|-48.5571926|13.77653618|554.4007331|0.757233678|2587.000662|-17.48058934|9.087172635|15.37022155|0.69141956|159.1980937|-337.3706117|13.35319491|1.0|1.0|1.0|1.0|3.56|-9.01|4.32|95.85|2.0|0.0|116.79|1.0|5.0|-5.51|-6.1|409.44|0.0|0.0|3.45|3.11e-06|0.0012699999999999|1.02e-05|0.00417|3.8|0.0|0.0|9.77e-10|-0.0525799999999999|4.04|-1350.061187|694.33|1167.21|255.67|574.07|0.58026|0.7006600000000001|-1349.837661|-1349.898848|13.5746|174.0|6.7595
12c_a31|0.0|1|0|0|3.387641566|0.0|0|1|1|0.0|-0.013026643|5.733341277|0|-0.030192572|-0.690412101|-0.003618466|-0.094991098|2|-0.000813398|-0.138799714|0|0.8083148840000001|0.842823186|0.066071056|0.770283733|0|0.665463503|-0.104643824|-0.129736755|0.343619017|0.030543026|-66.41224264|19.38414321|153.400467|212.313715|-0.036326291|-52.25551342|12.30215386|553.8695417|0.6817087|1894.297124|-14.63154376|8.091269314|14.67172662|0.813278739|202.0036947|-230.6429907|14.95027019|1.0|1.0|1.0|1.0|3.69|-7.24|3.7|117.37|2.0|0.0|108.16|1.0|8.0|-5.23|-6.53|398.48|0.0|0.0|3.32|5.85e-06|0.00233|6.94e-05|0.0277|3.1|0.0|0.0|5.79e-08|-0.0338399999999999|4.6|-1618.112841|679.71|1138.89|323.48|578.69|0.7007399999999999|0.7007399999999999|-1617.888981|-1617.951882|2.2908|0.38|6.4202
4c_a49|0.0|0|0|0|0.0|0.0|1|1|1|2.102052126|-0.0057600559999999|5.4161004020000005|2|-0.099764463|-0.339843311|0.001379959|-0.102999091|1|0.00202792|-0.001005604|2|0.7745214140000001|0.7796063109999999|-0.052237757|0.752601535|1|0.76159824|-0.087753156|-0.086290519|0.407675441|0.012079228|-56.5385923|7.782541015|82.02101639|153.60017230000005|-0.029809452|-35.82016427|5.014223225|59.70585149|0.724053828|1683.872161|-12.37423857|8.474369008|16.089682800000002|0.898629005|177.78970959999998|-288.71184960000005|11.182784300000002|1.0|1.0|1.0|1.0|3.49|-7.97|3.19|98.72|1.0|0.0|120.43|1.0|7.0|-3.5|-7.53|412.49|0.0|0.0|2.6|0.000314|0.13|0.000265|109.0|1.81|0.0|0.0|1.07e-08|-0.0623299999999999|3.04|-1332.607539|705.55|1199.04|216.0|533.87|0.4164199999999999|0.67789|-1332.336755|-1332.398001|4.9358|255.0|6.5935
19_a3|0.0|1|0|0|2.917217813|0.0|0|0|0|0.0|-0.003417504|4.59511985|3|-0.008897473|-0.129865138|0.006821053|0.156485495|1|0.006731579|-0.037291767|3|0.718266758|0.758995484|-0.0150769919999999|0.687139108|1|0.853017902|-0.067674689|-0.087730634|0.225451546|0.0116401719999999|-31.50932639|5.419662458|161.5312186|68.43484547|-0.032585664|-19.01853079|2.523394126|0.0|0.75798185|869.7868956|-7.064025721|5.342307798999999|10.21110415|0.911365749|112.6836188|-240.2326308|7.706796952|1.0|1.0|0.0|1.0|2.81|-7.21|3.39|67.35|0.0|0.0|85.32|1.0|2.0|-3.24|-6.5|287.32|0.0|1.0|2.45|0.000578|166.0|0.000266|0.0764|2.19|0.0|0.0|6.18e-08|-0.05757|2.43|-929.2608626|499.93|832.23|314.28|362.92|0.67351|0.67351|-929.14689|-929.193831|2.8758|23.0|7.6383
14n_a23|0.0|0|1|1|0.0|0.0|2|0|0|3.3716621960000004|-0.0068536419999999|5.351858133|2|0.079559363|-0.376950283|0.010561248|-0.049694913|2|0.010508236|-0.110069159|2|0.756252127|0.802854174|0.219354173|0.71381683|1|0.89327435|-0.058928845|-0.082430028|0.209387766|0.027028617|-39.82324087|18.26553926|97.93357279|72.12361433|-0.032325501|-37.64460956|12.34358104|97.39429807|0.6868205409999999|2195.877777|-14.76259199|8.662092555|16.33144958|0.885393105|211.642042|-252.5011125|16.3874892|0.0|0.0|1.0|1.0|3.53|-7.51|4.03|114.25|2.0|1.0|126.78|1.0|6.0|-5.63|-6.47|441.51|0.0|0.0|3.48|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|0.0|3.11e-08|-0.06951|3.23|-1744.42791|710.48|1209.95|362.35|575.71|0.6955|0.6955|-1744.1828670000002|-1744.244532|7.2975|1.0|9.2441
3c_a49|0.0|0|0|0|0.0|0.0|1|1|1|2.108416128|-0.004876919|5.4161004020000005|2|-0.04696024|-0.248722888|0.006218639|-0.05815918|1|0.006470561|-0.0612829229999999|2|0.666785606|0.802792677|0.005559828|0.64702083|1|0.7963363840000001|-0.071786669|-0.074135885|0.501887054|0.0148240689999999|-41.0524769|8.477406111|89.34479838|116.4686425|-0.0252377479999999|-24.24485565|4.8479546860000005|77.29181095|0.637222556|1667.1178220000002|-8.253567879|6.567311051|12.60874968|0.919925763|207.4607002|-156.9462939|12.45751629|0.0|1.0|1.0|1.0|3.18|-7.54|3.87|72.7|1.0|0.0|109.43|1.0|4.0|-3.45|-6.93|369.42|0.0|1.0|2.86|0.0003509999999999|0.13|0.000137|0.0505|2.29|0.0|0.0|2.89e-08|-0.0606|3.99|-1198.634822|613.33|1046.53|240.36|456.22|0.32539|0.6692100000000001|-1198.430306|-1198.484646|3.7789|87.0|7.0605
5_a18 (BIBF0775)|0.0|0|0|0|0.0|0.0|0|2|2|0.0|-0.005220163|4.844187086|1|-0.0366107389999999|-0.391512249|0.002526619|0.0002403959999999|0|0.0036739159999999|-0.144352593|0|0.7140745620000001|0.7395978390000001|-0.001626287|0.7061155790000001|0|0.8432358679999999|-0.068989967|-0.078246932|0.420002762|0.008501088|-52.09190866|6.418873637000001|10.36586529|118.3671077|-0.029755876|-44.61038661|4.846666751|50.25564119|0.8159410579999999|1645.395714|-16.96451322|9.798677372|18.98829281|0.937842434|138.97646310000002|-477.1120625|8.178259299999999|0.0|1.0|0.0|1.0|4.42|-9.21|3.69|76.5|3.0|1.0|155.95|1.0|8.0|-6.07|-5.96|494.63|0.0|1.0|3.2|8.590000000000001e-07|0.000425|1.91e-06|0.000946|4.73|0.0|0.0|6.18e-10|-0.04938|8.45|-1572.290174|817.02|1446.02|378.13|691.68|0.69298|0.69298|-1571.843719|-1571.914419|2.8009|34.0|7.4685
33_a47|0.0|0|1|1|0.0|0.0|1|0|0|1.758479676|-0.004263267|4.727387819|3|-0.11544858|-0.183320497|0.002212256|-0.033554816|1|0.003634698|-0.147591116|3|0.63155995|0.82821379|0.065468525|0.607650682|1|0.8197001309999999|-0.060080724|-0.083739854|0.404334141|0.022346992|-32.1568697|11.96072985|30.94680001|96.50148984|-0.0272154529999999|-23.98884914|6.401714296000001|0.0|0.57681348|787.797733|-7.79637597|6.979305126|12.94292541|0.854471925|226.5011607|-82.22540944|15.83240237|0.0|1.0|1.0|1.0|3.08|-7.08|4.04|68.52|0.0|0.0|94.28|1.0|3.0|-3.26|-6.78|334.35|0.0|1.0|2.69|0.000546|183.0|0.000192|0.0643|2.19|0.0|0.0|8.339999999999999e-08|-0.05462|2.06|-1123.135036|566.29|934.34|296.13|423.52|0.67508|0.67508|-1122.992964|-1123.04547|6.2284|4.0|8.4
25_a47|0.0|0|1|1|0.0|0.0|1|0|0|1.234859637|-0.010144825|4.727387819|2|-0.055724653|-0.486951604|-0.003963349|-0.035030495|1|-0.00269275|-0.108691353|2|0.6553889970000001|0.8462332770000001|-0.077710529|0.622598899|1|0.786958319|-0.073339312|-0.08797211|0.574771479|0.020224271|-44.52300552|12.27779881|11.20142696|129.3338553|-0.031278972|-32.42203672|7.453635586|51.5831002|0.6238742279999999|1514.111398|-11.52783528|6.951055196|13.26689626|0.908616158|228.3393366|-150.4037281|17.76440561|0.0|1.0|1.0|0.0|3.26|-8.01|4.95|84.73|2.0|0.0|109.7|1.0|5.0|-4.99|-6.3|410.83|0.0|0.0|3.62|1.01e-05|0.00417|1.52e-05|0.00626|3.53|0.0|0.0|9.79e-09|-0.06331|4.78|-1735.385814|626.55|1062.81|258.29|491.7|0.53663|0.68761|-1735.2218059999998|-1735.279715|5.1625|16.0|7.8
1m_a5|0.0|1|0|0|2.934162514|0.0|0|0|0|0.0|-0.002410445|4.59511985|2|-0.07112464|-0.096417794|0.006422789|-0.10797859|1|0.00520748|0.042813643|2|0.691858366|0.7824502320000001|0.077347244|0.63664685|0|0.8823955520000001|-0.070959368|-0.071478865|0.429612762|0.009030414|-37.380714700000006|4.7571353730000006|154.6334216|61.95289543|-0.028977918|-19.83596661|2.506013299|0.235629561|0.73847373|841.0375686000001|-8.041608085|6.911100301|13.35855701|0.932913201|137.7695311|-251.2513491|9.092103139|1.0|1.0|0.0|1.0|2.69|-8.63|4.85|54.46|1.0|0.0|95.5|1.0|3.0|-4.52|-5.71|332.79|0.0|1.0|3.63|2.99e-05|0.00996|1.82e-05|0.00607|3.69|0.0|0.0|2.35e-09|-0.0507699999999999|3.48|-1410.88022|553.42|926.13|265.61|423.2|0.4527899999999999|0.45426|-1410.783167|-1410.833395|2.4582|43.0|7.3665
18_a34|0.0|0|0|0|0.0|0.0|1|1|1|1.801574074|-0.014733513|5.351858133|1|-0.100548575|-0.677741618|-0.001615187|-0.141332289|1|0.002183342|-0.3102088839999999|1|0.759292258|0.805756513|0.0468829359999999|0.713979177|0|0.68981472|-0.090328365|-0.129784908|0.295523326|0.040845819|-49.86847383|22.55015528|66.6880793|171.24705480000003|-0.0422555509999999|-39.55742812|12.44948722|54.26737825|0.695849945|1774.550004|-12.87916264|6.282442545|11.23989749|0.789096743|167.9151283|-216.2496321|15.11918774|1.0|1.0|1.0|0.0|3.28|-5.65|3.15|75.47|1.0|0.0|93.91|2.0|5.0|-4.32|-6.26|351.36|0.0|1.0|2.89|4.77e-05|0.0167|7.829999999999999e-05|0.0275|3.07|0.0|0.0|2.22e-06|-0.03925|5.07|-1199.259634|592.04|991.93|279.66|483.87|0.56101|0.60488|-1199.101028|-1199.158044|6.7806|2.43|5.6144
1o_a5|0.0|1|0|0|2.923171926|0.0|0|0|0|0.0|-0.002633927|4.59511985|2|-0.033273504|-0.1079910069999999|0.0057302559999999|-0.102739602|1|0.0051989459999999|0.038275248|2|0.670787375|0.78144982|-0.003561205|0.650008224|0|0.88430372|-0.079346457|-0.072886362|0.447318682|0.01325562|-42.63505279|7.122612351|167.3051756|62.16682117|-0.028770932|-21.04383087|3.827177229|1.01402588|0.699913551|833.537568|-8.306775343|7.522366517000001|14.20898333|0.8888980340000001|161.2447749|-214.8381946|10.95092849|1.0|1.0|1.0|1.0|2.81|-8.11|4.07|78.25|0.0|0.0|95.2|1.0|3.0|-4.08|-6.3|323.35|0.0|0.0|2.95|8.329999999999999e-05|0.0269|8.340000000000001e-05|27.0|2.78|0.0|0.0|7.85e-09|-0.07037|2.66|-1043.536121|561.04|938.37|275.45|443.88|0.4988899999999999|0.5492100000000001|-1043.422345|-1043.472984|5.4919|35.0|7.4559
34_a47|0.0|0|1|1|0.0|0.0|1|0|0|1.883479676|-0.004157676|4.727387819|3|-0.094313757|-0.191253079|0.003530307|-0.043634386|1|0.0047106|-0.1430639269999999|3|0.62974551|0.833786184|0.046668352|0.609110565|1|0.8260556609999999|-0.061957581|-0.090141168|0.437215023|0.019723558|-34.3104683|10.92238452|31.17423189|96.32577107|-0.029348287|-27.64315244|6.048527453999999|0.0|0.653993216|918.6458674|-9.000096143|7.066583143|12.96364153|0.834499257|191.6093987|-170.55473480000003|12.74960652|1.0|1.0|1.0|1.0|3.19|-7.47|4.52|68.52|0.0|0.0|99.09|1.0|4.0|-3.57|-6.66|348.38|0.0|1.0|3.02|0.000267|0.0929|0.000125|0.0436|2.49|0.0|0.0|3.36e-08|-0.0545|2.41|-1162.450678|585.79|980.02|294.66|436.88|0.6602399999999999|0.69314|-1162.283641|-1162.33788|6.2235|2.0|8.7
47o_a18|0.0|0|0|0|0.0|0.0|0|1|1|0.0|-0.006476544|4.844187086|0|-0.006238734|-0.4339284229999999|-0.00046896|0.011121222|0|0.000787517|-0.103458566|0|0.7452092359999999|0.7435044540000001|0.001673737|0.733228144|0|0.806872998|-0.077288013|-0.088436375|0.261785105|0.008692675|-56.13142962|6.313168526|77.37089184|140.2610102|-0.034545459|-46.6464782|4.585021184|82.54478365|0.872753077|1393.529823|-18.22128055|9.808930716|19.35260972|0.972958142|92.41474142|-541.4335917000001|6.002832126|1.0|1.0|0.0|1.0|4.17|-9.37|3.0|85.29|3.0|1.0|139.63|1.0|9.0|-5.66|-6.12|454.56|0.0|0.0|2.76|2.19e-06|0.000996|8.38e-06|0.00381|4.16|0.0|0.0|4.26e-10|-0.0502|7.62|-1455.547304|783.22|1352.29|385.04|706.49|0.69248|0.69248|-1455.162559|-1455.231246|2.8284|47.0|7.3279
3d_a32|0.0|1|1|1|3.503398526|0.0|0|0|0|0.0|-0.006420365|5.733341277|0|-0.0620110029999999|-0.269655316|0.000655875|-0.113314811|3|0.002004382|-0.076494363|0|0.8315372|0.8444218509999999|-0.069007775|0.77923808|1|0.892845502|-0.06869526|-0.093187219|0.2214902789999999|0.014419776|-37.19367587|7.807299836|62.43434632|58.01666174|-0.02867299|-27.31750365|4.22710649|0.0|0.720540286|1855.167124|-8.405385739|6.15119195|10.75032687|0.747681906|151.30787800000002|-238.8142619|8.697152881000001|1.0|1.0|1.0|1.0|3.34|-7.29|5.07|110.94|1.0|0.0|97.86|1.0|4.0|-6.55|-5.18|340.47|0.0|0.0|4.32|2.81e-07|9.58e-05|7.36e-06|0.00251|4.5|0.0|0.0|5.13e-08|-0.05482|3.42|-1672.733979|569.29|959.11|353.18|465.41|0.7035100000000001|0.7035100000000001|-1672.585902|-1672.638515|5.1728|8.0|8.0915
12av_a36|0.0|1|0|0|3.4520047430000003|0.0|0|2|2|0.0|-0.009925128|5.351858133|2|0.06882889|-0.605432791|-0.00233752|-0.021036176|1|-0.000472698|-0.126068378|1|0.859938421|0.8076780109999999|-0.018133027|0.817582774|0|0.752447733|-0.082283524|-0.105593135|0.277834652|0.021666882|-57.31621925|15.09249582|99.2415672|172.4374372|-0.035197712|-51.2347934|10.51297704|124.9387725|0.671916917|2354.591519|-17.07826447|8.975655204|17.64042914|0.965363947|228.5327731|-239.5042702|17.95719936|0.0|0.0|0.0|1.0|4.96|-6.93|1.65|98.3|1.0|0.0|138.06|1.0|7.0|-3.54|-7.66|438.48|0.0|0.0|1.47|0.000292|128.0|0.000227|0.0997|1.85|0.0|0.0|1.1800000000000001e-07|-0.05307|4.5|-1440.945099|733.21|1247.28|256.12|588.31|0.43212|0.70455|-1440.67411|-1440.738332|6.1075|39.0|7.4089
28_a47|0.0|0|1|1|0.0|0.0|1|0|0|1.408016295|-0.009689834|4.727387819|2|0.023813594|-0.436042548|-0.013020816|-0.00496711|1|-0.010153352|-0.046265509|2|0.635684951|0.832144916|-0.175007067|0.614975047|1|0.605349345|-0.1132830309999999|-0.106779291|0.310094808|0.026080156|-67.33744077|15.50250691|365.2310214|234.5873429|-0.038135461|-37.72858603|9.214964819|83.61576722|0.65225927|1337.037733|-13.47449501|7.864990866|14.91533234|0.8964208090000001|206.7032519|-181.0112167|18.79929562|0.0|1.0|1.0|1.0|3.08|-6.92|3.84|98.72|1.0|0.0|99.2|1.0|5.0|-3.67|-7.22|380.35|0.0|0.0|2.4|0.000214|0.0816|0.000217|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|-0.05471|3.51|-1335.722248|599.88|995.5|337.37|461.73|0.69002|0.69002|-1335.571655|-1335.6279869999998|8.17|25.0|7.6
14a_a22|0.0|0|0|0|0.0|0.0|1|0|0|1.646649187|-0.0050042229999999|4.727387819|2|0.021482585|-0.280236463|0.005288335|-0.057308195|1|0.005757758|-0.097476465|2|0.6819423609999999|0.7392451729999999|-0.09744639|0.655865336|1|0.864077619|-0.062215607|-0.081479363|0.490491034|0.021268761|-42.39063895|14.49148204|93.21042936|92.61079081|-0.031338217|-37.82586486|9.873779458|60.38977977|0.7007904070000001|2169.870866|-14.54840956|8.052850876|14.55117701|0.8069597009999999|203.8666248|-273.61731430000003|14.81445329|1.0|1.0|1.0|1.0|3.42|-9.21|4.31|85.59|1.0|0.0|124.05|1.0|6.0|-4.65|-6.61|420.47|0.0|0.0|3.19|2.25e-05|0.00945|2.1e-05|0.00881|3.18|0.0|0.0|6.1e-10|-0.06145|4.98|-1368.321586|695.62|1191.81|244.77|534.87|0.45928|0.63156|-1368.075682|-1368.13858|6603.0|38.0|7.4202
13n_a6|0.0|1|0|0|3.425442623|0.0|0|0|0|0.0|-0.010884884|4.727387819|2|0.058267173|-0.631323273|-0.0093684169999999|-0.06507689|1|-0.00687003|-0.068956229|2|0.870730542|0.7767360059999999|-0.064779873|0.82642394|1|0.70890216|-0.100363599|-0.109392959|0.307384948|0.017758385|-68.88015714|12.18768927|90.97854097|199.7822434|-0.038490115|-51.52585133|8.36448634|103.012404|0.748967057|2535.307313|-18.12946621|8.872063579|16.76075427|0.889160748|172.28545730000002|-341.7352549|13.66031867|1.0|1.0|1.0|1.0|3.55|-9.67|3.76|122.47|1.0|0.0|127.2|1.0|6.0|-4.64|-7.23|435.48|0.0|0.0|2.62|2.27e-05|0.00987|5.24e-05|0.0228|2.43|0.0|0.0|2.1499999999999998e-10|-0.07131|4.27|-1423.714738|727.69|1232.6|257.31|548.09|0.55028|0.64027|-1423.451366|-1423.514154|10.1967|75.0|7.1249
15c_a22|0.0|0|0|0|0.0|0.0|1|0|0|1.596256692|-0.005236206|4.727387819|2|-0.026986769|-0.298463715|0.003784292|-0.023927419|1|0.004362505|-0.0917078119999999|2|0.667111824|0.773044788|-0.096749121|0.639264982|1|0.8665852140000001|-0.067475429|-0.080088202|0.615901609|0.024561528|-48.58045253|17.68362419|36.22825261|96.05497587|-0.0302219629999999|-41.51455167|12.731723|78.22334636|0.661775114|2092.620825|-15.66586856|8.626398368|16.03890406|0.859281634|243.5126145|-232.9472639|17.86058304|0.0|1.0|1.0|1.0|3.49|-9.28|4.18|109.38|1.0|0.0|128.77|1.0|6.0|-4.86|-6.96|445.48|0.0|0.0|2.98|1.39e-05|0.00618|2.4e-05|0.0107|2.9|0.0|0.0|5.269999999999997e-10|-0.07399|4.79|-1460.571156|715.42|1241.07|216.15|575.8|0.30831|0.69113|-1460.324493|-1460.387718|9.0393|737.0|6.1325
6_a27|0.0|1|0|0|2.6137160880000003|0.0|1|0|0|1.7996617540000002|-0.007874167|4.727387819|2|-0.237047381|-0.330715016|0.00526746|0.075248207|1|0.0058042269999999|-0.1044763|2|0.678057835|0.787663648|-0.1322552659999999|0.650575651|1|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|0.020552125|-38.92545695|10.17466399|125.8234721|106.4156743|-0.034625042|-22.06430895|5.03713293|61.10118428|0.774820398|1193.992326|-8.486272674|5.010042219|9.500048379|0.896201262|111.4788253|-272.1086175|8.095338503999999|0.0|0.0|0.0|0.0|3.0|-6.67|2.79|76.46|0.0|0.0|92.65|1.0|2.0|-3.62|-6.55|317.34|0.0|1.0|2.71|0.000242|0.0768|0.000153|0.0485|2.37|0.0|0.0|2.16e-07|-0.04793|4.27|-1043.806618|526.9|896.68|223.61|401.49|0.3366099999999999|0.61083|-1043.678244|-1043.728133|4.0597|1.0|9.0
11d_a31|0.0|1|0|0|3.39688681|0.0|0|1|1|0.0|-0.017317263|5.733341277|0|0.016799834|-0.848545873|-0.009496378|-0.092360393|2|-0.006496772|-0.096447723|0|0.819298311|0.822077662|-0.057505249|0.78396996|0|0.585212816|-0.134031221|-0.134048091|0.197166451|0.034417775|-82.05480081|21.07078977|296.2476128|253.9354598|-0.040797245|-50.24081482|12.89967697|91.25756269|0.6817705409999999|2039.207676|-15.29068277|7.885647873|15.21323794|0.929231204|194.8221811|-222.5622569|16.75864338|1.0|1.0|1.0|1.0|3.6|-6.23|4.03|125.57|1.0|0.0|102.13|1.0|7.0|-5.48|-6.4|385.44|0.0|0.0|3.34|3.33e-06|0.00128|6.26e-05|0.0241|3.17|0.0|0.0|5.83e-07|-0.03404|4.87|-1598.671315|650.64|1077.69|326.2|551.86|703.0|703.0|-1598.4848980000002|-1598.546288|4.6622|0.03|7.5229
12b_a36 (EW-7197)|0.0|1|0|0|3.3685352889999995|0.0|0|2|2|0.0|-0.008137593|5.351858133|2|0.027495626|-0.439429998|-0.002526241|-0.098032695|1|-0.000673716|-0.101303149|1|0.724208473|0.819222745|-0.001567914|0.698414933|0|0.7635183720000001|-0.081357853|-0.10866747|0.458627252|0.021439664|-50.90136206|13.41367899|81.63796416|147.9542111|-0.039120289|-42.53627024|8.392238798|5.958751634|0.746747352|2338.370858|-15.31305729|6.764872303|12.52485821|0.851455231|158.4469629|-308.7538779|12.96977113||||||||||||||||||||||||||||-0.04975|3.41|-1332.147999|659.48|1104.61|322.25|486.64|0.6824899999999999|0.69991|-1331.9479310000002|-1332.005651|7.3101|7.0|8.1549
4_a47|0.0|0|0|0|0.0|0.0|0|0|0|0.0|-0.008204735|0.0|2|-0.158636969|-0.3692130839999999|-0.007295208|0.0687047279999999|0|-0.006506051|-0.017555555|2|0.893350891|0.783871003|-0.095209424|0.8124901999999999|1|0.874200878|-0.07804769|-0.092556319|0.444849947|0.007772995|-42.46254967|4.22896799|96.20929041|68.44214684|-0.03525955|-27.39669054|2.300808176|0.0|0.806604393|1528.797085|-10.43683449|6.468023748999999|10.818777699999998|0.67265584|105.2186243|-333.62177030000004|7.429930428|1.0|1.0|0.0|1.0|2.75|-8.79|5.71|58.04|2.0|0.0|106.52|1.0|3.0|-5.92|-4.99|361.82|0.0|0.0|4.32|1.21e-06|0.0004379999999999|2.31e-06|0.0008359999999999|4.96|0.0|0.0|1.61e-09|-0.05606|4.44|-1509.4201369999998|576.9|988.42|214.85|432.89|0.45947|0.69157|-1509.262887|-1509.3147789999998|5.4892|32.0|7.5
12b_a50|0.0|0|1|1|0.0|0.0|2|1|1|4.058595679|-0.002929899|5.82008293|1|-0.08032584|-0.125985651|0.01164808|-0.101728189|2|0.011790103|-0.168032508|1|0.699597776|0.804535572|0.009081884|0.660148928|1|0.925916085|-0.045602469|-0.066155918|0.24516882|0.0214891|-22.92589265|10.80329197|8.07905572|37.24447201|-0.0237482779999999|-16.72031641|5.43117764|86.49656508|0.5731907470000001|1446.231761|-6.002164865|5.7232816060000005|10.05480253|0.756824707|214.5713436|-73.59089223|13.86849326|1.0|1.0|0.0|1.0|3.31|-5.49|3.42|48.53|0.0|0.0|94.69|2.0|2.0|-3.16|-6.44|313.36|0.0|1.0|2.59|0.000685|215.0|0.000144|45.0|2.5|0.0|0.0|3.22e-06|-0.02974|2.47|-1006.641541|539.15|909.8|263.3|401.64|0.6016199999999999|0.6581|-1006.501585|-1006.550688|5.6617|4.74|5.3242
