molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|BIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|RPCS|DPSA5|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
9_a1|0.0|1|0|0|0|6.86171134|0|0|1.432397289|0.0|4.727387819|1|0.0|-0.282769361|-0.079063236|10.94877277|0.016589221|1|1|-0.0018191779999999|-0.232860777|-0.044035724|-0.093062585|0.737794643|0.572272366|0|-0.085722429|0.011266799|-46.63553015|-49.42275468|63.73880199|-0.031896718|-28.49439431|3.745117974|0.0|57.60218193|-790.7640749|1739.0376789999998|-10.60256533|7.61577077|13.91191974|5063.330971|-455.910309|0.014186995|-324.81308110000003|1011.608611|472.9447227|8.17942725|1.0|1.0|1.0|1.0|1.0|1.0|0.05|23.0|-8.98|5.86|5.57|58.64|2.74|0.0|102.84|-4.68|27.0|4.0|357.38|0.0|0.0|1.0|2.07e-05|0.00739|3.76|0.0|3.7100000000000003e-07|-0.07602|5.6|-1187.226314|-1187.193365|0.5409|370.88|487.19|0.70296|0.70296|-1187.011122|0.5409|-0.13413|4.1623|-0.21015|6.4447|6.0|5.2218
A7701_a51|0.0|1|0|0|0|6.605297921|0|0|1.390164251|0.0|4.59511985|2|2.087643036|-0.0927335619999999|0.058290286|10.93031118|-0.0299823629999999|1|1|0.00740235|0.119725261|0.036217274|0.061434294|0.7451039290000001|0.688876851|1|-0.078131694|0.007404204|-32.97926236|-36.09660744|146.2104641|-0.030384547|-16.67652408|1.580362387|0.0|41.87351682|-505.3525041|1108.114062|-6.485314917999999|5.137516673|8.863149921|4153.310077|-233.4713371|0.012504214|-276.3170672|632.4445105000001|332.8814548|5.776909381|1.0|1.0|0.0|1.0|1.0|1.0|0.06|21.0|-7.58|4.46|4.0|54.46|1.98|0.0|87.52|-3.95|22.0|3.0|286.33|0.0|1.0|1.0|0.000111|0.0319|3.14|0.0|7.5e-06||||||||||||||||25.0|7.6021
11_a33|0.0|1|1|1|0|7.686621335|0|0|0.609352951|0.0|5.6869753560000005|0|1.979284901|-0.32219686|0.143981643|10.31100126|-0.008908194|3|3|-0.00103193|0.105574347|-0.122478641|-0.232296883|0.85401347|0.781083337|1|-0.104881435|0.033701864|-34.4118011|-50.94714637|45.43139569|-0.030847481|-24.74805685|7.95236684|0.0|68.11455221|-509.4714637|979.349175|-7.278840251|5.24049311|9.837729137|4880.001461|-247.4805685|0.035341374|-51.37234937|921.4892038|335.4799765|17.16740584|1.0|1.0|1.0|1.0|1.0|1.0|0.13|19.0|-6.23|5.77|4.13|120.17|0.89|0.0|89.77|-5.48|22.0|4.0|328.41|0.0|0.0|1.0|3.32e-06|0.00109|3.28|0.0|0.000194|-0.05806|1.93|-1669.324638|-1669.304085|0.5408|353.74|378.1|0.70381|0.70381|-1669.202327|0.5408|-0.14132|3.1406|-0.19938|4.5998|5.0|8.3188
6_a47|0.0|0|0|0|0|0.0|0|0|1.304328257|0.0|0.0|2|1.291219116|-0.392537045|0.051455447|10.93671042|0.0402365489999999|0|0|-0.0094242819999999|-0.302730533|-0.020576777|-0.04324355|0.786041178|0.672308592|1|-0.096689626|0.009820713|-43.43026699|-52.41283988|101.7290544|-0.036834143|-28.411587800000003|2.885749555|0.0|60.76103606|-838.6054381|1577.98246|-10.82346202|6.480620646|10.90843226|5766.962611999999|-454.5854048000001|0.0154005|-319.1626428|1055.658539|469.7495559|8.348196185|1.0|1.0|0.0|1.0|1.0|2.0|0.05|22.0|-9.06|5.24|6.27|58.04|3.48|0.0|106.47|-6.02|27.0|4.0|379.81|1.0|0.0|1.0|9.53e-07|0.000362|5.06|0.0|3.310000000000001e-07|-0.05354|4.69|-1608.684886|-1608.652005|0.2536|224.66|422.9|0.30468|0.69305|-1608.50108|0.2119|-0.1544|3.2606|-0.20794|4.2153|13.0|7.9
9a_a40|0.0|0|0|0|1|7.515889085|0|0|0.604993021|1.865740741|5.4161004020000005|0|0.921628874|-0.136162501|0.157704751|10.31197235|-0.1720337089999999|2|2|0.011966382|0.291102625|0.009844552|0.016958188|0.690568477|0.61091688|1|-0.072887601|0.011033601|-29.02567082|-35.24260989|109.9916614|-0.032156295|-17.0405052|2.579562688|51.49564873|39.45618424|-528.6391483|336.39741360000005|-7.51786994|6.749223592000001|13.33684703|3991.317015|-255.607578|0.008714375|-356.33157|608.6970611|323.79254|4.213574358|1.0|0.0|1.0|0.0|1.0|0.0|0.06|20.0|-6.4|4.58|4.43|58.43|3.57|0.0|86.7|-5.49|21.0|2.0|291.37|0.0|1.0|1.0|3.24e-06|0.000944|4.54|0.0|0.000117|-0.06495|4.07|-1217.955997|-1217.9449|0.4746|263.42|411.01|0.47831|0.69958|-1217.825264|0.3483|-0.13808|3.8656|-0.20303|5.09|214.0|6.6696
3k_a32|0.0|1|1|1|0|7.97831097|0|1|0.609420759|0.0|5.973809612|0|2.256213388|-0.270019022|-0.0902541999999999|10.31100271|-0.077097565|3|3|0.002509816|-0.084055305|-0.050938823|-0.090775221|0.779649252|0.7681279190000001|1|-0.090839907|0.0123637989999999|-40.10830541|-51.21653025|80.0971996|-0.029575784|-28.87643819|3.930238317|0.0|58.16707081|-717.0314235000001|1970.06814|-9.40163104|6.153598893|11.6688363|5259.698672|-404.2701347|0.012327787|-316.3794102|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|1.0|0.32|19.0|-7.23|7.12|5.78|110.94|2.41|0.0|105.36|-7.04|25.0|3.0|366.5|0.0|0.0|1.0|9.16e-08|3.3600000000000004e-05|4.97|0.0|2.15e-05|-0.05321|3.81|-1750.164914|-1750.1383649999998|0.3082|350.6|452.36|0.70268|0.70268|-1749.957584|0.3082|-0.14667|3.2233|-0.19988|5689.0|9.0|8.0605
8a_a32|0.0|1|1|1|0|7.773594467000001|0|0|0.609420757|0.0|5.733341277|0|2.059960334|-0.497414715|-0.020716518|10.31100269|-0.128684642|3|3|-0.001662219|-0.050766252|-0.0852122769999999|-0.1534110109999999|0.845443342|0.7507116140000001|1|-0.109412858|0.018321589|-52.34893512|-68.61558335|73.64907732|-0.035678106|-43.03057598|7.205629442999999|66.81560596|79.73671389|-1029.23375|3312.822051|-14.03170956|7.420041446|14.26997798|5659.295213|-645.4586397|0.017733503|-312.4144752|1373.988797|557.1050635|11.12113054|1.0|1.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|6.49|4.65|140.04|1.37|0.0|110.69|-6.82|27.0|4.0|397.52|1.0|0.0|1.0|1.5199999999999998e-07|6.03e-05|4.17|0.0|8.86e-06|-0.06166|4.98|-1880.767206|-1880.732222|0.4315|348.07|566.07|0.70316|0.70316|-1880.536478|0.4315|-0.1445|4.8933|-0.2061599999999999|7.6703|45.0|7.3468
8c_a12|0.0|0|0|0|0|0.0|1|1|1.283851303|0.0|0.0|3|0.0|-0.447739674|-0.036504737|10.95472932|-0.07003012|0|0|-0.00160589|-0.1876771789999999|-0.210669119|-0.370782022|0.782864175|0.845077891|0|-0.101988384|0.019604202|-34.19075142|-52.04233846|83.24714315|-0.038245644|-26.55601426|5.104595615|0.0|61.66383178|-780.6350769|1245.6132289999998|-9.958505349|5.670223821|10.74930819|4610.945152|-398.3402139|0.018855428|-269.8853937|1021.17241|390.0159026|9.621493319|0.0|1.0|0.0|0.0|1.0|1.0|0.11|18.0|-7.14|2.81|1.59|63.06|2.02|0.0|98.07|-3.47|24.0|5.0|314.34|0.0|1.0|1.0|0.000339|107.0|2.5|0.0|2.28e-05|-0.06706|2.76|-1022.77302|-1022.750382|466.0|284.38|402.43|0.53657|0.67318|-1022.613451|0.1355|-0.15571|1.7305|-0.2227699999999999|2.4806|0.04|7.3979
9_a15|0.0|0|0|0|0|0.0|0|0|1.419941378|0.0|0.0|1|0.0|-0.506073953|0.05688176|10.95880687|0.005692073|0|0|0.003160815|0.140072812|-0.203104439|-0.295062413|0.7059441040000001|0.8105478740000001|0|-0.11668349|0.032464905|-41.10356167|-65.07462414|105.5304352|-0.028575549|-36.29225274|10.09761131|54.69975317|85.14415759|-780.8954896|1689.926339|-8.88789863|5.485176331|10.00547485|5375.400861|-435.5070329|0.03598612|-14.02896218|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|1.0|0.0|1.0|1.0|0.19|18.0|-7.57|3.9|4.95|61.84|1.96|0.0|104.74|-5.25|27.0|5.0|366.41|0.0|1.0|1.0|5.63e-06|0.00206|4.24|0.0|9.86e-06|-0.0258899999999999|3.36|-1223.705126|-1223.687392|0.2693|285.37|507.33|0.6512399999999999|0.70552|-1223.463757|0.0115|-0.1565099999999999|1.4625|-0.1824|2188.0|107.0|6.9706
19d_a38|0.0|1|0|0|0|7.412764017000001|2|2|1.297043205|0.0|5.351858133|2|0.0|-0.6999264340000001|-0.0555594909999999|10.95446448|-0.024688524|1|1|-0.00835812|0.041924146|-0.060668296|-0.128079012|0.853092207|0.730686013|0|-0.1248815919999999|0.024158903|-74.84120843|-80.2776536|158.6487879|-0.04393982|-51.60489663|9.98319831|115.6739235|94.84426896|-1525.275418|2995.494247|-18.15727844|7.056031803|13.52121974|6934.7619620000005|-980.493036|0.022660131|-320.7487188|2035.106956|686.8472757999999|14.56661536|0.0|0.0|0.0|1.0|0.0|4.0|0.13|17.0|-6.41|2.34|1.65|124.32|1.65|0.0|133.79|-3.87|33.0|5.0|444.46|0.0|0.0|0.0|0.000134|0.0594|1.65|0.0|0.000175|-0.05091|4.13|-1500.898316|-1500.850957|0.3167|230.58|517.77|0.3356699999999999|0.6957800000000001|-1500.621723|0.0699|-0.15054|7.9959|-0.20145|10.6621|11.0|7.9586
9_a27|0.0|1|0|0|1|6.842683282|0|0|1.391067068|1.830911754|4.727387819|2|1.233610009|-0.331842668|-0.051160217|10.93740461|-0.0447599329999999|1|1|0.00651856|-0.2559122789999999|-0.101933162|-0.171520296|0.8214321609999999|0.654138816|1|-0.088404481|0.019589991|-40.3551562|-45.58003501|128.27738490000002|-0.033677898|-23.50038785|5.20756849|65.12542467|53.0685473|-729.2805601|1463.168883|-8.952528705|5.03925321|9.442988795|4962.727436|-376.0062056|0.014524299|-298.297086|923.9818797|424.8821143|7.488512291|1.0|0.0|1.0|0.0|1.0|1.0|0.16|21.0|-7.06|3.85|3.04|76.46|2.66|0.0|97.46|-4.06|25.0|4.0|331.37|0.0|1.0|1.0|8.66e-05|0.0287|2.8|0.0|2.88e-05|-0.0471|4.67|-1083.143348|-1083.118736|0.1982|223.71|425.08|0.35593|0.59444|-1082.965434|134.0|-0.1716|2.7456|-0.2187|4.0436|2.0|8699.0
24_a47|0.0|0|1|1|1|6.86171134|0|0|1.304328602|1.225600378|4.727387819|2|1.081401467|-0.484848181|-0.063708635|10.95005721|0.071506228|1|1|-0.004514441|0.056234624|-0.111494046|-0.2494728939999999|0.812650394|0.627160379|1|-0.090995097|0.021522987|-42.71324947|-51.21152885|41.72753688|-0.032498249|-28.82156035|6.81713713|47.170683|69.27912772|-768.1729327|1239.381181|-10.29341441|7.024694045|13.48797266|6022.202634|-432.3234052|0.032103375|-125.6197312|1255.998102|457.1122177|18.06759887|0.0|1.0|1.0|0.0|1.0|2.0|0.05|21.0|-7.63|2.78|4.64|84.73|2.86|0.0|104.73|-4.61|28.0|5.0|396.81|0.0|0.0|1.0|2.46e-05|0.00975|3.16|0.0|9.22e-06|-0.06517|4.46|-1696.105723|-1696.071577|0.2618|312.5|450.98|0.6835|0.6835|-1695.93106|0.2618|-0.16333|2.6517|-0.2285|3.6008|3.0|8.5
12ae_a36|-3.3501500230000003|1|0|0|0|7.412764017000001|2|2|0.299253957|0.0|5.351858133|2|0.0|-0.611759277|-0.083959343|10.31810353|0.006615826|1|1|-0.001160331|0.151620635|-0.15024383|-0.261631709|0.831101086|0.750657639|0|-0.105648609|0.023873046|-63.96145017|-78.71102033|96.60079598|-0.036430555|-58.64180087|13.25108213|19.97715962|97.76153993|-1574.220407|2634.745208|-20.22131065|8.676756505|16.22570287|7331.209763|-1172.836017|0.025570256|-275.6561988|2298.140152|805.2286932|19.05051961|0.0|0.0|0.0|1.0|0.0|3.0|0.17|17.0|-6.87|1.28|2.15|123.75|0.84|0.0|142.02|-3.85|34.0|6.0|474.54|0.0|0.0|0.0|0.0001409999999999|0.0668|1.64|0.0|6.45e-05|-0.0548899999999999|6.24|-1876.203168|-1876.152311|0.4832|236.84|615.71|0.40141|0.68591|-1875.897072|0.3366|-0.1566|6.7458|-0.21149|8.9297|15.0|7.8239
8f_a8|0.0|1|0|0|1|7.05012252|0|0|1.394802091|1.241306689|4.844187086|0|0.0|-0.485102985|-0.08540947|10.94343488|0.007079485|1|1|-0.007036544|0.152294451|0.09830823|0.254819201|0.6971223040000001|0.56916135|0|-0.1064257719999999|0.013566221|-71.22071405|-62.06002501|317.0847898|-0.048375351|-36.18904175|4.613060521|67.99102163|67.4402386|-1241.2005|1892.066521|-16.44956443|7.504290616|13.81994609|5948.547713|-723.7808349999999|0.009226445|-473.23361|1370.325626|485.8626377000001|5.380213594|0.0|0.0|0.0|0.0|0.0|2.0|0.0|23.0|-7.95|4.69|4.72|80.88|4.11|0.0|105.27|-5.21|29.0|4.0|391.37|0.0|0.0|0.0|6.11e-06|0.0023899999999999|3.82|0.0|4.43e-06|-0.0675299999999999|7.71|-1361.658484|-1361.626748|0.3188|263.65|477.92|0.55661|0.69925|-1361.455053|0.1659|-0.14532|5.8283|-0.21285|7.8014|22.76|4.6428
9h_a40|0.0|0|0|0|1|7.515889085|0|0|0.604992856|1.7679629630000002|5.4161004020000005|0|0.814591837|-0.343593366|0.133376308|10.31197223|-185.0|2|2|0.003099029|0.270048551|0.048470175|0.08305063|0.740778143|0.7528137909999999|1|-0.095803029|0.012390387|-46.04148264|-47.93581245|132.6583116|-0.041058441|-23.98506758|3.102034287|0.0|53.60044379|-719.0371868|418.2915223|-10.27931468|6.922257828999999|13.366649|4322.734135|-359.7760137|0.011321157|-364.1454816|832.3298135|336.23227030000004|5.664631335|1.0|1.0|1.0|0.0|1.0|0.0|0.11|20.0|-6.51|4.59|4.44|67.66|3.22|0.0|93.19|-5.65|23.0|3.0|321.4|0.0|1.0|1.0|2.23e-06|0.000716|4.51|0.0|9.93e-05|-0.05991|3.9|-1293.174246|-1293.151333|0.3851|292.61|410.18|0.64952|0.69809|-1293.033723|0.2721|-0.14047|2.1413|-0.20038|2841.0|3.98|5.4001
14ac_a23|0.0|0|1|1|2|7.423568444|0|0|1.1979507740000002|2.7104403130000003|5.351858133|2|0.544211741|-0.66443411|0.0518788009999999|10.3132169|0.043387326|2|2|-0.004445662|0.068237909|-0.069765112|-0.287952039|0.7797862459999999|0.537271445|1|-0.097100967|0.016832361|-66.72452104|-73.32014595|57.45545019|-0.043970249|-55.36344264|9.597200637|0.327656318|87.75911516|-1759.6835030000002|3417.45156|-25.07023818|8.122941134|15.90074614|9203.543798|-1328.722623|0.019122137|-464.8074813999999|2178.41361|718.3324686000001|14.43896921|1.0|0.0|1.0|1.0|1.0|1.0|0.12|26.0|-9.03|5.52|8.36|105.02|4.6|1.0|130.29|-7.31|38.0|10.0|547.48|1.0|0.0|0.0|4.92e-08|2.69e-05|5.35|2.0|5.06e-07|-0.08813|4.93|-2304.001319|-2303.9786940000004|0.3209|309.85|627.76|0.6408|0.69962|-2303.749331|0.2391|-0.15055|6.3004|-0.23868|8.6341|4.0|8.3851
3b_a12|0.0|0|0|0|0|0.0|1|1|1.283824445|0.0|0.0|2|0.0|-0.332497127|-0.065558712|10.9540388|-0.003968827|0|0|-0.003019113|-0.19952566|-0.071149325|-0.116772665|0.768772928|0.802482465|0|-0.088443201|0.0103611969999999|-33.57216667|-46.11064215|41.13468455|-0.034016616|-24.04018959|2.816328871|0.0|54.77629766|-691.6596323|1935.211747|-9.246226764|6.6333156660000006|10.88757628|4665.346939|-360.6028438|0.0166212889999999|-280.3056362|899.6353646|406.0361621|8.665655511|1.0|1.0|1.0|0.0|1.0|1.0|0.05|18.0|-8.1|4.05|3.14|37.28|3.99|0.0|102.53|-4.26|24.0|3.0|332.79|0.0|1.0|1.0|5.539999999999999e-05|0.0184|3.78|0.0|2.63e-06|-0.07091|3.96|-1410.971864|-1410.947421|0.5013|294.55|426.66|0.53738|0.6654800000000001|-1410.826913|0.2418|-0.15229|5.9551|-0.2232|8.5678|49.0|7.3098
3f_a32|0.0|1|1|1|0|7.773594467000001|0|0|0.6094207770000001|0.0|5.733341277|0|2.227330929|-0.275173181|-0.113189563|10.31100273|-0.110286539|3|3|0.002565215|-0.112493266|-0.074808287|-0.133675401|0.820782305|0.786074011|1|-0.097374443|0.011897886|-41.40131823|-54.8993954|47.97543149|-0.030139709|-30.95210106|3.78194259|0.0|61.47296003|-713.6921402|2130.756016|-9.580412233|6.153728636|10.89495051|4993.667711|-402.3773138|0.011659458|-326.0981041|904.3255145|475.3634141|6.573564628|1.0|1.0|1.0|1.0|1.0|1.0|0.28|19.0|-7.31|7.18|5.63|110.94|2.18|0.0|102.66|-6.89|24.0|3.0|354.49|0.0|0.0|1.0|1.28e-07|4.53e-05|4.83|0.0|1.73e-05|-0.05315|3.92|-1712.0610190000002|-1712.034952|293.0|348.58|488.74|0.70255|0.70255|-1711.863611|293.0|-0.1474599999999999|3.4678|-0.2006099999999999|5.7161|9.0|8.0458
3l_a32|0.0|1|1|1|0|7.773594467000001|0|1|0.609420748|0.0|5.733341277|0|2.259257465|-0.270019992|-0.09393062|10.31100268|-0.107818594|3|3|0.002942329|-0.068876714|-0.04980249|-0.087213805|0.751853889|0.776480242|1|-0.088417589|0.012244965|-40.30321333|-51.41835077|61.72183119|-0.028831823|-29.90181954|4.141107366|0.0|58.10243176|-771.2752615|2415.340446|-9.750593329|6.414825717|11.74082324|5429.531532999999|-448.5272931|0.011493763|-335.2422712|978.4817724|565.7000781|6.6840809960000005|1.0|0.0|1.0|1.0|1.0|1.0|0.35|19.0|-7.5|7.34|6.17|110.94|2.64|0.0|110.16|-7.6|26.0|3.0|380.53|1.0|0.0|1.0|2.52e-08|9.59e-06|5.51|0.0|1.2e-05|-0.0529799999999999|4.21|-1789.475625|-1789.4501510000002|0.2876|351.04|468.81|0.70282|0.70282|-1789.242839|0.2876|-0.14664|3.3955|-0.19962|5.7721|12.0|7.9208
12ac_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297043188|0.0|5.351858133|2|0.0|-0.450737917|-0.046730704|10.95345846|-0.0121300989999999|1|1|0.0018565629999999|0.060445359|-0.098698552|-0.166354116|0.811459853|0.770400825|0|-0.104391657|0.021508835|-55.68500110000001|-72.4798052|118.0445703|-0.036062573|-50.32319912|10.36858115|20.70356046|86.51036063|-1377.116299|2455.459827|-17.38437788|8.126831024|14.63702516|6378.288017|-956.1407834|0.020208014|-321.66684580000003|1882.216294|716.9974499|14.03055543|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-6.89|3.16|2.09|86.27|1.59|0.0|133.95|-3.81|32.0|5.0|423.47|0.0|0.0|0.0|0.000154|0.0653|2.36|0.0|5.4600000000000006e-05|-0.0527399999999999|4.84|-1385.606133|-1385.566143|0.3302|319.2|554.84|0.56186|0.56357|-1385.3211789999998|0.0249|-0.15675|4.0208|-0.20949|5.4387|13.0|7.8861
4b_a46|0.0|0|0|0|1|7.825245291|1|1|1.1346370890000002|2.189591837|5.587248657999999|2|0.0|-0.058945144|-0.135121207|10.96200942|-0.111103941|1|1|0.011806162|-0.128843936|-0.079238184|-0.123416853|0.7306307590000001|0.69830739|0|-0.070236212|0.007568202|-28.58477842|-38.30877966|7.986637869|-0.0229342729999999|-20.89467173|2.251475261|56.7922535|42.65239101|-612.9404746|1750.333702|-6.822749952000001|5.76401157|10.09436488|4681.895329999999|-334.31474760000003|0.007963679|-338.6757579|756.2796491|538.4165208|4.343611349|1.0|0.0|0.0|1.0|1.0|0.0|0.38|17.0|-7.2|4.69|4.77|43.6|2.58|0.0|101.7|-4.35|25.0|3.0|332.44|0.0|1.0|1.0|4.49e-05|0.0149|3.74|0.0|2.12e-05|-0.02729|3.98|-1033.556797|-1033.535029|0.1784|272.4|508.79|0.68682|0.68682|-1033.3243619999998|0.1784|-0.19082|3127.0|-0.21811|3.7571|548.0|6.2612
13f_a6|0.0|1|0|0|0|6.842683282|0|0|1.429020649|0.0|4.727387819|2|1.651047524|-0.381170169|-0.071478789|10.95053349|-0.049928822|1|1|-0.001446486|0.079490516|-0.126749697|-0.223618825|0.77199166|0.790249345|1|-0.092939631|0.018554018|-49.2635105|-62.41821579999999|62.42897239999999|-0.032802223|-41.92004677|8.368715213|0.0|75.61173794|-1123.527884|3253.287533|-14.79531062|9.050440345|15.13042752|6128.208571|-754.5608419|0.0196449239999999|-296.4599736|1558.914115|676.2770877|13.19352214|1.0|1.0|1.0|1.0|1.0|2.0|0.08|27.0|-10.18|5.01|4.53|103.17|0.92|0.0|123.82|-5.11|32.0|5.0|417.47|0.0|0.0|1.0|7.74e-06|0.00323|3.27|0.0|2.75e-08|-0.07786|3.36|-1347.301285|-1347.266914|901.0|256.1|568.41|0.49643|0.70541|-1347.018087|0.0048|-0.12805|10.8469|-0.2059099999999999|13.9612|42.0|7.3768
15_a47|0.0|1|1|1|0|6.605297921|0|0|1.304329657|0.0|4.59511985|2|1.56205245|-0.21194909|0.086682657|10.9497222|0.0506476009999999|1|1|-0.002377481|-0.299654464|-0.007670908|-0.017562097|0.830688568|0.614613723|1|-0.0904066519999999|0.016669157|-45.1562696|-48.36220049|61.0548099|-0.033307714|-25.87091101|4.770072524|0.0|59.79410145|-677.0708068|869.1027727|-9.531388265|6.984778596|13.37174753|5075.773767000001|-362.1927541|0.021370407|-226.4191275|951.4364299|383.4213189|11.43190096|1.0|1.0|0.0|1.0|1.0|2.0|0.06|21.0|-8.49|4.69|5.28|66.49|2.83|0.0|96.6|-4.89|25.0|4.0|353.78|0.0|0.0|1.0|1.29e-05|0.00455|3.8|0.0|1.14e-06|-0.0591799999999999|3.33|-1527.4104|-1527.376145|0.2828|286.26|419.75|0.67203|0.68008|-1527.265523|0.0759|-0.16762|2.2271|-0.2268|3.7709|16.0|7.8
9_a10|0.0|0|0|0|1|7.535296702|1|1|1.377786667|1.998759814|5.4161004020000005|2|1.754798254|-0.285441469|-0.1189611519999999|10.92721632|-0.1048161059999999|1|1|0.007847998|-0.079150788|-0.1475423119999999|-0.239634564|0.791322552|0.692424727|1|-0.084348428|0.013842683|-40.90513782|-59.80726117|86.66800495|-0.028592687|-42.40634438|6.959437141|59.95939417|71.07688871|-1196.145223|2284.568215|-14.37503199|8.765421221|16.02210901|6606.83687|-848.1268877|0.015893979|-327.9949188|1635.660698|816.3832816|11.26962754|1.0|1.0|1.0|1.0|1.0|1.0|0.23|21.0|-7.93|3.69|3.68|75.94|1.81|0.0|130.71|-4.23|33.0|5.0|438.52|0.0|1.0|0.0|5.920000000000001e-05|0.0259|2.97|0.0|5.14e-06|-0.06118|4.51|-1410.041793|-1410.005954|0.4138|222.72|631.5|0.2242|0.68962|-1409.69933|0.0041|-0.15045|2.9927|-0.21163|4942.0|193.0|6.7144
4a_a49|0.0|0|0|0|1|7.535296702|1|1|1.343847746|2.085628989|5.4161004020000005|2|1.713107022|-0.3631108529999999|-0.053787795|10.92777282|0.018857363|1|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|0.803344301|0.731643066|1|-0.087863033|0.017143497|-57.79201133|-53.88810275|313.22432680000003|-0.0292876779999999|-33.05061877|6.448709504|60.11195021|68.37721704|-916.0977468|1647.61849|-11.01687292|7.934892916|15.01791558|5950.370212|-561.8605190000001|0.023624093|-184.3656985|1408.727632|620.5697596|14.48911428|0.0|1.0|1.0|1.0|1.0|2.0|0.22|21.0|-7.36|3.4|2.83|92.93|1.25|0.0|114.08|-3.28|30.0|5.0|399.45|0.0|0.0|1.0|0.000528|211.0|1.71|0.0|1.74e-05|-0.06461|3.34|-1313.19945|-1313.158118|0.1935|262.35|504.63|0.35731|0.68042|-1312.924353|0.0789|-0.1585099999999999|3.9716|-0.2231199999999999|4.8706|32.0|7.4949
8a_a31|0.0|1|0|0|0|7.765993078999999|1|1|0.610138387|0.0|5.733341277|0|0.0|-0.586331322|-0.135144546|10.31170053|-0.01861065|2|2|-0.009293513|-0.258538098|-0.054025775|-0.094359203|0.837862749|0.883113019|0|-0.136459435|0.0375544779999999|-60.46233433|-67.46619355|131.2406629|-0.0416959379999999|-33.35560699|9.179668678|465.4559302|82.32407724|-742.1281291|1443.955093|-10.19199103|5.83708559|10.63792161|4538.505909|-366.9116769|0.030052065|-164.57484340000002|1113.575221|324.7430642|14.85788369|0.0|1.0|0.0|1.0|1.0|2.0|0.2|16.0|-5.33|4.16|2.54|114.29|0.36|0.0|83.83|-3.57|22.0|5.0|314.36|0.0|0.0|1.0|0.000269|0.0846|1.56|0.0|0.00145|-0.02993|1.53|-1347.541429|-1347.507102|0.2604|325.45|396.15|0.7027100000000001|0.7027100000000001|-1347.3959220000002|0.2604|-0.1587599999999999|3.7141|-0.18869|5.3042|0.79|6.1024
4f_a49|0.0|0|0|0|1|7.535296702|1|1|1.343848013|2.066693174|5.4161004020000005|2|1.5830545580000002|-0.418450768|-0.064058097|10.92775957|0.0705130559999999|1|1|0.001714014|-0.14414265|-0.015845165|-0.025995042|0.7927086309999999|0.670594896|1|-0.089955514|0.016591015|-55.88123394|-48.83888562|193.615884|-0.033471819|-26.51573683|4.89045046|59.72286429999999|60.18871783|-781.4221699|1629.651745|-9.866320682|6.302023735|11.20071713|5422.650822|-424.2517893|0.020905063|-237.0468572|1087.86764|467.1194103|11.34983222|0.0|1.0|1.0|1.0|0.0|1.0|0.14|21.0|-6.54|3.42|3.8|80.9|2.03|0.0|102.08|-3.99|27.0|5.0|356.38|0.0|0.0|1.0|0.000102|0.0365|2.64|0.0|0.000104|-0.06954|4.07|-1179.23587|-1179.201105|0.2368|268.08|411.94|0.39584|0.68474|-1179.029099|0.0579999999999999|-0.15517|1.7833|-0.22471|1.8254|0.04|7.3979
