molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|BIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|RPCS|DPSA5|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
1b_a5|0.0|1|0|0|0|6.605297921|0|0|1.4258024619999998|0.0|4.59511985|2|0.0|-0.111923619|0.001241264|10.94890233|-0.028797464|1|1|0.003708988|-0.220946861|0.019611905|0.045204303|0.759794937|0.558485747|0|-0.077221824|0.010803163|-39.38248661|-38.87394276|168.30518769999998|-0.031306145|-19.56938257|2.737713392|0.769931305|48.55415504|-583.1091414|919.9167129|-7.933533473|6.11909445|11.64312636|4577.125071|-293.5407385|0.019229427|-234.0649914|796.0738116|357.34245360000006|9.680212283|1.0|1.0|0.0|1.0|1.0|1.0|0.0|23.0|-8.3|4.88|4.76|54.46|2.29|0.0|90.44|-3.97|24.0|4.0|316.33|0.0|1.0|1.0|0.000106|0.0336|3.16|0.0|1.58e-06|-0.04135|3.1|-1050.538976|-1050.506509|0.3101|258.89|388.58|0.5153800000000001|0.43728|-1050.413506|87.0|-0.1892|2891.0|-0.23055|4.3687|59.0|7.2291
12f_a30|0.0|0|0|0|0|7.412764017000001|2|2|0.60498366|0.0|5.351858133|2|0.0|-0.874676289|-0.008663584|10.31162828|-0.046588557|1|1|-0.004395528|0.4304505939999999|-0.077457998|-0.226973911|0.8246767140000001|0.593245722|0|-0.108935062|0.01570263|-63.81176255|-76.85198573|101.2862703|-0.0452183279999999|-54.21787616|7.815328055|1.45550709|89.21786458|-1690.743686|2712.844784|-22.5055335|8.366190175|15.86072943|7634.176316|-1192.793275|0.01752821|-444.7025522|2074.08593|696.6414817000001|12.36587885|1.0|0.0|1.0|1.0|0.0|1.0|0.17|17.0|-7.18|4.43|4.78|90.88|2.82|0.0|133.96|-6.7|34.0|8.0|482.48|0.0|0.0|0.0|1.99e-07|9.63e-05|5.05|0.0|3.19e-05|-0.05464|5.52|-1988.032639|-1987.998635|0.2166|245.09|574.31|0.32483|0.68471|-1987.782125|0.1596|-0.14958|3.6633|-0.20422|4.6865|19.0|7.7144
47r_a18|0.0|0|0|0|0|7.03438793|1|1|0.403924645|0.0|4.844187086|0|0.0|-0.40455848|-0.02952923|10.35082951|-0.030106257|0|0|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.362261236|0.7698681909999999|0.7554975009999999|0|-0.087091542|0.0155038689999999|-62.75220741|-65.12700692|13.30156885|-0.031669652|-48.70193962|8.669825595|60.66168882|81.99788849|-1563.048166|1504.28892|-17.70979622|9.819988422|19.40516312|7727.455993|-1168.846551|0.0225607039999999|-281.2845386|2271.625192|1005.982493|16.87088158|1.0|1.0|1.0|1.0|1.0|2.0|0.22|18.0|-7.46|0.43|3.76|111.03|2.23|1.0|145.82|-6.65|36.0|4.0|504.6|0.0|0.0|0.0|2.26e-07|0.0001139999999999|4.59|1.0|1.76e-05|-0.0522799999999999|9.2|-1964.841529|-1964.813473|0.6007|391.06|729.75|0.69545|0.69545|-1964.443758|0.6007|-0.13021|2.3873|-0.18249|3.2001|231.0|6.6364
8k_a46|-3.737070812|0|0|0|1|7.727094485|1|1|0.300205953|2.105349622|5.533389489|2|0.0|-0.397337564|-0.114070359|10.31928125|-0.038125|1|1|0.002202734|-0.1017929319999999|-0.030019362|-0.050069565|0.786206898|0.687020939|0|-0.0863473759999999|0.009441365|-61.98124174|-61.95565276|104.0919365|-0.033099828|-44.45419269|4.860695117|19.34993627|70.036452|-1424.980013|2328.360804|-17.04077386|8.070811215|15.94634031|7352.280688|-1022.446432|0.0112621819999999|-468.6373459|1723.969585|865.6610153999999|8.080799245|1.0|0.0|1.0|1.0|1.0|2.0|0.24|23.0|-8.66|2.94|5.37|124.17|1.86|0.0|132.47|-5.74|34.0|6.0|474.58|0.0|0.0|0.0|1.82e-06|0.000866|3.45|0.0|1.03e-06|-0.0398699999999999|7.63|-1845.304274|-1845.257085|0.1354|246.1|642.39|0.41618|0.5577300000000001|-1844.970617|0.1166|-0.16967|3.4118|-0.20954|3.8107|147.0|6.8327
12q_a30|0.0|0|0|0|0|7.412764017000001|2|2|0.60498366|0.0|5.351858133|2|0.0|-0.873376576|0.004165554|10.31162828|-0.021542639|1|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|0.816138015|0.593245722|0|-0.115589613|0.014790072|-59.52322773|-78.7683329|82.72757145|-0.045799658|-53.67653794|6.868090132000001|0.732186841|90.06607753|-1654.134991|2844.418547|-21.2680622|7.346842839|13.96052394|7990.060758|-1127.2072970000002|0.016579022|-437.0000797|2015.662819|696.6414817000001|11.29774462|1.0|0.0|1.0|1.0|0.0|1.0|0.17|17.0|-7.18|4.43|4.78|90.88|2.82|0.0|133.96|-6.7|34.0|8.0|482.48|0.0|0.0|0.0|1.99e-07|9.63e-05|5.05|0.0|3.19e-05|-0.05105|5.52|-1988.033527|-1987.999444|0.1817|245.16|537.96|0.34138|0.68516|-1987.781386|0.1515|-0.14792|5.5755|-0.19897|6.821000000000001|36.0|7.4449
12a_a40|0.0|0|0|0|1|7.515889085|0|0|0.604990853|1.784989449|5.4161004020000005|0|0.8332127109999999|-0.14667395|0.100414476|10.31197265|-0.226763788|2|2|0.007890601|0.298197213|0.018655637|0.031326603|0.718281767|0.525051106|1|-0.074840643|0.011766311|-32.81611621|-38.17175304|107.5277007|-0.033799|-19.46913691|3.060902482|49.24750281|43.65970865|-534.4045424999999|600.1247016|-8.792513441|7.563170499|14.43505064|4873.458436|-272.5679167|0.010759845|-358.4254366|627.699788|323.26151960000004|5.487955617999999|1.0|0.0|1.0|0.0|0.0|0.0|0.0|20.0|-7.21|5.33|5.43|58.43|4.34|0.0|91.76|-6.41|22.0|2.0|346.23|0.0|1.0|1.0|3.86e-07|0.000134|5.43|1.0|2.13e-05|-0.08015|5.01|-2097.826771|-2097.8163050000003|0.3701|400.39|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|-0.12895|2491.0|-0.2091|3.8054|1778.0|5.7501
19e_a38|0.0|1|0|0|0|7.412764017000001|2|2|1.297043576|0.0|5.351858133|2|0.0|-0.4379521229999999|-0.104569193|10.94917392|-0.038386106|1|1|0.000347207|0.045449529|-0.091460175|-0.191751024|0.839953955|0.700181525|0|-0.10214405|0.02118651|-56.34606212|-68.82539051|118.734325|-0.03783113|-46.37503972|9.619015829|16.39385667|82.37885703|-1376.50781|3426.997928|-17.17594064|6.596408983|12.34352977|6531.762734|-927.5007945|0.020114756|-335.8133169|1837.325672|696.3887025|13.55346651|1.0|0.0|1.0|1.0|1.0|3.0|0.12|17.0|-7.28|4.03|3.09|81.23|2.75|0.0|135.78|-4.94|32.0|4.0|427.48|0.0|0.0|1.0|1.15e-05|0.0049|3.55|0.0|2.25e-05|-0.05139|4.08|-1409.582478|-1409.547647|0.3948|236.96|532.67|0.41961|0.58509|-1409.315831|0.3738|-0.15584|5.8426|-0.20723|8.0952|0.01|8.0083
33_a47|0.0|0|1|1|1|6.823286122000001|0|0|1.409403453|1.758479676|4.727387819|3|1.688794654|-0.183320497|-0.033554816|10.98214099|0.0741098479999999|1|1|0.003634698|-0.26447859|-0.147591116|-0.338113214|0.82821379|0.607650682|1|-0.083739854|0.022346992|-32.1568697|-44.81989209|30.94680001|-0.0272154529999999|-23.98884914|6.401714296000001|0.0|60.65229445|-582.6585971|787.797733|-7.79637597|6.979305126|12.94292541|4889.09585|-311.85503880000005|0.029580684|-82.22540944|1010.133461|388.178924|15.83240237|0.0|1.0|1.0|1.0|1.0|1.0|0.11|21.0|-7.08|2.96|4.04|68.52|1.52|0.0|94.28|-3.26|25.0|5.0|334.35|0.0|1.0|1.0|0.000546|183.0|2.19|0.0|2.79e-05|-0.05462|2.06|-1123.16428|-1123.135036|0.2566|296.13|423.52|0.67508|0.67508|-1122.992964|0.2566|-0.15985|4.5647|-0.21447|6.2284|4.0|8.4
12g_a30|0.0|0|0|0|0|7.412764017000001|2|2|0.6049842529999999|0.0|5.351858133|2|0.0|-0.574592016|0.007330206|10.31162838|-0.049719762|1|1|0.0026474159999999|-0.067792064|-0.084317059|-0.152855196|0.826316772|0.770326886|0|-0.10344931|0.027436565|-58.41940906|-70.11305057|133.2169768|-0.040568357|-47.51931027|12.60295167|237.7754135|83.29752441|-1402.261011|2482.668258|-18.63502363|8.694447089|16.07139949|6688.137428|-950.3862054|0.019453222|-371.8296813|1810.9797|683.7405759|13.18447384|1.0|0.0|1.0|1.0|0.0|1.0|0.13|17.0|-6.42|3.4|2.48|114.67|2.06|1.0|133.52|-6.0|32.0|6.0|439.49|0.0|0.0|0.0|1.01e-06|0.000444|3.89|0.0|0.000165|-0.0576|3.88|-1743.214798|-1743.174676|0.2449|244.53|577.31|0.26238|0.68366|-1742.965961|0.1613|-0.15077|3875.0|-0.2083699999999999|5.3027|9.0|8.0334
12g_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.2678464|0.0|5.351858133|2|0.0|-0.409214521|0.078155467|10.95259306|-0.0521750109999999|1|1|0.005035022|0.130052038|-0.099596099|-0.163978382|0.8026482070000001|0.860667615|0|-0.097067302|0.017738779|-47.63457647|-66.72829531|24.29006276|-0.034549379|-45.87193951|8.382969151000001|5.097410387|77.14470618|-1401.294202|2476.712654|-16.3273005|7.285010602000001|13.83075477|6223.658545|-963.3107298|0.015152386|-384.6182564|1797.1178149999998|799.5563855|10.41641087|1.0|0.0|1.0|1.0|1.0|2.0|0.24|17.0|-7.38|3.85|3.01|69.2|2.66|0.0|138.33|-4.95|32.0|4.0|423.51|0.0|1.0|1.0|1.13e-05|0.0047799999999999|3.8|0.0|1.7800000000000002e-05|-0.0505199999999999|4.21|-1350.887005|-1350.861445|0.4393|238.01|657.02|0.38165|0.70097|-1350.571683|45.0|-0.15236|5.912000000000001|-0.20288|7.8537|14.0|7.8539
8_a4|0.0|0|0|0|1|7.535296702|1|1|1.304250488|2.126514848|5.4161004020000005|2|1.987684188|-0.056197036|-0.011835327|10.9295757|0.05775266|1|1|0.009595591|-0.1193184819999999|-0.048133994|-0.078942941|0.813333185|0.576540652|1|-0.065595042|0.0103751219999999|-27.90231822|-33.90618946|11.02158946|-0.024598141|-17.52616744|2.772101712|37.17889653|41.57817329|-508.5928419|1737.932042|-6.572312789|5.695730546|9.972991122|5162.482272|-262.8925116|0.0148422489999999|-233.7988862|700.3924376|434.9654405|7.671983829|1.0|1.0|1.0|1.0|1.0|0.0|0.15|21.0|-7.78|4.63|4.76|43.6|2.93|0.0|100.13|-4.35|25.0|3.0|346.81|0.0|1.0|1.0|4.49e-05|0.0156|3.74|0.0|5.72e-06|-0.05864|3.29|-1450.239105|-1450.21384|0.1687|231.56|391.01|0.30471|0.57675|-1450.071352|0.0642|-0.16821|4.5781|-0.22685|5.7488|54.0|7.2676
17b_a50|0.0|0|1|1|2|7.934155233999999|1|1|1.348984601|4.35392516|5.82008293|1|2.206759705|-0.144000296|-0.152660972|10.94500663|-0.15040528|2|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|0.7621727979999999|0.748900413|1|-0.07555585|0.0128994089999999|-33.25475672|-52.58062823|9.9094658|-0.02681014|-36.59177249|6.247196459|86.9549829|59.65808461|-1156.773821|1948.148592|-12.98417734|8.324966952|16.11918162|6059.076348|-805.0189948|0.010169967|-422.2639022|1439.872076|862.3868512|7.077456382|1.0|1.0|1.0|1.0|1.0|0.0|0.35|20.0|-7.54|4.18|4.92|51.77|2.71|0.0|131.39|-4.75|32.0|4.0|426.56|0.0|1.0|0.0|1.7899999999999998e-05|0.00763|3.96|0.0|1.22e-05|-0.0318|3.77|-1337.1910779999998|-1337.164673|0.1817|292.09|647.75|0.6269899999999999|0.66195|-1336.833957|0.1758|-0.16699|6.3333|-0.19879|8.4096|122.0|6.9136
8d_a32|0.0|1|1|1|0|7.765993078999999|0|0|0.609420756|0.0|5.733341277|0|2.146260246|-0.519620595|-0.044765977|10.31100269|-0.0682721729999999|3|3|-0.005162219|0.113030335|0.001558357|0.002805572|0.825978584|0.789198712|1|-0.109968322|0.01593079|-68.88621406|-69.11005922|321.2496412|-0.03346862|-43.43251025|6.291941176|89.20994250000001|81.54594837|-967.5408291|2371.595484|-13.21859008|8.106843676|15.29958432|5523.492436|-608.0551435|0.019788058|-262.14980440000005|1365.489282|557.1050635|12.43588915|1.0|0.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.26|6.42|4.32|154.03|1.1|0.0|110.38|-6.08|27.0|4.0|397.52|1.0|0.0|1.0|8.41e-07|0.000334|3.17|0.0|2.19e-05|-0.0535|4.26|-1880.773727|-1880.733071|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|-1880.540067|0.3018|-0.14765|1.0269|-0.20115|1873.0|8.0|8.0809
47f_a18|0.0|0|0|0|0|7.03438793|1|1|1.251175676|0.0|4.844187086|0|0.0|-0.477030713|0.033759227|10.94702253|-0.008224928|0|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|0.750610215|0.745431271|0|-0.084851044|0.0138461289999999|-54.18475173|-72.03501774|111.1889928|-0.0289997239999999|-61.15474298|9.979328976|58.84834254|86.11217859|-1944.945479|2343.062749|-20.90098811|10.55465562|20.44855806|7870.103594|-1651.17806|0.016581683|-384.6642262|2676.957843|1347.416568|14.07716085|1.0|1.0|0.0|1.0|1.0|2.0|0.34|18.0|-9.22|3.22|3.6|88.97|2.79|2.0|164.47|-6.11|40.0|4.0|541.68|0.0|0.0|0.0|7.76e-07|0.000421|4.52|1.0|3.27e-07|-0.04439|8.13|-1743.375413|-1743.346389|0.5741|400.42|874.24|0.6984600000000001|0.6984600000000001|-1741.724929|0.5741|-0.12802|3.8532|-0.1724099999999999|4.4861|9.0|8.0458
23_a10|0.0|0|0|0|1|7.535296702|1|1|1.34383709|2.140123457|5.4161004020000005|2|1.981673861|-0.17741132|-0.000458688|10.92966139|-0.0253481679999999|1|1|0.010662507|-0.0502296329999999|-0.130679|-0.207994181|0.754150918|0.706648116|1|-0.072395864|0.009615852|-35.17017083|-51.27837225|72.17779806|-0.02685653|-36.32074126|4.824237957|53.00900704|60.76548004|-1179.402562|1945.384475|-13.47382337|8.755988318|17.02048484|7034.375112000001|-835.377049|0.013394095|-370.018179|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|1.0|1.0|0.0|0.21|27.0|-9.84|5.11|5.81|56.07|2.99|0.0|139.11|-5.38|35.0|5.0|461.56|0.0|0.0|1.0|4.19e-06|0.00193|4.48|0.0|6.66e-08|-53.0|3.9|-1470.1960279999998|-1470.166163|0.2089|325.98|606.18|0.67647|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|4.8954|0.75|6.1249
3b_a49|0.0|0|0|0|1|7.535296702|1|1|1.343850026|2.104186262|5.4161004020000005|2|1.844602991|-0.322592863|-0.010613212|10.92976559|0.00361222|1|1|0.001356445|-0.151131362|0.000511959|0.000850823|0.794997634|0.749565191|1|-0.0846496|0.013576151|-54.04959517|-51.77986692|325.6896751|-0.0276739079999999|-31.67356498|5.07982433|81.60358988|64.91785551|-880.2577376|1796.6760370000002|-10.35481932|7.236413572000001|13.85181805|5934.158315|-538.4506046|0.021477952|-191.9087104|1340.087338|641.1445234|13.13798859|1.0|1.0|1.0|1.0|1.0|2.0|0.22|21.0|-7.58|3.16|3.2|98.72|1.25|0.0|116.94|-3.53|30.0|5.0|398.46|0.0|0.0|1.0|0.000293|0.1169999999999999|1.84|0.0|1.05e-05|-0.06115|3.4|-1293.3286859999998|-1293.291817|0.1978|265.67|480.08|0.5798|0.6632|-1293.048179|0.0759|-0.1587|3.0055|-0.21985|3.1637|25.0|7.6021
22_a10|0.0|0|0|0|1|7.535296702|1|1|1.343837143|2.113627059|5.4161004020000005|2|1.880539113|-0.332316729|0.01204992|10.92966136|-0.020475007|1|1|0.008903905|-0.042831367|-0.129989728|-0.208132084|0.747363443|0.646474494|1|-0.0649866779999999|0.016720696|-41.96631248|-50.61577509|75.58376652|-0.022372463|-39.42279832|10.14325785|60.10354816|71.13124588|-1062.931277|2668.5420940000004|-13.57178303|8.84228648|15.30289992|7414.102179|-827.8787647|0.026340252|-100.1982412|1883.550109|916.8601445|20.51547079|1.0|1.0|1.0|1.0|1.0|0.0|0.17|27.0|-9.37|4.64|5.6|73.14|2.8|0.0|139.53|-5.34|36.0|5.0|475.54|0.0|0.0|0.0|4.55e-06|0.00217|4.1|0.0|2.03e-07|-0.05712|5.65|-1544.237634|-1544.203968|0.2624|256.95|602.93|0.4483899999999999|0.6834100000000001|-1543.893507|0.1922|-0.16095|4.8409|-0.2180699999999999|6.5841|1.1|5.9586
17d_a50|0.0|0|1|1|2|8.105609402|2|2|1.338814635|4.380250483|6.042632834|1|2.234730384|-0.140830095|-0.136180713|10.94500663|-0.125540541|2|2|0.01245647|0.009780681|-0.200725906|-0.323333765|0.748516466|0.7276268779999999|1|-0.069790853|0.0152123589999999|-30.63468215|-48.40178147|5.007868064|-0.025589979|-33.56790124|7.31681784|86.38197811|57.5414543|-1064.839192|2950.99157|-12.30823045|6.996105516|12.62170017|6281.764548|-738.4938272999999|0.013178555|-352.3903892|1412.14676|829.3813984|9.139672835|0.0|1.0|1.0|1.0|1.0|0.0|0.35|20.0|-7.07|4.0|4.29|51.77|2.71|0.0|133.19|-4.5|32.0|4.0|424.54|0.0|1.0|0.0|3.17e-05|0.0135|3.72|0.0|3.63e-05|-0.03251|3.41|-1335.989008|-1335.962757|0.1819|306.09|579.45|0.66103|0.66103|-1335.649722|0.1819|-0.16716|5.6557|-0.19967|7.9942|74.0|7.1308
7s_a46|0.0|0|0|0|1|7.727094485|1|1|1.160371307|2.117265684|5.533389489|1|0.0|-0.240797051|-0.005405515|10.94651358|-0.020953253|1|1|0.005577925|-0.327656845|0.012197837|0.018964141|0.770312275|0.768056188|0|-0.083011849|0.008871171|-48.61321955|-41.72189594|166.3052939|-0.031623562|-20.9694955|2.240932895|0.0|47.36217237|-667.5503351|1619.4591|-7.988379237|5.565371272|9.829721631|4245.390306|-335.5119279|0.01122216|-321.55195330000004|814.1975221|409.9543818|5.640276426000001|0.0|1.0|0.0|1.0|1.0|1.0|0.26|17.0|-6.08|3.65|3.9|50.94|2.39|0.0|91.19|-4.07|23.0|3.0|305.37|0.0|1.0|1.0|8.590000000000001e-05|0.0262|3.32|0.0|0.000256|-0.02024|3.54|-974.8067569|-974.7707066|0.4164|234.06|446.63|0.44692|0.69976|-974.615216|0.1186|-0.17923|2.4286|-0.19947|3.6655|1985.0|5.7022
12bh_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297043258|0.0|5.351858133|2|0.0|-0.401249012|0.075747971|10.94728093|-0.035747988|1|1|0.0045625|0.0016901289999999|-0.101854847|-0.169994208|0.78699829|0.857993338|0|-0.09959401|0.017627098|-47.04367494|-66.28126709|83.08294358|-0.035569289|-44.11115058|7.807212275|0.0|76.46867897|-1325.625342|2437.805332|-15.75398235|7.545637217999999|14.56834609|5957.443236|-882.2230117|0.015307571|-377.0728785|1692.3721690000002|729.1873176|10.18741188|1.0|0.0|0.0|1.0|0.0|2.0|0.21|17.0|-7.34|3.76|2.5|69.2|2.45|0.0|133.68|-4.54|31.0|4.0|409.49|0.0|1.0|1.0|2.8600000000000004e-05|0.0117|3.41|0.0|1.86e-05|-0.0525299999999999|3.79|-1311.589612|-1311.558898|0.4386|319.46|575.23|0.69377|0.7039|-1311.293683|11.0|-0.14915|5.8338|-0.20168|7.7975|14.0|7.8539
14o_a23|0.0|0|1|1|2|7.423568444|0|0|1.197958066|3.133942289|5.351858133|2|0.6669152279999999|-0.807407518|-0.029012777|10.3132174|-0.049105045|2|2|-0.0004039459999999|0.416392114|-0.0962526|-0.2952674819999999|0.802854174|0.575188253|1|-0.094138958|0.018054548|-51.49843925|-66.92857564|110.3941788|-0.042454824|-47.58321438|9.125801389|0.8929505459999999|80.64694246|-1539.35724|2297.392496|-21.45909668|9.016411722|17.66041891|7967.617129|-1094.413931|0.019295686|-427.001863|1923.471511|676.4530574|13.71836682|0.0|0.0|1.0|0.0|1.0|1.0|0.09|26.0|-7.95|3.97|6.18|114.25|3.04|1.0|126.97|-6.89|35.0|8.0|495.48|1.0|0.0|0.0|1.29e-07|6.38e-05|4.76|0.0|5.57e-06|-0.08059|5.17|-2042.184285|-2042.161288|385.0|335.19|582.89|0.58581|0.58581|-2041.934645|385.0|-0.1517|5.9294|-0.23229|8.3591|3.0|8.4815
9g_a24|0.0|1|0|0|1|7.273092596000001|0|0|1.427608366|1.7647373919999998|5.283203728999999|2|0.0|-0.0425444|0.070915465|10.96318169|-0.02471184|2|2|0.013119312|-0.292600863|-0.0273623029999999|-0.049325609|0.7931626959999999|0.657503038|0|-0.065668047|0.01876163|-32.080056199999994|-32.49188065|174.88817269999998|-0.021297745|-16.07665151|4.593165278|0.0|49.25777584|-389.9025677|1196.910121|-5.214049137|6.124370267000001|10.69818114|4355.725609|-192.9198181|0.033884884|17.88521849|809.0499476|341.3207334|16.76589519|0.0|1.0|0.0|1.0|1.0|1.0|0.06|22.0|-6.43|2.91|2.93|72.28|0.64|0.0|87.53|-2.49|23.0|4.0|302.33|0.0|1.0|0.0|0.00323|977.0|1.37|0.0|0.000113|-0.03585|0.75|-984.5891383|-984.5565078|0.2444|236.07|400.47|0.4227399999999999|0.64993|-984.447764|0.1023|-0.17806|2.9691|-0.21391|4.4131|68.0|7.1675
12p_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297044387|0.0|5.351858133|2|0.0|-0.432950771|-0.084846674|10.96052769|-0.0433009009999999|1|1|-0.000673716|0.2461794139999999|-0.101303149|-0.217394466|0.828371596|0.698414933|0|-0.108380023|0.020202133|-51.98017377|-68.22905781|83.24921731|-0.039016808|-42.95260501|8.006403882999999|0.0|80.40682298|-1228.123041|2308.958924|-15.4629378|7.546742977|14.3885803|5922.775161|-773.1468902|0.019344052|-326.2581567|1617.811526|595.8790650000001|12.17776516|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-6.86|3.13|2.44|69.2|2.4|0.0|123.71|-3.89|30.0|5.0|399.42|0.0|1.0|0.0|0.000129|0.0515|2.78|0.0|5.58e-05|-0.0552299999999999|3.41|-1332.182868|-1332.148901|0.3015|232.12|506.89|0.30159|0.66559|-1331.947748|0.1841|-0.15608|4.8805|-0.21131|6.7199|9.0|8.0458
14ab_a23|0.0|0|1|1|2|7.423568444|0|0|1.197962873|3.4171257980000003|5.351858133|2|0.7586471459999999|-0.287365522|0.010803172|10.313217300000002|-0.03821899|2|2|0.012103325|0.038241896|-0.074579388|-0.13397874|0.75434493|0.693959193|1|-0.076243539|0.017974612|-35.59605095|-52.21744789|40.23721489|-0.031648261|-35.76253038|8.431109267|82.79560776|61.60741239|-1148.783854|2332.352369|-14.84482393|7.83369055|14.76864227|6654.62616|-786.7756682999999|0.013710439|-407.9635285|1439.872753|733.3886349999999|9.389964491|0.0|0.0|1.0|1.0|1.0|1.0|0.12|26.0|-8.16|4.4|4.63|105.02|3.45|1.0|130.22|-6.23|32.0|4.0|439.54|0.0|0.0|0.0|5.9e-07|0.000259|4.31|0.0|3.07e-06|-0.07146|4.1|-1708.563399|-1708.543268|0.3893|338.88|595.23|0.66532|0.66532|-1708.277193|0.3893|-0.14778|5.9624|-0.21924|8.4721|4.0|8.4012
7c_a10|0.0|0|0|0|1|7.535296702|1|1|1.343178184|2.1219657030000003|5.4161004020000005|2|1.798334646|-0.206388032|-0.033792245|10.92926158|-0.066271289|1|1|0.0107756969999999|-0.176560297|-0.12177839|-0.191576261|0.7928588059999999|0.6952665379999999|1|-0.0876410609999999|0.027436939|-29.66615908|-51.2378943|87.99694927|-0.0223398779999999|-29.95538587|9.377842892|58.07647902|67.01436709|-666.0926258|1881.379304|-7.635686595|6.703148323|12.58937144|6034.895823|-389.4200163|0.0269852389999999|-30.75918962|1265.598592|611.4957509|15.7764728|1.0|1.0|1.0|1.0|1.0|0.0|0.26|21.0|-7.78|4.59|4.43|62.06|1.99|0.0|113.07|-4.44|29.0|5.0|386.45|0.0|1.0|1.0|3.59e-05|0.0139|3.46|0.0|6.4e-06|-0.04004|2.76|-1259.011598|-1258.985004|0.4049|228.47|488.89|0.41348|0.68708|-1258.744382|0.0921|-0.16055|3.9465|-0.20059|5.0714|3.81|5.4191
10_a47|0.0|0|0|0|0|0.0|0|0|1.381868067|0.0|0.0|2|1.329777427|-0.384667159|0.0814897|10.93671036|0.007193585|0|0|-0.0065562469999999|-0.349569106|-0.021926603|-0.045289209|0.754096463|0.6913602740000001|1|-0.0936757959999999|0.00951788|-40.80144983|-50.08559665|103.41137940000002|-0.035388634|-26.77924406|2.720890925|0.0|57.59863288|-851.455143|1567.859561|-10.11660331|6.277122171|10.66897998|5482.319019|-455.247149|0.014051737|-322.8149102|1061.820157|498.0016816|7.51303623|1.0|1.0|0.0|1.0|1.0|2.0|0.09|22.0|-8.85|5.12|5.92|58.04|3.21|0.0|106.43|-5.75|27.0|4.0|359.4|1.0|0.0|1.0|1.77e-06|0.000638|4.8|0.0|5.110000000000001e-07|-0.0486399999999999|4.37|-1188.405988|-1188.3744|231.0|214.9|426.55|0.53909|0.69212|-1188.1907199999998|0.2175|-0.15445|1.9281|-0.20309|2.8795|13.0|7.9
12ak_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.270373882|0.0|5.351858133|2|0.0|-0.407322296|-0.116440196|10.95268014|-0.015708652|1|1|0.005035022|0.198260132|-0.099596099|-0.163978382|0.815627016|0.860667615|0|-0.091761476|0.019931266|-49.87483724|-66.15829243|113.186508|-0.032660864|-47.69888026|10.36054668|25.9007405|79.17567486|-1389.324141|2735.7986920000003|-16.97756755|7.98672125|13.86156772|6240.396899|-1001.676485|0.018055095|-342.3783571000001|1883.984673|799.5563855|13.01738243|1.0|0.0|1.0|1.0|1.0|2.0|0.24|17.0|-7.38|3.85|3.01|69.2|2.66|0.0|138.33|-4.95|32.0|4.0|423.51|0.0|1.0|1.0|1.13e-05|0.0047799999999999|3.8|0.0|1.7800000000000002e-05|-0.04929|4.21|-1350.900117|-1350.865407|0.4514|320.09|584.05|0.69463|0.7034699999999999|-1350.57563|0.0001|-0.15275|6.3682|-0.20204|8.5394|46.0|7.3372
