molecula|SddssS|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|MATS1c|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
33_a20|0.0|0|0.0|0.0|1|6.842683282|0|1.4175014119999998|0.023539095|2|0.0388043479999999|2.0219022580000003|-0.078557022|-0.062750442|1|1|0.008780074|-0.036258691|-0.1771816269999999|-0.0854333469999999|0.802353442|0.607038752|1|0.9493896|-0.058927252|-0.069838312|0.012738882|-38.58254635|8.340767701|8.680600701|0.0506104|-29.9394021|5.46110745|64.93395624|0.759356182|-25.26187502|-17.37608867|46.92331405|621.611679|-868.8044333999999|2274.654579|-11.3769728|0.240643818|8.062843544|15.094865900000002|5916.443448|157.56124519999997|22.88265911|-339.6262863|1144.132956|664.4562602999999|0.0|1.0|1.0|0.0|3.59|5.33|5.39|2.61|121.62|0.0|1.0|4.0|4.0|401.46|0.0|1.0|4.28|-5.53|2.48e-06|2.98e-06|0.0012|4.47|2.04e-10|8.199999999999999e-08|-0.0582899999999999|5443.0|3.8867|-1275.852801|-1275.823229|1174.95|318.99|227.79|563.98|0.27375|0.6129|-1275.662457|5.0369|34.0|7.4685
8d_a8|0.0|0|3.190160226|0.0|1|7.05012252|0|1.395657339|-0.155313194|1|0.042323232|0.0|-0.633521883|-0.117111249|1|1|-0.001038264|0.016471091|-0.4385133129999999|0.0780635059999999|0.804372443|0.734212688|0|0.6932924890000001|-0.1072746469999999|-0.103150936|0.028038295|-69.95878302|18.28507531|57.93693239|0.306707511|-43.86958028|11.92454747|92.49576602|0.675359878|-45.62337399|-24.91463687|88.24385833|452.1282556|-1345.390391|2093.380666|-16.2479927|0.324640122|7.507839835|14.52777156|6596.888351|211.7129122|36.89090464|-228.7206541|1992.108851|682.0472537|0.0|1.0|1.0|2.0|2.92|3.93|3.32|1.92|121.1|0.0|1.0|6.0|5.0|430.46|0.0|0.0|3.0|-4.47|1.24e-05|3.4200000000000005e-05|0.0147|2.89|2.38e-08|1.03e-05|-0.0600299999999999|4.6765|3.2963|-1447.595474|-1447.559429|1185.65|376.13|265.12|572.21|0.62361|0.70165|-1447.354662|7.5674|18.61|4.7303
8d_a32|0.0|1|3.474433107|0.0|0|7.765993078999999|0|0.609420756|-0.089662873|0|0.0388738739999999|2.146260246|-0.519620595|-0.0682721729999999|3|3|-0.005162219|0.001558357|-0.629535754|-0.054095278|0.875986707|0.789198712|1|0.7107041559999999|-0.109612139|-0.109968322|0.01593079|-68.88621406|10.01177286|321.2496412|0.2892958439999999|-43.43251025|6.291941176|89.20994250000001|0.708567136|-43.2918338|-21.03349629|78.89798692|446.6450457|-967.5408291|2371.595484|-13.21859008|0.2914328639999999|8.106843676|15.29958432|5523.492436|183.1522214|29.684549600000004|-262.14980440000005|1365.489282|557.1050635|0.0|1.0|1.0|2.0|2.84|6.42|4.32|1.1|110.38|1.0|1.0|7.0|4.0|397.52|1.0|1.0|3.57|-4.36|8.41e-07|4.36e-05|0.0173|3.17|5.51e-08|2.19e-05|-0.0535|3.5588|3.5588|-1880.773727|-1880.733071|111.16|348.39|348.39|540.98|0.7026100000000001|0.7026100000000001|-1880.602038|1873.0|8.0|8.0809
5_a15|0.0|0|0.0|0.0|0|0.0|0|1.419941043|-0.044921287|2|0.035982906|0.0|-0.54157893|0.0118220069999999|0|0|0.003194793|-0.187421793|-0.340979744|0.092692253|0.74438723|0.7950674740000001|0|0.8740541479999999|-0.06128567|-0.0989946469999999|0.032616864|-45.57134103|24.25353664|119.95308020000002|0.125945852|-54.73655332|18.03465935|64.12413387|0.5089899720000001|-33.88634094|-20.30656983|69.82487767|649.9369163|-1177.78105|2179.757502|-15.09973885|0.491010028|7.795174584|15.1701491|6656.720346|365.1095806|39.89581513|-13.36968593|2313.9572780000003|779.0599798999999|1.0|1.0|1.0|1.0|3.68|4.92|6.01|2.0|127.97|0.0|1.0|8.0|6.0|443.49|1.0|1.0|4.29|-5.66|6.86e-07|2.18e-06|0.000967|4.86|2.25e-10|9.970000000000001e-08|-0.03714|4.3299|3.6257|-1470.816175|-1470.779775|1272.84|341.96|286.35|629.67|0.62664|0.70244|-1470.55517|6.35|13.0|7.8861
12b_a36 (EW-7197)|0.0|0|3.3685352889999995|0.0|0|7.412764017000001|2|1.2970445309999998|-0.082283951|2|0.040899471|0.0|-0.439429998|-0.056994595|1|1|-0.000673716|-0.101303149|-0.442656599|-0.001567914|0.8741648479999999|0.698414933|0|0.7635183720000001|-0.081357853|-0.10866747|0.021439664|-50.90136206|13.41367899|81.63796416|0.236481628|-42.53627024|8.392238798|5.958751634|0.746747352|-31.84632538|-24.47552312|64.31504105|477.6935927|-1223.776156|2338.370858|-15.31305729|0.253252648|6.764872303|12.52485821|6096.459089|158.4469629|32.77617664|-308.7538779|1638.808832|595.8790650000001|||||||||||||||||||||||||-0.04975|3.8475|3.7725|-1332.180029|-1332.147999|1104.61|328.66|322.25|486.64|0.6824899999999999|0.69991|-1332.005651|7.3101|7.0|8.1549
19e_a38|0.0|0|3.376977671|0.0|0|7.412764017000001|2|1.297043576|-0.10490608|2|0.04508642|0.0|-0.4379521229999999|-0.038386106|1|1|0.000347207|-0.091460175|-0.436305701|0.04818471|0.89459881|0.700181525|0|0.776562593|-0.083623427|-0.10214405|0.02118651|-56.34606212|14.27562164|118.734325|0.223437407|-46.37503972|9.619015829|16.39385667|0.749190974|-37.96637911|-25.49088538|70.62168376|523.2534216|-1376.50781|3426.997928|-17.17594064|0.250809026|6.596408983|12.34352977|6531.762734|168.99691289999998|34.02454948|-335.8133169|1837.325672|696.3887025|0.0|1.0|1.0|3.0|3.08|4.03|3.09|2.75|135.78|0.0|1.0|6.0|4.0|427.48|0.0|1.0|3.3|-4.72|1.15e-05|1.89e-05|0.00807|3.55|5.27e-08|2.25e-05|-0.05139|5.2322|3.8587|-1409.582478|-1409.547647|1183.12|321.31|236.96|532.67|0.41961|0.58509|-1409.37733|8.0952|0.01|8.0083
3c_a12|0.0|0|0.0|0.0|0|6.555356892000001|1|0.610140703|-0.058516436|2|0.039605735|0.0|-0.379362977|-0.056537396|1|1|-0.001825446|-0.116098308|-0.545592465|-0.0461654159999999|0.888353608|0.859899236|0|0.843855494|-0.071719601|-0.099327724|0.013219706|-36.28720467|6.688634392000001|73.9854678|0.156144506|-25.42738988|3.384177297|0.0|0.7055242159999999|-18.35985151|-17.19277136|42.97583906|426.9566009|-653.3253118|1139.340748|-8.698843907999999|0.2944757839999999|6.231995392999999|10.88288188|4629.005722|148.9927848|24.36878988|-207.9738085|926.0140155|380.2468615|1.0|1.0|1.0|1.0|2.78|4.01|2.25|1.82|98.16|0.0|1.0|3.0|4.0|319.38|0.0|1.0|2.76|-4.0|6.06e-05|9.940000000000002e-05|0.0318|2.91|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|3.5862|-1327.498519|-1327.471862|894.36|345.72|311.14|399.38|0.43415|0.68067|-1327.4004710000002|2.3061|0.02|7699.0
12aa_a36|0.0|0|3.4172704080000003|0.0|0|7.412764017000001|2|1.297043479|-0.135770278|2|0.042560386|0.0|-0.672129428|-0.013898809|1|1|-0.004569485|-0.052743904|-0.53315493|0.156337925|0.888163057|0.849217847|0|0.688945241|-0.1066659309999999|-0.117270578|0.023617545|-72.94175494|16.1504726|132.3194611|0.3110547589999999|-54.83906299|11.04423694|109.0001157|0.731335741|-49.88002793|-28.21625599|89.09222754|471.12395210000005|-1523.677823|2418.848273|-19.29522587|0.2686642589999999|8.05947774|14.60824604|6438.603019|183.7216658|38.58180913|-316.3903377|2083.417693|689.2886595|0.0|0.0|0.0|3.0|0.0|1.92|0.98|1.28|131.85|0.0|1.0|6.0|5.0|424.46|0.0|0.0|1.15|-3.45|0.000304|0.000359|152.0|1.55|7.19e-07|0.000305|-0.05111|3.8899|3.8899|-1401.662677|-1401.617177|1183.76|318.73|318.73|520.19|0.6931|0.6931|-1401.45065|4.7433|9.0|8.0458
10_a1|0.0|0|3.261363142|0.0|0|6.86171134|0|1.435871163|-0.23385288|1|0.037578348|0.0|-0.621976404|0.010430299|1|1|-0.0106277489999999|-0.019835038|-0.623957903|-0.0369911079999999|0.783467165|0.658433571|0|0.669963758|-0.116648443|-0.10949971|0.014751098|-65.97424138|8.34295348|212.8090837|0.330036242|-35.02707638|4.718623023|64.49041745|0.8340962559999999|-37.31383317|-25.67872721|74.31719486|378.9193385|-1052.827816|1768.2330920000002|-14.52342192|0.165903744|7.376231317999999|13.65143394|5192.858899|93.83214542|30.78628757|-377.9175542|1262.237791|433.2550452|1.0|0.0|0.0|2.0|2.18|4.86|5.06|2.78|99.61|0.0|1.0|4.0|5.0|359.35|0.0|1.0|3.7|-4.73|1.04e-05|1.87e-05|0.00673|3.64|9.53e-09|3.42e-06|-0.06802|3.4067|3.4067|-1223.159954|-1223.125689|979.35|363.94|363.94|464.77|0.70345|0.70345|-1223.022387|7807.0|1.5|5.8239
16j_a32|0.0|1|3.359912013|-0.082980188|0|7.765993078999999|0|0.609420735|-0.086195934|0|0.046788618|2.076106145|-0.778815477|0.021997616|3|3|-0.00030659|-0.117577419|-0.704356423|0.168000908|0.839271289|0.762429418|1|0.8259884120000001|-0.07651119|-0.106897203|0.023266265|-54.71915795|16.63953228|34.66998636|0.174011588|-54.6758122|11.90023573|45.81893652|0.699790508|-39.13396528|-24.52188465|71.35869023|590.7291534|-1299.659886|3448.428146|-17.53752467|0.3002094919999999|7.357962381|13.20372234|6507.757122|214.7033741|35.04175088|-285.7717513|1857.212797|701.9321161|0.0|1.0|1.0|2.0|3.38|6.49|5.24|1.57|121.3|1.0|1.0|8.0|5.0|441.57|1.0|0.0|4.25|-5.41|3.56e-08|3.89e-06|0.00172|4.59|1.7e-08|7.5e-06|-0.05016|3629.0|3629.0|-2034.621888|-2034.593521|1225.27|341.65|341.65|631.34|0.70207|0.70207|-2034.408854|4.0992|9.0|8.0315
5b_a50|0.0|1|0.0|0.0|2|7.927685046000001|1|1.397278957|-0.003549558|1|0.034845679|2.473508677|-0.062071259|-0.113846154|2|2|0.012290091|-0.1052449509999999|-0.140506919|0.019856551|0.855527513|0.6642694929999999|1|0.958606481|-0.041157676|-0.061164973|0.012204641|-20.90908698|6.200250541|6.656963127999999|0.041393519|-15.78596849|3.149876031|60.5565203|0.5887490470000001|-10.62231784|-10.87564575|27.10933752|486.9950914|-435.0258302|1452.442728|-5.525088972000001|0.411250953|5.543302677000001|10.01036188|4577.809819|208.925351|18.47246431|-90.17329003|738.8985723999999|409.0289917|1.0|0.0|1.0|0.0|2.91|3.15|4.02|2.4|96.89|0.0|2.0|2.0|2.0|312.37|0.0|1.0|3.11|-4.19|0.000335|6.47e-05|0.0202|3.06|1.37e-06|0.0004269999999999|-0.0256899999999999|5.6332|4.0222|-990.6114185|-990.5849031|922.49|308.25|220.09|411.9|0.4270899999999999|0.66968|-990.487545|6.1284|12.23|4.9126
17f_a50|0.0|1|0.0|0.0|2|7.934155233999999|1|1.349854916|0.022892513|1|0.03135101|2.187498662|-0.125733326|-0.132773563|2|2|0.0129274519999999|-0.247590736|-0.204651539|-0.132153434|0.8314734309999999|0.7241275009999999|1|0.911458734|-0.047333916|-0.074859564|0.016414675|-29.10566644|10.09339793|6.382846132999999|0.088541266|-28.30463221|6.206439227000001|82.90209608|0.721122105|-17.89709978|-16.50175503|39.19906437|560.4567739|-874.5930167000001|1929.981543|-10.14694362|0.278877895|7.200480876|13.65716648|5579.97966|171.48226169999998|22.88344084|-271.9363523|1212.822364|652.6793116|1.0|1.0|1.0|0.0|2.97|2.87|3.83|2.09|116.81|0.0|1.0|6.0|4.0|384.48|0.0|1.0|2.92|-4.12|0.000266|7.57e-05|0.0291|2.83|4.15e-07|0.00016|-0.0336399999999999|4.0664|4.0664|-1219.2481369999998|-1219.220465|1146.22|304.9|304.9|564.52|0.6573899999999999|0.6573899999999999|-1219.02507|8.312999999999999|398.0|6.4001
12l_a30|0.0|0|0.0|-4.712037416|0|7.412764017000001|2|0.60498366|-0.274237737|2|0.044036281|0.0|-0.876151158|-0.02588969|1|1|-0.004395528|-0.077457998|-0.640870513|-0.045411075|0.883029843|0.593245722|0|0.834279405|-0.0905026719999999|-0.109810463|0.0154211289999999|-63.31694493|10.78883933|103.5499036|0.165720595|-53.74781658|7.548024079|1.697908189|0.8218150790000001|-44.29742723|-31.88960104|74.10578426|583.6736326|-1690.148855|2394.793539|-22.31041443|0.178184921|9.258542907|17.23248653|7576.362669|124.6606826|38.8038646|-450.2927313999999|2056.604824|696.6414817000001|0.0|1.0|0.0|1.0|0.0|4.43|4.78|2.82|133.96|0.0|1.0|7.0|8.0|482.48|0.0|0.0|3.42|-5.92|1.99e-07|1.2e-06|0.000579|5.05|6.61e-08|3.19e-05|-0.0545299999999999|5.0454|3.5245|-1988.033039|-1987.998976|1223.54|351.78|245.74|574.72|0.39486|0.68488|-1987.848331|2.9851|61.0|7.2154
12bc_a36|0.0|0|3.43846811|0.0|0|7.412764017000001|2|1.284647662|-0.042515909|2|0.04625323|0.0|-0.413738077|-0.027636036|1|1|-0.00097037|-0.101451485|-0.442519304|0.006621918|0.892249657|0.771220556|0|0.834305498|-0.077192869|-0.107107992|0.01824287|-51.87437401|12.2593899|83.35308244|0.165694502|-48.36968394|8.238431664|0.0|0.77146807|-34.8600941|-25.91194805|64.13376391|560.6615736|-1295.597402|2623.395239|-17.41308622|0.22853193|8.273766079|15.54183457|6587.689277|153.57572439999998|33.5878425|-364.8584744|1679.392125|661.6709012|0.0|1.0|0.0|2.0|0.0|3.99|3.19|2.99|133.77|0.0|1.0|5.0|4.0|450.32|0.0|1.0|2.82|-5.18|8.27e-06|6.55e-06|0.00295|3.93|1.74e-08|7.83e-06|-0.05828|5.2189|3.8696|-2152.134749|-2152.100551|1188.37|320.4|237.57|563.76|0.35775|0.69094|-2151.971485|9.2445|8.0|8.0969
4e_a49|0.0|0|0.0|0.0|1|7.535296702|1|1.343847746|-0.074495823|2|0.036555556|1.713107022|-0.3631108529999999|0.018857363|1|1|0.000660956|-0.037142108|-0.403194204|0.0063958109999999|0.856023531|0.731643066|1|0.757062331|-0.09422276|-0.087866673|0.017142176|-57.79309816|10.51443916|313.22432680000003|0.242937669|-33.05708028|6.449206277999999|60.11195021|0.650328475|-35.44835874|-17.96482878|68.30753733|464.3567821|-916.2062675|1647.641653|-11.01902676|0.349671525|7.934910277|15.01788083|5950.361470000001|214.47685|27.6242383|-184.4129453|1408.836153|620.5697596|1.0|1.0|1.0|2.0|2.89|3.4|2.83|1.25|114.08|0.0|1.0|6.0|5.0|399.45|0.0|1.0|2.42|-3.52|0.000528|0.000305|122.0|1.71|4.35e-08|1.74e-05|-0.06461|5.7301|3.7876|-1313.199448|-1313.158118|1128.64|327.34|216.37|504.63|0.4078199999999999|0.68043|-1312.98289|4.8707|34.0|7.4685
12u_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604983445|-0.027452346|2|0.043383838|0.0|-0.367578706|-0.0646674999999999|1|1|0.001805829|-0.0493878409999999|-0.467189145|-0.055829439|0.889479916|0.711738503|0|0.84944095|-0.0773921259999999|-0.097867106|0.015562896|-51.83732031|10.42404292|78.15130994|0.15055905|-43.90644499|6.982033926000001|0.0|0.810462868|-34.72068676|-25.41792137|62.26136323|568.9563615000001|-1245.478147|2608.6452440000003|-17.02494806|0.189537132|7.804487592999999|14.01586754|7133.515802|126.9521524|31.36222814|-415.8966522|1536.749179|685.6665849999999|0.0|1.0|0.0|1.0|0.0|5.11|3.92|3.79|137.3|0.0|1.0|5.0|4.0|467.37|0.0|1.0|3.59|-6.04|2.64e-07|9.14e-07|0.0004269999999999|5.12|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|3.5003|-2494.962309|-2494.927579|1202.06|354.21|354.21|559.16|0.6847|0.6847|-2494.7995530000003|7.0553|34.0|7.4647
8b_a50|0.0|1|3.1324050960000003|0.0|1|7.860570786|1|1.398299046|-0.009597908|1|0.035718954|1.98971238|-0.1812055289999999|-0.0180233089999999|2|2|0.007057361|-0.065440141|-0.332085641|-0.027207307|0.8836675340000001|0.71043578|1|0.845349082|-0.072629787|-0.078068703|0.021513107|-34.79187329|10.30543157|131.417573|0.154650918|-17.91443197|4.93661461|0.0|0.6717097959999999|-16.66636363|-14.54338619|45.09730487|404.9478761|-523.561903|1401.458274|-6.966723542|0.328290204|5.292277178|9.26652151|4446.001554|157.2609748|21.65129387|-164.5084115|779.4465792000001|339.5806858|1.0|0.0|1.0|1.0|1.69|3.14|3.41|1.79|89.78|0.0|2.0|2.0|3.0|299.33|0.0|1.0|2.51|-3.81|0.000359|0.000154|46.0|2.55|1.16e-06|0.000347|-0.02903|4.5256|4.1804|-967.3527447|-967.3160428|857.53|296.58|273.96|353.17|0.5533|0.59283|-967.258772|5.8205|68.0|7.1675
12a_a5|0.0|0|2.981252568|0.0|0|7.139660336|1|1.338814635|0.043132749|2|0.023108466|0.0|-0.09350376|-0.032601907|1|1|0.008649556|-0.057691345|-0.175245466|0.1121034509999999|0.829536345|0.741588813|0|0.894590896|-0.058605038|-0.067680123|0.0081891369999999|-36.01436435|5.032443973|13.74268646|0.105409104|-25.55893402|3.0925714930000003|0.0|0.746785093|-22.13179066|-15.99663329|41.04680832|549.7500455|-831.8249311000001|899.5599904|-9.830359239|0.253214907|8.741980056000001|16.12184989|5294.775577|155.6073368|21.42066499|-303.31208710000004|1113.8745800000002|650.3600841|1.0|1.0|1.0|1.0|2.96|5.12|4.26|2.17|119.38|0.0|1.0|5.0|4.0|381.47|0.0|0.0|3.58|-4.59|5.37e-05|2.56e-05|0.00977|3.38|1.4800000000000003e-09|5.660000000000001e-07|-0.04076|4.6865|4.1610000000000005|-1202.02622|-1201.990542|1140.24|297.97|264.55|508.81|0.50831|0.67169|-1201.8082029999998|3.9457|19.0|7.7212
43_a18|0.0|0|0.0|0.0|0|7.03438793|2|1.251175234|-0.01369899|1|0.033734062|0.0|-0.397752066|-0.032429984|0|0|0.003801459|-0.140532044|-0.460675034|-0.023109314|0.7458234990000001|0.712848727|0|0.852344887|-0.070166168|-0.0822489459999999|0.006890688|-54.49271386|5.35147222|0.66443384|0.147655113|-49.60799696|4.156080507|21.60709738|0.8743733490000001|-42.32033664|-24.16948112|59.84418608|661.9512957999999|-1788.541603|1579.614523|-18.77059344|0.125626651|10.01438533|19.33108376|7428.282915000001|97.56464265|27.64206062|-581.4944803999999|2045.512486|1228.492038|1.0|0.0|1.0|2.0|0.0|4.5|4.08|3.7|160.76|0.0|1.0|9.0|3.0|508.65|0.0|0.0|3.48|-5.96|3.55e-07|1.09e-06|0.000554|5.1|2.52e-10|1.28e-07|-0.04949|3.2233|3.2233|-1611.621186|-1611.598032|1493.25|384.65|384.65|702.4|0.6926800000000001|0.6926800000000001|-1611.198355|3.6943|625.0|6.2041
47s_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.251176205|-0.045792331|0|0.035632184|0.0|-0.394481152|-0.031515152|0|0|0.003686393|-0.168728915|-0.46304239|0.0109557919999999|0.745196689|0.716761234|0|0.84543779|-0.070258863|-0.08106112|0.008446541|-53.18668656|6.394119331000001|10.92659868|0.15456221|-46.45326408|4.840414512|51.05656345|0.820470855|-40.26287221|-22.79238258|59.58080589|640.0051571|-1595.466781|1529.863965|-17.25406952|0.179529145|9.811856136|18.65422248|6968.705069|135.90542109999998|27.77963709|-485.1995077|1944.574596|1093.725912|1.0|0.0|1.0|2.0|0.0|4.06|3.93|3.33|149.34|0.0|1.0|10.0|3.0|482.62|0.0|0.0|3.19|-5.45|1.12e-06|3.53e-06|0.0017|4.62|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|3218.0|-1534.196027|-1534.174077|1435.42|385.29|385.29|736.36|0.6926800000000001|0.6926800000000001|-1533.809351|2.9991|616.0|6.2104
6_a4|0.0|0|0.0|0.0|1|7.535296702|1|1.271761557|0.010164572|2|0.035283951|2.186806868|-0.064723237|-0.208689928|1|1|0.01098094|-0.046166422|-0.1738111839999999|-0.169533683|0.810030118|0.664247086|1|0.945545838|-0.052396457|-0.0670158929999999|0.0077624059999999|-29.18838891|4.324187697|14.1731579|0.054454162|-20.7966895|2.408866521|45.93422613|0.814470803|-16.25991695|-13.71394596|33.5125766|526.7333132|-671.9833521|1968.0178670000005|-7.639600225|0.1855291969999999|5.758624844|9.981741408|5256.215815|103.3523757|16.83786074|-350.36323230000005|825.0551765|578.2065561000001|1.0|1.0|1.0|0.0|3.45|5.1|5.23|3.09|109.7|0.0|1.0|3.0|3.0|354.45|0.0|1.0|4.23|-5.11|1.24e-05|7.74e-06|0.00274|4.28|1.04e-08|3.67e-06|-0.04867|4.8714|4.0354|-1108.585859|-1108.563418|1057.7|307.24|254.51|453.87|0.60542|0.5877|-1108.392115|3.2192|1.3|5.8861
3_a20 (SB-525334)|0.0|0|3.502142227|-0.08980269|0|6.880384082000001|0|1.183765089|-0.053897691|2|0.0526353279999999|1.728260385|-0.274640708|-0.119584218|1|1|0.0033523629999999|-0.169090412|-0.500412918|0.087932573|0.76423988|0.7835436240000001|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.0123308269999999|-34.52869143|6.965173618|43.70154849|0.1243352319999999|-29.26136697|3.934338039|0.0|0.784910502|-19.50382741|-16.53287135|41.49386505|494.6267525|-777.0449536|1782.992456|-9.33873414|0.215089498|5.943823875|10.9543133|4905.195832|121.495147|21.06338405|-321.8682802|989.9790502999998|520.6749407|1.0|1.0|1.0|1.0|2.82|5.2|4.69|1.69|104.59|0.0|1.0|3.0|4.0|343.42|0.0|1.0|3.63|-4.73|1.42e-05|1.88e-05|0.00647|3.74|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.1728|-1086.585811|-1086.56485|1030.31|390.77|248.86|498.74|0.49443|0.70168|-1086.383308|4.8164|162.0|6.7905
8a_a8|0.0|0|3.150966553|0.0|1|7.535296702|1|1.400027874|-0.1950388569999999|1|0.040243056|0.0|-0.732911106|-0.0298924089999999|1|1|-0.005306541|0.055198015|-0.5028388229999999|0.089031731|0.8220300859999999|0.7318727540000001|0|0.550829475|-0.131795179|-0.118763303|0.034374791|-78.93428863|20.58762475|170.9592896|0.449170525|-42.60049244|12.33026525|84.91322996|0.76420633|-47.27503672|-29.37948733|99.52191337|329.9007832|-1351.456417|1746.6927010000002|-17.59585557|0.23579367|7.533378788999999|14.52342059|6193.891189|141.2206861|38.44444383|-316.4749864|1768.444416|529.053307|0.0|1.0|0.0|2.0|2.64|3.13|2.72|1.9|109.21|0.0|1.0|4.0|5.0|400.39|0.0|0.0|2.56|-4.14|3.99e-05|7.28e-05|0.0292|2.4|1.74e-07|6.96e-05|-0.06922|4.6017|3.1039|-1367.776863|-1367.744724|1061.5|399.45|269.43|476.69|0.4927399999999999|0.7036899999999999|-1367.595683|6.8427|11.34|4.9454
14c_a22|0.0|0|0.0|0.0|1|6.842683282|0|1.42291727|-0.018518519|2|0.038137255|1.568396937|-0.298463715|0.006275578|1|1|0.004362505|-0.0917078119999999|-0.364626967|-0.096749121|0.8353837409999999|0.639264982|1|0.866576459|-0.067475189|-0.080077573|0.024569649|-48.57709197|17.68831053|36.22825261|0.133423541|-41.50359456|12.73426132|78.22334636|0.66168729|-34.9718749|-21.75466672|66.26540251|623.8702703|-1152.997336|2092.7515510000003|-15.66173379|0.33831271|8.626337592|16.03849168|6882.45|243.5598613|32.87756477|-232.8055235|1742.5109329999998|731.8178649|1.0|1.0|1.0|1.0|2.85|3.9|4.18|1.08|128.77|0.0|1.0|6.0|6.0|445.48|0.0|0.0|2.98|-4.62|1.39e-05|2.4e-05|0.0107|2.9|5.269999999999997e-10|2.35e-07|-0.07399|5.7361|3.6741|-1460.602657|-1460.571156|1241.55|337.45|216.15|575.8|0.3078|0.69113|-1460.38772|9.04|153.0|6.8153
21_a12|0.0|0|0.0|0.0|0|6.605297921|1|0.609915045|-0.058516436|3|0.037992832|0.0|-0.362168355|-0.0546514309999999|1|1|-0.001825446|-0.116098308|-0.522951134|-0.061915124|0.89838263|0.859899236|0|0.84827776|-0.068775342|-0.100098765|0.012230115|-34.60932333|6.154473157000001|75.46830038|0.15172224|-25.34833425|3.097071518|0.0|0.770818357|-17.416202300000002|-18.55810005|40.76379649|426.8727514|-705.2078018999999|1080.052791|-9.338859985|0.229181643|5.891343219|11.18947411|4652.242111|115.3294396|24.07584081|-272.5639702|914.8819508|380.2468615|1.0|1.0|1.0|1.0|2.81|4.01|2.25|1.82|98.16|0.0|1.0|3.0|4.0|319.38|0.0|1.0|2.68|-3.76|0.00015|0.000173|0.0551|2.53|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|4.6851|3.9971|-1327.479547|-1327.451966|893.17|310.18|264.64|397.31|0.59386|0.57644|-1327.397348|3.2551|22.0|7.6576
11_a1|0.0|0|3.3361517380000003|0.0|0|7.423568444|1|1.430935838|-0.196819043|1|0.035620155|0.0|-0.867849442|-0.044235537|1|1|-0.009578125|-0.07452948|-0.563650254|-0.069193862|0.8086124090000001|0.7846345840000001|0|0.5955245029999999|-0.131972845|-0.126108875|0.034974992|-77.81495049|20.62225192|274.39137789999995|0.404475497|-43.84323456|12.15946748|84.40380304|0.751878145|-45.88191258|-28.7289904|98.43720241|351.1382199|-1264.075578|1885.148133|-16.93943154|0.248121855|7.43666407|14.2257294|5798.645137|146.29971719999998|38.20963621|-297.0290662|1681.223993|495.0560271000001|1.0|1.0|1.0|2.0|2.31|4.28|4.23|1.95|105.71|0.0|1.0|4.0|6.0|385.37|0.0|1.0|3.22|-4.66|8.48e-06|2.17e-05|0.00838|3.35|3.35e-08|1.29e-05|-0.06546|3.7383|3.1924|-1312.462371|-1312.4282380000002|1036.18|388.38|331.66|471.76|0.68162|0.69914|-1312.2963630000002|7.1743|0.17|6.7696
