molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|n5aRing|n5aHRing|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|RPCS|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
4k_a46|0.0|0|0|0.0|0.173180233|1|7.825245291|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|1|0.0510113959999999|-0.104665424|0.0|-0.252970193|-0.1149361969999999|10.94631314|1|1|0.008544799|0.012963356|-0.3860697829999999|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.784722915|0.8789113709999999|-0.091943864|-0.086581945|0.260665072|-49.65634024|-46.76051618|3.801175594|65.39662252|-0.0306644389999999|0.0|50.48291318|0.417368922|2104.876032|474.67574630000007|-794.928775|1912.936687|-429.3190666|1.0|0.0|1.0|1.0|3.8|3.03|0.33|4.26|4.77|0.0|100.96|-4.82|25.0|333.43|1.0|1.0|3.79|1.5e-05|5.0|4.05|8.28e-05|-0.01712|5.4228|4.52|4.4485|-1053.433249|-1053.396715|582.84|0.2259|228.63|-1053.196897|0.1505|-0.18542|0.03653474|-1053.249847|7.0969|7.0969
12aa_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604983643|0.0|-0.101407312|-0.008848121|5.351858133|2|0.043854875|-0.014017531|0.0|-0.539735362|0.059360681|10.31162784|1|1|-0.12254489|-0.207153446|-0.394520145|0.8397577820000001|0.809127478|0.024991407|-0.012535889|0.794193541|0.8126513129999999|-0.078042288|-0.101368383|0.418522684|-54.50378741|-70.79444906|21.58471858|130.84205079999998|-0.033789461|0.0|91.51563481|0.4659424379999999|3115.249471|567.5458219999999|-1345.094532|2455.130164|-939.3977091|1.0|1.0|1.0|1.0|4.86|0.0|0.21|3.94|2.63|0.0|140.26|-5.61|33.0|458.54|0.0|0.0|2.52|2.47e-06|0.00113|3.81|6.720000000000001e-05|-0.04966|5.1925|3.34|3.4642|-1804.818818|-1804.784381|748.78|0.1667|238.78|-1804.516348|0.1506|-0.1472099999999999|0.03443621|-1804.582558|8.1135|8.1135
14f_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|1.197963246|3.366063739|-0.002304087|-0.006791105|5.351858133|2|0.04255787|0.056215377|0.745818086|-0.373510774|-0.0555907109999999|10.3132176|2|2|-0.110069159|-0.199540201|-0.399688849|0.756252127|0.796412133|0.070514687|-0.06885759|0.71381683|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|-40.51498423|-57.07376861|18.34483401|71.55380685|-0.031450478|96.60179161|74.08536976|0.478733036|3014.916135|604.5178506|-1084.401604|2322.5224120000003|-733.1331894|0.0|1.0|1.0|1.0|3.57|3.61|0.09|3.42|4.03|1.0|126.78|-5.63|32.0|441.51|0.0|0.0|3.46|2.32e-06|0.0010199999999999|3.55|1.3699999999999998e-05|-0.07163|5.8184|3.23|3.5753|-1744.452086|-1744.429532|711.98|0.2462|213.09|-1744.182678|0.1699|-0.1458|0.02255331|-1744.2443850000002|8.6459|8.6459
12e_a36|0.0|1|0|3.490984269|0.0|0|7.412764017000001|2|2|1.29704412|0.0|-0.064019914|-0.007100632|5.351858133|2|0.040899471|0.144415507|0.0|-0.404736007|-0.0586405829999999|10.95346131|1|1|-0.104118159|-0.1763783589999999|-0.43688276|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0.856274847|0.838086387|-0.07049439|-0.100988761|0.4347714629999999|-44.83739063|-64.2330904|12.12502373|102.9838531|-0.036203518|5.735288795|75.50154216|0.466721981|2709.877204|533.058116|-1220.428718|2309.239105|-776.2438847|1.0|0.0|0.0|2.0|4.85|0.0|0.17|3.24|2.19|0.0|128.72|-4.16|30.0|395.46|1.0|0.0|2.14|6.929999999999999e-05|0.0274|3.04|4.270000000000001e-05|-0.04962|3.8364|3.48|3.6699|-1272.2668210000002|-1272.23645|673.57|0.4537|323.18|-1271.999945|0.0006|-0.15189|0.03037051|-1272.0579810000002|7.8539|7.8539
12y_a36|0.0|1|0|3.479963309|0.0|0|7.412764017000001|2|2|1.29704385|0.0|-0.061103469|-0.00707164|5.351858133|2|0.041767677|0.036174187|0.0|-0.410155116|-0.049845887|10.94917392|1|1|-0.095253274|-0.1619981409999999|-0.434990282|0.90500247|0.820226782|0.046673879|-0.0498101409999999|0.856135378|0.83704133|-0.076585128|-0.098532865|0.424572485|-51.48548385|-66.24017399|13.04507243|109.55137340000002|-0.036493654|14.40618351|78.8341402|0.487285656|2793.629988|562.7133986|-1324.80348|2304.463084|-890.6187094000001|1.0|0.0|0.0|2.0|4.88|0.0|0.12|3.62|2.42|0.0|133.84|-4.58|31.0|407.47|1.0|0.0|2.37|2.6e-05|0.0106|3.45|3.94e-05|-0.05002|3.8794|3.83|3.8794|-1310.350902|-1310.315063|702.38|0.4358|319.6|-1310.077567|0.4358|-0.15671|0.03583863|-1310.137888|7.9208|7.9208
13b_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984129|0.0|0.112353041|-0.011016128|5.351858133|2|0.041728395|-0.035340334|0.0|-0.627919307|0.042845487|10.31162842|1|1|0.003429114|0.006103754|-0.564815317|0.841060094|0.836520136|-0.045844862|-0.0771674659999999|0.802578397|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|-74.24619275|-76.67161447|12.52854078|206.54056530000005|-0.042850934|105.341977|88.26741491|0.454574838|3002.926824|468.6532296|-1533.432289|2319.48655|-1035.363967|1.0|0.0|0.0|2.0|4.76|0.0|0.13|3.04|1.72|0.0|135.37|-5.01|32.0|441.51|0.0|0.0|1.91|9.68e-06|0.00427|2.74|0.000288|-0.05434|5.0501|4.54|3.5056|-1744.492044|-1744.446479|721.48|0.2783|245.51|-1744.2179010000002|0.1415|-0.14879|0.0455651|-1744.281763|7.5901|7.5901
1a_a5|0.0|0|0|0.0|0.0|0|6.605297921|1|1|1.189701889|0.0|-0.271170445|-0.001785522|4.59511985|2|0.021346801|-0.075791863|0.0|-0.078562954|-0.132197351|10.9502215|0|0|0.069867374|0.114184614|-0.179831877|0.8309401009999999|0.7427901179999999|0.11504495|-0.008431181|0.808272639|0.833638233|-0.071887159|-0.075618812|0.3602068089999999|-36.19957997|-38.07869556|4.047117885|83.77332129999999|-0.027665419|0.0|46.38422909|0.455258786|1940.139869|419.7878208000001|-571.1804334|902.6910106|-287.62427139999994|0.0|0.0|1.0|1.0|3.54|0.0|0.16|3.08|1.42|0.0|93.49|-2.6|23.0|298.34|1.0|0.0|1.75|0.00253|755.0|2.17|2.13e-05|-0.1040099999999999|4.6707|2.85|2.8332|-951.1394906|-951.110826|531.02|0.2109|265.45|-951.178584|0.0126|-0.12226|0.028664612|-951.226623|6.9706|6.9706
19a_a38|0.0|1|0|3.3685352889999995|0.0|0|7.412764017000001|2|2|1.297044508|0.0|-0.084389038|-0.007986407|5.351858133|2|0.043848238|0.054257043|0.0|-0.431265985|-0.122385526|10.96083376|1|1|-0.101303149|-0.217394466|-0.4342819429999999|0.724208473|0.819222745|0.031696119|-0.133130383|0.698414933|0.747152898|-0.08593151|-0.108300308|0.298938581|-51.36166266|-64.73159672|13.23456869|151.1278869|-0.038988111|0.0|77.20795279999999|0.465829126|2774.129458|446.57675660000007|-1165.168741|2304.055966|-696.4267669|1.0|1.0|1.0|3.0|4.83|2.56|0.14|3.13|2.55|0.0|125.69|-4.14|30.0|401.44|0.0|1.0|2.68|7.209999999999999e-05|29.0|2.78|5.610000000000001e-05|-0.05271|3.9212|3.41|3.6504|-1332.186327|-1332.1529369999998|628.65|0.2668|316.19|-1331.94466|0.0721|-0.15108|0.03338983|-1332.002093|8.0106|8.0106
21_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.343837211|2.093218896|0.036507898|-0.009308076|5.4161004020000005|2|0.035818182|-0.032405474|1.817620533|-0.549176498|-0.023060773|10.92966143|1|1|-0.0236638829999999|-0.03765494|-0.4636733179999999|0.7135035209999999|0.7620337359999999|0.057775125|-0.005970601|0.68876002|0.7747854129999999|-0.091053776|-0.084654798|0.8663152820000001|-64.32920271|-59.80834512|13.34776629|159.11338909999998|-0.03292131|74.3822498|75.80259699|0.391384102|3104.255496|547.3834282|-1255.975247|2701.142106|-887.342515|1.0|1.0|0.0|1.0|3.5|3.17|0.11|4.47|5.6|0.0|128.59|-5.77|34.0|448.47|0.0|0.0|4.04|1.69e-06|0.0007599999999999|4.17|8.68e-07|-0.06082|5.9596|5.57|3.8599|-1485.499561|-1485.461532|716.1|0.2574|208.04|-1485.216871|0.1489|-0.16178|0.03802869|-1485.278495|5.3188|5.3188
11e_a5|0.0|1|0|2.971327032|0.0|0|7.139660336|1|1|1.338814635|0.0|-0.2114441819999999|-0.003208975|5.209486153|2|0.020943152|-0.07965|0.0|-0.192538515|-0.16669151|10.9487795|1|1|-0.0924814769999999|-0.147721258|-0.234433859|0.77509232|0.775794895|-0.048843135|-0.02059071|0.747366251|0.876758791|-0.062865536|-0.0790189759999999|0.372098505|-41.64560703|-52.34653881|7.986070113999999|81.64179149|-0.0282210629999999|0.0|63.5644542|0.483563144|2721.416353|580.8135016|-1046.930776|960.0428704|-693.5448342|0.0|1.0|1.0|1.0|3.22|3.43|0.24|5.03|4.29|0.0|125.71|-4.65|31.0|411.5|1.0|0.0|3.63|2.23e-05|0.00919|3.56|4.64e-07|-0.03808|4.4179|2.91|4.1036|-1316.547103|-1316.512503|717.76|0.5347|280.64|-1316.239803|0.2125|-0.16751|0.03460011|-1316.301553|7.3979|7.3979
12az_a36|0.0|1|0|3.465535084|0.0|0|7.412764017000001|2|2|1.297042831|0.0|-0.196183836|-0.009570959|5.351858133|2|0.040566449|0.078817323|0.0|-0.593399474|-0.024018255|10.95957115|1|1|-0.176729938|-0.289604649|-0.387734368|0.884226781|0.812921349|-0.061924322|-0.021825174|0.8350231859999999|0.819163613|-0.071762413|-0.10786263|0.411597359|-50.28669997|-75.58351856|24.36575918|126.71905359999998|-0.033474609|8.104966044|99.82512582|0.462897841|3039.528467|574.0196415|-1360.503334|2455.7577530000003|-953.3573311|1.0|0.0|1.0|2.0|4.96|0.0|0.21|2.83|1.9|0.0|136.74|-4.11|33.0|441.49|0.0|0.0|1.75|7.75e-05|0.0342|2.62|7.11e-05|-0.04967|3.8863|2.68|3.6095|-1461.990465|-1461.962459|737.12|0.4383|319.03|-1461.686269|0.0146|-0.14879|0.02800521|-1461.750394|7.2366|7.2366
4_a47|0.0|0|0|0.0|0.0|0|0.0|0|0|1.304464196|0.0|0.004633887|-0.008204735|0.0|2|0.038479532|-0.158636969|1.42341819|-0.3692130839999999|0.0687047279999999|10.93671044|0|0|-0.017555555|-0.027355932|-0.462831711|0.893350891|0.783871003|-0.095209424|0.019305509|0.8124901999999999|0.874200878|-0.07804769|-0.092556319|0.444849947|-42.46254967|-50.35610033|4.22896799|68.44214684|-0.03525955|0.0|57.78603076|0.402148382|2306.463316|475.6168721|-805.6976052|1528.797085|-438.3470487|1.0|0.0|1.0|2.0|2.75|3.01|0.05|4.83|5.71|0.0|106.52|-5.92|26.0|361.82|0.0|1.0|4.32|1.21e-06|0.0004379999999999|4.96|5.81e-07|-0.05606|5.7708|4.44|3.73|-1509.453558|-1509.4201369999998|576.9|0.2304|214.85|-1509.262887|0.2221|-0.1547|0.03342033|-1509.3147789999998|7.5|7.5
7b_a10|0.0|0|0|0.0|0.0|0|7.535296702|2|2|1.186434511|0.0|-0.170920618|-0.001621737|5.4161004020000005|2|0.037804233|-0.060829392|2.079721225|-0.07459988|-0.01808249|10.93274506|0|0|-0.051052176|-0.082499103|-0.1874708719999999|0.624866343|0.764865564|-0.108464916|0.065705128|0.586354126|0.92441666|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|-30.71062112|-37.45675757|5.061217187|39.29815915|-0.027444463|56.22969776|43.9185573|0.446575367|2290.380138|480.6333417|-599.3081212000001|2150.375871|-311.5991709|1.0|1.0|0.0|0.0|3.9|0.0|0.25|4.34|3.03|1.0|105.44|-5.28|25.0|346.81|1.0|1.0|3.02|5.29e-06|0.00183|4.68|3.54e-05|-0.05377|6.0231|3.44|3.6426|-1450.09312|-1450.06366|562.31|0.1488|205.85|-1450.075119|0.0899|-0.1584799999999999|0.02946054|-1450.124551|4.7033|4.7033
17_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0|0.605019885|0.0|0.188373421|-0.009450704|4.727387819|2|0.047430556|-0.015463451|1.709081227|-0.349676046|-0.041723219|10.31163036|1|1|0.020589494|0.036673175|-0.633373061|0.881253042|0.767641592|0.1789147639999999|-0.085686119|0.773152968|0.803075623|-0.098658557|-0.096067661|0.225087454|-50.20132919|-48.88298017|5.251911643|100.2028184|-0.039557272|76.17242478|55.39769571|0.4383349039999999|2196.728425|408.6362608|-684.3617224|1667.279771|-348.2299886|1.0|1.0|1.0|1.0|3.13|2.65|0.0|4.96|4.66|0.0|95.5|-5.53|23.0|338.81|0.0|1.0|3.71|2.96e-06|1.0|3.88|1.11e-05|-0.0720399999999999|3.2102|3.57|3.2102|-1731.75233|-1731.72355|537.32|0.4062|386.22|-1731.6147670000005|0.4062|-0.13155|0.02878063|-1731.663157|7.6383|7.6383
12_a1|0.0|1|0|3.3894574360000003|0.0|0|7.423568444|1|1|1.430936075|0.0|-0.0455890429999999|-0.011221829|5.351858133|1|0.036382114|0.076867966|0.0|-0.516204114|-0.0811332759999999|10.94945122|1|1|-0.104622651|-0.173618873|-0.487073772|0.8016064479999999|0.749817035|-0.045776997|-0.093957115|0.7534284040000001|0.765121385|-0.0964711209999999|-0.104724018|0.210514881|-55.99493147|-60.78517756|19.60151089|136.3310784|-0.039894864|477.1158679|74.99749378|0.46449367|2592.245875|444.1009824|-972.562841|1825.150911|-564.5066541|1.0|1.0|1.0|1.0|3.29|2.72|0.05|4.87|4.41|0.0|103.47|-4.98|28.0|366.37|0.0|1.0|3.44|1.04e-05|0.00379|3.54|2.3e-06|-0.07042|3734.0|3.67|3.1744|-1216.12881|-1216.099134|607.42|0.5867|332.04|-1215.922313|0.2821|-0.12874|0.0296752|-1215.975876|5.5302|5.5302
16f_a32|0.0|1|1|3.354832924|0.0|0|7.765993078999999|0|0|0.609420741|0.0|0.1767304639999999|-0.014558301|5.733341277|0|0.039958333|0.008658653|2.082564316|-0.77158995|-0.081644236|10.31100265|3|3|-0.120440534|-0.211019184|-0.697693907|0.801401734|0.852938445|0.085125293|-0.000510986|0.761506727|0.8072754790000001|-0.08168632|-0.111152081|0.522247991|-56.53102601|-76.92280867|16.90955989|133.3750236|-0.035568666|47.24868477|92.82839829|0.384656622|2772.212354|558.6750754999999|-1230.764939|3414.006186|-851.7509977|1.0|1.0|1.0|2.0|3.76|3.4|0.3|6.42|4.99|0.0|116.75|-6.95|29.0|427.54|0.0|1.0|4.05|1.12e-07|4.79e-05|4.11|7.26e-06|-0.04997|3.6272|4.99|3.6272|-1995.307736|-1995.278839|722.06|0.2931|341.82|-1995.054457|0.2931|-0.15003|0.02889673|-1995.117771|8041.0|8041.0
13_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.399843898|2.050136054|-0.210975191|-0.000990136|5.4161004020000005|1|0.044357639|-0.059300584|0.0|-0.04158572|-0.14818661|10.94205723|1|1|-0.0161529719999999|-0.025714912|-0.143303992|0.645708528|0.744134785|-0.215746851|-0.157188841|0.6490618429999999|0.970027005|-0.050017793|-0.068249548|0.229685203|-24.48959182|-33.41617993|4.282589756|14.67530603|-0.0279998139999999|54.71349575|37.12083496|0.4289448289999999|1910.137758|474.9422962|-534.6588788|1439.176684|-261.7783983|1.0|0.0|0.0|0.0|3.39|2.87|0.16|4.18|4.15|0.0|90.06|-4.09|22.0|287.36|1.0|1.0|3.57|8.18e-05|0.0235|3.75|0.00018|-0.03168|4.4811|3.87|4.1733|-898.3562912999998|-898.3381672|536.09|0.2133|276.68|-898.2009630000001|0.1282|-0.17204|0.018124154|-898.2503529999999|5.3979|5.3979
11a_a50|0.0|0|1|0.0|0.0|2|7.927685046000001|1|1|1.397733996|4.088412042|-0.156121881|-0.002914262|5.82008293|1|0.038040936|-0.04339705|2.114272566|-0.134056065|-0.108592708|10.94500606|2|2|-0.162848233|-0.277408878|-0.267331063|0.701976536|0.792574879|-0.158172459|-0.200986578|0.667956827|0.917127112|-0.048213112|-0.071180382|0.2931724189999999|-25.48858279|-37.63057389|9.774322692|43.81199235|-0.025421565|67.28055926|48.67321197|0.463749257|2286.226222|484.8529701000001|-564.4586084|1550.320581|-298.409489|0.0|1.0|1.0|0.0|3.44|2.8|0.15|3.09|3.73|0.0|99.65|-3.58|25.0|327.38|1.0|1.0|2.95|0.000263|0.0862|2.9|0.000441|-0.03284|4.0636|3.05|4.0636|-1045.978598|-1045.954278|574.01|0.1761|305.11|-1045.794689|0.1761|-0.16769|0.02431947|-1045.84627|7.2291|7.2291
14a_a10|0.0|0|0|0.0|0.0|1|7.535296702|2|2|1.3438495730000002|2.156210368|-0.2090476269999999|-0.002047597|5.4161004020000005|3|0.035660377|0.027446544|2.070512208|-0.147427016|-0.045759336|10.92970798|1|1|-0.220250238|-0.344811314|-0.168193178|0.76857495|0.7348225290000001|-0.011977878|-0.007680215|0.740051323|0.911549451|-0.044416218|-0.070610745|0.43555903|-32.23041637|-51.23835032|9.840503082|64.18371923|-0.018970051|134.15514270000003|67.14248252|0.469029865|3075.550631|661.4615097|-922.2903058|1774.8853399999998|-669.2555601|0.0|1.0|1.0|0.0|3.98|4.4|0.39|4.16|3.36|0.0|146.76|-4.21|35.0|468.59|1.0|0.0|3.43|6.159999999999999e-05|0.0288|3.29|3.07e-06|-46.0|5.5808|2.25|3802.0|-1489.655581|-1489.803158|800.01|0.2835|222.16|-1489.42155|0.0005|0.2422099999999999|-0.14757681|-1489.487381|7.1308|7.1308
38_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|2|1.251175383|0.0|0.059724697|-0.00575311|4.844187086|1|0.035478927|-0.066676644|0.0|-0.448742607|-0.020056674|10.94702086|0|0|-0.074661643|-0.11123356|-0.498932552|0.745084567|0.719168079|-0.03302891|-0.007310849|0.7400818459999999|0.8310704529999999|-0.076974444|-0.082256123|0.423402315|-61.25359673|-65.45657441|6.675707878|134.4282836|-0.0322355079999999|74.46052717|71.15832778|0.4666657999999999|3162.36475|661.3370874|-1898.240658|1855.157022|-1510.554181|1.0|0.0|1.0|3.0|4.53|0.0|0.34|4.94|4.13|1.0|160.66|-6.98|38.0|508.65|0.0|1.0|3.64|1.05e-07|5.36e-05|5.43|2.38e-08|-0.0483699999999999|3.2241|8.95|3.2241|-1611.630281|-1611.60375|861.93|0.5147|384.55|-1611.133158|0.5147|-0.13229|0.02653109|-1611.206669|7041.0|7041.0
11d_a5|0.0|1|0|2.9590700880000003|0.0|0|6.605297921|0|0|1.388848584|0.0|-0.245058546|-0.003373937|4.59511985|2|0.0228184279999999|-0.125546291|0.0|-0.185566552|-0.138265707|10.94877952|1|1|-0.12451554|-0.200646773|-0.22897714|0.786587307|0.783891527|-0.018747485|0.036918829|0.755793189|0.87090286|-0.063028408|-0.0847408619999999|0.359644732|-40.04753555|-53.84338206|8.151092424|82.02685783|-0.029333375|0.0|65.35645739|0.49396568|2540.78984|553.3617954|-969.1808771|900.3825317|-615.8065323|1.0|1.0|1.0|1.0|3.13|3.37|0.17|4.41|4.14|0.0|114.29|-4.14|29.0|385.46|1.0|1.0|3.28|7.2e-05|0.0278|3.07|8.909999999999999e-07|-0.03767|4.4175|2.59|4107.0|-1239.127458|-1239.093739|682.09|507.0|280.66|-1238.855022|0.2068|-0.16762|0.03371838|-1238.914819|7.8239|7.8239
11b_a31|0.0|1|0|3.248213341|0.0|0|7.765993078999999|1|1|0.610137403|0.0|0.078614731|-0.01950528|5.733341277|0|0.043380952|-0.078907688|0.0|-0.838727032|-0.1488994619999999|10.31169957|2|2|-0.101934423|-0.16780872|-0.564706551|0.833717183|0.834596039|0.067031897|-0.074254978|0.7943850720000001|0.545458754|-0.143839236|-0.148709304|0.26165445|-80.0942166|-82.80602396|21.02499452|253.1028809|-0.044612791|87.78853803|100.3071755|0.473305522|2410.572158|303.7286124|-993.6722875|1756.711832|-553.3080237|1.0|1.0|1.0|2.0|3.41|2.29|0.24|4.67|3.25|0.0|92.51|-4.74|25.0|357.38|0.0|1.0|2.69|1.82e-05|0.00649|2.46|0.00128|-0.03574|3.8437|4.07|3.8437|-1520.085181|-1520.0430279999998|589.56|0.2634|322.57|-1519.909742|0.2634|-0.15936|0.04215313|-1519.967224|6.2757|6.2757
8_a20 (IN-1130)|0.0|1|0|3.443195704|0.0|0|6.842683282|0|0|1.400923668|0.0|0.063195236|-0.009430196|4.727387819|2|0.0396875|0.1728459339999999|1.622562232|-0.528090969|-0.019554464|10.94899447|1|1|-0.049177437|-0.083481481|-0.573278819|0.811128636|0.760688473|-0.1221465319999999|-0.0957193819999999|0.7741509329999999|0.7274271309999999|-0.09623672|-0.097790028|0.354945501|-63.72828772|-64.75689362|10.46873389|180.4986934|-0.035730972|89.35267123|77.31081766|0.4824986429999999|2849.395895|481.70475260000006|-1230.3809789999998|1829.419484|-814.7625241000001|1.0|1.0|1.0|2.0|3.49|2.43|0.08|4.97|4.08|0.0|122.86|-4.85|32.0|420.47|0.0|1.0|3.14|1.42e-05|0.00596|2.87|9.86e-08|-0.07014|4.9797|4.53|3.2329|-1368.412748|-1368.372708|696.06|0.3782|248.98|-1368.118751|0.1361|-0.13622|0.04004011|-1368.180121|7.4437|7.4437
7c_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.343178184|2.1219657030000003|-0.152261681|-0.00375251|5.4161004020000005|2|0.039433962|-0.1122332619999999|1.798334646|-0.206388032|-0.033792245|10.92926158|1|1|-0.12177839|-0.191576261|-0.215874011|0.725146704|0.7928588059999999|-0.087063341|-0.105104647|0.6952665379999999|0.906276489|-0.05074318|-0.0876410609999999|0.487148112|-29.66615908|-51.2378943|16.04055193|54.79389751|-0.0223398779999999|58.07647902|67.01436709|0.4675549639999999|2616.8970870000003|529.8395322|-666.0926258|1881.379304|-389.4200163|1.0|1.0|1.0|0.0|3.48|3.49|0.26|4.59|4.43|0.0|113.07|-4.44|29.0|386.45|1.0|1.0|3.59|3.59e-05|0.0139|3.46|6.4e-06|-0.04004|5.4267|2.76|3.8357|-1259.011598|-1258.985004|635.47|0.4049|228.47|-1258.744382|0.0921|-0.16055|0.02659395|-1258.801509|5.4191|5.4191
4R4k_a46|0.0|0|0|0.0|0.173180233|1|7.825245291|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|1|0.0510113959999999|-0.104665424|0.0|-0.252970193|-0.1149361969999999|10.94631314|1|1|0.008544799|0.012963356|-0.3860697829999999|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.784722915|0.890625164|-0.089699228|-0.085931818|0.237621572|-47.73036108|-45.72566346|4.194771739|58.20005971|-0.030434186|0.0|49.58292992|0.465590034|2105.035168|473.9155694|-777.3362788|1767.850427|-413.632783|1.0|0.0|1.0|1.0|3.8|3.12|0.33|4.26|4.77|0.0|100.96|-4.82|25.0|333.43|1.0|1.0|3.81|1.5e-05|5.0|4.05|8.28e-05|-0.02045|5.2965|4.52|4.1392|-1053.439174|-1053.413412|565.94|0.2896|234.09|-1053.202129|0.1008|-0.17484|0.0257622|-1053.254911|7.0132|7.0132
16_a20|0.0|1|0|3.485659565|0.0|0|6.842683282|0|0|1.401259527|0.0|-0.014660441|-0.004705049|4.727387819|2|0.0388043479999999|0.126359252|2.013871268|-0.254072625|-0.061975089|10.93301779|1|1|-0.070208458|-0.117308016|-0.458484451|0.7582110409999999|0.7478675859999999|-0.085041518|-0.10978034|0.724665638|0.915005572|-0.066137353|-0.077793092|0.382481746|-43.51359744|-51.18223058|7.634605066000001|55.92018945|-0.029561375|3.46788153|60.02453683|0.464473378|2722.728332|602.0075202|-972.4623811|2161.751186|-639.8099471|0.0|1.0|1.0|1.0|3.5|3.13|0.08|6.38|5.46|0.0|121.69|-6.06|31.0|401.46|0.0|1.0|4.37|8.68e-07|0.000349|4.69|1.22e-08|-0.05909|5.9837|4.45|3.5704|-1275.900951|-1275.8670960000002|686.59|0.3431|207.2|-1275.636924|0.1958|-0.1481299999999999|0.03385502|-1275.6960869999998|7585.0|7585.0
9_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.300485838|2.130445484|-0.211556011|-0.00136737|5.4161004020000005|2|0.040449735|-0.019160308|2.137757657|-0.064266379|-0.091393763|10.92992723|1|1|-0.0475186259999999|-0.076824065|-0.172904817|0.625717993|0.801082857|-0.151437311|-0.072130166|0.58669472|0.937102792|-0.052625548|-0.069566741|0.472497372|-28.63837014|-37.85762102|4.918284148|34.22811902|-0.025885299|45.21212204|43.71760622|0.43745176|2359.945586|509.9632679|-605.7219363|2012.840082|-329.6286606|1.0|1.0|1.0|0.0|3.18|3.37|0.19|5.14|5.07|0.0|105.09|-4.76|26.0|360.84|1.0|1.0|4.17|1.73e-05|0.0062299999999999|4.14|2.49e-06|-0.05256|4.7284|3.87|4.0137|-1489.554198|-1489.533032|586.24|0.1217|262.21|-1489.36688|0.0584|-0.16948|0.02116575|-1489.41872|7.3188|7.3188
15_a15|0.0|0|0|0.0|0.0|0|0.0|1|1|1.435688991|0.0|-0.132759299|-0.006378587|0.0|3|0.029814815|-0.063032481|0.0|-0.395472407|0.000676845|10.95980315|0|0|-0.173728081|-0.272482143|-0.3597407929999999|0.843715005|0.724319314|0.007958332|0.003774415|0.796300317|0.8972060479999999|-0.061884697|-0.091075463|0.7028760070000001|-41.11675625|-60.51136736|13.71976186|68.29723829999999|-0.031405332|4.306196778|73.99578515|0.435723718|3027.719888|596.1118717|-1210.227347|2868.890383|-804.0860746000001|1.0|1.0|0.0|1.0|4.04|4.34|0.07|4.33|6.69|0.0|138.24|-6.32|34.0|448.52|0.0|0.0|4.64|4.77e-07|0.000214|5.32|5.7e-07|-0.03786|3.6968|5.04|2582.0|-1450.7538470000002|-1450.725355|700.82|0.4459|335.38|-1450.398033|0.0066|-0.10964|0.02849263|-1450.462493|6.9626|6.9626
