molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|n5aRing|n5aHRing|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|RPCS|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
8a_a50|0.0|1|1|3.139870661|0.0|1|7.860570786|1|1|1.39826105|2.03117465|-0.0737162059999999|-0.00439531|5.777652323|1|0.03904321|-0.0224366579999999|1.99158738|-0.188998337|-0.150515325|10.94501357|2|2|-0.065546446|-0.11385159|-0.352654037|0.75162266|0.804535572|-0.188882361|-0.095292123|0.7135713840000001|0.860876738|-0.069208148|-0.08230347|0.278028663|-34.88425666|-41.48493288|9.480859015|70.12485884|-0.031655181|0.0|50.06249379|0.46183401|2206.356773|433.9235497|-622.2739931|1503.563342|-313.6562159|1.0|0.0|1.0|1.0|3.34|2.01|0.11|3.63|3.71|0.0|94.75|-3.86|24.0|313.36|1.0|1.0|2.87|0.000138|0.0433|2.95|0.000151|-0.0280699999999999|5.622000000000001|2.69|4.1738|-1006.671867|-1006.637067|548.47|0.18|220.53|-1006.508913|0.1217|-0.17244|0.03479985|-1006.557694|7.3279|7.3279
47a_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|0.403918489|0.0|0.018016478|-0.006027559|4.844187086|0|0.033641026|0.043161338|0.0|-0.464122017|-0.025401815|10.35082811|0|0|-0.232940071|-0.358939392|-0.369841706|0.842412605|0.766261502|-0.008965701|0.089156939|0.792293789|0.778790861|-0.082855697|-0.099310031|0.371382587|-67.93456546|-81.42570819|11.58086543|181.3725215|-0.036234741|110.0917322|93.5899242|0.483193636|3612.105567|638.5417107999999|-2198.494121|2250.179086|-1802.576619|1.0|1.0|1.0|3.0|4.97|0.0|0.28|0.48|3.35|1.0|158.24|-6.74|39.0|547.67|0.0|0.0|2.02|1.8100000000000002e-07|9.9e-05|4.44|2.95e-06|-0.05191|3.1947|8.82|3.1947|-2098.807018|-2098.773074|874.47|0.6094|388.09|2098.280307|0.6094|-131.0|0.0339441|-2098.359766|9.0|9.0
12al_a36|0.0|1|0|3.469383582|0.0|0|7.412764017000001|2|2|1.297043737|0.0|-0.06777947|-0.008463062|5.351858133|2|0.042739018|0.1030147719999999|0.0|-0.4908576189999999|-0.074215038|10.96020817|1|1|-0.1430106119999999|-0.239932418|-0.404703593|0.8913597320000001|0.8344566859999999|0.125005134|-0.055405405|0.84179881|0.801179217|-0.077842923|-0.105915949|0.2689491989999999|-51.22331485|-69.69632923|17.71943397|130.8308989|-0.035305316|0.0|86.77628559|0.456856406|2843.740855|527.2034213000001|-1254.533926|2244.88081|-825.5263792000001|1.0|0.0|0.0|2.0|4.81|0.0|0.17|2.77|1.89|0.0|130.24|-3.95|31.0|411.46|0.0|0.0|1.81|0.000113|0.0464|2.65|8.340000000000001e-05|-0.04998|3878.0|2.92|3.5511|-1347.479819|-1347.445127|702.95|0.4466|319.71|-1347.196501|0.0095|-0.14558|0.03469224|-1347.257936|7.3188|7.3188
9g_a24|0.0|1|0|2.931798469|0.0|1|7.273092596000001|0|0|1.427608366|1.7647373919999998|-0.318471716|-0.00106361|5.283203728999999|2|0.0279797979999999|-0.162313932|0.0|-0.0425444|0.070915465|10.96318169|2|2|-0.0273623029999999|-0.049325609|-0.079421802|0.683676657|0.7931626959999999|0.13372961|-0.045107345|0.657503038|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|-32.080056199999994|-32.49188065|9.283063574|65.73938109|-0.021297745|0.0|49.25777584|0.427531635|2123.257348|429.0504306|-389.9025677|1196.910121|-192.9198181|0.0|0.0|1.0|1.0|2.8|1.78|0.06|2.91|2.93|0.0|87.53|-2.49|23.0|302.33|1.0|0.0|1.93|0.00323|977.0|1.37|0.000113|-0.03585|5.2521|0.75|4.2802|-984.5891383|-984.5565078|524.03|0.2444|236.07|-984.447764|0.1023|-0.17806|0.032630457|-984.497752|7.1675|7.1675
12s_a36|0.0|1|0|3.486136149|0.0|0|7.412764017000001|2|2|1.297044029|0.0|-0.057853364|-0.007059109|5.351858133|2|0.042804233|0.037454164|0.0|-0.4023692|0.0056370119999999|10.95352614|1|1|-0.104118159|-0.1763783589999999|-0.434472457|0.90414347|0.8060798779999999|-0.118671653|-0.086791463|0.856274847|0.8303378090000001|-0.07216709|-0.1000534719999999|0.4314309979999999|-46.58030248|-64.57958827|12.55883918|109.5085883|-0.035868226|10.23927133|76.34126108|0.4604765839999999|2710.355028|535.942162|-1227.012177|2294.468358|-791.9759303|1.0|0.0|0.0|2.0|4.85|0.0|0.17|3.24|2.19|0.0|128.72|-4.16|30.0|395.46|1.0|0.0|2.14|6.929999999999999e-05|0.0274|3.04|4.270000000000001e-05|-0.04908|3.8751|3.48|3.7604|-1272.270833|-1272.236664|683.24|0.4501|319.95|-1272.00109|0.0002|-0.15559|0.03416928|-1272.061111|8.0458|8.0458
12af_a36|0.0|1|0|3.448611715|0.0|0|7.412764017000001|2|2|1.29704271|0.0|0.04293386|-0.00989889|5.351858133|2|0.039953704|0.091263447|0.0|-0.6038322939999999|-0.074383486|10.96037047|1|1|-0.126068378|-0.213993335|-0.505160213|0.859938421|0.813346624|-0.062279009|0.002492952|0.817582774|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|-57.32748365|-73.23838519|15.22358698|169.9519197|-0.035153522|127.6527374|91.25505794|0.448767097|3013.98446|524.5103537|-1391.529319|3082.869129|-966.3646141|0.0|0.0|0.0|3.0|4.98|0.0|0.17|2.38|1.65|0.0|138.06|-3.54|33.0|438.48|0.0|0.0|1.47|0.000292|128.0|1.85|5.18e-05|-0.05882|5.2352|4.5|3.2299|-1440.982935|-1440.954069|737.4|427.0|236.83|-1440.675702|0.0035|-0.13364|0.02886569|-1440.740243|7.8239|7.8239
18b_a25|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.194228955|1.824998189|-0.147813831|-0.003259453|4.727387819|2|0.038137255|-0.018632104|2.003993644|-0.189048258|0.014055398|10.31286058|1|1|-0.034703635|-0.061048368|-0.303383008|0.721100414|0.7723870909999999|-0.026045966|0.001715854|0.6915652390000001|0.936253893|-0.063132226|-0.078644297|0.348987182|-44.30110081|-55.18621997|8.972372556|44.73187305|-0.0305838929999999|0.0|64.81723515|0.493622561|3051.645565|656.9874135|-1158.910619|2327.4502850000003|-813.229933|1.0|1.0|1.0|1.0|3.58|3.56|0.07|5.93|5.59|1.0|138.56|-6.54|34.0|460.55|0.0|1.0|4.35|2.87e-07|0.000132|4.48|6.690000000000001e-08|-0.07066|5.5437|4.32|3.6826|-1767.52411|-1767.494087|728.12|0.2658|223.65|-1767.2232149999998|0.0468|-0.15079|0.03002332|-1767.286778|7.2924|7.2924
9d_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|0|0.604992329|1.839557351|0.007834411|-0.003961493|5.4161004020000005|0|0.045555556|0.153818743|0.89023715|-0.146575228|0.15723868|10.3119722|2|2|0.0116099239999999|0.019621984|-0.4887998529999999|0.601831605|0.7572844040000001|-0.3969541689999999|-0.223631751|0.55759121|0.941627612|-0.060319196|-0.071656839|0.002088915|-31.08478865|-36.92750973|5.539796446|30.08152399|-0.031613312|50.47044708|41.42218692|0.467275972|2109.570685|485.2567189|-553.912646|336.6614768|-285.4523697|1.0|1.0|0.0|0.0|3.25|3.63|0.06|5.2|5.09|0.0|91.71|-6.13|22.0|325.82|1.0|1.0|4.63|7.37e-07|0.0002399999999999|5.16|3.3e-05|-0.06906|4.6073|4.7|3.3464|-1677.551678|-1677.540538|542.19|0.4888|269.1|-1677.429981|0.4025|-0.13875|0.01113991|-1677.48058|6.9706|6.9706
4n_a46|0.0|0|0|0.0|0.126268818|1|7.825245291|1|1|1.13463699|2.093595994|-0.061148449|-0.004696854|5.587248657999999|0|0.045335917|-0.2264394139999999|0.0|-0.234842682|-0.144852516|10.94021058|1|1|0.070558373|0.109017734|-0.369211845|0.741742667|0.722331115|-0.06655165|-0.088858764|0.7427183759999999|0.903145407|-0.103381106|-0.085838139|0.371438024|-56.80797266|-47.16810275|4.629240193|53.22165035|-0.031047837|0.0|51.4039205|0.428896538|2195.786424|496.2788787|-801.8577467|2116.313581|-440.621256|1.0|1.0|1.0|1.0|3.75|2.84|0.27|4.33|4.94|0.0|102.92|-5.43|26.0|343.42|1.0|1.0|3.9|3.75e-06|0.00129|4.41|7.340000000000001e-05|-0.04044|5.7448|4.57|3953.0|-1090.343872|-1090.302556|578.83|253.0|215.82|-1090.098769|0.0711|-0.16641|0.04131598|-1090.151267|5.2845|5.2845
7s_a46|0.0|0|0|0.0|0.218897825|1|7.727094485|1|1|1.160371307|2.117265684|-0.0778653109999999|-0.005351046|5.533389489|1|0.044509804|-0.210750635|0.0|-0.240797051|-0.005405515|10.94651358|1|1|0.012197837|0.018964141|-0.3638523629999999|0.778692012|0.770312275|-0.036284605|-0.030371026|0.768056188|0.858788462|-0.096723151|-0.083011849|0.249893305|-48.61321955|-41.72189594|4.458665639|70.97315818|-0.031623562|0.0|47.36217237|0.433822088|1982.695462|431.6285339|-667.5503351|1619.4591|-335.5119279|0.0|0.0|1.0|1.0|3.08|2.33|0.26|3.65|3.9|0.0|91.19|-4.07|23.0|305.37|1.0|1.0|3.12|8.590000000000001e-05|0.0262|3.32|0.000256|-0.02024|5.2972|3.54|4293.0|-974.8067569|-974.7707066|539.99|0.4164|234.06|-974.615216|0.1186|-0.17923|0.036050328|-974.664103|5.7022|5.7022
14ab_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|1.197962873|3.4171257980000003|0.065530542|-0.0050415|5.351858133|2|0.04314059|0.021287386|0.7586471459999999|-0.287365522|0.010803172|10.313217300000002|2|2|-0.074579388|-0.13397874|-0.449699921|0.725358161|0.75434493|-0.085303124|-0.05990912|0.693959193|0.92422233|-0.051974369|-0.076243539|0.20155691|-35.59605095|-52.21744789|12.31039874|51.89838547|-0.031648261|82.79560776|61.60741239|0.4695727329999999|2941.47118|632.9786397|-1148.783854|2332.352369|-786.7756682999999|0.0|1.0|1.0|1.0|3.63|3.82|0.12|4.4|4.63|1.0|130.22|-6.23|32.0|439.54|0.0|0.0|4.12|5.9e-07|0.000259|4.31|3.07e-06|-0.07146|3.6587|4.1|3.6587|-1708.563399|-1708.543268|719.66|0.3893|338.88|-1708.277193|0.3893|-0.14778|0.02013145|-1708.3414239999995|8.4012|8.4012
25b_a34|0.0|0|0|0.0|0.0|1|7.412764017000001|1|1|1.290860233|1.94553288|0.133975789|-0.015658012|5.351858133|1|0.04037037|-0.150946163|0.0|-0.861190687|-0.112970844|10.95957635|1|1|-0.278635968|-0.435821207|-0.623853334|0.832166825|0.7969500890000001|0.08214612|-0.101529052|0.787858064|0.656573108|-0.1030760719999999|-0.137924163|0.5020264870000001|-64.37123451|-86.13394472|18.82143547|214.470853|-0.042438204|49.2835599|98.0416108|0.419904835|2611.55928|410.0313565|-1378.143115|2671.608537|-860.6534206|0.0|1.0|1.0|2.0|3.53|3.39|0.29|2.63|3.03|0.0|108.21|-3.82|29.0|393.44|0.0|0.0|2.58|0.00015|59.0|2.29|0.00015|-0.03539|4.2253|5.06|4.2253|-1313.388114|-1313.361559|668.48|0.2259|293.43|-1313.132261|0.2259|-0.17564|0.02655501|-1313.194808|5.6819|5.6819
3d_a32|0.0|1|1|3.503398526|0.0|0|7.765993078999999|0|0|0.609420786|0.0|0.0181036519999999|-0.006420365|5.733341277|0|0.041161616|-0.0620110029999999|2.230648962|-0.269655316|-0.113314811|10.31100276|3|3|-0.076494363|-0.1395294259999999|-0.539652902|0.8315372|0.8444218509999999|-0.069007775|-0.100251236|0.77923808|0.892845502|-0.06869526|-0.093187219|0.2214902789999999|-37.19367587|-50.45435743|7.807299836|58.01666174|-0.02867299|0.0|59.15151032|0.427813496|2213.978384|483.4133562|-605.4522892000001|1855.167124|-327.8100438|1.0|1.0|1.0|1.0|3.34|3.11|0.24|6.97|5.07|0.0|97.86|-6.55|23.0|340.47|0.0|1.0|4.32|2.81e-07|9.58e-05|4.5|1.75e-05|-0.05482|3.5105|3.42|3.5105|-1672.758552|-1672.733979|569.29|0.5031|353.18|-1672.585902|0.5031|-0.14189|0.02457348|-1672.638515|8.0915|8.0915
20_a31|0.0|1|1|3.3852303|0.0|0|7.765993078999999|0|0|0.609420757|0.0|0.0469387759999999|-0.009722467|5.733341277|0|0.03995614|-0.013040402|2.114008068|-0.476400874|-0.020082435|10.31100269|3|3|-0.0852122769999999|-0.1534110109999999|-0.594513619|0.788133615|0.8602874540000001|0.028036914|-0.131662689|0.7507116140000001|0.7954270659999999|-0.085849869|-0.110195543|0.246878555|-53.79798102|-69.0542431|12.1160662|128.1960117|-0.033537774|75.10345696|81.35171021|0.464597945|2576.1287230000003|498.4558574|-966.7594033|1758.762093|-605.8215871|1.0|1.0|1.0|2.0|3.46|2.74|0.26|6.49|4.38|0.0|110.47|-5.91|27.0|397.52|0.0|1.0|3.6|1.24e-06|0.000493|3.29|8.86e-06|-0.06065|3.5381|4.78|3.5381|-1880.768349|-1880.734655|666.67|0.2011|350.43|-1880.538664|0.2011|-0.1483|0.0336943|-1880.599777|8.0862|8.0862
12b_a5|0.0|0|0|0.0|0.0|0|6.605297921|2|2|1.189701783|0.0|-0.297319874|-0.001991527|4.59511985|3|0.0252713179999999|-0.021265946|0.0|-0.1214831359999999|-0.119503073|10.94620104|0|0|-0.070406884|-0.110182753|-0.1708042239999999|0.8417504029999999|0.779793078|0.066588785|-0.033036296|0.8121510009999999|0.827613693|-0.066227158|-0.068586754|0.350286421|-41.76622313|-43.25430513|10.44150403|108.7155967|-0.020455699|0.0|59.53145615|0.480419002|2602.046823|521.9354031|-735.3231872|1071.500538|-463.7323032|0.0|0.0|1.0|1.0|4.05|0.0|0.33|3.29|0.72|0.0|123.46|-2.3|30.0|397.47|1.0|0.0|1.44|0.00503|2.0|1.63|8.5e-06|-0.10395|4.6156|2.24|1.4454|-1276.928859|-1276.8943800000002|669.05|0.2345|268.62|-1276.940335|0.0001|-0.06212|0.03447919|-1276.9984029999998|7.3768|7.3768
17c_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|2|2|1.347835869|4.349159921|-0.212075666|-0.002676029|5.82008293|2|0.031870748|0.021572081|2.193763306|-0.1766179239999999|-0.144763835|10.94500663|2|2|-0.233451925|-0.373205592|-0.2256811219999999|0.762883243|0.774994313|-0.139943634|-0.212611846|0.728169863|0.89719894|-0.051905615|-0.073693343|0.446454378|-35.70979598|-50.69922125|14.91199042|70.72462009999998|-0.021745577|94.15397246|66.7258111|0.49503436|2951.495914|617.2509739|-912.5859825|2014.72331|-627.8368834|0.0|1.0|1.0|0.0|4.12|3.61|0.35|3.59|3.53|0.0|134.28|-3.8|33.0|440.54|1.0|0.0|3.1|0.000158|0.0698|2.86|7.08e-05|-0.03121|4.2397|2.74|4.0432|-1411.187392|-1411.157813|746.5|0.1814|292.44|-1410.838844|0.1801|-0.16697|0.02957871|-1410.902767|7.1612|7.1612
9n_a24|0.0|1|0|2.961528903|0.0|0|6.605297921|0|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|4.59511985|2|0.024179894|-0.141205159|0.0|-0.182811885|-0.036651001|10.94875265|1|1|-0.12451554|-0.200646773|-0.225226606|0.786587307|0.7584388259999999|0.048359202|-0.058520736|0.755793189|0.904556598|-0.052106597|-0.0777274979999999|0.331008994|-35.21502941|-52.53031811|11.90027964|64.50319929|-0.026905672|24.72120326|67.36550766|0.4331595789999999|2542.730334|611.3234977000001|-945.545726|1361.307012|-639.0250449|1.0|1.0|1.0|1.0|3.17|2.6|0.17|4.41|4.14|0.0|114.29|-4.14|29.0|385.46|1.0|0.0|3.13|7.2e-05|0.0278|3.07|8.909999999999999e-07|-0.03818|4.9139|2.59|4.1028|-1239.1274939999998|-1239.095611|686.19|0.2522|252.31|-1238.856882|0.0334|-0.1658099999999999|0.03188309|-1238.917278|7.7212|7.7212
47k_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|1.25117623|0.0|0.029145635|-0.0067578909999999|4.844187086|0|0.033777778|-0.017736343|0.0|-0.5135996820000001|-0.02822032|10.94702256|0|0|-0.279965025|-0.421027889|-0.451417954|0.762665453|0.721697829|0.022512501|-0.014398731|0.737517943|0.8309354040000001|-0.065324278|-0.088346874|0.3533268229999999|-51.59195677|-69.77479556|11.91029894|133.5242222|-0.030255779|58.77865447|84.23875372|0.467246896|3245.964586|656.2580564|-1744.369889|2009.418849|-1377.672426|1.0|1.0|1.0|2.0|4.66|0.0|0.3|2.39|3.17|2.0|154.86|-5.84|38.0|513.63|0.0|0.0|2.53|1.44e-06|0.000742|4.26|1.85e-06|-0.04359|3.0948|8.45|3.0948|-1664.756029|-1664.728002|842.29|0.5920000000000001|400.63|-1664.2657390000002|0.5920000000000001|-0.1277599999999999|0.02802749|-1664.341238|7.5376|7.5376
1o_a5|0.0|1|0|2.923171926|0.0|0|6.605297921|0|0|1.427566509|0.0|-0.266637757|-0.002633927|4.59511985|2|0.025987654|-0.033273504|0.0|-0.1079910069999999|-0.102739602|10.94518594|1|1|0.038275248|0.06759341|-0.231165601|0.670787375|0.78144982|-0.003561205|-0.016408975|0.650008224|0.88430372|-0.079346457|-0.072886362|0.447318682|-42.63505279|-39.1638643|7.122612351|62.16682117|-0.028770932|1.01402588|50.11479279|0.470590799|2238.291862|475.1609233|-587.4579645|833.537568|-315.657463|1.0|1.0|1.0|1.0|2.81|2.2|0.0|4.48|4.07|0.0|95.2|-4.08|25.0|323.35|0.0|1.0|2.95|8.329999999999999e-05|0.0269|2.78|2.54e-06|-0.07037|4.5011|2.66|4.1692|-1043.577386|-1043.536121|561.04|0.3966|275.45|-1043.422345|0.0071|-0.1693599999999999|0.04126499|-1043.472984|7.4559|7.4559
12d_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|0|0.043185185|0.209157499|0.794852923|-0.288158151|0.087954209|10.31197256|2|2|0.127299624|0.224167029|-0.552689736|0.809398262|0.7769829840000001|-0.0065648919999999|-0.254735308|0.6948809659999999|0.840431415|-0.095675903|-0.091630294|0.0913543|-50.68561427|-48.54239742|6.204226377|84.53363343|-0.038873458|60.80168183|55.13932669|0.470893531|2270.596857|445.2300015|-679.5935638999999|643.5166227999999|-360.0239567|1.0|1.0|1.0|1.0|3.23|2.94|0.0|4.59|5.02|1.0|96.16|-6.25|23.0|361.25|0.0|1.0|4.21|5.58e-07|0.0002009999999999|4.75|5.2e-05|-0.07765|4.3959|4.14|2.7962|-2153.197255|-2153.180821|552.57|0.2584|282.05|-2153.071733|115.0|-0.11604|0.0164339|-2153.123107|7.7212|7.7212
12a_a5|0.0|1|0|2.981252568|0.0|0|7.139660336|1|1|1.338814635|0.0|-0.256282289|-0.00166971|5.209486153|2|0.023108466|-0.0036987359999999|0.0|-0.09350376|-0.114419442|10.94553751|1|1|-0.057691345|-0.093973419|-0.175245466|0.762866363|0.779533861|0.1121034509999999|-0.063558439|0.741588813|0.894590896|-0.058605038|-0.067680123|0.337539208|-36.01436435|-41.59124655|5.032443973|64.77671525|-0.026030816|0.0|50.40529807|0.457755771|2524.410428|549.7500455|-831.8249311000001|899.5599904|-511.1786804|0.0|1.0|1.0|1.0|3.06|2.96|0.21|5.12|4.26|0.0|119.38|-4.27|29.0|381.47|1.0|0.0|3.58|5.37e-05|0.0205|3.38|5.660000000000001e-07|-0.04076|4.6865|2.91|4.1610000000000005|-1202.02622|-1201.990542|667.31|0.4794|264.55|-1201.750315|0.0296|-0.17152|0.03567816|-1201.8082029999998|7.7212|7.7212
11_a33|0.0|1|1|3.221176304|0.0|0|7.686621335|0|0|0.609352951|0.0|-0.151505631|-0.008708023|5.6869753560000005|0|0.034984568|0.055664124|1.979284901|-0.32219686|0.143981643|10.31100126|3|3|-0.122478641|-0.232296883|-0.393892466|0.8389087140000001|0.85401347|0.003391835|-0.014463304|0.781083337|0.857287241|-0.070841241|-0.104881435|0.229250542|-34.4118011|-50.94714637|16.37099833|69.3240686|-0.030847481|0.0|68.11455221|0.4673066279999999|2220.315582|416.4353629|-509.4714637|979.349175|-247.4805685|1.0|1.0|1.0|1.0|3.19|2.31|0.13|5.77|4.13|0.0|89.77|-5.48|22.0|328.41|0.0|1.0|3.28|3.32e-06|0.00109|3.28|0.000194|-0.05806|3.5049|1.93|3.5049|-1669.324638|-1669.304085|506.55|0.5408|353.74|-1669.202327|0.5408|-0.14132|0.02055276|-1669.251123|8.3188|8.3188
12j_a36|0.0|1|0|3.502198129|0.0|0|7.412764017000001|2|2|0.6293514410000001|0.0|-0.084183025|-0.007086381|5.351858133|2|0.039061728|0.091496219|0.0|-0.41101009|0.039869055|10.33556498|1|1|-0.07550872|-0.133106642|-0.436310965|0.906423012|0.820041835|-0.1241793309999999|-0.089459459|0.855081905|0.852586292|-0.069970795|-0.105480639|0.362692602|-46.2113679|-69.66341599|11.99396966|97.35760604|-0.037113558|2.098786266|80.59149538|0.457280037|2881.20453|563.0803357000001|-1323.6049039999998|2536.987511|-874.1588982999999|1.0|1.0|1.0|2.0|4.86|0.0|0.17|3.33|2.61|0.0|135.47|-4.85|31.0|427.52|0.0|0.0|2.33|1.4300000000000002e-05|0.0061|3.19|3.83e-05|-0.05098|5.2072|3.37|3.7807|-1670.448063|-1670.420129|694.28|0.4981|238.1|-1670.184251|98.0|-0.15495|0.02793415|-1670.245584|8.0|8.0
12j_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984421|0.0|0.04148877|-0.006336585|5.351858133|2|0.043848238|-0.02473642|0.0|-0.354848778|0.0074730759999999|10.31162861|1|1|-0.053644471|-0.09353607|-0.456342646|0.8414737059999999|0.795446883|0.0060012969999999|-0.130412856|0.7991060659999999|0.842199041|-0.073909106|-0.094132698|0.328405591|-47.76354083|-60.832977500000005|10.09017681|101.9784021|-0.036204884|0.0|69.55167701|0.476658597|2784.7999170000003|544.2686362000001|-1216.65955|2258.891981|-786.2626307999999|1.0|1.0|0.0|1.0|4.76|0.0|0.17|4.35|2.93|0.0|132.24|-5.66|30.0|412.51|0.0|1.0|2.91|2.21e-06|0.0009119999999999|4.23|4.02e-05|-0.05106|5.1971|4.14|3.4788|-1615.096172|-1615.064152|695.8|0.2163|238.56|-1614.831741|0.1516|-0.14772|0.03201935|-1614.894278|8058.0|8058.0
9i_a24|0.0|1|0|2.9199957480000003|0.0|1|7.153833802|0|0|1.4281889280000002|1.865102513|-0.113620183|-0.005148312|5.209486153|2|0.023854167|-0.076024544|0.0|-0.190487553|-0.087363979|10.96661275|2|2|-0.1818753839999999|-0.336939175|-0.32068769|0.783500303|0.822658951|0.139004845|-0.0106944439999999|0.73094562|0.8260893640000001|-0.064657333|-0.069812876|0.379687415|-30.56504777|-33.00219474|11.87389334|82.21166337|-0.024639839|1.634015079|51.05832236|0.468272544|2061.729154|390.5119445|-396.0263368|761.9885477000001|-187.2109987|1.0|0.0|1.0|1.0|2.76|1.36|0.0|2.42|2.72|0.0|82.17|-2.6|22.0|288.31|1.0|0.0|1.73|0.00248|716.0|1.48|0.000258|-0.0473899999999999|4.6212|1.13|4.1459|-945.286637|-945.2626532|501.48|0.2373|268.3|-945.174716|0.0029|-0.17204|0.0239838|-945.222448|7.0555|7.0555
32_a47|0.0|0|1|0.0|0.0|1|6.842683282|1|1|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|4.727387819|3|0.035568182|-0.013510009|1.6507707980000002|-0.2037028839999999|-0.026022099|10.95005715|1|1|-0.077485193|-0.157688306|-0.2749014|0.6636125860000001|0.810444864|-0.0094137619999999|-0.078006445|0.634406338|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|-41.57905445|-52.38450683|13.90468487|106.9180086|-0.026060474|44.50423685|68.76811937|0.44289006|2808.210157|613.6886524|-995.3056298|2255.632049|-717.2238666000001|1.0|0.0|1.0|2.0|3.35|3.67|0.26|4.18|5.07|0.0|125.17|-4.81|31.0|436.91|0.0|1.0|3.94|1.5399999999999998e-05|0.00674|3.7|6.55e-07|-0.05682|4.9046|2.97|3.6829|-1778.127634|-1778.0970140000002|692.49|0.2969|252.79|-1777.843462|0.2839|-0.1509599999999999|0.03062031|-1777.90286|7.0|7.0
1h_a5|0.0|1|0|2.9516097130000003|0.0|0|6.605297921|0|0|1.427564094|0.0|-0.259241577|-0.001978474|4.59511985|2|0.026339869|-0.02598568|0.0|-0.085074391|-0.1197834419999999|10.94466758|1|1|0.034752304|0.0578378779999999|-0.20140246|0.71274658|0.780175595|0.070628165|-0.082079343|0.6977404359999999|0.8806402259999999|-0.067599619|-0.069496749|0.39793593|-35.25675213|-36.2462047|4.588992214|62.25239147|-0.027798699|0.484419999|44.51475742|0.489507204|2107.271793|459.3001331|-579.9392753|819.6979313999999|-302.4687931|1.0|0.0|1.0|1.0|2.8|2.07|0.05|4.99|4.51|0.0|95.45|-4.25|24.0|312.37|1.0|1.0|3.43|5.5700000000000005e-05|0.0174|3.43|1.21e-06|-0.04124|4652.0|3.17|4.3651|-990.6346565|-990.6032645|556.57|0.3333|266.52|-990.472129|0.1754|-0.17797|0.031392033|-990.523098|7.5528|7.5528
41_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|2|1.251176562|0.0|0.115127295|-0.007587553|4.844187086|1|0.038034188|-0.089781154|0.0|-0.500778516|0.022493846|10.9470117|0|0|-0.005930813|-0.0091068809999999|-0.5421253970000001|0.759941674|0.733589101|-0.032217299|0.037097204|0.745631286|0.7349388459999999|-0.1020290859999999|-0.089139464|0.3888308139999999|-69.94639412|-61.10986894|6.547189171|181.7135945|-0.037381065|93.99687836|65.83786886|0.487248278|2899.29167|503.8398786|-1588.856592|1491.296991|-1089.246155|1.0|0.0|1.0|3.0|4.07|0.0|0.25|3.26|2.7|1.0|141.34|-5.56|34.0|452.55|0.0|1.0|2.53|2.76e-06|0.00125|3.78|1.89e-06|-0.04956|3.2123|7.34|3.2123|-1454.374793|-1454.3467460000002|736.59|482.0|385.97|-1453.980175|482.0|-0.1319|0.0280471999999999|-1454.045308|6433.0|6433.0
