molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|FPSA1|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
34_a47|0.0|0|1|1|0.0|1|6.842683282|1.40499556|1.883479676|-0.004157676|4.727387819|3|0.03522792|-0.094313757|0.003530307|10.98214103|0.078153957|1|-0.208989427|-0.1430639269999999|-0.317014709|-0.2829549719999999|0.62974551|0.128336294|0.89234354|0.609110565|1|0.8260556609999999|-0.061957581|-0.090141168|0.437215023|0.019723558|-34.3104683|31.17423189|0.1739443389999999|-0.029348287|-27.64315244|6.048527453999999|0.0|0.653993216|-19.00022922|62.66739933|45.23285281|0.45489212|2371.236125|-9.000096143|0.346006784|191.6093987|-387.0041342|24.85087647|-170.55473480000003|1068.587688|439.9906467|1.0|1.0|1.0|1.0|3.0|0.16|3.34|68.52|0.0|99.09|4.0|26.0|5.0|348.38|0.0|1.0|1.0|3.02|-3.9|0.0929|0.000125|0.0|1.17e-05|-1162.4815230000002|980.02|318.79|0.6602399999999999|0.69314|-1162.283641|0.1718|-0.16086|-0.21536|0.03084502|-1162.33788|6.2235|2.0|8.7|8.7
5_a15|0.0|0|0|0|0.0|0|0.0|1.419941043|0.0|-0.008878343|0.0|2|0.035982906|0.0729170329999999|0.000420839|10.95880662|0.0118220069999999|0|0.1093187759999999|-0.187421793|-0.28098676|-0.340979744|0.8384601770000001|0.020920163|0.74438723|0.7950674740000001|0|0.8740541479999999|-0.06128567|-0.0989946469999999|0.743577162|0.032616864|-45.57134103|119.95308020000002|0.125945852|-0.0273088679999999|-54.73655332|18.03465935|64.12413387|0.5089899720000001|-33.88634094|100.6631306|69.82487767|0.486150431|2940.77098|-15.09973885|0.491010028|365.1095806|-875.7848531999999|39.89581513|-13.36968593|2313.9572780000003|779.0599798999999|1.0|1.0|1.0|1.0|3.68|0.15|4.92|74.73|3.0|127.97|8.0|33.0|6.0|443.49|1.0|0.0|1.0|4.29|-5.66|0.000304|2.18e-06|0.0|9.970000000000001e-08|-1470.816175|1272.84|341.96|0.62664|0.70244|-1470.487858|0.0199|-0.14839|-0.18553|0.03640044|-1470.55517|6.35|13.0|7.8861|7.8861
12b_a5|0.0|0|0|0|0.0|0|6.605297921|1.189701783|0.0|-0.001991527|4.59511985|3|0.0252713179999999|-0.021265946|0.0068803119999999|10.94620104|-0.016614746|0|-0.033279992|-0.070406884|-0.110182753|-0.1708042239999999|0.8417504029999999|-0.033036296|0.819417554|0.8121510009999999|0|0.827613693|-0.066227158|-0.068586754|0.350286421|0.016556707|-41.76622313|138.67264319999998|0.172386307|-0.020455699|-27.27837078|6.584944956|0.0|0.530379611|-26.33991037|59.53145615|52.20772716|0.480419002|2602.046823|-8.135654442|0.4696203889999999|296.16656780000005|-463.7323032|24.32296891|-38.31786425|1386.409228|727.8586176|0.0|1.0|1.0|1.0|0.0|0.33|3.29|50.28|1.0|123.46|5.0|30.0|6.0|397.47|0.0|1.0|0.0|1.44|-3.45|2.0|0.000359|0.0|8.5e-06|-1276.928859|1149.51|857.76|0.42949|0.70615|-1276.940335|0.0001|-0.06212|-0.16607|0.03447919|-1276.9984029999998|8.2868|42.0|7.3768|7.3768
17_a3|0.0|0|0|0|0.0|0|6.823286122000001|0.605019885|0.0|-0.009450704|4.727387819|2|0.047430556|-0.015463451|-0.007540435|10.31163036|-0.0510707059999999|1|-0.027542873|0.020589494|0.036673175|-0.633373061|0.881253042|-0.085686119|0.838125715|0.773152968|1|0.803075623|-0.098658557|-0.096067661|0.225087454|0.010321361|-50.20132919|234.4907116|0.1969243769999999|-0.039557272|-24.87357062|2.672377884|76.17242478|0.840062179|-25.54439812|55.39769571|55.45324083|0.4383349039999999|2196.728425|-10.24205849|0.159937821|81.38261354|-348.2299886|23.96047156|-346.0738521|814.6560331000001|353.7528308|1.0|1.0|1.0|1.0|2.65|0.0|4.96|92.93|1.0|95.5|2.0|23.0|3.0|338.81|0.0|0.0|1.0|3.71|-4.93|1.0|1.18e-05|0.0|1.11e-05|-1731.75233|891.3|386.22|0.69481|0.69481|-1731.6147670000005|0.4062|-0.13155|-0.20359|0.02878063|-1731.663157|4.8815|23.0|7.6383|7.6383
8b_a12|0.0|0|0|0|0.0|0|0.0|1.283836078|0.0|-0.012630509|0.0|2|0.03977208|0.028584223|-0.010117477|10.95438057|-0.1090955359999999|0|0.047425677|0.003898807|0.006468729|-0.659952678|0.89481633|-0.183648492|0.792160599|0.856390139|0|0.740926309|-0.1053827859999999|-0.116554734|0.4384536329999999|0.011257065|-60.97837482|319.0086845|0.259073691|-0.045608374|-39.02494133|3.769098814|76.80174559999999|0.888936354|-35.28434152|72.85978933|67.49212879999999|0.480938153|2388.888334|-15.27062922|0.111063646|64.26553043|-702.4489440000001|29.68794201|-450.1059006|1365.645333|510.3677388|0.0|1.0|1.0|2.0|2.57|0.1|3.11|80.37|1.0|110.58|4.0|27.0|4.0|355.39|0.0|0.0|0.0|2.51|-4.01|28.0|9.74e-05|0.0|1.26e-05|-1159.405202|1020.47|331.1|0.53425|0.57773|-1159.188228|127.0|-0.15294|-0.21184|0.03936706|-1159.2425119999998|6.1286|263.0|6.58|6.58
SB431542_a8|0.0|1|0|0|0.0|1|7.535296702|1.401734117|1.4114120369999998|-0.014434378|5.4161004020000005|1|0.041909722|0.096884952|-0.0075336219999999|10.94951956|-0.0453332859999999|1|0.156874293|0.055198015|0.089375589|-0.494976661|0.76592324|-0.072891515|0.8220300859999999|0.7318727540000001|0|0.5653298489999999|-0.128342313|-0.124595991|0.274152231|0.034730361|-76.82006387|170.1252996|0.434670151|-0.048754953|-44.6389196|12.44282236|89.26670319|0.7608280590000001|-45.98111161|89.64885355|97.60813043|0.476091179|2801.428659|-17.46740332|0.239171941|143.157805|-803.5005528|38.35632812|-312.2404091|1764.391093|529.053307|0.0|0.0|0.0|2.0|2.75|0.05|3.13|112.23|1.0|109.21|4.0|30.0|5.0|400.39|0.0|0.0|0.0|2.58|-4.14|16.0|7.28e-05|0.0|6.96e-05|||||||||||||79.08|4.1019|4.1019
7_a4|0.0|0|0|0|0.0|1|7.535296702|1.343865525|2.060422336|-0.001729561|5.4161004020000005|2|0.037694444|-0.07290303|0.008409909|10.92992954|0.04206117|1|-0.162314698|-0.042220092|-0.094000778|-0.174410426|0.527072036|0.0707653759999999|0.87010589|0.518356619|1|0.825830607|-0.0650223009999999|-0.071288428|0.470973822|0.01470626|-32.72992462|14.01468959|0.174169393|-0.026733161|-18.06277106|3.726212114|79.08210981|0.7179916670000001|-16.47508541|44.34066533|40.13253521|0.437317462|2286.169166|-6.773539148999999|0.282008333|141.9530115|-270.9415659|18.74189807|-219.4585767|749.6759227000001|407.1471338|1.0|1.0|1.0|0.0|2.7|0.15|4.42|43.6|0.0|95.07|2.0|25.0|4.0|330.36|0.0|1.0|1.0|3.56|-4.41|0.0514|3.92e-05|0.0|1.15e-05|-1089.870249|915.46|307.05|0.59702|0.59702|-1089705.0|0.0697|-0.16975|-0.2219199999999999|0.02317758|-1089.753885|4926.0|151.0|6821.0|6821.0
7l_a46|0.0|0|0|0|0.256706467|1|7.727094485|1.160371354|2.1525548|-0.00090473|5.533389489|2|0.04006734|-0.203375108|0.013150047|10.9642261|0.050638298|1|-0.331246137|-0.087877164|-0.143129469|-0.1082221709999999|0.659888413|0.076724694|0.825629852|0.6539666829999999|0|0.907148114|-0.0565894359999999|-0.06289606|0.253138137|0.011594057|-27.30136533|8.13531199|0.092851886|-0.022013621|-14.63933792|2.698568452|51.39110437|0.67467081|-13.17144326|38.22273917|32.8948756|0.46327253|1920.310099|-5.1237682730000005|0.32532919|156.9538706|-204.9507309|15.74158869|-168.5385796|629.6635476|375.721552|1.0|1.0|1.0|0.0|2.64|0.28|3.59|43.6|0.0|86.96|2.0|22.0|3.0|290.36|0.0|1.0|1.0|2.86|-3.72|0.1939999999999999|0.0001889999999999|0.0|0.000151|-915.6081232|879.87|272.71|0.68834|0.68834|-915.446686|0.2024|-0.18993|-0.2231699999999999|0.025086919|-915.493986|3.9009|1.94|5.7122|5.7122
9d_a40|0.0|0|0|0|0.0|1|7.515889085|0.604992329|1.839557351|-0.003961493|5.4161004020000005|0|0.045555556|0.153818743|0.011823978|10.3119722|-0.137738587|2|0.259969752|0.0116099239999999|0.019621984|-0.4887998529999999|0.601831605|-0.223631751|0.8221990920000001|0.55759121|1|0.941627612|-0.060319196|-0.071656839|0.002088915|0.010749826|-31.08478865|108.1468558|0.058372388|-0.031613312|-19.03015798|2.854868966|50.47044708|0.8664205709999999|-16.01918037|41.42218692|36.6245851|0.467275972|2109.570685|-8.395657932|0.133579429|68.83858806|-285.4523697|18.80327978|-377.6610668|639.3115126|346.9019309|1.0|0.0|0.0|0.0|3.63|0.06|5.2|58.43|1.0|91.71|2.0|22.0|2.0|325.82|0.0|1.0|1.0|4.63|-5.65|0.0002399999999999|2.23e-06|0.0|3.3e-05|-1677.551678|892.69|370.51|0.4557199999999999|0.69986|-1677.429981|0.4025|-0.13875|-0.20781|0.01113991|-1677.48058|7.9502|107.0|6.9706|6.9706
12q_a30|0.0|0|0|0|-4.76444841|0|7.412764017000001|0.60498366|0.0|-0.015322396|5.351858133|2|0.0438779959999999|-0.016509571|-0.00695299|10.31162828|-0.021542639|1|-0.0483777279999999|-0.077457998|-0.226973911|-0.636798458|0.613786308|-0.032887649|0.867367115|0.593245722|0|0.845745827|-0.087348134|-0.115589613|0.596557166|0.014790072|-59.52322773|82.72757145|0.154254173|-0.045799658|-53.67653794|6.868090132000001|0.732186841|0.820640722|-40.56199584|90.06607753|69.60189582|0.473741611|3305.289025|-21.2680622|0.179359278|122.2240555|-1127.2072970000002|38.03137394|-437.0000797|2015.662819|696.6414817000001|1.0|0.0|0.0|1.0|0.0|0.17|4.43|90.88|2.0|133.96|7.0|34.0|8.0|482.48|0.0|0.0|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.0|3.19e-05|-1988.033527|1214.92|355.93|0.34138|0.68516|-1987.781386|0.1515|-0.14792|-0.19897|0.03408298|-1987.847256|6.821000000000001|36.0|7.4449|7.4449
19j_a38|0.0|1|0|0|0.0|0|7.412764017000001|1.29704352|0.0|-0.007976154|5.351858133|2|0.04391253|0.105682345|-0.004442319|10.95429182|-0.036248822|1|0.23209815|-0.09493054|-0.20848518|-0.42133715|0.7163622890000001|-0.060360554|0.908721232|0.6885713729999999|0|0.8071763829999999|-0.0844479869999999|-0.108006563|0.625966089|0.0250587|-57.80349365|131.29876370000002|0.192823617|-0.038119963|-50.60340201|11.74054073|29.18585028|0.714369845|-39.565701700000005|90.05233553|74.95583121|0.408533267|2969.234865|-17.86002424|0.285630155|195.5099392|-910.8612362|36.5253298|-293.4664598|1862.79182|640.025745|1.0|0.0|1.0|3.0|2.34|0.13|3.17|105.02|1.0|130.41|5.0|32.0|5.0|426.45|0.0|0.0|0.0|2.44|-4.12|19.0|7.55e-05|0.0|5.14e-05|-1424.426858|1163.3|336.13|0.30419|0.69435|-1424.183388|0.2625|-0.15182|-0.21629|0.03678378|-1424.24494|14.4895|8.0|8.1146|8.1146
4b_a49|0.0|0|0|0|0.0|1|7.535296702|1.343847828|2.075628989|-0.0074627159999999|5.4161004020000005|2|0.036555556|-0.064060521|0.001769804|10.92776533|0.02907541|1|-0.10158752|-0.0563571629999999|-0.089371493|-0.390006034|0.720824193|0.049923437|0.852400617|0.6967593559999999|1|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-56.45224362|41.97072627|0.241850733|-0.030696709|-34.19753462|9.138717999|64.87087098|0.645330839|-34.74338731|71.2971749|71.30114509|0.477868186|2708.998101|-11.62716177|0.354669161|218.2802175|-581.3580885|29.27523192|-178.8869784|1463.761596|600.3287567000001|1.0|1.0|1.0|1.0|3.1|0.22|3.71|90.13|1.0|112.36|6.0|30.0|6.0|400.43|0.0|0.0|1.0|2.8|-3.88|62.0|0.000132|0.0|3.570000000000001e-05|-1333.063439|1121.45|331.39|0.4151899999999999|0.68242|-1332.800229|0.0615|-0.15635|-0.22366|0.03702033|-1332.8586269999998|2.2306|79.0|7.1024|7.1024
4g_a46|0.0|0|0|0|0.171759574|1|7.825245291|1.134637064|2.156712018|-0.001702489|5.587248657999999|2|0.046415344|-0.093447672|0.011488768|10.96333695|-0.138341481|1|-0.144064904|-0.078780402|-0.121452903|-0.2455749539999999|0.662386484|-0.193115055|0.7796270059999999|0.635494818|0|0.946829733|-0.056893316|-0.070153728|0.318162858|0.00801562|-32.64186634|7.38470955|0.053170267|-0.024339048|-23.0928866|2.638545451|72.82863401|0.826861093|-18.72788427|44.72726697|37.24073329|0.448462961|2242.010126|-8.0118178|0.1731389069999999|99.33639766|-392.5790722|16.88825479|-375.0653627|827.5244845|568.1534007|1.0|0.0|1.0|0.0|3.61|0.38|5.19|43.6|2.0|106.55|3.0|26.0|3.0|366.89|0.0|1.0|1.0|4.39|-5.38|0.00155|4.16e-06|0.0|5.75e-06|-1493.154666|1064.92|280.74|0.6983199999999999|0.6983199999999999|-1492.923098|0.1294|-0.18602|-0.22587|0.02266493|-1492.979142|3.7113|2745.0|5.5615|5.5615
8_a1 (SB-202620)|0.0|1|0|0|0.0|0|6.86171134|1.4323973840000002|0.0|-0.013785521|4.727387819|1|0.037578348|-0.0443137679999999|-0.012672753|10.94957568|0.037553634|1|-0.095271547|-0.019835038|-0.042643966|-0.612004804|0.674381582|0.063001656|0.805476065|0.658433571|0|0.648967503|-0.117682533|-0.105271458|0.174628594|0.015526845|-66.76765693|208.2071465|0.351032497|-0.041081545|-33.88588996|4.997944864|64.70432539|0.7742395870000001|-37.88089785|70.8721358|75.57687443|0.4564697679999999|2431.842132|-13.22376193|0.225760413|128.0860757|-542.1742393|30.104091200000003|-311.18185800000003|1234.267739|433.2550452|1.0|1.0|0.0|2.0|2.21|0.0|4.86|78.87|2.0|99.61|4.0|27.0|5.0|359.35|0.0|0.0|1.0|3.7|-4.7|0.0041|1.98e-05|0.0|3.42e-06|-1223.279021|977.87|364.11|0.7026600000000001|0.7026600000000001|-1222.9606720000002|0.5339|-0.13683|-0.2105199999999999|0.16177304|-1223.014114|5.5005|0.4|6.3979|6.3979
9o_a24|0.0|1|0|0|0.0|0|6.605297921|1.294229152|0.0|-0.007052095|4.59511985|3|0.028472222|-0.087807028|0.0012214139999999|10.94506726|-0.000236595|1|-0.145366976|0.00177843|0.00294424|-0.38043264|0.738419215|-0.000453155|0.846075714|0.7086274779999999|0|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|0.018492771|-51.29122728|32.50178358|0.229726192|-0.032911684|-29.61546471|6.1994599720000005|44.8382925|0.668046377|-29.69744072|66.24061038|61.99847688|0.4861134689999999|2892.333138|-11.03321234|0.331953623|192.1999837|-562.6938294|28.52459128|-194.5965258|1454.754155|663.2688909|1.0|0.0|1.0|2.0|2.84|0.04|3.75|92.79|1.0|120.73|6.0|32.0|5.0|421.45|0.0|0.0|0.0|3.01|-4.4|0.0137|3.9500000000000005e-05|0.0|5.23e-06|-1388.147972|1126.94|290.75|0.41688|0.65292|-1387.887227|0.0288|-0.17826|-0.22353|0.0533144|-1387.945865|5.9089|446.0|6.3507|6.3507
18a_a25|0.0|0|0|0|0.0|1|6.842683282|1.194229606|1.875390684|-0.0029953159999999|4.727387819|2|0.038167849|0.062229409|0.007643634|10.31286118|-0.019985937|1|0.106305991|-0.037072518|-0.06333068|-0.2936794219999999|0.761417363|-0.035531959|0.792935475|0.7291583840000001|1|0.931628386|-0.055926422|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|75.74077952|0.068371614|-0.03097773|-34.36707071|4.188358905|0.0|0.817072039|-24.58404782|59.45091020000001|43.39683067|0.493301255|2857.88027|-13.61714122|0.182927961|121.2825364|-721.7084848|25.136651|-420.4420243|1332.242503|759.4953883|1.0|1.0|1.0|1.0|3.43|0.08|5.89|87.72|2.0|133.85|6.0|32.0|3.0|435.54|0.0|0.0|1.0|4.53|-5.77|0.000202|1.71e-06|0.0|7.28e-08|-1675.274716|1229.09|390.98|0.2834|0.5274399999999999|-1674.982248|0.0027|-0.15732|-0.21323|0.02456497|-1675.04368|4.3839|94.0|7.0269|7.0269
4j_a46|0.0|0|0|0|0.19521727|1|7.825245291|1.134637093|2.194310043|-0.002284836|5.587248657999999|1|0.048126615|-0.0529855709999999|0.011968098|10.94638774|-0.176133068|1|-0.078783783|-0.0589746909999999|-0.087688953|-0.226712003|0.72796254|-0.258222236|0.763724435|0.728293097|0|0.949893337|-0.05924408|-0.074417476|0.295221643|0.01492164|-34.99059698|70.56141095|0.0501066629999999|-0.024805825|-25.95898597|5.205103062|71.98911503|0.776932317|-20.66606288|50.26191521|43.80358011|0.402450715|2260.870095|-8.652995323999999|0.223067683|131.7477027|-467.2617475|18.85718615|-327.122208|1018.288052|642.1335502000001|0.0|1.0|1.0|0.0|3.9|0.39|5.18|39.94|2.0|110.24|4.0|27.0|3.0|361.48|0.0|1.0|1.0|4.5|-5.31|0.0015|4.86e-06|0.0|7.33e-06|-1132.043677|1112.13|281.19|0.37853|0.69413|-1131.761156|0.1418|-0.18387|-0.20071|0.02491327|-1131.817578|3.8105|805.0|6.0942|6.0942
12m_a30|0.0|0|0|0|0.0|0|7.412764017000001|0.6049842529999999|0.0|-0.01047558|5.351858133|2|0.040839506|-0.1305457069999999|0.001371944|10.31162838|-0.0547272029999999|1|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|0.817497287|-0.0974968869999999|0.893689741|0.770326886|0|0.783260049|-0.085422479|-0.103359773|0.415971907|0.027352277|-57.96147772|133.774348|0.216739951|-0.0405332439999999|-47.58675592|12.59296644|237.0982213|0.773732767|-39.32844052|83.3641853|76.52074257|0.44976016|3058.3084710000003|-18.66147291|0.226267233|153.52847759999997|-951.7351184|35.54574762|-371.4702679|1812.833129|683.7405759|1.0|0.0|0.0|1.0|0.0|0.13|3.4|114.67|2.0|133.52|6.0|32.0|6.0|439.49|0.0|0.0|0.0|2.36|-5.01|0.000444|9.71e-06|0.0|0.000165|-1743.215323|1204.39|349.29|0.33392|0.68404|-1742.965888|0.1615|-0.15042|-0.20742|0.04041755|-1743.030004|5.1279|31.0|7.5114|7.5114
12ae_a36|-3.3501500230000003|1|0|0|0.0|0|7.412764017000001|0.299253957|0.0|-0.009867085|5.351858133|2|0.041555556|0.087069205|-0.006862238|10.31810353|0.006615826|1|0.151620635|-0.15024383|-0.261631709|-0.513686975|0.8183043390000001|0.010209009|0.8837136859999999|0.750657639|0|0.7162413209999999|-0.085851235|-0.105648609|0.439268891|0.023873046|-63.96145017|96.60079598|0.2837586789999999|-0.036430555|-58.64180087|13.25108213|19.97715962|0.6849975640000001|-47.65297933|97.76153993|81.74750345|0.465246185|3486.122819|-20.22131065|0.315002436|234.6851816|-1172.836017|39.62310606|-275.6561988|2298.140152|805.2286932|0.0|0.0|0.0|3.0|0.0|0.17|1.28|123.75|1.0|142.02|7.0|34.0|6.0|474.54|0.0|0.0|0.0|1.18|-3.72|0.0668|0.0001889999999999|0.0|6.45e-05|-1876.203168|1281.69|320.67|0.40141|0.68591|-1875.897072|0.3366|-0.1566|-0.21149|0.0508577|-1875.963244|8.9297|15.0|7.8239|7.8239
18_a34|0.0|0|0|0|0.0|1|7.423568444|1.4547811819999998|1.801574074|-0.014733513|5.351858133|1|0.040527066|-0.100548575|-0.001615187|10.9595763|-0.136990511|1|-0.155197864|-0.3102088839999999|-0.478810922|-0.493450778|0.759292258|-0.224951558|0.8584852479999999|0.713979177|0|0.68981472|-0.090328365|-0.129784908|0.295523326|0.040845819|-49.86847383|66.6880793|0.31018528|-0.0422555509999999|-39.55742812|12.44948722|54.26737825|0.695849945|-27.53138148|86.77082535|72.41862911|0.441058733|2424.18137|-12.87916264|0.304150055|167.9151283|-553.8039936|33.52510165|-216.2496321|1441.579371|428.6241319|1.0|1.0|1.0|0.0|3.61|0.21|3.13|75.47|1.0|93.91|5.0|26.0|6.0|351.36|0.0|1.0|1.0|2.89|-4.11|0.0167|7.829999999999999e-05|0.0|0.000781|-1199.288654|991.93|300.68|0.56101|0.60488|-1199.101028|0.0303|-0.17549|-0.21474|0.02902032|-1199.158044|6.7806|2.43|5.6144|5.6144
9g_a24|0.0|1|0|0|0.0|1|7.273092596000001|1.427608366|1.7647373919999998|-0.00106361|5.283203728999999|2|0.0279797979999999|-0.162313932|0.0144065739999999|10.96318169|-0.02471184|2|-0.292600863|-0.0273623029999999|-0.049325609|-0.079421802|0.683676657|-0.045107345|0.859302479|0.657503038|0|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|0.01876163|-32.080056199999994|174.88817269999998|0.132863247|-0.021297745|-16.07665151|4.593165278|0.0|0.4819264479999999|-15.87288497|49.25777584|41.36311977|0.427531635|2123.257348|-5.214049137|0.518073552|256.3375151|-192.9198181|21.8662148|17.88521849|809.0499476|341.3207334|0.0|1.0|1.0|1.0|1.78|0.06|2.91|72.28|0.0|87.53|3.0|23.0|4.0|302.33|0.0|1.0|0.0|1.93|-3.09|977.0|0.0008179999999999|0.0|0.000113|-984.5891383|879.99|289.67|0.4227399999999999|0.64993|-984.447764|0.1023|-0.17806|-0.21391|0.032630457|-984.497752|4.4131|68.0|7.1675|7.1675
11_a27|0.0|1|0|0|0.0|0|7.535296702|1.1606177359999998|0.0|-0.0067474069999999|5.4161004020000005|2|0.042533875|-0.080272515|0.004538653|10.93910312|-0.027287578|0|-0.1299181459999999|-0.041662169|-0.067428705|-0.488734846|0.734834532|-0.043616687|0.8629676709999999|0.7146215429999999|1|0.7645505|-0.079921166|-0.094820973|0.349764196|0.016171515|-42.27430065|143.3238715|0.2354494999999999|-0.034296948|-26.52978026|4.524597532|72.60399149|0.8088958709999999|-22.36099135|56.8702158|50.82822357|0.4528656239999999|2339.465471|-9.595877966|0.1911041289999999|101.0845293|-451.0062644|22.42732497|-326.780942|1054.084273|504.209846|1.0|0.0|0.0|1.0|0.0|0.35|2.72|61.88|0.0|106.33|2.0|26.0|4.0|345.4|0.0|1.0|0.0|2.04|-4.02|0.0716|9.45e-05|0.0|0.000283|-1122.456105|974.29|499.21|0.6125|0.59222|-1122.190727|0.0793|-0.1022|-0.16205|0.0226944|-1122.242519|4.2894|5.0|8301.0|8301.0
8d_a8|0.0|1|0|0|0.0|1|7.05012252|1.395657339|1.41693287|-0.0111144189999999|4.844187086|1|0.042323232|0.071729931|-0.00267541|10.94649761|-0.117111249|1|0.111668404|0.016471091|0.025642021|-0.4385133129999999|0.76211539|-0.179357354|0.804372443|0.734212688|0|0.6932924890000001|-0.1072746469999999|-0.103150936|0.377028311|0.028038295|-69.95878302|57.93693239|0.306707511|-0.03820405|-43.86958028|11.92454747|92.49576602|0.675359878|-45.62337399|86.29065071|88.24385833|0.483207744|2863.968296|-16.2479927|0.324640122|211.7129122|-877.3916055999999|36.89090464|-228.7206541|1992.108851|682.0472537|0.0|0.0|1.0|2.0|2.92|0.12|3.93|112.23|1.0|121.1|6.0|32.0|5.0|430.46|0.0|0.0|0.0|3.0|-4.47|0.00533|3.4200000000000005e-05|0.0|1.03e-05|-1447.595474|1185.65|376.13|0.62361|0.70165|-1447.2928029999998|0.1879|-0.13754|-0.19757|0.03604461|-1447.354662|7.5674|18.61|4.7303|4.7303
3b_a49|0.0|0|0|0|0.0|1|7.535296702|1.343850026|2.104186262|-0.0057605869999999|5.4161004020000005|2|0.034155556|-0.090939066|0.000607064|10.92976559|0.00361222|1|-0.151131362|0.000511959|0.000850823|-0.405529602|0.7745859279999999|0.006213385|0.845992028|0.749565191|1|0.749104358|-0.0883601469999999|-0.0846496|0.482434361|0.013576151|-54.04959517|325.6896751|0.250895642|-0.0276739079999999|-31.67356498|5.07982433|81.60358988|0.656865946|-33.06194987|64.91785551|62.35407961|0.477583842|2660.339607|-10.35481932|0.3431340539999999|209.89391040000004|-538.4506046|25.77091035|-191.9087104|1340.087338|641.1445234|1.0|1.0|1.0|2.0|2.43|0.22|3.16|98.72|1.0|116.94|6.0|30.0|5.0|398.46|0.0|0.0|1.0|2.38|-3.59|0.1169999999999999|0.000256|0.0|1.05e-05|-1293.3286859999998|1132.92|322.72|0.5798|0.6632|-1293.048179|0.0759|-0.1587|-0.21985|0.0368692|-1293.106236|3.1637|25.0|7.6021|7.6021
18_a47|0.0|1|1|1|0.0|0|6.605297921|1.414391819|0.0|-0.004337918|4.59511985|3|0.037919622|-0.026357805|0.0008454789999999|10.93838451|-0.016728205|1|-0.056674151|-0.02470455|-0.053119347|-0.322800033|0.646771311|-0.027351545|0.851462739|0.630969651|1|0.777824025|-0.078937385|-0.084415066|0.454324931|0.014741763|-49.44908758|70.55642796|0.222175975|-0.0303894239999999|-33.12615721|5.784962137000001|3.684585007|0.7327484470000001|-30.97660579|63.72933669|58.68383399|0.432077184|2800.3745940000003|-11.9254166|0.267251553|167.41554630000002|-596.2708299|25.98023687|-291.6032324|1299.011844|628.5247532999999|1.0|1.0|1.0|2.0|2.5|0.08|5.53|79.38|2.0|119.78|4.0|31.0|5.0|410.45|1.0|0.0|1.0|4.16|-5.37|0.00129|4.29e-06|0.0|1.78e-08|-1354.221126|1130.76|293.65|0.4659|0.63359|-1353.979194|0.0516|-0.17349|-0.22313|0.04031146|-1354.037606|5.3433|3.0|8.6|8.6
