molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
14c_a23|0|1|0.0|0.0|2|7.423568444|0|1.197962449|3.349976042|-0.005822256|5.351858133|-0.024758731|2|0.743546646|0.010682694|-0.047853455|-0.047410593|0.009263715|0.077009731|-0.13187015|-0.4589840189999999|2|0.722187957|0.793551289|1|0.922935039|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|0.018842596|12.52192141|38.43627129|-35.33439343|81.41541733|-1.600173862|-25.07982076|64.05912299|-22.62557089|50.26125234|2955.304496|-1063.401832|-15.0359121|0.2165924689999999|7.832948614|14.49533577|0.8505592829999999|143.9373772|-706.6878684999999|0.016385474|-376.6791777|1357.40568|633.3278634|0.0|1.0|0.0|1.0|1.0|3.4|0.05|26.0|-7.99|4.0|4.67|105.02|2.0|125.29|5.0|31.0|-6.03|445.93|0.0|4.0|0.000334|2.83e-06|4.21|0.0|0.0|1.02e-08|4.55e-06|-0.0795299999999999|3.7031|4.1|-2089.523959|693.64|356.0|334.81|549.86|0.56781|0.56781|-2089.293299|356.0|-0.15143|7.2704|-0.23096|0.02236136|-2089.354057|2.0|8.6253
15_a15|0|0|0.0|0.0|0|0.0|1|1.435688991|0.0|-0.006378587|0.0|-0.031457366|3|0.0|0.001806571|0.000676845|0.0020555079999999|0.003766915|-0.098862691|-0.272482143|-0.3597407929999999|2|0.843715005|0.724319314|0|0.8972060479999999|-0.061884697|-0.091075463|0.7028760070000001|0.020649569|13.71976186|142.8140301|-40.20430373|4.306196778|-1.821509261|-27.31834743|73.99578515|-20.86598874|54.83651811|3027.719888|-1210.227347|-13.86355301|0.297455822|6.673906339|11.8273735|0.772181523|197.6323578|-804.0860746000001|0.0202953539999999|-269.1443943|1722.635223|830.7967967000001|1.0|1.0|0.0|0.0|1.0|4.04|0.07|24.0|-8.9|4.33|6.69|59.51|2.0|138.24|6.0|34.0|-5.26|448.52|0.0|4.64|0.000214|7.970000000000001e-07|5.32|0.0|0.0|1.27e-09|5.7e-07|-0.03786|3.6968|5.04|-1450.7538470000002|700.82|0.4459|335.38|573.46|0.67524|0.70572|-1450.398033|0.0066|-0.10964|1.6365|-0.1475|0.02849263|-1450.462493|109.0|6.9626
7f_a10|0|0|0.0|-4.8022906380000006|1|7.535296702|1|1.240141822|1.924772416|-0.011104817|5.4161004020000005|-0.2347037789999999|2|0.740070757|0.00189949|-0.000498274|-0.0971900919999999|0.0030999659999999|-0.309622111|-0.172751862|-0.5846516820000001|2|0.5371733989999999|0.796084921|1|0.931773786|-0.064238302|-0.095196098|0.7359022890000001|0.00797443|4.441786155|15.96885516|-29.53487321|0.3440879|-1.713529756|-19.93012491|60.16185231|-20.30728086|40.22275023|2803.359424|-954.4422004|-11.31122804|0.178213448|6.115784565|10.23679556|0.6738319429999999|99.26552746|-531.6277179|0.012813716|-358.4725202|1161.423484|527.8079877|0.0|1.0|1.0|1.0|0.0|3.37|0.23|21.0|-8.13|5.07|6.57|52.83|2.0|106.77|4.0|30.0|-5.47|410.39|0.0|4.39|0.00119|2.52e-06|4.7|0.0|0.0|7.38e-09|3.03e-06|-0.0613|5.7757|4.93|-1442.216293|597.28|348.0|214.67|426.07|0.34467|0.6833600000000001|-1442.001311|0.0191|-0.15627|2.2631|-0.2175699999999999|0.01616879|-1442.058773|141.0|6.8508
14a_a5|1|0|2.948727373|0.0|0|6.605297921|1|1.226142247|0.0|-0.0053665219999999|4.59511985|-0.005002101|3|0.0|0.002956745|-0.086229994|0.024793388|0.003668464|-0.213526163|-0.016337128|-0.36152442|2|0.7333482170000001|0.79661948|0|0.7909255559999999|-0.080875277|-0.078681402|0.4398855029999999|0.0173669719999999|11.74431806|134.62273080000003|-35.98151967|55.04914434|-1.494946644|-36.98479273|69.71575554|-18.38089729|66.43577392|2836.468636|-1010.949351|-12.42997952|0.370216665|8.424031251|15.89694877|0.88709518|250.3569601|-683.6488737000001|0.024411136|-175.53051609999997|1605.23357|723.0631751|1.0|1.0|1.0|1.0|2.0|3.24|0.2|23.0|-8.84|4.56|4.38|92.79|1.0|123.0|6.0|32.0|-7.08|425.48|1.0|3.05|0.0304|6.02e-05|2.55|0.0|0.0|1.45e-09|6.16e-07|-0.0507699999999999|4.1501|4.3|-1390.592722|692.8|0.5853|298.75|508.64|0.65789|0.65789|-1390.29207|0.5853|-0.1676|2.7115|-0.2183699999999999|0.04629687|-1390.352729|112.0|6.9508
7e_a8|1|0|3.038052327|0.0|1|7.05012252|0|1.394799915|1.3496955309999998|-0.006027596|4.844187086|-0.052939815|0|0.0|0.0024398329999999|-0.11032771|-0.0446343779999999|0.002669179|-0.075638618|0.07125309|-0.341022848|0|0.5897105770000001|0.732001738|0|0.8291560379999999|-0.08608941|-0.0886889709999999|0.286669793|0.0215993429999999|12.91806855|86.03149870000001|-31.72369068|63.5628736|-1.6850904519999998|-30.79383811|64.23177694|-22.39586026|64.40615805|2605.914474|-1007.813711|-13.39444718|0.223998448|7.70387217|14.654025199999998|0.902163597|133.9683023|-602.7501229|0.018708212|-330.14031780000005|1298.726412|519.5762494|0.0|1.0|0.0|0.0|1.0|3.2|0.04|23.0|-8.29|5.16|4.94|70.81|2.0|108.43|4.0|29.0|-5.43|385.39|1.0|4.31|0.000686|3.87e-06|4.54|0.0|0.0|5.07e-09|1.95e-06|-0.0697|3.8142|6.32|-1300.495519|622.23|0.3461|325.06|544.55|0.6998300000000001|0.70177|-1300.271093|0.1522|-0.13577|9.0006|-0.2054699999999999|0.02845071|-1300.327213|35.1|4.4547
21_a47|0|1|0.0|0.0|1|6.86171134|0|1.408713027|1.2247108|-0.010650348|4.727387819|-0.13650463|2|1.028199909|-0.006808306|-0.004063946|0.057225853|-0.004332497|-0.090969103|-0.277479519|-0.5406500129999999|2|0.612295986|0.826796636|1|0.70582155|-0.082614966|-0.095249919|0.3188717339999999|0.022739546|12.83540744|34.75044485|-30.34731959|47.95893876|-1.5239986980000002|-26.32173133|70.10126935|-19.11612865|59.46768095|2691.697803|-860.2257893999999|-10.79015808|0.355154704|7.071346534|13.17102891|0.862591353|200.4681737|-485.55711339999993|0.028943339|-163.5167523|1334.003357|482.9384172|1.0|1.0|1.0|1.0|2.0|3.29|0.1|21.0|-7.7|2.94|4.93|84.73|1.0|104.49|6.0|29.0|-6.58|394.38|1.0|3.43|0.0142|4.84e-05|3.0|0.0|0.0|1.98e-08|7.8e-06|-0.06339|3917.0|4.43|-1375.061089|583.37|0.2249|316.53|441.93|0.68296|0.68296|-1374.858663|0.2249|-0.16158|3.6767|-0.2249699999999999|0.03299607|-1374.914223|5.0|8.3
8b_a50|1|1|3.1324050960000003|0.0|1|7.860570786|1|1.398299046|2.021915391|-0.0045301379999999|5.777652323|-0.009597908|1|1.98971238|0.006841944|-0.009441452|-0.0180233089999999|0.007057361|-0.170496134|-0.116174481|-0.332085641|1|0.753629415|0.809463375|1|0.845349082|-0.072629787|-0.078068703|0.267094693|0.021513107|10.30543157|131.417573|-17.91443197|0.0|-1.092961836|-16.66636363|49.02840043|-14.54338619|45.09730487|2143.807599|-523.561903|-6.966723542|0.328290204|5.292277178|9.26652151|0.75095166|157.2609748|-250.8020475|0.024280552|-164.5084115|779.4465792000001|339.5806858|1.0|0.0|1.0|1.0|1.0|3.21|0.06|20.0|-5.94|3.14|3.41|59.39|0.0|89.78|2.0|23.0|-6.32|299.33|1.0|2.51|108.0|0.000154|2.55|0.0|0.0|1.16e-06|0.000347|-0.02903|4.5256|2.11|-967.3527447|515.81|0.1717|273.96|353.17|0.5533|0.59283|-967.212701|121.0|-0.1724099999999999|3.8213|-0.20144|0.036701907|-967.258772|68.0|7.1675
6b_a40|0|0|0.0|0.0|1|8.421342866|2|0.604892326|1.710647518|-0.014861289|6.401917197|-0.069975812|0|0.6899826|-0.003851208|0.0986825569999999|-0.226457281|-0.004728928|-0.248560671|-0.033583055|-0.630957955|0|0.691778838|0.842573207|1|0.753431574|-0.107699967|-0.118488624|0.417254814|0.014588568|9.771129787|176.8246355|-53.15460718|34.43877986|-2.132795227|-48.31476032|87.29061302|-33.22101012|81.90640622|3214.047452|-1428.503435|-22.2507658|0.1218592019999999|6.976123351|12.51342818|0.793750992|81.61884754|-956.7829293|0.011838681|-506.5422338|1626.736212|618.8882797|0.0|1.0|0.0|1.0|1.0|4.02|0.21|14.0|-5.21|5.67|4.38|173.43|2.0|130.16|5.0|31.0|-5.85|511.42|1.0|4.21|1.98e-06|6.55e-07|5.03|1.0|1.0|6.21e-06|0.00318|-0.09533|3.1026|8.98|-3290.775349|687.2|0.4962|399.62|552.01|0.69429|0.69429|-3290.583786|0.4962|-0.1237099999999999|8193.0|-0.21904|0.03026498|-3290.648012|0.03|7.5229
4o_a46|0|0|0.0|0.160026534|1|7.825245291|1|1.13463699|2.138144369|-0.000627744|5.587248657999999|0.042766097|1|0.0|0.010870588|-0.203025042|-0.06855792|0.010144781|-0.376106593|-0.028735607|-0.096073163|1|0.626333846|0.7699448320000001|0|0.950732618|-0.0648126359999999|-0.06570509|0.372146122|0.00972341|5.332434441|5.821925821000001|-19.76117845|31.19780621|-1.051281434|-19.49276784|42.00638612|-12.01115223|40.87645867|2195.436986|-576.535307|-6.587059484|0.248979351|5.527567399|10.25486577|0.855222204|136.5432529|-316.1788552|0.0108913189999999|-275.3254498|767.6690487000001|544.7877262000001|0.0|1.0|1.0|1.0|0.0|3.73|0.32|17.0|-7.26|4.77|4.94|54.5|1.0|103.66|2.0|26.0|-5.51|342.44|1.0|3.92|0.00422|1.34e-05|4.06|0.0|0.0|5.5e-08|1.88e-05|-0.04627|4.3255|3.76|-1070.456878|581.59|0.1598|286.64|501.08|0.6843|0.6843|-1070.223416|0.1598|-0.18282|3.4494|-0.22909|0.02815574|-1070.276387|162.0|6.7905
3d_a12|0|0|0.0|0.0|0|0.0|1|1.28383852|0.0|-0.008186708|0.0|-0.053022041|3|0.0|-0.00259095|-0.002185753|-0.058191686|-0.000643935|-0.282667477|-0.237203828|-0.532019854|2|0.91670178|0.7697403429999999|0|0.8547246829999999|-0.066850425|-0.0958414059999999|0.2443206489999999|0.011128076|5.717316796|74.39425719|-25.2986621|0.0|-1.437621096|-17.64609244|57.52228251|-18.01493787|40.06333231|2148.979792|-738.6124526000001|-9.255608086|0.22571647|5.786006004|10.96674758|0.89539167|115.96727140000002|-379.4799315|0.01611886|-281.8395348|953.9302134|410.9162081|1.0|1.0|0.0|1.0|1.0|3.98|0.11|18.0|-7.51|3.37|2.19|50.17|0.0|100.28|3.0|24.0|-6.22|313.36|1.0|2.67|0.0945|0.000123|2.81|0.0|0.0|3.08e-08|9.64e-06|-0.06842|4.2114|3.1|-1006.727999|548.21|0.3336|294.4|411.35|0.53114|0.6572100000000001|-1006.556654|0.1583|-0.15387|2.2068|-0.22229|0.02399772|-1006.606666|25.0|7.6021
12u_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604983445|0.0|-0.006935447|5.351858133|-0.027452346|2|0.0|0.002431329|0.028815747|-0.0646674999999999|0.001805829|-0.15896471|-0.0857954809999999|-0.467189145|1|0.8149999040000001|0.83236194|0|0.84944095|-0.0773921259999999|-0.097867106|0.477056017|0.015562896|10.42404292|78.15130994|-43.90644499|0.0|-1.859475018|-34.72068676|75.26051582|-25.41792137|62.26136323|3001.03926|-1245.478147|-17.02494806|0.189537132|7.804487592999999|14.01586754|0.7958728709999999|126.9521524|-834.2224549|0.014495402|-415.8966522|1536.749179|685.6665849999999|0.0|1.0|1.0|0.0|1.0|4.63|0.14|17.0|-7.8|5.11|3.92|81.65|2.0|137.3|5.0|31.0|-5.52|467.37|1.0|3.59|0.000123|9.14e-07|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|5.08|-2494.962309|705.15|0.1502|354.21|559.16|0.6847|0.6847|-2494.736802|0.1502|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|-2494.7995530000003|34.0|7.4647
1l_a5|1|0|2.964063799|0.0|0|6.605297921|0|1.270375394|0.0|-0.00183668|4.59511985|-0.0052651969999999|2|0.0|0.008244856|-0.019865028|-0.05139414|0.007613233|-0.179824092|0.043915678|-0.21108114|2|0.7245669790000001|0.7656671279999999|0|0.890289002|-0.068685233|-0.067755283|0.357062421|0.0078543119999999|4.43679678|167.86839980000002|-21.62050954|0.0|-1.219595099|-21.91725365|45.64819758|-14.9768065|43.23617395|2227.730859|-688.9330988|-8.460199385|0.230593886|7.401206343999999|14.03493287|0.896303416|130.25942849999998|-389.1691717|0.013054186|-304.3678822|895.4089219|518.5792364|1.0|0.0|1.0|1.0|1.0|2.98|0.14|23.0|-8.83|5.56|5.32|54.46|1.0|105.07|4.0|26.0|-5.4|340.42|1.0|4.06|0.00308|1.04e-05|4.19|0.0|0.0|1.4800000000000003e-09|5.02e-07|-0.04149|4.6403|3.89|-1069.261615|609.85|0.4921|267.19|486.81|0.45892|0.57392|-1069.047151|187.0|-0.1779|2.1987|-0.21939|0.03182983|-1069.101032|32.0|7.4949
23_a10|0|0|0.0|0.0|1|7.535296702|1|1.34383709|2.140123457|-0.00264793|5.4161004020000005|0.012558932|2|1.981673861|0.010305237|-0.000458688|-0.0253481679999999|0.010662507|-0.0502296329999999|-0.207994181|-0.233801237|2|0.7338945809999999|0.754150918|1|0.915208645|-0.049653973|-0.072395864|0.535680357|0.009615852|6.81095873|72.17779806|-36.32074126|53.00900704|-1.6651048819999998|-24.91121732|60.76548004|-19.02262196|41.98112956|3103.831885|-1179.402562|-13.47382337|0.238800348|8.755988318|17.02048484|0.943867925|169.14354509999998|-835.377049|0.013394095|-370.018179|1549.399766|930.6293092|1.0|1.0|1.0|1.0|0.0|3.8|0.21|27.0|-9.84|5.11|5.81|56.07|2.0|139.11|6.0|35.0|-5.93|461.56|1.0|4.5|0.00193|2e-06|4.48|0.0|0.0|1.44e-10|6.66e-08|-53.0|3.8034|3.9|-1470.1960279999998|768.3|0.2089|325.98|606.18|0.67647|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|0.02986448|-1469.902562|0.75|6.1249
6a_a31|1|0|3.3855253210000003|0.0|0|7.703007682000001|1|0.610184884|0.0|-0.01694403|5.6869753560000005|-0.181987023|0|0.0|-0.013930701|-0.0225412779999999|-0.026103465|-0.010591881|0.1533239019999999|0.001117583|-0.568500407|0|0.848282918|0.784022685|0|0.57216168|-0.132158278|-0.126430958|0.259133072|0.034212524|20.08876284|157.9971748|-43.59027182|98.49408082|-1.896464366|-45.56491046|92.52963742|-26.51328079|97.68889243|2713.694431|-1113.557793|-15.56795422|0.307253701|7.516549303|14.408653400000002|0.916923952|180.411907|-653.8540772999999|0.031153284|-226.3518866|1607.453976|479.200937|1.0|1.0|1.0|1.0|2.0|3.42|0.05|22.0|-6.96|4.68|3.69|131.36|1.0|104.73|4.0|28.0|-6.69|390.42|1.0|2.96|0.00238|4.55e-05|2.8|0.0|0.0|1.11e-07|4.3200000000000007e-05|-0.05563|3.5428|4.03|-1613.34153|607.79|0.6404|349.96|447.66|0.70416|0.70416|-1613.1416|0.6404|-0.1428|7.7514|-0.19843|0.04606915|-1613.198178|1.1|5.9586
12c_a31|1|0|3.387641566|0.0|0|7.765993078999999|1|0.6101358029999999|0.0|-0.013026643|5.733341277|-0.055520387|0|0.0|-0.003618466|-0.094991098|-0.056866055|-0.000813398|-0.048694677|-0.223856622|-0.54466023|0|0.8083148840000001|0.842823186|0|0.665463503|-0.104643824|-0.129736755|0.343619017|0.030543026|19.38414321|153.400467|-52.25551342|553.8695417|-1.816314565|-42.14855504|97.28775086|-23.05449459|85.79638585|2592.4503010000003|-1152.7247289999998|-14.63154376|0.3182913|8.091269314|14.67172662|0.813278739|202.0036947|-731.5771879|0.023556702|-230.6429907|1690.934456|583.9691392000001|1.0|1.0|1.0|1.0|2.0|3.69|0.35|16.0|-7.24|5.64|3.7|117.37|2.0|108.16|8.0|28.0|-6.53|398.48|1.0|3.32|0.00233|6.94e-05|3.1|0.0|0.0|5.79e-08|2.31e-05|-0.0338399999999999|3.8328|4.6|-1618.1530810000002|679.71|0.2625|323.48|578.69|0.7007399999999999|0.7007399999999999|-1617.888981|0.2625|-0.15904|1.6786|-0.19288|0.04023903|-1617.951882|0.38|6.4202
14g_a23|0|1|0.0|-4.794439428|2|7.423568444|0|1.197957711|3.0793867980000003|-0.014609495|5.351858133|-0.301504331|2|0.653317181|-0.002390707|-0.031968899|-0.030586527|-0.0004039459999999|0.179219801|-0.2952674819999999|-0.648987099|2|0.598213287|0.796412133|1|0.907334473|-0.072819606|-0.096288005|0.297855753|0.018341721|13.05300369|95.64648102|-48.76552945|1.5679977319999998|-2.118336119|-36.87984398|83.15907597|-29.55936307|64.87554405|3400.464046|-1507.527516|-21.03611074|0.219684185|8.788027188|16.32997765|0.8582074559999999|156.3396622|-1072.841648|0.020564836|-398.9771038|1931.945357|676.4530574|0.0|1.0|0.0|1.0|1.0|3.61|0.09|26.0|-7.95|3.97|6.18|114.25|2.0|126.97|7.0|35.0|-5.94|495.48|0.0|4.35|6.38e-05|1e-06|4.76|0.0|0.0|1.12e-08|5.57e-06|-0.08011|3.7042|5.17|-2042.1835260000005|730.13|0.3478|334.71|583.38|0.56658|0.56658|-2041.934312|0.3478|-0.1519|7.2913|-0.23201|0.0221162|-2042.000034|0.01|8.0
28_a20|0|0|0.0|0.0|1|6.842683282|0|1.417203216|1.837209467|-0.006492092|4.727387819|-0.114439513|3|1.650185059|0.002234763|0.0313932529999999|-0.039965901|0.002695258|0.155263557|-0.028782305|-0.447096101|3|0.715067047|0.755701837|1|0.7817507370000001|-0.086299346|-0.091179288|0.3962228229999999|0.014682607|9.799649234|318.7453661|-40.6172876|88.39175809|-1.823585765|-38.44343857|71.98460956|-23.40616218|67.39863895|2865.917291|-1217.120433|-15.62203369|0.226358273|7.587188177000001|14.28413212|0.8826648009999999|151.0788711|-812.3457521|0.016673728|-365.2747728|1573.2352460000002|684.5377542|1.0|1.0|1.0|1.0|1.0|3.45|0.08|27.0|-8.8|3.93|4.01|99.58|1.0|122.8|5.0|32.0|-6.96|420.47|1.0|3.04|0.0159|3.72e-05|2.68|0.0|0.0|1.57e-09|6.590000000000001e-07|-0.06242|4.7905|4.64|-1368.363151|704.42|0.2354|258.81|531.85|0.50352|0.4701899999999999|-1368.085242|0.0153|-0.15572|3.5284|-0.21814|0.03534166|-1368.146882|255.0|6.5935
34_a20|0|0|0.0|0.0|1|6.842683282|0|1.416932073|1.877209467|-0.0057643419999999|4.727387819|-0.104520106|2|1.991704333|0.003085806|-0.046356705|-0.054458882|0.003149352|0.327535029|0.057022334|-0.4478820739999999|2|0.7071284179999999|0.74801464|1|0.7966571459999999|-0.0851907119999999|-0.085459595|0.408491116|0.0130295999999999|8.766605631000001|297.5548445|-38.68669181|80.66541842|-1.709191893|-38.56497154|67.53437417|-21.69778179|66.0848174|2825.042137|-1149.982435|-14.59875162|0.223585914|7.940146766|14.7802149|0.8614536140000001|150.43359099999998|-773.7338361000001|0.01491516|-371.9551262|1481.145765|712.1606951|1.0|1.0|1.0|1.0|1.0|3.43|0.08|27.0|-9.18|4.5|4.62|86.69|2.0|125.0|5.0|32.0|-6.28|419.48|1.0|3.63|0.00305|9.51e-06|3.63|0.0|0.0|6.64e-10|2.780000000000001e-07|-0.05181|5.4132|4.97|-1352.31921|711.19|0.4388|229.04|544.93|0.38519|0.68845|-1352.041015|0.0766|-0.16103|3.8519|-0.21284|0.03558836|-1352.102407|61.0|7.2147
25c_a34|0|0|0.0|0.0|1|7.412764017000001|2|1.377881974|1.958290974|-0.014384932|5.351858133|-0.047513652|2|0.0|-0.002827527|-0.056443595|-0.041629027|0.001433865|-0.250299211|-0.563411433|-0.5404076879999999|1|0.809687672|0.80135608|0|0.683231623|-0.088513496|-0.113392997|0.478421157|0.043815478|29.22363765|183.6812574|-50.44285726|93.28638171|-1.7008949569999998|-39.37521522|100.6665476|-21.008278|88.25954175|2884.104654|-1134.447012|-14.01190479|0.4625715629999999|7.484891117|13.26192888|0.77182656|308.52165519999994|-756.6428589|0.037538004|-49.9273377|2110.880136|648.0187526000001|1.0|1.0|1.0|1.0|1.0|3.64|0.32|17.0|-5.71|2.18|1.98|90.74|1.0|116.0|6.0|31.0|-7.95|421.45|0.0|1.93|659.0|0.000523|1.3|0.0|0.0|1.97e-06|0.0008289999999999|-0.03272|4.2095|4.32|-1426.704645|704.43|0.2239999999999999|294.54|561.29|0.69247|0.69247|-1426.421463|0.2239999999999999|-0.17424|7.12|-0.2069599999999999|0.03817361|-1426.48597|1.78|5.7496
8e_a8|1|0|3.01599663|0.0|1|7.05012252|0|1.394799502|1.311619189|-0.010579355|4.844187086|-0.205927741|0|0.0|-0.005310149|-0.102167262|-0.051339286|-0.004224671|-0.0015448089999999|0.183313231|-0.475941912|0|0.650073857|0.7233950809999999|0|0.661490276|-0.115572516|-0.105450888|0.280304418|0.0211004739999999|12.87136047|106.0087621|-39.238709|76.40535608|-2.109017754|-43.00500847|75.57562034|-26.80224874|83.37098475|2692.975753|-1286.50794|-16.34946208|0.196692764|7.50719734|14.52755918|0.935150832|119.9832494|-784.77418|0.0184428869999999|-370.0368722|1601.514194|561.882658|0.0|1.0|0.0|0.0|2.0|3.2|0.04|23.0|-7.78|4.33|4.17|90.11|2.0|111.81|5.0|30.0|-6.14|403.41|0.0|3.71|0.00215|1.25e-05|3.69|0.0|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|4.6303|7.22|-1376.957298|639.38|0.3731|267.77|526.86|0.50055|0.7013|-1376.708067|0.1671|-0.13719|6.1505|-0.19972|0.03298991|-1376.766245|19.89|4.7014
12al_a36|1|0|3.469383582|0.0|0|7.412764017000001|2|1.297043737|0.0|-0.008463062|5.351858133|-0.04314418|2|0.0|0.00127667|-0.074215038|-0.031635802|0.003077071|0.172830414|-0.239932418|-0.404703593|1|0.8913597320000001|0.8344566859999999|0|0.801179217|-0.077842923|-0.105915949|0.2689491989999999|0.026927826|17.71943397|114.2305891|-45.86257662|0.0|-1.906487074|-33.70669917|86.77628559|-23.23210974|68.94274882|2843.740855|-1254.533926|-15.28752554|0.328915355|8.774664332|16.15533063|0.841133748|216.4375922|-825.5263792000001|0.025956027|-225.1591357|1869.412355|679.7230552999999|0.0|0.0|1.0|0.0|2.0|4.81|0.17|17.0|-6.69|2.77|1.89|78.43|1.0|130.24|6.0|31.0|-6.93|411.46|0.0|1.81|0.0464|8.499999999999999e-05|2.65|1.0|0.0|2.03e-07|8.340000000000001e-05|-0.04998|3878.0|2.92|-1347.479819|702.95|0.4466|319.71|554.23|0.6945399999999999|0.70417|-1347.196501|0.0095|-0.14558|6.4473|-0.1955599999999999|0.03469224|-1347.257936|48.0|7.3188
12an_a36|1|0|3.489959714|0.0|0|7.412764017000001|2|0.6294007110000001|0.0|-0.0070293469999999|5.351858133|-0.046532211|2|0.0|0.00285431|-0.131674913|-0.031635802|0.003710345|0.170355752|-0.133106642|-0.434819796|1|0.906423012|0.8344566859999999|0|0.836440154|-0.073519599|-0.105145528|0.270501913|0.0173118669999999|11.69727417|82.43567331|-48.0034364|0.0|-1.997765039|-33.56484523|81.70091433|-24.99720254|61.37296195|2881.978785|-1349.848937|-16.89009799|0.216487385|8.773001855|15.82907093|0.8042935809999999|146.2760938|-912.0652916|0.015771136|-383.1273396|1722.817107|725.9470896|0.0|1.0|1.0|1.0|2.0|4.85|0.17|17.0|-7.05|3.33|2.61|94.5|1.0|135.47|6.0|31.0|-6.64|427.52|0.0|2.33|0.0061|3.09e-05|3.19|0.0|0.0|8.95e-08|3.83e-05|-0.05561|5.1771|3.37|-1670.452238|718.98|0.6702|239.49|571.76|0.44822|0.69094|-1670.182102|0.0644|-0.15474|4.3963|-0.21035|0.0345115999999999|-1670.244686|0.04|7.3979
14a_a25|0|0|0.0|0.0|1|6.842683282|0|1.420015394|1.667057351|-0.004483962|4.727387819|-0.05112778|2|1.975771616|0.006085806|-0.046802062|-0.019985937|0.006158124|0.085350921|-0.077269115|-0.365062041|2|0.6716839040000001|0.7385460309999999|1|0.850426305|-0.069657015|-0.084207356|0.326595394|0.012870836|8.449104086|107.22698590000002|-36.28756839|58.18995584|-1.76835447|-30.017374100000005|63.96772039|-21.90268583|54.17569023|2844.993903|-1160.842349|-14.37809314|0.193247006|7.39139255|14.55676745|0.969421506|126.8576588|-762.0389362000001|0.01323706|-402.7381076|1438.906775|712.1606951|1.0|1.0|1.0|1.0|1.0|3.43|0.08|27.0|-9.59|4.44|4.92|72.7|2.0|126.26|6.0|32.0|-5.91|419.48|1.0|3.81|0.0016899999999999|5.13e-06|4.16|0.0|0.0|2.58e-10|1.08e-07|-0.05083|5.3631|5.79|-1352.298438|689.55|0.3529|231.18|548.29|0.42461|0.6714|-1352.024616|0.1756|-0.16347|3.0824|-0.2143|0.03250632|-1352.086073|207.0|6684.0
1j_a5|1|0|2.9426852410000004|0.0|0|6.605297921|0|1.427567371|0.0|-0.003981454|4.59511985|-0.010620031|2|0.0|0.00683534|-0.07622096|-0.032333695|0.006957291|-0.190920568|-0.0178558139999999|-0.2470489089999999|2|0.74740095|0.7862755770000001|0|0.847163872|-0.073803258|-0.074505844|0.35883584|0.019690225|10.57633738|73.73338699|-21.49609451|1.471030887|-1.117587665|-21.29338752|54.3827755|-14.64139152|50.21875634|2242.805131|-600.2970524|-7.86442482|0.383510433|7.328149934|13.80288876|0.883543443|205.997426|-322.4414176|0.026739895|-125.1415813|973.7343247|422.96706330000006|1.0|1.0|1.0|1.0|1.0|2.76|0.05|23.0|-8.14|4.5|4.21|63.69|0.0|96.98|4.0|25.0|-6.15|328.37|1.0|3.19|0.0304|6.29e-05|3.03|0.0|0.0|7.190000000000001e-09|2.36e-06|-0.03832|4.4331|2.61|-1065.849941|572.47|0.5115|279.68|445.81|0.66182|0.6449|-1065.671975|0.1644|-0.16813|2.2503|-0.20645|0.03246499|-1065.723417|24.0|7.6198
