molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SRW09|BCUTs-1|SaasN|AATSC1s|n6HRing|JGI4|SaaaC|MATS8i|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|RNCS|RPSA|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
19d_a38|1|0|0|3.314284769|7.412764017000001|1.297043205|0.0|-0.17467835|2|0.04572104|0.0|-0.0555594909999999|1|1|0.041924146|-0.060668296|-0.128079012|-0.529632789|1|0.7581164340000001|0.853092207|0.111104525|-0.039361255|0.908591797|0.730686013|0|-0.1248815919999999|158.6487879|0.36832051|-51.60489663|9.98319831|115.6739235|0.7494816990000001|-2.372750256|94.84426896|-28.24584108|90.37127996|0.478151237|406.0626253|-1525.275418|-18.15727844|0.250518301|13.52121974|-980.493036|37.68716585|0.022660131|-320.7487188|686.8472757999999|14.56661536|0.0|0.0|4.0|4.91|2.38|17.0|-6.41|1.65|124.32|1.65|1.0|0.0|133.79|0.0|1.0|-3.87|5.0|444.46|0.0|0.0|0.0|0.0002399999999999|107.0|1.65|3.94e-07|0.000175|3.6586|-1500.898316|679.08|1171.77|338.89|0.3167|517.77|0.6957800000000001|-0.15054|7.9959|-0.20145|0.04735828|-1500.683599|10.6621|11.0|7.9586|7.9586
9_a15|0|0|0|0.0|0.0|1.419941378|0.0|-0.042227775|1|0.04022792|0.0|0.05688176|0|0|0.140072812|-0.203104439|-0.295062413|-0.344978312|1|0.85357243|0.7059441040000001|0.088615068|0.010183805|0.742680335|0.8105478740000001|0|-0.11668349|105.5304352|0.153843684|-36.29225274|10.09761131|54.69975317|0.51257747|-1.400201879|85.14415759|-15.93664265|59.20930631|0.4517825079999999|471.903131|-780.8954896|-8.88789863|0.48742253|10.00547485|-435.5070329|31.09118831|0.03598612|-14.02896218|532.0914339999999|20.06953345|1.0|1.0|1.0|3.16|3.37|18.0|-7.57|4.95|61.84|1.96|2.0|0.0|104.74|0.0|1.0|-5.25|5.0|366.41|0.0|1.0|1.0|1.53e-05|0.00562|4.24|2.69e-08|9.86e-06|3.7487|-1223.705126|588.55|1042.17|330.74|0.2693|507.33|0.70552|-0.1565099999999999|1.4625|-0.1824|0.01773342|-1223.522216|2188.0|107.0|6.9706|6.9706
11_a47|0|0|0|0.0|0.0|1.381898438|0.0|-0.156077888|3|0.033931624|1.311097861|0.081235787|0|0|-0.120383371|-0.038723054|-0.079543257|-0.451384505|3|0.702719047|0.715054643|-0.058523885|0.07716247|0.770028429|0.686454722|1|-0.096486559|119.4035378|0.203136607|-36.20974614|3.175899139|1.882633323|0.816608795|-1.833244617|66.9895812|-22.02062158|55.20085753|0.4686568239999999|488.1611434|-1123.0517|-13.48990542|0.183391205|11.22841564|-687.9851765999999|26.96593732|0.0128657439999999|-387.9111844|670.2339441|7.881596968999999|1.0|0.0|2.0|3.28|3.15|28.0|-10.55|6.68|70.93|3.0|2.0|0.0|124.7|0.0|0.0|-6.29|5.0|422.45|1.0|0.0|1.0|9.32e-07|0.000394|5.06|2.81e-11|1.19e-08|3.7253|-1396.184699|654.49|1146.42|332.82|0.2321|549.52|0.6915399999999999|-0.1546|2.9142|-0.20554|0.03959805|-1395.980918|4.6111|0.04|7.4|7.4
13d_a5 (GW788388)|1|0|0|2.945204608|6.605297921|1.236844097|0.0|-0.009710199|3|0.027375887|0.0|-0.086484275|1|1|-0.14893897|-0.010147323|-0.016337128|-0.3706975529999999|2|0.7333482170000001|0.78479342|0.024905619|0.047169811|0.834800344|0.71006207|0|-0.0844793|151.3669372|0.2258962769999999|-36.95444874|6.374277851|44.69922692|0.669182121|-1.605106706|70.45205183|-19.30187193|67.0626077|0.488398052|511.985152|-1061.602956|-12.76608229|0.330817879|15.788837|-702.1345259999999|28.84397435|0.022041749|-223.7910275|723.0631751|14.57821204|1.0|1.0|2.0|3.21|2.74|23.0|-8.84|4.11|92.79|1.37|1.0|0.0|121.68|0.0|1.0|-4.35|5.0|425.48|0.0|0.0|1.0|4.5e-05|0.0192|2.75|1.45e-09|6.16e-07|4.1706|-1390.589662|707.09|1206.73|297.28|0.5251|532.01|0.48848|-0.17299|2.4867|-0.22841|0.04130059|-1390.355751|3355.0|18.0|7.7447|7.7447
12v_a36|1|0|0|3.468871488|7.412764017000001|1.297043692|0.0|-0.04314418|2|0.041767677|0.0|-0.086194201|1|1|0.123026459|-0.1430106119999999|-0.239932418|-0.401336708|1|0.8913597320000001|0.828393514|0.024751559|-0.041914045|0.8792981679999999|0.84179881|0|-0.105200486|113.7463918|0.197708661|-45.52806671|11.74777471|0.462992841|0.6276553979999999|-1.788408258|88.07013157|-21.78731129|69.27488156|0.461799225|527.7920397|-1176.51481|-14.33290989|0.372344602|15.71271745|-773.9771341000001|34.71221847|0.02867403|-167.9576969|679.7230552999999|18.86337805|0.0|0.0|2.0|4.82|0.0|17.0|-6.69|1.89|78.43|1.72|1.0|0.0|130.24|0.0|1.0|-3.95|5.0|411.46|0.0|0.0|0.0|8.499999999999999e-05|35.0|2.65|2.03e-07|8.340000000000001e-05|3.7035|-1347.475543|671.56|1150.38|334.77|0.4247|502.83|0.7016100000000001|-0.15185|6.1869|-0.20404|0.03275089|-1347.260743|7.9237|14.0|7.8539|7.8539
12a_a40|0|0|0|0.0|7.515889085|0.604990853|1.784989449|-0.012791297|0|0.036587302|0.8332127109999999|0.100414476|2|2|0.298197213|0.018655637|0.031326603|-0.4764003679999999|0|0.58630452|0.718281767|0.023863832|-0.375724138|0.7867243829999999|0.525051106|1|-0.074840643|107.5277007|0.059120235|-19.46913691|3.060902482|49.24750281|0.85136964|-1.047769006|43.65970865|-17.23885621|38.81741016|0.476055146|479.8867095|-534.4045424999999|-8.792513441|0.14863036|14.43505064|-272.5679167|20.24838026|0.010759845|-358.4254366|323.26151960000004|5.487955617999999|0.0|1.0|0.0|3.2|3.39|20.0|-7.21|5.43|58.43|4.34|1.0|0.0|91.76|0.0|1.0|-6.41|2.0|346.23|0.0|1.0|1.0|1.13e-06|0.00039|5.43|6.15e-08|2.13e-05|3.0966|-2097.826771|530.55|875.15|400.39|0.3701|429.21|0.6998800000000001|-0.12895|2491.0|-0.2091|0.0104658999999999|-2097.779499|3.8054|1778.0|5.7501|5.7501
12l_a36|1|0|0|3.426092687|7.412764017000001|1.297044247|0.0|-0.008712073|2|0.039061728|0.0|-0.05158636|1|1|0.228884463|-0.098598933|-0.175397741|-0.428857427|1|0.8707354620000001|0.8174432229999999|-0.041707369|-0.079106537|0.8772535459999999|0.8212311840000001|0|-0.107815735|39.27257375|0.15618077|-45.67788557|9.330278191|1.281955437|0.7379583590000001|-1.940683231|83.76912404|-24.7683114|66.38812034|0.4619814279999999|549.2389652|-1263.1838810000002|-16.12160667|0.262041641|13.88638723|-822.2019402000001|33.56329135|0.02088234|-309.7725155|642.3830552000001|13.59224175|0.0|1.0|2.0|4.78|0.0|17.0|-6.66|1.76|92.99|1.38|1.0|0.0|128.47|0.0|1.0|-4.57|5.0|406.44|0.0|0.0|0.0|5.08e-05|0.0206|2.95|2.21e-07|8.97e-05|3.8619|-1325.194654|686.83|1155.07|321.05|0.4524|530.75|0.6925|-0.15869|5392.0|-0.20973|0.03508404|-1325.0137550000002|7.2021|0.02|7699.0|7699.0
4g_a46|0|0|0|0.0|7.825245291|1.134637064|2.156712018|-0.010706405|2|0.046415344|0.0|-0.055084605|1|1|-0.144064904|-0.078780402|-0.121452903|-0.2455749539999999|2|0.662386484|0.74106323|-0.200628401|-0.193115055|0.7796270059999999|0.635494818|0|-0.070153728|7.38470955|0.053170267|-23.0928866|2.638545451|72.82863401|0.826861093|-1.192613373|44.72726697|-13.96424081|37.24073329|0.448462961|543.2323468999999|-684.2477996|-8.0118178|0.1731389069999999|10.60062169|-392.5790722|16.88825479|0.007803902|-375.0653627|568.1534007|4.477396402|0.0|1.0|0.0|3.9|3.61|17.0|-7.8|5.37|43.6|3.06|2.0|1.0|106.55|0.0|1.0|-5.38|3.0|366.89|0.0|1.0|1.0|4.16e-06|0.00153|4.73|1.57e-08|5.75e-06|4.4163|-1493.154666|615.33|1064.92|280.74|0.1294|530.39|0.6983199999999999|-0.18602|3.5526|-0.22587|0.02266493|-1492.979142|3.7113|2745.0|5.5615|5.5615
1c_a5|1|0|0|2.955525321|6.605297921|1.424607938|0.0|-0.006491037|2|0.0248765429999999|0.0|-0.228971551|1|1|-0.133677441|0.034752304|0.0578378779999999|-0.20172074|2|0.71274658|0.7595197290000001|0.128385959|-0.109439124|0.821309592|0.6977404359999999|0|-0.070346332|160.5407184|0.11368581|-18.41507338|2.185709046|0.0|0.753027268|-1.12554131|43.86175561|-14.3968489|39.09545876|0.476413155|453.4753671|-575.8739559999999|-7.366029352999999|0.246972732|11.580409800000002|-294.64117410000006|19.11862892|0.0153811389999999|-258.918642|409.0289917|7.869633359|1.0|0.0|1.0|2.78|2.09|23.0|-8.41|4.51|54.46|2.13|0.0|0.0|95.45|0.0|1.0|-4.25|3.0|312.37|0.0|1.0|1.0|3.5600000000000005e-05|0.0111|3.43|3.87e-09|1.21e-06|4.5088|-990.6223073|556.84|929.31|274.99|271.0|410.52|0.53838|-0.18719|1.7105|-0.22684|0.029157178|-990.516371|2.6801|3981.0|5.4|5.4
13b_a50|0|1|1|0.0|7.934155233999999|1.267593379|4.253030728|0.010464577|2|0.032833333|2.117002752|-0.042022102|2|2|-0.03182432|-0.173463805|-0.269353185|-0.319215353|1|0.749187803|0.788327682|-0.041506802|-0.097736369|0.828965118|0.71935296|1|-0.080785633|104.0753113|0.093835987|-41.27630533|10.16729727|150.45293569999998|0.700410304|-1.696498291|70.09526468|-19.24847021|51.04317051|0.4321103879999999|647.7242444|-1212.6536230000002|-13.75876844|0.299589696|16.75483549|-866.8024118999999|27.48170624|0.017277404|-286.5057775|900.2031356000001|12.34985404|1.0|1.0|0.0|4.78|4.17|20.0|-7.23|5.12|66.99|2.52|2.0|0.0|133.36|0.0|1.0|-5.02|5.0|455.55|0.0|0.0|0.0|7.92e-06|0.00361|3.91|5.87e-08|2.68e-05|4.1161|-1470.401544|780.4|1339.39|301.22|0.1589|617.26|0.63872|-0.1701599999999999|5.5271|-0.19622|0.03156473|1470.104535|7.1645|1.83|5.7375|5.7375
16j_a32|1|1|1|3.359912013|7.765993078999999|0.609420735|0.0|-0.086195934|0|0.046788618|2.076106145|-0.135618491|3|3|-0.11512706|-0.117577419|-0.202656848|-0.704356423|0|0.79965447|0.798237393|0.168000908|0.032797932|0.839271289|0.762429418|1|-0.106897203|34.66998636|0.174011588|-54.6758122|11.90023573|45.81893652|0.699790508|-1.817252458|91.93816239|-24.52188465|71.35869023|0.442735754|590.7291534|-1299.659886|-17.53752467|0.3002094919999999|13.20372234|-929.4888072999998|35.04175088|0.021655546|-285.7717513|701.9321161|15.48758085|0.0|1.0|2.0|3.86|3.38|19.0|-7.77|5.24|149.27|1.57|3.0|0.0|121.3|1.0|1.0|-7.45|5.0|441.57|1.0|0.0|0.0|3.89e-06|0.00172|4.59|1.7e-08|7.5e-06|3629.0|-2034.621888|729.78|1225.27|341.65|0.2907|631.34|0.70207|-0.15012|3.4656|-0.2002799999999999|0.0283671|-2034.408854|4.0992|9.0|8.0315|8.0315
9n_a24|1|0|0|2.961528903|6.605297921|1.388847168|0.0|0.001099755|2|0.024179894|0.0|-0.036651001|1|1|-0.22754075|-0.12451554|-0.200646773|-0.225226606|2|0.786587307|0.7584388259999999|0.048359202|-0.058520736|0.804201677|0.755793189|0|-0.0777274979999999|48.691073|0.095443402|-35.50139138|8.042526681|24.72120326|0.652126509|-1.399094961|67.36550766|-18.18357165|47.11530904|0.4331595789999999|611.3234977000001|-945.545726|-12.28894317|0.347873491|14.52410167|-639.0250449|27.88350328|0.021951174|-205.6223122|631.9206508|14.83518955|1.0|1.0|1.0|3.17|2.6|23.0|-8.64|4.14|66.93|1.42|1.0|0.0|114.29|0.0|1.0|-4.14|5.0|385.46|0.0|1.0|0.0|5.14e-05|0.0198|3.07|2.31e-09|8.909999999999999e-07|4.1028|-1239.1274939999998|686.19|1155.03|302.2|0.2522|587.05|0.63085|-0.1658099999999999|2.8552|-0.20399|0.03188309|-1238.917278|4.8123|19.0|7.7212|7.7212
18d_a25|0|0|0|0.0|6.842683282|1.193723212|1.918453956|0.024310576|2|0.042843137|2.029297802|-0.070413428|1|1|-0.055336237|-0.035684977|-0.061965108|-0.292727912|2|0.722349659|0.780221059|-0.03671629|0.029728702|0.838260077|0.696372329|1|-0.076328248|70.58850837|0.062186295|-43.24308488|6.3217245360000005|0.389087507|0.75793699|-1.602893201|68.15463481|-21.166323|54.70994625|0.476833495|705.8822532|-1206.480411|-15.93166285|0.24206301|18.11893325|-908.1047824|27.92623037|0.014219928|-388.2927768|883.4030667999999|10.70318668|1.0|1.0|1.0|3.66|3.57|27.0|-10.23|5.98|111.51|2.4|2.0|1.0|143.37|0.0|0.0|-6.26|4.0|474.58|1.0|0.0|1.0|2.86e-06|0.0013599999999999|4.21|5.92e-11|2.81e-08|3.6392|-1806.848384|792.79|1358.25|340.69|0.3986|664.72|0.6823899999999999|-0.14723|3.2353|-0.2201|0.03560672|-1806.582751|4.3658|232.0|6.6345|6.6345
15c_a10|0|0|0|0.0|7.535296702|1.343850105|2.154210861|0.040869377|3|0.034807692|2.063253638|-0.1036030219999999|1|1|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|2|0.7655272009999999|0.7351096359999999|-0.03167553|0.022187689|0.772328328|0.733973277|1|-0.072537853|65.41494073|0.095541483|-34.91899195|7.077912953999999|136.2098503|0.528228415|-1.233143495|66.5866765|-13.36848349|42.7883594|0.449308156|627.5338454|-855.5829431|-9.275357237|0.471771585|15.6886947|-593.6228632|25.30814911|0.023432886|-39.17102961|924.9341455|16.25826809|1.0|1.0|0.0|3.85|4.09|21.0|-7.79|2.97|59.31|1.74|1.0|0.0|141.96|0.0|1.0|-3.85|6.0|454.57|0.0|1.0|0.0|2.68e-05|0.0122|2.94|1.6100000000000002e-08|7.3e-06|3.6709|-1450.241475|762.21|1318.35|337.75|0.3939999999999999|595.63|0.70511|-0.14739|2.4256|-0.19463|-0.25919486|-1450.201574|4.8283|0.1|7.0|7.0
12l_a30|0|0|0|0.0|7.412764017000001|0.60498366|0.0|-0.274237737|2|0.044036281|0.0|0.154540315|1|1|-0.300262845|-0.077457998|-0.226973911|-0.640870513|1|0.613786308|0.830875659|-0.045411075|-0.0395239879999999|0.883029843|0.593245722|0|-0.109810463|103.5499036|0.165720595|-53.74781658|7.548024079|1.697908189|0.8218150790000001|-2.415830189|88.64610824|-31.88960104|74.10578426|0.462727396|583.6736326|-1690.148855|-22.31041443|0.178184921|17.23248653|-1182.451965|38.8038646|0.016896687|-450.2927313999999|696.6414817000001|11.82116027|0.0|1.0|1.0|4.72|0.0|17.0|-7.18|4.78|90.88|2.82|2.0|0.0|133.96|0.0|1.0|-6.7|8.0|482.48|0.0|0.0|0.0|1.2e-06|0.000579|5.05|6.61e-08|3.19e-05|3.5245|-1988.033039|729.17|1223.54|351.78|0.2294|574.72|0.68488|-0.14944|2.5031|-0.20397|0.03406276|-1987.848331|2.9851|61.0|7.2154|7.2154
3_a4|0|0|0|0.0|7.535296702|1.343866299|2.147369615|0.03287721|2|0.033760684|2.180369373|-0.010537082|1|1|-0.129930078|-0.048796855|-0.08121207|-0.133874898|2|0.637819558|0.773786787|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.623172012|1|-0.06572153|12.23442244|0.080195284|-15.5080075|2.493716402|40.30885999|0.7196876640000001|-0.985822953|39.38579676|-11.97190059|30.67413075|0.430553837|446.8068266|-478.8760237|-5.815502811|0.280312336|8.486341272999999|-232.6201124|16.63485592|0.015358792|-213.4321476|409.0289917|7.460728516|1.0|0.0|0.0|2.99|2.86|21.0|-7.19|4.11|43.6|2.44|0.0|0.0|95.12|0.0|1.0|-3.7|3.0|312.37|0.0|1.0|1.0|5.520000000000001e-05|0.0173|3.12|6.49e-08|2.03e-05|4.0639|-990.6395508|535.44|905.23|305.09|0.1415|350.36|0.58615|-0.17005|2681.0|-0.21969|0.024645265|-990.514888|3205.0|104.0|6983.0|6983.0
12aq_a36|1|0|0|3.427017327|7.412764017000001|1.297043497|0.0|-0.135770278|2|0.041728395|0.0|-0.1031859869999999|1|1|0.131910912|-0.052743904|-0.090926893|-0.5356623070000001|1|0.892815402|0.839953955|-0.0606936879999999|-0.047695595|0.89459881|0.849217847|0|-0.122078233|86.6958382|0.318529388|-54.49698711|9.548598682|112.415579|0.7619767479999999|-2.319486422|95.39676382|-28.69889692|87.31909781|0.426481765|455.31741460000006|-1549.740434|-19.17486584|0.238023252|14.98931431|-1035.442755|37.66374367|0.020701483|-350.0740123|689.2886595|13.83147784|0.0|0.0|3.0|4.83|0.0|17.0|-6.14|0.98|112.29|1.28|1.0|0.0|131.85|0.0|1.0|-3.52|5.0|424.46|0.0|0.0|0.0|0.000359|152.0|1.55|7.19e-07|0.000305|3.3759|-1401.669694|703.04|1190.22|367.26|0.4988|534.96|0.7058300000000001|-0.13908|6.7649|-0.19967|0.03228003|-1401.452487|8671.0|55.0|7.2596|7.2596
16_a20|1|0|0|3.485659565|6.842683282|1.401259527|0.0|0.00695144|2|0.0388043479999999|2.013871268|-0.061975089|1|1|0.211127741|-0.070208458|-0.117308016|-0.458484451|2|0.7582110409999999|0.7478675859999999|-0.085041518|-0.10978034|0.809440795|0.724665638|1|-0.077793092|69.28224942|0.084994428|-33.67420774|5.023018225|3.46788153|0.780108103|-1.47806874|60.02453683|-19.44924762|51.14820251|0.464473378|602.0075202|-972.4623811|-12.79619894|0.219891897|15.24926152|-639.8099471|24.9314775|0.013439632|-368.5817657|664.4562602999999|8.84230625|1.0|1.0|1.0|3.5|3.13|27.0|-10.52|5.46|78.25|2.2|2.0|0.0|121.69|0.0|0.0|-6.06|4.0|401.46|0.0|0.0|1.0|2.17e-06|0.0008699999999999|4.69|3.0500000000000005e-11|1.22e-08|3.5704|-1275.900951|686.59|1174.61|347.26|0.3431|554.41|0.69524|-0.1481299999999999|4.7315|-0.20722|0.03385502|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
1_a6 (SB-431542)|1|0|0|3.3674017380000003|7.423568444|1.430935835|0.0|-0.175408303|1|0.035620155|0.0|-0.029658865|1|1|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.795744863|0|-0.122555709|160.410387|0.405958714|-43.12110169|11.61820782|105.3125675|0.7531996609999999|-2.083447046|87.15852628|-27.46300805|94.56841061|0.472445176|352.3666367|-1235.8353619999998|-16.29019397|0.2468003389999999|14.26172029|-733.0587287000001|36.46179023|0.02438148|-300.3801761|513.4628663999999|14.4623285|1.0|1.0|2.0|3.25|2.35|23.0|-7.69|3.63|103.12|1.54|1.0|0.0|106.85|0.0|1.0|-4.52|5.0|384.39|0.0|0.0|1.0|5.660000000000001e-05|0.0218|2.7|2.03e-08|7.81e-06|3295.0|-1292.588032|619.92|1049.69|376.28|0.5765|464.07|0.69868|-0.13329|6.0113|-193.0|0.03494577|-1292.41452|8.8611|1542.0|5.8119|5.8119
16_a31|1|0|0|3.096824452|7.758333467000001|0.61013894|0.0|-0.186617888|0|0.042528736|0.0|-0.00795845|2|2|-0.0897217219999999|-0.053194463|-0.09530799|-0.60894688|0|0.951830892|0.8318419909999999|-0.038841601|0.0980869569999999|0.8948140790000001|0.8944757390000001|0|-0.150315165|130.369865|0.4535498739999999|-33.36862997|8.309441139|467.7901274|0.73080436|-1.653466811|83.86629191|-23.60746376|84.57819254|0.427771627|257.4650715|-779.0463041|-11.12287666|0.26919564|9.649327262|-367.0549296|32.30339751|0.027684692|-217.4912527|280.39844320000003|13.04390063|1.0|0.0|2.0|3.2|1.93|16.0|-4.94|2.83|114.29|0.78|0.0|0.0|80.57|0.0|2.0|-4.36|4.0|300.34|0.0|0.0|1.0|0.000254|0.0762|2.32|1.16e-05|0.00347|3.6596|-1308.242314|503.18|818.1|338.79|0.2534|369.73|0.70108|-0.15231|3.7419|-0.1842|0.03948619|-1308.161433|5.5943|0.09|7.0458|7.0458
14a_a10|0|0|0|0.0|7.535296702|1.3438495730000002|2.156210368|0.0437538159999999|3|0.035660377|2.070512208|-0.045759336|1|1|0.042968756|-0.220250238|-0.344811314|-0.168193178|2|0.76857495|0.7348225290000001|-0.011977878|-0.007680215|0.770129205|0.740051323|1|-0.070610745|67.52851799|0.088450549|-37.18086445|7.140714112|134.15514270000003|0.542015878|-1.270993412|67.14248252|-13.76552695|42.07091945|0.469029865|661.4615097|-922.2903058|-9.988888957|0.457984122|18.88856367|-669.2555601|25.39690722|0.0219172279999999|-60.97724212|1003.968547|15.9041322|1.0|1.0|0.0|3.98|4.4|21.0|-8.18|3.36|59.31|1.94|1.0|0.0|146.76|0.0|1.0|-4.21|6.0|468.59|0.0|1.0|0.0|1.58e-05|0.00743|3.29|6.55e-09|3.07e-06|3802.0|-1489.655581|800.01|1380.89|326.1|0.2835|645.26|0.7047100000000001|0.2422099999999999|3.1205|0.19621|-0.14757681|-1489.487381|4.8004|74.0|7.1308|7.1308
12au_a36|1|0|0|3.422314661|7.412764017000001|0.2992539489999999|0.0|-0.351827031|2|0.044036281|0.0|-0.023640632|1|1|0.1320241419999999|-0.15024383|-0.261631709|-0.515924985|1|0.8183043390000001|0.825565083|-0.021932444|-0.058671909|0.877827228|0.750657639|0|-0.110305773|102.3999102|0.301003019|-57.09017539|11.16356587|26.04051569|0.7160586109999999|-2.206115469|95.91776213|-27.36414058|80.38496714|0.492871181|502.8713191000001|-1587.1201529999998|-19.68626738|0.283941389|17.67586495|-1141.803508|38.21494522|0.023021031|-310.873098|805.2286932|16.56175445|0.0|0.0|3.0|5.0|0.0|17.0|-6.87|2.15|123.75|0.84|1.0|0.0|142.02|0.0|1.0|-3.85|6.0|474.54|0.0|0.0|0.0|0.0001889999999999|0.0897|1.64|1.36e-07|6.45e-05|3.7105|-1876.207937|752.27|1283.4|334.15|809.0|618.65|0.70395|-0.15162|6.1367|-0.2087099999999999|0.05174058|-1875.960827|8.0814|47.0|7.3279|7.3279
15_a47|1|1|1|2.9226792460000004|6.605297921|1.304329657|0.0|-0.072588375|2|0.042285714|1.56205245|0.086682657|1|1|-0.299654464|-0.007670908|-0.017562097|-0.332654104|2|0.644280611|0.830688568|-0.131424138|0.081171071|0.897881853|0.614613723|1|-0.0904066519999999|61.0548099|0.208246323|-25.87091101|4.770072524|0.0|0.711630105|-1.265693121|59.79410145|-17.81765281|54.07328082|0.477646539|423.5412927|-677.0708068|-9.531388265|0.288369895|13.37174753|-362.1927541|25.03780079|0.021370407|-226.4191275|383.4213189|11.43190096|1.0|0.0|2.0|2.89|2.1|21.0|-8.49|5.28|66.49|2.83|2.0|0.0|96.6|0.0|1.0|-4.89|4.0|353.78|0.0|0.0|1.0|1.41e-05|0.00499|3.8|3.22e-09|1.14e-06|4.0594|-1527.4104|552.16|930.51|305.43|0.2828|419.75|0.68008|-0.16762|2.2271|-0.2268|0.03425526|-1527.316555|3.7709|16.0|7.8|7.8
2_a27|0|0|0|0.0|6.605297921|1.402655014|3.250529415|-0.0609613559999999|2|0.0427777779999999|1.267636369|0.11675125|1|1|-0.337316432|-0.21066171|-0.361571905|-0.475677812|2|0.639024713|0.796022385|0.137868605|0.027777778|0.8585302370000001|0.60904903|1|-0.081513931|9.194894069|0.153130039|-20.65736087|5.020172886|53.58106492|0.6684621829999999|-1.141195033|52.43208086|-14.73047548|39.39404027|0.4424192289999999|426.3224749|-574.4885436000001|-7.415462877|0.331537817|9.527176544|-289.2030522|22.03636323|0.022639983|-169.6109632|373.9912084|11.39718489|0.0|1.0|0.0|2.9|3.06|21.0|-5.84|2.49|65.6|2.42|0.0|0.0|92.58|0.0|2.0|-3.19|4.0|317.34|0.0|1.0|1.0|0.0002009999999999|0.0638|2.18|1.45e-06|0.0004599999999999|4.1624|-1043.821085|538.57|906.48|297.87|0.3217|420.7|0.55857|-0.16769|4.7049|-0.21702|0.02268519|-1043.715364|6.8854|13.0|7.8861|7.8861
5b_a50|0|1|1|0.0|7.927685046000001|1.397278957|4.190114953|-0.003549558|1|0.034845679|2.473508677|-0.137595558|2|2|-0.0873662269999999|-0.1052449509999999|-0.175158017|-0.140506919|1|0.693611382|0.791163321|0.019856551|-0.1866330389999999|0.855527513|0.6642694929999999|1|-0.061164973|6.656963127999999|0.041393519|-15.78596849|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|42.76068675|-10.87564575|27.10933752|0.4462435279999999|486.9950914|-435.0258302|-5.525088972000001|0.411250953|10.01036188|-221.0035589|18.47246431|0.023005632|-90.17329003|409.0289917|11.68741316|1.0|0.0|0.0|3.37|2.91|20.0|-5.86|4.02|35.64|2.4|0.0|0.0|96.89|0.0|2.0|-3.48|2.0|312.37|0.0|1.0|1.0|6.47e-05|0.0202|3.06|1.37e-06|0.0004269999999999|4.0222|-990.6114185|547.35|922.49|308.25|0.2749|411.9|0.66968|-0.16683|4.4181|-0.19252|0.02651535|-990.487545|6.1284|12.23|4.9126|4.9126
1_a3|0|0|0|0.0|6.823286122000001|0.6195934120000001|0.0|-0.073036903|2|0.034166667|2.194605012|0.038572075|0|0|-0.007705076|0.05038525|0.08803837|-0.486774367|2|1.005427002|0.7905285390000001|-0.126299711|0.057919092|0.8457792829999999|0.943582278|1|-0.0925710269999999|289.8942564|0.2237487219999999|-19.55367089|1.697600903|0.0|0.7920857179999999|-1.295994381|49.05980305|-15.67458788|49.13501083|0.4490711529999999|356.76228530000003|-595.6343396000001|-7.203984013|0.207914282|9.046658216|-273.7513925|19.78900457|0.014174378|-268.4830832|373.1494221|6.514493077999999|1.0|0.0|1.0|3.83|0.0|16.0|-5.77|1.85|77.1|1.52|0.0|0.0|91.52|0.0|2.0|-3.07|4.0|306.38|0.0|0.0|0.0|0.000503|154.0|1.83|1.69e-06|0.000518|3.8645|-1273.316428|496.09|845.2|320.83|0.1775|316.61|0.68912|-0.1658599999999999|2.2332|-0.21886|0.02599563|-1273.22339|3.4319|724.0|6.1403|6.1403
