molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
7f_a10|0.0|0|0|-4.8022906380000006|1|7.535296702|1|1|1.240141822|1.924772416|-0.011104817|5.4161004020000005|2|10.92948443|1|0.0030999659999999|-0.309622111|-0.5846516820000001|2|0.5371733989999999|0.796084921|-0.009545801|-0.137271684|0.8499946070000001|0.5209683970000001|1|-0.064238302|-0.095196098|-53.02456669|4.441786155|38.0022453|-0.03645808|2.474090768|0.8217865520000001|60.16185231|-20.30728086|40.22275023|0.402568457|2803.359424|519.0013298|-954.4422004|0.178213448|6.115784565|10.23679556|0.6738319429999999|99.26552746|24.71113795|0.012813716|1161.423484|527.8079877|7.137285626000001|1.0|1.0|1.0|1.0|0.0|3.37|2.97|21.0|-8.13|2.0|0.0|0.0|1.0|-5.54|0.0|-5.6|0.00119|4.7|0.0|4.93|-1442.216293|-1442.200124|597.28|1034.38|348.0|214.67|0.34467|0.6833600000000001|-1442.001311|0.0191|-0.15627|0.01616879|3.2524|141.0|6.8508|6.8508
34_a20|0.0|0|0|0.0|1|6.842683282|0|0|1.416932073|1.877209467|-0.0057643419999999|4.727387819|2|10.93244905|1|0.003149352|0.327535029|-0.4478820739999999|2|0.7071284179999999|0.74801464|-0.101401966|-0.090732503|0.80310139|0.690530489|1|-0.0851907119999999|-0.085459595|-57.49912174|8.766605631000001|136.81360859999998|-0.032248904|5.898367836|0.776414086|67.53437417|-21.69778179|66.0848174|0.462785432|2825.042137|536.0086996|-1149.982435|0.223585914|7.940146766|14.7802149|0.8614536140000001|150.43359099999998|27.94614651|0.01491516|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|1.0|1.0|3.43|2.92|27.0|-9.18|2.0|0.0|0.0|1.0|-5.14|0.0|-5.02|0.00305|3.63|0.0|4.97|-1352.31921|-1352.2836220000002|711.19|1205.64|0.4388|229.04|0.38519|0.68845|-1352.041015|0.0766|-0.16103|0.03558836|5.4994|61.0|7.2147|7.2147
16j_a32|0.0|1|1|-0.082980188|0|7.765993078999999|0|0|0.609420735|0.0|-0.0139074189999999|5.733341277|0|10.31100263|3|-0.00030659|-0.11512706|-0.704356423|0|0.79965447|0.798237393|0.168000908|0.032797932|0.839271289|0.762429418|1|-0.07651119|-0.106897203|-76.45058155|16.63953228|124.4493461|-0.034287782|11.90023573|0.699790508|91.93816239|-24.52188465|71.35869023|0.442735754|2830.682695|590.7291534|-1299.659886|0.3002094919999999|7.357962381|13.20372234|0.7944808170000001|214.7033741|35.04175088|0.021655546|1857.212797|701.9321161|15.48758085|1.0|1.0|1.0|1.0|2.0|3.86|3.38|19.0|-7.77|3.0|0.0|1.0|1.0|-7.45|0.0|-5.41|1.57e-05|4.59|0.0|5.5|-2034.621888|-2034.593521|729.78|1225.27|0.2907|341.65|0.70207|0.70207|-2034.344833|0.2907|-0.15012|0.0283671|4.0992|9.0|8.0315|8.0315
3a_a49|0.0|0|0|0.0|1|7.535296702|1|1|1.343850114|2.09865947|-0.006374689|5.4161004020000005|2|10.92976559|1|0.000521532|-0.074886415|-0.421478185|2|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.8704151529999999|0.7476073409999999|1|-0.094437035|-0.088484274|-51.82200998|9.491036042|158.77029040000002|-0.030698626|5.558553447|0.689774813|64.2037853|-17.97906469|64.79936082|0.474653816|2599.121578|426.893216|-880.9741697000001|0.310225187|6.566343333|12.49907878|0.903506738|181.6875706|26.06512204|0.021141449|1277.19098|578.2841135|12.38177532|0.0|0.0|1.0|1.0|2.0|3.25|2.11|21.0|-7.19|1.0|0.0|0.0|1.0|-3.06|0.0|-3.3|0.3379999999999999|1.38|0.0|3.16|-1254.012043|-1253.973708|635.89|1082.21|0.3467|240.06|0.53794|0.66614|-1253.756918|0.0793|-0.15978|0.03833529|4.2593|64.0|7.1938|7.1938
A7701_a51|0.0|1|0|0.0|0|6.605297921|0|0|1.390164251|0.0|-0.002377784|4.59511985|2|10.93031118|1|0.00740235|0.119725261|-0.22798944|2|0.7078647990000001|0.7451039290000001|0.00552665|-0.0533751959999999|0.8092075540000001|0.688876851|1|-0.071384149|-0.078131694|-36.09660744|3.420720075|62.31656919|-0.030384547|1.580362387|0.799046392|41.87351682|-14.03756956|36.39998243|0.420350923|1959.582581|399.6804233|-505.3525041|0.200953608|5.137516673|8.863149921|0.7251817340000001|92.83996262|17.56790307|0.012504214|632.4445105000001|332.8814548|5.776909381|1.0|0.0|1.0|1.0|1.0|2.66|2.05|21.0|-7.58|0.0|0.0|0.0|1.0|-3.95|1.0|-4.17|0.0319|3.14|0.0|||||||||||||||25.0|7.6021|7.6021
GW6604_a52|0.0|1|0|0.0|0|6.605297921|0|0|1.427583999|0.0|-0.002149879|4.59511985|2|10.94914378|1|0.0070554269999999|-0.131886693|-0.201462112|2|0.709088617|0.693399445|0.074868979|-0.057466653|0.7550228990000001|0.689009112|0|-0.071850787|-0.072069252|-35.62691523|4.459510077|62.55188751|-0.029217264|2.204526664|0.73529506|44.37166117|-14.44334401|39.97842884|0.4597869779999999|2044.612273|431.7909048|-534.4037285|0.26470494|6.2973559020000005|11.6571716|0.851121611|130.8549791|19.64292268|0.01768964|726.7881391|359.1060668|8.744745933999999|1.0|0.0|1.0|1.0|1.0|2.68|1.76|23.0|-8.03|0.0|0.0|0.0|1.0|-3.87|1.0|-4.16|0.0402|3.06|0.0|||||||||||||||107.0|6.9706|6.9706
9h_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604992856|1.7679629630000002|-0.009041931|5.4161004020000005|0|10.31197223|2|0.003099029|0.270048551|-0.503000695|0|0.778613709|0.740778143|-0.160855189|-0.299768519|0.8022014000000001|0.7528137909999999|1|-0.09201708|-0.095803029|-47.93581245|6.199629554|67.89350333|-0.041058441|3.102034287|0.863884935|53.60044379|-20.54391962|52.2411122|0.482124665|2073.354193|432.46450360000006|-719.0371868|0.136115065|6.922257828999999|13.366649|0.930966649|68.10626265|23.78085181|0.011321157|832.3298135|336.23227030000004|5.664631335|1.0|1.0|0.0|1.0|0.0|3.3|3.55|20.0|-6.51|1.0|0.0|0.0|1.0|-5.65|1.0|-5.12|0.000716|4.51|0.0|3.9|-1293.174246|-1293.151333|526.38|868.84|0.3851|292.61|0.64952|0.69809|-1293.033723|0.2721|-0.14047|0.02291279|2841.0|3.98|5.4001|5.4001
9_a15|0.0|0|0|0.0|0|0.0|0|0|1.419941378|0.0|-0.009923019|0.0|1|10.95880687|0|0.003160815|0.140072812|-0.344978312|1|0.85357243|0.7059441040000001|0.088615068|0.010183805|0.742680335|0.8105478740000001|0|-0.073701648|-0.11668349|-65.07462414|18.10574464|85.79894134|-0.028575549|10.09761131|0.51257747|85.14415759|-15.93664265|59.20930631|0.4517825079999999|2392.3164920000004|471.903131|-780.8954896|0.48742253|5.485176331|10.00547485|0.8240935659999999|271.83655510000006|31.09118831|0.03598612|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|0.0|1.0|1.0|3.16|3.37|18.0|-7.57|2.0|0.0|0.0|1.0|-5.25|1.0|-4.81|0.00206|4.24|0.0|3.36|-1223.705126|-1223.687392|588.55|1042.17|0.2693|285.37|0.6512399999999999|0.70552|-1223.463757|0.0115|-0.1565099999999999|0.01773342|2188.0|107.0|6.9706|6.9706
3d_a12|0.0|0|0|0.0|0|0.0|1|1|1.28383852|0.0|-0.008186708|0.0|3|10.95472859|0|-0.000643935|-0.282667477|-0.532019854|2|0.91670178|0.7697403429999999|-0.097468573|-0.108208213|0.82682708|0.8605417409999999|0|-0.066850425|-0.0958414059999999|-49.24083018|5.717316796|74.63869204|-0.035063929|2.9374091630000003|0.77428353|57.52228251|-18.01493787|40.06333231|0.472404561|2148.979792|439.1353855|-738.6124526000001|0.22571647|5.786006004|10.96674758|0.89539167|115.96727140000002|23.26659057|0.01611886|953.9302134|410.9162081|8.281452338|1.0|1.0|0.0|1.0|1.0|3.98|2.71|18.0|-7.51|0.0|0.0|0.0|1.0|-3.52|1.0|-3.91|0.0945|2.81|0.0|3.1|-1006.727999|-1006.704001|548.21|918.3|0.3336|294.4|0.53114|0.6572100000000001|-1006.556654|0.1583|-0.15387|0.02399772|3.0037|25.0|7.6021|7.6021
13g_a6|0.0|1|0|0.0|0|6.842683282|0|0|1.424099171|0.0|-0.006574579|4.727387819|2|10.95053423|1|-0.000644109|0.061423911|-0.46487852|2|0.836982172|0.774238891|0.095969451|-0.144664763|0.832753533|0.789769968|1|-0.074216821|-0.091949419|-64.02222283|12.28038897|89.14285747|-0.0323525729999999|8.550546653|0.7357333540000001|76.50577593|-22.52633766|63.95581946|0.444443571|2929.039254|607.1336751|-1216.422234|0.264266646|7.968172425|14.34268783|0.7999971709999999|184.0026638|30.61752948|0.017929016|1653.346592|744.1359788|12.48355309|1.0|1.0|1.0|1.0|2.0|3.61|2.34|27.0|-10.57|2.0|0.0|0.0|0.0|-5.56|0.0|-5.06|0.0012|3.7|0.0|3.83|-1386.611265|-1386.573241|739.55|1253.71|0.8442|207.09|0.38325|0.7034100000000001|-1386.3020800000002|0.0105|-0.1327|0.03802398|13.3225|119.0|6.9245|6.9245
17b_a6|0.0|1|0|0.0|0|7.412764017000001|1|1|1.425925343|0.0|-0.01272079|5.351858133|1|10.949638|1|-0.00194781|0.231025646|-0.563310199|1|0.850080948|0.7788169070000001|0.002947625|-0.138423611|0.8370824240000001|0.8013954109999999|0|-0.095450984|-0.109195656|-71.65078895|20.48861696|161.4509401|-0.041494349|13.44399246|0.7706671740000001|84.71888279|-27.2272998|83.12058064|0.4548818979999999|2816.0632920000003|494.7179214|-1361.36499|0.229332826|8.974770742|16.46390151|0.834464855|150.48105900000002|35.32951798|0.019915748|1766.4758989999998|627.4287311|13.06809384|1.0|1.0|1.0|1.0|2.0|3.53|2.89|23.0|-9.01|2.0|0.0|0.0|1.0|-5.81|0.0|-5.17|0.000637|4.09|0.0|4.04|-1350.102764|-1350.078181|690.98|1168.62|0.3949|349.8|0.69615|0.7016100000000001|-1349.830814|0.0033|-0.12545|0.02458322|7.3188|153.0|6.8153|6.8153
14ac_a23|0.0|0|1|-9.994971573|2|7.423568444|0|0|1.1979507740000002|2.7104403130000003|-0.011656739|5.351858133|2|10.3132169|2|-0.004445662|0.068237909|-0.562985112|2|0.5562570379999999|0.7797862459999999|0.1374474|0.054652466|0.834426845|0.537271445|1|-0.0883661019999999|-0.097100967|-73.32014595|12.70997824|51.99287907|-0.043970249|9.597200637|0.8077820920000001|87.75911516|-33.20157553|79.43449928|0.489147172|3695.344378|703.0989434999999|-1759.6835030000002|0.192217908|8.122941134|15.90074614|0.95751094|145.1421706|41.10214358|0.019122137|2178.41361|718.3324686000001|14.43896921|1.0|1.0|1.0|1.0|1.0|3.69|3.34|26.0|-9.03|2.0|1.0|0.0|1.0|-7.31|0.0|-6.65|2.69e-05|5.35|2.0|4.93|-2304.001319|-2303.9786940000004|751.54|1285.58|0.3209|309.85|0.6408|0.69962|-2303.749331|0.2391|-0.15055|0.02262555|8.6341|4.0|8.3851|8.3851
8e_a46|0.0|0|0|0.252655541|1|7.727094485|1|1|1.160371308|2.161814059|-0.001015139|5.533389489|2|10.96411233|1|0.0123581919999999|-0.203086023|-0.132524216|2|0.669602597|0.789844634|-0.241393458|-0.024620704|0.837678812|0.668786636|0|-0.053352779|-0.065982313|-33.59778824|4.876083942|40.04689925|-0.023017086|2.482871976|0.7492419109999999|39.62167507|-11.72015869|32.04299109|0.444693313|1982.950764|469.146955|-503.9668235|0.2507580889999999|5.504080656|9.911785304|0.8008066970000001|127.6844779|15.64268965|0.011830243|672.6356549999999|426.71841|6.023886838999999|0.0|0.0|1.0|1.0|0.0|3.21|2.93|17.0|-6.67|0.0|0.0|0.0|1.0|-3.59|1.0|-4.04|0.0782|3.01|0.0|3.0|-954.9296396|-954.9056294|552.99|933.3|0.2162|274.96|0.6967|0.6967|-954.743261|0.2162|-0.18835|0.024010215|3.7755|406.0|6.3915|6.3915
28_a47|0.0|0|1|0.0|1|6.842683282|0|0|1.4201653580000002|1.408016295|-0.009689834|4.727387819|2|10.95058275|1|-0.010153352|0.06536499|-0.435485503|2|0.635684951|0.832144916|-0.175007067|0.074217097|0.896193695|0.614975047|1|-0.1132830309999999|-0.106779291|-63.47150284|15.50250691|234.5873429|-0.038135461|9.214964819|0.65225927|82.27079846|-22.66839387|82.83994768|0.472690874|2616.1598940000003|359.8303775|-952.0725426|0.34774073|7.864990866|14.91533234|0.8964208090000001|206.7032519|34.75365534|0.031626405|1459.653524|428.5826478|18.79929562|0.0|1.0|1.0|1.0|2.0|3.08|2.03|21.0|-6.92|1.0|0.0|0.0|1.0|-3.67|0.0|-3.66|0.0816|1.97|0.0|3.51|-1335.759232|-1335.722248|599.88|995.5|0.2996|337.37|0.69002|0.69002|-1335.571655|0.2996|-0.15049|0.03698465|8.17|25.0|7.6|7.6
9_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.605017128|0.0|-0.007847313|4.727387819|1|10.31162238|1|-0.003863265|-0.216450234|-0.614170287|1|0.923357627|0.6729843740000001|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0|-0.095161413|-0.083555008|-39.28853824|3.469130065|72.17854599|-0.038196575|1.6312253680000002|0.886859678|43.50933802|-17.96047462|48.21513485|0.413418346|2017.0704920000005|398.0331029|-628.6166118|0.1131403219999999|5.004834198999999|8.532203772|0.704792493|53.19989715|20.25176593|0.008976383|708.8118076000001|349.6957191|4.220799781|1.0|1.0|1.0|1.0|1.0|3.1|2.44|21.0|-7.26|1.0|0.0|0.0|1.0|-5.53|0.0|-4.9|0.000899|4.14|0.0|3.28|-1256.087705|-1256.0634710000002|512.44|857.36|0.2069|213.09|0.3639699999999999|0.6724600000000001|-1255.9558029999998|0.1127|-0.15834|0.0242342|2.6661|10965.0|4.96|4.96
4p_a46|0.0|0|0|0.122217892|1|7.825245291|1|1|1.134636977|2.102855253|-0.004413243|5.587248657999999|0|10.93681929|1|0.004453195|-0.251219946|-0.369670745|0|0.7471162309999999|0.747019097|-0.078703563|-0.1623103719999999|0.7911509609999999|0.751334374|0|-0.0997229069999999|-0.083274013|-47.22779946|4.195717966|53.32991189|-0.029978645|2.379548177|0.87420565|51.05047787|-17.00200781|60.7522985|0.423511708|2257.769185|513.8073925|-850.1003902999998|0.12579435|5.828038618|10.10955243|0.734640605|71.34266847|19.44852199|0.006740305|972.4260993|585.8536976|3.822678404|1.0|1.0|1.0|0.0|1.0|3.89|3.2|17.0|-7.05|2.0|0.0|0.0|1.0|-5.8|1.0|-5.4|0.000567|4.77|0.0|4.89|-1129.65844|-1129.618646|598.19|1058.54|0.2363|226.26|0.43709|0.70138|-1129.3914619999998|0.0763|-0.16819|0.03979459|5.3996|341.0|6.4672|6.4672
3a_a32|0.0|1|1|0.0|0|7.678326357|0|0|0.6094208210000001|0.0|-0.007588088|5.6869753560000005|0|10.31100283|3|-0.001223394|-0.028290955|-0.491457345|0|0.84134255|0.844272053|-0.045516432|0.215012723|0.921812162|0.7757299320000001|1|-0.080607266|-0.0970820759999999|-44.92473442|10.39727075|84.65041685|-0.032360692|4.811337463|0.6723099029999999|55.87310101|-14.97491147|47.69828617|0.461044711|2028.93875|378.0996237|-449.2473442|0.327690097|5.755284924|10.67859439|0.855441483|151.63860559999998|22.27382254|0.0236593529999999|668.2146761|278.73805810000005|10.9483666|0.0|1.0|1.0|1.0|1.0|2.96|2.21|19.0|-6.12|0.0|0.0|0.0|1.0|-5.32|0.0|-4.35|0.00144|3.31|0.0|2.17|-1554.796165|-1554.768725|492.91|801.12|0.2719|341.48|0.70229|0.70229|-1554.7020630000002|0.2719|-0.15058|0.02744024|5.7916|3.0|8.5686|8.5686
8_a15|0.0|0|0|0.0|0|0.0|0|0|1.419941362|0.0|-0.009853404|0.0|1|10.95880707|0|0.003160815|0.225620047|-0.342749125|1|0.85357243|0.7059441040000001|0.0937475619999999|-0.025923166|0.742680335|0.8105478740000001|0|-0.071552706|-0.118293578|-69.07571287|19.65860939|85.31489861|-0.028969856|11.47934212|0.519427411|89.80283608|-16.91650111|61.44071008|0.389723411|2393.276181|498.6196971|-828.9085544|0.480572589|6.093505548|9.984825987|0.638601279|280.62296039999995|32.56759415|0.035495625|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|0.0|1.0|1.0|3.14|3.76|18.0|-7.57|2.0|0.0|0.0|1.0|-5.25|1.0|-4.81|0.00206|4.24|0.0|3.36|-1223.704913|-1223.687714|598.84|1050.15|251.0|279.58|0.5128|0.70524|-1223.463981|0.0155|-0.1558|0.01719864|1.4589|108.0|6.9666|6.9666
12g_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604990688|1.687211672|-0.01011728|5.4161004020000005|0|10.31197254|2|-0.003205145|0.280045216|-0.512657141|0|0.777835705|0.769016155|0.020185301|-0.326139923|0.8396782220000001|0.6941475490000001|1|-0.0951493559999999|-0.099521372|-52.24208444|6.670206427999999|68.1355805|-0.0435406|3.501413627|0.852031227|59.29860462|-22.85591194|56.61727428|0.465725912|2287.970776|456.7977427|-731.3891821000001|0.147968773|7.692740528|14.39849078|0.871698484|77.67373972|26.82520454|0.013442698|858.4065454|335.7078145|7.056520179|1.0|1.0|0.0|0.0|1.0|3.24|3.2|20.0|-6.63|2.0|0.0|0.0|1.0|-6.46|0.0|-5.79|0.000124|5.07|0.0|4.84|-2173.044757|-2173.0224510000003|540.25|896.63|0.3539|308.23|0.67055|0.6988|-2172.9382|0.2682|-0.13191|0.02230594|2.7075|724.0|6.1403|6.1403
8e_a12|0.0|0|1|0.0|1|6.803505258|1|1|1.283834633|1.873617728|-0.006350143|4.727387819|2|10.94458094|1|0.005744805|0.112673977|-0.448676455|1|0.83954453|0.761892879|-0.036433876|-0.051240735|0.815412281|0.797199175|1|-0.05202522|-0.087795345|-50.273571200000006|8.884082475|34.57040021|-0.031094185|5.0872236|0.7112578709999999|61.4656313|-17.80522313|38.67488258|0.45384745|2548.979738|538.051884|-854.6507103|0.2887421289999999|6.446557205|11.80358346|0.830990262|165.34017769999997|25.03342862|0.019545275|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|1.0|1.0|4.11|3.01|21.0|-7.93|2.0|0.0|0.0|1.0|-4.37|1.0|-4.69|0.0156|3.53|0.0|3.45|-1177.619013|-1177.593205|612.59|1048.44|0.2341|236.25|0.38889|0.6954899999999999|-1177.380602|0.2252|-0.13599|0.02580783|1.9327|588.0|6.2306|6.2306
3p_a32|0.0|1|1|0.0|0|8.02059915|1|1|0.609420752|0.0|-0.008735261|6.008813185|0|10.31100269|3|0.000920756|-0.092884784|-0.53666614|0|0.737842269|0.8599558070000001|0.058054833|-0.120768771|0.918782026|0.6956696440000001|1|-0.070907174|-0.098773656|-58.13283248|12.5150622|106.1908248|-0.029183126|7.365688817|0.6199678829999999|73.07639870000001|-17.1756096|54.24719019|0.416240891|2650.4178850000003|482.3550967|-755.7268222|0.380032117|6.243062200000001|10.69458635|0.713035367|223.6663527|27.70403125|0.025390655|1218.977375|530.5658569|14.94356622|1.0|1.0|1.0|1.0|1.0|3.38|2.6|19.0|-6.79|1.0|0.0|0.0|1.0|-5.11|0.0|-4.25|0.00308|2.7|0.0|4.26|-1879.554272|-1879.527843|626.32|1057.58|0.3083|340.28|0.7017100000000001|0.7017100000000001|-1879.350471|0.3083|-0.15055|0.02642856|5.4496|26.0|7585.0|7585.0
21c _a23|0.0|0|1|0.0|2|7.525639975|0|0|1.197962776|3.311482916|-0.009944003|5.4161004020000005|2|10.3132171|2|0.0035741379999999|0.118226959|-0.596546056|2|0.7641222459999999|0.782543953|0.149511954|-0.060079444|0.838980345|0.7301130229999999|1|-0.08365474|-0.098699133|-70.15570019|9.976937758|148.8448086|-0.040210758|7.09164338|0.834557275|79.71722579|-28.58195193|69.43902929|0.468609427|3161.1237530000003|561.9588018|-1543.4254039999998|0.165442725|8.945789862|16.83467928|0.881854988|117.597286|34.24804117|0.013451712|1849.394223|762.0576580000001|9.5615256|0.0|1.0|1.0|1.0|2.0|3.68|3.11|26.0|-7.33|1.0|1.0|1.0|1.0|-5.63|0.0|-4.72|0.0011|2.86|0.0|4.47|-1837.964768|-1837.932192|747.88|1275.12|0.3329999999999999|338.3|0.5885699999999999|0.5885699999999999|-1837.67081|0.3329999999999999|-0.15089|0.03257532|8.3979|67.0|7.1752|7.1752
15a_a10|0.0|0|0|0.0|1|7.535296702|1|1|1.34383719|2.141907675|-0.00244937|5.4161004020000005|2|10.92966696|1|0.01192767|-0.19937094|-0.188634555|2|0.7408341359999999|0.77630271|-0.0232534929999999|-0.1074837719999999|0.820233357|0.713078124|1|-0.0458501609999999|-0.076864276|-49.47045259|10.10411407|54.61835033|-0.025155581|6.503087289|0.676473201|60.98047923|-16.19032994|39.61363829|0.407638879|2656.305166|588.9895149|-890.4681466|0.323526799|6.71451044|11.33516398|0.68815941|208.2243923|23.93343877|0.017883602|1316.339132|697.5493042|11.51002664|0.0|1.0|1.0|1.0|0.0|3.5|3.58|21.0|-7.79|1.0|0.0|0.0|1.0|-3.97|1.0|-4.4|0.0432|3.12|0.0|2.4|-1278.452284|-1278.4225210000002|687.57|1179.28|0.3558|215.08|0.47484|0.68863|-1278.141052|0.1583|-0.1559299999999999|0.02976259|6.1108|24.0|7.6198|7.6198
19i_a38|0.0|1|0|0.0|0|7.412764017000001|2|2|1.297043925|0.0|-0.008447598|5.351858133|2|10.96052467|1|-0.004358975|0.215263198|-0.430016467|1|0.653741315|0.836170906|-0.040954326|-0.087904124|0.892249657|0.632625562|0|-0.08347616|-0.113250303|-69.40536597|13.83587388|154.953787|-0.040770109|8.479305267|0.7419238420000001|82.98550237|-24.98593175|64.99417804|0.444551315|2896.470706|457.89548719999993|-1249.2965869999998|0.258076158|6.690507557999999|12.04523072|0.800346329|158.161786|33.67721904|0.022159015|1683.860952|593.6088758|13.5801364|1.0|1.0|1.0|1.0|3.0|4.8|2.88|17.0|-7.12|1.0|0.0|0.0|1.0|-4.25|0.0|-4.33|0.0238|2.88|0.0|3.66|-1431.415351|-1431.384243|641.31|1101.03|0.2156|217.36|0.4342|0.69267|-1431.181148|0.1886|-0.14872|0.03110827|8.6365|13.0|7.9031|7.9031
12a_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|1.297044783|0.0|-0.007471648|5.351858133|2|10.96083376|1|0.003199301|0.134423193|-0.432975237|1|0.907322874|0.7934042040000001|-0.012112722|-0.119322074|0.846614758|0.855821486|0|-0.076154312|-0.104828755|-64.36949846|12.03249549|110.1075804|-0.037738352|7.388485123|0.755315434|76.09903547|-23.17301945|58.79461567|0.470444928|2647.835699|503.9367075|-1158.650972|0.244684566|6.600635115|12.464492300000002|0.888377722|150.24716030000002|30.67992313|0.019102103|1533.996157|598.1535763999999|11.72953701|1.0|0.0|1.0|0.0|2.0|4.75|0.0|17.0|-6.59|1.0|0.0|0.0|1.0|-3.79|1.0|-4.0|0.0625|2.68|0.0|3.16|-1232.951968|-1232.916523|653.94|1096.31|0.4435|323.35|0.67869|0.6997|-1232.707754|0.0012|-0.1519299999999999|0.03544528|8.5603|13.0|7.8861|7.8861
10_a1|0.0|1|0|0.0|0|6.86171134|0|0|1.435871163|0.0|-0.014135827|4.727387819|1|10.94957578|1|-0.0106277489999999|0.107434253|-0.623957903|1|0.674381582|0.7227844929999999|-0.0369911079999999|0.017498337|0.783467165|0.658433571|0|-0.116648443|-0.10949971|-61.93104798|8.34295348|186.6625065|-0.045402319|4.718623023|0.8340962559999999|70.6564636|-25.67872721|74.31719486|0.459673515|2432.447088|378.9193385|-1052.827816|0.165903744|7.376231317999999|13.65143394|0.850732895|93.83214542|30.78628757|0.015427326|1262.237791|433.2550452|8.725415617000001|1.0|0.0|1.0|0.0|2.0|3.0|2.18|23.0|-8.02|2.0|0.0|0.0|1.0|-4.98|0.0|-4.73|0.00372|3.64|0.0|5.81|-1223.159954|-1223.125689|585.51|979.35|0.6754|363.94|0.70345|0.70345|-1222.969096|0.6754|-0.13576|0.03426532|7807.0|1.5|5.8239|5.8239
47s_a18|0.0|0|0|0.0|0|7.03438793|1|1|1.251176205|0.0|-0.0054038509999999|4.844187086|0|10.94702059|0|0.003686393|-0.040169986|-0.46304239|0|0.724028067|0.712629555|0.0109557919999999|-0.0540701129999999|0.745196689|0.716761234|0|-0.070258863|-0.08106112|-61.36410696|6.394119331000001|117.0051929|-0.030108416|4.840414512|0.820470855|69.29837549|-22.79238258|59.58080589|0.4740142|2992.734821|640.0051571|-1595.466781|0.179529145|9.811856136|18.65422248|0.901192009|135.90542109999998|27.77963709|0.010481057|1944.574596|1093.725912|7.934268528|1.0|0.0|1.0|1.0|2.0|4.41|0.0|18.0|-9.42|3.0|1.0|0.0|1.0|-5.95|1.0|-5.45|0.000539|4.62|0.0|8.41|-1534.196027|-1534.174077|809.4|1435.42|0.5203|385.29|0.6926800000000001|0.6926800000000001|-1533.737579|0.5203|-0.13195|0.02195039|2.9991|616.0|6.2104|6.2104
12e_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604990524|1.6315143930000002|-0.015461694|5.4161004020000005|0|10.31197242|2|-0.014780739|0.292184471|-0.520457262|0|0.889386453|0.788800541|0.047011204|-0.279310345|0.858770467|0.8096582170000001|1|-0.132226452|-0.122830115|-66.68049019|8.195398107|119.4966772|-0.048387621|4.4490161310000005|0.790818822|78.14505956|-26.26807189|79.97685498|0.491465612|2391.0322170000004|423.3709264|-866.8463724999999|0.209181178|8.014314957|15.75963228|0.966435355|113.5576846|33.21629575|0.021118537|1096.13776|348.3847394|11.46456937|1.0|1.0|0.0|0.0|2.0|3.27|3.05|20.0|-6.04|2.0|0.0|0.0|1.0|-6.53|0.0|-5.64|0.000113|4.72|0.0|4.66|-2248.276958|-2248.244231|552.91|918.38|0.4494|286.76|0.6826|0.70157|-2248.154966|284.0|-0.12616|0.03272669|3.7268|1.17|5.9318|5.9318
