molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
12o_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604984133|0.0|-0.0068750669999999|5.351858133|2|10.31162888|1|0.003603419|-0.157974241|-0.465857798|1|0.8264832879999999|0.815003426|-0.054392357|-0.149451598|0.870930234|0.7463962120000001|0|-0.076908942|-0.0975052409999999|-62.74209511|9.948252054|100.1600333|-0.037808155|6.401442327000001|0.8131344979999999|71.87393121|-24.32856749|59.43716284|0.46964626|2860.371518|543.3140456|-1192.099807|0.186865502|7.400912529|13.95467208|0.885533983|120.2431068|29.91948755|0.0141914589999999|1466.05489|652.8825454|9.131836103|1.0|1.0|1.0|0.0|1.0|4.63|0.0|17.0|-7.22|2.0|0.0|0.0|1.0|-5.93|0.0|-5.44|0.0005139999999999|4.49|0.0|4.45|-2035.37262|-2035.338699|687.92|1162.63|0.1967|238.73|0.3493699999999999|0.6854399999999999|-2035.139147|149.0|-0.1478799999999999|0.03392126|6.8632|16.0|7.8097|7.8097
15_a15|0.0|0|0|0.0|0|0.0|1|1|1.435688991|0.0|-0.006378587|0.0|3|10.95980315|0|0.003766915|-0.098862691|-0.3597407929999999|2|0.843715005|0.724319314|0.007958332|0.003774415|0.7725348679999999|0.796300317|0|-0.061884697|-0.091075463|-60.51136736|13.71976186|68.29723829999999|-0.031405332|9.115534766|0.702544178|73.99578515|-20.86598874|54.83651811|0.435723718|3027.719888|596.1118717|-1210.227347|0.297455822|6.673906339|11.8273735|0.772181523|197.6323578|29.700607300000005|0.0202953539999999|1722.635223|830.7967967000001|13.48441779|1.0|1.0|0.0|0.0|1.0|4.04|4.34|24.0|-8.9|2.0|0.0|0.0|1.0|-6.32|0.0|-6.1|0.000214|5.32|0.0|5.04|-1450.7538470000002|-1450.725355|700.82|1265.55|0.4459|335.38|0.67524|0.70572|-1450.398033|0.0066|-0.10964|0.02849263|2.9566|109.0|6.9626|6.9626
9h_a24|0.0|1|0|0.0|1|7.153833802|0|0|1.428198245|1.726213624|-0.002864393|5.209486153|2|10.96661419|2|0.012380829|0.144624936|-0.207206943|2|0.687815726|0.78742035|0.183289617|-0.004960317|0.859720539|0.656172477|0|-0.060337884|-0.0687348109999999|-32.48899638|8.724425117000001|54.93613103|-0.026280957|4.123788393|0.572371258|47.51520531|-12.42226332|37.24443236|0.477589721|2062.34011|417.7355164|-422.3569529|0.427628742|5.805547147|11.11300329|0.914204295|202.1279819|21.70315707|0.031789952|737.9073405|295.8603625|15.02620893|1.0|0.0|1.0|1.0|1.0|2.84|1.96|22.0|-6.05|0.0|0.0|0.0|1.0|-2.83|1.0|-3.24|423.0|1.7|0.0|1.16|-945.2642633|-945.2337612|506.68|831.92|0.3844|239.63|0.54606|0.61928|-945.153352|0.0073|-0.18239|0.0305020989999999|7.7741|77.0|7.1135|7.1135
6_a27|0.0|1|0|0.0|1|6.823286122000001|0|0|1.404458667|1.7996617540000002|-0.007874167|4.727387819|2|10.93737136|1|0.0058042269999999|-0.406859288|-0.541168953|2|0.678057835|0.787663648|-0.1322552659999999|0.1272522519999999|0.849515128|0.650575651|1|-0.0786267609999999|-0.090025109|-44.56839492|10.17466399|106.4156743|-0.034625042|5.03713293|0.774820398|52.66373343|-17.14169035|49.10012093|0.47262982|2196.1151210000003|388.6505938|-668.5259238|0.2251796019999999|5.010042219|9.500048379|0.896201262|111.4788253|22.12343713|0.01635203|862.8140479|373.9912084|8.095338503999999|0.0|0.0|0.0|0.0|1.0|3.0|2.49|21.0|-6.67|0.0|0.0|0.0|1.0|-3.62|1.0|-3.82|0.0768|2.37|0.0|4.27|-1043.831559|-1043.806618|526.9|896.68|0.1915|223.61|0.3366099999999999|0.61083|-1043.678244|163.0|-0.17007|0.02494141|4.0597|1.0|9.0|9.0
4m_a46|0.0|0|0|0.16407746|1|7.825245291|1|1|1.134637002|2.12888511|-0.000686578|5.587248657999999|1|10.94319657|1|0.010359417|-0.487230027|-0.098201489|1|0.615482006|0.747676221|-0.099662698|0.011235955|0.7975218959999999|0.626578283|0|-0.067320375|-0.0672468|-35.43866734|5.74716122|26.89046601|-0.0224155999999999|3.028720082|0.733236381|41.88525631|-11.81288911|41.22460182|0.463006576|2133.331634|500.1036387|-531.5800101|0.266763619|5.329061873000001|9.923886653|0.8622201970000001|140.5828543|16.11061509|0.012232753|724.9776792|486.9589609|6.446588969|1.0|1.0|1.0|1.0|0.0|3.59|2.9|17.0|-6.88|1.0|0.0|0.0|1.0|-4.52|1.0|-4.57|0.00981|3.69|0.0|3.45|-1031.138426|-1031.109224|558.63|975.72|0.2465|205.21|0.38389|0.68505|-1030.929791|0.1557|-0.18308|0.02920209|5.2326|1288.0|5.8901|5.8901
12l_a30|0.0|0|0|-4.712037416|0|7.412764017000001|2|2|0.60498366|0.0|-0.015371073|5.351858133|2|10.31162828|1|-0.004395528|-0.300262845|-0.640870513|1|0.613786308|0.830875659|-0.045411075|-0.0395239879999999|0.883029843|0.593245722|0|-0.0905026719999999|-0.109810463|-76.82494797|10.78883933|115.9404641|-0.045581702|7.548024079|0.8218150790000001|88.64610824|-31.88960104|74.10578426|0.462727396|3306.001879|583.6736326|-1690.148855|0.178184921|9.258542907|17.23248653|0.861252543|124.6606826|38.8038646|0.016896687|2056.604824|696.6414817000001|11.82116027|1.0|1.0|1.0|0.0|1.0|4.72|0.0|17.0|-7.18|2.0|0.0|0.0|1.0|-6.7|0.0|-5.92|9.63e-05|5.05|0.0|5.52|-1988.033039|-1987.998976|729.17|1223.54|0.2294|245.74|0.39486|0.68488|-1987.782294|0.1574|-0.14944|0.03406276|2.9851|61.0|7.2154|7.2154
14g_a23|0.0|0|1|-4.794439428|2|7.423568444|0|0|1.197957711|3.0793867980000003|-0.014609495|5.351858133|2|10.3132174|2|-0.0004039459999999|0.179219801|-0.648987099|2|0.598213287|0.796412133|0.010202051|-0.044895912|0.854683662|0.575188253|1|-0.072819606|-0.096288005|-68.52397802|13.05300369|65.94601775|-0.041536002|9.289253982|0.780315815|83.15907597|-29.55936307|64.87554405|0.461846955|3400.464046|645.7104105000001|-1507.527516|0.219684185|8.788027188|16.32997765|0.8582074559999999|156.3396622|37.88128151|0.020564836|1931.945357|676.4530574|14.63509796|0.0|1.0|0.0|1.0|1.0|3.61|3.79|26.0|-7.95|2.0|1.0|0.0|1.0|-6.89|0.0|-6.0|6.38e-05|4.76|0.0|5.17|-2042.1835260000005|-2042.161409|730.13|1233.48|0.3478|334.71|0.56658|0.56658|-2041.934312|0.3478|-0.1519|0.0221162|10245.0|0.01|8.0|8.0
21_a34|0.0|0|0|0.0|1|8.002694162000001|2|2|1.425532331|1.88614418|-0.012535886|5.860786223|1|10.94874873|1|0.00130996|-0.201539853|-0.514364527|1|0.702772307|0.740092842|0.116926272|-0.015568862|0.796991578|0.660871869|0|-0.09533089|-0.117789944|-79.03896823|22.9240533|217.1470086|-0.041572921|15.38241267|0.728260094|95.12565978|-27.89610644|86.89263143|0.4688149339999999|3115.110331|453.8692584|-1422.701428|0.271739906|7.253455092999999|13.65523159|0.882583047|182.341897|38.30514214|0.023973624|1953.562249|659.7484451|16.08669155|0.0|1.0|1.0|1.0|0.0|3.43|3.52|23.0|-7.68|1.0|1.0|0.0|1.0|-4.5|0.0|-4.71|0.0138|3.02|0.0|7.78|-1483.3359380000002|-1483.305698|698.17|1182.6|0.2174|288.26|0.6893199999999999|0.69292|-1483.057743|0.0002|-0.13338|0.03023936|7.9399|3.36|5.4737|5.4737
12p_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|1.297044387|0.0|-0.008017607|5.351858133|2|10.96052769|1|-0.000673716|0.2461794139999999|-0.440709431|1|0.724208473|0.828371596|-0.035871448|-0.074349074|0.8839272779999999|0.698414933|0|-0.082569108|-0.108380023|-68.22905781|12.71795723|158.3666517|-0.039016808|8.006403882999999|0.759126153|80.40682298|-24.56246081|64.698131|0.475504684|2774.926334|471.1687161|-1228.123041|0.240873847|7.546742977|14.3885803|0.906594718|151.63860559999998|32.35623052|0.019344052|1617.811526|595.8790650000001|12.17776516|1.0|0.0|1.0|0.0|2.0|4.72|0.0|17.0|-6.86|1.0|0.0|0.0|1.0|-3.89|1.0|-4.16|0.0515|2.78|0.0|3.41|-1332.182868|-1332.148901|660.71|1113.05|0.3015|232.12|0.30159|0.66559|-1331.947748|0.1841|-0.15608|0.03396697|6.7199|9.0|8.0458|8.0458
12a_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604984824|0.0|-0.006711725|5.351858133|2|10.31162903|1|0.005458948|-0.171649606|-0.454270252|1|0.8421237309999999|0.7885597609999999|-0.031179517|-0.171895425|0.842671963|0.7961424690000001|0|-0.07699057|-0.097138462|-60.22802588|10.10177981|101.5505506|-0.037665934|6.263330101|0.805190202|69.45678454|-23.35372432|57.83766054|0.469799116|2722.217443|518.4718832|-1144.332492|0.194809798|7.362386058999999|13.88603128|0.88607758|120.786445|29.00398472|0.014884556|1421.195251|620.9195447000001|9.228758655|1.0|1.0|1.0|0.0|1.0|4.65|0.0|17.0|-6.64|2.0|0.0|0.0|1.0|-5.28|0.0|-4.85|0.00208|3.87|0.0|3.82|-1575.7783980000002|-1575.745502|668.81|1122.01|0.1866|245.76|0.35338|0.68599|-1575.538241|0.1511|-0.1481|0.03289568|4.7368|11.0|7.9469|7.9469
14a_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.6050202020000001|0.0|-0.009312773|4.727387819|3|10.3116301|1|-0.004161699|-0.267665193|-0.582572884|3|0.882394075|0.7574238740000001|0.164994144|-0.287221775|0.822587422|0.8255789570000001|1|-0.091731577|-0.094609848|-46.53709886|6.904918591|102.8554977|-0.036792719|3.396421044|0.7608768779999999|55.84414456|-18.09776067|52.02624107|0.481997259|2160.698862|389.0288018|-651.519384|0.239123122|5.308770254|10.24853699|0.930491715|117.6209094|23.78539971|0.0189212089999999|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|1.0|3.27|2.2|21.0|-6.89|0.0|0.0|0.0|1.0|-4.45|0.0|-3.99|0.0113|2.58|0.0|2.44|-1327.513792|-1327.485188|528.91|822.33|0.4524|383.1|0.69708|0.69708|-1327.354384|0.4524|-0.1321|0.02860456|4.6689|0.03|7.5229|7.5229
5a_a50|0.0|0|1|0.0|2|7.927685046000001|1|1|1.3972442980000002|4.202707546|-0.00148647|5.82008293|1|10.93256969|2|0.01228899|0.028229556|-0.161169418|1|0.699970832|0.788709546|-0.132977171|-0.203436041|0.847812674|0.6759066159999999|1|-0.038932964|-0.065209836|-34.7974024|5.435098605|16.06582337|-0.022747617|2.900288114|0.66527517|44.17662122|-12.13862875|26.21058426|0.4528093929999999|2246.106104|517.556163|-521.9610361|0.33472483|5.892775027000001|10.76914508|0.8275167520000001|178.61652859999998|18.24602704|0.017576522|784.5791628|462.1867149|9.379218813|1.0|1.0|1.0|1.0|0.0|3.5|3.28|20.0|-6.24|0.0|0.0|0.0|1.0|-3.89|1.0|-4.5|42.0|3.46|0.0|3.39|-1029.930364|-1029.905844|582.98|976.41|0.2735|220.82|0.39948|0.6725399999999999|-1029.734933|0.1156|-0.16659|0.02452028|5649.0|4.1|5.3872|5.3872
1c_a5|0.0|1|0|0.0|0|6.605297921|0|0|1.424607938|0.0|-0.001983746|4.59511985|2|10.9433337|1|0.007357977|-0.133677441|-0.20172074|2|0.71274658|0.7595197290000001|0.128385959|-0.109439124|0.821309592|0.6977404359999999|0|-0.068062282|-0.070346332|-35.99212225|4.27195187|58.16640976|-0.0281385329999999|2.185709046|0.753027268|43.86175561|-14.3968489|39.09545876|0.476413155|2105.8969850000003|453.4753671|-575.8739559999999|0.246972732|6.063350238|11.580409800000002|0.909902834|126.3615674|19.11862892|0.0153811389999999|764.7451566000001|409.0289917|7.869633359|1.0|0.0|1.0|1.0|1.0|2.78|2.09|23.0|-8.41|0.0|0.0|0.0|1.0|-4.25|1.0|-4.45|0.0174|3.43|0.0|3.17|-990.6223073|-990.5931502|556.84|929.31|271.0|254.15|0.4444899999999999|0.53838|-990.467026|0.1076|-0.18719|0.029157178|2.6801|3981.0|5.4|5.4
8d_a12|0.0|1|1|0.0|0|6.580639137|1|1|1.283835213|0.0|-0.0076893469999999|4.59511985|2|10.94458983|1|0.001575111|0.0479437859999999|-0.484923957|1|0.8857286320000001|0.751098108|-0.091036025|-0.080872311|0.8078610759999999|0.8405406040000001|1|-0.077834742|-0.103548595|-57.57034769|6.309558958999999|78.55353315|-0.039118358|3.507952014|0.8338637040000001|64.53435462|-21.74879802|49.58366734|0.465113852|2466.513191|477.4206699|-978.6959108|0.166136296|6.93584319|12.96695233|0.8695567329999999|92.36749461|26.08195789|0.012525773|1173.6881050000002|503.2240425|6.964006932|1.0|1.0|1.0|1.0|2.0|4.06|2.23|21.0|-8.37|2.0|0.0|0.0|1.0|-4.58|1.0|-4.61|0.0093|3.51|0.0|3.53|-1138.296407|-1138.256361|600.2|1007.85|0.2871|292.53|0.6661|0.4997399999999999|-1138.086709|0.0853|-0.15306|0.04004678|3.0277|25.0|7.6021|7.6021
17a_a22|0.0|0|0|0.0|1|6.842683282|0|0|1.2689202|1.866510299|-0.005149751|4.727387819|2|10.94643739|1|0.0027615779999999|-0.089641194|-0.3626566539999999|2|0.830653242|0.7562495659999999|0.155547571|-0.010355535|0.805071997|0.7994946709999999|1|-0.072161482|-0.08790445|-60.0620365|9.597299109|96.01444244|-0.030843667|6.55749888|0.710958975|73.26110471|-21.07439877|58.9027164|0.485943988|2910.035347|587.2505892999999|-1201.24073|0.289041025|8.549622191000001|16.63169381|0.945313306|197.4916253|29.64221498|0.01931764|1689.6062539999998|784.2697099|13.19906822|1.0|0.0|1.0|1.0|1.0|4.02|-3.24|27.0|-9.13|2.0|1.0|0.0|1.0|-4.75|1.0|-4.96|0.0078099999999999|3.62|0.0|5.13|-1408.300966|-1408.279257|731.19|1253.39|185.0|255.63|0.46268|0.71303|-1407.8711|0.0085|-0.06214|0.02170866|2268.0|82.0|7.0862|7.0862
16f_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.609420741|0.0|-0.014558301|5.733341277|0|10.31100265|3|-0.001202032|0.0151704889999999|-0.697693907|0|0.801401734|0.852938445|0.085125293|-0.000510986|0.899839182|0.761506727|1|-0.08168632|-0.111152081|-76.92280867|16.90955989|133.3750236|-0.035568666|11.7022626|0.69473708|92.82839829|-24.61529877|73.4405859|0.384656622|2772.212354|558.6750754999999|-1230.764939|0.30526292|8.79158776|14.28728752|0.625108901|211.2572338|35.43109972|0.022983292|1771.554986|636.0251562999999|15.90558963|1.0|1.0|1.0|1.0|2.0|3.76|3.4|19.0|-7.77|3.0|0.0|1.0|1.0|-6.95|0.0|-4.97|4.79e-05|4.11|0.0|4.99|-1995.307736|-1995.278839|722.06|1191.55|0.2931|341.82|0.70204|0.70204|-1995.054457|0.2931|-0.15003|0.02889673|4.2764|9.0|8041.0|8041.0
25d_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|1.433689841|1.940324546|-0.015046463|5.351858133|1|10.95957635|1|-0.001685762|-0.263924686|-0.605891389|1|0.8265507809999999|0.7498681140000001|0.14554928|0.011919831|0.799694715|0.778903495|0|-0.100582621|-0.124111479|-82.09024497|19.36462983|215.4372954|-0.044492794|12.8082206|0.7772035959999999|95.24066462|-29.42857839|85.89233572|0.478308897|2939.671168|445.9861716|-1559.714654|0.2227964039999999|6.933980884|13.29135354|0.916843118|147.36277019999997|37.86469665|0.019881997|2006.828923|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|2.0|3.58|3.76|23.0|-8.08|1.0|0.0|0.0|1.0|-4.61|0.0|-4.48|0.0104|3.05|0.0|6.05|-1426.496796|-1426.468726|706.21|1198.19|0.2106|290.15|0.6764600000000001|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|0.02807001|8.0068|0.95|6.0223|6.0223
12ad_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|1.297042846|0.0|-0.01083262|5.351858133|2|10.95445455|1|0.000906224|0.077659878|-0.478461478|1|0.817851296|0.832674224|0.1563642469999999|0.018207862|0.8846605|0.7767870459999999|0|-0.082404548|-0.107772644|-76.30379737|21.78471426|169.7321223|-0.0365657189999999|15.4237324|0.656407461|96.81391944|-25.88878839|80.12771975|0.477102332|3041.082692|538.2749789|-1449.77215|0.343592539|8.770308295|16.772513699999998|0.912420081|243.2659577|39.44011905|0.028968808|2208.646667|735.3783268|20.51012207|1.0|0.0|1.0|0.0|2.0|4.9|0.0|17.0|-6.62|1.0|0.0|0.0|1.0|-4.18|0.0|-4.08|0.0289|2.53|0.0|4.5|-1460.8311199999998|-1460.794632|737.53|1236.64|0.6073|216.26|0.27316|0.67215|-1460.5468529999998|0.2532|-0.15638|0.03648828|6.8996|17.0|7.7696|7.7696
SB431542_a8|0.0|1|0|0.0|1|7.535296702|1|1|1.401734117|1.4114120369999998|-0.014434378|5.4161004020000005|1|10.94951956|1|-0.005306541|0.156874293|-0.494976661|1|0.76592324|0.762577159|0.229470029|-0.072891515|0.8220300859999999|0.7318727540000001|0|-0.128342313|-0.124595991|-74.57768059|20.78806656|260.1744351|-0.048754953|12.44282236|0.7608280590000001|89.64885355|-29.18257067|97.60813043|0.476091179|2801.428659|338.38158389999995|-1342.398251|0.239171941|7.360028263999999|14.04829994|0.908729075|143.157805|38.35632812|0.025179219|1764.391093|529.053307|15.07117296|0.0|1.0|1.0|0.0|2.0|3.35|2.75|23.0|-6.76|1.0|0.0|0.0|1.0|-4.4|0.0|-4.14|16.0|2.4|0.0|||||||||||||||79.08|4.1019|4.1019
47i_a18|0.0|0|0|0.0|0|7.03438793|1|1|1.251177255|0.0|-0.006882626|4.844187086|0|10.94702091|0|0.000427479|-0.057689282|-0.499939719|0|0.742536498|0.744472118|-0.064085904|-0.068524374|0.7842882870000001|0.727767462|0|-0.0780255879999999|-0.089609068|-62.41153158|6.787641686000001|137.1555392|-0.035256027|4.727502734|0.8608685909999999|68.954317|-24.55535669|61.13143233|0.487446923|2795.907966|559.3312455|-1497.876758|0.139131409|9.573882864|18.67881257|0.951017454|96.90318745|28.52393145|0.009393984|1739.959818|855.7438937000001|6.542785417999999|1.0|0.0|1.0|1.0|3.0|4.05|0.0|18.0|-8.98|3.0|1.0|0.0|1.0|-5.18|0.0|-4.78|0.0029|3.7|0.0|7.37|-1416.260696|-1416.233978|744.95|1297.7|0.5085|383.61|0.69175|0.69175|-1415.875678|0.5085|-0.13237|0.02671774|3.5235|19.0|7.7212|7.7212
12aw_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|1.297044239|0.0|-0.008293935|5.351858133|2|10.96021804|1|-0.004358975|0.169961228|-0.4191703539999999|1|0.653741315|0.836170906|-0.022464907|-0.056676035|0.892249657|0.632625562|0|-0.088516379|-0.114701005|-73.52224315|14.76755422|188.3390873|-0.041292362|9.4658605|0.749052287|87.37742985|-26.46800754|71.5057033|0.47322369|2901.451841|452.6513136|-1323.400377|0.250947713|7.545677222999999|14.32425315|0.898338973|160.8550748|35.33532702|0.02161528|1766.7663510000002|593.6088758|13.8551867|1.0|0.0|1.0|0.0|2.0|4.73|0.0|17.0|-7.12|1.0|0.0|0.0|1.0|-3.99|1.0|-4.32|0.0424|2.88|0.0|3.66|-1431.404673|-1431.373326|666.09|1120.43|0.4088|237.0|0.38905|0.69109|-1431.180191|0.3892|-0.15688|0.03134789|6.5278|9.0|8.0458|8.0458
1j_a5|0.0|1|0|0.0|0|6.605297921|0|0|1.427567371|0.0|-0.003981454|4.59511985|2|10.9487794|1|0.006957291|-0.190920568|-0.2470489089999999|2|0.74740095|0.7862755770000001|-0.084090414|-0.0614852279999999|0.848473695|0.717355058|0|-0.073803258|-0.074505844|-40.01980349|10.57633738|82.09385267|-0.027258236|5.680936139|0.616489567|54.3827755|-14.64139152|50.21875634|0.469085779|2242.805131|455.0425806|-600.2970524|0.383510433|7.328149934|13.80288876|0.883543443|205.997426|23.74961767|0.026739895|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|1.0|2.76|2.66|23.0|-8.14|0.0|0.0|0.0|1.0|-4.03|1.0|-4.2|0.0304|3.03|0.0|2.61|-1065.849941|-1065.817476|572.47|959.39|0.5115|279.68|0.66182|0.6449|-1065.671975|0.1644|-0.16813|0.03246499|3.0364|24.0|7.6198|7.6198
12ao_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|1.297043885|0.0|-0.007081548|5.351858133|2|10.94919858|1|0.003724542|0.1523047569999999|-0.435820128|1|0.90500247|0.82626942|0.040831815|-0.05785124|0.8800240009999999|0.856135378|0|-0.077866573|-0.1019516769999999|-67.45579866|11.76697353|110.7707502|-0.03775988|7.785557064|0.7820981779999999|78.51108393|-24.98362913|63.28698809|0.462968912|2794.663089|550.8740683|-1349.115973|0.217901822|8.769931502999999|16.33039817|0.8620895909999999|144.1736112|31.9443643|0.016708791|1724.9956719999998|698.847203|11.05528527|1.0|0.0|1.0|0.0|2.0|4.87|0.0|17.0|-7.01|1.0|0.0|0.0|1.0|-4.58|1.0|-4.55|0.0106|3.45|0.0|3.83|-1310.361099|-1310.328652|701.9|1190.17|0.6249|266.08|0.4962|0.7045|-1310.077853|0.0033|-0.14207|0.03244719|7.447999999999999|0.03|7.5229|7.5229
12j_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|0.6293514410000001|0.0|-0.007086381|5.351858133|2|10.33556498|1|0.003710345|0.161289379|-0.436310965|1|0.906423012|0.820041835|-0.1241793309999999|-0.089459459|0.87043328|0.855081905|0|-0.069970795|-0.105480639|-69.66341599|11.99396966|97.35760604|-0.037113558|7.921272637|0.7758129420000001|80.59149538|-24.51120192|58.20533756|0.457280037|2881.20453|563.0803357000001|-1323.6049039999998|0.224187058|7.483427579|13.78874575|0.8425708820000001|148.06163930000002|31.59421634|0.016546717|1706.0876829999995|725.9470896|10.92807939|1.0|1.0|1.0|1.0|2.0|4.86|0.0|17.0|-7.05|1.0|0.0|0.0|1.0|-4.85|0.0|-4.51|0.0061|3.19|0.0|3.37|-1670.448063|-1670.420129|694.28|1198.96|0.4981|238.1|0.37116|0.69967|-1670.184251|98.0|-0.15495|0.02793415|8.5953|0.01|8.0|8.0
10_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.6094207629999999|0.0|-0.016404762|5.733341277|0|10.31100271|3|-0.00369116|-0.03673326|-0.690879647|0|0.809370315|0.8607827790000001|0.012125768|-0.079818594|0.915639476|0.764217655|1|-0.088310158|-0.1223816869999999|-75.59866726|15.91131724|146.8439966|-0.038939628|9.828875607|0.6946347429999999|91.10767604|-24.0541214|70.46302679|0.449853016|2649.882742|470.8845962|-1058.381342|0.305365257|7.079344111|12.86809583|0.81769605|188.6328503|34.62844557|0.025106509|1523.651605|513.9156315|15.50900878|1.0|1.0|1.0|1.0|2.0|3.56|3.12|19.0|-6.99|1.0|0.0|1.0|1.0|-6.04|0.0|-4.41|0.000366|3.23|0.0|4.12|-1916.668776|-1916.631761|654.7|1086.09|0.2983|340.24|0.70228|0.70228|-1916.460049|0.2983|-0.15088|0.03701539|3.2297|7.0|8.1427|8.1427
1_a1 (SKF-104365)|0.0|0|0|0.0|1|7.535296702|1|1|0.626769342|2.196347317|-0.006055958|5.4161004020000005|1|10.33812228|1|0.002250781|-0.221214316|-0.505981356|1|0.57031697|0.7926983559999999|-0.015406451|0.194988905|0.857919181|0.551667506|0|-0.067997692|-0.081192283|-37.55389489|6.18316314|86.42113499|-0.029524467|2.859900586|0.709744919|46.32985169|-13.65596178|37.63415922|0.416807085|1997.193006|376.1092109|-450.6467387|0.290255081|5.2735884010000005|9.042613965|0.71469847|134.2517831|19.24066156|0.018973797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|1.0|0.0|2.97|2.68|17.0|-6.0|0.0|0.0|0.0|1.0|-3.8|1.0|-4.02|0.0472|2.96|0.0|3.45|-1279.084677|-1279.060907|491.18|809.96|0.2178|318.72|0.70081|0.70081|-1278.971649|0.2178|-0.16142|0.02377006|6.9338|1.6|5.7959|5.7959
12t_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|1.297042607|0.0|-0.00673635|5.351858133|2|10.95395385|1|0.0045625|0.059266516|-0.436022708|1|0.902377067|0.829598864|-0.009662203|-0.050788309|0.878510663|0.857993338|0|-0.0735262|-0.100615514|-67.01551397|11.7409283|110.727965|-0.035934112|7.820109571000001|0.78316808|77.32343502|-23.93411213|60.71345614|0.48189543|2771.211293|555.3275093999999|-1340.3102789999998|0.21683192|7.960344391|15.36435856|0.930112292|144.422087|30.56063281|0.01547607|1711.395437|729.1873176|10.30792105|1.0|0.0|1.0|0.0|2.0|4.94|0.0|17.0|-7.36|1.0|0.0|0.0|1.0|-4.61|1.0|-4.57|0.0102|3.47|0.0|3.87|-1311.585049|-1311.552739|713.6|1208.04|0.4297|319.18|0.69297|0.70313|-1311.287803|0.0155|-0.15088|0.03230976|7.9104|8.0|8.0969|8.0969
12af_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|1.29704271|0.0|-0.00989889|5.351858133|2|10.96037047|1|-0.000472698|0.154914099|-0.505160213|1|0.859938421|0.813346624|-0.062279009|0.002492952|0.8631180940000001|0.817582774|0|-0.082549457|-0.1054605669999999|-73.23838519|15.22358698|169.9519197|-0.035153522|10.57220682|0.6702409189999999|91.25505794|-24.41279506|72.55107063|0.448767097|3013.98446|524.5103537|-1391.529319|0.329759081|8.59579222|15.59375751|0.8141152220000001|229.0052411|36.42391023|0.0259433429999999|2076.162883|757.7532208|18.01667275|0.0|0.0|1.0|0.0|3.0|4.98|0.0|17.0|-6.93|1.0|0.0|0.0|1.0|-3.54|0.0|-3.64|128.0|1.85|0.0|4.5|-1440.982935|-1440.954069|737.4|1246.55|427.0|236.83|0.50179|0.70508|-1440.675702|0.0035|-0.13364|0.02886569|9.4631|15.0|7.8239|7.8239
