molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|JGI4|SaaaC|MATS8i|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
12f_a31|0.0|1|0|3.4780522210000004|0.0|1|1|0.6101347579999999|0.0|0.034876922|-0.011835152|0|0.03703252|0.0|-0.0944165219999999|2|0.000889251|0.068054139|0|0.805862937|0.8167107029999999|-0.021938988|-0.029803241|0.7730604259999999|0|0.700992225|-0.097676974|0.027617942|-68.14417693|-82.48950216|19.26761061|159.84734269999998|0.299007775|-0.0337826789999999|-57.54866283|569.7325277000001|-1.891830012|97.53070764|-23.56842919|87.41178754|2710.311963|1805.921786|-16.44247509|0.313117045|9.859605078|19.05849748|0.932987917|5845.744358|34.31214739|0.021559868|713.5657448|15.04120547|1.0|1.0|1.0|1.0|3.86|16.0|-8.02|117.37|1.53|0.0|117.78|1.0|10.0|-5.98|30.0|5.0|-6.19|426.53|0.0|1.0|-4.63|0.0004469999999999|2.37e-05|3.82|0.0|0.0|4.06e-06|-0.03317|3.8305|5.39|3.8305|-1696.785527|-1696.741889|755.33|1258.6|665.22|0.7006600000000001|0.2664|1.8803|-0.19211|0.04363832|-1696.53373|6.8861|6.8861
12bb_a36|0.0|1|0|3.3296932480000003|0.0|2|2|1.29704416|0.0|-0.07834963|-0.008239316|2|0.04625323|0.0|-0.018516159|1|-0.004358975|0.2463876689999999|1|0.653741315|0.836170906|0.0534307559999999|-0.045186455|0.632625562|0|0.6888482109999999|-0.090660196|0.022069757|-58.19935506|-73.39466247|14.16769093|88.91215764|0.311151789|-0.038872447|-47.11573753|0.0|-1.943622342|88.14984373|-24.95418524|72.36704599|2902.055617|2458.790147|-16.01935076|0.280705922|7.854524291000001|15.13083401|0.926384521|6285.088971|34.69260487|0.022984922|593.6088758|14.75518126|1.0|0.0|1.0|0.0|4.72|17.0|-7.12|69.2|2.78|0.0|123.67|1.0|5.0|-3.99|31.0|6.0|-6.8|417.41|0.0|0.0|-4.32|0.0424|4.81e-05|2.88|0.0|0.0|3.17e-05|-0.0566799999999999|5.2382|3.66|3.8001|-1431.4091|-1431.374881|667.88|1120.72|515.92|0.38838|0.0736|6251.0|-0.21175|0.03421884|-1431.238418|8.0|8.0
4r_a46|0.0|0|0|0.0|-0.03033057|1|1|1.13129629|2.051582577|-0.173617329|-0.002826188|2|0.044728682|0.0|-0.1129698999999999|1|0.0061041|-0.237647432|2|0.7794598220000001|0.810646641|-0.077483502|-0.070397185|0.76719475|0|0.8478197820000001|-0.079297367|0.011446215|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|-0.0259595379999999|-22.88867429|0.0|-1.220098292|51.22472631|-13.77068362|48.13649426|2137.47734|1451.6122289999998|-7.304896049|0.285368722|5.81085807|10.69131411|0.839885604|4775.760774|19.26963463|0.015225417|496.0386301|8.076584289|0.0|0.0|1.0|1.0|3.82|17.0|-6.25|63.83|1.52|0.0|97.9|1.0|3.0|-3.09|25.0|4.0|-6.83|334.41|0.0|0.0|-3.55|271.0|0.000279|2.12|0.0|0.0|0.000188|-0.03073|4.5209|2.3|4.5209|-1069.447946|-1069.419677|571.75|986.04|467.85|0.69085|0.1404|2.6630000000000003|-0.2207199999999999|0.02826942|-1069.284137|5.8499|5.8499
7e_a8|0.0|1|0|3.038052327|0.0|0|0|1.394799915|1.3496955309999998|-0.150447714|-0.006027596|0|0.043758865|0.0|-0.11032771|1|0.002669179|-0.075638618|0|0.5897105770000001|0.732001738|-0.023521398|-0.072307692|0.577394732|0|0.8291560379999999|-0.08608941|0.0215993429999999|-51.4880895|-53.04282692|12.91806855|86.03149870000001|0.170843962|-0.037446454|-31.72369068|63.5628736|-1.6850904519999998|64.23177694|-22.39586026|64.40615805|2605.914474|2032.501296|-13.39444718|0.223998448|7.70387217|14.654025199999998|0.902163597|5808.479788000001|28.86058693|0.018708212|519.5762494|11.18895001|1.0|1.0|0.0|0.0|3.2|23.0|-8.29|70.81|3.54|0.0|108.43|1.0|4.0|-5.75|29.0|4.0|-5.43|385.39|0.0|1.0|-5.41|0.000686|3.87e-06|4.54|0.0|0.0|1.95e-06|-0.0697|3.8142|6.32|3.2363|-1300.495519|-1300.467069|622.23|1060.05|544.55|0.6998300000000001|0.1522|9.0006|-0.2054699999999999|0.02845071|-1300.327213|4.4547|4.4547
41_a47|0.0|0|1|0.0|0.0|0|0|1.420292383|1.840145925|-0.225923786|-0.004083905|3|0.042537538|1.601942802|0.024881402|1|0.0047106|-0.178132441|3|0.62974551|0.8417952740000001|0.08640454|0.123676975|0.609110565|1|0.823168463|-0.061101947|0.018348892|-34.50740631|-50.81597048|10.36256127|54.15850042|0.1768315369999999|-0.02929561|-28.69838714|0.0|-1.259711209|63.84353454|-16.54473457|44.86996758|2374.594252|1073.170368|-9.34366093|0.346852185|7.168742909|12.96444871|0.8084689140000001|5042.636398|25.33076615|0.023067788|439.9906467|13.02756406|1.0|1.0|1.0|1.0|3.18|21.0|-7.47|68.52|1.75|0.0|99.09|1.0|4.0|-3.57|26.0|5.0|-6.66|348.38|0.0|1.0|-3.9|0.0929|0.000125|2.49|0.0|0.0|1.17e-05|-0.05053|4.0167|2.41|3.7144|-1162.492089|-1162.462261|603.1|995.43|471.9|0.6779|0.2504|4.9162|-0.2026099999999999|0.02982752|-1162.342476|8.0|8.0
9h_a24|0.0|1|0|2.916716427|0.0|0|0|1.428198245|1.726213624|-0.203768024|-0.002864393|2|0.023854167|0.0|-0.209618231|2|0.012380829|0.144624936|2|0.687815726|0.78742035|0.183289617|-0.004960317|0.656172477|0|0.883775278|-0.060337884|0.018457687|-28.52000725|-32.48899638|8.724425117000001|167.2085719|0.1162247219999999|-0.026280957|-15.35662744|1.773520599|-0.8935525440000001|47.51520531|-12.42226332|37.24443236|2062.34011|768.1954692|-5.871651668999999|0.427628742|5.805547147|11.11300329|0.914204295|4170.098082|21.70315707|0.031789952|295.8603625|15.02620893|1.0|0.0|1.0|1.0|2.84|22.0|-6.05|72.28|1.07|0.0|82.17|1.0|3.0|-2.83|22.0|4.0|-6.85|288.31|0.0|1.0|-3.24|423.0|0.000575|1.7|0.0|0.0|0.000258|-0.0435399999999999|5.1739|1.16|4.3437|-945.2642633|-945.2337612|506.68|831.92|363.48|0.54606|0.0073|5.6654|-0.22593|0.0305020989999999|-945.200628|7.1135|7.1135
9i_a24|0.0|1|0|2.9199957480000003|0.0|0|0|1.4281889280000002|1.865102513|-0.113620183|-0.005148312|2|0.023854167|0.0|-0.087363979|2|0.005891639|-0.140841749|2|0.783500303|0.822658951|0.139004845|-0.0106944439999999|0.73094562|0|0.8260893640000001|-0.064657333|0.025118046|-30.56504777|-33.00219474|11.87389334|10.13249376|0.173910636|-0.024639839|-15.60091656|1.634015079|-0.837754515|51.05832236|-11.64783344|42.43894111|2061.729154|761.9885477000001|-5.506205845|0.500761711|5.946747117|11.18382556|0.8806627109999999|4155.922671|23.33121014|0.038195951|295.8603625|18.05612763|1.0|0.0|1.0|1.0|2.76|22.0|-6.05|72.28|0.67|0.0|82.17|1.0|3.0|-2.6|22.0|4.0|-7.01|288.31|0.0|0.0|-3.1|716.0|0.000791|1.48|0.0|0.0|0.000258|-0.0473899999999999|4.6212|1.13|4.1459|-945.286637|-945.2626532|501.48|825.7|363.15|0.58977|0.0029|7.1135|-0.21943|0.0239838|-945.222448|7.0555|7.0555
38_a18|0.0|0|0|0.0|0.0|2|2|1.251175383|0.0|0.059724697|-0.00575311|1|0.035478927|0.0|-0.020056674|0|0.001602741|-0.0993372269999999|0|0.745084567|0.719168079|-0.03302891|-0.007310849|0.7400818459999999|0|0.8310704529999999|-0.076974444|0.00838904|-61.25359673|-65.45657441|6.675707878|100.7046282|0.1689295469999999|-0.0322355079999999|-52.08807522|74.46052717|-2.385427574|71.15832778|-25.65190078|67.92930461|3162.36475|1855.157022|-20.41289434|0.119072105|10.98254153|20.5922319|0.874996952|7261.130718|29.11918324|0.007165119|1228.492038|5.701753365|1.0|0.0|1.0|1.0|4.53|18.0|-10.33|85.29|3.7|1.0|160.66|0.0|10.0|-6.98|38.0|3.0|-5.55|508.65|0.0|1.0|-6.11|5.36e-05|7.85e-07|5.43|0.0|1.0|2.38e-08|-0.0483699999999999|3.2241|8.95|3.2241|-1611.630281|-1611.60375|861.93|1515.64|734.93|0.69235|0.5147|1.9877|-0.18066|0.02653109|-1611.206669|7041.0|7041.0
12ac_a36|0.0|1|0|3.4419617660000004|0.0|2|2|1.297043188|0.0|-0.050997272|-0.007639626|2|0.042560386|0.0|-0.046730704|1|0.0018565629999999|0.060445359|1|0.8058720979999999|0.811459853|0.135371136|-0.020272679|0.770400825|0|0.779673368|-0.080202334|0.021508835|-55.68500110000001|-72.4798052|14.93372351|118.0445703|0.220326632|-0.036062573|-50.32319912|20.70356046|-1.98344149|86.51036063|-25.03847816|70.61872461|2902.588755|2455.459827|-17.38437788|0.268353853|8.126831024|14.63702516|0.801074136|6378.288017|34.22211444|0.020208014|716.9974499|14.03055543|1.0|0.0|1.0|0.0|4.86|17.0|-6.89|86.27|1.59|0.0|133.95|1.0|6.0|-3.81|32.0|5.0|-7.21|423.47|0.0|0.0|-3.95|0.0653|0.000112|2.36|0.0|0.0|5.4600000000000006e-05|-0.0527399999999999|3.8843|4.84|3.8594|-1385.606133|-1385.566143|711.77|1200.61|554.84|0.56186|0.0249|4.0208|-0.20949|0.03998989|-1385.382927|7.8861|7.8861
8j_a46|0.0|0|0|0.0|0.214753401|1|1|1.160371125|2.1279894180000003|-0.13040237|-0.0017688329999999|2|0.043903904|0.0|-0.174853546|1|0.0108603019999999|-0.204674804|2|0.645146311|0.789844634|-0.223292257|-0.074207717|0.6109926379999999|0|0.934648421|-0.054707287|0.008672342|-29.38737046|-37.04976799|4.658562801|7.723448142|0.065351579|-0.02566383|-19.90219786|64.83187221|-1.103544698|41.80044861|-13.78596018|34.04593326|2121.846387|1888.679875|-7.405468973|0.177887481|5.617748211|9.817783823|0.747636856|4759.107832|16.76894569|0.008843828|453.1959065|4.750680627|1.0|1.0|1.0|1.0|3.23|17.0|-7.26|43.6|2.62|1.0|96.94|1.0|2.0|-4.59|24.0|3.0|-5.55|338.83|0.0|1.0|-4.83|0.00878|1.47e-05|3.97|0.0|0.0|1.85e-05|-0.04068|4.9636|3.78|4.4107|-1414.53151|-1414.50743|576.48|978.4|493.89|0.50703|0.1427|5.2361|-0.22599|0.02408052|-1414.402087|5.9108|5.9108
46_a18|0.0|0|0|0.0|0.0|2|2|1.251088279|0.0|-0.001181461|-0.005378956|1|0.03531746|0.0|-0.0669031009999999|0|0.003512954|-0.069691797|0|0.7100921609999999|0.729629263|-0.015124585|-0.090469229|0.699483099|0|0.8265445990000001|-0.069742249|0.008975181|-49.54738918|-54.33831169|6.376289807000001|0.946462387|0.173455401|-0.029244604|-38.60388092|58.66827342|-1.988633091|63.70285871|-20.77641329|55.92367899|3052.94234|1848.661552|-14.76030741|0.217767252|8.980343774|16.47206875|0.8342358790000001|7150.333139|26.56039822|0.013181412|1056.535856|9.36454702|0.0|0.0|1.0|1.0|4.27|18.0|-8.82|76.5|3.33|1.0|151.14|1.0|7.0|-5.68|36.0|3.0|-6.14|480.6|0.0|0.0|-5.47|0.000999|3.35e-06|4.36|0.0|0.0|7.27e-07|-0.04995|3225.0|8.11|3225.0|-1532.992457|-1532.968527|765.33|1380.79|635.89|0.69181|0.4249|2656.0|-0.18219|0.0239301|-1532.562476|6.7305|6.7305
9o_a24|0.0|1|0|2.9340792330000003|0.0|1|1|1.294229152|0.0|-0.064667223|-0.007052095|3|0.028472222|0.0|-0.097596429|1|0.002019902|-0.145366976|2|0.738419215|0.785672769|-0.0062180169999999|-0.000453155|0.7086274779999999|0|0.770273808|-0.088586421|0.018492771|-51.29122728|-51.14964436|10.7072496|32.50178358|0.229726192|-0.032911684|-29.61546471|44.8382925|-1.678495905|66.24061038|-19.05574986|61.99847688|2892.333138|1906.512273|-11.03321234|0.331953623|6.080741586|11.83284872|0.945954873|6697.297449000001|28.52459128|0.026064002|663.2688909|15.09096602|1.0|1.0|1.0|1.0|3.96|23.0|-7.91|92.79|1.23|0.0|120.73|1.0|6.0|-4.49|32.0|5.0|-6.83|421.45|0.0|0.0|-4.4|0.0137|3.9500000000000005e-05|2.88|0.0|0.0|5.23e-06|-0.04527|5.8802|4.41|4.2643|-1388.147972|-1388.094657|611.03|1126.94|432.84|0.41688|0.0288|4.3816|-0.22353|0.0533144|-1387.945865|6.3507|6.3507
13a_a30|0.0|0|0|0.0|0.0|2|2|0.604984129|0.0|0.113424769|-0.011002918|2|0.042560386|0.0|0.0317047379999999|1|-0.002215642|-0.065043716|1|0.841060094|0.8303425640000001|0.019603815|-0.058608635|0.802578397|0|0.6963945559999999|-0.109682335|0.01856512|-74.02777574|-76.60916637|12.53013554|381.9643801|0.303605444|-0.042832838|-51.70573895|102.6479456|-2.27014041|88.22659517|-28.90911938|86.55791128|3002.811441|2520.165025|-19.5115996|0.2001375339999999|8.066980235|15.1104742|0.873126469|6675.344631|36.14261279|0.017212819|713.7769663|11.6174288|1.0|0.0|1.0|0.0|4.76|17.0|-6.19|124.74|2.06|0.0|135.37|1.0|6.0|-5.01|32.0|5.0|-7.05|441.51|0.0|0.0|-4.3|0.00427|5e-05|2.74|0.0|0.0|0.000288|-0.0555|5.0535|4.54|3.5288|-1744.491614|-1744.4457100000002|721.66|1211.54|541.59|0.26119|0.1603|0.7158|-0.20503|0.04590378|-1744.281248|7.8665|7.8665
19j_a38|0.0|1|0|3.235947106|0.0|2|2|1.29704352|0.0|-0.089207643|-0.007976154|2|0.04391253|0.0|0.003554228|1|-0.002443797|0.23209815|1|0.7163622890000001|0.846765471|-0.001131945|-0.060360554|0.6885713729999999|0|0.8071763829999999|-0.0844479869999999|0.0250587|-57.80349365|-73.92901683|17.15233756|131.29876370000002|0.192823617|-0.038119963|-50.60340201|29.18585028|-1.944118135|90.05233553|-26.09259418|74.95583121|2969.234865|3109.238056|-17.86002424|0.285630155|7.506210369|12.69084117|0.6907121629999999|6704.612831|36.5253298|0.023555355|640.025745|16.123318700000002|1.0|1.0|1.0|1.0|4.81|17.0|-6.92|105.02|1.76|0.0|130.41|1.0|5.0|-4.35|32.0|5.0|-7.13|426.45|0.0|0.0|-4.12|19.0|7.55e-05|2.5|0.0|0.0|5.14e-05|-0.06447|6.0361|3.23|3.6886|-1424.426858|-1424.390074|686.26|1163.3|533.97|0.30419|0.2625|10.8124|-0.21629|0.03678378|-1424.24494|8.1146|8.1146
19a_a22|0.0|0|0|0.0|0.0|0|0|1.422917238|1.572240489|-0.000989685|-0.009145283|2|0.0389622639999999|1.545757986|-0.011513343|1|-0.001355145|-0.03516233|2|0.72808001|0.777600172|-0.155892259|0.0271939039999999|0.699744887|1|0.744354735|-0.090145161|0.024839714|-67.26339083|-69.91748544|18.53458775|373.8201781|0.255645265|-0.035138299|-52.17015658|106.645364|-1.967744721|89.23486638|-26.21905704|85.79797858|3167.140147|2607.322873|-19.56380872|0.315293811|8.648671382|15.30120355|0.76919701|7095.27723|38.29242013|0.025888799|781.8210659|19.31738094|1.0|1.0|1.0|1.0|3.61|27.0|-8.76|128.68|0.98|0.0|132.15|1.0|7.0|-4.38|35.0|6.0|-7.67|463.49|0.0|0.0|-4.11|0.0193|7.69e-05|2.05|0.0|0.0|8e-07|-0.06398|5.0397|5.69|3.5809|-1537.071348|-1537.0241640000002|740.07|1277.14|567.03|0.34556|0.0623|4.5288|-0.21478|0.04718381|-1536.823574|7.3188|7.3188
LY364947_a10|0.0|1|0|2.949609552|0.0|0|0|1.390175303|0.0|-0.278922508|-0.00235945|2|0.0273958329999999|2.084955541|0.010202602|1|0.006909045|0.1625645369999999|2|0.706034038|0.711607778|-0.072740964|-0.012096774|0.681525895|1|0.8431045490000001|-0.076999385|0.009678082|-34.01613475|-33.26705198|4.275500834|144.7228349|0.156895451|-0.029665114|-14.69643595|0.0|-0.978948758|41.53157099|-13.10520229|38.29163558|1896.845282|839.5356408|-5.78950507|0.276515344|4.702575386|9.161732895|0.948237326|3903.496845|18.1140017|0.018707677|287.99188260000005|8.264519015|1.0|0.0|1.0|1.0|2.46|21.0|-7.2|54.46|1.74|0.0|82.56|1.0|2.0|-3.54|21.0|3.0|-6.02|272.3|0.0|1.0|-3.86|0.0789|0.000137|2.74|0.0|0.0|1.7199999999999998e-05||||||||||||||||7.2291|7.2291
13_a4|0.0|0|0|0.0|0.0|1|1|1.399843898|2.050136054|-0.210975191|-0.000990136|1|0.044357639|0.0|-0.14818661|1|0.012019888|-0.094404255|1|0.645708528|0.744134785|-0.215746851|-0.157188841|0.6490618429999999|0|0.970027005|-0.050017793|0.008746805|-24.48959182|-33.41617993|4.282589756|11.85953992|0.029972995|-0.0279998139999999|-16.36114989|54.71349575|-1.091992764|37.12083496|-13.70920202|28.77218157|1910.137758|1439.176684|-6.7122666220000005|0.137460473|5.663493161|9.917593683|0.751144285|3983.972795|15.89399858|0.007566425|373.9073307|3.704655033|1.0|0.0|1.0|0.0|3.39|17.0|-6.2|30.71|2.9|0.0|90.06|1.0|2.0|-4.09|22.0|2.0|-5.39|287.36|0.0|1.0|-4.42|0.0235|3.77e-05|3.75|0.0|0.0|0.00018|-0.03168|4.4811|3.87|4.1733|-898.3562912999998|-898.3381672|536.09|893.0|429.36|0.53815|0.1282|2471.0|-0.20372|0.018124154|-898.2503529999999|5.3979|5.3979
8a_a32|0.0|1|1|3.217128449|0.0|0|0|0.609420757|0.0|-0.0755556459999999|-0.010151321|0|0.04008547|2.059960334|-0.020716518|3|-0.001662219|-0.050766252|0|0.788133615|0.845443342|-0.184419911|-0.2166242669999999|0.7507116140000001|1|0.814553726|-0.083474428|0.018321589|-52.34893512|-68.61558335|11.48993376|73.64907732|0.185446274|-0.035678106|-43.03057598|66.81560596|-1.641192863|79.73671389|-22.37464674|63.83886888|2574.085885|3312.822051|-14.03170956|0.250915471|7.420041446|14.26997798|0.923166883|5659.295213|29.86932167|0.017733503|557.1050635|11.12113054|1.0|1.0|1.0|1.0|3.48|19.0|-7.65|140.04|1.37|0.0|110.69|1.0|7.0|-6.82|27.0|4.0|-5.76|397.52|1.0|1.0|-4.99|6.03e-05|1.02e-05|4.17|0.0|0.0|8.86e-06|-0.06166|3562.0|4.98|3562.0|-1880.767206|-1880.732222|667.29|1110.23|566.07|0.70316|0.4315|4.8933|-0.2061599999999999|0.03498398|-1880.595748|7.3468|7.3468
14t_a23|0.0|0|1|0.0|0.0|0|0|1.197962538|3.410065804|0.04919958|-0.005383494|2|0.045277778|0.758345646|-0.041339801|2|0.01180744|0.134446672|2|0.725800261|0.7629258809999999|0.113493155|-0.152771194|0.6906097959999999|1|0.920956836|-0.0553915009999999|0.017433037|-36.09926385|-51.65035498|11.36130649|36.6149406|0.079043164|-0.033286443|-33.66111722|42.20767549|-1.6643221380000002|61.0040156|-21.69314909|47.46057034|2878.4071670000003|2286.063655|-14.13766923|0.2000541589999999|7.55064865|14.13931199|0.872595673|6523.656379|27.11827225|0.014352462|666.0036144999999|9.353660614|0.0|1.0|1.0|1.0|3.52|26.0|-7.78|105.02|3.24|1.0|125.25|1.0|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|-5.25|0.000608|5.61e-06|3.94|0.0|0.0|7.03e-06|-0.06666|3.9855|3.79|3.2060000000000004|-1669.240512|-1669.21916|692.08|1184.43|534.86|0.5824199999999999|0.0003|5.8672|-0.22291|0.02135191|-1669.040656|8.3979|8.3979
3p_a32|0.0|1|1|3.456037415|0.0|1|1|0.609420752|0.0|0.007752757|-0.008735261|0|0.036666667|2.1365141480000003|-0.111150118|3|0.000920756|-0.092884784|0|0.737842269|0.8599558070000001|0.058054833|-0.120768771|0.6956696440000001|1|0.8195708759999999|-0.070907174|0.021264377|-41.73212799|-58.13283248|12.5150622|40.28175307|0.180429124|-0.029183126|-34.21384146|57.82331968|-1.28405753|73.07639870000001|-17.1756096|54.24719019|2650.4178850000003|3037.061498|-10.10863498|0.380032117|6.243062200000001|10.69458635|0.713035367|5960.446219|27.70403125|0.025390655|530.5658569|14.94356622|1.0|1.0|1.0|1.0|3.38|19.0|-6.79|131.25|1.1|0.0|112.37|1.0|4.0|-5.11|27.0|4.0|-6.8|395.5|0.0|1.0|-4.25|0.00308|5.629999999999999e-05|2.7|0.0|0.0|6.4e-05|-0.04963|3.6436|4.26|3.6436|-1879.554272|-1879.527843|626.32|1057.58|471.04|0.7017100000000001|0.3083|4.3094|-0.20018|0.02642856|-1879.406962|7585.0|7585.0
12r_a30|0.0|0|0|0.0|0.0|2|2|0.604984545|0.0|-0.015167821|-0.007553813|2|0.043383838|0.0|-0.0682882559999999|1|-0.001131023|-0.247439715|1|0.609043558|0.83236194|-0.007140234|-0.105767484|0.591758164|0|0.72072745|-0.090229387|0.019137908|-58.32042638|-71.0931422|12.36992712|90.4724548|0.27927255|-0.040404659|-45.9515743|0.0|-1.979828309|82.06195604|-26.11584816|70.6903535|2976.944611|2433.580273|-16.88017015|0.209934663|7.467190577999999|13.94386247|0.867350555|6735.090739|33.05530181|0.016970201|616.2856203|10.96881384|1.0|1.0|1.0|0.0|4.66|17.0|-7.16|81.65|3.58|0.0|127.19|1.0|5.0|-5.49|31.0|6.0|-6.06|434.46|0.0|0.0|-5.17|0.00141|6.71e-06|4.07|0.0|0.0|3e-05|-0.05244|5067.0|4.32|3.5111|-1774.236548|-1774.2026670000002|679.64|1141.54|516.03|0.32409|0.1522|5.2021|-0.20138|0.03388131|-1774.070699|7.5317|7.5317
16_a15|-3.726252327|0|0|0.0|0.0|0|0|0.300207157|0.0|0.072882981|-0.008593957|2|0.035555556|0.0|-0.109386268|0|-0.00379317|-0.006331105|2|0.787100127|0.729432583|0.080837546|-0.018331526|0.72660548|0|0.723597405|-0.08870471|0.0070920509999999|-60.63825695|-69.38556779999999|4.848103252|53.93878231|0.276402595|-0.039472502|-47.4317527|17.68542055|-2.131515106|76.07332645|-26.98327637|65.48636021|3173.773379|3014.308422|-18.44568161|0.131539493|6.798937229|11.720499900000002|0.7238723509999999|6931.531554000001|31.07023998|0.009783192|728.353441|6.687758643|1.0|1.0|0.0|1.0|3.59|24.0|-9.21|115.58|1.72|0.0|124.45|1.0|6.0|-6.0|32.0|6.0|-6.27|446.52|1.0|1.0|-5.21|0.000442|6.14e-06|3.88|0.0|0.0|2.72e-07|-0.04082|4.1731|8.26|4.1295|-1770.509465|-1770.448668|716.79|1229.58|600.98|0.6541100000000001|0.1409|8.0361|-0.20953|0.06079704|-1770.281427|7.6778|7.6778
1b_a5|0.0|1|0|2.881451247|0.0|0|0|1.4258024619999998|0.0|-0.250420203|-0.00279809|2|0.0248765429999999|0.0|0.001241264|1|0.003708988|-0.220946861|2|0.567806811|0.759794937|0.122747292|-0.054153474|0.558485747|0|0.808828623|-0.07823203|0.010803163|-39.38248661|-38.87394276|5.438378717999999|168.30518769999998|0.191171377|-0.031306145|-19.56938257|0.769931305|-1.158327367|48.55415504|-15.75970652|44.82086533|2171.716467|919.9167129|-7.933533473|0.267518749|6.11909445|11.64312636|0.90275317|4577.125071|21.51550842|0.019229427|357.34245360000006|9.680212283|1.0|0.0|1.0|1.0|2.75|23.0|-8.3|54.46|2.29|0.0|90.44|1.0|3.0|-3.97|24.0|4.0|-5.99|316.33|0.0|1.0|-4.3|0.0336|4.970000000000001e-05|3.16|0.0|0.0|1.58e-06|-0.04135|4789.0|3.1|4.6481|-1050.538976|-1050.506509|536.59|892.61|388.58|0.5153800000000001|87.0|2891.0|-0.23055|0.03246637|-1050.462425|7.2291|7.2291
14u_a23|0.0|0|1|0.0|0.0|0|0|1.197962732|3.357982471|-0.066969083|-0.007017844|2|0.043321995|0.743634137|-0.026062012|2|0.010508236|0.091604179|2|0.756252127|0.787538583|-0.001778422|-0.094773814|0.71381683|1|0.909754912|-0.055259924|0.0254134689999999|-36.90928915|-57.75236052|16.97420126|43.06242147|0.090245088|-0.033908155|-38.57404134|50.47632596|-1.729315897|73.50348823|-22.64798452|53.88349042|3015.478095|2430.634114|-15.12707504|0.297131017|7.392527755|14.12094979|0.910165272|6913.009783|32.2221994|0.023582305|683.7405759|15.75112771|0.0|1.0|1.0|1.0|3.59|26.0|-7.51|114.25|2.72|1.0|126.78|1.0|6.0|-5.63|32.0|5.0|-6.47|441.51|0.0|0.0|-5.02|0.0010199999999999|9.57e-06|3.55|0.0|0.0|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|3.1819|-1744.446261|-1744.422541|712.54|1214.4|549.0|0.4523|0.0008|5.9743|-0.21613|0.0237199999999999|-1744.2405670000005|8.2449|8.2449
9_a1|0.0|1|0|3.358585365|0.0|0|0|1.432397289|0.0|0.020428974|-0.00614716|1|0.037578348|0.0|-0.079063236|1|-0.0018191779999999|-0.232860777|1|0.582499378|0.737794643|-0.053460262|0.02778394|0.572272366|0|0.755276458|-0.080888063|0.011266799|-46.63553015|-49.42275468|6.495805626|63.73880199|0.244723542|-0.031896718|-28.49439431|0.0|-1.371558857|57.60218193|-18.38986221|53.13133578|2387.143654|1739.0376789999998|-10.60256533|0.2183102569999999|7.61577077|13.91191974|0.826725116|5063.330971|23.52578164|0.014186995|472.9447227|8.17942725|1.0|1.0|1.0|1.0|2.78|23.0|-8.98|58.64|2.74|0.0|102.84|1.0|4.0|-4.68|27.0|4.0|-5.81|357.38|0.0|1.0|-4.79|0.00739|1.62e-05|3.76|0.0|0.0|3.7100000000000003e-07|-0.07602|3343.0|5.6|3343.0|-1187.226314|-1187.193365|600.6|1007.04|487.19|0.70296|0.5409|4.1623|-0.21015|0.03294951|-1187.065335|5.2218|5.2218
