molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|JGI4|SaaaC|MATS8i|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
1d_a5|0.0|1|0|2.79978458|-4.455320158|0|0|1.217311475|0.0|-0.133500214|-0.006252818|2|0.030074074|0.0|-0.2261588939999999|1|-0.000700145|-0.389011185|2|0.525406088|0.7595197290000001|-0.058872605|-0.015804188|0.513260607|0|0.8965037640000001|-0.088396743|0.007937625|-47.76176205|-46.58221594|4.288788702|204.4506579|0.1034962359999999|-0.036640804|-25.16889922|0.0|-1.465632167|56.83734591|-19.79744178|52.05055075|2481.822293|1172.890724|-10.69678217|0.229495885|6.116537519|11.5640749|0.89062437|5717.438103|25.69414151|0.018980039|403.396385|10.25512997|1.0|0.0|1.0|1.0|2.92|23.0|-8.88|54.46|2.73|0.0|95.49|1.0|4.0|-4.79|27.0|6.0|-5.73|366.34|1.0|1.0|-4.97|0.00589|1.0800000000000002e-05|3.95|0.0|0.0|4.86e-07|-0.04528|4.8725|3.58|4.6112|-1288.340378|-1288.306458|567.04|951.63|414.59|0.41781|0.0982|3.7798|-0.23519|0.03392008|-1288.253849|5.03|5.03
6_a1|0.0|0|0|0.0|0.0|1|1|1.3488280769999998|2.325221088|-0.092471477|-0.005477033|1|0.039635417|0.0|-0.00983397|1|0.006851583|-0.180874123|1|0.781885145|0.798346291|0.13761072|-0.095907969|0.741035199|0|0.8782596159999999|-0.057199415|0.021009352|-27.63847818|-37.41011914|10.15161645|64.63457366|0.121740384|-0.0238222729999999|-18.076387|95.13138767|-0.929068634|49.61122373|-11.51080589|37.79009463|1956.144556|1383.161829|-5.56196523|0.423240564|5.555887839|9.609375529|0.7295841470000001|4061.042516|19.95772445|0.025250885|359.9965854|12.20110458|1.0|0.0|1.0|1.0|2.94|17.0|-6.02|39.94|1.75|0.0|86.31|1.0|3.0|-3.12|22.0|3.0|-6.21|291.35|0.0|1.0|-3.68|221.0|0.00021|2.63|0.0|0.0|0.000277|-0.02214|4.0635|2.81|4.0635|-935.5024827|-935.4750982|527.41|875.29|405.23|0.69818|0.3399|5.8386|-0.1899799999999999|0.027384499|-935.378591|5.2924|5.2924
9_a3|0.0|0|0|0.0|0.0|0|0|0.605017128|0.0|0.187952252|-0.007847313|1|0.034166667|2.4071976040000003|0.065373003|1|-0.003863265|-0.216450234|1|0.923357627|0.6729843740000001|-0.260349706|0.042154567|0.865283439|0|0.84649775|-0.095161413|0.007377805|-44.74600478|-39.28853824|3.469130065|223.4501605|0.15350225|-0.038196575|-18.47392835|72.50764604|-1.336880133|43.50933802|-17.96047462|48.21513485|2017.0704920000005|1383.145159|-8.445224386|0.1131403219999999|5.004834198999999|8.532203772|0.704792493|4430.929894|20.25176593|0.008976383|349.6957191|4.220799781|1.0|1.0|1.0|1.0|3.1|21.0|-7.26|80.04|2.42|0.0|92.69|1.0|2.0|-5.53|22.0|2.0|-5.21|303.38|0.0|1.0|-4.9|0.000899|1.25e-05|4.14|0.0|0.0|1.67e-05|-0.03999|5.8185|3.28|3.7356|-1256.087705|-1256.0634710000002|512.44|857.36|350.27|0.3639699999999999|0.1127|2.0863|-0.19833|0.0242342|-1256.002529|4.96|4.96
17a_a6|0.0|1|0|3.3685510360000004|0.0|1|1|1.424257628|0.0|0.101940358|-0.012704951|1|0.041767677|0.0|0.078798543|1|-0.00194781|0.068338372|1|0.850080948|0.7722228729999999|0.08716369|-0.106323149|0.8013954109999999|0|0.753082653|-0.096082495|0.031147305|-63.02857512|-71.75703418|20.43213226|157.13173490000003|0.2469173469999999|-0.041567592|-47.07146289|554.1936506|-2.078379577|84.75077935|-27.26767299|83.46070738|2816.084228|2217.333474|-17.887155899999996|0.22806502|8.337470517|16.13665395|0.935437602|5996.580489|35.323795000000004|0.019808023|627.4287311|12.99374518|1.0|1.0|1.0|1.0|3.52|23.0|-9.01|95.85|1.7|0.0|116.79|1.0|5.0|-5.81|31.0|5.0|-5.89|409.44|0.0|1.0|-5.17|0.000637|6.69e-06|4.09|0.0|0.0|4e-07|-0.05753|3.5421|4.04|2.9753|-1350.102634|-1350.078838|696.96|1167.16|574.02|0.69627|0.0101|4.1627|-0.18178|0.02379552|-1349.892285|7.6198|7.6198
13j_a6|0.0|1|0|3.409065702|0.0|1|1|1.430640326|0.0|0.0353600779999999|-0.015004989|1|0.041728395|0.0|-0.0951246069999999|1|-0.007703306|0.121750719|1|0.8744720490000001|0.783333463|-0.063948098|-0.079161042|0.830577798|0|0.6229641429999999|-0.120219472|0.03111288|-80.33128667|-86.54032868|20.78979124|180.6709018|0.377035857|-0.046428683|-57.82670518|114.6910805|-2.460720196|99.85109065|-31.02389141|101.1210779|2907.3053210000003|2634.320708|-20.73032827|0.215833159|8.741405506|15.43329684|0.765539515|6276.316063|39.56287079|0.0199201689999999|673.8038326000001|13.31076198|1.0|1.0|1.0|1.0|3.56|23.0|-8.5|115.15|1.18|0.0|120.17|1.0|6.0|-5.03|32.0|5.0|-6.81|427.46|0.0|1.0|-4.48|0.00398|3.28e-05|2.95|0.0|0.0|1.36e-06|-0.0488899999999999|3.6504|4.94|3.5599|-1426.5532050000002|-1426.520775|712.52|1196.6|555.0|0.69993|0.0259|8.3187|-0.19491|0.03242949|-1426.335207|6.5817|6.5817
8e_a8|0.0|1|0|3.01599663|0.0|0|0|1.394799502|1.311619189|-0.018155171|-0.010579355|0|0.0427891159999999|0.0|-0.102167262|1|-0.004224671|-0.0015448089999999|0|0.650073857|0.7233950809999999|0.02023118|-0.079493088|0.636205913|0|0.661490276|-0.115572516|0.0211004739999999|-70.49962428|-64.32539698|12.87136047|106.0087621|0.338509724|-0.04393787|-39.238709|76.40535608|-2.109017754|75.57562034|-26.80224874|83.37098475|2692.975753|2080.07805|-16.34946208|0.196692764|7.50719734|14.52755918|0.935150832|6095.6213210000005|33.36487904|0.0184428869999999|561.882658|11.25022336|0.0|1.0|0.0|0.0|3.2|23.0|-7.78|90.11|3.4|0.0|111.81|1.0|5.0|-5.27|30.0|4.0|-6.14|403.41|0.0|0.0|-4.9|0.00215|1.25e-05|3.69|0.0|0.0|6.63e-06|-0.06253|4.6303|7.22|3.2737|-1376.957298|-1376.924308|639.38|1090.07|526.86|0.50055|0.1671|6.1505|-0.19972|0.03298991|-1376.766245|4.7014|4.7014
12ay_a36|0.0|1|0|3.50559949|0.0|2|2|1.2970434|0.0|-0.05976542|-0.006733838|2|0.043383838|0.0|0.012286423|1|0.0045625|0.1689021819999999|1|0.902377067|0.78699829|-0.109624825|-0.111814717|0.857993338|0|0.829406408|-0.074251203|0.018016934|-48.12939044|-64.13591431|11.67851857|126.7858133|0.170593592|-0.035337546|-41.57269314|8.677627506|-1.978902589|74.29343346|-22.90568368|59.80790901|2766.899844|3238.138932|-14.84739041|0.221835195|6.466730436000001|11.82248632|0.828201506|6204.216872999999|29.43551742|0.015670425|729.1873176|10.15751916|1.0|0.0|1.0|0.0|4.96|17.0|-7.34|69.2|2.45|0.0|133.68|1.0|5.0|-4.54|31.0|4.0|-6.38|409.49|0.0|1.0|-4.6|0.0117|2.5e-05|3.41|0.0|0.0|1.86e-05|-0.0526|3.9348|3.79|3.6561|-1311.576473|-1311.547668|674.33|1184.45|532.22|0.6727|0.1464|6.2579|-0.2031599999999999|0.02880431|-1311.343228|7.7447|7.7447
14a_a22|0.0|0|0|0.0|0.0|0|0|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|2|0.038167849|1.614660505|-0.057308195|1|0.005757758|0.036467904|2|0.6819423609999999|0.7392451729999999|-0.09744639|-0.027029438|0.655865336|1|0.864077619|-0.062215607|0.021268761|-42.39063895|-55.51601021|14.49148204|93.21042936|0.135922381|-0.031338217|-37.82586486|60.38977977|-1.629587269|70.33046351|-21.35231162|56.88212098|2885.858295|2169.870866|-14.54840956|0.299209593|8.052850876|14.55117701|0.8069597009999999|6348.976909|30.46889826|0.021742777|684.5377542|14.81445329|1.0|1.0|1.0|1.0|3.42|27.0|-9.21|85.59|1.73|0.0|124.05|1.0|6.0|-4.65|32.0|5.0|-6.61|420.47|0.0|1.0|-4.68|0.00945|2.1e-05|3.18|0.0|0.0|2.56e-07|-0.06145|5.0653|4.98|3.5707|-1368.35698|-1368.321586|695.62|1191.81|534.87|0.45928|0.0578|4.9775|-0.21174|0.03539365|-1368.13858|7.4202|7.4202
24_a20|0.0|0|0|0.0|0.0|0|0|1.40648755|1.959359883|-0.217098257|-0.001547029|2|0.03625|2.041494094|-0.060940703|1|0.008780074|0.1468474119999999|2|0.616352201|0.74131936|0.070857143|-0.07179846|0.607038752|1|0.952027295|-0.061437722|0.012814211|-38.76683848|-42.82548904|8.085691548|12.83518119|0.047972705|-0.02714795|-27.02262995|406.1522673|-1.357397496|51.30386873|-17.13019562|46.85253003|2736.601949|1961.887639|-10.80905198|0.228967757|6.852820269|12.63879297|0.844319927|6109.1040920000005|22.21722343|0.013436544|664.4562602999999|8.478379683|1.0|1.0|1.0|1.0|3.4|27.0|-9.32|80.28|1.86|0.0|119.42|1.0|4.0|-4.89|31.0|5.0|-6.26|402.45|0.0|1.0|-4.93|0.00519|1.17e-05|3.52|0.0|0.0|1.94e-07|-0.06748|5.3396|3.74|3.5876|-1291.896802|-1291.867578|685.66|1169.35|551.25|0.46668|0.0108|3.6107|-0.22435|0.02922392|-1291.706729|6.4976|6.4976
15d_a10|0.0|0|0|0.0|0.0|2|2|1.343850133|2.147544195|-0.233802395|-0.002831383|3|0.031742919|2.04092658|-0.140487312|1|0.011249462|-0.092884337|2|0.74726683|0.745184875|0.02497303|0.0131101969999999|0.71456262|1|0.87609771|-0.057588609|0.02281891|-38.80896881|-47.58559595|15.37766538|67.59624856|0.12390229|-0.018829931|-32.06793721|141.0919598|-1.129795872|66.95020436|-12.68949225|54.18663419|2967.522813|2036.192049|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|6511.656447|26.89020509|0.028735133|825.4425942|19.36460841|0.0|1.0|1.0|1.0|3.71|21.0|-7.82|65.3|1.54|0.0|131.43|1.0|6.0|-3.78|33.0|6.0|-7.04|441.52|0.0|0.0|-4.38|0.0739|4.1200000000000005e-05|2.75|0.0|0.0|6.62e-06|-0.05002|5.6004|2.05|3.8591|-1430.8144619999998|-1431.051425|737.09|1266.87|565.91|0.3685|0.0856|3.3831|-0.20918|-0.23696253|-1430.795367|7.1612|7.1612
13a_a6|0.0|1|0|3.417162147|0.0|1|1|1.430639975|0.0|-0.042110772|-0.01115741|1|0.041767677|0.0|0.0015242189999999|1|-0.00194781|0.05269025|1|0.850080948|0.7722228729999999|0.090839165|-0.091892803|0.8013954109999999|0|0.77450544|-0.094081761|0.031866842|-61.52313164|-74.18628740000001|20.83876732|154.9639272|0.22549456|-0.040840697|-48.51283287|554.4922449|-2.042034827|87.37044493|-26.70706346|82.36189896|2820.31296|2626.396685|-17.46461983|0.240087608|8.038453162|15.08351934|0.8764206290000001|6019.922535|35.14492428|0.02016134|627.4287311|13.18415753|1.0|1.0|1.0|1.0|3.53|23.0|-9.01|95.85|1.29|0.0|116.79|1.0|5.0|-5.51|31.0|5.0|-6.1|409.44|0.0|1.0|-4.99|0.0012699999999999|1.02e-05|3.8|0.0|0.0|4e-07|-0.05018|5.9934|4.04|3651.0|-1350.085889|-1350.057702|695.29|1166.79|571.9|0.4816|0.2697|7.7145|-0.19987|0.02818646|-1349.895534|7.3372|7.3372
12z_a36|0.0|1|0|3.435113772|0.0|2|2|1.297044126|0.0|-0.065211069|-0.007671785|2|0.041767677|0.0|-0.010881947|1|0.001194592|0.066366917|1|0.8707354620000001|0.826316772|0.103551178|-0.0533649729999999|0.8212311840000001|0|0.834790405|-0.081592361|0.023371488|-54.11489962|-68.09761735|15.50078625|114.3931487|0.165209595|-0.036238222|-45.16471514|15.59091678|-1.848149347|83.07227002|-24.03445318|69.61568586|2841.692299|2451.657399|-15.940487699999998|0.287317638|8.016303367999999|14.78435842|0.844286292|6146.834385|33.72393432|0.0225782039999999|642.3830552000001|14.97465267|1.0|0.0|1.0|0.0|4.76|17.0|-6.66|92.99|1.38|0.0|128.47|1.0|5.0|-3.99|31.0|5.0|-7.08|406.44|0.0|0.0|-3.95|0.0412|0.000113|2.4|0.0|0.0|8.97e-05|-0.05642|3.8969|2.98|3.8969|-1325.195958|-1325.157504|686.33|1153.7|539.36|0.69397|0.4423|4814.0|-0.2139199999999999|0.03845474|-1325.010808|8301.0|8301.0
47c_a18|0.0|0|0|0.0|0.0|1|1|1.251176227|0.0|0.02368001|-0.007068829|0|0.032688172|0.0|-0.058748345|0|0.002674691|0.071793992|0|0.784328127|0.758269842|-0.027873485|0.050944273|0.7601847759999999|0|0.8128616409999999|-0.0715759629999999|0.015864085|-57.54296759|-75.57063623|12.75381432|67.68084951|0.1871383589999999|-0.0321917939999999|-60.75445536|103.416376|-2.350000928|88.76073429|-25.88035487|70.29678191|3228.879782|2027.892739|-20.80632033|0.251001849|9.566965871|18.73268473|0.958059115|7527.530240999999|34.55329606|0.016406766|1167.054827|13.19009806|1.0|0.0|1.0|1.0|4.61|18.0|-9.18|97.76|2.41|2.0|154.77|1.0|12.0|-5.73|38.0|4.0|-6.61|513.63|0.0|0.0|-5.09|0.000947|8.12e-06|3.98|1.0|1.0|3.42e-07|-0.0449|3.1096|7.72|3.1096|-1664.753129|-1664.721977|850.89|1505.09|790.07|0.6983199999999999|0.5869|3.3075|-0.17331|0.03115159|-1664.277127|8.5229|8.5229
9c_a31|0.0|1|0|3.410619646|0.0|1|1|0.610135804|0.0|0.031715924|-0.013082561|0|0.03482906|0.0|-0.1047269419999999|2|-0.000813398|-0.062065125|0|0.8083148840000001|0.842823186|-0.000533581|-0.108617754|0.770283733|0|0.6746901059999999|-0.103325018|0.030296721|-65.84728287|-81.63444414|19.30758668|153.5739377|0.325309894|-0.035867334|-52.02424796|552.8237349999999|-1.7933667130000002|97.22026028|-22.85764436|85.15486955|2592.448925|2242.189942|-14.56678943|0.329283294|8.188627935|15.04941978|0.837843885|5658.985169|34.07943198|0.024456662|583.9691392000001|15.58581614|1.0|1.0|1.0|1.0|3.66|16.0|-7.24|117.37|1.08|0.0|108.16|1.0|8.0|-5.23|28.0|5.0|-6.53|398.48|0.0|1.0|-4.16|0.00233|6.94e-05|3.1|0.0|0.0|2.31e-05|-0.03249|3849.0|4.94|3849.0|-1618.157698|-1618.115927|691.3|1147.93|588.58|0.7007399999999999|0.2554|1.3617|-0.19224|0.04177078|-1617.9568470000002|6.3768|6.3768
12a_a32|0.0|1|1|3.442930603|0.0|0|0|0.609420757|0.0|0.087371302|-0.009460484|0|0.036711712|2.136609567|-0.031249617|3|-0.001662219|-0.024155151|0|0.788133615|0.845443342|-0.018578911|-0.125149165|0.7507116140000001|1|0.788702323|-0.085324121|0.016535497|-53.20970382|-68.06885478|10.31184223|111.9735444|0.211297677|-0.0308471429999999|-42.44899997|62.28768050000001|-1.4189685719999998|81.41372467|-19.23685026|63.52154605|2572.916338|3030.946307|-11.99645651|0.332293625|7.083688576|13.03685125|0.840404348|5656.0082|28.81034388|0.021399091|557.1050635|13.34486989|1.0|1.0|1.0|1.0|3.45|19.0|-7.65|140.04|1.1|0.0|110.47|1.0|7.0|-6.01|27.0|4.0|-6.32|397.52|1.0|1.0|-4.5|0.000389|3.17e-05|3.39|0.0|0.0|8.86e-06|-0.05222|3576.0|4.63|3576.0|-1880.771042|-1880.734215|667.68|1114.3|548.66|0.7025600000000001|0.2908|3.0517|-0.20049|0.03682626|-1880.600043|7.6021|7.6021
18_a20|0.0|1|0|3.463603867|0.0|0|0|1.400923654|0.0|0.1160337319999999|-0.008841844|2|0.0396875|1.983673343|-0.011236836|1|-0.004071701|0.268927191|2|0.809917509|0.7602869659999999|-0.107446431|-0.090732503|0.778639593|1|0.76136176|-0.0927760219999999|0.0108136339999999|-61.73239771|-63.36348363|7.195302872999999|318.5587088|0.23863824|-0.035934845|-42.1615378|82.70867776|-1.904546783|72.31812218|-23.91074854|68.92770059|2809.844943|1822.210286|-15.91001426|0.1890889589999999|8.011174137000001|15.51556677|0.936740671|6206.896662|29.4862782|0.013457694|712.1606951|8.954638548|1.0|1.0|1.0|1.0|3.48|27.0|-10.0|97.55|2.06|0.0|125.07|0.0|5.0|-5.59|32.0|4.0|-6.13|419.48|0.0|1.0|-5.16|0.00107|6.91e-06|3.85|0.0|0.0|4.17e-08|-0.05604|5.9778|5.35|3.5355|-1352.364724|-1352.32685|703.24|1204.88|531.11|0.31154|0.2011|5.3978|-0.20289|0.03787435|-1352.135304|7.4685|7.4685
9d_a40|0.0|0|0|0.0|0.0|0|0|0.604992329|1.839557351|0.007834411|-0.003961493|0|0.045555556|0.89023715|0.15723868|2|0.010101686|0.259969752|0|0.601831605|0.7572844040000001|-0.3969541689999999|-0.223631751|0.55759121|1|0.941627612|-0.060319196|0.010749826|-31.08478865|-36.92750973|5.539796446|108.1468558|0.058372388|-0.031613312|-19.03015798|50.47044708|-1.074852592|41.42218692|-16.29154841|36.6245851|2109.570685|336.6614768|-8.395657932|0.133579429|8.023385851|15.06105494|0.87714454|4401.742338|18.80327978|0.0087217999999999|346.9019309|4.49467719|1.0|1.0|0.0|0.0|3.25|20.0|-7.0|58.43|4.07|0.0|91.71|1.0|2.0|-6.13|22.0|2.0|-4.62|325.82|0.0|1.0|-5.65|0.0002399999999999|2.23e-06|5.16|0.0|0.0|3.3e-05|-0.06906|4.6073|4.7|3.3464|-1677.551678|-1677.540538|542.19|892.69|446.84|0.4557199999999999|0.4025|6.2032|-0.20781|0.01113991|-1677.48058|6.9706|6.9706
4e_a49|0.0|0|0|0.0|0.0|1|1|1.343847746|2.085628989|-0.076526919|-0.006602016|2|0.036555556|1.713107022|-0.053787795|1|0.000660956|-0.130491035|2|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.731643066|1|0.757062331|-0.09422276|0.017142176|-57.79309816|-53.89448633|10.51443916|313.22432680000003|0.242937669|-0.029288891|-33.05708028|60.11195021|-1.493733437|68.38360061|-17.96482878|68.30753733|2675.626006|1647.641653|-11.01902676|0.349671525|7.934910277|15.01788083|0.892633982|5950.361470000001|27.6242383|0.023622273|620.5697596|14.48911428|0.0|1.0|1.0|1.0|3.35|21.0|-7.36|92.93|1.25|0.0|114.08|1.0|6.0|-3.28|30.0|5.0|-7.52|399.45|0.0|1.0|-3.52|211.0|0.000305|1.71|0.0|0.0|1.74e-05|-0.06461|5.7301|3.34|3.7876|-1313.199448|-1313.158118|660.22|1128.64|504.63|0.4078199999999999|0.0789|3.9718|-0.2231199999999999|0.04133034|-1312.98289|7.4685|7.4685
30_a47|0.0|0|1|0.0|0.0|0|0|1.304327883|1.435022468|-0.069449687|-0.0092264759999999|2|0.038387534|1.192095911|-0.008774855|1|-0.008325552|0.029343834|2|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.074217097|0.651797437|1|0.67896733|-0.108232368|0.022747897|-64.94243028|-64.38108459|13.64937081|350.5257774|0.32103267|-0.0383202979999999|-38.63044093|76.90733636|-1.609452527|81.25550675|-22.9932445|78.59180109|2626.927627|1558.731067|-13.79658605|0.320552431|6.886726437999999|12.94704346|0.879999675|5852.817155|33.84108731|0.028122734|457.1122177|16.87442216|1.0|1.0|1.0|1.0|3.03|21.0|-7.24|98.72|1.78|0.0|104.25|1.0|5.0|-4.22|28.0|5.0|-6.95|396.81|0.0|1.0|-4.1|24.0|7.94e-05|2.5|0.0|0.0|2.28e-05|-0.0564299999999999|3.7159|3.89|3.7159|-1696.12008|-1696.078047|615.85|1032.35|478.04|0.6944899999999999|0.3566|2.7493|-0.20813|0.0420327|-1695.9887|7.9|7.9
3d_a32|0.0|1|1|3.503398526|0.0|0|0|0.609420786|0.0|0.0181036519999999|-0.006420365|0|0.041161616|2.230648962|-0.113314811|3|0.002004382|-0.1131110759999999|0|0.8315372|0.8444218509999999|-0.069007775|-0.100251236|0.77923808|1|0.892845502|-0.06869526|0.014419776|-37.19367587|-50.45435743|7.807299836|62.43434632|0.107154498|-0.02867299|-27.31750365|0.0|-1.118246623|59.15151032|-15.52441767|45.000975700000005|2213.978384|1855.167124|-8.405385739|0.2794597139999999|6.15119195|10.75032687|0.747681906|4752.534658|21.54552351|0.0160633|421.3548777|8.697152881000001|1.0|1.0|1.0|1.0|3.34|19.0|-7.29|110.94|1.94|0.0|97.86|1.0|4.0|-6.55|23.0|3.0|-5.18|340.47|0.0|1.0|-5.13|9.58e-05|7.36e-06|4.5|0.0|0.0|1.75e-05|-0.05482|3.5105|3.42|3.5105|-1672.758552|-1672.733979|569.29|959.11|465.41|0.7035100000000001|0.5031|3.2094|-0.19671|0.02457348|-1672.638515|8.0915|8.0915
5_a47|0.0|0|0|0.0|0.0|0|0|1.304329328|0.0|0.019688132|-0.009295857|2|0.037492877|1.284688504|-0.002627182|0|-0.011237954|0.0083528919999999|2|0.7063295709999999|0.795032176|0.065981732|0.0743193|0.675164258|1|0.807957755|-0.087763105|0.009936558|-46.33853208|-52.90420509|5.246458665|104.9032216|0.192042245|-0.038537768|-27.93318665|0.0|-1.502972943|62.14504725|-20.34777119|51.58499074|2368.870941|1349.003107|-10.74353333|0.218428796|5.861037845|11.13432113|0.8997183470000001|5501.708422|26.03444329|0.017501741|416.1194472|9.240842159|1.0|0.0|1.0|1.0|2.67|22.0|-8.68|58.04|3.26|0.0|101.51|1.0|3.0|-5.65|26.0|4.0|-5.19|365.79|1.0|1.0|-5.5|0.000824|3.18e-06|4.7|0.0|0.0|7.590000000000001e-07|-0.05535|3.7083|4.37|3.7083|-1569.369195|-1569.333281|561.61|951.68|401.16|0.69291|0.2108|2.9121|-0.20954|0.03591467|-1569.258939|7.7|7.7
12j_a30|0.0|0|0|0.0|0.0|2|2|0.604984421|0.0|0.04148877|-0.006336585|2|0.043848238|0.0|0.0074730759999999|1|0.005965451|-0.0431311459999999|1|0.8414737059999999|0.795446883|0.0060012969999999|-0.130412856|0.7991060659999999|0|0.842199041|-0.073909106|0.015613498|-47.76354083|-60.832977500000005|10.09017681|88.51817261|0.157800959|-0.036204884|-39.31313154|0.0|-1.882653966|69.55167701|-23.39729904|57.85371764|2784.7999170000003|2258.891981|-15.12043521|0.1865388989999999|8.067697897|15.41574553|0.91079856|6105.3402670000005|28.76265258|0.01349128|686.039456|8.71869951|1.0|1.0|1.0|0.0|4.76|17.0|-7.01|81.65|3.04|0.0|132.24|1.0|5.0|-5.66|30.0|4.0|-5.81|412.51|0.0|1.0|-5.15|0.0009119999999999|7.05e-06|4.23|0.0|0.0|4.02e-05|-0.05106|5.1971|4.14|3.4788|-1615.096172|-1615.064152|695.8|1175.75|549.64|0.3087|0.1516|4.6727|-0.1987799999999999|0.03201935|-1614.894278|8058.0|8058.0
8a_a31|0.0|1|0|3.28085223|0.0|1|1|0.610138387|0.0|-0.039027368|-0.015034136|0|0.043817204|0.0|-0.135144546|2|-0.009293513|-0.258538098|0|0.938325481|0.837862749|0.0502030679999999|-0.030149254|0.883113019|0|0.594139864|-0.122293189|0.0375544779999999|-60.46233433|-67.46619355|18.56711239|131.2406629|0.405860136|-0.0416959379999999|-33.35560699|465.4559302|-1.501053781|82.32407724|-20.61467025|79.02944672|2128.209198|1443.955093|-10.19199103|0.333562641|5.83708559|10.63792161|0.822471411|4538.505909|30.93264504|0.030052065|324.7430642|14.85788369|0.0|0.0|1.0|1.0|3.34|16.0|-5.33|114.29|0.36|0.0|83.83|2.0|3.0|-3.57|22.0|5.0|-7.11|314.36|0.0|1.0|-3.11|0.0846|0.000773|1.56|0.0|0.0|0.00145|-0.02993|3.8097|1.53|3.8097|-1347.541429|-1347.507102|538.75|872.11|396.15|0.7027100000000001|0.2604|3.7141|-0.18869|0.03432763|-1347.446223|6.1024|6.1024
14k_a23|0.0|0|1|0.0|0.0|0|0|1.1979621459999998|3.358995671|0.070940371|-0.005866159|2|0.046283951|0.74561778|-0.055500851|2|0.009263715|0.082632648|2|0.722187957|0.800643488|0.140087361|-0.091426449|0.659570836|1|0.922397728|-0.0562483359999999|0.018829201|-37.43135588|-53.17069631|12.53019305|38.76597615|0.077602272|-0.033999976|-35.38329134|80.31548917|-1.597998852|64.04991522|-22.62582822|49.96154892|2955.4566170000003|2174.886074|-15.05671972|0.216437606|8.21201115|15.99703938|0.948005074|6715.186162999999|28.87559227|0.016348271|633.3278634|10.87921891|0.0|1.0|0.0|1.0|3.39|26.0|-7.99|105.02|3.51|1.0|125.29|1.0|5.0|-6.13|31.0|4.0|-6.03|445.93|0.0|0.0|-5.55|0.000334|2.83e-06|4.21|0.0|0.0|4.55e-06|-0.07933|3.6421|4.1|3.6421|-2089.524497|-2089.501786|691.9|1179.17|552.65|0.63765|0.4694|5.8718|-0.2271699999999999|0.02271117|-2089.354026|8.4123|8.4123
8m_a46|0.0|0|0|0.0|0.2148468989999999|1|1|1.160371261|2.126524943|-0.044830187|-0.00517896|1|0.047345679|0.0|-0.120972269|1|0.005865049|-0.206020062|1|0.783187801|0.7699708959999999|-0.084989948|-0.090247845|0.77612204|0|0.876210355|-0.0911455|0.007059399|-48.32436573|-45.17474201|3.742817678|166.8508795|0.123789645|-0.032188531|-23.9511632|0.0|-1.448483903|48.72163155|-17.06601365|52.0671834|2045.330306|1913.813025|-9.04821721|0.114510313|5.684332261000001|9.899611044|0.7415609409999999|4439.758321|19.27296714|0.006689855|463.1469765|3.546889545|0.0|0.0|1.0|1.0|3.24|17.0|-6.46|50.94|2.62|0.0|96.16|1.0|2.0|-4.48|24.0|3.0|-5.61|319.4|0.0|1.0|-4.56|0.0105|2.78e-05|3.72|0.0|0.0|0.000112|-0.01818|5.3062|4.12|4.2881|-1014.126693|-1014.091966|570.72|970.82|489.57|0.43001|0.1441|2.0174|-0.19715|0.03472717|-1013.962913|6.6402|6.6402
