molecula|SddssS|NaaNH|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8d|SIC2|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Veber filter|Heavy atom count|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
10_a15|0.0|0|0|0.0|0|0.0|0|0|-0.006872984|0.0|-0.0435725659999999|2|0.037209302|0.001740635|10.95972828|0.010152859|0.0034254209999999|-0.132759909|-0.120626133|-0.184255041|2|0.8310685940000001|0.018211609|0.7585998270000001|-0.052826735|-0.101494566|0.640780603|0.010485777|-59.05618983|6.101312009|6.497096666|38.90530741|-0.036384844|3.550143186|0.8301726490000001|-1.928396745|0.449323734|542.9602292000001|-1122.067607|2305.991259|-12.31872585|5.555044294|10.08767698|6204.37804|98.81668286|-652.8924702|-384.2321709|1351.607534|6.751174337|1.0|1.0|1.0|1.0|1.0|3.64|0.12|24.0|-9.82|5.32|2.0|0.0|0.0|30.0|397.47|1.0|4.69|0.0002379999999999|0.000584|5.29|0.0|0.0|1.51e-10|5.99e-08|3.6448|-1281.088565|-1281.061184|631.2|1136.48|0.1412|277.48|487.16|0.66799|-1280.804272|0.0042|-0.15377|1.6654|-0.18958|-1280.862627|7.0|8.1549|8.1549
13m_a6|0.0|1|0|0.0|0|6.842683282|0|0|-0.010840005|4.727387819|-0.135152403|2|0.0446875|-0.0093684169999999|10.9505335|-0.018628955|-0.00687003|0.037052986|-0.068956229|-0.118693789|2|0.870730542|-0.031564227|0.832753533|-0.0989137669999999|-0.107644789|0.429009107|0.01858251|-75.05944278|12.95736535|91.22689385|198.3000783|-0.0378750189999999|9.035018118|0.7362989999999999|-2.045251|0.48094941|498.9881336|-1426.129413|2574.030011|-18.41524497|8.435961541000001|16.2526769|6412.592679|183.8755989|-994.4232282|-329.5370141|1936.888972|14.59313027|1.0|1.0|1.0|1.0|3.0|2.18|0.08|27.0|-9.67|4.19|1.0|0.0|0.0|33.0|435.48|0.0|2.67|0.00987|0.0228|2.43|0.0|0.0|2.1499999999999998e-10|9.35e-08|3.3359|-1423.762467|-1423.712909|726.28|1231.54|275.0|316.88|546.69|0.66475|-1423.448957|0.1924|-0.13817|4.2913|-0.20954|-1423.511471|0.01|8.0|8.0
12af_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.00989889|5.351858133|-0.081537769|2|0.039953704|-0.00233752|10.96037047|0.00146554|-0.000472698|0.154914099|-0.126068378|-0.213993335|1|0.859938421|0.002492952|0.8631180940000001|-0.082549457|-0.1054605669999999|0.154396546|0.021921402|-73.23838519|15.22358698|89.56100543|169.9519197|-0.035153522|10.57220682|0.6702409189999999|-2.003750775|0.448767097|524.5103537|-1391.529319|3082.869129|-16.95376516|8.59579222|15.59375751|6499.41155|229.0052411|-966.3646141|-236.4517911|2076.162883|18.01667275|0.0|0.0|0.0|0.0|3.0|0.0|0.17|17.0|-6.93|2.38|1.0|0.0|0.0|33.0|438.48|0.0|1.47|128.0|0.0997|1.85|0.0|0.0|1.1800000000000001e-07|5.18e-05|3.2299|-1440.982935|-1440.954069|737.4|1246.55|427.0|236.83|589.48|0.50179|-1440.675702|0.0035|-0.13364|6.9003|-0.19246|-1440.740243|15.0|7.8239|7.8239
4l_a46|0.0|0|0|0.171853072|1|7.825245291|1|1|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|0.0066560469999999|10.94631401|-0.161358058|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|1|0.7940662409999999|-0.229089688|0.762625193|-0.09094885|-0.085194597|0.291762764|0.00657916|-48.19533497|3.721888783|177.7681018|61.00681586|-0.030068681|2.10550531|0.883450801|-1.533502748|0.409308207|504.7020036|-867.5160294|2087.583804|-9.6227739|5.80829255|9.833034117|4865.794981|65.93290984|-490.7614689|-433.8429998|981.9630347|3.468091068|1.0|1.0|1.0|1.0|1.0|3.19|0.36|17.0|-7.0|4.64|1.0|0.0|0.0|26.0|347.45|0.0|4.08|0.00182|0.0027|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|4.4542|-1092.745692|-1092.71063|612.39|1057.06|0.2504|229.55|526.77|0.3756|-1092.484863|0.1523|-0.18567|2.6588|-0.20351|-1092.53932|98.0|7.0088|7.0088
25d_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|-0.015046463|5.351858133|-0.089654563|1|0.041037037|-0.005017781|10.95957635|0.00670464|-0.001685762|-0.263924686|-0.211368416|-0.342090037|1|0.8265507809999999|0.011919831|0.799694715|-0.100582621|-0.124111479|0.631894475|0.0292772039999999|-82.09024497|19.36462983|174.9700398|215.4372954|-0.044492794|12.8082206|0.7772035959999999|-2.358118108|0.478308897|445.9861716|-1559.714654|2564.887803|-19.46475234|6.933980884|13.29135354|6513.063805|147.36277019999997|-1031.631874|-366.6979266|2006.828923|13.15041965|1.0|1.0|1.0|1.0|2.0|3.76|0.12|23.0|-8.08|3.05|1.0|0.0|0.0|32.0|427.46|0.0|3.21|0.0104|0.0141|3.05|0.0|0.0|8.26e-09|3.53e-06|4.2732|-1426.496796|-1426.468726|706.21|1198.19|0.2106|290.15|554.05|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|6.1995|-0.21234|-1426.307095|0.95|6.0223|6.0223
43_a18|0.0|0|0|0.0|0|7.03438793|2|2|-0.005099385|4.844187086|-0.01369899|1|0.033734062|0.002712865|10.94702053|-0.032429984|0.003801459|-0.079184068|-0.140532044|-0.2093696189999999|0|0.718255592|-0.0579590709999999|0.7458234990000001|-0.070166168|-0.0822489459999999|0.3439906129999999|0.006890688|-63.87648583|5.35147222|0.66443384|114.6724699|-0.0311212229999999|4.156080507|0.8743733490000001|-2.302970476|0.481954273|661.9512957999999|-1788.541603|1579.614523|-18.77059344|10.01438533|19.33108376|7428.282915000001|97.56464265|-1389.023915|-581.4944803999999|2045.512486|5.5863235410000005|0.0|1.0|0.0|1.0|2.0|0.0|0.34|18.0|-9.6|4.5|3.0|1.0|0.0|38.0|508.65|0.0|3.48|0.00018|0.000554|5.1|0.0|1.0|2.52e-10|1.28e-07|3.2233|-1611.621186|-1611.598032|843.1|1493.25|0.5429|384.65|702.4|0.6926800000000001|-1611.126246|0.5429|-0.13196|3.0482|-0.18145|-1611.198355|625.0|6.2041|6.2041
14a_a5|0.0|1|0|0.0|0|6.605297921|1|1|-0.0053665219999999|4.59511985|-0.005002101|3|0.027375887|0.002956745|10.9488747|0.024793388|0.003668464|-0.213526163|-0.010147323|-0.016337128|2|0.7333482170000001|0.047169811|0.847379958|-0.080875277|-0.078681402|0.4398855029999999|0.0173669719999999|-53.20786056|11.74431806|134.62273080000003|141.38542919999998|-0.0271808479999999|7.942029745|0.629783335|-1.494946644|0.470085022|534.8590069|-1010.949351|1315.573182|-12.42997952|8.424031251|15.89694877|6177.303329|250.3569601|-683.6488737000001|-175.53051609999997|1605.23357|16.50789498|0.0|1.0|1.0|1.0|2.0|2.41|0.2|23.0|-8.84|4.56|1.0|0.0|0.0|32.0|425.48|0.0|3.05|0.0304|0.0256|2.55|0.0|0.0|1.45e-09|6.16e-07|4.1501|-1390.592722|-1390.546425|692.8|1195.01|0.5853|298.75|508.64|0.65789|-1390.29207|0.5853|-0.1676|2.7115|-0.2183699999999999|-1390.352729|112.0|6.9508|6.9508
17a_a10|0.0|0|0|0.0|1|7.535296702|2|2|-0.004333189|5.4161004020000005|0.021150127|3|0.036545455|0.009206558|10.92970797|0.031632653|0.01029375|-0.132166258|-0.225935253|-0.360142554|2|0.7019075779999999|0.054069767|0.8044827790000001|-0.055423599|-0.082689376|0.463842217|0.020088947|-58.46202420000001|14.20303963|51.96456548|103.34686|-0.023625536|10.04165819|0.564726042|-1.488408763|0.4918223679999999|603.6608262999999|-1052.3164359999998|1855.293376|-11.80945728|8.621193279|16.96492079|7078.918870999999|307.7420338|-743.9958084|-91.52361858|1863.410498|18.02431251|0.0|1.0|1.0|1.0|0.0|3.66|0.33|21.0|-7.32|3.31|1.0|0.0|0.0|35.0|468.55|0.0|2.64|0.0986|0.0222|2.43|0.0|0.0|4.74e-08|2.22e-05|3.9887|-1524.557372|-1524.52012|767.6|1326.24|0.2142|224.26|603.73|0.32889|-1524.187115|0.0867|-0.16562|4.1012|-0.21203|-1524.252023|49.0|7.3098|7.3098
11_a1|0.0|1|0|0.0|0|7.423568444|1|1|-0.018080197|5.351858133|-0.196819043|1|0.035620155|-0.0127744789999999|10.94957487|-0.044235537|-0.009578125|0.126722854|-0.07452948|-0.117419838|1|0.823460272|-0.075188762|0.8086124090000001|-0.131972845|-0.126108875|0.2027328789999999|0.034974992|-74.35738693|20.62225192|274.39137789999995|238.4902806|-0.048723884|12.15946748|0.751878145|-2.143850877|0.47723847|351.1382199|-1264.075578|1885.148133|-16.93943154|7.43666407|14.2257294|5798.645137|146.29971719999998|-745.3349875|-297.0290662|1681.223993|15.44994131|1.0|1.0|1.0|1.0|2.0|2.31|0.05|23.0|-7.47|4.28|1.0|0.0|0.0|29.0|385.37|0.0|3.22|0.00327|0.00838|3.35|0.0|0.0|3.35e-08|1.29e-05|3.1924|-1312.462371|-1312.4282380000002|614.86|1036.18|0.5573|331.66|471.76|0.68162|-1312.241032|0.3201|-0.12916|5.0526|-0.19462|-1312.2963630000002|0.17|6.7696|6.7696
12j_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.006336585|5.351858133|-0.033312179|2|0.043848238|0.005613018|10.31162861|-0.075816941|0.005965451|-0.0431311459999999|-0.053644471|-0.09353607|1|0.8414737059999999|-0.130412856|0.846470093|-0.073909106|-0.094132698|0.328405591|0.015613498|-60.832977500000005|10.09017681|88.51817261|101.9784021|-0.036204884|6.520746879|0.8134611009999999|-1.882653966|0.476658597|544.2686362000001|-1216.65955|2258.891981|-15.12043521|8.067697897|15.41574553|6105.3402670000005|120.550211|-786.2626307999999|-405.1466163|1495.657934|8.71869951|1.0|0.0|1.0|0.0|1.0|0.0|0.17|17.0|-7.01|4.35|2.0|0.0|0.0|30.0|412.51|0.0|2.91|0.0009119999999999|0.00291|4.23|0.0|0.0|9.75e-08|4.02e-05|3.4788|-1615.096172|-1615.064152|695.8|1175.75|0.2163|238.56|549.64|0.3087|-1614.831741|0.1516|-0.14772|4.6727|-0.1987799999999999|-1614.894278|9.0|8058.0|8058.0
23_a10|0.0|0|0|0.0|1|7.535296702|1|1|-0.00264793|5.4161004020000005|0.012558932|2|0.036666667|0.010305237|10.92966139|-0.0253481679999999|0.010662507|-0.0502296329999999|-0.130679|-0.207994181|2|0.7338945809999999|-0.043248272|0.800727358|-0.049653973|-0.072395864|0.535680357|0.009615852|-51.27837225|6.81095873|72.17779806|60.05816353|-0.02685653|4.824237957|0.7611996520000001|-1.6651048819999998|0.485561757|648.2471057|-1179.402562|1945.384475|-13.47382337|8.755988318|17.02048484|7034.375112000001|169.14354509999998|-835.377049|-370.018179|1549.399766|9.487107794|1.0|1.0|1.0|1.0|0.0|4.13|0.21|27.0|-9.84|5.11|2.0|0.0|0.0|35.0|461.56|0.0|4.5|0.00193|0.000923|4.48|0.0|0.0|1.44e-10|6.66e-08|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|0.2089|325.98|606.18|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|-1469.902562|0.75|6.1249|6.1249
8_a15|0.0|0|0|0.0|0|0.0|0|0|-0.009853404|0.0|-0.044406425|1|0.039181287|1.7800000000000002e-05|10.95880707|-0.014489333|0.003160815|0.225620047|-0.203104439|-0.295062413|1|0.85357243|-0.025923166|0.742680335|-0.071552706|-0.118293578|0.381651497|0.0336657729999999|-69.07571287|19.65860939|104.8781037|85.31489861|-0.028969856|11.47934212|0.519427411|-1.419522941|0.389723411|498.6196971|-828.9085544|1919.535904|-9.878130237|6.093505548|9.984825987|5306.2234530000005|280.62296039999995|-484.0283816000001|-22.68867482|1595.8121130000002|20.72712321|1.0|1.0|1.0|1.0|1.0|3.76|0.19|18.0|-7.57|3.9|2.0|0.0|0.0|27.0|366.41|0.0|3.76|0.00206|0.00562|4.24|0.0|0.0|2.69e-08|9.86e-06|3.7426|-1223.704913|-1223.687714|598.84|1050.15|251.0|279.58|538.51|0.5128|-1223.463981|0.0155|-0.1558|1.1415|-0.18303|-1223.523393|108.0|6.9666|6.9666
11_a27|0.0|1|0|0.0|0|7.535296702|1|2|-0.0067474069999999|5.4161004020000005|-0.003527607|2|0.042533875|0.004538653|10.93910312|-0.027287578|0.005111147|-0.1299181459999999|-0.041662169|-0.067428705|2|0.734834532|-0.043616687|0.8629676709999999|-0.079921166|-0.094820973|0.349764196|0.016171515|-50.15555389|8.553922917000001|143.3238715|124.5410133|-0.034296948|4.524597532|0.8088958709999999|-1.611956546|0.4528656239999999|404.4089873|-852.6444161000001|1646.903525|-9.595877966|5.231762955|9.562117063|5186.240841|101.0845293|-451.0062644|-326.780942|1054.084273|6.714661907000001|1.0|0.0|0.0|0.0|1.0|0.0|0.35|16.0|-6.09|2.72|0.0|0.0|0.0|26.0|345.4|0.0|2.04|0.0716|0.0326|2.73|0.0|0.0|8.2e-07|0.000283|2.4836|-1122.456105|-1122.433411|571.4|974.29|0.3492|370.92|415.32|0.6125|-1122.190727|0.0793|-0.1022|3.1278|-0.16205|-1122.242519|5.0|8301.0|8301.0
30_a47|0.0|0|1|0.0|1|6.842683282|0|0|-0.0092264759999999|4.727387819|-0.184735553|2|0.038387534|-0.0098410169999999|10.95005723|0.0467853809999999|-0.008325552|0.029343834|-0.035472095|-0.079370393|2|0.6850994429999999|0.074217097|0.913855507|-0.108232368|-0.107296835|0.384732322|0.022747897|-64.38108459|13.64937081|350.5257774|192.6285289|-0.0383202979999999|8.190002019|0.679447569|-1.609452527|0.4680850139999999|407.3992771|-965.7162688|1558.731067|-13.79658605|6.886726437999999|12.94704346|5852.817155|192.3403721|-579.456614|-215.3470619|1421.325667|16.87442216|1.0|1.0|1.0|1.0|2.0|2.12|0.05|21.0|-7.24|2.71|1.0|0.0|0.0|28.0|396.81|0.0|2.61|24.0|0.0315|2.5|0.0|0.0|5.74e-08|2.28e-05|3.7159|-1696.12008|-1696.078047|615.85|1032.35|0.3566|333.66|478.04|0.6944899999999999|-1695.931037|0.3566|-0.1517|2.7493|-0.20813|-1695.9887|13.0|7.9|7.9
18_a34|0.0|0|0|0.0|1|7.423568444|1|1|-0.014733513|5.351858133|-0.101546926|1|0.040527066|-0.001615187|10.9595763|-0.136990511|0.002183342|-0.155197864|-0.3102088839999999|-0.478810922|1|0.759292258|-0.224951558|0.8584852479999999|-0.090328365|-0.129784908|0.295523326|0.040845819|-71.65163761|22.55015528|66.6880793|171.24705480000003|-0.0422555509999999|12.44948722|0.695849945|-1.816988713|0.441058733|380.8328339|-1003.122927|1774.550004|-12.87916264|6.282442545|11.23989749|5296.289007|167.9151283|-553.8039936|-216.2496321|1441.579371|15.11918774|1.0|1.0|1.0|1.0|0.0|3.61|0.21|17.0|-5.65|3.13|1.0|0.0|0.0|26.0|351.36|0.0|2.89|0.0167|0.0275|3.07|0.0|0.0|2.22e-06|0.000781|4.1234|-1199.288654|-1199.259634|592.04|991.93|0.3525|279.66|483.87|0.56101|-1199.101028|0.0303|-0.17549|5.0935|-0.21474|-1199.158044|2.43|5.6144|5.6144
12x_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.007008724|5.351858133|-0.046532211|2|0.041767677|0.00285431|10.33556641|-0.023932402|0.003710345|0.038200407|-0.07550872|-0.133106642|1|0.906423012|-0.041914045|0.8792981679999999|-0.0737521679999999|-0.104368092|0.3403819629999999|0.017625524|-70.20305027|11.85578416|81.81168174|110.0434027|-0.036722107|7.974776509|0.7768535409999999|-1.982993755|0.458792701|562.6051882|-1333.8579550000002|2391.802689|-16.61514211|8.770758009|16.20591229|6193.10485|150.09915149999998|-897.2176739|-372.4502879|1717.000548|10.94693123|1.0|0.0|1.0|1.0|2.0|0.0|0.17|17.0|-7.05|3.33|1.0|0.0|0.0|31.0|427.52|0.0|2.33|0.0061|0.0132|3.19|0.0|0.0|8.95e-08|3.83e-05|3.7364|-1670.452834|-1670.419519|719.63|1209.23|0.3901|319.74|569.01|0.6853600000000001|-1670.182026|0.0199|-0.1517099999999999|5.6653|-0.2048199999999999|-1670.244307|7.0|8.1549|8.1549
14v_a23|0.0|0|1|-4.844615416|2|7.423568444|0|0|-0.014768546|5.351858133|-0.299484129|2|0.047323232|-0.002390707|10.3132174|-0.015149431|-0.0004039459999999|0.170475376|-0.0962526|-0.2952674819999999|2|0.598213287|-0.022236834|0.845160857|-0.067342061|-0.09479984|0.31419322|0.019811827|-62.61276875|13.08518422|78.86310829|55.07999434|-0.042752869|8.64241561|0.788328659|-2.180396311|0.457213347|605.3933675|-1440.093681|2679.111279|-18.64987284|7.743452839|14.26610767|8458.789829000001|139.8032821|-951.143515|-380.8667976|1826.768144|13.80980223|0.0|0.0|1.0|1.0|1.0|3.46|0.09|26.0|-7.95|3.97|2.0|1.0|0.0|35.0|495.48|1.0|4.28|6.38e-05|0.0004969999999999|4.76|0.0|0.0|1.12e-08|5.57e-06|3694.0|-2042.182282|-2042.161744|679.5|1206.02|348.0|335.64|533.44|0.6017100000000001|-2041.93452|348.0|-0.1524299999999999|4.5506|-0.2308599999999999|-2041.998955|4.0|8.4001|8.4001
4g_a49|0.0|0|0|0.0|2|8.228176896|2|2|-0.003686314|6.107022888|-0.008414823|4|0.036761229|0.007953069|10.92777048|0.08591712|0.007845545|-0.146265064|-0.038698906|-0.066023903|4|0.651833607|0.144740607|0.81242269|-0.061465364|-0.0666753309999999|0.736530693|0.018944337|-66.44036383|18.87757641|151.0705543|139.3194688|-0.0250032489999999|18.81105094|0.6273572239999999|-2.000259924|0.48934952|857.1564845|-1993.210915|4747.967275999999|-24.82733433|9.28937554|18.19125978|11516.07629|371.3295653|-1986.186746|-253.8168226|3177.154639|23.67887448|0.0|0.0|0.0|0.0|1.0|4.36|0.1|42.0|-13.67|6.09|2.0|0.0|0.0|51.0|663.73|1.0|5.23|2.24e-05|2.47e-05|5.28|0.0|1.0|2.13e-14|1.4199999999999998e-11|3.6269|-2147.721319|-2147.66293|985.89|1766.47|0.1389|287.56|662.84|0.33449|-2147.217543|0.0265|-0.15087|3.4099|-0.21545|-2147.295787|106.0|6.9747|6.9747
5d_a40|0.0|0|0|0.0|1|8.149890544|0|1|-0.005662681|6.167516491000001|0.0418378229999999|0|0.044526749|0.007200253|10.31198333|0.029272031|0.006642869|-0.259985037|-0.0038660009999999|-0.009744685|0|0.496945486|0.0451110059999999|0.877722972|-0.086193996|-0.094277694|0.049855551|0.022027556|-43.26473143|10.10860823|181.4728912|112.88660690000002|-0.0377110779999999|4.638915105|0.8111805740000001|-1.131332331|0.479931934|346.0207917|-519.1767771000001|511.3769101|-7.94180214|6.288958592999999|12.09256826|4051.712713|86.65063178|-238.2540642|-285.606135|640.0261471|6.713853887999999|1.0|0.0|1.0|0.0|0.0|2.56|0.21|14.0|-4.32|4.08|0.0|1.0|0.0|20.0|287.31|0.0|3.1|17.0|0.0436|2.98|0.0|0.0|4.7600000000000005e-05|0.0137|3.7374|-1276.833831|-1276.817151|473.48|765.69|0.4493|331.74|365.74|0.69613|-1276.751174|0.4493|-0.14851|7.0422|-0.2164699999999999|-1276.797751|19.0|7.7212|7.7212
12a_a50|0.0|0|1|0.0|2|7.927685046000001|1|1|-0.002936355|5.82008293|-0.0016330379999999|1|0.034845679|0.01164808|10.94501645|-0.122912558|0.011790103|-0.193999688|-0.168032508|-0.291865836|1|0.699597776|-0.2018898489999999|0.862192416|-0.05075501|-0.0663902|0.29507467|0.021013336|-33.44733598|10.58650394|7.457998037999999|48.30443297|-0.02383238|5.333473207|0.575218972|-0.929462803|0.469674946|455.4948605000001|-468.2627037|1462.827156|-6.048985111|5.116970861|9.648744341|4665.239724|214.004382|-235.9104193|-75.79052945|814.0599092|13.83188822|1.0|1.0|0.0|1.0|0.0|2.21|0.11|20.0|-5.49|2.59|0.0|0.0|0.0|24.0|313.36|0.0|2.55|215.0|45.0|2.5|0.0|0.0|3.22e-06|0.00101|4.0783|-1006.659456|-1006.632973|545.54|908.22|0.1807|304.01|394.52|0.65267|-1006.498352|0.1807|-0.16806|5.7662|-0.20172|-1006.546706|75.0|7.1249|7.1249
15_a10|0.0|0|0|0.0|1|7.535296702|1|1|-0.0027892409999999|5.4161004020000005|0.035396617|2|0.0353864729999999|0.009882584|10.92966702|-0.05940848|0.009514122|-0.1157120169999999|-0.085979341|-0.136323668|2|0.682616223|-0.105662909|0.863438637|-0.059234364|-0.074144604|0.710970489|0.018614889|-44.18725043|11.09373722|33.67392858|50.34268476|-0.025240716|6.61142847|0.646412648|-1.186313662|0.434181679|545.6177511|-706.9960069|2288.954984|-8.964715924|6.35937164|11.23924661|5769.347123|210.7240726|-421.3416484|-174.5122907|1093.722422|12.47504566|1.0|1.0|1.0|1.0|0.0|3.31|0.23|21.0|-8.3|4.91|2.0|1.0|0.0|28.0|390.87|0.0|3.83|13.0|0.0061|3.68|0.0|0.0|5.01e-09|1.96e-06|3.7997|-1604.08794|-1604.057542|641.98|1086.19|0.4553|214.05|484.05|0.41458|-1603.851644|0.1647|-0.1574|4.5192|-0.20983|-1603.907391|33.0|7.4815|7.4815
7c_a10|0.0|0|0|0.0|1|7.535296702|1|1|-0.00375251|5.4161004020000005|0.012145872|2|0.039433962|0.01006918|10.92926158|-0.066271289|0.0107756969999999|-0.176560297|-0.12177839|-0.191576261|2|0.725146704|-0.105104647|0.84177174|-0.05074318|-0.0876410609999999|0.487148112|0.027436939|-51.2378943|16.04055193|87.99694927|54.79389751|-0.0223398779999999|9.377842892|0.52630639|-1.139333798|0.4675549639999999|529.8395322|-666.0926258|1881.379304|-7.635686595|6.703148323|12.58937144|6034.895823|276.93712|-389.4200163|-30.75918962|1265.598592|15.7764728|1.0|1.0|1.0|1.0|0.0|3.49|0.26|21.0|-7.78|4.59|1.0|0.0|0.0|29.0|386.45|0.0|3.59|0.0139|0.00793|3.46|0.0|0.0|1.66e-08|6.4e-06|3.8357|-1259.011598|-1258.985004|635.47|1102.43|0.4049|228.47|488.89|0.41348|-1258.744382|0.0921|-0.16055|3.9465|-0.20059|-1258.801509|3.81|5.4191|5.4191
5a_a40|0.0|0|0|0.0|1|8.149890544|0|1|-0.004609716|6.167516491000001|0.059258947|0|0.0388888889999999|0.011345707|10.31198338|-0.02394636|0.010425818|-0.191663433|0.004130836|0.007301856|0|0.538671739|-0.0395444479999999|0.820901326|-0.078132307|-0.090991462|0.04987082|0.020641204|-40.27003217|9.135164355|174.99981530000002|64.97877226|-0.036396585|4.042943749|0.8224652720000001|-1.091897544|0.4889874279999999|377.5905776|-483.24038600000006|508.8362301|-7.128912782|5.507689573|10.7779923|3736.248815|78.57142892|-213.8673835|-285.426492|587.5511127|5.795040371|1.0|0.0|1.0|1.0|0.0|2.49|0.21|14.0|-4.05|3.68|0.0|1.0|0.0|19.0|269.32|0.0|2.8|0.0202|0.0574|2.88|0.0|0.0|8.950000000000001e-05|0.0241|3.7921|-1177.598691|-1177.5835470000002|466.79|757.45|0.4461|326.96|353.51|0.69499|-1177.51016|0.4461|-0.15066|5.7163|-0.21644|-1177.555706|81.0|7.0915|7.0915
4_a4|0.0|0|0|0.0|1|7.535296702|1|1|-0.001234337|5.4161004020000005|0.0159331539999999|2|0.036775068|0.011760626|10.92992837|-0.037623601|0.0112367389999999|-0.035166634|-0.048056862|-0.078747188|2|0.646069495|-0.063012715|0.8306695270000001|-0.049768752|-0.06873731|0.456474074|0.008570112|-35.41518716|4.4155367960000005|13.70182982|34.37786704|-0.0255766729999999|2.274995377|0.793717973|-1.099796957|0.398500394|480.8472306|-566.6429946000001|1883.42405|-6.78950447|5.326452915|8.855289118|4878.070704|106.2816773|-291.9486922|-302.661743|713.9097433|5.454324025|1.0|1.0|0.0|1.0|0.0|3.09|0.19|21.0|-7.57|4.52|1.0|0.0|0.0|25.0|326.39|0.0|3.64|0.0248|0.00877|3.52|0.0|0.0|2.71e-08|8.85e-06|4.0261|-1029.960398|-1029.93716|566.84|960.45|0.1106|230.37|394.06|0.55032|-1029.763465|67.0|-0.1696599999999999|2.6814|-0.21831|-1029.813844|78.0|7.1079|7.1079
7_a27|0.0|0|0|0.0|2|6.842683282|0|0|-0.00601016|4.727387819|-0.050197188|2|0.049625|0.010291744|10.93773474|-0.056500475|0.010596392|-0.220626658|-0.19575909|-0.323631281|2|0.6413629129999999|-0.08694032|0.8546689820000001|-0.060745542|-0.084531496|0.358145768|0.015099075|-47.44936449|8.475438874|10.66993367|83.57286704|-0.0300556429999999|4.757447929|0.763564713|-1.352503929|0.466714317|477.7488532|-759.1898319000001|1497.873267|-9.469994277|6.446345598|12.087978|5082.120742|132.7162621|-426.1497425|-295.8891961|994.2704516|8.106228264|1.0|0.0|1.0|1.0|0.0|3.41|0.2|21.0|-6.61|3.32|0.0|0.0|0.0|26.0|345.4|0.0|3.14|0.0299|18.0|3.02|0.0|0.0|2.43e-07|8.4e-05|4.1205|-1122.455548|-1122.433757|606.74|1016.96|0.4179|300.9|505.5|0.61278|-1122.249324|0.4179|-0.16734|4.2487|-0.2162099999999999|-1122.304359|1.0|9.0|9.0
LY580276_a4|0.0|0|0|0.0|1|7.535296702|1|1|-0.001543874|5.4161004020000005|-0.020236527|1|0.044357639|0.010217376|10.94681614|0.011772853|0.009622161|0.064209689|-0.019747846|-0.042912895|1|0.5162208110000001|0.019144144|0.847526918|-0.057317455|-0.071023484|0.243350596|0.008729943|-34.22831819|4.207217677|11.22286434|63.36073061|-0.028035586|2.027582675|0.8478469959999999|-1.065352257|0.437093506|418.5688558|-513.4247728|1511.5340210000002|-6.511436537000001|5.456603642999999|9.693623538|4098.640927|73.32703409|-247.4345884|-335.2755182|605.5630025|4.0060099860000005|1.0|1.0|0.0|1.0|0.0|3.04|0.22|17.0|-6.56|4.49|0.0|0.0|0.0|22.0|293.34|0.0|3.69|0.0624|0.0181|3.35|0.0|0.0|2.75e-07|8.08e-05|4.4918|-959.4958788|-959.4723321|519.23|865.23|0.1905|234.01|402.99|0.36903|-959.356125|0.1842|-0.18746|2.5355|-0.2099599999999999|-959.404416|175.0|6757.0|6757.0
