molecula|n9FaHRing|n9FaRing|SssssC|NaasN|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|MATS8i|AATSC8d|n5aHRing|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12ak_a36|0|0|0.0|0|0.0|-0.052930979|-0.006465433|-0.0407717229999999|0.041728395|0.0|-0.116440196|-0.015708652|1|0.198260132|-0.163978382|1|0.901715152|0.815627016|0.051506104|0.860939187|0.860667615|0|-0.069176342|0.019931266|-66.15829243|14.3700664|113.186508|109.0807368|10.36054668|25.9007405|0.737439195|-35.95881638|79.17567486|-23.5478668|64.24490364|0.423822657|611.9003905000001|-1389.324141|-16.97756755|0.262560805|7.98672125|13.86156772|0.735576751|6240.396899|189.3013851|-1001.676485|31.93194362|0.018055095|-342.3783571000001|1883.984673|799.5563855|13.01738243|0.0|1.0|1.0|2.0|0.24|17.0|3.01|69.2|2.0|0.0|138.33|0.0|-4.95|4.0|423.51|1.0|1.0|2.66|-4.86|1.39e-05|3.8|0.0|0.0|1.7800000000000002e-05|-0.04929|3.8734|3.6895|730.3|336.05|0.4514|584.05|0.69463|-1350.57563|0.0001|-0.15275|6.3682|0.03471045|-1350.637958|8.5394|46.0|7.3372
10_a47|0|0|0.0|0|0.0|-0.003570214|-0.008013899|-0.166367455|0.042276423|1.329777427|0.0814897|0.007193585|0|-0.349569106|-0.045289209|2|0.7027461220000001|0.754096463|-0.138304661|0.8077565520000001|0.6913602740000001|1|-0.076311525|0.00951788|-50.08559665|5.088920549|103.41137940000002|84.97451737|2.720890925|0.0|0.801882632|-21.81529334|57.59863288|-18.9212254|45.89037038|0.411647394|449.6950454|-851.455143|-10.11660331|0.198117368|6.277122171|10.66897998|0.699661037|5482.319019|105.9273263|-455.247149|23.5960035|0.014051737|-322.8149102|1061.820157|498.0016816|7.51303623|1.0|0.0|1.0|2.0|0.09|22.0|5.92|58.04|2.0|0.0|106.43|0.0|-5.75|4.0|359.4|0.0|1.0|4.41|-5.5|3.18e-06|4.8|0.0|0.0|5.110000000000001e-07|-0.0486399999999999|5.7693|3.7236|579.86|332.97|231.0|426.55|0.53909|-1188.1907199999998|0.2175|-0.15445|1.9281|0.03158831|-1188.244739|2.8795|13.0|7.9
1i_a5|0|0|-4.358943904|0|0.0|-0.145964178|-0.006494891|-0.31059482|0.0253888889999999|0.0|-0.174016111|-0.003198529|1|0.059972925|0.004923698|2|0.525406088|0.780175595|-0.058385936|0.8436458929999999|0.513260607|0|-0.091178745|0.008291428|-46.82694838|4.621144795|201.1526326|62.64191946|2.575548983|0.213644964|0.759459597|-28.32266298|57.78921354|-19.90145306|55.43870932|0.4697279689999999|494.6981114|-796.0581225|-11.09187646|0.240540403|7.314842247|13.79450888|0.8858245220000001|5432.586961|134.0627959|-443.6750585|26.20475553|0.0196689|-289.21443910000005|1048.190221|403.396385|10.96226516|1.0|0.0|1.0|1.0|0.05|23.0|6.37|54.46|2.0|0.0|95.49|0.0|-4.79|6.0|366.34|0.0|1.0|4.12|-4.97|1.0800000000000002e-05|3.95|0.0|0.0|4.86e-07|-0.05729|4.7243|4.3799|569.42|283.08|0.7585|443.05|0.4571199999999999|-1288.210207|0.0207|-0.17945|2.6336|0.03383899|-1288.264271|2.8939|24.0|7.6198
12b_a5|0|0|0.0|0|0.0|-0.297319874|-0.001991527|0.023224044|0.0252713179999999|0.0|-0.119503073|-0.016614746|0|-0.033279992|-0.110182753|2|0.8417504029999999|0.779793078|0.066588785|0.819417554|0.8121510009999999|0|-0.066227158|0.016556707|-43.25430513|10.44150403|138.67264319999998|108.7155967|6.584944956|0.0|0.530379611|-26.33991037|59.53145615|-12.90040679|52.20772716|0.480419002|521.9354031|-735.3231872|-8.135654442|0.4696203889999999|8.398709622|16.16438947|0.924627734|5501.255679|296.16656780000005|-463.7323032|24.32296891|0.025810077|-38.31786425|1386.409228|727.8586176|16.27715102|1.0|0.0|1.0|1.0|0.33|18.0|0.72|50.28|1.0|0.0|123.46|0.0|-2.3|6.0|397.47|1.0|0.0|1.44|-3.45|0.000359|1.63|0.0|0.0|8.5e-06|-0.10395|4.6156|1.4454|669.05|857.76|0.2345|505.16|0.42949|-1276.940335|0.0001|-0.06212|5.7174|0.03447919|-1276.9984029999998|8.2868|42.0|7.3768
12aj_a36|0|0|0.0|0|0.0|-0.056210607|-0.00706023|-0.045035034|0.043848238|0.0|-0.103202936|-0.042227364|1|0.1087087|-0.1763783589999999|1|0.90414347|0.812278823|0.091113865|0.8632656809999999|0.856274847|0|-0.073002742|0.018305468|-65.89100364|11.73352271|82.34300699|110.89910559999998|7.521007149|0.0|0.77492734|-29.99399664|76.5855549|-23.62130319|58.52715472|0.47532973|530.0854761|-1251.929069|-15.14089115|0.22507266|8.056502837|15.35536375|0.905958957|5763.333098|144.26810480000003|-802.4672307|30.48195872|0.016684569|-352.4483722|1615.543812|662.0530478999999|10.69455126|0.0|0.0|1.0|2.0|0.17|17.0|2.19|69.2|1.0|0.0|128.72|0.0|-4.16|4.0|395.46|1.0|0.0|2.14|-4.3|5.05e-05|3.04|0.0|0.0|4.270000000000001e-05|-0.05275|5.2301|3.6017|682.84|344.24|0.5616|539.55|0.4112|-1271.9998859999998|0.0082|-0.14818|5.8554|0.03225532|-1272.060325|7.8393|17.0|7.7696
18a_a30|0|0|0.0|0|0.0|0.045071414|-0.006673169|-0.02919335|0.040166667|0.0|-0.01286191|-0.094932667|1|-0.073280844|-0.094526372|1|0.8421237309999999|0.7885597609999999|0.003991162|0.842671963|0.7961424690000001|0|-0.072474599|0.017060045|-59.38972262|10.62073502|79.18861306|87.66676984|6.611941026|0.0|0.7904991659999999|-28.08889239|69.35818061|-23.02866795|55.73981304|0.445995681|534.88346|-1128.40473|-14.33650253|0.209500834|7.050626413|12.72666325|0.8050400790000001|5942.293347|130.4247923|-702.4886239|29.1318055|0.016012295|-361.7006453|1427.458469|620.9195447000001|9.968457988|0.0|1.0|1.0|1.0|0.14|17.0|2.62|81.65|2.0|0.0|127.28|0.0|-5.28|4.0|398.48|0.0|0.0|2.63|-4.85|1.4e-05|3.87|0.0|0.0|9.21e-05|-0.05605|3.4712|3.4712|665.12|357.18|0.3781|508.08|0.69033|-1575.54671|0.3781|-0.1418|4.2514|0.03180853|-1575.604922|5.2813|25.0|7.6108
16g_a32|1|1|0.0|0|0.0|0.1739995319999999|-0.013775701|-0.0429252429999999|0.03898374|2.084553994|-0.029193403|0.004735761|3|-0.085591073|-0.202656848|0|0.79965447|0.83902731|-0.026098259|0.8821580379999999|0.762429418|1|-0.078387439|0.023959586|-77.75914881|17.659402|90.88837862|132.1955522|13.01585399|43.37912747|0.6863323440000001|-42.58335004|94.54074206|-24.94161377|75.43482709|0.3972359179999999|604.8539801|-1321.90553|-18.38320476|0.313667656|9.3963701|15.58880229|0.65902387|6372.261243999999|231.1885989|-974.3098525|36.34043182|0.02276861|-274.67233460000006|1926.042887|701.9321161|16.78159325|1.0|1.0|1.0|2.0|0.33|19.0|5.38|149.27|3.0|0.0|121.56|1.0|-7.51|5.0|441.57|0.0|1.0|4.37|-5.32|4.83e-06|4.65|0.0|0.0|3.04e-06|-0.05|3.6161|3.6161|752.29|342.86|0.2879|639.49|0.70222|-2034.342619|0.2879|-0.14968|3.7346|0.02895494|-2034.408165|4.3204|11.0|7.9586
17_a47|1|1|0.0|0|0.0|-0.181485377|-0.003764469|-0.019259259|0.031802469|1.699575434|0.075303828|-0.006331624|1|-0.180898239|-0.031505291|3|0.8007970640000001|0.75807704|-0.034891905|0.814790949|0.7666613659999999|1|-0.07185129|0.01291694|-50.62550618|7.87914003|68.64478326|90.10552332|4.806157636|0.0|0.7457517659999999|-26.73455447|60.33408274|-18.22518223|51.70735256|0.46147021|519.8795281|-911.2591113|-11.11708872|0.2542482339999999|7.055517075|13.10144249|0.8569074879999999|5854.9736840000005|155.087622|-555.8544359|24.43867122|0.0159160889999999|-299.80980739999995|1221.9335609999998|630.8611986000001|9.708576558|1.0|0.0|1.0|2.0|0.08|27.0|5.44|79.38|2.0|0.0|119.83|0.0|-5.4|4.0|392.46|0.0|1.0|3.85|-5.21|6.11e-06|4.03|0.0|0.0|3.12e-08|-0.04873|4.2784|4.2784|656.78|289.79|0.4308|477.67|0.6844100000000001|-1254.737546|0.4308|-0.17606|3.4454|0.04130125|-1254.795084|5.6949|5.0|8.3
18_a15|0|0|0.0|0|0.0|-0.020185809|-0.006149666|-0.090130715|0.037948718|0.0|-0.066226471|0.002685285|0|-0.190640601|-0.145790726|2|0.660075777|0.7162974740000001|-0.0374132629999999|0.765450925|0.645117465|0|-0.067562078|0.007146033|-55.48918283|4.370403779|40.37881101|100.159876|2.672871589|1.833724661|0.867430881|-25.27062952|60.86009645|-21.51621375|45.69032922|0.415796832|511.4247108|-1054.294474|-13.15898469|0.132569119|5.990767063|10.2545953|0.711733271|5705.360332|81.07723009|-644.79025|24.80452821|0.008781964|-449.4301265|1215.421882|590.2470602999999|5.370913621000001|1.0|0.0|1.0|1.0|0.08|24.0|6.86|47.04|2.0|0.0|113.42|0.0|-6.16|4.0|385.43|0.0|1.0|5.06|-5.93|1.18e-06|5.42|0.0|0.0|4.01e-08|-0.03581|4543.0|3.8232|650.53|324.29|0.2686|535.02|0.6074|-1265.556558|0.0066|-0.1579|4.2476|0.03989594|-1265.614679|6.5864|129.0|6.8894
16b_a23|1|1|0.0|2|3.418247774|0.031073244|-0.005139233|-0.013240238|0.037664609|0.754232958|-0.068280331|-0.05237763|2|0.099244509|-0.224300431|2|0.75524548|0.7740962779999999|0.14319927|0.830577373|0.711576167|1|-0.050637391|0.018614978|-58.69232154|13.79443768|7.971529518|52.92522904|10.22222569|100.0262487|0.738977|-27.80700713|72.31582904|-23.2745413|51.31875369|0.4870072789999999|688.1144512|-1349.923395|-17.24735864|0.261023|9.472884487|18.46592377|0.949345397|7575.784511|193.4284005|-1000.346801|31.49562341|0.018384316|-354.1828792|1826.746158|896.9989312000001|13.6235075|0.0|1.0|1.0|1.0|0.07|26.0|4.1|108.26|2.0|1.0|146.03|0.0|-6.19|4.0|489.57|0.0|0.0|2.9|-5.67|2.16e-06|4.21|0.0|0.0|2.26e-05|-0.07352|1.6041|1.6041|772.84|772.92|0.3456|607.92|0.95419|-1877.270284|0.3456|-0.13741|9.2317|0.03978022|-1877.335869|14.8849|96.0|7.0191
20_a31|1|1|0.0|0|0.0|0.0469387759999999|-0.009722467|-0.057200812|0.03995614|2.114008068|-0.020082435|-0.078213611|3|-0.023477148|-0.1534110109999999|0|0.788133615|0.8602874540000001|0.028036914|0.912372776|0.7507116140000001|1|-0.085849869|0.019334605|-69.0542431|12.1160662|64.42171513|128.1960117|7.592555532|75.10345696|0.710707042|-33.71260536|81.35171021|-21.01650877|65.91404723|0.464597945|498.4558574|-966.7594033|-13.1700345|0.289292958|8.289864307|15.48343758|0.86775525|5678.167489|181.2859728|-605.8215871|29.5712685|0.019624081|-264.0799235|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|2.0|0.26|19.0|4.38|140.04|1.0|0.0|110.47|1.0|-5.91|4.0|397.52|0.0|1.0|3.6|-4.44|3.66e-05|3.29|0.0|0.0|8.86e-06|-0.06065|3.5381|3.5381|666.67|350.43|0.2011|560.67|0.7036600000000001|-1880.538664|0.2011|-0.1483|3.7403|0.0336943|-1880.599777|4.9218|8.0|8.0862
17_a12|0|0|0.0|0|0.0|0.132275232|-0.00864055|-0.058347964|0.035816993|0.0|-0.072956553|-0.070249784|1|-0.3748198379999999|-0.202276514|2|0.918713011|0.8198617429999999|-0.043392747|0.87653892|0.859088647|0|-0.069570363|0.011226177|-50.13411606|5.849860887999999|69.36398419|73.93273708|3.048310481|0.0|0.786701219|-18.89085387|57.97616997|-18.34174978|42.10235809|0.466056241|447.1583691000001|-752.0117408|-9.557722681|0.213298781|5.669161963|10.61752641|0.8728564259999999|4866.339908|111.1480977|-391.8666299|23.31475957|0.015049295|-298.7949107|955.9051425|431.5987143|7.842053909|1.0|1.0|0.0|1.0|0.17|17.0|2.56|78.41|0.0|0.0|103.12|0.0|-4.51|4.0|333.41|1.0|1.0|3.14|-4.24|5.7100000000000006e-05|3.19|0.0|0.0|2.32e-05|-0.06322|4.4014|3.7723|560.09|328.67|0.2213|419.49|0.39539|-1366.638303|148.0|-0.15459|2128.0|0.02800938|-1366.689546|2.9806|16.0|7.7959
14e_a23|1|1|-4.45581912|2|3.052208981|0.059967018|-0.008865361|-0.272389934|0.044241453|0.650989437|0.021081733|-0.009871698|2|0.072830644|-0.226146643|2|0.560094237|0.791790895|0.133270225|0.8510270329999999|0.5415996160000001|1|-0.073376247|0.018022127|-62.2612068|12.5437807|48.244071000000005|51.92870134|8.73073591|0.5612316039999999|0.796525872|-35.54678231|74.75779594|-27.39493099|63.61519626|0.49543439|644.0923882999999|-1369.74655|-19.06744972|0.203474128|8.020794334|15.89643482|0.981902808|7663.17288|141.6222839|-953.3724859|34.39302091|0.017954325|-412.7765217|1719.6510460000002|658.8108151|12.49658915|0.0|1.0|1.0|1.0|0.09|26.0|6.19|105.02|2.0|1.0|125.29|0.0|-6.38|7.0|479.48|0.0|0.0|4.5|-5.79|1.61e-06|4.46|0.0|0.0|2.85e-06|-0.08122|3.7033|3.7033|706.39|334.8|0.3178|571.39|0.63922|-1966.720803|0.3178|-153.0|3.7696|0.02250947|-1966.785007|5.5469|3.0|8.5214
10_a32|1|1|0.0|0|0.0|0.153272514|-0.016404762|-0.087497559|0.03995614|2.067772926|-0.028431775|-0.047619048|3|-0.03673326|-0.229450999|0|0.809370315|0.8607827790000001|0.012125768|0.915639476|0.764217655|1|-0.088310158|0.02575778|-75.59866726|15.91131724|57.97512956|146.8439966|9.828875607|52.24660367|0.6946347429999999|-33.69815077|91.10767604|-24.0541214|70.46302679|0.449853016|470.8845962|-1058.381342|-14.85891856|0.305365257|7.079344111|12.86809583|0.81769605|5842.926058|188.6328503|-653.7924168|34.62844557|0.025106509|-240.4628923|1523.651605|513.9156315|15.50900878|0.0|1.0|1.0|2.0|0.22|19.0|4.21|149.27|1.0|0.0|107.14|1.0|-6.04|5.0|399.49|0.0|1.0|3.42|-4.41|3.89e-05|3.23|0.0|0.0|4.13e-05|-0.05434|3.6441|3.6441|654.7|340.24|0.2983|533.89|0.70228|-1916.460049|0.2983|-0.15088|2.4919|0.03701539|-1916.519894|3.2297|7.0|8.1427
37_a18|0|0|0.0|0|0.0|-0.0013530679999999|-0.005351023|-0.018808538|0.036746032|0.0|-0.034593342|-0.011713125|0|-0.0276034839999999|-0.224171123|0|0.7100921609999999|0.725028151|0.020848396|0.761336899|0.699483099|0|-0.068500679|0.009098426|-54.7389628|6.653112344|12.63119843|123.0060763|4.865006968|60.1335413|0.7648766029999999|-36.62790634|65.15554136|-20.92960342|56.74339533|0.488368082|608.2316837999999|-1423.213033|-15.30451633|0.2351233969999999|9.460456975|18.49074823|0.954530133|7035.839448000001|171.9311063|-1040.70711|27.36337253|0.0142451319999999|-387.3755475|1860.709332|1056.535856|10.41657856|1.0|0.0|1.0|2.0|0.3|18.0|3.3|76.5|2.0|1.0|151.14|0.0|-5.68|3.0|480.6|1.0|0.0|2.93|-5.47|3.35e-06|4.36|0.0|0.0|7.27e-07|-0.04925|3.2127|3.2127|794.5|385.91|499.0|673.45|0.69305|-1532.553949|499.0|-0.13194|2.2872|0.02274574|-1532.622404|3.0375|35.0|7.4559
12a_a40|0|0|0.0|1|1.784989449|0.021610099|-0.00431394|-0.012791297|0.036587302|0.8332127109999999|0.100414476|-0.226763788|2|0.298197213|0.031326603|0|0.58630452|0.718281767|0.023863832|0.7867243829999999|0.525051106|1|-0.064340227|0.011766311|-38.17175304|6.001293955|107.5277007|30.15370934|3.060902482|49.24750281|0.85136964|-16.73754566|43.65970865|-17.23885621|38.81741016|0.476055146|479.8867095|-534.4045424999999|-8.792513441|0.14863036|7.563170499|14.43505064|0.908597808|4873.458436|75.8074911|-272.5679167|20.24838026|0.010759845|-358.4254366|627.699788|323.26151960000004|5.487955617999999|0.0|1.0|0.0|0.0|0.0|20.0|5.43|58.43|1.0|0.0|91.76|0.0|-6.41|2.0|346.23|1.0|1.0|4.78|-5.95|1.13e-06|5.43|0.0|1.0|2.13e-05|-0.08015|3.0966|3.0966|530.55|400.39|0.3701|429.21|0.6998800000000001|-2097.7296100000003|0.3701|-0.12895|2491.0|0.0104658999999999|-2097.779499|3.8054|1778.0|5.7501
14a_a23|1|1|0.0|2|3.39397765|0.050806184|-0.0056795759999999|-0.0246126279999999|0.042992424|0.757767133|-0.0518554529999999|-0.071842463|2|0.083206288|-0.137733142|2|0.72792508|0.7556436440000001|0.114693804|0.816237166|0.6888154959999999|1|-0.055677662|0.019504497|-50.79675604|12.33442989|38.57988954|51.42774883|7.800158102999999|80.54176247|0.7807587890000001|-22.26638099|61.36268093|-21.61564087|47.54437201|0.462434482|580.9612768999999|-1015.935121|-13.66949407|0.219241211|7.668841725|14.2658736|0.8602383659999999|6269.28943|138.6457355|-642.4662212000001|27.68542751|0.016707951|-355.0975547|1301.215093|601.8533922|10.56592489|0.0|1.0|1.0|1.0|0.05|26.0|4.02|105.02|2.0|1.0|120.28|0.0|-5.47|4.0|411.48|0.0|0.0|3.37|-4.96|1.1e-05|3.58|0.0|0.0|1.6100000000000002e-05|-0.07379|3.7119|3.7119|665.5|334.02|0.3764|516.58|0.6289100000000001|-1629.690316|0.3764|-0.15002|5.8775|0.0216412|-1629.748476|8.3962|3.0|8.5498
4f_a46|0|0|0.2096617139999999|1|2.190536659|-0.2265364489999999|-0.001035775|-0.001868546|0.045958333|0.0|-0.056114865|-0.115631645|1|-0.154986658|-0.123416853|2|0.6901151990000001|0.74106323|-0.2076648489999999|0.7796270059999999|0.69830739|0|-0.055836642|0.008734825|-36.60887321|4.738551282|7.730129301|35.27635517|2.570614463|56.50645576|0.759842275|-16.43243843|42.21890747|-11.95391778|35.0293449|0.424708366|507.213176|-585.7419712999999|-6.484875252999999|0.240157725|5.654067072999999|9.828175385|0.7382488140000001|4661.569032|130.2830519|-317.7588874|15.73210412|0.010341277|-281.9234274|770.8731021000001|538.4165208|5.6100342670000005|1.0|1.0|1.0|0.0|0.38|17.0|4.71|43.6|1.0|0.0|101.54|0.0|-4.38|3.0|332.44|1.0|1.0|3.76|-4.58|2.62e-05|3.77|0.0|0.0|2.04e-05|-0.02947|4548.0|4548.0|591.51|272.61|0.1719|493.53|0.69208|-1033.315821|0.1719|-0.19079|3.2783|0.02238723|-1033.36869|3.7419|183.0|6.7375
12i _a30|0|0|0.0|0|0.0|0.04580336|-0.00691453|-0.030422458|0.043848238|0.0|0.0109710489999999|-0.072247675|1|-0.172434349|-0.090173435|1|0.8264832879999999|0.831176513|-0.029080032|0.888213143|0.7463962120000001|0|-0.076575246|0.015808432|-63.00408424|10.32233418|84.78576301|102.235113|6.740110893|0.0|0.806299097|-32.64875738|72.59006433|-24.43015511|60.32320054|0.479900127|550.7287204|-1197.077601|-15.95200773|0.193700903|8.097008872|15.56818082|0.92270764|6362.153853|126.4796844|-781.648379|30.29912252|0.014680721|-400.0044646|1484.657003|652.8825454|9.585980094|0.0|1.0|1.0|1.0|0.14|17.0|3.27|81.65|2.0|0.0|132.29|0.0|-5.93|4.0|432.93|0.0|1.0|3.11|-5.44|3.61e-06|4.49|0.0|0.0|2.61e-05|-0.05465|5.0358|3.5242|691.59|351.81|0.2384|542.74|0.43157|-2035.141693|0.1577|-0.14945|2.5397|0.03436093|-2035.203042|3.0033|16.0|7.8013
8_a15|0|0|0.0|0|0.0|-0.208657545|-0.009853404|-0.044406425|0.039181287|0.0|-0.010146469|-0.014489333|0|0.225620047|-0.295062413|1|0.85357243|0.7059441040000001|0.0937475619999999|0.742680335|0.8105478740000001|0|-0.071552706|0.0336657729999999|-69.07571287|19.65860939|104.8781037|85.31489861|11.47934212|55.99586988|0.519427411|-24.39801408|89.80283608|-16.91650111|61.44071008|0.389723411|498.6196971|-828.9085544|-9.878130237|0.480572589|6.093505548|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|0.035495625|-22.68867482|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|0.0|1.0|0.19|18.0|4.95|61.84|2.0|0.0|104.74|0.0|-5.25|5.0|366.41|1.0|1.0|3.76|-4.81|1.53e-05|4.24|0.0|0.0|9.86e-06|-0.02723|4.4346|3.7426|598.84|331.28|251.0|538.51|0.5128|-1223.463981|0.0155|-0.1558|1.1415|0.01719864|-1223.523393|1.4589|108.0|6.9666
16c_a32|1|1|0.0|0|0.0|0.191088217|-0.01639019|-0.087497559|0.03995614|2.077479142|-0.031087095|-0.036931818|3|-0.057356214|-0.229450999|0|0.809370315|0.8607827790000001|0.0482801729999999|0.915639476|0.764217655|1|-0.088841599|0.025791147|-71.59058881|15.38819548|102.2022233|135.41296|9.181311842|37.0285246|0.6846367059999999|-31.62645048|86.97970500000001|-22.77882371|68.39521789|0.463897164|461.2334662|-1002.268243|-13.59090376|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|5979.891916|188.1603823|-597.9997655000001|33.27140293|0.02579269|-220.3256617|1463.941729|513.9156315|15.38911619|0.0|1.0|1.0|2.0|0.22|19.0|4.21|149.27|1.0|0.0|107.14|1.0|-6.04|5.0|399.49|0.0|1.0|3.41|-4.41|3.89e-05|3.23|0.0|0.0|4.13e-05|-0.0505|3.6264|3.6264|639.66|341.89|0.2955|508.43|0.70198|-1916.478107|0.2955|-0.14997|4.0551|0.02806787|-1916.536967|5.3459|5.0|8.3468
12ax_a36|0|0|0.0|0|0.0|-0.0943348109999999|-0.007681676|-0.040458296|0.043383838|0.0|-0.057017299|-0.034663063|1|0.128253871|-0.1716508239999999|1|0.884841888|0.836170906|-0.0394369539999999|0.892249657|0.771220556|0|-0.073739612|0.019128091|-72.11700812|12.79462904|36.17982162|102.4490387|8.558226304|1.236876307|0.7648530440000001|-32.99232962|84.58859134|-25.96212292|62.11847297|0.488501696|566.4430628|-1298.106146|-17.36585896|0.235146956|7.563197245|14.78635841|0.955040697|6741.969187999999|157.28794140000002|-868.2929481000001|33.94393618|0.018645135|-354.3162187|1697.196809|661.6709012|12.47158322|0.0|1.0|1.0|2.0|0.14|17.0|3.19|69.2|2.0|0.0|133.77|0.0|-5.08|4.0|450.32|1.0|1.0|2.82|-5.18|6.55e-06|3.93|0.0|0.0|7.83e-06|-0.05596|5.2372|3.8889|699.67|318.82|0.5236|552.0|0.39564|-2151.910753|0.4167|-0.15728|4.5001|0.03044421|-2151.971761|6.0402|12.0|7.9208
3k_a32|1|1|0.0|0|0.0|-0.001009768|-0.005745086|-0.001250803|0.0381981979999999|2.256213388|-0.0902541999999999|-0.077097565|3|-0.084055305|-0.090775221|0|0.816196288|0.779649252|-0.127713677|0.8306695270000001|0.7681279190000001|1|-0.0711378679999999|0.0123637989999999|-51.21653025|6.970844822|80.0971996|68.92687468|3.930238317|0.0|0.78057227|-22.61349991|58.16707081|-16.67514938|47.07915023|0.472646737|494.8840288|-717.0314235000001|-9.40163104|0.21942773|6.153598893|11.6688363|0.89626209|5259.698672|123.7157466|-404.2701347|21.36272325|0.012327787|-316.3794102|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|0.32|19.0|5.78|110.94|2.0|0.0|105.36|0.0|-7.04|3.0|366.5|0.0|1.0|4.75|-5.61|2.47e-06|4.97|0.0|0.0|2.15e-05|-0.05321|3.5363|3.5363|611.65|350.6|0.3082|452.36|0.70268|-1749.957584|0.3082|-0.14667|3.2233|0.02654958|-1750.0122420000002|5689.0|9.0|8.0605
19_a31|0|0|0.0|0|0.0|0.062492295|-0.01001901|-0.086654127|0.0427124179999999|0.0|-0.040386271|-0.081641954|2|-0.095997335|-0.1751017789999999|0|0.656654981|0.8558149140000001|0.019858798|0.902130276|0.6427749970000001|0|-0.0909201569999999|0.014675044|-66.3863707|8.596058678|75.32978176|157.414423|5.035230173|67.42915967|0.776211804|-31.1960848|75.31824576|-21.12293613|61.85348014|0.446100738|428.3459076|-929.4091898|-12.37297805|0.223788196|7.0760696020000005|12.77501178|0.805382437|4917.329034|131.0862475|-544.4110343|27.21285095|0.0152483439999999|-323.5878356|1197.365442|460.3754405|8.931875058|1.0|1.0|1.0|2.0|0.28|16.0|4.33|98.91|1.0|0.0|97.25|0.0|-4.67|4.0|358.43|0.0|1.0|3.47|-3.92|0.0001199999999999|2.93|0.0|0.0|1.46e-05|-0.04308|5.0344|3.9477|625.93|314.06|0.3205|537.66|0.5385300000000001|-1489.323855|0.2271|-0.16367|1.7076|0.03702801|-1489.382077|2.4209|1.8|5.7447
21c _a23|1|1|0.0|2|3.311482916|0.178300778|-0.009944003|-0.135572353|0.043130342|0.731360766|-0.092608459|-0.039311241|2|0.118226959|-0.036896213|2|0.7641222459999999|0.782543953|0.149511954|0.838980345|0.7301130229999999|1|-0.08365474|0.014036138|-70.15570019|9.976937758|323.3651097|148.8448086|7.09164338|94.32302529|0.834557275|-42.26586935|79.71722579|-28.58195193|69.43902929|0.468609427|561.9588018|-1543.4254039999998|-20.31615463|0.165442725|8.945789862|16.83467928|0.881854988|7227.157398|117.597286|-1097.07235|34.24804117|0.013451712|-475.6090385|1849.394223|762.0576580000001|9.5615256|0.0|1.0|1.0|2.0|0.08|26.0|3.42|148.11|1.0|1.0|133.35|1.0|-5.63|5.0|468.53|0.0|0.0|3.0|-4.72|1.92e-05|2.86|0.0|0.0|2.2e-05|-0.07892|3.6649|3.6649|747.88|338.3|0.3329999999999999|587.02|0.5885699999999999|-1837.67081|0.3329999999999999|-0.15089|6.0226|0.03257532|-1837.736174|8.3979|67.0|7.1752
