molecula|n9FaHRing|n9FaRing|SssssC|NaasN|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|MATS8i|AATSC8d|n5aHRing|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
21_a4|0|0|0.0|1|2.026698554|-0.164057585|-0.003068098|-0.014982235|0.042924837|0.0|-0.2897937889999999|-0.104638158|1|0.030586117|-0.099702401|1|0.6952936|0.777866961|0.090847781|0.833191212|0.674434042|0|-0.0571545999999999|0.020173071|-38.7880598|10.23237244|63.37635587|34.4171635|5.190159022|66.03320922|0.7231676229999999|-14.70482428|47.69702403|-14.54552243|39.22285963|0.401240904|472.812128|-581.8208971|-7.377915035|0.276832377|5.961506745|9.956436217|0.670120767|4277.396118|140.4174905|-295.1166014|20.11362507|0.017563978|-226.3943104|804.5450027|387.240586|8.908964226|1.0|1.0|1.0|0.0|0.16|17.0|3.85|39.94|0.0|0.0|91.59|0.0|-3.88|3.0|303.36|1.0|1.0|3.23|-4.19|6.51e-05|3.36|0.0|0.0|0.000352|-0.02956|5.1623|4.0245|549.71|308.08|0.2016|446.0|0.5260600000000001|-973.400097|0.1457|-0.16632|2.0282|0.020181098|-973.449892|2.9409|121.0|6.9172
19_a47|1|1|0.0|1|1.445775615|-0.038804671|-0.00973456|-0.227538423|0.032764858|1.174354482|-0.064557784|0.0604168609999999|1|0.074201869|-0.126992366|2|0.635684951|0.823945134|-0.024256505|0.8873627890000001|0.614975047|1|-0.105205489|0.026805875|-57.87554797|14.85167037|335.10989930000005|199.6541807|8.228498913|66.13355777|0.637832605|-32.2945343|76.13237258|-20.66983856|73.14028211|0.463378097|354.3911695|-868.1332196000001|-11.45202794|0.362167395|7.06969105|13.17443625|0.8635094740000001|5846.960345|200.6571609|-480.9851737|32.40636867|0.03295186|-152.7310283|1361.067484|428.5826478|18.25682461|1.0|1.0|1.0|2.0|0.05|21.0|3.84|98.72|1.0|0.0|99.2|0.0|-3.67|6.0|380.35|0.0|1.0|2.34|-3.66|0.000217|1.97|0.0|0.0|4.59e-05|-0.05326|3.8423|3.8423|571.23|322.68|0.3243|412.31|0.68924|-1335.580357|0.3243|-0.15845|5.1151|0.03178118|-1335.634976|6.3247|0.05|7.3
3b_a32|1|1|0.0|0|0.0|0.046791596|-0.007388108|-0.064476472|0.042528736|2.21541916|-0.1113575119999999|0.10614163|3|-0.078754696|-0.151445075|0|0.833920105|0.800396027|0.094335058|0.866250192|0.7725667079999999|1|-0.073068133|0.014636992|-49.22963237|7.180211702|74.63320519|78.12568166|3.522270202|0.0|0.764128338|-17.58323784|56.82775081|-16.40987746|43.023961|0.460751087|412.4267349|-541.5259561|-8.049905042|0.2358716619999999|5.765940603|10.69254007|0.854431185|4448.251276|115.707414|-265.6468664|21.47528975|0.0154889019999999|-259.1375886|708.6845618|323.0421997|7.59811844|1.0|1.0|1.0|1.0|0.13|19.0|4.43|110.94|1.0|0.0|88.24|0.0|-5.73|3.0|312.41|0.0|1.0|3.68|-4.65|2.23e-05|3.71|0.0|0.0|9.97e-05|-0.05396|3.5545|3.5545|524.46|348.81|0.2905|396.83|0.70257|-1594.0008779999998|0.2905|-0.1474099999999999|3.5719|0.02589511|-1594.049677|5.7777|6.0|8.2366
7a_a8|0|0|0.0|1|1.4494883790000002|-0.11821781|-0.010269971|-0.0407248439999999|0.041123188|0.0|0.004607684|-0.019054799|1|-0.02923588|-0.032195997|1|0.7168594159999999|0.764224152|0.033708575|0.831914523|0.681200974|0|-0.102174163|0.035405618|-59.83546383|20.79408196|145.3710976|165.38046830000002|12.2125771|71.85980901|0.733884399|-35.24327197|75.4573633|-25.04740346|80.80201312|0.477611327|421.9297638000001|-1077.038349|-14.71059634|0.266115601|7.699041907000001|14.73814865|0.914283468|5907.9340090000005|156.2924154|-632.5556427|34.12990316|0.0265990589999999|-274.7254012|1467.585836|488.0169522|15.62189947|0.0|1.0|1.0|1.0|0.05|23.0|3.49|92.93|1.0|0.0|105.83|0.0|-4.86|5.0|382.37|0.0|1.0|3.15|-4.64|2.29e-05|3.24|0.0|0.0|2.05e-05|-0.07616|4.5808|3.0704|605.72|403.8|315.0|494.48|0.61257|-1291.10235|0.1575|-0.12889|9.9646|0.0269461|-1291.156661|12.8748|24.73|4.6068
11c_a31|0|0|0.0|0|0.0|0.069254998|-0.0184155389999999|-0.141329185|0.037731481|0.0|-0.137912959|-0.085216451|2|-0.0512371409999999|-0.16065803|0|0.825336018|0.839810365|0.013528742|0.8906705429999999|0.787929678|0|-0.138002689|0.034256743|-82.24513417|20.06220362|264.7428792|255.2562173|11.74927853|70.98337779|0.676089232|-47.33176279|99.31985763|-24.864808|100.8824395|0.47997061|330.3862551|-1069.186744|-14.56188764|0.323910768|7.259183801|13.95917988|0.922968238|5329.481371|189.6959033|-626.1611682999999|36.77740577|0.029155542|-206.2506659|1581.428448|449.7512005|17.07472346|0.0|1.0|1.0|2.0|0.28|16.0|3.64|125.57|1.0|0.0|97.32|0.0|-5.11|6.0|371.41|0.0|1.0|3.04|-3.98|0.000105|2.82|0.0|0.0|0.000537|-0.03532|3.8551|3.8551|622.22|321.61|0.2627|512.9|0.7005899999999999|-1559.194237|0.2627|-0.15994|5289.0|0.04465349|-1559.253116|7.5091|0.13|6.8861
12g_a30|0|0|0.0|0|0.0|0.096186205|-0.010447128|0.024086432|0.039951691|0.0|0.007330206|-0.049719762|1|-0.067792064|-0.152855196|1|0.817497287|0.826316772|-0.0430471959999999|0.886776351|0.770326886|0|-0.086195758|0.027436565|-70.11305057|18.59520651|133.2169768|146.623137|12.60295167|237.7754135|0.7743107290000001|-39.593913|83.29752441|-27.49531395|77.01461557|0.459011202|531.1295763|-1402.261011|-18.63502363|0.225689271|8.694447089|16.07139949|0.8484671109999999|6688.137428|152.961516|-950.3862054|35.50940589|0.019453222|-371.8296813|1810.9797|683.7405759|13.18447384|0.0|1.0|1.0|1.0|0.13|17.0|2.48|114.67|2.0|1.0|133.52|0.0|-6.0|6.0|439.49|0.0|0.0|2.36|-5.01|9.71e-06|3.89|0.0|0.0|0.000165|-0.0576|5.0703|3.5592|717.55|348.35|0.2449|577.31|0.26238|-1742.965961|0.1613|-0.15077|3875.0|0.04012224|-1743.029147|5.3027|9.0|8.0334
8h_a8|0|0|0.0|1|1.241306689|0.038482973|-0.010324979|-0.249095464|0.046205674|0.0|-0.085125857|0.007079485|1|0.021094825|0.254819201|0|0.578166105|0.6971223040000001|0.111824921|0.751162751|0.56916135|0|-0.122706004|0.0111998669999999|-66.4523265|6.58499063|316.4918269|233.7669182|3.871662077|53.78973456|0.918315905|-42.41801879|70.94463092|-28.69532281|78.73029948|0.451435543|354.18563860000006|-1262.594204|-16.87148841|0.081684095|7.453557203|13.58738632|0.822939833|5956.417906000001|48.02637252|-742.3454901|31.2477685|0.00764059|-491.8998117|1374.901814|485.8626377000001|4.492304417|0.0|0.0|0.0|2.0|0.0|23.0|4.72|80.88|2.0|0.0|105.27|0.0|-5.21|4.0|391.37|0.0|0.0|4.01|-5.0|1.01e-05|3.82|0.0|0.0|4.43e-06|-0.06344|4801.0|3.7327|608.39|332.16|0.3011|480.09|0.56196|-1361.455676|272.0|-0.15475|3.4779|0.03330037|-1361.5113789999998|4.4356|11.59|4.9359
17_a4|0|0|-4.533317957|1|1.690442177|-0.188642713|-0.006491052|-0.319716072|0.043084795|0.0|-0.3948966229999999|-0.094767116|1|-0.073733221|-0.07155304|1|0.49887819|0.772721853|0.0147116789999999|0.8347553529999999|0.484393047|0|-0.0887214819999999|0.01061251|-46.06264282|5.472562628|17.08736223|57.34712812|2.822041259|0.0|0.861696586|-23.59250328|52.67753395|-21.75180355|51.22364842|0.4440629029999999|458.3237652|-783.0649279|-11.21677197|0.138303414|5.923504372999999|10.65499029|0.798764653|5322.773303|71.31904507|-403.8037909|25.24299609|0.012827738|-373.0328031|908.7478594|319.5521911|6.61489113|0.0|0.0|1.0|0.0|0.11|17.0|6.26|30.71|1.0|0.0|85.09|0.0|-4.36|6.0|345.29|0.0|1.0|4.29|-4.81|1.5399999999999998e-05|4.01|0.0|0.0|9.44e-05|-0.04186|4.3363|4.3363|527.39|285.92|0.2045|413.28|0.47353|-1255.881628|0.2045|-0.17559|4.8197|0.02636403|-1255.932407|6.3221|877.0|6057.0
2_a27|0|0|0.0|2|3.250529415|0.09890645|-0.0065894809999999|-0.0609613559999999|0.0427777779999999|1.267636369|0.11675125|0.017751479|1|-0.337316432|-0.361571905|2|0.639024713|0.796022385|0.137868605|0.8585302370000001|0.60904903|1|-0.058444848|0.019809599|-41.03489597|9.972342226|9.194894069|77.08713259|5.020172886|53.58106492|0.6684621829999999|-14.81116546|52.43208086|-14.73047548|39.39404027|0.4424192289999999|426.3224749|-574.4885436000001|-7.415462877|0.331537817|5.312170441|9.527176544|0.7934621359999999|4774.521748|166.89932209999998|-289.2030522|22.03636323|0.022639983|-169.6109632|859.4181658|373.9912084|11.39718489|0.0|1.0|0.0|0.0|0.11|21.0|2.49|65.6|0.0|0.0|92.58|0.0|-3.19|4.0|317.34|1.0|1.0|2.52|-3.7|0.0002009999999999|2.18|0.0|0.0|0.0004599999999999|-0.04933|4.1624|4.1624|538.57|297.87|0.3217|420.7|0.55857|-1043.665151|0.3217|-0.16769|4.7049|0.02268519|-1043.715364|6.8854|13.0|7.8861
35_a18|0|0|0.0|0|0.0|0.068150325|-0.00622005|-0.020425504|0.03531746|0.0|0.027469086|-0.0098863069999999|0|-0.104482176|-0.117857059|0|0.737701788|0.737094825|-0.032017257|0.774007861|0.7277482059999999|0|-0.081822342|0.008853796|-62.06945887|6.525195505|118.7214377|146.8343246|4.809030636|74.92670772|0.874573807|-44.44264921|67.9315105|-24.64522632|66.82777970000001|0.465531336|590.1597827|-1675.875389|-18.16338657|0.125426193|9.184536969|17.18442554|0.87101708|6995.248058|92.43836482|-1235.110287|28.17969862|0.007954001|-552.1173777|1916.219506|1056.535856|5.862051629|1.0|0.0|1.0|3.0|0.3|18.0|3.35|85.29|3.0|1.0|151.05|0.0|-6.06|3.0|480.6|0.0|1.0|3.07|-5.53|2.96e-06|4.55|0.0|0.0|1.35e-07|-0.04879|3.2146|3.2146|796.47|385.69|0.4981|657.07|0.69279|-1532.557542|0.4981|-132.0|2.0432|0.02600607|-1532.627182|2.7788|24.0|7.6198
8c_a32|1|1|0.0|0|0.0|0.080016722|-0.0093793719999999|-0.04699673|0.036711712|2.143746338|-0.026048985|-0.0682721729999999|3|-0.047650724|-0.1534110109999999|0|0.788133615|0.845443342|-0.024032462|0.8966299409999999|0.7507116140000001|1|-0.076876481|0.016240436|-58.93213925|9.818219446|126.6561213|119.85432240000002|5.935643221|78.19443734|0.600684883|-28.09723623|74.36515033|-16.654735000000002|56.29419869|0.447542891|484.6996147|-766.1178102000001|-10.06868562|0.399315117|7.079719717000001|12.81496717|0.8100952690000001|5773.240734|241.4075262|-463.1595384|27.72624296|0.025527931|-121.7388847|1275.407176|557.1050635|15.43301109|1.0|1.0|1.0|2.0|0.26|19.0|4.19|140.04|1.0|0.0|110.47|1.0|-5.82|4.0|397.52|0.0|1.0|3.56|-4.39|4.11e-05|3.21|0.0|0.0|8.86e-06|-0.04161|3.5673|3.5673|646.97|347.56|0.3272|516.78|0.70135|-1880.537558|0.3272|-0.14712|8.4922|0.03115673|-1880.597039|10.2656|37.0|7.4318
12u_a30|0|0|0.0|0|0.0|0.028039604|-0.006935447|-0.027452346|0.043383838|0.0|0.028815747|-0.0646674999999999|1|-0.15896471|-0.0857954809999999|1|0.8149999040000001|0.83236194|-0.055829439|0.889479916|0.711738503|0|-0.0773921259999999|0.015562896|-65.55148142|10.42404292|78.15130994|100.8445957|6.982033926000001|0.0|0.810462868|-34.72068676|75.26051582|-25.41792137|62.26136323|0.443167712|568.9563615000001|-1245.478147|-17.02494806|0.189537132|7.804487592999999|14.01586754|0.7958728709999999|7133.515802|126.9521524|-834.2224549|31.36222814|0.014495402|-415.8966522|1536.749179|685.6665849999999|9.709034401|0.0|1.0|1.0|1.0|0.14|17.0|3.92|81.65|2.0|0.0|137.3|0.0|-6.58|4.0|467.37|0.0|1.0|3.59|-6.04|9.14e-07|5.12|0.0|0.0|7.39e-06|-0.0528299999999999|3.5003|3.5003|705.15|354.21|0.1502|559.16|0.6847|-2494.736802|0.1502|-0.1486299999999999|5.3020000000000005|0.03472994|-2494.7995530000003|7.0553|34.0|7.4647
12p_a36|0|0|0.0|0|0.0|-0.0494658159999999|-0.008017607|-0.084341564|0.042804233|0.0|-0.084846674|-0.0433009009999999|1|0.2461794139999999|-0.217394466|1|0.724208473|0.828371596|-0.035871448|0.8839272779999999|0.698414933|0|-0.082569108|0.020202133|-68.22905781|12.71795723|83.24921731|158.3666517|8.006403882999999|0.0|0.759126153|-32.72335782|80.40682298|-24.56246081|64.698131|0.475504684|471.1687161|-1228.123041|-15.4629378|0.240873847|7.546742977|14.3885803|0.906594718|5922.775161|151.63860559999998|-773.1468902|32.35623052|0.019344052|-326.2581567|1617.811526|595.8790650000001|12.17776516|0.0|0.0|1.0|2.0|0.14|17.0|2.44|69.2|1.0|0.0|123.71|0.0|-3.89|5.0|399.42|1.0|0.0|2.15|-4.16|6.96e-05|2.78|0.0|0.0|5.58e-05|-0.0552299999999999|5.3413|3.8372|660.71|323.11|0.3015|506.89|0.30159|-1331.947748|0.1841|-0.15608|4.8805|0.03396697|-1332.006106|6.7199|9.0|8.0458
12af_a36|0|0|0.0|0|0.0|0.04293386|-0.00989889|-0.081537769|0.039953704|0.0|-0.074383486|0.00146554|1|0.154914099|-0.213993335|1|0.859938421|0.813346624|-0.062279009|0.8631180940000001|0.817582774|0|-0.082549457|0.021921402|-73.23838519|15.22358698|89.56100543|169.9519197|10.57220682|127.6527374|0.6702409189999999|-39.81177462|91.25505794|-24.41279506|72.55107063|0.448767097|524.5103537|-1391.529319|-16.95376516|0.329759081|8.59579222|15.59375751|0.8141152220000001|6499.41155|229.0052411|-966.3646141|36.42391023|0.0259433429999999|-236.4517911|2076.162883|757.7532208|18.01667275|0.0|0.0|1.0|3.0|0.17|17.0|1.65|98.3|1.0|0.0|138.06|0.0|-3.54|5.0|438.48|0.0|0.0|1.47|-3.64|0.000227|1.85|0.0|0.0|5.18e-05|-0.05882|5.2352|3.2299|737.4|383.86|427.0|589.48|0.50179|-1440.675702|0.0035|-0.13364|6.9003|0.02886569|-1440.740243|9.4631|15.0|7.8239
9d_a31|0|0|0.0|0|0.0|0.036844743|-0.012442213|-0.043220149|0.0359583329999999|0.0|-0.0938310919999999|-0.021171445|2|-0.091744753|-0.214049412|0|0.8066174070000001|0.8343242820000001|-0.030275712|0.873955169|0.771222772|0|-0.098210975|0.029032453|-81.53295088|19.79432796|154.8767865|208.401866|13.49577391|560.5224416|0.6636195229999999|-45.65350116|97.84665015|-23.07536346|86.75457645|0.457506946|473.3981899|-1222.994263|-15.732784099999998|0.336380477|9.436176796|17.39409698|0.8433415740000001|5748.743284|229.34422830000003|-833.8375571|34.77197803|0.023927395|-223.1115993|1842.914835|647.1500428999999|16.31369927|1.0|1.0|1.0|2.0|0.38|16.0|4.09|117.37|2.0|0.0|112.97|0.0|-5.61|5.0|412.51|0.0|1.0|3.65|-4.39|4.06e-05|3.46|0.0|0.0|9.69e-06|-0.03457|3.8478|3.8478|727.27|322.22|0.2611|630.49|0.7006899999999999|-1657.1791449999998|0.2611|-0.15969|2.6311|0.04331056|-1657.245966|3.5077|0.6|6.2218
25c_a34|0|0|0.0|1|1.958290974|0.024837617|-0.014384932|-0.047513652|0.037424242|0.0|-0.056443595|-0.041629027|1|-0.250299211|-0.563411433|1|0.809687672|0.80135608|0.118901861|0.844690266|0.760055383|0|-0.088513496|0.043815478|-75.6298008|29.22363765|183.6812574|211.2752099|19.49130854|93.28638171|0.537428437|-39.37521522|100.6665476|-21.008278|88.25954175|0.4356106729999999|455.6954382|-1134.447012|-14.01190479|0.4625715629999999|7.484891117|13.26192888|0.77182656|6306.980593|308.52165519999994|-756.6428589|39.09037289|0.037538004|-49.9273377|2110.880136|648.0187526000001|25.03674677|1.0|1.0|1.0|1.0|0.32|17.0|1.98|90.74|1.0|0.0|116.0|0.0|-2.81|6.0|421.45|0.0|0.0|1.93|-3.28|0.000523|1.3|0.0|0.0|0.0008289999999999|-0.03272|4.2095|4.2095|704.43|294.54|0.2239999999999999|561.29|0.69247|-1426.421463|0.2239999999999999|-0.17424|7.12|0.03817361|-1426.48597|9.8087|1.78|5.7496
25_a12|0|0|0.0|0|0.0|0.00700113|-0.004103693|-0.045725323|0.038787879|2.050456822|-0.025245046|-0.11195017|0|-0.141917694|-0.0861945369999999|2|0.8472746290000001|0.638255008|-0.2430098439999999|0.688743998|0.806844014|1|-0.054734834|0.004952762|-41.75851719|2.580489093|37.96125329|27.12578432|1.3444869730000002|0.0|0.917298637|-14.85843094|44.42528172|-17.31450713|31.09844409|0.448858246|493.8944271000001|-709.8947922|-9.021208163|0.082701363|5.34703037|9.70173342|0.814415245|4329.321091|43.08908189|-369.8695347|18.87554002|0.005118351|-434.8420476|773.8971409|430.4348528|2.666764531|1.0|0.0|1.0|1.0|0.05|22.0|5.35|37.81|1.0|0.0|99.48|0.0|-5.28|2.0|311.38|1.0|1.0|4.29|-5.25|5.63e-06|4.76|0.0|0.0|5.12e-07|-0.05352|4.2653|3.4532|560.14|359.04|0.4483|442.64|0.63284|-974.458128|0.1897|-0.14303|1.2494|0.024123749|-974.508059|2.2482|22.0|7.6576
14d_a23|1|1|0.0|2|3.405551724|0.058368697|-0.005343003|-0.026530366|0.043538647|0.758207139|-0.019307114|-0.054430189|2|0.059486662|-0.136106024|2|0.725800261|0.772008792|0.006563565|0.829764975|0.6906097959999999|1|-0.053736319|0.018596017|-51.58357156|12.25371621|39.26987634|51.59888942|8.074501042|83.40396369|0.790346608|-23.33262837|61.49227899|-21.66510006|47.66288948|0.454495683|607.3441532|-1083.255003|-14.27606695|0.209653392|7.832720777|14.358677900000002|0.833166062|6459.554383|138.1496441|-713.8033475|27.41215037|0.015037275|-382.6437544|1370.607518|666.0036144999999|9.908707432|0.0|1.0|1.0|1.0|0.09|26.0|4.33|105.02|2.0|1.0|125.25|0.0|-5.85|4.0|425.51|0.0|0.0|3.8|-5.25|5.61e-06|3.94|0.0|0.0|7.03e-06|-0.0725799999999999|3688.0|8.1555|696.21|3688.0|0.3807|554.84|8.1555|-1668.983743|336.18|-0.14894|5.6156|0.02083626|-1669.045136|8.1555|4.0|8.4001
11a_a50|1|1|0.0|2|4.088412042|-0.156121881|-0.002914262|-0.014702942|0.038040936|2.114272566|-0.108592708|-0.129547471|2|-0.0739260509999999|-0.277408878|1|0.701976536|0.792574879|-0.158172459|0.8535780190000001|0.667956827|1|-0.048213112|0.01848869|-37.63057389|9.774322692|7.53108119|43.81199235|5.167341939|67.28055926|0.6543614329999999|-13.47492066|48.67321197|-13.43949068|35.26290548|0.463749257|484.8529701000001|-564.4586084|-7.104987834|0.345638567|5.965221997|11.123941699999998|0.864799282|4858.670497|182.7270002|-298.409489|20.53832944|0.020887781|-163.21096210000002|862.6098364|439.9973344|11.04263807|0.0|1.0|1.0|0.0|0.15|20.0|3.73|48.53|0.0|0.0|99.65|0.0|-3.58|3.0|327.38|1.0|1.0|2.95|-4.16|6.97e-05|2.9|0.0|0.0|0.000441|-0.03284|4.0636|4.0636|574.01|305.11|0.1761|437.9|0.65485|-1045.794689|0.1761|-0.16769|5.4342|0.02431947|-1045.84627|7.5619|59.0|7.2291
15_a10|0|0|0.0|1|2.124460476|-0.166303336|-0.0027892409999999|0.035396617|0.0353864729999999|1.981569297|-0.055918786|-0.05940848|1|-0.1157120169999999|-0.136323668|2|0.682616223|0.808676284|-0.079744227|0.863438637|0.635064845|1|-0.059234364|0.018614889|-44.18725043|11.09373722|33.67392858|50.34268476|6.61142847|108.7226878|0.646412648|-21.03820054|56.66229609|-15.04246823|46.39507481|0.434181679|545.6177511|-706.9960069|-8.964715924|0.353587352|6.35937164|11.23924661|0.767351752|5769.347123|210.7240726|-421.3416484|23.27068984|0.020932674|-174.5122907|1093.722422|563.875765|12.47504566|1.0|1.0|1.0|0.0|0.23|21.0|4.72|52.83|2.0|1.0|111.21|0.0|-4.48|4.0|390.87|1.0|1.0|3.83|-4.81|1.56e-05|3.68|0.0|0.0|1.96e-06|-0.05243|5.7922|3.7997|641.98|326.3|0.4553|484.05|0.41458|-1603.851644|0.1647|-0.1574|4.5192|0.03039798|-1603.907391|6.1563|33.0|7.4815
12b_a40|0|0|0.0|1|1.713497417|0.084915315|-0.004650218|-0.011794908|0.04020202|0.747253086|0.107454819|-0.1537981269999999|2|0.279216571|0.038336814|0|0.58925219|0.7137941109999999|0.026452642|0.7818091140000001|0.522580798|1|-0.065048707|0.010845303|-42.67442006|6.17734692|80.72126798|25.26281742|3.518538455|48.17000329|0.856829717|-21.10373336|48.54667776|-19.27231874|43.22826564|0.494842289|544.3244990000001|-597.4418808999999|-10.97726831|0.143170283|8.132984007000001|16.09989085|0.979579799|5933.385347|81.54797734|-340.29531769999994|22.49258909|0.010309671|-406.4913617|697.2702616|370.3261123|5.872257692000001|0.0|1.0|1.0|0.0|0.0|20.0|6.74|58.43|2.0|0.0|101.78|0.0|-7.71|2.0|415.12|0.0|1.0|5.79|-7.11|7.82e-08|6.68|0.0|1.0|1.7e-06|-0.08279|3407.0|3407.0|576.38|363.91|306.0|490.5|0.69476|-3016.927883|306.0|-0.14267|4.5528|0.01251873|-3016.980996|6.3131|0.04|7.3979
40_a47|1|1|0.0|1|1.715145925|-0.246203395|-0.004181351|-0.0934645509999999|0.041396825|1.566109469|-0.038143308|0.056362705|1|-0.130213023|-0.338113214|3|0.63155995|0.836942961|0.018609507|0.900790582|0.607650682|1|-0.060416547|0.02047837|-44.90375373|11.04737121|54.11003524|101.2934265|5.959674083|0.0|0.573656733|-17.58259718|60.97203959|-14.59371996|43.64000551|0.4574577489999999|438.171933|-583.7487984|-7.872806386000001|0.426343267|7.042383142|12.98034048|0.843174422|4862.524893|229.9974239|-314.91225539999994|25.43981292|0.029785575|-79.47051169|1017.592517|388.178924|16.06828586|1.0|1.0|1.0|1.0|0.11|21.0|4.04|68.52|0.0|0.0|94.28|0.0|-3.26|5.0|334.35|1.0|1.0|2.72|-3.72|0.000192|2.19|0.0|0.0|2.79e-05|-0.05086|4.0176|3.7236|571.5|332.97|271.0|444.47|0.67615|-1122.9968210000002|0.2612|-0.15231|4.7542|0.02983032|-1123.049869|6.5995|4.0|8.4
13a_a30|0|0|0.0|0|0.0|0.113424769|-0.011002918|-0.118776867|0.042560386|0.0|0.0317047379999999|-0.0351777|1|-0.065043716|0.006103754|1|0.841060094|0.8303425640000001|0.019603815|0.885516463|0.802578397|0|-0.109682335|0.01856512|-76.60916637|12.53013554|381.9643801|204.9120824|8.456950359|102.6479456|0.799862466|-49.96348386|88.22659517|-28.90911938|86.55791128|0.4661332179999999|470.0167988|-1532.183327|-19.5115996|0.2001375339999999|8.066980235|15.1104742|0.873126469|6675.344631|135.07860209999998|-1034.114779|36.14261279|0.017212819|-404.771677|1915.558478|713.7769663|11.6174288|0.0|0.0|1.0|2.0|0.13|17.0|1.72|124.74|1.0|0.0|135.37|0.0|-5.01|5.0|441.51|0.0|0.0|1.91|-4.3|5e-05|2.74|0.0|0.0|0.000288|-0.0555|5.0535|3.5288|721.66|351.35|0.1788|541.59|0.26119|-1744.217986|0.1603|-0.14953|0.7158|0.04590378|-1744.281248|1.4855|14.0|7.8665
12at_a36|0|0|0.0|0|0.0|-0.04229234|-0.010886502|-0.073048351|0.039952719|0.0|-0.076129505|-0.037590959|1|0.091520225|-0.227404687|1|0.817851296|0.8384626709999999|-0.08859337|0.890810337|0.7767870459999999|0|-0.084721769|0.029516069|-76.61315774|20.43891035|95.16663336|171.8311073|14.1532755|80.75773169|0.6744421970000001|-40.6250081|95.60375457|-25.99374995|79.10595873|0.49342323|520.6361161|-1455.649997|-17.99981985|0.325557803|8.837213274|17.44496351|0.974034457|6537.399158|225.4381077|-1007.989912|38.54110857|0.027424543|-241.591008|2158.30208|735.3783268|18.99059683|0.0|0.0|1.0|2.0|0.17|17.0|1.67|95.5|1.0|0.0|135.03|0.0|-4.18|6.0|439.47|0.0|0.0|1.76|-4.08|8.36e-05|2.53|0.0|0.0|0.000106|-0.05703|4.7133|3.8408|733.29|322.81|0.4765|589.75|0.42968|-1460.549244|0.2076|-0.15607|6.4676|0.03651452|-1460.61293|8.9532|78.0|7.1079
23_a10|0|0|0.0|1|2.140123457|-0.12979844|-0.00264793|0.012558932|0.036666667|1.981673861|-0.000458688|-0.0253481679999999|1|-0.0502296329999999|-0.207994181|2|0.7338945809999999|0.754150918|-0.149057824|0.800727358|0.706648116|1|-0.049653973|0.009615852|-51.27837225|6.81095873|72.17779806|60.05816353|4.824237957|53.00900704|0.7611996520000001|-24.91121732|60.76548004|-19.02262196|41.98112956|0.485561757|648.2471057|-1179.402562|-13.47382337|0.238800348|8.755988318|17.02048484|0.943867925|7034.375112000001|169.14354509999998|-835.377049|24.9903188|0.013394095|-370.018179|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|0.0|0.21|27.0|5.81|56.07|2.0|0.0|139.11|0.0|-5.38|5.0|461.56|0.0|1.0|4.5|-5.7|2e-06|4.48|0.0|0.0|6.66e-08|-53.0|3.8034|3.8034|768.3|325.98|0.2089|606.18|0.67647|-1469.838069|0.2089|-0.15858|3.8115|0.02986448|-1469.902562|4.8954|0.75|6.1249
